
[00:00:00.000 --> 00:00:03.800]  從猜算哥哥變成猜算阿伯
[00:04:03.200 --> 00:04:08.200]  Dr Ahmad had told him that he wasn't required to do any placements
[00:04:08.200 --> 00:04:11.200]  but he insisted on doing his share of work
[00:04:11.200 --> 00:04:14.200]  and this was even whilst having chemotherapy
[00:04:14.200 --> 00:04:19.200]  Despite regular hospitalization, he continued with his study
[00:04:19.200 --> 00:04:22.200]  and even when he was told he had a month to live
[00:04:22.200 --> 00:04:26.200]  he sat his final exams in his hospital bed
[00:04:26.200 --> 00:04:33.200]  Before long, our small basement church was too crowded
[00:04:33.200 --> 00:04:36.200]  so we built a church in our garden
[00:04:36.200 --> 00:04:40.200]  We have very little money, but God has always provided
[00:04:40.200 --> 00:04:46.200]  and now we have a large congregation with 70% coming from a Muslim background
[00:04:46.200 --> 00:04:49.200]  God has truly blessed us
[00:05:11.200 --> 00:05:15.200]  無論是阿JET或一百萬的難民
[00:05:15.200 --> 00:05:17.200]  他們都需要一個訊息
[00:05:17.200 --> 00:05:21.200]  來自彼得前書第一章第一節第五節
[00:05:21.200 --> 00:05:22.200]  聽我讀第一節
[00:05:22.200 --> 00:05:24.200]  耶穌基督的使徒彼得
[00:05:24.200 --> 00:05:32.200]  寫信給散在本都加拉泰亞西亞彼吹尼寄居的
[00:05:32.200 --> 00:05:36.200]  就是招呼神的先見被揀選
[00:05:36.200 --> 00:05:40.200]  即聖靈得乘聖潔以致順服耶穌基督
[00:05:40.200 --> 00:05:43.200]  又蒙他血所殺的人
[00:05:43.200 --> 00:05:46.200]  願因為平安多多的家給你們
[00:05:46.200 --> 00:05:51.200]  原來亂世是每個世代都要面對的挑戰
[00:05:51.200 --> 00:05:54.200]  在當日主後60年
[00:05:54.200 --> 00:05:56.200]  有一個皇帝叫尼祿王
[00:05:56.200 --> 00:05:59.200]  皇宮遇到火災
[00:05:59.200 --> 00:06:02.200]  當時他懷疑是一群基督徒所做的
[00:06:02.200 --> 00:06:05.200]  因此他就去逼迫這群信徒
[00:06:05.200 --> 00:06:07.200]  逼迫的時候怎樣
[00:06:07.200 --> 00:06:11.200]  人面對逼迫他就會分散離開
[00:06:11.200 --> 00:06:14.200]  他就去到中亞四個不同的地方
[00:06:14.200 --> 00:06:16.200]  隨風飄流
[00:06:16.200 --> 00:06:18.200]  而彼得提醒他們
[00:06:18.200 --> 00:06:21.200]  原來活在亂世裏面最需要甚麼
[00:06:21.200 --> 00:06:23.200]  明白自己的身份
[00:06:23.200 --> 00:06:24.200]  甚麼身份呢
[00:06:24.200 --> 00:06:28.200]  寄居者的身份
[00:06:28.200 --> 00:06:30.200]  如果寄居的時候
[00:06:30.200 --> 00:06:34.200]  我們就能夠繼續不會那麼執著
[00:06:34.200 --> 00:06:37.200]  寄居的字是叫Diapora
[00:06:37.200 --> 00:06:39.200]  原文裏面的Diapora就是經過
[00:06:39.200 --> 00:06:41.200]  Pora就是來自Spore
[00:06:41.200 --> 00:06:44.200]  就是Sperm一些種子
[00:06:44.200 --> 00:06:46.200]  穿過種子解甚麼呢
[00:06:46.200 --> 00:06:49.200]  就解這些種子好像花粉一樣
[00:06:49.200 --> 00:06:52.200]  隨風飄散
[00:06:52.200 --> 00:06:56.200]  不能夠團結在一起
[00:06:56.200 --> 00:07:01.200]  寄居者不單止是沒有一個固定的地方
[00:07:01.200 --> 00:07:03.200]  寄居者一個同義詞
[00:07:03.200 --> 00:07:05.200]  在聖經裏面用一個詞
[00:07:05.200 --> 00:07:08.200]  Synops就是旅客
[00:07:08.200 --> 00:07:12.200]  Synops這個詞是解一個移居
[00:07:12.200 --> 00:07:15.200]  一個很奇怪的
[00:07:15.200 --> 00:07:20.200]  有一個常學家叫John Piper
[00:07:20.200 --> 00:07:23.200]  John Piper說原來我們世上的
[00:07:23.200 --> 00:07:25.200]  面對一個價值觀
[00:07:25.200 --> 00:07:28.200]  令到我們很難去調整
[00:07:28.200 --> 00:07:32.200]  因為聖經的價值觀和世上的價值觀是很不同
[00:07:32.200 --> 00:07:37.200]  以致我們要確定我們是一位寄居者
[00:07:37.200 --> 00:07:40.200]  以致我們不會失去我們的希望
[00:07:40.200 --> 00:07:43.200]  人這個世代是變化得很快
[00:07:43.200 --> 00:07:45.200]  我都不知道我離開工場
[00:07:45.200 --> 00:07:50.200]  離開工場已經二十多年
[00:07:50.200 --> 00:07:53.200]  眨一眼
[00:07:53.200 --> 00:07:55.200]  太快 英文說
[00:07:55.200 --> 00:07:59.200]  他說如箭一樣 時光就飛去
[00:07:59.200 --> 00:08:02.200]  時代是不停轉換
[00:08:02.200 --> 00:08:04.200]  這個是大時代
[00:08:04.200 --> 00:08:08.200]  我知道前一陣子有一套電視叫大時代
[00:08:08.200 --> 00:08:14.200]  是經歷過一種震撼的變化
[00:08:14.200 --> 00:08:19.200]  我在約旦
[00:08:19.200 --> 00:08:23.200]  在印度 每次回來香港都不同了
[00:08:23.200 --> 00:08:27.200]  香港經常有一個震撼的時代
[00:08:27.200 --> 00:08:31.200]  我中文好像越來越差
[00:08:31.200 --> 00:08:33.200]  因為有些名字我不知道為什麼
[00:08:33.200 --> 00:08:35.200]  我太太是美國人
[00:08:35.200 --> 00:08:37.200]  所以我不知道怎麼解釋
[00:08:37.200 --> 00:08:39.200]  我太太問我什麼叫小學雞
[00:08:39.200 --> 00:08:42.200]  我不懂 吃不到那些
[00:08:42.200 --> 00:08:45.200]  太太問我 媽媽有大媽有小媽
[00:08:45.200 --> 00:08:47.200]  什麼叫大媽
[00:08:47.200 --> 00:08:48.200]  我又不知道為什麼
[00:08:48.200 --> 00:08:51.200]  我又不知道什麼叫廢青
[00:08:51.200 --> 00:08:53.200]  我又不懂為什麼
[00:08:53.200 --> 00:08:58.200]  我不知道什麼叫淨女
[00:08:58.200 --> 00:09:02.200]  淨女 我中文越來越差
[00:09:02.200 --> 00:09:04.200]  我就知道原來這個時代
[00:09:04.200 --> 00:09:09.200]  是彼此廝殺的時代
[00:09:09.200 --> 00:09:11.200]  這次回來 我和我的兒子
[00:09:11.200 --> 00:09:13.200]  在澳洲回來見我們
[00:09:13.200 --> 00:09:15.200]  我坐地鐵 第一次介紹香港
[00:09:15.200 --> 00:09:18.200]  我媳婦是澳洲人 藍眼金髮
[00:09:18.200 --> 00:09:22.200]  一坐下 旁邊有個主婦抱著兒子
[00:09:22.200 --> 00:09:25.200]  一撥開 就開始有火藥味
[00:09:25.200 --> 00:09:27.200]  撥開的時候 她就問我
[00:09:27.200 --> 00:09:28.200]  你是不是大陸人
[00:09:28.200 --> 00:09:30.200]  你是大陸雞
[00:09:30.200 --> 00:09:32.200]  我太太問我什麼叫大陸雞
[00:09:32.200 --> 00:09:34.200]  我又不懂
[00:09:34.200 --> 00:09:36.200]  我不知道為什麼喜歡用雞
[00:09:36.200 --> 00:09:38.200]  去描述人的生命
[00:09:38.200 --> 00:09:41.200]  小學雞 大陸雞
[00:09:41.200 --> 00:09:44.200]  他們就開始大戰
[00:09:44.200 --> 00:09:47.200]  開始在最初就用雞
[00:09:47.200 --> 00:09:52.200]  後來就開始令到車廂有地震震盪
[00:09:52.200 --> 00:09:55.200]  幸好那個從大陸來的
[00:09:55.200 --> 00:09:58.200]  我不應該說大媽
[00:09:58.200 --> 00:10:01.200]  那個大媽就離開了車廂
[00:10:01.200 --> 00:10:03.200]  平靜了一陣子
[00:10:03.200 --> 00:10:05.200]  開始那個香港姐姐
[00:10:05.200 --> 00:10:08.200]  用英文和我的媳婦聊天
[00:10:08.200 --> 00:10:11.200]  大陸人就說China chicken
[00:10:11.200 --> 00:10:13.200]  我的媳婦不明白
[00:10:13.200 --> 00:10:15.200]  她說中國雞
[00:10:15.200 --> 00:10:17.200]  我的媳婦不明白
[00:10:17.200 --> 00:10:19.200]  什麼叫China chicken
[00:10:19.200 --> 00:10:25.200]  原來我們活在一個戰爭的時代
[00:10:25.200 --> 00:10:28.200]  以至香港人的價值觀
[00:10:28.200 --> 00:10:30.200]  和聖經的價值觀
[00:10:30.200 --> 00:10:33.200]  越來越大的距離
[00:10:33.200 --> 00:10:37.200]  我住在園州村附近的長發街
[00:10:37.200 --> 00:10:39.200]  無論上地鐵下地鐵
[00:10:39.200 --> 00:10:42.200]  都有三四十人都叫叔叔
[00:10:42.200 --> 00:10:45.200]  想買樓
[00:10:45.200 --> 00:10:48.200]  叔叔買了樓在上面
[00:10:48.200 --> 00:10:50.200]  上面有個基業
[00:10:50.200 --> 00:10:52.200]  是不會殘留不會貶值
[00:10:52.200 --> 00:10:54.200]  是比你那層好
[00:10:54.200 --> 00:10:57.200]  因為原來在世
[00:10:57.200 --> 00:11:01.200]  就好像一些被風吹散的種子一樣
[00:11:01.200 --> 00:11:03.200]  是寄居者
[00:11:03.200 --> 00:11:05.200]  如果我們明白這個身份的時候
[00:11:05.200 --> 00:11:09.200]  我們就好像這個叫亞歷山大帝
[00:11:09.200 --> 00:11:11.200]  他不明白這個思想
[00:11:11.200 --> 00:11:13.200]  他說他死的時候
[00:11:13.200 --> 00:11:16.200]  雙手仍然緊緊抓住
[00:11:16.200 --> 00:11:18.200]  因為他做皇帝的時候
[00:11:18.200 --> 00:11:19.200]  他抓了很多東西
[00:11:19.200 --> 00:11:20.200]  死的時候都抓緊
[00:11:20.200 --> 00:11:23.200]  他不知道不能夠摸到什麼
[00:11:23.200 --> 00:11:25.200]  離開這個世界
[00:11:25.200 --> 00:11:27.200]  我下個星期就參加喪禮
[00:11:27.200 --> 00:11:29.200]  阿公是我童工的爸爸
[00:11:29.200 --> 00:11:31.200]  他擁有很多東西
[00:11:31.200 --> 00:11:34.200]  但是沒有一樣東西他拿得走
[00:11:34.200 --> 00:11:40.200]  我都沒有看過香港的電影
[00:11:40.200 --> 00:11:42.200]  但是我喜歡那些廣告
[00:11:42.200 --> 00:11:47.200]  他說萬般帶不走
[00:11:47.200 --> 00:11:51.200]  唯有罪前身
[00:11:51.200 --> 00:11:53.200]  那個什麼大隻柳
[00:11:53.200 --> 00:11:55.200]  很久很久的
[00:11:55.200 --> 00:11:57.200]  沒有一樣東西他帶走
[00:11:57.200 --> 00:11:59.200]  離開這個世界
[00:11:59.200 --> 00:12:01.200]  唯有罪孽
[00:12:01.200 --> 00:12:03.200]  很失望
[00:12:03.200 --> 00:12:05.200]  因為他不知道耶穌基督
[00:12:05.200 --> 00:12:07.200]  原來他過世的緣故
[00:12:07.200 --> 00:12:10.200]  用他的血灑落大地
[00:12:10.200 --> 00:12:13.200]  以致我們能夠乾乾淨淨地生活
[00:12:13.200 --> 00:12:17.200]  原來希望就是讓我們有一個新的身份
[00:12:17.200 --> 00:12:18.200]  希望的特徵就是說
[00:12:18.200 --> 00:12:20.200]  讓我們有一個新的生命
[00:12:20.200 --> 00:12:22.200]  A brand new life
[00:12:22.200 --> 00:12:24.200]  A brand new life 是怎麼樣呢
[00:12:24.200 --> 00:12:25.200]  有一位神學家說
[00:12:25.200 --> 00:12:28.200]  如果我們有一個新的生命的時候
[00:12:28.200 --> 00:12:29.200]  這個新的生命
[00:12:29.200 --> 00:12:31.200]  Cry is our hope
[00:12:31.200 --> 00:12:32.200]  成為我們的希望
[00:12:32.200 --> 00:12:33.200]  耶穌基督
[00:12:33.200 --> 00:12:36.200]  You can deal with your past failures
[00:12:36.200 --> 00:12:38.200]  Personal difficulties
[00:12:38.200 --> 00:12:40.200]  Or uncertain future
[00:12:40.200 --> 00:12:43.200]  他說如果你有一個新的生命的時候
[00:12:43.200 --> 00:12:45.200]  你的新的生命帶給你有新的希望
[00:12:45.200 --> 00:12:46.200]  在耶穌基督裡面
[00:12:46.200 --> 00:12:49.200]  能夠面對過去的失敗
[00:12:49.200 --> 00:12:51.200]  現在的困難
[00:12:51.200 --> 00:12:55.200]  能夠面對一個不肯定的未來
[00:12:55.200 --> 00:13:01.200]  有一首歌我沒聽過
[00:13:01.200 --> 00:13:02.200]  但是很流行的
[00:13:02.200 --> 00:13:03.200]  Me Me
[00:13:03.200 --> 00:13:04.200]  聽過沒有
[00:13:04.200 --> 00:13:06.200]  一個不可以告訴別人的Me Me
[00:13:06.200 --> 00:13:09.200]  那個歌星台灣奶的
[00:13:09.200 --> 00:13:17.200]  原來香港人快樂的因素
[00:13:17.200 --> 00:13:19.200]  是很低的
[00:13:19.200 --> 00:13:21.200]  排第幾
[00:13:21.200 --> 00:13:23.200]  第四
[00:13:23.200 --> 00:13:24.200]  為什麼呢
[00:13:24.200 --> 00:13:25.200]  我想一下
[00:13:25.200 --> 00:13:26.200]  或者有一個原因
[00:13:26.200 --> 00:13:29.200]  就是Me Me成為最大的秘密
[00:13:29.200 --> 00:13:31.200]  我回來香港的時候
[00:13:31.200 --> 00:13:32.200]  很多人跟我聊天
[00:13:32.200 --> 00:13:37.200]  因為牧師幾個禮拜免費輔導
[00:13:37.200 --> 00:13:38.200]  聊完之後
[00:13:38.200 --> 00:13:39.200]  一開口就說
[00:13:39.200 --> 00:13:40.200]  牧師我告訴你一些東西
[00:13:40.200 --> 00:13:42.200]  你不要告訴別人
[00:13:42.200 --> 00:13:45.200]  不要告訴其他人
[00:13:45.200 --> 00:13:47.200]  姐姐這樣說
[00:13:47.200 --> 00:13:48.200]  師奶這樣說
[00:13:48.200 --> 00:13:49.200]  爸爸這樣說
[00:13:49.200 --> 00:13:50.200]  爺爺這樣說
[00:13:50.200 --> 00:13:51.200]  一開口就說
[00:13:51.200 --> 00:13:52.200]  不要告訴別人
[00:13:52.200 --> 00:13:53.200]  我告訴你一個秘密
[00:13:53.200 --> 00:13:54.200]  有些是自己的
[00:13:54.200 --> 00:13:55.200]  有些是別人的
[00:13:55.200 --> 00:13:58.200]  別人的秘密就變成了
[00:13:58.200 --> 00:14:00.200]  謠言
[00:14:00.200 --> 00:14:03.200]  自己的就是一個罪孽
[00:14:03.200 --> 00:14:07.200]  為什麼香港人有這麼多秘密呢
[00:14:07.200 --> 00:14:08.200]  用你的眼睛
[00:14:08.200 --> 00:14:10.200]  看一看你旁邊的人
[00:14:10.200 --> 00:14:12.200]  究竟有多少秘密呢
[00:14:12.200 --> 00:14:13.200]  看不透的
[00:14:13.200 --> 00:14:17.200]  你不知道的
[00:14:17.200 --> 00:14:19.200]  我不喜歡一些香港人
[00:14:19.200 --> 00:14:20.200]  因為香港人的說話
[00:14:20.200 --> 00:14:21.200]  有時候很刻薄
[00:14:21.200 --> 00:14:25.200]  好味好貌山沙實
[00:14:25.200 --> 00:14:26.200]  聽過沒有
[00:14:26.200 --> 00:14:28.200]  說你長得這麼漂亮
[00:14:28.200 --> 00:14:30.200]  你這麼陰毒
[00:14:30.200 --> 00:14:32.200]  陰毒美女
[00:14:32.200 --> 00:14:34.200]  蛇蠍美人心
[00:14:34.200 --> 00:14:36.200]  看不到人的外貌
[00:14:36.200 --> 00:14:38.200]  人的秘密
[00:14:38.200 --> 00:14:39.200]  我喜歡一句中文
[00:14:39.200 --> 00:14:42.200]  只不能包住
[00:14:42.200 --> 00:14:44.200]  什麼
[00:14:44.200 --> 00:14:46.200]  火
[00:14:46.200 --> 00:14:48.200]  我想起當主耶穌
[00:14:48.200 --> 00:14:50.200]  來到審判日子的時候
[00:14:50.200 --> 00:14:52.200]  每一個人都會剷鑼鑼
[00:14:52.200 --> 00:14:53.200]  來到神的面前
[00:14:53.200 --> 00:14:56.200]  所有秘密都不能夠包住
[00:14:56.200 --> 00:14:58.200]  因此我們要明白
[00:14:58.200 --> 00:14:59.200]  我們新的生命
[00:14:59.200 --> 00:15:01.200]  明白新的生命是什麼
[00:15:01.200 --> 00:15:04.200]  原來明白到神揀選我們
[00:15:04.200 --> 00:15:07.200]  揀選的意思
[00:15:07.200 --> 00:15:08.200]  愚民的意思是
[00:15:08.200 --> 00:15:10.200]  prearrangement
[00:15:10.200 --> 00:15:12.200]  已經安排好
[00:15:12.200 --> 00:15:15.200]  一些屬於天國的子民
[00:15:15.200 --> 00:15:21.200]  以致我們不會留戀世上的國籍
[00:15:21.200 --> 00:15:23.200]  當這些猶太信徒
[00:15:23.200 --> 00:15:25.200]  面對尼祿王逼難的時候
[00:15:25.200 --> 00:15:27.200]  他們就留戀
[00:15:27.200 --> 00:15:28.200]  他們很害怕
[00:15:28.200 --> 00:15:29.200]  不知道帶了多少東西走
[00:15:29.200 --> 00:15:31.200]  剛才有看到那套影片
[00:15:31.200 --> 00:15:33.200]  那些難民可以帶走多少東西
[00:15:33.200 --> 00:15:34.200]  沒有啊
[00:15:34.200 --> 00:15:35.200]  什麼都帶不到
[00:15:35.200 --> 00:15:36.200]  只是一個袋子
[00:15:36.200 --> 00:15:39.200]  一些衣服
[00:15:39.200 --> 00:15:41.200]  我去過伊拉克
[00:15:41.200 --> 00:15:43.200]  幾個月之前
[00:15:43.200 --> 00:15:45.200]  我問過一個醫生
[00:15:45.200 --> 00:15:47.200]  他是做獸醫的
[00:15:47.200 --> 00:15:48.200]  他說半夜要起床
[00:15:48.200 --> 00:15:50.200]  帶著兩個女兒
[00:15:50.200 --> 00:15:51.200]  他最不捨得的是什麼
[00:15:51.200 --> 00:15:53.200]  原來他們有一間屋
[00:15:53.200 --> 00:15:55.200]  不是香港的屋
[00:15:55.200 --> 00:15:56.200]  是一間大屋
[00:15:56.200 --> 00:15:57.200]  因為他做醫生
[00:15:57.200 --> 00:15:58.200]  銀行裡面有很多錢
[00:15:58.200 --> 00:16:00.200]  但是提不到錢
[00:16:00.200 --> 00:16:01.200]  所以成為難民
[00:16:01.200 --> 00:16:02.200]  什麼都沒有
[00:16:02.200 --> 00:16:03.200]  一夜之間
[00:16:03.200 --> 00:16:04.200]  全部失去
[00:16:04.200 --> 00:16:05.200]  無根無機
[00:16:05.200 --> 00:16:07.200]  隨風飆散
[00:16:07.200 --> 00:16:09.200]  明白到人生就像種子一樣
[00:16:09.200 --> 00:16:11.200]  一夜
[00:16:11.200 --> 00:16:13.200]  樣樣東西都消失了
[00:16:13.200 --> 00:16:15.200]  中國人都經歷過文革
[00:16:15.200 --> 00:16:16.200]  文革的時候
[00:16:16.200 --> 00:16:18.200]  有多少人可以保存房子
[00:16:18.200 --> 00:16:21.200]  原來以色列和巴勒斯坦打仗的時候
[00:16:21.200 --> 00:16:23.200]  我問過很多巴勒斯坦人
[00:16:23.200 --> 00:16:24.200]  他說當以色列人去到的時候
[00:16:24.200 --> 00:16:25.200]  一夜之間
[00:16:25.200 --> 00:16:27.200]  全部的家都沒有了
[00:16:27.200 --> 00:16:28.200]  產業都沒有了
[00:16:28.200 --> 00:16:30.200]  他說看到原來人生
[00:16:30.200 --> 00:16:32.200]  就像這個彼得前書
[00:16:32.200 --> 00:16:34.200]  第一章第一節所說的
[00:16:34.200 --> 00:16:36.200]  我們好像寄居的人生
[00:16:36.200 --> 00:16:38.200]  不要那麼驕傲
[00:16:38.200 --> 00:16:40.200]  你根本上所擁有的
[00:16:40.200 --> 00:16:42.200]  一會兒就會消失了
[00:16:42.200 --> 00:16:44.200]  所以
[00:16:44.200 --> 00:16:46.200]  我去伊拉克的時候
[00:16:46.200 --> 00:16:48.200]  我最大屬靈的功課就是
[00:16:48.200 --> 00:16:50.200]  我不能夠依靠我所擁有
[00:16:50.200 --> 00:16:52.200]  無論我的學位
[00:16:52.200 --> 00:16:54.200]  無論我的產業
[00:16:54.200 --> 00:16:56.200]  無論我的兒女
[00:16:56.200 --> 00:16:58.200]  很容易會消失
[00:16:58.200 --> 00:17:02.200]  萬般帶不走
[00:17:02.200 --> 00:17:04.200]  唯有
[00:17:04.200 --> 00:17:06.200]  孽隨身
[00:17:06.200 --> 00:17:08.200]  中國人的佛學思想
[00:17:08.200 --> 00:17:11.200]  有時候都令我去思考人生的路
[00:17:11.200 --> 00:17:13.200]  因為他們不能夠去解決
[00:17:13.200 --> 00:17:15.200]  面對苦難的時候
[00:17:15.200 --> 00:17:17.200]  苦難一個最大的罪業
[00:17:17.200 --> 00:17:19.200]  是不能夠解決的
[00:17:19.200 --> 00:17:21.200]  叔叔解決不了的
[00:17:21.200 --> 00:17:24.200]  但是來到主耶穌裡面
[00:17:24.200 --> 00:17:26.200]  神的話要讓我面對到
[00:17:26.200 --> 00:17:27.200]  可以解決到
[00:17:27.200 --> 00:17:28.200]  可以有新的希望
[00:17:28.200 --> 00:17:30.200]  可以重新開始
[00:17:30.200 --> 00:17:32.200]  因為聖經所說到的
[00:17:32.200 --> 00:17:34.200]  他說第二節
[00:17:34.200 --> 00:17:36.200]  他說原來神揀選我們
[00:17:36.200 --> 00:17:38.200]  這個寄居者
[00:17:38.200 --> 00:17:41.200]  是照父神先見被揀選
[00:17:41.200 --> 00:17:44.200]  即是聖靈得勝聖潔
[00:17:44.200 --> 00:17:46.200]  以致順服耶穌基督
[00:17:46.200 --> 00:17:49.200]  我們都是蒙他血所灑的人
[00:17:49.200 --> 00:17:54.200]  你的身份是甚麼身份
[00:17:54.200 --> 00:17:56.200]  你是血灑的人
[00:17:56.200 --> 00:17:58.200]  你是天國的子民
[00:17:58.200 --> 00:18:00.200]  你是一個沒有秘密的人
[00:18:00.200 --> 00:18:02.200]  不需要再隱瞞
[00:18:02.200 --> 00:18:08.200]  香港的男人
[00:18:08.200 --> 00:18:10.200]  其實很難說香港的男人
[00:18:10.200 --> 00:18:13.200]  他們說不太masculine
[00:18:13.200 --> 00:18:15.200]  不像漢子那樣
[00:18:15.200 --> 00:18:18.200]  我說這裡的男人
[00:18:18.200 --> 00:18:21.200]  會被幾個巴掌的女人打
[00:18:21.200 --> 00:18:24.200]  我每天都聽到這些消息
[00:18:24.200 --> 00:18:26.200]  這個女人是很兇的
[00:18:26.200 --> 00:18:34.200]  人之間是沒有一個信
[00:18:34.200 --> 00:18:36.200]  大家鏟成相對
[00:18:36.200 --> 00:18:38.200]  不可以去信任的
[00:18:38.200 --> 00:18:41.200]  人與人之間
[00:18:41.200 --> 00:18:44.200]  是用仇恨去存在
[00:18:44.200 --> 00:18:47.200]  其實有人問我
[00:18:47.200 --> 00:18:49.200]  你真的很幸福
[00:18:49.200 --> 00:18:53.200]  因為香港人有很多百萬富翁
[00:18:53.200 --> 00:18:55.200]  有幾個人有五百呎樓
[00:18:55.200 --> 00:18:57.200]  有五百萬富翁
[00:18:57.200 --> 00:19:00.200]  有千呎樓的有千萬富翁
[00:19:00.200 --> 00:19:01.200]  我真的很開心
[00:19:01.200 --> 00:19:04.200]  跟這百萬富翁一齊來敬拜上主
[00:19:04.200 --> 00:19:06.200]  今早不知道騙了多少百萬富翁
[00:19:06.200 --> 00:19:08.200]  我都不敢洗手
[00:19:12.200 --> 00:19:17.200]  但是原來香港人的特徵就是說
[00:19:17.200 --> 00:19:21.200]  因為倚靠他的財富
[00:19:21.200 --> 00:19:27.200]  不知道財富成為我們親近神
[00:19:27.200 --> 00:19:30.200]  一個的因素
[00:19:30.200 --> 00:19:33.200]  或者因為財富
[00:19:33.200 --> 00:19:35.200]  令我們去敬拜他們
[00:19:35.200 --> 00:19:38.200]  財富成為我們的偶像
[00:19:41.200 --> 00:19:43.200]  很困難
[00:19:43.200 --> 00:19:46.200]  原來我搬到深水埗住的時候
[00:19:46.200 --> 00:19:49.200]  和住在新島城的人不同
[00:19:49.200 --> 00:19:51.200]  深水埗人頭凸凸的
[00:19:51.200 --> 00:19:53.200]  住在深水埗
[00:19:53.200 --> 00:19:55.200]  居然住在九龍塘站出去
[00:19:55.200 --> 00:19:57.200]  九龍塘的人是有錢的
[00:19:57.200 --> 00:19:59.200]  住在半山那些
[00:19:59.200 --> 00:20:01.200]  很光榮
[00:20:01.200 --> 00:20:02.200]  幸好
[00:20:02.200 --> 00:20:04.200]  原來耶穌基督在臨的日子
[00:20:04.200 --> 00:20:06.200]  我再無這些資產
[00:20:06.200 --> 00:20:08.200]  原來天上的資產才是最好的資產
[00:20:08.200 --> 00:20:10.200]  是不會扭壞的
