
[00:00:00.000 --> 00:00:01.640]  弟兄姊妹平安!大家好!
[00:06:14.640 --> 00:06:15.800]  都挺有趣
[00:06:15.800 --> 00:06:18.840]  去到山頂,做什麼呢?
[00:06:18.840 --> 00:06:20.720]  去到山頂不是觀戰
[00:06:20.720 --> 00:06:24.960]  都是觀戰,不過去到山頂是祈禱
[00:06:24.960 --> 00:06:28.800]  摩西第二點要跟大家說的
[00:06:28.800 --> 00:06:37.280]  第一點,這已經是第二了
[00:06:37.280 --> 00:06:44.960]  其實我想說的第一點,忘記了highlight
[00:06:44.960 --> 00:06:48.800]  就是在你最安息的時候
[00:06:48.800 --> 00:06:57.280]  休息一下,又吃完鵪鶉,又在吃麻辣
[00:06:57.280 --> 00:06:59.400]  又沒水喝,現在又喝飽水
[00:06:59.400 --> 00:07:02.160]  這個時候在休息
[00:07:02.160 --> 00:07:06.400]  以為自己平安穩妥的時候就遭遇攻擊
[00:07:06.400 --> 00:07:11.240]  人生不是這樣一帆風順,是過山車的
[00:07:11.240 --> 00:07:14.280]  是上帝讓他一個過山車的人生
[00:07:14.280 --> 00:07:16.920]  令到我們時時都有一些危機感
[00:07:16.920 --> 00:07:20.600]  可以懂得依靠他,以及更多應變的能力
[00:07:20.600 --> 00:07:22.200]  是上帝特意的
[00:07:22.200 --> 00:07:24.080]  讓阿瑪利人攻擊他
[00:07:24.080 --> 00:07:28.560]  所以在你的利非定那裡,你就會出事
[00:07:28.560 --> 00:07:30.240]  人家就會來攻擊你
[00:07:30.240 --> 00:07:32.440]  不過這個時候有一個應對的辦法
[00:07:32.440 --> 00:07:34.640]  第一,自己落力出去打仗
[00:07:34.640 --> 00:07:38.200]  第二,舉手祈禱
[00:07:38.200 --> 00:07:43.600]  剛才上一節就說,約書一下出去打仗
[00:07:43.600 --> 00:07:46.520]  就在安書的時候遭遇問題
[00:07:46.520 --> 00:07:50.800]  好我要出力,找一個對的人自己承擔起
[00:07:50.800 --> 00:07:56.120]  第二,就是祈禱,何時舉手以色列人就得勝
[00:07:56.120 --> 00:07:59.400]  何時垂手阿瑪利人就得勝
[00:07:59.400 --> 00:08:02.880]  其實這個十七章十一字很重要
[00:08:02.880 --> 00:08:06.280]  摩西何時舉手禱告以色列人得勝
[00:08:06.280 --> 00:08:10.760]  手好累,一跌倒,何時阿瑪利人就得勝
[00:08:10.760 --> 00:08:13.560]  其實這是一個很特別的聖經例子
[00:08:13.560 --> 00:08:18.160]  是強調祈禱以靠神的能力不得勝
[00:08:18.160 --> 00:08:25.360]  這個例子,摩西何時舉手何時得勝
[00:08:25.360 --> 00:08:27.920]  這個舉手是什麼呢?
[00:08:27.920 --> 00:08:31.160]  到,我推測他的舉手就是
[00:08:31.160 --> 00:08:33.680]  神啊,你的大能要彰顯
[00:08:33.680 --> 00:08:36.040]  哎呀,他們現在正在打仗,很辛苦很危險
[00:08:36.040 --> 00:08:38.080]  神啊,可能你的手這樣
[00:08:38.080 --> 00:08:44.160]  其實在近東的人,他們多數的祈禱都是不閉眼的
[00:08:44.160 --> 00:08:50.000]  舉目望天,兩隻手是這樣的
[00:08:50.000 --> 00:08:53.560]  好像神啊,我真的需要一些東西
[00:08:53.560 --> 00:08:58.640]  因此在這裡,摩西何時舉手
[00:08:58.640 --> 00:09:02.800]  他的手是這樣舉,還是這樣舉
[00:09:02.800 --> 00:09:08.000]  都算舉,神啊,我真的很需要你的能力,我需要你的幫助
[00:09:08.000 --> 00:09:11.760]  可能雙目望天,兩隻手都是這樣的
[00:09:11.760 --> 00:09:14.280]  現在他們很多時候祈禱都是這樣的
[00:09:14.280 --> 00:09:19.000]  要嘛,當他們讚美的時候,手才是這樣的
[00:09:19.000 --> 00:09:21.000]  否則,他的手是這樣的
[00:09:21.000 --> 00:09:23.520]  神啊,很高
[00:09:23.520 --> 00:09:28.040]  這樣叫你舉一天,就算是這樣,這樣更加累
[00:09:28.040 --> 00:09:31.400]  這樣行不行啊,神啊,我們真的很需要你的能力
[00:09:31.400 --> 00:09:32.680]  很需要你的恩典
[00:09:32.680 --> 00:09:35.080]  他們打仗的人,很需要你的智慧
[00:09:35.080 --> 00:09:37.080]  主啊,求你給我們
[00:09:37.080 --> 00:09:39.480]  這樣都累的
[00:09:39.480 --> 00:09:42.960]  於是手一垂低,全避開
[00:09:42.960 --> 00:09:47.200]  見到約書亞他們在輸,馬利人得勝
[00:09:47.200 --> 00:09:52.360]  神啊,我們輸了,很危險,有人遭殃了,死了,受傷了
[00:09:52.360 --> 00:09:55.760]  求你醫治他,求你幫助我們,軍隊有力量
[00:09:55.760 --> 00:09:59.400]  又贏了,拉鋸了
[00:09:59.400 --> 00:10:01.880]  所以摩西何時舉手,以色列人得勝
[00:10:01.880 --> 00:10:04.280]  何時垂手,馬利人得勝
[00:10:04.280 --> 00:10:06.480]  這是一個很特殊的例子
[00:10:06.480 --> 00:10:10.800]  是告訴我們,祈禱會得勝
[00:10:10.800 --> 00:10:14.080]  第十二節,摩西的手累了
[00:10:14.080 --> 00:10:16.680]  不是吧?這樣的時間累?
[00:10:16.680 --> 00:10:20.520]  那麼摩西多少歲?
[00:10:20.520 --> 00:10:24.480]  他見異象的時候已經八十了
[00:10:24.480 --> 00:10:28.400]  再大為出來,現在九十多歲了
[00:10:28.400 --> 00:10:30.760]  可能八十多九十歲了
[00:10:30.760 --> 00:10:32.960]  手真的不是很耐用了
[00:10:32.960 --> 00:10:39.480]  於是他們搬石頭來,讓摩西坐在上面
[00:10:39.480 --> 00:10:44.960]  搬石頭來放在他以下,然後他就坐在上面
[00:10:44.960 --> 00:10:50.200]  搬石頭來讓他坐在上面就可以了,這個寫法挺有趣的
[00:10:50.200 --> 00:10:55.360]  然後阿倫與胡爾第二樣就是扶著他的手
[00:10:55.360 --> 00:11:00.880]  要知道一個很困難的場面,很大的爭戰的時候
[00:11:00.880 --> 00:11:04.200]  一個人未必夠,因為你的手會軟
[00:11:04.200 --> 00:11:06.880]  一個人應付不了
[00:11:06.880 --> 00:11:10.880]  於是有阿倫與胡爾扶著他的手
[00:11:10.880 --> 00:11:15.160]  一個人扶一邊,一個人扶一邊,捉住他的手,托住他
[00:11:15.160 --> 00:11:19.760]  於是他的手就穩住,直到日落的時候了
[00:11:19.760 --> 00:11:25.960]  於是他的手一直企圖的時間,這樣就得勝了
[00:11:25.960 --> 00:11:29.960]  約書亞就得勝了,戰鬥一天之後
[00:11:29.960 --> 00:11:33.160]  就用刀殺了阿瑪力王和他的百姓
[00:11:33.160 --> 00:11:37.400]  約書亞對摩西說,你看看我今天做了這件事
[00:11:37.400 --> 00:11:42.320]  我要將阿瑪力的名號從天下全面塗抹
[00:11:42.320 --> 00:11:49.520]  阿瑪力的名號我將會將阿瑪力的人全部都塗抹
[00:11:49.520 --> 00:11:57.160]  即是說沒有人再認識他,即是說將他變得很弱或者絕了
[00:11:57.160 --> 00:12:01.560]  你要將這句話寫在書上做紀念
[00:12:01.560 --> 00:12:07.280]  唸給約書亞聽,即是說你要將這一次的祈禱得勝
[00:12:07.280 --> 00:12:12.720]  努力戰爭加上祈禱而得勝穩住手
[00:12:12.720 --> 00:12:17.280]  這樣的得勝,寫在書上給約書亞聽
[00:12:17.280 --> 00:12:22.720]  即是說已經開始有一個提示,有一個hint
[00:12:22.720 --> 00:12:32.000]  就是約書亞會承繼你,你用書傳給他,寫在書上給他聽
[00:12:32.000 --> 00:12:36.880]  這件事就是這樣,所以在這裡跟大家說
[00:12:36.880 --> 00:12:39.720]  何時舉手,何時得勝
[00:12:39.720 --> 00:12:46.400]  耶和華是支持我們的,用禱告來托住,看回今天的主題
[00:12:46.400 --> 00:12:52.360]  他們叫耶和華利西,是怎樣來的呢?
[00:12:52.360 --> 00:12:59.720]  摩西捉鳥一座壇,勝利了,起名叫耶和華利西
[00:12:59.720 --> 00:13:04.960]  又說耶和華已經起了勢,必世世代代和亞瑪力人爭先
[00:13:04.960 --> 00:13:10.120]  耶和華利西這個字在我們很多時候都會說的
[00:13:10.120 --> 00:13:15.920]  特別是讚美主,因為你是耶和華利西,很多時候有人這樣祈禱
[00:13:15.920 --> 00:13:24.720]  其實耶和華利西,重音在後面,耶和華這個不解釋了
[00:13:24.720 --> 00:13:38.960]  這個C在S,利西,利西,利西,利西是旗號的意思
[00:13:38.960 --> 00:13:49.240]  耶和華我的旗號,打仗,無千無萬,個個在背後看上去
[00:13:49.240 --> 00:13:54.800]  穿上盔甲都差不多樣,誰是司令都看不到,軟軟的一匹馬
[00:13:54.800 --> 00:14:03.360]  有人舉著旗,很多時候這套旗令我知道我的隊人是這支旗
[00:14:03.360 --> 00:14:08.640]  他的隊人是那支旗,於是我可以跟著這支旗去打仗
[00:14:08.640 --> 00:14:15.560]  耶和華就是我的旗號,他向前一揮,我就會跟著他
[00:14:15.560 --> 00:14:21.480]  他停,我就會停,他在這裏,我保護這支旗
[00:14:21.480 --> 00:14:26.320]  到最後我都要扶著這支旗,輸我都要扶著這支旗才行
[00:14:26.320 --> 00:14:32.320]  很多時候都是這樣的,這個旗號的意思就是我要忠貞的對象
[00:14:32.320 --> 00:14:40.040]  而且他是帶領我的,耶和華利西,很多時候有人說耶和華使我得勝
[00:14:40.040 --> 00:14:46.200]  沒有這個意思,耶和華利西是我的旗號,旗號就是我跟著
[00:14:46.200 --> 00:14:54.200]  是我的精神所在,是我獻身的地方,而耶和華都幫助我們得勝
[00:14:54.200 --> 00:15:00.360]  因為是他的旗,如果我跟你的旗,你跟我的旗
[00:15:00.360 --> 00:15:05.440]  不太行,很弱,手軟,這支旗就爛了,斷了
[00:15:05.440 --> 00:15:10.920]  耶和華的旗,嘩,厲害,這樣就一定很穩固,而且得勝
[00:15:10.920 --> 00:15:17.720]  所以我們跟著耶和華的旗,耶和華利西就是他們第一次正式面對面戰鬥
[00:15:17.720 --> 00:15:25.200]  而勝利,透過賣力戰鬥與禱告,而獲勝的一個紀念
[00:15:25.200 --> 00:15:29.800]  所以就築了一座壇,這座壇就叫做耶和華使我的旗
[00:15:29.800 --> 00:15:36.400]  是一座壇的名字,這座壇就是感恩讚美上主的能力
[00:15:36.400 --> 00:15:45.120]  而是我們一齊,好像祂是我們的旗號,我們向祂跟隨,屈身,帶領,敬拜
[00:15:45.120 --> 00:15:51.000]  這樣的意思,讚美,而且更加妙,就是耶和華已經起誓
[00:15:51.000 --> 00:15:57.320]  他說:阿瑪利人,我一定會跟祂,代表你們跟祂爭戰到底
[00:15:57.320 --> 00:16:03.840]  我今天的題目講到這裡,耶和華利西是一個壇的名字
[00:16:03.840 --> 00:16:09.680]  在這個壇,我們讚美上主得勝,而我們又用祂做我們的旗號
[00:16:09.680 --> 00:16:14.120]  為此付出努力,為此付出禱告,而是祂的旗,所以必勝的
[00:16:14.120 --> 00:16:21.640]  我們讚美主,我們一起祈禱,主我們讚美祢,我們也要築一座壇
[00:16:21.640 --> 00:16:27.880]  我們再看回在我們人生裡面,在我們教會裡面,在我們的服事裡面
[00:16:27.880 --> 00:16:35.840]  很多時候都是因為靠祢,靠我們又下力,而祢又透過祢的手幫助了我們
[00:16:35.840 --> 00:16:43.720]  我們又透過禱告,一齊來做這個工作,我們見到有果效,見到主的祝福
[00:16:43.720 --> 00:16:51.760]  主我們再次記得這座壇的名字叫做耶和華利西,是祢,是我們的旗號
[00:16:51.760 --> 00:16:58.160]  我們跟隨,我們信服,求主帶領我們,顯出祢的能力
[00:16:58.160 --> 00:17:01.640]  順天祈禱,奉耶穌基督的名字,阿門
