
[00:00:00.000 --> 00:00:03.900]  在二月的時候有新竹有一場燈會
[00:03:15.900 --> 00:03:18.900]  我們來念彼得前書二章二十四節一起
[00:03:18.900 --> 00:03:20.900]  他被掛在木頭上
[00:03:20.900 --> 00:03:22.900]  親身擔當了我們的罪
[00:03:22.900 --> 00:03:26.900]  使我們既然在罪上死就得以在義上活
[00:03:26.900 --> 00:03:30.900]  因他受的鞭傷你們便得了醫治
[00:03:30.900 --> 00:03:34.900]  感謝主這是一個很大的福氣
[00:03:34.900 --> 00:03:41.900]  就是讓我們的罪可以在十字架上可以被承擔
[00:03:41.900 --> 00:03:47.900]  罪的定義有好多種
[00:03:47.900 --> 00:03:50.900]  第一種就是違反了律法的要求
[00:03:50.900 --> 00:03:51.900]  這是罪
[00:03:51.900 --> 00:03:54.900]  這是我們普遍的認知
[00:03:54.900 --> 00:03:56.900]  就是你犯了法律上的規條
[00:03:56.900 --> 00:03:59.900]  那就犯罪了
[00:03:59.900 --> 00:04:03.900]  但是聖經上除了這個定義還有其他的定義
[00:04:03.900 --> 00:04:05.900]  其中一個定義就是
[00:04:05.900 --> 00:04:08.900]  資善不行便是罪
[00:04:08.900 --> 00:04:11.900]  就是應當要做的事情而做不到
[00:04:11.900 --> 00:04:15.900]  做不到這也是一種罪
[00:04:15.900 --> 00:04:19.900]  還有一種叫做形意過分
[00:04:19.900 --> 00:04:21.900]  就是應當要做的
[00:04:21.900 --> 00:04:23.900]  結果你做過頭了
[00:04:23.900 --> 00:04:27.900]  這也是個罪
[00:04:27.900 --> 00:04:33.900]  違反律法的罪大多數的人都應該不會去犯
[00:04:33.900 --> 00:04:35.900]  所以我們會坐在這邊
[00:04:35.900 --> 00:04:37.900]  還沒有違反了律法上的罪
[00:04:37.900 --> 00:04:41.900]  但是我們沒有辦法控制的就是
[00:04:41.900 --> 00:04:44.900]  應當要做的都做到
[00:04:44.900 --> 00:04:49.900]  基本上我相信還沒有人可以這樣成功過的
[00:04:49.900 --> 00:04:53.900]  所以很多時候我們心裡面知道我們應當要這樣做
[00:04:53.900 --> 00:04:55.900]  可是做不到
[00:04:55.900 --> 00:04:58.900]  或者是說應當要做了我做了
[00:04:58.900 --> 00:05:00.900]  可是超過了
[00:05:00.900 --> 00:05:01.900]  過分了
[00:05:01.900 --> 00:05:04.900]  過分的去做了
[00:05:04.900 --> 00:05:07.900]  那這樣的人是不平衡的
[00:05:07.900 --> 00:05:09.900]  就是我們的生命不平衡
[00:05:09.900 --> 00:05:11.900]  那我們的生命很難平衡
[00:05:11.900 --> 00:05:15.900]  因為我們的生命常常就處在過猶不及的當中
[00:05:15.900 --> 00:05:21.900]  感謝主透過十字架可以幫助我們能夠平衡
[00:05:21.900 --> 00:05:23.900]  讓我們不至於犯罪
[00:05:23.900 --> 00:05:27.900]  就是我們可以把我們應當要做而做不到的
[00:05:27.900 --> 00:05:30.900]  這個罪誕交在十字架裡面
[00:05:30.900 --> 00:05:32.900]  讓主來承擔
[00:05:32.900 --> 00:05:36.900]  那我們就可以在這個罪上死
[00:05:36.900 --> 00:05:38.900]  可以在意上活
[00:05:38.900 --> 00:05:42.900]  那這是十字架很大的功效
[00:05:42.900 --> 00:05:45.900]  十字架第二個功效是除去咒詛之地
[00:05:45.900 --> 00:05:48.900]  我們一起來念哥羅西諸二章十字節
[00:05:48.900 --> 00:05:50.900]  又塗抹了在律律上所寫
[00:05:50.900 --> 00:05:53.900]  攻擊我們有礙於我們的字句
[00:05:53.900 --> 00:05:58.900]  把它撤去定在十字架上
[00:05:58.900 --> 00:06:01.900]  這個律律上所寫
[00:06:01.900 --> 00:06:03.900]  攻擊我們有礙於我們的字句
[00:06:03.900 --> 00:06:08.900]  就是指著咒詛而言的
[00:06:08.900 --> 00:06:11.900]  那咒詛有幾種
[00:06:11.900 --> 00:06:14.900]  一種就是從魔鬼來的
[00:06:14.900 --> 00:06:17.900]  對我們的攻擊那是一種咒詛
[00:06:17.900 --> 00:06:20.900]  那在十字架上是可以撤去的
[00:06:20.900 --> 00:06:24.900]  那還有一種咒詛是別人對我們的人身攻擊
[00:06:24.900 --> 00:06:26.900]  那是一種咒詛
[00:06:26.900 --> 00:06:28.900]  十字架上也可以撤去
[00:06:28.900 --> 00:06:33.900]  還有一種咒詛就是自己咒詛自己
[00:06:33.900 --> 00:06:39.900]  那這種咒詛在十字架上也可以撤去
[00:06:39.900 --> 00:06:43.900]  所以十字架是除去咒詛的地方
[00:06:43.900 --> 00:06:46.900]  那在我們生活的當中
[00:06:46.900 --> 00:06:51.900]  其實很多時候我們會面臨咒詛的
[00:06:51.900 --> 00:06:54.900]  那有些時候就是我們面臨了咒詛
[00:06:54.900 --> 00:06:56.900]  卻不知道該怎麼辦
[00:06:56.900 --> 00:06:59.900]  那感謝主有十字架的功效
[00:06:59.900 --> 00:07:07.900]  可以幫助我們撤去這些生命的咒詛
[00:07:07.900 --> 00:07:12.900]  然後十字架生命的第三個功效是
[00:07:12.900 --> 00:07:14.900]  彰顯神愛之地
[00:07:14.900 --> 00:07:17.900]  就是十字架把神的愛向我們表明
[00:07:17.900 --> 00:07:19.900]  我們來念這兩節經文
[00:07:19.900 --> 00:07:23.900]  既然藉著他在十字架上所流的血成就了和平
[00:07:23.900 --> 00:07:25.900]  便藉著他叫萬有
[00:07:25.900 --> 00:07:29.900]  無論是地上的天上的都與自己和好了
[00:07:29.900 --> 00:07:33.900]  唯有基督在我們還做罪人的時候就為我們死
[00:07:33.900 --> 00:07:37.900]  神的愛就在此向我們顯明了
[00:07:37.900 --> 00:07:40.900]  所以我們會看見
[00:07:40.900 --> 00:07:44.900]  十字架讓我們可以跟神和好
[00:07:44.900 --> 00:07:46.900]  這是一種神愛的表達
[00:07:46.900 --> 00:07:50.900]  然後耶穌在我們還做罪人的時候就死了
[00:07:50.900 --> 00:07:53.900]  死在哪裡就死在十字架上
[00:07:53.900 --> 00:07:55.900]  所以聖經上說
[00:07:55.900 --> 00:07:59.900]  神的愛就在此向我們顯明了
[00:07:59.900 --> 00:08:05.900]  那就是神很愛我們知道我們沒有辦法跟他和好
[00:08:05.900 --> 00:08:07.900]  沒有辦法跟他和好
[00:08:07.900 --> 00:08:11.900]  所以愛我們愛到一個地步讓耶穌死在十字架上
[00:08:11.900 --> 00:08:14.900]  在我們還做罪人就是還跟他不好的時候
[00:08:14.900 --> 00:08:17.900]  耶穌就為你為我死了
[00:08:17.900 --> 00:08:20.900]  那藉此顯明神的愛
[00:08:20.900 --> 00:08:25.900]  就是神愛我們到一個極致的地步
[00:08:25.900 --> 00:08:29.900]  讓你可以深深的相信神很愛你
[00:08:29.900 --> 00:08:32.900]  因為十字架這個記號
[00:08:32.900 --> 00:08:36.900]  你看著這個記號你就可以肯定
[00:08:36.900 --> 00:08:39.900]  不管你是什麼樣的人神都愛你
[00:08:39.900 --> 00:08:42.900]  然後十字架生命的功效第四點
[00:08:42.900 --> 00:08:45.900]  十字架是引向聖靈之地
[00:08:45.900 --> 00:08:48.900]  我們一起來念加拿大書三章一到二節
[00:08:48.900 --> 00:08:50.900]  無知的加拿大人啊
[00:08:50.900 --> 00:08:54.900]  耶穌基督定十字架已經活化在你們眼前
[00:08:54.900 --> 00:08:56.900]  誰又迷惑了你們呢
[00:08:56.900 --> 00:08:58.900]  我只要問你們這一件
[00:08:58.900 --> 00:09:00.900]  你們受了聖靈施一行律法呢
[00:09:00.900 --> 00:09:04.900]  是因聽信服因呢
[00:09:04.900 --> 00:09:09.900]  所以在這兩節經文讓我們看見
[00:09:09.900 --> 00:09:13.900]  這裡講的就是耶穌定十字架這件事情
[00:09:13.900 --> 00:09:18.900]  是很活靈活現的呈現在我們眼前
[00:09:18.900 --> 00:09:24.900]  那是一個很真實很再真實不過的事情
[00:09:24.900 --> 00:09:28.900]  所以這裡就告訴我們
[00:09:28.900 --> 00:09:32.900]  十字架這件事情是這樣子真實的一件事情
[00:09:32.900 --> 00:09:36.900]  我們因信就得著了
[00:09:36.900 --> 00:09:40.900]  所以我們也因信可以承受聖靈
[00:09:40.900 --> 00:09:43.900]  因信可以承受聖靈
[00:09:43.900 --> 00:09:48.900]  然後耶穌他說他定了十字架以後
[00:09:48.900 --> 00:09:50.900]  寶慧師就來了
[00:09:50.900 --> 00:09:52.900]  當他在地上被舉起來了以後呢
[00:09:52.900 --> 00:09:55.900]  寶慧師就可以臨到我們眾人的身上
[00:09:55.900 --> 00:09:57.900]  寶慧師就是聖靈
[00:09:57.900 --> 00:10:01.900]  所以要領受聖靈
[00:10:01.900 --> 00:10:04.900]  必須經過耶穌的十字架
[00:10:04.900 --> 00:10:07.900]  就是必須耶穌定在十字架以後
[00:10:07.900 --> 00:10:09.900]  我們才能夠領受聖靈
[00:10:09.900 --> 00:10:13.900]  所以十字架是引向聖靈之地
[00:10:13.900 --> 00:10:15.900]  所以我們要領受聖靈
[00:10:15.900 --> 00:10:19.900]  你必須先相信耶穌的十字架
[00:10:19.900 --> 00:10:22.900]  那這是十字架的功效
[00:10:22.900 --> 00:10:25.900]  那十字架的第五個功效
[00:10:25.900 --> 00:10:27.900]  十字架是至死救我之地
[00:10:27.900 --> 00:10:29.900]  我們一起來念這兩節經文
[00:10:29.900 --> 00:10:32.900]  因為知道我們的救人和他同定十字架
[00:10:32.900 --> 00:10:34.900]  使罪身滅絕
[00:10:34.900 --> 00:10:37.900]  叫我們不再做罪的奴僕
[00:10:37.900 --> 00:10:39.900]  但我斷不以別的誇口
[00:10:39.900 --> 00:10:42.900]  只誇我們主耶穌基督的十字架
[00:10:42.900 --> 00:10:44.900]  因這十字架救我而論
[00:10:44.900 --> 00:10:47.900]  世界已經定在十字架上
[00:10:47.900 --> 00:10:48.900]  就世界而論
[00:10:48.900 --> 00:10:54.900]  我已經定在十字架上
[00:10:54.900 --> 00:10:57.900]  所以十字架是至死救我之地
[00:10:57.900 --> 00:11:00.900]  救我是什麼呢
[00:11:00.900 --> 00:11:03.900]  就是我們沒信耶穌以前的我
[00:11:03.900 --> 00:11:06.900]  那個叫做救我
[00:11:06.900 --> 00:11:09.900]  救我聖經上應許我們
[00:11:09.900 --> 00:11:13.900]  要與耶穌同定十字架
[00:11:13.900 --> 00:11:15.900]  那信了耶穌以後
[00:11:15.900 --> 00:11:19.900]  耶穌因著信就住在我們心裡面的時候
[00:11:19.900 --> 00:11:22.900]  這個我叫做心我
[00:11:22.900 --> 00:11:25.900]  這個心我
[00:11:25.900 --> 00:11:30.900]  但是我們相信耶穌以後
[00:11:30.900 --> 00:11:32.900]  我們常常會經歷一件事情
[00:11:32.900 --> 00:11:35.900]  就是這個救我還沒完全死去
[00:11:35.900 --> 00:11:38.900]  心我又產生出來
[00:11:38.900 --> 00:11:42.900]  所以在我們裡面就有兩個我在那裡相爭
[00:11:42.900 --> 00:11:45.900]  就是幾乎是每個信耶穌的人
[00:11:45.900 --> 00:11:48.900]  都會有這種爭戰在我們心裡面
[00:11:48.900 --> 00:11:50.900]  就是一方面我們讀聖經就知道說
[00:11:50.900 --> 00:11:52.900]  要這樣做這樣做才是對的
[00:11:52.900 --> 00:11:57.900]  但是在我們的性情裡面又發現做不到
[00:11:57.900 --> 00:12:01.900]  為什麼因為那個性情是一個舊的性情
[00:12:01.900 --> 00:12:05.900]  那個思想情感都還在舊的生活領域當中
[00:12:05.900 --> 00:12:08.900]  還過不來
[00:12:08.900 --> 00:12:12.900]  那很苦惱我告訴諸位不用苦惱
[00:12:12.900 --> 00:12:14.900]  你就來仰望十字架
[00:12:14.900 --> 00:12:18.900]  依靠耶穌定死十字架的功勞
[00:12:18.900 --> 00:12:20.900]  就來向耶穌宣告
[00:12:20.900 --> 00:12:24.900]  說那個沒有辦法做到神的要求
[00:12:24.900 --> 00:12:28.900]  沒有辦法按著聖經的標準去行的那個我
[00:12:28.900 --> 00:12:31.900]  可以死在十字架上
[00:12:31.900 --> 00:12:35.900]  你相信然後你宣告你禱告
[00:12:35.900 --> 00:12:42.900]  這件事情就會發生
[00:12:42.900 --> 00:12:47.900]  那個舊我可以全然的死去
[00:12:47.900 --> 00:12:51.900]  那個舊我可以在耶穌的十字架裡面
[00:12:51.900 --> 00:12:56.900]  完全的死去然後更新跟改變
[00:12:56.900 --> 00:13:00.900]  我們再來看十字架第六功效是
[00:13:00.900 --> 00:13:03.900]  十字架是活出新生命之地
[00:13:03.900 --> 00:13:05.900]  加拉太書2章19到19我們一起來念
[00:13:05.900 --> 00:13:08.900]  我因律法就像律法死了
[00:13:08.900 --> 00:13:10.900]  叫我可以向神活著
[00:13:10.900 --> 00:13:13.900]  我已經與基督同定十架
[00:13:13.900 --> 00:13:15.900]  現在活著的不再是我
[00:13:15.900 --> 00:13:17.900]  乃是基督在我裡面活著
[00:13:17.900 --> 00:13:20.900]  並且我如今在肉身活著
[00:13:20.900 --> 00:13:22.900]  是因信神的兒子而活
[00:13:22.900 --> 00:13:26.900]  他是愛我為我捨己
[00:13:26.900 --> 00:13:29.900]  這兩節經文是我非常喜歡的經文
[00:13:29.900 --> 00:13:32.900]  因為這兩節經文充滿了盼望
[00:13:32.900 --> 00:13:35.900]  就是我們不但舊我可以死去
[00:13:35.900 --> 00:13:39.900]  在十字架裡面你的新我可以長出
[00:13:39.900 --> 00:13:41.900]  可以生出來
[00:13:41.900 --> 00:13:45.900]  這個新我是基督在我裡面活著
[00:13:45.900 --> 00:13:49.900]  我們可以每一天這個新我不斷的成長
[00:13:49.900 --> 00:13:53.900]  更新改變一直成長
[00:13:53.900 --> 00:13:59.900]  那這一段應許
[00:13:59.900 --> 00:14:03.900]  對基督徒而言是一個莫大的祝福
[00:14:03.900 --> 00:14:05.900]  因為我們知道我們會
[00:14:05.900 --> 00:14:09.900]  我們每個人經過青少年
[00:14:09.900 --> 00:14:13.900]  然後中年接著慢慢邁向老年
[00:14:13.900 --> 00:14:17.900]  現在我們有一個黃金年代俱樂部
[00:14:17.900 --> 00:14:21.900]  好像聽起來很好聽
[00:14:21.900 --> 00:14:23.900]  但是我知道很多
[00:14:23.900 --> 00:14:27.900]  從中年邁入老年的心境是很可怕的
[00:14:27.900 --> 00:14:29.900]  就是蠻灰暗的
[00:14:29.900 --> 00:14:31.900]  為什麼因為到老年
[00:14:31.900 --> 00:14:34.900]  不知不覺發現沒力氣
[00:14:34.900 --> 00:14:38.900]  然後不知不覺發現站不穩
[00:14:38.900 --> 00:14:45.900]  不知不覺就發現頭腦不靈光轉不動
[00:14:45.900 --> 00:14:51.900]  所以就會對未來產生恐慌恐懼
[00:14:51.900 --> 00:14:53.900]  其實不用等到老年
[00:14:53.900 --> 00:14:58.900]  很多中年人已經開始
[00:14:58.900 --> 00:15:01.900]  所以以前我不太明白一件事情
[00:15:01.900 --> 00:15:03.900]  為什麼教會這些成人的服飾
[00:15:03.900 --> 00:15:06.900]  沒有像青少年那麼熱情
[00:15:06.900 --> 00:15:08.900]  為什麼教會這些成人
[00:15:08.900 --> 00:15:12.900]  就是好像老牛拖破車一樣
[00:15:12.900 --> 00:15:15.900]  我現在有點明白
[00:15:15.900 --> 00:15:17.900]  因為這樣的心境
[00:15:17.900 --> 00:15:20.900]  但是如果我們知道十字架的大人
[00:15:20.900 --> 00:15:21.900]  我告訴你
[00:15:21.900 --> 00:15:22.900]  在教會裡面
[00:15:22.900 --> 00:15:26.900]  連老人都要變成像青少年那樣有活力
[00:15:26.900 --> 00:15:28.900]  這聖經的應許
[00:15:28.900 --> 00:15:33.900]  聖經應許我們要奴嬰返老還童
[00:15:33.900 --> 00:15:36.900]  這詩篇103篇這樣寫的
[00:15:36.900 --> 00:15:37.900]  那為什麼
[00:15:37.900 --> 00:15:41.900]  因為十字架是活出新生命之地
[00:15:41.900 --> 00:15:43.900]  叫我如今在肉生活者
[00:15:43.900 --> 00:15:46.900]  是因信神的兒子而活
[00:15:46.900 --> 00:15:47.900]  也就是耶穌基督的生命
[00:15:47.900 --> 00:15:49.900]  那耶穌基督的生命是不一樣的
[00:15:49.900 --> 00:15:51.900]  是天天更新
[00:15:51.900 --> 00:15:53.900]  那個新我不斷的更新
[00:15:53.900 --> 00:15:55.900]  是每一天日新又新的
[00:15:55.900 --> 00:15:59.900]  天天在更新
[00:15:59.900 --> 00:16:01.900]  所以聖經上說
[00:16:01.900 --> 00:16:03.900]  外體雖然毀壞
[00:16:03.900 --> 00:16:07.900]  但是內心卻一天新是一天
[00:16:07.900 --> 00:16:13.900]  就是講的這個新我產生出來了
[00:16:13.900 --> 00:16:17.900]  所以西洋有一篇文章
[00:16:17.900 --> 00:16:19.900]  講到論年輕
[00:16:19.900 --> 00:16:23.900]  他說年輕不在乎你的頭髮
[00:16:23.900 --> 00:16:26.900]  也不在乎你臉上的皺紋
[00:16:26.900 --> 00:16:29.900]  也不在乎你的行動
[00:16:29.900 --> 00:16:32.900]  年輕在乎你的心境
[00:16:32.900 --> 00:16:34.900]  你的心若是年輕
[00:16:34.900 --> 00:16:38.900]  你就是個年輕人
[00:16:38.900 --> 00:16:41.900]  所以如果我們知道十字架的功效
[00:16:41.900 --> 00:16:44.900]  我們每一個人
[00:16:44.900 --> 00:16:52.900]  你的生命是一直邁向青春的
[00:16:52.900 --> 00:16:56.900]  你的生命是一直在更新在變化
[00:16:56.900 --> 00:16:59.900]  在活潑的裡面
[00:16:59.900 --> 00:17:08.900]  所以沒有灰暗的神情
[00:17:08.900 --> 00:17:12.900]  因為我們十字架是至死救我的地方
[00:17:12.900 --> 00:17:15.900]  所以有的人就很害怕
[00:17:15.900 --> 00:17:19.900]  信耶穌以後我們就不能有自我了
[00:17:19.900 --> 00:17:23.900]  就要融入在整個教會的大我裡面
[00:17:23.900 --> 00:17:26.900]  沒有自我那很可怕
[00:17:26.900 --> 00:17:28.900]  所以就不想要信耶穌
[00:17:28.900 --> 00:17:32.900]  我就曾經跟一個這樣的人
[00:17:32.900 --> 00:17:34.900]  跟他傳福音他不要相信
[00:17:34.900 --> 00:17:38.900]  因為他說你們基督教都是要至死至我
[00:17:38.900 --> 00:17:40.900]  他說我沒有辦法
[00:17:40.900 --> 00:17:42.900]  因為他很自我中心
[00:17:42.900 --> 00:17:46.900]  我就跟他解釋他說不是
[00:17:46.900 --> 00:17:51.900]  我們不是讓你我不見了
[00:17:51.900 --> 00:17:55.900]  而是讓那個犯罪的我不見
[00:17:55.900 --> 00:18:00.900]  讓那個虛假的我就是當神創造你的時候
[00:18:00.900 --> 00:18:02.900]  本來是很好的我
[00:18:02.900 --> 00:18:06.900]  但是因為犯罪了與神隔絕
[00:18:06.900 --> 00:18:09.900]  那個我就變得虛假
[00:18:09.900 --> 00:18:12.900]  那個我就不是真我
[00:18:12.900 --> 00:18:17.900]  那個是我們叫做老我或叫做舊我
[00:18:17.900 --> 00:18:20.900]  那個我要死去
[00:18:20.900 --> 00:18:21.900]  當那個我死去了
[00:18:21.900 --> 00:18:24.900]  在十字架有一個新的我產生
[00:18:24.900 --> 00:18:32.900]  那個新的我才是神起初創造你的我
[00:18:32.900 --> 00:18:36.900]  那個我要重新長出來
[00:18:36.900 --> 00:18:39.900]  當那個我長出來才是真正的你自己
[00:18:39.900 --> 00:18:42.900]  那個是真我
[00:18:42.900 --> 00:18:45.900]  這個人他一聽他明白了
[00:18:45.900 --> 00:18:47.900]  他馬上要信耶穌
[00:18:47.900 --> 00:18:50.900]  因為他願意活出那個真我
[00:18:50.900 --> 00:18:52.900]  那個神創造的我
[00:18:52.900 --> 00:18:56.900]  所以十字架是幫助我們活出真我之地
[00:18:56.900 --> 00:18:59.900]  讓你可以實現你的自我
[00:18:59.900 --> 00:19:03.900]  讓你可以一輩子來做你自己
[00:19:03.900 --> 00:19:05.900]  你不需要戴一個面具
[00:19:05.900 --> 00:19:11.900]  你可以活出神創造的那美好的你
[00:19:11.900 --> 00:19:13.900]  然後十字架第七個功效
[00:19:13.900 --> 00:19:15.900]  十字架是誇聖之地我們一起來念
[00:19:15.900 --> 00:19:20.900]  既將一切執政的掌權的擄來明顯給眾人看
[00:19:20.900 --> 00:19:23.900]  就仗著十字架誇聖
[00:19:23.900 --> 00:19:26.900]  十字架是一個得聖的地方
[00:19:26.900 --> 00:19:29.900]  聖經上翻譯成誇聖
[00:19:29.900 --> 00:19:33.900]  這個字的意思就是講到
[00:19:33.900 --> 00:19:37.900]  耶穌把一切執政的掌權的擄來以後
[00:19:37.900 --> 00:19:44.900]  然後有一個凱旋的勝利的遊行
[00:19:44.900 --> 00:19:50.900]  所以翻譯成誇聖不只是得勝還是誇聖
[00:19:50.900 --> 00:19:55.900]  就是要把這一場勝利宣揚出來
[00:19:55.900 --> 00:19:58.900]  所以是一個凱旋式的遊行
[00:19:58.900 --> 00:20:02.900]  讓大眾人都知道我們的耶穌已經得勝了
[00:20:02.900 --> 00:20:04.900]  那在哪裡得勝 十字架
[00:20:04.900 --> 00:20:07.900]  所以耶穌釘死十字架的那一刻
[00:20:07.900 --> 00:20:09.900]  是神的榮耀的高峰
[00:20:09.900 --> 00:20:17.900]  耶穌釘死十字架的那一刻就已經宣告勝利已經來臨
[00:20:17.900 --> 00:20:19.900]  還沒有等到耶穌復活
[00:20:19.900 --> 00:20:23.900]  耶穌釘死十字架的那一刻勝利已經臨到人間
[00:20:23.900 --> 00:20:28.900]  也臨到每一個相信耶穌基督的人
[00:20:28.900 --> 00:20:30.900]  所以你信耶穌嗎
[00:20:30.900 --> 00:20:34.900]  你一定相信耶穌釘在十字架
[00:20:34.900 --> 00:20:36.900]  你相信耶穌釘在十字架
[00:20:36.900 --> 00:20:39.900]  你就有一個確信你必然得勝
[00:20:39.900 --> 00:20:41.900]  不管你現在的處境如何
[00:20:41.900 --> 00:20:44.900]  不管你身上有沒有病痛
[00:20:44.900 --> 00:20:46.900]  你是得勝的人
[00:20:46.900 --> 00:20:50.900]  不管你的生活有沒有困難
[00:20:50.900 --> 00:20:52.900]  你是得勝的人
[00:20:52.900 --> 00:20:54.900]  不管你的人生有沒有壓力
[00:20:54.900 --> 00:20:56.900]  你是得勝的人
[00:20:56.900 --> 00:21:00.900]  你要相信靠著十字架
[00:21:00.900 --> 00:21:03.900]  你在任何的戰場
[00:21:03.900 --> 00:21:09.900]  這個戰場可能是內心可能是環境
[00:21:09.900 --> 00:21:12.900]  可能是身體的可能是心裡的
[00:21:12.900 --> 00:21:16.900]  可能是靈裡的都沒有關係
[00:21:16.900 --> 00:21:19.900]  因為結局就是得勝
[00:21:19.900 --> 00:21:24.900]  你贏定了
[00:21:24.900 --> 00:21:31.900]  所以你告訴隔壁的人說你贏定了
[00:21:31.900 --> 00:21:36.900]  所以如果你現在身上有疾病有病痛
[00:21:36.900 --> 00:21:39.900]  你要相信你贏定了
[00:21:39.900 --> 00:21:41.900]  你會勝過這一場疾病的
[00:21:41.900 --> 00:21:44.900]  你會勝過你的病痛的
[00:21:44.900 --> 00:21:47.900]  如果你生活有困難
[00:21:47.900 --> 00:21:50.900]  你要相信你會突破的
[00:21:50.900 --> 00:21:52.900]  這個困難不能夠挾持你
[00:21:52.900 --> 00:21:54.900]  你可以勝過你的困難的
[00:21:54.900 --> 00:21:56.900]  如果你有壓力嗎
[00:21:56.900 --> 00:21:58.900]  你不要被這壓力欺騙
[00:21:58.900 --> 00:22:01.900]  你相信靠著十字架
[00:22:01.900 --> 00:22:04.900]  這個壓力會過去的
[00:22:04.900 --> 00:22:08.900]  這是十字架給我們的盼望
[00:22:08.900 --> 00:22:12.900]  所以每一個相信耶穌的人
[00:22:12.900 --> 00:22:16.900]  在生活中就會顯明
[00:22:16.900 --> 00:22:19.900]  我們相信十字架的記號
[00:22:19.900 --> 00:22:21.900]  所以我們接下來要來看
[00:22:21.900 --> 00:22:23.900]  十字架的生活記號
[00:22:23.900 --> 00:22:26.900]  一個經歷十字架的人會怎麼樣呢
[00:22:26.900 --> 00:22:30.900]  吃苦當吃補
[00:22:30.900 --> 00:22:32.900]  好我們來念這兩節經文
[00:22:32.900 --> 00:22:36.900]  仰望為我們信心創始成中的耶穌
[00:22:36.900 --> 00:22:38.900]  他一拿擺在前面的喜樂
[00:22:38.900 --> 00:22:40.900]  就輕看羞辱
[00:22:40.900 --> 00:22:42.900]  忍受了十字架的苦難
[00:22:42.900 --> 00:22:45.900]  便坐在神寶座的右邊
[00:22:45.900 --> 00:22:47.900]  基督既在肉身受苦
[00:22:47.900 --> 00:22:51.900]  你們也當將這樣的心智作為兵器
