
[00:00:00.000 --> 00:00:05.000]  在今年六月份的主餐主日
[00:03:10.000 --> 00:03:11.000]  我們看到的時候
[00:03:11.000 --> 00:03:14.000]  我們發現竟然之間
[00:03:14.000 --> 00:03:16.000]  在神的工作底下
[00:03:16.000 --> 00:03:18.000]  一大堆的腹骨
[00:03:18.000 --> 00:03:20.000]  在一個很激烈的改變底下
[00:03:20.000 --> 00:03:23.000]  竟然成為一大隊的軍隊
[00:03:23.000 --> 00:03:26.000]  我們無法想像可以成就的東西
[00:03:26.000 --> 00:03:28.000]  原來神都可以成就
[00:03:28.000 --> 00:03:30.000]  我們就想想
[00:03:30.000 --> 00:03:33.000]  這麼難的事,神都可以成就
[00:03:33.000 --> 00:03:36.000]  復興是真的可以臨到
[00:03:36.000 --> 00:03:40.000]  所以無論今天我們處於一個甚麼的光景
[00:03:40.000 --> 00:03:42.000]  未必是去到腹骨的情況
[00:03:42.000 --> 00:03:45.000]  但是很可能都是一種低落
[00:03:45.000 --> 00:03:47.000]  或者是一種很平淡的日子
[00:03:47.000 --> 00:03:49.000]  我們很想走向興旺
[00:03:49.000 --> 00:03:53.000]  很想能夠在一個很豐富的局面裡面的時候
[00:03:53.000 --> 00:03:55.000]  但我們有時候都會懷疑
[00:03:55.000 --> 00:03:56.000]  可不可以呢?
[00:03:56.000 --> 00:03:59.000]  這些復興的福分是不是真的呢?
[00:03:59.000 --> 00:04:01.000]  有沒有可能呢?
[00:04:01.000 --> 00:04:02.000]  弟兄姊妹
[00:04:02.000 --> 00:04:05.000]  如果按著聖經給我們的啟迪
[00:04:05.000 --> 00:04:07.000]  我可以很大膽的說
[00:04:07.000 --> 00:04:09.000]  是可以的
[00:04:09.000 --> 00:04:12.000]  當我們看到一大堆的腹骨
[00:04:12.000 --> 00:04:16.000]  都可以成為一大隊耶和華的軍隊的時候
[00:04:16.000 --> 00:04:19.000]  還有甚麼難成的事呢?
[00:04:19.000 --> 00:04:21.000]  所以是很重要的
[00:04:21.000 --> 00:04:23.000]  希望我們今天能夠透過
[00:04:23.000 --> 00:04:26.000]  以西傑書的第37章1到14節裡面
[00:04:26.000 --> 00:04:30.000]  我們能夠在其中學習一些功課
[00:04:30.000 --> 00:04:32.000]  讓我們都是期盼
[00:04:32.000 --> 00:04:36.000]  我們越來越走向一種美好的景況
[00:04:36.000 --> 00:04:38.000]  神大大賜福的景況
[00:04:38.000 --> 00:04:41.000]  是一種復興的景況
[00:04:41.000 --> 00:04:44.000]  或者可能有部分弟兄姊妹
[00:04:44.000 --> 00:04:47.000]  未必了解到這段經文的背景
[00:04:47.000 --> 00:04:51.000]  這段經文的背景其實都挺慘的
[00:04:51.000 --> 00:04:54.000]  就是以色列人其實是亡了國的
[00:04:54.000 --> 00:04:57.000]  大家熟悉以色列人歷史就知道
[00:04:57.000 --> 00:05:02.000]  在主前的587或者主前的586年的時候
[00:05:02.000 --> 00:05:04.000]  已經是亡了國的了
[00:05:04.000 --> 00:05:05.000]  是被擄的了
[00:05:05.000 --> 00:05:07.000]  整個民族是散了的
[00:05:07.000 --> 00:05:10.000]  整個國家是再不存在的了
[00:05:10.000 --> 00:05:13.000]  而且經過了一段的日子
[00:05:13.000 --> 00:05:14.000]  大家可以想像
[00:05:14.000 --> 00:05:16.000]  如果你是身在其中的一份子
[00:05:16.000 --> 00:05:19.000]  你會不會覺得前路是有希望的?
[00:05:19.000 --> 00:05:20.000]  是不會的
[00:05:20.000 --> 00:05:22.000]  我們的國家都散了
[00:05:22.000 --> 00:05:25.000]  我們整個民族說是神的子民、選民
[00:05:25.000 --> 00:05:28.000]  但是竟然我們現在連自己的國家
[00:05:28.000 --> 00:05:30.000]  以色列國都沒有了
[00:05:30.000 --> 00:05:32.000]  在別人的鐵蹄底下
[00:05:32.000 --> 00:05:34.000]  在別人的掌管底下
[00:05:34.000 --> 00:05:35.000]  而且不是一年半載
[00:05:35.000 --> 00:05:37.000]  有一年很長的時候
[00:05:37.000 --> 00:05:39.000]  好像沒法子去改變的
[00:05:39.000 --> 00:05:41.000]  這樣的情況裡面
[00:05:41.000 --> 00:05:45.000]  可以說是打擊整個民族是非常大的
[00:05:45.000 --> 00:05:47.000]  所以慢慢慢慢
[00:05:47.000 --> 00:05:50.000]  國人心中的是一種很悲觀的情懷
[00:05:50.000 --> 00:05:52.000]  是一種沒有盼望的情懷
[00:05:52.000 --> 00:05:54.000]  前面是黑暗的一片
[00:05:54.000 --> 00:05:56.000]  我們是知道的
[00:05:56.000 --> 00:05:57.000]  為什麼呢?
[00:05:57.000 --> 00:05:59.000]  因為大家留意第十一節
[00:05:59.000 --> 00:06:01.000]  十一節就很清楚地告訴我們
[00:06:01.000 --> 00:06:03.000]  他們當時的那個情況
[00:06:03.000 --> 00:06:05.000]  就是這樣的
[00:06:05.000 --> 00:06:06.000]  主對我說
[00:06:06.000 --> 00:06:10.000]  人子也,這些骸骨就是以色列全家
[00:06:10.000 --> 00:06:11.000]  他們說
[00:06:11.000 --> 00:06:13.000]  我們的骨頭枯乾了
[00:06:13.000 --> 00:06:15.000]  我們的指望失去了
[00:06:15.000 --> 00:06:18.000]  我們滅絕盡盡了
[00:06:18.000 --> 00:06:20.000]  是不是很失望?很悲慘
[00:06:20.000 --> 00:06:21.000]  是他們在說的
[00:06:21.000 --> 00:06:22.000]  為什麼呢?
[00:06:22.000 --> 00:06:24.000]  整個國家民族都散了
[00:06:24.000 --> 00:06:25.000]  都沒有了
[00:06:25.000 --> 00:06:27.000]  而且是很多年了
[00:06:27.000 --> 00:06:30.000]  神好像離棄了他們
[00:06:30.000 --> 00:06:32.000]  他們好像連根拔起
[00:06:32.000 --> 00:06:33.000]  帶到遠方
[00:06:33.000 --> 00:06:36.000]  他們好像成為一個無根的一代
[00:06:36.000 --> 00:06:37.000]  都不知道怎麼樣
[00:06:37.000 --> 00:06:39.000]  沒有一個很紮實的基礎
[00:06:39.000 --> 00:06:41.000]  來去見證神
[00:06:41.000 --> 00:06:45.000]  所以他們是一個黑暗的前景
[00:06:45.000 --> 00:06:48.000]  難怪他們就發出這種絕望的心聲
[00:06:48.000 --> 00:06:53.000]  一種復興是無望的一種嘆息
[00:06:53.000 --> 00:06:54.000]  是不是?
[00:06:54.000 --> 00:06:56.000]  不過神要告訴他們
[00:06:56.000 --> 00:06:57.000]  不會這樣
[00:06:57.000 --> 00:06:59.000]  所以神就是特別的來去
[00:06:59.000 --> 00:07:01.000]  揀選了以西傑
[00:07:01.000 --> 00:07:02.000]  帶領以西傑
[00:07:02.000 --> 00:07:05.000]  然後把這個枯骨的異象
[00:07:05.000 --> 00:07:07.000]  向以西傑顯明
[00:07:07.000 --> 00:07:08.000]  告訴他們
[00:07:08.000 --> 00:07:10.000]  不是這樣的
[00:07:10.000 --> 00:07:13.000]  在神是沒有難成的事
[00:07:13.000 --> 00:07:16.000]  在神是沒有難成的事
[00:07:16.000 --> 00:07:17.000]  所以你留意到
[00:07:17.000 --> 00:07:19.000]  37章的經文一開始的時候
[00:07:19.000 --> 00:07:20.000]  是一個很突然的出現
[00:07:20.000 --> 00:07:22.000]  是上帝的靈上帝的手
[00:07:22.000 --> 00:07:25.000]  來帶動以西傑
[00:07:25.000 --> 00:07:26.000]  這個就表明了
[00:07:26.000 --> 00:07:28.000]  神是在採取主動
[00:07:28.000 --> 00:07:30.000]  來直著以西傑
[00:07:30.000 --> 00:07:33.000]  然後把這個很獨特的異象
[00:07:33.000 --> 00:07:35.000]  告訴以色列人
[00:07:35.000 --> 00:07:37.000]  是有盼望的
[00:07:37.000 --> 00:07:39.000]  復興是可以的
[00:07:39.000 --> 00:07:40.000]  整個民族
[00:07:40.000 --> 00:07:42.000]  國家走向豐盛
[00:07:42.000 --> 00:07:44.000]  走向一個輝煌的日子
[00:07:44.000 --> 00:07:46.000]  是仍然可以有期盼的
[00:07:46.000 --> 00:07:48.000]  當然我們從今天去看
[00:07:48.000 --> 00:07:50.000]  這件事其實已經成就了
[00:07:50.000 --> 00:07:52.000]  從一個歷史的角度來說
[00:07:52.000 --> 00:07:55.000]  我們知道以色列人雖然是被擄
[00:07:55.000 --> 00:07:57.000]  但是最終是回歸了
[00:07:57.000 --> 00:07:58.000]  是不是?
[00:07:58.000 --> 00:07:59.000]  是成就了
[00:07:59.000 --> 00:08:02.000]  神就是幫助他們回到以色列
[00:08:02.000 --> 00:08:04.000]  這是一個歷史上已成就的事
[00:08:04.000 --> 00:08:07.000]  但是今天我們不是去重複歷史
[00:08:07.000 --> 00:08:08.000]  歷史是不可以重複
[00:08:08.000 --> 00:08:10.000]  我們今天是從一個屬靈的角度
[00:08:10.000 --> 00:08:12.000]  在這件事的背後讓我們看到
[00:08:12.000 --> 00:08:13.000]  原來一個民族
[00:08:13.000 --> 00:08:15.000]  一個信仰群體
[00:08:15.000 --> 00:08:17.000]  縱然間陷入一個很低落的境況
[00:08:17.000 --> 00:08:19.000]  一個很平淡的境況
[00:08:19.000 --> 00:08:22.000]  甚至好像是一個比較沒有盼望的境況
[00:08:22.000 --> 00:08:24.000]  在神的裏面卻是說
[00:08:24.000 --> 00:08:25.000]  不會的
[00:08:25.000 --> 00:08:28.000]  怎樣都可以改變過來
[00:08:28.000 --> 00:08:31.000]  復興是有可能的
[00:08:31.000 --> 00:08:34.000]  整個民族走向高峰是有可能的
[00:08:34.000 --> 00:08:35.000]  為甚麼?
[00:08:35.000 --> 00:08:36.000]  神就說你看看
[00:08:36.000 --> 00:08:40.000]  枯骨都可以成為一大堆的軍隊
[00:08:40.000 --> 00:08:43.000]  就是這樣啟發這班以色列人
[00:08:43.000 --> 00:08:45.000]  使他們從然盼望
[00:08:45.000 --> 00:08:50.000]  使他們重新對神有一個更大的倚靠
[00:08:50.000 --> 00:08:52.000]  所以是很重要的
[00:08:52.000 --> 00:08:55.000]  今天如果我們個人走的人生路
[00:08:55.000 --> 00:08:57.000]  覺得好像不知道怎樣走
[00:08:57.000 --> 00:08:59.000]  好像沒有甚麼路可走
[00:08:59.000 --> 00:09:00.000]  沒有甚麼光明
[00:09:00.000 --> 00:09:01.000]  沒有甚麼曙光的時候
[00:09:01.000 --> 00:09:05.000]  又或者我們教會有時候覺得路很艱難
[00:09:05.000 --> 00:09:06.000]  走起來很佛力
[00:09:06.000 --> 00:09:08.000]  很低落的時候
[00:09:08.000 --> 00:09:09.000]  頂姐妹
[00:09:09.000 --> 00:09:12.000]  讓我們多些看回這段經文
[00:09:12.000 --> 00:09:17.000]  因為這段經文是給我們很大的激勵
[00:09:17.000 --> 00:09:19.000]  枯骨都可以成大軍
[00:09:19.000 --> 00:09:21.000]  還有甚麼不可以成就呢?
[00:09:21.000 --> 00:09:22.000]  是不是?
[00:09:22.000 --> 00:09:24.000]  所以讓我們重一次
[00:09:24.000 --> 00:09:26.000]  再一次得著盼望
[00:09:26.000 --> 00:09:28.000]  得著我們對神的信心
[00:09:28.000 --> 00:09:30.000]  然後去奔跑前路
[00:09:30.000 --> 00:09:32.000]  讓我們個人繼續活在神的手中
[00:09:32.000 --> 00:09:35.000]  亦都讓我們教會整個信仰群體
[00:09:35.000 --> 00:09:38.000]  繼續活在這位大能的神的手中
[00:09:38.000 --> 00:09:41.000]  這個我想是一個很美好的事情
[00:09:41.000 --> 00:09:44.000]  或者我們需要稍為花些時間
[00:09:44.000 --> 00:09:45.000]  去了解一下
[00:09:45.000 --> 00:09:47.000]  究竟這個異象是怎樣演繹出來
[00:09:47.000 --> 00:09:50.000]  或者說在當中裏面所發生的事
[00:09:50.000 --> 00:09:52.000]  可以讓我們看到
[00:09:52.000 --> 00:09:55.000]  是有幾個階段是怎樣出現出來
[00:09:55.000 --> 00:09:58.000]  我不知道大家剛才一路看這段經文的時候
[00:09:58.000 --> 00:10:00.000]  有沒有自己都可以留意到
[00:10:00.000 --> 00:10:02.000]  有幾個階段的出現呢?
[00:10:02.000 --> 00:10:04.000]  如果要你將它分成一個階段
[00:10:04.000 --> 00:10:06.000]  開始當然是枯骨
[00:10:06.000 --> 00:10:07.000]  最後變成大軍
[00:10:07.000 --> 00:10:08.000]  但中間不是說
[00:10:08.000 --> 00:10:10.000]  突然間還有些事演變
[00:10:10.000 --> 00:10:12.000]  你會怎樣分呢?
[00:10:12.000 --> 00:10:13.000]  如果你問我
[00:10:13.000 --> 00:10:18.000]  我會嘗試將它分為四個階段
[00:10:18.000 --> 00:10:20.000]  第一個階段是甚麼呢?
[00:10:20.000 --> 00:10:21.000]  很清楚
[00:10:21.000 --> 00:10:23.000]  第一第二節那裏給我們看到
[00:10:23.000 --> 00:10:24.000]  很清楚是枯骨
[00:10:24.000 --> 00:10:28.000]  就是神帶領以西傑去到這個平原裏面的時候
[00:10:28.000 --> 00:10:31.000]  就看見很多的枯骨
[00:10:31.000 --> 00:10:34.000]  這個就很明顯是第一個階段
[00:10:34.000 --> 00:10:40.000]  神突然間帶以西傑去見到這個景象
[00:10:40.000 --> 00:10:42.000]  如果你和我見到
[00:10:42.000 --> 00:10:45.000]  我們都會覺得很憂愁
[00:10:45.000 --> 00:10:48.000]  「嘩!怎麼搞的?這樣的情景」
[00:10:48.000 --> 00:10:49.000]  而且大家要留意
[00:10:49.000 --> 00:10:52.000]  那個描述真的令人覺得很悲傷
[00:10:52.000 --> 00:10:53.000]  為甚麼呢?
[00:10:53.000 --> 00:10:57.000]  第一是枯骨很多
[00:10:57.000 --> 00:10:58.000]  那裏很清楚說
[00:10:58.000 --> 00:11:00.000]  而且更加加上一句
[00:11:00.000 --> 00:11:02.000]  極其枯幹
[00:11:02.000 --> 00:11:04.000]  即是說不單止多
[00:11:04.000 --> 00:11:07.000]  而且枯幹的指數是很低的
[00:11:07.000 --> 00:11:09.000]  應該是很高
[00:11:09.000 --> 00:11:10.000]  不是低
[00:11:10.000 --> 00:11:11.000]  應該是很厲害
[00:11:11.000 --> 00:11:16.000]  你會發現就是在面對一個這樣的情景
[00:11:16.000 --> 00:11:17.000]  當我們面對的時候
[00:11:17.000 --> 00:11:19.000]  我們會發現是很悲慘的
[00:11:19.000 --> 00:11:21.000]  是真的覺得不知道怎樣去面對
[00:11:21.000 --> 00:11:23.000]  我想對於以西傑來說
[00:11:23.000 --> 00:11:25.000]  都是覺得「嘩!這樣是怎麼搞的?」
[00:11:25.000 --> 00:11:28.000]  可能對他來說都是一個很大的衝擊
[00:11:28.000 --> 00:11:29.000]  不過不要緊
[00:11:29.000 --> 00:11:31.000]  這個只是第一個階段
[00:11:31.000 --> 00:11:34.000]  神不是只想以西傑見到這個階段
[00:11:34.000 --> 00:11:36.000]  就說「你見完了,你回去吧」
[00:11:36.000 --> 00:11:37.000]  不是這樣的
[00:11:37.000 --> 00:11:40.000]  神在當中繼續動他美善的工作
[00:11:40.000 --> 00:11:42.000]  然後我們就開始發現
[00:11:42.000 --> 00:11:45.000]  慢慢去到另一個階段
[00:11:45.000 --> 00:11:46.000]  是哪一個階段呢?
[00:11:46.000 --> 00:11:49.000]  就是第七、第八節那個階段
[00:11:49.000 --> 00:11:52.000]  當這位以西傑來到講說話的時候
[00:11:52.000 --> 00:11:54.000]  向這些骸骨講說話的時候
[00:11:54.000 --> 00:11:57.000]  我們就發現有響聲、有地震
[00:11:57.000 --> 00:11:59.000]  骨與骨互相聯絡
[00:11:59.000 --> 00:12:03.000]  然後骨頭上又長上根
[00:12:03.000 --> 00:12:04.000]  又加上肉
[00:12:04.000 --> 00:12:08.000]  甚至有皮遮蔽在其中
[00:12:08.000 --> 00:12:12.000]  即是說現在去到另一個階段
[00:12:12.000 --> 00:12:16.000]  原來這個階段已經給人感覺是有點生機的
[00:12:16.000 --> 00:12:17.000]  是有點轉變的
[00:12:17.000 --> 00:12:20.000]  有些熱誠、有些力量的出現
[00:12:20.000 --> 00:12:22.000]  大家可以想像一下
[00:12:22.000 --> 00:12:24.000]  骸骨就是放在那裡
[00:12:24.000 --> 00:12:26.000]  沒有聲音、沒有聲色
[00:12:26.000 --> 00:12:27.000]  很多
[00:12:27.000 --> 00:12:29.000]  景象令人覺得很低沉
[00:12:29.000 --> 00:12:32.000]  但是當骨頭在動的時候
[00:12:32.000 --> 00:12:35.000]  你會發現是不是生氣多了
[00:12:35.000 --> 00:12:37.000]  而且慢慢又有根
[00:12:37.000 --> 00:12:40.000]  又有肉、又有皮
[00:12:40.000 --> 00:12:41.000]  即是表示甚麼呢?
[00:12:41.000 --> 00:12:43.000]  是表示力量的出現
[00:12:43.000 --> 00:12:45.000]  不單止有些熱誠的出現
[00:12:45.000 --> 00:12:47.000]  那些響聲是表示那種熱誠
[00:12:47.000 --> 00:12:49.000]  而且是有一種重整的
[00:12:49.000 --> 00:12:51.000]  有一種聚焦的
[00:12:51.000 --> 00:12:53.000]  手骨就回到手骨
[00:12:53.000 --> 00:12:55.000]  頭骨就回到頭骨
[00:12:55.000 --> 00:12:56.000]  胸骨就回到胸骨
[00:12:56.000 --> 00:12:59.000]  跟以前散收收是不同的
[00:12:59.000 --> 00:13:01.000]  開始有一種聚焦的活動
[00:13:01.000 --> 00:13:04.000]  而且有熱誠、有力量的出現
[00:13:04.000 --> 00:13:05.000]  是重整中
[00:13:05.000 --> 00:13:06.000]  很不同
[00:13:06.000 --> 00:13:09.000]  我們第七、第八節就看到
[00:13:09.000 --> 00:13:12.000]  當以西傑向骸骨說話的時候
[00:13:12.000 --> 00:13:14.000]  開始出現這些事情
[00:13:14.000 --> 00:13:17.000]  我想這個都挺好的
[00:13:17.000 --> 00:13:19.000]  相比於第一個階段
[00:13:19.000 --> 00:13:22.000]  是很不同的
[00:13:22.000 --> 00:13:25.000]  在這個重整的階段裡
[00:13:25.000 --> 00:13:27.000]  我有一點點個人的體驗
[00:13:27.000 --> 00:13:30.000]  我記得在很多很多年前
[00:13:30.000 --> 00:13:33.000]  我曾經去一間教會
[00:13:33.000 --> 00:13:35.000]  他邀請我另一個宗派
[00:13:35.000 --> 00:13:38.000]  請我去他們的下令會
[00:13:38.000 --> 00:13:39.000]  講一下專題
[00:13:39.000 --> 00:13:42.000]  又帶領一下他們的祈禱會
[00:13:42.000 --> 00:13:44.000]  當我到達的時候
[00:13:44.000 --> 00:13:47.000]  這個宗派可能他們的傳統上
[00:13:47.000 --> 00:13:48.000]  是比較安靜一點的
[00:13:48.000 --> 00:13:51.000]  所以當我舉行了這個專題
[00:13:51.000 --> 00:13:53.000]  又帶領這些祈禱活動的時候
[00:13:53.000 --> 00:13:56.000]  完了之後我心裡都不太舒服
[00:13:56.000 --> 00:13:57.000]  為什麼呢?
[00:13:57.000 --> 00:13:59.000]  覺得好像沒什麼反應
[00:13:59.000 --> 00:14:00.000]  是不是?
[00:14:00.000 --> 00:14:01.000]  所以作為講完之後
[00:14:01.000 --> 00:14:03.000]  我回去也有很多反省
[00:14:03.000 --> 00:14:04.000]  究竟是什麼呢?
[00:14:04.000 --> 00:14:06.000]  心裡也不知道怎麼樣
[00:14:06.000 --> 00:14:09.000]  所以就回去了
[00:14:09.000 --> 00:14:12.000]  但是過了幾個月之後
[00:14:12.000 --> 00:14:15.000]  那位傳道人打電話給我
[00:14:15.000 --> 00:14:17.000]  打電話給我幹什麼呢?
[00:14:17.000 --> 00:14:19.000]  他說你可不可以明年
[00:14:19.000 --> 00:14:22.000]  來我們教會再講道呢?
[00:14:22.000 --> 00:14:25.000]  我說為什麼會這樣?
[00:14:25.000 --> 00:14:28.000]  他說原來自從上一次下令會之後
[00:14:28.000 --> 00:14:29.000]  完了之後
[00:14:29.000 --> 00:14:31.000]  這些頂尖會回去之後
[00:14:31.000 --> 00:14:34.000]  是熱心了追求成長
[00:14:34.000 --> 00:14:36.000]  所以他們很想
[00:14:36.000 --> 00:14:39.000]  繼續讓這種熱誠
[00:14:39.000 --> 00:14:40.000]  這種鼓勵
[00:14:40.000 --> 00:14:42.000]  繼續盡心下去
[00:14:42.000 --> 00:14:44.000]  所以他們很想再邀請我去
[00:14:44.000 --> 00:14:46.000]  跟他們講道
[00:14:46.000 --> 00:14:47.000]  分享一下
[00:14:47.000 --> 00:14:48.000]  當我聽了之後
[00:14:48.000 --> 00:14:50.000]  我很詫異
[00:14:50.000 --> 00:14:52.000]  因為最初我的感受是
[00:14:52.000 --> 00:14:54.000]  講完了好像沒什麼
[00:14:54.000 --> 00:14:58.000]  很多的反省
[00:14:58.000 --> 00:15:01.000]  但是後來我就開心了很多
[00:15:01.000 --> 00:15:02.000]  因為原來真的
[00:15:02.000 --> 00:15:05.000]  原來神的道講了出去的時候
[00:15:05.000 --> 00:15:07.000]  不只是憑我的眼去看
[00:15:07.000 --> 00:15:08.000]  是上帝在作為
[00:15:08.000 --> 00:15:12.000]  讓弟兄姊妹在當中有些轉化
[00:15:12.000 --> 00:15:13.000]  有些熱誠
[00:15:13.000 --> 00:15:15.000]  以致到傳道人都願意
[00:15:15.000 --> 00:15:16.000]  再一次讓我有機會
[00:15:16.000 --> 00:15:18.000]  向這個不同的宗派
[00:15:18.000 --> 00:15:21.000]  去分享上帝的話語
[00:15:21.000 --> 00:15:22.000]  弟兄姊妹
[00:15:22.000 --> 00:15:26.000]  原來是可以有一種重整的
[00:15:26.000 --> 00:15:28.000]  有一種轉化的
[00:15:28.000 --> 00:15:29.000]  越來越熱烈的
[00:15:29.000 --> 00:15:32.000]  越來越是一種凝聚性的出現
[00:15:32.000 --> 00:15:35.000]  不過這個只是第二個階段
[00:15:35.000 --> 00:15:38.000]  這個不是成大軍的階段
[00:15:38.000 --> 00:15:40.000]  那麼這個階段是什麼呢
[00:15:40.000 --> 00:15:43.000]  這個第二個階段進到第三階段
[00:15:43.000 --> 00:15:46.000]  我不知道大家會怎樣去了解
[00:15:46.000 --> 00:15:50.000]  特別可以在第八節的下半節
[00:15:50.000 --> 00:15:52.000]  我們可以看到
[00:15:52.000 --> 00:15:54.000]  我就稱它為一個
[00:15:54.000 --> 00:15:57.000]  軀體的階段
[00:15:57.000 --> 00:15:59.000]  因為這裡第八節尾說什麼
[00:15:59.000 --> 00:16:03.000]  「只是還沒有氣息」
[00:16:03.000 --> 00:16:05.000]  就是說已經很難得了
[00:16:05.000 --> 00:16:08.000]  凝聚了整個軀體在這裡
[00:16:08.000 --> 00:16:09.000]  已經很難得了
[00:16:09.000 --> 00:16:10.000]  原先是腹骨
[00:16:10.000 --> 00:16:13.000]  但竟然已經是手腳各方面
[00:16:13.000 --> 00:16:14.000]  掌上肉
[00:16:14.000 --> 00:16:15.000]  加上肉
[00:16:15.000 --> 00:16:16.000]  掌上這些筋
[00:16:16.000 --> 00:16:17.000]  已經很難得
[00:16:17.000 --> 00:16:19.000]  很大改變了
[00:16:19.000 --> 00:16:21.000]  但是沒有氣息
[00:16:21.000 --> 00:16:23.000]  即是又差一點
[00:16:23.000 --> 00:16:25.000]  本來已經很不簡單了
[00:16:25.000 --> 00:16:26.000]  零碎的骨頭
[00:16:26.000 --> 00:16:28.000]  變成整個軀體的時候
[00:16:28.000 --> 00:16:30.000]  但是看起來挺好看
[00:16:30.000 --> 00:16:32.000]  但卻是這樣
[00:16:32.000 --> 00:16:33.000]  沒有力量
[00:16:33.000 --> 00:16:35.000]  沒有氣息
[00:16:35.000 --> 00:16:36.000]  第三個階段
[00:16:36.000 --> 00:16:38.000]  所以這個就變成
[00:16:38.000 --> 00:16:40.000]  都不能夠達到
[00:16:40.000 --> 00:16:44.000]  一個群體應該有的地步
[00:16:44.000 --> 00:16:47.000]  但是已經很不錯了
[00:16:47.000 --> 00:16:49.000]  然後第四個階段我們發現
[00:16:49.000 --> 00:16:52.000]  神讓它停留在第三個階段
[00:16:52.000 --> 00:16:54.000]  第四個階段是怎樣
[00:16:54.000 --> 00:16:58.000]  以西傑繼續向風發預言
[00:16:58.000 --> 00:17:02.000]  因為上帝叫他向風發預言
[00:17:02.000 --> 00:17:05.000]  他第一個是向著腹骨發預言
[00:17:05.000 --> 00:17:07.000]  但第二個不是向腹骨發預言
[00:17:07.000 --> 00:17:08.000]  因為向腹骨發預言
[00:17:08.000 --> 00:17:10.000]  已經是演繹了很多東西了
[00:17:10.000 --> 00:17:12.000]  是向風發預言的時候
