
[00:00:00.000 --> 00:00:03.560]  弟兄姊妹早晨 主禮平安
[00:03:53.960 --> 00:03:57.800]  約貴在他前面做一個帶領向前走
[00:03:57.800 --> 00:04:00.800]  以色列百姓就在後面跟著
[00:04:00.800 --> 00:04:04.080]  如果按照聖經所說的約書亞記三章四節
[00:04:04.080 --> 00:04:08.280]  約貴和百姓之間要有一個距離
[00:04:08.280 --> 00:04:09.840]  大概是多少個距離
[00:04:09.840 --> 00:04:10.840]  二千蚤
[00:04:10.840 --> 00:04:14.000]  即是現在的多少呎
[00:04:14.000 --> 00:04:17.400]  大約是九百公呎左右
[00:04:17.400 --> 00:04:22.160]  九百公呎即是一個運動場的一個圈是四百公呎
[00:04:22.160 --> 00:04:23.880]  你將它拉直線
[00:04:23.880 --> 00:04:27.240]  即是兩個運動場多一點
[00:04:27.240 --> 00:04:31.240]  因為這條路是第二代的以色列人未走過的
[00:04:31.240 --> 00:04:33.000]  所以神告訴他們
[00:04:33.000 --> 00:04:36.080]  我要帶領你先走
[00:04:36.080 --> 00:04:39.840]  當你們見到祭司抬著約貴的時候
[00:04:39.840 --> 00:04:42.440]  你們先起行
[00:04:42.440 --> 00:04:47.120]  以色列百姓是不可以自己擅自過河的
[00:04:47.120 --> 00:04:52.080]  他們要學習 馴服 等候神的指示
[00:04:52.080 --> 00:04:53.960]  不可以心急
[00:04:53.960 --> 00:04:58.920]  神是很願意跟第二代的百姓一起過河的
[00:04:58.920 --> 00:05:03.040]  一起迎接一個新的里程
[00:05:03.040 --> 00:05:05.160]  所以過河之前
[00:05:05.160 --> 00:05:09.240]  神就要吩咐百姓一起在心態上
[00:05:09.240 --> 00:05:13.120]  思想上要同心備戰
[00:05:13.120 --> 00:05:15.560]  過河的過程裏面其實要學些什麼呢
[00:05:15.560 --> 00:05:18.760]  一會兒我會跟大家分享
[00:05:18.760 --> 00:05:20.280]  同心備戰
[00:05:20.280 --> 00:05:24.760]  行軍要有足夠的良享
[00:05:24.760 --> 00:05:28.520]  所以在約書亞記一章十節十一節這樣說
[00:05:28.520 --> 00:05:31.440]  約書亞吩咐百姓的官長說
[00:05:31.440 --> 00:05:33.720]  你們要走遍營中
[00:05:33.720 --> 00:05:35.280]  吩咐百姓說
[00:05:35.280 --> 00:05:37.760]  當預備食物
[00:05:37.760 --> 00:05:40.920]  因為三日之內你們要過這約旦河
[00:05:40.920 --> 00:05:45.720]  進去得耶和華你們神賜你們為業之地
[00:05:45.720 --> 00:05:51.200]  約書亞要吩咐百姓的官長要走遍營中
[00:05:51.200 --> 00:05:54.640]  這個信息要傳遞開去
[00:05:54.640 --> 00:05:57.560]  神要吩咐所有的百姓要預備食物
[00:05:57.560 --> 00:05:59.040]  這個信息不是一個人要知道
[00:05:59.040 --> 00:06:00.040]  是全部的百姓
[00:06:00.040 --> 00:06:02.320]  每一個百姓你都要知道
[00:06:02.320 --> 00:06:05.760]  過河不是約書亞一個人的決定
[00:06:05.760 --> 00:06:08.120]  而是神的吩咐
[00:06:08.120 --> 00:06:14.120]  約書亞只不過是神使用一個僕人領袖
[00:06:14.120 --> 00:06:17.760]  他將神的心意要傳遞開去
[00:06:17.760 --> 00:06:20.120]  而約書亞當然
[00:06:20.120 --> 00:06:21.720]  他一個人做不完這麼多事
[00:06:21.720 --> 00:06:23.760]  他怎樣去說是不行的
[00:06:23.760 --> 00:06:28.000]  所以他要靠一群管理百姓的官長去協助
[00:06:28.000 --> 00:06:30.400]  你要將這個信息告訴他們
[00:06:30.400 --> 00:06:32.760]  將過河之前要預備食物
[00:06:32.760 --> 00:06:35.080]  這個信息傳遞開去
[00:06:35.080 --> 00:06:38.080]  三日之內就要過河
[00:06:38.080 --> 00:06:40.920]  這個時間是神定的
[00:06:40.920 --> 00:06:42.080]  人要做什麼
[00:06:42.080 --> 00:06:44.920]  人只不過需要配合神的指示和時間
[00:06:44.920 --> 00:06:46.680]  你做事就可以了
[00:06:46.680 --> 00:06:47.880]  你不用想那麼多
[00:06:47.880 --> 00:06:50.200]  聽到你就做
[00:06:50.200 --> 00:06:53.760]  預備食物是滿足人肉身上的需要
[00:06:53.760 --> 00:06:57.520]  你過河打盡你都要吃東西才有氣力
[00:06:57.520 --> 00:07:02.160]  所以同心備戰的第一方面是要預備食物
[00:07:02.160 --> 00:07:04.600]  第二是要什麼
[00:07:04.600 --> 00:07:06.000]  自潔
[00:07:06.000 --> 00:07:10.520]  即是說要分別為聖
[00:07:10.520 --> 00:07:15.800]  約書亞吩咐百姓去說
[00:07:15.800 --> 00:07:24.640]  你們要自潔因為明天耶和華必在你們中間行其事
[00:07:24.640 --> 00:07:28.360]  明天神就要臨在以色列百姓中間
[00:07:28.360 --> 00:07:30.000]  因為神是聖潔的
[00:07:30.000 --> 00:07:33.720]  所以侍奉祂的人都一定要聖潔
[00:07:33.720 --> 00:07:37.200]  當時百姓的自潔是做什麼呢
[00:07:37.200 --> 00:07:39.360]  是做什麼呢
[00:07:39.360 --> 00:07:40.920]  乾淨
[00:07:40.920 --> 00:07:46.920]  他們要沐浴洗衣
[00:07:46.920 --> 00:07:49.120]  然後不親近婦女
[00:07:49.120 --> 00:07:52.640]  這一定是對男性說的
[00:07:52.640 --> 00:07:59.560]  神要求人要專心留意謹慎對待過河這件事件
[00:07:59.560 --> 00:08:03.920]  對於第二代以色列的人來說
[00:08:03.920 --> 00:08:09.360]  過約旦河進入迦南地是一個新里程
[00:08:09.360 --> 00:08:15.920]  神要預備人心在一個新的地方服侍他
[00:08:15.920 --> 00:08:20.240]  神要求人要根深你的心思意念
[00:08:20.240 --> 00:08:25.640]  才可以在我賜給你的一個新的地方服侍我
[00:08:25.640 --> 00:08:27.520]  故此
[00:08:27.520 --> 00:08:30.080]  祂要求人除了預備食物
[00:08:30.080 --> 00:08:31.360]  還要自潔
[00:08:31.360 --> 00:08:33.360]  即是分別為聖
[00:08:33.360 --> 00:08:36.120]  你不可以有半點的罪惡
[00:08:36.120 --> 00:08:42.600]  這樣的人才有資格進入一個新的里程服侍我
[00:08:42.600 --> 00:08:44.720]  第二代以色列的百姓
[00:08:44.720 --> 00:08:49.640]  是必須在心思意念上有充足的準備
[00:08:49.640 --> 00:08:51.840]  不是隨隨便便
[00:08:51.840 --> 00:08:53.720]  人行我行
[00:08:53.720 --> 00:08:56.280]  草率地過河
[00:08:56.280 --> 00:08:57.680]  弟兄姊妹
[00:08:57.680 --> 00:09:02.360]  當神交一樣的服侍給我們
[00:09:02.360 --> 00:09:07.200]  我們都要很謹慎地對待這個服侍
[00:09:07.200 --> 00:09:09.360]  我們會付上禱告
[00:09:09.360 --> 00:09:11.880]  會付上時間準備
[00:09:11.880 --> 00:09:13.400]  有時我們都會想想方法
[00:09:13.400 --> 00:09:17.280]  有甚麼人可以幫我們完成這件事呢
[00:09:17.280 --> 00:09:19.400]  其實最重要的一件事
[00:09:19.400 --> 00:09:20.400]  是要自潔
[00:09:20.400 --> 00:09:22.840]  即是你自己個人要自潔
[00:09:22.840 --> 00:09:24.640]  要分別為聖
[00:09:24.640 --> 00:09:27.360]  即是我們常常都要在神的面前
[00:09:27.360 --> 00:09:31.680]  有一個警醒、認罪、禱告的心
[00:09:31.680 --> 00:09:33.880]  我們是一個君尊的祭司
[00:09:33.880 --> 00:09:35.440]  是聖潔的國度
[00:09:35.440 --> 00:09:37.400]  是屬神的子民
[00:09:37.400 --> 00:09:40.680]  當一個祭司要帶著一個尊貴的身份
[00:09:40.680 --> 00:09:42.760]  去侍奉神的時候
[00:09:42.760 --> 00:09:44.720]  神是要求每一位的祭司
[00:09:44.720 --> 00:09:47.960]  你都是聖潔的
[00:09:47.960 --> 00:09:50.320]  舊約的祭司阿倫和他的兒子
[00:09:50.320 --> 00:09:52.160]  要進入會幕之前
[00:09:52.160 --> 00:09:53.400]  他們要怎樣呢
[00:09:53.400 --> 00:09:56.560]  他們要來到會幕前要洗身
[00:09:56.560 --> 00:09:57.720]  即是他們要很乾淨
[00:09:57.720 --> 00:10:00.880]  你才可以進入會幕去侍奉神
[00:10:00.880 --> 00:10:04.960]  沐浴、洗衣、不親近婦女
[00:10:04.960 --> 00:10:08.640]  似乎這些都是很外表的行動
[00:10:08.640 --> 00:10:11.960]  但是是象徵著一些東西
[00:10:11.960 --> 00:10:14.480]  是象徵著侍奉神的每一個祭司
[00:10:14.480 --> 00:10:18.560]  你在心思上、在思想上、在行為上
[00:10:18.560 --> 00:10:21.240]  你都是要乾乾淨淨的
[00:10:21.240 --> 00:10:23.760]  除去一切的污穢
[00:10:23.760 --> 00:10:26.000]  頂尖我想問問你
[00:10:26.000 --> 00:10:29.920]  今年教會的祈禱會的主題
[00:10:29.920 --> 00:10:34.240]  週三祈禱會的主題是甚麼
[00:10:34.240 --> 00:10:37.360]  我們每個禮拜主日都報告的
[00:10:37.360 --> 00:10:40.160]  記不記得是甚麼
[00:10:40.160 --> 00:10:41.480]  聽不到的
[00:10:41.480 --> 00:10:42.240]  是不是甚麼
[00:10:42.240 --> 00:10:43.440]  聽不清楚
[00:10:43.440 --> 00:10:46.280]  是「復興我心」
[00:10:46.280 --> 00:10:47.280]  復興我心
[00:10:47.280 --> 00:10:49.280]  怎樣復興我心
[00:10:49.280 --> 00:10:50.480]  就這樣在這裡就可以復興
[00:10:50.480 --> 00:10:51.760]  不是的
[00:10:51.760 --> 00:10:54.880]  復興我心是必須要認罪祈禱的
[00:10:54.880 --> 00:10:56.160]  一定要認罪祈禱的
[00:10:56.160 --> 00:10:58.160]  所以禮拜五的早上
[00:10:58.160 --> 00:11:03.160]  我們祈禱的主題是「認罪悔改」
[00:11:03.160 --> 00:11:04.480]  不單是為你個人
[00:11:04.480 --> 00:11:06.920]  而是為教會
[00:11:06.920 --> 00:11:10.080]  所以我們很希望透過禱告
[00:11:10.080 --> 00:11:12.200]  讓弟兄姊妹多一些時間
[00:11:12.200 --> 00:11:14.000]  去審查自己
[00:11:14.000 --> 00:11:16.520]  也去審查教會
[00:11:16.520 --> 00:11:19.920]  有甚麼地方是得罪了神
[00:11:19.920 --> 00:11:23.320]  有甚麼地方是得罪了人
[00:11:23.320 --> 00:11:29.160]  你內心會不會常常充斥著驕傲
[00:11:29.160 --> 00:11:31.320]  你覺得被人優勝
[00:11:31.320 --> 00:11:33.000]  可能你很有能力做侍奉
[00:11:33.000 --> 00:11:34.200]  我應該比他厲害
[00:11:34.200 --> 00:11:35.920]  會不會有這些
[00:11:35.920 --> 00:11:37.160]  在侍奉裏面
[00:11:37.160 --> 00:11:40.560]  其實有沒有很好的準備
[00:11:40.560 --> 00:11:42.160]  在人際關係上
[00:11:42.160 --> 00:11:44.480]  或者你平時生活的裏面
[00:11:44.480 --> 00:11:46.880]  甚至在教會的侍奉上
[00:11:46.880 --> 00:11:48.040]  你會不會說了
[00:11:48.040 --> 00:11:50.160]  你不經意說了一些說話
[00:11:50.160 --> 00:11:54.200]  傷害了別人
[00:11:54.200 --> 00:11:56.040]  在金錢奉獻上
[00:11:56.040 --> 00:12:00.160]  你有沒有忠心
[00:12:00.160 --> 00:12:02.160]  你會想很多很多這些
[00:12:02.160 --> 00:12:03.080]  當你安靜的時候
[00:12:03.080 --> 00:12:04.760]  你會想到的
[00:12:04.760 --> 00:12:05.760]  如果我們不安靜
[00:12:05.760 --> 00:12:06.600]  不去認罪禱告
[00:12:06.600 --> 00:12:09.080]  你很難想到
[00:12:09.080 --> 00:12:10.360]  我們安靜的時候
[00:12:10.360 --> 00:12:12.360]  你會想到
[00:12:12.360 --> 00:12:14.960]  我們每一位都是君尊的祭司
[00:12:14.960 --> 00:12:16.840]  是分別為聖的
[00:12:16.840 --> 00:12:19.320]  是一個聖結的群體
[00:12:19.320 --> 00:12:22.200]  我們需要帶著聖結的裝飾
[00:12:22.200 --> 00:12:24.480]  從外到內
[00:12:24.480 --> 00:12:26.680]  你都是聖結的
[00:12:26.680 --> 00:12:30.000]  服侍神的人需要是這樣
[00:12:30.000 --> 00:12:31.680]  所以過了大汗之前
[00:12:31.680 --> 00:12:33.320]  以色的百姓
[00:12:33.320 --> 00:12:34.240]  神要求他們
[00:12:34.240 --> 00:12:35.560]  你們童心被照
[00:12:35.560 --> 00:12:36.800]  要預備兩樣東西
[00:12:36.800 --> 00:12:38.280]  第一是什麼
[00:12:38.280 --> 00:12:39.720]  食物
[00:12:39.720 --> 00:12:43.840]  第二是自結分別為聖
[00:12:43.840 --> 00:12:46.200]  第二方面
[00:12:46.200 --> 00:12:47.280]  在這個過程裏面
[00:12:47.280 --> 00:12:49.080]  他們要學什麼
[00:12:49.080 --> 00:12:51.640]  童心仰望
[00:12:51.640 --> 00:12:55.040]  一起留心環境的印證
[00:12:55.040 --> 00:12:57.120]  什麼印證
[00:12:57.120 --> 00:12:58.600]  你們看煙搖晃
[00:12:58.600 --> 00:13:00.360]  你們神的藥櫃
[00:13:00.360 --> 00:13:03.080]  又見祭司你未人抬著
[00:13:03.080 --> 00:13:06.360]  就要離開所住的地方
[00:13:06.360 --> 00:13:09.200]  跟著藥櫃去
[00:13:09.200 --> 00:13:11.000]  你會見到一些東西
[00:13:11.000 --> 00:13:11.720]  你不是坐在那裏
[00:13:11.720 --> 00:13:13.280]  什麼都不理會
[00:13:13.280 --> 00:13:13.960]  別人告訴你
[00:13:13.960 --> 00:13:14.600]  走吧
[00:13:14.600 --> 00:13:16.120]  走了嗎
[00:13:16.120 --> 00:13:16.880]  什麼都不知道
[00:13:16.880 --> 00:13:18.080]  是不是不行
[00:13:18.080 --> 00:13:19.800]  當以色列人打敗了
[00:13:19.800 --> 00:13:22.240]  阿摩利王和巴山王之後
[00:13:22.240 --> 00:13:25.320]  他們就一直在摩雅的平原紮營
[00:13:25.320 --> 00:13:29.040]  如果你看文述的二十二章一節有講
[00:13:29.040 --> 00:13:30.760]  就在約旦河的東邊
[00:13:30.760 --> 00:13:31.640]  耶利江的對面
[00:13:31.640 --> 00:13:33.000]  那裏是紮營
[00:13:33.000 --> 00:13:34.840]  他們離開聖廷之後
[00:13:34.840 --> 00:13:37.800]  就來到約旦河的河岸邊
[00:13:37.800 --> 00:13:39.080]  遠一點的地方
[00:13:39.080 --> 00:13:40.600]  都是近約旦河的
[00:13:40.600 --> 00:13:41.480]  河岸邊
[00:13:41.480 --> 00:13:43.960]  在那裏就住紮營
[00:13:43.960 --> 00:13:45.800]  這樣是方便他們過河
[00:13:45.800 --> 00:13:47.440]  不會浪費太多的時間
[00:13:47.440 --> 00:13:50.000]  因為很多人
[00:13:50.000 --> 00:13:51.760]  神要求以色列的百姓
[00:13:51.760 --> 00:13:54.040]  請你好好準備
[00:13:54.040 --> 00:13:55.840]  看清楚
[00:13:55.840 --> 00:13:59.360]  台約櫃的祭司何時出現
[00:13:59.360 --> 00:14:01.520]  他們心理上
[00:14:01.520 --> 00:14:04.240]  要有一個隨兆候命的狀態
[00:14:04.240 --> 00:14:06.480]  一見到就走吧
[00:14:06.480 --> 00:14:08.880]  準備好的時候
[00:14:08.880 --> 00:14:10.280]  過河就不會浪費
[00:14:10.280 --> 00:14:14.080]  因為你已經準備了
[00:14:14.080 --> 00:14:17.360]  當時過河有多少人
[00:14:17.360 --> 00:14:18.640]  真的不知道
[00:14:18.640 --> 00:14:19.960]  一定很多
[00:14:19.960 --> 00:14:22.360]  可能是百多萬也不出奇
[00:14:22.360 --> 00:14:23.240]  出埃及的時候
[00:14:23.240 --> 00:14:25.200]  只有南丁也有六十萬
[00:14:25.200 --> 00:14:28.280]  當然第一代已經過河了
[00:14:28.280 --> 00:14:30.160]  所以以色列人的行軍
[00:14:30.160 --> 00:14:32.800]  一定要有一個隊形
[00:14:32.800 --> 00:14:33.840]  不是全部湧上去
[00:14:33.840 --> 00:14:35.120]  那怎麼過河
[00:14:35.120 --> 00:14:37.160]  是有次序的
[00:14:37.160 --> 00:14:39.760]  神的約旦河首先走
[00:14:39.760 --> 00:14:42.000]  要從十二個支派裏面選人
[00:14:42.000 --> 00:14:44.520]  每一個支派選一個人
[00:14:44.520 --> 00:14:45.480]  即是祭司
[00:14:45.480 --> 00:14:48.720]  要抬著耶和華的約櫃走
[00:14:48.720 --> 00:14:53.120]  那十二位祭司就是領袖
[00:14:53.120 --> 00:14:54.520]  他們是神所揀選
[00:14:54.520 --> 00:14:56.440]  作一個先頭部隊
[00:14:56.440 --> 00:14:58.720]  要走在前面
[00:14:58.720 --> 00:15:01.560]  他們一起持守著一個信念
[00:15:01.560 --> 00:15:03.880]  我們一起向前邁進
[00:15:03.880 --> 00:15:05.640]  進入這個迦南地
[00:15:05.640 --> 00:15:08.280]  對於第二代的以色列百姓來說
[00:15:08.280 --> 00:15:11.760]  是一個新的里程
[00:15:11.760 --> 00:15:16.560]  大家都要同一條心過河
[00:15:16.560 --> 00:15:18.760]  同心過河
[00:15:18.760 --> 00:15:20.760]  如果你是當中的一個祭司
[00:15:20.760 --> 00:15:23.080]  你想想接到這個信息要過河
[00:15:23.080 --> 00:15:23.880]  又要預備東西
[00:15:23.880 --> 00:15:24.880]  又要致潔
[00:15:24.880 --> 00:15:27.560]  然後你會想些什麼
[00:15:27.560 --> 00:15:28.240]  你會想些什麼
[00:15:28.240 --> 00:15:30.440]  頂先會
[00:15:30.440 --> 00:15:31.200]  你會不會想一下
[00:15:31.200 --> 00:15:33.240]  咦 現在的水很多
[00:15:33.240 --> 00:15:34.480]  游過去
[00:15:34.480 --> 00:15:35.400]  還有些小朋友
[00:15:35.400 --> 00:15:38.040]  還有些年長的
[00:15:38.040 --> 00:15:39.400]  還有些食物
[00:15:39.400 --> 00:15:40.960]  難道我放在頭頂
[00:15:40.960 --> 00:15:42.080]  不可能
[00:15:42.080 --> 00:15:43.040]  你會浸濕
[00:15:43.040 --> 00:15:44.960]  你會想
[00:15:44.960 --> 00:15:46.960]  三天之後要過河
[00:15:46.960 --> 00:15:50.240]  你可能會想一些環境上的很多限制
[00:15:50.240 --> 00:15:52.000]  當時約旦河的水
[00:15:52.000 --> 00:15:53.000]  聖經告訴我們
[00:15:53.000 --> 00:15:54.360]  三章十五字說
[00:15:54.360 --> 00:15:56.920]  是收割的日子
[00:15:56.920 --> 00:16:00.040]  大約是現在楊迪的四月五月
[00:16:00.040 --> 00:16:02.120]  剛剛過了春天
[00:16:02.120 --> 00:16:04.680]  可能在很北面的山
[00:16:04.680 --> 00:16:07.080]  有些雪融了
[00:16:07.080 --> 00:16:10.200]  然後很多水湧入約旦河
[00:16:10.200 --> 00:16:12.400]  所以約旦河有很多水
[00:16:12.400 --> 00:16:14.840]  幾乎是氾濫
[00:16:14.840 --> 00:16:18.560]  如果平時大約是一至三尺的水深
[00:16:18.560 --> 00:16:20.720]  三尺都頂得住
[00:16:20.720 --> 00:16:23.400]  在泳池游都差不多
[00:16:23.400 --> 00:16:25.440]  游過去都可以
[00:16:25.440 --> 00:16:27.280]  但現在不是
[00:16:27.280 --> 00:16:31.200]  應該是雙倍的深度
[00:16:31.200 --> 00:16:33.800]  那怎樣走過去
[00:16:33.800 --> 00:16:35.040]  你走到過去
[00:16:35.040 --> 00:16:36.360]  或者游到過去
[00:16:36.360 --> 00:16:38.760]  都可能有很多敵人
[00:16:38.760 --> 00:16:41.800]  你想很多這些的限制
[00:16:41.800 --> 00:16:43.920]  面對這麼多未知之數
[00:16:43.920 --> 00:16:46.640]  作為一群先頭部隊的領袖
[00:16:46.640 --> 00:16:48.600]  即是那班祭司
[00:16:48.600 --> 00:16:50.840]  他們真的要很童心
[00:16:50.840 --> 00:16:53.120]  很童心仰望神
[00:16:53.120 --> 00:16:56.000]  行神跡其事
[00:16:56.000 --> 00:16:58.280]  神很知道人心
[00:16:58.280 --> 00:16:59.840]  他亦都很好
[00:16:59.840 --> 00:17:03.040]  很體察到人都是有些軟弱的
[00:17:03.040 --> 00:17:04.680]  所以他一早已經告訴他們
[00:17:04.680 --> 00:17:06.200]  三章十三節
[00:17:06.200 --> 00:17:09.360]  他一早已經告訴他們
[00:17:09.360 --> 00:17:14.760]  「等到台普天下主耶和華約季的祭司
[00:17:14.760 --> 00:17:18.000]  把腳站在約旦河的水裏面
[00:17:18.000 --> 00:17:19.800]  約旦河的水
[00:17:19.800 --> 00:17:24.160]  就是從上往下流的水必然斷絕
[00:17:24.160 --> 00:17:26.200]  立起城壘」
[00:17:26.200 --> 00:17:27.400]  神告訴你了
[00:17:27.400 --> 00:17:29.720]  不過你信不信是一個問題
[00:17:29.720 --> 00:17:31.240]  會斷開的
[00:17:31.240 --> 00:17:33.160]  到時沒有水了
[00:17:33.160 --> 00:17:35.800]  所以十二位先頭部隊的祭司
[00:17:35.800 --> 00:17:37.720]  他抬著耶和華的約季
[00:17:37.720 --> 00:17:41.040]  他其實是要肩負起一個榜樣
[00:17:41.040 --> 00:17:42.440]  如果他們沒有信心行
[00:17:42.440 --> 00:17:44.240]  後面的會眾會不會跟著行
[00:17:44.240 --> 00:17:45.680]  不會
[00:17:45.680 --> 00:17:47.840]  他們是一個榜樣
[00:17:47.840 --> 00:17:51.240]  他們一起要憑著信心邁步向前
[00:17:51.240 --> 00:17:54.640]  成為以色列百姓一個美好的榜樣
[00:17:54.640 --> 00:17:58.640]  一群領袖已經帶頭向前走了
[00:17:58.640 --> 00:18:03.040]  百姓都要童心跟著向前行
[00:18:03.040 --> 00:18:06.520]  對於第二代以色列的人
[00:18:06.520 --> 00:18:12.200]  過約旦河真是一個信心的考驗
[00:18:12.200 --> 00:18:15.440]  約季和百姓是有距離的
[00:18:15.440 --> 00:18:16.680]  剛才說有多少
[00:18:16.680 --> 00:18:17.880]  二千爪
[00:18:17.880 --> 00:18:19.440]  大約九百呎
[00:18:19.440 --> 00:18:20.560]  如果新易會
[00:18:20.560 --> 00:18:22.280]  他是逆著一公里
[00:18:22.280 --> 00:18:25.200]  一公里大約是一千米
[00:18:25.200 --> 00:18:27.520]  即是兩個半的球場
[00:18:27.520 --> 00:18:29.040]  拉直他的線
[00:18:29.040 --> 00:18:30.640]  你想想
[00:18:30.640 --> 00:18:32.640]  祭司走了在很前
[00:18:32.640 --> 00:18:36.080]  你會不會見到他們
[00:18:36.080 --> 00:18:37.960]  可能見不到
[00:18:37.960 --> 00:18:39.560]  見不到
[00:18:39.560 --> 00:18:40.480]  那你怕不怕
[00:18:40.480 --> 00:18:43.080]  是不是真的
[00:18:43.080 --> 00:18:45.240]  會不會硬硬的水湧回來
[00:18:45.240 --> 00:18:47.800]  會怕的
[00:18:47.800 --> 00:18:49.040]  未必見到
[00:18:49.040 --> 00:18:50.600]  你信不信得過
[00:18:50.600 --> 00:18:52.680]  在人的理性分析上
[00:18:52.680 --> 00:18:54.760]  是有很多的不可能
[00:18:54.760 --> 00:18:58.160]  或者有很多的疑團
[00:18:58.160 --> 00:18:59.000]  在信心裏面
[00:18:59.000 --> 00:19:00.080]  內心裏面
[00:19:00.080 --> 00:19:01.160]  但一群
[00:19:01.160 --> 00:19:02.360]  但當一群領袖
[00:19:02.360 --> 00:19:03.920]  你很清楚
[00:19:03.920 --> 00:19:05.760]  領受到神的吩咐
[00:19:05.760 --> 00:19:07.760]  三天之後就要過河
[00:19:07.760 --> 00:19:10.760]  那就要同心一起信靠神
[00:19:10.760 --> 00:19:12.080]  你信得過神
[00:19:12.080 --> 00:19:15.160]  是必定會施展大能大力
[00:19:15.160 --> 00:19:19.080]  是必定會成就這件事
[00:19:19.080 --> 00:19:22.240]  大家記得
