
[00:00:00.000 --> 00:00:06.840]  那麼出埃及記 讓我很快地跟各位回憶一下 爲什麼會有這回事呢
[00:02:54.120 --> 00:02:57.240]  求神來幫助他們 帶領他們
[00:02:57.240 --> 00:02:59.200]  可不可以再拉近一點
[00:02:59.200 --> 00:03:03.080]  然後到我的上半身就可以了
[00:03:03.080 --> 00:03:04.840]  謝謝你
[00:03:11.000 --> 00:03:12.880]  好不好
[00:03:12.880 --> 00:03:16.160]  我的新的褲子
[00:03:16.160 --> 00:03:18.160]  來 感謝主啊
[00:03:18.160 --> 00:03:23.040]  所以這一個就像耶和華神
[00:03:23.040 --> 00:03:24.920]  呼求或像什麼神
[00:03:24.920 --> 00:03:26.080]  因爲老實講
[00:03:26.080 --> 00:03:29.080]  他們在埃及這麼多年啊 爲奴啊
[00:03:29.080 --> 00:03:33.160]  他們也跟埃及人拜那些假神
[00:03:33.160 --> 00:03:35.120]  拜那些偶像
[00:03:35.120 --> 00:03:39.640]  但是摩西他被神揀選
[00:03:39.640 --> 00:03:42.040]  然後摩西的出身也是很有意思
[00:03:42.040 --> 00:03:45.600]  這就是我那個時候第一次講的
[00:03:45.600 --> 00:03:48.960]  就是信位神的收身婆
[00:03:48.960 --> 00:03:50.400]  摩西那個時候生的時候
[00:03:50.400 --> 00:03:52.840]  法老王因爲看猶太人這麼會生
[00:03:52.840 --> 00:03:55.520]  就說凡是新生的嬰孩男孩
[00:03:55.520 --> 00:03:57.240]  你都把我們殺了
[00:03:57.240 --> 00:03:59.720]  就跟這些收身婆講
[00:03:59.720 --> 00:04:01.960]  然後女孩子留下來
[00:04:01.960 --> 00:04:04.200]  但是這兩個收身婆呢
[00:04:04.200 --> 00:04:08.120]  他們違抗法老的命令
[00:04:08.120 --> 00:04:10.640]  結果把摩西留下來了
[00:04:10.640 --> 00:04:11.360]  是不是
[00:04:11.360 --> 00:04:15.120]  所以聖經很紀念這兩個收身婆
[00:04:15.120 --> 00:04:17.160]  聖經上面有很多人
[00:04:17.160 --> 00:04:19.240]  名字叫什麼我們都不知道
[00:04:19.240 --> 00:04:22.720]  但是特別把這兩個收身婆的名字寫下來
[00:04:22.720 --> 00:04:24.000]  一個叫做斯佛拉
[00:04:24.000 --> 00:04:26.400]  一個叫做普阿
[00:04:26.400 --> 00:04:29.520]  這兩個收身婆就是今天我們講的
[00:04:29.520 --> 00:04:32.520]  婦產科大夫或者是住產士
[00:04:32.520 --> 00:04:35.000]  或者收身婆
[00:04:35.000 --> 00:04:36.600]  大大的蒙福啊
[00:04:36.600 --> 00:04:40.120]  哈雷路亞聖經上面都紀念他們
[00:04:40.120 --> 00:04:41.000]  好的
[00:04:41.000 --> 00:04:45.000]  所以我說這是蒙神紀念的人
[00:04:45.000 --> 00:04:46.520]  那個時候呢
[00:04:46.520 --> 00:04:48.200]  這些出埃及的人
[00:04:48.200 --> 00:04:50.800]  其實也都是神紀念的人
[00:04:50.800 --> 00:04:53.440]  當我們向神呼求的時候
[00:04:53.440 --> 00:04:55.080]  神聽見了
[00:04:55.080 --> 00:04:57.560]  神可以不理我們你知道嗎
[00:04:57.560 --> 00:04:59.400]  如果說我們苦頭還沒受夠
[00:04:59.400 --> 00:05:00.880]  他就不理你
[00:05:00.880 --> 00:05:02.920]  隨便你去受什麼苦頭
[00:05:02.920 --> 00:05:06.440]  他要到你學會了功課爲止
[00:05:06.440 --> 00:05:10.240]  當你功課學好的時候
[00:05:10.240 --> 00:05:11.840]  這個門也爲你開了
[00:05:11.840 --> 00:05:14.080]  這個路也給你修齒了
[00:05:14.080 --> 00:05:16.920]  各式各樣的恩典
[00:05:16.920 --> 00:05:18.800]  感謝神讚美神
[00:05:18.800 --> 00:05:21.280]  總之
[00:05:21.280 --> 00:05:23.840]  出埃及的人都是蒙神紀念的人
[00:05:23.840 --> 00:05:26.520]  因爲他們受苦難受欺壓
[00:05:26.520 --> 00:05:28.200]  他們恐懼害怕
[00:05:28.200 --> 00:05:31.480]  他們被苦待
[00:05:31.480 --> 00:05:36.200]  甚至於摩西把他的第一個兒子叫做什麼名字啊
[00:05:36.200 --> 00:05:38.000]  叫做葛順
[00:05:38.000 --> 00:05:41.720]  意思是說我在這裏是寄居的
[00:05:41.720 --> 00:05:45.400]  所以他是這樣子地看
[00:05:45.400 --> 00:05:48.160]  在埃及的事情
[00:05:48.160 --> 00:05:49.600]  羅馬叔保羅說
[00:05:49.600 --> 00:05:52.920]  你們所受的不是奴僕的心
[00:05:52.920 --> 00:05:54.520]  人就害怕
[00:05:54.520 --> 00:05:57.360]  所受的乃是兒子的心
[00:05:57.360 --> 00:06:01.200]  因此我們呼叫阿爸父
[00:06:01.200 --> 00:06:02.440]  哇
[00:06:02.440 --> 00:06:05.760]  神要鼓勵我們
[00:06:05.760 --> 00:06:07.840]  我們不是奴僕
[00:06:07.840 --> 00:06:09.200]  我們是兒子
[00:06:09.200 --> 00:06:09.960]  是不是
[00:06:09.960 --> 00:06:12.280]  兒子跟奴僕不一樣嘛
[00:06:12.280 --> 00:06:15.480]  但是我們不要有奴僕的心
[00:06:15.480 --> 00:06:16.920]  我們要有一個
[00:06:16.920 --> 00:06:20.960]  來到神的面前我們叫阿爸父
[00:06:20.960 --> 00:06:23.720]  這三個字很有意思你知道嗎
[00:06:23.720 --> 00:06:26.440]  你們常常在家裏面要大聲叫
[00:06:26.440 --> 00:06:28.920]  阿爸父
[00:06:28.920 --> 00:06:30.360]  爲什麼
[00:06:30.360 --> 00:06:33.920]  因爲這三個字通通是母音
[00:06:33.920 --> 00:06:36.720]  母音是阿一烏一歐
[00:06:36.720 --> 00:06:37.920]  知道嗎
[00:06:37.920 --> 00:06:40.560]  如果說你唱歌你要唱出聲音來
[00:06:40.560 --> 00:06:43.360]  你一定要把字咬在母音上面
[00:06:43.360 --> 00:06:44.480]  阿
[00:06:44.480 --> 00:06:45.680]  阿
[00:06:45.680 --> 00:06:46.600]  歐
[00:06:46.600 --> 00:06:47.840]  歐
[00:06:47.840 --> 00:06:50.360]  你要咬到這個阿上面
[00:06:50.360 --> 00:06:51.000]  爸
[00:06:51.000 --> 00:06:51.880]  不阿
[00:06:51.880 --> 00:06:52.680]  也是阿
[00:06:52.680 --> 00:06:55.840]  所以你阿爸父不要說不
[00:06:55.840 --> 00:06:56.480]  不
[00:06:56.480 --> 00:06:57.400]  你要
[00:06:57.400 --> 00:06:58.960]  爸
[00:06:58.960 --> 00:06:59.880]  對不對
[00:06:59.880 --> 00:07:04.080]  父也是夫 歐 父 歐 父
[00:07:04.080 --> 00:07:05.200]  你的聲音就出來了
[00:07:05.200 --> 00:07:06.960]  常常要這樣子學習
[00:07:06.960 --> 00:07:07.560]  是不是
[00:07:07.560 --> 00:07:08.680]  感謝神
[00:07:08.680 --> 00:07:11.720]  哈雷諾亞
[00:07:11.720 --> 00:07:15.680]  那麼我又有一次講說我們出埃及的神
[00:07:15.680 --> 00:07:18.920]  是什麼樣的神呢
[00:07:18.920 --> 00:07:22.520]  我們出埃及的神就好像摩西
[00:07:22.520 --> 00:07:25.960]  在合列山看到火山荊棘的異象
[00:07:25.960 --> 00:07:28.200]  神呼召他的時候他問神說
[00:07:28.200 --> 00:07:30.840]  我怎麼跟他們說你是什麼神呢
[00:07:30.840 --> 00:07:34.320]  他說我是自有擁有的神
[00:07:34.320 --> 00:07:37.120]  我是昔在今在永在的神
[00:07:37.120 --> 00:07:39.120]  I am that I am
[00:07:39.120 --> 00:07:40.680]  我就是我
[00:07:40.680 --> 00:07:42.280]  哇 這個厲害了
[00:07:42.280 --> 00:07:43.440]  是不是
[00:07:43.440 --> 00:07:44.880]  所以這是我們的神
[00:07:44.880 --> 00:07:46.960]  帶他們出埃及的神
[00:07:46.960 --> 00:07:48.480]  是自有擁有
[00:07:48.480 --> 00:07:50.560]  不是任何人創造的
[00:07:50.560 --> 00:07:52.640]  不是任何人什麼的
[00:07:52.640 --> 00:07:55.480]  我不信他 他仍然是神
[00:07:55.480 --> 00:07:58.240]  我不敬拜他 他仍然是神
[00:07:58.240 --> 00:08:01.080]  連天使都敬拜他
[00:08:01.080 --> 00:08:04.920]  萬國萬民都複復在他的面前
[00:08:04.920 --> 00:08:08.600]  而我們帶他們出埃及的神
[00:08:08.600 --> 00:08:11.280]  是耶和華 是力量
[00:08:11.280 --> 00:08:12.360]  經上說
[00:08:12.360 --> 00:08:14.400]  祂是我的力量 祂是我的師哥
[00:08:14.400 --> 00:08:17.600]  祂是我的腳 祂是我的拯救
[00:08:17.600 --> 00:08:18.960]  這是我們的神
[00:08:18.960 --> 00:08:20.520]  是不是
[00:08:20.520 --> 00:08:23.400]  再說祂是耶和華拉法
[00:08:23.400 --> 00:08:25.920]  這是在《出埃及紀》十七章
[00:08:25.920 --> 00:08:29.320]  就是說祂是醫治我們的神
[00:08:29.320 --> 00:08:32.440]  阿雷厄 祂又是耶和華瑪格蒂西
[00:08:32.440 --> 00:08:35.000]  也是在《出埃及紀》三十一章
[00:08:35.000 --> 00:08:37.560]  祂是耶和華是公義
[00:08:37.560 --> 00:08:39.600]  祂是耶和華尼西
[00:08:39.600 --> 00:08:42.560]  耶和華是征戰得勝的神
[00:08:42.560 --> 00:08:46.640]  所以我們的神不可小看了祂
[00:08:46.640 --> 00:08:48.440]  祂是偉大奇妙神
[00:08:48.440 --> 00:08:52.480]  這是帶我們出埃及的神
[00:08:52.480 --> 00:08:54.800]  我們常常講埃及就是怎麼樣
[00:08:54.800 --> 00:08:56.880]  世界
[00:08:56.880 --> 00:08:59.800]  所以我們受招離開世界進入神的國度
[00:08:59.800 --> 00:09:02.560]  我們也常常講我們是出埃及
[00:09:02.560 --> 00:09:03.640]  是不是
[00:09:03.640 --> 00:09:04.840]  阿雷厄亞
[00:09:04.840 --> 00:09:06.280]  您知道嗎
[00:09:06.280 --> 00:09:09.680]  當初出埃及這一批人
[00:09:09.680 --> 00:09:12.120]  全部是在曠野
[00:09:12.120 --> 00:09:15.520]  只有兩個人能夠進入
[00:09:15.520 --> 00:09:19.080]  神爲他們應許的迦南美帝
[00:09:19.080 --> 00:09:20.320]  爲什麼
[00:09:20.320 --> 00:09:23.600]  因爲就好像保羅說的
[00:09:23.600 --> 00:09:25.400]  我們應該是兒女
[00:09:25.400 --> 00:09:27.880]  但是我們仍舊害怕
[00:09:27.880 --> 00:09:29.280]  仍然是奴僕
[00:09:29.280 --> 00:09:32.240]  所以除了埃及這些老一輩的
[00:09:32.240 --> 00:09:35.800]  他們仍然有奴隸的心態
[00:09:35.800 --> 00:09:39.680]  仍然是世界的王在控制我們
[00:09:39.680 --> 00:09:41.360]  什麼是世界的王啊
[00:09:41.360 --> 00:09:42.720]  有可能是你的工作
[00:09:42.720 --> 00:09:43.840]  有可能是你的事業
[00:09:43.840 --> 00:09:45.080]  有可能是你的錢財
[00:09:45.080 --> 00:09:47.000]  有可能是你的家庭
[00:09:47.000 --> 00:09:47.600]  等等
[00:09:47.600 --> 00:09:49.280]  這是世界的王
[00:09:49.280 --> 00:09:51.400]  還有世界的風俗習慣
[00:09:51.400 --> 00:09:54.320]  或者是偶像在控制我們
[00:09:54.320 --> 00:09:57.360]  但是當我們越出了埃及的時候
[00:09:57.360 --> 00:10:00.920]  真的不要再被這些所奴隸
[00:10:00.920 --> 00:10:03.560]  那是要真正成爲神的兒子
[00:10:03.560 --> 00:10:06.800]  然後呼叫阿巴夫
[00:10:06.800 --> 00:10:08.800]  阿雷厄亞讚美神
[00:10:08.800 --> 00:10:10.640]  是的
[00:10:10.640 --> 00:10:13.760]  今天我要跟各位講
[00:10:13.760 --> 00:10:17.600]  蒙昭的阿雷厄亞
[00:10:17.600 --> 00:10:19.040]  當地頭大哥
[00:10:19.040 --> 00:10:20.280]  父親我們感謝你
[00:10:20.280 --> 00:10:22.440]  我們讚美你
[00:10:22.440 --> 00:10:25.240]  因爲你是又真又活的神
[00:10:25.240 --> 00:10:27.800]  因爲你在我們中間掌權作王
[00:10:27.800 --> 00:10:30.600]  成爲我們的幫助
[00:10:30.600 --> 00:10:32.320]  做我們的父親
[00:10:32.320 --> 00:10:34.720]  成爲我們的阿巴夫
[00:10:34.720 --> 00:10:36.920]  感謝你讚美你
[00:10:36.920 --> 00:10:37.360]  哦
[00:10:37.360 --> 00:10:40.560]  求你在我們中間設立摩西的會墓
[00:10:40.560 --> 00:10:41.560]  大衛的帳幕
[00:10:41.560 --> 00:10:43.160]  神的聖殿
[00:10:43.160 --> 00:10:46.360]  還有這個教堂教會
[00:10:46.360 --> 00:10:48.720]  最終神的寶座
[00:10:48.720 --> 00:10:50.320]  在人間
[00:10:50.320 --> 00:10:51.920]  感謝神讚美神
[00:10:51.920 --> 00:10:54.520]  禱告奉主耶穌基督的名
[00:10:54.520 --> 00:10:56.280]  Amen
[00:10:56.280 --> 00:10:58.680]  我講蒙昭的人
[00:10:58.680 --> 00:11:01.240]  當然我這樣第一個要講摩西啦
[00:11:01.240 --> 00:11:02.120]  是不是
[00:11:02.120 --> 00:11:06.280]  我們都知道摩西他一生有三個四十年
[00:11:06.280 --> 00:11:09.160]  他第一個四十年他是怎麼樣
[00:11:09.160 --> 00:11:10.960]  埃及王子嘛
[00:11:10.960 --> 00:11:12.480]  是不是
[00:11:12.480 --> 00:11:14.440]  他什麼都能
[00:11:14.440 --> 00:11:16.600]  他受了世界最好的教育
[00:11:16.600 --> 00:11:19.080]  然後他有各式各樣的武藝
[00:11:19.080 --> 00:11:21.320]  他是什麼都能
[00:11:21.320 --> 00:11:23.120]  後來四十年呢
[00:11:23.120 --> 00:11:25.680]  他在逃難到米甸的礦野
[00:11:25.680 --> 00:11:28.000]  在那邊放羊
[00:11:28.000 --> 00:11:30.640]  他是什麼都不能
[00:11:30.640 --> 00:11:32.760]  當他放了羊的時候
[00:11:32.760 --> 00:11:34.800]  當神來找他的時候
[00:11:34.800 --> 00:11:36.320]  他說我是什麼都不能
[00:11:36.320 --> 00:11:37.640]  我笨口拙舌
[00:11:37.640 --> 00:11:39.720]  你找別人吧
[00:11:39.720 --> 00:11:41.960]  神說我給你權柄
[00:11:41.960 --> 00:11:44.680]  神說我就是要用你
[00:11:44.680 --> 00:11:46.080]  哈雷勒讚美神
[00:11:46.080 --> 00:11:48.680]  所以他最後的四十年
[00:11:48.680 --> 00:11:51.120]  從八十歲到一百二十歲
[00:11:51.120 --> 00:11:55.040]  他是一個神能的人
[00:11:55.040 --> 00:11:56.920]  聖經上面說他是
[00:11:56.920 --> 00:11:58.440]  Man of God
[00:11:58.440 --> 00:11:59.560]  神人
[00:11:59.560 --> 00:12:02.880]  是靠神什麼都能的人
[00:12:02.880 --> 00:12:08.520]  所以這是他的一生的三個四十年
[00:12:08.520 --> 00:12:11.840]  摩西帶着百姓在礦野漂流
[00:12:11.840 --> 00:12:15.040]  實際上他們是在磨鴉平原裏面漂流
[00:12:15.040 --> 00:12:17.840]  在約旦河以東的地方
[00:12:17.840 --> 00:12:19.320]  摩西次級東
[00:12:19.320 --> 00:12:22.880]  結果沒有進入迦南平原
[00:12:22.880 --> 00:12:25.240]  當他一百二十歲的時候
[00:12:25.240 --> 00:12:27.040]  神帶他
[00:12:27.040 --> 00:12:29.040]  就在約旦河半有一個山
[00:12:29.040 --> 00:12:31.280]  叫做尼泊山
[00:12:31.280 --> 00:12:32.800]  帶他上去
[00:12:32.800 --> 00:12:35.080]  那個時候摩西已經
[00:12:35.080 --> 00:12:37.760]  發蒼蒼了 老太龍中了
[00:12:37.760 --> 00:12:41.280]  但是視野非常好
[00:12:41.280 --> 00:12:42.920]  神跟他說你看
[00:12:42.920 --> 00:12:44.720]  那就是迦南平原
[00:12:44.720 --> 00:12:46.800]  但是你過不去
[00:12:46.800 --> 00:12:49.880]  因爲摩西一個神呼召的人
[00:12:49.880 --> 00:12:51.320]  神蒙召的人
[00:12:51.320 --> 00:12:53.680]  一個神用的人
[00:12:53.680 --> 00:12:59.360]  如果你不能夠比平常人更聖潔
[00:12:59.360 --> 00:13:01.000]  更順服服服
[00:13:01.000 --> 00:13:03.920]  更努力做神的事情
[00:13:03.920 --> 00:13:06.280]  神的處罰是重的
[00:13:06.280 --> 00:13:08.760]  太多例子 不是嗎
[00:13:08.760 --> 00:13:10.440]  感謝神 讚美神
[00:13:10.440 --> 00:13:11.800]  是的
[00:13:11.800 --> 00:13:15.680]  摩西從摩鴉平原登尼泊山
[00:13:15.680 --> 00:13:18.560]  耶和華把應許之地指給他看
[00:13:18.560 --> 00:13:19.800]  對他說
[00:13:19.800 --> 00:13:23.160]  這就是我向亞伯拉罕以下雅各
[00:13:23.160 --> 00:13:26.640]  啓示應許之地說
[00:13:26.640 --> 00:13:29.920]  我必將這地賜給你的後裔
[00:13:29.920 --> 00:13:32.520]  現在我使你眼睛看見了
[00:13:32.520 --> 00:13:36.480]  你卻不得過到那裏去
[00:13:36.480 --> 00:13:38.680]  於是摩西就死在
[00:13:38.680 --> 00:13:40.320]  那摩鴉平原
[00:13:40.320 --> 00:13:43.920]  他一輩子沒有進去加南平原
[00:13:43.920 --> 00:13:49.000]  正如耶和華所說的
[00:13:49.000 --> 00:13:51.120]  神召他的時候
[00:13:51.120 --> 00:13:53.680]  那時候他是一個放羊的人
[00:13:53.680 --> 00:13:55.720]  大概八十歲左右
[00:13:55.720 --> 00:13:56.720]  是的
[00:13:56.720 --> 00:14:01.480]  神在荊棘火焰中啓示他
[00:14:01.480 --> 00:14:03.200]  是在河列山
[00:14:03.200 --> 00:14:05.640]  聖經上面說是一個極大的山
[00:14:05.640 --> 00:14:08.160]  又叫做西乃山
[00:14:08.160 --> 00:14:13.880]  實際上雅各當他逃難出去回來的時候
[00:14:13.880 --> 00:14:16.160]  他有經過西乃山
[00:14:16.160 --> 00:14:18.760]  他有特別在那裏
[00:14:18.760 --> 00:14:22.480]  跟神的使者摔跤那個附近
[00:14:22.480 --> 00:14:24.800]  所以這個山
[00:14:24.800 --> 00:14:27.960]  後來也是摩西在西乃山上面
[00:14:27.960 --> 00:14:30.000]  領受什麼
[00:14:30.000 --> 00:14:32.160]  十戒
[00:14:32.160 --> 00:14:35.320]  領受十戒法板就是上這西乃山
[00:14:35.320 --> 00:14:41.240]  所以後來我們就通稱這叫做神的山
[00:14:41.240 --> 00:14:43.760]  神的山是欺瞞不得的
[00:14:43.760 --> 00:14:44.560]  是不是這樣
[00:14:44.560 --> 00:14:48.960]  當初摩西上那個山去領受十戒法板的時候
[00:14:48.960 --> 00:14:50.160]  聖經上面說
[00:14:50.160 --> 00:14:52.760]  山上雷轟閃電
[00:14:52.760 --> 00:14:54.760]  然後大雨狂風
[00:14:54.760 --> 00:14:57.880]  那麼耶穌亞在山下把守
[00:14:57.880 --> 00:15:00.080]  不讓有任何人上去
[00:15:00.080 --> 00:15:03.000]  因爲上去就會被擊殺的
[00:15:03.000 --> 00:15:05.440]  只有摩西是以一個君王的身份
[00:15:05.440 --> 00:15:07.040]  以一個大祭司的身份
[00:15:07.040 --> 00:15:08.720]  上去見神的
[00:15:08.720 --> 00:15:10.760]  哈雷路亞是的
[00:15:10.760 --> 00:15:16.920]  而且由摩西看到是那個火燒荊棘啊
[00:15:16.920 --> 00:15:18.360]  火代表什麼
[00:15:18.360 --> 00:15:21.360]  火代表神的公義
[00:15:21.360 --> 00:15:23.920]  神的荊棘代表什麼
[00:15:23.920 --> 00:15:27.280]  荊棘是最沒有用的東西嘛
[00:15:27.280 --> 00:15:30.560]  我從來沒看過有誰家種荊棘的
[00:15:30.560 --> 00:15:31.400]  是不是
[00:15:31.400 --> 00:15:33.360]  你可能種草 你可能種花
[00:15:33.360 --> 00:15:35.200]  你可能種什麼
[00:15:35.200 --> 00:15:37.440]  但是沒有人會種荊棘
[00:15:37.440 --> 00:15:39.440]  荊棘是人不要的
[00:15:39.440 --> 00:15:43.480]  甚至於牲畜都不會喫它的
[00:15:43.480 --> 00:15:46.080]  荊棘是沒有用的
[00:15:46.080 --> 00:15:49.960]  但是荊棘反而不毀
[00:15:49.960 --> 00:15:54.120]  荊棘被火燒 被神來鍛鍊
[00:15:54.120 --> 00:15:56.200]  就成爲什麼
[00:15:56.200 --> 00:15:59.520]  荊棘便成爲神所重用的
[00:15:59.520 --> 00:16:02.680]  一個反而不毀的一個生命
[00:16:02.680 --> 00:16:03.640]  哈雷路亞
[00:16:03.640 --> 00:16:05.720]  摩西就在這個山上
[00:16:05.720 --> 00:16:08.480]  他被神轉化他的生命
[00:16:08.480 --> 00:16:13.480]  摩西常常後來就喜歡上山去跟神見面
[00:16:13.480 --> 00:16:14.960]  當他跟神見面的時候
[00:16:14.960 --> 00:16:16.040]  聖經上面說
[00:16:16.040 --> 00:16:18.280]  他臉色都發光了
[00:16:18.280 --> 00:16:19.320]  是不是
[00:16:19.320 --> 00:16:22.120]  所以我看各位臉都發光了
[00:16:22.120 --> 00:16:24.280]  神跟你見面了是不是
[00:16:24.280 --> 00:16:25.280]  哈雷路亞
[00:16:25.280 --> 00:16:26.280]  就算沒見到面
[00:16:26.280 --> 00:16:28.760]  晚上睡覺又夢到神不是
[00:16:28.760 --> 00:16:30.400]  臉色發光
[00:16:30.400 --> 00:16:31.960]  哈雷路亞大美神
[00:16:31.960 --> 00:16:33.480]  但是不管怎麼樣
[00:16:33.480 --> 00:16:36.280]  一代梟雄摩西
[00:16:36.280 --> 00:16:41.680]  他帶領百姓來到約旦河畔尼泊山
[00:16:41.680 --> 00:16:43.160]  已經老了
[00:16:43.160 --> 00:16:45.200]  也死在那邊了
[00:16:45.200 --> 00:16:47.680]  神爲了要用他
[00:16:47.680 --> 00:16:49.640]  預備了他多久啊
[00:16:49.640 --> 00:16:52.680]  預備了他八十年
[00:16:52.680 --> 00:16:56.120]  所以我說神要用我還沒開始
[00:16:56.120 --> 00:16:59.160]  我要八十歲他才真正開始要用我
[00:16:59.160 --> 00:16:59.960]  對不對
[00:16:59.960 --> 00:17:02.080]  我才真的算ready
[00:17:02.080 --> 00:17:03.280]  是不是
[00:17:03.280 --> 00:17:05.560]  哇 我們的神真的是
[00:17:05.560 --> 00:17:07.120]  他要用
[00:17:07.120 --> 00:17:09.960]  那是真正是荊棘要火燒
[00:17:09.960 --> 00:17:11.800]  尤其我是荊棘嘛
[00:17:11.800 --> 00:17:13.840]  要經過火燒
[00:17:13.840 --> 00:17:17.560]  粉而不灰的生命
[00:17:17.560 --> 00:17:20.360]  才能夠被他使用
[00:17:20.360 --> 00:17:21.320]  哈雷路亞
[00:17:21.320 --> 00:17:26.240]  神用了他三分之二的生命來預備他
[00:17:26.240 --> 00:17:30.760]  我們用了多少的生命來服侍神啊
[00:17:30.760 --> 00:17:32.160]  不好意思哦
[00:17:32.160 --> 00:17:34.240]  我也是講不好聽點
[00:17:34.240 --> 00:17:36.200]  用個俗話講是
[00:17:36.200 --> 00:17:42.240]  這個退休了纔來服侍神
[00:17:42.240 --> 00:17:43.800]  對不對
[00:17:43.800 --> 00:17:48.080]  但是我們的神也是很風趣很有意思
[00:17:48.080 --> 00:17:52.480]  他找了一個沒有用的人
[00:17:52.480 --> 00:17:54.640]  像我
[00:17:54.640 --> 00:17:57.280]  神常常找人啊
[00:17:57.280 --> 00:17:59.960]  你要知道神怎麼呼召你啊
[00:17:59.960 --> 00:18:02.720]  我講聖經幾個例子啊
[00:18:02.720 --> 00:18:06.000]  神怎麼來找你啊
[00:18:06.000 --> 00:18:09.440]  神呼召亞伯拉罕是怎麼呼召啊
[00:18:09.440 --> 00:18:11.840]  亞伯拉罕要見他兒子以撒的時候
[00:18:11.840 --> 00:18:14.040]  然後當他剛要動手的時候
[00:18:14.040 --> 00:18:15.560]  神的使者說
[00:18:15.560 --> 00:18:17.320]  亞伯拉罕 亞伯拉罕
[00:18:17.320 --> 00:18:19.200]  向他呼叫
[00:18:19.200 --> 00:18:21.920]  這叫做雙重的呼召
[00:18:21.920 --> 00:18:23.760]  double calling
[00:18:23.760 --> 00:18:28.200]  如果說你聽到神double calling你啊
[00:18:28.200 --> 00:18:31.480]  你最好放下所有來跟隨他
[00:18:31.480 --> 00:18:33.280]  真正是這回事
[00:18:33.280 --> 00:18:36.240]  撒慕爾也是啊
[00:18:36.240 --> 00:18:39.360]  撒慕爾他的名字叫Samuel
[00:18:39.360 --> 00:18:43.400]  意思是這是我神從神那邊求來的
[00:18:43.400 --> 00:18:46.120]  因爲他的媽媽不會生孩子
[00:18:46.120 --> 00:18:48.040]  結果他媽媽跟神求了半天
[00:18:48.040 --> 00:18:49.840]  最後求到一個孩子
[00:18:49.840 --> 00:18:51.560]  他就給他取名叫Samuel
[00:18:51.560 --> 00:18:53.920]  意思是說我從神那邊求來的
