
[00:00:00.000 --> 00:00:05.440]  那在這個 我們讀完這個《創世紀》的時候
[00:14:33.240 --> 00:14:37.320]  因為他們在曠野裡面也不斷地去
[00:14:37.320 --> 00:14:40.080]  成為不守約的人
[00:14:40.080 --> 00:14:40.960]  covenant breaker
[00:14:40.960 --> 00:14:42.560]  他們整天想回去埃及
[00:14:42.560 --> 00:14:44.920]  又拜其他的偶像等等
[00:14:44.920 --> 00:14:47.920]  沒有專心去侍奉耶和華
[00:14:47.920 --> 00:14:50.720]  但是這個故事從這個角度來說是
[00:14:50.720 --> 00:14:54.440]  教他們好像成為尤達的後裔
[00:14:54.440 --> 00:14:56.360]  雖然他們不一定是尤達的後裔
[00:14:56.360 --> 00:14:58.080]  從這個血統上面
[00:14:58.080 --> 00:15:00.960]  但是屬靈上面他們要成為尤達的後裔
[00:15:00.960 --> 00:15:03.320]  儘管他們是叛逆者
[00:15:03.320 --> 00:15:05.480]  他們還是可以歸回
[00:15:05.480 --> 00:15:08.040]  從另外一個角度來說
[00:15:08.040 --> 00:15:09.640]  聖經學家告訴我們
[00:15:09.640 --> 00:15:10.640]  這是挺複雜的
[00:15:10.640 --> 00:15:13.440]  儘管我們說《創世紀》是
[00:15:13.440 --> 00:15:15.440]  摩西寫給當時的人
[00:15:15.440 --> 00:15:18.120]  但是《創世紀》最後這本書
[00:15:18.120 --> 00:15:21.000]  可能是經過好幾百年的修改
[00:15:21.000 --> 00:15:22.440]  我不是說大改
[00:15:22.440 --> 00:15:24.840]  可能加一點加一點加一點
[00:15:24.840 --> 00:15:27.000]  所以最後我們今天有的版本
[00:15:27.000 --> 00:15:30.880]  其實有些人相信是已經到君王時代
[00:15:30.880 --> 00:15:33.560]  大魏王朝以後
[00:15:33.560 --> 00:15:36.560]  才最後的一個修訂版
[00:15:36.560 --> 00:15:38.200]  在這個修訂版裡面
[00:15:38.200 --> 00:15:39.960]  它加了這個故事
[00:15:39.960 --> 00:15:43.280]  可能它強調了這個故事
[00:15:43.280 --> 00:15:45.880]  要告訴你為什麽大魏的後裔
[00:15:45.880 --> 00:15:52.880]  才是最後成就以色列王權的這個子民
[00:15:52.880 --> 00:15:56.880]  當然那個君王是耶穌基督
[00:15:56.880 --> 00:15:59.200]  然後耶穌基督做了一個事情
[00:15:59.200 --> 00:16:00.960]  跟猶大一樣的
[00:16:00.960 --> 00:16:08.920]  就是祂願意把自己奉上去跟祂的
[00:16:08.920 --> 00:16:11.320]  為祂的弟兄交換位置
[00:16:11.320 --> 00:16:14.000]  為罪人交換位置
[00:16:14.000 --> 00:16:17.760]  但我們會去《馬可福音》第一章14、15節
[00:16:17.760 --> 00:16:21.480]  如果你平時有聽過我講這段聖經
[00:16:21.480 --> 00:16:24.080]  你知道這個故事講到上帝
[00:16:24.080 --> 00:16:25.920]  耶穌來傳揚上帝的福音
[00:16:25.920 --> 00:16:28.880]  但是這個故事有一個非常重要的背景
[00:16:28.880 --> 00:16:32.040]  那個背景是「約翰下奸」
[00:16:32.040 --> 00:16:35.400]  「約翰下奸」意味著將來的耶穌
[00:16:35.400 --> 00:16:37.080]  因為約翰是祂的先鋒
[00:16:37.080 --> 00:16:41.800]  也會下奸 甚至會釘在十字架來奉上
[00:16:41.800 --> 00:16:43.480]  祂為什麽釘在十字架上
[00:16:43.480 --> 00:16:50.240]  是因為祂要拯救在約裡面祂的弟兄
[00:16:50.240 --> 00:16:51.720]  祂是要奉上自己
[00:16:51.720 --> 00:16:54.840]  正如猶大一樣祂奉上了自己
[00:16:54.840 --> 00:16:59.800]  所以這個權柄統治會在耶穌的手上
[00:16:59.800 --> 00:17:04.080]  那誰可以領受這個福音 可以進入天國呢?
[00:17:04.080 --> 00:17:06.520]  就是那些悔改性福音的人
[00:17:06.520 --> 00:17:07.320]  什麽意思?
[00:17:07.320 --> 00:17:09.280]  從一個covenant breaker
[00:17:09.280 --> 00:17:12.200]  從上帝的約是不守約的人
[00:17:12.200 --> 00:17:14.320]  變成一個守約的人
[00:17:14.320 --> 00:17:15.600]  這個叫做悔改
[00:17:15.600 --> 00:17:21.760]  這叫做符合在君王的權柄之下
[00:17:21.760 --> 00:17:24.520]  如果我們從另外一個應用的角度來說
[00:17:24.520 --> 00:17:30.640]  就是我們與我們從前的世界斷絕了約的關係
[00:17:30.640 --> 00:17:32.520]  從前我們是屬於世界的
[00:17:32.520 --> 00:17:35.600]  我們現在跟他們斷絕了約的關係
[00:17:35.600 --> 00:17:38.320]  我們現在要轉向天國
[00:17:38.320 --> 00:17:41.360]  與天國立約 成為天國的子民
[00:17:41.360 --> 00:17:45.120]  這個是整個故事告訴我們
[00:17:45.120 --> 00:17:47.640]  耶穌會成為君王
[00:17:47.640 --> 00:17:51.760]  我們要從不守約的人變成守約的人
[00:17:51.760 --> 00:17:56.240]  與祂一起追求天國 祂的國 祂的義
[00:17:56.240 --> 00:18:00.080]  希望這個故事對大家有一個幫助
[00:18:00.080 --> 00:18:05.600]  也比較明白為什麽《創世紀》最後幾章會這樣寫
[00:18:05.600 --> 00:18:07.000]  好 大家努力
