
[00:00:00.000 --> 00:00:01.680]  各位電影師姐妹,大家平安
[00:05:19.240 --> 00:05:22.480]  因為它在歐亞非的中心
[00:05:22.480 --> 00:05:23.880]  這裏第四節
[00:05:23.880 --> 00:05:29.240]  「他們說內霸我們要建造一座城和一個塔」
[00:05:29.240 --> 00:05:31.040]  「塔頂通天」
[00:05:31.040 --> 00:05:33.360]  「為要傳揚我們的名」
[00:05:33.360 --> 00:05:36.040]  「免得我們分散在全地上」
[00:05:36.040 --> 00:05:37.320]  於是他們開始做
[00:05:37.320 --> 00:05:38.840]  接著就做了
[00:05:38.840 --> 00:05:42.280]  其實這裏是說他們做的情況是repeat
[00:05:42.280 --> 00:05:45.040]  是重複第三節的起頭
[00:05:45.040 --> 00:05:47.760]  就是「你啊,內霸啊,內霸啊」
[00:05:47.760 --> 00:05:50.200]  「我們要做甚麼?我們要建一座城」
[00:05:50.200 --> 00:05:52.640]  這裏是說做的方法
[00:05:52.640 --> 00:05:55.800]  軟件硬件做磚
[00:05:55.800 --> 00:05:57.440]  然後磚就燒
[00:05:57.440 --> 00:06:06.040]  燒了它變硬到像石一樣,然後用蠟青、石漆把它黏在一起
[00:06:06.040 --> 00:06:07.880]  然後這裏做甚麼呢?
[00:06:07.880 --> 00:06:10.360]  就是在說工程的目標
[00:06:10.360 --> 00:06:14.840]  就是我們要建造一座城和一座塔
[00:06:14.840 --> 00:06:16.000]  城要來做甚麼呢?
[00:06:16.000 --> 00:06:17.480]  就是要來住在裏面
[00:06:17.480 --> 00:06:19.840]  近一點可以聊天
[00:06:19.840 --> 00:06:21.760]  可以有東西買賣
[00:06:21.760 --> 00:06:23.960]  可以有娛樂提供
[00:06:23.960 --> 00:06:26.760]  你做衣服,他做食物
[00:06:26.760 --> 00:06:31.360]  他賣牛奶、釀酒
[00:06:31.360 --> 00:06:33.120]  很多東西在一起
[00:06:33.120 --> 00:06:36.800]  還可以有很多娛樂事業等等,很開心
[00:06:36.800 --> 00:06:38.760]  又容易認識朋友
[00:06:38.760 --> 00:06:41.680]  大地在那裏牧羊,怎會見到呢?
[00:06:41.680 --> 00:06:45.080]  現在見到,你是誰誰的兒子?
[00:06:45.080 --> 00:06:47.760]  於是一座城是比較容易來往
[00:06:47.760 --> 00:06:49.760]  更加聚在一起
[00:06:49.760 --> 00:06:52.520]  不喜歡住在外面,聚在一起
[00:06:52.520 --> 00:06:54.640]  可能哪些人在外面放羊呢?
[00:06:54.640 --> 00:06:58.000]  那些下人,或者某些喜歡住在外面
[00:06:58.000 --> 00:06:59.960]  多數人回去住在城市
[00:06:59.960 --> 00:07:01.280]  聚在一起
[00:07:01.280 --> 00:07:03.720]  然後我們還要建一座塔
[00:07:03.720 --> 00:07:07.360]  這座塔當時的人很有計劃
[00:07:07.360 --> 00:07:08.560]  做一座塔做甚麼呢?
[00:07:08.560 --> 00:07:09.920]  那座塔要高
[00:07:09.920 --> 00:07:12.640]  當然了,如果做一座塔很矮有甚麼用呢?
[00:07:12.640 --> 00:07:14.480]  要一個高的塔
[00:07:14.480 --> 00:07:20.240]  高的塔就是要來傳揚我們的名
[00:07:20.240 --> 00:07:23.440]  免得我們分散在全地上
[00:07:23.440 --> 00:07:26.880]  做一座塔要來傳揚我們的名
[00:07:26.880 --> 00:07:28.320]  傳揚阿沙
[00:07:28.320 --> 00:07:32.080]  阿沙這個詞在《創世紀》時時都出現
[00:07:32.080 --> 00:07:34.400]  其實在《成本聖經》都經常出現
[00:07:34.400 --> 00:07:36.400]  阿沙就是製造
[00:07:36.400 --> 00:07:38.400]  產生做
[00:07:38.400 --> 00:07:40.400]  匯莫是要做的
[00:07:40.400 --> 00:07:41.680]  一樣是要做的
[00:07:41.680 --> 00:07:44.080]  《創世紀》在巴拉
[00:07:44.080 --> 00:07:47.120]  巴拉這個字就是創造從無變有
[00:07:47.120 --> 00:07:48.480]  叫做創造巴拉
[00:07:48.480 --> 00:07:51.440]  但是之後很多字後,甚至做的時候
[00:07:51.440 --> 00:07:52.960]  經常都用這個阿沙
[00:07:52.960 --> 00:07:53.840]  阿沙呢
[00:07:53.840 --> 00:07:55.600]  神造人就是阿沙
[00:07:55.600 --> 00:07:56.640]  是造的
[00:07:56.640 --> 00:07:59.440]  我們要做一座塔
[00:07:59.440 --> 00:08:00.960]  做一座塔做甚麼呢?
[00:08:00.960 --> 00:08:03.680]  就是要來建立我們的名
[00:08:03.680 --> 00:08:07.120]  造是要建立製造我們的名
[00:08:07.120 --> 00:08:09.360]  即是做一個品牌
[00:08:09.360 --> 00:08:10.640]  build up a name
[00:08:10.640 --> 00:08:12.160]  a brand name
[00:08:12.160 --> 00:08:13.360]  就是做一個高的塔
[00:08:13.360 --> 00:08:14.400]  於是大家看到
[00:08:14.400 --> 00:08:16.880]  在平原行的時候
[00:08:16.880 --> 00:08:18.640]  哇,那個塔好高啊
[00:08:18.640 --> 00:08:20.800]  見到就在那裡了
[00:08:20.800 --> 00:08:23.440]  城市在那裡,城市在那裡
[00:08:23.440 --> 00:08:25.200]  我們去那裡
[00:08:25.200 --> 00:08:27.760]  也是建造一個
[00:08:27.760 --> 00:08:29.760]  吸引建造一個越來越大
[00:08:29.760 --> 00:08:32.240]  越來越大,越來越大的城市
[00:08:32.240 --> 00:08:33.600]  有些人就解釋
[00:08:33.600 --> 00:08:36.640]  塔頂通天
[00:08:36.640 --> 00:08:37.840]  就不對的
[00:08:37.840 --> 00:08:40.080]  塔頂通天是邪惡的
[00:08:40.080 --> 00:08:42.240]  因為當時的人竟然做一座塔
[00:08:42.240 --> 00:08:43.760]  塔頂通天
[00:08:43.760 --> 00:08:45.920]  是要跟神比高
[00:08:45.920 --> 00:08:47.120]  跟神鬥高
[00:08:47.120 --> 00:08:48.640]  跟神一樣
[00:08:48.640 --> 00:08:51.200]  我個人不認為他們有這個思想
[00:08:51.200 --> 00:08:53.040]  只不過要做一座高塔
[00:08:53.040 --> 00:08:55.360]  讓人遠遠看到
[00:08:55.360 --> 00:08:58.880]  如果晚上還在塔頂加點火
[00:08:58.880 --> 00:09:00.160]  這樣柴火
[00:09:00.160 --> 00:09:02.720]  哇,很遠都看到那裡了
[00:09:02.720 --> 00:09:04.000]  有它在這裡
[00:09:04.000 --> 00:09:05.440]  我們的心就定很多了
[00:09:05.440 --> 00:09:06.880]  在野外放木
[00:09:06.880 --> 00:09:08.560]  都知道方向了
[00:09:08.560 --> 00:09:11.920]  可以知道進去城裡面了
[00:09:11.920 --> 00:09:13.440]  那邊有資源了
[00:09:13.440 --> 00:09:16.240]  於是你會看到塔頂通天
[00:09:16.240 --> 00:09:20.320]  這個塔頂通天是要來製造產生一個品牌
[00:09:20.320 --> 00:09:22.800]  令到我們這個城是越來越大
[00:09:22.800 --> 00:09:24.560]  越來越大,越來越大
[00:09:24.560 --> 00:09:27.120]  還有大家會聚在這裡
[00:09:27.120 --> 00:09:29.520]  所以做起這個城與塔的目的
[00:09:29.520 --> 00:09:32.880]  是免得我們分散在地上的
[00:09:32.880 --> 00:09:34.800]  咦,那你有沒有發覺到
[00:09:34.800 --> 00:09:36.720]  剛剛昨天港神說
[00:09:36.720 --> 00:09:41.920]  你要新的族裔生產更多片滿全地
[00:09:41.920 --> 00:09:43.120]  誰知道他們是說
[00:09:43.120 --> 00:09:44.400]  我們不分散
[00:09:44.400 --> 00:09:46.000]  我們要聚在一起
[00:09:46.000 --> 00:09:48.880]  越來越大的城市聚在一起
[00:09:48.880 --> 00:09:50.400]  不聽祂說
[00:09:50.400 --> 00:09:56.720]  於是又說降臨要看一看世人所建造的城與塔是怎樣的
[00:09:56.720 --> 00:10:00.400]  其實神又有一個擬人化personification
[00:10:00.400 --> 00:10:03.200]  就是說我好像人一樣要下來看看
[00:10:03.200 --> 00:10:05.200]  這個看一看真是
[00:10:05.200 --> 00:10:07.520]  是望一眼的意思
[00:10:07.520 --> 00:10:08.240]  愚昧的字
[00:10:08.240 --> 00:10:09.680]  我要望一眼
[00:10:09.680 --> 00:10:10.960]  give a glance
[00:10:10.960 --> 00:10:12.560]  我要望一望
[00:10:12.560 --> 00:10:14.320]  望一望祂搞什麼才行
[00:10:14.320 --> 00:10:16.080]  這樣的意思,望一望
[00:10:16.080 --> 00:10:18.000]  看看人造的城與塔
[00:10:18.000 --> 00:10:20.960]  我特別要講解這個字
[00:10:20.960 --> 00:10:24.800]  Yara,Yara是下來
[00:10:24.800 --> 00:10:27.360]  這裡降臨這麼厲害
[00:10:27.360 --> 00:10:29.520]  因為中文嘛
[00:10:29.520 --> 00:10:33.680]  以往的人對於神來,神下來
[00:10:33.680 --> 00:10:35.280]  那就降臨了
[00:10:35.280 --> 00:10:37.520]  天子下來就叫降臨
[00:10:37.520 --> 00:10:39.200]  書尊降跪
[00:10:39.200 --> 00:10:41.120]  是我們想用的字
[00:10:41.120 --> 00:10:45.200]  我們就會講耶和華降臨,耶和華下來
[00:10:45.200 --> 00:10:47.600]  正如上帝給的東西就叫做賜
[00:10:47.600 --> 00:10:50.160]  其實聖經用的字是give,是給
[00:10:50.160 --> 00:10:53.280]  好了,耶和華就說好了,看一看
[00:10:53.280 --> 00:10:56.000]  耶和華身體說看一看
[00:10:56.000 --> 00:10:58.320]  可以的,三位一看,自己聊天
[00:10:58.320 --> 00:11:02.320]  看一看,他們成為一樣的
[00:11:02.320 --> 00:11:06.880]  這個樣子我藍色了,就是說它可能是沒有的
[00:11:06.880 --> 00:11:09.280]  不過可以有的
[00:11:09.280 --> 00:11:10.880]  不過是更加明一點
[00:11:10.880 --> 00:11:16.160]  其實他們成為一樣的人民,都是一樣的言語
[00:11:16.160 --> 00:11:18.400]  一樣的人民,一樣的言語
[00:11:18.400 --> 00:11:21.120]  是one language, one people
[00:11:21.120 --> 00:11:25.840]  「一」是Ek-ark,Ek-ark
[00:11:25.840 --> 00:11:29.440]  Ek-ek,Ek-ek,Ek-ek
[00:11:29.440 --> 00:11:33.760]  Ek-ek,Ek-ek是一
[00:11:33.760 --> 00:11:36.160]  有些人讀Ek-ek
[00:11:36.160 --> 00:11:37.840]  有些人讀Ek-ka
[00:11:37.840 --> 00:11:40.880]  那也不要緊了,Ek-ek,一
[00:11:40.880 --> 00:11:45.840]  他們是一個民族,是一個語言
[00:11:45.840 --> 00:11:50.720]  如今做這件事,做起這件事
[00:11:50.720 --> 00:11:53.520]  起了的話,希伯來文就是說
[00:11:53.520 --> 00:11:57.840]  現在他們正在起,開始了,正在起
[00:11:57.840 --> 00:11:59.440]  如今就正在起
[00:11:59.440 --> 00:12:02.480]  以如今的對比,就是以後
[00:12:02.480 --> 00:12:07.280]  以後他們所要做的事,就一定做到的了
[00:12:07.280 --> 00:12:10.160]  如果連這樣的城,這樣的塔都起到
[00:12:10.160 --> 00:12:12.240]  他們這個一,這個合一
[00:12:12.240 --> 00:12:14.400]  就一路增加他們的力量
[00:12:14.400 --> 00:12:17.680]  將來做什麼他們都會做到
[00:12:17.680 --> 00:12:20.000]  咦,這樣不好嗎?
[00:12:20.000 --> 00:12:24.480]  人家整個後裔這麼合一
[00:12:24.480 --> 00:12:26.400]  起了城,起了塔不好嗎?
[00:12:26.400 --> 00:12:28.240]  那為什麼要打散人家?
[00:12:28.240 --> 00:12:32.640]  但神的心意就是你要生養眾多,遍滿全地
[00:12:32.640 --> 00:12:37.440]  不用地球這麼大,做一個城的區域給你就夠了
[00:12:37.440 --> 00:12:40.880]  其實就是要你生養眾多,遍滿全地
[00:12:40.880 --> 00:12:43.200]  現在我全地都給你了
[00:12:43.200 --> 00:12:48.160]  你去跟我遍滿,生多點,不要我與你一起
[00:12:48.160 --> 00:12:51.040]  我就是想要起個品牌給人看到
[00:12:51.040 --> 00:12:54.480]  這裡就是我們的中心,大家不要散開
[00:12:54.480 --> 00:12:57.440]  因為起個城和塔本身的含義
[00:12:57.440 --> 00:13:00.640]  就是免得我們分散在地上
[00:13:00.640 --> 00:13:03.920]  但神的心意就是我想你分散在地上
[00:13:03.920 --> 00:13:06.960]  所以神就說,他們在做這些,我們去看看
[00:13:06.960 --> 00:13:10.960]  咦,他們是一個文一個言語不行,他們會很聚集
[00:13:10.960 --> 00:13:14.240]  如今他們已經開始這樣聚集了
[00:13:14.240 --> 00:13:16.640]  以後真是不得了了
[00:13:16.640 --> 00:13:20.640]  於是沒什麼不行了
[00:13:20.640 --> 00:13:25.600]  有些人就說,他還說城會很壞,城市很壞
[00:13:25.600 --> 00:13:34.320]  城市壞不壞就不能一竹掃一船人
[00:13:34.320 --> 00:13:36.800]  有些城市好,有些城市很壞
[00:13:36.800 --> 00:13:39.200]  有些城市曾經很好,後來很壞
[00:13:39.200 --> 00:13:41.040]  有些曾經很好,後來很壞
[00:13:41.040 --> 00:13:43.680]  很難說的,城市不一定壞
[00:13:43.680 --> 00:13:46.080]  有沒有城市的人都可以壞
[00:13:46.080 --> 00:13:49.760]  我們去那裡是變亂他們的口音
[00:13:49.760 --> 00:13:52.080]  使他們言語彼此不通
[00:13:52.080 --> 00:14:01.360]  這個變亂就是混亂混淆他們的口音
[00:14:01.360 --> 00:14:07.280]  混亂混淆他們的口音混亂了
[00:14:07.280 --> 00:14:10.560]  口音而已,即是accent不一樣
[00:14:10.560 --> 00:14:15.520]  和令到他們的言語不通,言語都變了
[00:14:15.520 --> 00:14:18.320]  忽然之間大家說起不同的語言
[00:14:18.320 --> 00:14:22.800]  於是就使他們在那裡分散在全地停工
[00:14:22.800 --> 00:14:26.480]  不再做那座城了,因為做不了
[00:14:26.480 --> 00:14:28.080]  大家談不攏了
[00:14:28.080 --> 00:14:30.480]  忽然之間不知道在說什麼
[00:14:30.480 --> 00:14:35.120]  不知道為什麼隔壁陳仔說了別種話
[00:14:35.120 --> 00:14:37.920]  不知道在說什麼,今早一睡醒不知道在說什麼
[00:14:37.920 --> 00:14:42.640]  那怎麼辦?大家打手勢,搞來搞去搞不定
[00:14:42.640 --> 00:14:47.280]  又多誤會,於是不行了,搞什麼的
[00:14:47.280 --> 00:14:54.560]  忽然之間言語不同口音不同會有隔膜
[00:14:54.560 --> 00:14:57.200]  然後慢慢覺得大家多誤會
[00:14:57.200 --> 00:15:02.960]  算了我們住遠一點,不如我們住在外面牧羊
[00:15:02.960 --> 00:15:07.280]  於是他們停了工不再做那座城,離開了
[00:15:07.280 --> 00:15:11.360]  其實這是什麼呢?結束的時候故事太長
[00:15:11.360 --> 00:15:17.760]  神是想他們遍滿全地,誰知聚在一起
[00:15:17.760 --> 00:15:23.760]  因為耶和華在那裡變亂天下人的言語
[00:15:23.760 --> 00:15:29.920]  使眾人分散在全地
[00:15:29.920 --> 00:15:34.240]  所以有時候我們是冤枉了巴別城和巴別塔
[00:15:34.240 --> 00:15:37.280]  人們說蓋個高塔就要跟神比高
[00:15:37.280 --> 00:15:41.360]  不是,他說我蓋個很高的塔,高到好像天那麼高
[00:15:41.360 --> 00:15:48.960]  我們都叫摸天大廈,是不是高到可以摸到天
[00:15:48.960 --> 00:15:54.320]  從來沒有人這樣認為,只不過叫很高,摸天大廈
[00:15:54.320 --> 00:15:58.400]  蓋個高塔可以在遠遠望到,令我們集中
[00:15:58.400 --> 00:16:03.040]  還有城市是集中,目的講得很明
[00:16:03.040 --> 00:16:07.680]  神說我要變亂他們的口音,使眾人分散在全地
[00:16:07.680 --> 00:16:09.280]  就是這個原因
[00:16:09.280 --> 00:16:13.280]  高塔就是跟神對抗,跟神比較
[00:16:13.280 --> 00:16:18.160]  城市就是罪惡的溫床
[00:16:18.160 --> 00:16:24.480]  不是他們本身的目的,是想聚居與建立品牌
[00:16:24.480 --> 00:16:27.040]  大家離這裡不要走開
[00:16:27.040 --> 00:16:33.360]  但是神說我不想,於是就用一個混淆語言的方法
[00:16:33.360 --> 00:16:35.520]  令他們要分開,不同的語言
[00:16:35.520 --> 00:16:39.280]  那座城就叫做巴別
[00:16:39.280 --> 00:16:44.160]  所以後來城本身是不是叫巴別呢?不知道
[00:16:44.160 --> 00:16:50.640]  由於混亂了,大家就亂了,亂了
[00:16:50.640 --> 00:16:53.440]  去哪裡?去那裡亂了
[00:16:53.440 --> 00:16:57.280]  那個塔就叫巴別塔,又叫巴別城
[00:16:57.280 --> 00:17:05.600]  後來有人認為巴是指巴別,是指巴比倫
[00:17:05.600 --> 00:17:10.480]  都有點像,因為它後尾就是巴比倫
[00:17:10.480 --> 00:17:13.600]  伊拉克,即是兩河流域的地方
[00:17:13.600 --> 00:17:16.320]  可能是這樣叫巴比倫
[00:17:16.320 --> 00:17:21.840]  於是就聯想到巴別城一定是很壞
[00:17:21.840 --> 00:17:25.120]  Not necessary,不一定要是
[00:17:25.120 --> 00:17:29.840]  這裡主要是他們想集中,神就說我想你分散
[00:17:29.840 --> 00:17:35.280]  於是就令他們用變亂口音來變成分散
[00:17:35.280 --> 00:17:39.120]  而這個變亂就是巴別這句子
[00:17:39.120 --> 00:17:40.400]  好,一齊祈禱
[00:17:40.400 --> 00:17:45.680]  主要我們讀完這個故事心裏面是有點震驚
[00:17:45.680 --> 00:17:53.920]  因為我們好像不想分開,想一齊想一齊
[00:17:53.920 --> 00:17:58.160]  不怕我們分開,見不到我們很熟的人
[00:17:58.160 --> 00:18:01.600]  不過神是想我們分散去遍滿全地
[00:18:01.600 --> 00:18:04.400]  主要是羅亞一家被救贖
[00:18:04.400 --> 00:18:07.040]  原本就是想在祂的族裔裏面
[00:18:07.040 --> 00:18:08.880]  一路延伸出去遍滿全地
[00:18:08.880 --> 00:18:11.760]  重新好像伊甸園裏面的命令一樣
[00:18:11.760 --> 00:18:13.520]  生養眾多遍滿全地
[00:18:13.520 --> 00:18:17.280]  誰知他們就在這一點上是違背了
[00:18:17.280 --> 00:18:19.440]  就建了座城,建了座塔
[00:18:19.440 --> 00:18:23.280]  就是要將人聚在一起
[00:18:23.280 --> 00:18:27.440]  神就用這個變亂口音的方法令他們分開
[00:18:27.440 --> 00:18:31.440]  而我們也造成今天是有很多的語言
[00:18:31.440 --> 00:18:34.160]  主要我們對於巴別塔有些不喜歡
[00:18:34.160 --> 00:18:39.360]  因為它令我們要學很多種外語,很不方便
[00:18:39.360 --> 00:18:47.360]  如果當日他們是懂得自己去分散全地去繁衍的話
[00:18:47.360 --> 00:18:50.240]  可能今天我們無論去到世界哪個地方
[00:18:50.240 --> 00:18:52.000]  可能只是口音有些不同
[00:18:52.000 --> 00:18:54.960]  不過我們大概的語言是一樣的
[00:18:54.960 --> 00:18:58.080]  是因為他們聚集在一起不肯走
[00:18:58.080 --> 00:19:01.920]  於是神就用這個混亂他們口音的方法
[00:19:01.920 --> 00:19:05.040]  以致我們今天有很多種語言
[00:19:05.040 --> 00:19:07.360]  好像懂,好像不懂
[00:19:07.360 --> 00:19:10.320]  主要求祢自己憐憫,幫助我們
[00:19:10.320 --> 00:19:14.080]  這個聖經故事是教我們要聽祢的話
[00:19:14.080 --> 00:19:17.840]  祢叫我們分散全地,我們就去分散全地
[00:19:17.840 --> 00:19:21.280]  求主聽我們,幫助我們,讓我們跟隨祢
[00:19:21.280 --> 00:19:24.160]  禱告奉靠耶穌基督明求,阿門
