
[00:00:00.000 --> 00:00:03.000]  各位親愛的姊妹讓我們先聽神的禱語 讓我們同心禱告
[00:08:23.000 --> 00:08:24.000]  但是那些不好的事情
[00:08:24.000 --> 00:08:28.000]  原來可能是上帝故意放在我們生命裏面
[00:08:28.000 --> 00:08:30.000]  但是那些不好的事情
[00:08:30.000 --> 00:08:32.000]  原來可能是上帝故意放在我們生命裏面
[00:08:32.000 --> 00:08:34.000]  所以我們的生命可以改變
[00:08:34.000 --> 00:08:37.000]  所以我們的屬靈生命可以成長
[00:08:37.000 --> 00:08:39.000]  以後更重要的是
[00:08:39.000 --> 00:08:42.000]  能夠達成上帝要做的事情
[00:08:42.000 --> 00:08:45.000]  更重要的是能夠達成上帝要做的事情
[00:08:45.000 --> 00:08:46.000]  如果我們作為信徒
[00:08:46.000 --> 00:08:47.000]  如果看到有問題
[00:08:47.000 --> 00:08:49.000]  我們馬上就退縮的話
[00:08:49.000 --> 00:08:52.000]  如果看到問題馬上就退縮的話
[00:08:52.000 --> 00:08:54.000]  找一條容易走的路
[00:08:54.000 --> 00:08:55.000]  找一條容易走的路
[00:08:55.000 --> 00:08:57.000]  我們不會成長的
[00:08:57.000 --> 00:08:59.000]  你說甚麼屬靈生命成長
[00:08:59.000 --> 00:09:03.000]  全部都是一派胡言一推空談的說話
[00:09:03.000 --> 00:09:04.000]  如果是那樣的話
[00:09:04.000 --> 00:09:07.000]  屬靈的成長都成為了空談
[00:09:07.000 --> 00:09:09.000]  而今天我們看的使徒行經第十六章
[00:09:09.000 --> 00:09:10.000]  其實就是要講這件事
[00:09:10.000 --> 00:09:12.000]  今天我們看的使徒行經第十六章
[00:09:12.000 --> 00:09:14.000]  就是看這樣的事情
[00:09:14.000 --> 00:09:17.000]  上帝原來使用了保羅和西拉
[00:09:17.000 --> 00:09:21.000]  他們整隊人馬的侍奉
[00:09:21.000 --> 00:09:24.000]  上帝用了保羅和西拉整隊團隊的侍奉
[00:09:24.000 --> 00:09:26.000]  過程絕對不好
[00:09:26.000 --> 00:09:27.000]  過程絕對不好
[00:09:27.000 --> 00:09:29.000]  有哪個喜歡呢
[00:09:29.000 --> 00:09:30.000]  有哪個喜歡呢
[00:09:30.000 --> 00:09:33.000]  我們一會兒再看看究竟發生了甚麼事
[00:09:33.000 --> 00:09:34.000]  我們一起來看看發生了甚麼事
[00:09:34.000 --> 00:09:36.000]  但卻在這個過程裏面
[00:09:36.000 --> 00:09:37.000]  在這個過程裏面
[00:09:37.000 --> 00:09:39.000]  能夠造成了上帝的功夫
[00:09:39.000 --> 00:09:41.000]  能夠造成上帝的功夫
[00:09:41.000 --> 00:09:44.000]  還可以建立了一間在教會聖經裏面
[00:09:44.000 --> 00:09:47.000]  我們所看見充滿喜樂的教會
[00:09:47.000 --> 00:09:50.000]  建立一個充滿喜樂的教會
[00:09:50.000 --> 00:09:52.000]  菲律賓教會
[00:09:52.000 --> 00:09:53.000]  這樣的教會
[00:09:53.000 --> 00:09:56.000]  不是在沒有問題之下滿有喜樂
[00:09:56.000 --> 00:09:58.000]  不是在沒有問題之下滿有喜樂
[00:09:58.000 --> 00:10:01.000]  而是卻是有在問題裏面成長起來
[00:10:01.000 --> 00:10:03.000]  而是在有問題的情況下成長起來
[00:10:03.000 --> 00:10:05.000]  看見和神走在一起的時候
[00:10:05.000 --> 00:10:07.000]  看見和神走在一起的時候
[00:10:07.000 --> 00:10:10.000]  你的生命才能感覺到那份喜樂
[00:10:10.000 --> 00:10:13.000]  你的生命才能感覺到那份喜樂
[00:10:13.000 --> 00:10:15.000]  讓我們回到這段聖經看看好不好
[00:10:15.000 --> 00:10:16.000]  讓我們回到這段聖經
[00:10:16.000 --> 00:10:19.000]  今天我們會去看35節至40節
[00:10:19.000 --> 00:10:21.000]  很短的6節經文
[00:10:21.000 --> 00:10:24.000]  今天我們會去看35節至40節
[00:10:24.000 --> 00:10:25.000]  很短的6節經文
[00:10:25.000 --> 00:10:27.000]  但這段經文是承接上文
[00:10:27.000 --> 00:10:29.000]  但這段經文是承接上文
[00:10:29.000 --> 00:10:34.000]  講保羅、西拉、提摩泰與及路加
[00:10:34.000 --> 00:10:38.000]  他們一起去到菲律賓這個城市
[00:10:38.000 --> 00:10:41.000]  前面提到保羅、西拉、提摩泰
[00:10:41.000 --> 00:10:43.000]  一起來到這個城市
[00:10:43.000 --> 00:10:46.000]  開始傳主的信息
[00:10:46.000 --> 00:10:48.000]  開始傳主的信息
[00:10:48.000 --> 00:10:50.000]  傳救恩的道理
[00:10:50.000 --> 00:10:52.000]  傳救恩的道理
[00:10:52.000 --> 00:10:54.000]  於是在傳的過程當中
[00:10:54.000 --> 00:10:55.000]  於是在傳的過程當中
[00:10:55.000 --> 00:10:58.000]  他們首先上帝造就了
[00:10:58.000 --> 00:11:00.000]  能夠讓他們認識到一位
[00:11:00.000 --> 00:11:03.000]  賣紫色布的一位女士
[00:11:03.000 --> 00:11:05.000]  能夠讓他們認識到一位
[00:11:05.000 --> 00:11:07.000]  賣紫色布的一位女士
[00:11:07.000 --> 00:11:09.000]  而這位女士後來還出賣主
[00:11:09.000 --> 00:11:11.000]  而這位女士後來還出賣主
[00:11:11.000 --> 00:11:13.000]  最後她甚至開展了
[00:11:13.000 --> 00:11:16.000]  讓她的家開展了菲律賓教會
[00:11:16.000 --> 00:11:17.000]  讓她的家開展了菲律賓教會
[00:11:17.000 --> 00:11:19.000]  後來就開展菲律賓教會
[00:11:19.000 --> 00:11:20.000]  後來就開展菲律賓教會
[00:11:20.000 --> 00:11:22.000]  這位女士的名字叫做呂底亞
[00:11:22.000 --> 00:11:23.000]  這位女士的名字叫做呂底亞
[00:11:23.000 --> 00:11:25.000]  在第十六章的十一節有提及到
[00:11:25.000 --> 00:11:27.000]  在第十六章的十一節有提及到
[00:11:27.000 --> 00:11:29.000]  而因為這個原因
[00:11:29.000 --> 00:11:30.000]  因為這個原因
[00:11:30.000 --> 00:11:35.000]  保羅更加在菲律賓城裡面廣傳福音的時候
[00:11:35.000 --> 00:11:38.000]  保羅在菲律賓廣傳福音的時候
[00:11:38.000 --> 00:11:42.000]  又拯救了一個被鬼附的侍女
[00:11:42.000 --> 00:11:44.000]  又拯救了一個被鬼附的侍女
[00:11:44.000 --> 00:11:46.000]  而這個侍女
[00:11:46.000 --> 00:11:47.000]  而這個侍女
[00:11:47.000 --> 00:11:49.000]  因為她得到拯救
[00:11:49.000 --> 00:11:51.000]  因為她得到拯救
[00:11:51.000 --> 00:11:55.000]  都知道保羅和西拉被下在監獄裡
[00:11:55.000 --> 00:11:56.000]  都知道保羅和西拉被下在監獄裡
[00:11:56.000 --> 00:11:58.000]  導致保羅和西拉而下監
[00:11:58.000 --> 00:12:01.000]  因為這個侍女原本的很多主人
[00:12:01.000 --> 00:12:03.000]  利用她發財得到利益
[00:12:03.000 --> 00:12:05.000]  這個侍女的很多主人
[00:12:05.000 --> 00:12:07.000]  利用她發財得到利益
[00:12:07.000 --> 00:12:08.000]  利用她發財得到利益
[00:12:08.000 --> 00:12:10.000]  而這些主人見到現在這個侍女沒有鬼附了
[00:12:10.000 --> 00:12:11.000]  而這些主人見到現在這個侍女沒有鬼附了
[00:12:11.000 --> 00:12:13.000]  他們的財力都沒有了
[00:12:13.000 --> 00:12:15.000]  於是就含恨在心
[00:12:15.000 --> 00:12:17.000]  於是就含恨在心
[00:12:17.000 --> 00:12:19.000]  對保羅和西拉懷恨在心
[00:12:19.000 --> 00:12:21.000]  對保羅和西拉懷恨在心
[00:12:21.000 --> 00:12:23.000]  就抓了保羅和西拉
[00:12:23.000 --> 00:12:25.000]  就抓了保羅和西拉
[00:12:25.000 --> 00:12:27.000]  然後讓他們去監獄裡
[00:12:27.000 --> 00:12:29.000]  然後讓他們去監獄裡
[00:12:29.000 --> 00:12:31.000]  就抓了他們去監獄裡
[00:12:31.000 --> 00:12:33.000]  就抓了他們去監獄裡
[00:12:33.000 --> 00:12:35.000]  抓了他們去監獄裡之後
[00:12:35.000 --> 00:12:37.000]  抓了他們去監獄裡之後
[00:12:37.000 --> 00:12:39.000]  保羅和西拉沒有因此而洩氣
[00:12:39.000 --> 00:12:41.000]  保羅和西拉沒有因此而洩氣
[00:12:41.000 --> 00:12:43.000]  保羅和西拉沒有因此而洩氣
[00:12:43.000 --> 00:12:45.000]  保羅和西拉沒有因此而洩氣
[00:12:45.000 --> 00:12:47.000]  保羅和西拉沒有因此而洩氣
[00:12:47.000 --> 00:12:49.000]  保羅和西拉沒有因此而洩氣
[00:12:49.000 --> 00:12:51.000]  保羅和西拉沒有因此而洩氣
[00:12:51.000 --> 00:12:53.000]  保羅和西拉沒有因此而洩氣
[00:12:53.000 --> 00:12:55.000]  保羅和西拉沒有因此而洩氣
[00:12:55.000 --> 00:12:57.000]  保羅和西拉沒有因此而洩氣
[00:12:57.000 --> 00:12:59.000]  保羅和西拉沒有因此而洩氣
[00:12:59.000 --> 00:13:01.000]  保羅和西拉沒有因此而洩氣
[00:13:01.000 --> 00:13:03.000]  保羅和西拉沒有因此而洩氣
[00:13:03.000 --> 00:13:05.000]  保羅和西拉沒有因此而洩氣
[00:13:05.000 --> 00:13:07.000]  保羅和西拉沒有因此而洩氣
[00:13:07.000 --> 00:13:09.000]  保羅和西拉沒有因此而洩氣
[00:13:09.000 --> 00:13:11.000]  保羅和西拉沒有因此而洩氣
[00:13:11.000 --> 00:13:13.000]  保羅和西拉沒有因此而洩氣
[00:13:13.000 --> 00:13:15.000]  保羅和西拉沒有因此而洩氣
[00:13:15.000 --> 00:13:17.000]  保羅和西拉沒有因此而洩氣
[00:13:17.000 --> 00:13:19.000]  保羅和西拉沒有因此而洩氣
[00:13:19.000 --> 00:13:21.000]  保羅和西拉沒有因此而洩氣
[00:13:21.000 --> 00:13:23.000]  保羅和西拉沒有因此而洩氣
[00:13:23.000 --> 00:13:25.000]  保羅和西拉沒有因此而洩氣
[00:13:25.000 --> 00:13:27.000]  保羅和西拉沒有因此而洩氣
[00:13:27.000 --> 00:13:29.000]  保羅和西拉沒有因此而洩氣
[00:13:29.000 --> 00:13:31.000]  保羅和西拉沒有因此而洩氣
[00:13:31.000 --> 00:13:33.000]  保羅和西拉沒有因此而洩氣
[00:13:33.000 --> 00:13:35.000]  保羅和西拉沒有因此而洩氣
[00:13:35.000 --> 00:13:37.000]  保羅和西拉沒有因此而洩氣
[00:13:37.000 --> 00:13:39.000]  保羅和西拉沒有因此而洩氣
[00:13:39.000 --> 00:13:41.000]  保羅和西拉沒有因此而洩氣
[00:13:41.000 --> 00:13:43.000]  保羅和西拉沒有因此而洩氣
[00:13:43.000 --> 00:13:45.000]  保羅和西拉沒有因此而洩氣
[00:13:45.000 --> 00:13:47.000]  保羅和西拉沒有因此而洩氣
[00:13:47.000 --> 00:13:49.000]  保羅和西拉沒有因此而洩氣
[00:13:49.000 --> 00:13:51.000]  保羅和西拉沒有因此而洩氣
[00:13:51.000 --> 00:13:53.000]  保羅和西拉沒有因此而洩氣
[00:13:53.000 --> 00:13:55.000]  保羅和西拉沒有因此而洩氣
[00:13:55.000 --> 00:13:57.000]  保羅和西拉沒有因此而洩氣
[00:13:57.000 --> 00:13:59.000]  保羅和西拉沒有因此而洩氣
[00:13:59.000 --> 00:14:01.000]  保羅和西拉沒有因此而洩氣
[00:14:01.000 --> 00:14:03.000]  保羅和西拉沒有因此而洩氣
[00:14:03.000 --> 00:14:05.000]  保羅和西拉沒有因此而洩氣
[00:14:05.000 --> 00:14:07.000]  保羅和西拉沒有因此而洩氣
[00:14:07.000 --> 00:14:09.000]  保羅和西拉沒有因此而洩氣
[00:14:09.000 --> 00:14:11.000]  保羅和西拉沒有因此而洩氣
[00:14:11.000 --> 00:14:13.000]  保羅和西拉沒有因此而洩氣
[00:14:13.000 --> 00:14:15.000]  保羅和西拉沒有因此而洩氣
[00:14:15.000 --> 00:14:17.000]  保羅和西拉沒有因此而洩氣
[00:14:17.000 --> 00:14:19.000]  保羅和西拉沒有因此而洩氣
[00:14:19.000 --> 00:14:21.000]  保羅和西拉沒有因此而洩氣
[00:14:21.000 --> 00:14:23.000]  保羅和西拉沒有因此而洩氣
[00:14:23.000 --> 00:14:25.000]  保羅和西拉沒有因此而洩氣
