
[00:00:00.000 --> 00:00:01.480]  非一般的時代
[00:04:17.560 --> 00:04:20.760]  然後就說我憑着這個拳頭
[00:04:20.760 --> 00:04:21.440]  祂不是這麼說
[00:04:21.440 --> 00:04:22.600]  祂問他們一個問題
[00:04:22.600 --> 00:04:25.360]  祂說
[00:04:25.360 --> 00:04:28.680]  約翰的洗禮是從天上來還是從人間來
[00:04:28.680 --> 00:04:30.440]  祂問他們一個問題
[00:04:30.440 --> 00:04:35.240]  祂想他們思想在約翰河受洗
[00:04:35.240 --> 00:04:37.400]  那時候天上來的聲音
[00:04:37.400 --> 00:04:38.720]  天上來的什麼聲音
[00:04:38.720 --> 00:04:39.960]  你是我的愛子
[00:04:39.960 --> 00:04:42.560]  我喜歡你
[00:04:42.560 --> 00:04:43.960]  如果你之前有聽我講
[00:04:43.960 --> 00:04:45.120]  這句話很有趣
[00:04:45.120 --> 00:04:48.520]  因爲這句話包含了兩段舊約的聖經
[00:04:48.520 --> 00:04:49.840]  一個是詩篇第二篇
[00:04:49.840 --> 00:04:53.600]  另一個是以恰恰書第42章
[00:04:53.600 --> 00:04:54.440]  耶穌是誰
[00:04:54.440 --> 00:04:59.120]  耶穌用那句話展示祂的身份
[00:04:59.120 --> 00:05:01.000]  耶穌說這是我的愛子
[00:05:01.000 --> 00:05:01.800]  詩篇第二篇
[00:05:01.800 --> 00:05:04.840]  耶穌是詩篇第二篇裏面的應許的君王
[00:05:04.840 --> 00:05:07.800]  但是耶穌還有
[00:05:07.800 --> 00:05:09.240]  我喜愛你
[00:05:09.240 --> 00:05:11.440]  是以恰恰書第42章
[00:05:11.440 --> 00:05:15.360]  耶穌又是以恰恰書第42章至53章裏面
[00:05:15.360 --> 00:05:17.240]  受苦的僕人
[00:05:17.240 --> 00:05:18.120]  耶穌是誰
[00:05:18.120 --> 00:05:20.280]  祂是上帝揀選的君王
[00:05:20.280 --> 00:05:24.400]  祂又是上帝揀選受苦的僕人
[00:05:24.400 --> 00:05:28.320]  更有趣的是第一個回合出場的人有
[00:05:28.320 --> 00:05:31.400]  祭司長、民事長老
[00:05:31.400 --> 00:05:34.040]  是他們第一次共同的出場
[00:05:34.040 --> 00:05:36.520]  但是這個第一次共同的出場
[00:05:36.520 --> 00:05:41.000]  之前在《馬可福音》第8章31節
[00:05:41.000 --> 00:05:42.720]  《馬可福音》8:31
[00:05:42.720 --> 00:05:45.320]  裏面已經預言了有一天
[00:05:45.320 --> 00:05:47.840]  人子要受許多的苦
[00:05:47.840 --> 00:05:50.240]  是被誰
[00:05:50.240 --> 00:05:54.280]  是被長老、被祭司長和民事
[00:05:54.280 --> 00:05:57.160]  耶穌已經預言了這件事
[00:05:57.160 --> 00:05:58.560]  於是在祂的回答當中
[00:05:58.560 --> 00:06:02.320]  祂在展示將要發生的事情
[00:06:02.320 --> 00:06:03.640]  接着在第二個回合
[00:06:03.640 --> 00:06:05.400]  邪惡的緣故里面
[00:06:05.400 --> 00:06:09.000]  耶穌帶我們回到以恰恰書第5章
[00:06:09.000 --> 00:06:11.240]  你大概忘記了
[00:06:11.240 --> 00:06:14.760]  但祂其實帶我們回到《舊約聖經》裏面
[00:06:14.760 --> 00:06:17.840]  一個很美麗的葡萄園的比喻
[00:06:17.840 --> 00:06:20.760]  卻又是一個噩夢
[00:06:20.760 --> 00:06:23.760]  是一個很恐怖的夢
[00:06:23.760 --> 00:06:27.560]  耶穌將葡萄園的比喻
[00:06:27.560 --> 00:06:29.680]  重新改編、重寫
[00:06:29.680 --> 00:06:31.400]  接着祂結束的時候
[00:06:31.400 --> 00:06:36.080]  祂引用詩篇第118篇作爲總結
[00:06:36.080 --> 00:06:36.560]  祂怎樣說?
[00:06:36.560 --> 00:06:39.000]  祂說「將人所棄的石頭
[00:06:39.000 --> 00:06:42.480]  以作了房角石的頭塊石頭
[00:06:42.480 --> 00:06:43.760]  這是主所造的
[00:06:43.760 --> 00:06:46.560]  在我們眼中看爲奇妙」
[00:06:46.560 --> 00:06:48.320]  耶穌是誰?
[00:06:48.320 --> 00:06:51.760]  耶穌是那個原主上帝的愛子
[00:06:51.760 --> 00:06:54.440]  耶穌是被凋棄的石頭
[00:06:54.440 --> 00:06:56.600]  耶穌是被凋棄了
[00:06:56.600 --> 00:06:58.400]  卻又被上帝揀選回來
[00:06:58.400 --> 00:07:01.160]  第三天從死裏復活
[00:07:01.160 --> 00:07:07.120]  建成了永恆聖殿的房角的頭塊石頭
[00:07:07.120 --> 00:07:08.600]  你看祂每一個故事
[00:07:08.600 --> 00:07:11.200]  祂在講一些關於祂自己的東西
[00:07:11.200 --> 00:07:12.720]  這是第二個回合
[00:07:12.720 --> 00:07:14.040]  第三個回合
[00:07:14.040 --> 00:07:15.520]  凱撒的銀幣
[00:07:15.520 --> 00:07:17.840]  耶穌再次帶我們回到《舊約聖經》
[00:07:17.840 --> 00:07:18.400]  回到哪裏?
[00:07:18.400 --> 00:07:21.080]  回到《創世紀》裏面
[00:07:21.080 --> 00:07:22.120]  回到《創世紀》
[00:07:22.120 --> 00:07:27.640]  起初上帝按照祂的形象去做人
[00:07:27.640 --> 00:07:32.880]  我們每一個人本有上帝完美聖潔的形象
[00:07:32.880 --> 00:07:34.880]  但是因着我們的叛逆
[00:07:34.880 --> 00:07:37.160]  因着我們的罪惡
[00:07:37.160 --> 00:07:38.520]  我們隨從己意
[00:07:38.520 --> 00:07:42.520]  我們損壞了我們生命裏面上帝的形象
[00:07:42.520 --> 00:07:44.480]  然後我們追求地上
[00:07:44.480 --> 00:07:46.040]  地上有很多的卡神
[00:07:46.040 --> 00:07:47.480]  有很多的偶像
[00:07:47.480 --> 00:07:50.880]  我們追求地上偶像的形象
[00:07:50.880 --> 00:07:52.000]  於是耶穌最後那句
[00:07:52.000 --> 00:07:52.720]  祂說什麼?
[00:07:52.720 --> 00:07:56.000]  「該殺的歸該殺」
[00:07:56.000 --> 00:07:58.000]  不要追求該殺的形象
[00:07:58.000 --> 00:07:59.920]  上帝的歸上帝
[00:07:59.920 --> 00:08:05.680]  要我們回到追求上帝的形象
[00:08:05.680 --> 00:08:07.240]  如果你在基督徒
[00:08:07.240 --> 00:08:09.360]  我們可以回到上帝的面前
[00:08:09.360 --> 00:08:13.760]  我們可以重新備造上帝的形象
[00:08:13.760 --> 00:08:16.040]  是因爲上帝的內子
[00:08:16.040 --> 00:08:18.360]  上帝完美的形象
[00:08:18.360 --> 00:08:22.400]  耶穌基督爲我們備毀贖罪
[00:08:22.400 --> 00:08:23.440]  有沒有想過這件事?
[00:08:23.440 --> 00:08:25.040]  上帝的兒子
[00:08:25.040 --> 00:08:27.440]  耶穌基督是最靚仔的那個
[00:08:27.440 --> 00:08:30.080]  而當你去到《二創亞書》五十三章
[00:08:30.080 --> 00:08:32.400]  你看到耶穌的樣子
[00:08:32.400 --> 00:08:34.680]  巴喊入目
[00:08:34.680 --> 00:08:38.800]  因爲祂爲我們的緣故備毀容
[00:08:38.800 --> 00:08:39.800]  爲我們贖罪
[00:08:39.800 --> 00:08:43.800]  使我們今天在基督裏面
[00:08:43.800 --> 00:08:50.160]  可以重新穿上上帝的形象
[00:08:50.160 --> 00:08:53.120]  這個世界所追求的形象是
[00:08:53.120 --> 00:08:54.360]  錢、性、力量
[00:08:54.360 --> 00:08:56.280]  不外乎就是那些東西
[00:08:56.280 --> 00:08:58.840]  金錢、情慾、權力
[00:08:58.840 --> 00:09:01.040]  在耶穌基督裏面
[00:09:01.040 --> 00:09:05.880]  我們追求的是錢、性、力量的另外一邊
[00:09:05.880 --> 00:09:08.040]  我們追求的是GPS
[00:09:08.040 --> 00:09:08.880]  Generosity
[00:09:08.880 --> 00:09:09.480]  Purity
[00:09:09.480 --> 00:09:10.600]  Submission
[00:09:10.600 --> 00:09:11.920]  慷慨
[00:09:11.920 --> 00:09:13.720]  聖潔
[00:09:13.720 --> 00:09:14.840]  馴服
[00:09:14.840 --> 00:09:17.360]  這是耶穌彰顯給我們看
[00:09:17.360 --> 00:09:20.480]  天國是什麼一回事
[00:09:20.480 --> 00:09:22.320]  接着去到第四個回合
[00:09:22.320 --> 00:09:24.960]  復活的上帝
[00:09:24.960 --> 00:09:27.000]  我不知道你還記不記得那個故事
[00:09:27.000 --> 00:09:28.400]  很有趣的一個故事
[00:09:28.400 --> 00:09:31.520]  耶穌怒罵撒都哥的人
[00:09:31.520 --> 00:09:36.160]  但他用了很有技術、很有藝術的方式
[00:09:36.160 --> 00:09:39.720]  一個前後呼應的結構去怒罵他們
[00:09:39.720 --> 00:09:43.360]  接着在結構的中間
[00:09:43.360 --> 00:09:47.760]  他帶我們回到出埃及記的荊棘天
[00:09:47.760 --> 00:09:51.080]  他又是用舊約去啓示他真正的身份
[00:09:51.080 --> 00:09:52.680]  他去啓示給我們看
[00:09:52.680 --> 00:09:53.560]  你知道我是誰
[00:09:53.560 --> 00:09:57.640]  我是那個更偉大、更完美的魔勢
[00:09:57.640 --> 00:09:59.680]  我要帶領你們
[00:09:59.680 --> 00:10:03.480]  經歷一個終極的出埃及
[00:10:03.480 --> 00:10:04.560]  終極的出埃及
[00:10:04.560 --> 00:10:06.600]  不是離開香港
[00:10:06.600 --> 00:10:09.320]  是離開這個世界
[00:10:09.320 --> 00:10:11.080]  這個罪惡的死地
[00:10:11.080 --> 00:10:18.160]  進入上帝完美又占身的永恆天國
[00:10:18.160 --> 00:10:23.240]  耶穌彰顯祂自己的使命
[00:10:23.240 --> 00:10:26.120]  彰顯祂的身份
[00:10:26.120 --> 00:10:30.120]  四輪緊張刺激的聖殿爭霸
[00:10:30.120 --> 00:10:33.480]  四篇精彩絕倫的天國講道
[00:10:33.480 --> 00:10:36.960]  一幅華麗壯觀的舊恩圖畫
[00:10:36.960 --> 00:10:38.240]  你明不明白
[00:10:38.240 --> 00:10:41.160]  你聽着四篇道,但其實你聽着一幅圖畫
[00:10:41.160 --> 00:10:43.000]  他每一篇道
[00:10:43.000 --> 00:10:44.840]  在畫圖畫的其中一邊
[00:10:44.840 --> 00:10:49.360]  於是他想將整幅圖畫呈現在我們的面前
[00:10:49.360 --> 00:10:51.000]  這幅圖畫很複雜
[00:10:51.000 --> 00:10:55.440]  這幅圖畫很美麗
[00:10:55.440 --> 00:10:58.560]  不過去到第五個回合又出了少少問題
[00:10:58.560 --> 00:10:59.640]  有少少不同
[00:10:59.640 --> 00:11:02.320]  甚至我可以說
[00:11:02.320 --> 00:11:06.360]  你去到第五個回合的時候有少少失望
[00:11:06.360 --> 00:11:10.560]  有一個文士來問耶穌什麼是最大的誡命
[00:11:10.560 --> 00:11:13.200]  在誡命當中最大的是什麼
[00:11:13.200 --> 00:11:16.360]  然後耶穌回答了要愛神愛人
[00:11:16.360 --> 00:11:19.360]  大家聽過這些嗎
[00:11:19.360 --> 00:11:21.160]  我覺得很簡單
[00:11:21.160 --> 00:11:23.760]  沒錯,耶穌在回答當中
[00:11:23.760 --> 00:11:26.760]  祂回答得很好,回答得很妙
[00:11:26.760 --> 00:11:27.720]  到一個地步
[00:11:27.720 --> 00:11:30.640]  連那個來試探他的文士
[00:11:30.640 --> 00:11:32.680]  對耶穌佩服的萬分
[00:11:32.680 --> 00:11:34.000]  甚至可以說
[00:11:34.000 --> 00:11:38.080]  到故事的結局好像有少少化敵爲友
[00:11:38.080 --> 00:11:42.800]  那個人來試探耶穌竟然好像想拜他爲師
[00:11:42.800 --> 00:11:46.480]  然而耶穌的結局令我們有少少不滿
[00:11:46.480 --> 00:11:49.560]  結局就是耶穌跟他說了一句話
[00:11:49.560 --> 00:11:53.200]  你離上帝的國不遠了
[00:11:53.200 --> 00:11:56.040]  那是怎樣呢
[00:11:56.040 --> 00:11:58.800]  一個兩頭不到岸的說話
[00:11:58.800 --> 00:12:00.840]  你離上帝的國不遠了
[00:12:00.840 --> 00:12:04.880]  你不在上帝的國裏面
[00:12:04.880 --> 00:12:06.720]  但是你又離開上帝的國
[00:12:06.720 --> 00:12:07.600]  其實不是很遠
[00:12:07.600 --> 00:12:08.840]  那下一步應該怎樣
[00:12:08.840 --> 00:12:12.640]  我們怎樣纔可以進入上帝的國
[00:12:12.640 --> 00:12:13.440]  如果有人跟你說
[00:12:13.440 --> 00:12:15.440]  你離開上帝的國不遠
[00:12:15.440 --> 00:12:17.920]  你不要走開
[00:12:17.920 --> 00:12:18.680]  那是怎樣呢
[00:12:18.680 --> 00:12:21.480]  那下一步我怎樣纔可以進入上帝的國
[00:12:21.480 --> 00:12:23.360]  耶穌沒有說清楚的
[00:12:23.360 --> 00:12:25.520]  在第五個回合裏面
[00:12:25.520 --> 00:12:28.480]  耶穌這裏有一些叫做Unfinished Business
[00:12:28.480 --> 00:12:31.960]  祂還有一些未搞定的事務
[00:12:31.960 --> 00:12:35.200]  所以整個故事有個感覺是
[00:12:35.200 --> 00:12:38.960]  To be continued
[00:12:38.960 --> 00:12:41.600]  第五個回合是有上下集的
[00:12:41.600 --> 00:12:44.000]  上集叫做最大的解密
[00:12:44.000 --> 00:12:45.760]  下集是什麼
[00:12:45.760 --> 00:12:48.840]  下集就是今天我要跟你講的叫做
[00:12:48.840 --> 00:12:54.320]  大衛的後裔
[00:12:54.320 --> 00:12:59.560]  最大的解密是上集,大衛的後裔是下集
[00:12:59.560 --> 00:13:00.960]  當我們讀這個故事
[00:13:00.960 --> 00:13:02.960]  你見到耶穌開口
[00:13:02.960 --> 00:13:05.560]  給個難題,他們解不通
[00:13:05.560 --> 00:13:07.000]  於是他們怕了耶穌走
[00:13:07.000 --> 00:13:13.440]  當你讀耶穌第一次追擊去問問題的時候
[00:13:13.440 --> 00:13:16.200]  我們很容易有個誤解
[00:13:16.200 --> 00:13:19.800]  我們以爲當這個民事輸了離開的時候
[00:13:19.800 --> 00:13:22.360]  耶穌仍然是怒髮衝冠
[00:13:22.360 --> 00:13:25.200]  祂仍然很生氣,於是祂再次追問
[00:13:25.200 --> 00:13:28.200]  祂將民事和祂的死黨
[00:13:28.200 --> 00:13:30.520]  祂的那些同黨叫回來
[00:13:30.520 --> 00:13:32.680]  問一個難題,他們解釋不了
[00:13:32.680 --> 00:13:36.440]  於是要將他們置之死地
[00:13:36.440 --> 00:13:37.960]  問到他們口啞啞
[00:13:37.960 --> 00:13:42.960]  叫他們在當衆出醜
[00:13:42.960 --> 00:13:45.720]  這個是我們通常想到的圖畫
[00:13:45.720 --> 00:13:47.320]  但是真正的圖畫不是這樣
[00:13:47.320 --> 00:13:48.680]  真正的圖畫是
[00:13:48.680 --> 00:13:51.160]  耶穌想通過祂問的問題
[00:13:51.160 --> 00:13:52.440]  他們答不到的問題
[00:13:52.440 --> 00:13:53.560]  耶穌是在做什麼
[00:13:53.560 --> 00:13:55.480]  耶穌其實是污底過身
[00:13:55.480 --> 00:13:56.720]  去扶他們起身
[00:13:56.720 --> 00:13:59.520]  耶穌其實通過祂在問的問題
[00:13:59.520 --> 00:14:03.080]  是恩典呼召他們迴轉
[00:14:03.080 --> 00:14:05.680]  耶穌想他們知道祂是誰
[00:14:05.680 --> 00:14:12.440]  耶穌想他們知道進入天國的大門在哪裏
[00:14:12.440 --> 00:14:16.240]  你記得那個民事
[00:14:16.240 --> 00:14:17.880]  距離天國不遠
[00:14:17.880 --> 00:14:19.840]  但是天國門在哪裏呢
[00:14:19.840 --> 00:14:21.880]  天國在哪裏,怎麼可以進去呢
[00:14:21.880 --> 00:14:26.760]  耶穌在第六個回合裏面
[00:14:26.760 --> 00:14:28.520]  祂想告訴他們
[00:14:28.520 --> 00:14:31.480]  這是我今天要講的故事
[00:14:31.480 --> 00:14:33.800]  我先由《馬太福音》開始講
[00:14:33.800 --> 00:14:36.040]  《馬太福音》有一個平衡的經文
[00:14:36.040 --> 00:14:39.480]  我想從《馬太福音》的平衡經文入手
[00:14:39.480 --> 00:14:41.640]  《馬太福音》平衡經文開始的時候這麼說
[00:14:41.640 --> 00:14:42.880]  它說
[00:14:42.880 --> 00:14:45.360]  法利塞人聚集的時候
[00:14:45.360 --> 00:14:50.280]  如果你看回《馬太福音》之前第34節的時候
[00:14:50.280 --> 00:14:52.280]  他們已經聚集
[00:14:52.280 --> 00:14:54.720]  於是他們在聚集的過程裏面
[00:14:54.720 --> 00:14:58.680]  他們派出了一個律法師去試探耶穌
[00:14:58.680 --> 00:15:00.680]  現在去到7節之後
[00:15:00.680 --> 00:15:02.400]  在41節裏面
[00:15:02.400 --> 00:15:06.480]  他們又次再聚集一系
[00:15:06.480 --> 00:15:09.600]  你猜這個故事繼續下去應該會是什麼樣子
[00:15:09.600 --> 00:15:11.280]  這個故事繼續下去就是說
[00:15:11.280 --> 00:15:14.400]  他們會又派出另外一個人
[00:15:14.400 --> 00:15:19.000]  目的是要謀害耶穌
[00:15:19.000 --> 00:15:25.680]  於是耶穌不讓他們有這樣的機會
[00:15:25.680 --> 00:15:28.360]  於是耶穌先發制人
[00:15:28.360 --> 00:15:29.800]  反問他們一個問題
[00:15:29.800 --> 00:15:34.800]  耶穌問他們論到基督你們的意見如何
[00:15:34.800 --> 00:15:37.120]  我想告訴你們耶穌不是怕了他們
[00:15:37.120 --> 00:15:40.520]  所以先發制人
[00:15:40.520 --> 00:15:41.840]  耶穌問這個問題
[00:15:41.840 --> 00:15:44.640]  因爲耶穌不想他們持續的叛逆
[00:15:44.640 --> 00:15:48.880]  以至罪孽深種無法回頭
[00:15:48.880 --> 00:15:49.920]  你明不明
[00:15:49.920 --> 00:15:50.920]  耶穌不是怕了他們
[00:15:50.920 --> 00:15:51.840]  所以問這個問題
[00:15:51.840 --> 00:15:55.680]  耶穌不想他們繼續想辦法去害他們
[00:15:55.680 --> 00:15:58.520]  於是祂問他們一個問題
[00:15:58.520 --> 00:15:59.400]  祂問他們什麼問題
[00:15:59.400 --> 00:16:06.320]  祂說論到基督你們的意見如何
[00:16:06.320 --> 00:16:09.440]  請留意耶穌沒有問什麼問題
[00:16:09.440 --> 00:16:15.040]  耶穌沒有問你對今天的政治氣候怎樣看
[00:16:15.040 --> 00:16:19.680]  耶穌沒有問你對香港下半年的展望怎樣看
[00:16:19.680 --> 00:16:20.760]  你明不明
[00:16:20.760 --> 00:16:21.800]  耶穌問他們什麼
[00:16:21.800 --> 00:16:28.920]  耶穌問你覺得基督是如何
[00:16:28.920 --> 00:16:33.960]  有沒有想過有些問題比其他你每天讀的問題都更重要
[00:16:33.960 --> 00:16:43.480]  耶穌要他們思想最終極的問題論到基督你們的意見如何
[00:16:43.480 --> 00:16:46.800]  耶穌要將光影帶回他們身上
[00:16:46.800 --> 00:16:48.800]  不是因爲他們覺得自己很重要
[00:16:48.800 --> 00:16:51.120]  而是因爲除非他們認識耶穌
[00:16:51.120 --> 00:16:55.240]  除非你和我認識耶穌
[00:16:55.240 --> 00:16:59.320]  我們沒有辦法得救
[00:16:59.320 --> 00:17:01.280]  今天也是一樣
[00:17:01.280 --> 00:17:04.640]  難得大家幾個月沒有回教會
[00:17:04.640 --> 00:17:06.040]  現在可以回來
[00:17:06.040 --> 00:17:10.720]  你猜我們今天在港臺要說些什麼
[00:17:10.720 --> 00:17:13.520]  香港經歷了這麼多
[00:17:13.520 --> 00:17:17.480]  接着明天又不知道會發生什麼事
[00:17:17.480 --> 00:17:18.920]  下半年不知道會發生什麼事
[00:17:18.920 --> 00:17:26.000]  你是否在等待牧師評論香港現在的走勢
[00:17:26.000 --> 00:17:34.960]  接着跟你一起爲過去、爲現在、爲將來祈福呢
[00:17:34.960 --> 00:17:37.280]  不是
[00:17:37.280 --> 00:17:43.040]  我們要想的是論到基督你們的意見如何
[00:17:43.040 --> 00:17:44.440]  令我想起一本書
[00:17:44.440 --> 00:17:48.200]  一本已經超過十年的書
[00:17:48.200 --> 00:17:49.200]  十年前
[00:17:49.200 --> 00:17:54.120]  2009年在美國有一本書叫做《Christless Christianity》
[00:17:54.120 --> 00:17:56.880]  《沒有基督的基督教》
[00:17:56.880 --> 00:18:02.080]  這個作者在描述在美國教會里面發生的事
[00:18:02.080 --> 00:18:03.160]  我不是在講社會
[00:18:03.160 --> 00:18:06.320]  是在講教會里面發生的事
[00:18:06.320 --> 00:18:11.120]  當教會的所謂基督徒開始想基督教是什麼
[00:18:11.120 --> 00:18:15.280]  他再不是想基督是怎樣的一個救主
[00:18:15.280 --> 00:18:20.360]  他就開始想一個基督教的文化應該是怎樣
[00:18:20.360 --> 00:18:25.880]  於是我們所信的基督教變成了一種道德的教導
[00:18:25.880 --> 00:18:27.720]  人生的哲學
[00:18:27.720 --> 00:18:29.000]  做事的態度
[00:18:29.000 --> 00:18:32.320]  做人的智慧
[00:18:32.320 --> 00:18:34.280]  什麼是基督教
[00:18:34.280 --> 00:18:37.080]  什麼是基督信仰
[00:18:37.080 --> 00:18:38.160]  是道德嗎
[00:18:38.160 --> 00:18:40.000]  是做人嗎
[00:18:40.000 --> 00:18:41.160]  是哲學嗎
[00:18:41.160 --> 00:18:42.280]  是智慧嗎
[00:18:42.280 --> 00:18:43.360]  不
[00:18:43.360 --> 00:18:46.000]  答案是不
[00:18:46.000 --> 00:18:54.120]  基督教是關於基督的
[00:18:54.120 --> 00:18:55.360]  所以今天你回來
[00:18:55.360 --> 00:18:56.400]  我作爲你的牧師
[00:18:56.400 --> 00:18:59.480]  哎呀
[00:18:59.480 --> 00:19:01.160]  我要講什麼
[00:19:01.160 --> 00:19:03.760]  我只可以講一樣東西
[00:19:03.760 --> 00:19:05.640]  我必須要跟你講基督
[00:19:05.640 --> 00:19:08.280]  因爲我的主耶穌
[00:19:08.280 --> 00:19:12.440]  祂自己最喜歡和他們講耶穌
[00:19:12.440 --> 00:19:14.600]  因爲唯有耶穌可以拯救他們
[00:19:14.600 --> 00:19:16.240]  耶穌敢問
[00:19:16.240 --> 00:19:17.120]  耶穌說
[00:19:17.120 --> 00:19:19.440]  他是誰的後裔呢
[00:19:19.440 --> 00:19:20.360]  他們說
[00:19:20.360 --> 00:19:21.160]  問是
[00:19:21.160 --> 00:19:23.680]  法利初人回答
[00:19:23.680 --> 00:19:24.760]  是大衛的
[00:19:24.760 --> 00:19:25.840]  是大衛的後裔
[00:19:25.840 --> 00:19:26.640]  the son of David
[00:19:26.640 --> 00:19:27.600]  大衛的後裔
[00:19:27.600 --> 00:19:28.200]  對不對
