
[00:00:00.000 --> 00:00:03.780]  你講到這裏,你開始看到舊約和新約的分別了,是嗎?
[00:03:21.260 --> 00:03:25.820]  你會發現詩篇和美容是完全沒有關係的。
[00:03:25.820 --> 00:03:30.060]  那我們怎樣可以明白詩篇呢?
[00:03:30.060 --> 00:03:33.740]  一本書,成書的背景是很重要的。
[00:03:33.740 --> 00:03:38.860]  你不知道成書的背景,你沒辦法知道這本書究竟是為了什麼而寫的。
[00:03:38.860 --> 00:03:42.700]  那你問詩篇,成書的背景是什麼呢?
[00:03:42.700 --> 00:03:44.780]  詩篇就是讚美。
[00:03:44.780 --> 00:03:46.540]  什麼時候讚美?
[00:03:46.540 --> 00:03:47.820]  (記者:衰了之後)
[00:03:47.820 --> 00:03:51.660]  衰了之後,不是,我問一個時代的問題。
[00:03:51.660 --> 00:03:58.060]  是在天下太平的時候去讚美上帝呢?
[00:03:58.060 --> 00:04:04.460]  還是在共產黨之下,文革十年裡面去敬拜上帝呢?
[00:04:04.460 --> 00:04:05.740]  你明白嗎?
[00:04:05.740 --> 00:04:12.140]  你一知道一本書,成書的背景,你對這本書的感覺完全不同了。
[00:04:12.140 --> 00:04:19.820]  我現在跟你說一些學者覺得,究竟詩篇是什麼時候成書的。
[00:04:19.820 --> 00:04:22.380]  我們知道詩篇是有150篇的。
[00:04:22.380 --> 00:04:24.940]  而這150篇是很舊很舊的。
[00:04:24.940 --> 00:04:30.060]  就是說,他寫的時候可能是在一個禮儀的程序裡面寫。
[00:04:30.060 --> 00:04:33.260]  我們去耶路撒冷,去敬拜上帝。
[00:04:33.260 --> 00:04:36.700]  但是詩篇最後150篇是什麼時候成書的呢?
[00:04:36.700 --> 00:04:37.740]  這個不同了。
[00:04:37.740 --> 00:04:46.700]  你明白嗎?他可以是200年前所寫的,寫的時候就是在天下太平的時候大家去敬拜上帝所寫的。
[00:04:46.700 --> 00:04:56.940]  但是現在成書的時候,有些人就將200年前的書放到今天去成書,感覺意味就完全不同了。
[00:04:56.940 --> 00:05:04.620]  所以我告訴你,他相信,越來越多成年學者相信將詩篇成書的時候,
[00:05:04.620 --> 00:05:08.220]  是秘魯回歸之後的事情。
[00:05:08.220 --> 00:05:11.020]  林律師,我完全不知道什麼叫秘魯回歸。
[00:05:11.020 --> 00:05:13.340]  這樣就糟糕了,是不是?
[00:05:13.340 --> 00:05:14.860]  說真的,真的沒有辦法的。
[00:05:14.860 --> 00:05:17.420]  你一定要怎樣都要知道這些歷史的。
[00:05:17.420 --> 00:05:23.580]  如果你是教會的一個幹事,你不知道秘魯回歸是什麼事呢?
[00:05:23.580 --> 00:05:30.220]  我不知道怎麼回事,要去補習班這樣,是不是?
[00:05:30.220 --> 00:05:38.540]  有條問題可能叫你幫我寫寫舊約聖經的歷史。
[00:05:38.540 --> 00:05:46.860]  總之大家很明白,無論你記得多少都好,你知道有一樣東西,叫巴比倫,秘魯巴比倫。
[00:05:46.860 --> 00:05:58.380]  在以色列滅國的時候,以色列滅國之後,那時候滅國的時候,連耶路撒冷的聖殿都沒有了,被人剷平了。
[00:05:58.380 --> 00:06:02.220]  這個很重要,為什麼?因為我們現在讀的這個是和聖殿有關係的。
[00:06:02.220 --> 00:06:07.580]  但是後來,70年左右,他回歸,上帝帶他們回去。
[00:06:07.580 --> 00:06:12.860]  在回歸的時候,他做了一樣東西,就是重建聖殿,有沒有聽過這件事?
[00:06:12.860 --> 00:06:16.300]  但是他的重建和我們的重建是剛剛相反的。
[00:06:16.300 --> 00:06:21.660]  我們的重建是將四樓拆下來,就蓋廿四樓。
[00:06:21.660 --> 00:06:24.860]  他們的重建是拆了廿四樓,蓋回四樓。
[00:06:24.860 --> 00:06:26.540]  你明白我的意思嗎?
[00:06:26.540 --> 00:06:36.700]  因為,我今早才在看《以斯帖記》,就是講到他們重建那段聖經,
[00:06:36.700 --> 00:06:40.780]  就是70年之後,將剷平了的聖殿重建過。
[00:06:40.780 --> 00:06:46.380]  重建完地基之後,有一群老鬼在哭,為什麼哭呢?
[00:06:46.380 --> 00:06:55.100]  以前是廿四樓的,被人剷了,我們現在重建,我們說重建公理堂,
[00:06:55.100 --> 00:07:02.940]  只有四層左右,不認識世界的那些小孩,從來沒見過公理堂大廈的時候,
[00:07:02.940 --> 00:07:06.460]  就覺得,好耶!好耶!我們重建公理堂了。
[00:07:06.460 --> 00:07:08.780]  因為他生出來的時候,公理堂已經沒有了。
[00:07:08.780 --> 00:07:16.700]  但是曾經見過廿四樓的公理堂的時候,見到這四棟樓,就覺得很慘很慘。
[00:07:16.700 --> 00:07:23.500]  他說,在這個時候,見到這四棟樓的時候,斯彬就成書了。
[00:07:23.500 --> 00:07:28.780]  我就聽了,就算斯彬裡面很開心的斯彬,其實開不開心的?
[00:07:28.780 --> 00:07:30.620]  完全不開心。
[00:07:30.620 --> 00:07:34.940]  他們將150篇的斯彬收集,
[00:07:34.940 --> 00:07:40.940]  每一個斯彬現在都是在講他們心中的一種悲哀和一種期望,期望是什麼呢?
[00:07:40.940 --> 00:07:46.540]  期望有一天,上帝的國會降臨,上帝的國會降臨,
[00:07:46.540 --> 00:07:52.540]  上帝的Messiah,上帝的彌賽亞,受高者的應許的君王會回來。
[00:07:52.540 --> 00:07:54.780]  回來做什麼呢?重建!
[00:07:54.780 --> 00:07:59.980]  將這四層樓拆掉,建一個240層的,你明白嗎?
[00:07:59.980 --> 00:08:03.900]  他們是期待著,所以你今天去讀84篇的時候,
[00:08:03.900 --> 00:08:11.260]  你可不可以心裡面期待著,他們很開心的聖殿不是他們現在擁有的四層樓的聖殿。
[00:08:11.260 --> 00:08:16.940]  他們在想有一天,上帝的國會降臨,上帝的君王會回來,
[00:08:16.940 --> 00:08:24.940]  建了240層的那層樓,那層樓就是我的學武,在一天裡面勝過我去別的地方的一千人。
[00:08:24.940 --> 00:08:30.380]  但是有一樣東西很重要的,我們很多時候都忘記了的,
[00:08:30.380 --> 00:08:35.260]  為什麼以色列人會被巴比倫人滅了呢?
[00:08:35.260 --> 00:08:42.460]  是因為他們的罪啊!
[00:08:42.460 --> 00:08:53.020]  是因為他們的罪啊,不是因為他們的經濟或者政治能力弱,
[00:08:53.020 --> 00:08:55.900]  是因為他們的罪啊,是上帝懲罰他們的。
[00:08:55.900 --> 00:09:01.980]  所以當這個君王回來要重建的時候,這個君王一定要做的一件事,就是要解決罪的問題。
[00:09:01.980 --> 00:09:04.700]  如果不是,他不是一個真君王,你明白嗎?
[00:09:04.700 --> 00:09:08.220]  很多時候我們說,以色列人不夠信靠上帝,
[00:09:08.220 --> 00:09:13.020]  我們信靠上帝多一點,他們就可以得勝。不是這麼簡單,是罪的問題。
[00:09:13.020 --> 00:09:18.460]  所以這個君王,這個救世主回來一定要解決罪的問題,這個才是真君王。
[00:09:18.460 --> 00:09:24.700]  這個真君王是誰呢?是耶穌啊,不然我們為什麼要做基督徒呢?
[00:09:24.700 --> 00:09:31.260]  這個真君王怎樣將我們從罪裡面拯救出來,赦免我們的罪呢?
[00:09:31.260 --> 00:09:35.020]  是通過他的十字架,你看不看到?
[00:09:35.020 --> 00:09:40.460]  所以詩篇150篇,你記得我在說什麼嗎?
[00:09:40.460 --> 00:09:43.980]  我不是說150篇寫的時候都是在想耶穌,
[00:09:43.980 --> 00:09:48.140]  我是說他成書的時候,是在等待君王來。
[00:09:48.140 --> 00:09:55.260]  寫的時候可能是幾十年前,太平盛世的時候,在讚美的時候,
[00:09:55.260 --> 00:10:00.860]  但是成書那一刻,是在想這些收回來的150篇,
[00:10:00.860 --> 00:10:08.380]  怎樣去指向將來有一天,我們有一個新的定語,有一個重建的時代。
[00:10:08.380 --> 00:10:12.300]  我沒有很多時間,因為我最初想給大家一點點的形容,
[00:10:12.300 --> 00:10:15.260]  所以我不會和你仔細去看每一節,
[00:10:15.260 --> 00:10:21.900]  但是我想你帶著我剛才跟你說過詩篇成書的時候的那種心情,
[00:10:21.900 --> 00:10:25.020]  來看回剛才我們讀的十二節聖經。
[00:10:25.020 --> 00:10:26.380]  那個心情是什麼呢?
[00:10:26.380 --> 00:10:29.580]  期望著上帝的國來臨。
[00:10:29.580 --> 00:10:33.820]  你的國來臨,降臨,願你的國降臨。
[00:10:33.820 --> 00:10:35.260]  其實這是什麼呢?
[00:10:35.260 --> 00:10:37.260]  主禱文來的。
[00:10:37.260 --> 00:10:42.460]  你有沒有想過,當主耶穌基督教他們,願你的國降臨的時候,
[00:10:42.460 --> 00:10:44.940]  其實這個禱文不是一個新的東西,
[00:10:44.940 --> 00:10:48.540]  這個禱文就是整個舊約不斷在禱告的東西。
[00:10:48.540 --> 00:10:52.300]  所以以色列人一聽,他們很明白耶穌在說什麼,
[00:10:52.300 --> 00:10:55.420]  不過他們也不明白,因為他們只是想他們復國,
[00:10:55.420 --> 00:11:00.140]  重建二十四樓這樣子而已。
[00:11:00.140 --> 00:11:06.060]  我想你帶著一個這樣的心情,去重讀詩篇第八十四篇。
[00:11:06.060 --> 00:11:09.820]  我想再打一個比喻給你聽。
[00:11:09.820 --> 00:11:14.940]  你如果就這樣讀詩篇八十四篇,你很容易就忘記了這些東西。
[00:11:14.940 --> 00:11:18.780]  我不知道你有沒有聽過一些現在流行的,
[00:11:18.780 --> 00:11:23.020]  如果你去唱歌,一個歌唱比賽的時候,
[00:11:23.020 --> 00:11:27.820]  很多時候是將兩首歌混合在一起。
[00:11:27.820 --> 00:11:31.180]  我不知道,我真的要播一些東西給你聽才知道。
[00:11:31.180 --> 00:11:36.300]  他可以唱一首情歌,但是後面有一個Rap Song在那裡Rap的。
[00:11:36.300 --> 00:11:39.260]  你明白嗎?這樣才厲害。
[00:11:39.260 --> 00:11:42.700]  一個是很慢的歌,但是他後面的背景,
[00:11:42.700 --> 00:11:46.060]  就會穿插一些很快的Rap Song在那裡。
[00:11:46.060 --> 00:11:51.980]  於是,其實你唱兩首歌,但是這兩首歌又成為了一首歌。
[00:11:51.980 --> 00:11:56.620]  你要讀詩篇,所有的詩篇,不單止是詩篇八十四篇的時候,
[00:11:56.620 --> 00:11:58.860]  你要知道後面有一個Rap Song在那裡。
[00:11:58.860 --> 00:12:00.140]  那個Rap Song是什麼呢?
[00:12:00.140 --> 00:12:04.540]  「願你的國降臨,願你的國降臨,願你的國降臨。」
[00:12:04.540 --> 00:12:10.060]  如果你沒有這個節奏,你就讀錯了詩篇,你就變成了詩篇美容。
[00:12:10.060 --> 00:12:12.700]  你明白嗎?但是你有這個節奏的時候,
[00:12:12.700 --> 00:12:16.620]  你沒有辦法將詩篇做美容的。
[00:12:16.620 --> 00:12:24.220]  詩篇應該是一個宣教的一個舊的名詞來的。
[00:12:24.220 --> 00:12:26.620]  因為他後面的節奏是什麼呢?
[00:12:26.620 --> 00:12:30.860]  「願你的國降臨,願你的國降臨,願你的國降臨。」
[00:12:30.860 --> 00:12:34.300]  而當上帝的國來到的時候,
[00:12:34.300 --> 00:12:37.900]  祂會將我們的罪除掉。
[00:12:37.900 --> 00:12:42.700]  所以我們說我們求祂的國,祂的義,其實都在這裡了。
[00:12:42.700 --> 00:12:45.740]  為什麼耶穌說你們當求他的國,他的義?
[00:12:45.740 --> 00:12:49.180]  因為當祂的國來臨,當祂的君王來臨的時候,
[00:12:49.180 --> 00:12:53.580]  祂要幫你解決罪的問題,就是上帝為我們預備的義。
[00:12:53.580 --> 00:12:58.780]  所以求上帝的國,上帝的義,就和整個天國來臨有關係的。
