
[00:00:00.000 --> 00:00:04.800]  「撥世空少」是我今天要講的題目
[00:05:20.000 --> 00:05:23.000]  當時的門徒或者聽祂的人
[00:05:23.000 --> 00:05:26.000]  都會感覺到不舒服
[00:05:26.000 --> 00:05:29.000]  但耶穌覺得祂不能夠不講
[00:05:29.000 --> 00:05:31.000]  因為不講的時候
[00:05:31.000 --> 00:05:34.000]  人就沒有過一種危機感
[00:05:34.000 --> 00:05:37.000]  首先有危險的人物假基督
[00:05:37.000 --> 00:05:39.000]  會出來迷惑人
[00:05:39.000 --> 00:05:42.000]  使人來跟從
[00:05:42.000 --> 00:05:47.000]  在耶穌復活之後
[00:05:47.000 --> 00:05:50.000]  大概在四世紀的時候
[00:05:50.000 --> 00:05:52.000]  真是在耶路撒冷
[00:05:52.000 --> 00:05:56.000]  是出現了假基督
[00:05:56.000 --> 00:06:01.000]  我們只是看看二十世紀最後的二十年
[00:06:01.000 --> 00:06:06.000]  發生有很多都是很多的人去跟隨了
[00:06:06.000 --> 00:06:09.000]  假先知、假領袖
[00:06:09.000 --> 00:06:12.000]  而產生了很多的災禍
[00:06:12.000 --> 00:06:15.000]  1978年11月美國
[00:06:15.000 --> 00:06:18.000]  印第安州有人民教堂派
[00:06:18.000 --> 00:06:25.000]  他們的領袖指使底下有集體的自殺
[00:06:25.000 --> 00:06:27.000]  一共死了913人
[00:06:27.000 --> 00:06:30.000]  有276個是小朋友
[00:06:30.000 --> 00:06:35.000]  1985年有60名的阿塔族人
[00:06:35.000 --> 00:06:38.000]  依他們領袖的吩咐
[00:06:38.000 --> 00:06:41.000]  吃下農藥集體自殺
[00:06:41.000 --> 00:06:47.000]  1987年在南韓出現32名信徒的屍體
[00:06:47.000 --> 00:06:51.000]  跟隨一個自認是女神的宗教領袖
[00:06:51.000 --> 00:06:53.000]  吃下毒藥
[00:06:53.000 --> 00:06:59.000]  1994年10月在瑞士有48具屍體
[00:06:59.000 --> 00:07:04.000]  屬加拿大太陽神殿教宗教領袖
[00:07:04.000 --> 00:07:06.000]  來引導他們
[00:07:06.000 --> 00:07:09.000]  使他們死亡
[00:07:09.000 --> 00:07:13.000]  1995年3月日本的奧武真理教
[00:07:13.000 --> 00:07:17.000]  在地下鐵施展沙林毒氣
[00:07:17.000 --> 00:07:20.000]  造成5500人的死傷
[00:07:20.000 --> 00:07:25.000]  各位有很多這些的末世事件
[00:07:25.000 --> 00:07:29.000]  確實是令人聽到是很震驚
[00:07:29.000 --> 00:07:33.000]  在當中跟隨那些領袖的人
[00:07:33.000 --> 00:07:36.000]  不只是那些低下層的人
[00:07:36.000 --> 00:07:41.000]  是有屬於高科技高知識大學的教授
[00:07:41.000 --> 00:07:43.000]  那些階層的人
[00:07:43.000 --> 00:07:47.000]  我們看到危險的人物
[00:07:47.000 --> 00:07:49.000]  隨時在那裏出現
[00:07:49.000 --> 00:07:51.000]  危險的事情
[00:07:51.000 --> 00:07:53.000]  耶穌特別指出
[00:07:53.000 --> 00:07:55.000]  完美的聖殿
[00:07:55.000 --> 00:08:00.000]  他們認為是很炫耀的聖殿
[00:08:00.000 --> 00:08:01.000]  耶穌說
[00:08:01.000 --> 00:08:07.000]  一塊石頭不會留在另一塊石頭的上面
[00:08:07.000 --> 00:08:09.000]  面對空笑
[00:08:09.000 --> 00:08:11.000]  如何自處呢
[00:08:11.000 --> 00:08:14.000]  在經文裏面有特別提到
[00:08:14.000 --> 00:08:16.000]  我們就需要謹慎
[00:08:16.000 --> 00:08:19.000]  不受假基督的迷惑
[00:08:19.000 --> 00:08:21.000]  不跟從假基督
[00:08:21.000 --> 00:08:24.000]  基督是代表救世主
[00:08:24.000 --> 00:08:26.000]  不只是指耶穌
[00:08:26.000 --> 00:08:28.000]  基督就是一個救世主
[00:08:28.000 --> 00:08:32.000]  謹慎就是你要很小心的觀察
[00:08:32.000 --> 00:08:34.000]  你要看得仔細
[00:08:34.000 --> 00:08:39.000]  不要那麼容易被人迷惑和欺凶
[00:08:39.000 --> 00:08:42.000]  第二樣耶穌在這段經文特別提到
[00:08:42.000 --> 00:08:45.000]  是要常存忍耐
[00:08:45.000 --> 00:08:47.000]  相信上主的保護
[00:08:47.000 --> 00:08:50.000]  不要驚惶
[00:08:50.000 --> 00:08:52.000]  當中在十八節
[00:08:52.000 --> 00:08:54.000]  盧伽福音二十一章的十八節
[00:08:54.000 --> 00:08:56.000]  特別提到
[00:08:56.000 --> 00:09:00.000]  你們連一根的頭髮也必損壞
[00:09:00.000 --> 00:09:02.000]  也必不損壞
[00:09:02.000 --> 00:09:03.000]  不損壞
[00:09:03.000 --> 00:09:05.000]  你們要常存忍耐
[00:09:05.000 --> 00:09:08.000]  這樣就可以保存你們的靈魂
[00:09:08.000 --> 00:09:13.000]  或者可以保存你們的生命
[00:09:13.000 --> 00:09:15.000]  面對空笑
[00:09:15.000 --> 00:09:17.000]  耶穌提的這兩點
[00:09:17.000 --> 00:09:20.000]  足夠了嗎?
[00:09:20.000 --> 00:09:23.000]  在整段經文要提出
[00:09:23.000 --> 00:09:26.000]  我們要去面對活世的空笑
[00:09:26.000 --> 00:09:33.000]  在整段經文其實是很強調四個意識
[00:09:33.000 --> 00:09:36.000]  這四個意識你要很細心去看
[00:09:36.000 --> 00:09:39.000]  你才可以發現
[00:09:39.000 --> 00:09:43.000]  而這四個意識對於我們處世為人
[00:09:43.000 --> 00:09:46.000]  是有很深奧的意義
[00:09:46.000 --> 00:09:48.000]  有幾句的說話
[00:09:48.000 --> 00:09:50.000]  我們很多時候會說
[00:09:50.000 --> 00:09:52.000]  或者我們聽人說
[00:09:52.000 --> 00:09:54.000]  你怕不怕?
[00:09:54.000 --> 00:09:57.000]  你擔不擔心?
[00:09:57.000 --> 00:10:01.000]  你有沒有被人這樣問過呢?
[00:10:01.000 --> 00:10:03.000]  我相信個個都會有
[00:10:03.000 --> 00:10:05.000]  說這句說話的人
[00:10:05.000 --> 00:10:08.000]  是關心你的人會這樣問的
[00:10:08.000 --> 00:10:10.000]  第二
[00:10:10.000 --> 00:10:12.000]  你痛不痛?
[00:10:12.000 --> 00:10:15.000]  你哪裡辛苦?
[00:10:15.000 --> 00:10:18.000]  誰會這樣問你?
[00:10:18.000 --> 00:10:21.000]  醫生會這樣問你的
[00:10:21.000 --> 00:10:23.000]  你做完沒有?
[00:10:23.000 --> 00:10:25.000]  什麼時候deadline?
[00:10:25.000 --> 00:10:27.000]  什麼人會這樣問你呢?
[00:10:27.000 --> 00:10:29.000]  你老闆
[00:10:29.000 --> 00:10:31.000]  或者你的老師
[00:10:31.000 --> 00:10:33.000]  會這樣問你
[00:10:33.000 --> 00:10:34.000]  第四個
[00:10:34.000 --> 00:10:36.000]  你有沒有希望?
[00:10:36.000 --> 00:10:39.000]  你還有沒有希望?
[00:10:39.000 --> 00:10:42.000]  這個可能是學生
[00:10:42.000 --> 00:10:45.000]  老師問他的學業
[00:10:45.000 --> 00:10:47.000]  或者一個中年人
[00:10:47.000 --> 00:10:49.000]  被人問他的事業
[00:10:49.000 --> 00:10:51.000]  或者是老年人
[00:10:51.000 --> 00:10:54.000]  被人問他的健康
[00:10:54.000 --> 00:10:57.000]  你有沒有希望呢?
[00:10:57.000 --> 00:10:59.000]  各位這四個問題
[00:10:59.000 --> 00:11:03.000]  是反映著四個很重要的意識
[00:11:03.000 --> 00:11:05.000]  第一個問題
[00:11:05.000 --> 00:11:07.000]  怕不怕是涉及
[00:11:07.000 --> 00:11:10.000]  你有沒有危機感?
[00:11:10.000 --> 00:11:14.000]  第二個問題是涉及苦難的問題
[00:11:14.000 --> 00:11:18.000]  你辛不辛苦呢?
[00:11:18.000 --> 00:11:22.000]  第三個問題是一個終極的問題
[00:11:22.000 --> 00:11:24.000]  時間的問題
[00:11:24.000 --> 00:11:28.000]  你有沒有deadline呢?
[00:11:28.000 --> 00:11:30.000]  第四個問題是
[00:11:30.000 --> 00:11:32.000]  希望的問題
[00:11:32.000 --> 00:11:34.000]  四個問題
[00:11:34.000 --> 00:11:36.000]  在這個福音書
[00:11:36.000 --> 00:11:38.000]  這一段經文裏面
[00:11:38.000 --> 00:11:42.000]  其實都是隱藏了在這裏問
[00:11:42.000 --> 00:11:44.000]  這四個的意識
[00:11:44.000 --> 00:11:45.000]  危機意識
[00:11:45.000 --> 00:11:46.000]  苦難意識
[00:11:46.000 --> 00:11:47.000]  終極意識
[00:11:47.000 --> 00:11:49.000]  希望的意識
[00:11:49.000 --> 00:11:53.000]  是整段福音書經課裏面
[00:11:53.000 --> 00:11:55.000]  我覺得最寶貴
[00:11:55.000 --> 00:11:57.000]  最大的提醒
[00:11:57.000 --> 00:12:00.000]  是主耶穌要跟隨他的人
[00:12:00.000 --> 00:12:02.000]  都要去掌握
[00:12:02.000 --> 00:12:05.000]  猶太人自古到今
[00:12:05.000 --> 00:12:08.000]  就是很注重這四個的關聯
[00:12:08.000 --> 00:12:10.000]  在希羅的時代
[00:12:10.000 --> 00:12:12.000]  一般的人的意識
[00:12:12.000 --> 00:12:15.000]  只是停留在危機意識
[00:12:15.000 --> 00:12:16.000]  苦難意識
[00:12:16.000 --> 00:12:18.000]  終末意識
[00:12:18.000 --> 00:12:20.000]  羅馬人他們相信
[00:12:20.000 --> 00:12:23.000]  他們的世界遲早都會毀滅的
[00:12:23.000 --> 00:12:25.000]  因此很多的羅馬人
[00:12:25.000 --> 00:12:28.000]  他們覺得今朝有酒今朝醉
[00:12:28.000 --> 00:12:32.000]  我們只是享受現今的快樂
[00:12:32.000 --> 00:12:35.000]  世界都是會滅亡的
[00:12:35.000 --> 00:12:37.000]  所以他們對未來
[00:12:37.000 --> 00:12:40.000]  不會存有任何的希望
[00:12:40.000 --> 00:12:43.000]  但猶太教就帶出了
[00:12:43.000 --> 00:12:47.000]  危機苦難終末的意識背後
[00:12:47.000 --> 00:12:51.000]  還有盼望希望的意識
[00:12:51.000 --> 00:12:55.000]  猶太人他們有這四個的意識
[00:12:55.000 --> 00:12:58.000]  從他們的民族歷史來看
[00:12:58.000 --> 00:13:02.000]  猶太人也都因為有這四個的意識
[00:13:02.000 --> 00:13:05.000]  讓他們在苦難的當中
[00:13:05.000 --> 00:13:07.000]  能夠掙扎後存
[00:13:07.000 --> 00:13:10.000]  讓他們無論在學術上
[00:13:10.000 --> 00:13:12.000]  做生意方面
[00:13:12.000 --> 00:13:13.000]  宗教上
[00:13:13.000 --> 00:13:15.000]  處世為人上
[00:13:15.000 --> 00:13:18.000]  都有潔極出的表現
[00:13:18.000 --> 00:13:22.000]  這個是很值得我們去深思的
[00:13:22.000 --> 00:13:25.000]  猶太人獨特的時間
[00:13:25.000 --> 00:13:29.000]  猶太人認為在現今的時間
[00:13:29.000 --> 00:13:32.000]  去到未來的時間
[00:13:32.000 --> 00:13:35.000]  是有一個過渡的時間
[00:13:35.000 --> 00:13:40.000]  現今的時間是多下的
[00:13:40.000 --> 00:13:43.000]  現今的時間很多時候
[00:13:43.000 --> 00:13:47.000]  都是在一個平穩安定的當中
[00:13:47.000 --> 00:13:50.000]  在平穩安定當中的人
[00:13:50.000 --> 00:13:54.000]  他不要忽略有危機感
[00:13:54.000 --> 00:13:57.000]  所以當有人談論聖殿
[00:13:57.000 --> 00:14:00.000]  他們的聖殿是多麼偉大
[00:14:00.000 --> 00:14:02.000]  多麼宏偉
[00:14:02.000 --> 00:14:05.000]  多麼美麗的時候
[00:14:05.000 --> 00:14:07.000]  多麼金碧輝煌
[00:14:07.000 --> 00:14:11.000]  金光耀目的時候
[00:14:11.000 --> 00:14:13.000]  耶穌提出了
[00:14:13.000 --> 00:14:15.000]  聖殿會被毀
[00:14:15.000 --> 00:14:17.000]  這個輝煌的聖殿
[00:14:17.000 --> 00:14:21.000]  曾經給門徒有一種安全感
[00:14:21.000 --> 00:14:23.000]  因為他們有了聖殿
[00:14:23.000 --> 00:14:26.000]  就好像有了上帝
[00:14:26.000 --> 00:14:28.000]  整個聖殿的設計
[00:14:28.000 --> 00:14:31.000]  就是要顯示上帝的大能
[00:14:31.000 --> 00:14:33.000]  上帝的存在
[00:14:33.000 --> 00:14:35.000]  在以色列民
[00:14:35.000 --> 00:14:39.000]  在他們猶太人的當中
[00:14:39.000 --> 00:14:41.000]  古時的聖殿
[00:14:41.000 --> 00:14:46.000]  或者中世紀所有的大教堂
[00:14:46.000 --> 00:14:49.000]  都是最高最宏偉的
[00:14:49.000 --> 00:14:52.000]  因為這個是顯示了上帝的存在
[00:14:52.000 --> 00:14:55.000]  顯示了有這個聖殿的存在
[00:14:55.000 --> 00:14:57.000]  有上帝的存在
[00:14:57.000 --> 00:15:02.000]  就代表了安全感
[00:15:02.000 --> 00:15:05.000]  當下的安全感
[00:15:05.000 --> 00:15:09.000]  很多時候會令人埋沒了他的危機感
[00:15:09.000 --> 00:15:13.000]  所以耶穌要告訴他們聖殿
[00:15:13.000 --> 00:15:15.000]  聖殿是會被拆毀
[00:15:15.000 --> 00:15:17.000]  而且是完全拆毀
[00:15:17.000 --> 00:15:19.000]  一塊石頭
[00:15:19.000 --> 00:15:22.000]  不留在另一塊石頭上
[00:15:22.000 --> 00:15:25.000]  是不是完全拆毀?
[00:15:25.000 --> 00:15:29.000]  那是不是代表了上帝沒有能力呢?
[00:15:29.000 --> 00:15:33.000]  這個是代表了不是上帝的沒有能力
[00:15:33.000 --> 00:15:36.000]  而是上帝是容許苦難
[00:15:36.000 --> 00:15:39.000]  容許危機
[00:15:39.000 --> 00:15:41.000]  在人的生命
[00:15:41.000 --> 00:15:44.000]  在人的國家裏面出現
[00:15:44.000 --> 00:15:47.000]  耶穌要門徒居安
[00:15:47.000 --> 00:15:49.000]  要去施危
[00:15:49.000 --> 00:15:52.000]  危險的事情是會出現
[00:15:52.000 --> 00:15:56.000]  完美聖殿會被毀
[00:15:56.000 --> 00:15:59.000]  所以亦都帶來了另一個觀念
[00:15:59.000 --> 00:16:06.000]  就是有末世的時間的觀念
[00:16:06.000 --> 00:16:10.000]  是有終極末世的思想
[00:16:10.000 --> 00:16:15.000]  而在要進入一個未來的世界之前
[00:16:15.000 --> 00:16:19.000]  人是要經歷這個末世的時間是有苦難
[00:16:19.000 --> 00:16:21.000]  有可怕的戰爭
[00:16:21.000 --> 00:16:23.000]  民要攻打民
[00:16:23.000 --> 00:16:26.000]  國要攻打國帶來痛苦
[00:16:26.000 --> 00:16:30.000]  可怕的天災地震、饑荒、瘟疫
[00:16:30.000 --> 00:16:33.000]  瘟疫不是普通的傳染病
[00:16:33.000 --> 00:16:37.000]  而是一傳死幾百幾千幾萬
[00:16:37.000 --> 00:16:42.000]  是會帶來極大的痛苦和恐慌
[00:16:42.000 --> 00:16:46.000]  可怕的異象地大大的震動
[00:16:46.000 --> 00:16:51.000]  天上面可能有紅色的月亮出現
[00:16:51.000 --> 00:16:53.000]  人類就會很恐慌
[00:16:53.000 --> 00:16:56.000]  可怕的迫害
[00:16:56.000 --> 00:17:00.000]  特別對信耶穌的那班基督徒的迫害
[00:17:00.000 --> 00:17:05.000]  帶來了肉體、精神、靈性上的痛苦
[00:17:05.000 --> 00:17:08.000]  經歷過這一切的苦之後
[00:17:08.000 --> 00:17:12.000]  才去到未來的時間
[00:17:12.000 --> 00:17:18.000]  這個未來的時間就是上帝或者基督要作王作主
[00:17:18.000 --> 00:17:20.000]  人要經過審判
[00:17:20.000 --> 00:17:23.000]  世界經過滅亡更新之後
[00:17:23.000 --> 00:17:26.000]  新天新地出現
[00:17:26.000 --> 00:17:30.000]  對於未來猶太人亦是存在
[00:17:30.000 --> 00:17:33.000]  無論這個世界如何差、如何不好
[00:17:33.000 --> 00:17:36.000]  將來上帝會出現
[00:17:36.000 --> 00:17:39.000]  仍然是充滿了盼望
[00:17:39.000 --> 00:17:41.000]  而在人的患難當中
[00:17:41.000 --> 00:17:44.000]  其實上帝已經出現了
[00:17:44.000 --> 00:17:48.000]  如果大家有留意經文的記載
[00:17:48.000 --> 00:17:50.000]  當那些基督徒被拘捕
[00:17:50.000 --> 00:17:55.000]  甚至被刑罰受盡苦楚的時候
[00:17:55.000 --> 00:17:57.000]  他們還有機會的
[00:17:57.000 --> 00:18:03.000]  是在領導人的面前主會賜他們口才
[00:18:03.000 --> 00:18:08.000]  讓他們去對著一些官員來作見證
[00:18:08.000 --> 00:18:11.000]  保羅已經在做這件事
[00:18:11.000 --> 00:18:13.000]  甚至坐牢的時候
[00:18:13.000 --> 00:18:16.000]  向羅馬人、羅馬兵來傳福音
[00:18:16.000 --> 00:18:19.000]  令到整個羅馬兵
[00:18:19.000 --> 00:18:22.000]  以後很多人是歸主
[00:18:22.000 --> 00:18:25.000]  影響到連他們的其中一個將軍
[00:18:25.000 --> 00:18:30.000]  康士坦丁也都接受了基督教
[00:18:30.000 --> 00:18:33.000]  所以在面對困難的當中
[00:18:33.000 --> 00:18:35.000]  仍然看到上帝的恩典
[00:18:35.000 --> 00:18:37.000]  上帝的保護
[00:18:37.000 --> 00:18:39.000]  上帝的同在
[00:18:39.000 --> 00:18:41.000]  在不安的裡面
[00:18:41.000 --> 00:18:46.000]  仍然是有安全感
[00:18:46.000 --> 00:18:51.000]  各位,當我們看到這一切的時候
[00:18:51.000 --> 00:18:54.000]  這四大意識
[00:18:54.000 --> 00:19:00.000]  是很值得大家去深入的思想
[00:19:00.000 --> 00:19:03.000]  有一隻老鼠掉進了大米缸
[00:19:03.000 --> 00:19:05.000]  看到米很多很多
[00:19:05.000 --> 00:19:07.000]  簡直是掉進了天堂
[00:19:07.000 --> 00:19:09.000]  三餐沒斷
[00:19:09.000 --> 00:19:12.000]  他吃到都不想跳出來了
[00:19:12.000 --> 00:19:15.000]  他日吃夜食
[00:19:15.000 --> 00:19:17.000]  日吃夜食
[00:19:17.000 --> 00:19:20.000]  吃了一個禮拜一年
[00:19:20.000 --> 00:19:22.000]  那些米又如何呢?
[00:19:22.000 --> 00:19:24.000]  越來越少了
[00:19:24.000 --> 00:19:26.000]  而他呢
[00:19:26.000 --> 00:19:29.000]  就越來越肥了
[00:19:29.000 --> 00:19:33.000]  他有一天早上起床就發現
[00:19:33.000 --> 00:19:35.000]  一粒米都沒有
[00:19:35.000 --> 00:19:38.000]  他想跳出去
[00:19:38.000 --> 00:19:42.000]  請問各位他跳不跳得到呢?
[00:19:42.000 --> 00:19:44.000]  他已經吃到肥藤藤
[00:19:44.000 --> 00:19:49.000]  離開米缸口是越來越高
[00:19:49.000 --> 00:19:51.000]  這隻老鼠
[00:19:51.000 --> 00:19:54.000]  其實很多時候代表某一些人
[00:19:54.000 --> 00:19:57.000]  他只是享受現在
[00:19:57.000 --> 00:20:00.000]  他覺得現在是安全
[00:20:00.000 --> 00:20:02.000]  其實現在
[00:20:02.000 --> 00:20:04.000]  他沒有這個危機感
[00:20:04.000 --> 00:20:06.000]  造成了
[00:20:06.000 --> 00:20:09.000]  造成了他的悲哀
[00:20:09.000 --> 00:20:11.000]  不知道是不是有些議員
[00:20:11.000 --> 00:20:13.000]  以為他選了做議員
[00:20:13.000 --> 00:20:17.000]  就一定進入米缸
[00:20:17.000 --> 00:20:19.000]  其實都未進入
[00:20:19.000 --> 00:20:22.000]  已經欠缺了危機儀式
[00:20:22.000 --> 00:20:27.000]  何必搞這樣的宣誓
[00:20:27.000 --> 00:20:29.000]  自己作的東西
[00:20:29.000 --> 00:20:31.000]  進了米缸
[00:20:31.000 --> 00:20:33.000]  你還有很多機會
[00:20:33.000 --> 00:20:36.000]  雖然進了都有危機儀式
[00:20:36.000 --> 00:20:38.000]  但起碼你都進了
[00:20:38.000 --> 00:20:40.000]  先吃了米
[00:20:40.000 --> 00:20:41.000]  米都未吃
[00:20:41.000 --> 00:20:43.000]  就已經沒得吃了
[00:20:43.000 --> 00:20:46.000]  心理學家告訴我們
[00:20:46.000 --> 00:20:50.000]  人是有兩股的感覺去操作我們
[00:20:50.000 --> 00:20:53.000]  第一個就是安全感
[00:20:53.000 --> 00:20:56.000]  第二個就是不安全感
[00:20:56.000 --> 00:20:59.000]  又叫危機感
[00:20:59.000 --> 00:21:02.000]  這兩個感覺是對立的
[00:21:02.000 --> 00:21:06.000]  當一個人在安全感當中
[00:21:06.000 --> 00:21:10.000]  他最好仍然有危機感
[00:21:10.000 --> 00:21:15.000]  否則他陷入危機而不自覺
[00:21:15.000 --> 00:21:18.000]  但在危機感當中
[00:21:18.000 --> 00:21:22.000]  他亦都要努力去建立安全感
[00:21:22.000 --> 00:21:27.000]  否則他永遠都在危機不安全當中
[00:21:27.000 --> 00:21:29.000]  他會發瘋
[00:21:29.000 --> 00:21:31.000]  他會不行
[00:21:31.000 --> 00:21:33.000]  所以他要努力的
[00:21:33.000 --> 00:21:35.000]  亦都要使自己安全
[00:21:35.000 --> 00:21:37.000]  到他安全之後
[00:21:37.000 --> 00:21:40.000]  他亦都不要忘記
[00:21:40.000 --> 00:21:43.000]  他是需要有危機感
[00:21:43.000 --> 00:21:47.000]  不知大家去過內地過馬路沒有呢
[00:21:47.000 --> 00:21:49.000]  那些車向左來
[00:21:49.000 --> 00:21:50.000]  又向右來
[00:21:50.000 --> 00:21:51.000]  單車又有
[00:21:51.000 --> 00:21:53.000]  行人又有
[00:21:53.000 --> 00:21:55.000]  有紅綠燈
[00:21:55.000 --> 00:21:58.000]  通常司機有些都不看的
[00:21:58.000 --> 00:21:59.000]  行人看的
[00:21:59.000 --> 00:22:01.000]  但司機不是好看的
[00:22:01.000 --> 00:22:04.000]  或者司機看行人又不看的
[00:22:04.000 --> 00:22:06.000]  所以你去過大陸
[00:22:06.000 --> 00:22:09.000]  我就學習什麼叫危機感
[00:22:09.000 --> 00:22:11.000]  如果你不懂的話
