
[00:00:00.000 --> 00:00:02.720]  很高興在復活節的主日
[00:02:31.640 --> 00:02:33.920]  在末世必得永生
[00:02:33.920 --> 00:02:37.040]  原來主耶穌說跟隨祂的時候可能要受逼迫
[00:02:37.040 --> 00:02:39.080]  甚至是要以神為首
[00:02:39.080 --> 00:02:40.420]  以神為主
[00:02:40.420 --> 00:02:43.700]  我讀這段經文有一點奇怪
[00:02:43.700 --> 00:02:45.820]  祂說你要撇下房屋
[00:02:45.820 --> 00:02:48.640]  或是弟兄、姊妹、父母、兒女、田地
[00:02:48.640 --> 00:02:49.740]  有沒有留意到?
[00:02:49.740 --> 00:02:51.820]  祂沒有說撇下妻子
[00:02:51.820 --> 00:02:53.920]  妻子原來是撇不掉的
[00:02:53.920 --> 00:02:56.340]  她一輩子都要跟隨著你
[00:02:56.340 --> 00:02:57.200]  你有沒有留意?
[00:02:57.200 --> 00:02:58.920]  你想她撇掉之後
[00:02:58.920 --> 00:02:59.960]  然後得百倍
[00:02:59.960 --> 00:03:01.300]  是絕對沒有的
[00:03:01.300 --> 00:03:03.500]  所以婚姻是一夫一妻制的
[00:03:03.500 --> 00:03:04.500]  大家有沒有留意到
[00:03:04.500 --> 00:03:06.700]  很熟悉的經文我們可能忽略了
[00:03:06.700 --> 00:03:08.700]  妻子是不可以撇下的
[00:03:08.700 --> 00:03:09.300]  是不是?
[00:03:09.300 --> 00:03:12.200]  這些條件對某些人來說
[00:03:12.200 --> 00:03:14.120]  是多麼苛刻
[00:03:14.120 --> 00:03:17.400]  於是他們會產生什麼後果呢?
[00:03:17.400 --> 00:03:21.500]  大家要留意《馬克福音》第十章這一段經文
[00:03:21.500 --> 00:03:24.700]  「他們行路上耶路撒冷去
[00:03:24.700 --> 00:03:26.300]  耶穌在前頭走
[00:03:26.300 --> 00:03:27.800]  門徒就稀奇」
[00:03:27.800 --> 00:03:28.600]  留意
[00:03:28.600 --> 00:03:32.100]  「跟從他的人也害怕」
[00:03:32.100 --> 00:03:34.000]  那些人很害怕
[00:03:34.000 --> 00:03:37.300]  很害怕原來要付這麼多代價
[00:03:37.300 --> 00:03:39.200]  接著第三十二節
[00:03:39.200 --> 00:03:41.600]  就是耶穌繼續跟他們說
[00:03:41.600 --> 00:03:43.100]  說完之後更害怕
[00:03:43.100 --> 00:03:46.000]  我們聽聽第三十三、三十四兩節好不好?
[00:03:46.000 --> 00:03:48.800]  「看!我們上耶路撒冷去
[00:03:48.800 --> 00:03:52.800]  人子將要被交給祭司長王文士
[00:03:52.800 --> 00:03:55.000]  他們要定他死罪
[00:03:55.000 --> 00:03:56.600]  交給外邦人
[00:03:56.600 --> 00:03:58.500]  他們要戲弄他
[00:03:58.500 --> 00:04:00.700]  吐唾沫在他臉上
[00:04:00.700 --> 00:04:01.900]  鞭打他
[00:04:01.900 --> 00:04:03.000]  殺害他
[00:04:03.000 --> 00:04:04.300]  過了三天
[00:04:04.300 --> 00:04:05.800]  他要復活」
[00:04:05.800 --> 00:04:08.000]  耶穌接著還要說
[00:04:08.000 --> 00:04:10.800]  他自己會受苦受死
[00:04:10.800 --> 00:04:11.800]  但是他很強調
[00:04:11.800 --> 00:04:13.200]  他三天之後復活的
[00:04:13.200 --> 00:04:15.300]  但是人往往是很負面的
[00:04:15.300 --> 00:04:16.900]  聽到這些話的時候
[00:04:16.900 --> 00:04:19.500]  「啊?你不是來作王
[00:04:19.500 --> 00:04:21.000]  我跟隨你的時候
[00:04:21.000 --> 00:04:22.600]  一定有一官半職
[00:04:22.600 --> 00:04:24.100]  來帶你去得到的
[00:04:24.100 --> 00:04:27.200]  竟然現在你會受苦?」
[00:04:27.200 --> 00:04:29.300]  於是他們很害怕
[00:04:29.300 --> 00:04:32.700]  接著耶穌特別對那些仕途來說
[00:04:32.700 --> 00:04:34.500]  特別跟隨的人說
[00:04:34.500 --> 00:04:36.500]  「我就是生命的糧
[00:04:36.500 --> 00:04:37.500]  吃我的肉
[00:04:37.500 --> 00:04:38.800]  喝我的血的人
[00:04:38.800 --> 00:04:41.300]  是可以得到這種永生的
[00:04:41.300 --> 00:04:43.300]  啊?吃肉喝血?
[00:04:43.300 --> 00:04:45.100]  他們很難去接受」
[00:04:45.100 --> 00:04:46.800]  於是他們害怕
[00:04:46.800 --> 00:04:48.500]  接著出現了什麼呢?
[00:04:48.500 --> 00:04:50.400]  《約翰福音》第六章第66節
[00:04:50.400 --> 00:04:52.800]  「從此他們門徒中
[00:04:52.800 --> 00:04:54.400]  多有退去的
[00:04:54.400 --> 00:04:56.800]  不再和他同行」
[00:04:56.800 --> 00:04:58.000]  看到嗎?
[00:04:58.000 --> 00:05:01.800]  有些人半途而退
[00:05:01.800 --> 00:05:05.900]  他們沒有堅持這一份信念
[00:05:05.900 --> 00:05:07.500]  可能大家都會認識
[00:05:07.500 --> 00:05:08.600]  有些人
[00:05:08.600 --> 00:05:10.900]  一開始去教會信了耶穌
[00:05:10.900 --> 00:05:13.800]  但是後來他放棄了他的信仰
[00:05:13.800 --> 00:05:16.800]  他們都是半途而放棄
[00:05:16.800 --> 00:05:18.800]  有些人可能遇到困難
[00:05:18.800 --> 00:05:19.800]  有病
[00:05:19.800 --> 00:05:21.400]  或者遇到一些問題
[00:05:21.400 --> 00:05:22.500]  於是就跟神說
[00:05:22.500 --> 00:05:23.500]  「神啊!你幫助我
[00:05:23.500 --> 00:05:24.800]  我相信你
[00:05:24.800 --> 00:05:26.000]  如果你幫到我的時候
[00:05:26.000 --> 00:05:28.300]  我就會更加委心於你」
[00:05:28.300 --> 00:05:30.200]  但真的可能神幫了他之後
[00:05:30.200 --> 00:05:32.000]  但是他沒有積極的追求
[00:05:32.000 --> 00:05:33.500]  再遇到你那些衝擊的時候
[00:05:33.500 --> 00:05:33.900]  質疑
[00:05:33.900 --> 00:05:36.600]  「哎呀!那時候剛好碰巧而已」
[00:05:36.600 --> 00:05:39.500]  於是他就放棄了他的信仰
[00:05:39.500 --> 00:05:42.200]  這是非常可悲的
[00:05:42.200 --> 00:05:46.100]  這時候我們作為目者也要反省
[00:05:46.100 --> 00:05:49.100]  因為很多時候我們去講報道會的時候
[00:05:49.100 --> 00:05:50.600]  我們傳福音只是說
[00:05:50.600 --> 00:05:52.000]  信耶穌有永生
[00:05:52.000 --> 00:05:53.900]  信耶穌經常有平安喜樂
[00:05:53.900 --> 00:05:56.200]  但我們沒有說要付代價
[00:05:56.200 --> 00:05:57.600]  要委心
[00:05:57.600 --> 00:06:00.000]  要面對痛楚
[00:06:00.000 --> 00:06:03.100]  所以那些人信了耶穌之後
[00:06:03.100 --> 00:06:05.000]  「我遇到的不是這樣的」
[00:06:05.000 --> 00:06:06.700]  於是他就會放棄
[00:06:06.700 --> 00:06:07.900]  你留意主耶穌
[00:06:07.900 --> 00:06:10.300]  祂沒有濫收門徒
[00:06:10.300 --> 00:06:12.400]  縱使有些人很想跟隨祂
[00:06:12.400 --> 00:06:13.700]  耶穌怎麼說?
[00:06:13.700 --> 00:06:15.100]  耶穌對他們說
[00:06:15.100 --> 00:06:17.100]  「你要跟隨我?
[00:06:17.100 --> 00:06:20.400]  不要忘記狐狸有洞
[00:06:20.400 --> 00:06:22.600]  天空的飛鳥有窩
[00:06:22.600 --> 00:06:26.100]  大人子連枕頭的地方都沒有」
[00:06:26.100 --> 00:06:28.400]  今天原來要付代價的
[00:06:28.400 --> 00:06:29.200]  記住
[00:06:29.200 --> 00:06:31.400]  天國需要的是什麼?
[00:06:31.400 --> 00:06:32.800]  是徵兵
[00:06:32.800 --> 00:06:35.700]  而不是一些遊遊行行
[00:06:35.700 --> 00:06:38.600]  好像行公司那樣的基督徒
[00:06:38.600 --> 00:06:40.600]  是要委心的
[00:06:40.600 --> 00:06:41.700]  所以
[00:06:41.700 --> 00:06:43.400]  期望我們每一個人
[00:06:43.400 --> 00:06:47.200]  能夠對主發出的呼召是清楚
[00:06:47.200 --> 00:06:48.600]  有委心
[00:06:48.600 --> 00:06:51.200]  而不是叛徒而退的
[00:06:51.200 --> 00:06:55.100]  第二種跟隨主的是一些懦夫的信仰
[00:06:55.100 --> 00:06:57.100]  剛才我們看到那段經文
[00:06:57.100 --> 00:07:00.400]  有些人因為看到耶穌行神蹟的時候
[00:07:00.400 --> 00:07:02.500]  於是就跟隨主了
[00:07:02.500 --> 00:07:04.000]  但請你記住
[00:07:04.000 --> 00:07:06.000]  基督教信仰的基礎
[00:07:06.000 --> 00:07:09.900]  絕對不是建基於神蹟
[00:07:09.900 --> 00:07:13.200]  因為每一個宗教信仰都有它的神蹟
[00:07:13.200 --> 00:07:14.900]  神是以他的慈愛
[00:07:14.900 --> 00:07:17.100]  以他美麗的屬性來吸引我們
[00:07:17.100 --> 00:07:21.500]  而絕對不是以神蹟來吸引他
[00:07:21.500 --> 00:07:24.700]  如果有些人對這個信仰有偏見
[00:07:24.700 --> 00:07:27.500]  你怎麼行神蹟他也不會相信
[00:07:27.500 --> 00:07:31.600]  正如耶穌當日醫好一個生來核眼的人
[00:07:31.600 --> 00:07:35.600]  在安息日裡面治病趕鬼
[00:07:35.600 --> 00:07:37.900]  叫死一死日的拉薩路復活
[00:07:37.900 --> 00:07:41.400]  但對耶穌有偏見的那些民事法尼塞人
[00:07:41.400 --> 00:07:43.900]  會不會因為這樣的緣故而相信耶穌?
[00:07:43.900 --> 00:07:45.400]  是不會的
[00:07:45.400 --> 00:07:48.900]  《揚方第十二章第37節》裡面怎麼說?
[00:07:48.900 --> 00:07:51.900]  「他雖然在他們面前行了許多神蹟
[00:07:51.900 --> 00:07:55.100]  他們還是不信他」
[00:07:55.100 --> 00:07:56.400]  所以你留意到
[00:07:56.400 --> 00:07:59.100]  原來有些人仍然不相信主
[00:07:59.100 --> 00:08:03.900]  但當中有些人是會信的
[00:08:03.900 --> 00:08:05.900]  但這群人是怎麼樣呢?
[00:08:05.900 --> 00:08:08.600]  他們卻是懦夫的信仰
[00:08:08.600 --> 00:08:14.900]  我們一起來聽《揚方第十二章第42-43節》
[00:08:14.900 --> 00:08:16.700]  我們一起來聽這段經文
[00:08:16.700 --> 00:08:18.100]  「雖然如此
[00:08:18.100 --> 00:08:21.100]  官長中卻有好些信他的
[00:08:21.100 --> 00:08:23.300]  只因法尼塞人的緣故
[00:08:23.300 --> 00:08:24.700]  就不承認
[00:08:24.700 --> 00:08:26.900]  恐怕被趕出會堂
[00:08:26.900 --> 00:08:29.500]  這是因他們愛人的榮耀
[00:08:29.500 --> 00:08:31.900]  過於愛神的榮耀」
[00:08:31.900 --> 00:08:34.700]  你留意到原來有些官長是有地位的
[00:08:34.700 --> 00:08:37.200]  他們願意相信耶穌
[00:08:37.200 --> 00:08:40.200]  但他們卻不敢表明自己的身份
[00:08:40.200 --> 00:08:42.600]  要做一個隱藏的信徒
[00:08:42.600 --> 00:08:46.800]  原來當時猶太人最強的是什麼呢?
[00:08:46.800 --> 00:08:49.000]  就是宗教
[00:08:49.000 --> 00:08:51.800]  他們活動的範圍就是在會堂
[00:08:51.800 --> 00:08:53.700]  在聖殿裡面
[00:08:53.700 --> 00:08:55.700]  如果他們跟隨耶穌
[00:08:55.700 --> 00:08:57.600]  但當時那群宗教領袖
[00:08:57.600 --> 00:08:59.700]  民事法尼塞人是很憎恨耶穌的
[00:08:59.700 --> 00:09:01.900]  你站在敵人那邊
[00:09:01.900 --> 00:09:03.600]  你容不易被杯葛
[00:09:03.600 --> 00:09:04.800]  被否定的
[00:09:04.800 --> 00:09:07.600]  他就失去了他的生活圈子
[00:09:07.600 --> 00:09:11.500]  甚至很可能他會失去了他的地位
[00:09:11.500 --> 00:09:13.000]  失去了他的財富
[00:09:13.000 --> 00:09:15.000]  失去了那種名望
[00:09:15.000 --> 00:09:17.300]  他為了要保住這些的時候
[00:09:17.300 --> 00:09:19.100]  結果他又怎樣呢?
[00:09:19.100 --> 00:09:23.100]  他就做一個隱藏的信徒
[00:09:23.100 --> 00:09:24.300]  但其實是難的
[00:09:24.300 --> 00:09:25.400]  不要忘記
[00:09:25.400 --> 00:09:27.800]  今天聖經裡面很清楚告訴我們
[00:09:27.800 --> 00:09:30.200]  我們是世上的光
[00:09:30.200 --> 00:09:33.200]  承造在山上是不能夠隱藏的
[00:09:33.200 --> 00:09:35.900]  我們怎麼做一個隱藏的基督徒呢?
[00:09:35.900 --> 00:09:38.400]  你有沒有留意到這群官長
[00:09:38.400 --> 00:09:39.700]  記不記得
[00:09:39.700 --> 00:09:41.900]  當耶穌被捕
[00:09:41.900 --> 00:09:43.800]  是受到不公平的對待
[00:09:43.800 --> 00:09:45.300]  不公義的審判
[00:09:45.300 --> 00:09:48.300]  甚至被人虐打
[00:09:48.300 --> 00:09:50.700]  產生暴力對待
[00:09:50.700 --> 00:09:54.100]  但當時這些官長
[00:09:54.100 --> 00:09:55.800]  有沒有為耶穌
[00:09:55.800 --> 00:09:58.300]  為祂出頭
[00:09:58.300 --> 00:10:01.400]  去維護真理
[00:10:01.400 --> 00:10:03.000]  公義
[00:10:03.000 --> 00:10:04.300]  阻止這些人
[00:10:04.300 --> 00:10:06.100]  去對耶穌的虐待呢?
[00:10:06.100 --> 00:10:07.700]  沒有
[00:10:07.700 --> 00:10:09.800]  所以你留意到這一群人
[00:10:09.800 --> 00:10:11.100]  當他隱藏的時候
[00:10:11.100 --> 00:10:16.500]  他就不能夠為主做一些事情
[00:10:16.500 --> 00:10:17.900]  聖經裡面很清楚說
[00:10:17.900 --> 00:10:20.700]  原來他們是愛人的榮耀
[00:10:20.700 --> 00:10:24.300]  是過於神的榮耀
[00:10:24.300 --> 00:10:25.800]  他寧願站在人那邊
[00:10:25.800 --> 00:10:28.600]  而不願意站在神那邊
[00:10:28.600 --> 00:10:29.700]  但結果
[00:10:29.700 --> 00:10:31.500]  他以為這樣聰明謹慎
[00:10:31.500 --> 00:10:33.300]  其實是愚蠢
[00:10:33.300 --> 00:10:35.000]  今天無可否認
[00:10:35.000 --> 00:10:37.600]  人影響著我們的生活
[00:10:37.600 --> 00:10:40.100]  但人影響我們的只是短暫的時間
[00:10:40.100 --> 00:10:41.600]  可能是十幾二十年
[00:10:41.600 --> 00:10:42.900]  甚至你的今生
[00:10:42.900 --> 00:10:44.800]  但你的今生是很短的
[00:10:44.800 --> 00:10:46.300]  但我們的神
[00:10:46.300 --> 00:10:49.300]  他影響著我們的永生
[00:10:49.300 --> 00:10:51.400]  是永恆的裡面
[00:10:51.400 --> 00:10:53.400]  所以記住
[00:10:53.400 --> 00:10:56.400]  在永恆的事上做得對
[00:10:56.400 --> 00:11:00.000]  總好過你說在活在世上的時間
[00:11:00.000 --> 00:11:02.000]  做一些人人都認為是對的事情
[00:11:02.000 --> 00:11:03.700]  但其實不是真的這麼對的事情
[00:11:03.700 --> 00:11:05.200]  是好得多的
[00:11:05.200 --> 00:11:07.800]  所以我們站在哪一邊呢?
[00:11:07.800 --> 00:11:10.200]  今天有些人在信仰的歷程上
[00:11:10.200 --> 00:11:13.200]  都經歷過懦夫的信仰
[00:11:13.200 --> 00:11:14.800]  我不知道你有沒有經歷過
[00:11:14.800 --> 00:11:16.000]  我有
[00:11:16.000 --> 00:11:18.300]  當我十三歲回教會的時候
[00:11:18.300 --> 00:11:18.800]  好了
[00:11:18.800 --> 00:11:19.700]  但是我回到學校
[00:11:19.700 --> 00:11:21.900]  我不敢告訴別人我是基督徒
[00:11:21.900 --> 00:11:23.000]  因為為什麼呢?
[00:11:23.000 --> 00:11:25.200]  那時候基督徒經常被人取笑
[00:11:25.200 --> 00:11:25.900]  被人挖苦
[00:11:25.900 --> 00:11:27.000]  被人挖苦
[00:11:27.000 --> 00:11:28.800]  那時候我怎麼敢告訴他們呢?
[00:11:28.800 --> 00:11:29.400]  慘了
[00:11:29.400 --> 00:11:30.400]  我又知道
[00:11:30.400 --> 00:11:33.400]  我要有基督徒的責任
[00:11:33.400 --> 00:11:34.600]  吃飯的時候
[00:11:34.600 --> 00:11:35.500]  我要祈禱
[00:11:35.500 --> 00:11:36.200]  怎麼祈禱呢?
[00:11:36.200 --> 00:11:37.000]  吃飯之前
[00:11:37.000 --> 00:11:37.900]  擦乾淨脫下眼鏡
[00:11:37.900 --> 00:11:38.300]  主啊
[00:11:38.300 --> 00:11:40.700]  多謝祢讓我來帶祢去
[00:11:40.700 --> 00:11:41.800]  有這份基督徒
[00:11:41.800 --> 00:11:43.600]  擦乾眼鏡
[00:11:43.600 --> 00:11:44.300]  掩著嘴巴
[00:11:44.300 --> 00:11:45.100]  當什麼呢?
[00:11:45.100 --> 00:11:46.200]  當祈禱了
[00:11:46.200 --> 00:11:47.700]  有時候掉了一些在地上
[00:11:47.700 --> 00:11:48.000]  主啊
[00:11:48.000 --> 00:11:48.600]  多謝祢
[00:11:48.600 --> 00:11:49.500]  求祢了祝福
[00:11:49.500 --> 00:11:50.500]  撿一枝筆上來
[00:11:50.500 --> 00:11:51.500]  於是就吃爛了
[00:11:51.500 --> 00:11:52.200]  你明白嗎?
[00:11:52.200 --> 00:11:55.300]  那時候原來我不敢告訴別人
[00:11:55.300 --> 00:11:56.800]  因為怕被同學笑
[00:11:56.800 --> 00:11:58.300]  但是當然
[00:11:58.300 --> 00:12:01.000]  後來在我生命裡面慢慢成長的時候
[00:12:01.000 --> 00:12:02.100]  我會說
[00:12:02.100 --> 00:12:03.700]  我會讓別人知道
[00:12:03.700 --> 00:12:04.700]  但是真的
[00:12:04.700 --> 00:12:06.500]  就被別人來取笑我了
[00:12:06.500 --> 00:12:08.700]  所以今天你留意到
[00:12:08.700 --> 00:12:11.500]  我們不可以做一個沉默的人
[00:12:11.500 --> 00:12:13.200]  很簡單舉一個例子
[00:12:13.200 --> 00:12:16.400]  當你出來工作
[00:12:16.400 --> 00:12:18.900]  如果你不讓別人知道你是基督徒
[00:12:18.900 --> 00:12:19.400]  好
[00:12:19.400 --> 00:12:20.400]  沒問題的
[00:12:20.400 --> 00:12:22.200]  但是當有些人跟你說
[00:12:22.200 --> 00:12:22.700]  喂
[00:12:22.700 --> 00:12:24.600]  幾天長假期
[00:12:24.600 --> 00:12:25.900]  我們去哪裡玩呢?
[00:12:25.900 --> 00:12:28.100]  哪裡那些地方
[00:12:28.100 --> 00:12:29.500]  酒又好喝
[00:12:29.500 --> 00:12:31.400]  那些女孩又很漂亮
[00:12:31.400 --> 00:12:32.700]  我們去吧
[00:12:32.700 --> 00:12:33.600]  你推不推?
[00:12:33.600 --> 00:12:34.100]  行
[00:12:34.100 --> 00:12:35.000]  你當然要推
[00:12:35.000 --> 00:12:36.500]  但是你推一次兩次
[00:12:36.500 --> 00:12:38.000]  你不可以推第三第四次
[00:12:38.000 --> 00:12:38.800]  明白嗎?
[00:12:38.800 --> 00:12:40.600]  但是如果你說我是基督徒
[00:12:40.600 --> 00:12:41.900]  已經告訴別人了
[00:12:41.900 --> 00:12:42.800]  我信耶穌
[00:12:42.800 --> 00:12:44.400]  我不會去色情場所的
[00:12:44.400 --> 00:12:45.600]  可能你被別人笑
[00:12:45.600 --> 00:12:46.500]  神經病
[00:12:46.500 --> 00:12:48.000]  這些耶穌
[00:12:48.000 --> 00:12:49.800]  吃古不化了
[00:12:49.800 --> 00:12:50.500]  祂罵你兩句
[00:12:50.500 --> 00:12:51.600]  但是祂不會再叫你了
[00:12:51.600 --> 00:12:52.400]  明白嗎?
[00:12:52.400 --> 00:12:53.800]  所以你作為一個基督徒
[00:12:53.800 --> 00:12:55.300]  你被別人知道的時候
[00:12:55.300 --> 00:12:58.400]  是會有什麼好處的?
[00:12:58.400 --> 00:13:00.200]  對你的生命成長有好處
[00:13:00.200 --> 00:13:01.900]  又或者我們看到
[00:13:01.900 --> 00:13:03.300]  剛才說的那些官員
[00:13:03.300 --> 00:13:06.900]  不敢來承認自己是跟隨主的
[00:13:06.900 --> 00:13:08.400]  今天我不知道
[00:13:08.400 --> 00:13:09.700]  可能在英國
[00:13:09.700 --> 00:13:10.600]  在美國
[00:13:10.600 --> 00:13:11.800]  在議會裡面
[00:13:11.800 --> 00:13:14.700]  有些西方社會裡面就說
[00:13:14.700 --> 00:13:16.600]  同性戀是沒有問題的
[00:13:16.600 --> 00:13:18.300]  要合法的
[00:13:18.300 --> 00:13:19.800]  吃大麥是沒有問題的
[00:13:19.800 --> 00:13:22.100]  當你是議會裡面的議員
[00:13:22.100 --> 00:13:23.300]  你是基督徒
[00:13:23.300 --> 00:13:25.200]  你會不會贊成這些議案呢?
[00:13:25.200 --> 00:13:28.500]  但是很可能有些基督徒的議員
[00:13:28.500 --> 00:13:30.500]  為了要拿選票
[00:13:30.500 --> 00:13:32.000]  為了不得罪別人
[00:13:32.000 --> 00:13:35.900]  這跟聖經裡面是很不相同的原則
[00:13:35.900 --> 00:13:38.900]  但是他竟然會投贊成票
[00:13:38.900 --> 00:13:40.500]  這時候
[00:13:40.500 --> 00:13:42.800]  你猜他會不會得到神的祝福呢?
[00:13:42.800 --> 00:13:45.800]  所以看到有些基督徒的官員
[00:13:45.800 --> 00:13:48.400]  甚至我懷疑他們說的話
[00:13:48.400 --> 00:13:50.000]  他對不對自己的良心
[00:13:50.000 --> 00:13:52.100]  因為有些話很可能
[00:13:52.100 --> 00:13:56.600]  是跟聖經的原則或者公義相違背
[00:13:56.600 --> 00:13:59.100]  所以如果你是一個懦夫
[00:13:59.100 --> 00:14:02.700]  你是喜歡人的榮耀和喜好
[00:14:02.700 --> 00:14:04.800]  擁護自己的地位的時候
[00:14:04.800 --> 00:14:07.400]  往往你就不會站在神那邊
[00:14:07.400 --> 00:14:09.400]  所以今天我們要很小心
[00:14:09.400 --> 00:14:13.400]  我們不可以來做一個隱藏的基督徒
[00:14:13.400 --> 00:14:15.400]  但是有時候
[00:14:15.800 --> 00:14:19.100]  我們卻是有心無力
[00:14:19.100 --> 00:14:26.300]  主耶穌在赫西瑪利元受捉拿之前
[00:14:26.300 --> 00:14:29.200]  已經跟門徒尼號宣講了
[00:14:29.200 --> 00:14:31.500]  祂要受苦、受死
[00:14:31.500 --> 00:14:33.500]  《約翰福音》第十二章二十四節
[00:14:33.500 --> 00:14:34.700]  我想大家都很熟悉了
[00:14:34.700 --> 00:14:35.600]  耶穌說道
[00:14:35.600 --> 00:14:38.000]  「一粒墨紙若不落在地裡死了
[00:14:38.000 --> 00:14:39.500]  仍舊是一粒
[00:14:39.500 --> 00:14:42.200]  若是死了就結出許多紙粒來」
[00:14:42.200 --> 00:14:44.000]  耶穌也說得很清楚
[00:14:44.000 --> 00:14:45.000]  祂要死
[00:14:45.000 --> 00:14:50.700]  但是因為祂的死而帶來比更多的人得到新的生命
[00:14:50.700 --> 00:14:52.600]  這是二十四節,是不是?
[00:14:52.600 --> 00:14:54.100]  接著沒多久
[00:14:54.100 --> 00:14:56.300]  耶穌就宣告祂的死亡
[00:14:56.300 --> 00:15:01.800]  祂跟門徒很坦誠地分享祂內心那種掙扎
[00:15:01.800 --> 00:15:04.200]  第二十七節
[00:15:04.200 --> 00:15:07.300]  祂說「我現在心裡憂愁
[00:15:07.300 --> 00:15:09.600]  我說什麼才好呢?」
[00:15:09.600 --> 00:15:12.300]  耶穌說「我心裡很憂愁
[00:15:12.300 --> 00:15:15.000]  我都不知道自己要說些什麼」
[00:15:15.000 --> 00:15:17.900]  我想在這一刻裡面
[00:15:17.900 --> 00:15:19.500]  每一個的義人
[00:15:19.500 --> 00:15:24.500]  都很深體會到主那種心情上的傷痛
[00:15:24.500 --> 00:15:28.100]  好了,到了耶穌去黑西米利園禱告的時候
[00:15:28.100 --> 00:15:32.500]  耶穌竟然來向祂的門徒呼求
[00:15:32.500 --> 00:15:35.100]  叫門徒來跟祂一起警醒
[00:15:35.100 --> 00:15:37.100]  好了,我們一起來聽《馬太福音》
[00:15:37.100 --> 00:15:40.400]  二十六章的第三十八節,好嗎?
[00:15:40.400 --> 00:15:41.600]  第三十八節
[00:15:41.600 --> 00:15:43.300]  「面對他們說
