
[00:00:00.000 --> 00:00:15.000]  首先我要在此感謝朱牧師和譚牧師,我的老朋友,在此服侍大家。
[00:06:15.000 --> 00:06:17.000]  It's a way of life.
[00:06:17.000 --> 00:06:24.000]  所以無論去到哪裏,我舉行這個約爾門訓練研習會,我都會告訴弟兄姊妹聽,
[00:06:24.000 --> 00:06:29.000]  不是怎樣去搞教會,辦教會,而是一個生活方式。
[00:06:29.000 --> 00:06:32.000]  Because discipleship is a journey.
[00:06:32.000 --> 00:06:35.000]  因為門徒生活是一個旅程。
[00:06:35.000 --> 00:06:38.000]  And very often, this journey takes us through the wilderness.
[00:06:38.000 --> 00:06:42.000]  而這個旅程是一定會帶我們進入曠野。
[00:06:42.000 --> 00:06:47.000]  When I visited Israel, there was a Christian tour guide who took us around.
[00:06:47.000 --> 00:06:55.000]  有一次我去巡遊聖地,一個基督徒的響導就帶著我們。
[00:06:55.000 --> 00:06:58.000]  Then the bus passed through a wilderness.
[00:06:58.000 --> 00:07:00.000]  巴士就經過曠野。
[00:07:00.000 --> 00:07:05.000]  And the tour guide says, "Ah, the wilderness is a special place."
[00:07:05.000 --> 00:07:13.000]  It's a place of emptiness, but it's a place where God speaks.
[00:07:13.000 --> 00:07:19.000]  因為在這個地方裏面,上帝向人說話。
[00:07:19.000 --> 00:07:24.000]  Because in the space of silence, God speaks.
[00:07:24.000 --> 00:07:28.000]  在很靜的地方裏面,上帝向人說話。
[00:07:28.000 --> 00:07:35.000]  Blippically, the journey from Egypt to the Promised Land was through the wilderness.
[00:07:35.000 --> 00:07:41.000]  在聖經裏面,由埃及去到英許之地中間是一個曠野。
[00:07:41.000 --> 00:07:44.000]  So we ask the question, "Why the wilderness?"
[00:07:44.000 --> 00:07:47.000]  那我們就問個問題,為什麼要經過曠野呢?
[00:07:47.000 --> 00:07:53.000]  In the Blippical narrative, the 12 spies were sent out to spy the land for 40 days.
[00:07:53.000 --> 00:08:02.000]  在聖經的技術裏面,以色列人就差遣了12個探子去觀察,了解這個英許之地。
[00:08:02.000 --> 00:08:07.000]  Caleb and Joshua brought forth a report of faith, a good report.
[00:08:07.000 --> 00:08:17.000]  約書亞和加納其中這兩個探子就是帶來憑著信心而有的一個好的報告。
[00:08:17.000 --> 00:08:23.000]  Oh, but the other 10 spies gave a bad report because of doubt and unbelief.
[00:08:23.000 --> 00:08:29.000]  其他那10個就因為他們不相信和懷疑,他們就給一個壞的報告。
[00:08:29.000 --> 00:08:33.000]  The sad thing was the people of God did not believe Joshua and Caleb.
[00:08:33.000 --> 00:08:36.000]  They believed the 10 spies and they walked in their unbelief.
[00:08:36.000 --> 00:08:48.000]  很可悲的是,以色列人不聽加納和約書亞的報告,接受了那10個不信和懷疑的人的壞報告。
[00:08:48.000 --> 00:08:52.000]  And the people cried out in fear and said, "We'd rather go back to Egypt."
[00:08:52.000 --> 00:08:57.000]  那些以色列人就大聲說,我們寧願回去埃及。
[00:08:57.000 --> 00:08:59.000]  There were giants in the land.
[00:08:59.000 --> 00:09:10.000]  說那個英許之地下有巨人的。God told them for every day in the spying of the land, they will have one year in the wilderness.
[00:09:10.000 --> 00:09:19.000]  那上帝就和他們說,每一天他們來看這個英許之地,他們就要在曠野裡面留一年。
[00:09:19.000 --> 00:09:25.000]  So for 40 days, because of their unbelief, they would spend 40 years in the wilderness.
[00:09:25.000 --> 00:09:32.000]  因為他們不信,所以40天來去探索這個地,換來的就是他們40年要在曠野裡面。
[00:09:32.000 --> 00:09:36.000]  The question I ask is, why didn't God send them back to Egypt?
[00:09:36.000 --> 00:09:38.000]  Why send them into the wilderness?
[00:09:38.000 --> 00:09:44.000]  那我們就問,為什麼上帝不差他們回去埃及,而是讓他們在曠野裡面呢?
[00:09:44.000 --> 00:09:48.000]  When they were unbelieving, why didn't God say, "Poof, go back to Egypt."
[00:09:48.000 --> 00:09:52.000]  那他們都不信了,那就帶他們回去埃及。
[00:09:52.000 --> 00:09:57.000]  There are two reasons, one is God's promise and the other is God's purpose.
[00:09:57.000 --> 00:10:02.000]  有兩個原因,一個就是上帝的承諾,另外一個就是上帝的目的。
[00:10:02.000 --> 00:10:06.000]  The first is because of God's promise to Abraham.
[00:10:06.000 --> 00:10:09.000]  第一個原因就是上帝答應過阿巴拉罕。
[00:10:09.000 --> 00:10:12.000]  God promised Abraham, your people will have a land.
[00:10:12.000 --> 00:10:17.000]  他答應阿巴拉罕,你的子民會有一個地方。
[00:10:17.000 --> 00:10:22.000]  They are passing through the wilderness to the promised land.
[00:10:22.000 --> 00:10:24.000]  經過曠野,就會進入應許之地。
[00:10:24.000 --> 00:10:30.000]  If every time for their unbelief, God sends them back to Egypt, they will never get out of Egypt.
[00:10:30.000 --> 00:10:36.000]  如果每一次他們不相信,就送他們回去埃及,他們永遠都不會離開埃及。
[00:10:36.000 --> 00:10:42.000]  They will be delivered out of Egypt, walk around in unbelief, poof, they go back to Egypt.
[00:10:42.000 --> 00:10:47.000]  他們離開埃及,去到曠野,又不相信,又回到埃及。
[00:10:47.000 --> 00:10:51.000]  But God promised Abraham, they will have a promised land.
[00:10:51.000 --> 00:10:55.000]  因為上帝承諾過阿巴拉罕,他們有一個應許之地。
[00:10:55.000 --> 00:11:00.000]  The second reason why God didn't send them back to Egypt was because of God's purpose.
[00:11:00.000 --> 00:11:06.000]  第二個原因,他們沒有回去埃及,因為上帝有這個目的。
[00:11:06.000 --> 00:11:11.000]  God has a purpose for the wilderness to develop their faith.
[00:11:11.000 --> 00:11:15.000]  是要透過曠野去發展他們的信心。
[00:11:15.000 --> 00:11:21.000]  So the wilderness wasn't just a place of punishment, it was a place of faith development.
[00:11:21.000 --> 00:11:28.000]  所以曠野不單止是一個懲罰他們的地方,也是一個建立他們信心的地方。
[00:11:28.000 --> 00:11:32.000]  It was in the wilderness that faith was being sanctified.
[00:11:32.000 --> 00:11:36.000]  是在這個曠野裏面,他們的信心得到聖化。
[00:11:36.000 --> 00:11:44.000]  You see, salvation is God getting us out of the world, but sanctification, God is getting the world out of us.
[00:11:44.000 --> 00:11:54.000]  救贖就是上帝帶我們離開這個世界,而聖化就是將世界從我們的生命裏面拿走。
[00:11:54.000 --> 00:11:58.000]  So the wilderness is not a destination, it's a transit point.
[00:11:58.000 --> 00:12:03.000]  所以曠野並不是一個目的地,曠野只不過是一個中途站而已。
[00:12:03.000 --> 00:12:08.000]  In other words, God leads us to the wilderness, He will lead us through the wilderness.
[00:12:08.000 --> 00:12:14.000]  所以上帝並不是帶我們去曠野,而是經過曠野。
[00:12:14.000 --> 00:12:20.000]  Please understand, God doesn't want us to live in the wilderness, He wants us to learn from the wilderness.
[00:12:20.000 --> 00:12:27.000]  所以上帝並不是要我們活在曠野裏面,上帝是要我們在曠野裏面有所學習。
[00:12:27.000 --> 00:12:31.000]  But there is good news and there is bad news in the wilderness.
[00:12:31.000 --> 00:12:35.000]  所以在曠野裏面有壞消息亦都有好消息。
[00:12:35.000 --> 00:12:38.000]  Let me first explore the bad news with you.
[00:12:38.000 --> 00:12:40.000]  先講壞消息。
[00:12:40.000 --> 00:12:43.000]  The bad news is that we can lose our bearing in the wilderness.
[00:12:43.000 --> 00:12:47.000]  第一個壞消息就是在曠野裏面我們可以迷失方向。
[00:12:47.000 --> 00:12:50.000]  We can get confused and lost in the wilderness.
[00:12:50.000 --> 00:12:55.000]  我們在曠野裏面因為好混亂,所以我們就不知道去哪裏。
[00:12:55.000 --> 00:13:00.000]  Because the wilderness is a place of confusion and desperation.
[00:13:00.000 --> 00:13:04.000]  曠野就是混亂及很淒慘的地方。
[00:13:04.000 --> 00:13:08.000]  And in the wilderness, it's easy to get lost.
[00:13:08.000 --> 00:13:11.000]  在曠野裏面真的很容易迷路。
[00:13:11.000 --> 00:13:13.000]  We don't know what direction to take.
[00:13:13.000 --> 00:13:16.000]  我們都不知道究竟哪一個方向才是對的。
[00:13:16.000 --> 00:13:19.000]  The circumstances confuse us.
[00:13:19.000 --> 00:13:21.000]  各個環境令我們混亂。
[00:13:21.000 --> 00:13:25.000]  We ask the question, why me? Why this? Why now?
[00:13:25.000 --> 00:13:31.000]  我們就問這個問題,為什麼是這樣的?為什麼現在是這樣的?為什麼我是這樣的呢?
[00:13:31.000 --> 00:13:34.000]  I was once lost in Africa.
[00:13:34.000 --> 00:13:36.000]  有一次我從非洲迷路。
[00:13:36.000 --> 00:13:41.000]  I was going up from the southern part to Johannesburg.
[00:13:41.000 --> 00:13:48.000]  有一次我從非洲的南邊回到約翰尼斯堡。
[00:13:48.000 --> 00:13:53.000]  And I didn't realize that when winter comes, the sun sets very early.
[00:13:53.000 --> 00:14:01.000]  我又不是很了解到冬季的太陽落山落得很快。
[00:14:01.000 --> 00:14:07.000]  So suddenly, I found myself in the late afternoon driving in the darkness.
[00:14:07.000 --> 00:14:11.000]  很快,本來還沒到黃昏就已經黑了。
[00:14:11.000 --> 00:14:15.000]  I look in the rear view mirror, everything is dark.
[00:14:15.000 --> 00:14:18.000]  In front of the lamp, there is no cars around.
[00:14:18.000 --> 00:14:24.000]  我望到後鏡,後面是黑漆漆的,前面也是黑漆漆的。
[00:14:24.000 --> 00:14:27.000]  There is no road lights, there is no road sign.
[00:14:27.000 --> 00:14:30.000]  沒有街燈,也沒有路標。
[00:14:30.000 --> 00:14:34.000]  Only four of us in the car, my wife, myself and the missionary couple behind.
[00:14:34.000 --> 00:14:39.000]  我們現在的車裡面四個人,我和我太太,後面的就是孫教士夫婦。
[00:14:39.000 --> 00:14:43.000]  We were completely lost in the wilderness.
[00:14:43.000 --> 00:14:45.000]  我們真的是絕對迷路。
[00:14:45.000 --> 00:14:51.000]  And miles and miles as I drive along, I am not sure am I in the right direction in the darkness.
[00:14:51.000 --> 00:14:56.000]  一路這樣駛下去,我都不知道究竟我行駛的方向是否正確。
[00:14:56.000 --> 00:15:02.000]  There was no cars around, just one solitary car for miles and miles and miles in the darkness.
[00:15:02.000 --> 00:15:07.000]  周圍都沒有車,只是我們一輛車,然後我一路這樣駛下去,都是黑漆漆的。
[00:15:07.000 --> 00:15:11.000]  I was driving on hoping for some road signs, but there was none.
[00:15:11.000 --> 00:15:16.000]  我一路行的時候,我一路等著看看有沒有路牌,但是原來沒有的。
[00:15:16.000 --> 00:15:18.000]  If you were me, what would you do?
[00:15:18.000 --> 00:15:19.000]  如果你是我,你會怎樣?
[00:15:19.000 --> 00:15:25.000]  There is no GPS, there is no signal, everything is just vastness and lostness.
[00:15:25.000 --> 00:15:30.000]  沒有導航,也沒有訊號,就是一片黑漆漆。
[00:15:30.000 --> 00:15:32.000]  I finally have to stop the car.
[00:15:32.000 --> 00:15:34.000]  最後我就停了車。
[00:15:34.000 --> 00:15:36.000]  And I look up at the night sky.
[00:15:36.000 --> 00:15:40.000]  我然後望著晚上的星空。
[00:15:40.000 --> 00:15:43.000]  I was looking at the stars to find a sense of direction.
[00:15:43.000 --> 00:15:47.000]  我望上面的星星,我嘗試去找一些方向。
[00:15:47.000 --> 00:15:49.000]  I found the Southern Cross.
[00:15:49.000 --> 00:15:51.000]  我就找到南方的十字架。
[00:15:51.000 --> 00:15:54.000]  And from the Southern Cross, the opposite is towards the North.
[00:15:54.000 --> 00:15:58.000]  南方的十字架的相反方向就是北。
[00:15:58.000 --> 00:16:03.000]  So I found where the North is, and I drove towards the North and found Johannesburg.
[00:16:03.000 --> 00:16:07.000]  我就向著北方繼續這樣駛,結果我就找到約翰尼斯堡。
[00:16:07.000 --> 00:16:11.000]  That day, I learned an important spiritual lesson.
[00:16:11.000 --> 00:16:13.000]  那一天,我學到一個屬靈的功課。
[00:16:13.000 --> 00:16:16.000]  When you are lost, look up.
[00:16:16.000 --> 00:16:19.000]  你迷失了方向,你就要向上望。
[00:16:19.000 --> 00:16:23.000]  In the wilderness, prepare the way for the Lord. Look up.
[00:16:23.000 --> 00:16:29.000]  在曠野裏面,你要預備夜禍的道路,就是你要望上面。
[00:16:29.000 --> 00:16:32.000]  Because it's easy to lose our bearings in the wilderness.
[00:16:32.000 --> 00:16:36.000]  因為在曠野裏面,很容易就迷失了方向。
[00:16:36.000 --> 00:16:40.000]  The second news, we can lose our confidence in the wilderness.
[00:16:40.000 --> 00:16:46.000]  第二個壞消息就是,我們在曠野裏面很容易就失去了把握,失去了信心。
[00:16:46.000 --> 00:16:50.000]  Because when we lose our bearings, we get disoriented.
[00:16:50.000 --> 00:16:54.000]  因為我們失去了方向,我們就不知道究竟現在在哪裏。
[00:16:54.000 --> 00:16:58.000]  And because we don't know how to proceed, we lose our sense of confidence.
[00:16:58.000 --> 00:17:02.000]  當我們都不知道下一步是怎樣的時候,我們就失去了把握。
[00:17:02.000 --> 00:17:06.000]  The third bad news is that when I drove on and on, my confidence became less and less.
[00:17:06.000 --> 00:17:11.000]  就是好像在非洲那裏,一路駕駛就越來越沒有把握。
[00:17:11.000 --> 00:17:17.000]  The third bad news is that as we lose our bearing and confidence, we tend to wander in the wilderness.
[00:17:17.000 --> 00:17:26.000]  而第三個壞消息就是,我們失去了方向,又失去了信心,把握的時候,我們就開始在那裏轉圈轉圈。
[00:17:26.000 --> 00:17:30.000]  Because the wilderness can be complex and confusing.
[00:17:30.000 --> 00:17:35.000]  因為曠野真的很複雜,令人很混亂。
[00:17:35.000 --> 00:17:41.000]  In our life, the difficult circumstances can be complex and confusing.
[00:17:41.000 --> 00:17:47.000]  在我們的生命裏面,有很多事情是很複雜,令我們很混亂。
[00:17:47.000 --> 00:17:50.000]  Some have lost their job or they are retrenched.
[00:17:50.000 --> 00:17:55.000]  有一些人沒有了工作,結果就困在那裏。
[00:17:55.000 --> 00:17:58.000]  Some face financial crisis or health concerns.
[00:17:58.000 --> 00:18:02.000]  有些人面對經濟的問題,有些人面對健康的問題。
[00:18:02.000 --> 00:18:06.000]  Some have family problems, marriage problems or children problems.
[00:18:06.000 --> 00:18:12.000]  有一些人面對家庭關係的問題,婚姻的問題和兒女的問題。
[00:18:12.000 --> 00:18:17.000]  There are all kinds of things that come at us in our wilderness.
[00:18:17.000 --> 00:18:21.000]  在曠野裏面,不同的東西就湧過來。
[00:18:21.000 --> 00:18:26.000]  And the scary thing is we can lose our sense of perspective.
[00:18:26.000 --> 00:18:32.000]  令人驚懼的就是我們很容易失去了正確的視野。
[00:18:32.000 --> 00:18:36.000]  And as a result, the four bad news is wilderness wondering where is us.
[00:18:36.000 --> 00:18:43.000]  第四個壞的消息就是曠野令我們疲乏不堪。
[00:18:43.000 --> 00:18:47.000]  We don't quite understand what is happening and why.
[00:18:47.000 --> 00:18:51.000]  我們不知道究竟發生了什麼和為了什麼發生。
[00:18:51.000 --> 00:18:58.000]  We are trying to make sense of what is happening in our circumstances and we get more confused or more discouraged.
[00:18:58.000 --> 00:19:03.000]  越是想了解什麼發生,我們就越是混亂,我們就越是沮喪。
[00:19:03.000 --> 00:19:07.000]  And the fifth bad news is the wilderness is a battleground.
[00:19:07.000 --> 00:19:11.000]  第五個壞消息就是這個曠野其實是一個戰場。
[00:19:11.000 --> 00:19:14.000]  Not many know the wilderness is not a playground.
[00:19:14.000 --> 00:19:23.000]  每個人都知道曠野不是遊樂場。但是我們很多時候忘記曠野其實是一個戰場。
[00:19:23.000 --> 00:19:30.000]  Because Satan leverages the wilderness to confuse and create doubt in our soul.
[00:19:30.000 --> 00:19:40.000]  因為撒旦是利用這個曠野來製造懷疑和不順。
[00:19:40.000 --> 00:19:44.000]  And our wilderness become a battleground, but it's a different kind of battleground.
[00:19:44.000 --> 00:19:47.000]  曠野是一個戰場,但是是一個另類的戰場。
[00:19:47.000 --> 00:19:50.000]  Because there are no armies or chariots on the outside.
[00:19:50.000 --> 00:19:53.000]  因為外面你看不到坦克車和火炮。
[00:19:53.000 --> 00:19:55.000]  The battle is within.
[00:19:55.000 --> 00:19:57.000]  這個戰場在裏面。
[00:19:57.000 --> 00:20:01.000]  The battle is our doubts and our fears, our anxieties.
[00:20:01.000 --> 00:20:06.000]  這個是我們內心的恐懼、焦慮、不安。
[00:20:06.000 --> 00:20:10.000]  The inner battle that has become a war zone inside.
[00:20:10.000 --> 00:20:14.000]  這個是裏面那個戰場令到我們很辛苦。
[00:20:14.000 --> 00:20:18.000]  And our foundation for our faith from the Word of God is shifted.
[00:20:18.000 --> 00:20:25.000]  我們信心的基礎就會進入,我們的根基就會進入詭辯。
[00:20:25.000 --> 00:20:30.000]  Let me share with you what I found to be the greatest problem in discipleship today.
[00:20:30.000 --> 00:20:35.000]  讓我和大家分享,今天門徒的生活最大的挑戰是什麼?
[00:20:35.000 --> 00:20:39.000]  The biggest challenge is we shift our foundation from the Word of God.
[00:20:39.000 --> 00:20:44.000]  今天最大的挑戰就是我們轉移我們信仰的基礎,離開上帝的說話。
[00:20:44.000 --> 00:20:47.000]  That doesn't just mean we don't know God's Word.
[00:20:47.000 --> 00:20:50.000]  不是說我們不認識上帝的說話。
[00:20:50.000 --> 00:20:52.000]  We know the Word of God is important.
[00:20:52.000 --> 00:20:53.000]  我們知道上帝的說話重要。
[00:20:53.000 --> 00:20:55.000]  We know it should be the foundation of our faith.
[00:20:55.000 --> 00:20:58.000]  我們知道上帝的說話是我們信仰的基礎。
[00:20:58.000 --> 00:21:02.000]  So we must have a theological anchor and a biblical foundation.
[00:21:02.000 --> 00:21:09.000]  我們需要一個神學的基礎,和我們按照聖經的鬧。
[00:21:09.000 --> 00:21:12.000]  And the Bible will give us a sound biblical worldview.
[00:21:12.000 --> 00:21:18.000]  上帝的說話,這個聖經就給我們一個合乎聖經的世界觀。
[00:21:18.000 --> 00:21:23.000]  To understand God and His unchanging purposes by which He works in our life.
[00:21:23.000 --> 00:21:28.000]  如此我們就明白上帝的意思,上帝的計劃,和在我們生命裡面的計劃。
[00:21:28.000 --> 00:21:31.000]  To have a meaningful understanding of the world and how to live in it.
[00:21:31.000 --> 00:21:37.000]  也都是了解這個世界很清楚的,知道我們應該如何在這個世界裡面生活。
[00:21:37.000 --> 00:21:42.000]  So we know the Bible is truth and it should be the foundation of our life.
[00:21:42.000 --> 00:21:47.000]  所以我們知道的聖經是真理,是我們生命的盤石。
[00:21:47.000 --> 00:21:48.000]  But here comes the problem.
[00:21:48.000 --> 00:21:49.000]  但問題來了。
[00:21:49.000 --> 00:21:52.000]  We enter into a season of wilderness.
[00:21:52.000 --> 00:21:55.000]  當我們進入曠野的季節。
[00:21:55.000 --> 00:21:56.000]  It disorientates us.
[00:21:56.000 --> 00:21:58.000]  令到我們亂了路。
[00:21:58.000 --> 00:22:03.000]  Dogs come into our minds and anxieties and worries come to our hearts.
[00:22:03.000 --> 00:22:08.000]  懷疑、憂慮各樣的困惑進入我們的生命。
[00:22:08.000 --> 00:22:10.000]  It impacts our feelings and our emotions.
[00:22:10.000 --> 00:22:14.000]  衝擊我們的感覺和情緒。
[00:22:14.000 --> 00:22:18.000]  And out of our insecurity and feelings, we make our choices.
[00:22:18.000 --> 00:22:24.000]  出於我們的感覺和不安,我們就作出一些選擇。
[00:22:24.000 --> 00:22:29.000]  Our choices based upon our feelings will bring forth our behavior.
[00:22:29.000 --> 00:22:35.000]  當日出於這些感覺、情緒而帶來的我們的選擇就帶來一些行為。
[00:22:35.000 --> 00:22:41.000]  But because it's based upon our feelings, not upon faith, we are deviated from the Word of God.
[00:22:41.000 --> 00:22:46.000]  因為我們所作出的這些選擇是出於我們的感覺而不是出於上帝的說話。
[00:22:46.000 --> 00:22:50.000]  We become like the children of Israel in the wilderness.
[00:22:50.000 --> 00:22:52.000]  They walk in unbelief.
[00:22:52.000 --> 00:22:59.000]  我們就好像以色列的子民那樣,他們在生活裏面也活出他們的不信。
[00:22:59.000 --> 00:23:04.000]  Now we have two operating systems, two core belief systems within us.
[00:23:04.000 --> 00:23:09.000]  那現在我們的生命裏面就有兩個核心的信仰系統了。
[00:23:09.000 --> 00:23:11.000]  We have the Word of God that we say is true.
[00:23:11.000 --> 00:23:14.000]  我們有一個就是上帝的說話我們知道是真理。
[00:23:14.000 --> 00:23:19.000]  But we have our own values that is formed by our own behavior based upon our feelings.
[00:23:19.000 --> 00:23:25.000]  那有另外一個就是出於我們的情緒感覺而引伸出來的行動這個系統了。
[00:23:25.000 --> 00:23:29.000]  We are to walk in faith, but we are also walking in unbelief and doubt.
[00:23:29.000 --> 00:23:38.000]  我們應該是憑信念去生活,但是實際上我們就在我們的猶疑裏面進入另外一個生命生活。
[00:23:38.000 --> 00:23:43.000]  We ought to trust God fully in faith, but we are not trusting Him fully because of our doubts.
[00:23:43.000 --> 00:23:49.000]  我們應該是存然的信靠上帝,不過因為我們的懷疑,我們就不是很順了。
[00:23:49.000 --> 00:23:55.000]  Now no computer system can work on two operating systems within one computer.
[00:23:55.000 --> 00:24:01.000]  你都知道的,沒有一個電腦可以同時有兩個操作系統運行的。
[00:24:01.000 --> 00:24:06.000]  So within the human soul, we cannot operate by two core belief systems.
[00:24:06.000 --> 00:24:10.000]  所以我們的靈魂都不能夠同時有兩個操作系統的。
[00:24:10.000 --> 00:24:11.000]  Now we have a problem.
[00:24:11.000 --> 00:24:13.000]  我們又找問題了。
[00:24:13.000 --> 00:24:19.000]  What do we do when we have the Word of God, but at the same time the wisdom of the world and the things of the world?
[00:24:19.000 --> 00:24:25.000]  現在我們又有神的說話,然後又有世界的想法和智慧。
[00:24:25.000 --> 00:24:27.000]  We have three choices.
[00:24:27.000 --> 00:24:29.000]  我們有三個選擇。
[00:24:29.000 --> 00:24:35.000]  The first is repentance. We turn from the world and our own feelings and we walk by faith in the Word of God.
[00:24:35.000 --> 00:24:42.000]  所以就是悔改,轉離我們的感覺引發的那些選擇,然後歸回上帝的說話。
[00:24:42.000 --> 00:24:47.000]  Second choice, we backslide and we turn away from God and we live our own way.
[00:24:47.000 --> 00:24:57.000]  第二個選擇就是我們決定背棄我們的信仰,離開上帝的說話,跟著我們的感受去生活。
[00:24:57.000 --> 00:25:03.000]  But the problem in the global church is many Christians choose the third choice.
[00:25:03.000 --> 00:25:09.000]  很可惜的是全球的教會的弟兄姊妹作出第三個選擇。
[00:25:09.000 --> 00:25:14.000]  They continue to live with two opposing value systems within one soul.
[00:25:14.000 --> 00:25:22.000]  他們繼續容許這個不同的相反矛盾的系統在他們的靈魂裏面作祟。
[00:25:22.000 --> 00:25:27.000]  But I just told you that the human soul cannot accommodate the two belief systems.
[00:25:27.000 --> 00:25:32.000]  我剛剛才告訴大家,人的靈魂不能夠兩個系統同時操作。
[00:25:32.000 --> 00:25:38.000]  So how do we make the third choice? How can many Christians choose to have these two within them?
[00:25:38.000 --> 00:25:43.000]  那些人怎樣去做出第三個選擇呢?
[00:25:43.000 --> 00:25:49.000]  Because they give lip service to the word of God and live however they choose.
[00:25:49.000 --> 00:25:59.000]  他們的口就是跟著上帝的說話,不過他們的心就是照著他們的感覺,這個世界所給他們的智慧來的。
[00:25:59.000 --> 00:26:02.000]  On Sunday, we come to church to worship God.
[00:26:02.000 --> 00:26:05.000]  星期一來到這個地方去敬拜上帝。
[00:26:05.000 --> 00:26:07.000]  There is one belief system in the word.
[00:26:07.000 --> 00:26:09.000]  這一個就是信靠上帝的說話。
[00:26:09.000 --> 00:26:14.000]  In the cell group, we study the scriptures that we use Christian language.
[00:26:14.000 --> 00:26:17.000]  在細胞小組裏面,團契裏面,我們就用聖經的說話。
[00:26:17.000 --> 00:26:20.000]  這一個是基督教的言語。
[00:26:20.000 --> 00:26:24.000]  But this lip service,這些是咀唇的敬拜。
[00:26:24.000 --> 00:26:30.000]  Because from Monday and every day of the week, we live according to our own worldly value system.
[00:26:30.000 --> 00:26:39.000]  只是在聚會的時間才出現的,其他的時候,我們就是照著這個世界的價值觀念、信念去做。
[00:26:39.000 --> 00:26:43.000]  When that happens, the wilderness is a battleground of two systems.
[00:26:43.000 --> 00:26:49.000]  當這個情況出現的時候,曠野就成為這兩個系統的戰場。
[00:26:49.000 --> 00:26:52.000]  Life in the flesh or life in the spirit.
[00:26:52.000 --> 00:26:59.000]  在肉體的生活,或者是在聖靈的生活。
[00:26:59.000 --> 00:27:03.000]  Grounded in the value system of the word of God or the world.
[00:27:03.000 --> 00:27:08.000]  用聖經上帝的說話來作為我們的信念的根基,
[00:27:08.000 --> 00:27:11.000]  還是這個世界的價值作為我們信念的根基。
[00:27:11.000 --> 00:27:15.000]  And in that struggle, we are really lost in the wilderness.
