
[00:00:00.000 --> 00:00:04.000]  今日和大家思想的題目
[00:03:44.000 --> 00:03:45.000]  我們多少個年紀
[00:03:45.000 --> 00:03:47.000]  八十歲甚麼甚麼
[00:03:47.000 --> 00:03:49.000]  再多一點就再見了
[00:03:49.000 --> 00:03:51.000]  這個是人生的黑夜
[00:03:51.000 --> 00:03:54.000]  或者其他方面黑夜
[00:03:54.000 --> 00:03:56.000]  或者健康也好
[00:03:56.000 --> 00:03:57.000]  甚麼也好
[00:03:57.000 --> 00:03:59.000]  這個黑夜
[00:03:59.000 --> 00:04:02.000]  我們會遇到一些人生的黑夜
[00:04:02.000 --> 00:04:04.000]  無論如何
[00:04:04.000 --> 00:04:08.000]  我們要知道生命是短暫的
[00:04:08.000 --> 00:04:11.000]  又是無常的
[00:04:11.000 --> 00:04:13.000]  所以我們趁著我們今天
[00:04:13.000 --> 00:04:15.000]  還有機會
[00:04:15.000 --> 00:04:17.000]  還有時間
[00:04:17.000 --> 00:04:20.000]  努力點去為神工作
[00:04:20.000 --> 00:04:22.000]  因為沒多久
[00:04:22.000 --> 00:04:24.000]  這個黑夜就來到
[00:04:24.000 --> 00:04:27.000]  我們就沒有人能夠為神工作
[00:04:27.000 --> 00:04:29.000]  所以circle這幾個字
[00:04:29.000 --> 00:04:31.000]  趁著八日
[00:04:31.000 --> 00:04:33.000]  四個字circle它
[00:04:33.000 --> 00:04:35.000]  我們這個字就很好看的
[00:04:35.000 --> 00:04:37.000]  必須有一個字
[00:04:37.000 --> 00:04:39.000]  這些都是帶出
[00:04:39.000 --> 00:04:41.000]  童宮啊
[00:04:41.000 --> 00:04:42.000]  使命啊
[00:04:42.000 --> 00:04:44.000]  還有一個緊急
[00:04:44.000 --> 00:04:45.000]  黑夜將到
[00:04:45.000 --> 00:04:49.000]  沒有人能夠作供了
[00:04:49.000 --> 00:04:52.000]  好,這個是留意了
[00:04:52.000 --> 00:04:55.000]  耶穌見到一個
[00:04:55.000 --> 00:04:58.000]  生來是眼瞎的人
[00:04:58.000 --> 00:05:01.000]  門徒就想問他這個人
[00:05:01.000 --> 00:05:04.000]  眼瞎了,誰的錯呢?
[00:05:04.000 --> 00:05:08.000]  耶穌就不需要回答這個問題
[00:05:08.000 --> 00:05:10.000]  只是指出
[00:05:10.000 --> 00:05:13.000]  孩子的苦
[00:05:13.000 --> 00:05:15.000]  和他的家族
[00:05:15.000 --> 00:05:18.000]  全無關係
[00:05:18.000 --> 00:05:20.000]  換言之
[00:05:20.000 --> 00:05:23.000]  每一個人都是活在一個
[00:05:23.000 --> 00:05:26.000]  有罪的世界裏面
[00:05:26.000 --> 00:05:28.000]  人生的苦難
[00:05:28.000 --> 00:05:31.000]  使我們活在有罪的世界裏面
[00:05:31.000 --> 00:05:35.000]  必定逃不掉這個苦難
[00:05:35.000 --> 00:05:39.000]  不過如果你有了耶穌基督
[00:05:39.000 --> 00:05:41.000]  作為你生命的救主
[00:05:41.000 --> 00:05:45.000]  苦難來到算得了什麼呢?
[00:05:45.000 --> 00:05:47.000]  你有了主耶穌
[00:05:47.000 --> 00:05:49.000]  祂可以將苦難變成
[00:05:49.000 --> 00:05:51.000]  變相的祝福
[00:05:51.000 --> 00:05:53.000]  苦難一來到
[00:05:53.000 --> 00:05:58.000]  耶穌基督就大顯身手
[00:05:58.000 --> 00:06:01.000]  將苦難除去
[00:06:01.000 --> 00:06:04.000]  幫助我們更加有力
[00:06:04.000 --> 00:06:08.000]  有盼望往前行
[00:06:08.000 --> 00:06:10.000]  這樣
[00:06:10.000 --> 00:06:12.000]  祂就趁著這個機會
[00:06:12.000 --> 00:06:14.000]  教訓那些門徒
[00:06:14.000 --> 00:06:17.000]  如果你們的生命要顯出
[00:06:17.000 --> 00:06:19.000]  神的作為來
[00:06:19.000 --> 00:06:21.000]  你我也想
[00:06:21.000 --> 00:06:23.000]  我們的生命
[00:06:23.000 --> 00:06:25.000]  能夠顯出神的作為來
[00:06:25.000 --> 00:06:27.000]  這樣就要留意一下
[00:06:27.000 --> 00:06:29.000]  四個感覺
[00:06:29.000 --> 00:06:32.000]  第一是趁著白日
[00:06:32.000 --> 00:06:37.000]  白日是指我們人生在世上的光陰
[00:06:37.000 --> 00:06:39.000]  請問大家
[00:06:39.000 --> 00:06:44.000]  你今年貴庚嗎?
[00:06:44.000 --> 00:06:47.000]  你今年這樣的年紀
[00:06:47.000 --> 00:06:51.000]  你知不知道明年在哪裡?
[00:06:51.000 --> 00:06:52.000]  不知道的
[00:06:52.000 --> 00:06:53.000]  沒有人肯定
[00:06:53.000 --> 00:06:56.000]  所以要趁著我們今天的白日
[00:06:56.000 --> 00:06:58.000]  今年的白日
[00:06:58.000 --> 00:07:00.000]  努力點
[00:07:00.000 --> 00:07:02.000]  不要浪費時間
[00:07:02.000 --> 00:07:04.000]  為神工作
[00:07:04.000 --> 00:07:09.000]  如果你有錢存在銀行裡面
[00:07:09.000 --> 00:07:12.000]  每個月銀行給你月結單
[00:07:12.000 --> 00:07:13.000]  告訴你
[00:07:13.000 --> 00:07:15.000]  你還了多少的銀兩
[00:07:15.000 --> 00:07:17.000]  在你的戶口裡面
[00:07:17.000 --> 00:07:19.000]  但是有沒有人告訴你
[00:07:19.000 --> 00:07:21.000]  你還有多少光陰
[00:07:21.000 --> 00:07:25.000]  連日在世上?
[00:07:25.000 --> 00:07:26.000]  是不是很清楚?
[00:07:26.000 --> 00:07:29.000]  很簡單的道理
[00:07:29.000 --> 00:07:31.000]  法國人有一句說話
[00:07:31.000 --> 00:07:33.000]  說得非常之好
[00:07:33.000 --> 00:07:36.000]  今天脫下鞋與襪
[00:07:36.000 --> 00:07:40.000]  不知明天能否穿
[00:07:40.000 --> 00:07:41.000]  是的
[00:07:41.000 --> 00:07:43.000]  今天除了鞋除了襪
[00:07:43.000 --> 00:07:45.000]  或者上床睡覺
[00:07:45.000 --> 00:07:49.000]  都不知道是否可以醒來
[00:07:49.000 --> 00:07:51.000]  很多人睡覺就已經睡了
[00:07:51.000 --> 00:07:52.000]  走了
[00:07:52.000 --> 00:07:54.000]  都很感恩
[00:07:54.000 --> 00:07:56.000]  不是痛苦中走
[00:07:56.000 --> 00:08:00.000]  是睡了覺離開世界
[00:08:00.000 --> 00:08:01.000]  都是恩典
[00:08:01.000 --> 00:08:03.000]  我們不是求恩典
[00:08:03.000 --> 00:08:06.000]  我們總之都是求一個
[00:08:06.000 --> 00:08:10.000]  努力在我們餘下的生命
[00:08:10.000 --> 00:08:12.000]  為神工作
[00:08:12.000 --> 00:08:15.000]  顯出神的作為來
[00:08:15.000 --> 00:08:17.000]  你能夠為神工作
[00:08:17.000 --> 00:08:21.000]  你就能夠顯出神的作為來
[00:08:21.000 --> 00:08:23.000]  趁著白日
[00:08:23.000 --> 00:08:28.000]  趁著你在世上的年日
[00:08:28.000 --> 00:08:30.000]  我住在三藩市
[00:08:30.000 --> 00:08:33.000]  在洛杉磯洛杉磯
[00:08:33.000 --> 00:08:35.000]  有一個很特別的機構
[00:08:35.000 --> 00:08:38.000]  三藩市離開洛杉磯
[00:08:38.000 --> 00:08:43.000]  一個半小時的飛機航程
[00:08:43.000 --> 00:08:47.000]  在洛杉磯有一個
[00:08:47.000 --> 00:08:52.000]  很特別的時間管理機構
[00:08:52.000 --> 00:08:58.000]  一直研究世人如何用他們的時間
[00:08:58.000 --> 00:09:02.000]  他們有一次發出一個報告
[00:09:02.000 --> 00:09:05.000]  當他一個人生的年日
[00:09:05.000 --> 00:09:06.000]  八十歲
[00:09:06.000 --> 00:09:08.000]  在這八十年裏
[00:09:08.000 --> 00:09:12.000]  他如何用這八十年的光陰呢?
[00:09:12.000 --> 00:09:16.000]  第一是講到睡覺
[00:09:16.000 --> 00:09:18.000]  一個人一生當中
[00:09:18.000 --> 00:09:22.000]  你猜猜用了多少年去睡覺?
[00:09:22.000 --> 00:09:26.000]  大概二十三年
[00:09:26.000 --> 00:09:27.000]  人人不同
[00:09:27.000 --> 00:09:28.000]  有些人睡多些
[00:09:28.000 --> 00:09:29.000]  有些人睡少些
[00:09:29.000 --> 00:09:31.000]  不過基督徒睡多些
[00:09:31.000 --> 00:09:32.000]  知不知道?
[00:09:32.000 --> 00:09:35.000]  因為他們在不應該睡的地方
[00:09:35.000 --> 00:09:37.000]  睡覺
[00:09:37.000 --> 00:09:40.000]  禮拜堂
[00:09:40.000 --> 00:09:42.000]  工作
[00:09:42.000 --> 00:09:44.000]  工作上班
[00:09:44.000 --> 00:09:46.000]  都是用了二十三年
[00:09:46.000 --> 00:09:49.000]  不算加班
[00:09:49.000 --> 00:09:51.000]  總之一般來說
[00:09:51.000 --> 00:09:54.000]  都用了二十三年的時間
[00:09:54.000 --> 00:09:56.000]  還有
[00:09:56.000 --> 00:09:57.000]  每日的三餐
[00:09:57.000 --> 00:10:00.000]  早午晚三餐
[00:10:00.000 --> 00:10:03.000]  都用了很多年的時間
[00:10:03.000 --> 00:10:07.000]  總共用了七年時間
[00:10:07.000 --> 00:10:08.000]  不過
[00:10:08.000 --> 00:10:11.000]  可能女士們就用多些
[00:10:11.000 --> 00:10:13.000]  為什麼呢?
[00:10:13.000 --> 00:10:16.000]  有沒有聽過這句古語
[00:10:16.000 --> 00:10:19.000]  男人吃飯就挑過燈
[00:10:19.000 --> 00:10:22.000]  女人吃飯就磨穿裙
[00:10:22.000 --> 00:10:24.000]  有沒有聽過?
[00:10:24.000 --> 00:10:25.000]  未聽過呢
[00:10:25.000 --> 00:10:29.000]  你都不是我的年紀
[00:10:29.000 --> 00:10:31.000]  不過今天就不同了
[00:10:31.000 --> 00:10:33.000]  個個都快餐
[00:10:33.000 --> 00:10:35.000]  快口快吃
[00:10:35.000 --> 00:10:37.000]  個個都快餐快餐
[00:10:37.000 --> 00:10:39.000]  就快餐完了
[00:10:39.000 --> 00:10:40.000]  就上班了
[00:10:40.000 --> 00:10:42.000]  或者做其他事
[00:10:42.000 --> 00:10:44.000]  總之
[00:10:44.000 --> 00:10:46.000]  一世當中
[00:10:46.000 --> 00:10:50.000]  用了七年時間去搞
[00:10:50.000 --> 00:10:55.000]  去慰一慰五臟廟
[00:10:55.000 --> 00:10:58.000]  他們就有一個研究
[00:10:58.000 --> 00:10:59.000]  研究那些人
[00:10:59.000 --> 00:11:02.000]  每日的洗臉
[00:11:02.000 --> 00:11:03.000]  刷牙
[00:11:03.000 --> 00:11:04.000]  沖涼
[00:11:04.000 --> 00:11:06.000]  其他廁所等等
[00:11:06.000 --> 00:11:10.000]  都用了大概有六年的時間
[00:11:10.000 --> 00:11:12.000]  當然有些人
[00:11:12.000 --> 00:11:17.000]  在廁所裏面做文豪
[00:11:17.000 --> 00:11:20.000]  很多雜誌在廁所裏面看
[00:11:20.000 --> 00:11:22.000]  很多打發時間
[00:11:22.000 --> 00:11:24.000]  還有打手機
[00:11:24.000 --> 00:11:25.000]  玩手機
[00:11:25.000 --> 00:11:29.000]  那些手機王花很多時間
[00:11:29.000 --> 00:11:30.000]  總之
[00:11:30.000 --> 00:11:33.000]  一日用了洗臉刷牙
[00:11:33.000 --> 00:11:35.000]  其他的事務
[00:11:35.000 --> 00:11:37.000]  都用了六年的時間
[00:11:37.000 --> 00:11:39.000]  坐車用了七年
[00:11:39.000 --> 00:11:41.000]  都幾係夜的
[00:11:41.000 --> 00:11:43.000]  還有打電話上網
[00:11:43.000 --> 00:11:46.000]  做其他手機的事
[00:11:46.000 --> 00:11:49.000]  用了五年的時間
[00:11:49.000 --> 00:11:51.000]  還有旅行
[00:11:51.000 --> 00:11:56.000]  在娛樂用了大概四至五年
[00:11:56.000 --> 00:11:57.000]  買東西
[00:11:57.000 --> 00:11:58.000]  購物
[00:11:58.000 --> 00:11:59.000]  人人不同
[00:11:59.000 --> 00:12:02.000]  都用了三年的時間
[00:12:02.000 --> 00:12:04.000]  還有其他的東西
[00:12:04.000 --> 00:12:05.000]  很多的
[00:12:05.000 --> 00:12:06.000]  垃圾的
[00:12:06.000 --> 00:12:07.000]  例如
[00:12:07.000 --> 00:12:10.000]  你要等紅燈變綠燈
[00:12:10.000 --> 00:12:11.000]  就等
[00:12:11.000 --> 00:12:13.000]  是時間來的
[00:12:13.000 --> 00:12:15.000]  你排隊給錢
[00:12:15.000 --> 00:12:16.000]  又要等
[00:12:16.000 --> 00:12:18.000]  你排隊去拿錢
[00:12:18.000 --> 00:12:19.000]  即是銀行
[00:12:19.000 --> 00:12:20.000]  又要等
[00:12:20.000 --> 00:12:21.000]  去看醫生
[00:12:21.000 --> 00:12:22.000]  又要等
[00:12:22.000 --> 00:12:25.000]  什麼都要等
[00:12:25.000 --> 00:12:26.000]  一等
[00:12:26.000 --> 00:12:29.000]  很多時間就去了
[00:12:29.000 --> 00:12:30.000]  打電話給人
[00:12:30.000 --> 00:12:32.000]  沒有人聽
[00:12:32.000 --> 00:12:34.000]  就等
[00:12:34.000 --> 00:12:35.000]  等一次
[00:12:35.000 --> 00:12:36.000]  等兩次
[00:12:36.000 --> 00:12:38.000]  打幾次電話都沒有人聽
[00:12:38.000 --> 00:12:40.000]  那個時間都用了
[00:12:40.000 --> 00:12:43.000]  這些垃圾的東西
[00:12:43.000 --> 00:12:45.000]  用了幾多年
[00:12:45.000 --> 00:12:48.000]  用了五年的時間
[00:12:48.000 --> 00:12:50.000]  加起來
[00:12:50.000 --> 00:12:53.000]  沒有多少時間在世上
[00:12:53.000 --> 00:12:57.000]  加起來都有82年
[00:12:57.000 --> 00:12:59.000]  哪有時間去教會
[00:12:59.000 --> 00:13:01.000]  哪有時間去服事
[00:13:01.000 --> 00:13:02.000]  去團計
[00:13:02.000 --> 00:13:03.000]  沒有的
[00:13:03.000 --> 00:13:08.000]  除非你在別的地方節省時間
[00:13:08.000 --> 00:13:09.000]  你想想
[00:13:09.000 --> 00:13:11.000]  時間就是這樣
[00:13:11.000 --> 00:13:12.000]  走了
[00:13:12.000 --> 00:13:14.000]  很容易走了
[00:13:14.000 --> 00:13:19.000]  走到我們都不覺得他們走了
[00:13:19.000 --> 00:13:21.000]  有沒有想過
[00:13:21.000 --> 00:13:22.000]  我們是不是這樣
[00:13:22.000 --> 00:13:23.000]  一天一天
[00:13:23.000 --> 00:13:26.000]  日復一天就過去
[00:13:26.000 --> 00:13:28.000]  我們努力點
[00:13:28.000 --> 00:13:29.000]  注意點
[00:13:29.000 --> 00:13:32.000]  趁著我們今天的年日
[00:13:32.000 --> 00:13:35.000]  早點裝備好
[00:13:35.000 --> 00:13:38.000]  equip好我們的生命
[00:13:38.000 --> 00:13:39.000]  努力點
[00:13:39.000 --> 00:13:40.000]  為神工作
[00:13:40.000 --> 00:13:42.000]  除非你不信神
[00:13:42.000 --> 00:13:44.000]  除非你不想去侍奉
[00:13:44.000 --> 00:13:46.000]  另一方面
[00:13:46.000 --> 00:13:50.000]  如果你真的有個心去侍奉神的話
[00:13:50.000 --> 00:13:52.000]  你就留意一下
[00:13:52.000 --> 00:13:53.000]  好好地
[00:13:53.000 --> 00:13:54.000]  我要好好地
[00:13:54.000 --> 00:13:56.000]  今年開始
[00:13:56.000 --> 00:13:57.000]  好好地
[00:13:57.000 --> 00:13:58.000]  努力點
[00:13:58.000 --> 00:14:00.000]  不要浪費時間
[00:14:00.000 --> 00:14:02.000]  那些垃圾的東西不要做
[00:14:02.000 --> 00:14:04.000]  不要那麼努力
[00:14:04.000 --> 00:14:05.000]  一天一天
[00:14:05.000 --> 00:14:07.000]  不要隨便就一天
[00:14:07.000 --> 00:14:10.000]  浪費我們很多的光陰
[00:14:10.000 --> 00:14:12.000]  是很可惜的
[00:14:12.000 --> 00:14:13.000]  還有
[00:14:13.000 --> 00:14:15.000]  這個白日
[00:14:15.000 --> 00:14:18.000]  不單止是指時間
[00:14:18.000 --> 00:14:21.000]  同時
[00:14:21.000 --> 00:14:23.000]  都是指我們的健康
[00:14:23.000 --> 00:14:25.000]  趁著你有健康的年日
[00:14:25.000 --> 00:14:27.000]  做好一點為神工作
[00:14:27.000 --> 00:14:30.000]  不要等到你被推輪椅
[00:14:30.000 --> 00:14:32.000]  推來推去的時候
[00:14:32.000 --> 00:14:35.000]  你有什麼力量去為神工作
[00:14:35.000 --> 00:14:36.000]  你只有一個「推」字
[00:14:36.000 --> 00:14:38.000]  只有一個「等人推」
[00:14:38.000 --> 00:14:40.000]  感恩就是這樣
[00:14:40.000 --> 00:14:43.000]  你求神給你好的健康
[00:14:43.000 --> 00:14:46.000]  你不需要用錢去養醫生
[00:14:46.000 --> 00:14:47.000]  很健康
[00:14:47.000 --> 00:14:48.000]  感恩
[00:14:48.000 --> 00:14:53.000]  如果你不是需要常常養醫生的話
[00:14:53.000 --> 00:14:55.000]  感恩
[00:14:55.000 --> 00:14:57.000]  求神給你健康的身體
[00:14:57.000 --> 00:14:59.000]  出入自如
[00:14:59.000 --> 00:15:00.000]  去東去西
[00:15:00.000 --> 00:15:02.000]  都是健健康康
[00:15:02.000 --> 00:15:03.000]  來來去去
[00:15:03.000 --> 00:15:06.000]  這個是恩典
[00:15:06.000 --> 00:15:08.000]  所以
[00:15:08.000 --> 00:15:10.000]  你有一些財幹
[00:15:10.000 --> 00:15:13.000]  用在侍奉神方面
[00:15:13.000 --> 00:15:15.000]  你不是有財幹
[00:15:15.000 --> 00:15:17.000]  你有錢、錢財
[00:15:17.000 --> 00:15:19.000]  奉獻給上帝
[00:15:19.000 --> 00:15:22.000]  投資於永恆
[00:15:22.000 --> 00:15:23.000]  積財於天
[00:15:23.000 --> 00:15:25.000]  你會見到那些錢
[00:15:25.000 --> 00:15:30.000]  因為那些錢幫助到那個人去天國
[00:15:30.000 --> 00:15:31.000]  你就見到他
[00:15:31.000 --> 00:15:34.000]  這是你奉獻的果效
[00:15:34.000 --> 00:15:36.000]  天堂見到他
[00:15:36.000 --> 00:15:40.000]  這是你奉獻的效果
[00:15:40.000 --> 00:15:42.000]  所以努力點
[00:15:42.000 --> 00:15:43.000]  為神工作
[00:15:43.000 --> 00:15:45.000]  不要緊
[00:15:45.000 --> 00:15:47.000]  你交出來的錢
[00:15:47.000 --> 00:15:49.000]  你不是交給教會
[00:15:49.000 --> 00:15:51.000]  你是交給上帝
[00:15:51.000 --> 00:15:55.000]  你交給上帝去使用
[00:15:55.000 --> 00:15:58.000]  用你的金錢去幫助別人
[00:15:58.000 --> 00:16:03.000]  能夠早日移民去天國
[00:16:03.000 --> 00:16:05.000]  簡單道理
[00:16:05.000 --> 00:16:08.000]  所以不要浪費你的光陰
[00:16:08.000 --> 00:16:10.000]  有首古詩
[00:16:10.000 --> 00:16:12.000]  時值這樣說
[00:16:12.000 --> 00:16:16.000]  勸君莫惜金柳衣
[00:16:16.000 --> 00:16:19.000]  勸君惜取少年時
[00:16:19.000 --> 00:16:21.000]  花開堪折
[00:16:21.000 --> 00:16:23.000]  直須折
[00:16:23.000 --> 00:16:27.000]  莫待無花空折之
[00:16:27.000 --> 00:16:30.000]  不要浪費時間
[00:16:30.000 --> 00:16:33.000]  花了少年頭空悲切
[00:16:33.000 --> 00:16:36.000]  我發覺很多人很浪費時間
[00:16:36.000 --> 00:16:39.000]  我就覺得很可惜
[00:16:39.000 --> 00:16:41.000]  上帝給你這麼好的健康
[00:16:41.000 --> 00:16:43.000]  給你這麼多時間
[00:16:43.000 --> 00:16:46.000]  都不要用這些時間去服事主
[00:16:46.000 --> 00:16:47.000]  服事教會
[00:16:47.000 --> 00:16:49.000]  貢獻微小的力量
[00:16:49.000 --> 00:16:52.000]  都比沒有貢獻好
[00:16:52.000 --> 00:16:54.000]  所以真的
[00:16:54.000 --> 00:16:57.000]  努力地為神工作
[00:16:57.000 --> 00:17:01.000]  光陰一寸
[00:17:01.000 --> 00:17:05.000]  光陰一寸光陰一寸感
[00:17:05.000 --> 00:17:08.000]  侍奉神的光陰一尺金
[00:17:08.000 --> 00:17:11.000]  真的不容易
[00:17:11.000 --> 00:17:13.000]  如果神給你一個好的崗位
[00:17:13.000 --> 00:17:14.000]  侍奉神
[00:17:14.000 --> 00:17:16.000]  甚至沒有崗位
[00:17:16.000 --> 00:17:18.000]  都在享受
[00:17:18.000 --> 00:17:21.000]  享受神的慰養
[00:17:21.000 --> 00:17:23.000]  靈命茁壯
[00:17:23.000 --> 00:17:25.000]  信心剛強
[00:17:25.000 --> 00:17:27.000]  都是好的
[00:17:27.000 --> 00:17:30.000]  不一定站在領導的崗位
[00:17:30.000 --> 00:17:31.000]  你坐在那裡
[00:17:31.000 --> 00:17:33.000]  被人服侍你
[00:17:33.000 --> 00:17:36.000]  很叫你的靈命長進
[00:17:36.000 --> 00:17:39.000]  很叫你的信心剛強起來
[00:17:39.000 --> 00:17:41.000]  都是恩典
[00:17:41.000 --> 00:17:42.000]  所以
[00:17:42.000 --> 00:17:45.000]  你要為那些服侍你的人
[00:17:45.000 --> 00:17:46.000]  獻上感恩
[00:17:46.000 --> 00:17:49.000]  他教你怎樣去認識上帝
[00:17:49.000 --> 00:17:51.000]  他教你怎樣去等候上帝
[00:17:51.000 --> 00:17:55.000]  他教你怎樣去培養你的信心
[00:17:55.000 --> 00:17:57.000]  這些都是神的恩典
[00:17:57.000 --> 00:17:59.000]  你有機會
[00:17:59.000 --> 00:18:02.000]  好像每一個星期天去聽道
[00:18:02.000 --> 00:18:03.000]  都是恩典
[00:18:03.000 --> 00:18:05.000]  好好地把握那些
[00:18:05.000 --> 00:18:08.000]  聽神話語的時間
[00:18:08.000 --> 00:18:10.000]  來去裝備自己
[00:18:10.000 --> 00:18:14.000]  好好地去為神工作
[00:18:14.000 --> 00:18:16.000]  我們
[00:18:16.000 --> 00:18:19.000]  我常常喜歡用一句這樣的古語
[00:18:19.000 --> 00:18:21.000]  寫了給大家
[00:18:21.000 --> 00:18:23.000]  一句古語叫做
[00:18:23.000 --> 00:18:26.000]  人生不過三萬天
[00:18:26.000 --> 00:18:27.000]  你知不知道
[00:18:27.000 --> 00:18:30.000]  我們的命只有三萬天
[00:18:30.000 --> 00:18:32.000]  怎樣計算出來的
[00:18:32.000 --> 00:18:33.000]  例如
[00:18:33.000 --> 00:18:36.000]  一年有三百六十五天
[00:18:36.000 --> 00:18:38.000]  你加個零
[00:18:38.000 --> 00:18:39.000]  十年呢
[00:18:39.000 --> 00:18:43.000]  十年就三百六十五天
[00:18:43.000 --> 00:18:45.000]  加多個零
[00:18:45.000 --> 00:18:46.000]  再多個零
[00:18:46.000 --> 00:18:47.000]  就一千
[00:18:47.000 --> 00:18:49.000]  不過,一路加上去
[00:18:49.000 --> 00:18:50.000]  你就變了
[00:18:50.000 --> 00:18:52.000]  加多一幾個零天
[00:18:52.000 --> 00:18:54.000]  就三萬天了
[00:18:54.000 --> 00:18:55.000]  即是叫做
[00:18:55.000 --> 00:19:01.000]  三萬六千五百五十日
[00:19:01.000 --> 00:19:07.000]  三六五零日
[00:19:07.000 --> 00:19:09.000]  好的,非常之好
[00:19:09.000 --> 00:19:12.000]  我們不知道大家
[00:19:12.000 --> 00:19:16.000]  活了多少年
[00:19:16.000 --> 00:19:17.000]  不要緊
[00:19:17.000 --> 00:19:21.000]  無論你活到什麼年紀都好
[00:19:21.000 --> 00:19:25.000]  就算你活到三萬+
[00:19:25.000 --> 00:19:27.000]  這樣的年紀
[00:19:27.000 --> 00:19:29.000]  都是
