
[00:00:00.000 --> 00:00:07.640]  上一個主日,和大家思想到《路加福音》第十一章的其中一個主要的經文
[00:05:12.280 --> 00:05:14.120]  或者信耶穌
[00:05:14.120 --> 00:05:16.000]  做什麼都這麼認真
[00:05:16.000 --> 00:05:17.440]  他們自己不去追求
[00:05:17.440 --> 00:05:18.600]  不去做
[00:05:18.600 --> 00:05:21.280]  別人努力卻又阻擋
[00:05:21.280 --> 00:05:27.440]  這個正是這個罪的本質所帶來的種種的後遺症
[00:05:27.440 --> 00:05:31.800]  種種的罪惡的表現
[00:05:31.800 --> 00:05:34.840]  所以耶穌基督進到第十二章
[00:05:34.840 --> 00:05:36.320]  第一到十二節的時候
[00:05:36.320 --> 00:05:38.440]  祂就首先講到
[00:05:38.440 --> 00:05:43.880]  祂說這些法利賽人就好像一些麵膠在麵團那裡
[00:05:43.880 --> 00:05:51.000]  這些麵膠慢慢會惹到其他的麵團都發酵
[00:05:51.000 --> 00:05:55.200]  所以祂說這個是那種壞的影響
[00:05:55.200 --> 00:05:56.120]  所以不知不覺
[00:05:56.120 --> 00:06:00.240]  如果你負重那些其他人的錯誤
[00:06:00.240 --> 00:06:04.160]  不知不覺自己都落在這個禍患當中
[00:06:04.160 --> 00:06:06.520]  所以耶穌再一次提醒我們要警醒
[00:06:06.520 --> 00:06:09.280]  從這個法利賽人
[00:06:09.280 --> 00:06:10.440]  這些六禍
[00:06:10.440 --> 00:06:13.800]  這四種不同的表現當中得以脫離
[00:06:13.800 --> 00:06:17.480]  叫我們的內心再一次有著聖靈的光照
[00:06:17.480 --> 00:06:20.280]  有這個內心的光
[00:06:20.280 --> 00:06:21.800]  這個燈再一次亮著
[00:06:21.800 --> 00:06:25.600]  以致我們不在這些禍患當中
[00:06:25.600 --> 00:06:29.720]  所以接下來祂就用了幾方面的教導
[00:06:29.720 --> 00:06:33.760]  這個可以說是一種語重心長的勸戒
[00:06:33.760 --> 00:06:38.080]  所以耶穌基督不單止講應許講救恩
[00:06:38.080 --> 00:06:39.840]  祂也都是勸戒我們
[00:06:39.840 --> 00:06:41.680]  叫我們能夠得以警醒
[00:06:41.680 --> 00:06:44.800]  因為實在我們需要這個光光照我們的內心
[00:06:44.800 --> 00:06:50.080]  以致我們人才能夠走在神所喜悅的道路上
[00:06:50.080 --> 00:06:53.720]  接下來在第十二章第四節到十二節
[00:06:53.720 --> 00:06:56.240]  今天我和大家思想有三方面
[00:06:56.240 --> 00:06:58.200]  就是關乎耶穌基督的勸戒
[00:06:58.200 --> 00:06:59.640]  亦都很明顯的
[00:06:59.640 --> 00:07:01.000]  給我們看見
[00:07:01.000 --> 00:07:03.760]  有很完整的對於神的認識
[00:07:03.760 --> 00:07:06.440]  以及神給我們的提醒
[00:07:06.440 --> 00:07:07.520]  所以第一方面
[00:07:07.520 --> 00:07:11.440]  就是由十二章的四到第七節
[00:07:11.440 --> 00:07:14.680]  這裡可以說很清楚提醒我們
[00:07:14.680 --> 00:07:17.080]  當懼怕的是誰呢?
[00:07:17.080 --> 00:07:20.280]  當懼怕的是神,不是人
[00:07:20.280 --> 00:07:24.600]  所以這裡提到由第四節到第七節
[00:07:24.600 --> 00:07:27.240]  我們一起讀讀這四節的經文
[00:07:27.240 --> 00:07:30.800]  很清楚提醒我們懼怕的是誰
[00:07:30.800 --> 00:07:32.880]  我們同聲讀出,好嗎?請讀
[00:07:32.880 --> 00:07:36.200]  我的朋友,我對你們說
[00:07:36.200 --> 00:07:41.000]  那殺身體,以後不能再做什麼的
[00:07:41.000 --> 00:07:43.120]  不要怕他們
[00:07:43.120 --> 00:07:47.680]  我要指示你們,當怕的是誰
[00:07:47.680 --> 00:07:54.560]  當怕那殺了以後又有權兵丟在地獄裡的
[00:07:54.560 --> 00:07:59.120]  我實在告訴你們,正要怕他
[00:07:59.120 --> 00:08:04.120]  五個麻雀,不是賣二分銀子嗎?
[00:08:04.120 --> 00:08:08.520]  但在上帝面前,一個也不忘記
[00:08:08.520 --> 00:08:12.920]  就是你們的頭髮,也都被數過了
[00:08:12.920 --> 00:08:19.000]  不要懼怕,你們比許多麻雀還貴重
[00:08:19.000 --> 00:08:21.400]  所以在這幾節裡,你要留意到
[00:08:21.400 --> 00:08:26.640]  很多次耶穌提到怕
[00:08:26.640 --> 00:08:31.560]  當怕誰,不要怕誰,不要懼怕什麼
[00:08:31.560 --> 00:08:33.520]  很明顯這裡提醒我們
[00:08:33.520 --> 00:08:41.240]  我們不要怕缺乏,不要怕別人的恐嚇
[00:08:41.240 --> 00:08:44.800]  甚至不要怕因為要得到人的好處
[00:08:44.800 --> 00:08:47.640]  所以要放下自己的原則
[00:08:47.640 --> 00:08:49.240]  他說當怕是誰呢?
[00:08:49.240 --> 00:08:53.000]  第五節,我指示你們當怕的是誰
[00:08:53.000 --> 00:08:56.920]  當怕的是誰啊?領子妹
[00:08:56.920 --> 00:08:58.840]  當怕的是神,他說
[00:08:58.840 --> 00:09:00.760]  所以如果要怕的,就怕誰呢?
[00:09:00.760 --> 00:09:05.800]  要怕當怕的,就是當怕神
[00:09:05.800 --> 00:09:09.200]  為什麼?因為那些就算殺了我們的身體
[00:09:09.200 --> 00:09:13.200]  不能夠做到任何事,這裡指普通的人
[00:09:13.200 --> 00:09:15.360]  一般的人,無論那些敵港人也好
[00:09:15.360 --> 00:09:18.000]  給你好處的人也好
[00:09:18.000 --> 00:09:21.920]  這裡是指人的層面
[00:09:21.920 --> 00:09:26.520]  那殺身體,以後不能再做什麼,不要怕他
[00:09:26.520 --> 00:09:28.680]  當然也可以說
[00:09:28.680 --> 00:09:33.400]  魔鬼最多做的就是透過人的逼迫、迫害
[00:09:33.400 --> 00:09:36.000]  叫我們喪失我們的生命
[00:09:36.000 --> 00:09:40.200]  但是他不可以奪取我們的靈魂
[00:09:40.200 --> 00:09:43.160]  感謝神,當我們信主的人
[00:09:43.160 --> 00:09:45.920]  我們的靈魂在神的手中
[00:09:45.920 --> 00:09:49.080]  我們的永生滿有把握
[00:09:49.080 --> 00:09:52.920]  我們懼怕,這個世界很多東西令我們懼怕
[00:09:52.920 --> 00:09:56.880]  但是原來最需要懼怕的就是上帝
[00:09:56.880 --> 00:10:00.040]  這個是所有人都應該認識的
[00:10:00.040 --> 00:10:03.840]  因為原來上帝不單止掌管我們肉身生命
[00:10:03.840 --> 00:10:10.160]  他更加可以有權柄掌管我們未來永恆的去向
[00:10:10.160 --> 00:10:11.880]  當然這個極端的就是
[00:10:11.880 --> 00:10:15.040]  一個就是天家蒙神的賞賜
[00:10:15.040 --> 00:10:17.520]  永遠的祝福,永遠的生命
[00:10:17.520 --> 00:10:21.080]  另外一個極端的去向就是
[00:10:21.080 --> 00:10:24.200]  在地上被罪惡來渲染
[00:10:24.200 --> 00:10:27.760]  最終在魔鬼的掌控底下
[00:10:27.760 --> 00:10:31.680]  和魔鬼一同滅亡,去到地獄那裡
[00:10:31.680 --> 00:10:34.800]  原來這些都在神的權柄當中
[00:10:34.800 --> 00:10:36.480]  在祂的手中
[00:10:36.480 --> 00:10:38.360]  所以再沒有其他東西
[00:10:38.360 --> 00:10:39.880]  我們需要懼怕
[00:10:39.880 --> 00:10:42.880]  但是如果你不怕上帝
[00:10:42.880 --> 00:10:46.160]  這樣就是一個最大的禍患
[00:10:46.160 --> 00:10:52.440]  法理賽人的問題就是他們怕人多過怕誰?
[00:10:52.440 --> 00:10:54.080]  怕上帝
[00:10:54.080 --> 00:10:56.680]  他們要在人面前得到稱讚
[00:10:56.680 --> 00:10:59.760]  在人面前得到面子
[00:10:59.760 --> 00:11:01.840]  在人面前得到好處
[00:11:01.840 --> 00:11:03.880]  在人面前得到尊榮
[00:11:03.880 --> 00:11:08.200]  但是他沒有留意到原來最大的好處
[00:11:08.200 --> 00:11:14.640]  尊榮的賞賜者就是上帝
[00:11:14.640 --> 00:11:17.920]  所以他怕在人面前失去地位
[00:11:17.920 --> 00:11:22.680]  他們就用很多方法來勞弄人、討好人
[00:11:22.680 --> 00:11:26.000]  或者鉗制別人、操控別人
[00:11:26.000 --> 00:11:31.480]  用很多方法、很難的手的誡命等等
[00:11:31.480 --> 00:11:35.760]  但是原來在做這些他沒有對神的敬畏
[00:11:35.760 --> 00:11:38.480]  他不知道這件事是違反神的心意的
[00:11:38.480 --> 00:11:40.920]  不能得到神的喜悅
[00:11:40.920 --> 00:11:45.600]  所以這個卻是一個最大最大的禍患
[00:11:45.600 --> 00:11:51.600]  也是在黑暗之中最不能明白自己的情況
[00:11:51.600 --> 00:11:54.360]  所以在聖經裡,頂子梅下
[00:11:54.360 --> 00:11:58.360]  我們很強調我們要愛神
[00:11:58.360 --> 00:12:02.080]  是很真實的,也是最重要的
[00:12:02.080 --> 00:12:03.880]  也很強調神愛我們
[00:12:03.880 --> 00:12:05.160]  這個也是很真實的
[00:12:05.160 --> 00:12:07.960]  也是最重要的,在基督教裡
[00:12:07.960 --> 00:12:09.440]  但是我們不忽略
[00:12:09.440 --> 00:12:12.040]  聖經裡也有很多很多的地方
[00:12:12.040 --> 00:12:15.680]  提到我們需要敬畏神
[00:12:15.680 --> 00:12:19.640]  Fear,Fear即是懼怕的意思
[00:12:19.640 --> 00:12:21.800]  對神有懼怕,對神有敬畏
[00:12:21.800 --> 00:12:24.360]  我們需要敬愛神
[00:12:24.360 --> 00:12:28.640]  但是也需要同時對神有敬畏
[00:12:28.640 --> 00:12:31.240]  我們需要知道神愛我們
[00:12:31.240 --> 00:12:32.640]  但是我們也明白到
[00:12:32.640 --> 00:12:35.040]  上帝是公義和聖潔
[00:12:35.040 --> 00:12:38.440]  是那位審判罪惡的神
[00:12:38.440 --> 00:12:42.040]  所以這兩者是不可以缺一
[00:12:42.040 --> 00:12:48.000]  當然我們知道愛的先驅是正面的
[00:12:48.000 --> 00:12:50.920]  但是聖經裡同時提醒我們
[00:12:50.920 --> 00:12:54.640]  很多很多對神的敬畏
[00:12:54.640 --> 00:12:56.400]  因為在舊約裡告訴我們
[00:12:56.400 --> 00:13:00.960]  敬畏耶和華,祂就會遠離惡事
[00:13:00.960 --> 00:13:04.320]  對神的敬畏,祂就會遠離惡事
[00:13:04.320 --> 00:13:05.560]  換句話說,上一次我們說到
[00:13:05.560 --> 00:13:08.800]  神是聖潔的,知聖知榮的
[00:13:08.800 --> 00:13:11.360]  所以當我們對神的敬畏的時候
[00:13:11.360 --> 00:13:14.640]  我們就會知道不要得罪神
[00:13:14.640 --> 00:13:16.960]  遠離惡事
[00:13:16.960 --> 00:13:19.080]  聖經裡說敬畏耶和華的人
[00:13:19.080 --> 00:13:21.080]  一樣好處都不缺
[00:13:21.080 --> 00:13:23.680]  所以我們知道對神的敬畏
[00:13:23.680 --> 00:13:27.040]  就不會失去一些很重要的屬靈的福份
[00:13:27.040 --> 00:13:30.720]  和祂的賞賜和祂的恩典
[00:13:30.720 --> 00:13:33.080]  一樣好處都不缺
[00:13:33.080 --> 00:13:34.280]  敬畏耶和華
[00:13:34.280 --> 00:13:38.960]  fear God 是所有智慧和知識的開端
[00:13:38.960 --> 00:13:40.440]  是否?是真言
[00:13:40.440 --> 00:13:41.920]  告訴我們
[00:13:41.920 --> 00:13:45.320]  所有我們人世間的智慧知識的開端
[00:13:45.320 --> 00:13:50.600]  原來都是因著對神的敬畏而開始
[00:13:50.600 --> 00:13:52.480]  所以對神的敬畏
[00:13:52.480 --> 00:13:56.080]  教會我們著重神的道
[00:13:56.080 --> 00:13:57.800]  需要平衡的
[00:13:57.800 --> 00:13:59.760]  我們很著重講愛
[00:13:59.760 --> 00:14:01.920]  講神的信實
[00:14:01.920 --> 00:14:03.840]  講神的恩典
[00:14:03.840 --> 00:14:05.080]  講神的慈愛
[00:14:05.080 --> 00:14:08.600]  固然這些真的需要時時都講
[00:14:08.600 --> 00:14:10.320]  慈少紀念
[00:14:10.320 --> 00:14:14.520]  但是如果傳道人只講神的信實
[00:14:14.520 --> 00:14:15.360]  神的慈愛
[00:14:15.360 --> 00:14:16.920]  神的恩典
[00:14:16.920 --> 00:14:18.840]  不講神的聖潔
[00:14:18.840 --> 00:14:20.480]  不講神的公義
[00:14:20.480 --> 00:14:22.440]  不講對神的敬畏
[00:14:22.440 --> 00:14:27.240]  這樣我們不是忠心的傳道者
[00:14:27.240 --> 00:14:29.600]  所以神同樣的提醒我們
[00:14:29.600 --> 00:14:31.720]  對神的需要敬畏
[00:14:31.720 --> 00:14:34.400]  因為祂是一位審判罪惡
[00:14:34.400 --> 00:14:36.280]  審判人的神
[00:14:36.280 --> 00:14:38.640]  祂是聖潔
[00:14:38.640 --> 00:14:40.760]  尊榮的上帝
[00:14:40.760 --> 00:14:42.640]  祂可以掌管我們的生命
[00:14:42.640 --> 00:14:46.000]  甚至我們永恆的結局
[00:14:46.000 --> 00:14:47.760]  所以這裡提醒我們
[00:14:47.760 --> 00:14:49.480]  其實這種fear
[00:14:49.480 --> 00:14:51.880]  這種懼怕
[00:14:51.880 --> 00:14:55.360]  不是一般那種懼怕到自己沒有信心
[00:14:55.360 --> 00:14:58.840]  懼怕到逃避
[00:14:58.840 --> 00:15:00.960]  這種懼怕相反
[00:15:00.960 --> 00:15:03.160]  是幫助我們有一個正面的
[00:15:03.160 --> 00:15:06.280]  可以說是一種健康的懼怕
[00:15:06.280 --> 00:15:08.080]  因為剛才明明可以說
[00:15:08.080 --> 00:15:09.840]  當我們敬畏上帝的時候
[00:15:09.840 --> 00:15:14.520]  我們就有一個健康去遠離惡事
[00:15:14.520 --> 00:15:15.680]  敬畏上帝的時候
[00:15:15.680 --> 00:15:16.800]  我們就有一個健康
[00:15:16.800 --> 00:15:19.040]  去追求真知識和真智慧
[00:15:19.040 --> 00:15:20.040]  不要走捷徑
[00:15:20.040 --> 00:15:25.760]  不要用一些詭詐的手段
[00:15:25.760 --> 00:15:28.760]  不要用一些欺騙的法術
[00:15:28.760 --> 00:15:31.240]  因為這個是真知識和智慧
[00:15:31.240 --> 00:15:33.920]  就是敬畏神而開始
[00:15:33.920 --> 00:15:36.040]  所以這個是一種的
[00:15:36.040 --> 00:15:37.320]  我們基督徒應該有的
[00:15:37.320 --> 00:15:39.320]  很平衡的態度
[00:15:39.320 --> 00:15:42.600]  對神的認識和我們屬靈的追求上
[00:15:42.600 --> 00:15:43.320]  平衡的態度
[00:15:43.320 --> 00:15:45.240]  不只是說神很慈愛的
[00:15:45.240 --> 00:15:46.480]  神很恩典的
[00:15:46.480 --> 00:15:48.120]  神很信實的
[00:15:48.120 --> 00:15:48.720]  那就夠了
[00:15:48.720 --> 00:15:49.520]  不是
[00:15:49.520 --> 00:15:52.440]  神也是一位想善罰惡的神
[00:15:52.440 --> 00:15:56.400]  我們需要去敬畏祂
[00:15:56.400 --> 00:15:58.280]  同時間去敬愛祂
[00:15:58.280 --> 00:16:01.240]  這種叫做Healthy Fear
[00:16:01.240 --> 00:16:04.000]  一種健康的懼怕
[00:16:04.000 --> 00:16:06.000]  健康的懼怕
[00:16:06.000 --> 00:16:07.960]  在十七世紀
[00:16:07.960 --> 00:16:10.400]  有一位英國清教徒作家
[00:16:10.400 --> 00:16:12.600]  William Gurneau
[00:16:12.600 --> 00:16:15.600]  他曾經講過很多方面
[00:16:15.600 --> 00:16:18.080]  關乎對神敬畏的信息
[00:16:18.080 --> 00:16:19.920]  其中一句說話是這麼說的
[00:16:19.920 --> 00:16:25.120]  他說我們之所以如此懼怕人
[00:16:25.120 --> 00:16:28.200]  見到有些人很害怕
[00:16:28.200 --> 00:16:29.200]  可能
[00:16:29.200 --> 00:16:30.920]  當然可能是我們自己理虧
[00:16:30.920 --> 00:16:32.400]  心虧
[00:16:32.400 --> 00:16:33.480]  但是他說
[00:16:33.480 --> 00:16:39.040]  也很有可能是因為我們對神的敬畏太少
[00:16:39.040 --> 00:16:41.840]  為什麼我們這麼害怕人
[00:16:41.840 --> 00:16:48.160]  是因為我們對神的敬畏和懼怕太少
[00:16:48.160 --> 00:16:52.240]  如果我們對神的敬畏和懼怕夠大
[00:16:52.240 --> 00:16:53.680]  就是說有勇氣知道
[00:16:53.680 --> 00:16:54.880]  我站在神那邊
[00:16:54.880 --> 00:16:55.680]  有真理
[00:16:55.680 --> 00:16:56.880]  有公義
[00:16:56.880 --> 00:16:58.360]  有聖諜
[00:16:58.360 --> 00:17:00.280]  那我們就不需要這麼怕別人
[00:17:00.280 --> 00:17:01.920]  怎麼看我們
[00:17:01.920 --> 00:17:08.800]  這麼怕別人說我們這樣那樣
[00:17:08.800 --> 00:17:10.920]  所以這個真的是一個很好的提醒
[00:17:10.920 --> 00:17:13.720]  我們之所以如此懼怕人
[00:17:13.720 --> 00:17:17.440]  是因為我們對神的敬畏太少
[00:17:17.440 --> 00:17:18.320]  弟兄姊妹
[00:17:18.320 --> 00:17:23.720]  你對神的敬畏多還是少
[00:17:23.720 --> 00:17:25.520]  你想到神
[00:17:25.520 --> 00:17:26.520]  你有沒有想到
[00:17:26.520 --> 00:17:34.760]  他是當受敬畏懼怕的一位上帝
[00:17:34.760 --> 00:17:38.880]  耶穌基督特別在這裡說到
[00:17:38.880 --> 00:17:41.000]  「雕在地獄裡」
[00:17:41.000 --> 00:17:44.360]  所以有些人信什麼天堂信什麼地獄
[00:17:44.360 --> 00:17:45.800]  所以我們說「天不怕」
[00:17:45.800 --> 00:17:47.800]  什麼?
[00:17:47.800 --> 00:17:52.280]  天不怕地不怕
[00:17:52.280 --> 00:17:53.280]  千萬不要這樣
[00:17:53.280 --> 00:17:54.720]  千萬不要有這種觀念
[00:17:54.720 --> 00:17:57.120]  天不怕地不怕
[00:17:57.120 --> 00:18:01.960]  因為原來這種過分自信
[00:18:01.960 --> 00:18:05.440]  有一位學者曾經這樣說
[00:18:05.440 --> 00:18:07.080]  他說這些健康的懼怕
[00:18:07.080 --> 00:18:10.360]  幫助我們不要過分自信
[00:18:10.360 --> 00:18:13.480]  因為過分自信很容易落在試探當中
[00:18:13.480 --> 00:18:16.880]  因為覺得自己很行
[00:18:16.880 --> 00:18:18.440]  他說要懼怕神
[00:18:18.440 --> 00:18:21.680]  以及懼怕這些遠離罪惡
[00:18:21.680 --> 00:18:25.000]  以及不要將我們所做的不好的事
[00:18:25.000 --> 00:18:27.160]  將它合理化
[00:18:27.160 --> 00:18:30.920]  因為他很容易就將自己做的事
[00:18:30.920 --> 00:18:32.840]  不對的事將它合理化
[00:18:32.840 --> 00:18:38.360]  因為他沒有這種懼怕試探
[00:18:38.360 --> 00:18:41.760]  懼怕罪惡的心
[00:18:41.760 --> 00:18:44.440]  耶穌基督也說到在這個地獄裡
[00:18:44.440 --> 00:18:48.400]  我想大家可能曾經都聽過
[00:18:48.400 --> 00:18:50.960]  原文Gahena這個字
[00:18:50.960 --> 00:18:53.920]  Gahena這個字不只是指陰間
[00:18:53.920 --> 00:18:57.160]  它是有一種審判的意義
[00:18:57.160 --> 00:19:03.680]  所以這是從希伯來文的原文翻譯出來的
[00:19:03.680 --> 00:19:10.400]  有聖經學者在原文裡時常提到這個字
[00:19:10.400 --> 00:19:12.480]  叫做「恩亂子谷」
[00:19:12.480 --> 00:19:15.320]  這個地方現在以色列也有
[00:19:15.320 --> 00:19:18.480]  這個「恩亂子谷」就是
[00:19:18.480 --> 00:19:22.080]  早期以色列歷史裡
[00:19:22.080 --> 00:19:24.600]  他們是在耶路撒冷這個谷地裡
[00:19:24.600 --> 00:19:30.400]  將他們的牌童獻給摩洛
[00:19:30.400 --> 00:19:34.120]  來這些外邦偶像去敬拜
[00:19:34.120 --> 00:19:37.200]  所以是被神厭惡、被神咒咒的
[00:19:37.200 --> 00:19:40.360]  後來到約書亞時期就結束了這種行為
[00:19:40.360 --> 00:19:46.480]  剷除了這些拜摩洛神的祭壇
[00:19:46.480 --> 00:19:48.600]  到了新約時期
[00:19:48.600 --> 00:19:51.800]  那個「恩亂子谷」就成為了
[00:19:51.800 --> 00:19:55.160]  在耶路撒冷另一個門的時候
[00:19:55.160 --> 00:19:57.480]  燒垃圾的一個地方
[00:19:57.480 --> 00:19:58.880]  所以一提到「恩亂子谷」
[00:19:58.880 --> 00:20:01.040]  當時耶穌時代的人都知道
[00:20:01.040 --> 00:20:05.320]  這個就是燒垃圾的地方
[00:20:05.320 --> 00:20:07.960]  追究歷史這是一個淵源
[00:20:07.960 --> 00:20:09.800]  所以耶穌用這個字
[00:20:09.800 --> 00:20:11.480]  這個「恩亂子谷」是指
[00:20:11.480 --> 00:20:19.520]  真的是一個火燒的污穢、火燒的渣子的一個地方
[00:20:19.520 --> 00:20:26.120]  所以他在方書裡不止一次提到地獄這個觀念
[00:20:26.120 --> 00:20:27.200]  也是很真實的
[00:20:27.200 --> 00:20:31.560]  是我們基督徒和基督教不可以忽視的真理
[00:20:31.560 --> 00:20:35.480]  就是將來是有永恆流亡的火
[00:20:35.480 --> 00:20:38.000]  火湖這個啟示錄裡提到
[00:20:38.000 --> 00:20:43.200]  這個火湖叫那些蟲不死
[00:20:43.200 --> 00:20:44.480]  人在那裡能夠不熱
[00:20:44.480 --> 00:20:55.600]  但卻是在痛苦的裡面與神永遠隔絕
[00:20:55.600 --> 00:20:56.720]  所以我們就發覺
[00:20:56.720 --> 00:21:00.080]  原來這個就是當時耶穌基督
