
[00:00:00.000 --> 00:00:02.960]  這樣的想法是錯誤的
[00:02:50.960 --> 00:02:53.800]  然後將我們和哥倫多教會比
[00:02:53.800 --> 00:02:55.120]  你相反
[00:02:55.120 --> 00:02:57.440]  你要看看保羅寫的東西
[00:02:57.440 --> 00:02:58.600]  究竟他在寫什麼
[00:02:58.600 --> 00:03:00.960]  他怎麼覺得什麼是教會
[00:03:00.960 --> 00:03:02.080]  他要怎麼迫
[00:03:02.080 --> 00:03:03.040]  我告訴你
[00:03:03.040 --> 00:03:04.600]  保羅是一個怎樣的
[00:03:04.600 --> 00:03:07.120]  他爲了要救他的兒子或者女兒
[00:03:07.120 --> 00:03:08.920]  是願意截肢的
[00:03:08.920 --> 00:03:10.440]  你知道什麼叫截肢嗎
[00:03:10.440 --> 00:03:11.600]  你的兒子中了毒
[00:03:11.600 --> 00:03:13.000]  你的手壞了
[00:03:13.000 --> 00:03:13.640]  沒有了
[00:03:13.640 --> 00:03:14.880]  毒一直在流
[00:03:14.880 --> 00:03:16.800]  流到心臟你就死了
[00:03:16.800 --> 00:03:18.480]  於是你斬不斬呢
[00:03:18.480 --> 00:03:20.880]  保羅是一定說斬
[00:03:20.880 --> 00:03:23.760]  你有癌症
[00:03:23.760 --> 00:03:28.440]  你裏面有一個充滿着癌症的腫瘤
[00:03:28.440 --> 00:03:29.480]  那你割不割呢
[00:03:29.480 --> 00:03:30.040]  割
[00:03:30.040 --> 00:03:31.600]  所以你要明白
[00:03:31.600 --> 00:03:33.160]  在保羅的世界裏面
[00:03:33.160 --> 00:03:33.960]  他就不是說
[00:03:33.960 --> 00:03:35.720]  儘管你們是這樣
[00:03:35.720 --> 00:03:37.560]  你仍然屬於基督的教會
[00:03:37.560 --> 00:03:38.840]  他不是在說這件事
[00:03:38.840 --> 00:03:40.360]  相反他在說
[00:03:40.360 --> 00:03:41.400]  這個一定要割
[00:03:41.400 --> 00:03:42.240]  那個一定要割
[00:03:42.240 --> 00:03:43.320]  那個一定要割
[00:03:43.320 --> 00:03:45.760]  因爲你不割的話
[00:03:45.760 --> 00:03:49.360]  他就會影響整個哥倫多里面
[00:03:49.360 --> 00:03:50.680]  所有的教會
[00:03:50.680 --> 00:03:53.440]  那你就一鋪清袋了
[00:03:53.440 --> 00:03:55.360]  所以這是一個
[00:03:55.360 --> 00:03:56.440]  十面埋伏
[00:03:56.440 --> 00:03:58.080]  十萬火急
[00:03:58.080 --> 00:03:59.320]  是保羅
[00:03:59.320 --> 00:04:00.920]  通過保羅的眼光
[00:04:00.920 --> 00:04:02.240]  我們開始明白
[00:04:02.240 --> 00:04:04.560]  究竟上帝是怎麼看這個福音
[00:04:04.560 --> 00:04:05.920]  怎麼看真信心
[00:04:05.920 --> 00:04:07.320]  怎麼看真教會
[00:04:07.320 --> 00:04:09.600]  OK
[00:04:09.600 --> 00:04:16.120]  我想帶你去看看保羅爲人父母的一個愛兒之心
[00:04:16.120 --> 00:04:17.720]  保羅爲父的愛兒之心
[00:04:17.720 --> 00:04:19.200]  這個很重要的
[00:04:19.200 --> 00:04:22.240]  哥倫多前書第四章第十四節這麼說
[00:04:22.240 --> 00:04:25.720]  「我寫這些話不是要使你們羞愧
[00:04:25.720 --> 00:04:27.720]  而是要警戒你們
[00:04:27.720 --> 00:04:30.400]  好像我所愛的兒女一樣
[00:04:30.400 --> 00:04:34.840]  雖然你們在基督裏有無數的道士
[00:04:34.840 --> 00:04:36.680]  卻沒有許多父親
[00:04:36.680 --> 00:04:41.040]  因我是在基督耶穌裏用福音生了你們
[00:04:41.040 --> 00:04:45.280]  所以我要求你要效法我」
[00:04:45.280 --> 00:04:45.880]  OK
[00:04:45.880 --> 00:04:48.280]  我想你留意第十六節
[00:04:48.280 --> 00:04:50.160]  保羅最終的目的
[00:04:50.160 --> 00:04:54.200]  是要這羣叛逆的兒女
[00:04:54.200 --> 00:04:55.520]  效法他
[00:04:55.520 --> 00:04:59.280]  他不僅要這羣叛逆的兒女
[00:04:59.280 --> 00:05:01.760]  不要對他這麼差
[00:05:01.760 --> 00:05:04.400]  因爲他們當時對保羅挺差的
[00:05:04.400 --> 00:05:07.000]  他最終是要效法他的樣式
[00:05:07.000 --> 00:05:08.000]  你記住這一點
[00:05:08.000 --> 00:05:11.000]  稍後我纔跟你說他的樣式是什麼
[00:05:11.000 --> 00:05:11.760]  OK
[00:05:11.760 --> 00:05:17.080]  哥倫多前後書是很複雜的兩本書
[00:05:17.080 --> 00:05:20.080]  因爲這樣的緣故我們需要知道少少
[00:05:20.080 --> 00:05:24.080]  保羅和哥倫多之間的一些糾線的時序
[00:05:24.080 --> 00:05:27.720]  這些都是神學家的一些猜想
[00:05:27.720 --> 00:05:29.760]  因爲每一個神學家都有不同的看法
[00:05:29.760 --> 00:05:32.080]  我大概給你看到時序
[00:05:32.080 --> 00:05:36.280]  你比較知道他的糾線中間發生了什麼事
[00:05:36.280 --> 00:05:37.560]  一開始我們剛纔說過
[00:05:37.560 --> 00:05:42.840]  保羅在哥倫多教會是留了一年零六個月
[00:05:42.840 --> 00:05:44.560]  然後他就走了
[00:05:44.560 --> 00:05:49.880]  走了之後我們知道他有差派了阿波羅回到哥倫多
[00:05:49.880 --> 00:05:51.160]  當然他們是小朋友
[00:05:51.160 --> 00:05:52.560]  代表不了保羅
[00:05:52.560 --> 00:05:53.520]  不是代表不了
[00:05:53.520 --> 00:05:55.480]  他沒辦法做到保羅做的事
[00:05:55.480 --> 00:05:57.280]  所以保羅是很掛念他們
[00:05:57.280 --> 00:06:01.640]  派他的同工回去檢查他們
[00:06:01.640 --> 00:06:05.640]  我們知道在保羅的哥倫多前書第五章九節
[00:06:05.640 --> 00:06:08.200]  告訴他們他之前寫過另外一封信給他們
[00:06:08.200 --> 00:06:10.120]  我們沒有這封信
[00:06:10.120 --> 00:06:11.040]  我們不知道是什麼
[00:06:11.040 --> 00:06:13.040]  但是他之前已經寫了一封信
[00:06:13.040 --> 00:06:15.120]  後來他寫完封信之後
[00:06:15.120 --> 00:06:21.120]  也有格萊士嘉去訪問他
[00:06:21.120 --> 00:06:26.120]  而格萊士嘉多數是忠心於保羅的一個家庭教會
[00:06:26.120 --> 00:06:29.120]  後來在哥倫多前書第六章也講到
[00:06:29.120 --> 00:06:32.080]  有另外一個家庭教會有訪問過他
[00:06:32.080 --> 00:06:35.080]  而通過這兩個家庭教會的訪問
[00:06:35.080 --> 00:06:39.400]  保羅知道哥倫多教會有一連串的問題
[00:06:39.400 --> 00:06:41.400]  以及之前有一些對話
[00:06:41.400 --> 00:06:42.600]  有一些來信
[00:06:42.600 --> 00:06:46.800]  於是他就寫了哥倫多前書
[00:06:46.800 --> 00:06:48.240]  於是他寫了哥倫多前書
[00:06:48.240 --> 00:06:50.760]  其實是第二封來的
[00:06:50.760 --> 00:06:52.360]  在哥倫多前書當中
[00:06:52.360 --> 00:06:55.720]  保羅說他深深關心很擔心他們
[00:06:55.720 --> 00:06:59.720]  於是保羅說我很想來見你們一次
[00:06:59.720 --> 00:07:02.360]  這是保羅第二次去到哥倫多的地方
[00:07:02.360 --> 00:07:05.680]  結果我們相信他真的去了哥倫多
[00:07:05.680 --> 00:07:07.000]  去了哥倫多之後
[00:07:07.000 --> 00:07:12.440]  那個到訪變成了一個悲傷的訪問
[00:07:12.440 --> 00:07:14.680]  在他那封信裏面他講了
[00:07:14.680 --> 00:07:17.160]  他去到的那個訪問是一個悲傷的訪問
[00:07:17.160 --> 00:07:18.760]  我也不知道發生了什麼事
[00:07:18.760 --> 00:07:20.400]  但我們相信中間有些人
[00:07:20.400 --> 00:07:23.680]  哥倫多的人是不認他老爸
[00:07:23.680 --> 00:07:25.600]  有些是拒絕了保羅
[00:07:25.600 --> 00:07:26.760]  對他很不客氣
[00:07:26.760 --> 00:07:30.240]  他很傷心地一事無成
[00:07:30.240 --> 00:07:32.080]  就是他那個訪問是一事無成
[00:07:32.080 --> 00:07:33.600]  然後他就走了
[00:07:33.600 --> 00:07:35.840]  他走了之後他就寫了
[00:07:35.840 --> 00:07:38.040]  另外一封信是我們沒有的
[00:07:38.040 --> 00:07:39.840]  在保羅哥倫多後書裏面
[00:07:39.840 --> 00:07:42.040]  他說他寫了一封憂愁的信
[00:07:42.040 --> 00:07:44.440]  其實這個憂愁的信是一個很嚴厲的信
[00:07:44.440 --> 00:07:45.760]  去罵他們
[00:07:45.760 --> 00:07:46.720]  去警告他們
[00:07:46.720 --> 00:07:48.160]  說如果這樣下去
[00:07:48.160 --> 00:07:50.280]  他們就離棄了那封信
[00:07:50.280 --> 00:07:51.080]  OK
[00:07:51.080 --> 00:07:52.760]  他寫了這封信的時候
[00:07:52.760 --> 00:07:57.880]  他就叫提多他的親信帶這封信去
[00:07:57.880 --> 00:07:59.680]  然後他就約了提多
[00:07:59.680 --> 00:08:01.240]  一起在某個地方見面
[00:08:01.240 --> 00:08:03.520]  因爲他很想知道
[00:08:03.520 --> 00:08:05.720]  他們的回應是怎麼樣
[00:08:05.720 --> 00:08:08.720]  誰知道他去到德羅亞
[00:08:08.720 --> 00:08:09.600]  就等提多
[00:08:09.600 --> 00:08:11.840]  誰知道提多遲到
[00:08:11.840 --> 00:08:13.000]  他就找不到提多
[00:08:13.000 --> 00:08:15.440]  於是他心裏就很混亂
[00:08:15.440 --> 00:08:17.560]  所以你會看到在哥倫多後書裏面
[00:08:17.560 --> 00:08:19.760]  保羅說他當時心裏很害怕
[00:08:19.760 --> 00:08:21.440]  他寫了一封信罵他兒子
[00:08:21.440 --> 00:08:24.240]  然後很害怕剛纔有沒有重手了
[00:08:24.240 --> 00:08:25.480]  害怕他兒子有什麼反應
[00:08:25.480 --> 00:08:26.720]  真的好像爸爸仔一樣
[00:08:26.720 --> 00:08:27.800]  真的
[00:08:27.800 --> 00:08:31.280]  結果他在馬其頓遇到提多
[00:08:31.280 --> 00:08:33.800]  而提多給他的報告
[00:08:33.800 --> 00:08:35.800]  是非常正面的
[00:08:35.800 --> 00:08:38.040]  於是保羅很開心
[00:08:38.040 --> 00:08:41.400]  就寫了哥倫多後書
[00:08:41.400 --> 00:08:43.600]  你寫到哥倫多後書的中間
[00:08:43.600 --> 00:08:46.920]  保羅是非常心情極好
[00:08:46.920 --> 00:08:49.120]  很開心他們的悔改
[00:08:49.120 --> 00:08:52.840]  然後還說對他們有100%的信心
[00:08:52.840 --> 00:08:54.400]  但是如果你留心
[00:08:54.400 --> 00:08:57.120]  哥倫多後書最後的四章
[00:08:57.120 --> 00:09:00.800]  是完全是天氣反常
[00:09:00.800 --> 00:09:04.320]  最後四章保羅又開始罵他們
[00:09:04.320 --> 00:09:06.000]  然後說
[00:09:06.000 --> 00:09:09.280]  究竟他們會不會迴轉呢
[00:09:09.280 --> 00:09:12.320]  我們知道在最後的四章之後
[00:09:12.320 --> 00:09:15.760]  保羅說他要第三次再到訪
[00:09:15.760 --> 00:09:17.280]  他有去到
[00:09:17.280 --> 00:09:20.320]  結果的下場是什麼我們就不知道了
[00:09:20.320 --> 00:09:23.160]  究竟最後哥倫多教會有沒有迴轉我們不知道
[00:09:23.160 --> 00:09:25.000]  但是我想和你看一下
[00:09:25.000 --> 00:09:29.920]  哥倫多後書的中間和最後的分別
[00:09:29.920 --> 00:09:34.600]  這是哥倫多後書的中間
[00:09:34.600 --> 00:09:38.200]  當時提多告訴他們他們悔改了
[00:09:38.200 --> 00:09:40.600]  而保羅開心到死
[00:09:40.600 --> 00:09:42.160]  第七章第八節這麼說
[00:09:42.160 --> 00:09:46.200]  即使我先前那封信使你們憂愁
[00:09:46.200 --> 00:09:48.160]  後來我曾懊悔
[00:09:48.160 --> 00:09:49.680]  如今卻不懊悔
[00:09:49.680 --> 00:09:52.520]  因爲我知道那封信使你們憂愁
[00:09:52.520 --> 00:09:54.480]  不過是暫時的
[00:09:54.480 --> 00:09:56.280]  如今我歡喜
[00:09:56.280 --> 00:09:58.240]  不是因爲你們曾憂愁
[00:09:58.240 --> 00:10:02.600]  而是因憂愁導致你們的悔改
[00:10:02.600 --> 00:10:03.560]  你看不看到
[00:10:03.560 --> 00:10:05.800]  保羅是很強調他們要悔改的
[00:10:05.800 --> 00:10:09.600]  你們依着上帝的意思、憂愁
[00:10:09.600 --> 00:10:14.000]  凡事就不至於因我們受虧損了
[00:10:14.000 --> 00:10:16.320]  因爲依着上帝的意思而憂愁
[00:10:16.320 --> 00:10:21.080]  就是生出沒有懊悔的悔改來以致得救
[00:10:21.080 --> 00:10:23.200]  你看不看到悔改和得救的關係
[00:10:23.200 --> 00:10:24.360]  如果他們沒有悔改
[00:10:24.360 --> 00:10:25.680]  他們是沒得救的
[00:10:25.680 --> 00:10:27.880]  所以我想強調這件事
[00:10:27.880 --> 00:10:29.600]  保羅不是cheap grace的完全
[00:10:29.600 --> 00:10:31.360]  他是要求他們悔改的
[00:10:31.360 --> 00:10:33.800]  但世俗的憂愁只叫人死
[00:10:33.800 --> 00:10:38.200]  你看我們依着上帝的意義而憂愁
[00:10:38.200 --> 00:10:41.760]  這在你們當中產生了何等的殷勤
[00:10:41.760 --> 00:10:46.240]  甚至辯白、甚至憤慨、甚至恐懼
[00:10:46.240 --> 00:10:50.040]  甚至渴望、甚至熱忱、甚至責罰
[00:10:50.040 --> 00:10:51.880]  因此我們得了安慰
[00:10:51.880 --> 00:10:54.000]  在我們所得的安慰之外
[00:10:54.000 --> 00:10:59.040]  又因你們衆人使提多心裏歡暢、歡喜
[00:10:59.040 --> 00:11:01.160]  我們就更加歡喜了
[00:11:01.160 --> 00:11:02.640]  他們對提多很好
[00:11:02.640 --> 00:11:04.640]  你記得提多是帶信的
[00:11:04.640 --> 00:11:07.560]  提多一想起你們衆人的馴服
[00:11:07.560 --> 00:11:10.840]  怎樣恐懼、戰驚地接待他
[00:11:10.840 --> 00:11:13.880]  他愛你們的心就越發熱切了
[00:11:13.880 --> 00:11:15.360]  我如今歡喜
[00:11:15.360 --> 00:11:19.960]  因爲我在一切事上對你們有100%的信心
[00:11:19.960 --> 00:11:23.320]  開心得太早
[00:11:23.320 --> 00:11:25.920]  但保羅就是這樣的
[00:11:25.920 --> 00:11:27.600]  他是大仁大義
[00:11:27.600 --> 00:11:28.840]  他見到這些東西他很開心
[00:11:28.840 --> 00:11:30.360]  我對你100%的信心
[00:11:30.360 --> 00:11:34.440]  但你一去到最後,你發覺完全改變了
[00:11:34.440 --> 00:11:36.240]  完全改變了
[00:11:36.240 --> 00:11:37.240]  發生了什麼事呢?
[00:11:37.240 --> 00:11:38.680]  我想講一點點
[00:11:38.680 --> 00:11:41.320]  上個街有不同的看法
[00:11:41.320 --> 00:11:44.000]  有些人覺得大部分人都回轉了
[00:11:44.000 --> 00:11:45.360]  不過有小部分沒回轉
[00:11:45.360 --> 00:11:48.400]  所以最後那四張突然間他轉面口
[00:11:48.400 --> 00:11:50.400]  就罵得很壞
[00:11:50.400 --> 00:11:52.880]  但是轉得太厲害了
[00:11:52.880 --> 00:11:54.760]  其實不太合理
[00:11:54.760 --> 00:11:58.920]  一個通常現在大家覺得最有可能發生的事
[00:11:58.920 --> 00:12:01.360]  就是他那封信,因爲他那封信是很長的
[00:12:01.360 --> 00:12:03.320]  但他不是在一個設定裏面寫完的
[00:12:03.320 --> 00:12:05.000]  他分了幾個設定的時候
[00:12:05.000 --> 00:12:07.840]  突然間在未寄出去之前
[00:12:07.840 --> 00:12:09.920]  因爲他不是寄信寄出去
[00:12:09.920 --> 00:12:12.080]  他是要找個人帶封信去,你明白嗎?
[00:12:12.080 --> 00:12:16.000]  那你不是隨時找個人就可以找個人帶信的
[00:12:16.000 --> 00:12:18.680]  那時候要等看誰去
[00:12:18.680 --> 00:12:21.760]  於是在等人派信去的當中
[00:12:21.760 --> 00:12:24.120]  他又收到新消息
[00:12:24.120 --> 00:12:25.280]  新消息是什麼呢?
[00:12:25.280 --> 00:12:28.400]  就是哥倫多教會又有變了
[00:12:28.400 --> 00:12:31.440]  之前的悔改突然間又扭了臺
[00:12:31.440 --> 00:12:34.400]  於是他最後那四張就很不一樣了
[00:12:34.400 --> 00:12:38.600]  我們讀一下哥倫多後書的結局
[00:12:38.600 --> 00:12:41.440]  「這是我第三次要到你們那裏去」
[00:12:41.440 --> 00:12:43.880]  他其實很關心他們
[00:12:43.880 --> 00:12:46.680]  他們說我除了寫信之外,我要去你那裏
[00:12:46.680 --> 00:12:51.160]  「任何指控都要憑着兩個或三個證人的口述才能成立」
[00:12:51.160 --> 00:12:52.840]  舊東西來的
[00:12:52.840 --> 00:12:54.680]  他說我現在來三次你
[00:12:54.680 --> 00:12:58.280]  如果你第三次來都是不悔改的話
[00:12:58.280 --> 00:13:00.880]  那你就定罪的了
[00:13:00.880 --> 00:13:03.320]  「那些犯了罪的人和其餘所有的人
[00:13:03.320 --> 00:13:05.800]  正如我第二次見你們的時候曾說過
[00:13:05.800 --> 00:13:08.920]  現在不在你們那裏再次說
[00:13:08.920 --> 00:13:11.400]  我若再來必不寬容」
[00:13:11.400 --> 00:13:13.320]  我不會再寬容你們
[00:13:13.320 --> 00:13:14.240]  恐嚇
[00:13:14.240 --> 00:13:14.920]  你可以這麼說
[00:13:14.920 --> 00:13:16.720]  但其實是因爲他愛他們
[00:13:16.720 --> 00:13:18.160]  他警告他們
[00:13:18.160 --> 00:13:22.600]  「你們總要審查自己是否在信仰中生活」
[00:13:22.600 --> 00:13:25.640]  這些中文很挑剔
[00:13:25.640 --> 00:13:29.400]  其實英文是whether you are in the faith 即是你究竟是不是信的
[00:13:29.400 --> 00:13:30.920]  真信還是假信
[00:13:30.920 --> 00:13:34.400]  「你們要考驗自己除非你們經不起這個考驗
[00:13:34.400 --> 00:13:38.480]  我希望你們知道我們並不是經不起考驗的人
[00:13:38.480 --> 00:13:42.160]  我們祈求上帝使你們不做任何惡事
[00:13:42.160 --> 00:13:44.440]  凡事行事要端正
[00:13:44.440 --> 00:13:48.560]  我們不能做任何對抗真理的事只能維護真理」
[00:13:48.560 --> 00:13:51.760]  本來我不可以將上帝的道曲解
[00:13:51.760 --> 00:13:57.320]  我一定要告訴他們你現在的不是必須要悔改
[00:13:57.320 --> 00:14:00.320]  「我們所祈求的是你們能成爲完全人」
[00:14:00.320 --> 00:14:03.240]  不是完全而是成熟
[00:14:03.240 --> 00:14:07.040]  你們可以真正迴轉真正成長成熟
[00:14:07.040 --> 00:14:09.400]  「所以我不在你們那裏的時候
[00:14:09.400 --> 00:14:11.360]  我把這些話給你們
[00:14:11.360 --> 00:14:15.040]  好使我見你們的時候不用照主給我的權柄
[00:14:15.040 --> 00:14:17.360]  嚴厲地待你們這權柄
[00:14:17.360 --> 00:14:22.360]  原是要爲造就人而不是要摧毀人」
[00:14:22.360 --> 00:14:24.520]  結局是怎樣我們不知道
[00:14:24.520 --> 00:14:27.200]  因爲我們沒有《江唔多三書》
[00:14:27.200 --> 00:14:28.640]  我們也不知道發生了什麼事
[00:14:28.640 --> 00:14:30.240]  有人猜測
[00:14:30.240 --> 00:14:35.000]  因爲保羅寫《羅馬書》的時候大概應該是在江唔多寫的
[00:14:35.000 --> 00:14:38.200]  而在《羅馬書》裏面保羅心情好像挺好
[00:14:38.200 --> 00:14:40.760]  有人說可能他搞定了
[00:14:40.760 --> 00:14:43.360]  但是完全是猜測我們完全不知道
[00:14:43.360 --> 00:14:44.520]  但我想你知道一件事
[00:14:44.520 --> 00:14:46.640]  就算好像保羅一個仕途
[00:14:46.640 --> 00:14:52.160]  其實他看不透那個人是真正悔改還是假悔改
[00:14:52.160 --> 00:14:54.720]  你不可以說保羅說他們搞定他們就搞定
[00:14:54.720 --> 00:14:57.360]  因爲他後面就經常改來改去
[00:14:57.360 --> 00:15:00.120]  你如果記得上次我都跟你說
[00:15:00.120 --> 00:15:01.960]  你和底馬的故事你知道
[00:15:01.960 --> 00:15:05.480]  我想保羅都不會說我看得準人
[00:15:05.480 --> 00:15:07.520]  他其實真的不知道
[00:15:07.520 --> 00:15:08.920]  在底馬的故事
[00:15:08.920 --> 00:15:11.560]  底馬這個名在《新若聖經》出現三次
[00:15:11.560 --> 00:15:12.880]  兩次是正面的
[00:15:12.880 --> 00:15:16.000]  在兩次裏面底馬是保羅的同工
[00:15:16.000 --> 00:15:18.960]  當時寫《菲利門書》和《俄西書》
[00:15:18.960 --> 00:15:21.200]  他們保羅是坐牢的
[00:15:21.200 --> 00:15:23.600]  他是他生死相交來的
[00:15:23.600 --> 00:15:26.600]  和路加是同輩的
[00:15:26.600 --> 00:15:28.640]  但是到最後幾年之後
[00:15:28.640 --> 00:15:29.840]  可能兩三年之後
[00:15:29.840 --> 00:15:32.720]  再寫最後一本書《提摩太後書》的時候
[00:15:32.720 --> 00:15:36.440]  底馬貪愛這個世界已經離棄了
[00:15:36.440 --> 00:15:37.840]  去了鐵閘內蓋
[00:15:37.840 --> 00:15:41.680]  所以沒有人可以完全聽到
[00:15:41.680 --> 00:15:43.960]  所以我要你知道保羅
[00:15:43.960 --> 00:15:46.520]  你不要說保羅都說他們是聖徒
[00:15:46.520 --> 00:15:49.040]  因此他們就是得救
[00:15:49.040 --> 00:15:51.320]  保羅你要看他另外一個角度
[00:15:51.320 --> 00:15:54.080]  保羅怎樣強調他必須要悔改等等
[00:15:54.080 --> 00:15:58.120]  保羅怎樣去明白福音等等
[00:15:58.120 --> 00:15:59.800]  所以我們要問三個問題
[00:15:59.800 --> 00:16:02.480]  這三個問題要從保羅的眼光去看
[00:16:02.480 --> 00:16:05.640]  不要看女兒看爸爸
[00:16:05.640 --> 00:16:07.040]  什麼叫做真福音
[00:16:07.040 --> 00:16:08.920]  什麼叫做真信心
[00:16:08.920 --> 00:16:11.520]  什麼叫做真教會
[00:16:11.520 --> 00:16:13.520]  從保羅的眼光去看
