
[00:00:00.000 --> 00:00:03.320]  今日我想從一個比較獨特的角度
[00:01:13.200 --> 00:01:14.840]  在過去這十幾二十年
[00:01:14.840 --> 00:01:16.320]  我們周圍的人
[00:01:16.320 --> 00:01:18.320]  尤其是一個這麼現代的社會
[00:01:18.320 --> 00:01:22.680]  反而有一種流行天使的熱潮
[00:01:22.680 --> 00:01:24.280]  我特意為了這件事
[00:01:24.280 --> 00:01:27.080]  去Chapters和Indigo納一下
[00:01:27.080 --> 00:01:30.280]  看見書架上一整列一整列講天使的
[00:01:30.280 --> 00:01:33.920]  今天我想你們的同事、朋友
[00:01:33.920 --> 00:01:36.080]  就算是基督教的,不是基督徒的
[00:01:36.080 --> 00:01:37.560]  都會問起的時候
[00:01:37.560 --> 00:01:39.360]  都會說最熟悉的一個字眼
[00:01:39.360 --> 00:01:41.840]  就是Guardian Angels
[00:01:41.840 --> 00:01:43.560]  守護天使
[00:01:43.560 --> 00:01:46.120]  一說起眼睛都暈了
[00:01:46.120 --> 00:01:49.120]  原來發覺今天很多人在說這些東西
[00:01:49.120 --> 00:01:50.080]  在坊間
[00:01:50.080 --> 00:01:54.000]  在我們這個商業化的社會裡面
[00:01:54.000 --> 00:01:56.160]  出了很多書講天使的
[00:01:56.160 --> 00:01:57.640]  我看見那些思慮書
[00:01:57.640 --> 00:01:58.520]  什麼都有
[00:01:58.520 --> 00:02:00.240]  有天使手冊
[00:02:00.240 --> 00:02:03.000]  有天使大全
[00:02:03.000 --> 00:02:07.280]  有圖文並茂
[00:02:07.280 --> 00:02:08.080]  什麼都有
[00:02:08.080 --> 00:02:09.240]  我們發覺很多人
[00:02:09.240 --> 00:02:10.400]  今天真是禮憎
[00:02:10.400 --> 00:02:11.880]  很認真的
[00:02:11.880 --> 00:02:13.200]  小朋友出生之後
[00:02:13.200 --> 00:02:15.400]  就幫他契一個天使
[00:02:15.400 --> 00:02:17.880]  做他的Guardian Angel
[00:02:17.880 --> 00:02:19.640]  還有你查那些手冊
[00:02:19.640 --> 00:02:22.080]  原來你不同的星座
[00:02:22.080 --> 00:02:24.680]  就有契不同的天使
[00:02:24.680 --> 00:02:26.960]  不同的天使是不同的顏色
[00:02:26.960 --> 00:02:29.840]  還有你可以叫天使來幫你
[00:02:29.840 --> 00:02:30.840]  挺好用的
[00:02:30.840 --> 00:02:32.360]  天使就變成了一種
[00:02:32.360 --> 00:02:36.280]  超自然的靈界的寵物
[00:02:36.280 --> 00:02:38.040]  你帶著它到處去
[00:02:38.040 --> 00:02:38.720]  雖然你看不到
[00:02:38.720 --> 00:02:40.880]  它在上面飛
[00:02:40.880 --> 00:02:42.320]  找不到泊車位的時候
[00:02:42.320 --> 00:02:44.480]  就叫天使幫你看一看
[00:02:44.480 --> 00:02:46.000]  就搞定了
[00:02:46.000 --> 00:02:47.240]  找不到鎖匙
[00:02:47.240 --> 00:02:49.200]  你叫天使就幫你
[00:02:49.200 --> 00:02:50.160]  還有些人說
[00:02:50.160 --> 00:02:51.520]  有些書說
[00:02:51.520 --> 00:02:55.520]  天使跟礦石
[00:02:55.520 --> 00:02:59.680]  那些寶石是對應的
[00:02:59.680 --> 00:03:00.640]  不同的寶石
[00:03:00.640 --> 00:03:02.120]  就對應不同的天使
[00:03:02.120 --> 00:03:05.680]  所以如果你煮意大利粉的時候
[00:03:05.680 --> 00:03:06.920]  其實你不用看時間
[00:03:06.920 --> 00:03:12.480]  拿著那顆寶石
[00:03:12.480 --> 00:03:15.720]  等天使教你一暖
[00:03:15.720 --> 00:03:17.720]  你就可以收火了
[00:03:17.720 --> 00:03:20.040]  很神奇
[00:03:20.040 --> 00:03:25.520]  也是很迷信
[00:03:25.520 --> 00:03:28.360]  基督徒信不信天使?
[00:03:28.360 --> 00:03:30.600]  信,是,厲害
[00:03:30.600 --> 00:03:33.080]  我信
[00:03:33.080 --> 00:03:34.080]  各位教家
[00:03:34.080 --> 00:03:36.680]  加爾文信
[00:03:36.680 --> 00:03:40.280]  馬丁路德信
[00:03:40.280 --> 00:03:42.040]  最著名的1975年
[00:03:42.040 --> 00:03:46.280]  我們很佩服很敬佩的葛培里博士
[00:03:46.280 --> 00:03:47.160]  他出了一本書
[00:03:47.160 --> 00:03:49.560]  就叫做《天使》
[00:03:49.560 --> 00:03:51.040]  講到天使是怎樣
[00:03:51.040 --> 00:03:55.280]  講到他自己關於天使的經驗
[00:03:55.280 --> 00:03:57.880]  為甚麼基督徒都信天使?
[00:03:57.880 --> 00:03:59.120]  是不是迷信?
[00:03:59.120 --> 00:04:00.480]  我不相信是
[00:04:00.480 --> 00:04:02.560]  因為聖經說有
[00:04:02.560 --> 00:04:05.280]  我們相信聖經是神自己的啟示
[00:04:05.280 --> 00:04:07.440]  聖經有的可能是文學性
[00:04:07.440 --> 00:04:10.880]  比較象徵性的故事
[00:04:10.880 --> 00:04:12.880]  不是,聖經是真的
[00:04:12.880 --> 00:04:15.160]  因為如果你看新舊約聖經裏面
[00:04:15.160 --> 00:04:16.360]  你數一下
[00:04:16.360 --> 00:04:21.480]  接近三百次提及有天使的活動和出現
[00:04:21.480 --> 00:04:25.360]  在我們人類的社會人生當中
[00:04:25.360 --> 00:04:27.560]  聖經由舊約到新約
[00:04:27.560 --> 00:04:29.520]  總共有66卷書
[00:04:29.520 --> 00:04:31.520]  其中有34卷書
[00:04:31.520 --> 00:04:33.200]  即是佔了一半
[00:04:33.200 --> 00:04:36.640]  都有直接講到是天使
[00:04:36.640 --> 00:04:38.040]  如果你認真的時候
[00:04:38.040 --> 00:04:41.240]  你就知道原來聖經都是很認真講天使
[00:04:41.240 --> 00:04:43.320]  我想剛才那段聖經
[00:04:43.320 --> 00:04:45.600]  老教授我們讀了很多次
[00:04:45.600 --> 00:04:47.000]  你有沒有留意整段聖經
[00:04:47.000 --> 00:04:51.080]  其實就是天使和瑪利亞的對話
[00:04:51.080 --> 00:04:52.600]  如果你不相信天使
[00:04:52.600 --> 00:04:54.880]  這段聖經就沒有什麼意思
[00:04:54.880 --> 00:04:56.720]  我們相信神的說話
[00:04:56.720 --> 00:04:58.000]  不過當然
[00:04:58.000 --> 00:05:00.800]  聖經裏面所講的天使
[00:05:00.800 --> 00:05:02.840]  和我們坊間所看到的書
[00:05:02.840 --> 00:05:06.480]  那些靠猜的迷信式的想法
[00:05:06.480 --> 00:05:08.720]  是當然有很大的出入
[00:05:08.720 --> 00:05:10.600]  今天我們試一下用聖經
[00:05:10.600 --> 00:05:13.200]  用神自己的真理來看天使
[00:05:13.200 --> 00:05:16.560]  又去看看天使和我們的主耶穌基督
[00:05:16.560 --> 00:05:18.360]  第一次的降臨
[00:05:18.360 --> 00:05:21.120]  即是道成肉身的聖誕節之間
[00:05:21.120 --> 00:05:23.000]  有什麼的情況
[00:05:23.000 --> 00:05:24.840]  天使是什麼來的呢?
[00:05:24.840 --> 00:05:26.240]  我們說聖經告訴我們
[00:05:26.240 --> 00:05:30.960]  天使是另外一種神所創造的活物
[00:05:30.960 --> 00:05:32.120]  祂和人不同
[00:05:32.120 --> 00:05:33.200]  祂都是神所創造
[00:05:33.200 --> 00:05:34.840]  但是祂是有靈體
[00:05:34.840 --> 00:05:37.400]  祂也具有跨越了時間
[00:05:37.400 --> 00:05:39.240]  超越時間空間
[00:05:39.240 --> 00:05:41.480]  超自然的能力
[00:05:41.480 --> 00:05:44.200]  那麼天使不一定是比人厲害
[00:05:44.200 --> 00:05:46.440]  希伯來書裏說不一定比人厲害
[00:05:46.440 --> 00:05:50.040]  但是天使最重要的存在的意義
[00:05:50.040 --> 00:05:51.920]  就好像天使這個名字一樣
[00:05:51.920 --> 00:05:53.920]  舊約希伯來文是Mnach
[00:05:53.920 --> 00:05:56.360]  新約是Angel這個字
[00:05:56.360 --> 00:05:57.920]  大家可能都知道
[00:05:57.920 --> 00:06:00.280]  其實是來自《新約聖經》
[00:06:00.280 --> 00:06:03.720]  希臘文原來的字眼叫Angelos
[00:06:03.720 --> 00:06:05.240]  即是Angel
[00:06:05.240 --> 00:06:06.800]  Angelos的意思是什麼呢?
[00:06:06.800 --> 00:06:08.000]  神的使者
[00:06:08.000 --> 00:06:09.320]  Messenger of God
[00:06:09.320 --> 00:06:10.840]  神的使者
[00:06:10.840 --> 00:06:12.280]  神的使者做什麼呢?
[00:06:12.280 --> 00:06:16.280]  天使是受神的差遣
[00:06:16.280 --> 00:06:18.240]  來完成神使命的
[00:06:18.240 --> 00:06:19.320]  而很多使命
[00:06:19.320 --> 00:06:21.480]  因為落在你和我的人生當中
[00:06:21.480 --> 00:06:22.840]  人類的歷史當中
[00:06:22.840 --> 00:06:25.360]  所以我們發覺在聖經裏面告訴我們
[00:06:25.360 --> 00:06:26.880]  當很多時候人類的歷史
[00:06:26.880 --> 00:06:28.600]  一些很關鍵的時刻
[00:06:28.600 --> 00:06:30.000]  或者你的人生裏面
[00:06:30.000 --> 00:06:32.440]  很關鍵的際遇時刻的時候
[00:06:32.440 --> 00:06:34.320]  神會差派天使
[00:06:34.320 --> 00:06:36.960]  來完成祂的使命
[00:06:36.960 --> 00:06:38.960]  希伯來書第一章第十四節
[00:06:38.960 --> 00:06:41.320]  講得比較清楚
[00:06:41.320 --> 00:06:42.640]  他說天使是什麼呢?
[00:06:42.640 --> 00:06:46.560]  天使就是那些服役的靈體
[00:06:46.560 --> 00:06:48.720]  奉差遣
[00:06:48.720 --> 00:06:52.960]  為那些要承受救恩的人效勞
[00:06:52.960 --> 00:06:55.040]  這個聖經很清楚有兩件事
[00:06:55.040 --> 00:06:55.600]  第一
[00:06:55.600 --> 00:06:58.280]  天使是受神所差遣的
[00:06:58.280 --> 00:06:59.800]  祂是神的使者
[00:06:59.800 --> 00:07:01.720]  祂不是受人差遣的
[00:07:01.720 --> 00:07:03.240]  所以請你不要說
[00:07:03.240 --> 00:07:04.600]  我找不到鑰匙
[00:07:04.600 --> 00:07:06.280]  天使幫幫我
[00:07:06.280 --> 00:07:08.320]  祂未必幫你
[00:07:08.320 --> 00:07:11.200]  幫你的因為神會幫你
[00:07:11.200 --> 00:07:13.240]  祂差派天使在這裏
[00:07:13.240 --> 00:07:15.200]  但天使不是給你差派
[00:07:15.200 --> 00:07:15.960]  是神差派
[00:07:15.960 --> 00:07:17.280]  所以天使來就來
[00:07:17.280 --> 00:07:19.600]  出現就出現
[00:07:19.600 --> 00:07:23.440]  不是由我們去調動的
[00:07:23.440 --> 00:07:24.440]  第二
[00:07:24.440 --> 00:07:26.920]  天使是神差派去為那些
[00:07:26.920 --> 00:07:29.000]  要承受救恩的人
[00:07:29.000 --> 00:07:31.040]  即是那些相信神
[00:07:31.040 --> 00:07:33.680]  是認識神的人
[00:07:33.680 --> 00:07:35.880]  如果那個人不是信神的
[00:07:35.880 --> 00:07:38.120]  那個人是其他無神的
[00:07:38.120 --> 00:07:39.440]  他不是其他宗教的
[00:07:39.440 --> 00:07:41.400]  雖然他很有興趣天使
[00:07:41.400 --> 00:07:44.200]  如果他真正碰到天使的話
[00:07:44.200 --> 00:07:45.600]  那都很危險了
[00:07:45.600 --> 00:07:48.040]  碰到的多數都不是了
[00:07:48.040 --> 00:07:49.760]  碰到甚麼我不敢說
[00:07:49.760 --> 00:07:53.280]  可能是墮落的天使都不一定
[00:07:53.280 --> 00:07:55.160]  但是無論如何
[00:07:55.160 --> 00:07:58.200]  天使是特別為基督徒
[00:07:58.200 --> 00:07:59.760]  信主的人
[00:07:59.760 --> 00:08:01.360]  認識神的人
[00:08:01.360 --> 00:08:02.920]  來服役的
[00:08:02.920 --> 00:08:04.560]  效勞的
[00:08:04.560 --> 00:08:08.320]  這個就是我們看見天使的特質
[00:08:08.320 --> 00:08:11.120]  聖經裏面的天使
[00:08:11.120 --> 00:08:13.160]  很多都沒有名字的
[00:08:13.160 --> 00:08:17.720]  但是有四個是有名字說過出來的
[00:08:17.720 --> 00:08:19.200]  大家知不知道哪四個呢?
[00:08:19.200 --> 00:08:21.320]  有四個是有名字的
[00:08:21.320 --> 00:08:22.640]  今天我們讀那段聖經
[00:08:22.640 --> 00:08:23.800]  幾段聖經裏面
[00:08:23.800 --> 00:08:25.640]  都有一位出現了有名字的
[00:08:25.640 --> 00:08:27.360]  就叫加伯列
[00:08:27.360 --> 00:08:28.400]  Gabriel
[00:08:28.400 --> 00:08:29.840]  如果你認為名字是Gabriel的
[00:08:29.840 --> 00:08:32.320]  就要跟他了
[00:08:32.320 --> 00:08:34.200]  加伯列
[00:08:34.200 --> 00:08:36.320]  在聖經裏面出現的時候
[00:08:36.320 --> 00:08:37.400]  很明顯的
[00:08:37.400 --> 00:08:38.160]  很一致的
[00:08:38.160 --> 00:08:42.160]  多數都是傳遞神要對人說的訊息的
[00:08:42.160 --> 00:08:44.040]  他的messenger
[00:08:44.040 --> 00:08:45.800]  還有另外一個天使
[00:08:45.800 --> 00:08:47.600]  可能你聽過他的名字
[00:08:47.600 --> 00:08:49.600]  就叫做米加勒
[00:08:49.600 --> 00:08:50.320]  中文譯做
[00:08:50.320 --> 00:08:51.880]  米加勒的英文
[00:08:51.880 --> 00:08:54.320]  他就是Michael
[00:08:54.320 --> 00:08:56.480]  米加勒在舊約有
[00:08:56.480 --> 00:08:58.000]  特別是大尼尼書有
[00:08:58.000 --> 00:08:59.800]  新約的尤大書
[00:08:59.800 --> 00:09:01.160]  啟示錄都有出現
[00:09:01.160 --> 00:09:03.440]  米加勒是爭戰的天使
[00:09:03.440 --> 00:09:05.280]  他是特別在靈界裏面
[00:09:05.280 --> 00:09:09.000]  幫助我們代表神
[00:09:09.000 --> 00:09:12.960]  去對抗撒旦魔鬼的攻擊
[00:09:12.960 --> 00:09:16.040]  這個是米加勒的天使有名的
[00:09:16.040 --> 00:09:17.200]  還有兩個有名的
[00:09:17.200 --> 00:09:19.720]  在舊約裏面
[00:09:19.720 --> 00:09:21.840]  都有名的
[00:09:21.840 --> 00:09:25.560]  都是和敬拜神有關的天使
[00:09:25.560 --> 00:09:27.280]  他在十篇出現的時候
[00:09:27.280 --> 00:09:29.560]  是敬拜神的
[00:09:29.560 --> 00:09:33.560]  一個叫基魯柏
[00:09:33.560 --> 00:09:36.280]  英文就讀做Sherbin
[00:09:36.280 --> 00:09:40.000]  還有另外一個叫薩拉忽
[00:09:40.000 --> 00:09:41.360]  Sherifim
[00:09:41.360 --> 00:09:43.600]  這兩個出現的時候
[00:09:43.600 --> 00:09:47.400]  多半是和敬拜神有關的
[00:09:47.400 --> 00:09:49.960]  這個聖經裏面有名有姓的
[00:09:49.960 --> 00:09:50.720]  禮真的
[00:09:50.720 --> 00:09:52.320]  很認真的
[00:09:52.320 --> 00:09:53.760]  所以今天我們不在台上
[00:09:53.760 --> 00:09:56.200]  你不要以為溫慧玉在講故事
[00:09:56.200 --> 00:09:57.120]  講一些迷信的東西
[00:09:57.120 --> 00:09:58.120]  不是
[00:09:58.120 --> 00:09:59.520]  聖經是這樣講
[00:09:59.520 --> 00:10:01.520]  我們就要按照聖經的標準
[00:10:01.520 --> 00:10:03.000]  不過今天我們的重點
[00:10:03.000 --> 00:10:06.200]  看一下神差派天使
[00:10:06.200 --> 00:10:11.000]  在耶穌出生的事件上
[00:10:11.000 --> 00:10:14.040]  出現了很多次
[00:10:14.040 --> 00:10:17.960]  如果你記得有關耶穌出生的經文
[00:10:17.960 --> 00:10:20.280]  其實有很多次天使在這裏
[00:10:20.280 --> 00:10:22.320]  剛才我們說當人類的歷史
[00:10:22.320 --> 00:10:24.920]  或者在重要的關鍵時刻的時候
[00:10:24.920 --> 00:10:28.120]  尤其是神渡成肉身
[00:10:28.120 --> 00:10:29.640]  這個關鍵時刻的時候
[00:10:29.640 --> 00:10:32.200]  天使就有很多次在這裏出現
[00:10:32.200 --> 00:10:36.240]  讓人有一種很深的感覺
[00:10:36.240 --> 00:10:38.960]  神自己要做奇妙的事
[00:10:38.960 --> 00:10:41.640]  不過今天我們不是在看天使做些甚麼
[00:10:41.640 --> 00:10:42.560]  最重要的是
[00:10:42.560 --> 00:10:45.280]  那位差派天使來的神
[00:10:45.280 --> 00:10:48.080]  祂要我們認識祂在哪方面
[00:10:48.080 --> 00:10:50.160]  特別對我們的恩典
[00:10:50.160 --> 00:10:52.680]  我們簡單看這四段的聖經
[00:10:52.680 --> 00:10:53.720]  四件的事件
[00:10:53.720 --> 00:10:56.640]  第一件就是
[00:10:56.640 --> 00:10:59.280]  當耶穌出生之前
[00:10:59.280 --> 00:11:00.560]  有一對夫婦
[00:11:00.560 --> 00:11:03.240]  那對夫婦就叫撒加利亞
[00:11:03.240 --> 00:11:06.320]  和他的太太伊麗莎白
[00:11:06.320 --> 00:11:09.720]  撒加利亞是祭司
[00:11:09.720 --> 00:11:12.680]  我們可以打開路加福音
[00:11:12.680 --> 00:11:15.080]  我們看第一章
[00:11:15.080 --> 00:11:18.040]  路加福音第一章第五節至二十五節的時候
[00:11:18.040 --> 00:11:19.680]  提到有一對夫婦
[00:11:19.680 --> 00:11:22.760]  她是虔誠的祭司
[00:11:22.760 --> 00:11:23.800]  很虔誠的
[00:11:23.800 --> 00:11:27.560]  每天在聖殿裏面做獻祭的工作
[00:11:27.560 --> 00:11:31.400]  但是這對夫婦有一個人生很大的遺憾
[00:11:31.400 --> 00:11:33.440]  就是她的年紀很老邁
[00:11:33.440 --> 00:11:36.880]  但是並沒有小孩
[00:11:36.880 --> 00:11:39.680]  在當時的社會裏面沒有後次
[00:11:39.680 --> 00:11:40.760]  沒有後代
[00:11:40.760 --> 00:11:42.480]  是一個很大的羞辱
[00:11:42.480 --> 00:11:44.360]  也是一個很大的遺憾
[00:11:44.360 --> 00:11:46.840]  我相信她們人生最大的遺憾
[00:11:46.840 --> 00:11:49.240]  就是沒有自己的後次
[00:11:49.240 --> 00:11:51.240]  就在這個她感到絕望
[00:11:51.240 --> 00:11:53.600]  她連自己都不相信她再有了
[00:11:53.600 --> 00:11:55.440]  曾經可能想過很多方法
[00:11:55.440 --> 00:11:57.280]  想過很多的可能性
[00:11:57.280 --> 00:11:58.040]  遲些吧
[00:11:58.040 --> 00:11:58.840]  等一下吧
[00:11:58.840 --> 00:12:00.800]  她們很狠切的求神
[00:12:00.800 --> 00:12:03.480]  但是最後已經年紀老邁
[00:12:03.480 --> 00:12:05.440]  放棄了絕望的時候
[00:12:05.440 --> 00:12:06.960]  就是她想不到的時刻
[00:12:06.960 --> 00:12:10.520]  正如神在我們的生命裏面出現的時刻
[00:12:10.520 --> 00:12:12.880]  我們有時想不到的
[00:12:12.880 --> 00:12:14.440]  我們主耶穌第一次來的時候
[00:12:14.440 --> 00:12:17.000]  沒有人想到祂就在那裏出生了
[00:12:17.000 --> 00:12:19.200]  就在馬槽裏面出生了
[00:12:19.200 --> 00:12:20.760]  耶穌第二次再來的時候
[00:12:20.760 --> 00:12:22.560]  我們主在天降臨的時候
[00:12:22.560 --> 00:12:23.520]  又是聖經說
[00:12:23.520 --> 00:12:24.800]  我們想都沒有想到的時候
[00:12:24.800 --> 00:12:25.600]  突然間祂就來了
[00:12:25.600 --> 00:12:26.680]  啊?真的來的?
[00:12:26.680 --> 00:12:27.560]  真的
[00:12:27.560 --> 00:12:29.120]  不是開玩笑的
[00:12:29.120 --> 00:12:31.160]  那天在這個聖殿裏面
[00:12:31.160 --> 00:12:35.520]  撒加利亞做這個行償那種獻祭的時候
[00:12:35.520 --> 00:12:37.440]  突然間聖經那裏說
[00:12:37.440 --> 00:12:38.880]  有主的使者
[00:12:38.880 --> 00:12:40.960]  就是天使
[00:12:40.960 --> 00:12:45.080]  突然間有天使在祂的祭壇的右邊出現
[00:12:45.080 --> 00:12:47.760]  嚇到祂很恐懼
[00:12:47.760 --> 00:12:52.640]  所以天使說不要害怕
[00:12:52.640 --> 00:12:54.760]  那究竟當時的天使是怎樣?
[00:12:54.760 --> 00:12:56.360]  聖經是沒有記載的
[00:12:56.360 --> 00:12:58.400]  但無論如何突然間
[00:12:58.400 --> 00:12:59.320]  聖殿關上門
[00:12:59.320 --> 00:13:01.760]  有一個生物在你面前出現
[00:13:01.760 --> 00:13:04.080]  那你都很震驚了
[00:13:04.080 --> 00:13:07.080]  突然間天使說你不用怕
[00:13:07.080 --> 00:13:08.040]  不要害怕
[00:13:08.040 --> 00:13:12.880]  因為你的祈禱已經被聽見了
[00:13:12.880 --> 00:13:13.840]  你這麼久的祈禱
[00:13:13.840 --> 00:13:14.880]  我們相信的祈禱
[00:13:14.880 --> 00:13:16.160]  我們都知道是祈甚麼了
[00:13:16.160 --> 00:13:20.520]  祂就說請你給我一個兒子或後代
[00:13:20.520 --> 00:13:21.840]  天使說你聽見了
[00:13:21.840 --> 00:13:23.040]  你以為神聽不到?
[00:13:23.040 --> 00:13:24.240]  神聽見了
[00:13:24.240 --> 00:13:26.200]  現在來了
[00:13:26.200 --> 00:13:27.840]  你想不到的時候
[00:13:27.840 --> 00:13:28.800]  你的兒子會來
[00:13:28.800 --> 00:13:30.400]  並且這個兒子
[00:13:30.400 --> 00:13:32.880]  後來你要叫他的名字做約翰
[00:13:32.880 --> 00:13:34.920]  因為這個人不是簡單的人
[00:13:34.920 --> 00:13:36.560]  這個人就成為耶穌的先驅
[00:13:36.560 --> 00:13:37.760]  施洗約翰
[00:13:37.760 --> 00:13:40.320]  這個約翰將來他長大的時候
[00:13:40.320 --> 00:13:43.920]  要令到很多以色列的民眾的心歸回神
[00:13:43.920 --> 00:13:46.000]  他成為一個偉大的報道家
[00:13:46.000 --> 00:13:48.480]  並且他好像我們舊約裏面
[00:13:48.480 --> 00:13:51.040]  他們猶太人最佩服的
[00:13:51.040 --> 00:13:55.520]  那位先知以利亞一樣的能力和氣勢
[00:13:55.520 --> 00:13:58.080]  那種性格
[00:13:58.080 --> 00:14:00.280]  這是一個極大好的消息
[00:14:00.280 --> 00:14:02.480]  但是我們留意
[00:14:02.480 --> 00:14:04.400]  我們留意撒加利亞的反應
[00:14:04.400 --> 00:14:05.480]  第十八節
[00:14:05.480 --> 00:14:07.200]  撒加利亞對天使說
[00:14:07.200 --> 00:14:11.160]  我憑甚麼可以知道這件事
[00:14:11.160 --> 00:14:12.760]  接著他唱了一個反調
[00:14:12.760 --> 00:14:17.840]  說我又老,我太太又老邁
[00:14:17.840 --> 00:14:21.120]  我不知道當時天使的表情是怎樣
[00:14:21.120 --> 00:14:23.240]  不過看下去聖經記載
[00:14:23.240 --> 00:14:26.160]  他一般般高興,不是很爽
[00:14:26.160 --> 00:14:30.320]  他說我是站在神面前的加伯列
[00:14:30.320 --> 00:14:33.400]  奉差遣而來對你說話
[00:14:33.400 --> 00:14:34.760]  既然你這樣的反應
[00:14:34.760 --> 00:14:37.040]  那你就先不要說話了
[00:14:37.040 --> 00:14:37.720]  是不是?
[00:14:37.720 --> 00:14:39.040]  直到這件事成就
[00:14:39.040 --> 00:14:40.800]  你的兒子出世你才會說話
[00:14:40.800 --> 00:14:42.520]  無謂你亂說話
[00:14:42.520 --> 00:14:45.720]  於是他就啞了
[00:14:45.720 --> 00:14:48.760]  就是這樣
[00:14:48.760 --> 00:14:51.720]  撒加利亞的錯在哪裡呢?
[00:14:51.720 --> 00:14:54.440]  其實撒加利亞是一個很虔誠的人
[00:14:54.440 --> 00:14:55.360]  就好像很多人
[00:14:55.360 --> 00:14:56.520]  我們基督徒一樣
[00:14:56.520 --> 00:14:57.320]  他很虔誠
[00:14:57.320 --> 00:14:59.280]  如果我們虔誠,他也會虔誠
[00:14:59.280 --> 00:15:00.760]  他是祭司
[00:15:00.760 --> 00:15:03.440]  聖經說到他是很虔誠的
[00:15:03.440 --> 00:15:05.360]  在神面前的祭司
[00:15:05.360 --> 00:15:10.440]  他每天在獻祭
[00:15:10.440 --> 00:15:13.640]  但是你發覺撒加利亞的問題在哪裡呢?
[00:15:13.640 --> 00:15:15.000]  當天使跟他說
[00:15:15.000 --> 00:15:17.720]  你祈禱這麼久,其實你應驗了
[00:15:17.720 --> 00:15:20.320]  撒加利亞第一個反應是說不可能的
[00:15:20.320 --> 00:15:22.760]  No way
[00:15:22.760 --> 00:15:27.480]  他封閉在他自己人不能看到的世界裡面
[00:15:27.480 --> 00:15:29.520]  我都試過了
[00:15:29.520 --> 00:15:30.600]  我認識的朋友裡面
[00:15:30.600 --> 00:15:32.200]  最老的那個都是50歲生的
[00:15:32.200 --> 00:15:34.520]  那個已經沒得頂了
[00:15:34.520 --> 00:15:36.200]  現在我都60幾70歲了
[00:15:36.200 --> 00:15:37.400]  還怎麼可以生呢?
[00:15:37.400 --> 00:15:39.120]  從一個人的角度
[00:15:39.120 --> 00:15:40.320]  人的標準
[00:15:40.320 --> 00:15:41.120]  人的理解
[00:15:41.120 --> 00:15:42.320]  我看見就是這樣
[00:15:42.320 --> 00:15:44.760]  不可能的
[00:15:44.760 --> 00:15:46.400]  他跟天使去爭辯
[00:15:46.400 --> 00:15:47.360]  天使不高興
[00:15:47.360 --> 00:15:49.040]  因為撒加利亞
[00:15:49.040 --> 00:15:50.200]  你自己
[00:15:50.200 --> 00:15:52.680]  我相信背後的台詞就是說
[00:15:52.680 --> 00:15:53.720]  撒加利亞
[00:15:53.720 --> 00:15:55.400]  我相信你說過無數次
[00:15:55.400 --> 00:15:56.400]  當你獻祭的時候
[00:15:56.400 --> 00:15:57.760]  神是偉大的
[00:15:57.760 --> 00:15:58.680]  神是奇妙的
[00:15:58.680 --> 00:16:00.160]  神是無所不能的
[00:16:00.160 --> 00:16:02.520]  神要做的事情一定成就的
[00:16:02.520 --> 00:16:03.880]  但是落到你自己身上
[00:16:03.880 --> 00:16:04.680]  這麼靠近的時候
[00:16:04.680 --> 00:16:05.280]  你就不信了
[00:16:05.280 --> 00:16:07.080]  不行的
[00:16:07.080 --> 00:16:08.960]  我們有時候是這樣的
