
[00:00:00.000 --> 00:00:07.000]  我想問問大家, 記不記得你上次流淚的時候是甚麼事?
[00:02:23.000 --> 00:02:28.000]  甚至他流過每一滴眼淚, 神都用他的皮袋裝著
[00:02:28.000 --> 00:02:35.000]  所以當我們看到第八節, 把我的眼淚裝在你的皮袋裡
[00:02:35.000 --> 00:02:41.000]  這是一個很深刻, 很感人的一句話
[00:02:41.000 --> 00:02:46.000]  今天我用這個題目叫流淚時呼求神
[00:02:46.000 --> 00:02:51.000]  通過三方面和大家分享
[00:02:51.000 --> 00:02:55.000]  第一, 就是當我們面對多方攻擊的時候
[00:02:55.000 --> 00:02:57.000]  我們怎樣自處
[00:02:57.000 --> 00:03:03.000]  第二, 我們要知道神顧念
[00:03:03.000 --> 00:03:09.000]  第三, 要懂得呼求神
[00:03:09.000 --> 00:03:15.000]  我上次也說過, 詩篇五十六篇是大衛的金詩
[00:03:15.000 --> 00:03:23.000]  金詩我再提, 就是說一個詩人的經歷是刻骨銘心的
[00:03:23.000 --> 00:03:29.000]  這個經歷不單單是代表他親身遇到的事情
[00:03:29.000 --> 00:03:31.000]  通常是一些艱難困苦的經歷
[00:03:31.000 --> 00:03:34.000]  但是最寶貴的經歷是在哪裡呢?
[00:03:34.000 --> 00:03:40.000]  就是透過禱告, 透過親近神, 以至經過一種熬練, 經過一種試煉
[00:03:40.000 --> 00:03:48.000]  他更加能夠去象神, 更加與神親近, 更加明白神
[00:03:48.000 --> 00:03:55.000]  這個從一個艱難裡面, 是深刻體認到神的同在
[00:03:55.000 --> 00:03:57.000]  所以這是金詩
[00:03:57.000 --> 00:04:00.000]  每一首詩歌裡面都是很美麗的作品
[00:04:00.000 --> 00:04:07.000]  令我們有刻骨銘心的詩詞, 還有那種經歷在裡面
[00:04:07.000 --> 00:04:10.000]  當我們都遇上這樣的情景的時候
[00:04:10.000 --> 00:04:13.000]  讀上這些金詩, 這些詩篇的時候
[00:04:13.000 --> 00:04:17.000]  我們很得安慰, 還有大有力量
[00:04:17.000 --> 00:04:24.000]  第一方面, 詩人大衛說他面對多方的攻擊
[00:04:24.000 --> 00:04:26.000]  我想先看第二節
[00:04:26.000 --> 00:04:32.000]  「我的仇敵終日踐踏我, 曾驕傲攻擊我的人很多」
[00:04:32.000 --> 00:04:36.000]  這裡說到很多人攻擊他
[00:04:36.000 --> 00:04:39.000]  怎麼對他呢? 第五到第七節就說
[00:04:39.000 --> 00:04:43.000]  「終日扭曲我的話, 千方百計加害於我
[00:04:43.000 --> 00:04:48.000]  聚集埋伏, 窺探我的行蹤, 等候要害我的命」
[00:04:48.000 --> 00:04:53.000]  接著第七節, 詩人就向神說
[00:04:53.000 --> 00:05:02.000]  「他們豈能逃脫, 求祢在路中使萬民敗落」
[00:05:02.000 --> 00:05:10.000]  當然我們回憶到大衛當時是因為被訴羅所追殺
[00:05:10.000 --> 00:05:13.000]  在宮廷大家會明白
[00:05:13.000 --> 00:05:17.000]  他已經是一個不受重用的人的時候
[00:05:17.000 --> 00:05:24.000]  所謂宮廷裡面, 人都是看風洗舌, 一尋百踩
[00:05:24.000 --> 00:05:29.000]  所以其他人都會靠邊站
[00:05:29.000 --> 00:05:34.000]  都會同時攻擊他, 對付那些失勢的人
[00:05:34.000 --> 00:05:39.000]  一旦落難的時候, 通常會得到多人的攻擊
[00:05:39.000 --> 00:05:43.000]  多方的攻擊, 這個就是大衛所處身的情況
[00:05:43.000 --> 00:05:48.000]  所以最終他連自己的地方, 國土都不能夠留下
[00:05:48.000 --> 00:05:53.000]  走到菲律賓, 傳統的敵人的地方
[00:05:53.000 --> 00:05:59.000]  但是敵人都會認到他, 唯有裝傻扮懵才能夠逃過一劫
[00:05:59.000 --> 00:06:02.000]  在這個地方裡面
[00:06:02.000 --> 00:06:08.000]  所以你看到他是一種逃亡的情況
[00:06:08.000 --> 00:06:13.000]  其實他遇到什麼事情呢?
[00:06:13.000 --> 00:06:18.000]  那些人終日扭曲他的話, 聚集, 窺探他的腳踪
[00:06:18.000 --> 00:06:21.000]  等候要害他的命
[00:06:21.000 --> 00:06:24.000]  這裡令我想起, 主耶穌基督都是這樣的
[00:06:24.000 --> 00:06:28.000]  如果你看《馬學福音》開始頭幾章
[00:06:28.000 --> 00:06:35.000]  你會看到耶穌被法利塞人、文士設計陷害他
[00:06:35.000 --> 00:06:38.000]  每一次跟蹤他的行蹤
[00:06:38.000 --> 00:06:42.000]  聽到他說的話, 扭曲了耶穌說的話
[00:06:42.000 --> 00:06:44.000]  為什麼你醫人就好了, 醫病就好了
[00:06:44.000 --> 00:06:47.000]  為什麼說醫病的人呢?
[00:06:47.000 --> 00:06:52.000]  通常醫生說你的病好了, 沒事了
[00:06:52.000 --> 00:06:55.000]  但是耶穌不是這樣說的
[00:06:55.000 --> 00:06:58.000]  耶穌說你的罪赦免了
[00:06:58.000 --> 00:07:00.000]  我們看醫生不會這樣說的
[00:07:00.000 --> 00:07:03.000]  不會說你的罪赦免了
[00:07:03.000 --> 00:07:05.000]  只是說你的病好了
[00:07:05.000 --> 00:07:09.000]  一直扭曲, 一直設計
[00:07:09.000 --> 00:07:13.000]  最終有一次去安息日治病
[00:07:13.000 --> 00:07:20.000]  看看他會不會去醫治有萎縮症的人的手
[00:07:20.000 --> 00:07:23.000]  耶穌憐憫的心腸去醫治
[00:07:23.000 --> 00:07:27.000]  馬上有很多人已經埋伏在那裡
[00:07:27.000 --> 00:07:33.000]  你一做就說你違反了安息日的條例
[00:07:33.000 --> 00:07:43.000]  有權利就要用宗教的條例去殺害耶穌
[00:07:43.000 --> 00:07:45.000]  我想起一個這樣的情況
[00:07:45.000 --> 00:07:49.000]  大衛也是遇到這樣的情況
[00:07:49.000 --> 00:07:51.000]  人就是這樣的
[00:07:51.000 --> 00:07:54.000]  當一個人憎恨別人
[00:07:54.000 --> 00:07:57.000]  或者是嫉妒別人
[00:07:57.000 --> 00:08:00.000]  那種怒火可以將一個人殺掉
[00:08:00.000 --> 00:08:03.000]  在一個計謀裡面將他殺掉
[00:08:03.000 --> 00:08:07.000]  這個素羅就是這樣去對待大衛
[00:08:07.000 --> 00:08:12.000]  設計甚至是陷阱
[00:08:12.000 --> 00:08:15.000]  其實這裡說中日扭曲我的話
[00:08:15.000 --> 00:08:17.000]  可以這樣說的
[00:08:17.000 --> 00:08:19.000]  不是單單說話
[00:08:19.000 --> 00:08:21.000]  是整個人、整個的事
[00:08:21.000 --> 00:08:23.000]  他所做的事都扭曲他所做的事
[00:08:23.000 --> 00:08:27.000]  其實他的目的就是要奪去我的幸福
[00:08:27.000 --> 00:08:29.000]  奪去我的利益
[00:08:29.000 --> 00:08:33.000]  仇敵的目的就是不希望你有幸福的日子過
[00:08:33.000 --> 00:08:35.000]  不想你有好處
[00:08:35.000 --> 00:08:39.000]  當然更加極端就是連你的命都要拿走
[00:08:39.000 --> 00:08:45.000]  遇到這麼嚴峻的攻擊
[00:08:45.000 --> 00:08:47.000]  如果是你
[00:08:47.000 --> 00:08:50.000]  你的心會怎麼想呢
[00:08:50.000 --> 00:08:52.000]  你都知道他是敵人
[00:08:52.000 --> 00:08:56.000]  你怎麼去想他呢
[00:08:56.000 --> 00:08:59.000]  我想大家沒有遇到這麼嚴峻吧
[00:08:59.000 --> 00:09:01.000]  不過被人攻擊都會
[00:09:01.000 --> 00:09:03.000]  但你會怎麼想呢
[00:09:03.000 --> 00:09:04.000]  可能第一時間會想
[00:09:04.000 --> 00:09:07.000]  我有什麼機會去報仇
[00:09:07.000 --> 00:09:09.000]  有時候會這樣想
[00:09:09.000 --> 00:09:10.000]  你說這個
[00:09:10.000 --> 00:09:11.000]  我都不敢說出來
[00:09:11.000 --> 00:09:14.000]  但實際上這種感覺
[00:09:14.000 --> 00:09:16.000]  自古以來都有的
[00:09:16.000 --> 00:09:19.000]  報仇這種感覺、這種想法
[00:09:19.000 --> 00:09:22.000]  都有這個報仇
[00:09:22.000 --> 00:09:25.000]  但你看到大衛
[00:09:25.000 --> 00:09:27.000]  是不是這樣呢
[00:09:27.000 --> 00:09:30.000]  大衛竟然在第七戰裡面說
[00:09:30.000 --> 00:09:32.000]  他們豈能逃脫呢
[00:09:32.000 --> 00:09:34.000]  這句話說出來就說
[00:09:34.000 --> 00:09:36.000]  這些敵人
[00:09:36.000 --> 00:09:39.000]  怎麼能不顧他們的不義
[00:09:39.000 --> 00:09:42.000]  想去逃脫呢
[00:09:42.000 --> 00:09:45.000]  他這樣跟神說的時候
[00:09:45.000 --> 00:09:46.000]  其實這些敵人
[00:09:46.000 --> 00:09:48.000]  怎麼能這樣做呢
[00:09:48.000 --> 00:09:51.000]  做惡的事可以逃脫嗎
[00:09:51.000 --> 00:09:55.000]  這是大衛對神的一個認識
[00:09:55.000 --> 00:09:56.000]  不知道我們會不會
[00:09:56.000 --> 00:09:58.000]  都是這樣對神的認識
[00:09:58.000 --> 00:10:00.000]  即是大衛很清楚
[00:10:00.000 --> 00:10:02.000]  神是一個公義的神
[00:10:02.000 --> 00:10:05.000]  他會審判敵人的不義
[00:10:05.000 --> 00:10:06.000]  我們被攻擊的時候
[00:10:06.000 --> 00:10:08.000]  不是由我們自己去審判
[00:10:08.000 --> 00:10:11.000]  也不是我們自己去執法
[00:10:11.000 --> 00:10:15.000]  而是留給神去審判
[00:10:15.000 --> 00:10:20.000]  所以有時我們有一種報復的感覺
[00:10:20.000 --> 00:10:22.000]  是人之常情的
[00:10:22.000 --> 00:10:25.000]  但是報復的感覺是怎樣產生呢
[00:10:25.000 --> 00:10:26.000]  就是我心裡面會想
[00:10:26.000 --> 00:10:28.000]  這個人經常這樣傷害我的時候
[00:10:28.000 --> 00:10:30.000]  我就要傷害他
[00:10:30.000 --> 00:10:33.000]  我就找機會去攻擊他
[00:10:33.000 --> 00:10:34.000]  去羞辱他
[00:10:34.000 --> 00:10:38.000]  或者去折磨他
[00:10:38.000 --> 00:10:41.000]  所以通常這種報復
[00:10:41.000 --> 00:10:43.000]  是因為有一種的恨意
[00:10:43.000 --> 00:10:46.000]  你的仇恨在你心裡面出來了
[00:10:46.000 --> 00:10:49.000]  你就有報復心在那裡
[00:10:49.000 --> 00:10:51.000]  我們就會覺得
[00:10:51.000 --> 00:10:54.000]  一個人做了一件不公平的事
[00:10:54.000 --> 00:10:56.000]  我就施行報復
[00:10:56.000 --> 00:10:57.000]  我去這樣做
[00:10:57.000 --> 00:10:59.000]  都是很平常的
[00:10:59.000 --> 00:11:01.000]  但是其實在聖經裡面
[00:11:01.000 --> 00:11:03.000]  一直的教導我們
[00:11:03.000 --> 00:11:06.000]  甚至舊約一直都強調
[00:11:06.000 --> 00:11:10.000]  只有神才可以施行報復
[00:11:10.000 --> 00:11:12.000]  只有神才可以施行報復
[00:11:12.000 --> 00:11:15.000]  人不可以自己施行報復
[00:11:15.000 --> 00:11:19.000]  不可以向這些對自己不義的人
[00:11:19.000 --> 00:11:21.000]  去施行報復
[00:11:21.000 --> 00:11:23.000]  你可以向神伸冤
[00:11:23.000 --> 00:11:25.000]  但是伸冤在神
[00:11:25.000 --> 00:11:29.000]  能夠去施行公義報復
[00:11:29.000 --> 00:11:30.000]  都是在神
[00:11:30.000 --> 00:11:33.000]  所以大衛是很明白
[00:11:33.000 --> 00:11:36.000]  大衛是很知道神的心意
[00:11:36.000 --> 00:11:37.000]  所以你看到
[00:11:37.000 --> 00:11:41.000]  他竟然遇到這樣的情況
[00:11:41.000 --> 00:11:44.000]  他轉向神
[00:11:44.000 --> 00:11:46.000]  他深信神是公義的神
[00:11:46.000 --> 00:11:48.000]  神對惡人的審判
[00:11:48.000 --> 00:11:49.000]  是必然會發生的
[00:11:49.000 --> 00:11:51.000]  所以他祈求神
[00:11:51.000 --> 00:11:53.000]  神祢自己去秉行公義
[00:11:53.000 --> 00:11:58.000]  神祢自己能夠去施行祢自己的執法
[00:11:58.000 --> 00:12:00.000]  所以你看到
[00:12:00.000 --> 00:12:01.000]  他反而在第七節說
[00:12:01.000 --> 00:12:03.000]  這些人這麼作惡
[00:12:03.000 --> 00:12:05.000]  你真的以為可以逃脫嗎?
[00:12:05.000 --> 00:12:08.000]  他有這麼強的信念在裡面
[00:12:08.000 --> 00:12:12.000]  所以當我們很清楚
[00:12:12.000 --> 00:12:16.000]  而我們又對這個信念清晰
[00:12:16.000 --> 00:12:20.000]  也是這樣信服在神的心裡
[00:12:20.000 --> 00:12:24.000]  施行報復
[00:12:24.000 --> 00:12:26.000]  是在神的手裡
[00:12:26.000 --> 00:12:27.000]  不是我們自己
[00:12:27.000 --> 00:12:30.000]  我們不可以這樣去做
[00:12:30.000 --> 00:12:31.000]  你想想
[00:12:31.000 --> 00:12:34.000]  如果別人去打你
[00:12:34.000 --> 00:12:36.000]  你就還手
[00:12:36.000 --> 00:12:39.000]  打著打著就搞出人命
[00:12:39.000 --> 00:12:43.000]  今天就算殺了一個人
[00:12:43.000 --> 00:12:45.000]  可不可以馬上就地正法呢?
[00:12:45.000 --> 00:12:47.000]  法律上也不可以
[00:12:47.000 --> 00:12:51.000]  所以變成不是這樣的精神
[00:12:51.000 --> 00:12:53.000]  是留給神去處理
[00:12:53.000 --> 00:12:58.000]  大衛很明白這種神的公義
[00:12:58.000 --> 00:13:01.000]  他也很相信神會這樣做
[00:13:01.000 --> 00:13:08.000]  所以當我們拿到這種教導的時候
[00:13:08.000 --> 00:13:12.000]  當我們真的會受到別人的攻擊
[00:13:12.000 --> 00:13:14.000]  或者受到一些不公平的事情
[00:13:14.000 --> 00:13:18.000]  心裡會有仇恨
[00:13:18.000 --> 00:13:19.000]  剛才我說過仇恨
[00:13:19.000 --> 00:13:21.000]  這種情緒出現了
[00:13:21.000 --> 00:13:22.000]  我們不需要否定
[00:13:22.000 --> 00:13:23.000]  是有的
[00:13:23.000 --> 00:13:25.000]  有一種仇恨的感覺
[00:13:25.000 --> 00:13:29.000]  但是我們要將仇恨和報復
[00:13:29.000 --> 00:13:30.000]  要劃清界線
[00:13:30.000 --> 00:13:34.000]  仇恨和報復要劃清界線
[00:13:34.000 --> 00:13:36.000]  但是仇恨可以帶來報復
[00:13:36.000 --> 00:13:39.000]  報復可以帶來很不智的後果
[00:13:39.000 --> 00:13:42.000]  或者很糟糕的演變
[00:13:42.000 --> 00:13:45.000]  但是當我們劃清界線的時候
[00:13:45.000 --> 00:13:47.000]  就免一進一步惡化下去
[00:13:47.000 --> 00:13:51.000]  其中我們可以將仇恨
[00:13:51.000 --> 00:13:53.000]  這種仇恨的情緒
[00:13:53.000 --> 00:13:55.000]  嬲怒的情緒
[00:13:55.000 --> 00:13:56.000]  怎樣呢?
[00:13:56.000 --> 00:13:57.000]  就好像大衛那樣
[00:13:57.000 --> 00:13:59.000]  轉向神那裡
[00:13:59.000 --> 00:14:01.000]  跟神傾訴
[00:14:01.000 --> 00:14:02.000]  向神伸冤
[00:14:02.000 --> 00:14:05.000]  向神說出他的心情
[00:14:05.000 --> 00:14:07.000]  將他放在神的面前
[00:14:07.000 --> 00:14:09.000]  然後由神自己發落
[00:14:09.000 --> 00:14:11.000]  由神自己施行的
[00:14:11.000 --> 00:14:13.000]  公義施行報復
[00:14:13.000 --> 00:14:15.000]  由神自己去決定
[00:14:15.000 --> 00:14:17.000]  這樣我們就體會到
[00:14:17.000 --> 00:14:20.000]  其實這是神對我們的愛
[00:14:20.000 --> 00:14:22.000]  就等於這樣說
[00:14:22.000 --> 00:14:23.000]  我知道了
[00:14:23.000 --> 00:14:25.000]  這件事你去安靜
[00:14:25.000 --> 00:14:27.000]  由我處理
[00:14:27.000 --> 00:14:29.000]  你交給我吧
[00:14:29.000 --> 00:14:31.000]  可不可以做到這樣呢?
[00:14:31.000 --> 00:14:33.000]  有時候也不容易
[00:14:33.000 --> 00:14:35.000]  也是要自己親手出手
[00:14:35.000 --> 00:14:37.000]  但是聖經就是這樣教導我們
[00:14:37.000 --> 00:14:40.000]  如果當我們能夠這樣學習的時候
[00:14:40.000 --> 00:14:44.000]  我們的仇恨還可以慢慢消除
[00:14:44.000 --> 00:14:48.000]  報復的心更加能夠放下
[00:14:48.000 --> 00:14:51.000]  所以這個恨意的轉化是怎樣呢?
[00:14:51.000 --> 00:14:54.000]  就是說當我們有了恨意之後
[00:14:54.000 --> 00:14:57.000]  你願意報仇
[00:14:57.000 --> 00:14:59.000]  分清界線
[00:14:59.000 --> 00:15:01.000]  不會再進一步行動的時候
[00:15:01.000 --> 00:15:04.000]  要表示這個恨意是提醒你一件事情
[00:15:04.000 --> 00:15:07.000]  我現在要對自己好一點
[00:15:07.000 --> 00:15:09.000]  我要好好愛護自己
[00:15:09.000 --> 00:15:10.000]  不要讓那些東西
[00:15:10.000 --> 00:15:13.000]  令到我自己壓在心頭裡
[00:15:13.000 --> 00:15:14.000]  不要讓這些攻擊
[00:15:14.000 --> 00:15:16.000]  令到我沒有頭緒
[00:15:16.000 --> 00:15:18.000]  令到我好像壓迫著一股氣
[00:15:18.000 --> 00:15:22.000]  因為我已經將這件事放給我們的神
[00:15:22.000 --> 00:15:24.000]  知道祂是公義
[00:15:24.000 --> 00:15:26.000]  祂是受理了這件案件
[00:15:26.000 --> 00:15:28.000]  祂會處理的
[00:15:28.000 --> 00:15:33.000]  但是這種好像含恨的力量
[00:15:33.000 --> 00:15:37.000]  反而不是用來對抗人
[00:15:37.000 --> 00:15:39.000]  這種力量更加要發揮你的生命
[00:15:39.000 --> 00:15:42.000]  向積極那一面走出來
[00:15:42.000 --> 00:15:45.000]  不是一個很負面
[00:15:45.000 --> 00:15:46.000]  什麼都不做
[00:15:46.000 --> 00:15:48.000]  反而更加熱愛你的生命
[00:15:48.000 --> 00:15:50.000]  更加能夠發揮你的生命
[00:15:50.000 --> 00:15:52.000]  好好地去生活
[00:15:52.000 --> 00:15:55.000]  更加能夠體會到對方的傷害
[00:15:55.000 --> 00:15:59.000]  不能夠再去藉著仇恨
[00:15:59.000 --> 00:16:02.000]  藉著報復去控制我
[00:16:02.000 --> 00:16:05.000]  這樣你就能夠可以鬆綁
[00:16:05.000 --> 00:16:09.000]  你能夠可以繼續地面對你的生活
[00:16:09.000 --> 00:16:12.000]  繼續有力地走前面的路程
[00:16:12.000 --> 00:16:14.000]  不要一生充滿仇恨
[00:16:14.000 --> 00:16:19.000]  不要一生裡面有很多很多報復的心
[00:16:19.000 --> 00:16:24.000]  我們會繼續向前走我們的路程
[00:16:49.000 --> 00:16:52.000]  文句的意思就是
[00:16:52.000 --> 00:16:53.000]  祂知道是這樣的
[00:16:53.000 --> 00:16:55.000]  神是這樣說的
[00:16:55.000 --> 00:16:56.000]  你是這樣做的
[00:16:56.000 --> 00:16:58.000]  提醒了神
[00:16:58.000 --> 00:17:02.000]  因為祂深知道神是顧念的
[00:17:02.000 --> 00:17:05.000]  祂在一方面你看到
[00:17:05.000 --> 00:17:06.000]  我幾次流離
[00:17:06.000 --> 00:17:07.000]  你都很少算
[00:17:07.000 --> 00:17:09.000]  流離就像剛才所說的
[00:17:09.000 --> 00:17:11.000]  就好像亡命之徒一樣
[00:17:11.000 --> 00:17:13.000]  避了追殺
[00:17:13.000 --> 00:17:15.000]  走投無路
[00:17:15.000 --> 00:17:18.000]  或者人生前途茫茫的時候
[00:17:18.000 --> 00:17:19.000]  不知怎樣走
[00:17:19.000 --> 00:17:21.000]  猶猶蕩蕩也好
[00:17:21.000 --> 00:17:24.000]  但是神是數算的
[00:17:24.000 --> 00:17:27.000]  神都是去數算的
[00:17:27.000 --> 00:17:29.000]  都是記數的
[00:17:29.000 --> 00:17:31.000]  神都是記得的
[00:17:31.000 --> 00:17:37.000]  即使那一刻沒有人沒有物
[00:17:37.000 --> 00:17:40.000]  那一刻孤苦伶仃
[00:17:40.000 --> 00:17:42.000]  但是神都是知道的
[00:17:42.000 --> 00:17:47.000]  神都是看著你的腳踵的
[00:17:47.000 --> 00:17:52.000]  最近有一種無依無靠的感覺是什麼時候呢?
[00:17:52.000 --> 00:17:54.000]  你們有沒有呢?
[00:17:54.000 --> 00:17:56.000]  我最近有一次
[00:17:56.000 --> 00:17:58.000]  早一個月左右
[00:17:58.000 --> 00:18:00.000]  九月左右
[00:18:00.000 --> 00:18:02.000]  做了手術
[00:18:02.000 --> 00:18:05.000]  將一個人推到手術室的時候
[00:18:05.000 --> 00:18:07.000]  那種感覺真是
[00:18:07.000 --> 00:18:10.000]  生命交託了不知道給誰
[00:18:10.000 --> 00:18:11.000]  給醫生
[00:18:11.000 --> 00:18:14.000]  好像有一種感覺
[00:18:14.000 --> 00:18:15.000]  什麼都不能動
[00:18:15.000 --> 00:18:18.000]  心裡面就記得求神幫助
[00:18:18.000 --> 00:18:20.000]  其實都不是一個什麼大的手術
[00:18:20.000 --> 00:18:25.000]  只不過心裡面去到那種情境裡面來說
[00:18:25.000 --> 00:18:28.000]  總是有一種這樣的情境的感受
[00:18:28.000 --> 00:18:30.000]  沒有什麼可以靠的了
[00:18:30.000 --> 00:18:33.000]  我們心裡面就祈禱
[00:18:33.000 --> 00:18:34.000]  有望神
[00:18:34.000 --> 00:18:36.000]  但是我們知道
[00:18:36.000 --> 00:18:37.000]  神都會數算的
[00:18:37.000 --> 00:18:39.000]  當你有這種感覺的時候
[00:18:39.000 --> 00:18:41.000]  神會知道的
[00:18:41.000 --> 00:18:42.000]  神會明白的
[00:18:42.000 --> 00:18:44.000]  但是經歷了這一切之後
[00:18:44.000 --> 00:18:47.000]  知道神會記念你的痛苦
[00:18:47.000 --> 00:18:49.000]  流離失所
[00:18:49.000 --> 00:18:51.000]  無家可歸
[00:18:51.000 --> 00:18:52.000]  神都知道
[00:18:52.000 --> 00:18:55.000]  神知道會紀念就好了
[00:18:55.000 --> 00:18:58.000]  所以他的痛苦不是白白的受的
[00:18:58.000 --> 00:18:59.000]  他明白到
[00:18:59.000 --> 00:19:02.000]  接著另一個
[00:19:02.000 --> 00:19:04.000]  講下去很快
[00:19:04.000 --> 00:19:05.000]  就大概說
[00:19:05.000 --> 00:19:10.000]  你將我的眼淚放在你的皮袋裡面
[00:19:10.000 --> 00:19:17.000]  你將我的眼淚放在你的皮袋裡面
[00:19:17.000 --> 00:19:18.000]  這句話
[00:19:18.000 --> 00:19:22.000]  每次讀都會覺得很溫暖的心
[00:19:22.000 --> 00:19:25.000]  因為這麼寶貴的眼淚
[00:19:25.000 --> 00:19:28.000]  神竟然裝在皮袋裡面
[00:19:28.000 --> 00:19:31.000]  還會珍藏著
[00:19:31.000 --> 00:19:33.000]  記住
[00:19:33.000 --> 00:19:35.000]  這個皮袋很珍貴的
[00:19:35.000 --> 00:19:41.000]  以前一般是用一些簡單的陶瓷瓶
[00:19:41.000 --> 00:19:44.000]  用到皮袋就很珍貴
[00:19:44.000 --> 00:19:46.000]  皮袋還裝著
[00:19:46.000 --> 00:19:49.000]  還記在神的冊子裡面
[00:19:49.000 --> 00:19:50.000]  我就想起
[00:19:50.000 --> 00:19:54.000]  好像在一些地方買一個皮包
[00:19:54.000 --> 00:19:56.000]  很漂亮的地方
[00:19:56.000 --> 00:20:00.000]  就刻上你的名字
[00:20:00.000 --> 00:20:03.000]  你們有沒有一些皮包有自己的名字
[00:20:03.000 --> 00:20:05.000]  應該是很珍貴的
[00:20:05.000 --> 00:20:10.000]  還可以刻上你的名字
[00:20:10.000 --> 00:20:11.000]  神就是這樣
[00:20:11.000 --> 00:20:13.000]  他說皮袋
[00:20:13.000 --> 00:20:15.000]  他不是用皮袋裝著所有人的眼淚
[00:20:15.000 --> 00:20:17.000]  只是裝著你的眼淚
[00:20:17.000 --> 00:20:18.000]  不會混在一起
[00:20:18.000 --> 00:20:20.000]  是你的眼淚
[00:20:20.000 --> 00:20:22.000]  這個真的很感人
[00:20:22.000 --> 00:20:23.000]  每一個眼淚
[00:20:23.000 --> 00:20:25.000]  神都是寶貴的
[00:20:25.000 --> 00:20:30.000]  每一個珍藏著的眼淚
[00:20:30.000 --> 00:20:36.000]  我小時候也不是很多流眼淚的
[00:20:36.000 --> 00:20:39.000]  因為始終都是一句話
[00:20:39.000 --> 00:20:44.000]  男孩子流血不流淚
[00:20:44.000 --> 00:20:46.000]  所以我很少流眼淚
[00:20:46.000 --> 00:20:47.000]  除了很小的時候
[00:20:47.000 --> 00:20:48.000]  被媽媽打
[00:20:48.000 --> 00:20:50.000]  哭幾聲
[00:20:50.000 --> 00:20:53.000]  通常是哭幾聲是沒有眼淚那種
[00:20:53.000 --> 00:20:57.000]  被人知道很痛很痛苦
[00:20:57.000 --> 00:21:00.000]  真的流眼淚也很少
[00:21:00.000 --> 00:21:04.000]  再加上那時候有一首流行曲
[00:21:04.000 --> 00:21:06.000]  眼淚
[00:21:06.000 --> 00:21:08.000]  你會唱
[00:21:08.000 --> 00:21:10.000]  我只會唱兩個字
[00:21:10.000 --> 00:21:11.000]  我怕後面走音
[00:21:11.000 --> 00:21:13.000]  在心裏流
[00:21:13.000 --> 00:21:15.000]  我們就說在心裏
[00:21:15.000 --> 00:21:18.000]  眼淚不流出來
[00:21:18.000 --> 00:21:21.000]  但慢慢發覺其實不是
[00:21:21.000 --> 00:21:23.000]  原來眼淚也很寶貴
[00:21:23.000 --> 00:21:25.000]  神會寶貴我們的眼淚
[00:21:25.000 --> 00:21:27.000]  不妨流多些
