
[00:00:00.000 --> 00:00:07.120]  很多教會對宣教或者對猜拳是有誤解的
[00:02:13.620 --> 00:02:17.820]  這個神學思想就決定你生命所有的抉擇
[00:02:17.820 --> 00:02:19.140]  我去哪裡讀書
[00:02:19.140 --> 00:02:20.160]  我是否移民
[00:02:20.160 --> 00:02:23.440]  我做什麼工作
[00:02:23.440 --> 00:02:24.920]  我是否應該打針
[00:02:24.920 --> 00:02:26.780]  我是否應該結婚
[00:02:26.780 --> 00:02:30.860]  所有事情都取決於你的神學思想
[00:02:30.860 --> 00:02:32.580]  你對上帝的認識
[00:02:32.580 --> 00:02:35.160]  你對聖經的教導如何理解
[00:02:35.160 --> 00:02:36.740]  就會決定你的一切
[00:02:36.740 --> 00:02:39.420]  同樣是你對宣教
[00:02:39.420 --> 00:02:40.780]  教會應該如何宣教
[00:02:40.780 --> 00:02:43.600]  你如何參與支持宣教
[00:02:43.600 --> 00:02:46.520]  都取決於你對宣教的神學思想
[00:02:46.520 --> 00:02:48.920]  今天我要跟大家講的
[00:02:48.920 --> 00:02:50.700]  一個顯明很重要的問題
[00:02:50.700 --> 00:02:53.100]  就是宣教的神學思想
[00:02:53.980 --> 00:02:57.660]  今天這個半小時是很重要的
[00:02:57.660 --> 00:02:59.880]  在30年前
[00:02:59.880 --> 00:03:02.160]  有一位作者叫做Dave Booth
[00:03:02.160 --> 00:03:03.500]  他寫了一本書
[00:03:03.500 --> 00:03:04.860]  《Transforming Mission》
[00:03:04.860 --> 00:03:07.360]  中文也有600多頁
[00:03:07.360 --> 00:03:11.980]  他被稱為20世紀全世界出版所有書籍
[00:03:11.980 --> 00:03:13.140]  不僅是屬靈書籍
[00:03:13.140 --> 00:03:16.600]  所有書籍其中100本最重要的
[00:03:16.600 --> 00:03:18.960]  裡面有很多很多東西
[00:03:18.960 --> 00:03:20.240]  我看過不止一次
[00:03:20.240 --> 00:03:22.020]  我很少看書看多過一次
[00:03:22.020 --> 00:03:23.780]  尤其是600多頁的英文書
[00:03:23.780 --> 00:03:24.680]  但是
[00:03:24.680 --> 00:03:28.900]  我覺得裡面有一件事他很有興趣
[00:03:28.900 --> 00:03:29.700]  很寶貴
[00:03:29.700 --> 00:03:32.400]  就是你看《馬太福音》
[00:03:32.400 --> 00:03:34.820]  當然從第一章看到28章
[00:03:34.820 --> 00:03:36.300]  他說不要停在那裡
[00:03:36.300 --> 00:03:39.620]  接著要從28章看回頭
[00:03:39.620 --> 00:03:41.560]  28章是講大使命
[00:03:41.560 --> 00:03:47.580]  他的意思是你要從大使命的角度看整本《馬太福音》
[00:03:47.580 --> 00:03:48.580]  你就會發現
[00:03:48.580 --> 00:03:52.360]  原來《馬太福音》就是一本宣教的書
[00:03:52.360 --> 00:03:56.260]  這個作者已經過世了
[00:03:56.260 --> 00:03:57.860]  寫了這本書之後
[00:03:57.860 --> 00:03:59.340]  他兩年又過世了
[00:03:59.340 --> 00:04:01.820]  是上世紀90年代
[00:04:01.820 --> 00:04:04.620]  有一位還沒過世的另一本書
[00:04:04.620 --> 00:04:07.580]  叫做《The Mission of God》
[00:04:07.580 --> 00:04:09.700]  作者是Chris Wright
[00:04:09.700 --> 00:04:17.080]  他是倫敦Johnstone Church裡面其中一個領袖
[00:04:17.080 --> 00:04:20.020]  差不多是同樣等級的
[00:04:20.020 --> 00:04:22.780]  我們在兩個星期前
[00:04:22.780 --> 00:04:26.900]  我們幾位牧師兼牧師帶領我們
[00:04:26.900 --> 00:04:28.820]  跟他有一個視像通話
[00:04:28.820 --> 00:04:30.420]  講到這個Mission
[00:04:30.420 --> 00:04:34.100]  所以令我想起他這本書
[00:04:34.100 --> 00:04:37.060]  有一句很重要的話
[00:04:37.060 --> 00:04:38.060]  他說
[00:04:38.060 --> 00:04:41.300]  整本聖經所講的其實就是宣教
[00:04:41.300 --> 00:04:43.580]  聖經的主旨就是宣教
[00:04:43.580 --> 00:04:46.660]  Mission is what the Bible is all about
[00:04:47.580 --> 00:04:49.240]  這句話很重要
[00:04:49.240 --> 00:04:52.060]  若果整本聖經所講的就是宣教
[00:04:52.060 --> 00:04:55.380]  那麼教會的使命就是宣教
[00:04:55.380 --> 00:04:57.580]  如果教會的使命就是宣教
[00:04:57.580 --> 00:05:01.980]  就是說你和我的人生目的就是宣教
[00:05:01.980 --> 00:05:04.380]  這影響了你的神學思想
[00:05:04.380 --> 00:05:06.780]  如果你認同這個神學思想的話
[00:05:06.780 --> 00:05:10.020]  你對這個月傳恩堂的宣教月
[00:05:10.020 --> 00:05:14.860]  你如何支持、如何為它禱告、如何向上奉獻
[00:05:14.860 --> 00:05:15.860]  就很重要
[00:05:16.780 --> 00:05:18.940]  你或許會說
[00:05:18.940 --> 00:05:22.820]  牧師不是整本聖經都講宣教的
[00:05:22.820 --> 00:05:25.420]  我聽說新約就講多一點
[00:05:25.420 --> 00:05:27.620]  舊約就沒有講
[00:05:27.620 --> 00:05:32.100]  這個Chris Wright是舊約聖經學者的權威
[00:05:32.100 --> 00:05:36.420]  他說整本聖經不僅是新約
[00:05:36.420 --> 00:05:40.540]  新約、舊約的中心思想都是宣教
[00:05:40.540 --> 00:05:43.620]  所以今天我要跟大家思考的問題
[00:05:43.620 --> 00:05:46.140]  是非常重要的
[00:05:46.140 --> 00:05:49.100]  我選了一段經文是很有興趣的
[00:05:49.100 --> 00:05:50.940]  你可能沒有留意
[00:05:50.940 --> 00:05:54.580]  但如果我們稍後再聽的話
[00:05:54.580 --> 00:05:55.500]  你會發現
[00:05:55.500 --> 00:05:58.460]  為什麼耶穌這麼有趣講這些東西呢?
[00:05:58.460 --> 00:06:00.460]  剛才主席跟我們讀過
[00:06:00.460 --> 00:06:02.460]  我們再來看看這一段經文
[00:06:02.460 --> 00:06:05.500]  這段經文就是路加夫音最後那一章
[00:06:05.500 --> 00:06:06.820]  耶穌復活之後
[00:06:06.820 --> 00:06:08.380]  有兩個門徒
[00:06:08.380 --> 00:06:13.340]  正在走到一條村子叫爾瑪伍斯的路上
[00:06:13.340 --> 00:06:16.340]  他們彼此談論耶穌基督
[00:06:16.340 --> 00:06:20.340]  受死、埋葬
[00:06:20.340 --> 00:06:24.340]  但是墳墓打開了
[00:06:24.340 --> 00:06:26.100]  裡面的身體不見了
[00:06:26.100 --> 00:06:27.780]  正在討論這件事的時候
[00:06:27.780 --> 00:06:30.260]  耶穌就親自走近他們
[00:06:30.260 --> 00:06:31.620]  跟他們一起走
[00:06:31.620 --> 00:06:33.700]  問他們講些什麼
[00:06:33.700 --> 00:06:36.020]  他們的眼睛就蒙蔽了
[00:06:36.020 --> 00:06:37.780]  認不出這是耶穌基督
[00:06:37.780 --> 00:06:39.420]  他是耶穌基督的門徒
[00:06:39.420 --> 00:06:40.540]  見過祂的
[00:06:40.540 --> 00:06:41.940]  但他認不出祂
[00:06:42.340 --> 00:06:43.980]  他們就說
[00:06:43.980 --> 00:06:45.980]  我們講這些事情
[00:06:45.980 --> 00:06:48.780]  講這位耶穌
[00:06:48.780 --> 00:06:51.420]  耶穌就跟他們說
[00:06:51.420 --> 00:06:52.900]  無知的人啊
[00:06:52.900 --> 00:06:55.060]  先知所說的一切話
[00:06:55.060 --> 00:06:57.180]  你們心裡信得太遲了
[00:06:57.180 --> 00:07:00.660]  先知就是舊約聖經裡面所寫的先知
[00:07:00.660 --> 00:07:02.220]  基督這樣受害
[00:07:02.220 --> 00:07:04.060]  然後進入他的榮耀
[00:07:04.060 --> 00:07:05.940]  不是應當的嗎?
[00:07:05.940 --> 00:07:08.860]  於是他從摩西和眾仙之起
[00:07:08.860 --> 00:07:11.060]  把所有關於自己的經文
[00:07:11.060 --> 00:07:12.780]  都給他們解釋明白
[00:07:12.780 --> 00:07:15.620]  但是耶穌就處理他們的神學思想
[00:07:15.620 --> 00:07:16.820]  耶穌怎麼處理呢?
[00:07:16.820 --> 00:07:18.180]  就回到聖經裡面
[00:07:18.180 --> 00:07:19.420]  那時候沒有新約
[00:07:19.420 --> 00:07:20.420]  只有舊約
[00:07:20.420 --> 00:07:22.180]  耶穌就說
[00:07:22.180 --> 00:07:24.660]  從摩西和眾仙之起
[00:07:24.660 --> 00:07:26.980]  把所有關於自己的經文
[00:07:26.980 --> 00:07:29.300]  都為他們解釋明白
[00:07:29.300 --> 00:07:31.660]  走到大約黃昏
[00:07:31.660 --> 00:07:34.300]  差不多到達村子
[00:07:34.300 --> 00:07:37.460]  他還不知道這是他們的主禍
[00:07:37.460 --> 00:07:40.340]  我現在心裡火熱
[00:07:40.340 --> 00:07:42.860]  你進來和我們一起休息一下
[00:07:42.860 --> 00:07:44.660]  吃飯聊聊天吧
[00:07:44.660 --> 00:07:46.940]  耶穌就和他們進去
[00:07:46.940 --> 00:07:50.100]  剛才Grace和他們讀的那段經文
[00:07:50.100 --> 00:07:52.780]  就是耶穌告訴他們
[00:07:52.780 --> 00:07:54.020]  我就是主
[00:07:54.020 --> 00:07:55.580]  還吃了一片鯊魚
[00:07:55.580 --> 00:07:58.220]  告訴他們我是復活的
[00:07:58.220 --> 00:08:00.060]  接著耶穌又說什麼呢?
[00:08:00.060 --> 00:08:05.140]  耶穌在24章44到49節就說
[00:08:05.140 --> 00:08:09.580]  這就是我從前與你們同在的時候
[00:08:09.580 --> 00:08:12.660]  對你們說過的話
[00:08:12.660 --> 00:08:14.220]  摩西的律法
[00:08:14.220 --> 00:08:17.980]  先知書和詩篇上所記關於我的事
[00:08:17.980 --> 00:08:20.220]  都必定應言
[00:08:20.220 --> 00:08:22.780]  在舊約聖經裡面
[00:08:22.780 --> 00:08:24.100]  希伯來的聖經
[00:08:24.100 --> 00:08:26.500]  摩西律法再加上先知書
[00:08:26.500 --> 00:08:27.620]  再加上詩篇
[00:08:27.620 --> 00:08:30.020]  就是整本舊約聖經
[00:08:30.020 --> 00:08:30.980]  就是說
[00:08:30.980 --> 00:08:34.700]  整本舊約聖經所講關於我的事
[00:08:34.700 --> 00:08:35.860]  都必定應言
[00:08:35.860 --> 00:08:38.020]  於是他就開了他的心竅
[00:08:38.020 --> 00:08:40.020]  讓他們明白聖經
[00:08:40.020 --> 00:08:41.300]  又說
[00:08:41.300 --> 00:08:42.820]  經上這樣記著
[00:08:42.820 --> 00:08:44.900]  基督必須受害
[00:08:44.900 --> 00:08:47.140]  第三天從死人中復活
[00:08:47.140 --> 00:08:48.580]  人要奉他的名
[00:08:48.580 --> 00:08:51.500]  全廣悔改以赦罪的道
[00:08:51.500 --> 00:08:55.060]  從耶路撒冷起直到萬國
[00:08:55.060 --> 00:08:59.220]  你們就是這些事的見證
[00:08:59.220 --> 00:09:02.980]  我要使我父的英許臨在你們身上
[00:09:02.980 --> 00:09:05.460]  你們當在城裡等候
[00:09:05.460 --> 00:09:08.140]  直到得著從上面來的能力
[00:09:08.140 --> 00:09:10.420]  你要留意
[00:09:10.420 --> 00:09:12.860]  在路上和屋子裡
[00:09:12.860 --> 00:09:16.500]  耶穌基督都是針對聖經所講的
[00:09:16.500 --> 00:09:18.020]  雖然只有舊約
[00:09:18.020 --> 00:09:19.500]  但針對聖經所講
[00:09:19.500 --> 00:09:21.180]  是講關於自己的
[00:09:21.180 --> 00:09:22.260]  而且講得很清楚
[00:09:22.260 --> 00:09:23.540]  經上這樣記著
[00:09:23.540 --> 00:09:24.620]  基督受害
[00:09:24.620 --> 00:09:26.140]  三天從死裡復活
[00:09:26.140 --> 00:09:27.540]  人要奉他的名
[00:09:27.540 --> 00:09:29.540]  全廣悔改以赦罪的道
[00:09:29.540 --> 00:09:33.540]  或者整本舊約就是講悔改以赦罪
[00:09:33.540 --> 00:09:35.540]  就是講基督的救恩
[00:09:35.540 --> 00:09:39.260]  如果舊約這樣講
[00:09:39.260 --> 00:09:40.860]  新約就肯定這樣講
[00:09:40.860 --> 00:09:45.260]  就是說整本聖經就是講宣教
[00:09:45.260 --> 00:09:48.140]  如果整本聖經講宣教的話
[00:09:48.140 --> 00:09:50.500]  教會的使命就一定是宣教
[00:09:50.500 --> 00:09:53.380]  就是說你和我人生的目標
[00:09:53.380 --> 00:09:54.420]  一定是宣教
[00:09:54.420 --> 00:09:57.020]  如果你現在做的不是宣教
[00:09:57.020 --> 00:09:59.020]  你做的是其他的事情
[00:09:59.020 --> 00:10:00.100]  你說不是啊
[00:10:00.100 --> 00:10:02.420]  宣教就等康惠明牧師做
[00:10:02.420 --> 00:10:03.820]  我就想發達
[00:10:03.820 --> 00:10:06.340]  我想怎樣就怎樣
[00:10:06.340 --> 00:10:07.580]  這時候
[00:10:07.580 --> 00:10:12.020]  如果你不是將宣教放在你生命中間
[00:10:12.020 --> 00:10:14.380]  那個重要的守衛
[00:10:14.380 --> 00:10:16.580]  Priority number one (首要優先)
[00:10:16.580 --> 00:10:19.180]  你的神學思想就錯了
[00:10:19.180 --> 00:10:24.860]  你一生就會發現浪費了你的光陰
[00:10:24.860 --> 00:10:26.860]  所以今天所講的很重要
[00:10:26.860 --> 00:10:29.700]  你就會說牧師不是
[00:10:29.700 --> 00:10:32.380]  我在舊約裡面看不到他講耶穌
[00:10:32.380 --> 00:10:35.020]  看不到他講耶穌受死
[00:10:35.020 --> 00:10:37.420]  更加看不到他三日復活
[00:10:37.420 --> 00:10:40.140]  你從哪裡找出來的?
[00:10:40.140 --> 00:10:41.300]  這不是我說的
[00:10:41.300 --> 00:10:42.540]  這是耶穌說的
[00:10:42.540 --> 00:10:43.860]  耶穌對門徒說
[00:10:43.860 --> 00:10:47.460]  經上者讓基督必須受害
[00:10:47.460 --> 00:10:49.500]  第三天從這裡復活
[00:10:49.500 --> 00:10:50.820]  人要奉丹利明
[00:10:50.820 --> 00:10:52.820]  傳統悔改寫在這裡
[00:10:52.820 --> 00:10:55.420]  從耶路撒冷一直到萬代
[00:10:55.420 --> 00:10:57.860]  你們就是這些事情的見證
[00:10:57.860 --> 00:11:00.180]  你們今天看到我耶穌復活
[00:11:00.180 --> 00:11:01.580]  就是這些事情的見證
[00:11:02.260 --> 00:11:03.340]  弟兄姊妹
[00:11:03.340 --> 00:11:05.540]  我要向大家證明
[00:11:05.540 --> 00:11:07.540]  耶穌這麼說當然有道理
[00:11:07.540 --> 00:11:10.100]  你看不到不是祂的錯
[00:11:10.100 --> 00:11:13.700]  雖然不是耶穌的錯
[00:11:13.700 --> 00:11:15.700]  也就是說是我的錯
[00:11:15.700 --> 00:11:17.700]  但是我現在跟你解釋了之後
[00:11:17.700 --> 00:11:19.020]  大家都沒有錯了
[00:11:19.020 --> 00:11:20.780]  如何解釋呢?
[00:11:20.780 --> 00:11:22.020]  我用幾個例子
[00:11:22.020 --> 00:11:22.700]  聖經裡面
[00:11:22.700 --> 00:11:25.900]  其實舊約裡面很多地方講基督的抗衡
[00:11:25.900 --> 00:11:28.460]  我今天用幾個例子跟大家講
[00:11:28.460 --> 00:11:29.260]  很快地講
[00:11:29.260 --> 00:11:29.900]  第一
[00:11:30.820 --> 00:11:34.220]  其實在《創世紀》一開始
[00:11:34.220 --> 00:11:38.540]  第三章已經講到神的兒子要降臨
[00:11:38.540 --> 00:11:41.140]  講到救世主要降臨
[00:11:41.140 --> 00:11:43.620]  亞當夏娃犯了罪
[00:11:43.620 --> 00:11:45.620]  上帝對他們有審判
[00:11:45.620 --> 00:11:46.700]  然後對那條蛇
[00:11:46.700 --> 00:11:48.140]  就是撒旦有審判
[00:11:48.140 --> 00:11:49.460]  上帝對那條蛇說
[00:11:49.460 --> 00:11:51.460]  因為你作了這事
[00:11:51.460 --> 00:12:00.700]  就必在所有的生畜和田野的活物中受奏狀
[00:12:00.700 --> 00:12:02.700]  你要用兔子行走
[00:12:02.700 --> 00:12:04.460]  一生都吃泥土
[00:12:04.460 --> 00:12:07.300]  我要使你和女人彼此為壽
[00:12:07.300 --> 00:12:10.260]  你的後裔和女人的後裔也彼此為壽
[00:12:10.260 --> 00:12:11.940]  祂要傷你的頭
[00:12:11.940 --> 00:12:13.660]  你要傷祂的腳筋
[00:12:13.660 --> 00:12:16.340]  誰是女人的後裔呢?
[00:12:16.340 --> 00:12:17.540]  只有耶穌基督是
[00:12:17.540 --> 00:12:19.420]  因為祂是童貞女所生
[00:12:19.420 --> 00:12:21.260]  其他全部都是男女的後裔
[00:12:21.260 --> 00:12:24.340]  但是唯一的耶穌基督是女人的後裔
[00:12:24.340 --> 00:12:32.300]  耶穌基督的降生已經在那時候預定了撒旦要傷祂的腳筋
[00:12:32.300 --> 00:12:33.620]  釘祂十字架
[00:12:33.620 --> 00:12:35.260]  但是祂要傷祂的頭
[00:12:35.260 --> 00:12:38.620]  是要消滅祂
[00:12:38.620 --> 00:12:45.060]  人類一開始就已經預言了這個救贖
[00:12:45.060 --> 00:12:50.020]  還有第二個例子就是亞伯拉罕
[00:12:50.020 --> 00:12:56.460]  神要亞伯拉罕帶祂的兒子在祢所愛的獨生子以撒到摩利亞地去
[00:12:56.460 --> 00:13:00.740]  在我所指示祢的一座山上把他獻為梵祭
[00:13:00.740 --> 00:13:02.740]  梵祭就是燒到盡
[00:13:02.740 --> 00:13:05.820]  完全給上帝沒有東西留在那裡
[00:13:05.820 --> 00:13:08.620]  大家都聽過這個故事
[00:13:08.620 --> 00:13:11.980]  當他要斬以撒的時候
[00:13:11.980 --> 00:13:13.420]  他發現一隻羊
[00:13:13.420 --> 00:13:14.780]  上帝叫他停止
[00:13:14.780 --> 00:13:17.860]  用一隻羊代替以撒
[00:13:17.860 --> 00:13:20.500]  上帝對亞伯拉罕說
[00:13:20.500 --> 00:13:22.300]  我指著自己起誓
[00:13:22.300 --> 00:13:23.940]  你既然作了這事
[00:13:23.940 --> 00:13:26.820]  沒有留下你的兒子、你的獨生子
[00:13:26.820 --> 00:13:28.580]  我必定賜福給你
[00:13:28.580 --> 00:13:30.580]  使你的後裔繁多
[00:13:30.580 --> 00:13:33.060]  像天上的星、海邊的沙
[00:13:33.060 --> 00:13:36.020]  你的後裔必佔領受敵的城門
[00:13:36.020 --> 00:13:38.860]  地上萬國都要因你的後裔得福
[00:13:38.860 --> 00:13:42.260]  因為你聽從了我的話
[00:13:47.860 --> 00:13:53.220]  為什麼萬國可以靠他得福呢?
[00:13:53.220 --> 00:13:55.220]  亞伯拉罕已經死了
[00:13:55.220 --> 00:13:58.740]  以色列受到很多年的迫害
[00:13:58.740 --> 00:14:00.340]  現在還是一個小國
[00:14:00.340 --> 00:14:01.940]  人口還不夠一千萬
[00:14:01.940 --> 00:14:06.340]  上帝所說他的後裔
[00:14:06.340 --> 00:14:08.340]  就是耶穌基督
[00:14:08.340 --> 00:14:10.980]  耶穌基督就是亞伯拉罕的後裔
[00:14:10.980 --> 00:14:13.380]  所以因為亞伯拉罕的信服
[00:14:13.380 --> 00:14:15.900]  以至上帝透過他的後裔耶穌基督
[00:14:15.900 --> 00:14:17.820]  賜福給全世界所有人
[00:14:17.820 --> 00:14:21.660]  全世界萬國如何得著這個福音呢?
[00:14:21.660 --> 00:14:24.140]  得著這個福氣就是要我們傳福音
[00:14:24.140 --> 00:14:26.140]  這就是「踩傳」
[00:14:26.140 --> 00:14:28.140]  第三個例子
[00:14:28.140 --> 00:14:29.820]  就是上帝對大衛說
[00:14:29.820 --> 00:14:34.300]  你的家和王國也必在我面前
[00:14:34.300 --> 00:14:35.340]  永遠堅定
[00:14:35.340 --> 00:14:37.660]  你的王位也必永遠堅立
[00:14:37.660 --> 00:14:40.380]  大衛的王位很快就沒有了
[00:14:40.380 --> 00:14:43.180]  所羅門之後已經變成兩個國家
[00:14:43.180 --> 00:14:45.180]  他如何永遠堅立呢?
[00:14:45.180 --> 00:14:47.660]  大衛的後裔就是耶穌基督
[00:14:47.660 --> 00:14:50.380]  所以在《馬太福音》21章
[00:14:50.380 --> 00:14:54.380]  記載到耶穌基督騎著一隻驢仔入耶路撒冷
[00:14:54.380 --> 00:14:57.260]  一大群人將自己的衣服鋪在路上
[00:14:57.260 --> 00:15:00.140]  也有人在樹上將樹枝撼下來
[00:15:00.140 --> 00:15:01.660]  鋪在路上
[00:15:01.660 --> 00:15:04.260]  前呼後擁的群眾喊叫說
[00:15:04.260 --> 00:15:07.260]  「和撒勒歸大衛的子孫」
[00:15:07.260 --> 00:15:13.980]  大衛的子孫就是尼塞亞的其中一個稱號
[00:15:13.980 --> 00:15:16.620]  大衛的子孫就是尼塞亞
[00:15:16.620 --> 00:15:23.540]  「和撒勒」就是求祢拯救我們的意思
[00:15:23.540 --> 00:15:26.460]  大衛的子孫求祢拯救我們
[00:15:26.460 --> 00:15:28.460]  尼塞亞求祢拯救我們
[00:15:28.460 --> 00:15:31.180]  大衛的子孫就是耶穌基督
[00:15:31.180 --> 00:15:33.980]  當時他騎著一隻驢隊入耶路撒冷
[00:15:33.980 --> 00:15:40.380]  所以這個情景應驗了上帝對大衛說
[00:15:40.380 --> 00:15:43.580]  你的王位必永遠堅立
[00:15:43.580 --> 00:15:46.940]  是透過耶穌基督而永遠堅立
[00:15:46.940 --> 00:15:50.740]  因為耶穌基督的天國國度是永遠的
[00:15:50.740 --> 00:15:54.780]  這裡有一個很清楚的證明
[00:15:54.780 --> 00:15:55.820]  還有
[00:15:55.820 --> 00:16:01.460]  《以塞亞書》也提到耶穌的抗林
[00:16:01.460 --> 00:16:04.260]  《以塞亞書》中有四首詩歌
[00:16:04.260 --> 00:16:06.580]  是形容受苦的僕人
[00:16:06.580 --> 00:16:08.980]  Suffering Servant of God
[00:16:08.980 --> 00:16:10.580]  上帝受苦的僕人
[00:16:10.580 --> 00:16:13.620]  最後一首就在第52、53章
[00:16:13.620 --> 00:16:17.420]  剛才主席也跟我們提過一兩句
[00:16:17.420 --> 00:16:19.900]  《以塞亞書》第53章4-6節說
[00:16:19.900 --> 00:16:22.540]  原來祂擔當了我們的病患
[00:16:22.540 --> 00:16:24.540]  背負了我們的痛苦
[00:16:24.540 --> 00:16:26.740]  我們卻以為祂受責罰
[00:16:26.740 --> 00:16:29.220]  被神擊打、苦待了
[00:16:29.220 --> 00:16:32.660]  然而祂是為我們的過犯受害
[00:16:32.660 --> 00:16:35.740]  為我們的罪孽被壓傷
[00:16:35.740 --> 00:16:39.300]  我們眾人都如樣走迷了路
[00:16:40.060 --> 00:16:41.860]  各人偏行幾路
[00:16:41.860 --> 00:16:46.460]  又說把我們眾人的罪孽都歸在祂身上
[00:16:46.460 --> 00:16:51.020]  這裡說到神的僕人受苦受死
[00:16:51.020 --> 00:16:52.740]  但是到了第10節
[00:16:52.740 --> 00:16:53.980]  就說到祂復活
[00:16:53.980 --> 00:16:56.740]  又說祂喜悅把他壓傷
[00:16:56.740 --> 00:16:57.980]  使他受痛苦
[00:16:57.980 --> 00:17:04.100]  又說若以他的性命作贖罪祭
[00:17:04.100 --> 00:17:06.140]  贖罪祭就是死了
[00:17:06.140 --> 00:17:08.660]  但是祂必看見後裔
[00:17:08.660 --> 00:17:10.180]  並且得享長壽
[00:17:10.180 --> 00:17:11.100]  如何得享長壽?
[00:17:11.100 --> 00:17:11.740]  祂復活
[00:17:11.740 --> 00:17:16.340]  又說:所喜悅的必在他手中坑通
[00:17:16.340 --> 00:17:21.340]  說到受苦的僕人尼塞是耶穌基督的死和復活
[00:17:21.340 --> 00:17:26.460]  最後還有一個很特別、很奇妙的例子
[00:17:26.460 --> 00:17:27.940]  就是若拿
[00:17:27.940 --> 00:17:33.100]  若拿先知在魚的肚子裡三日三夜
[00:17:33.100 --> 00:17:36.500]  在《馬太福音》耶穌基督解讀
[00:17:36.500 --> 00:17:41.620]  若拿的三日三夜就是預表我要死了三日之後復活
[00:17:41.620 --> 00:17:44.540]  在《馬太福音》十二章三十八字
[00:17:44.540 --> 00:17:47.460]  有些經學家和伯利賽人對耶穌說
[00:17:47.460 --> 00:17:50.700]  老師我們想請你顯現神蹟給我們看
[00:17:50.700 --> 00:17:51.780]  但是耶穌說
[00:17:51.780 --> 00:17:54.860]  邪惡和淫亂的世代尋求神蹟
[00:17:54.860 --> 00:17:57.300]  除了若拿先知的神蹟以外
[00:17:57.300 --> 00:17:59.140]  再沒有神蹟給你們看
[00:17:59.140 --> 00:18:02.700]  若拿怎讓三日三夜在大魚的腹中
[00:18:02.700 --> 00:18:05.860]  人子也照讓三日三夜在地裡
[00:18:06.900 --> 00:18:11.740]  很清楚地說了三日三夜之後復活
[00:18:11.740 --> 00:18:14.100]  他們求神蹟
[00:18:14.100 --> 00:18:17.020]  其實耶穌基督是這個神蹟
[00:18:17.020 --> 00:18:19.660]  是全世界人類最偉大的神蹟
[00:18:19.660 --> 00:18:22.780]  就是神的兒子為我們死而復活
[00:18:22.780 --> 00:18:25.780]  其實耶穌基督已經顯現了神蹟給你看
[00:18:25.780 --> 00:18:28.780]  你覺得耶穌基督對他們很惡
[00:18:28.780 --> 00:18:30.500]  邪惡、淫亂的世代
[00:18:30.500 --> 00:18:31.940]  除了若拿的神蹟
[00:18:31.940 --> 00:18:33.500]  沒有神蹟再給你看
[00:18:33.500 --> 00:18:36.260]  但是若拿的神蹟是最厲害的神蹟
[00:18:36.260 --> 00:18:38.260]  就是耶穌基督自己的神蹟
[00:18:38.260 --> 00:18:39.540]  復活的神蹟
[00:18:39.540 --> 00:18:40.940]  所以你看到
[00:18:40.940 --> 00:18:42.780]  整本《舊約》裡面
[00:18:42.780 --> 00:18:47.060]  其實就是講耶穌基督
[00:18:47.060 --> 00:18:48.260]  還有很多例子
