
[00:00:00.000 --> 00:00:07.600]  主持人:鄧英姐妹早晨 十月的第一個主日 大家都很意識到
[00:03:18.800 --> 00:03:21.800]  有些什麼的學習 有什麼的榜樣
[00:03:21.800 --> 00:03:24.800]  這些是好事來的 都是需要的
[00:03:24.800 --> 00:03:30.800]  因為都真的有很多這些個人他們的身上
[00:03:30.800 --> 00:03:33.800]  我們可以有很多的啟發
[00:03:33.800 --> 00:03:39.800]  但是我們聽到一些研究
[00:03:39.800 --> 00:03:43.800]  特別是舊約的一些學者 一些目者
[00:03:43.800 --> 00:03:46.800]  他們都時時提醒
[00:03:46.800 --> 00:03:51.800]  讀聖經不要只是說這個人物有什麼的榜樣
[00:03:51.800 --> 00:03:55.800]  我們學習 無論是尼西米也好 但以理也好
[00:03:55.800 --> 00:03:58.800]  大衛 所羅門
[00:03:58.800 --> 00:04:01.800]  不要只是看一下他有什麼地方
[00:04:01.800 --> 00:04:06.800]  我們是要學習他的信仰 他的生活
[00:04:06.800 --> 00:04:10.800]  這些是有很多東西要學習
[00:04:10.800 --> 00:04:14.800]  但是不要停留在這些階段裏面
[00:04:14.800 --> 00:04:19.800]  因為事實上大衛也好 所羅門也好
[00:04:19.800 --> 00:04:21.800]  有些東西要學 有些東西不要學
[00:04:21.800 --> 00:04:25.800]  有些是正面的教材 有些是反面的教材
[00:04:25.800 --> 00:04:28.800]  我們讀聖經的時候
[00:04:28.800 --> 00:04:37.800]  那個焦點仍然是要回到那個時代背景的環境裏面
[00:04:37.800 --> 00:04:41.800]  神說的話 神所做的事
[00:04:41.800 --> 00:04:46.800]  神對他的子民有什麼啟發的地方
[00:04:46.800 --> 00:04:48.800]  所以今天在達爾利
[00:04:48.800 --> 00:04:55.800]  我們不只是看一下他有什麼好處給我們學習
[00:04:55.800 --> 00:05:00.800]  我今天和大家再次用這個方法
[00:05:00.800 --> 00:05:04.800]  從經文的結構去看一下
[00:05:04.800 --> 00:05:08.800]  究竟這段經文或者這一卷書
[00:05:08.800 --> 00:05:10.800]  整卷書的作者
[00:05:10.800 --> 00:05:15.800]  他透過什麼的途徑 什麼的手法
[00:05:15.800 --> 00:05:19.800]  將神的信息帶給我們
[00:05:19.800 --> 00:05:23.800]  其中一個很重要的讀經的方法
[00:05:23.800 --> 00:05:26.800]  就是看一下經文的結構
[00:05:26.800 --> 00:05:28.800]  我列了出來
[00:05:28.800 --> 00:05:34.800]  不過我打字的時候打錯了一個數目字
[00:05:34.800 --> 00:05:38.800]  就是大家看到中間那個D那裡
[00:05:38.800 --> 00:05:43.800]  一張十六 應該是一張十五節
[00:05:43.800 --> 00:05:48.800]  最重要的那一節反而打錯了那個字
[00:05:48.800 --> 00:05:50.800]  大家要記得了
[00:05:50.800 --> 00:05:52.800]  那個應該是一張十五節
[00:05:52.800 --> 00:05:55.800]  是整段的高潮
[00:05:55.800 --> 00:05:58.800]  那個高潮也是那段經文的重點
[00:05:58.800 --> 00:06:00.800]  以前我也說過
[00:06:00.800 --> 00:06:07.800]  這種三文治式的讀經的方法
[00:06:07.800 --> 00:06:10.800]  也是因為這些聖經的作者
[00:06:10.800 --> 00:06:13.800]  他們是用這種三文治式的方法
[00:06:13.800 --> 00:06:17.800]  來表達聖經的重點
[00:06:17.800 --> 00:06:22.800]  所以我們看一下一章一至第二節的引言
[00:06:22.800 --> 00:06:27.800]  告訴我們在巴比倫王第一年的時候
[00:06:27.800 --> 00:06:29.800]  發生了什麼事呢
[00:06:29.800 --> 00:06:31.800]  當然那件事是說達爾尼
[00:06:31.800 --> 00:06:35.800]  然後三至七節就是我們叫做B
[00:06:35.800 --> 00:06:39.800]  就是達爾尼和三個朋友
[00:06:39.800 --> 00:06:43.800]  被選去接受三年的訓練
[00:06:43.800 --> 00:06:46.800]  預備去服侍那個王
[00:06:46.800 --> 00:06:50.800]  這些巴比倫人很有計劃
[00:06:50.800 --> 00:06:52.800]  要用三年的時間
[00:06:52.800 --> 00:06:57.800]  來訓練達爾尼和他另外三個的朋友
[00:06:57.800 --> 00:06:59.800]  可能還有其他的人
[00:06:59.800 --> 00:07:02.800]  不過這裡特別的焦點
[00:07:02.800 --> 00:07:05.800]  是講達爾尼和他三個的朋友
[00:07:05.800 --> 00:07:08.800]  然後這個C就是八節到十四節
[00:07:08.800 --> 00:07:12.800]  講到他們食用的方面
[00:07:12.800 --> 00:07:18.800]  因為猶太人很著重食物
[00:07:18.800 --> 00:07:24.800]  儀式上、禮儀上的潔淨
[00:07:24.800 --> 00:07:27.800]  譬如大家會很記得的
[00:07:27.800 --> 00:07:33.800]  舊約教他們不要吃某種的動物
[00:07:33.800 --> 00:07:36.800]  譬如豬是不適合他們的
[00:07:36.800 --> 00:07:40.800]  這個就是上半段
[00:07:40.800 --> 00:07:43.800]  然後我們跳過D
[00:07:43.800 --> 00:07:47.800]  就是看下面的CBA
[00:07:47.800 --> 00:07:50.800]  C那裡就是一章十七節
[00:07:50.800 --> 00:07:53.800]  又是再講在禮儀上
[00:07:53.800 --> 00:07:57.800]  他們要食那些潔淨的食物
[00:07:57.800 --> 00:08:00.800]  然後一章十八節到二十節
[00:08:00.800 --> 00:08:05.800]  就再講到達爾尼和他三個的朋友
[00:08:05.800 --> 00:08:11.800]  就是三年之後 接受訓練三年
[00:08:11.800 --> 00:08:14.800]  然後這裡就講到三年之後
[00:08:14.800 --> 00:08:19.800]  他們已經過了試用期
[00:08:19.800 --> 00:08:24.800]  然後繼續去服侍巴比倫王
[00:08:24.800 --> 00:08:27.800]  然後去到二十一節結論的時候
[00:08:27.800 --> 00:08:32.800]  就講達爾尼一直服侍巴比倫王
[00:08:32.800 --> 00:08:35.800]  直到後來服侍波斯王
[00:08:35.800 --> 00:08:39.800]  連巴比倫王都已經被人打倒了
[00:08:39.800 --> 00:08:44.800]  所以達爾尼就超越了巴比倫王
[00:08:44.800 --> 00:08:46.800]  比他還厲害
[00:08:46.800 --> 00:08:48.800]  這樣的看法的時候
[00:08:48.800 --> 00:08:51.800]  中間那段我們叫做D
[00:08:51.800 --> 00:08:55.800]  一章十五節就表達出重點
[00:08:55.800 --> 00:09:00.800]  因為前面ABC然後後面CBA
[00:09:00.800 --> 00:09:02.800]  夾住中間我們就講
[00:09:02.800 --> 00:09:07.800]  好像那個三文治的應該通常來說
[00:09:07.800 --> 00:09:11.800]  我們最想吃的那些就是中間那些餡
[00:09:11.800 --> 00:09:14.800]  雖然有些人喜歡吃白麵包
[00:09:14.800 --> 00:09:18.800]  只是吃了表面那個包底那個包
[00:09:18.800 --> 00:09:21.800]  中間那些有些人不吃的
[00:09:21.800 --> 00:09:23.800]  我的孫女就是這樣
[00:09:23.800 --> 00:09:26.800]  她吃飯就專選了一些飯來吃
[00:09:26.800 --> 00:09:29.800]  吃麵包就專選了一些白麵包來吃
[00:09:29.800 --> 00:09:31.800]  中間就不吃
[00:09:31.800 --> 00:09:33.800]  中間才是最正
[00:09:33.800 --> 00:09:36.800]  中間最正的就是重點
[00:09:36.800 --> 00:09:42.800]  那裡就表達到達爾尼和他的三個朋友
[00:09:42.800 --> 00:09:51.800]  是成功地比起其他吃王所分配指定的菜單的人
[00:09:51.800 --> 00:09:53.800]  更加健康
[00:09:53.800 --> 00:09:55.800]  身體更加好
[00:09:55.800 --> 00:09:57.800]  更加容光煥發
[00:09:57.800 --> 00:10:01.800]  那裡是看到他們信靠神
[00:10:01.800 --> 00:10:06.800]  而不跟從其他人的做法的時候
[00:10:06.800 --> 00:10:13.800]  甚至可以叫做不跟從巴比倫王所給他們的規限
[00:10:13.800 --> 00:10:17.800]  甚至有些地方是某種的壓迫
[00:10:17.800 --> 00:10:22.800]  他們幾個就在這種情況裡面
[00:10:22.800 --> 00:10:25.800]  因為他們守住他們的信仰
[00:10:25.800 --> 00:10:32.800]  所以甚至是更加成功
[00:10:32.800 --> 00:10:35.800]  在這個情況裡面
[00:10:35.800 --> 00:10:41.800]  我們就看到如果在這些受壓迫
[00:10:41.800 --> 00:10:50.800]  或者我們叫做對我們的信仰敵對的情景
[00:10:50.800 --> 00:10:52.800]  這種環境裡面
[00:10:52.800 --> 00:10:58.800]  當我們能夠堅守聖經的信仰的時候
[00:10:58.800 --> 00:11:00.800]  是會有神的祝福
[00:11:00.800 --> 00:11:08.800]  當然這樣講的時候好像是太過簡化
[00:11:08.800 --> 00:11:15.800]  可以說這樣的教導
[00:11:15.800 --> 00:11:17.800]  整本聖經都是這樣講的
[00:11:17.800 --> 00:11:20.800]  但是這樣講的時候
[00:11:20.800 --> 00:11:27.800]  中間有些什麼我們需要去留意的
[00:11:27.800 --> 00:11:35.800]  有些什麼需要去堅守信仰的一些途徑
[00:11:35.800 --> 00:11:36.800]  一些的方法
[00:11:36.800 --> 00:11:37.800]  一些的過程
[00:11:37.800 --> 00:11:39.800]  就不是這麼簡單
[00:11:39.800 --> 00:11:41.800]  就這樣講的結論
[00:11:41.800 --> 00:11:44.800]  只要你是堅守你的信仰
[00:11:44.800 --> 00:11:47.800]  你堅持你的信念
[00:11:47.800 --> 00:11:51.800]  和你的聖經的價值觀就行了
[00:11:51.800 --> 00:11:54.800]  這種簡化的講法
[00:11:54.800 --> 00:11:56.800]  只講了一個結論
[00:11:56.800 --> 00:12:01.800]  這個頭腦上我們幾乎可以說
[00:12:01.800 --> 00:12:04.800]  百分之九十的基督徒
[00:12:04.800 --> 00:12:07.800]  都會知道那個結論是這樣的
[00:12:07.800 --> 00:12:13.800]  但是不等於我們在中間過程裡面
[00:12:13.800 --> 00:12:15.800]  是毫無困難
[00:12:15.800 --> 00:12:17.800]  毫無阻滯
[00:12:17.800 --> 00:12:18.800]  毫無懷疑
[00:12:18.800 --> 00:12:21.800]  這些我想我們每一個人都經歷過
[00:12:21.800 --> 00:12:24.800]  那個過程裡面
[00:12:24.800 --> 00:12:26.800]  未必是這麼簡單
[00:12:26.800 --> 00:12:29.800]  所以更加要看
[00:12:29.800 --> 00:12:34.800]  在這個幻變的環境裡面
[00:12:34.800 --> 00:12:37.800]  我們怎樣守住我們的信仰
[00:12:37.800 --> 00:12:40.800]  今年一月開始的時候
[00:12:40.800 --> 00:12:42.800]  我們開始這個主題
[00:12:42.800 --> 00:12:46.800]  我就簡化重複一點
[00:12:46.800 --> 00:12:48.800]  當時我提過的一件事
[00:12:48.800 --> 00:12:51.800]  就是在過去的幾個世紀裡面
[00:12:51.800 --> 00:12:58.800]  那個轉變實在是快到沒辦法追得上
[00:12:58.800 --> 00:13:00.800]  十七、十八世紀的時候
[00:13:00.800 --> 00:13:03.800]  啟蒙時代開始
[00:13:03.800 --> 00:13:05.800]  人好像開竅了
[00:13:05.800 --> 00:13:09.800]  懂得很多理性的思考
[00:13:09.800 --> 00:13:14.800]  於是對於一向聖經的教導
[00:13:14.800 --> 00:13:17.800]  就開始很多的懷疑
[00:13:17.800 --> 00:13:19.800]  甚至是不信
[00:13:19.800 --> 00:13:23.800]  十八、十九世紀就是工業革命
[00:13:23.800 --> 00:13:27.800]  使得我們的生活是很大的改變
[00:13:27.800 --> 00:13:31.800]  本來是農業社會的時候
[00:13:31.800 --> 00:13:34.800]  每一樣東西都會慢一點
[00:13:34.800 --> 00:13:37.800]  人的生活沒那麼急促的時候
[00:13:37.800 --> 00:13:41.800]  就會多一點時間靜思
[00:13:41.800 --> 00:13:44.800]  沒那麼多可以看電視
[00:13:44.800 --> 00:13:46.800]  沒那麼多可以上網
[00:13:46.800 --> 00:13:50.800]  人的思維可以說是簡單一點
[00:13:50.800 --> 00:13:52.800]  但是好的地方就是
[00:13:52.800 --> 00:13:57.800]  有多一點時間去思考我們的人生
[00:13:57.800 --> 00:13:59.800]  思考我們的信仰
[00:13:59.800 --> 00:14:02.800]  進入二十世紀的時候
[00:14:02.800 --> 00:14:03.800]  電腦時代
[00:14:03.800 --> 00:14:05.800]  資訊爆炸
[00:14:05.800 --> 00:14:07.800]  網絡時代
[00:14:07.800 --> 00:14:11.800]  這些就更加令我們的生活
[00:14:11.800 --> 00:14:14.800]  是加倍加倍地加速
[00:14:14.800 --> 00:14:18.800]  二十一世紀更加是AI時代
[00:14:18.800 --> 00:14:20.800]  人工智能的時代
[00:14:20.800 --> 00:14:25.800]  所以更加使得我們周圍的轉變快到
[00:14:25.800 --> 00:14:28.800]  我們是沒辦法追得上
[00:14:28.800 --> 00:14:30.800]  甚至沒辦法觸摸
[00:14:30.800 --> 00:14:35.800]  在過去這幾個世紀的環境裡面
[00:14:35.800 --> 00:14:38.800]  如果我們作為基督徒
[00:14:38.800 --> 00:14:40.800]  想持守我們的信仰
[00:14:40.800 --> 00:14:42.800]  有很多不同的方法
[00:14:42.800 --> 00:14:44.800]  有些人就覺得
[00:14:44.800 --> 00:14:47.800]  只要我不要那麼投入
[00:14:47.800 --> 00:14:53.800]  這個時代那種急促的轉變的時候
[00:14:53.800 --> 00:14:56.800]  我的生活就沒那麼急促
[00:14:56.800 --> 00:15:00.800]  真的有一些基督教的教會
[00:15:00.800 --> 00:15:04.800]  他們是會脫離這個社會
[00:15:04.800 --> 00:15:10.800]  自己走到一邊去建立自己的一個社群
[00:15:10.800 --> 00:15:13.800]  做我們自己想做的事
[00:15:13.800 --> 00:15:16.800]  所以甚至他們在二十一世紀
[00:15:16.800 --> 00:15:18.800]  二十二世紀的時候
[00:15:18.800 --> 00:15:23.800]  已經是一直維持他們的祖先
[00:15:23.800 --> 00:15:25.800]  在十八世紀的時候
[00:15:25.800 --> 00:15:28.800]  那種生活、那種模式
[00:15:28.800 --> 00:15:31.800]  來持守他們的信仰
[00:15:31.800 --> 00:15:34.800]  但是這樣是不是最好的方法呢?
[00:15:34.800 --> 00:15:37.800]  也都真的很值得我們去思考
[00:15:37.800 --> 00:15:40.800]  但是也都有另外一些基督徒
[00:15:40.800 --> 00:15:44.800]  他們就覺得既然這個世界這麼急促的轉變
[00:15:44.800 --> 00:15:47.800]  我們的信仰、我們的價值觀
[00:15:47.800 --> 00:15:50.800]  都要跟著這個時代
[00:15:50.800 --> 00:15:53.800]  一路一路地去轉變
[00:15:53.800 --> 00:16:02.800]  甚至很容易會放棄我們在聖經裡面教導的那些價值觀
[00:16:02.800 --> 00:16:07.800]  有時候我們形容是一種骨牌的效應
[00:16:07.800 --> 00:16:10.800]  你放棄了某一些重要的東西
[00:16:10.800 --> 00:16:14.800]  其他的東西就一路一路地倒下去
[00:16:14.800 --> 00:16:16.800]  要怎樣去平衡
[00:16:16.800 --> 00:16:19.800]  哪些是要堅守的
[00:16:19.800 --> 00:16:23.800]  哪些是可以跟隨時代去轉變的
[00:16:23.800 --> 00:16:27.800]  這個是每一個時代的基督徒
[00:16:27.800 --> 00:16:30.800]  都要自己小心地去思考
[00:16:30.800 --> 00:16:33.800]  也都要跟整體的教會
[00:16:33.800 --> 00:16:36.800]  作一種集體式的思考
[00:16:36.800 --> 00:16:40.800]  以致我們可以一起向前走
[00:16:40.800 --> 00:16:43.800]  在這種情況裡面
[00:16:43.800 --> 00:16:50.800]  究竟我們怎樣在這個世界裡面自處呢?
[00:16:50.800 --> 00:16:55.800]  尤其是有一些的形勢
[00:16:55.800 --> 00:16:58.800]  真是令到我們覺得越來越難搞了
[00:16:58.800 --> 00:17:03.800]  上個禮拜跟一位目者的朋友聊天
[00:17:03.800 --> 00:17:06.800]  他就好像我一樣有一個女兒
[00:17:06.800 --> 00:17:09.800]  他說他的女兒都開始大了
[00:17:09.800 --> 00:17:11.800]  都應該要拍拖了
[00:17:11.800 --> 00:17:13.800]  將來如果結婚的時候
[00:17:13.800 --> 00:17:16.800]  他就說我在想
[00:17:16.800 --> 00:17:20.800]  我應不應該勸他將來有自己的兒女
[00:17:20.800 --> 00:17:25.800]  還是要勸他將來還是不要生了
[00:17:25.800 --> 00:17:29.800]  我不知道大家有沒有這樣考慮
[00:17:29.800 --> 00:17:30.800]  一定會想的
[00:17:30.800 --> 00:17:34.800]  我們每個人結了婚都可能會想這個問題
[00:17:34.800 --> 00:17:36.800]  生好不生好
[00:17:36.800 --> 00:17:40.800]  我跟師母也都曾經考慮這個問題
[00:17:40.800 --> 00:17:43.800]  都用了幾年時間來思考
[00:17:43.800 --> 00:17:45.800]  你可能會覺得用得著嗎?
[00:17:45.800 --> 00:17:48.800]  要用幾年時間來思考
[00:17:48.800 --> 00:17:52.800]  我想我們都有同感
[00:17:52.800 --> 00:17:56.800]  幾十年前我當時結婚的時候
[00:17:56.800 --> 00:17:59.800]  都跟我現在這一位目者的朋友
[00:17:59.800 --> 00:18:00.800]  他年輕一點
[00:18:00.800 --> 00:18:04.800]  所以他的女兒年輕過我的女兒一點
[00:18:04.800 --> 00:18:07.800]  他現在正在想的問題
[00:18:07.800 --> 00:18:09.800]  就是我當時結婚的時候
[00:18:09.800 --> 00:18:13.800]  幾十年前都在想這個問題
[00:18:13.800 --> 00:18:15.800]  生還是不生
[00:18:15.800 --> 00:18:17.800]  你會考慮什麼因素呢?
[00:18:17.800 --> 00:18:20.800]  其中一個因素我當時考慮的就是
[00:18:20.800 --> 00:18:23.800]  這個世界越來越敗壞
[00:18:23.800 --> 00:18:24.800]  越來越黑暗
[00:18:24.800 --> 00:18:29.800]  如果生了子女之後
[00:18:29.800 --> 00:18:34.800]  究竟他們處在這種社會環境裡面
[00:18:34.800 --> 00:18:37.800]  他們一直長大的時候
[00:18:37.800 --> 00:18:41.800]  他可不可以在這種環境
[00:18:41.800 --> 00:18:42.800]  這個世代裡面
[00:18:42.800 --> 00:18:44.800]  持守他的信仰
[00:18:44.800 --> 00:18:47.800]  究竟我們作為父母
[00:18:47.800 --> 00:18:52.800]  我懂不懂得教他去持守他的信仰
[00:18:52.800 --> 00:18:55.800]  和我傳遞給他的價值觀
[00:18:55.800 --> 00:18:59.800]  聖經裡面教導他的價值觀
[00:18:59.800 --> 00:19:01.800]  他可以怎麼做呢?
[00:19:01.800 --> 00:19:04.800]  現在這個世代真的越來越難
[00:19:04.800 --> 00:19:07.800]  到了現在2025年
[00:19:07.800 --> 00:19:09.800]  快要進入2026年
[00:19:09.800 --> 00:19:10.800]  我們更加想
[00:19:10.800 --> 00:19:12.800]  看看這個世界
[00:19:12.800 --> 00:19:14.800]  凹凹亂亂的時候
[00:19:14.800 --> 00:19:16.800]  真是聖經所說
[00:19:16.800 --> 00:19:19.800]  這個世代會越來越敗壞的時候
[00:19:19.800 --> 00:19:23.800]  耶穌回來的時間就越來越近
[00:19:23.800 --> 00:19:26.800]  究竟還生不生好呢?
[00:19:26.800 --> 00:19:30.800]  如果三年之後耶穌回來就好了
[00:19:30.800 --> 00:19:33.800]  我們基督徒就大大歡喜了
[00:19:33.800 --> 00:19:35.800]  十年耶穌都不回來
[00:19:35.800 --> 00:19:37.800]  二十年耶穌都不回來
[00:19:37.800 --> 00:19:40.800]  但是這個時代一直敗壞下去
[00:19:40.800 --> 00:19:43.800]  人心一直敗壞下去的時候
[00:19:43.800 --> 00:19:44.800]  怎麼好呢?
[00:19:44.800 --> 00:19:48.800]  我們的子女和他們的子女
[00:19:48.800 --> 00:19:50.800]  又會是怎麼樣呢?
[00:19:50.800 --> 00:19:53.800]  想到好像很灰暗的時候
[00:19:53.800 --> 00:19:54.800]  就會覺得
[00:19:54.800 --> 00:19:58.800]  還是勸我們那些年輕人不要生了
[00:19:58.800 --> 00:20:03.800]  會有這樣的想法
[00:20:03.800 --> 00:20:07.800]  究竟是不是真的這麼灰暗呢?
[00:20:07.800 --> 00:20:12.800]  用我自己經歷過的那種思維
[00:20:12.800 --> 00:20:14.800]  我想了幾年
[00:20:14.800 --> 00:20:16.800]  想著想著
[00:20:16.800 --> 00:20:17.800]  終於想到
[00:20:17.800 --> 00:20:19.800]  聖經究竟怎麼教
[00:20:19.800 --> 00:20:21.800]  生還是不生呢?
[00:20:21.800 --> 00:20:23.800]  聖經都有說的
[00:20:23.800 --> 00:20:26.800]  聖經當然沒有直接有一句
[00:20:26.800 --> 00:20:29.800]  某某人你要生一個兒子
[00:20:29.800 --> 00:20:31.800]  你要生一個女兒
[00:20:31.800 --> 00:20:33.800]  聖經是找不到這樣的說話的
[00:20:33.800 --> 00:20:36.800]  但是我的反省就是
[00:20:36.800 --> 00:20:40.800]  讀到以弗所書第六章的時候
[00:20:40.800 --> 00:20:43.800]  就發覺到原來我們都是
[00:20:43.800 --> 00:20:46.800]  你想也好你不想也好
[00:20:46.800 --> 00:20:49.800]  都是在一種屬靈戰爭裡面
[00:20:49.800 --> 00:20:53.800]  無論你怎麼解釋屬靈戰爭這件事都好
[00:20:53.800 --> 00:20:59.800]  聖經很清楚說是有一個屬靈戰爭正在進行
[00:20:59.800 --> 00:21:02.800]  但以理書也是很強調這件事
[00:21:02.800 --> 00:21:06.800]  有一個屬靈戰爭正在進行
[00:21:06.800 --> 00:21:08.800]  不過你看不到它
[00:21:08.800 --> 00:21:11.800]  你不會肉眼看到它
[00:21:11.800 --> 00:21:13.800]  在這個屬靈戰爭裡面
[00:21:13.800 --> 00:21:16.800]  我領悟到一件事就是
[00:21:16.800 --> 00:21:19.800]  耶穌要來拯救這個世界
[00:21:19.800 --> 00:21:22.800]  魔鬼要破壞他的拯救計劃
[00:21:22.800 --> 00:21:25.800]  所以我們就要站在耶穌那邊的時候
[00:21:25.800 --> 00:21:27.800]  來想就是
[00:21:27.800 --> 00:21:30.800]  我們生多一個人出來
[00:21:30.800 --> 00:21:33.800]  有多一個靈魂在這個世上
[00:21:33.800 --> 00:21:38.800]  我們幫助他得到耶穌的救恩
[00:21:38.800 --> 00:21:41.800]  於是神的國就多了一個
[00:21:41.800 --> 00:21:44.800]  得到拯救的靈魂
[00:21:44.800 --> 00:21:48.800]  在神的國裡面多一個被拯救的靈魂
[00:21:48.800 --> 00:21:54.800]  就是說在我們參與的屬靈戰爭裡面
[00:21:54.800 --> 00:21:57.800]  打贏了一場仗
[00:21:57.800 --> 00:22:02.800]  每一個靈魂得救都是打贏了一場仗
[00:22:02.800 --> 00:22:04.800]  所以有一些報道家這樣說
[00:22:04.800 --> 00:22:07.800]  有時候我們覺得不是這麼好
[00:22:07.800 --> 00:22:09.800]  有些報道家就說
[00:22:09.800 --> 00:22:12.800]  我們開一個報道會的時候
[00:22:12.800 --> 00:22:15.800]  無論你覺得它有成功有失敗都好
[00:22:15.800 --> 00:22:18.800]  只要有一個靈魂得救
[00:22:18.800 --> 00:22:22.800]  我們這次的報道會就已經成功了
[00:22:22.800 --> 00:22:25.800]  可能這個報道會要籌備半年
[00:22:25.800 --> 00:22:27.800]  大半年
[00:22:27.800 --> 00:22:29.800]  你要投資下去的
[00:22:29.800 --> 00:22:31.800]  可能是十萬
[00:22:31.800 --> 00:22:33.800]  可能是二十萬
[00:22:33.800 --> 00:22:35.800]  好像是很昂貴
[00:22:35.800 --> 00:22:36.800]  值不值得
[00:22:36.800 --> 00:22:38.800]  只有一個人信主
[00:22:38.800 --> 00:22:40.800]  我們就好像很有挫敗
[00:22:40.800 --> 00:22:43.800]  這個報道會真的很失敗
[00:22:43.800 --> 00:22:45.800]  搞了這麼多東西
[00:22:45.800 --> 00:22:46.800]  放了這麼多錢
[00:22:46.800 --> 00:22:50.800]  用了這麼多弟兄姊妹的人力物力
[00:22:50.800 --> 00:22:52.800]  只有一個人信主
[00:22:52.800 --> 00:22:54.800]  我們真的很失敗
[00:22:54.800 --> 00:22:56.800]  但是這位報道家就說
[00:22:56.800 --> 00:22:59.800]  真的只要有一個靈魂得救
[00:22:59.800 --> 00:23:01.800]  就已經值得
[00:23:01.800 --> 00:23:03.800]  無論你放多少時間
[00:23:03.800 --> 00:23:04.800]  放多少人力
[00:23:04.800 --> 00:23:06.800]  放多少精力下去
[00:23:06.800 --> 00:23:08.800]  都是成功的
[00:23:08.800 --> 00:23:10.800]  所以我這樣的看法就是
[00:23:10.800 --> 00:23:13.800]  我們生了一個人出來
[00:23:13.800 --> 00:23:15.800]  他的靈魂得救
[00:23:15.800 --> 00:23:17.800]  就是我們幫耶穌一起
[00:23:17.800 --> 00:23:21.800]  打贏了一場屬靈的戰爭
[00:23:21.800 --> 00:23:23.800]  神的名得著高舉
[00:23:23.800 --> 00:23:26.800]  神的名得著榮耀
[00:23:26.800 --> 00:23:30.800]  我們就打贏了這一場仗
[00:23:30.800 --> 00:23:32.800]  所以這樣想的時候
[00:23:32.800 --> 00:23:35.800]  又不是這麼灰暗
[00:23:35.800 --> 00:23:38.800]  我想到
[00:23:38.800 --> 00:23:40.800]  我究竟會不會教他
[00:23:40.800 --> 00:23:42.800]  令他可以得救呢
[00:23:42.800 --> 00:23:47.800]  可以幫助他持守聖經的信仰的價值觀呢
[00:23:47.800 --> 00:23:50.800]  我會不會做呢
[00:23:50.800 --> 00:23:52.800]  我的結論就是
[00:23:52.800 --> 00:23:56.800]  我當然要很努力很忠心地去學
[00:23:56.800 --> 00:23:58.800]  怎樣去教好他
[00:23:58.800 --> 00:24:00.800]  以致他會信耶穌
[00:24:00.800 --> 00:24:01.800]  以致他會得救
[00:24:01.800 --> 00:24:04.800]  以致他會持守信仰
[00:24:04.800 --> 00:24:06.800]  但是
[00:24:06.800 --> 00:24:08.800]  我學多少都好
