
[00:00:00.000 --> 00:00:03.780]  今天是我們中國人的農曆年初三
[00:02:09.020 --> 00:02:13.220]  所以聖經寫作跟農耕的日子是有關聯的
[00:02:13.220 --> 00:02:19.740]  所以很多的內容都跟耕種農耕的事是用這些做題材
[00:02:19.740 --> 00:02:25.380]  所以很多內容跟農耕這些事情作為題材
[00:02:25.380 --> 00:02:28.380]  猶太人過新年跟我們中國人有些不同
[00:02:28.380 --> 00:02:30.700]  猶太人過新年跟我們中國人有些不一樣
[00:02:30.700 --> 00:02:33.100]  中國人過新年就要拿好意頭
[00:02:33.100 --> 00:02:35.620]  中國人過新年就要拿好的意頭
[00:02:35.620 --> 00:02:37.860]  要有更多的祝福
[00:02:37.860 --> 00:02:39.220]  要有更多的祝福
[00:02:39.220 --> 00:02:40.180]  更多的好處
[00:02:40.180 --> 00:02:41.180]  更多的好處
[00:02:41.180 --> 00:02:43.340]  直接講中國人過新年是很吃虧的
[00:02:43.340 --> 00:02:46.580]  直接講中國人過新年是很吃虧的
[00:02:46.580 --> 00:02:49.860]  見到面就說恭喜發財
[00:02:49.860 --> 00:02:52.500]  我經常說我做牧師怎麼發財
[00:02:52.500 --> 00:02:54.260]  經常說我做牧師怎麼發財
[00:02:54.260 --> 00:02:56.100]  所以是很直接的
[00:02:56.100 --> 00:02:57.580]  所以是很直接的
[00:02:57.580 --> 00:03:01.980]  年三十晚你去偶像廟宇爭頭炷香
[00:03:01.980 --> 00:03:07.140]  年三十晚你要到偶像廟宇爭頭炷香
[00:03:07.140 --> 00:03:11.500]  以為插到第一炷香就得到全年的祝福
[00:03:11.500 --> 00:03:15.140]  以為插到第一炷香就可以得到全年的祝福
[00:03:15.140 --> 00:03:18.980]  昨天有另一個偶像的廟
[00:03:18.980 --> 00:03:20.740]  昨天有另一個偶像的廟
[00:03:20.740 --> 00:03:24.580]  每年那支籤就成為全香港的指標
[00:03:24.580 --> 00:03:27.220]  每年那支籤就成為全香港的指標
[00:03:27.220 --> 00:03:29.900]  結果抽完就說意頭不能換一張
[00:03:29.900 --> 00:03:33.140]  結果抽完就說意頭不好又再換另外一支籤
[00:03:33.140 --> 00:03:36.940]  猶太人過新年除了感恩上帝
[00:03:36.940 --> 00:03:39.380]  從歲首到年終的看顧之外
[00:03:39.380 --> 00:03:41.980]  猶太人過新年除了感恩上帝
[00:03:41.980 --> 00:03:44.420]  從歲首到年終的感恩之外
[00:03:44.420 --> 00:03:47.380]  他們在上帝面前立志反省
[00:03:47.380 --> 00:03:49.660]  他們在上帝面前立志反省
[00:03:49.660 --> 00:03:51.460]  按照猶太人的律法
[00:03:51.460 --> 00:03:55.900]  新年在逾節的第163日之後
[00:03:55.900 --> 00:03:57.300]  按照猶太人的律法
[00:03:57.300 --> 00:04:01.260]  新年是在逾節的第163日之後
[00:04:01.260 --> 00:04:04.860]  同一時間有十天的悔罪日
[00:04:04.860 --> 00:04:07.580]  同一時間有十天的悔罪日
[00:04:07.580 --> 00:04:09.700]  在這些日子猶太人會登門
[00:04:09.700 --> 00:04:11.900]  逐家逐戶去拜訪
[00:04:11.900 --> 00:04:16.980]  向親友原諒他過去一年那種冒犯和道歉
[00:04:16.980 --> 00:04:22.300]  在這些日子猶太人會逐家逐戶去請親友
[00:04:22.300 --> 00:04:25.340]  原諒他曾經對他們冒犯的事情
[00:04:25.340 --> 00:04:27.420]  如果牧師要去做這件事
[00:04:27.420 --> 00:04:28.940]  一年時間都不夠
[00:04:28.940 --> 00:04:30.260]  如果牧師要做這件事
[00:04:30.260 --> 00:04:32.340]  可能他花一年時間都不夠
[00:04:32.340 --> 00:04:35.460]  大家都知道我得罪人多稱呼人少
[00:04:35.460 --> 00:04:37.980]  大家都知道我得罪人多稱呼人少
[00:04:37.980 --> 00:04:41.660]  所以就趁這個機會向大家等姐妹道歉
[00:04:41.660 --> 00:04:44.700]  所以就趁這個機會向大家弟兄姊妹道歉
[00:04:44.700 --> 00:04:47.020]  我口直心快請大家多多包容
[00:04:47.020 --> 00:04:49.860]  我口直心快請大家多多包容
[00:04:49.860 --> 00:04:52.700]  我鱷魚頭其實是老襯底
[00:04:52.700 --> 00:04:54.700]  我這個好像鱷魚的頭
[00:04:54.700 --> 00:04:58.700]  其實心裡很善良的
[00:04:58.700 --> 00:05:02.700]  我是想事比說話快
[00:05:02.700 --> 00:05:04.380]  我是想事比說話快
[00:05:04.380 --> 00:05:07.260]  所以我所說的已經思想飄過了
[00:05:07.260 --> 00:05:09.900]  所以我講的時候我的思維已經飄過了
[00:05:09.900 --> 00:05:16.020]  猶太人的新年按照我們西歷大概是七月的時間
[00:05:16.020 --> 00:05:19.940]  猶太人的新年按照我們新歷大概是七月的時候
[00:05:19.940 --> 00:05:23.300]  他們會紀念上帝的創造
[00:05:23.300 --> 00:05:28.060]  在舊約裡面稱這個日子為「吹角節」
[00:05:28.060 --> 00:05:32.700]  在舊約裡面稱這個日子為「吹角節」
[00:05:32.700 --> 00:05:37.260]  如果用拉比的文學就稱為審判日或紀念日
[00:05:37.260 --> 00:05:41.180]  如果用拉比的文學就稱為審判日或紀念日
[00:05:41.180 --> 00:05:46.140]  所以他們在過新年的時候會吹起號角
[00:05:46.140 --> 00:05:48.940]  所以他們過新年就會吹起號角
[00:05:48.940 --> 00:05:52.540]  朝聚百姓來到上帝的面前一同懺悔
[00:05:52.540 --> 00:05:56.500]  朝聚百姓來到上帝面前一同懺悔
[00:05:56.500 --> 00:05:59.620]  他們吃的東西有些都很講意頭
[00:05:59.620 --> 00:06:01.420]  他們吃的東西有些都很講意頭
[00:06:01.420 --> 00:06:05.020]  他們就會用蘋果去沾一些蜜糖
[00:06:05.020 --> 00:06:07.380]  他們就會用蘋果去沾一些蜜糖
[00:06:07.380 --> 00:06:09.700]  象徵甜甜蜜蜜美好
[00:06:09.700 --> 00:06:11.980]  象徵甜甜蜜蜜美好
[00:06:11.980 --> 00:06:16.140]  所以我們下午燒烤的時候要補票買一些蘋果
[00:06:16.140 --> 00:06:19.300]  所以我們燒烤的時候要買一些蘋果
[00:06:19.300 --> 00:06:24.580]  他們的餐桌上面就預備一個魚頭擺設
[00:06:24.580 --> 00:06:28.900]  他們的餐桌上面就預備一個魚頭擺設
[00:06:28.900 --> 00:06:32.540]  象徵每一個人在社會上做頭不做尾
[00:06:32.540 --> 00:06:35.740]  象徵每一個人在社會上做頭不做尾
[00:06:35.740 --> 00:06:40.540]  另外有些石榴或其他水果代表新年新的祝福
[00:06:40.540 --> 00:06:45.180]  還有一些石榴或其他水果代表新年新的祝福
[00:06:45.180 --> 00:06:52.500]  猶太人的新年是以懺悔認罪作為一個開始
[00:06:52.500 --> 00:06:56.620]  猶太人的新年是以懺悔認罪作為一個開始
[00:06:56.620 --> 00:07:01.340]  他們希望用這個時間去自省自己過去一年在上帝面前的虧欠
[00:07:01.340 --> 00:07:07.140]  他們希望用這個時間來懺悔過去一年對上帝的愧疚
[00:07:07.140 --> 00:07:09.740]  他們不像我們看一打一電視
[00:07:09.740 --> 00:07:12.420]  過新年新年好樂年年
[00:07:12.420 --> 00:07:13.100]  他們不會的
[00:07:13.100 --> 00:07:15.860]  他們不像我們新年開了電視
[00:07:15.860 --> 00:07:17.940]  過新年新年好樂搖搖
[00:07:17.940 --> 00:07:20.060]  他們一早起床吹起角之後
[00:07:20.060 --> 00:07:22.620]  他們一早起床吹起角之後
[00:07:22.620 --> 00:07:25.300]  就開始一起讀一些認罪的詩篇
[00:07:25.300 --> 00:07:27.620]  就開始一起讀一些認罪的詩篇
[00:07:27.620 --> 00:07:31.060]  反覆去淫訟直到半夜
[00:07:31.060 --> 00:07:34.260]  反覆淫訟直到半夜
[00:07:34.260 --> 00:07:37.060]  今天早上我們剛才讀了兩段經文
[00:07:37.060 --> 00:07:38.980]  今天早上我們剛才讀了兩段經文
[00:07:38.980 --> 00:07:45.020]  一段是講到上帝允許以色列人進入迦南地一國的祝福
[00:07:45.020 --> 00:07:50.020]  一段是講到上帝允許以色列人進入迦南地的祝福
[00:07:50.020 --> 00:07:53.340]  詩篇是講到上帝以恩典為年歲的冠冕
[00:07:53.340 --> 00:07:57.100]  詩篇是講到上帝以恩典為年歲的冠冕
[00:07:57.100 --> 00:07:59.460]  我們曾經走過的路都滴下了滋油
[00:07:59.460 --> 00:08:02.220]  我們曾經走過的路都滴下了滋油
[00:08:02.220 --> 00:08:04.380]  當然在這裡講的是一種滿滿的祝福
[00:08:04.380 --> 00:08:06.180]  當然在這裡講的是一種滿滿的祝福
[00:08:06.180 --> 00:08:09.620]  我們新年來到主的面前數順主的恩典
[00:08:09.620 --> 00:08:12.620]  我們新年來到主的面前數順主的恩典
[00:08:12.620 --> 00:08:16.460]  當然在過去一年裡我們經歷過有順有逆
[00:08:16.460 --> 00:08:19.260]  當然在過去一年裡我們經歷過有順有逆
[00:08:19.260 --> 00:08:21.020]  有得勝也有失敗
[00:08:21.020 --> 00:08:22.300]  有得勝也有失敗
[00:08:22.300 --> 00:08:23.660]  有健康也有疾病
[00:08:23.660 --> 00:08:25.380]  有健康也有疾病
[00:08:25.380 --> 00:08:26.740]  有歡笑也有眼淚
[00:08:26.740 --> 00:08:28.260]  有歡笑也有眼淚
[00:08:28.260 --> 00:08:32.740]  但其實當我們仍然有平安回到教會崇拜的時候
[00:08:32.740 --> 00:08:36.060]  但其實當我們仍然有平安回到教會崇拜的時候
[00:08:36.060 --> 00:08:38.180]  我們感謝主的保守和看顧
[00:08:38.180 --> 00:08:40.300]  我們感謝主的保守和看顧
[00:08:40.300 --> 00:08:42.300]  感謝主的憐憫和大愛
[00:08:42.300 --> 00:08:44.300]  感謝主的憐憫和大愛
[00:08:44.300 --> 00:08:45.500]  其實不是必然的
[00:08:45.500 --> 00:08:46.740]  其實不是必然的
[00:08:46.740 --> 00:08:51.980]  我們真的沒有人知道有什麼事情會突然發生在我們身上
[00:08:51.980 --> 00:08:55.980]  我們其實沒有人知道有什麼突然間的事會發生在我們的身上
[00:08:55.980 --> 00:08:57.180]  在新的一年裡面
[00:08:57.180 --> 00:08:58.140]  在新的一年裡面
[00:08:58.140 --> 00:09:00.820]  讓我們能夠在主的面前
[00:09:00.820 --> 00:09:02.420]  讓我們可以來到主的面前
[00:09:02.420 --> 00:09:05.540]  我們檢視一下我們有沒有一些不討上帝喜悅的事情
[00:09:05.540 --> 00:09:08.500]  我們檢視一下我們有沒有一些不討上帝喜悅的事情
[00:09:08.500 --> 00:09:10.100]  或者在這個歲守的時候
[00:09:10.100 --> 00:09:12.180]  或者在這個歲守的時候
[00:09:12.180 --> 00:09:14.900]  將該原諒的我們就原諒
[00:09:14.900 --> 00:09:16.700]  把該原諒的我們就原諒
[00:09:16.700 --> 00:09:18.820]  所以不要記住有那麼多不好的事情
[00:09:18.820 --> 00:09:20.820]  所以不要記住牧師那麼多不好的東西
[00:09:20.820 --> 00:09:22.180]  應該交託的就交託
[00:09:22.180 --> 00:09:23.340]  應該交託的就交託
[00:09:23.340 --> 00:09:24.700]  我們學到的教訓
[00:09:24.700 --> 00:09:28.820]  我們就成為一種深刻的教導
[00:09:28.820 --> 00:09:31.700]  我們學過的教訓會成為一個深刻的教導
[00:09:31.700 --> 00:09:33.540]  期望在新的一年裡面
[00:09:33.540 --> 00:09:35.460]  我們靠著主的恩典可以成長
[00:09:35.460 --> 00:09:37.140]  希望在新的一年
[00:09:37.140 --> 00:09:39.020]  我們靠著主的恩典可以成長
[00:09:39.020 --> 00:09:42.220]  現代人越來越不太重視這些節日
[00:09:42.220 --> 00:09:45.100]  現代人原來不是很重視這種節日
[00:09:45.100 --> 00:09:48.500]  特別是我們處身在今天所謂科技的世代裡面
[00:09:48.500 --> 00:09:51.300]  特別是我們身在現在所謂科技的時代裡面
[00:09:51.300 --> 00:09:54.140]  我們不再求風調雨順 五穀豐收
[00:09:54.140 --> 00:09:59.980]  我們不再求風調雨順 五穀豐收
[00:09:59.980 --> 00:10:02.780]  我們祈求的是最重要的是網絡保持連線
[00:10:02.780 --> 00:10:03.940]  網絡暢通
[00:10:03.940 --> 00:10:07.060]  我們祈求的是最主要是網絡保持連線
[00:10:07.060 --> 00:10:08.100]  網絡暢通
[00:10:08.100 --> 00:10:14.860]  所以現在有一種叫上網的徵狀
[00:10:14.860 --> 00:10:16.980]  所以現在有一種叫上網的徵狀
[00:10:16.980 --> 00:10:19.060]  如果一斷線沒得連線的話
[00:10:19.060 --> 00:10:20.740]  如果一斷線沒得連線的話
[00:10:20.740 --> 00:10:24.380]  我們就好像吸毒那些周身不聚財
[00:10:24.380 --> 00:10:26.420]  我們就像吸毒的人一樣
[00:10:26.420 --> 00:10:28.140]  滿身都很不舒服
[00:10:28.140 --> 00:10:33.380]  一位日本的仇家叫小山晃佑
[00:10:33.380 --> 00:10:36.500]  一位日本的仇家叫小山晃佑
[00:10:36.500 --> 00:10:38.980]  他寫了一段人以為是的文章
[00:10:38.980 --> 00:10:41.700]  他寫了一段人以為是的文章
[00:10:41.700 --> 00:10:44.220]  他說上帝固然給我們振振的良方
[00:10:44.220 --> 00:10:46.500]  他說上帝固然給我們振振的良方
[00:10:46.500 --> 00:10:48.620]  科技卻給我們有溫暖
[00:10:48.620 --> 00:10:49.860]  科技卻給我們有溫暖
[00:10:49.860 --> 00:10:52.060]  但科技卻給我們有冷氣
[00:10:52.060 --> 00:10:54.300]  上帝固然創造天上的飛鳥
[00:10:54.300 --> 00:10:56.500]  但上帝固然創造天上的飛鳥
[00:10:56.500 --> 00:11:03.140]  科技給我們帶來可以來往世界的噴射機
[00:11:03.140 --> 00:11:07.020]  科技給我們帶來可以來往世界的噴射機
[00:11:07.020 --> 00:11:09.460]  上帝沒有醫治每一個病人
[00:11:09.460 --> 00:11:11.220]  上帝沒有醫治每一個病人
[00:11:11.220 --> 00:11:13.660]  但醫生卻用科技來醫治病人
[00:11:13.660 --> 00:11:16.740]  但醫生卻用科技來醫治病人
[00:11:16.740 --> 00:11:18.900]  但醫生卻用科技來醫治病人
[00:11:18.900 --> 00:11:21.180]  今天沒有每一種的發明
[00:11:21.180 --> 00:11:24.300]  都不需要歸功於上帝
[00:11:24.300 --> 00:11:26.820]  越來越多的人手的科技
[00:11:26.820 --> 00:11:28.420]  越來越多的人手的科技
[00:11:28.420 --> 00:11:30.300]  就越少這位神秘的上帝
[00:11:30.300 --> 00:11:31.900]  就越少這位神秘的上帝
[00:11:31.900 --> 00:11:33.500]  上帝你可以退休了
[00:11:33.500 --> 00:11:34.940]  上帝你可以退休了
[00:11:34.940 --> 00:11:36.940]  在幽靜的天堂裏面休息
[00:11:36.940 --> 00:11:38.700]  在幽靜的天堂裏面休息
[00:11:38.700 --> 00:11:40.820]  在現代人念主禱文的時候
[00:11:40.820 --> 00:11:44.500]  在現代人念主禱文的時候
[00:11:44.500 --> 00:11:46.140]  不再念我們在天上的符
[00:11:46.140 --> 00:11:48.020]  不再念我們在天上的符
[00:11:48.020 --> 00:11:49.420]  他說我們在手上的手機
[00:11:49.420 --> 00:11:51.060]  他說我們在手上的手機
[00:11:51.060 --> 00:11:52.860]  願你時刻連線
[00:11:52.860 --> 00:11:55.020]  願你時刻連線
[00:11:55.020 --> 00:11:56.580]  我們就得到一切的信息
[00:11:56.580 --> 00:11:59.620]  我們就可以得到一切的信息
[00:11:59.620 --> 00:12:02.700]  從歲首到年終
[00:12:02.700 --> 00:12:03.900]  新一年的來臨
[00:12:03.900 --> 00:12:06.420]  我們對這段經文對我們有甚麼意思呢
[00:12:06.420 --> 00:12:09.060]  新的一年來臨
[00:12:09.060 --> 00:12:11.780]  這段經文對我們有甚麼意思呢
[00:12:11.780 --> 00:12:15.620]  從歲首到年終的意思
[00:12:15.620 --> 00:12:17.180]  新年的意義和習慣
[00:12:17.180 --> 00:12:18.980]  對每個民族可能都不同
[00:12:18.980 --> 00:12:20.580]  新年的意義和習慣
[00:12:20.580 --> 00:12:22.540]  對每個民族可能都不一樣
[00:12:22.540 --> 00:12:23.540]  中國人的新年
[00:12:23.540 --> 00:12:24.100]  正如剛才所說
[00:12:24.100 --> 00:12:25.860]  只是慶祝一個節日的來臨
[00:12:25.860 --> 00:12:28.580]  中國人新年只是慶祝一個節日的來臨
[00:12:28.580 --> 00:12:30.980]  是一個祈福的日子
[00:12:30.980 --> 00:12:32.300]  但猶太人的新年
[00:12:32.300 --> 00:12:33.100]  正如剛才所說
[00:12:33.100 --> 00:12:34.940]  是向上帝認罪的日子
[00:12:34.940 --> 00:12:36.260]  但猶太人的新年
[00:12:36.260 --> 00:12:38.100]  是向上帝認罪的日子
[00:12:38.100 --> 00:12:39.580]  基督徒過新年
[00:12:39.580 --> 00:12:41.860]  就意味著感恩喜悅
[00:12:41.860 --> 00:12:45.220]  基督徒過新年就意味著感恩喜悅
[00:12:45.220 --> 00:12:47.020]  希望在新一年的裏面
[00:12:47.020 --> 00:12:48.380]  上帝賜下新的恩典
[00:12:48.380 --> 00:12:49.820]  希望在新的一年裏面
[00:12:49.820 --> 00:12:51.260]  上帝賜下恩典
[00:12:51.260 --> 00:12:53.860]  我們都做一個懂得數算主恩的人
[00:12:53.860 --> 00:12:56.900]  我們都懂得成為一個數算主恩的人
[00:12:56.900 --> 00:12:59.900]  因為不同的民族
[00:12:59.900 --> 00:13:02.020]  有不同計算力法的關係
[00:13:02.020 --> 00:13:03.140]  從不同的民族
[00:13:03.140 --> 00:13:04.940]  有不同計算力法的原因
[00:13:04.940 --> 00:13:05.620]  簡單來說
[00:13:05.620 --> 00:13:07.020]  從歲首到年終
[00:13:07.020 --> 00:13:08.980]  也就是說從每年的第一天
[00:13:08.980 --> 00:13:10.140]  到最後的那一天
[00:13:10.140 --> 00:13:11.420]  從歲首到年終
[00:13:11.420 --> 00:13:11.940]  簡單來說
[00:13:11.940 --> 00:13:14.380]  每年的第一天到最後的一天
[00:13:14.380 --> 00:13:15.940]  我們所相信的上帝
[00:13:15.940 --> 00:13:17.740]  祂的眼目都時常的看顧
[00:13:17.740 --> 00:13:19.140]  我們所相信的上帝
[00:13:19.140 --> 00:13:21.060]  祂的眼目都時常看顧
[00:13:21.060 --> 00:13:22.100]  我們也這麼說
[00:13:22.100 --> 00:13:24.740]  時間是生命的一種延伸
[00:13:24.740 --> 00:13:25.700]  我們都這麼說
[00:13:25.700 --> 00:13:27.780]  時間是生命的一種延伸
[00:13:27.780 --> 00:13:30.900]  時間都包含了很多生命的事件
[00:13:30.900 --> 00:13:33.540]  時間都包含了很多生命的事件
[00:13:33.540 --> 00:13:35.940]  時間都留下很多生命的足跡
[00:13:35.940 --> 00:13:38.980]  時間都留下很多生命的足跡
[00:13:38.980 --> 00:13:41.740]  時間的形態可能不會變
[00:13:41.740 --> 00:13:43.660]  時間的形態可能不會變
[00:13:43.660 --> 00:13:45.060]  每天有24小時
[00:13:45.060 --> 00:13:46.700]  每天有24小時
[00:13:46.700 --> 00:13:48.580]  一個星期有7天
[00:13:48.580 --> 00:13:50.220]  一個星期有7天
[00:13:50.220 --> 00:13:52.020]  一年365天
[00:13:52.020 --> 00:13:53.900]  一年365天
[00:13:53.900 --> 00:13:56.620]  可能時間的性質不變
[00:13:56.620 --> 00:13:58.300]  可能時間的性質沒有變
[00:13:58.300 --> 00:14:02.140]  但是人在時間裡面的活動和心境
[00:14:02.140 --> 00:14:03.060]  相當不同
[00:14:03.060 --> 00:14:06.820]  但是人在時間裡面的活動和心境
[00:14:06.820 --> 00:14:07.700]  就不一樣了
[00:14:07.700 --> 00:14:09.900]  對受苦的人可能度日如年
[00:14:09.900 --> 00:14:12.660]  對受苦的人可能度日如年
[00:14:12.660 --> 00:14:15.780]  特別有些人說年年難過年關過
[00:14:15.780 --> 00:14:17.740]  特別是年年難過年關難過
[00:14:17.740 --> 00:14:19.420]  有些人去到年底的時候
[00:14:19.420 --> 00:14:22.380]  還有一無所有的咬緊牙關過這個年
[00:14:22.380 --> 00:14:25.260]  有人到了年底的時候還是一無所有
[00:14:25.260 --> 00:14:28.060]  所以他要咬緊牙關去過這個年
[00:14:28.060 --> 00:14:29.340]  但是相反來說
[00:14:29.340 --> 00:14:31.900]  在一些順境的人
[00:14:31.900 --> 00:14:33.900]  相反來說在一些順境的人
[00:14:33.900 --> 00:14:37.100]  他又覺得過年是一個大事慶祝的日子
[00:14:37.100 --> 00:14:40.020]  他覺得過年是一個大事慶祝的日子
[00:14:40.020 --> 00:14:41.860]  我無意中看到報章說
[00:14:41.860 --> 00:14:48.060]  過年有些旅行團花20萬去北極那裡坐遊輪
[00:14:48.060 --> 00:14:50.580]  我無意中在新聞裡發現
[00:14:50.580 --> 00:14:53.740]  過年有人花20萬到北極那邊去過年
[00:14:53.740 --> 00:14:55.780]  我想一家三口就60萬
[00:14:55.780 --> 00:14:57.980]  我想一想一家三口就60萬了
[00:14:57.980 --> 00:14:59.700]  但是對那些人來說
[00:14:59.700 --> 00:15:00.740]  這個不要緊
[00:15:00.740 --> 00:15:02.740]  花得來就可以賺得回來
[00:15:02.740 --> 00:15:04.940]  對那些人來說這些無所謂的
[00:15:04.940 --> 00:15:06.820]  可以花掉我可以再賺回來
[00:15:06.820 --> 00:15:10.220]  但是有上帝介入的時間和空間自然不同
[00:15:10.220 --> 00:15:13.860]  但是有上帝介入的時間和空間就截然不同了
[00:15:13.860 --> 00:15:16.060]  有時你看一下
[00:15:16.060 --> 00:15:18.300]  其實在醫院裡面你就會感受到
[00:15:18.300 --> 00:15:20.780]  其實到了醫院裡面你就會感受到了
[00:15:20.780 --> 00:15:22.500]  剛才提到那位少女
[00:15:22.500 --> 00:15:24.500]  我們剛才提到那位少女
[00:15:24.500 --> 00:15:27.900]  我過年前去醫院探她
[00:15:27.900 --> 00:15:29.900]  我過年前去醫院看她
[00:15:29.900 --> 00:15:31.900]  我為她祈禱的時候就忍不住哭
[00:15:31.900 --> 00:15:34.380]  我為她禱告的時候我自己都忍不住哭
[00:15:34.380 --> 00:15:36.860]  她又哭
[00:15:36.860 --> 00:15:40.020]  她可能要面對的是一種終身殘廢
[00:15:40.020 --> 00:15:42.500]  她可能要面對的是一種終身的殘廢
[00:15:42.500 --> 00:15:46.180]  一個23歲的女孩子好像突然之間徬徨無助
[00:15:46.180 --> 00:15:48.820]  一個23歲的女孩子突然之間徬徨無助
[00:15:48.820 --> 00:15:51.820]  她美好的人生就斷送在一場交通意外
[00:15:51.820 --> 00:15:55.020]  她美好的人生就斷送在一場交通意外當中
[00:15:55.020 --> 00:15:57.540]  可能她心裡面會問為什麼
[00:15:57.540 --> 00:16:00.140]  可能她心裡面會問為什麼
[00:16:00.140 --> 00:16:03.420]  反過來如果我們有信仰的人
[00:16:03.420 --> 00:16:07.540]  我們同樣可能會面對這些困難
[00:16:07.540 --> 00:16:09.900]  但至少我們會來到上帝的面前
[00:16:09.900 --> 00:16:12.260]  但至少我們會來到上帝的面前
[00:16:12.260 --> 00:16:14.260]  可能我們會失去部分的健康
[00:16:14.260 --> 00:16:15.940]  可能我們會失去部分的健康
[00:16:15.940 --> 00:16:17.700]  但上帝存留我們的生命
[00:16:17.700 --> 00:16:19.540]  但上帝存留了我們的生命
[00:16:19.540 --> 00:16:24.700]  我們可能失去了一些我們想去自己實踐的夢想
[00:16:24.700 --> 00:16:27.820]  我們可能失去了一些我們想去自己實踐的夢想
[00:16:27.820 --> 00:16:32.420]  但上帝又在我這些困難裡開展我另一個新的夢想
[00:16:32.420 --> 00:16:36.580]  但上帝又在我這些困難裡開展我另外一些新的夢想
[00:16:36.580 --> 00:16:40.340]  這些心情是沒有信仰的人很難去體會的
[00:16:40.340 --> 00:16:43.180]  這些心情是沒有信仰的人很難去體會的
[00:16:43.180 --> 00:16:47.100]  他們只會覺得你們是自己安慰自己的人
[00:16:47.100 --> 00:16:50.180]  他們只會覺得你們是自己安慰自己的人
[00:16:50.180 --> 00:16:53.540]  新年的時候一些虔誠的猶太人會去到海邊
[00:16:53.540 --> 00:16:56.660]  新年的時候一些虔誠的猶太人會去到海邊
[00:16:56.660 --> 00:17:00.140]  或者去到一些有水的地方進行贖罪的儀式
[00:17:00.140 --> 00:17:03.580]  或者去到一些有水的地方進行贖罪的儀式
[00:17:03.580 --> 00:17:06.540]  他們會讀尼加書七章十八到二十節
[00:17:06.540 --> 00:17:10.420]  他們會讀尼加書七章十八到二十節
[00:17:10.420 --> 00:17:14.220]  神啊!有何神向你赦免罪業
[00:17:14.220 --> 00:17:17.220]  饒恕你產業之愚民的罪過
[00:17:17.220 --> 00:17:18.740]  不永遠懷怒
[00:17:18.740 --> 00:17:20.300]  喜愛施恩
[00:17:20.300 --> 00:17:23.860]  必再憐憫我們將我們的罪孽踏在腳下
[00:17:23.860 --> 00:17:27.140]  又將我們的一切罪投入深海
[00:17:27.140 --> 00:17:29.060]  他們讀完這段經文
[00:17:29.060 --> 00:17:30.140]  他們讀完這段經文
[00:17:30.140 --> 00:17:31.860]  他們就會搖動自己的衣服
[00:17:31.860 --> 00:17:33.860]  他們就會搖動自己的衣服
[00:17:33.860 --> 00:17:36.340]  表示拋棄了這些罪惡成為聖潔
