
[00:00:00.000 --> 00:00:04.540]  尊禮 長者同弟兄姊妹平安
[00:05:21.760 --> 00:05:27.960]  所以他們就要在外面把他拖出來
[00:05:27.960 --> 00:05:33.560]  所以我們看到 祭司他獻的時候
[00:05:33.560 --> 00:05:36.560]  其實他也很害怕
[00:05:36.560 --> 00:05:43.960]  但他有一個執法是要和百姓去獻祭
[00:05:43.960 --> 00:05:52.960]  但在生育的時候 耶穌基督是為我們贖罪的
[00:05:52.960 --> 00:05:58.960]  以前他們教育是每一年用羊和牛
[00:05:58.960 --> 00:06:04.960]  每一年那時候是不同的羊和牛
[00:06:04.960 --> 00:06:06.960]  是不同的 但耶穌基督不是
[00:06:06.960 --> 00:06:09.960]  耶穌基督是一次為我們贖罪
[00:06:09.960 --> 00:06:12.960]  我們不用耶穌基督再一次為我們贖罪
[00:06:12.960 --> 00:06:15.960]  因為一次他的血是有功效的
[00:06:15.960 --> 00:06:22.960]  所以我們看到他有一條由生而活的路
[00:06:22.960 --> 00:06:27.960]  所以我們如果看生育福音書的時候
[00:06:27.960 --> 00:06:34.960]  我們看到當耶穌為我們犧牲的斷氣的時候
[00:06:34.960 --> 00:06:37.960]  他說在電裡面的萬子點
[00:06:37.960 --> 00:06:42.960]  上是下 它裂了 裂了的意思是什麼?
[00:06:42.960 --> 00:06:47.960]  本來人是不能去慈善所的 要通過祭司
[00:06:47.960 --> 00:06:52.960]  但因為耶穌基督為我們教授一次就夠了
[00:06:52.960 --> 00:06:55.960]  我們不單單 像這個萬子已經滿座
[00:06:55.960 --> 00:07:00.960]  我們是可以直接去和神參加
[00:07:00.960 --> 00:07:03.960]  因為耶穌基督教授的恩典
[00:07:03.960 --> 00:07:07.960]  所以我們看到這是神給我們的恩典
[00:07:07.960 --> 00:07:12.960]  為我們開了一個由生而活的路
[00:07:12.960 --> 00:07:18.960]  所以我們看到這個 我就想到一個東西
[00:07:18.960 --> 00:07:26.960]  我們想到我們算是出自神的愛
[00:07:26.960 --> 00:07:28.960]  不是懲罰
[00:07:28.960 --> 00:07:30.960]  有時我和大姐妹說
[00:07:30.960 --> 00:07:40.960]  你們全夫人不要每次都像威嚇人一樣
[00:07:40.960 --> 00:07:44.960]  你不算了 你要下地獄
[00:07:44.960 --> 00:07:48.960]  你不算了 你是誰去天堂
[00:07:48.960 --> 00:07:50.960]  他用了很多很多黑話
[00:07:50.960 --> 00:07:54.960]  所以以前我不知道我們小時候
[00:07:54.960 --> 00:07:56.960]  有時父母都會這樣
[00:07:56.960 --> 00:08:00.960]  他們說 你的牙掉了
[00:08:00.960 --> 00:08:07.960]  叫我說你去外面要這樣出去
[00:08:07.960 --> 00:08:09.960]  這樣你牙以後就會很靈
[00:08:09.960 --> 00:08:12.960]  我真的相信不是
[00:08:12.960 --> 00:08:15.960]  下面真的相信 他們會嚇我
[00:08:15.960 --> 00:08:19.960]  他們說 你吃飯要吃得清清潔潔
[00:08:19.960 --> 00:08:22.960]  如果有一粒法
[00:08:22.960 --> 00:08:25.960]  以後你老婆就要怎樣怎樣
[00:08:25.960 --> 00:08:28.960]  我真的聽我媽媽這樣說
[00:08:28.960 --> 00:08:31.960]  她每次都這樣嚇我
[00:08:31.960 --> 00:08:33.960]  我就很乖
[00:08:33.960 --> 00:08:36.960]  不然以後我老婆又怎樣怎樣
[00:08:36.960 --> 00:08:40.960]  現在我老婆就沒有怎樣怎樣
[00:08:40.960 --> 00:08:45.960]  所以有時我們想的是神
[00:08:45.960 --> 00:08:48.960]  每一次祂是愛我們
[00:08:48.960 --> 00:08:50.960]  神是想審判
[00:08:50.960 --> 00:08:56.960]  當然在聖經有講到審判
[00:08:56.960 --> 00:08:58.960]  但審判是怎樣會有呢
[00:08:58.960 --> 00:09:01.960]  是由我們自己拿來的
[00:09:01.960 --> 00:09:02.960]  我們自己犯罪
[00:09:02.960 --> 00:09:07.960]  神每一次開始用愛要創造人
[00:09:07.960 --> 00:09:13.960]  那時候是因為愛的創造
[00:09:13.960 --> 00:09:17.960]  所以當我們犯了罪
[00:09:17.960 --> 00:09:20.960]  神都是用愛
[00:09:20.960 --> 00:09:25.960]  耶穌基督自己為我們寫名來教授我們
[00:09:25.960 --> 00:09:27.960]  所以我們看到
[00:09:27.960 --> 00:09:31.960]  我不知道在新加坡有你們
[00:09:31.960 --> 00:09:33.960]  香港都有是嗎
[00:09:33.960 --> 00:09:38.960]  我香港都有
[00:09:38.960 --> 00:09:43.960]  所以應該是香港比新加坡更早
[00:09:43.960 --> 00:09:46.960]  我記得香港是更早
[00:09:46.960 --> 00:09:50.960]  所以你們有去過嗎
[00:09:50.960 --> 00:09:51.960]  有呀
[00:09:51.960 --> 00:09:54.960]  我小時候第一次去過
[00:09:54.960 --> 00:09:55.960]  就很怕
[00:09:55.960 --> 00:09:57.960]  因為每一次教他們
[00:09:57.960 --> 00:10:05.960]  如果你騙人歡呼的話
[00:10:05.960 --> 00:10:10.960]  你的舌頭就被割了
[00:10:10.960 --> 00:10:15.960]  每一次用這個民間信仰
[00:10:15.960 --> 00:10:17.960]  祂只用來嚇我們
[00:10:17.960 --> 00:10:21.960]  可能是我們中國人或華人
[00:10:21.960 --> 00:10:31.960]  用這樣的思想來嚇人
[00:10:31.960 --> 00:10:33.960]  所以這個就很好
[00:10:33.960 --> 00:10:35.960]  我們再看
[00:10:35.960 --> 00:10:40.960]  作者有三個呼籲
[00:10:40.960 --> 00:10:48.960]  我們應該怎樣生活呢
[00:10:48.960 --> 00:10:49.960]  所以我們看
[00:10:49.960 --> 00:10:55.960]  第一是由耶穌回應基督的教恩
[00:10:55.960 --> 00:10:59.960]  22節前請大家讀一讀
[00:10:59.960 --> 00:11:09.960]  他說我們怎樣用信心呢
[00:11:09.960 --> 00:11:12.960]  第一我們要有神心
[00:11:12.960 --> 00:11:14.960]  神心是甚麼
[00:11:14.960 --> 00:11:17.960]  就是不虛偽
[00:11:17.960 --> 00:11:19.960]  為甚麼不虛偽呢
[00:11:19.960 --> 00:11:22.960]  好像先知都有說
[00:11:22.960 --> 00:11:27.960]  你們用口來讚美
[00:11:27.960 --> 00:11:30.960]  但你們心原來神
[00:11:30.960 --> 00:11:33.960]  法利西亞人都是這樣
[00:11:33.960 --> 00:11:37.960]  他們做了很多敬拜
[00:11:37.960 --> 00:11:41.960]  或相信神的儀式
[00:11:41.960 --> 00:11:45.960]  但他們的心不是和神相間
[00:11:45.960 --> 00:11:48.960]  這樣的敬拜可能他們做到了
[00:11:48.960 --> 00:11:53.960]  但因為他們的心不是真正有這樣的相間
[00:11:53.960 --> 00:11:55.960]  相信不是這樣的聖神
[00:11:55.960 --> 00:11:58.960]  只是做了給人看的時候
[00:11:58.960 --> 00:12:03.960]  我們不是這樣虛偽地去敬拜神
[00:12:03.960 --> 00:12:06.960]  如果我們虛偽來說
[00:12:06.960 --> 00:12:10.960]  我們不是用信來回應基督的教恩
[00:12:10.960 --> 00:12:14.960]  他說充足的信心
[00:12:14.960 --> 00:12:16.960]  充足的信心的意思是
[00:12:16.960 --> 00:12:20.960]  我們完全的相信
[00:12:20.960 --> 00:12:24.960]  我們說我們相信就是我們信仰神
[00:12:24.960 --> 00:12:28.960]  我們完全沒有一點懷疑神
[00:12:28.960 --> 00:12:30.960]  是不是這樣
[00:12:30.960 --> 00:12:38.960]  我太太最近和我說她很生氣
[00:12:38.960 --> 00:12:40.960]  我說你生氣甚麼
[00:12:40.960 --> 00:12:42.960]  每一次我和你說話
[00:12:42.960 --> 00:12:46.960]  你問我真的嗎
[00:12:46.960 --> 00:12:48.960]  你質疑我嗎
[00:12:48.960 --> 00:12:53.960]  我剛剛說你問我真的嗎
[00:12:53.960 --> 00:12:56.960]  最後我說為甚麼我喜歡說真的嗎
[00:12:56.960 --> 00:13:02.960]  原來我和我們前世和大兄姊妹說話都是這樣
[00:13:02.960 --> 00:13:04.960]  你說真的嗎
[00:13:04.960 --> 00:13:06.960]  這個是習慣了
[00:13:06.960 --> 00:13:11.960]  她最近說我很生氣
[00:13:11.960 --> 00:13:12.960]  你質疑我
[00:13:12.960 --> 00:13:14.960]  你不相信我
[00:13:14.960 --> 00:13:16.960]  我說的話你不相信
[00:13:16.960 --> 00:13:18.960]  是不是我做錯了
[00:13:18.960 --> 00:13:20.960]  我說不是你做錯了
[00:13:20.960 --> 00:13:22.960]  是我習慣了
[00:13:22.960 --> 00:13:24.960]  我不是質疑你
[00:13:24.960 --> 00:13:31.960]  我們充足的信心就是完全的相信
[00:13:31.960 --> 00:13:36.960]  我們是100%的服侍神
[00:13:36.960 --> 00:13:39.960]  我們放棄100%的相信神
[00:13:39.960 --> 00:13:43.960]  因為我們回應神的教恩
[00:13:43.960 --> 00:13:48.960]  我們是完全的去衛生
[00:13:48.960 --> 00:13:59.960]  第二我們可以說是以往回應神的恩惠
[00:13:59.960 --> 00:14:03.960]  因為我們看過十二章一節的甚麼
[00:14:03.960 --> 00:14:06.960]  請大家讀一讀
[00:14:06.960 --> 00:14:16.960]  我們看過十二章一節的信
[00:14:16.960 --> 00:14:23.960]  我們的夢確實是我們沒有看到
[00:14:23.960 --> 00:14:25.960]  我沒有看到
[00:14:25.960 --> 00:14:27.960]  所以我已經相信了
[00:14:27.960 --> 00:14:30.960]  如果你看到你相信了就不是信心
[00:14:30.960 --> 00:14:32.960]  因為你沒有看到
[00:14:32.960 --> 00:14:35.960]  但你完全的相信了
[00:14:35.960 --> 00:14:38.960]  這就是一個盼望
[00:14:38.960 --> 00:14:42.960]  所以她說的十二十三節請大家讀一讀
[00:14:46.960 --> 00:14:53.960]  所以這個十二十三節她說
[00:14:53.960 --> 00:15:01.960]  這個盼望我們怎樣去回應我們沒有看到的事呢
[00:15:01.960 --> 00:15:04.960]  第一我們要堅守
[00:15:04.960 --> 00:15:09.960]  堅守的意思是我們不放
[00:15:09.960 --> 00:15:15.960]  我們不放
[00:15:15.960 --> 00:15:18.960]  因為我們不放它們就不會搖動
[00:15:18.960 --> 00:15:23.960]  如果我們是緊緊的抓住它們
[00:15:23.960 --> 00:15:25.960]  它們就不會放
[00:15:25.960 --> 00:15:29.960]  所以她說我們的盼望對我們沒有看到的事
[00:15:29.960 --> 00:15:32.960]  是我們堅守這樣的事
[00:15:32.960 --> 00:15:36.960]  我們知道那時以前猶太人
[00:15:36.960 --> 00:15:45.960]  我剛才說了猶太人最後因為有些不是基督徒跟他們說
[00:15:45.960 --> 00:15:48.960]  你們信了你們怎樣怎樣
[00:15:48.960 --> 00:15:52.960]  這不是你們祖宗相信的事
[00:15:52.960 --> 00:15:56.960]  那時他們有些信心動搖
[00:15:56.960 --> 00:16:00.960]  所以他們現在說你要堅守這個盼望
[00:16:00.960 --> 00:16:04.960]  這個盼望就是耶穌基督給我們永生的盼望
[00:16:04.960 --> 00:16:13.960]  這就是他當時跟猶太人基督有這樣的教導和許願
[00:16:13.960 --> 00:16:18.960]  第三她說你的心怎樣呢
[00:16:18.960 --> 00:16:21.960]  她以愛
[00:16:21.960 --> 00:16:26.960]  我們在二十四節請大家讀一讀
[00:16:32.960 --> 00:16:38.960]  我們看到這個就說我們要愛
[00:16:38.960 --> 00:16:40.960]  我們要愛會宴
[00:16:40.960 --> 00:16:49.960]  我們要知道我們的信仰不是個人的
[00:16:49.960 --> 00:16:53.960]  我們的信仰是群體的信仰
[00:16:53.960 --> 00:16:59.960]  所以我們要知道我們不是自己想做
[00:16:59.960 --> 00:17:04.960]  當然我們教恩是我們自己跟耶穌基督的關係
[00:17:04.960 --> 00:17:07.960]  但是我們的生活應該是群體的
[00:17:07.960 --> 00:17:11.960]  所以我們在耶穌基督和門徒都是一個群體
[00:17:11.960 --> 00:17:15.960]  摩西和以色列都是一個群體
[00:17:15.960 --> 00:17:20.960]  所以我們在初期的教會都是一個群體
[00:17:20.960 --> 00:17:23.960]  所以我們知道我們在一個群體的生活
[00:17:23.960 --> 00:17:26.960]  不能說你一個人你不准
[00:17:26.960 --> 00:17:29.960]  所以為什麼我們要小組
[00:17:29.960 --> 00:17:32.960]  為什麼我們要團結
[00:17:32.960 --> 00:17:39.960]  這就是基督徒教會的生活應該是一個群體
[00:17:39.960 --> 00:17:45.960]  因為群體是用來彼此相顧的結合愛心
[00:17:45.960 --> 00:17:50.960]  我們看到這個行善的意思是什麼
[00:17:50.960 --> 00:17:58.960]  是善喜悅的事,所以在聖經的行事不是說我們想做好事
[00:17:58.960 --> 00:18:02.960]  它是說做善喜悅的事
[00:18:02.960 --> 00:18:07.960]  這是聖經的教導,它的行事是善喜悅的事
[00:18:07.960 --> 00:18:15.960]  其實我們的相顧、愛心和行事的生育是云云相扣的
[00:18:15.960 --> 00:18:21.960]  它們三個是相扣在一起的
[00:18:21.960 --> 00:18:27.960]  所以今天我們在教會裡面
[00:18:27.960 --> 00:18:31.960]  我們群體的生活應該是彼此相顧
[00:18:31.960 --> 00:18:42.960]  我們要愛心,一起做善喜悅的事
[00:18:42.960 --> 00:18:49.960]  這樣我們可以提醒一些面對離開神的人
[00:18:49.960 --> 00:18:52.960]  所以其實二十五節它怎麼說
[00:18:52.960 --> 00:18:55.960]  請讀一讀二十五節
[00:19:07.960 --> 00:19:18.960]  我們看到剛才他們要相顧,要愛心,要行善喜悅的事
[00:19:18.960 --> 00:19:25.960]  因為當中有些人已經停止了聚會
[00:19:25.960 --> 00:19:29.960]  所以這不只是提醒我們不要停止聚會
[00:19:29.960 --> 00:19:37.960]  它也是跟我們說我們要面對一些已經離開神的人
[00:19:37.960 --> 00:19:43.960]  你怎麼帶領他們回來教會或者回來小組
[00:19:43.960 --> 00:19:51.960]  我記得我在很小的時候
[00:19:51.960 --> 00:19:57.960]  我們後面住了一個基督徒的老師
[00:19:57.960 --> 00:20:03.960]  那位老師就叫我們小朋友去教會
[00:20:03.960 --> 00:20:07.960]  跟我們家長說要鼓勵我們
[00:20:07.960 --> 00:20:14.960]  我們有很多人跟同兄同妹
[00:20:14.960 --> 00:20:16.960]  一直要去教會
[00:20:16.960 --> 00:20:18.960]  為什麼要去教會
[00:20:18.960 --> 00:20:20.960]  去教會很好
[00:20:20.960 --> 00:20:26.960]  可能你們現在的兒童不是這麼興奮
[00:20:26.960 --> 00:20:30.960]  我們去教會有糖吃
[00:20:30.960 --> 00:20:35.960]  去聖誕節有雪糕吃
[00:20:35.960 --> 00:20:41.960]  以前我們有糖吃有雪糕吃是很幸福的事
[00:20:41.960 --> 00:20:49.960]  現在你給小朋友糖吃
[00:20:49.960 --> 00:20:52.960]  他們不覺得是很興奮的事
[00:20:52.960 --> 00:20:58.960]  可能他們會問這是哪裡買的
[00:20:58.960 --> 00:21:02.960]  所以我們有很多人去
[00:21:02.960 --> 00:21:06.960]  我記得那時候去到最後
[00:21:06.960 --> 00:21:12.960]  每一個我們家長或家長或弟弟慢慢離開
[00:21:12.960 --> 00:21:14.960]  我是最後一個離開的
[00:21:14.960 --> 00:21:16.960]  我最後一個離開
[00:21:16.960 --> 00:21:22.960]  我記得那個老師也很好
[00:21:22.960 --> 00:21:24.960]  也很好
[00:21:24.960 --> 00:21:30.960]  但是最後因為每一個慢慢慢慢離開
[00:21:30.960 --> 00:21:32.960]  我都離開了
[00:21:32.960 --> 00:21:37.960]  所以我好像差不多四年級的時候就離開了
[00:21:37.960 --> 00:21:42.960]  之後四年級或者五年級就離開了
[00:21:42.960 --> 00:21:48.960]  但是對我來說我知道有一個主耶穌
[00:21:48.960 --> 00:21:51.960]  但是我記得我祈禱的時候
[00:21:51.960 --> 00:21:54.960]  不知道要奉耶穌的名祈禱
[00:21:54.960 --> 00:21:56.960]  所以每一次我心中祈禱的時候
[00:21:56.960 --> 00:21:58.960]  我沒有說奉耶穌的名
[00:21:58.960 --> 00:22:00.960]  但是每一次都很憐憫
[00:22:00.960 --> 00:22:04.960]  有一次我初中中學剛畢業
[00:22:04.960 --> 00:22:07.960]  我媽媽她有心臟病
[00:22:07.960 --> 00:22:09.960]  她心臟病在醫院的時候
[00:22:09.960 --> 00:22:14.960]  我突然間想到以前我小的時候
[00:22:14.960 --> 00:22:19.960]  那個耶穌應該是可以幫到我
[00:22:19.960 --> 00:22:22.960]  所以我就祈禱耶穌啊耶穌啊
[00:22:22.960 --> 00:22:27.960]  如果我媽媽好了我就回去救她
[00:22:27.960 --> 00:22:33.960]  我突然跟神說條件
[00:22:33.960 --> 00:22:35.960]  但神很憐憫我
[00:22:35.960 --> 00:22:39.960]  我媽媽以為她做了好事
[00:22:39.960 --> 00:22:40.960]  但是最後她真的醒了
[00:22:40.960 --> 00:22:42.960]  她好了
[00:22:42.960 --> 00:22:44.960]  好了也不知道
[00:22:44.960 --> 00:22:45.960]  我自己知道
[00:22:45.960 --> 00:22:49.960]  但是我上次跟你納了藥
[00:22:49.960 --> 00:22:51.960]  我也不知道
[00:22:51.960 --> 00:22:52.960]  但是我跟你知道
[00:22:52.960 --> 00:22:56.960]  所以我應該承諾我跟你說的事
[00:22:56.960 --> 00:22:59.960]  所以我找教會
[00:22:59.960 --> 00:23:01.960]  別人是教會找人
[00:23:01.960 --> 00:23:02.960]  我是找教會
[00:23:02.960 --> 00:23:06.960]  誰問我你去哪裏教會
[00:23:06.960 --> 00:23:08.960]  所以我就去到教會
[00:23:08.960 --> 00:23:09.960]  我去到教會
[00:23:09.960 --> 00:23:14.960]  所以最後差不多十七十八歲
[00:23:14.960 --> 00:23:15.960]  我去到教會
[00:23:15.960 --> 00:23:17.960]  去到教會之後
[00:23:17.960 --> 00:23:21.960]  到現在我們離開了
[00:23:21.960 --> 00:23:25.960]  所以我們真是
[00:23:25.960 --> 00:23:28.960]  我是特別的憐憫我
[00:23:28.960 --> 00:23:30.960]  呼籲我回去
[00:23:30.960 --> 00:23:33.960]  但不是每一個人都有這樣的機會
[00:23:33.960 --> 00:23:34.960]  那個機會是怎樣
[00:23:34.960 --> 00:23:38.960]  是有人想到他
[00:23:38.960 --> 00:23:42.960]  再去跟他聯絡
[00:23:42.960 --> 00:23:44.960]  帶他回來教會
[00:23:44.960 --> 00:23:46.960]  所以大兄姊妹
[00:23:46.960 --> 00:23:51.960]  你想想有誰在你身邊
[00:23:51.960 --> 00:23:53.960]  或者以前他來過教會
[00:23:53.960 --> 00:23:55.960]  你跟他在小組
[00:23:55.960 --> 00:23:57.960]  或者你跟他談過
[00:23:57.960 --> 00:23:58.960]  現在他離開了
[00:23:58.960 --> 00:23:59.960]  不知道是怎樣離開
[00:23:59.960 --> 00:24:03.960]  你是否可以因為這樣的教導
[00:24:03.960 --> 00:24:04.960]  這樣的生活
[00:24:04.960 --> 00:24:06.960]  你願意用愛心
[00:24:06.960 --> 00:24:08.960]  所以這一次跟他聯絡
[00:24:08.960 --> 00:24:10.960]  帶他回來教會
[00:24:10.960 --> 00:24:13.960]  因為我知道每一個人離開
[00:24:13.960 --> 00:24:17.960]  有自己不同的理由
[00:24:17.960 --> 00:24:21.960]  好像我因為慢慢的環境
[00:24:21.960 --> 00:24:23.960]  環境我慢慢離開
[00:24:23.960 --> 00:24:25.960]  人們我去教會
[00:24:25.960 --> 00:24:28.960]  我慢慢認識朋友
[00:24:28.960 --> 00:24:30.960]  沒有一個是基督徒
[00:24:30.960 --> 00:24:32.960]  我跟他們去看電影
[00:24:32.960 --> 00:24:34.960]  也不想去教會
[00:24:34.960 --> 00:24:37.960]  所以特別的憐憫我想去
[00:24:37.960 --> 00:24:40.960]  但我要隔了這麼多年
[00:24:40.960 --> 00:24:42.960]  十幾年才回去教會
[00:24:42.960 --> 00:24:45.960]  其實我可以趕早回去教會
[00:24:45.960 --> 00:24:51.960]  所以希伯來信這樣提醒我們
[00:24:51.960 --> 00:24:57.960]  我們要彼此勉勵這樣的生活
[00:24:57.960 --> 00:25:00.960]  真的我們自己提醒
[00:25:00.960 --> 00:25:04.960]  不要停止住
[00:25:04.960 --> 00:25:09.960]  我們都要勉勵人們回來那邊
[00:25:09.960 --> 00:25:14.960]  所以有日子臨近
[00:25:14.960 --> 00:25:16.960]  日子臨近是我們說末世
[00:25:16.960 --> 00:25:21.960]  或者末日那個時代
[00:25:21.960 --> 00:25:24.960]  我們知道末世那個時代
[00:25:24.960 --> 00:25:27.960]  不是現在我們說阿哥們到了
[00:25:27.960 --> 00:25:31.960]  好像有人說這個是末世的時代
[00:25:31.960 --> 00:25:34.960]  其實在小耶穌那時候
[00:25:34.960 --> 00:25:42.960]  或者彼得都說末世都差不多要到了
[00:25:42.960 --> 00:25:46.960]  他們那時候已經說末世已經要到
[00:25:46.960 --> 00:25:49.960]  現在到我們這麼多年
[00:25:49.960 --> 00:25:53.960]  幾千年更加近了
[00:25:53.960 --> 00:25:58.960]  所以這個末世的時代
[00:25:58.960 --> 00:26:01.960]  是我們每一次要謹慎要準備的
[00:26:01.960 --> 00:26:05.960]  所以現在如果我們相信末世的時代
[00:26:05.960 --> 00:26:08.960]  我們要把握機會
[00:26:08.960 --> 00:26:12.960]  不單單自己提醒不要停止住
[00:26:12.960 --> 00:26:18.960]  我們要帶遠離散的人回來
[00:26:18.960 --> 00:26:24.960]  我現在給你們看一個短片
[00:26:24.960 --> 00:26:27.960]  很短的一分鐘
[00:26:46.960 --> 00:26:50.960]  你們看到這個短片嗎
[00:26:50.960 --> 00:26:52.960]  看過沒有
[00:26:52.960 --> 00:26:54.960]  你們是看過吧
[00:26:54.960 --> 00:26:57.960]  我為什麼放這個短片有什麼關係呢
[00:26:57.960 --> 00:27:00.960]  你看這個是火災
[00:27:00.960 --> 00:27:07.960]  我看之前那個媽媽為了女兒
[00:27:07.960 --> 00:27:11.960]  她是要把她丟下去
[00:27:11.960 --> 00:27:13.960]  如果這樣丟下去
[00:27:13.960 --> 00:27:16.960]  你那時候要有很大的信心
[00:27:16.960 --> 00:27:21.960]  我看你把小孩丟下去
[00:27:21.960 --> 00:27:22.960]  你敢不敢
[00:27:22.960 --> 00:27:24.960]  你應該不敢
[00:27:24.960 --> 00:27:25.960]  Hannah你敢不敢
[00:27:25.960 --> 00:27:26.960]  你應該不敢
[00:27:26.960 --> 00:27:28.960]  傻的嗎
[00:27:28.960 --> 00:27:30.960]  但是她為了什麼
[00:27:30.960 --> 00:27:32.960]  她為了救女兒
[00:27:32.960 --> 00:27:34.960]  不是她死了
[00:27:34.960 --> 00:27:36.960]  火來了
[00:27:36.960 --> 00:27:39.960]  她只是要有很大的信心
[00:27:39.960 --> 00:27:40.960]  對誰有信心
