
[00:00:00.000 --> 00:00:06.000]  首先要感激中年好師範
[00:04:10.000 --> 00:04:12.000]  兩個不是姊妹花
[00:04:12.000 --> 00:04:13.000]  我兩個都是男子漢
[00:04:13.000 --> 00:04:15.000]  閻鳳山、孫寶玲牧師
[00:04:15.000 --> 00:04:17.000]  他們不是女,他們不是痴
[00:04:17.000 --> 00:04:19.000]  他們是雄
[00:04:19.000 --> 00:04:22.000]  在印度裡有一個名字
[00:04:22.000 --> 00:04:24.000]  大家都誤解了
[00:04:24.000 --> 00:04:26.000]  應該是被禁止說
[00:04:26.000 --> 00:04:28.000]  Acha,印度話不怕
[00:04:28.000 --> 00:04:30.000]  中國人覺得差一點
[00:04:30.000 --> 00:04:34.000]  這句話,我去到印度的時候
[00:04:34.000 --> 00:04:36.000]  才知道他的真面目
[00:04:36.000 --> 00:04:38.000]  有一首聖詩,《耶穌真好》
[00:04:38.000 --> 00:04:39.000]  印度話怎麼唱呢?
[00:04:39.000 --> 00:04:41.000]  耶穌Acha He
[00:04:41.000 --> 00:04:43.000]  耶穌是Acha
[00:04:43.000 --> 00:04:45.000]  就是耶穌真好
[00:04:45.000 --> 00:04:46.000]  所以這位牧師
[00:04:46.000 --> 00:04:48.000]  一位牧師是Acha
[00:04:48.000 --> 00:04:50.000]  好牧師,你老婆是Acha老婆
[00:04:50.000 --> 00:04:52.000]  就是好老婆
[00:04:52.000 --> 00:04:54.000]  如果有老婆坐在你旁邊
[00:04:54.000 --> 00:04:55.000]  就要跟你說
[00:04:55.000 --> 00:04:59.000]  你是Acha老婆
[00:04:59.000 --> 00:05:05.000]  香港有很多印度人
[00:05:05.000 --> 00:05:10.000]  不容易找到印度僑寶寶
[00:05:10.000 --> 00:05:12.000]  在2021年的時候
[00:05:12.000 --> 00:05:14.000]  香港居民大約有
[00:05:14.000 --> 00:05:18.000]  二萬二千個印度公民
[00:05:18.000 --> 00:05:22.000]  也有一萬八千五百
[00:05:22.000 --> 00:05:25.000]  是印度裔的印度人士
[00:05:25.000 --> 00:05:27.000]  而在尼泊爾裡面的人士
[00:05:27.000 --> 00:05:34.000]  有很多,有十八萬九十四人
[00:05:34.000 --> 00:05:36.000]  而印度人裡面
[00:05:36.000 --> 00:05:40.000]  佔了百分之八十
[00:05:40.000 --> 00:05:44.000]  都是印度教徒
[00:05:44.000 --> 00:05:46.000]  今天講的經文
[00:05:46.000 --> 00:05:50.000]  是關於為什麼我們這麼重視
[00:05:50.000 --> 00:05:52.000]  要將福音帶給他們
[00:05:52.000 --> 00:05:53.000]  除非現在我來的時候
[00:05:53.000 --> 00:05:55.000]  我就教你怎麼去嚴經
[00:05:55.000 --> 00:05:57.000]  嚴經的時候我們要知道
[00:05:57.000 --> 00:05:59.000]  在什麼時候發生
[00:05:59.000 --> 00:06:01.000]  在哪個人在裡面
[00:06:01.000 --> 00:06:03.000]  那你做了什麼
[00:06:03.000 --> 00:06:07.000]  最後我就知道為什麼
[00:06:07.000 --> 00:06:09.000]  幫助我們明白聖經
[00:06:09.000 --> 00:06:10.000]  這段經文裡面
[00:06:10.000 --> 00:06:13.000]  講到保羅巴拉巴的旅程
[00:06:13.000 --> 00:06:14.000]  是什麼時候
[00:06:14.000 --> 00:06:16.000]  是第一次的旅程
[00:06:16.000 --> 00:06:17.000]  有人說應該是
[00:06:17.000 --> 00:06:20.000]  主後四十五至四十九年中間
[00:06:20.000 --> 00:06:22.000]  在哪個地方
[00:06:22.000 --> 00:06:23.000]  如果第一次旅程
[00:06:23.000 --> 00:06:25.000]  他去過很多很多的地方
[00:06:25.000 --> 00:06:28.000]  但最主要是跟保羅
[00:06:28.000 --> 00:06:30.000]  在羅馬的教會講
[00:06:30.000 --> 00:06:31.000]  他第一次旅程裡面
[00:06:31.000 --> 00:06:33.000]  他去過中亞,去過土耳其
[00:06:33.000 --> 00:06:38.000]  去過密西普斯
[00:06:38.000 --> 00:06:40.000]  塞羅牧斯
[00:06:40.000 --> 00:06:41.000]  因為這個緣故
[00:06:41.000 --> 00:06:44.000]  我見到他第一次旅程裡面
[00:06:44.000 --> 00:06:45.000]  福音傳出去
[00:06:45.000 --> 00:06:47.000]  但反應是不好的
[00:06:47.000 --> 00:06:49.000]  很多人是反對的
[00:06:49.000 --> 00:06:50.000]  為什麼
[00:06:50.000 --> 00:06:52.000]  因為猶太人當時
[00:06:52.000 --> 00:06:53.000]  不贊成
[00:06:53.000 --> 00:06:54.000]  也沒有意義
[00:06:54.000 --> 00:06:56.000]  少了耶穌才把福音帶出去
[00:06:56.000 --> 00:06:59.000]  仍然覺得猶太人優先
[00:06:59.000 --> 00:07:02.000]  不把福音帶給外邦人
[00:07:02.000 --> 00:07:04.000]  剛才我失五逆本的時候
[00:07:04.000 --> 00:07:07.000]  外邦人是解作外族人
[00:07:07.000 --> 00:07:08.000]  今天教大家
[00:07:08.000 --> 00:07:09.000]  聽到的時候
[00:07:09.000 --> 00:07:11.000]  我們要怎麼聽到
[00:07:11.000 --> 00:07:12.000]  聽到的時候
[00:07:12.000 --> 00:07:15.000]  原來我們要找key words
[00:07:15.000 --> 00:07:16.000]  我那時候原來有一年
[00:07:16.000 --> 00:07:17.000]  我讀Homoletic
[00:07:17.000 --> 00:07:20.000]  整年都是讀宣道法
[00:07:20.000 --> 00:07:21.000]  講道法
[00:07:21.000 --> 00:07:24.000]  去尋找一個重要的字
[00:07:24.000 --> 00:07:26.000]  剛才我所讀的十三章
[00:07:26.000 --> 00:07:27.000]  四十六至四十七節
[00:07:27.000 --> 00:07:29.000]  有一個字很重要
[00:07:29.000 --> 00:07:31.000]  It is necessary
[00:07:31.000 --> 00:07:34.000]  就是說我應當這個字
[00:07:34.000 --> 00:07:35.000]  我應當做什麼
[00:07:35.000 --> 00:07:38.000]  我應當將神的話語帶出去
[00:07:38.000 --> 00:07:39.000]  我應當什麼
[00:07:39.000 --> 00:07:41.000]  我應當勇敢地
[00:07:41.000 --> 00:07:43.000]  將神的話語帶出去
[00:07:43.000 --> 00:07:44.000]  我應當什麼
[00:07:44.000 --> 00:07:45.000]  我應當將神的話語
[00:07:45.000 --> 00:07:49.000]  勇敢地帶給外族
[00:07:49.000 --> 00:07:51.000]  而應當這個字
[00:07:51.000 --> 00:07:52.000]  重要的字
[00:07:52.000 --> 00:07:54.000]  第二個字重要的就是
[00:07:54.000 --> 00:07:55.000]  logos
[00:07:55.000 --> 00:07:56.000]  道
[00:07:56.000 --> 00:07:59.000]  大家都喜歡明白什麼叫道
[00:07:59.000 --> 00:08:00.000]  彌敦道
[00:08:00.000 --> 00:08:02.000]  北角英皇道
[00:08:02.000 --> 00:08:04.000]  或者那些道道道
[00:08:04.000 --> 00:08:06.000]  中間道
[00:08:06.000 --> 00:08:07.000]  道士
[00:08:07.000 --> 00:08:08.000]  不是
[00:08:08.000 --> 00:08:10.000]  這道是講話語
[00:08:10.000 --> 00:08:14.000]  這道logos是講權柄的話語
[00:08:14.000 --> 00:08:15.000]  哪些話語有權柄
[00:08:15.000 --> 00:08:17.000]  是神的話語
[00:08:17.000 --> 00:08:19.000]  神的話語講到
[00:08:19.000 --> 00:08:24.000]  要勇敢地講出來
[00:08:24.000 --> 00:08:27.000]  大家填一派
[00:08:27.000 --> 00:08:29.000]  講到有紅魚
[00:08:29.000 --> 00:08:30.000]  黃魚
[00:08:30.000 --> 00:08:31.000]  白魚
[00:08:31.000 --> 00:08:32.000]  什麼魚都好
[00:08:32.000 --> 00:08:33.000]  魚魚水
[00:08:33.000 --> 00:08:35.000]  這麼多的時候
[00:08:35.000 --> 00:08:37.000]  是湧出來
[00:08:37.000 --> 00:08:39.000]  這個情景
[00:08:39.000 --> 00:08:41.000]  就像保祿所說
[00:08:41.000 --> 00:08:43.000]  我們要很勇敢地
[00:08:43.000 --> 00:08:45.000]  將神的話語
[00:08:45.000 --> 00:08:48.000]  湧出來是難阻不住
[00:08:48.000 --> 00:08:55.000]  禁止不到
[00:08:55.000 --> 00:08:56.000]  在這個背景裡面
[00:08:56.000 --> 00:08:58.000]  有哪個人物呢
[00:08:58.000 --> 00:09:03.000]  保祿帶著提摩泰
[00:09:03.000 --> 00:09:05.000]  為什麼呢
[00:09:05.000 --> 00:09:06.000]  就是因為
[00:09:06.000 --> 00:09:08.000]  猶太人不願意
[00:09:08.000 --> 00:09:09.000]  將這個福音帶出去
[00:09:09.000 --> 00:09:11.000]  在《史道行傳》裡面
[00:09:11.000 --> 00:09:12.000]  每一卷書裡面
[00:09:12.000 --> 00:09:13.000]  都有一些金句
[00:09:13.000 --> 00:09:14.000]  我們要背
[00:09:14.000 --> 00:09:16.000]  我們要背一章第八節
[00:09:16.000 --> 00:09:19.000]  我們願意將這個福音
[00:09:19.000 --> 00:09:21.000]  不單止從猶太開始
[00:09:21.000 --> 00:09:24.000]  會去到耶路撒冷
[00:09:24.000 --> 00:09:26.000]  猶太全地
[00:09:26.000 --> 00:09:29.000]  我們會去到撒瑪利亞
[00:09:29.000 --> 00:09:32.000]  直至到地極
[00:09:32.000 --> 00:09:33.000]  這個說話
[00:09:33.000 --> 00:09:34.000]  很多人都不明白
[00:09:34.000 --> 00:09:35.000]  直至今天
[00:09:35.000 --> 00:09:37.000]  很多人不明白
[00:09:37.000 --> 00:09:38.000]  我都和很多的牧師
[00:09:38.000 --> 00:09:39.000]  去分享
[00:09:39.000 --> 00:09:42.000]  我們要將猜拳帶出去
[00:09:42.000 --> 00:09:44.000]  但我想牧師說我沒有這個負擔
[00:09:44.000 --> 00:09:46.000]  我是做崇拜牧師
[00:09:46.000 --> 00:09:48.000]  是別人選擇的
[00:09:48.000 --> 00:09:52.000]  一切人人都有份
[00:09:52.000 --> 00:09:54.000]  留下神的光
[00:09:54.000 --> 00:09:56.000]  要講
[00:09:56.000 --> 00:09:59.000]  要行
[00:09:59.000 --> 00:10:00.000]  有人不知道
[00:10:00.000 --> 00:10:02.000]  Logos這個字
[00:10:02.000 --> 00:10:03.000]  神的話語
[00:10:03.000 --> 00:10:05.000]  宣廣神的話語
[00:10:05.000 --> 00:10:06.000]  不是「講」的
[00:10:06.000 --> 00:10:07.000]  只有「講」字
[00:10:07.000 --> 00:10:11.000]  是要行動
[00:10:11.000 --> 00:10:14.000]  才可以祝福地上的人
[00:10:14.000 --> 00:10:16.000]  人願意聽到
[00:10:16.000 --> 00:10:18.000]  明白神的道的時候
[00:10:18.000 --> 00:10:20.000]  行動
[00:10:20.000 --> 00:10:25.000]  你就可以100%明白了
[00:10:25.000 --> 00:10:27.000]  我明白了100%
[00:10:27.000 --> 00:10:28.000]  只是聽到
[00:10:28.000 --> 00:10:32.000]  我明白了50%
[00:10:32.000 --> 00:10:37.000]  有言無言的見證
[00:10:37.000 --> 00:10:41.000]  我都見到很多宣教士的見證
[00:10:41.000 --> 00:10:42.000]  因為你不看到
[00:10:42.000 --> 00:10:44.000]  不將呼音帶給他們的時候
[00:10:44.000 --> 00:10:47.000]  就見到一些很悲慘的結局
[00:10:47.000 --> 00:10:48.000]  在印度教徒裡面
[00:10:48.000 --> 00:10:50.000]  最悲慘就是
[00:10:50.000 --> 00:10:51.000]  他離開世界的時候
[00:10:51.000 --> 00:10:53.000]  都不知道下一世去哪裡
[00:10:53.000 --> 00:10:54.000]  靜下輪迴
[00:10:54.000 --> 00:10:55.000]  什麼都沒有
[00:10:55.000 --> 00:10:56.000]  下次或者有輪迴
[00:10:56.000 --> 00:10:57.000]  我做狗
[00:10:57.000 --> 00:10:59.000]  或者做豬
[00:10:59.000 --> 00:11:02.000]  如果你和家人不好
[00:11:02.000 --> 00:11:03.000]  你太太不好
[00:11:03.000 --> 00:11:08.000]  你下次輪迴就做狗
[00:11:08.000 --> 00:11:13.000]  所以沒有盼望
[00:11:13.000 --> 00:11:14.000]  已經講到
[00:11:14.000 --> 00:11:15.000]  我將呼音帶出去
[00:11:15.000 --> 00:11:16.000]  因為怎麼樣
[00:11:16.000 --> 00:11:18.000]  我將這個永生的道
[00:11:18.000 --> 00:11:20.000]  介紹給他們
[00:11:20.000 --> 00:11:22.000]  這個字永生
[00:11:22.000 --> 00:11:24.000]  在希臘文裡面
[00:11:24.000 --> 00:11:25.000]  希臘文裡面講到
[00:11:25.000 --> 00:11:28.000]  su 動物園那個字一樣
[00:11:28.000 --> 00:11:29.000]  是講到生命
[00:11:29.000 --> 00:11:30.000]  但這個字是不同的
[00:11:30.000 --> 00:11:31.000]  因為動物
[00:11:31.000 --> 00:11:32.000]  我們不是動物
[00:11:32.000 --> 00:11:33.000]  我們是有靈的
[00:11:33.000 --> 00:11:34.000]  這個生命
[00:11:34.000 --> 00:11:37.000]  是叫做充實的生命
[00:11:37.000 --> 00:11:38.000]  有一間教會
[00:11:38.000 --> 00:11:40.000]  叫做豐盛生命堂
[00:11:40.000 --> 00:11:41.000]  你要明白
[00:11:41.000 --> 00:11:42.000]  這個生命是豐盛
[00:11:42.000 --> 00:11:47.000]  是叫做充實的生命
[00:11:47.000 --> 00:11:49.000]  微信之前
[00:11:49.000 --> 00:11:51.000]  那個生命是模糊模糊
[00:11:51.000 --> 00:11:52.000]  都不知道
[00:11:52.000 --> 00:11:53.000]  像模又像花
[00:11:53.000 --> 00:11:54.000]  信了之後
[00:11:54.000 --> 00:11:55.000]  我就知道
[00:11:55.000 --> 00:11:57.000]  我的生命是可以充實
[00:11:57.000 --> 00:11:59.000]  每一天都在過一個
[00:11:59.000 --> 00:12:01.000]  充實的生命
[00:12:01.000 --> 00:12:06.000]  我的生命是精彩萬分
[00:12:06.000 --> 00:12:08.000]  在這個時候
[00:12:08.000 --> 00:12:09.000]  我明白到
[00:12:09.000 --> 00:12:12.000]  原來永恆的生命
[00:12:12.000 --> 00:12:13.000]  永生
[00:12:13.000 --> 00:12:18.000]  是解作充實的生命
[00:12:18.000 --> 00:12:19.000]  在印度的時候
[00:12:19.000 --> 00:12:21.000]  我們怎樣傳呼音呢
[00:12:21.000 --> 00:12:24.000]  我們由英文班開始
[00:12:24.000 --> 00:12:26.000]  在這個地方
[00:12:26.000 --> 00:12:27.000]  太太有個學位
[00:12:27.000 --> 00:12:29.000]  是教英文的
[00:12:29.000 --> 00:12:31.000]  這班是船民
[00:12:31.000 --> 00:12:33.000]  將來都沒什麼希望
[00:12:33.000 --> 00:12:35.000]  世代代代都是做船民
[00:12:35.000 --> 00:12:36.000]  我們學英文
[00:12:36.000 --> 00:12:38.000]  就是幫遊客說
[00:12:38.000 --> 00:12:40.000]  要一元餐船你過海
[00:12:40.000 --> 00:12:41.000]  我現在可以說英文
[00:12:41.000 --> 00:12:43.000]  說two dollars
[00:12:43.000 --> 00:12:46.000]  改變他的生命
[00:12:46.000 --> 00:12:47.000]  要留下神光
[00:12:47.000 --> 00:12:50.000]  但是要發光
[00:12:50.000 --> 00:12:51.000]  光不發出去
[00:12:51.000 --> 00:12:53.000]  這個光是沒有用的
[00:12:53.000 --> 00:12:55.000]  就好像這些神的話語
[00:12:55.000 --> 00:12:57.000]  要湧流出去
[00:12:57.000 --> 00:12:59.000]  湧流出去的時候
[00:12:59.000 --> 00:13:01.000]  就說到勇敢
[00:13:01.000 --> 00:13:03.000]  有一句power
[00:13:03.000 --> 00:13:05.000]  power就是在旁邊
[00:13:05.000 --> 00:13:07.000]  帶著beside
[00:13:07.000 --> 00:13:09.000]  越唱越勇
[00:13:09.000 --> 00:13:12.000]  我越傳就越勇敢
[00:13:12.000 --> 00:13:16.000]  福音是需要磨練
[00:13:16.000 --> 00:13:18.000]  是需要實習
[00:13:18.000 --> 00:13:21.000]  你越講得多就越勇敢
[00:13:21.000 --> 00:13:22.000]  這個光
[00:13:22.000 --> 00:13:25.000]  是將人帶給光的光源
[00:13:25.000 --> 00:13:27.000]  要講到光輝
[00:13:27.000 --> 00:13:30.000]  這個光是帶給人
[00:13:30.000 --> 00:13:33.000]  可以有個充實的生命
[00:13:33.000 --> 00:13:35.000]  有光必有聖
[00:13:35.000 --> 00:13:37.000]  光影流星
[00:13:37.000 --> 00:13:38.000]  在尼泊爾
[00:13:38.000 --> 00:13:46.000]  大約在2015年的時候
[00:13:46.000 --> 00:13:48.000]  發生了差不多8級地震
[00:13:48.000 --> 00:13:50.000]  7.9級地震
[00:13:50.000 --> 00:13:53.000]  死亡有5500人
[00:13:53.000 --> 00:13:58.000]  當時很多地區的房屋都倒塌了
[00:13:58.000 --> 00:14:00.000]  但是有一件事發生
[00:14:00.000 --> 00:14:01.000]  仍然影響到今天
[00:14:01.000 --> 00:14:02.000]  有個小朋友
[00:14:02.000 --> 00:14:05.000]  在這個廢墟之間
[00:14:05.000 --> 00:14:06.000]  存在了5天
[00:14:06.000 --> 00:14:07.000]  有人問他
[00:14:07.000 --> 00:14:10.000]  為什麼你還沒離開世界
[00:14:10.000 --> 00:14:12.000]  埋沒了5天
[00:14:12.000 --> 00:14:13.000]  他說這個故事
[00:14:13.000 --> 00:14:15.000]  因為見到有光
[00:14:15.000 --> 00:14:17.000]  有光就是有希望
[00:14:17.000 --> 00:14:18.000]  有人在外面
[00:14:18.000 --> 00:14:20.000]  他聽到有聲
[00:14:20.000 --> 00:14:22.000]  所以他仍然帶著希望
[00:14:22.000 --> 00:14:25.000]  勇敢活下去
[00:14:25.000 --> 00:14:29.000]  原來光可以帶給人有希望
[00:14:29.000 --> 00:14:31.000]  留下神的光
[00:14:31.000 --> 00:14:35.000]  要勇敢去面對
[00:14:35.000 --> 00:14:37.000]  你有沒有知道
[00:14:37.000 --> 00:14:39.000]  有個說法就是
[00:14:39.000 --> 00:14:41.000]  這個世界充滿了
[00:14:41.000 --> 00:14:43.000]  有些弱勢的女童
[00:14:43.000 --> 00:14:44.000]  在世界中
[00:14:44.000 --> 00:14:50.000]  她面對很多不義的事情
[00:14:50.000 --> 00:14:53.000]  原來在印度有很多小師傅
[00:14:53.000 --> 00:14:57.000]  16歲之前就嫁人
[00:14:57.000 --> 00:14:59.000]  16歲之前就嫁人
[00:14:59.000 --> 00:15:11.000]  他們一生開始面對很多弱勢女童
[00:15:11.000 --> 00:15:14.000]  我見客了
[00:15:14.000 --> 00:15:16.000]  面對這些事情的時候
[00:15:16.000 --> 00:15:21.000]  我們要勇敢面對黑暗
[00:15:21.000 --> 00:15:24.000]  很多人在黑暗裡沒有希望
[00:15:24.000 --> 00:15:27.000]  海外生活是需要適應的
[00:15:27.000 --> 00:15:29.000]  所以我們要面對很多困難
[00:15:29.000 --> 00:15:32.000]  我記得我回教會的時候
[00:15:32.000 --> 00:15:35.000]  我就很不喜歡一個叫Mrs. Paul
[00:15:35.000 --> 00:15:37.000]  因為每一次見我的時候
[00:15:37.000 --> 00:15:38.000]  他跟我太太說
[00:15:38.000 --> 00:15:40.000]  人肉錄音機Sam
[00:15:40.000 --> 00:15:42.000]  Your Hindi is very poor
[00:15:42.000 --> 00:15:44.000]  他說你印度話講得很差
[00:15:44.000 --> 00:15:46.000]  我見他第一次就笑了一下
[00:15:46.000 --> 00:15:49.000]  第二次人肉錄音機又來了
[00:15:49.000 --> 00:15:50.000]  第三次是這樣的
[00:15:50.000 --> 00:15:51.000]  第四次是這樣的
[00:15:51.000 --> 00:15:53.000]  第五次我就坐在後面
[00:15:53.000 --> 00:15:59.000]  第六次我就瞄他在後面
[00:15:59.000 --> 00:16:00.000]  他告訴我太太
[00:16:00.000 --> 00:16:02.000]  我是鼓勵Sam
[00:16:02.000 --> 00:16:05.000]  叫「印式鼓勵」
[00:16:05.000 --> 00:16:08.000]  什麼「再次一再附勇」
[00:16:08.000 --> 00:16:10.000]  忘了我是中國奶奶
[00:16:10.000 --> 00:16:11.000]  是這樣的
[00:16:11.000 --> 00:16:12.000]  你很醜
[00:16:12.000 --> 00:16:14.000]  你化多點妝吧
[00:16:14.000 --> 00:16:15.000]  但是不會
[00:16:15.000 --> 00:16:17.000]  你真的做得不好
[00:16:17.000 --> 00:16:18.000]  你考試考第二
[00:16:18.000 --> 00:16:20.000]  你應該考第一
[00:16:20.000 --> 00:16:22.000]  這樣去鼓勵我
[00:16:22.000 --> 00:16:24.000]  我在美國這麼多年
[00:16:24.000 --> 00:16:26.000]  你肥了老F
[00:16:26.000 --> 00:16:27.000]  人家都說
[00:16:27.000 --> 00:16:29.000]  Well done
[00:16:29.000 --> 00:16:36.000]  我不知道
[00:16:36.000 --> 00:16:38.000]  我娶了一個合女
[00:16:38.000 --> 00:16:40.000]  那種事情
[00:16:40.000 --> 00:16:43.000]  婚姻的生活開始有很大的變化
[00:16:43.000 --> 00:16:45.000]  什麼時候見到不義的時候
[00:16:45.000 --> 00:16:46.000]  這個合女會出現
[00:16:46.000 --> 00:16:48.000]  印度這麼多不義的事情
[00:16:48.000 --> 00:16:50.000]  她就會出現出來
[00:16:50.000 --> 00:16:52.000]  我娶了太太之後
[00:16:52.000 --> 00:16:53.000]  在芝加哥
[00:16:53.000 --> 00:16:54.000]  第一件事情我發現了
[00:16:54.000 --> 00:16:56.000]  我真的娶過一個合女
[00:16:56.000 --> 00:16:57.000]  我住的城市
[00:16:57.000 --> 00:16:58.000]  全部都是黑人
[00:16:58.000 --> 00:17:00.000]  我唯一是中國人
[00:17:00.000 --> 00:17:01.000]  我太太唯一是白人
[00:17:01.000 --> 00:17:02.000]  有一次在外面
[00:17:02.000 --> 00:17:03.000]  見到一個墨西哥人
[00:17:03.000 --> 00:17:05.000]  打她的女朋友
[00:17:05.000 --> 00:17:06.000]  或者是她的太太
[00:17:06.000 --> 00:17:08.000]  我太太見到這件事情發生的時候
[00:17:08.000 --> 00:17:10.000]  中國人會怎樣
[00:17:10.000 --> 00:17:11.000]  快點走
[00:17:11.000 --> 00:17:12.000]  不然你走過去
[00:17:12.000 --> 00:17:13.000]  攔住她
[00:17:13.000 --> 00:17:15.000]  不讓她打她
[00:17:15.000 --> 00:17:16.000]  這個男人
[00:17:16.000 --> 00:17:18.000]  胸大又猛
[00:17:18.000 --> 00:17:19.000]  又大又高
[00:17:19.000 --> 00:17:20.000]  打了我太太
[00:17:20.000 --> 00:17:21.000]  我太太當然不讓她打
[00:17:21.000 --> 00:17:22.000]  我就走了
[00:17:22.000 --> 00:17:24.000]  短跑見證即是
[00:17:24.000 --> 00:17:26.000]  男追女很容易
[00:17:26.000 --> 00:17:27.000]  女追男就很困難
[00:17:27.000 --> 00:17:29.000]  男追女一追到她的時候
[00:17:29.000 --> 00:17:30.000]  她第一件事就說
[00:17:30.000 --> 00:17:32.000]  我先生是牧師
[00:17:32.000 --> 00:17:34.000]  你可不可以代討試汗
[00:17:36.000 --> 00:17:38.000]  我又想一想
[00:17:38.000 --> 00:17:40.000]  我究竟有什麼代討試汗呢
[00:17:40.000 --> 00:17:41.000]  你想一想
[00:17:41.000 --> 00:17:42.000]  那邊打的女人
[00:17:42.000 --> 00:17:43.000]  就拉走了她
[00:17:43.000 --> 00:17:44.000]  所以記得代討試汗
[00:17:44.000 --> 00:17:46.000]  可以救你一命的
[00:17:46.000 --> 00:17:53.000]  在印度裡面
[00:17:53.000 --> 00:17:54.000]  有一次
[00:17:54.000 --> 00:17:55.000]  也見到
[00:17:55.000 --> 00:17:56.000]  太太見到
[00:17:56.000 --> 00:17:57.000]  有一個西蚊仔
[00:17:57.000 --> 00:17:58.000]  被印度人打
[00:17:58.000 --> 00:18:00.000]  她又不斷地攔住他
