
[00:00:00.000 --> 00:00:04.000]  今日跟大家來思想的題目是
[00:09:12.000 --> 00:09:14.000]  教會七十多年了
[00:09:14.000 --> 00:09:17.000]  一共分享多少的錢
[00:09:17.000 --> 00:09:19.000]  多少的人力物力
[00:09:19.000 --> 00:09:21.000]  多少的時間出去呢
[00:09:21.000 --> 00:09:23.000]  假設這間堂
[00:09:23.000 --> 00:09:26.000]  現在只不過是七層八層
[00:09:26.000 --> 00:09:28.000]  分享出去這麼多年的
[00:09:28.000 --> 00:09:32.000]  我想應該十八層都有吧
[00:09:32.000 --> 00:09:33.000]  有沒有呀
[00:09:33.000 --> 00:09:35.000]  應該不止吧
[00:09:35.000 --> 00:09:37.000]  應該一定有
[00:09:37.000 --> 00:09:41.000]  應該十八層樓這麼多的金錢
[00:09:41.000 --> 00:09:43.000]  那我們就沒有了
[00:09:43.000 --> 00:09:45.000]  本來有十八層樓
[00:09:45.000 --> 00:09:47.000]  現在沒有了十八層樓
[00:09:47.000 --> 00:09:48.000]  是不是沒有呢
[00:09:48.000 --> 00:09:50.000]  大家是不是想要十八層呢
[00:09:50.000 --> 00:09:51.000]  十九層呢
[00:09:51.000 --> 00:09:52.000]  可以的
[00:09:52.000 --> 00:09:54.000]  只要你肯要的時候
[00:09:54.000 --> 00:09:56.000]  上帝就厚賜給你
[00:09:56.000 --> 00:09:58.000]  你們就懂得
[00:09:58.000 --> 00:10:00.000]  既然上帝厚賜給我們
[00:10:00.000 --> 00:10:02.000]  我們就懂得去分享
[00:10:02.000 --> 00:10:04.000]  一個人懂不懂得
[00:10:04.000 --> 00:10:06.000]  施比受更為有福
[00:10:06.000 --> 00:10:08.000]  明白主的道
[00:10:08.000 --> 00:10:13.000]  就看看教會的奉獻就知道了
[00:10:13.000 --> 00:10:16.000]  信耶穌的人和不信耶穌的人
[00:10:16.000 --> 00:10:18.000]  對錢財的看法
[00:10:18.000 --> 00:10:20.000]  對奉獻的看法
[00:10:20.000 --> 00:10:23.000]  是截然不同的
[00:10:23.000 --> 00:10:26.000]  其實我們和那些不信耶穌的人
[00:10:26.000 --> 00:10:28.000]  常常都有神學辯論的
[00:10:28.000 --> 00:10:30.000]  所以叫做試井神學
[00:10:30.000 --> 00:10:32.000]  你不要以為那些不讀神學的人
[00:10:32.000 --> 00:10:34.000]  不信耶穌的人不懂得神學
[00:10:34.000 --> 00:10:36.000]  他們懂得神學的
[00:10:36.000 --> 00:10:40.000]  我們間中討論神學問題的
[00:10:40.000 --> 00:10:43.000]  我記得我小時候就回教會
[00:10:43.000 --> 00:10:46.000]  回教會就學祈禱
[00:10:46.000 --> 00:10:48.000]  那時候沒有那麼多人信耶穌
[00:10:48.000 --> 00:10:50.000]  我在鄉村信耶穌
[00:10:50.000 --> 00:10:53.000]  信耶穌是一件很大的事
[00:10:53.000 --> 00:10:54.000]  如果你信了耶穌
[00:10:54.000 --> 00:10:58.000]  就馬上被人叫你耶穌仔
[00:10:58.000 --> 00:11:00.000]  所以叫你耶穌仔
[00:11:00.000 --> 00:11:02.000]  整個村子知道你信耶穌
[00:11:02.000 --> 00:11:03.000]  真的不行
[00:11:03.000 --> 00:11:05.000]  所以盯著他
[00:11:05.000 --> 00:11:07.000]  不讓別人知道
[00:11:07.000 --> 00:11:09.000]  導師當然教我們
[00:11:09.000 --> 00:11:11.000]  第一件事要教的是什麼呢
[00:11:11.000 --> 00:11:12.000]  當然不是奉獻
[00:11:12.000 --> 00:11:13.000]  教什麼呢
[00:11:13.000 --> 00:11:14.000]  教祈禱
[00:11:14.000 --> 00:11:15.000]  你叫祈禱
[00:11:15.000 --> 00:11:17.000]  哪裡敢公開祈禱
[00:11:17.000 --> 00:11:18.000]  吃飯祈禱
[00:11:18.000 --> 00:11:20.000]  更加不敢
[00:11:20.000 --> 00:11:23.000]  一班團友就祈禱了
[00:11:23.000 --> 00:11:24.000]  鬼那麼長
[00:11:24.000 --> 00:11:27.000]  但如果不是自己人
[00:11:27.000 --> 00:11:29.000]  要祈禱就很短
[00:11:29.000 --> 00:11:30.000]  三秒鐘
[00:11:30.000 --> 00:11:32.000]  你試一下
[00:11:32.000 --> 00:11:35.000]  你在家裡祈禱可以很長
[00:11:35.000 --> 00:11:36.000]  你見到你的上司
[00:11:36.000 --> 00:11:39.000]  或者你開會
[00:11:39.000 --> 00:11:40.000]  吃飯
[00:11:40.000 --> 00:11:42.000]  你見到高層
[00:11:42.000 --> 00:11:45.000]  你如果真的很虔誠祈禱
[00:11:45.000 --> 00:11:46.000]  我很佩服你
[00:11:46.000 --> 00:11:47.000]  你就知道什麼叫
[00:11:47.000 --> 00:11:49.000]  施比受更為有福
[00:11:49.000 --> 00:11:52.000]  你就見證著神對你的施恩
[00:11:52.000 --> 00:11:54.000]  見證著施比受更為有福
[00:11:54.000 --> 00:11:57.000]  因為你懂得感恩禱告
[00:11:57.000 --> 00:11:59.000]  所以我就學祈禱
[00:11:59.000 --> 00:12:00.000]  很大膽
[00:12:00.000 --> 00:12:02.000]  首先在家裡祈禱
[00:12:02.000 --> 00:12:03.000]  祈禱的時候
[00:12:03.000 --> 00:12:04.000]  媽媽就罵
[00:12:04.000 --> 00:12:05.000]  臭小子
[00:12:05.000 --> 00:12:06.000]  是我給你吃的
[00:12:06.000 --> 00:12:08.000]  為什麼你感謝耶穌
[00:12:08.000 --> 00:12:10.000]  所以信耶穌
[00:12:10.000 --> 00:12:11.000]  不同信耶穌的人
[00:12:11.000 --> 00:12:13.000]  看法是不一樣的
[00:12:13.000 --> 00:12:14.000]  對金錢
[00:12:14.000 --> 00:12:15.000]  對萬物的來源
[00:12:15.000 --> 00:12:17.000]  看法不一樣
[00:12:17.000 --> 00:12:19.000]  我們知道是媽媽給的
[00:12:19.000 --> 00:12:21.000]  我們知道是媽媽
[00:12:21.000 --> 00:12:23.000]  煮飯給我吃
[00:12:23.000 --> 00:12:25.000]  當然應該多說一句
[00:12:25.000 --> 00:12:27.000]  媽媽多謝你
[00:12:27.000 --> 00:12:28.000]  多謝神
[00:12:28.000 --> 00:12:30.000]  上帝都給你恩典
[00:12:30.000 --> 00:12:31.000]  給你健康
[00:12:31.000 --> 00:12:33.000]  所以你都有萬物
[00:12:33.000 --> 00:12:35.000]  當然後面那些不接受
[00:12:35.000 --> 00:12:36.000]  但我們接受
[00:12:36.000 --> 00:12:38.000]  所以我們才感謝
[00:12:38.000 --> 00:12:41.000]  神你賜一餐給我吃
[00:12:41.000 --> 00:12:43.000]  當我們收到糧的時候
[00:12:43.000 --> 00:12:45.000]  我們奉獻
[00:12:45.000 --> 00:12:46.000]  奉獻的時候
[00:12:46.000 --> 00:12:48.000]  不信的媽媽
[00:12:48.000 --> 00:12:50.000]  不信的配偶
[00:12:50.000 --> 00:12:53.000]  為什麼拿這麼少回來
[00:12:53.000 --> 00:12:55.000]  是這麼多的
[00:12:55.000 --> 00:12:57.000]  好像你給教會很多
[00:12:57.000 --> 00:12:59.000]  她又覺得你給教會很多
[00:12:59.000 --> 00:13:01.000]  給回家裡又很少
[00:13:01.000 --> 00:13:03.000]  因為其實你家裡很多
[00:13:03.000 --> 00:13:04.000]  她都覺得不滿足
[00:13:04.000 --> 00:13:06.000]  因為你給了十分一
[00:13:06.000 --> 00:13:07.000]  當然是多
[00:13:07.000 --> 00:13:09.000]  所以覺得很多
[00:13:09.000 --> 00:13:12.000]  所以信主的人
[00:13:12.000 --> 00:13:13.000]  和不信主的人
[00:13:13.000 --> 00:13:15.000]  是有一個形式
[00:13:15.000 --> 00:13:17.000]  神恩惠的道
[00:13:17.000 --> 00:13:19.000]  恩賜的道
[00:13:19.000 --> 00:13:20.000]  你都給過我們
[00:13:20.000 --> 00:13:22.000]  所以我們懂得去感恩
[00:13:22.000 --> 00:13:24.000]  所以希望大家
[00:13:24.000 --> 00:13:27.000]  繼續領受神給你的恩惠
[00:13:27.000 --> 00:13:28.000]  救贖的道
[00:13:28.000 --> 00:13:32.000]  你就繼續學校神
[00:13:32.000 --> 00:13:34.000]  繼續懂得去感恩
[00:13:34.000 --> 00:13:36.000]  懂得去分享
[00:13:36.000 --> 00:13:37.000]  第二
[00:13:37.000 --> 00:13:40.000]  保羅知道施比壽更為有福
[00:13:40.000 --> 00:13:43.000]  不單止是從神領受
[00:13:43.000 --> 00:13:44.000]  一切的恩典
[00:13:44.000 --> 00:13:45.000]  包括救恩
[00:13:45.000 --> 00:13:46.000]  包括萬物
[00:13:46.000 --> 00:13:49.000]  就知道是要幫助人
[00:13:49.000 --> 00:13:51.000]  才能夠實踐到
[00:13:51.000 --> 00:13:54.000]  施比壽更為有福
[00:13:54.000 --> 00:13:56.000]  保羅年少有為
[00:13:56.000 --> 00:13:59.000]  他年輕的時候
[00:13:59.000 --> 00:14:03.000]  他就已經很有權力
[00:14:03.000 --> 00:14:05.000]  並且他屬於鷹派
[00:14:05.000 --> 00:14:06.000]  他做事
[00:14:06.000 --> 00:14:07.000]  總之是反對我的人
[00:14:07.000 --> 00:14:09.000]  就和你作對到底
[00:14:09.000 --> 00:14:13.000]  就和你糾纏到底
[00:14:13.000 --> 00:14:15.000]  糾纏到要勝過你為止
[00:14:15.000 --> 00:14:19.000]  所以保羅是一個很鷹派的人
[00:14:19.000 --> 00:14:22.000]  他要迫害那些信徒
[00:14:22.000 --> 00:14:24.000]  全部要離開耶路撒冷
[00:14:24.000 --> 00:14:28.000]  使耶路撒冷只有猶太信徒
[00:14:28.000 --> 00:14:30.000]  不准有基督徒
[00:14:30.000 --> 00:14:31.000]  所以迫害那些基督徒
[00:14:31.000 --> 00:14:33.000]  基督徒就四散
[00:14:33.000 --> 00:14:34.000]  就走到安提柯
[00:14:34.000 --> 00:14:37.000]  安提柯就變成基督徒
[00:14:37.000 --> 00:14:38.000]  迫害費利
[00:14:38.000 --> 00:14:40.000]  費利走到一個曠野
[00:14:40.000 --> 00:14:42.000]  曠野裏面就遇到
[00:14:42.000 --> 00:14:44.000]  埃提瓦伯的太監
[00:14:44.000 --> 00:14:46.000]  向埃提瓦伯的太監
[00:14:46.000 --> 00:14:48.000]  今日的埃塞俄比亞
[00:14:48.000 --> 00:14:50.000]  所以返到去埃塞俄比亞
[00:14:50.000 --> 00:14:52.000]  埃塞俄比亞就成為一個
[00:14:52.000 --> 00:14:55.000]  很多信徒的教會
[00:14:55.000 --> 00:14:58.000]  所以保羅就不擇手段
[00:14:58.000 --> 00:15:00.000]  來迫害信徒
[00:15:00.000 --> 00:15:04.000]  要離開耶路撒冷
[00:15:04.000 --> 00:15:07.000]  迫害本來都不是很大件事
[00:15:07.000 --> 00:15:08.000]  並且不夠
[00:15:08.000 --> 00:15:15.000]  還要行使律法上授權給那些信徒
[00:15:15.000 --> 00:15:19.000]  可以用石頭來對待那些信耶穌的人
[00:15:19.000 --> 00:15:24.000]  結果屍體板就被石頭扔死了
[00:15:24.000 --> 00:15:29.000]  結果神又是真的很有恩典
[00:15:29.000 --> 00:15:31.000]  這個這麼惡的人
[00:15:31.000 --> 00:15:32.000]  這個這麼壞的人
[00:15:32.000 --> 00:15:34.000]  這個這麼熱心的人
[00:15:34.000 --> 00:15:37.000]  神仍然不是向他報復
[00:15:37.000 --> 00:15:40.000]  神仍然向他施恩
[00:15:40.000 --> 00:15:44.000]  所以今日我們旁邊很多敵對基督徒的人
[00:15:44.000 --> 00:15:45.000]  對他們沒有放棄
[00:15:45.000 --> 00:15:48.000]  神一定要向他們施恩
[00:15:48.000 --> 00:15:50.000]  一定要將恩典給他們
[00:15:50.000 --> 00:15:54.000]  所以你們要繼續行使神給你的恩惠
[00:15:54.000 --> 00:15:55.000]  施比受更有福
[00:15:55.000 --> 00:15:57.000]  把福音傳給他們
[00:15:57.000 --> 00:15:58.000]  不論他取笑你
[00:15:58.000 --> 00:15:59.000]  不論他拒絕你
[00:15:59.000 --> 00:16:01.000]  不論他不聽你
[00:16:01.000 --> 00:16:02.000]  令到你難堪
[00:16:02.000 --> 00:16:06.000]  你繼續的施比受更為有福
[00:16:06.000 --> 00:16:11.000]  所以保羅結果就在大馬式裡面悔改
[00:16:11.000 --> 00:16:12.000]  他悔改之後
[00:16:12.000 --> 00:16:13.000]  他就靜思
[00:16:13.000 --> 00:16:15.000]  就去了曠野三年
[00:16:15.000 --> 00:16:18.000]  結果他被主呼召
[00:16:18.000 --> 00:16:19.000]  要出來傳福音
[00:16:19.000 --> 00:16:20.000]  要出來傳道
[00:16:20.000 --> 00:16:22.000]  要做外邦人的仕途
[00:16:22.000 --> 00:16:25.000]  就很想加入教會
[00:16:25.000 --> 00:16:27.000]  就是教會的重要性
[00:16:27.000 --> 00:16:28.000]  一定要入教會
[00:16:28.000 --> 00:16:30.000]  一定要入耶路撒冷教會
[00:16:30.000 --> 00:16:32.000]  成為教會的一份子
[00:16:32.000 --> 00:16:35.000]  所以沒有一個人是不屬於教會的
[00:16:35.000 --> 00:16:37.000]  我們是教會的弟兄姊妹
[00:16:37.000 --> 00:16:39.000]  我們要做這麼多的工作
[00:16:39.000 --> 00:16:40.000]  施恩的工作
[00:16:40.000 --> 00:16:44.000]  這麼多百萬億萬的工作
[00:16:44.000 --> 00:16:45.000]  是不是大家要屬於教會
[00:16:45.000 --> 00:16:46.000]  愛教會
[00:16:46.000 --> 00:16:47.000]  奉獻教會
[00:16:47.000 --> 00:16:48.000]  侍奉教會
[00:16:48.000 --> 00:16:49.000]  使教會壯大
[00:16:49.000 --> 00:16:50.000]  使教會成長
[00:16:50.000 --> 00:16:51.000]  使教會堅固
[00:16:51.000 --> 00:16:52.000]  使教會健康
[00:16:52.000 --> 00:16:55.000]  我們就能夠做更多更多
[00:16:55.000 --> 00:16:57.000]  服侍更多的人
[00:16:57.000 --> 00:17:00.000]  施恩給更多的人
[00:17:00.000 --> 00:17:02.000]  保羅在大馬式悔改之後
[00:17:02.000 --> 00:17:06.000]  他就想加入耶路撒冷教會
[00:17:06.000 --> 00:17:11.000]  這個人究竟是真是假
[00:17:11.000 --> 00:17:13.000]  以前公開迫害
[00:17:13.000 --> 00:17:16.000]  現在是不是要做臥底
[00:17:16.000 --> 00:17:18.000]  那些人接不接受他呢?
[00:17:18.000 --> 00:17:20.000]  當然不接受
[00:17:20.000 --> 00:17:22.000]  他打死了屍體犯
[00:17:22.000 --> 00:17:24.000]  我還有一個親戚
[00:17:24.000 --> 00:17:27.000]  他還在坐輪椅
[00:17:27.000 --> 00:17:28.000]  還有一個親戚
[00:17:28.000 --> 00:17:30.000]  打到癱瘓了
[00:17:30.000 --> 00:17:33.000]  還沒有痊癒
[00:17:33.000 --> 00:17:35.000]  還有一些被他迫害
