
[00:00:00.000 --> 00:00:04.640]  用了差不多半年時間和大家思考《約翰福音》七個神蹟
[00:03:13.760 --> 00:03:18.520]  從自畫像的角度去代入這個樣幅
[00:03:18.520 --> 00:03:21.240]  從自畫像去代入一個約翰福音
[00:03:21.240 --> 00:03:24.440]  我們可以看到不同的人對耶穌有不同的描繪
[00:03:24.440 --> 00:03:26.640]  我們可以看到不同的人對耶穌有不同的描繪
[00:03:26.640 --> 00:03:29.360]  即使耶穌身邊的十二個門徒
[00:03:29.360 --> 00:03:31.720]  就算是耶穌身邊的十二個門徒
[00:03:31.720 --> 00:03:33.200]  他們都有不同的看法
[00:03:33.200 --> 00:03:34.440]  他們也有不同的看法
[00:03:34.440 --> 00:03:39.640]  大家都將自己的理解或者投射在耶穌的身上
[00:03:39.640 --> 00:03:43.280]  大家都將自己的理解或者投射在耶穌的身上
[00:03:43.280 --> 00:03:44.640]  同一位耶穌
[00:03:44.640 --> 00:03:45.360]  同一個耶穌
[00:03:45.360 --> 00:03:47.200]  有些門徒稱祂為基督
[00:03:47.200 --> 00:03:49.000]  有一些門徒稱祂為基督
[00:03:49.000 --> 00:03:51.760]  他的同鄉稱祂為木匠的兒子
[00:03:51.760 --> 00:03:53.800]  他的同鄉稱祂為木匠的兒子
[00:03:53.800 --> 00:03:56.120]  猶太人稱祂為被鬼附
[00:03:56.120 --> 00:03:57.560]  猶太人稱祂為被鬼附
[00:03:57.560 --> 00:04:00.080]  羅馬政府就試去顛覆政府
[00:04:00.080 --> 00:04:01.560]  羅馬政府就試去顛覆政府
[00:04:01.560 --> 00:04:03.680]  到底哪一幅圖畫才是真的呢?
[00:04:03.680 --> 00:04:06.080]  到底哪一幅圖畫才是真的呢?
[00:04:06.080 --> 00:04:12.680]  在《約翰福音》裡面,耶穌親自有七幅自畫像描述祂自己
[00:04:12.680 --> 00:04:17.160]  在《約翰福音》裡面,有七幅自畫像描述祂自己
[00:04:17.160 --> 00:04:19.720]  在《約翰福音》裡面,有七幅自畫像描述祂自己
[00:04:19.720 --> 00:04:22.600]  剛剛有提到,每行完一個神蹟
[00:04:22.600 --> 00:04:24.440]  祂就有一篇長的講論
[00:04:24.440 --> 00:04:26.160]  祂就有一篇長的講論
[00:04:26.160 --> 00:04:27.760]  祂就說「我是什麼什麼」
[00:04:27.760 --> 00:04:29.160]  祂就說「我是什麼什麼」
[00:04:29.160 --> 00:04:32.600]  這七句的片語都是用「我是」作為一個開始
[00:04:32.600 --> 00:04:35.440]  這七句的片語都是用「我是」作為一個開始
[00:04:35.440 --> 00:04:38.120]  包括今天講的「我是生命的糧」
[00:04:38.120 --> 00:04:40.480]  包括今天講的「我是生命的糧」
[00:04:40.480 --> 00:04:43.280]  接下來我們會講的是「世界的光」
[00:04:43.280 --> 00:04:46.360]  接下來我們會說到的是「我是世界的光」
[00:04:46.360 --> 00:04:47.600]  「我是羊的門」
[00:04:47.600 --> 00:04:48.640]  「我是羊的門」
[00:04:48.640 --> 00:04:49.600]  「我是好木人」
[00:04:49.600 --> 00:04:50.480]  「我是好木人」
[00:04:50.480 --> 00:04:51.680]  「我是復活」
[00:04:51.680 --> 00:04:52.480]  「我是復活」
[00:04:52.480 --> 00:04:54.040]  「我是道路真理生命」
[00:04:54.040 --> 00:04:55.400]  「我是道路真理生命」
[00:04:55.400 --> 00:04:57.040]  「我是真葡萄樹」
[00:04:57.040 --> 00:04:58.920]  「還有我是真葡萄樹」
[00:04:58.920 --> 00:05:02.520]  到底「我是」這個字,我們怎樣了解呢?
[00:05:02.520 --> 00:05:04.320]  到底「我是」這個字,我們怎樣了解呢?
[00:05:04.320 --> 00:05:09.160]  這個字,大家知道是非常獨特在聖經的使用
[00:05:09.160 --> 00:05:12.960]  大家知道「我是」這個字在聖經裡面是十分獨特的
[00:05:12.960 --> 00:05:14.560]  特別是在舊約聖經裡面
[00:05:14.560 --> 00:05:19.320]  上帝多次用「我是」作為自我啟示的描述
[00:05:19.320 --> 00:05:21.160]  特別是在舊約聖經裡面
[00:05:21.160 --> 00:05:25.240]  上帝常常多次用「我是」來表達祂的身分和旗幟
[00:05:25.240 --> 00:05:32.680]  當上帝在河列山著火的荊棘向摩西顯示的時候
[00:05:32.680 --> 00:05:40.480]  當上帝在河列山著火的荊棘向摩西顯示的時候
[00:05:40.480 --> 00:05:43.800]  祂說「我是你父親的神,阿伯拉罕的神」
[00:05:43.800 --> 00:05:47.360]  祂說「我是你父親的神,阿伯拉罕的神」
[00:05:47.360 --> 00:05:50.680]  摩西就問上帝「你叫什麼名字?」
[00:05:50.680 --> 00:05:53.360]  「讓我回去跟以色列人介紹你」
[00:05:53.360 --> 00:05:56.200]  當摩西問上帝「你叫什麼名字?」
[00:05:56.200 --> 00:05:59.560]  「好,讓我回去跟以色列人介紹你」
[00:05:59.560 --> 00:06:02.880]  上帝就給了摩西一個非常耐人尋味
[00:06:02.880 --> 00:06:05.840]  上帝就給了摩西一個非常耐人尋味
[00:06:05.840 --> 00:06:08.760]  但是又充滿了神學意義的一個名字
[00:06:08.760 --> 00:06:11.160]  但是又充滿了神學意義的一個答案
[00:06:11.160 --> 00:06:13.760]  祂說「我就是我,我是自有永有」
[00:06:13.760 --> 00:06:16.120]  祂說「我就是我,我是自有永有」
[00:06:16.120 --> 00:06:19.800]  中文聖經是翻譯成「我是自有永有」
[00:06:19.800 --> 00:06:22.560]  中文聖經裡面翻譯是「我是自有永有」
[00:06:22.560 --> 00:06:25.960]  如果接近原文的翻譯就說「我就是我」
[00:06:25.960 --> 00:06:29.080]  但是接近原文翻譯的話就是說「我是我」
[00:06:29.080 --> 00:06:32.080]  祂不需要介紹我就是我,不需要有名字
[00:06:32.080 --> 00:06:35.440]  祂的意思就是說「我就是我,不需要有名字」
[00:06:35.440 --> 00:06:39.000]  所以我講十誡的時候,我提過上帝是沒有名字的
[00:06:39.000 --> 00:06:42.720]  所以我談論到十誡的時候,上帝是沒有名字的
[00:06:42.720 --> 00:06:46.200]  今天我們所用的「耶和華」這個字是一個發音
[00:06:46.200 --> 00:06:49.040]  今天我們用到「耶和華」其實是一個發音而已
[00:06:49.040 --> 00:06:52.760]  在《易策書》裡面,上帝也曾經這樣安慰祂的子民
[00:06:52.760 --> 00:06:56.320]  在《以賽亞書》裡面,上帝也這樣安慰祂的子民
[00:06:56.320 --> 00:06:59.240]  祂說「是我親自安慰了你」
[00:06:59.240 --> 00:07:01.320]  祂說「是我,是我親自安慰了你」
[00:07:01.320 --> 00:07:04.320]  當然每個人都可以說「我是XX,我是XX」
[00:07:04.320 --> 00:07:06.960]  當然每個人都可以說「我是XX,我是XX」
[00:07:06.960 --> 00:07:09.320]  但是在聖經裡面一貫的用詞
[00:07:09.320 --> 00:07:11.920]  「我是」是指上帝的自我啟示
[00:07:11.920 --> 00:07:16.160]  但是在聖經裡面一貫用詞「我是」是上帝一個啟示
[00:07:16.160 --> 00:07:19.240]  所以當耶穌說「我是生命的糧」的時候
[00:07:19.240 --> 00:07:20.680]  是一種自我啟示
[00:07:20.680 --> 00:07:24.680]  所以當耶穌說「我是生命的糧」是一種自我啟示
[00:07:24.680 --> 00:07:30.200]  今天第一個自畫像是講耶穌說「我是生命的糧」
[00:07:30.200 --> 00:07:34.760]  今天第一個自畫像是耶穌說「我是生命的糧」
[00:07:34.760 --> 00:07:38.760]  大家都知道事件是發生在五餅二魚神蹟
[00:07:38.760 --> 00:07:42.320]  和耶穌禮海兩個神蹟之後
[00:07:42.320 --> 00:07:46.520]  大家都知道這件事情是發生在耶穌行完五餅二魚
[00:07:46.520 --> 00:07:50.520]  跟祂在海上行走的神蹟之後
[00:07:50.520 --> 00:07:55.000]  當然那些群眾因為有一次的免費午餐吃飽了
[00:07:55.000 --> 00:07:58.280]  當然那些群眾有一頓免費午餐吃飽了
[00:07:58.280 --> 00:08:00.760]  他們就跟著耶穌
[00:08:00.760 --> 00:08:05.040]  希望可以有免費的午餐供應
[00:08:05.040 --> 00:08:07.720]  希望有第二餐免費的午餐供應
[00:08:07.720 --> 00:08:09.680]  耶穌就很感慨問
[00:08:09.680 --> 00:08:12.240]  為什麼這些人的眼光這麼短小呢?
[00:08:12.240 --> 00:08:14.120]  耶穌就非常感慨的問
[00:08:14.120 --> 00:08:16.440]  為什麼這些人眼光這麼短小
[00:08:16.440 --> 00:08:19.720]  你們來追隨我原來只是為了吃飯而已
[00:08:19.720 --> 00:08:22.960]  就是說你們來追求我原來是為了填飽肚子
[00:08:22.960 --> 00:08:25.320]  我們中國人說「有奶便是糧」
[00:08:25.320 --> 00:08:27.640]  我們中國人說「有奶便是糧」
[00:08:27.640 --> 00:08:31.360]  如果將來有另一個信仰能夠填飽你的肚子
[00:08:31.360 --> 00:08:34.440]  那如果萬一後來有一個信仰可以填飽你的肚子
[00:08:34.440 --> 00:08:36.040]  那你就信那個信仰
[00:08:36.040 --> 00:08:37.080]  那你就信那個信仰
[00:08:37.080 --> 00:08:40.440]  這些追求信仰的心態非常有問題
[00:08:40.440 --> 00:08:43.240]  那這種追求信仰的心態是非常有問題的
[00:08:43.240 --> 00:08:45.880]  所以耶穌就很不客氣對群眾這樣說
[00:08:45.880 --> 00:08:48.080]  所以耶穌就非常不客氣的對群眾說
[00:08:48.080 --> 00:08:49.720]  請世澈讀出來
[00:08:49.720 --> 00:08:51.720]  我實實在在的告訴你們
[00:08:51.720 --> 00:08:55.160]  你們找我並不是因奸惡神蹟
[00:08:55.160 --> 00:08:57.880]  乃是因吃餅得飽
[00:08:57.880 --> 00:09:02.280]  不要為那壁壞的食物勞力
[00:09:02.280 --> 00:09:05.280]  要為那存到永遠的食物勞力
[00:09:05.280 --> 00:09:07.280]  就是人子要賜給你們的
[00:09:07.280 --> 00:09:11.400]  因為人子就是父神所印證的
[00:09:11.400 --> 00:09:13.880]  我們要小心理解耶穌這番話
[00:09:13.880 --> 00:09:16.600]  我們要小心理解耶穌這番話
[00:09:16.600 --> 00:09:21.280]  耶穌不是完全否定食物所代表的物質世界
[00:09:21.280 --> 00:09:25.040]  耶穌並不是完全否定食物代表的物質世界
[00:09:25.040 --> 00:09:28.040]  因為前一晚祂才滿足了群眾的需要
[00:09:28.040 --> 00:09:30.920]  因為前一天晚上祂才這樣滿足了群眾的需要
[00:09:30.920 --> 00:09:34.320]  祂用五餅二魚去餵飽這五千人
[00:09:34.320 --> 00:09:36.760]  祂用五餅二魚餵飽這五千人
[00:09:36.760 --> 00:09:40.200]  耶穌在這番說話上要指出的
[00:09:40.200 --> 00:09:43.240]  耶穌在這番說話裡面是想要指出的是
[00:09:43.240 --> 00:09:46.640]  群眾創造全副的精力和焦點
[00:09:46.640 --> 00:09:48.200]  只是放在那些食物上面
[00:09:48.200 --> 00:09:51.920]  群眾把全部精力跟焦點都放在食物上
[00:09:51.920 --> 00:09:56.240]  而食物代表這個物質世界有一個特點就是會扭歪
[00:09:56.240 --> 00:10:00.840]  而食物代表這個物質世界的特點就是會手壞
[00:10:00.840 --> 00:10:04.320]  耶穌說群眾來找祂不是因為見到神蹟
[00:10:04.320 --> 00:10:06.760]  耶穌說群眾來找祂並不是因為見到神蹟
[00:10:06.760 --> 00:10:09.640]  是因為那些餅可以讓他們吃得飽
[00:10:09.640 --> 00:10:11.560]  而是因為那些餅能讓他們吃飽
[00:10:11.560 --> 00:10:13.640]  聽起來好像有點矛盾
[00:10:13.640 --> 00:10:15.280]  這樣聽起來有點矛盾
[00:10:15.280 --> 00:10:18.000]  他們追隨耶穌當然是看到神蹟
[00:10:18.000 --> 00:10:20.280]  他們追隨耶穌當然是看到神蹟
[00:10:20.280 --> 00:10:23.840]  他們經歷了五餅二魚這個神蹟每個人都吃得飽
[00:10:23.840 --> 00:10:25.920]  他們經歷了五餅二魚這個神蹟每個人都吃得飽
[00:10:25.920 --> 00:10:27.760]  那怎麼會看不到神蹟呢?
[00:10:27.760 --> 00:10:28.960]  那為什麼會看不到神蹟呢?
[00:10:28.960 --> 00:10:31.600]  大家記不記得我們一直在講約翰福音?
[00:10:31.600 --> 00:10:33.360]  大家還記得我們一直在講約翰福音
[00:10:33.360 --> 00:10:37.360]  或者你有參加Ken的主日學約翰福音
[00:10:37.360 --> 00:10:41.200]  或者你們有參加Ken的主日學的約翰福音
[00:10:41.200 --> 00:10:44.880]  我們講神蹟在約翰福音裏面不是一個神蹟
[00:10:44.880 --> 00:10:50.680]  我們說到神蹟在約翰福音裏面並不是一個神蹟的字
[00:10:50.680 --> 00:10:53.280]  而是一個記號
[00:10:53.280 --> 00:10:54.960]  而是一個記號
[00:10:54.960 --> 00:10:56.880]  就是說你看到這件事
[00:10:56.880 --> 00:10:58.280]  就是說你看到這件事情
[00:10:58.280 --> 00:10:59.800]  就是指向另一件事
[00:10:59.800 --> 00:11:01.200]  是指向另外一個東西
[00:11:01.200 --> 00:11:02.960]  我記得很多年前
[00:11:02.960 --> 00:11:04.280]  我記得很多年前
[00:11:04.280 --> 00:11:07.080]  我有一次在地鐵站約了一個朋友
[00:11:07.080 --> 00:11:09.160]  有一次我在地鐵站裏面約了一個朋友
[00:11:09.160 --> 00:11:12.320]  我在佐敦地鐵站的恆生門口那裏等
[00:11:12.320 --> 00:11:16.440]  我就在佐敦的地鐵站恆生銀行門口在等
[00:11:16.440 --> 00:11:18.560]  因為我早到了十幾分鐘
[00:11:18.560 --> 00:11:20.880]  因為我早到了十幾分鐘
[00:11:20.880 --> 00:11:24.400]  我就看著出閘機那裏看對方什麼時候會出現
[00:11:24.400 --> 00:11:27.440]  我就一直看著閘口看對方什麼時候會出現
[00:11:27.440 --> 00:11:28.840]  突然之間
[00:11:28.840 --> 00:11:29.800]  突然之間
[00:11:29.800 --> 00:11:32.480]  我就離遠見到一位女士跟我招手
[00:11:32.480 --> 00:11:35.160]  我就在遠遠的地方看到一位女士向我招手
[00:11:35.160 --> 00:11:40.880]  那時候我沒有戴口罩
[00:11:40.880 --> 00:11:42.560]  因為那時候沒有戴口罩
[00:11:42.560 --> 00:11:44.720]  我看著她的樣子有點困惑
[00:11:44.720 --> 00:11:46.040]  好像不太認識她
[00:11:46.040 --> 00:11:48.040]  我看著她的樣子感到有點困惑
[00:11:48.040 --> 00:11:49.720]  因為我有點不太認識她
[00:11:49.720 --> 00:11:51.440]  我又看著左看著右
[00:11:51.440 --> 00:11:52.640]  我就看著左看著右
[00:11:52.640 --> 00:11:54.080]  又看著後面
[00:11:54.080 --> 00:11:55.040]  往後看
[00:11:55.040 --> 00:11:57.480]  似乎是沒有人在我身邊
[00:11:57.480 --> 00:11:59.160]  我旁邊好像都沒有人
[00:11:59.160 --> 00:12:00.680]  我見到她跟我揮手
[00:12:00.680 --> 00:12:01.920]  我就揮手
[00:12:01.920 --> 00:12:03.320]  我看到她跟我揮手
[00:12:03.320 --> 00:12:04.200]  我就跟她揮手
[00:12:04.200 --> 00:12:06.200]  心裏面暗暗歡喜
[00:12:06.200 --> 00:12:07.760]  我心裏面就安安的歡喜
[00:12:07.760 --> 00:12:09.400]  什麼時候多了一個紅顏知己
[00:12:09.400 --> 00:12:11.160]  什麼時候多了一位紅顏知己
[00:12:11.160 --> 00:12:13.760]  隨著那位小姐就一直走過來
[00:12:13.760 --> 00:12:16.000]  就隨著那位女士一直向我靠近
[00:12:16.000 --> 00:12:18.080]  我的電腦就不斷地在搜尋
[00:12:18.080 --> 00:12:19.800]  什麼時候見過這位女士
[00:12:19.800 --> 00:12:21.520]  我的腦袋都一直在搜尋
[00:12:21.520 --> 00:12:22.560]  我什麼時候看過這位女士
[00:12:22.560 --> 00:12:23.960]  在什麼場合認識她
[00:12:23.960 --> 00:12:25.320]  是什麼時候什麼場合認識她
[00:12:25.320 --> 00:12:27.720]  當那位女士差不多走到我面前
[00:12:27.720 --> 00:12:29.000]  當那位女士走到我面前
[00:12:29.000 --> 00:12:31.360]  我就禮貌想伸手出來跟我握手
[00:12:31.360 --> 00:12:33.440]  我就禮貌上伸手想要跟她握手
[00:12:33.440 --> 00:12:36.040]  但是在我旁邊就閃了一個男生出來
[00:12:36.040 --> 00:12:38.720]  但是在我旁邊就閃了一位男士出來
[00:12:38.720 --> 00:12:40.280]  原來我旁邊有一根柱子
[00:12:40.280 --> 00:12:41.400]  原來我旁邊有一根柱子
[00:12:41.400 --> 00:12:42.520]  如果我們開車的人
[00:12:42.520 --> 00:12:44.160]  就稱那叫盲眼位
[00:12:44.160 --> 00:12:45.360]  如果我們開車的人
[00:12:45.360 --> 00:12:47.880]  就稱那個地方叫做死角位
[00:12:47.880 --> 00:12:50.080]  總之我看不到對方
[00:12:50.080 --> 00:12:51.160]  我就看不到對方
[00:12:51.160 --> 00:12:54.000]  那個女生原來是跟她的男朋友打招呼
[00:12:54.000 --> 00:12:56.080]  原來那位女士是跟她男朋友打招呼
[00:12:56.080 --> 00:12:57.720]  那個時候的場合是這樣的
[00:12:57.720 --> 00:12:59.080]  那個時候的場合是這樣
[00:12:59.080 --> 00:13:00.840]  那個女生一見到那個男朋友
[00:13:00.840 --> 00:13:02.680]  那個女生看到那個男朋友
[00:13:04.440 --> 00:13:06.640]  我就這樣
[00:13:06.640 --> 00:13:08.960]  我就想找個洞去鑽
[00:13:08.960 --> 00:13:11.000]  我就想要挖一個洞去鑽進去
[00:13:11.000 --> 00:13:13.880]  大家看不看到我看到那位女士揮手
[00:13:13.880 --> 00:13:16.040]  大家有看到我看到那位女士揮手
[00:13:16.040 --> 00:13:17.400]  我以為她認識我
[00:13:17.400 --> 00:13:18.120]  我以為她認識我
[00:13:18.120 --> 00:13:19.480]  我以為她跟我打招呼
[00:13:19.480 --> 00:13:20.200]  我以為她跟我打招呼
[00:13:20.200 --> 00:13:23.320]  原來是所有過程都是一廂情願
[00:13:23.320 --> 00:13:25.000]  原來所有過程都是我一廂情願
[00:13:25.000 --> 00:13:28.720]  我想說這個就是群眾看那個神跡
[00:13:28.720 --> 00:13:30.440]  跟我當日在地鐵站一樣
[00:13:30.440 --> 00:13:32.560]  我想說群眾看到那個神跡
[00:13:32.560 --> 00:13:33.840]  就像我當日在地鐵站一樣
[00:13:33.840 --> 00:13:36.520]  當我們帶著一些錯誤的動機的時候
[00:13:36.520 --> 00:13:38.440]  當我們帶著一些錯誤的動機的時候
[00:13:38.440 --> 00:13:40.520]  我們是看不到我們要看的東西
[00:13:40.520 --> 00:13:42.360]  我們是看不到我們所要看的東西
[00:13:42.360 --> 00:13:45.440]  難怪耶穌曾經這樣對一些人這樣說
[00:13:45.440 --> 00:13:48.320]  難怪耶穌曾經對一些人這樣說
[00:13:48.320 --> 00:13:49.720]  他說你們要看些什麼
[00:13:49.720 --> 00:13:50.840]  他說你們要看些什麼
[00:13:50.840 --> 00:13:52.440]  你們要看風吹的蘆葦
[00:13:52.440 --> 00:13:54.000]  你們要看風吹的蘆葦
[00:13:54.000 --> 00:13:56.040]  要看穿細軟衣裳的人
[00:13:56.040 --> 00:13:58.600]  要看穿細軟衣裳的人
[00:13:58.600 --> 00:14:01.960]  我的老師孫寶玲牧師解釋這段經文
[00:14:01.960 --> 00:14:08.720]  我的老師孫寶玲牧師解釋這段經文
[00:14:08.720 --> 00:14:12.200]  他說看得懂的人
[00:14:12.200 --> 00:14:13.480]  他說看得懂的人
[00:14:13.480 --> 00:14:16.520]  才是一個真正正確的追隨者
[00:14:16.520 --> 00:14:19.080]  才是一位真正正確的追隨者
[00:14:19.080 --> 00:14:20.640]  這個是提醒我們
[00:14:20.640 --> 00:14:24.000]  今天我們怎麼看我們所信奉的基督
[00:14:24.000 --> 00:14:27.440]  這是提醒我們今天是要怎樣去看待我們
[00:14:27.440 --> 00:14:29.560]  如果你看得不準的話
[00:14:29.560 --> 00:14:30.560]  如果我們看不準的話
[00:14:30.560 --> 00:14:32.760]  你這個追隨是很有問題的
[00:14:32.760 --> 00:14:34.680]  你這個追隨是很有問題的
[00:14:34.680 --> 00:14:37.320]  耶穌可以叫人吃得飽足
[00:14:37.320 --> 00:14:39.040]  耶穌可以叫人吃得飽足
[00:14:39.040 --> 00:14:41.160]  但真正的滿足不是那些食物
[00:14:41.160 --> 00:14:42.080]  是耶穌自己
[00:14:42.080 --> 00:14:44.000]  但真正的滿足不是那些食物
[00:14:44.000 --> 00:14:44.880]  而是耶穌自己
[00:14:44.880 --> 00:14:46.840]  所以群眾出現的問題是什麼呢
[00:14:46.840 --> 00:14:48.520]  所以群眾出現的問題是什麼呢
[00:14:48.520 --> 00:14:51.640]  是那個焦點和那個動機的錯誤
[00:14:51.640 --> 00:14:53.680]  是那個焦點跟動機的錯誤
[00:14:53.680 --> 00:14:55.760]  我以前在美國務會的時候
[00:14:55.760 --> 00:14:57.520]  以前我在美國務會的時候
[00:14:57.520 --> 00:15:01.120]  我們因為美國出街吃飯底又貴
[00:15:01.120 --> 00:15:02.720]  又不是那麼多中國餐館
[00:15:02.720 --> 00:15:05.840]  因為在美國外出用餐的話都比較貴
[00:15:05.840 --> 00:15:08.200]  也不多那種中國餐館
[00:15:08.200 --> 00:15:12.160]  所以我們通常完了就會在教會裡面有聚餐
[00:15:12.160 --> 00:15:15.400]  所以通常我們會
[00:15:15.400 --> 00:15:18.520]  那個逐日結束之後會有聚餐
[00:15:18.520 --> 00:15:20.800]  有一次有一個會眾說了一番話
[00:15:20.800 --> 00:15:22.000]  是令我很感慨的
[00:15:22.000 --> 00:15:25.280]  有一次有一位會眾說了一番話
[00:15:25.280 --> 00:15:26.080]  讓我很感慨
[00:15:26.080 --> 00:15:27.680]  他很理直氣壯地說
[00:15:27.680 --> 00:15:28.960]  他非常理直氣壯地說
[00:15:28.960 --> 00:15:31.000]  我以後都不去某個教會了
[00:15:31.000 --> 00:15:33.080]  他說我以後也不會到某個教會了
[00:15:33.080 --> 00:15:36.400]  每次都是吃完聚餐再去吃那些東西
[00:15:36.400 --> 00:15:39.480]  他說每次完了那個聚餐都是吃那些東西
[00:15:39.480 --> 00:15:40.920]  我現在想起都想吐
[00:15:40.920 --> 00:15:42.440]  我現在想起來都想吐
[00:15:42.440 --> 00:15:45.560]  大家你聽不聽到這番話是在說什麼
[00:15:45.560 --> 00:15:47.760]  大家有聽到這番話是想要表達什麼
[00:15:47.760 --> 00:15:51.920]  他在說我去教會享受那個聚餐
[00:15:51.920 --> 00:15:53.280]  他想要表達就是說
[00:15:53.280 --> 00:15:55.160]  我去教會是享受那個聚餐
[00:15:55.160 --> 00:15:58.360]  那些食物沒辦法滿足我
[00:15:58.360 --> 00:16:00.840]  我想起都想吐
[00:16:00.840 --> 00:16:04.800]  所以我就不想再去那些教會了
[00:16:04.800 --> 00:16:08.480]  他忘記了去教會的目的是認識耶穌基督
[00:16:08.480 --> 00:16:10.880]  他忘記了去教會的目的是認識耶穌基督
[00:16:10.880 --> 00:16:16.080]  他錯過了最重要的生命之糧
[00:16:16.080 --> 00:16:24.000]  你想想如果一個人找耶穌的動機出了錯的話
[00:16:24.000 --> 00:16:27.240]  他無論他怎樣努力
[00:16:27.240 --> 00:16:31.720]  無論他怎樣去找他都是錯誤的
