
[00:00:00.000 --> 00:00:02.800]  各位電影節目,平安!
[00:03:49.720 --> 00:03:51.080]  你死定了
[00:03:51.080 --> 00:03:54.000]  然後跟著告訴他
[00:03:54.000 --> 00:03:56.120]  不過如果你現在肯回頭
[00:03:56.120 --> 00:03:57.520]  你跟著我
[00:03:57.520 --> 00:04:00.560]  你一定會重新健康
[00:04:00.560 --> 00:04:02.080]  你一定沒事
[00:04:02.080 --> 00:04:04.400]  然後一直告訴他
[00:04:04.400 --> 00:04:06.120]  在過去當他信耶穌之後
[00:04:06.120 --> 00:04:08.280]  很多不同的事情
[00:04:08.280 --> 00:04:10.520]  邪靈跟他說了很多事情
[00:04:10.520 --> 00:04:11.560]  那件事情
[00:04:11.560 --> 00:04:13.920]  如果你當時不是信耶穌
[00:04:13.920 --> 00:04:15.440]  你找我幫忙
[00:04:15.440 --> 00:04:17.720]  完全不是這樣的樣子
[00:04:17.720 --> 00:04:19.080]  我一定會給你幫助
[00:04:19.080 --> 00:04:21.200]  你就不用像現在這麼困難
[00:04:21.200 --> 00:04:23.680]  而且你今天有更好的日子過
[00:04:23.680 --> 00:04:26.400]  說回很多過去的事情
[00:04:26.400 --> 00:04:27.000]  告訴他
[00:04:27.000 --> 00:04:28.280]  只要他之前
[00:04:28.280 --> 00:04:31.800]  如果是求過他的幫助
[00:04:31.800 --> 00:04:34.200]  就一定不是像現在這樣
[00:04:34.200 --> 00:04:35.240]  一邊說的時候
[00:04:35.240 --> 00:04:37.080]  一邊這樣說
[00:04:37.080 --> 00:04:38.680]  你回來吧
[00:04:38.680 --> 00:04:42.320]  你不要信耶穌了
[00:04:42.320 --> 00:04:43.880]  你回來吧
[00:04:43.880 --> 00:04:46.040]  在那幾天裡面
[00:04:46.040 --> 00:04:47.360]  這位弟兄後來說
[00:04:47.360 --> 00:04:48.720]  很痛苦
[00:04:48.720 --> 00:04:49.720]  很大的掙扎
[00:04:49.720 --> 00:04:51.280]  很大的試探
[00:04:51.280 --> 00:04:52.360]  但後來有一次
[00:04:52.360 --> 00:04:55.040]  他有幾個弟兄姐妹來醫院探他
[00:04:55.040 --> 00:04:57.760]  在那時候突然間有一種力量
[00:04:57.760 --> 00:04:58.800]  他自己內心裡面
[00:04:58.800 --> 00:05:02.400]  就大聲地向神呼求
[00:05:02.400 --> 00:05:06.040]  也是很直接向神的說話
[00:05:06.040 --> 00:05:07.680]  就是主耶穌說
[00:05:07.680 --> 00:05:10.640]  求你來幫助我吧
[00:05:10.640 --> 00:05:12.280]  這一句好像很簡單
[00:05:12.280 --> 00:05:14.440]  但是很真實的祈禱
[00:05:14.440 --> 00:05:15.280]  在那時候他說
[00:05:15.280 --> 00:05:18.440]  突然間體會到自己內心很寧靜
[00:05:18.440 --> 00:05:20.920]  之前裡面很昏暈
[00:05:20.920 --> 00:05:21.720]  雖然昏迷
[00:05:21.720 --> 00:05:24.840]  但是自己裡面很混亂的感受
[00:05:24.840 --> 00:05:27.440]  但是突然間內心很寧靜
[00:05:27.440 --> 00:05:29.560]  突然間可以睡覺
[00:05:29.560 --> 00:05:33.400]  所以他就一覺睡到通宵
[00:05:33.400 --> 00:05:35.640]  第二天早上起床的時候醒了
[00:05:35.640 --> 00:05:37.880]  然後跟著他坐起床
[00:05:37.880 --> 00:05:38.640]  醫生看到
[00:05:38.640 --> 00:05:39.520]  哇 不行的 不行的
[00:05:39.520 --> 00:05:41.640]  你不可以起床
[00:05:41.640 --> 00:05:45.000]  但意想不到身體竟然一步步康復
[00:05:45.000 --> 00:05:47.000]  很多人以為他不可以出院
[00:05:47.000 --> 00:05:51.240]  但是後來他平安地回到家裡
[00:05:51.240 --> 00:05:52.680]  當我看到這位弟兄
[00:05:52.680 --> 00:05:54.240]  講述他的經歷的時候
[00:05:54.240 --> 00:05:56.000]  也想到其實
[00:05:56.000 --> 00:05:59.200]  有很多的基督徒體會一件事情
[00:05:59.200 --> 00:06:00.320]  當我們信耶穌的時候
[00:06:00.320 --> 00:06:03.400]  惡勢力是不會甘心
[00:06:03.400 --> 00:06:04.640]  是用很多不同的方法
[00:06:04.640 --> 00:06:08.280]  來引誘我們放棄信耶穌
[00:06:08.280 --> 00:06:11.480]  回去追求黑暗的事情
[00:06:11.480 --> 00:06:13.240]  邪惡的事情
[00:06:13.240 --> 00:06:14.320]  因為弟兄後來說過
[00:06:14.320 --> 00:06:17.680]  這件事情讓他更深刻體會一件事實
[00:06:17.680 --> 00:06:20.120]  就是他必須要跟一切黑暗的勢力
[00:06:20.120 --> 00:06:23.320]  完全切斷關係
[00:06:23.320 --> 00:06:25.760]  這件事情讓他看到
[00:06:25.760 --> 00:06:27.120]  唯有這位主耶穌
[00:06:27.120 --> 00:06:30.560]  是給他真正的平安
[00:06:30.560 --> 00:06:33.040]  帶給他真正的光明
[00:06:33.040 --> 00:06:34.240]  各位電影節目的我們今天
[00:06:34.240 --> 00:06:36.960]  我想跟大家分享這件事情
[00:06:36.960 --> 00:06:38.480]  我想到一件事
[00:06:38.480 --> 00:06:42.080]  就是大家一定都會體會到
[00:06:42.080 --> 00:06:45.120]  我們在世界生活
[00:06:45.120 --> 00:06:47.680]  常常聽到很多不同的消息
[00:06:47.680 --> 00:06:48.800]  你會越來越發覺
[00:06:48.800 --> 00:06:51.800]  這個世界是很紛亂
[00:06:51.800 --> 00:06:55.680]  很多不同的一些罪惡的事情
[00:06:55.680 --> 00:06:58.000]  你差不多會有一點麻木
[00:06:58.000 --> 00:07:01.720]  太經常聽到不同的世界地方
[00:07:01.720 --> 00:07:05.000]  包括香港有發生的事情
[00:07:05.000 --> 00:07:08.040]  有時候也會體會到很多人的罪
[00:07:08.040 --> 00:07:10.440]  但是同時發覺不單單是個人的問題
[00:07:10.440 --> 00:07:14.720]  也同時在很多社會的制度裏面
[00:07:14.720 --> 00:07:18.160]  在很多的一些城市的文化裏面
[00:07:18.160 --> 00:07:22.720]  甚至我們常常說一些國家的機器的操作裏面
[00:07:22.720 --> 00:07:24.960]  很多的邪惡的一些影響
[00:07:24.960 --> 00:07:30.160]  一直滲出來影響整個的世界
[00:07:30.160 --> 00:07:31.120]  這些邪惡的勢力
[00:07:31.120 --> 00:07:36.160]  你會發覺是不斷誘惑人去投向黑暗
[00:07:36.160 --> 00:07:40.040]  要將人帶離開光明
[00:07:40.040 --> 00:07:41.720]  屬神的人沒錯我們信得住
[00:07:41.720 --> 00:07:45.000]  但是我們也會體會到仍然有很多這些誘惑
[00:07:45.000 --> 00:07:48.160]  是引誘我們的心
[00:07:48.160 --> 00:07:51.200]  當我們去堅持行光明的時候
[00:07:51.200 --> 00:07:55.120]  你會知道其實會面對著一定的艱難
[00:07:55.120 --> 00:07:56.840]  但是同時我們體會到一件事情
[00:07:56.840 --> 00:08:01.120]  就是當我們想到這些世界裏面的罪惡的事情的時候
[00:08:01.120 --> 00:08:03.520]  一讀到聖經啟示錄
[00:08:03.520 --> 00:08:05.600]  就立下一種的體會就是
[00:08:05.600 --> 00:08:10.200]  聖經清楚講到上帝是會審判世界的
[00:08:10.200 --> 00:08:13.680]  祂不會看無罪是有罪的
[00:08:13.680 --> 00:08:16.840]  祂不會是向著罪
[00:08:16.840 --> 00:08:19.240]  但是覺得沒問題
[00:08:19.240 --> 00:08:22.400]  讓他可以舒服一點
[00:08:22.400 --> 00:08:26.600]  上帝是清楚表明祂是有公義的審判的
[00:08:26.600 --> 00:08:28.320]  而對於屬祂的人來說
[00:08:28.320 --> 00:08:30.680]  聖經也都清楚表明出
[00:08:30.680 --> 00:08:33.680]  這個世界無論你的感覺怎樣
[00:08:33.680 --> 00:08:36.560]  上帝仍然掌管天地
[00:08:36.560 --> 00:08:38.240]  祂是坐著為王
[00:08:38.240 --> 00:08:41.080]  人類的歷史的發展
[00:08:41.080 --> 00:08:44.240]  每一點每一滴在祂的掌權中
[00:08:44.240 --> 00:08:47.120]  而祂在祂看為好的時候
[00:08:47.120 --> 00:08:49.680]  祂要施行審判
[00:08:49.680 --> 00:08:53.400]  這次大經子民當我們去看到聖經的啟示錄的時候
[00:08:53.400 --> 00:08:55.720]  想做神的審判的時候
[00:08:55.720 --> 00:08:58.280]  我們就更加用一個
[00:08:58.280 --> 00:09:04.680]  真是內心一種平安的眼光去看這個世界
[00:09:04.680 --> 00:09:06.120]  不是沒問題
[00:09:06.120 --> 00:09:09.240]  而是知道上帝仍然掌管
[00:09:09.240 --> 00:09:11.600]  而自己也都在過程當中
[00:09:11.600 --> 00:09:14.600]  靠著神避開一切的試探
[00:09:14.600 --> 00:09:18.640]  免得我們被拉進這個邪惡的世界裡面
[00:09:18.640 --> 00:09:22.480]  而失去上帝給我們的拯救
[00:09:22.480 --> 00:09:24.280]  給我們的平安
[00:09:24.280 --> 00:09:26.720]  我們今天一起讀啟示錄
[00:09:26.720 --> 00:09:28.880]  也是從一個這樣的角度
[00:09:28.880 --> 00:09:32.440]  來想回上帝賜人、拯救
[00:09:32.440 --> 00:09:35.480]  也是施行審判的上帝
[00:09:35.480 --> 00:09:38.520]  我們大家都知道啟示錄有二十二章
[00:09:38.520 --> 00:09:45.440]  這次我們會從第十七章到二十二章來讀聖經
[00:09:45.440 --> 00:09:49.040]  啟示錄有四個明顯的異象
[00:09:49.040 --> 00:09:53.320]  而第十七到二十二就是其中的第三、第四個異象
[00:09:53.320 --> 00:09:55.080]  我們一起來思想
[00:09:55.080 --> 00:09:57.800]  大家先留意第十七章
[00:09:57.800 --> 00:09:59.880]  之前的第十六章
[00:09:59.880 --> 00:10:04.920]  你會看到標題寫了「神憤怒的七碗」
[00:10:04.920 --> 00:10:08.240]  聖經用一個象徵的表達
[00:10:08.240 --> 00:10:11.440]  講述神自己的審判
[00:10:11.440 --> 00:10:15.120]  啟示錄是一些啟示的文體
[00:10:15.120 --> 00:10:17.240]  或者說天啟的文學
[00:10:17.240 --> 00:10:20.480]  裡面常常用很多不同的象徵的表達
[00:10:20.480 --> 00:10:22.960]  講述到將來會發生的事情
[00:10:22.960 --> 00:10:24.800]  而其中在這裡所提及的
[00:10:24.800 --> 00:10:26.920]  是講述到神的憤怒
[00:10:26.920 --> 00:10:30.640]  透過七碗的表達臨到地上
[00:10:30.640 --> 00:10:35.880]  也意味著開展了神對整個邪惡世界的審判
[00:10:35.880 --> 00:10:38.600]  然後到了十七章、十八章、十九章的時候
[00:10:38.600 --> 00:10:41.200]  就一步一步地講述到
[00:10:41.200 --> 00:10:47.000]  就是上帝在懲罰不同的邪惡對象
[00:10:47.000 --> 00:10:54.160]  讓這些對象經歷上帝給他們的傳言的消滅
[00:10:54.160 --> 00:10:55.720]  所以我們一路看的時候
[00:10:55.720 --> 00:10:57.880]  你會看到聖經裡面提及
[00:10:57.880 --> 00:11:03.400]  上帝的審判怎樣一步一步地施展出來
[00:11:03.400 --> 00:11:07.360]  十七章裡面提到有一個大淫婦
[00:11:07.360 --> 00:11:11.160]  這個意象講述到一個大淫婦的出現
[00:11:11.160 --> 00:11:15.760]  她騎在一隻七頭十角的獸上面
[00:11:15.760 --> 00:11:21.960]  大家先看看再看十七章第四節
[00:11:21.960 --> 00:11:25.840]  那婦人穿著紫色和珠紅色的衣服
[00:11:25.840 --> 00:11:29.920]  佩戴著金紫寶石和珍珠的裝飾
[00:11:29.920 --> 00:11:31.920]  手裡拿著金杯
[00:11:31.920 --> 00:11:37.720]  承滿了可憎的物和她淫亂的污穢
[00:11:37.720 --> 00:11:39.360]  聖經提到這個淫婦
[00:11:39.360 --> 00:11:42.560]  她穿戴著一些很華麗的衣服
[00:11:42.560 --> 00:11:48.680]  而且她佩戴了很多珍珠寶石的配飾、裝飾
[00:11:48.680 --> 00:11:51.520]  這些描述聖經一看的時候
[00:11:51.520 --> 00:11:53.080]  你會想起舊約裡面
[00:11:53.080 --> 00:11:56.040]  很多時候提到這些華麗的裝飾
[00:11:56.040 --> 00:11:58.800]  猶太人和很多熟悉舊約的人
[00:11:58.800 --> 00:12:01.760]  立時就會想起一件事情
[00:12:01.760 --> 00:12:03.880]  因為聖經講述這些裝飾的時候
[00:12:03.880 --> 00:12:09.520]  常常是連帶於講述欺騙或者說引誘
[00:12:09.520 --> 00:12:18.080]  或者說一種對人的一種邪惡的誘惑的表達
[00:12:18.080 --> 00:12:20.880]  沒錯 表面上看起來很榮華富貴
[00:12:20.880 --> 00:12:23.240]  但是其實背後有很多的引誘
[00:12:23.240 --> 00:12:26.040]  很多的欺騙在裡面
[00:12:26.040 --> 00:12:27.760]  而聖經提及這個女人
[00:12:27.760 --> 00:12:30.520]  她拿著一隻什麼杯?
[00:12:30.520 --> 00:12:33.440]  一隻金色的杯
[00:12:33.440 --> 00:12:35.200]  好像很貴重的杯
[00:12:35.200 --> 00:12:39.120]  但是裡面藏著的是可憎的物
[00:12:39.120 --> 00:12:42.560]  可憎的物在舊約裡面一提的時候
[00:12:42.560 --> 00:12:47.680]  就會知道是在講一些拜偶像的行為
[00:12:47.680 --> 00:12:51.000]  一些褻瀆神的行動
[00:12:51.000 --> 00:12:53.400]  是一些可憎的事情
[00:12:53.400 --> 00:12:56.200]  聖經提到這個淫婦
[00:12:56.200 --> 00:12:58.880]  她是有淫行
[00:12:58.880 --> 00:13:00.320]  當然聖經所講的淫行
[00:13:00.320 --> 00:13:03.080]  不單單是在講一個肉體上的淫行
[00:13:03.080 --> 00:13:05.440]  也都講到屬靈的淫行
[00:13:05.440 --> 00:13:10.280]  屬靈的淫行意味著她敬拜神以外的假神
[00:13:10.280 --> 00:13:14.800]  以其他的偶像 鬼神
[00:13:14.800 --> 00:13:17.160]  作為她敬拜的對象
[00:13:17.160 --> 00:13:19.920]  是一種屬靈的淫亂
[00:13:19.920 --> 00:13:21.160]  而這個大淫婦
[00:13:21.160 --> 00:13:24.720]  她充滿著一些可憎之物
[00:13:24.720 --> 00:13:25.800]  而且聖經再講
[00:13:25.800 --> 00:13:30.760]  她有淫亂的污穢在她的裡面
[00:13:30.760 --> 00:13:36.760]  表面上是一些很受人羨慕欣賞的情況
[00:13:36.760 --> 00:13:39.560]  或者說很富麗堂皇
[00:13:39.560 --> 00:13:41.400]  物質很豐富
[00:13:41.400 --> 00:13:44.000]  很吸引的一種表現
[00:13:44.000 --> 00:13:48.160]  但裡面其實是充滿著淫亂
[00:13:48.160 --> 00:13:52.560]  或者說奢華享樂的一種狀況
[00:13:52.560 --> 00:13:54.160]  吸引人
[00:13:54.160 --> 00:13:57.480]  正如一個淫婦對人的吸引
[00:13:57.480 --> 00:14:02.040]  但卻是帶來了很多淫亂污穢的事情
[00:14:02.040 --> 00:14:03.640]  這正是聖經所描述
[00:14:03.640 --> 00:14:06.680]  這個大淫婦所產生的影響
[00:14:06.680 --> 00:14:08.040]  但大家看的時候
[00:14:08.040 --> 00:14:12.000]  這裡所講並不是講一位女士
[00:14:12.000 --> 00:14:14.840]  而在讀的時候你看到第五節
[00:14:14.840 --> 00:14:17.760]  聖經第五節講
[00:14:17.760 --> 00:14:19.760]  她額上寫著一個名號
[00:14:19.760 --> 00:14:21.760]  奧庇叫做什麼呢?
[00:14:21.760 --> 00:14:23.560]  大巴比倫
[00:14:23.560 --> 00:14:28.840]  是地上的淫婦和可憎的物的母親
[00:14:28.840 --> 00:14:30.680]  是大巴比倫
[00:14:30.680 --> 00:14:34.320]  巴比倫當聖經講述到這個城市的時候
[00:14:34.320 --> 00:14:37.120]  會知道在歷史當中
[00:14:37.120 --> 00:14:41.840]  在公元前大概是五世紀之前
[00:14:41.840 --> 00:14:42.960]  已經存在
[00:14:42.960 --> 00:14:47.000]  但後來就已經消失的一個城市
[00:14:47.000 --> 00:14:51.640]  但這個城市正是象徵著敵對神的一個帝國
[00:14:51.640 --> 00:14:55.080]  裡面充滿著很多邪惡的事情
[00:14:55.080 --> 00:14:57.200]  但當時已經講到巴比倫的時候
[00:14:57.200 --> 00:15:01.920]  大家都會知道啟示錄是約翰所寫的
[00:15:01.920 --> 00:15:02.680]  當他寫的時候
[00:15:02.680 --> 00:15:03.600]  一世紀的時候
[00:15:03.600 --> 00:15:06.760]  當時有一個很大的帝國
[00:15:06.760 --> 00:15:10.240]  大家知道是羅馬帝國
[00:15:10.240 --> 00:15:11.760]  當他講述的時候
[00:15:11.760 --> 00:15:15.920]  同樣是象徵著當時羅馬的帝國
[00:15:15.920 --> 00:15:18.440]  同樣是充滿著很多邪淫的事情
[00:15:18.440 --> 00:15:22.520]  也包括了他們殘殺很多的教徒
[00:15:22.520 --> 00:15:24.120]  在這個帝國裡面
[00:15:24.120 --> 00:15:26.920]  他們充滿著很多敗壞的勢力
[00:15:26.920 --> 00:15:31.560]  一個很世俗的城市
[00:15:31.560 --> 00:15:32.920]  所以當我們再讀聖經的時候
[00:15:32.920 --> 00:15:34.720]  發覺聖經裡面講述到的
[00:15:34.720 --> 00:15:38.680]  歷史當中一些大的邪惡的城市
[00:15:38.680 --> 00:15:39.840]  但在讀的時候發覺
[00:15:39.840 --> 00:15:43.200]  好像不單止在講歷史上的一些城市
[00:15:43.200 --> 00:15:48.200]  你再讀下面的十五節
[00:15:48.200 --> 00:15:49.800]  聖經說:天使又對我說
[00:15:49.800 --> 00:15:54.360]  你所看見的那淫婦坐著的重水
[00:15:54.360 --> 00:15:56.160]  大家會記得開始的時候
[00:15:56.160 --> 00:15:59.080]  已經提到她坐在重水之上
[00:15:59.080 --> 00:16:00.440]  什麼是重水呢?
[00:16:00.440 --> 00:16:07.800]  就是多種民族群眾幫國謊言的人
[00:16:07.800 --> 00:16:09.920]  這裡所提及的原來所提及的
[00:16:09.920 --> 00:16:12.560]  不單止是歷史當中的一些城市
[00:16:12.560 --> 00:16:15.320]  或者可以說是歷代
[00:16:15.320 --> 00:16:20.200]  很多不同敵對神的這些群體
[00:16:20.200 --> 00:16:24.600]  或者一些剛才說的世俗化的城市
[00:16:24.600 --> 00:16:29.000]  是會叫人轉移去敬拜偶像的
[00:16:29.000 --> 00:16:31.080]  是犯屬靈的淫亂的
[00:16:31.080 --> 00:16:33.880]  是叫很多的人遠離真神
[00:16:33.880 --> 00:16:37.840]  是在邪惡當中的一些群體
[00:16:37.840 --> 00:16:40.720]  或者說一些組合的力量
[00:16:40.720 --> 00:16:46.360]  而特別是透過一些城市來表達出來
[00:16:46.360 --> 00:16:49.640]  所以你去到聖經最後一節的時候
[00:16:49.640 --> 00:16:52.880]  更加直接地講第十八節
[00:16:52.880 --> 00:16:55.200]  你看見的那婦人
[00:16:55.200 --> 00:17:01.480]  就是有權統治地上的眾王的那座大城
[00:17:01.480 --> 00:17:03.280]  同樣講到城
[00:17:03.280 --> 00:17:06.800]  亦都講出一個敵對神
[00:17:06.800 --> 00:17:11.000]  利器上帝的人的群體
[00:17:11.000 --> 00:17:12.440]  當我們這樣去再理解的時候
[00:17:12.440 --> 00:17:15.720]  你再回到前面第十七章開始的時候
[00:17:15.720 --> 00:17:17.520]  第十七章第二節
[00:17:17.520 --> 00:17:19.840]  就再講到這個大淫婦
[00:17:19.840 --> 00:17:21.840]  她的一種表現
[00:17:21.840 --> 00:17:24.240]  大家留意第十七章第二節
[00:17:24.240 --> 00:17:27.720]  地上的眾王都跟他行過淫
[00:17:27.720 --> 00:17:34.560]  住在地上的人也都喝他淫亂的酒就醉了
[00:17:34.560 --> 00:17:36.080]  這個眾王給我們看到
[00:17:36.080 --> 00:17:39.360]  聖經同時在講很多的國家
[00:17:39.360 --> 00:17:42.320]  眾王代表了很多的國家
[00:17:42.320 --> 00:17:47.240]  這些國家跟一個大淫婦有行淫亂
[00:17:47.240 --> 00:17:48.440]  亦都意味著
[00:17:48.440 --> 00:17:50.760]  聖經就講到在這個國家
[00:17:50.760 --> 00:17:55.400]  跟這個群體那種互相的聯繫當中
[00:17:55.400 --> 00:17:58.120]  產生更多更多的罪惡
[00:17:58.120 --> 00:18:02.800]  而且她喝這些淫亂的酒喝到怎樣?
[00:18:02.800 --> 00:18:05.320]  喝到醉了
[00:18:05.320 --> 00:18:10.800]  表示他們不斷不斷陶醉在這些行為裏面
[00:18:10.800 --> 00:18:12.840]  不斷不斷的犯罪
[00:18:12.840 --> 00:18:15.480]  不斷不斷在淫亂當中
[00:18:15.480 --> 00:18:19.600]  而享受在這些邪惡的事情上
[00:18:19.600 --> 00:18:20.240]  不單止這樣
[00:18:20.240 --> 00:18:28.400]  她更加會讓其他人的血來殘害
[00:18:28.400 --> 00:18:30.600]  所以你跳到第十七節
[00:18:30.600 --> 00:18:32.760]  同樣有講及這一點
[00:18:32.760 --> 00:18:34.560]  聖經第十七章
[00:18:34.560 --> 00:18:36.600]  對不起 第六節
[00:18:36.600 --> 00:18:37.960]  在第六節
[00:18:37.960 --> 00:18:38.880]  聖經有提及到
[00:18:38.880 --> 00:18:43.160]  「我又看見那婦人喝聖徒的血
[00:18:43.160 --> 00:18:46.920]  和那為耶穌作見證的人的血」
[00:18:46.920 --> 00:18:48.280]  喝成怎樣?
[00:18:48.280 --> 00:18:50.720]  喝醉了
[00:18:50.720 --> 00:18:53.800]  她們會殘害很多屬神的人
[00:18:53.800 --> 00:18:56.760]  甚至享受在過程當中
[00:18:56.760 --> 00:18:58.920]  不斷地去喝
[00:18:58.920 --> 00:19:01.120]  甚至喝醉了
[00:19:01.120 --> 00:19:02.680]  那種邪惡的情況
[00:19:02.680 --> 00:19:04.480]  聖經一直在描述
[00:19:04.480 --> 00:19:09.280]  是一個令我們很難去接受的事情
[00:19:09.280 --> 00:19:10.240]  但聖經就講到
[00:19:10.240 --> 00:19:14.440]  這種邪惡的情況一直在當中出現
[00:19:14.440 --> 00:19:16.240]  當我們看到這個大淫婦的時候
[00:19:16.240 --> 00:19:18.000]  同樣我們會再次詢問
[00:19:18.000 --> 00:19:23.040]  那個站在上面的野獸是甚麼來的呢?
[00:19:23.040 --> 00:19:24.200]  大家剛才都會記得
[00:19:24.200 --> 00:19:27.200]  講到她站在野獸上面
[00:19:27.200 --> 00:19:28.360]  或者大家再看看
[00:19:28.360 --> 00:19:31.960]  第十七章的第八節
[00:19:31.960 --> 00:19:33.680]  聖經講到這隻獸
[00:19:33.680 --> 00:19:37.080]  「你看見的那獸先前在
[00:19:37.080 --> 00:19:38.560]  現今不在
[00:19:38.560 --> 00:19:41.120]  將來要從無底坑上來
