
[00:00:00.000 --> 00:00:02.500]  祝各位平安
[00:03:32.560 --> 00:03:35.880]  準備迎接一連串的不可不可不可不可
[00:03:35.880 --> 00:03:37.960]  但是讀十誡
[00:03:37.960 --> 00:03:40.640]  別忽略前兩節
[00:03:40.640 --> 00:03:46.320]  這兩節被神學家稱為十誡的第零條
[00:03:46.320 --> 00:03:48.400]  是整個律法的基礎
[00:03:48.400 --> 00:03:51.040]  仔細看神在頒布任何一條不可之前
[00:03:51.040 --> 00:03:52.280]  祂說什麼
[00:03:52.280 --> 00:03:54.720]  《崇爾吉記》二十章一到二節
[00:03:54.720 --> 00:03:56.520]  神吩咐這一切的話說
[00:03:56.520 --> 00:03:58.520]  我是耶華你的神
[00:03:58.520 --> 00:04:04.680]  臣將你從埃及帝維奴之家領出來
[00:04:04.680 --> 00:04:06.640]  你留意這個順序
[00:04:06.640 --> 00:04:08.840]  請問神是不是在埃及的時候
[00:04:08.840 --> 00:04:10.520]  先對著以色列人說
[00:04:10.520 --> 00:04:14.920]  聽好 現在我先頒十條規矩給你們
[00:04:14.920 --> 00:04:17.880]  如果你未來十年乖乖遵守
[00:04:17.880 --> 00:04:20.840]  不偷不搶 準時去會 乖乖奉獻
[00:04:20.840 --> 00:04:26.560]  到時候 我再派摩西把你們從埃及帝領出來
[00:04:26.560 --> 00:04:30.480]  沒有 神從來沒有這樣講
[00:04:30.480 --> 00:04:32.840]  相反的 神在這裡宣告說
[00:04:32.840 --> 00:04:38.760]  在頒布律法以前 我已經先救了你們
[00:04:38.760 --> 00:04:41.320]  換句話說 神頒布十戒
[00:04:41.320 --> 00:04:44.680]  不是用來考核人的得救資格
[00:04:44.680 --> 00:04:47.240]  十戒是要教導這一群
[00:04:47.240 --> 00:04:50.440]  剛脫離奴隸身份的百姓
[00:04:50.440 --> 00:04:55.040]  怎麼樣活得像一個真正自由的人
[00:04:55.040 --> 00:04:57.760]  所以這個順序非常重要
[00:04:57.760 --> 00:05:01.560]  請留意 上帝做事的法則
[00:05:01.560 --> 00:05:06.520]  總是N點走在律法前面
[00:05:06.520 --> 00:05:10.600]  你要知道有些基督徒覺得信耶穌信得好累
[00:05:10.600 --> 00:05:13.640]  就是因為他們把順序弄反了
[00:05:13.640 --> 00:05:18.200]  他們讓律法走在N點的前面
[00:05:18.200 --> 00:05:20.240]  有些人潛意識相信說
[00:05:20.240 --> 00:05:22.560]  我不可生氣 不可看韓劇
[00:05:22.560 --> 00:05:25.720]  不可週六睡到十二點
[00:05:25.720 --> 00:05:29.560]  然後上帝才會愛我 救我 不會對我失望
[00:05:29.560 --> 00:05:30.880]  但是弟兄姊妹
[00:05:30.880 --> 00:05:32.080]  如果你這麼想的時候
[00:05:32.080 --> 00:05:38.440]  就是把自己活成在埃及拼命搬那個樹林磚頭的奴隸
[00:05:38.440 --> 00:05:42.920]  因為你想要用你的行為來換取上帝的N點
[00:05:42.920 --> 00:05:45.640]  就好像改教家馬丁路德
[00:05:45.640 --> 00:05:51.000]  他曾經也是一位內耗大師 內捲高手
[00:05:51.000 --> 00:05:53.280]  在馬丁路德年輕的時候
[00:05:53.280 --> 00:05:55.120]  他為了要賺取神的愛
[00:05:55.120 --> 00:05:57.400]  確保自己可以上天堂
[00:05:57.400 --> 00:06:00.080]  他就跑去當修道士
[00:06:00.080 --> 00:06:02.880]  他給自己定下一個最嚴格的操練
[00:06:02.880 --> 00:06:05.720]  別人禁食一天 他三天
[00:06:05.720 --> 00:06:07.880]  別人在溫暖的房間裡面睡覺
[00:06:07.880 --> 00:06:12.000]  他就在冬天裡故意不蓋棉被睡在地板上
[00:06:12.000 --> 00:06:14.520]  差點把自己給凍死
[00:06:14.520 --> 00:06:19.280]  然後他害怕漏掉任何一點微小的罪
[00:06:19.280 --> 00:06:25.800]  所以他曾經一天找神父認罪長達六個小時
[00:06:25.800 --> 00:06:29.840]  到最後神父自己都懷疑人生了
[00:06:29.840 --> 00:06:31.600]  直接對他說拜託你
[00:06:31.600 --> 00:06:36.440]  等你犯了值得一提的大罪再來找我好嗎
[00:06:36.440 --> 00:06:38.880]  你不要連這個剛才禱告不專心
[00:06:38.880 --> 00:06:43.720]  多看了一眼麻雀這種事情都跑來跟我認罪
[00:06:43.720 --> 00:06:46.040]  你看痛不痛苦啊
[00:06:46.040 --> 00:06:47.720]  所以馬丁路德到後面
[00:06:47.720 --> 00:06:49.480]  他回憶那一段的日子
[00:06:49.480 --> 00:06:53.480]  他說你問我愛不愛上帝
[00:06:53.480 --> 00:06:55.240]  我不愛
[00:06:55.240 --> 00:07:02.040]  他說是的我恨惡那位懲罰罪人的公義上帝
[00:07:02.040 --> 00:07:05.520]  這個就是屬靈的內耗
[00:07:05.520 --> 00:07:10.160]  直到有一天馬丁路德讀到了羅馬書的一句話
[00:07:10.160 --> 00:07:14.520]  一人必因性得生
[00:07:14.520 --> 00:07:18.960]  瓦瑟琳的光照一照他恍然大悟
[00:07:18.960 --> 00:07:24.640]  原來神的救恩不是我們必須拼命跨越的那個門檻
[00:07:24.640 --> 00:07:29.120]  而是神透過耶穌基督賜給我們的禮物
[00:07:29.120 --> 00:07:33.200]  一個人只要憑著信心就可以得救了
[00:07:33.200 --> 00:07:36.320]  所以從那一天開始他就不再內耗了
[00:07:36.320 --> 00:07:39.840]  他成為充滿喜樂的自由的人
[00:07:39.840 --> 00:07:42.200]  後來他跟一名的修女結婚
[00:07:42.200 --> 00:07:43.920]  他熱愛寵物
[00:07:43.920 --> 00:07:47.160]  他還說出一句歷史名言
[00:07:47.160 --> 00:07:53.800]  他說只有快樂的屁股才放得出歡樂的屁
[00:07:53.800 --> 00:07:56.920]  這馬丁路德講的
[00:07:56.920 --> 00:08:00.760]  弟兄姊妹這個就是神喜樂的恩典
[00:08:00.760 --> 00:08:04.720]  神無條件的愛早就已經給你了
[00:08:04.720 --> 00:08:07.280]  所以請記得你今天遵守十誡
[00:08:07.280 --> 00:08:12.720]  努力過聖潔的生活絕對不是為了賺取神的愛
[00:08:12.720 --> 00:08:14.160]  如果你已經信了耶穌
[00:08:14.160 --> 00:08:15.400]  他就已經拯救了你
[00:08:15.400 --> 00:08:18.640]  這是一個完成的歷史事實
[00:08:18.640 --> 00:08:23.280]  你不要再當一個充滿恐懼的奴隸
[00:08:23.280 --> 00:08:26.960]  讓你的心再次被神那個毫無保留的恩典充滿
[00:08:26.960 --> 00:08:33.600]  你會發現說順服神遵守誡命不是一個沉重的負擔
[00:08:33.600 --> 00:08:38.240]  而是在你生命當中最自然的一種愛的反應
[00:08:38.240 --> 00:08:40.880]  第二個讓真神取代偶像
[00:08:40.880 --> 00:08:45.880]  跟你旁邊講讓真神取代偶像
[00:08:45.880 --> 00:08:47.360]  接下來是十誡的內容
[00:08:47.360 --> 00:08:49.640]  十誡可以分成兩個部分
[00:08:49.640 --> 00:08:54.200]  前四條誡命處理的是我們跟神之間垂直的關係
[00:08:54.200 --> 00:08:59.520]  後面六條誡命處理的是我們跟人之間水平的關係
[00:08:59.520 --> 00:09:02.240]  我們先來看前四誡神說了什麼
[00:09:02.240 --> 00:09:06.080]  第一誡除了我以外你不可有別的神
[00:09:06.080 --> 00:09:09.480]  第二誡不可為自己雕刻偶像
[00:09:09.480 --> 00:09:12.760]  第三誡不可妄稱耶華你神的名
[00:09:12.760 --> 00:09:18.960]  第四誡當紀念安息日守為聖日
[00:09:18.960 --> 00:09:22.040]  很多人讀到這裡心裡會很反感
[00:09:22.040 --> 00:09:27.640]  覺得說這位基督教的神太霸道太小氣了
[00:09:27.640 --> 00:09:32.520]  居然說我的心裡只能有他不可以有別的神
[00:09:32.520 --> 00:09:34.520]  真沒有度量
[00:09:34.520 --> 00:09:37.000]  基督徒為什麼這麼排外
[00:09:37.000 --> 00:09:39.680]  我不知道你有沒有聽過人這麼講
[00:09:39.680 --> 00:09:43.120]  但是弟兄姊妹神真的霸道嗎
[00:09:43.120 --> 00:09:45.000]  並非如此
[00:09:45.000 --> 00:09:47.000]  今天我們換個場景來想一下
[00:09:47.000 --> 00:09:52.600]  假設今天你跟最愛的人站在婚禮的紅毯上面
[00:09:52.600 --> 00:09:54.800]  燈光美氣氛佳
[00:09:54.800 --> 00:09:57.440]  你們深情款款的看著彼此
[00:09:57.440 --> 00:10:00.480]  牧師說你願意遵守誓言
[00:10:00.480 --> 00:10:03.560]  無論生老病死貧窮富有
[00:10:03.560 --> 00:10:07.160]  這輩子都只愛對方一個人嗎
[00:10:07.160 --> 00:10:13.880]  請問當你聽到這一份只愛對方一個人的約定的時候
[00:10:13.880 --> 00:10:18.120]  你會皺著眉頭說這約定好煩
[00:10:18.120 --> 00:10:19.640]  不會嘛
[00:10:19.640 --> 00:10:22.280]  一定會感動得一把鼻涕一把眼淚
[00:10:22.280 --> 00:10:23.560]  為什麼
[00:10:23.560 --> 00:10:27.400]  因為這一份的約定不但不會讓你內耗
[00:10:27.400 --> 00:10:32.280]  反而會帶給你極大的安全感
[00:10:32.280 --> 00:10:34.240]  但如果今天
[00:10:34.240 --> 00:10:36.800]  新郎非常誠懇的對新娘說
[00:10:36.800 --> 00:10:38.320]  親愛的這樣吧
[00:10:38.320 --> 00:10:39.840]  我向你保證
[00:10:39.840 --> 00:10:43.920]  我百分之九十九的時間都只愛你一個
[00:10:43.920 --> 00:10:48.480]  但是我每年會跟我前任女友約會一次
[00:10:48.480 --> 00:10:51.680]  你這麼有度量應該不介意吧
[00:10:51.680 --> 00:10:52.880]  請問會怎麼樣
[00:10:52.880 --> 00:10:56.280]  這個女方家人的鞋子雞蛋都會丟上來對嗎
[00:10:56.280 --> 00:10:57.800]  為什麼這麼激動
[00:10:57.800 --> 00:11:01.120]  我都百分之九十九愛你了
[00:11:01.120 --> 00:11:03.400]  還不夠嗎
[00:11:03.400 --> 00:11:04.560]  各位
[00:11:04.560 --> 00:11:06.880]  作為你們的牧師
[00:11:06.880 --> 00:11:12.000]  如果我百分之九十九的時間在台上喊哈雷路亞曼
[00:11:12.000 --> 00:11:14.600]  剩下百分之一的時間
[00:11:14.600 --> 00:11:17.960]  我講阿彌陀佛善哉
[00:11:17.960 --> 00:11:20.160]  好不好
[00:11:20.160 --> 00:11:25.160]  不好你們心胸真狹窄
[00:11:25.160 --> 00:11:27.200]  為什麼不好
[00:11:27.200 --> 00:11:29.240]  因為這種不專一的人
[00:11:29.240 --> 00:11:33.880]  有個專有名詞兩個字叫渣男
[00:11:33.880 --> 00:11:35.360]  對不對
[00:11:35.360 --> 00:11:39.120]  所以真正的愛本來就有排他性嗎
[00:11:39.120 --> 00:11:42.360]  真理本來就是排他的嗎
[00:11:42.360 --> 00:11:46.200]  所以神對我們就是抱著這種神聖的約定
[00:11:46.200 --> 00:11:48.680]  他因為愛我們神要讓我們知道
[00:11:48.680 --> 00:11:54.520]  只有他才是全宇宙唯一可以帶給你安全感的神
[00:11:54.520 --> 00:11:57.480]  他不願意看著你把自己寶貴的靈魂
[00:11:57.480 --> 00:12:01.800]  隨便交給那些無法帶來保證的偶像
[00:12:01.800 --> 00:12:03.800]  當然有些人可能會說我每週都來教會
[00:12:03.800 --> 00:12:08.360]  我從來不拜偶像所以我絕對沒有違反前面四條件
[00:12:08.360 --> 00:12:11.200]  但弟兄姊妹什麼是偶像
[00:12:11.200 --> 00:12:14.360]  十六世紀的宗教改革家加爾文說過一句名言
[00:12:14.360 --> 00:12:18.480]  他說人類的心就是一個永無止境
[00:12:18.480 --> 00:12:24.240]  日夜趕工製造偶像的工廠
[00:12:24.240 --> 00:12:28.080]  事實上在屬靈的定義裡面偶像就是指除了神以外
[00:12:28.080 --> 00:12:31.120]  任何在你心中覺得只要沒有他
[00:12:31.120 --> 00:12:34.320]  人生就毀了的東西
[00:12:34.320 --> 00:12:36.000]  那就是偶像
[00:12:36.000 --> 00:12:40.440]  所以在聖經的時代有三個最主要的偶像
[00:12:40.440 --> 00:12:42.920]  第一個叫巴力
[00:12:42.920 --> 00:12:46.480]  這個是跟情慾有關的偶像
[00:12:46.480 --> 00:12:49.000]  第二個叫馬門
[00:12:49.000 --> 00:12:51.800]  這是跟金錢有關的偶像
[00:12:51.800 --> 00:12:54.200]  第三個叫摩洛
[00:12:54.200 --> 00:12:57.520]  這是跟暴力有關的偶像
[00:12:57.520 --> 00:13:02.680]  現在沒有人再去拜巴力、馬門跟摩洛這三個偶像
[00:13:02.680 --> 00:13:09.800]  但是人們依然持續敬拜情慾、金錢跟暴力
[00:13:09.800 --> 00:13:13.600]  過去的日子人的偶像是用石頭跟泥土做的
[00:13:13.600 --> 00:13:19.160]  但今天人的偶像是直接幻化在生活之中
[00:13:19.160 --> 00:13:23.840]  在亞洲你會看到有些人家裡都供奉的神龕
[00:13:23.840 --> 00:13:24.600]  什麼是神龕
[00:13:24.600 --> 00:13:29.360]  是一個小盒子裡面就放著他們的偶像
[00:13:29.360 --> 00:13:35.840]  但在美國神龕早就已經轉變成為另外一種形象
[00:13:35.840 --> 00:13:38.080]  也是一個小盒子
[00:13:38.080 --> 00:13:41.800]  我們叫它智慧型手機
[00:13:41.800 --> 00:13:43.560]  當我們打開手機
[00:13:43.560 --> 00:13:47.480]  我們就看見我們的偶像出現在裡面
[00:13:47.480 --> 00:13:52.240]  透過手機的螢幕我們被成功的偶像、富有的偶像
[00:13:52.240 --> 00:13:56.800]  地位的偶像、性感的偶像所引誘了
[00:13:56.800 --> 00:14:00.200]  而手機裡的偶像比廟裡的偶像更可怕
[00:14:00.200 --> 00:14:05.760]  因為現代人是從小就在敬拜他們
[00:14:05.760 --> 00:14:12.560]  但你要知道偶像所能夠承諾的總是過於他們能夠實現的
[00:14:12.560 --> 00:14:14.800]  就像廣告裡的香水
[00:14:14.800 --> 00:14:18.200]  名模噴了充滿魅力
[00:14:18.200 --> 00:14:24.160]  我們買來噴卻把旁邊的人嗆著打噴嚏
[00:14:24.160 --> 00:14:26.360]  請注意這個是一個鐵律
[00:14:26.360 --> 00:14:34.680]  任何時候當你把任何人任何事錯放在只有神才能夠坐的位置上面的時候
[00:14:34.680 --> 00:14:37.440]  你終究會失望的
[00:14:37.440 --> 00:14:42.120]  因為偶像沒有辦法帶給你真正的平安跟保證
[00:14:42.120 --> 00:14:43.680]  比如我們的工作
[00:14:43.680 --> 00:14:45.600]  請不要誤會
[00:14:45.600 --> 00:14:51.440]  追求卓越渴望升職本身是非常好的事情
[00:14:51.440 --> 00:14:56.560]  使人也樂意我們在職業上發揮恩賜跟影響力
[00:14:56.560 --> 00:14:58.640]  但問題就出在
[00:14:58.640 --> 00:15:02.880]  如果我們把工作當成救主
[00:15:02.880 --> 00:15:07.600]  把升職當作人生的終極價值
[00:15:07.600 --> 00:15:10.600]  那麼界線就跨越了
[00:15:10.600 --> 00:15:15.320]  當你覺得只要我升到這個位置我就終於有價值了
[00:15:15.320 --> 00:15:18.600]  工作就變成你的偶像
[00:15:18.600 --> 00:15:20.120]  但結果呢
[00:15:20.120 --> 00:15:23.560]  剛晉升的時候覺得自己高人一等
[00:15:23.560 --> 00:15:27.240]  享受同事同學的羨慕的眼光
[00:15:27.240 --> 00:15:31.080]  但幾個月之後更高的KPI就來了
[00:15:31.080 --> 00:15:35.200]  為了保護這個賜給你價值的偶像
[00:15:35.200 --> 00:15:37.160]  你就開始無止盡的加班
[00:15:37.160 --> 00:15:39.920]  犧牲陪家人的時間睡眠的時間
[00:15:39.920 --> 00:15:42.400]  你原本以為自己是工作的主人
[00:15:42.400 --> 00:15:45.960]  最後發現自己是工作的奴隸
[00:15:45.960 --> 00:15:47.520]  變得不敢休息
[00:15:47.520 --> 00:15:50.920]  處處防範周圍有才華的同事
[00:15:50.920 --> 00:15:54.800]  因為你深怕只要一停下來會被別人超越
[00:15:54.800 --> 00:15:57.880]  你的價值就瓦解了
[00:15:57.880 --> 00:16:03.960]  這也是為什麼神設立第四屆當守安息日
[00:16:03.960 --> 00:16:10.040]  因為安息日就是神賜給我們用來打破偶像的終極武器
[00:16:10.040 --> 00:16:14.520]  當我們看見別人因著不斷前進而深陷內耗的時候
[00:16:14.520 --> 00:16:20.200]  我們其實是被不拼命就會被淘汰的恐懼給綁架了
[00:16:20.200 --> 00:16:23.320]  而神嚴厲的命令我們要休息
[00:16:23.320 --> 00:16:25.240]  什麼工作不能做
[00:16:25.240 --> 00:16:33.600]  其實要親手把我們從永無止盡的內耗當中釋放出來
[00:16:33.600 --> 00:16:37.200]  當你願意在安息日徹底放下工作
[00:16:37.200 --> 00:16:39.680]  你不是在逃避責任
[00:16:39.680 --> 00:16:43.760]  而是在向這個製造恐懼的世界宣告
[00:16:43.760 --> 00:16:46.600]  掌管生命的不是我的工作
[00:16:46.600 --> 00:16:49.920]  掌管生命的是我的神
[00:16:49.920 --> 00:16:54.880]  你不需要分分秒秒都當個有用的人
[00:16:54.880 --> 00:16:59.840]  因為在神的眼中我們的價值不在於我們做了什麼
[00:16:59.840 --> 00:17:02.960]  而在於我們是誰
[00:17:02.960 --> 00:17:06.600]  今天一個人當他在天賦的家裡的時候
[00:17:06.600 --> 00:17:11.920]  他只是單單存在就已經足夠美好了
[00:17:11.920 --> 00:17:15.160]  第三個讓感恩取代貪戀
[00:17:15.160 --> 00:17:20.600]  跟你旁邊講讓感恩取代貪戀
[00:17:20.600 --> 00:17:24.280]  在《出外經紀》二十章十二到十七節
[00:17:24.280 --> 00:17:30.920]  當孝敬父母使你的日子在耶華女神所賜給你的地上得以長久
[00:17:30.920 --> 00:17:32.680]  接下來就很多不可了
[00:17:32.680 --> 00:17:36.520]  不可殺人、不可姦淫、不可偷盜、不可作假、健身、陷害人
[00:17:36.520 --> 00:17:38.080]  不可貪戀人的房屋
[00:17:38.080 --> 00:17:44.760]  不可貪戀人的妻子、婆婢、牛女、病他一切所有的
[00:17:44.760 --> 00:17:48.440]  十誡的後六誡聽起來很基本
[00:17:48.440 --> 00:17:52.240]  每個國家的法律都有類似的規定
[00:17:52.240 --> 00:17:55.640]  但其實這六條誡命的背後
[00:17:55.640 --> 00:18:02.160]  深藏神對人類群體生活最溫柔的保護
[00:18:02.160 --> 00:18:04.240]  我聽過一個牧者比喻說
[00:18:04.240 --> 00:18:08.920]  世界就像公路旁邊的護欄
[00:18:08.920 --> 00:18:12.840]  大家有開過那種九彎十八拐的山路
[00:18:12.840 --> 00:18:16.120]  在那個令人腳軟的懸崖邊緣
[00:18:16.120 --> 00:18:20.280]  會鑽上非常堅固的金屬護欄
[00:18:20.280 --> 00:18:23.200]  那麼請問當你開車在山路上面
[00:18:23.200 --> 00:18:27.280]  你會覺得這個護欄是在限制你的自由嗎
[00:18:27.280 --> 00:18:29.880]  你會不會邊開車邊抱怨
[00:18:29.880 --> 00:18:38.800]  這個護欄好煩喔,太不自由了,害我都不能把車開出去去享受飛翔的感覺
[00:18:38.800 --> 00:18:47.440]  不會嘛,你心裡非常清楚這些護欄的存在是為了防止你連人帶車摔下懸崖
[00:18:47.440 --> 00:18:54.840]  而神所頒布的這後六誡就是我們人際關係的神聖護欄
[00:18:54.840 --> 00:18:59.000]  不可殺人是為了保護生命的尊嚴
[00:18:59.000 --> 00:19:02.640]  不可姦淫是要保護婚姻的神聖
[00:19:02.640 --> 00:19:08.120]  不可偷盜是要保護人努力得來的財產
[00:19:08.120 --> 00:19:14.120]  不可做假見證是要保護人跟人之間的信任
[00:19:14.120 --> 00:19:17.080]  所以弟兄姊妹如果沒有神設立的這些護欄
[00:19:17.080 --> 00:19:20.360]  都不用等到隕石撞地球的世界末日
[00:19:20.360 --> 00:19:27.640]  只要幾天的時間人類就會在沒有底線的情況下把彼此撕成碎片
[00:19:27.640 --> 00:19:35.480]  但是在這六條誡命當中最特別的是最後一條第十誡不可貪戀
[00:19:35.480 --> 00:19:38.640]  為什麼說這第十誡最特別
[00:19:38.640 --> 00:19:44.200]  因為前幾條誡命你可以用眼睛來判斷
[00:19:44.200 --> 00:19:48.040]  有沒有殺人法醫查得出來
[00:19:48.040 --> 00:19:53.320]  有沒有偷東西監視器拍得一清二楚
[00:19:53.320 --> 00:20:00.600]  但是貪戀是完全在我們的大腦裡面發生的隱秘動作
[00:20:00.600 --> 00:20:06.360]  世界上沒有任何一台攝影機可以拍到你我的貪戀
[00:20:06.360 --> 00:20:08.960]  只有一個人可以穿著最優雅的套裝
[00:20:08.960 --> 00:20:14.400]  坐在教會裡面臉上掛著最神聖的微笑
[00:20:14.400 --> 00:20:18.520]  但行為上他一條誡命都沒犯對
[00:20:18.520 --> 00:20:25.600]  但是他在心裡面卻可能瘋狂的嫉妒隔壁弟兄換了一台新車
[00:20:25.600 --> 00:20:28.200]  嫉妒別人老公比較體貼
[00:20:28.200 --> 00:20:32.600]  或者嫉妒為什麼這個人比較受歡迎
[00:20:32.600 --> 00:20:37.840]  其實最後的一條誡命指向的就是罪的病根
[00:20:37.840 --> 00:20:40.920]  我們的自我中心
[00:20:40.920 --> 00:20:43.200]  一個人為什麼會貪戀
[00:20:43.200 --> 00:20:48.360]  就是因為我們覺得憑什麼你有我卻沒有
[00:20:48.360 --> 00:20:49.640]  順帶一提
[00:20:49.640 --> 00:20:53.480]  很多福音朋友不能理解基督教常講罪
[00:20:53.480 --> 00:20:56.040]  但到底什麼是罪
[00:20:56.040 --> 00:20:58.360]  罪不就是做壞事嗎
[00:20:58.360 --> 00:21:00.400]  但聖經告訴我們
[00:21:00.400 --> 00:21:06.800]  殺人放火說謊偷竊只是罪的病徵
[00:21:06.800 --> 00:21:13.200]  而罪的病根是一種生命狀態的扭曲
[00:21:13.200 --> 00:21:18.480]  馬丁路德把罪定義為向內彎曲
[00:21:18.480 --> 00:21:19.960]  這是什麼意思
[00:21:19.960 --> 00:21:21.280]  想像一下
[00:21:21.280 --> 00:21:26.000]  人類原本是應該要向上來敬拜神
[00:21:26.000 --> 00:21:29.000]  向外來愛別人
[00:21:29.000 --> 00:21:30.920]  但因為罪
[00:21:30.920 --> 00:21:34.760]  我們的靈魂就像患了嚴重的脊椎側彎
[00:21:34.760 --> 00:21:39.040]  變成永遠只看著自己
[00:21:39.040 --> 00:21:43.080]  極度的自我驕傲貪婪
[00:21:43.080 --> 00:21:46.200]  想把任何的好東西都變成自己的
[00:21:46.200 --> 00:21:49.360]  這個就是罪
[00:21:49.360 --> 00:21:52.960]  讓我證明罪是實際存在我們當中的
[00:21:52.960 --> 00:21:54.520]  比如說
[00:21:54.520 --> 00:21:56.480]  聚會結束完了
[00:21:56.480 --> 00:21:59.200]  我們拍一張大合照
[00:21:59.200 --> 00:22:01.600]  照片發到群裡面
[00:22:01.600 --> 00:22:05.600]  你點開照片的第一眼看的是誰
[00:22:05.600 --> 00:22:07.800]  絕對是你自己吧對不對
