
[00:00:00.000 --> 00:00:06.200]  各位朋友,各位弟子,能夠一齊敬拜,一齊聽誠話是恩典
[00:02:52.040 --> 00:03:00.360]  人生裡面很多的習慣,無論是讀書、喝酒、上網都是習慣
[00:03:00.360 --> 00:03:05.280]  我發覺年輕人現在比較晚睡,我想再調查一下
[00:03:05.280 --> 00:03:09.280]  有多少人十點半之前睡覺?
[00:03:09.280 --> 00:03:12.720]  很勇敢,我也差不多,我也是十點半有時
[00:03:12.720 --> 00:03:16.600]  十二點前睡覺呢?
[00:03:16.600 --> 00:03:18.760]  也有三、四、五
[00:03:18.760 --> 00:03:21.400]  一點前呢?
[00:03:21.400 --> 00:03:23.800]  真的開始勇敢做了
[00:03:23.800 --> 00:03:26.080]  兩點前?
[00:03:26.080 --> 00:03:28.440]  偶然超過兩點的
[00:03:28.440 --> 00:03:34.880]  所以我和我子女只爭論幾點睡覺有代溝問題
[00:03:34.880 --> 00:03:36.960]  這個時代就是這樣的時代
[00:03:36.960 --> 00:03:42.840]  我們以前習慣早睡早起,精神好的觀念
[00:03:42.840 --> 00:03:47.360]  現在夜睡夜睡,就是和朋友朋友的時候
[00:03:47.360 --> 00:03:49.520]  所以有很多不同的
[00:03:49.520 --> 00:03:54.360]  有些人說放假,有個漫畫的這個人寫得很有趣
[00:03:54.360 --> 00:03:58.400]  他說放假有些鯊魚,那些鯊魚是什麼鯊魚呢?
[00:03:58.400 --> 00:04:01.160]  手機短訊追著你的鯊魚
[00:04:01.160 --> 00:04:04.720]  其實我們開會做事,只要不關掉手機
[00:04:04.720 --> 00:04:07.000]  在教會裡面也會追著你
[00:04:07.000 --> 00:04:09.480]  手機就像鯊魚一樣
[00:04:09.480 --> 00:04:12.440]  有些人形容吃飯
[00:04:12.440 --> 00:04:19.320]  有幾個家庭一邊吃飯一邊看著各自的手機或者電腦
[00:04:19.320 --> 00:04:21.880]  我不知道有沒有,可能也有一定數量
[00:04:21.880 --> 00:04:23.800]  就是這個時代的情況
[00:04:23.800 --> 00:04:27.880]  有些時代裡面我們說環保
[00:04:27.880 --> 00:04:33.680]  這個畫家也很有趣,他對比
[00:04:33.680 --> 00:04:38.120]  上面一湖環保的位置就是一個富貴的環保
[00:04:38.120 --> 00:04:40.200]  浴缸也大一點
[00:04:40.200 --> 00:04:43.880]  如果大家知道北歐,挪威什麼地方
[00:04:43.880 --> 00:04:49.360]  他們要泡一些溫泉那裡
[00:04:49.360 --> 00:04:56.360]  或者是蒸氣那些,焗沖涼
[00:04:56.360 --> 00:05:00.880]  但是下面環保的人,那些水可能一滴都沒有
[00:05:00.880 --> 00:05:03.160]  我很喜歡這幅畫,這幅畫很有意思
[00:05:03.160 --> 00:05:06.760]  可能有些人看到也看不到,因為頭已經遮了一點
[00:05:06.760 --> 00:05:10.720]  他講到左邊的小朋友是拖著火車
[00:05:10.720 --> 00:05:15.000]  右邊的小朋友是拖著火車玩具
[00:05:15.000 --> 00:05:19.240]  一個拖著火車,一個拖著火車玩具
[00:05:19.240 --> 00:05:23.480]  其實我們世代裡面,有時候想起香港的發展也很讓人擔心
[00:05:23.480 --> 00:05:27.600]  有些人覺得香港混亂,有些人覺得香港走向什麼極端
[00:05:27.600 --> 00:05:30.200]  有些人覺得香港失去兩制
[00:05:30.200 --> 00:05:32.480]  我們對前度很多擔心
[00:05:32.480 --> 00:05:33.880]  這是很實在的
[00:05:33.880 --> 00:05:38.040]  但是另一方面,相對一些更困難的國家來說
[00:05:38.040 --> 00:05:40.400]  可能香港也未必是最差
[00:05:40.400 --> 00:05:47.560]  有一個網站將世界的開心指數列出來
[00:05:47.560 --> 00:05:51.400]  它認為最容易開心,較為開心的是紅色的
[00:05:51.400 --> 00:05:57.880]  都是北美、拉丁美洲、歐洲、澳洲的國家
[00:05:57.880 --> 00:06:02.360]  最不開心的黑色,多數是非洲國家
[00:06:02.360 --> 00:06:05.120]  第三級不開心的就是紫色
[00:06:05.120 --> 00:06:09.040]  亞洲和香港都是紫色的世界
[00:06:09.040 --> 00:06:14.880]  我們也不是窮,只是有很多的憂慮和壓力
[00:06:14.880 --> 00:06:21.000]  現在發覺香港的小朋友,沒有開心的童年也很擔心
[00:06:21.000 --> 00:06:22.880]  所以剛剛11月的時候
[00:06:22.880 --> 00:06:30.560]  時代雜誌就用了青少年充滿憂鬱、焦慮和擔心
[00:06:30.560 --> 00:06:34.000]  成為時代雜誌的封面
[00:06:34.000 --> 00:06:37.680]  其實憂鬱不是世界小說,老人家甚麼年紀也有
[00:06:37.680 --> 00:06:39.400]  香港也是這樣的情況
[00:06:39.400 --> 00:06:42.640]  今天想從聖經裡面帶出四個主題
[00:06:42.640 --> 00:06:45.040]  是講到聖經給我們的提醒
[00:06:45.040 --> 00:06:47.840]  無論對基督徒,對今天來的朋友
[00:06:47.840 --> 00:06:50.720]  我想都會給予一些鼓勵
[00:06:50.720 --> 00:06:54.440]  第一個標題就是,一起讀的標題
[00:06:54.440 --> 00:06:56.600]  我們有奇妙的愛
[00:06:56.600 --> 00:06:58.600]  從耶穌和教會裡面
[00:06:58.600 --> 00:07:03.600]  從弟兄姊妹,有時候基督徒都有他的困難、憂鬱
[00:07:03.600 --> 00:07:05.600]  但我們有一份很奇妙的愛
[00:07:05.600 --> 00:07:08.240]  今天教經文是比書四節
[00:07:08.240 --> 00:07:11.120]  我們每一節都濃縮地講一些道理
[00:07:11.120 --> 00:07:14.640]  第四章第十節,不如我們一起讀
[00:07:14.640 --> 00:07:17.640]  我靠主大大喜地喜樂
[00:07:17.640 --> 00:07:21.720]  因為你們思念我的心,如今又發生
[00:07:21.720 --> 00:07:26.000]  你們向來就思念我,只是沒得機會
[00:07:26.000 --> 00:07:28.320]  這個背景是講到一個傳道人
[00:07:28.320 --> 00:07:31.320]  一個仕徒叫保羅
[00:07:31.320 --> 00:07:33.320]  他因為傳福音的緣故
[00:07:33.320 --> 00:07:35.840]  可能是坐在羅馬監獄
[00:07:35.840 --> 00:07:41.520]  但遠方在東北面的菲律賓城市
[00:07:41.520 --> 00:07:43.720]  差派一些人去關心他
[00:07:43.720 --> 00:07:46.040]  寫信去多謝他們
[00:07:46.040 --> 00:07:48.280]  就是說,我雖然有艱難
[00:07:48.280 --> 00:07:51.120]  但我心裡面靠著神的恩典
[00:07:51.120 --> 00:07:53.440]  有很大的喜樂、開心
[00:07:53.440 --> 00:07:56.040]  特別見到你們竟然關心我
[00:07:56.040 --> 00:07:59.240]  我更感到這份奇妙的開心
[00:07:59.240 --> 00:08:01.880]  基督徒有一個恩典
[00:08:01.880 --> 00:08:05.520]  我們可以學習在雪中送炭
[00:08:05.520 --> 00:08:09.760]  在艱難裡面去幫助艱難的群體
[00:08:09.760 --> 00:08:12.480]  哪裡有耶穌,哪裡就有愛
[00:08:12.480 --> 00:08:14.400]  這是基督徒的恩典
[00:08:14.400 --> 00:08:17.000]  講到福音、講到耶穌基督的教導
[00:08:17.000 --> 00:08:19.040]  我喜歡浪子比喻
[00:08:19.040 --> 00:08:21.320]  今年在教會五月的大報道
[00:08:21.320 --> 00:08:22.840]  我用了浪子比喻
[00:08:22.840 --> 00:08:27.280]  浪子比喻講到一個很頑皮的年輕人
[00:08:27.280 --> 00:08:30.680]  他不承認父親,然後離家
[00:08:30.680 --> 00:08:32.200]  把錢都拿走
[00:08:32.200 --> 00:08:34.200]  後來把錢都燒了
[00:08:34.200 --> 00:08:39.600]  後來很愚蠢地回去父親那裡打工
[00:08:39.600 --> 00:08:43.760]  誰知父親用最甜蜜的愛去擁抱他
[00:08:43.760 --> 00:08:47.120]  為他舉行盛大的宴會
[00:08:47.120 --> 00:08:52.920]  其中的宴會形容是要宰一隻肥牛,整隻肥牛
[00:08:52.920 --> 00:08:55.560]  不是一碟的肥牛,是整隻肥牛
[00:08:55.560 --> 00:09:00.360]  一隻肥牛,在現代的肥牛大概一千公斤
[00:09:00.360 --> 00:09:05.960]  我想問大家在座有沒有一百公斤的份量的人物
[00:09:05.960 --> 00:09:12.240]  有沒有人物是瘦一點,六十公斤以下
[00:09:12.240 --> 00:09:15.680]  應該有的,姐妹要舉多一點
[00:09:15.680 --> 00:09:21.160]  即是一千公斤,差不多二十個人
[00:09:21.160 --> 00:09:26.440]  有些是十個的重量,有些是很誇張的大隻肥牛
[00:09:26.440 --> 00:09:30.640]  一千公斤可以養了很多人吃
[00:09:30.640 --> 00:09:37.080]  即是說這個父親要招待這位浪子開的盛大的派對
[00:09:37.080 --> 00:09:39.760]  是要很多人開心
[00:09:39.760 --> 00:09:44.160]  其實神來到地上,藉著耶穌基督的降生
[00:09:44.160 --> 00:09:48.200]  就是要帶人去得著天上的榮美
[00:09:48.200 --> 00:09:52.080]  有神的兒子的榮耀和形象
[00:09:52.080 --> 00:09:55.120]  我們在地上,雖然有時有艱難
[00:09:55.120 --> 00:09:58.600]  仍然可以靠主常常喜樂
[00:09:58.600 --> 00:10:01.520]  有些人的喜樂是我們沒有想過的
[00:10:01.520 --> 00:10:05.480]  今早我準備講章的時候,看到一幅相
[00:10:05.480 --> 00:10:09.360]  我都不知道這幅相是真是假,不過這幅相很誇張
[00:10:09.360 --> 00:10:14.640]  這幅相講到一家人在家中被火燒的時候
[00:10:14.640 --> 00:10:19.720]  在門口拍照,拍一張自拍照
[00:10:19.720 --> 00:10:22.680]  可能不是自拍,可能是拍照
[00:10:22.680 --> 00:10:28.280]  當然可能是森林大火,還是甚麼房子著了,不清楚
[00:10:28.280 --> 00:10:32.800]  這是很誇張的一幅相
[00:10:32.800 --> 00:10:36.920]  但如果這幅相是一個含義的話
[00:10:36.920 --> 00:10:40.280]  其實有些事情要發生就發生了
[00:10:40.280 --> 00:10:46.760]  其實我們無論貧或富,有病或無病,發生就發生了
[00:10:46.760 --> 00:10:52.280]  如果能夠接納發生的事情,去面對今天的挑戰
[00:10:52.280 --> 00:10:56.360]  不要為明天憂慮,都是我們的恩典
[00:10:56.360 --> 00:11:00.560]  我剛剛在星期五在我的學院教書
[00:11:00.560 --> 00:11:06.960]  有隻蚊在右邊飛來飛去,我就捉它,捉到也捉不到
[00:11:06.960 --> 00:11:10.720]  我就問同學有沒有看到一隻蚊飛來飛去
[00:11:10.720 --> 00:11:13.840]  我脫了眼鏡再捉,捉到也捉不到
[00:11:13.840 --> 00:11:20.240]  後來就想想,可能是中了眼睛的飛蚊症
[00:11:20.240 --> 00:11:24.880]  我性格都很樂觀,很忙,遲一點再算
[00:11:24.880 --> 00:11:28.400]  我發訊息給太太,太太說快點去看眼睛
[00:11:28.400 --> 00:11:32.160]  我星期天不斷上網,立了兩篇文章
[00:11:32.160 --> 00:11:34.080]  可能是飛蚊症無法治癒
[00:11:34.080 --> 00:11:40.080]  又有少少影響,近期捉到一隻蚊捉不到
[00:11:40.080 --> 00:11:44.560]  我來到就遇到一個傳道,陳淳,他舉了一個例子
[00:11:44.560 --> 00:11:49.520]  他說有一次在家中睡覺,又看到一隻蚊捉不到
[00:11:49.520 --> 00:11:55.440]  原來他也有飛蚊症,同病相憐
[00:11:55.440 --> 00:12:00.880]  人生其實很多事情,你改也改不了
[00:12:00.880 --> 00:12:04.560]  有些事情都是這樣,讀書厲害,讀書不厲害
[00:12:04.560 --> 00:12:09.600]  聰明不聰明,樣貌如何,很多事情都未必能改
[00:12:09.600 --> 00:12:14.240]  如何接納自己,如何在地上有一個喜樂的人生
[00:12:14.240 --> 00:12:15.840]  是一個很大的題目
[00:12:15.840 --> 00:12:18.400]  前陣子香港有一個很大的新聞
[00:12:18.400 --> 00:12:25.520]  一個校長姓三不堂,在九龍附近的一個學校
[00:12:25.520 --> 00:12:31.840]  胡文明校長的肝到了末期,要求肝
[00:12:31.840 --> 00:12:35.440]  他副校長的太太竟然捐肝
[00:12:35.440 --> 00:12:40.400]  捐給你一個基督徒,也是一個很美麗的故事
[00:12:40.400 --> 00:12:43.920]  有些人問到這個雷太,她說一句話
[00:12:43.920 --> 00:12:46.880]  有能力幫人就是福氣
[00:12:46.880 --> 00:12:51.360]  她自己去準備捐肝的時候,她帶了兩個枕頭
[00:12:51.360 --> 00:12:54.800]  不是枕頭叫什麼,不懂,總之是類似枕頭
[00:12:54.800 --> 00:13:00.320]  一個就是笑的枕頭,人生要開心
[00:13:00.320 --> 00:13:05.680]  第二個就是Mr. Strong,就是要強壯
[00:13:05.680 --> 00:13:08.720]  生命裡面我們也有很多人生的挑戰
[00:13:08.720 --> 00:13:14.240]  靠著神的恩典能夠每天有平安去幫人
[00:13:14.240 --> 00:13:18.160]  我想基督徒裡面有的恩典
[00:13:18.160 --> 00:13:21.120]  保羅剛才的書信裡有一個特別的就是
[00:13:21.120 --> 00:13:23.840]  保羅是一個坐牢的人
[00:13:23.840 --> 00:13:28.080]  這個坐牢的人反而教坐牢以外的人
[00:13:28.080 --> 00:13:32.080]  要靠著耶穌基督的恩典常常喜樂
[00:13:32.080 --> 00:13:34.400]  我想做個調查問大家
[00:13:34.400 --> 00:13:38.400]  如果按你的想法,坐牢的人開心一點
[00:13:38.400 --> 00:13:40.560]  還是不坐牢的人開心一點
[00:13:40.560 --> 00:13:44.560]  覺得不坐牢的人開心一點舉手
[00:13:44.560 --> 00:13:46.720]  覺得坐牢的人開心一點舉手
[00:13:46.720 --> 00:13:49.200]  都沒有人舉手
[00:13:49.200 --> 00:13:53.920]  但這個保羅可以坐牢,他仍然有喜樂
[00:13:53.920 --> 00:13:55.920]  又教外面的人說
[00:13:55.920 --> 00:13:59.680]  我要懂得喜樂就沒什麼問題,很容易
[00:13:59.680 --> 00:14:04.960]  你們要學習靠著耶穌基督的恩典常常喜樂
[00:14:04.960 --> 00:14:10.000]  有時也提醒我們其實喜樂開心未必是環境
[00:14:10.000 --> 00:14:11.920]  而是我們的心境
[00:14:11.920 --> 00:14:15.360]  而是我們有神的恩典的心境
[00:14:15.360 --> 00:14:17.280]  我曾經在港島講過一個例子
[00:14:17.280 --> 00:14:19.920]  我以前去監獄報到
[00:14:19.920 --> 00:14:24.160]  認識一個叫保叔的人物
[00:14:24.160 --> 00:14:26.560]  他因為前債案入了監
[00:14:26.560 --> 00:14:27.760]  在監被人欺負
[00:14:27.760 --> 00:14:32.080]  後來欺負的人又忍不住捅死那個人
[00:14:32.080 --> 00:14:34.080]  判了兩次死刑
[00:14:34.080 --> 00:14:36.160]  他有一次想自殺
[00:14:36.160 --> 00:14:40.480]  自殺的時候去監獄的地方想自殺
[00:14:40.480 --> 00:14:42.000]  撞到牆的時候
[00:14:42.000 --> 00:14:45.600]  突然間看到書架裡面有一本黑色的書
[00:14:45.600 --> 00:14:50.480]  考大家知不知道什麼叫黑皮書
[00:14:50.480 --> 00:14:53.920]  有些教會用的聖經喜歡黑皮
[00:14:53.920 --> 00:14:55.920]  原來那本是聖經
[00:14:55.920 --> 00:14:57.680]  他打開那本聖經的時候
[00:14:57.680 --> 00:15:00.000]  剛好揭到C篇23篇
[00:15:00.000 --> 00:15:01.200]  有一句話
[00:15:01.200 --> 00:15:06.640]  「耶華是我的目者,我必不至缺乏」
[00:15:06.640 --> 00:15:09.920]  他突然覺得有神帶他的人生
[00:15:09.920 --> 00:15:12.480]  他覺得可能有出路
[00:15:12.480 --> 00:15:14.000]  他就沒有自殺
[00:15:14.000 --> 00:15:15.120]  後來回教會
[00:15:15.120 --> 00:15:16.640]  在監獄的教會
[00:15:16.640 --> 00:15:18.480]  後來信主
[00:15:18.480 --> 00:15:22.560]  我1990年做監獄報道的時候在讀神學
[00:15:22.560 --> 00:15:24.160]  去到石壁監獄
[00:15:24.160 --> 00:15:25.520]  他是死囚犯
[00:15:25.520 --> 00:15:26.880]  他去我們崇拜
[00:15:26.880 --> 00:15:28.720]  那時候認識他
[00:15:28.720 --> 00:15:32.000]  後來我1993年去美國進修
[00:15:32.000 --> 00:15:33.200]  大概1994、1995年
[00:15:33.200 --> 00:15:36.400]  我就回香港探望家人
[00:15:36.400 --> 00:15:40.800]  順便申請簽證改簽證
[00:15:40.800 --> 00:15:43.040]  有一次我去旺角喝茶
[00:15:43.040 --> 00:15:44.320]  旺角喝茶的時候
[00:15:44.320 --> 00:15:45.760]  剛好喝茶的地方
[00:15:45.760 --> 00:15:48.320]  斜對面認到一個人很面善
[00:15:48.320 --> 00:15:51.280]  「咦?那個不是監獄的寶叔?」
[00:15:51.280 --> 00:15:52.160]  我走過去
[00:15:52.160 --> 00:15:56.480]  「寶叔,為什麼不在石壁?為什麼在旺角?」
[00:15:56.480 --> 00:15:59.200]  他說「蔡淑琪,你走了我不知道」
[00:15:59.200 --> 00:16:02.000]  「我那時候在監獄裡面看新聞」
[00:16:02.000 --> 00:16:04.320]  「看到小孩很困難」
[00:16:04.320 --> 00:16:07.600]  「我就忍不住把監獄的打工錢」
[00:16:07.600 --> 00:16:08.960]  「幾元幾元的打工錢」
[00:16:08.960 --> 00:16:10.720]  「儲了千多二千元」
[00:16:10.720 --> 00:16:12.800]  「其他監犯就將這千多二千元」
[00:16:12.800 --> 00:16:14.560]  「多數買煙的」
[00:16:14.560 --> 00:16:16.320]  「我就戒了煙」
[00:16:16.320 --> 00:16:19.200]  「千多二千元的死囚犯都沒有用」
[00:16:19.200 --> 00:16:21.920]  「不如就捐給他」
[00:16:21.920 --> 00:16:23.120]  「怎麼捐給他呢?」
[00:16:23.120 --> 00:16:25.120]  「香港報紙以為我是偉大人物」
[00:16:25.120 --> 00:16:26.800]  「來訪問我」
[00:16:26.800 --> 00:16:28.000]  「上了報」
[00:16:28.000 --> 00:16:30.320]  「上了報後來」
[00:16:30.320 --> 00:16:33.760]  「總督夫人來監獄巡禮的時候」
[00:16:33.760 --> 00:16:35.920]  「就買了我的福音字畫」
[00:16:35.920 --> 00:16:38.720]  「後來我想要假釋就批了出來」
[00:16:38.720 --> 00:16:40.720]  「嘩!我這麼厲害,我都不知道」
[00:16:40.720 --> 00:16:43.200]  「這次是忙什麼?」
[00:16:43.200 --> 00:16:44.080]  「忙什麼?」
[00:16:44.080 --> 00:16:45.760]  「因為我的故事很特別」
[00:16:45.760 --> 00:16:47.520]  「有些教會請我做見證」
[00:16:47.520 --> 00:16:50.960]  「我前幾個禮拜都一直不跟教會去講報道會」
[00:16:50.960 --> 00:16:55.360]  「最近就一直帶了二、三十人去信耶穌」
[00:16:55.360 --> 00:16:56.800]  「那時候我很自卑」
[00:16:56.800 --> 00:16:58.800]  「因為那時候剛剛讀了神學幾年」
[00:16:58.800 --> 00:17:00.320]  「在讀博士班」
[00:17:00.320 --> 00:17:01.840]  「但是那時候我都不知道」
[00:17:01.840 --> 00:17:03.280]  「帶了幾個人去信耶穌而已」
[00:17:03.280 --> 00:17:04.240]  「這麼大個兒子」
[00:17:04.240 --> 00:17:06.800]  「讀了很多書都是帶幾個人去信耶穌」
[00:17:06.800 --> 00:17:08.800]  「他隨便帶了二、三十人去信耶穌」
[00:17:08.800 --> 00:17:10.080]  「又幫了二、三十人」
[00:17:10.080 --> 00:17:14.080]  「嘩!我真的充滿自卑」
[00:17:14.080 --> 00:17:15.760]  「但是人生就是這樣」
[00:17:15.760 --> 00:17:19.200]  「這個人看似沒有可能有喜樂」
[00:17:19.200 --> 00:17:21.440]  「但是成為一個幫助人的人」
[00:17:21.440 --> 00:17:22.400]  「我很喜歡這幅相片」
[00:17:22.400 --> 00:17:23.280]  「就是中間這幅相片」
[00:17:23.280 --> 00:17:24.320]  「有一次我那時候在城鎮」
[00:17:24.320 --> 00:17:25.600]  「還在城鎮侍奉」
[00:17:25.600 --> 00:17:26.880]  「開完會很累」
[00:17:26.880 --> 00:17:29.040]  「回家打開電視機」
[00:17:29.040 --> 00:17:31.200]  「又看到他跌上鏡」
[00:17:31.200 --> 00:17:33.040]  「嘩!怎麼會永遠都是他上鏡」
[00:17:33.040 --> 00:17:35.360]  「不是我們上鏡的」
[00:17:35.360 --> 00:17:38.640]  「一個人生裏面」
[00:17:38.640 --> 00:17:41.600]  「就是神與每一個侍奉者」
[00:17:41.600 --> 00:17:43.600]  「和基督徒同在」
[00:17:43.600 --> 00:17:46.160]  「有些東西是我們想不到的」
[00:17:46.160 --> 00:17:50.320]  「剛好星期六我在一間建築砂丸侍奉」
[00:17:50.320 --> 00:17:53.520]  「剛好星期六有一個董事的媽媽去世」
[00:17:53.520 --> 00:17:56.720]  「她在香港殯儀館有個安息禮拜」
[00:17:56.720 --> 00:18:00.480]  「我就代表學院去悼念」
[00:18:00.480 --> 00:18:02.480]  「剛好我們董事會裏面」
[00:18:02.480 --> 00:18:03.600]  「有一個董事做商人」
[00:18:03.600 --> 00:18:05.760]  「我剛好就去聊天」
[00:18:05.760 --> 00:18:08.480]  「我又說起這個飛蚊症」
[00:18:08.480 --> 00:18:11.600]  「他說我前幾年眼睛不好」
[00:18:11.600 --> 00:18:15.440]  「我打Tennis的朋友是牙科醫生」
[00:18:15.440 --> 00:18:17.760]  「幫我換了一些東西」
[00:18:17.760 --> 00:18:19.280]  「現在我看東西沒有戴眼鏡」
[00:18:19.280 --> 00:18:20.560]  「還看得清楚」
[00:18:20.560 --> 00:18:21.840]  「令我很羨慕」
[00:18:21.840 --> 00:18:24.160]  「不如你介紹給我見一下」
[00:18:24.160 --> 00:18:25.440]  「我不知道是否有幫助」
[00:18:25.440 --> 00:18:26.960]  「我們未必建議這個醫生」
[00:18:26.960 --> 00:18:28.240]  「你先看看多少錢」
[00:18:28.240 --> 00:18:32.080]  「但無論如何原來都有盼望」
[00:18:32.080 --> 00:18:33.360]  「這個老過我」
[00:18:33.360 --> 00:18:34.640]  「十幾歲的商人」
[00:18:34.640 --> 00:18:36.560]  「眼睛有事整完之後」
[00:18:36.560 --> 00:18:39.120]  「不用戴眼鏡還清楚過我」
[00:18:39.120 --> 00:18:41.040]  「人生裏面很多東西」
[00:18:41.040 --> 00:18:42.560]  「你走人生的時候」
[00:18:42.560 --> 00:18:44.640]  「你以為沒有路的時候」
[00:18:44.640 --> 00:18:46.960]  「但神是有路的」
[00:18:46.960 --> 00:18:48.960]  所以這就是基督的愛
[00:18:48.960 --> 00:18:51.280]  給每個信主人的盼望
[00:18:51.280 --> 00:18:55.840]  這是一個台灣的合唱小組
[00:18:55.840 --> 00:18:57.760]  他們合奏唱歌
[00:18:57.760 --> 00:19:00.320]  有首在YouTube的歌叫「飛鳥」
[00:19:00.320 --> 00:19:02.720]  他用了聖經的一句話很有意思
[00:19:02.720 --> 00:19:04.640]  「你看天上的飛鳥」
[00:19:04.640 --> 00:19:06.880]  「也不種也不收」
[00:19:06.880 --> 00:19:09.920]  「也迫不即束在倉裏面」
[00:19:09.920 --> 00:19:13.040]  「你們天父尚且養活他」
[00:19:13.040 --> 00:19:17.520]  「你們不比飛鳥更貴重嗎」
[00:19:17.520 --> 00:19:18.880]  其實聖經裏面有一個提醒
[00:19:18.880 --> 00:19:20.720]  就是神很愛我們
[00:19:20.720 --> 00:19:23.440]  聖經一句是「神愛世人」
[00:19:23.440 --> 00:19:25.840]  甚至將太獨生子賜給我們
[00:19:25.840 --> 00:19:27.840]  叫每一個信祂的人
[00:19:27.840 --> 00:19:29.520]  要不自滅亡
[00:19:29.520 --> 00:19:30.400]  要甚麼?
[00:19:30.400 --> 00:19:31.600]  反德甚麼?
[00:19:31.600 --> 00:19:32.880]  永生
[00:19:32.880 --> 00:19:34.320]  所以我第一個訊息
[00:19:34.320 --> 00:19:35.360]  想大家幫幫忙
[00:19:35.360 --> 00:19:36.640]  跟隔壁說
[00:19:36.640 --> 00:19:38.240]  神愛你
[00:19:38.240 --> 00:19:39.120]  神幫你
[00:19:39.120 --> 00:19:40.640]  跟隔壁說
[00:19:40.640 --> 00:19:42.240]  神幫你
[00:19:42.240 --> 00:19:46.480]  你要不要有神的奇妙的愛
[00:19:46.480 --> 00:19:48.960]  神愛你
[00:19:48.960 --> 00:19:50.240]  聖經裏面
[00:19:50.240 --> 00:19:51.600]  神給我們奇妙的愛
[00:19:51.600 --> 00:19:52.480]  有神的愛
[00:19:52.480 --> 00:19:54.400]  有弟子們的愛
[00:19:54.400 --> 00:19:55.120]  第二點
[00:19:55.120 --> 00:19:57.760]  那一句標題是一起讀的
[00:19:57.760 --> 00:20:02.480]  「我們有奇妙的知足和豐盛」
