
[00:00:00.000 --> 00:00:02.200]  進入聖州的時候
[00:01:49.160 --> 00:01:53.280]  因為今天同樣是主耶穌受難週的開始
[00:01:53.280 --> 00:01:55.040]  進入耶路撒冷之後
[00:01:55.040 --> 00:02:00.400]  主耶穌就會和當時各種勢力正面交鋒
[00:02:00.400 --> 00:02:05.560]  上帝的心意和世人的心意亦都彼此角力
[00:02:05.560 --> 00:02:10.120]  而最終將主耶穌釘在十字架上
[00:02:10.120 --> 00:02:13.720]  所以主耶穌進入耶路撒冷的這一段記載
[00:02:13.720 --> 00:02:16.640]  本身是一件很複雜的事情
[00:02:16.640 --> 00:02:21.360]  當中亦都啟示到主耶穌的使命和身份
[00:02:21.360 --> 00:02:24.120]  亦都是上帝計劃的中心
[00:02:24.120 --> 00:02:26.360]  所以我們怎樣去看待這件事
[00:02:26.360 --> 00:02:31.640]  亦都決定我們怎樣去面對和回應上帝的計劃
[00:02:31.640 --> 00:02:35.880]  今天的講題是「榮耀的主進城」
[00:02:35.880 --> 00:02:37.880]  當中有一個文號
[00:02:37.880 --> 00:02:40.000]  亦都有一個感嘆號
[00:02:40.000 --> 00:02:42.560]  所以當中包含了兩個意思
[00:02:42.560 --> 00:02:44.240]  一個是帶著懷疑
[00:02:44.240 --> 00:02:46.240]  一個是帶著肯定
[00:02:46.240 --> 00:02:50.080]  兩者都是關係於我們能不能夠了解
[00:02:50.080 --> 00:02:55.360]  進城的那個是哪一位,並且他進城的目的
[00:02:55.360 --> 00:03:00.000]  希望我們今天透過《路加福音》十九章二十八章四十節
[00:03:00.000 --> 00:03:04.520]  對我們怎樣回應上帝的計劃帶來兩個提醒
[00:03:04.520 --> 00:03:07.520]  剛才我們已經讀過這一段經文
[00:03:07.520 --> 00:03:12.600]  現在讓我們再仔細去看一看
[00:03:12.600 --> 00:03:16.880]  經文提到主耶穌要進入耶路撒冷城
[00:03:16.880 --> 00:03:20.280]  耶穌吩咐門徒去預備一隻小驢
[00:03:20.280 --> 00:03:23.200]  在徵用小驢這個行動上
[00:03:23.200 --> 00:03:24.880]  對應當時的文化
[00:03:24.880 --> 00:03:28.880]  原來達官貴人是可以以私人的理由
[00:03:28.880 --> 00:03:31.560]  去徵用其他人的財物
[00:03:31.560 --> 00:03:36.840]  所以徵用小驢本身並不是一件非常罕見的事
[00:03:36.840 --> 00:03:42.880]  不過主耶穌在橄欖山上的一條小村莊裏面
[00:03:42.880 --> 00:03:46.800]  其實沿著一條山路慢慢地下山
[00:03:46.800 --> 00:03:49.520]  山腳就已經是赫西瑪利園
[00:03:49.520 --> 00:03:52.080]  那裏就已經是耶路撒冷了
[00:03:52.080 --> 00:03:55.360]  主耶穌離開耶路撒冷的路程
[00:03:55.360 --> 00:03:58.240]  只是大概二至三公里左右
[00:03:58.240 --> 00:04:02.400]  即是說大概由觀塘去到九龍灣左右
[00:04:02.400 --> 00:04:03.800]  如果我們就這樣走
[00:04:03.800 --> 00:04:07.680]  大概三十至一個小時就已經走到了
[00:04:07.680 --> 00:04:12.480]  當然我們現代人當然是趕快搭地鐵
[00:04:12.480 --> 00:04:14.560]  但是對於當時人來說
[00:04:14.560 --> 00:04:19.320]  他們慣常的做法都是走路進入耶路撒冷的
[00:04:19.320 --> 00:04:24.200]  而按主耶穌慣常的做法都是走路的
[00:04:24.200 --> 00:04:26.200]  又按照這個距離
[00:04:26.200 --> 00:04:28.320]  只不過二至三公里而已
[00:04:28.320 --> 00:04:31.520]  平常的人都會走路的
[00:04:31.520 --> 00:04:36.200]  但是主耶穌這次卻是故意選擇坐小驢
[00:04:36.200 --> 00:04:38.760]  進入耶路撒冷城
[00:04:38.760 --> 00:04:43.320]  因此一件平凡的事就變得不平凡了
[00:04:43.320 --> 00:04:48.240]  不過門徒仍然按照耶穌的吩咐去找一隻小驢
[00:04:48.240 --> 00:04:50.040]  而在經文所說
[00:04:50.040 --> 00:04:55.760]  一切就正如耶穌所說一樣發生
[00:04:55.760 --> 00:04:59.600]  經文對耶穌這個預知的描述
[00:04:59.600 --> 00:05:03.320]  強調了耶路撒冷裏面將要發生的事
[00:05:03.320 --> 00:05:07.120]  並不是耶穌意料之外的事
[00:05:07.120 --> 00:05:10.520]  並且在經文中出現了兩次
[00:05:10.520 --> 00:05:14.080]  「主要容他」
[00:05:14.080 --> 00:05:18.880]  這個包含著主有對他的需要的意思
[00:05:18.880 --> 00:05:22.520]  也強調主耶穌確實知道
[00:05:22.520 --> 00:05:25.240]  祂要騎甚麼進入城裏面
[00:05:25.240 --> 00:05:28.280]  並且祂將要面對的一切事
[00:05:28.280 --> 00:05:32.280]  實際上也是在祂預知之內
[00:05:32.280 --> 00:05:35.160]  也就是說主耶穌是引導著
[00:05:35.160 --> 00:05:39.000]  整個實行祂使命的各部分
[00:05:39.000 --> 00:05:42.200]  而《騎著驢仔進城》的這幅圖畫
[00:05:42.200 --> 00:05:49.160]  也叫人去想起《撒加利亞書》九章九節
[00:05:49.160 --> 00:05:50.520]  它這樣說
[00:05:50.520 --> 00:05:53.800]  「錫安啊,應當大大喜樂」
[00:05:53.800 --> 00:05:56.920]  「耶路撒冷啊,應當歡呼」
[00:05:56.920 --> 00:05:59.960]  「看啊,你的王來到你這裏」
[00:05:59.960 --> 00:06:03.600]  「怕是公義的,並且施行拯救」
[00:06:03.600 --> 00:06:09.560]  「謙和地騎著驢,騎著小驢,驢的驅子」
[00:06:09.560 --> 00:06:14.920]  這個在舊約先知對尼塞瓦的描述
[00:06:14.920 --> 00:06:17.040]  與現在此時此刻
[00:06:17.040 --> 00:06:21.480]  耶穌進城的情景連結起來
[00:06:21.480 --> 00:06:24.480]  當時的人如何看待這件事呢?
[00:06:24.480 --> 00:06:29.000]  也反映著他們如何回應上帝的計劃
[00:06:29.000 --> 00:06:31.400]  其實主耶穌進城這件事
[00:06:31.400 --> 00:06:33.920]  四卷福音書也有提及
[00:06:33.920 --> 00:06:36.680]  如果你看回《馬太福音》二十一章
[00:06:36.680 --> 00:06:38.400]  《馬可福音》十一章
[00:06:38.400 --> 00:06:40.080]  《約翰福音》十二章
[00:06:40.080 --> 00:06:42.920]  也有提及耶穌進城的事
[00:06:42.920 --> 00:06:48.200]  不過四卷福音書要表達的焦點也有些不同
[00:06:48.200 --> 00:06:51.560]  所以我們不要將當中的細節混淆
[00:06:51.560 --> 00:06:57.640]  以免錯過了每一卷福音書所帶來的焦點和重點
[00:06:57.640 --> 00:07:01.120]  而今日我們的經課就是記載在《路加福音》
[00:07:01.120 --> 00:07:06.040]  當中特別有兩個情節是其他福音書沒有提及的
[00:07:06.040 --> 00:07:10.880]  而當中也描述了兩種人的不同反應
[00:07:10.880 --> 00:07:15.200]  第一種人就是門徒
[00:07:15.200 --> 00:07:17.760]  在第三十五節這樣說
[00:07:17.760 --> 00:07:21.800]  門徒將這隻小驢牽到耶穌那裏
[00:07:21.800 --> 00:07:25.960]  之後就將自己的衣服搭在小驢上
[00:07:25.960 --> 00:07:29.600]  然後就很小心地扶耶穌上小驢
[00:07:29.600 --> 00:07:34.240]  耶穌騎著小驢走到前面的時候
[00:07:34.240 --> 00:07:38.200]  眾人也將衣服鋪在路上
[00:07:38.200 --> 00:07:41.560]  讓騎著小驢的耶穌經過
[00:07:41.560 --> 00:07:44.280]  從門徒這些動作
[00:07:44.280 --> 00:07:50.200]  都反映出他們非常尊敬這位老師、這位夫子
[00:07:50.200 --> 00:07:51.680]  但大家留意
[00:07:51.680 --> 00:07:55.440]  當時耶穌大概是三十多歲左右
[00:07:55.440 --> 00:08:01.840]  照理每年長度需要別人攙扶祂到小驢上
[00:08:01.840 --> 00:08:04.320]  所以經文這麼細緻地描述
[00:08:04.320 --> 00:08:09.280]  門徒的動作是表達了門徒對耶穌的尊敬
[00:08:09.280 --> 00:08:10.600]  而在這裏
[00:08:10.600 --> 00:08:17.920]  將衣服鋪在路上讓耶穌坐著小驢經過的「眾人」這個字
[00:08:17.920 --> 00:08:20.680]  其實跟其他福音書所提到
[00:08:20.680 --> 00:08:25.400]  在耶路撒冷裏有群眾熱烈歡迎耶穌進城
[00:08:25.400 --> 00:08:27.400]  是有一些分別的
[00:08:27.400 --> 00:08:28.880]  經文提到
[00:08:28.880 --> 00:08:31.080]  將近耶路撒冷
[00:08:31.080 --> 00:08:33.480]  所以閻克描繪的事情
[00:08:33.480 --> 00:08:38.240]  仍然在耶路撒冷以外一段距離所發生
[00:08:38.240 --> 00:08:42.280]  而「眾人」在原文是指「他們」
[00:08:42.280 --> 00:08:44.280]  也就是門徒
[00:08:44.280 --> 00:08:46.160]  所以經文要強調的
[00:08:46.160 --> 00:08:50.640]  並不是耶路撒冷城裏的人怎樣歡迎耶穌
[00:08:50.640 --> 00:08:53.200]  而是描述在城外面
[00:08:53.200 --> 00:08:58.240]  預備跟耶穌一同進城的這群門徒
[00:08:58.240 --> 00:08:59.600]  這一種描述
[00:08:59.600 --> 00:09:02.400]  其實也是凸顯了路加福音
[00:09:02.400 --> 00:09:06.080]  接下來描述耶穌進入耶路撒冷之後
[00:09:06.080 --> 00:09:09.080]  怎樣不受城裏的人歡迎
[00:09:09.080 --> 00:09:11.600]  甚至拒絕耶穌
[00:09:11.600 --> 00:09:14.800]  這些事情所帶來的張力
[00:09:14.800 --> 00:09:16.080]  不過明顯地
[00:09:16.080 --> 00:09:20.200]  這群門徒是很尊敬和擁戴耶穌
[00:09:20.200 --> 00:09:22.400]  所以當耶穌騎上路
[00:09:22.400 --> 00:09:25.320]  快要到達橄欖山的時候
[00:09:25.320 --> 00:09:27.200]  一大群門徒
[00:09:27.200 --> 00:09:30.920]  就因為所見過的一切異能
[00:09:30.920 --> 00:09:35.000]  都歡呼起來大聲讚美
[00:09:35.000 --> 00:09:36.200]  經文指出
[00:09:36.200 --> 00:09:39.560]  門徒是因為所見的一切異能
[00:09:39.560 --> 00:09:41.720]  而讚美上帝的
[00:09:41.720 --> 00:09:46.760]  「見過」這個字除了有「看見」和「經歷」之外
[00:09:46.760 --> 00:09:49.360]  也有「注視」的含義
[00:09:49.360 --> 00:09:52.880]  而「神蹟」也代表著上帝的作為
[00:09:52.880 --> 00:09:55.400]  和祂所留下的痕跡
[00:09:55.400 --> 00:09:58.800]  門徒注視到上帝的工作
[00:09:58.800 --> 00:10:00.200]  上帝的痕跡
[00:10:00.200 --> 00:10:02.920]  所以他們發聲讚美
[00:10:02.920 --> 00:10:05.720]  不過門徒是否真的明白
[00:10:05.720 --> 00:10:07.080]  榮耀的主
[00:10:07.080 --> 00:10:10.200]  祂進行所要做的事呢?
[00:10:10.200 --> 00:10:13.240]  我們可以從門徒的讚美內容
[00:10:13.240 --> 00:10:15.120]  或者會透露多一點
[00:10:15.120 --> 00:10:18.720]  他們在歡呼聲裏所期望的事情
[00:10:18.720 --> 00:10:21.320]  門徒讚美地說
[00:10:21.320 --> 00:10:24.120]  奉主的名來的王
[00:10:24.120 --> 00:10:26.720]  是應當稱頌的
[00:10:26.720 --> 00:10:31.120]  門徒以詩篇118篇26篇
[00:10:31.120 --> 00:10:32.920]  裏面的內容去稱讚
[00:10:32.920 --> 00:10:36.560]  亦是我們剛才啟認經文裏所讀過的
[00:10:36.560 --> 00:10:38.720]  但詩篇裏面這樣說
[00:10:38.720 --> 00:10:44.120]  奉耶和華的名來的是應當稱頌的
[00:10:44.120 --> 00:10:46.240]  在詩篇裏面當中
[00:10:46.240 --> 00:10:50.000]  君王這個字在詩篇裏面並沒有出現
[00:10:50.000 --> 00:10:51.160]  所以即是說
[00:10:51.160 --> 00:10:55.440]  門徒是期待著一個王出現
[00:10:55.440 --> 00:10:57.760]  其實我們聽到都幾好
[00:10:57.760 --> 00:11:01.240]  門徒認得到主是王
[00:11:01.240 --> 00:11:03.840]  不過門徒所想的王
[00:11:03.840 --> 00:11:05.840]  是否現刻我們所知道
[00:11:05.840 --> 00:11:09.840]  就是那位帶來拯救勝過死亡的王呢?
[00:11:09.840 --> 00:11:11.280]  好像又不是
[00:11:11.280 --> 00:11:13.320]  如果我們看前面多一點
[00:11:13.320 --> 00:11:17.720]  就是路加福音19章11節
[00:11:17.720 --> 00:11:19.040]  它這樣說
[00:11:19.040 --> 00:11:22.240]  眾人正聽見這些話的時候
[00:11:22.240 --> 00:11:25.120]  耶穌將近耶路撒冷
[00:11:25.120 --> 00:11:29.120]  又因他們以為上帝的國快要顯現
[00:11:29.120 --> 00:11:31.920]  耶穌在說完這番說話之後
[00:11:31.920 --> 00:11:36.320]  祂就說了一個有關主在來的比喻
[00:11:36.320 --> 00:11:38.240]  所以對於門徒來說
[00:11:38.240 --> 00:11:43.400]  進入耶路撒冷就是代表著上帝的國快要顯現
[00:11:43.400 --> 00:11:45.520]  但是在他們的眼中
[00:11:45.520 --> 00:11:47.600]  上帝的國的顯現
[00:11:47.600 --> 00:11:51.320]  就是將羅馬政府推翻
[00:11:51.320 --> 00:11:53.240]  所以他們期待著的
[00:11:53.240 --> 00:11:56.440]  是一個在政治上的君王
[00:11:56.440 --> 00:11:59.920]  而現刻他們是透過所見的神蹟
[00:11:59.920 --> 00:12:02.240]  他們認定這位主耶穌
[00:12:02.240 --> 00:12:05.720]  就是他們所期待的君王
[00:12:05.720 --> 00:12:09.880]  路加福音將王和耶穌作對比
[00:12:09.880 --> 00:12:15.440]  作為世人對耶穌身份和使命的誤解
[00:12:15.440 --> 00:12:19.760]  這些誤解不單單是因為世人知道耶穌是主
[00:12:19.760 --> 00:12:23.600]  更加是誤解了這位主的使命和工作
[00:12:23.600 --> 00:12:26.440]  亦都是耶穌進城的目的
[00:12:26.440 --> 00:12:29.840]  所以主耶穌在路加福音22章
[00:12:29.840 --> 00:12:32.680]  再一次強調祂的使命
[00:12:32.680 --> 00:12:35.360]  經文這樣說
[00:12:35.360 --> 00:12:37.880]  「門徒中間也起了爭論
[00:12:37.880 --> 00:12:40.560]  他們中哪一個可算偉大
[00:12:40.560 --> 00:12:42.080]  耶穌對他們說
[00:12:42.080 --> 00:12:47.040]  外邦人有君王為主治理他們
[00:12:47.040 --> 00:12:51.760]  那掌權管他們的稱為恩主
[00:12:51.760 --> 00:12:53.360]  但你們不可這樣
[00:12:53.360 --> 00:12:57.040]  你們中間最大的都要成為最小的
[00:12:57.040 --> 00:13:00.440]  為領袖的都要像服侍人的
[00:13:00.440 --> 00:13:01.960]  是誰偉大
[00:13:01.960 --> 00:13:04.880]  是坐直的還是服侍人的呢
[00:13:04.880 --> 00:13:06.720]  不是坐直的大嗎
[00:13:06.720 --> 00:13:09.160]  然而我在你們中間
[00:13:09.160 --> 00:13:12.000]  是如同服侍人的」
[00:13:12.000 --> 00:13:16.440]  門徒對於王的期望是管治
[00:13:16.440 --> 00:13:19.680]  就正如他們爭論誰偉大
[00:13:19.680 --> 00:13:24.160]  就是渴望得到更多的權力去管治其他人
[00:13:24.160 --> 00:13:28.480]  但主耶穌他管治這個世界的方式截然不同
[00:13:28.480 --> 00:13:29.640]  這位君王
[00:13:29.640 --> 00:13:34.480]  他是以服侍和犧牲來管治這個世界的
[00:13:34.480 --> 00:13:38.520]  門徒雖然知道這位是榮耀的主
[00:13:38.520 --> 00:13:42.080]  但他們卻不知道他進行的目的
[00:13:42.080 --> 00:13:44.640]  以至於當他們看到耶穌被捕
[00:13:44.640 --> 00:13:46.400]  釘在十字架上之後
[00:13:46.400 --> 00:13:51.560]  心裏都被這些事動搖而失卻信心
[00:13:51.560 --> 00:13:55.040]  我們會不會有時候都好像門徒一樣
[00:13:55.040 --> 00:13:56.440]  誤解了主耶穌
[00:13:56.440 --> 00:14:01.080]  這位榮耀的主進入這個世界的工作呢
[00:14:01.080 --> 00:14:05.160]  就好像我們生活在一個競爭激烈的社會
[00:14:05.160 --> 00:14:07.320]  它最大的特色就是人形
[00:14:07.320 --> 00:14:10.840]  人人都被向上爬所驅動
[00:14:10.840 --> 00:14:12.320]  結果你會發現
[00:14:12.320 --> 00:14:15.520]  只是單單想想怎樣去脫離向上爬
[00:14:15.520 --> 00:14:18.880]  這種生活形態就已經很困難了
[00:14:18.880 --> 00:14:20.960]  圍繞著我們的人和事
[00:14:20.960 --> 00:14:23.840]  都好像眼裏只是想向上爬
[00:14:23.840 --> 00:14:25.960]  爬到成功的位置
[00:14:25.960 --> 00:14:27.520]  而所謂的成功
[00:14:27.520 --> 00:14:32.520]  就是在乎於我們能不能夠在競爭裏面生存下來
[00:14:32.520 --> 00:14:36.480]  所以很多人要預先為這件事作為準備
[00:14:36.480 --> 00:14:38.280]  大學的學位要爭
[00:14:38.280 --> 00:14:39.960]  中學的學位要爭
[00:14:39.960 --> 00:14:41.600]  小學的學位要爭
[00:14:41.600 --> 00:14:44.080]  幼稚園的學位都要爭
[00:14:44.080 --> 00:14:50.600]  我們彷彿生活在只有贏人才能夠生存的環境當中
[00:14:50.600 --> 00:14:51.880]  因為這樣
[00:14:51.880 --> 00:14:56.520]  向上爬不知不覺地成為一些人的做人宗旨
[00:14:56.520 --> 00:14:59.000]  而這個宗旨讓人相信
[00:14:59.000 --> 00:15:03.400]  我們成功就代表了上帝站在我們那一邊
[00:15:03.400 --> 00:15:04.360]  我這樣說
[00:15:04.360 --> 00:15:08.160]  並不是否定任何的雄心或者抱負
[00:15:08.160 --> 00:15:12.280]  也絕不是反對成長和進步
[00:15:12.280 --> 00:15:14.920]  不過向上爬的驅動
[00:15:14.920 --> 00:15:19.440]  和真正的成長和進步是有分別的
[00:15:19.440 --> 00:15:22.520]  前者即是向上爬的驅動
[00:15:22.520 --> 00:15:25.520]  是看別人為敵人和對手
[00:15:25.520 --> 00:15:27.240]  企圖高舉自己
[00:15:27.240 --> 00:15:29.360]  並且以權力出發
[00:15:29.360 --> 00:15:34.640]  這樣的雄心是沒辦法承擔更大的使命
[00:15:34.640 --> 00:15:38.120]  後者即是真正的進步和成長
[00:15:38.120 --> 00:15:40.760]  是以愛和服侍為基礎
[00:15:40.760 --> 00:15:44.480]  希望讓所有人都得以被提升
[00:15:44.480 --> 00:15:48.800]  而前者即是被向上爬所驅動的人
[00:15:48.800 --> 00:15:52.840]  只是想將貧窮跟不上的人淘汰
[00:15:52.840 --> 00:15:54.240]  三輛產泥車
[00:15:54.240 --> 00:15:59.680]  就可以去除發展的部分的人、事或物
[00:15:59.680 --> 00:16:01.920]  包括別人的家園
[00:16:01.920 --> 00:16:07.840]  後者即是真正想成長和進步的人
[00:16:07.840 --> 00:16:11.720]  是讓我們在服侍、關注貧窮、傷殘
[00:16:11.720 --> 00:16:14.960]  心靈受創和跟不上的人當中
[00:16:14.960 --> 00:16:18.400]  看到上帝的痕跡和工作
[00:16:18.400 --> 00:16:20.040]  大弟兄姊妹
[00:16:20.040 --> 00:16:22.120]  這件事容不容易呢?
[00:16:22.120 --> 00:16:23.920]  的確不容易
[00:16:23.920 --> 00:16:27.360]  不過這也是主耶穌進城
[00:16:27.360 --> 00:16:30.280]  為人帶來救贖的工作
[00:16:30.280 --> 00:16:32.880]  而主耶穌告訴我們
[00:16:32.880 --> 00:16:35.880]  主要用你
[00:16:35.880 --> 00:16:38.520]  主有對你的需要
[00:16:38.520 --> 00:16:41.520]  主耶穌也邀請我們一同進城
[00:16:41.520 --> 00:16:43.960]  實現祂救贖的工作
[00:16:43.960 --> 00:16:47.880]  所以盼望我們不單知道主耶穌是榮耀的主
[00:16:47.880 --> 00:16:50.400]  更加要明白祂進城的目的
[00:16:50.400 --> 00:16:55.520]  好讓我們更加懂得怎樣去回應上帝的計劃
[00:16:55.520 --> 00:16:56.520]  好了
[00:16:56.520 --> 00:17:00.240]  門徒雖然未明白主耶穌進城的真正目的
[00:17:00.240 --> 00:17:05.240]  但至少他們都認得這位是奉主明來的人
[00:17:05.240 --> 00:17:07.200]  所以去讚美祂
[00:17:07.200 --> 00:17:10.480]  但是在場的還有另一批人
[00:17:10.480 --> 00:17:13.600]  他們卻有另一種的回應
[00:17:13.600 --> 00:17:18.720]  這也是我們今天帶來的第二個提醒
[00:17:18.720 --> 00:17:21.160]  同樣見證著主耶穌進城的
[00:17:21.160 --> 00:17:23.080]  還有法利塞人
[00:17:23.080 --> 00:17:25.240]  在第39節這樣說
[00:17:25.240 --> 00:17:28.480]  人群中有幾個法利塞人對耶穌說
[00:17:28.480 --> 00:17:31.080]  「老師,責備你們門徒吧」
[00:17:31.080 --> 00:17:32.240]  耶穌回答
[00:17:32.240 --> 00:17:35.920]  「我告訴你們,若是這些人閉口不說
[00:17:35.920 --> 00:17:38.760]  石頭也要呼叫起來」
[00:17:38.760 --> 00:17:41.440]  如果我們閱讀《路加福音》
[00:17:41.440 --> 00:17:46.920]  我們會發現法利塞人經常在耶穌身邊出現
[00:17:46.920 --> 00:17:51.760]  所以其實他們同樣見過耶穌所發生的異能
[00:17:51.760 --> 00:17:55.640]  就是說他們都看過上帝的一切作為
[00:17:55.640 --> 00:17:57.240]  在耶穌身上
[00:17:57.240 --> 00:17:59.600]  不過這幾個法利塞人
[00:17:59.600 --> 00:18:04.200]  卻沒有因為上帝所留下的痕跡而讚美上帝
[00:18:04.200 --> 00:18:06.320]  法利塞人此時此刻
[00:18:06.320 --> 00:18:10.400]  表示他們不認同門徒對耶穌的讚美
[00:18:10.400 --> 00:18:14.680]  他們認為這個君王的稱呼是不屬於主耶穌的
[00:18:14.680 --> 00:18:17.440]  所以他們提出抗議
[00:18:17.440 --> 00:18:21.080]  法利塞人甚至要求耶穌責備他們的門徒
[00:18:21.080 --> 00:18:27.680]  這也表示法利塞人要求耶穌拒絕自己是王的身份
[00:18:27.680 --> 00:18:28.520]  咦?
[00:18:28.520 --> 00:18:31.720]  法利塞人其實都是很期待
[00:18:31.720 --> 00:18:35.560]  尼塞雅尼林復興以色列國的人
[00:18:35.560 --> 00:18:41.360]  而且他們可以說是最期待尼塞雅尼林的人
[00:18:41.360 --> 00:18:42.440]  也因為這樣
[00:18:42.440 --> 00:18:44.280]  他們嚴守教條
[00:18:44.280 --> 00:18:47.120]  也要求別人去嚴守教條
[00:18:47.120 --> 00:18:51.000]  因為他們認為尼塞雅一直未來臨
[00:18:51.000 --> 00:18:54.200]  就是因為以色列人不夠聖潔
[00:18:54.200 --> 00:18:56.000]  所以他們非常著緊
[00:18:56.000 --> 00:18:59.960]  也非常期待著尼塞雅的來臨
[00:18:59.960 --> 00:19:03.200]  不過此時此刻
[00:19:03.200 --> 00:19:07.400]  這位尼塞雅活生生地站在他們面前
[00:19:07.400 --> 00:19:09.800]  但沒有一個能夠認出她
[00:19:09.800 --> 00:19:14.240]  沒有一個認出這就是他們所期待的那位
[00:19:14.240 --> 00:19:17.800]  所以耶穌就這樣回答他們
[00:19:17.800 --> 00:19:19.280]  「我告訴你們
[00:19:19.280 --> 00:19:21.680]  若是這些人閉口不說
[00:19:21.680 --> 00:19:24.400]  石頭也要呼叫起來」
[00:19:24.400 --> 00:19:26.520]  耶穌這樣回答
[00:19:26.520 --> 00:19:29.960]  就是形同在責備法利塞人
[00:19:29.960 --> 00:19:33.480]  沒有生命的受俗物都知道發生甚麼事
[00:19:33.480 --> 00:19:36.720]  你們卻懵然不知
[00:19:36.720 --> 00:19:41.280]  法利塞人看到上帝的作為卻視而不見
[00:19:41.280 --> 00:19:46.760]  這是因為法利塞人的心中被自己的想法所蒙蔽
[00:19:46.760 --> 00:19:49.080]  他們眼中只有自己的想法
[00:19:49.080 --> 00:19:50.280]  換句話說
[00:19:50.280 --> 00:19:52.680]  他們眼中只有自己
[00:19:52.680 --> 00:19:55.920]  這令他們看不到上帝的工作
[00:19:55.920 --> 00:19:57.480]  上帝的行跡
[00:19:57.480 --> 00:20:00.800]  看不到身邊的需要
[00:20:00.800 --> 00:20:05.960]  其實如果以法利塞人一貫的作風
[00:20:05.960 --> 00:20:09.280]  如果他們聽到耶和華跟他們說
[00:20:09.280 --> 00:20:11.440]  「主要用你 主要用你」
[00:20:11.440 --> 00:20:13.120]  他們一定是第一個舉手
[00:20:13.120 --> 00:20:15.640]  馬上去做的那一批
[00:20:15.640 --> 00:20:16.920]  不過可惜
[00:20:16.920 --> 00:20:19.200]  他們根本認不出
[00:20:19.200 --> 00:20:22.560]  眼前的就是尼塞亞主耶穌
[00:20:22.560 --> 00:20:27.160]  又怎樣可以進行主的說話呢?
[00:20:27.160 --> 00:20:29.840]  有一個故事是這樣的
[00:20:29.840 --> 00:20:32.360]  有一間很古老的修道院
[00:20:32.360 --> 00:20:35.280]  過去都曾經很輝煌
[00:20:35.280 --> 00:20:38.920]  有很多人特意遠道而來去朝聖
[00:20:38.920 --> 00:20:45.320]  所以這間修道院充滿著讀經和唱詩的聲音
[00:20:45.320 --> 00:20:48.240]  但經過了漫長的歲月
[00:20:48.240 --> 00:20:50.000]  風光不再了
[00:20:50.000 --> 00:20:53.680]  眼前這間修道院日漸沒落
[00:20:53.680 --> 00:20:57.800]  這間修道院的老院長心情非常沉重
[00:20:57.800 --> 00:21:03.160]  他聽聞在院方有一座山
[00:21:03.160 --> 00:21:05.040]  有一個智者在當中
[00:21:05.040 --> 00:21:06.960]  他充滿智慧
[00:21:06.960 --> 00:21:10.600]  因此這個老院長就長途跋涉
[00:21:10.600 --> 00:21:13.520]  去到這個地方去問下
[00:21:13.520 --> 00:21:15.240]  請教這位智者
[00:21:15.240 --> 00:21:19.240]  看看會不會有復興修道院的好辦法
