
[00:00:00.000 --> 00:00:04.520]  早晨 很高興可以在現場跟大家分享神的話
[00:01:29.680 --> 00:01:33.880]  神照我們 本不是要我們尖然污穢
[00:01:33.880 --> 00:01:37.400]  乃是要我們成為聖潔
[00:01:37.400 --> 00:01:40.520]  所以那氣絕的 不是氣絕人
[00:01:40.520 --> 00:01:43.880]  乃是氣絕那次聖靈給你們的神
[00:01:43.880 --> 00:01:45.520]  輪到弟兄們相愛
[00:01:45.520 --> 00:01:47.120]  不用人寫信給你們
[00:01:47.120 --> 00:01:49.440]  因為你們自己夢了神的教訓
[00:01:49.440 --> 00:01:51.280]  叫你們彼此相愛
[00:01:51.280 --> 00:01:54.000]  你們向馬其頓傳遞的眾弟兄
[00:01:54.000 --> 00:01:55.440]  固然是這樣行
[00:01:55.440 --> 00:01:58.440]  但我勸弟兄們要更加勉勵
[00:01:58.440 --> 00:02:00.720]  又要立志作安政人
[00:02:00.720 --> 00:02:03.200]  辦自己的事親手作工
[00:02:03.200 --> 00:02:06.000]  正如我們從前所吩咐你們的
[00:02:06.000 --> 00:02:09.400]  叫你們可以向外人行事端正
[00:02:09.400 --> 00:02:12.320]  自己也就沒有什麼缺乏了
[00:02:12.320 --> 00:02:14.520]  這是神的話
[00:02:14.520 --> 00:02:15.320]  我問問你們
[00:02:15.320 --> 00:02:17.800]  我想你們很多人相信了很多年
[00:02:17.800 --> 00:02:19.960]  如果我今天給你一個時光機
[00:02:19.960 --> 00:02:21.680]  你有機會回去
[00:02:21.680 --> 00:02:24.640]  跟初初信主的自己對話
[00:02:24.640 --> 00:02:26.360]  你會跟祂說什麼
[00:02:26.360 --> 00:02:28.040]  你會對祂有什麼提醒
[00:02:28.040 --> 00:02:30.280]  讓祂可以在侍奉這條路上
[00:02:30.280 --> 00:02:33.000]  行得穩 行得遠
[00:02:33.000 --> 00:02:34.400]  或者你可能會提醒祂
[00:02:34.400 --> 00:02:35.760]  記住祈禱
[00:02:35.760 --> 00:02:36.840]  星期三的祈禱會
[00:02:36.840 --> 00:02:38.960]  不要經常錯過這個聚會
[00:02:38.960 --> 00:02:40.520]  又或者你會跟祂說
[00:02:40.520 --> 00:02:43.600]  小心嘴巴 你說話很直
[00:02:43.600 --> 00:02:45.680]  可能你在信主這麼多年
[00:02:45.680 --> 00:02:46.920]  都曾經用嘴巴
[00:02:46.920 --> 00:02:48.880]  得罪過不少的弟兄姊妹
[00:02:48.880 --> 00:02:50.320]  有些人可能今天
[00:02:50.320 --> 00:02:52.480]  關係都復活不了
[00:02:52.480 --> 00:02:54.560]  今天我們信了主這麼多年
[00:02:54.560 --> 00:02:56.920]  去想回剛剛信主的自己
[00:02:56.920 --> 00:02:59.520]  可能有很多事情想提醒祂
[00:02:59.520 --> 00:03:02.360]  在今天第四章的經文裡
[00:03:02.360 --> 00:03:04.440]  保羅正正在做這件事
[00:03:04.440 --> 00:03:07.040]  貼薩羅尼加是一個怎樣的教會
[00:03:07.040 --> 00:03:08.400]  其實這個教會
[00:03:08.400 --> 00:03:10.160]  是保羅在《使徒行傳》十七章
[00:03:10.160 --> 00:03:11.320]  有記載過
[00:03:11.320 --> 00:03:14.400]  當時保羅去到貼薩羅尼加這個地方
[00:03:14.400 --> 00:03:15.640]  《使徒行傳》記載
[00:03:15.640 --> 00:03:17.440]  他留了三個安息日
[00:03:17.440 --> 00:03:19.080]  建立了這個教會出來
[00:03:19.080 --> 00:03:20.320]  所以可以這麼說
[00:03:20.320 --> 00:03:21.600]  他跟這幫弟兄姊妹
[00:03:21.600 --> 00:03:23.080]  相處的時間不多
[00:03:23.080 --> 00:03:25.800]  就急著被人趕走了這個地方
[00:03:25.800 --> 00:03:28.200]  所以當他想起這個教會
[00:03:28.200 --> 00:03:29.200]  他就會想
[00:03:29.200 --> 00:03:32.720]  這幫弟兄姊妹是初信
[00:03:32.720 --> 00:03:35.720]  我有什麼東西可以提醒他們
[00:03:35.720 --> 00:03:38.080]  以致他們在信仰這條路上
[00:03:38.080 --> 00:03:41.560]  可以走得遠 走得穩呢
[00:03:41.560 --> 00:03:43.640]  我們今天在四章一至十二節
[00:03:43.640 --> 00:03:46.320]  就發現保羅對這幫弟兄姊妹
[00:03:46.320 --> 00:03:48.000]  有兩個提醒
[00:03:48.000 --> 00:03:50.360]  是關於他們身份的提醒
[00:03:50.360 --> 00:03:53.320]  是關於他們這個群體的提醒
[00:03:53.320 --> 00:03:55.880]  剛才你大概聽得到
[00:03:55.880 --> 00:03:58.560]  有些字我是會特別讀得慢
[00:03:58.560 --> 00:04:00.560]  特別讀得大聲一點
[00:04:00.560 --> 00:04:02.880]  因為那個就是保羅對他們的提醒
[00:04:02.880 --> 00:04:04.920]  我們看看第一個提醒在哪裡
[00:04:04.920 --> 00:04:08.480]  如果你看回四章的三至八節
[00:04:08.480 --> 00:04:09.960]  如果你看完《文聖經》
[00:04:09.960 --> 00:04:12.760]  三至八節是一句長的句子
[00:04:12.760 --> 00:04:14.560]  是一整個句子
[00:04:14.560 --> 00:04:16.160]  沒有鬥號 句號的
[00:04:16.160 --> 00:04:18.040]  所以如果你看你手上的《聖經》
[00:04:18.040 --> 00:04:20.080]  看到第五節之後有句號
[00:04:20.080 --> 00:04:22.160]  原文應該是沒有那個句號的
[00:04:22.160 --> 00:04:25.480]  三至八節是一句很長的句子
[00:04:25.480 --> 00:04:26.720]  而這句句子
[00:04:26.720 --> 00:04:28.640]  保羅給了他們一些提示
[00:04:28.640 --> 00:04:32.280]  怎樣去了解自己的身份是什麼
[00:04:32.280 --> 00:04:34.360]  就是成為聖潔
[00:04:34.360 --> 00:04:35.800]  保羅提醒他們
[00:04:35.800 --> 00:04:38.080]  你們要成為聖潔
[00:04:38.080 --> 00:04:40.800]  他一開始說要成為聖潔
[00:04:40.800 --> 00:04:42.200]  第三節 第七節
[00:04:42.200 --> 00:04:43.920]  要成為聖潔
[00:04:43.920 --> 00:04:46.600]  一個括號這樣跟他說
[00:04:46.600 --> 00:04:48.400]  你們要成為聖潔
[00:04:48.400 --> 00:04:49.680]  聖潔這個字
[00:04:49.680 --> 00:04:51.920]  在成本的《帖撒羅尼加書》裡面
[00:04:51.920 --> 00:04:53.200]  是不斷重複
[00:04:53.200 --> 00:04:55.320]  只是單單這一句裡面
[00:04:55.320 --> 00:04:57.320]  已經重複了四次
[00:04:57.320 --> 00:04:58.680]  首先是開括號
[00:04:58.680 --> 00:05:00.480]  刪括號成為聖潔
[00:05:00.480 --> 00:05:02.080]  中間還有
[00:05:02.080 --> 00:05:03.680]  如果你仔細地看的話
[00:05:03.680 --> 00:05:05.520]  你會看到
[00:05:05.520 --> 00:05:06.520]  在第四節
[00:05:06.520 --> 00:05:08.160]  保羅又提到聖潔這個字
[00:05:08.160 --> 00:05:09.520]  這次怎樣用呢
[00:05:09.520 --> 00:05:13.640]  用聖潔磚櫃去守住自己的身體
[00:05:13.640 --> 00:05:14.880]  還有一個聖潔
[00:05:14.880 --> 00:05:15.840]  可能你就這樣看
[00:05:15.840 --> 00:05:17.520]  經文不是那麼清楚
[00:05:17.520 --> 00:05:18.120]  在哪裡呢
[00:05:18.120 --> 00:05:19.040]  我提一提你
[00:05:19.040 --> 00:05:21.080]  第八節 聖靈
[00:05:21.080 --> 00:05:23.840]  如果你去看原本的聖經
[00:05:23.840 --> 00:05:25.360]  聖潔
[00:05:25.360 --> 00:05:26.600]  他怎樣形容
[00:05:26.600 --> 00:05:28.280]  三為一體 第三為格
[00:05:28.280 --> 00:05:29.000]  聖靈呢
[00:05:29.000 --> 00:05:31.960]  他是說這個是聖潔的靈
[00:05:31.960 --> 00:05:33.400]  聖潔對我們基督徒
[00:05:33.400 --> 00:05:36.920]  是一個非常非常重要的形容詞
[00:05:36.920 --> 00:05:39.320]  因為神就是一個聖潔的神
[00:05:39.320 --> 00:05:41.240]  我們要好像神一樣
[00:05:41.240 --> 00:05:42.720]  成為聖潔
[00:05:42.720 --> 00:05:44.040]  好了 說了那麼久
[00:05:44.040 --> 00:05:45.360]  什麼叫聖潔
[00:05:45.360 --> 00:05:46.920]  你看報紙
[00:05:46.920 --> 00:05:48.560]  或者說最近一個月
[00:05:48.560 --> 00:05:49.840]  看打仗看得多
[00:05:49.840 --> 00:05:51.360]  聖潔是什麼
[00:05:51.360 --> 00:05:53.120]  就算不要說報紙
[00:05:53.120 --> 00:05:55.040]  你平時跟朋友聊天
[00:05:55.040 --> 00:05:56.720]  有沒有說過聖潔
[00:05:56.720 --> 00:05:58.080]  用聖潔這個詞語
[00:05:58.080 --> 00:05:59.920]  放在你的對話裡
[00:05:59.920 --> 00:06:01.040]  當然沒有
[00:06:01.040 --> 00:06:02.240]  我們正常人
[00:06:02.240 --> 00:06:03.960]  都不知道聖潔是什麼
[00:06:03.960 --> 00:06:06.840]  更何況這群貼紮羅尼加的基督徒
[00:06:06.840 --> 00:06:08.680]  他們都不知道保羅在說什麼
[00:06:08.680 --> 00:06:10.920]  所以保羅可不可以清楚一點
[00:06:10.920 --> 00:06:11.840]  什麼叫聖潔
[00:06:11.840 --> 00:06:12.880]  你說得那麼重要
[00:06:12.880 --> 00:06:14.240]  就是要做什麼
[00:06:14.240 --> 00:06:15.880]  不做什麼
[00:06:15.880 --> 00:06:18.160]  如果我們看第三節八節
[00:06:18.160 --> 00:06:21.080]  其實保羅又說得很清楚
[00:06:21.080 --> 00:06:22.320]  他怎麼說
[00:06:22.320 --> 00:06:25.240]  他說了四個負責任
[00:06:25.240 --> 00:06:26.440]  一個負責任
[00:06:26.440 --> 00:06:28.600]  去解釋什麼叫聖潔
[00:06:28.600 --> 00:06:30.560]  我們回到第三節八節
[00:06:30.560 --> 00:06:34.120]  看看保羅說什麼是聖潔不應該做的
[00:06:34.120 --> 00:06:36.520]  什麼是聖潔應該做的
[00:06:36.520 --> 00:06:38.000]  我們回到經文裡
[00:06:38.000 --> 00:06:40.280]  你看看那四個負責任
[00:06:40.280 --> 00:06:41.800]  第三節會說
[00:06:41.800 --> 00:06:43.640]  要遠避淫行
[00:06:43.640 --> 00:06:44.520]  第二個
[00:06:44.520 --> 00:06:46.400]  不要放縱私慾的邪情
[00:06:46.400 --> 00:06:47.640]  是第五節的
[00:06:47.640 --> 00:06:48.600]  第六節又說
[00:06:48.600 --> 00:06:50.960]  不要月份去欺負弟兄
[00:06:50.960 --> 00:06:51.880]  第七節
[00:06:51.880 --> 00:06:53.400]  不要沾染污穢
[00:06:53.400 --> 00:06:54.600]  四個負責任
[00:06:54.600 --> 00:06:56.200]  那負責任要做什麼
[00:06:56.200 --> 00:06:57.360]  就是第四節了
[00:06:57.360 --> 00:06:58.920]  用聖潔尊貴
[00:06:58.920 --> 00:07:00.800]  守著自己的身體
[00:07:00.800 --> 00:07:02.200]  明白嗎
[00:07:02.200 --> 00:07:03.640]  其實不是很明白
[00:07:03.640 --> 00:07:04.880]  你再想想
[00:07:04.880 --> 00:07:06.040]  如果我這樣跟你說
[00:07:06.040 --> 00:07:07.040]  一個初信的人
[00:07:07.040 --> 00:07:08.440]  遠避淫行
[00:07:08.440 --> 00:07:10.560]  不要放縱私慾的邪情
[00:07:10.560 --> 00:07:12.480]  不要月份去欺負弟兄
[00:07:12.480 --> 00:07:13.680]  不要沾染污穢
[00:07:13.680 --> 00:07:14.760]  聽完之後是怎樣
[00:07:14.760 --> 00:07:16.360]  真的要多點洗手嗎
[00:07:16.360 --> 00:07:18.280]  其實聖潔這件事
[00:07:18.280 --> 00:07:19.840]  對我們是很陌生
[00:07:19.840 --> 00:07:23.000]  對當時的帖薩羅尼加的門徒來說
[00:07:23.000 --> 00:07:24.960]  都是一個很陌生的概念
[00:07:24.960 --> 00:07:26.520]  保羅在其他書信裡
[00:07:26.520 --> 00:07:29.240]  如果他叫人們不要做什麼的時候
[00:07:29.240 --> 00:07:31.840]  保羅其實是可以很清晰地說
[00:07:31.840 --> 00:07:34.080]  例如保羅是法理賽人
[00:07:34.080 --> 00:07:35.360]  你說什麼叫做聖潔
[00:07:35.360 --> 00:07:36.040]  你就說
[00:07:36.040 --> 00:07:36.920]  不可以跟這個人
[00:07:36.920 --> 00:07:37.200]  這個人
[00:07:37.200 --> 00:07:37.440]  這個人
[00:07:37.440 --> 00:07:37.720]  這個人
[00:07:37.720 --> 00:07:38.960]  發生性關係
[00:07:38.960 --> 00:07:39.880]  如果是這樣的話
[00:07:39.880 --> 00:07:41.200]  就叫做不聖潔
[00:07:41.200 --> 00:07:43.040]  為什麼他不說白一點
[00:07:43.040 --> 00:07:45.280]  為什麼在這裡他要說得這麼
[00:07:45.280 --> 00:07:46.360]  又清楚
[00:07:46.360 --> 00:07:48.120]  又不是很清楚
[00:07:48.120 --> 00:07:49.160]  究竟保羅
[00:07:49.160 --> 00:07:51.920]  可不可以說白一點
[00:07:51.920 --> 00:07:52.720]  但是
[00:07:52.720 --> 00:07:55.880]  有一個解鎖這段經文的方法
[00:07:55.880 --> 00:07:56.880]  就是
[00:07:56.880 --> 00:07:57.800]  在第
[00:07:57.800 --> 00:08:00.200]  你看一看
[00:08:00.200 --> 00:08:01.480]  在第五節
[00:08:01.480 --> 00:08:02.920]  不要好像那些
[00:08:02.920 --> 00:08:05.480]  不認識神的外邦人
[00:08:05.480 --> 00:08:08.440]  如果保羅和帖薩羅尼加的門徒說
[00:08:08.440 --> 00:08:09.760]  你們要聖潔
[00:08:09.760 --> 00:08:11.840]  他們未必明白什麼叫聖潔
[00:08:11.840 --> 00:08:13.320]  但是如果保羅說
[00:08:13.320 --> 00:08:14.360]  什麼叫聖潔
[00:08:14.360 --> 00:08:16.680]  真的不要像外面那些人那樣
[00:08:16.680 --> 00:08:17.680]  那突然之間
[00:08:17.680 --> 00:08:18.840]  他就會叮一聲
[00:08:18.840 --> 00:08:20.320]  全部明白了
[00:08:20.320 --> 00:08:21.280]  為什麼
[00:08:21.280 --> 00:08:22.280]  因為這一班人
[00:08:22.280 --> 00:08:25.240]  以前就是不認識神的外邦人
[00:08:25.240 --> 00:08:26.160]  我以前是怎樣
[00:08:26.160 --> 00:08:27.080]  還用你說嗎
[00:08:27.080 --> 00:08:28.200]  我一定知道
[00:08:28.200 --> 00:08:29.160]  從小到大長大
[00:08:29.160 --> 00:08:30.840]  環境是怎樣
[00:08:30.840 --> 00:08:31.680]  那我告訴你
[00:08:31.680 --> 00:08:34.680]  當時帖薩羅尼加的一個人
[00:08:34.680 --> 00:08:37.160]  他由在那個城道出生長大
[00:08:37.160 --> 00:08:39.040]  關於性倫理 性文化
[00:08:39.040 --> 00:08:40.760]  他接受什麼教育
[00:08:40.760 --> 00:08:43.520]  究竟這一班不認識神的外邦人
[00:08:43.520 --> 00:08:46.800]  是怎樣看性這件事
[00:08:46.800 --> 00:08:49.400]  那我們要說一下歷史課
[00:08:49.400 --> 00:08:50.760]  如果你是一個
[00:08:50.760 --> 00:08:53.800]  在帖薩羅尼加出生的小朋友
[00:08:53.800 --> 00:08:56.320]  從小到大父母就會跟你說
[00:08:56.320 --> 00:08:59.320]  性這件事是不需要操控的
[00:08:59.320 --> 00:09:00.600]  特別是男孩子
[00:09:00.600 --> 00:09:02.720]  你看我們家裡多少工人
[00:09:02.720 --> 00:09:05.080]  哪一個你都可以跟他發生性關係
[00:09:05.080 --> 00:09:07.600]  如果家裡的工人已經不能夠滿足你
[00:09:07.600 --> 00:09:10.960]  你可以去廟裡跟妙妓發生性關係
[00:09:10.960 --> 00:09:12.200]  完全沒問題
[00:09:12.200 --> 00:09:13.760]  你只需要開心
[00:09:13.760 --> 00:09:16.680]  釋放你自己裡面的那種私慾邪情
[00:09:16.680 --> 00:09:18.080]  就可以了
[00:09:18.080 --> 00:09:20.960]  好了 到這個小朋友長大結婚
[00:09:20.960 --> 00:09:22.600]  婚姻是否要忠誠呢
[00:09:22.600 --> 00:09:23.680]  當然不用
[00:09:23.680 --> 00:09:25.160]  一個人怎麼可能一輩子
[00:09:25.160 --> 00:09:26.720]  只是被另一個人
[00:09:26.720 --> 00:09:28.640]  去滿足他所有性需要呢
[00:09:28.640 --> 00:09:29.960]  所以當時
[00:09:29.960 --> 00:09:32.320]  在帖薩羅尼加城裡的婚姻
[00:09:32.320 --> 00:09:35.360]  出軌簡直是吃生菜那麼普通
[00:09:35.360 --> 00:09:36.640]  甚至有些哲學家
[00:09:36.640 --> 00:09:37.880]  會跟太太說
[00:09:37.880 --> 00:09:40.360]  如果你發現你丈夫有第三者
[00:09:40.360 --> 00:09:41.120]  不用生氣
[00:09:41.120 --> 00:09:42.560]  這是人之常情
[00:09:42.560 --> 00:09:45.000]  傻瓜 不要生氣這些東西
[00:09:45.000 --> 00:09:47.320]  所以如果你是當時
[00:09:47.320 --> 00:09:49.240]  帖薩羅尼加的門徒
[00:09:49.240 --> 00:09:50.680]  未信主之前
[00:09:50.680 --> 00:09:53.320]  你太了解性文化是什麼
[00:09:53.320 --> 00:09:55.600]  就是完全的放縱
[00:09:55.600 --> 00:09:57.160]  所以當保羅說
[00:09:57.160 --> 00:09:58.400]  什麼叫性結
[00:09:58.400 --> 00:10:00.560]  就是不要像以前那樣
[00:10:00.560 --> 00:10:01.760]  他們就知道
[00:10:01.760 --> 00:10:05.040]  哦 那是什麼意思
[00:10:05.040 --> 00:10:07.760]  如果你再仔細去看三是八折
[00:10:07.760 --> 00:10:09.160]  你會留意到
[00:10:09.160 --> 00:10:11.600]  保羅做了一件很有趣的事
[00:10:11.600 --> 00:10:13.240]  如果我們說性文化
[00:10:13.240 --> 00:10:14.560]  通常立刻想的就是
[00:10:14.560 --> 00:10:16.240]  什麼不能做
[00:10:16.240 --> 00:10:18.160]  兩個男人行不行
[00:10:18.160 --> 00:10:20.240]  結婚兩個女人行不行
[00:10:20.240 --> 00:10:22.240]  甚至如果我覺得我是女人
[00:10:22.240 --> 00:10:23.920]  但我裡面其實住了一個男人
[00:10:23.920 --> 00:10:25.440]  我變性行不行
[00:10:25.440 --> 00:10:27.280]  通常我們會想的方式
[00:10:27.280 --> 00:10:29.320]  就是圍著我想怎樣
[00:10:29.320 --> 00:10:30.720]  我們兩個人開心
[00:10:30.720 --> 00:10:31.840]  又沒有害人
[00:10:31.840 --> 00:10:33.600]  什麼都做得了 有什麼所謂
[00:10:33.600 --> 00:10:35.440]  我們這個時代
[00:10:35.440 --> 00:10:37.040]  不用說二千年前
[00:10:37.040 --> 00:10:38.920]  今時今日去想性
[00:10:38.920 --> 00:10:40.960]  都是由自身出發的
[00:10:40.960 --> 00:10:43.080]  但保羅是三是八折
[00:10:43.080 --> 00:10:45.600]  他做了一件很有趣的事
[00:10:45.600 --> 00:10:46.400]  你留意一下
[00:10:46.400 --> 00:10:49.960]  他反而不說什麼性行為不行
[00:10:49.960 --> 00:10:53.480]  但他不斷重複說的是神
[00:10:53.480 --> 00:10:54.080]  你看一看
[00:10:54.080 --> 00:10:56.280]  我們一起追蹤一下保羅怎麼說
[00:10:56.280 --> 00:10:59.440]  如果你看第三折
[00:10:59.440 --> 00:11:00.680]  你會看到他說
[00:11:00.680 --> 00:11:02.680]  神的旨意
[00:11:02.680 --> 00:11:03.680]  第五折
[00:11:03.680 --> 00:11:06.160]  那些不認識神的外邦人
[00:11:06.160 --> 00:11:07.560]  會做這些事
[00:11:07.560 --> 00:11:08.600]  第六折
[00:11:08.600 --> 00:11:11.120]  主必報應 也是說神
[00:11:11.120 --> 00:11:11.920]  第七折
[00:11:11.920 --> 00:11:13.880]  神照我們
[00:11:13.880 --> 00:11:14.880]  第八折
[00:11:14.880 --> 00:11:15.840]  你如果這樣做
[00:11:15.840 --> 00:11:19.880]  你就棄絕了那個賜聖靈給你們的神
[00:11:19.880 --> 00:11:23.120]  在保羅說關於性倫理的時候
[00:11:23.120 --> 00:11:25.120]  他說神的次數
[00:11:25.120 --> 00:11:29.000]  比說什麼不能做的次數還多
[00:11:29.000 --> 00:11:30.400]  什麼意思呢
[00:11:30.400 --> 00:11:33.680]  原來當我們去考慮性倫理的時候
[00:11:33.680 --> 00:11:36.880]  如果我們出發的點是由自身出發
[00:11:36.880 --> 00:11:38.960]  根本就是問錯問題
[00:11:38.960 --> 00:11:40.000]  保羅跟我們說
[00:11:40.000 --> 00:11:42.680]  你不是問自己想要什麼
[00:11:42.680 --> 00:11:45.880]  你是應該問神要我們怎麼樣
[00:11:45.880 --> 00:11:48.080]  所以如果剛才我想起那個問題
[00:11:48.080 --> 00:11:49.240]  如果我只是想
[00:11:49.240 --> 00:11:50.000]  作為一個基督徒
[00:11:50.000 --> 00:11:50.760]  我只是想
[00:11:50.760 --> 00:11:53.160]  男同男結婚可不可以呢
[00:11:53.160 --> 00:11:55.640]  我可不可以幫他們公開這個婚禮呢
[00:11:55.640 --> 00:11:56.480]  又或者
[00:11:56.480 --> 00:11:58.680]  如果我覺得我是外在是女人
[00:11:58.680 --> 00:12:00.120]  但我裡面是男人
[00:12:00.120 --> 00:12:01.640]  我可不可以吃一些藥
[00:12:01.640 --> 00:12:03.000]  令到自己變成一個男人
[00:12:03.000 --> 00:12:04.760]  然後再入男廁呢
[00:12:04.760 --> 00:12:07.760]  如果我想所有的這類性倫理的問題
[00:12:07.760 --> 00:12:09.800]  都是由我自身出發
[00:12:09.800 --> 00:12:12.320]  其實我根本就問錯了問題
[00:12:12.320 --> 00:12:13.280]  保羅是說
[00:12:13.280 --> 00:12:16.160]  想這個關於性這件這麼個人
[00:12:16.160 --> 00:12:18.280]  你覺得是由自己出發的問題
[00:12:18.280 --> 00:12:20.240]  原來不是由自己出發
[00:12:20.240 --> 00:12:20.920]  保羅說
[00:12:20.920 --> 00:12:23.840]  你不如問問神怎麼看這件事
[00:12:23.840 --> 00:12:25.840]  如果我問神怎麼看呢
[00:12:25.840 --> 00:12:29.600]  整個性倫理的處理方式就改變了
[00:12:29.600 --> 00:12:31.760]  我應該真正問的是
[00:12:31.760 --> 00:12:32.520]  神啊
[00:12:32.520 --> 00:12:35.040]  究竟婚姻的目的是什麼
[00:12:35.040 --> 00:12:38.640]  你設立婚姻的目的是什麼
[00:12:38.640 --> 00:12:40.280]  而我們今天的婚姻
[00:12:40.280 --> 00:12:44.440]  是不是貼合著你最初設立的那個目的
[00:12:44.440 --> 00:12:45.080]  同樣
[00:12:45.080 --> 00:12:46.840]  如果我是單身的話
[00:12:46.840 --> 00:12:47.800]  我就不會
[00:12:47.800 --> 00:12:50.320]  由Netflix跟我說單身是地獄
[00:12:50.320 --> 00:12:51.560]  我會看一看聖經
[00:12:51.560 --> 00:12:52.520]  保羅怎樣跟我說
[00:12:52.520 --> 00:12:54.400]  或者神怎樣跟我說
[00:12:54.400 --> 00:12:55.560]  單身的人
[00:12:55.560 --> 00:12:59.120]  應該怎樣去用自己的時間去榮耀神
[00:12:59.120 --> 00:13:02.560]  你知道很多人就算在教會的圈子裡面
[00:13:02.560 --> 00:13:03.640]  如果你單身
[00:13:03.640 --> 00:13:06.080]  很多熱心的弟兄姊妹說
[00:13:06.080 --> 00:13:07.760]  為什麼你還單身
[00:13:07.760 --> 00:13:09.560]  介紹你認識別人
[00:13:09.560 --> 00:13:11.280]  他常常都說你結了婚沒有
[00:13:11.280 --> 00:13:14.120]  好像單身是一個過程一樣
[00:13:14.120 --> 00:13:16.120]  但其實在聖經裡面
[00:13:16.120 --> 00:13:19.400]  單身是一份很寶貴的神的禮物
[00:13:19.400 --> 00:13:21.640]  耶穌和保羅都是單身的
[00:13:21.640 --> 00:13:23.800]  所以他們不用怕十點半之前
[00:13:23.800 --> 00:13:26.120]  有個人要四次叫你做其他事
[00:13:26.120 --> 00:13:28.120]  你可以全部的時間
[00:13:28.120 --> 00:13:29.480]  都專心這樣想
[00:13:29.480 --> 00:13:31.440]  我可以為神做些什麼
[00:13:31.440 --> 00:13:34.160]  你說這個多寶貴的禮物 是不是
[00:13:34.160 --> 00:13:36.200]  同樣在婚姻裡面
[00:13:36.200 --> 00:13:38.800]  原來神有一個很重要的心意
[00:13:38.800 --> 00:13:40.600]  我們今天去看婚姻就是
[00:13:40.600 --> 00:13:42.280]  兩個成年人
[00:13:42.280 --> 00:13:43.520]  大家都喜歡
[00:13:43.520 --> 00:13:44.800]  又沒有害人
[00:13:44.800 --> 00:13:46.640]  有什麼不能做
[00:13:46.640 --> 00:13:48.680]  但是如果我們仔細去看
[00:13:48.680 --> 00:13:50.680]  聖經說婚姻的話
[00:13:50.680 --> 00:13:53.440]  原來婚姻是一個比喻
[00:13:53.440 --> 00:13:55.080]  將來我們去到永生
[00:13:55.080 --> 00:13:56.920]  不會再有婚姻
[00:13:56.920 --> 00:13:57.800]  為什麼
[00:13:57.800 --> 00:14:00.320]  為什麼在這個世代要有婚姻
[00:14:00.320 --> 00:14:03.520]  神是藉著婚姻來告訴我們
[00:14:03.520 --> 00:14:06.520]  什麼叫做耶穌愛教會
[00:14:06.520 --> 00:14:09.320]  所以一個合乎神的婚姻
[00:14:09.320 --> 00:14:11.120]  一個不認識神的人
[00:14:11.120 --> 00:14:12.640]  看到你的婚姻應該會說
[00:14:12.640 --> 00:14:16.840]  哦 原來耶穌愛教會是這樣的
[00:14:16.840 --> 00:14:18.320]  是怎樣呢
[00:14:18.320 --> 00:14:22.200]  丈夫可以為妻子去放下自己
[00:14:22.200 --> 00:14:24.040]  明明想買一輛漂亮的車
[00:14:24.040 --> 00:14:24.960]  老婆說省錢
[00:14:24.960 --> 00:14:26.640]  他真的忍不住不買
[00:14:26.640 --> 00:14:30.400]  這些就叫做願意放下自己
[00:14:30.400 --> 00:14:32.600]  太太明明覺得這個時候
[00:14:32.600 --> 00:14:33.440]  是應該買樓
