
[00:00:00.000 --> 00:00:07.400]  弟兄姊妹,大家好!主內平安,炸亂還寒的時候,大家要保重身體。
[00:05:15.700 --> 00:05:18.000]  無論異端邪說也好,
[00:05:18.000 --> 00:05:23.000]  無論就算大家都是一神的宗教也好,
[00:05:23.000 --> 00:05:25.500]  都不是個個相信我們基督教,
[00:05:25.500 --> 00:05:30.100]  或基督宗教所說的這位上帝。
[00:05:30.100 --> 00:05:34.000]  我們都不可以交換那個敬拜的對象,
[00:05:34.000 --> 00:05:35.000]  差不多而已,
[00:05:35.000 --> 00:05:36.600]  大家都相信獨一神,
[00:05:36.600 --> 00:05:39.400]  抄他回來就可以了。
[00:05:39.400 --> 00:05:44.000]  當然,在頒布十誡的那一次,
[00:05:44.000 --> 00:05:48.300]  以色列人可能還未完全認識金牛獨,
[00:05:48.300 --> 00:05:50.300]  是代替不了基督教的,
[00:05:50.300 --> 00:05:54.600]  甚至基督教他們都不知道是什麼來的,
[00:05:54.600 --> 00:06:00.300]  可能或者勉強亞倫同當時的以色列人,
[00:06:00.300 --> 00:06:02.600]  都還算是情有可原。
[00:06:02.600 --> 00:06:04.600]  但是對於耶羅波安來說,
[00:06:04.600 --> 00:06:06.700]  幾百年後了,
[00:06:06.700 --> 00:06:13.900]  金牛獨可以說是以色列人自欺欺人的象徵。
[00:06:13.900 --> 00:06:17.400]  但是耶羅波安就拿這個東西,
[00:06:17.400 --> 00:06:22.400]  拿來去滿足他實際的盤算。
[00:06:22.400 --> 00:06:24.500]  我們實際的盤算,
[00:06:24.500 --> 00:06:29.300]  會不會是從其他宗教又抄一些東西回來?
[00:06:29.300 --> 00:06:31.900]  有時候可能都要很小心,
[00:06:31.900 --> 00:06:34.500]  敬拜的方式可以抄回來,
[00:06:34.500 --> 00:06:37.700]  靈性操練的方式可以抄回來,
[00:06:37.700 --> 00:06:38.700]  最近比較多的,
[00:06:38.700 --> 00:06:42.000]  連靈界釋放的方式都抄回來,
[00:06:42.000 --> 00:06:45.700]  但是搞到滿城風雨。
[00:06:45.700 --> 00:06:50.400]  於是我又想起一個比較正面的教材。
[00:06:50.400 --> 00:06:53.800]  這個教材是比較我們熟悉的,
[00:06:53.800 --> 00:07:00.900]  約翰福音第四章二十一到第二二十四節。
[00:07:00.900 --> 00:07:04.200]  耶穌對著撒瑪利亞的婦人,
[00:07:04.200 --> 00:07:08.600]  講了敬拜的兩個關鍵。
[00:07:08.600 --> 00:07:10.800]  一個就是我們都少留意的,
[00:07:10.800 --> 00:07:14.200]  救恩是從猶太人出來的。
[00:07:14.200 --> 00:07:16.200]  而第二個焦點,
[00:07:16.200 --> 00:07:20.200]  就是真誠敬拜的人要以靈以真理敬拜父,
[00:07:20.200 --> 00:07:24.800]  因為父正在找這樣的人去敬拜祂。
[00:07:24.800 --> 00:07:26.700]  重要的是講兩次,
[00:07:26.700 --> 00:07:29.000]  最後再講神是靈,
[00:07:29.000 --> 00:07:34.100]  敬拜的人必須以靈和真理來敬拜。
[00:07:34.100 --> 00:07:36.200]  敬拜的人必須以,
[00:07:36.200 --> 00:07:40.700]  大概是聖靈和真理來敬拜。
[00:07:40.700 --> 00:07:44.700]  又說救恩是從猶太人而出來的。
[00:07:44.700 --> 00:07:46.800]  於是我們讀十誡就對了,
[00:07:46.800 --> 00:07:49.800]  因為我們就是要尋問神,
[00:07:49.800 --> 00:07:56.200]  最初是怎樣吩咐以色列人去敬拜祂的。
[00:07:56.200 --> 00:07:58.200]  可能你有沒有想過,
[00:07:58.200 --> 00:08:03.400]  為什麼耶穌會說救恩是從猶太人出來的?
[00:08:03.400 --> 00:08:08.300]  不是律法、誡命律例、典章之類,
[00:08:08.300 --> 00:08:11.800]  才是從猶太人出來的嗎?
[00:08:11.800 --> 00:08:13.500]  其實我們上一次也讀過,
[00:08:13.500 --> 00:08:16.300]  《春埃及記》二十章第二節,
[00:08:16.300 --> 00:08:18.500]  祂說:「我是上主祢的神,
[00:08:18.500 --> 00:08:23.300]  曾將祢從埃及地圍爐之家領出來。」
[00:08:23.300 --> 00:08:26.100]  這個你和我都有份的。
[00:08:26.100 --> 00:08:32.800]  我們都是被基督在罪的圍爐之家領出來,
[00:08:32.800 --> 00:08:36.400]  賜以聖靈和真理,
[00:08:36.400 --> 00:08:39.000]  以致我們可以敬拜神。
[00:08:39.000 --> 00:08:39.900]  這樣看起來,
[00:08:39.900 --> 00:08:44.000]  上主曾經都將我們從圍爐之家領出來,
[00:08:44.000 --> 00:08:46.100]  第一句的說話,
[00:08:46.100 --> 00:08:54.600]  就已經聚焦在神和我們的關係上面。
[00:08:54.600 --> 00:08:57.100]  於是進入正題了,
[00:08:57.100 --> 00:09:00.000]  神是沒有形象的,
[00:09:00.000 --> 00:09:02.000]  只有聲音的,
[00:09:02.000 --> 00:09:08.600]  而我們的關係就聚焦在神和我們之間的關係。
[00:09:08.600 --> 00:09:11.200]  《春埃及記》第二十章第四節,
[00:09:11.200 --> 00:09:16.400]  祂說:「不可為自己雕刻偶像,
[00:09:16.400 --> 00:09:18.100]  也不可做什麼形象,
[00:09:18.100 --> 00:09:22.400]  彷彿上天下地和地底下水中的百物。」
[00:09:22.400 --> 00:09:24.300]  那應該理所當然了,
[00:09:24.300 --> 00:09:25.700]  神救我們,
[00:09:25.700 --> 00:09:30.900]  又只是和我們可以有神和祂的子民的關係。
[00:09:30.900 --> 00:09:34.900]  我們都親身經歷過祂的拯救,
[00:09:34.900 --> 00:09:37.500]  有時可能在我們後來的經歷裏面,
[00:09:37.500 --> 00:09:43.200]  發覺有時神都是一個自我隱藏自己的神,
[00:09:43.200 --> 00:09:45.000]  不是隨傳隨到的,
[00:09:45.000 --> 00:09:48.100]  有時我覺得我很需要祂的時候,
[00:09:48.100 --> 00:09:50.700]  祂又沒有出現過。
[00:09:50.700 --> 00:09:55.900]  但畢竟我們都不會隨便為自己做偶像,
[00:09:55.900 --> 00:10:00.400]  或者任何形象去代替。
[00:10:00.400 --> 00:10:05.600]  後來《摩西》在《生命記》第四章,
[00:10:05.600 --> 00:10:07.700]  甚至多番強調,
[00:10:07.700 --> 00:10:11.200]  我想你讀《生命記》都很少留意這些事情。
[00:10:11.200 --> 00:10:15.700]  祂說:「上主在火裏面和你們說話的時候,
[00:10:15.700 --> 00:10:19.400]  你們只是聽到祂說話的聲音,
[00:10:19.400 --> 00:10:22.100]  見不到形象的,
[00:10:22.100 --> 00:10:24.400]  只是有聲音而已。」
[00:10:24.400 --> 00:10:30.500]  然後上主在火裏面和你們說話的時候,
[00:10:30.500 --> 00:10:34.000]  你們又沒有見到任何形象的。
[00:10:34.000 --> 00:10:36.700]  你們要竭力保守自己的心靈,
[00:10:36.700 --> 00:10:39.900]  不要因為這樣的緣故敗壞自己,
[00:10:39.900 --> 00:10:42.000]  去做其他的形象。
[00:10:42.000 --> 00:10:44.300]  可能你都覺得聽得厭。
[00:10:44.300 --> 00:10:45.900]  《摩西》不厭其煩,
[00:10:45.900 --> 00:10:47.800]  一而再,再而三,
[00:10:47.800 --> 00:10:49.200]  不斷地說,
[00:10:49.200 --> 00:10:52.800]  上帝只是給我們聽到祂的聲音,
[00:10:52.800 --> 00:10:56.100]  沒有見到任何形象。
[00:10:56.100 --> 00:10:58.000]  我就想像聽收音機一樣,
[00:10:58.000 --> 00:11:00.000]  有聲音,沒有畫面。
[00:11:00.000 --> 00:11:01.900]  我們的上帝是這樣的。
[00:11:01.900 --> 00:11:03.500]  你不知道什麼是收音機呢?
[00:11:03.500 --> 00:11:05.500]  就是YouTube片,
[00:11:05.500 --> 00:11:08.300]  只有聲音,沒有畫面。
[00:11:08.300 --> 00:11:10.900]  畫面即是斬斬、定鏡那些。
[00:11:10.900 --> 00:11:15.500]  只有聲音,沒有影像。
[00:11:15.500 --> 00:11:18.100]  不過倒轉過來,我們都關心的。
[00:11:18.100 --> 00:11:25.300]  既然神說我們不要為祂的形象去做偶像,
[00:11:25.300 --> 00:11:27.200]  我們想祂的形象是怎樣,
[00:11:27.200 --> 00:11:29.400]  就做出一個偶像。
[00:11:29.400 --> 00:11:33.300]  於是乎我們很多時會順便就想起
[00:11:33.300 --> 00:11:38.400]  《創世紀》第一章第26節。
[00:11:38.400 --> 00:11:39.400]  那裡是這樣說的,
[00:11:39.400 --> 00:11:40.900]  他說倒轉過來,
[00:11:40.900 --> 00:11:45.200]  是神說我們要照著我們的形象,
[00:11:45.200 --> 00:11:48.100]  按我們的樣子去創造人。
[00:11:48.100 --> 00:11:50.100]  從來都不是倒轉過來,
[00:11:50.100 --> 00:11:52.300]  是我們照我們的形象,
[00:11:52.300 --> 00:11:56.100]  按著我們的樣子去造神出來。
[00:11:56.100 --> 00:12:01.100]  《春開及記》第20章第4節說的偶像、形象,
[00:12:01.100 --> 00:12:06.600]  和《創世紀》一章第26節說的形象、樣子,
[00:12:06.600 --> 00:12:09.400]  原本的文字是完全不同的。
[00:12:09.400 --> 00:12:12.800]  寫出來就只是告訴你是完全不同的。
[00:12:12.800 --> 00:12:16.400]  沒有其他的用意,也不會讀給你聽。
[00:12:16.400 --> 00:12:20.000]  但是有一個字我們也認識的。
[00:12:20.000 --> 00:12:21.800]  我不知道你有沒有留意,
[00:12:21.800 --> 00:12:24.800]  就是我們要照著我們的形象,
[00:12:24.800 --> 00:12:25.800]  是神說的,
[00:12:25.800 --> 00:12:34.100]  神說要照著祂自己的形象去創造我們希臘文的聖經譯本,
[00:12:34.100 --> 00:12:37.300]  用那個字我們其實認識的。
[00:12:37.300 --> 00:12:38.800]  讀給你聽你就認識了。
[00:12:38.800 --> 00:12:42.700]  Icon,認識吧?Icon當然認識啦。
[00:12:42.700 --> 00:12:45.300]  脈頭嘛,形象嘛。
[00:12:45.300 --> 00:12:49.000]  希臘文後來變成了英文,
[00:12:49.000 --> 00:12:56.400]  就是形象、脈頭、影,差不多這樣的意思。
[00:12:56.400 --> 00:13:02.300]  《馬太福音》第22章是很講到,
[00:13:02.300 --> 00:13:06.800]  什麼叫做神按著自己的形象去創造人,
[00:13:06.800 --> 00:13:11.800]  而人應該怎樣反應的一段聖經來的。
[00:13:11.800 --> 00:13:15.600]  在這裡22章第18節開始,
[00:13:15.600 --> 00:13:18.200]  它說耶穌其實知道他們的惡意,
[00:13:18.200 --> 00:13:19.900]  有些人來試探祂。
[00:13:19.900 --> 00:13:24.000]  於是祂就說「偽君子,為什麼你們來試探我呢?」
[00:13:24.000 --> 00:13:29.600]  「拿一塊交稅的錢出來給我看看。」
[00:13:29.600 --> 00:13:32.800]  就拿了一塊德拿利出來。
[00:13:32.800 --> 00:13:40.500]  耶穌就問他們「在這個錢幣上面是哪一個的肖像來的?」
[00:13:40.500 --> 00:13:42.600]  「是哪一個的icon來的?」
[00:13:42.600 --> 00:13:45.600]  「是哪一個的形象來的?」
[00:13:45.600 --> 00:13:47.700]  「是凱撒的。」
[00:13:47.700 --> 00:13:54.300]  於是耶穌就說「凱撒的東西就給凱撒。」
[00:13:54.300 --> 00:13:57.500]  「神的東西就給神。」
[00:13:57.500 --> 00:14:03.000]  即是說錢幣有凱撒的icon,
[00:14:03.000 --> 00:14:04.600]  給他就可以了。
[00:14:04.600 --> 00:14:10.200]  那你和我有神的icon在我們裡面的時候,
[00:14:10.200 --> 00:14:12.600]  我們就好像耶穌的說法,
[00:14:12.600 --> 00:14:15.500]  我們要歸給神,
[00:14:15.500 --> 00:14:18.400]  我們的主權要給他,
[00:14:18.400 --> 00:14:19.300]  服從他,
[00:14:19.300 --> 00:14:22.100]  而不是反過來按我們的需要,
[00:14:22.100 --> 00:14:25.700]  按我們的想像去造一個神出來,
[00:14:25.700 --> 00:14:28.800]  又去擺佈他。
[00:14:28.800 --> 00:14:32.700]  既然我們的主權是屬於神,
[00:14:32.700 --> 00:14:36.700]  又不是我們可以去擺佈他,
[00:14:36.700 --> 00:14:39.600]  而我們應該去服從他。
[00:14:39.600 --> 00:14:43.700]  那我們開始進入氣慾了。
[00:14:43.700 --> 00:14:47.700]  《春開及記》第二十章第五節上這裡提到,
[00:14:47.700 --> 00:14:50.900]  不可以敬拜那些的像,
[00:14:50.900 --> 00:14:53.400]  也都不可以侍奉他們,
[00:14:53.400 --> 00:14:57.800]  因為耶和華你的神是忌而邪的神。
[00:14:57.800 --> 00:15:01.900]  如果按照基督教的了解,
[00:15:01.900 --> 00:15:04.100]  神對於祂的指紋,
[00:15:04.100 --> 00:15:07.700]  這十誡或者說十句說話,
[00:15:07.700 --> 00:15:09.900]  要怎樣劃分呢?
[00:15:09.900 --> 00:15:12.500]  其實是有一個格式的。
[00:15:12.500 --> 00:15:16.200]  這頭五句的說話很工整的,
[00:15:16.200 --> 00:15:19.700]  都會出現耶和華你的神,
[00:15:19.700 --> 00:15:23.900]  或者是上主你神這樣的說法。
[00:15:23.900 --> 00:15:27.800]  每一句都出過一次的。
[00:15:27.800 --> 00:15:30.600]  可能也是因為這樣的緣故,
[00:15:30.600 --> 00:15:33.500]  就第一句固然出過一次,
[00:15:33.500 --> 00:15:35.400]  去到第五句,
[00:15:35.400 --> 00:15:37.500]  當孝敬父母,
[00:15:37.500 --> 00:15:43.300]  咦!為什麼會升格了做大英許的戒命呀?
[00:15:43.300 --> 00:15:46.600]  因為都是上主你神吩咐的。
[00:15:46.600 --> 00:15:48.400]  很可能都是這樣的意思。
[00:15:48.400 --> 00:15:50.500]  不過來到這裡,
[00:15:50.500 --> 00:15:52.600]  祂說不要做偶像,
[00:15:52.600 --> 00:15:55.300]  或者不要做任何的形象之餘,
[00:15:55.300 --> 00:15:58.300]  也都不要跪拜那些像,
[00:15:58.300 --> 00:15:59.600]  不要侍奉祂,
[00:15:59.600 --> 00:16:06.100]  因為上主是忌邪的神。
[00:16:06.100 --> 00:16:10.000]  十句說話既然是神吩咐祂的指紋,
[00:16:10.000 --> 00:16:13.100]  不是說給其他人聽的,
[00:16:13.100 --> 00:16:17.900]  也都不是說給其他的偶像聽的。
[00:16:17.900 --> 00:16:20.900]  那麼我們要認真考量,
[00:16:20.900 --> 00:16:22.500]  什麼叫做神?
[00:16:22.500 --> 00:16:24.400]  是忌邪的神,
[00:16:24.400 --> 00:16:27.400]  究竟是什麼意思?
[00:16:27.400 --> 00:16:28.800]  事實上的確是的,
[00:16:28.800 --> 00:16:33.300]  大部分的中英文的聖經,
[00:16:33.300 --> 00:16:36.400]  都把原文「勤」那個字,
[00:16:36.400 --> 00:16:38.400]  就譯做「忌邪」,
[00:16:38.400 --> 00:16:41.700]  或者是「Jealous」。
[00:16:41.700 --> 00:16:44.800]  那麼中文上面相似的,
[00:16:44.800 --> 00:16:50.000]  就可以譯做「疾恨」、「疾惡如仇」,
[00:16:50.000 --> 00:16:55.000]  都是對惡的厭惡的意思多一點。
[00:16:55.000 --> 00:16:58.400]  當然最不理想就是譯做「疾道」的,
[00:16:58.400 --> 00:17:01.100]  因為我們這樣很容易,
[00:17:01.100 --> 00:17:03.900]  就把焦點轉去,
[00:17:03.900 --> 00:17:09.200]  當然是上主對那些偶像「疾道」,
[00:17:09.200 --> 00:17:10.300]  那些是假的,
[00:17:10.300 --> 00:17:13.200]  當然是「疾道」他們。
[00:17:13.200 --> 00:17:15.100]  那麼你就會說,什麼不是什麼?
[00:17:15.100 --> 00:17:17.600]  不是的,千萬不要這樣想。
[00:17:17.600 --> 00:17:20.800]  上主,你的神曾將你,
[00:17:20.800 --> 00:17:24.300]  在最終圍爐的地方那裡拯救出來,
[00:17:24.300 --> 00:17:27.600]  然後又鼓勵我們「敬拜」的方式,
[00:17:27.600 --> 00:17:30.700]  不要亂抄別的東西回來。
[00:17:30.700 --> 00:17:35.100]  上主和偶像是不同水平的。
[00:17:35.100 --> 00:17:37.600]  是不同水平的,是嗎?
[00:17:37.600 --> 00:17:43.700]  「疾道」是通常疾道那些差不多水平的東西,
[00:17:43.700 --> 00:17:45.300]  你才會「疾道」它。
[00:17:45.300 --> 00:17:46.700]  水平低很多的那些,
[00:17:46.700 --> 00:17:48.600]  你不會「疾道」它。
[00:17:48.600 --> 00:17:52.300]  譬如說,你會不會「疾道」,
[00:17:52.300 --> 00:17:55.300]  譬如我虛構,
[00:17:55.300 --> 00:17:56.900]  我太太很喜歡隻貓,
[00:17:56.900 --> 00:17:58.600]  於是乎我「疾道」隻貓,
[00:17:58.600 --> 00:18:02.500]  因為太太踩隻貓,不踩我。
[00:18:02.500 --> 00:18:03.800]  不會的,
[00:18:03.800 --> 00:18:04.900]  純粹虛構的,
[00:18:04.900 --> 00:18:06.900]  我太太很不喜歡貓的。
[00:18:06.900 --> 00:18:09.300]  所以你放心,一定是假的。
[00:18:09.300 --> 00:18:12.700]  但是我們都不會那麼病態,
[00:18:12.700 --> 00:18:15.300]  那麼神怎會是那麼病態,
[00:18:15.300 --> 00:18:20.700]  祂會去「疾道」那些偶像呢?
[00:18:20.700 --> 00:18:22.600]  另一組的翻譯,
[00:18:22.600 --> 00:18:28.900]  就是以猶太的英譯本為首的翻譯,
[00:18:28.900 --> 00:18:32.100]  它會譯成中文,
[00:18:32.100 --> 00:18:36.700]  可以是「充滿激情的」、「激動的」,
[00:18:36.700 --> 00:18:38.600]  「熱心的」,
[00:18:38.600 --> 00:18:41.400]  「文青的」、「有溫度的」,
[00:18:41.400 --> 00:18:43.700]  我猜都可以的。
[00:18:43.700 --> 00:18:45.900]  事實上,中文聖經都有用過的,
[00:18:45.900 --> 00:18:48.700]  「夜禍華的熱心必成就者是」,
[00:18:48.700 --> 00:18:51.600]  「熱心」就是同樣這個字來的。
[00:18:51.600 --> 00:18:55.600]  你不會說「夜禍華的疾道必成就者是」,不會的。
[00:18:55.600 --> 00:18:56.700]  但是,
[00:18:56.700 --> 00:19:02.400]  為何祂會用「激動」去形容自己呢?
[00:19:02.400 --> 00:19:08.300]  上主祢的神為了誰去「激動」呢?
[00:19:08.300 --> 00:19:10.100]  有時候我們會想,
[00:19:10.100 --> 00:19:13.100]  「咦,神是否如師哥所說的,
[00:19:13.100 --> 00:19:14.800]  寂靜如光,
[00:19:14.800 --> 00:19:18.000]  無缺乏,不虛耗?」
[00:19:18.000 --> 00:19:18.900]  有時是的,
[00:19:18.900 --> 00:19:21.000]  不過為了你和我,
[00:19:21.000 --> 00:19:23.700]  又有時祂是很虛耗的。
[00:19:23.700 --> 00:19:24.700]  是嗎?
[00:19:24.700 --> 00:19:26.800]  虛耗到一個地步,是嗎?
[00:19:26.800 --> 00:19:28.700]  聖子都要來這個世界,
[00:19:28.700 --> 00:19:30.800]  還不虛耗?
[00:19:30.800 --> 00:19:37.400]  上主為何會為你和我「激動」呢?
[00:19:37.400 --> 00:19:38.800]  很老套的說出來,
[00:19:38.800 --> 00:19:41.000]  因為祂愛我們。
[00:19:41.000 --> 00:19:43.500]  愛才會「激動」的嘛!
[00:19:43.500 --> 00:19:46.700]  緊張你才會「激動」的嘛!
[00:19:46.700 --> 00:19:49.000]  恨鐵不成鋼,
[00:19:49.000 --> 00:19:51.100]  才會「激動」的嘛!
[00:19:51.100 --> 00:19:55.000]  你愛你的子女、後輩,
[00:19:55.000 --> 00:19:57.700]  你才會為祂「激動」的嘛!
[00:19:57.700 --> 00:19:59.100]  跟你沒有關係的那些,
[00:19:59.100 --> 00:20:00.700]  你不會「激動」的。
[00:20:00.700 --> 00:20:02.400]  平水相逢的那些,
[00:20:02.400 --> 00:20:04.700]  你快點走開就算了。
[00:20:04.700 --> 00:20:07.500]  你不會為祂「激動」的。
[00:20:07.500 --> 00:20:09.500]  愛我們的神,
[00:20:09.500 --> 00:20:12.400]  才會為我們「激動」。
[00:20:12.400 --> 00:20:15.100]  緊張你和我,
[00:20:15.100 --> 00:20:19.900]  祂就會直接規勸我們。
[00:20:19.900 --> 00:20:21.500]  我想這樣的思想,
[00:20:21.500 --> 00:20:22.600]  你就開始明白,
[00:20:22.600 --> 00:20:26.800]  為什麼第五節下去到第六節,
[00:20:26.800 --> 00:20:29.200]  這麼嚴厲的?
[00:20:29.200 --> 00:20:31.300]  「恨我」的就懲罰祂的罪,
[00:20:31.300 --> 00:20:33.800]  是「罵自負及恥」直到三、四代。
[00:20:33.800 --> 00:20:36.900]  「愛我」的就守我的誡命,
[00:20:36.900 --> 00:20:41.800]  我就向祂們「施慈愛」直到千代。
[00:20:41.800 --> 00:20:44.500]  如果同時參考新漢語譯本,
[00:20:44.500 --> 00:20:47.500]  祂說恨神的人,
[00:20:47.500 --> 00:20:52.600]  神的反應是慢一點的。
[00:20:52.600 --> 00:20:55.200]  有時候不同的翻譯的觸摸,
[00:20:55.200 --> 00:20:58.500]  都觸摸到那個原底的味道,
[00:20:58.500 --> 00:21:00.600]  是沒那麼快的。
[00:21:00.600 --> 00:21:02.500]  即是審判得來,
[00:21:02.500 --> 00:21:04.900]  都不是零零落落的,
[00:21:04.900 --> 00:21:06.200]  是慢一點的。
[00:21:06.200 --> 00:21:12.300]  祂說,神是追討恨祂的人的罪孽。
[00:21:12.300 --> 00:21:14.300]  你想想好像追債一樣,
[00:21:14.300 --> 00:21:16.900]  正在追債。
[00:21:16.900 --> 00:21:18.600]  不是定額罰款來的。
[00:21:18.600 --> 00:21:20.800]  又不知道祂能否給得到。
[00:21:20.800 --> 00:21:21.900]  開天殺價也沒有用。
[00:21:21.900 --> 00:21:23.300]  總之是追債。
[00:21:23.300 --> 00:21:25.200]  追到上門。
[00:21:25.200 --> 00:21:27.200]  如果追到上門,
[00:21:27.200 --> 00:21:28.800]  那個人又認罪了。
[00:21:28.800 --> 00:21:31.200]  跪地求饒了。
[00:21:31.200 --> 00:21:34.700]  那你猜神會不會放過他呢?
[00:21:34.700 --> 00:21:35.800]  都很可能會。
[00:21:35.800 --> 00:21:38.600]  我們不會代祂答實。
[00:21:38.600 --> 00:21:42.500]  但是我們都很記得,
[00:21:42.500 --> 00:21:47.400]  若拿是怎樣埋怨上主的。
[00:21:47.400 --> 00:21:50.500]  若拿的最大投訴就是,
[00:21:50.500 --> 00:21:54.900]  都明知你會放過那些離離微人的。
[00:21:54.900 --> 00:21:59.700]  你又要我去宣告審判的說話。
[00:21:59.700 --> 00:22:02.900]  去到你一定是心軟的。
[00:22:02.900 --> 00:22:07.100]  於是才知道自己的聲譽,
