
[00:00:00.000 --> 00:00:02.000]  在講到之前我們同心來祈禱
[00:03:04.000 --> 00:03:07.000]  同時我們透過今天講到
[00:03:07.000 --> 00:03:11.000]  斯托普洛
[00:03:11.000 --> 00:03:13.000]  你透過菲律賓書
[00:03:13.000 --> 00:03:15.000]  如何勸勉菲律賓教會
[00:03:15.000 --> 00:03:18.000]  同時勸勉今天的我們
[00:03:18.000 --> 00:03:20.000]  有一位父親
[00:03:20.000 --> 00:03:22.000]  為了讓自己的兒子
[00:03:22.000 --> 00:03:25.000]  知道自己的生活是多麼富裕
[00:03:25.000 --> 00:03:28.000]  特意用名貴的房車
[00:03:28.000 --> 00:03:32.000]  載兒子去漁村一程
[00:03:32.000 --> 00:03:36.000]  希望在漁村裏住一晚
[00:03:36.000 --> 00:03:41.000]  讓他來經驗平民的生活
[00:03:41.000 --> 00:03:44.000]  就像他們以前
[00:03:44.000 --> 00:03:46.000]  有一回都試過
[00:03:46.000 --> 00:03:48.000]  在立法局選舉的時間
[00:03:48.000 --> 00:03:52.000]  那些被人覺得救病的候選人
[00:03:52.000 --> 00:03:55.000]  是來自高層的階層
[00:03:55.000 --> 00:03:57.000]  他為了親民
[00:03:57.000 --> 00:04:00.000]  特意去骰子區住一晚
[00:04:00.000 --> 00:04:04.000]  然後讓他們的記者拍攝
[00:04:04.000 --> 00:04:06.000]  某位候選人
[00:04:06.000 --> 00:04:08.000]  剛剛洗完澡
[00:04:08.000 --> 00:04:10.000]  在骰子區的廁所走出來
[00:04:10.000 --> 00:04:11.000]  踢拖
[00:04:11.000 --> 00:04:12.000]  穿著背心
[00:04:12.000 --> 00:04:14.000]  穿著短褲
[00:04:14.000 --> 00:04:15.000]  問他
[00:04:15.000 --> 00:04:18.000]  什麼歌你覺得如何?感受如何?
[00:04:18.000 --> 00:04:20.000]  他的反應第一句是
[00:04:20.000 --> 00:04:22.000]  廁所實在太臭了
[00:04:22.000 --> 00:04:27.000]  這個一定要嚴肅處理
[00:04:27.000 --> 00:04:29.000]  第二天之後
[00:04:29.000 --> 00:04:31.000]  父親回來接兒子
[00:04:31.000 --> 00:04:33.000]  滿意為兒子很高興
[00:04:33.000 --> 00:04:35.000]  可以回到豪宅了
[00:04:35.000 --> 00:04:38.000]  住在一個平民化的地方
[00:04:38.000 --> 00:04:40.000]  他反差比較之後
[00:04:40.000 --> 00:04:43.000]  應該覺得自己原來住的地方
[00:04:43.000 --> 00:04:45.000]  豪華和豪莊
[00:04:45.000 --> 00:04:48.000]  誰知坐在車上
[00:04:48.000 --> 00:04:51.000]  兒子很依依不捨
[00:04:51.000 --> 00:04:54.000]  在哀聲嘆氣
[00:04:54.000 --> 00:04:56.000]  流露依依不捨的心情
[00:04:56.000 --> 00:04:58.000]  父親覺得很奇怪
[00:04:58.000 --> 00:05:00.000]  為什麼要回到豪宅
[00:05:00.000 --> 00:05:02.000]  應該很開心和興奮
[00:05:02.000 --> 00:05:06.000]  為什麼心情好像很低落呢?
[00:05:06.000 --> 00:05:09.000]  他說爸爸原來我們這麼窮
[00:05:09.000 --> 00:05:13.000]  爸爸當然覺得很奇怪
[00:05:13.000 --> 00:05:18.000]  他說我們的後花園只有幾畝地方
[00:05:18.000 --> 00:05:20.000]  但是
[00:05:20.000 --> 00:05:23.000]  人家的後花園是整個山頭
[00:05:23.000 --> 00:05:25.000]  在漁村裡面
[00:05:25.000 --> 00:05:29.000]  我們用圍牆圍著自己的家
[00:05:29.000 --> 00:05:31.000]  我們怕人進來
[00:05:31.000 --> 00:05:34.000]  但同時囚禁著我們
[00:05:34.000 --> 00:05:36.000]  好像坐牢一樣
[00:05:36.000 --> 00:05:39.000]  人家夜不閉戶
[00:05:39.000 --> 00:05:43.000]  可以隨便隨時走去其他人的家
[00:05:43.000 --> 00:05:46.000]  好像一家人一樣
[00:05:46.000 --> 00:05:49.000]  我們家的燈飾確實是漂亮
[00:05:49.000 --> 00:05:51.000]  但也不及漁村裡面
[00:05:51.000 --> 00:05:53.000]  一望望上天空
[00:05:53.000 --> 00:05:56.000]  夜空來到閃爍
[00:05:56.000 --> 00:05:58.000]  星光燦爛
[00:05:58.000 --> 00:06:01.000]  我們的泳池只有一百米長
[00:06:01.000 --> 00:06:05.000]  怎能敵得過人家整個海港
[00:06:05.000 --> 00:06:09.000]  我們的家裡面確實有先進的儀器
[00:06:09.000 --> 00:06:11.000]  可以控制溫度
[00:06:11.000 --> 00:06:14.000]  但也不及漁村裡面清涼的海風
[00:06:14.000 --> 00:06:17.000]  吹過來那麼舒服
[00:06:17.000 --> 00:06:20.000]  父親聽到兒子另類的體驗
[00:06:20.000 --> 00:06:22.000]  一粒聲音也不出
[00:06:22.000 --> 00:06:24.000]  心裡面很不舒服
[00:06:24.000 --> 00:06:27.000]  就開著車去房車
[00:06:27.000 --> 00:06:31.000]  和兒子回去豪宅
[00:06:31.000 --> 00:06:35.000]  之後保羅對人生同樣有另類的體會
[00:06:35.000 --> 00:06:37.000]  當他回信給腓特比教會的時候
[00:06:37.000 --> 00:06:43.000]  他表達他在坐牢的時候非常喜樂
[00:06:43.000 --> 00:06:46.000]  「喜樂」這個字在腓特比書裡面非常重要
[00:06:46.000 --> 00:06:50.000]  因為整本書出現過十六次這麼多
[00:06:50.000 --> 00:06:54.000]  保羅去重申多次來說
[00:06:54.000 --> 00:06:57.000]  他很喜樂
[00:06:57.000 --> 00:06:59.000]  保羅身處的狀況
[00:06:59.000 --> 00:07:08.000]  和他的心情構成了強烈的對比和反差
[00:07:08.000 --> 00:07:09.000]  保羅為什麼要坐牢?
[00:07:09.000 --> 00:07:10.000]  失去自由
[00:07:10.000 --> 00:07:14.000]  因為以色列人對於保羅去轉頭
[00:07:14.000 --> 00:07:17.000]  耶穌的陣營一直懷恨於心
[00:07:17.000 --> 00:07:22.000]  開頭這個大好青年
[00:07:22.000 --> 00:07:26.000]  他是猶太教裡面的一份子
[00:07:26.000 --> 00:07:32.000]  到處追殺、追緝信耶穌的人
[00:07:32.000 --> 00:07:34.000]  施行傳遞的寄述
[00:07:34.000 --> 00:07:37.000]  當時還沒有改名的蘇羅
[00:07:37.000 --> 00:07:39.000]  拿著大祭司的禦令
[00:07:39.000 --> 00:07:43.000]  在大馬塞的路上要捉拿信耶穌的人
[00:07:43.000 --> 00:07:46.000]  要追緝他們直到死地
[00:07:46.000 --> 00:07:49.000]  但偏偏在第九章
[00:07:49.000 --> 00:07:51.000]  講到耶穌的大綱
[00:07:51.000 --> 00:07:54.000]  綱召蘇羅,即是保羅
[00:07:54.000 --> 00:07:59.000]  有一個徹底的改變和悔悟
[00:07:59.000 --> 00:08:03.000]  保羅不單止離棄了原來的信仰
[00:08:03.000 --> 00:08:05.000]  拋棄了大好的前途
[00:08:05.000 --> 00:08:07.000]  更加四處傳遞
[00:08:07.000 --> 00:08:11.000]  勸勉其他人去仿效他
[00:08:11.000 --> 00:08:16.000]  以色列人當然對蘇羅恨之入骨
[00:08:16.000 --> 00:08:19.000]  這個「反骨仔」
[00:08:19.000 --> 00:08:25.000]  這個本來是我們去忍辱、去培育的一個大好青年
[00:08:25.000 --> 00:08:29.000]  竟然現在倒轉槍頭
[00:08:29.000 --> 00:08:32.000]  來宣揚、叫人信耶穌
[00:08:32.000 --> 00:08:35.000]  去離棄猶太教
[00:08:35.000 --> 00:08:41.000]  所以這群猶太人到處跟隨保羅
[00:08:41.000 --> 00:08:46.000]  去破壞保羅宣教的工作
[00:08:46.000 --> 00:08:50.000]  最終保羅動用他羅馬公民
[00:08:50.000 --> 00:08:53.000]  李進的皇牌
[00:08:53.000 --> 00:08:58.000]  他要向當時的皇帝凱撒上訴
[00:08:58.000 --> 00:09:05.000]  不要再搞妖,不要再阻礙我福音的工作
[00:09:05.000 --> 00:09:10.000]  他在等候審判
[00:09:10.000 --> 00:09:12.000]  等候法案
[00:09:12.000 --> 00:09:16.000]  在這個時間去寫這個肥納比書
[00:09:16.000 --> 00:09:19.000]  還有當時其他的信徒
[00:09:19.000 --> 00:09:21.000]  甚至其他的教會領袖
[00:09:21.000 --> 00:09:25.000]  對於保羅傳福音的策略
[00:09:25.000 --> 00:09:28.000]  有很嚴重的分歧和意見
[00:09:28.000 --> 00:09:32.000]  到底猶太人仍然以自我為中心
[00:09:32.000 --> 00:09:35.000]  他們覺得某程度來說
[00:09:35.000 --> 00:09:38.000]  福音只是猶太人的專利
[00:09:38.000 --> 00:09:43.000]  對於向外國人傳福音不是太熱衷熱誠
[00:09:43.000 --> 00:09:46.000]  保羅單打獨鬥十幾年
[00:09:46.000 --> 00:09:50.000]  這次坐牢,很多人趁機描刻他
[00:09:50.000 --> 00:09:55.000]  這是肥納比書一章裏面講到
[00:09:55.000 --> 00:09:58.000]  他仍然大大的喜樂
[00:09:58.000 --> 00:10:01.000]  用現代劇情來表達
[00:10:01.000 --> 00:10:07.000]  保羅畢業於美國哈佛大學麻省理工MIT
[00:10:07.000 --> 00:10:12.000]  畢業後受聘於全球100強的跨國大企業
[00:10:12.000 --> 00:10:15.000]  月薪超過30多萬
[00:10:15.000 --> 00:10:18.000]  從周遊列國周圍來港學
[00:10:18.000 --> 00:10:21.000]  但遇上多件意外事件
[00:10:21.000 --> 00:10:23.000]  被人出賣
[00:10:23.000 --> 00:10:25.000]  逃脫、放逐
[00:10:25.000 --> 00:10:32.000]  最終淪落到香港深水埗住在劏房
[00:10:32.000 --> 00:10:36.000]  還要在街頭賣雞蛋仔來維生
[00:10:36.000 --> 00:10:38.000]  這反差有多大?
[00:10:38.000 --> 00:10:42.000]  保羅受教於加瑪列門下
[00:10:42.000 --> 00:10:44.000]  大好前途
[00:10:44.000 --> 00:10:47.000]  他出身大數
[00:10:47.000 --> 00:10:50.000]  不是一個小的地方
[00:10:50.000 --> 00:10:53.000]  有羅馬公民的身份
[00:10:53.000 --> 00:10:56.000]  是給大量的錢都買不夠的身份
[00:10:56.000 --> 00:10:58.000]  但出世就是
[00:10:58.000 --> 00:11:03.000]  竟然現在淪落到街下之秋
[00:11:03.000 --> 00:11:06.000]  為什麼保羅身處於零五仍然可以喜樂
[00:11:06.000 --> 00:11:08.000]  甚至是大大喜樂
[00:11:08.000 --> 00:11:10.000]  他講到
[00:11:10.000 --> 00:11:13.000]  剛才主席跟我們說
[00:11:13.000 --> 00:11:18.000]  無論在什麼境況都可以知足
[00:11:18.000 --> 00:11:23.000]  這是我已經學會了
[00:11:23.000 --> 00:11:25.000]  我知道怎樣處悲戰
[00:11:25.000 --> 00:11:27.000]  也知道怎樣處豐富
[00:11:27.000 --> 00:11:29.000]  或飽足或飢餓
[00:11:29.000 --> 00:11:32.000]  或猶豫或缺乏
[00:11:32.000 --> 00:11:34.000]  隨時隨在我都得了秘訣
[00:11:34.000 --> 00:11:36.000]  保羅講他已經學會了
[00:11:36.000 --> 00:11:42.000]  原來文字要學法國、法國、習德的意思
[00:11:42.000 --> 00:11:45.000]  為什麼保羅講他已經學會了呢?
[00:11:45.000 --> 00:11:48.000]  因為知足不是一種常態
[00:11:48.000 --> 00:11:54.000]  貪得無厭才是自然的事
[00:11:54.000 --> 00:11:58.000]  以前我們有一部手機
[00:11:58.000 --> 00:12:01.000]  都覺得打出打入都是不錯
[00:12:01.000 --> 00:12:03.000]  今天出來
[00:12:03.000 --> 00:12:05.000]  可能大家拿出來
[00:12:05.000 --> 00:12:07.000]  人家可能無意
[00:12:07.000 --> 00:12:09.000]  但拿出來曬一曬
[00:12:09.000 --> 00:12:12.000]  我的電話可以對接
[00:12:12.000 --> 00:12:18.000]  然後拍出來的影像或影片
[00:12:18.000 --> 00:12:21.000]  嘩!完勝!多漂亮!
[00:12:21.000 --> 00:12:22.000]  去曬一曬
[00:12:22.000 --> 00:12:23.000]  你都覺得不好意思
[00:12:23.000 --> 00:12:27.000]  收回手機也不要拿出來
[00:12:27.000 --> 00:12:33.000]  我們怎樣可以學習知足呢?
[00:12:33.000 --> 00:12:38.000]  保羅是在缺乏裏面學會知足
[00:12:38.000 --> 00:12:41.000]  保羅從失去學習擁有
[00:12:41.000 --> 00:12:44.000]  從缺乏去體會富足
[00:12:44.000 --> 00:12:46.000]  原來保羅經過人生的經歷
[00:12:46.000 --> 00:12:48.000]  在重重的困難
[00:12:48.000 --> 00:12:51.000]  累積了生活智慧
[00:12:51.000 --> 00:12:54.000]  知足就是喜樂的弱勢
[00:12:54.000 --> 00:12:56.000]  什麼是知足呢?
[00:12:56.000 --> 00:12:59.000]  不是羊腩煲那些
[00:12:59.000 --> 00:13:00.000]  不是
[00:13:00.000 --> 00:13:02.000]  我們有一種生活形態
[00:13:02.000 --> 00:13:05.000]  是滿足是現有
[00:13:05.000 --> 00:13:07.000]  安於現狀
[00:13:07.000 --> 00:13:09.000]  滿足所擁有
[00:13:09.000 --> 00:13:11.000]  在十一節來講
[00:13:11.000 --> 00:13:13.000]  在十七節保羅也講
[00:13:13.000 --> 00:13:14.000]  他說
[00:13:14.000 --> 00:13:17.000]  我並不缺乏
[00:13:17.000 --> 00:13:18.000]  在十七節說
[00:13:18.000 --> 00:13:21.000]  我並不求什麼葵送
[00:13:21.000 --> 00:13:24.000]  原來文字是雙重否定
[00:13:24.000 --> 00:13:26.000]  是一個加強的語氣表示
[00:13:26.000 --> 00:13:28.000]  保羅在監獄裏並不缺乏
[00:13:28.000 --> 00:13:30.000]  他也不期待物質上的供應
[00:13:30.000 --> 00:13:32.000]  保羅在人生的絕處
[00:13:32.000 --> 00:13:34.000]  這個絕境裏面
[00:13:34.000 --> 00:13:36.000]  失去自由
[00:13:36.000 --> 00:13:37.000]  等候上訴
[00:13:37.000 --> 00:13:39.000]  隨時生命受到威脅
[00:13:39.000 --> 00:13:41.000]  更加被同胞頂止誤會
[00:13:41.000 --> 00:13:43.000]  有人以為他灰心喪志
[00:13:43.000 --> 00:13:46.000]  說一些相反的話
[00:13:46.000 --> 00:13:48.000]  在說自己很喜樂
[00:13:48.000 --> 00:13:49.000]  一無所有
[00:13:49.000 --> 00:13:51.000]  去嘲弄自己
[00:13:51.000 --> 00:13:53.000]  有人說保羅是否性情大變
[00:13:53.000 --> 00:13:55.000]  突然間看破紅塵
[00:13:55.000 --> 00:13:58.000]  樂意過一個人居的生活
[00:13:58.000 --> 00:14:00.000]  實際上保羅是
[00:14:00.000 --> 00:14:03.000]  接納現有的生活水平
[00:14:03.000 --> 00:14:07.000]  不留戀過去多姿多彩的生活
[00:14:07.000 --> 00:14:09.000]  也不會自怨自艾
[00:14:09.000 --> 00:14:11.000]  粉身碎骨
[00:14:11.000 --> 00:14:14.000]  去選擇去享受現在
[00:14:14.000 --> 00:14:17.000]  在第十節
[00:14:17.000 --> 00:14:19.000]  保羅提到他和菲律賓教會
[00:14:19.000 --> 00:14:22.000]  肝膽相照的關係
[00:14:22.000 --> 00:14:24.000]  在保羅心目中
[00:14:24.000 --> 00:14:25.000]  這份思念
[00:14:25.000 --> 00:14:30.000]  遠比實際的饋送更加重要
[00:14:30.000 --> 00:14:34.000]  意思是保羅對菲律賓教會的掛念
[00:14:34.000 --> 00:14:38.000]  多於他期待
[00:14:38.000 --> 00:14:40.000]  菲律賓教會的供應
[00:14:40.000 --> 00:14:43.000]  透過以往多次的支援
[00:14:43.000 --> 00:14:44.000]  可以見到
[00:14:44.000 --> 00:14:47.000]  菲律賓教會和保羅
[00:14:47.000 --> 00:14:50.000]  大家的感情是非常深厚
[00:14:50.000 --> 00:14:52.000]  保羅不是自大到地步
[00:14:52.000 --> 00:14:55.000]  認為我不需要你們再支持我了
[00:14:55.000 --> 00:14:57.000]  我已經很足夠
[00:14:57.000 --> 00:14:58.000]  不是說我夠了
[00:14:58.000 --> 00:15:00.000]  我不需要你再幫我
[00:15:00.000 --> 00:15:02.000]  也不是自卑覺得
[00:15:02.000 --> 00:15:04.000]  不好意思再受人幫忙
[00:15:04.000 --> 00:15:06.000]  雷皆放
[00:15:06.000 --> 00:15:10.000]  菲律賓教會能夠施與
[00:15:10.000 --> 00:15:11.000]  保羅能夠接受
[00:15:11.000 --> 00:15:13.000]  都是神的恩典
[00:15:13.000 --> 00:15:15.000]  他學會了知足
[00:15:15.000 --> 00:15:19.000]  意思是不被外在的環境所操控
[00:15:19.000 --> 00:15:21.000]  好一餐不好一餐
[00:15:21.000 --> 00:15:24.000]  從高處墮落到低谷
[00:15:24.000 --> 00:15:27.000]  從萬人景仰到被人追殺
[00:15:27.000 --> 00:15:29.000]  保羅都沒有自怨自艾
[00:15:29.000 --> 00:15:32.000]  他學習到怎樣適應環境
[00:15:32.000 --> 00:15:34.000]  他發現縱然一無所有
[00:15:34.000 --> 00:15:35.000]  仍然可以生活
[00:15:35.000 --> 00:15:37.000]  換句話說
[00:15:37.000 --> 00:15:40.000]  知足是對人生的體會
[00:15:40.000 --> 00:15:41.000]  直接來說
[00:15:41.000 --> 00:15:43.000]  他發現生活其實可以很簡單
[00:15:43.000 --> 00:15:45.000]  只是享受現狀
[00:15:45.000 --> 00:15:49.000]  活在當下就得到滿足
[00:15:49.000 --> 00:15:54.000]  而知足是對神信靠的實踐
[00:15:54.000 --> 00:15:57.000]  原來今天我們所有的
[00:15:57.000 --> 00:15:59.000]  不是最影響我們
[00:15:59.000 --> 00:16:02.000]  最重要影響我們的是什麼
[00:16:02.000 --> 00:16:04.000]  我們用什麼態度
[00:16:04.000 --> 00:16:06.000]  用什麼價值觀
[00:16:06.000 --> 00:16:08.000]  來衡量我們所有
[00:16:08.000 --> 00:16:10.000]  就算我們很富有
[00:16:10.000 --> 00:16:12.000]  我們也可以覺得很缺乏
[00:16:12.000 --> 00:16:15.000]  很缺乏、很不足
[00:16:15.000 --> 00:16:17.000]  但反過來
[00:16:17.000 --> 00:16:19.000]  我們不是很充裕
[00:16:19.000 --> 00:16:21.000]  甚至是傑具
[00:16:21.000 --> 00:16:25.000]  但我們仍然覺得可以很富有
[00:16:25.000 --> 00:16:28.000]  保羅引用當時希臘哲學斯多亞主義
[00:16:28.000 --> 00:16:30.000]  不動心的概念
[00:16:30.000 --> 00:16:32.000]  因為知足
[00:16:32.000 --> 00:16:35.000]  是教人在紛亂、多變
[00:16:35.000 --> 00:16:38.000]  和難以控制的世界裏
[00:16:38.000 --> 00:16:40.000]  存著冷靜
[00:16:40.000 --> 00:16:42.000]  不為愛恨
[00:16:42.000 --> 00:16:44.000]  生死得失所動
[00:16:44.000 --> 00:16:49.000]  斯多亞在英文字典裏
[00:16:49.000 --> 00:16:54.000]  指對苦樂都沒有差別
[00:16:54.000 --> 00:16:58.000]  不會因著心情來改變
[00:16:58.000 --> 00:17:02.000]  是一種冷漠、忍受變化的性格
[00:17:02.000 --> 00:17:05.000]  不為所動、不動如山
[00:17:05.000 --> 00:17:08.000]  但保羅在這個觀念裏
[00:17:08.000 --> 00:17:10.000]  自身的內涵、他的知足
[00:17:10.000 --> 00:17:13.000]  其實是以上帝為足
[00:17:13.000 --> 00:17:15.000]  不是斯多亞主義那種
[00:17:15.000 --> 00:17:17.000]  以己為足
[00:17:17.000 --> 00:17:19.000]  不是我自己說得難聽一點
[00:17:19.000 --> 00:17:21.000]  不是自嗨
[00:17:21.000 --> 00:17:23.000]  不是自己自我陶醉
[00:17:23.000 --> 00:17:24.000]  而是他
[00:17:24.000 --> 00:17:26.000]  你都認定
[00:17:26.000 --> 00:17:29.000]  有神就是滿足
[00:17:29.000 --> 00:17:32.000]  從彼得比書四章十三節
[00:17:32.000 --> 00:17:39.000]  是說我靠著那加給我力量的凡事都能作
[00:17:39.000 --> 00:17:42.000]  他因著基督所給的力量
[00:17:42.000 --> 00:17:45.000]  以及由神的供應來滿足
[00:17:45.000 --> 00:17:48.000]  這個保羅他知足的秘訣
[00:17:48.000 --> 00:17:51.000]  讓保羅從被主恩召到現在
[00:17:51.000 --> 00:17:52.000]  寫這封信
[00:17:52.000 --> 00:17:54.000]  在三十年間
[00:17:54.000 --> 00:17:56.000]  大概他都憑著信心
[00:17:56.000 --> 00:17:59.000]  去靠主來供應
[00:17:59.000 --> 00:18:01.000]  從來都沒有缺乏
[00:18:01.000 --> 00:18:04.000]  保羅提到的一種
[00:18:04.000 --> 00:18:07.000]  是環境奪不走的滿足
[00:18:07.000 --> 00:18:10.000]  這是兩種生活的形態
[00:18:10.000 --> 00:18:13.000]  我們可以用兩個機制來做一個比喻
[00:18:13.000 --> 00:18:15.000]  一個是溫度計
[00:18:15.000 --> 00:18:17.000]  溫度計就是
[00:18:17.000 --> 00:18:20.000]  隨著外在的環境反應
[00:18:20.000 --> 00:18:24.000]  熱就會上升
[00:18:24.000 --> 00:18:27.000]  冷就會下降
[00:18:27.000 --> 00:18:31.000]  很多人在這個世界裡就是溫度計
[00:18:31.000 --> 00:18:34.000]  環境順利就很興奮
[00:18:34.000 --> 00:18:35.000]  很滿足
[00:18:35.000 --> 00:18:36.000]  很開心
[00:18:36.000 --> 00:18:38.000]  但逆境來到的時候
[00:18:38.000 --> 00:18:42.000]  就自怨自艾
[00:18:42.000 --> 00:18:46.000]  來到去呼天長地
[00:18:46.000 --> 00:18:47.000]  沮喪
[00:18:47.000 --> 00:18:49.000]  怨天尤人
[00:18:49.000 --> 00:18:50.000]  而另一個機制
[00:18:50.000 --> 00:18:52.000]  就是溫度調節器
[00:18:52.000 --> 00:18:54.000]  我們家裡都有
[00:18:54.000 --> 00:18:56.000]  去設定好溫度
[00:18:56.000 --> 00:19:02.000]  無論天是冷還是熱
[00:19:02.000 --> 00:19:06.000]  總能夠調節到適中的氣溫
[00:19:06.000 --> 00:19:12.000]  太冷可能就會出暖氣
[00:19:12.000 --> 00:19:15.000]  太熱就會較冷
[00:19:15.000 --> 00:19:20.000]  不會因為外在的環境而轉變
[00:19:20.000 --> 00:19:26.000]  因為有主耶穌在心裡
[00:19:26.000 --> 00:19:29.000]  他就得到滿足
[00:19:29.000 --> 00:19:32.000]  今天的講題是感恩知足
[00:19:32.000 --> 00:19:34.000]  感恩知足感恩
[00:19:34.000 --> 00:19:36.000]  有密切的關係
[00:19:36.000 --> 00:19:38.000]  不懂得感恩的人
[00:19:38.000 --> 00:19:42.000]  是沒辦法知足的
[00:19:42.000 --> 00:19:45.000]  知足者貧亦樂
[00:19:45.000 --> 00:19:48.000]  不知足者富亦憂
[00:19:48.000 --> 00:19:54.000]  知足明顯與今日潮流文化抗衡
[00:19:54.000 --> 00:19:57.000]  今日商家鋪天蓋地宣傳
[00:19:57.000 --> 00:20:00.000]  要是讓我們感到不滿足
[00:20:00.000 --> 00:20:02.000]  之前就雙十一
[00:20:02.000 --> 00:20:04.000]  現在就聖誕節
[00:20:04.000 --> 00:20:09.000]  總有一個消費購物的理由和原因
[00:20:09.000 --> 00:20:14.000]  讓你放心消費
[00:20:14.000 --> 00:20:19.000]  無論在電腦或手機搜尋和訂購
[00:20:19.000 --> 00:20:24.000]  或者在商場、超市來血拼
[00:20:24.000 --> 00:20:29.000]  當你收到一大堆快遞送來的物品
[00:20:29.000 --> 00:20:32.000]  或者在收銀機面前見到一車的物品
[00:20:32.000 --> 00:20:34.000]  或者你滿載而歸
[00:20:34.000 --> 00:20:36.000]  帶著你的戰利品回家的時候
[00:20:36.000 --> 00:20:39.000]  你覺得突然間那份滿足感
[00:20:39.000 --> 00:20:43.000]  讓你好像擁有了世界
[00:20:43.000 --> 00:20:45.000]  擁有了一切
[00:20:45.000 --> 00:20:47.000]  當你拿回去的時候
[00:20:47.000 --> 00:20:49.000]  會有種快慰的感覺
[00:20:49.000 --> 00:20:51.000]  但興奮過後
[00:20:51.000 --> 00:20:54.000]  退去了鍍金的外貌
[00:20:54.000 --> 00:20:55.000]  貨品或者服務
[00:20:55.000 --> 00:20:59.000]  只能夠帶來暫時的滿足
[00:20:59.000 --> 00:21:02.000]  其實今天在這個年代裏
[00:21:02.000 --> 00:21:04.000]  太容易得到
[00:21:04.000 --> 00:21:07.000]  太容易讓我們去享受
[00:21:07.000 --> 00:21:10.000]  有時物品不一定需要
[00:21:10.000 --> 00:21:13.000]  我們要分辨有感需要
[00:21:13.000 --> 00:21:17.000]  和一些真實的需要
[00:21:17.000 --> 00:21:23.000]  當我們不斷去追逐社會所做出來的假象
[00:21:23.000 --> 00:21:25.000]  我們永遠得不到滿足
[00:21:25.000 --> 00:21:27.000]  用另一個說法來說
[00:21:27.000 --> 00:21:31.000]  當我們減省了很多不必要的消費
[00:21:31.000 --> 00:21:36.000]  本身就是富足
[00:21:36.000 --> 00:21:38.000]  知足帶來了簡樸的生活
[00:21:38.000 --> 00:21:40.000]  知足不單只是生活形態
[00:21:40.000 --> 00:21:45.000]  也是對神信靠的宣告和認定
[00:21:45.000 --> 00:21:47.000]  神是我們的供應者
[00:21:47.000 --> 00:21:51.000]  保羅在第十節和十三節
[00:21:51.000 --> 00:21:55.000]  他說「靠主大大喜樂」
