
[00:00:00.000 --> 00:00:04.720]  來到這個季度,我們已經轉了題目,
[00:01:49.240 --> 00:01:50.960]  你能夠救五十人,
[00:01:50.960 --> 00:01:52.680]  你能夠有三個人肯揹著教會,
[00:01:52.680 --> 00:01:54.560]  你就快點獨立吧。
[00:01:54.560 --> 00:01:55.840]  因為我們那時候那麼少人,
[00:01:55.840 --> 00:01:59.400]  我們仍然在球場做攤位,
[00:01:59.400 --> 00:02:01.960]  做那些真情的事的狀況,
[00:02:01.960 --> 00:02:04.000]  牧師以前也說了很多。
[00:02:04.000 --> 00:02:04.680]  所以你想想,
[00:02:04.680 --> 00:02:06.720]  明年我們是三十年了,
[00:02:06.720 --> 00:02:07.920]  如果你問我,
[00:02:07.920 --> 00:02:10.760]  我們教會是否正在擴展中呢?
[00:02:10.760 --> 00:02:12.880]  某程度是的,
[00:02:12.880 --> 00:02:15.360]  因為你看到旁邊那些,
[00:02:15.360 --> 00:02:17.760]  可能你發覺身邊很多和你受浸的人,
[00:02:17.760 --> 00:02:19.000]  都未必在這裏,
[00:02:19.000 --> 00:02:22.600]  除了他們可能是四堂崇拜不同番之外,
[00:02:22.600 --> 00:02:27.120]  實際上香港在這段時間也經歷了很多很多不同的浪,
[00:02:27.120 --> 00:02:30.320]  自默立會到現在其實我們經歷過九七,
[00:02:30.320 --> 00:02:33.280]  九七是一個很大很大的動盪,
[00:02:33.280 --> 00:02:36.320]  2003是我們第一次很恐怖,
[00:02:36.320 --> 00:02:38.120]  不知道可不可以聚會的時間,
[00:02:38.120 --> 00:02:40.920]  不過我們記得當年我們仍然是保持著聚會的,
[00:02:40.920 --> 00:02:42.000]  我們都是死硬派,
[00:02:42.000 --> 00:02:44.680]  其實每一段時間我們都是保持著聚會的,
[00:02:44.680 --> 00:02:47.240]  經歷過2019的那段時間,
[00:02:47.240 --> 00:02:48.440]  即使疫情,
[00:02:48.440 --> 00:02:50.040]  我們都是儘管想報紙,
[00:02:50.040 --> 00:02:51.320]  我們都盡量保持著聚會的,
[00:02:51.320 --> 00:02:53.720]  這也是我們一向的作風,
[00:02:53.720 --> 00:02:56.120]  上帝是常常與我們同在,
[00:02:56.120 --> 00:02:58.640]  我們很多頂智媒在這段時間經常都在想,
[00:02:58.640 --> 00:03:02.200]  明年如果我們所有事情都真的可以復常的,
[00:03:02.200 --> 00:03:04.840]  我們都很渴求入本祈禱會,
[00:03:04.840 --> 00:03:10.800]  很渴求再一次聽到上帝很大很大的臨在整間教會當中,
[00:03:10.800 --> 00:03:14.200]  所以我們頂智媒你能夠真的好好地去禱告,
[00:03:14.200 --> 00:03:15.480]  我們真的很希望,
[00:03:15.480 --> 00:03:17.000]  每一天我們都是新的,
[00:03:17.000 --> 00:03:20.280]  我們每一天的信仰都不是炒冷飯的,
[00:03:20.280 --> 00:03:23.600]  我們覺得上帝是不斷地與我們說話的,
[00:03:23.600 --> 00:03:26.480]  所以為何我說我也想說回阿巴拉罕,
[00:03:26.480 --> 00:03:29.200]  原因就是很想在今天會慶的時間,
[00:03:29.200 --> 00:03:32.400]  或是我們第一個季節要說的那一刻,
[00:03:32.400 --> 00:03:36.320]  很想跟大家說一個上帝與我們每一個人都講過的說話,
[00:03:36.320 --> 00:03:40.880]  就是上帝會使你成為大國,
[00:03:40.880 --> 00:03:42.840]  我們從來聽故事就聽阿巴拉罕,
[00:03:42.840 --> 00:03:43.880]  他很偉大,
[00:03:43.880 --> 00:03:46.480]  上次我們都聽了一些他的片段,
[00:03:46.480 --> 00:03:47.880]  很少去想自己,
[00:03:47.880 --> 00:03:49.360]  不過今天我想從另一個角度,
[00:03:49.360 --> 00:03:52.720]  希望藉著他的故事給我們一些安慰,
[00:03:52.720 --> 00:03:56.960]  這句說話其實是來自《創世紀》第十二章,
[00:03:56.960 --> 00:03:59.200]  很出名的,
[00:03:59.200 --> 00:04:01.360]  因為是阿巴拉罕之約,
[00:04:01.360 --> 00:04:05.720]  是神呼叫阿巴拉罕時第一段所說的說話,
[00:04:05.720 --> 00:04:08.840]  但我想給大家去想想圖畫,
[00:04:08.840 --> 00:04:10.680]  上帝其實創造天地,
[00:04:10.680 --> 00:04:13.280]  本來與人是很相愛的,
[00:04:13.280 --> 00:04:14.560]  很和諧的,
[00:04:14.560 --> 00:04:16.880]  但是聚入了世界,
[00:04:16.880 --> 00:04:20.400]  令神與人分開,
[00:04:20.400 --> 00:04:23.920]  而一直看《創世紀》頭十章的故事,
[00:04:23.920 --> 00:04:27.080]  人類仍然在很大很大的反盤之中,
[00:04:27.080 --> 00:04:28.240]  昨天吃完飯,
[00:04:28.240 --> 00:04:29.360]  為何突然與我老公聊天,
[00:04:29.360 --> 00:04:30.240]  聊到這個地步,
[00:04:30.240 --> 00:04:32.160]  為何會這麼有趣,
[00:04:32.160 --> 00:04:35.520]  你如果已經經歷過離開伊甸園,
[00:04:35.520 --> 00:04:36.760]  變瘦了,
[00:04:36.760 --> 00:04:40.480]  出來這裡又要耕田,
[00:04:40.480 --> 00:04:41.440]  才有東西吃,
[00:04:41.440 --> 00:04:45.400]  又見到生老病死的動物會死,
[00:04:45.400 --> 00:04:48.720]  你其實應該很敬畏神,
[00:04:48.720 --> 00:04:50.160]  是嗎?
[00:04:50.160 --> 00:04:51.000]  我們是這樣想,
[00:04:51.000 --> 00:04:53.160]  但聖經其實不是這樣,
[00:04:53.160 --> 00:04:56.040]  你想想那人可以殺阿伯,
[00:04:56.040 --> 00:05:00.160]  那人仍然可以對著上帝搏嘴,
[00:05:00.160 --> 00:05:04.520]  完全看不到他有任何懼怕上帝,
[00:05:04.520 --> 00:05:07.000]  或者敬畏上帝的感覺,
[00:05:07.000 --> 00:05:10.560]  整個人類歷史其實在阿巴拉罕出現之前,
[00:05:10.560 --> 00:05:12.720]  其實你應該留意第十一章,
[00:05:12.720 --> 00:05:16.040]  十一章是另一個很高峰時間的故事,
[00:05:16.040 --> 00:05:17.400]  兒童教育一定講的,
[00:05:17.400 --> 00:05:21.920]  就是人類集結去敵黨神,
[00:05:21.920 --> 00:05:24.440]  他們要見一個叫巴別塔,
[00:05:24.440 --> 00:05:26.320]  與上帝抗衡,
[00:05:26.320 --> 00:05:29.560]  即是說這班人並沒有悔改,
[00:05:29.560 --> 00:05:32.640]  但竟然與神為敵,
[00:05:32.640 --> 00:05:34.320]  挑戰到最盡,
[00:05:34.320 --> 00:05:37.520]  去到這麼差的狀況,
[00:05:37.520 --> 00:05:39.280]  你又見到上帝很特別,
[00:05:39.280 --> 00:05:43.000]  上帝也不會一把火燒光他們,
[00:05:43.000 --> 00:05:44.520]  也不會滅絕他們,
[00:05:44.520 --> 00:05:46.560]  但上帝在巴別塔做了一件事,
[00:05:46.560 --> 00:05:49.200]  就是令他們的口音變了,
[00:05:49.200 --> 00:05:51.760]  所以人類開始有不同的語言,
[00:05:51.760 --> 00:05:53.400]  大家說不同的話,
[00:05:53.400 --> 00:05:57.280]  本來這班人是全部統一集結的,
[00:05:57.280 --> 00:05:58.720]  他們真的是團結力量,
[00:05:58.720 --> 00:06:01.000]  不過團結力量去反上帝,
[00:06:01.000 --> 00:06:03.280]  但竟然在上帝變亂口音後,
[00:06:03.280 --> 00:06:04.440]  他們無法溝通,
[00:06:04.440 --> 00:06:05.440]  於是就沒辦法,
[00:06:05.440 --> 00:06:06.560]  就四散,
[00:06:06.560 --> 00:06:10.400]  在第十一章開始於巴別塔的故事,
[00:06:10.400 --> 00:06:13.520]  而它的終結就講述了一個家庭,
[00:06:13.520 --> 00:06:15.120]  這個叫做他拉,
[00:06:15.120 --> 00:06:16.120]  他拉是誰呢?
[00:06:16.120 --> 00:06:19.320]  就是我們經常說的阿伯蘭阿伯拉罕的父親,
[00:06:19.320 --> 00:06:26.440]  他的死亡成為了第十一章這個亂局的結局,
[00:06:26.440 --> 00:06:29.600]  在最後的幾節記載著什麼呢?
[00:06:29.600 --> 00:06:35.320]  記載著原來是他拉帶領他的家人離開吾爾,
[00:06:35.320 --> 00:06:39.040]  所以說故事我們經常會說阿伯拉罕出吾爾,
[00:06:39.040 --> 00:06:40.040]  其實不是的,
[00:06:40.040 --> 00:06:43.160]  是他父親帶領他們離開,
[00:06:43.160 --> 00:06:45.920]  於是他們想進入加南地,
[00:06:45.920 --> 00:06:48.120]  而走到什麼地方停留了呢?
[00:06:48.120 --> 00:06:50.800]  他們去到這個叫做哈蘭的地方,
[00:06:50.800 --> 00:06:53.600]  應該是可能老人家病了,
[00:06:53.600 --> 00:06:58.520]  結局其實他是死於哈蘭這個地方,
[00:06:58.520 --> 00:07:03.520]  而在這段時間才出現了,
[00:07:03.520 --> 00:07:07.280]  我們一直在說的阿伯蘭之約,
[00:07:07.280 --> 00:07:10.240]  就是神突然間呼召阿伯蘭,
[00:07:10.240 --> 00:07:13.080]  要他離開他的本族本家,
[00:07:13.080 --> 00:07:16.640]  向上帝指示他的地方去,
[00:07:16.640 --> 00:07:17.960]  沒有說在哪裡,
[00:07:17.960 --> 00:07:21.160]  總之要他離開他的本族本家,
[00:07:21.160 --> 00:07:24.720]  上星期其實這群團團員已經說過這一部分,
[00:07:24.720 --> 00:07:28.320]  事實上對於我們每一個侍奉主的人,
[00:07:28.320 --> 00:07:30.680]  大部分人都有分兩類的,
[00:07:30.680 --> 00:07:33.840]  我們那個年代有很多人很喜歡做宣教,
[00:07:33.840 --> 00:07:38.400]  因為我們有一個Logos宣教船常常拍案,
[00:07:38.400 --> 00:07:40.920]  所以年輕人團體常常去參觀,
[00:07:40.920 --> 00:07:43.400]  那時候不能乘飛機,很少去旅行,
[00:07:43.400 --> 00:07:45.000]  所以很多人很喜歡宣教,
[00:07:45.000 --> 00:07:47.080]  常常覺得阿卓離開香港,
[00:07:47.080 --> 00:07:49.280]  離開自己本土就好了,
[00:07:49.280 --> 00:07:51.080]  但有另一類人,
[00:07:51.080 --> 00:07:53.520]  死都不要叫我宣教,
[00:07:53.520 --> 00:07:55.080]  我不可以離開香港,
[00:07:55.080 --> 00:07:57.080]  特別是香港八十年代之後,
[00:07:57.080 --> 00:07:58.360]  大部分人都說不可以,
[00:07:58.360 --> 00:07:59.800]  很怕被上帝呼召,
[00:07:59.800 --> 00:08:02.080]  因為我非洲而死而死我,
[00:08:02.080 --> 00:08:03.760]  每個人都是這樣想的,
[00:08:03.760 --> 00:08:07.160]  但某程度上你問我,
[00:08:07.160 --> 00:08:09.200]  上帝呼召我們的時候,
[00:08:09.200 --> 00:08:12.680]  永遠都是要你離開你的本族本家,
[00:08:12.680 --> 00:08:13.680]  簡單來說,
[00:08:13.680 --> 00:08:17.000]  是一定要離開你的comfort zone,
[00:08:17.000 --> 00:08:19.960]  原因就是當我們生命想改變,
[00:08:19.960 --> 00:08:22.240]  我們想去學習信靠神,
[00:08:22.240 --> 00:08:24.320]  每樣東西都隨手可得,
[00:08:24.320 --> 00:08:26.480]  每樣東西都媽媽媽媽,
[00:08:26.480 --> 00:08:29.120]  其實你真的很難去改變,
[00:08:29.120 --> 00:08:30.560]  所以人為何要結婚,
[00:08:30.560 --> 00:08:32.920]  結婚為何要離開父母呢?
[00:08:32.920 --> 00:08:34.760]  他一天不離開父母,
[00:08:34.760 --> 00:08:37.480]  他一天都是媽媽媽媽,
[00:08:37.480 --> 00:08:39.680]  所以我們要很小心媽寶,
[00:08:39.680 --> 00:08:42.240]  很多媽媽太愛我們的小朋友,
[00:08:42.240 --> 00:08:43.720]  但你沒有給他機會,
[00:08:43.720 --> 00:08:46.040]  真的好好離開本族本家,
[00:08:46.040 --> 00:08:47.680]  他學習不到成長,
[00:08:47.680 --> 00:08:51.200]  阿伯聽到這個呼召,
[00:08:51.200 --> 00:08:52.760]  這個呼召很特別,
[00:08:52.760 --> 00:08:56.400]  它是一個叫戴英許的呼召,
[00:08:56.400 --> 00:08:57.960]  如果嚴格來說,
[00:08:57.960 --> 00:08:59.200]  好像一個命令,
[00:08:59.200 --> 00:09:02.680]  是上帝命令阿伯蘭,
[00:09:02.680 --> 00:09:05.720]  是要離開他的本族本家,
[00:09:05.720 --> 00:09:09.920]  要完全憑信心去跟從上帝,
[00:09:09.920 --> 00:09:13.200]  因為上帝揀損了他,
[00:09:13.200 --> 00:09:15.080]  你想想在十一章之前,
[00:09:15.080 --> 00:09:16.920]  這個世界是亂七八糟,
[00:09:16.920 --> 00:09:17.720]  亂七八糟,
[00:09:17.720 --> 00:09:19.640]  每個人都是和上帝為敵,
[00:09:19.640 --> 00:09:22.880]  上帝要尋找一個人,
[00:09:22.880 --> 00:09:26.360]  然後要尋找一個宗族,
[00:09:26.360 --> 00:09:29.320]  來成為他地上的見證,
[00:09:29.320 --> 00:09:31.840]  尼塞亞也要在那裡而生,
[00:09:31.840 --> 00:09:34.760]  因為上帝整體一日如千年,
[00:09:34.760 --> 00:09:36.400]  上帝就是看今日,
[00:09:36.400 --> 00:09:38.160]  在這個魂魂眾生裡面,
[00:09:38.160 --> 00:09:42.520]  阿伯蘭收到戴英許性的照明,
[00:09:42.520 --> 00:09:43.800]  為何選擇阿伯蘭?
[00:09:43.800 --> 00:09:45.000]  沒有解釋,
[00:09:45.000 --> 00:09:45.960]  是帥氣一點,
[00:09:45.960 --> 00:09:46.720]  敬甜一點,
[00:09:46.720 --> 00:09:47.760]  愛主一點,
[00:09:47.760 --> 00:09:50.280]  其實在十二章完全不知道是什麼,
[00:09:50.280 --> 00:09:53.680]  無端出現就是上帝呼召他,
[00:09:53.680 --> 00:09:58.000]  但是你看看他給的offer,
[00:09:58.000 --> 00:09:59.960]  有公司請你,
[00:09:59.960 --> 00:10:01.120]  offer很厲害,
[00:10:01.120 --> 00:10:02.160]  offer說什麼?
[00:10:02.160 --> 00:10:03.840]  他說我要使你成為大國,
[00:10:03.840 --> 00:10:05.680]  我要賜福給你,
[00:10:05.680 --> 00:10:07.840]  要叫你名為大,
[00:10:07.840 --> 00:10:11.840]  也要叫你能夠讓別人得福,
[00:10:11.840 --> 00:10:13.560]  或者不只祝福你,
[00:10:13.560 --> 00:10:16.280]  還會祝福你身邊的人,
[00:10:16.280 --> 00:10:17.680]  最重要有一件事,
[00:10:17.680 --> 00:10:18.760]  他說我會祝福你,
[00:10:18.760 --> 00:10:20.840]  我必賜福於他,
[00:10:20.840 --> 00:10:25.320]  那奏助你的,我會奏助他,
[00:10:25.320 --> 00:10:27.000]  地上萬祝,
[00:10:27.000 --> 00:10:29.040]  都要因你得福,
[00:10:29.040 --> 00:10:30.640]  你有沒有想過這個offer多厲害?
[00:10:30.640 --> 00:10:31.160]  丁姊妹,
[00:10:31.160 --> 00:10:33.000]  如果今天上帝呼召你,
[00:10:33.000 --> 00:10:34.240]  我不知道他呼召你做什麼,
[00:10:34.240 --> 00:10:35.640]  總之是離開你的comfort zone,
[00:10:35.640 --> 00:10:36.640]  你最害怕的那一天,
[00:10:36.640 --> 00:10:38.640]  上帝呼召你的那一天,
[00:10:38.640 --> 00:10:41.440]  但是他的condition給你這麼好的offer,
[00:10:41.440 --> 00:10:43.480]  你肯不肯?
[00:10:43.480 --> 00:10:44.120]  有些人肯,
[00:10:44.120 --> 00:10:45.600]  有些人正義不肯,
[00:10:45.600 --> 00:10:47.640]  真的,
[00:10:47.640 --> 00:10:49.640]  有些人說是恐神,
[00:10:49.640 --> 00:10:52.720]  但是我們知道亞伯蘭是祭的,
[00:10:52.720 --> 00:10:56.720]  所以他說他就照著耶和華的吩咐,
[00:10:56.720 --> 00:10:58.480]  就跟著他,
[00:10:58.480 --> 00:11:00.440]  所以某程度來說,
[00:11:00.440 --> 00:11:02.400]  當我們今天說擴展神力的那個,
[00:11:02.400 --> 00:11:05.760]  可能大家已經在想傳福音,宣教那類型的東西,
[00:11:05.760 --> 00:11:07.320]  可能跟著下去會繼續說,
[00:11:07.320 --> 00:11:08.920]  但是今天我不處理這個位置,
[00:11:08.920 --> 00:11:10.960]  不過我仍然要看的就是,
[00:11:10.960 --> 00:11:13.880]  亞伯蘭他去面對上帝的呼召,
[00:11:13.880 --> 00:11:15.640]  他的反應是什麼?
[00:11:15.640 --> 00:11:19.000]  他是信心之乎,
[00:11:19.000 --> 00:11:20.080]  什麼是信心?
[00:11:20.080 --> 00:11:22.920]  信心不是只有一張嘴說的,
[00:11:22.920 --> 00:11:24.840]  其實當你相信的意思,
[00:11:24.840 --> 00:11:27.760]  就是你會照著去行,
[00:11:27.760 --> 00:11:29.440]  就好像一個大銀,
[00:11:29.440 --> 00:11:30.680]  即是有兩面的,
[00:11:30.680 --> 00:11:31.360]  什麼叫信心?
[00:11:31.360 --> 00:11:32.840]  信心就是跟著我走,
[00:11:32.840 --> 00:11:33.440]  是不是?
[00:11:33.440 --> 00:11:36.160]  即是你什麼都做什麼都可以,
[00:11:36.160 --> 00:11:37.640]  你信我你就不會問的,
[00:11:37.640 --> 00:11:38.760]  你就會跟著去做,
[00:11:38.760 --> 00:11:44.600]  所以這個是亞伯蘭被稱為一個很重要的原因,
[00:11:44.600 --> 00:11:46.520]  你記住經文是沒有說過,
[00:11:46.520 --> 00:11:49.600]  他究竟經歷過上帝有多少真實,
[00:11:49.600 --> 00:11:51.240]  我們經常說要經歷神的,
[00:11:51.240 --> 00:11:52.280]  經歷神營會,
[00:11:52.280 --> 00:11:55.640]  好像我們要試過摸一個很有把握的,
[00:11:55.640 --> 00:11:57.280]  神才會聽你的話,
[00:11:57.280 --> 00:11:59.400]  頂尖師妹也很流行說認證,
[00:11:59.400 --> 00:12:00.840]  我們有教大家認證,
[00:12:00.840 --> 00:12:02.920]  但有些求得很嚴重,
[00:12:02.920 --> 00:12:06.120]  反覆覆覆很多次認證那些,
[00:12:06.120 --> 00:12:08.440]  其實如果你真的相信上帝,
[00:12:08.440 --> 00:12:09.440]  信他叫你走,
[00:12:09.440 --> 00:12:11.800]  你是應該跟著走的,
[00:12:11.800 --> 00:12:12.720]  不用這麼多認證,
[00:12:12.720 --> 00:12:15.040]  你越認證多就越不相信,
[00:12:15.040 --> 00:12:15.760]  是不是?
[00:12:15.760 --> 00:12:18.240]  你給我證據我才跟著走,
[00:12:18.240 --> 00:12:20.320]  這是第一個挑戰,
[00:12:20.320 --> 00:12:22.960]  在《迦勒太書》第三章更提一件事,
[00:12:22.960 --> 00:12:25.840]  為什麼我會選亞伯蘭?
[00:12:25.840 --> 00:12:30.120]  是因為保羅在《迦勒太書》裡說了一段話,
[00:12:30.120 --> 00:12:31.640]  他說你們要知道,
[00:12:31.640 --> 00:12:33.680]  乃以信為本的人,
[00:12:33.680 --> 00:12:35.880]  就是亞伯拉罕的子孫,
[00:12:35.880 --> 00:12:38.360]  即是今天你和我,
[00:12:38.360 --> 00:12:40.120]  如果我們是騰訊,
[00:12:40.120 --> 00:12:42.360]  來認識基督,
[00:12:42.360 --> 00:12:43.080]  經歷基督,
[00:12:43.080 --> 00:12:43.960]  接受救恩,
[00:12:43.960 --> 00:12:46.840]  成為神的兒子女兒的時候,
[00:12:46.840 --> 00:12:49.240]  我們就是憑信為本的人,
[00:12:49.240 --> 00:12:50.640]  我們不是靠行為得救的,
[00:12:50.640 --> 00:12:52.560]  我們是靠信耶穌得救的,
[00:12:52.560 --> 00:12:53.720]  原來在這樣的狀況下,
[00:12:53.720 --> 00:12:57.560]  我們會被稱為亞伯拉罕的子孫,
[00:12:57.560 --> 00:13:01.120]  因為我們都是因信而稱義的,
[00:13:01.120 --> 00:13:02.880]  第八章說得很清楚,
[00:13:02.880 --> 00:13:06.320]  他說神就要叫外邦人因信稱義,
[00:13:06.320 --> 00:13:09.440]  就早已傳福音給亞伯拉罕說,
[00:13:09.440 --> 00:13:12.360]  萬國都必因你得福,
[00:13:12.360 --> 00:13:14.320]  所以與猶太人的想法,
[00:13:14.320 --> 00:13:16.760]  以為只選擇猶太人做選民,
[00:13:16.760 --> 00:13:18.000]  是有差誤的,
[00:13:18.000 --> 00:13:21.280]  因為上帝不只想選一個民族,
[00:13:21.280 --> 00:13:25.240]  他選選猶太人是希望透過他們,
[00:13:25.240 --> 00:13:28.160]  讓其他萬族都得福,
[00:13:28.160 --> 00:13:29.600]  得什麼福我們已經展回,
[00:13:29.600 --> 00:13:30.840]  最大的福氣,
[00:13:30.840 --> 00:13:32.320]  是他們能夠有機會,
[00:13:32.320 --> 00:13:35.560]  去認識耶和華這一個真神,
[00:13:35.560 --> 00:13:36.760]  所以今天你和我,
[00:13:36.760 --> 00:13:37.760]  我們是得福的,
[00:13:37.760 --> 00:13:40.120]  我們認識了一位真神,
[00:13:40.120 --> 00:13:42.680]  如果我們不傳,
[00:13:42.680 --> 00:13:45.080]  就等於與猶太人一樣,
[00:13:45.080 --> 00:13:47.920]  以為救恩只屬乎我們,
[00:13:47.920 --> 00:13:49.240]  而你身邊的人,
[00:13:49.240 --> 00:13:51.200]  因為你不傳說,
[00:13:51.200 --> 00:13:54.400]  他們就沒有辦法因你得福,
[00:13:54.400 --> 00:13:57.560]  第九節說可見那以信為本的人,
[00:13:57.560 --> 00:14:01.760]  和有信心的亞伯拉罕是一同得福,
[00:14:01.760 --> 00:14:04.080]  經文到二十六節說,
[00:14:04.080 --> 00:14:05.600]  你們因信耶穌基督,
[00:14:05.600 --> 00:14:07.200]  都是神的兒子,
[00:14:07.200 --> 00:14:09.240]  我們受洗歸入基督時,
[00:14:09.240 --> 00:14:11.000]  都是被賴基督的,
[00:14:11.000 --> 00:14:12.920]  不分猶太人、希利人、
[00:14:12.920 --> 00:14:16.240]  自主的、圍爐的、男的、女的,
[00:14:16.240 --> 00:14:18.200]  所有的人在耶穌基督裏面,
[00:14:18.200 --> 00:14:20.240]  都已經成為一,
[00:14:20.240 --> 00:14:21.160]  和旁邊的人說,
[00:14:21.160 --> 00:14:23.040]  我們原為一的,
[00:14:23.040 --> 00:14:25.000]  所以有些東西可能不太喜歡他,
[00:14:25.000 --> 00:14:26.760]  但你也要愛惜自己的身體,
[00:14:26.760 --> 00:14:28.360]  他是你的一部分,
[00:14:28.360 --> 00:14:29.560]  廿九節說,
[00:14:29.560 --> 00:14:31.160]  既然我們屬乎基督,
[00:14:31.160 --> 00:14:34.280]  亦是亞伯拉罕後裔的時候,
[00:14:34.280 --> 00:14:36.000]  這幾個字很重要,
[00:14:36.000 --> 00:14:40.760]  就是照著應許承受產業,
[00:14:40.760 --> 00:14:41.600]  我今天說這個題目,
[00:14:41.600 --> 00:14:43.400]  其實很想像這個樣子,
[00:14:43.400 --> 00:14:44.480]  拿一個大喇叭,
[00:14:44.480 --> 00:14:45.960]  我記得上次我拿過一個大喇叭,
[00:14:45.960 --> 00:14:48.200]  就是跟你說你是神簡選你,
[00:14:48.200 --> 00:14:50.000]  今天我很想拿一個大喇叭,
[00:14:50.000 --> 00:14:51.760]  告訴你什麼?
[00:14:51.760 --> 00:14:55.640]  記住原來信徒是亞伯拉罕的後裔,
[00:14:55.640 --> 00:14:59.440]  我們就是承受同一個應許,
[00:14:59.440 --> 00:15:02.040]  丁智媚,你有沒有?
[00:15:02.040 --> 00:15:04.240]  你信主到現在這麼多年的時候,
[00:15:04.240 --> 00:15:05.960]  你有沒有覺得自己,
[00:15:05.960 --> 00:15:09.000]  是可以成為大國的?
[00:15:09.000 --> 00:15:09.920]  你有沒有想過,
[00:15:09.920 --> 00:15:13.320]  你是有能力去祝福你身邊的人?
[00:15:13.320 --> 00:15:15.000]  我們經常很怕別人怎樣看自己,
[00:15:15.000 --> 00:15:17.000]  很怕別人批評自己,
[00:15:17.000 --> 00:15:18.600]  你記得應許怎樣說?
[00:15:18.600 --> 00:15:21.000]  誰會奏助你?
[00:15:21.000 --> 00:15:22.880]  神會奏助他,
[00:15:22.880 --> 00:15:25.840]  其實你為什麼會這麼膽小呢?
[00:15:25.840 --> 00:15:28.800]  其實不關疫情的事,
[00:15:28.800 --> 00:15:29.720]  你問我,
[00:15:29.720 --> 00:15:31.400]  目會了這麼多年,
[00:15:31.400 --> 00:15:34.000]  總是不同的生活環境,
[00:15:34.000 --> 00:15:38.160]  香港由最差的開始開埠,
[00:15:38.160 --> 00:15:40.400]  慢慢變成八十年代,
[00:15:40.400 --> 00:15:42.200]  九十年代很興盛,
[00:15:42.200 --> 00:15:44.120]  就算我們回歸之後,
[00:15:44.120 --> 00:15:46.920]  有些動盪幾年,
[00:15:46.920 --> 00:15:49.160]  接著阿爺支持的時候,
[00:15:49.160 --> 00:15:51.920]  我們又開始煮飯的日子,
[00:15:51.920 --> 00:15:57.240]  但我還是看到很多有心無力的基督徒,
[00:15:57.240 --> 00:15:59.400]  所以有心無力這個課題,
[00:15:59.400 --> 00:16:02.000]  其實是長存的,
[00:16:02.000 --> 00:16:03.400]  永遠都存在的,
[00:16:03.400 --> 00:16:05.600]  我們無論在人生什麼階段都有壓力,
[00:16:05.600 --> 00:16:07.080]  剛才我看到這些,
[00:16:07.080 --> 00:16:10.240]  他們那時候只是中學生,
