
[00:00:00.000 --> 00:00:02.640]  我們今天會思想到關於一個題目
[00:04:21.000 --> 00:04:24.000]  司徒德牧師John Stott
[00:04:24.000 --> 00:04:26.000]  大家都很多都聽過
[00:04:26.000 --> 00:04:28.000]  這位牧者在分析的時候
[00:04:28.000 --> 00:04:30.000]  講到在很多的歷代的教會
[00:04:30.000 --> 00:04:32.000]  面對社會的題目的時候
[00:04:32.000 --> 00:04:34.000]  倫理的題目的時候
[00:04:34.000 --> 00:04:37.000]  通常有兩個的極端
[00:04:37.000 --> 00:04:40.000]  一個極端就是用我們自己的信念
[00:04:40.000 --> 00:04:43.000]  強加在別人的身上
[00:04:43.000 --> 00:04:46.000]  要人去接受我們的信念
[00:04:46.000 --> 00:04:49.000]  其中一個很突出的例子就是
[00:04:49.000 --> 00:04:54.000]  在歷史當中教會有一個叫十字軍的東征
[00:04:54.000 --> 00:04:57.000]  透過武力來壓迫一些人
[00:04:57.000 --> 00:05:00.000]  接受我們的信念
[00:05:00.000 --> 00:05:02.000]  但另一方面的極端就是
[00:05:02.000 --> 00:05:05.000]  人覺得對方有對方的選擇
[00:05:05.000 --> 00:05:07.000]  我們可以接受
[00:05:07.000 --> 00:05:10.000]  不需要理會對方怎麼做
[00:05:10.000 --> 00:05:13.000]  我們怎麼做希望他都不會理會我們
[00:05:13.000 --> 00:05:17.000]  因此出現一種完全放任的情況
[00:05:17.000 --> 00:05:22.000]  又或者是互相不去理會的情況
[00:05:22.000 --> 00:05:26.000]  司徒德牧師就提出第三條路
[00:05:26.000 --> 00:05:30.000]  第三條路就是我們用一個勸導的方式
[00:05:30.000 --> 00:05:33.000]  個勸導就是我們相信神的道
[00:05:33.000 --> 00:05:35.000]  不單單合適於教徒
[00:05:35.000 --> 00:05:39.000]  因為這位創造主他所創造的人
[00:05:39.000 --> 00:05:44.000]  是需要按照他的旨意來生活
[00:05:44.000 --> 00:05:47.000]  才會得到真正的生活的好處
[00:05:47.000 --> 00:05:49.000]  得到各樣的福氣
[00:05:49.000 --> 00:05:52.000]  因此我們相信聖經的真道
[00:05:52.000 --> 00:05:54.000]  是適合所有被造的人的
[00:05:54.000 --> 00:05:56.000]  因此有這樣的信念
[00:05:56.000 --> 00:05:59.000]  我們就會將這種信念提出來
[00:05:59.000 --> 00:06:03.000]  當然不一定用一些硬銷的方式
[00:06:03.000 --> 00:06:05.000]  勉強別人去接受
[00:06:05.000 --> 00:06:06.000]  而是在過程當中
[00:06:06.000 --> 00:06:10.000]  用一些很理性合理的一些意念
[00:06:10.000 --> 00:06:11.000]  一些方式
[00:06:11.000 --> 00:06:13.000]  讓對方明白神的道理
[00:06:13.000 --> 00:06:15.000]  行出來的時候
[00:06:15.000 --> 00:06:20.000]  其實對我們生活產生很多美善的好處
[00:06:20.000 --> 00:06:24.000]  一些很理性一些很合理的表達
[00:06:24.000 --> 00:06:27.000]  讓人能夠去接受一些觀念
[00:06:27.000 --> 00:06:31.000]  以致自己生活得到益處
[00:06:31.000 --> 00:06:34.000]  這個是教徒所要思想的
[00:06:34.000 --> 00:06:36.000]  怎樣將我們的信念擺出來
[00:06:36.000 --> 00:06:38.000]  讓其他未曾信主的朋友
[00:06:38.000 --> 00:06:41.000]  都有機會能夠行在
[00:06:41.000 --> 00:06:44.000]  這位天地的主的道上面
[00:06:44.000 --> 00:06:47.000]  得著其中的祝福
[00:06:47.000 --> 00:06:48.000]  因此我們今天讀聖經的時候
[00:06:48.000 --> 00:06:51.000]  就會看到主耶穌在世上的時候
[00:06:51.000 --> 00:06:52.000]  祂都是以這樣的方式
[00:06:52.000 --> 00:06:56.000]  來幫助周圍的人去明白真道
[00:06:56.000 --> 00:06:58.000]  大家這時候揭開聖經
[00:06:58.000 --> 00:07:01.000]  馬可福音第三章
[00:07:01.000 --> 00:07:07.000]  在第三章的第一第二節
[00:07:07.000 --> 00:07:08.000]  我們首先思想的
[00:07:08.000 --> 00:07:10.000]  就是主耶穌當時所面對的
[00:07:10.000 --> 00:07:12.000]  社會的處境是怎樣的呢
[00:07:12.000 --> 00:07:14.000]  在第一節
[00:07:14.000 --> 00:07:18.000]  耶穌又進了會堂在那裡有一個人
[00:07:18.000 --> 00:07:20.000]  他的一隻手枯乾了
[00:07:20.000 --> 00:07:23.000]  眾人窺探他會不會在安息日
[00:07:23.000 --> 00:07:28.000]  醫治那個人好去控告他
[00:07:28.000 --> 00:07:31.000]  當時有一群人特別是法利賽人
[00:07:31.000 --> 00:07:33.000]  他們要做一件事情
[00:07:33.000 --> 00:07:35.000]  就是要控告耶穌
[00:07:35.000 --> 00:07:38.000]  他們要找一些耶穌的錯誤的把柄
[00:07:38.000 --> 00:07:40.000]  來去控告祂
[00:07:40.000 --> 00:07:44.000]  他們周圍聖經所說窺探著耶穌
[00:07:44.000 --> 00:07:47.000]  因此他們眼中所留意到的
[00:07:47.000 --> 00:07:50.000]  不是那個病人他的需要
[00:07:50.000 --> 00:07:54.000]  而是留心想找機會去控告耶穌
[00:07:54.000 --> 00:07:55.000]  在這個情景裡面
[00:07:55.000 --> 00:07:57.000]  大家也許都會了解
[00:07:57.000 --> 00:07:59.000]  就是當時的法利賽人
[00:07:59.000 --> 00:08:03.000]  他們是一些很熟悉律法的人
[00:08:03.000 --> 00:08:05.000]  在他們的觀念他們知道
[00:08:05.000 --> 00:08:07.000]  拉比的律法教導
[00:08:07.000 --> 00:08:10.000]  在安息日是不可以做工作的
[00:08:10.000 --> 00:08:14.000]  包括了不可以醫治病人
[00:08:14.000 --> 00:08:17.000]  除非病人去到一個臨危
[00:08:17.000 --> 00:08:19.000]  或者快要死的時候
[00:08:19.000 --> 00:08:21.000]  才可以去救他
[00:08:21.000 --> 00:08:25.000]  否則都不可以去醫治別人
[00:08:25.000 --> 00:08:27.000]  否則就犯了安息日了
[00:08:27.000 --> 00:08:31.000]  當然這個不是聖經律法的意思
[00:08:31.000 --> 00:08:35.000]  後來的人將他們的觀念加上去
[00:08:35.000 --> 00:08:38.000]  成為拉比的一些律法
[00:08:38.000 --> 00:08:41.000]  當時主耶穌知道他們這種心態
[00:08:41.000 --> 00:08:44.000]  也知道他們是監視著自己
[00:08:44.000 --> 00:08:46.000]  在這個處境裡面
[00:08:46.000 --> 00:08:49.000]  他的反應是怎樣呢
[00:08:49.000 --> 00:08:53.000]  或者我們先看第六節
[00:08:53.000 --> 00:08:55.000]  第六節法利賽人出來
[00:08:55.000 --> 00:08:58.000]  納克和希律黨人商量
[00:08:58.000 --> 00:09:00.000]  怎樣去對付耶穌
[00:09:00.000 --> 00:09:02.000]  好除掉他
[00:09:02.000 --> 00:09:06.000]  提到另一類人就叫做希律黨
[00:09:06.000 --> 00:09:08.000]  當你聽到這個名稱的時候
[00:09:08.000 --> 00:09:11.000]  就會知道他們有些政治的背景
[00:09:11.000 --> 00:09:17.000]  當時的希律王是管理著巴勒斯坦的地區
[00:09:17.000 --> 00:09:22.000]  這班希律黨人就是支持希律王的一群人
[00:09:22.000 --> 00:09:24.000]  他們知道希律王是得到
[00:09:24.000 --> 00:09:28.000]  背後的羅馬的政權的支持
[00:09:28.000 --> 00:09:33.000]  所以他們很想能夠在當中維護著這個政權
[00:09:33.000 --> 00:09:36.000]  這班希律黨人按照很多歷史所說
[00:09:36.000 --> 00:09:40.000]  是一些猶太人當中的貴族
[00:09:40.000 --> 00:09:42.000]  一些很有地位的
[00:09:42.000 --> 00:09:46.000]  一些有身份有地位的人士
[00:09:46.000 --> 00:09:49.000]  或者用我們今天的說話來說
[00:09:49.000 --> 00:09:53.000]  這些人大概就是一些保皇黨
[00:09:53.000 --> 00:09:57.000]  他們很想維護著這個政治的局勢
[00:09:57.000 --> 00:10:00.000]  所以不想耶穌來破壞
[00:10:00.000 --> 00:10:04.000]  他們以為耶穌是因為得到很多群眾的支持
[00:10:04.000 --> 00:10:07.000]  成為一種新的政治的勢力
[00:10:07.000 --> 00:10:10.000]  所以他們不喜歡耶穌出現
[00:10:10.000 --> 00:10:15.000]  法利塞人和希律黨人之間平時是沒有交往的
[00:10:15.000 --> 00:10:19.000]  甚至法利塞人也多次批評希律黨的人
[00:10:19.000 --> 00:10:21.000]  不尊重神的律法
[00:10:21.000 --> 00:10:24.000]  但這個時候突然間他們合作
[00:10:24.000 --> 00:10:28.000]  為甚麼?為甚麼事情會合作?
[00:10:28.000 --> 00:10:30.000]  為甚麼事?
[00:10:30.000 --> 00:10:35.000]  因為他們都想一起去除滅耶穌
[00:10:35.000 --> 00:10:38.000]  要幹掉耶穌
[00:10:38.000 --> 00:10:42.000]  一件事將他們兩群人連繫在一起
[00:10:42.000 --> 00:10:45.000]  大家稍為想一想就會看到
[00:10:45.000 --> 00:10:49.000]  當時耶穌所面對的政治和社會的環境
[00:10:49.000 --> 00:10:51.000]  都是很複雜的
[00:10:51.000 --> 00:10:54.000]  而在這樣的處境當中
[00:10:54.000 --> 00:10:57.000]  主耶穌會怎樣回應當時的挑戰呢?
[00:10:57.000 --> 00:11:01.000]  大家再看看第三節
[00:11:01.000 --> 00:11:05.000]  耶穌對那一隻手敷乾了的人說
[00:11:05.000 --> 00:11:08.000]  起來站在當中
[00:11:08.000 --> 00:11:11.000]  當時有個病人他敷乾了一隻手
[00:11:11.000 --> 00:11:14.000]  相信是一些肌肉萎縮症的問題
[00:11:14.000 --> 00:11:16.000]  耶穌見到他的時候
[00:11:16.000 --> 00:11:19.000]  他知道有很多人在窺探他
[00:11:19.000 --> 00:11:22.000]  我們用今天的觀念去看
[00:11:22.000 --> 00:11:24.000]  或者說聰明一點
[00:11:24.000 --> 00:11:28.000]  就應該將病人拉去其間一個房間裏面
[00:11:28.000 --> 00:11:30.000]  靜靜地低調一點
[00:11:30.000 --> 00:11:32.000]  不要出聲
[00:11:32.000 --> 00:11:34.000]  我治好你之後跟你後門走
[00:11:34.000 --> 00:11:36.000]  不要被他們發現
[00:11:36.000 --> 00:11:38.000]  可能會這樣做
[00:11:38.000 --> 00:11:41.000]  但耶穌所做的方式
[00:11:41.000 --> 00:11:44.000]  是吩咐病人去到哪裏?
[00:11:44.000 --> 00:11:47.000]  站在當中
[00:11:47.000 --> 00:11:50.000]  在整個會堂的中心點
[00:11:50.000 --> 00:11:54.000]  要所有的百姓都看到他要做的事情
[00:11:54.000 --> 00:11:58.000]  都聽到耶穌要說的話
[00:11:58.000 --> 00:12:00.000]  當然基督徒
[00:12:00.000 --> 00:12:02.000]  我們今天不需要標榜自己
[00:12:02.000 --> 00:12:04.000]  不需要突出自己
[00:12:04.000 --> 00:12:06.000]  但我們心裏知道
[00:12:06.000 --> 00:12:07.000]  聖經清楚說
[00:12:07.000 --> 00:12:11.000]  燈應該放在燈臺上
[00:12:11.000 --> 00:12:14.000]  不是讓人知道那盞燈有多華麗
[00:12:14.000 --> 00:12:17.000]  是想照亮周圍的人
[00:12:17.000 --> 00:12:20.000]  讓人得到光明
[00:12:20.000 --> 00:12:21.000]  因此基督徒
[00:12:21.000 --> 00:12:23.000]  我們不需要去標榜自己
[00:12:23.000 --> 00:12:25.000]  而是學習謙卑
[00:12:25.000 --> 00:12:26.000]  但謙卑當中
[00:12:26.000 --> 00:12:30.000]  我們不會去隱藏自己到一個地步
[00:12:30.000 --> 00:12:32.000]  不能夠將那種真理的光
[00:12:32.000 --> 00:12:34.000]  可以照耀出來
[00:12:34.000 --> 00:12:36.000]  因為主喜悅我們
[00:12:36.000 --> 00:12:40.000]  帶著愛心將光明照耀出來
[00:12:40.000 --> 00:12:44.000]  主耶穌叫這個人站在他們當中
[00:12:44.000 --> 00:12:47.000]  然後你會發覺
[00:12:47.000 --> 00:12:49.000]  耶穌就做了一件事
[00:12:49.000 --> 00:12:50.000]  就是說了一句話
[00:12:50.000 --> 00:12:53.000]  大家看第四節
[00:12:53.000 --> 00:12:55.000]  又對他們說
[00:12:55.000 --> 00:12:56.000]  在安息日
[00:12:56.000 --> 00:12:59.000]  那樣是可以作的呢?
[00:12:59.000 --> 00:13:02.000]  作好事還是壞事呢?
[00:13:02.000 --> 00:13:05.000]  救命還是害命呢?
[00:13:05.000 --> 00:13:08.000]  主耶穌公開的詢問眾人
[00:13:08.000 --> 00:13:11.000]  在安息日應該做什麼事呢?
[00:13:11.000 --> 00:13:12.000]  大家會知道
[00:13:12.000 --> 00:13:14.000]  安息日聖經所教的
[00:13:14.000 --> 00:13:16.000]  是神在創造大地之後
[00:13:16.000 --> 00:13:18.000]  第七天休息
[00:13:18.000 --> 00:13:21.000]  因此祂賜下安息日
[00:13:21.000 --> 00:13:23.000]  叫人在休息當中
[00:13:23.000 --> 00:13:26.000]  更加知道去專心去敬畏神
[00:13:26.000 --> 00:13:28.000]  想念神的工作
[00:13:28.000 --> 00:13:31.000]  放下自己那種拼搏
[00:13:31.000 --> 00:13:36.000]  然後懂得將那種榮耀歸給神
[00:13:36.000 --> 00:13:39.000]  全心的依靠上帝
[00:13:39.000 --> 00:13:40.000]  在安息日
[00:13:40.000 --> 00:13:41.000]  很明顯大家就知道
[00:13:41.000 --> 00:13:44.000]  應該要去救人
[00:13:44.000 --> 00:13:46.000]  不是去害生命
[00:13:46.000 --> 00:13:48.000]  是應該去做一些好的事情
[00:13:48.000 --> 00:13:49.000]  良善的事情
[00:13:49.000 --> 00:13:52.000]  不是做一些壞的事情
[00:13:52.000 --> 00:13:54.000]  當側邊的人一聽見的時候
[00:13:54.000 --> 00:13:55.000]  自然會感覺
[00:13:55.000 --> 00:13:57.000]  那個決定就是好事
[00:13:57.000 --> 00:13:59.000]  應該是做良善的事
[00:13:59.000 --> 00:14:03.000]  應該是在當中救生命
[00:14:03.000 --> 00:14:04.000]  在這個時候
[00:14:04.000 --> 00:14:06.000]  如果大家想起
[00:14:06.000 --> 00:14:07.000]  在其他福音書
[00:14:07.000 --> 00:14:09.000]  特別是《馬太福音》十二章
[00:14:09.000 --> 00:14:11.000]  同樣寄述這件事的時候
[00:14:11.000 --> 00:14:14.000]  當時耶穌還提出了一個比喻
[00:14:14.000 --> 00:14:16.000]  祂說你們當各人
[00:14:16.000 --> 00:14:18.000]  如果你們的羊
[00:14:18.000 --> 00:14:21.000]  發覺掉進坑裡
[00:14:21.000 --> 00:14:23.000]  你會怎樣做呢?
[00:14:23.000 --> 00:14:25.000]  當然會快快地抓住它
[00:14:25.000 --> 00:14:28.000]  將它拖上來
[00:14:28.000 --> 00:14:29.000]  你不會說
[00:14:29.000 --> 00:14:32.000]  看到自己的羊掉進坑裡
[00:14:32.000 --> 00:14:35.000]  看看它死了沒有
[00:14:35.000 --> 00:14:38.000]  還沒有死就不要救它
[00:14:38.000 --> 00:14:40.000]  因為按照安息日的規條
[00:14:40.000 --> 00:14:41.000]  它還沒有死
[00:14:41.000 --> 00:14:43.000]  就不需要去處理它自己
[00:14:43.000 --> 00:14:46.000]  不需要去救它自己
[00:14:46.000 --> 00:14:47.000]  主耶穌說
[00:14:47.000 --> 00:14:49.000]  你會很自然地有一個反應
[00:14:49.000 --> 00:14:51.000]  當看到羊掉進坑裡
[00:14:51.000 --> 00:14:54.000]  你就會將它救上來
[00:14:54.000 --> 00:14:55.000]  然後接著主說
[00:14:55.000 --> 00:14:59.000]  人比羊更加的貴重
[00:14:59.000 --> 00:15:06.000]  因此安息日去救生命是應該的
[00:15:06.000 --> 00:15:10.000]  主耶穌知道人內心裡有一種良知
[00:15:10.000 --> 00:15:13.000]  因此透過他們所經歷過生活上的事情
[00:15:13.000 --> 00:15:15.000]  告訴他們知道
[00:15:15.000 --> 00:15:17.000]  這件事情是應當的
[00:15:17.000 --> 00:15:21.000]  而他們的心可以和應
[00:15:21.000 --> 00:15:24.000]  今天基督徒在這個社會裡
[00:15:24.000 --> 00:15:27.000]  見到很多多元化的觀念
[00:15:27.000 --> 00:15:30.000]  很多未曾信耶穌的人
[00:15:30.000 --> 00:15:34.000]  他們未必很明白聖經的道理
[00:15:34.000 --> 00:15:37.000]  因此教會或者是基督徒
[00:15:37.000 --> 00:15:41.000]  應該成為這個社會的良心
[00:15:41.000 --> 00:15:44.000]  每個基督徒在自己身處的崗位當中
[00:15:44.000 --> 00:15:47.000]  透過你的言語行為
[00:15:47.000 --> 00:15:50.000]  能夠讓別人可以分辨到
[00:15:50.000 --> 00:15:54.000]  什麼是合適的生活
[00:15:54.000 --> 00:16:00.000]  什麼是光明的、合適的、美善的生活
[00:16:00.000 --> 00:16:04.000]  因此當你在當中嘗試去作見證的時候
[00:16:04.000 --> 00:16:08.000]  你去留心放膽講述你自己的見證
[00:16:08.000 --> 00:16:12.000]  講述你自己對一些事情的立場
[00:16:12.000 --> 00:16:15.000]  當我們在講的過程中
[00:16:15.000 --> 00:16:17.000]  我們不一定要去引經據典
[00:16:17.000 --> 00:16:19.000]  講很多的聖經
[00:16:19.000 --> 00:16:21.000]  對方未必很明白
[00:16:21.000 --> 00:16:25.000]  但因為我們有個信念相信人雖然是敗壞
[00:16:25.000 --> 00:16:29.000]  但是人仍然是有神的形象
[00:16:29.000 --> 00:16:33.000]  在他裡面有神所賜的良知
[00:16:33.000 --> 00:16:36.000]  因此用一些合理的方式
[00:16:36.000 --> 00:16:39.000]  一些人能夠理解的觀念
[00:16:39.000 --> 00:16:42.000]  來幫人去明白神的道
[00:16:42.000 --> 00:16:46.000]  以致能夠行在一些美善的生活上
[00:16:46.000 --> 00:16:49.000]  我舉個簡單的例子
[00:16:49.000 --> 00:16:52.000]  大家知道今天在世界各個地方
[00:16:52.000 --> 00:16:55.000]  很多人已經不再選擇結婚
[00:16:55.000 --> 00:16:59.000]  而是選擇同居
[00:16:59.000 --> 00:17:03.000]  有些人說如果你想有更豐富的生活體驗
[00:17:03.000 --> 00:17:06.000]  你就可以同居幾次
[00:17:06.000 --> 00:17:11.000]  去體驗多種不同的婚姻方式
[00:17:11.000 --> 00:17:13.000]  現今對很多婚姻的觀念
[00:17:13.000 --> 00:17:15.000]  有很多很多不同的
[00:17:15.000 --> 00:17:19.000]  很奇怪或者你覺得很特別的觀念
[00:17:19.000 --> 00:17:22.000]  我們難以用聖經來講解
[00:17:22.000 --> 00:17:25.000]  但是其中一個途徑就是
[00:17:25.000 --> 00:17:28.000]  如果你留心很多合理的分析
[00:17:28.000 --> 00:17:31.000]  今天譬如說在一個
[00:17:31.000 --> 00:17:34.000]  如果你隨時看一些資料研究
[00:17:34.000 --> 00:17:36.000]  比較早期一點
[00:17:36.000 --> 00:17:38.000]  1977年的時候
[00:17:38.000 --> 00:17:41.000]  在美國的俄亥俄州大學
[00:17:41.000 --> 00:17:47.000]  當中有一位教授Dr. Nancy Chatsworthy
[00:17:47.000 --> 00:17:49.000]  南西教授就做了一個研究
[00:17:49.000 --> 00:17:52.000]  就研究同居的問題
[00:17:52.000 --> 00:17:53.000]  因為有很多學生告訴他
[00:17:53.000 --> 00:17:55.000]  同居很美好
[00:17:55.000 --> 00:17:58.000]  很多很快樂的經歷
[00:17:58.000 --> 00:17:59.000]  南西教授就說
[00:17:59.000 --> 00:18:00.000]  這樣對你們好
[00:18:00.000 --> 00:18:03.000]  你們開心你們就這樣做
[00:18:03.000 --> 00:18:04.000]  但後來他自己就發覺
[00:18:04.000 --> 00:18:05.000]  不如做一些研究
[00:18:05.000 --> 00:18:08.000]  因為他是社會學的一個專家
[00:18:08.000 --> 00:18:10.000]  用了十多年的時間
[00:18:10.000 --> 00:18:12.000]  研究了數百對已婚
[00:18:12.000 --> 00:18:15.000]  或者同居的很多男女朋友
[00:18:15.000 --> 00:18:17.000]  當他做了很多研究之後
[00:18:17.000 --> 00:18:18.000]  他就發覺
[00:18:18.000 --> 00:18:20.000]  研究的結果
[00:18:20.000 --> 00:18:24.000]  發覺很多同居的人士
[00:18:24.000 --> 00:18:28.000]  他們在男女的性關係
[00:18:28.000 --> 00:18:30.000]  他們在錢的問題
[00:18:30.000 --> 00:18:32.000]  金錢的問題
[00:18:32.000 --> 00:18:34.000]  還有在朋友的關係上
[00:18:34.000 --> 00:18:37.000]  比起已婚的人士
[00:18:37.000 --> 00:18:41.000]  發生更多更多的爭論
[00:18:41.000 --> 00:18:46.000]  產生更多兩人適應的問題
[00:18:46.000 --> 00:18:47.000]  不單止這樣
[00:18:47.000 --> 00:18:51.000]  他發現在這些同居的人士當中
[00:18:51.000 --> 00:18:54.000]  最終最少有75%
[00:18:54.000 --> 00:18:57.000]  四個有三個就會分開
[00:18:57.000 --> 00:18:59.000]  因為當他們走在一起的時候
[00:18:59.000 --> 00:19:01.000]  他們都有一種感覺
[00:19:01.000 --> 00:19:05.000]  這種的毀身不是一種長期的毀身
[00:19:05.000 --> 00:19:08.000]  所以有什麼困難出現的時候
[00:19:08.000 --> 00:19:12.000]  不會決心去維持這個關係
[00:19:12.000 --> 00:19:16.000]  或者去保護這個關係
[00:19:16.000 --> 00:19:17.000]  在這個過程裡面
[00:19:17.000 --> 00:19:19.000]  這些相聚
[00:19:19.000 --> 00:19:20.000]  這些同居
[00:19:20.000 --> 00:19:23.000]  經過一段時間就會分開
[00:19:23.000 --> 00:19:24.000]  而研究發現
[00:19:24.000 --> 00:19:29.000]  大多數的都是女士受到更大的傷害
[00:19:29.000 --> 00:19:31.000]  因此這位的南西教授
[00:19:31.000 --> 00:19:32.000]  他就提出
[00:19:32.000 --> 00:19:35.000]  其實當人要選擇婚姻的方式的時候
[00:19:35.000 --> 00:19:36.000]  要很清楚知道
[00:19:36.000 --> 00:19:38.000]  按他所說的話
[00:19:38.000 --> 00:19:41.000]  根據統計學的研究
[00:19:41.000 --> 00:19:43.000]  同居比起結婚
[00:19:43.000 --> 00:19:46.000]  是帶來了更多的困難
[00:19:46.000 --> 00:19:48.000]  而婚姻正式的結合
[00:19:48.000 --> 00:19:51.000]  是有更大的好處
[00:19:51.000 --> 00:19:54.000]  當然我們留心這些不同的研究的時候
