
[00:00:00.000 --> 00:00:02.540]  請少妹平安
[00:02:31.600 --> 00:02:35.020]  但最重要的是著著那盞燈
[00:02:35.020 --> 00:02:36.900]  照亮你前面的路
[00:02:36.900 --> 00:02:39.520]  今天的詩歌很好
[00:02:39.520 --> 00:02:42.260]  耶和華的話語是我們腳前的燈
[00:02:42.260 --> 00:02:45.820]  是我們路上的光 求著你幫助我們
[00:02:45.820 --> 00:02:48.760]  今天我們要來看《尼希米基》
[00:02:48.760 --> 00:02:54.640]  《尼希米基》是在舊約聖經裏面
[00:02:54.640 --> 00:02:56.880]  最後一卷的歷史書
[00:02:56.880 --> 00:03:00.760]  但其實你打開你的和合本聖經
[00:03:00.760 --> 00:03:03.080]  你會發現它不是在舊約最後一卷的
[00:03:03.080 --> 00:03:06.480]  因為我們現在手上的和合本聖經
[00:03:06.480 --> 00:03:11.640]  它的編排不是根據年日 不是根據時序
[00:03:11.640 --> 00:03:14.780]  我們手上的聖經是根據分類的
[00:03:14.780 --> 00:03:18.440]  舊約裏面有律法書、歷史書、詩歌智慧書
[00:03:18.440 --> 00:03:19.680]  還有先知書
[00:03:19.680 --> 00:03:22.980]  所以排在我們手上的聖經、舊約
[00:03:22.980 --> 00:03:24.980]  最後的是先知書
[00:03:24.980 --> 00:03:27.080]  有大先知書、小先知書
[00:03:27.080 --> 00:03:29.580]  但如果說歷史書
[00:03:29.580 --> 00:03:32.340]  《尼希米基》是最後一卷
[00:03:32.340 --> 00:03:35.240]  它記載了以色列人
[00:03:35.240 --> 00:03:41.960]  他們回歸到自己的地圖去重建城牆
[00:03:41.960 --> 00:03:44.240]  《尼希米基》記載的是
[00:03:44.240 --> 00:03:49.220]  尼希米省長帶領以色列人回到耶路撒冷城
[00:03:49.220 --> 00:03:51.220]  去重建他們的城牆
[00:03:51.220 --> 00:03:53.000]  而我們剛才今天主席讀的時候
[00:03:53.000 --> 00:03:55.300]  你會發現經常出現「依斯拉」、「依斯拉」、「依斯拉」
[00:03:55.300 --> 00:03:56.580]  「文氏依斯拉」
[00:03:56.580 --> 00:03:59.080]  《依斯拉》記載《尼希米基》的前一卷
[00:03:59.080 --> 00:04:05.100]  它是記載他帶領以色列人回歸去重建聖殿
[00:04:05.100 --> 00:04:09.320]  重建聖殿和重建城牆
[00:04:09.320 --> 00:04:12.360]  為甚麼要重建呢?
[00:04:12.360 --> 00:04:15.160]  如果沒有被毀
[00:04:15.160 --> 00:04:18.060]  就不需要重建
[00:04:18.060 --> 00:04:23.040]  為甚麼聖殿和城牆會被毀?
[00:04:23.040 --> 00:04:26.040]  為甚麼會被毀呢?
[00:04:26.040 --> 00:04:27.800]  如果我們熟悉舊約
[00:04:27.800 --> 00:04:30.740]  我們會發現是因為以色列人
[00:04:30.740 --> 00:04:33.620]  他不遵行上帝的旨意
[00:04:33.620 --> 00:04:36.360]  他沒有遵守神的律法
[00:04:36.360 --> 00:04:38.280]  沒有行耶和華
[00:04:38.280 --> 00:04:41.040]  眼中看為正的事
[00:04:41.040 --> 00:04:44.480]  最終神竟然容讓他的子民
[00:04:44.480 --> 00:04:48.780]  容讓屬他的子民亡國
[00:04:48.780 --> 00:04:51.220]  在歷代之下這樣記載
[00:04:51.220 --> 00:04:53.980]  加拿大人焚燒了神的殿
[00:04:53.980 --> 00:04:58.040]  拆毀了耶路撒冷的城牆
[00:04:58.040 --> 00:05:03.640]  神竟然容讓他的子民落在亡國裏面
[00:05:03.640 --> 00:05:09.480]  竟然容讓愛邦的敵人毀壞他自己的聖殿
[00:05:09.480 --> 00:05:12.920]  但是神沒有離棄過他的子民
[00:05:12.920 --> 00:05:14.520]  神沒有
[00:05:14.520 --> 00:05:19.620]  猶太人被擄到巴比倫七十年之久
[00:05:19.620 --> 00:05:23.220]  最終神帶領他的子民回歸
[00:05:23.220 --> 00:05:25.220]  回到耶路撒冷
[00:05:25.220 --> 00:05:27.080]  可以重建聖殿
[00:05:27.080 --> 00:05:29.140]  可以重建城牆
[00:05:29.140 --> 00:05:34.940]  這就是尼西米基所記載他們重建城牆的歷史
[00:05:34.940 --> 00:05:38.780]  其實重建城牆是一件非常艱鉅的工作
[00:05:38.780 --> 00:05:41.480]  我們剛才讀的是尼西米基第八章
[00:05:41.480 --> 00:05:44.880]  但其實尼西米基第一至六章是記載了
[00:05:44.880 --> 00:05:47.140]  尼西米如何帶著以色列人
[00:05:47.140 --> 00:05:50.540]  回到耶路撒冷重建城牆的困難
[00:05:50.540 --> 00:05:52.780]  他們遇到很多敵人
[00:05:52.780 --> 00:05:55.720]  遇到敵人的不贊成
[00:05:55.720 --> 00:05:57.120]  恥笑他們
[00:05:57.120 --> 00:06:00.820]  甚至尼西米差點被謀害
[00:06:00.820 --> 00:06:05.620]  但感恩尼西米沒有因此而不堅持這件事
[00:06:05.620 --> 00:06:07.220]  他沒有退縮
[00:06:07.220 --> 00:06:12.220]  他仍然堅持求神建立他所作的功
[00:06:12.220 --> 00:06:16.020]  帶領以色列人重修好城牆
[00:06:16.020 --> 00:06:19.120]  在第六章最後的時候已經記載
[00:06:19.120 --> 00:06:21.320]  城牆修完了
[00:06:21.320 --> 00:06:22.720]  修好了
[00:06:22.720 --> 00:06:25.220]  所以今天來到我們第八章讀的時候
[00:06:25.220 --> 00:06:30.320]  其實聖殿和城牆都已經修建好了
[00:06:30.320 --> 00:06:34.620]  聖經在第八章的時候就記載了這件事
[00:06:34.620 --> 00:06:37.820]  他們修完城牆之後做了什麼呢?
[00:06:37.820 --> 00:06:42.820]  就是那時候眾百姓如同一人聚集在水門前的廣場
[00:06:42.820 --> 00:06:47.420]  請以斯拉文士章耶和華的律法書帶來
[00:06:47.420 --> 00:06:49.120]  修好城牆
[00:06:49.120 --> 00:06:52.220]  修好聖殿應該開派對慶祝
[00:06:52.220 --> 00:06:53.420]  應該很高興
[00:06:53.420 --> 00:06:55.220]  好像獻殿禮一樣
[00:06:55.220 --> 00:06:59.020]  城牆都修好了應該開派對
[00:06:59.020 --> 00:07:01.820]  但他們第一件事做的是
[00:07:01.820 --> 00:07:06.020]  要文士帶律法書來
[00:07:06.020 --> 00:07:09.820]  帶律法書來做什麼呢?
[00:07:09.820 --> 00:07:11.820]  他們要求他帶律法書來
[00:07:11.820 --> 00:07:13.420]  在七月初一日
[00:07:13.420 --> 00:07:16.220]  請以斯拉祭司將律法書帶到
[00:07:16.220 --> 00:07:19.420]  能夠聽明白的男女每眾面前
[00:07:19.420 --> 00:07:23.120]  就從清早到中午
[00:07:23.120 --> 00:07:26.020]  他們要讀這個律法書
[00:07:26.020 --> 00:07:30.220]  眾百姓就質疑聽
[00:07:30.220 --> 00:07:33.820]  建好城牆他們第一件事要做的是
[00:07:33.820 --> 00:07:39.220]  叫人帶律法書來讀給他們聽
[00:07:39.220 --> 00:07:42.420]  七月初一日
[00:07:42.420 --> 00:07:47.020]  七月在希伯來人的文士曆裏是正月
[00:07:47.020 --> 00:07:49.820]  等於我們農曆新年一樣
[00:07:49.820 --> 00:07:51.420]  是他們的正月
[00:07:51.420 --> 00:07:54.220]  新的一年的開始
[00:07:54.220 --> 00:07:56.820]  正月初一
[00:07:56.820 --> 00:07:58.420]  大年初一
[00:07:58.420 --> 00:08:00.020]  是猶太人的新年
[00:08:00.020 --> 00:08:03.820]  他要求讀律法書
[00:08:03.820 --> 00:08:07.620]  這是表示了以色列人新一年的開始
[00:08:07.620 --> 00:08:10.420]  亦都象徵了以色列民
[00:08:10.420 --> 00:08:16.220]  很想重新過敬拜上帝的新生活
[00:08:16.220 --> 00:08:21.020]  這是回歸的百姓在自己的土地上
[00:08:21.020 --> 00:08:23.820]  恢復敬拜的開始
[00:08:23.820 --> 00:08:25.620]  聖殿重建好了
[00:08:25.620 --> 00:08:27.620]  城牆重建好了
[00:08:27.620 --> 00:08:30.020]  不是收工了
[00:08:30.020 --> 00:08:32.220]  從此安享太平
[00:08:32.220 --> 00:08:34.620]  這是開始
[00:08:34.620 --> 00:08:37.420]  是重新開始
[00:08:37.420 --> 00:08:39.420]  百姓在新的一年
[00:08:39.420 --> 00:08:42.020]  要求重新聽這個律法書
[00:08:42.020 --> 00:08:45.020]  從清早到中午
[00:08:45.020 --> 00:08:47.020]  哇 幾多個小時呢?
[00:08:47.020 --> 00:08:49.420]  我想五六個小時起碼
[00:08:49.420 --> 00:08:52.220]  他們當時沒有像你們現在那麼舒服
[00:08:52.220 --> 00:08:56.620]  有椅子坐 有瓦遮頭
[00:08:56.620 --> 00:08:59.420]  站著聽
[00:08:59.420 --> 00:09:02.020]  聽民事 宣讀律法
[00:09:02.020 --> 00:09:03.620]  如果今天我要你
[00:09:03.620 --> 00:09:06.020]  清早六、七點回來坐著
[00:09:06.020 --> 00:09:07.020]  聽我講道
[00:09:07.020 --> 00:09:09.220]  講到中午一點、兩點
[00:09:09.220 --> 00:09:11.220]  我想你們可能都走了
[00:09:11.220 --> 00:09:13.220]  已經沒有人了
[00:09:13.220 --> 00:09:15.620]  聽足半天
[00:09:15.620 --> 00:09:18.220]  為什麼要這樣重新來
[00:09:18.220 --> 00:09:19.620]  聽足半天
[00:09:19.620 --> 00:09:23.220]  聽神的律法
[00:09:23.220 --> 00:09:26.820]  猶太人秘魯七十年之久
[00:09:26.820 --> 00:09:30.820]  終於可以回到自己的國土
[00:09:30.820 --> 00:09:32.620]  重建聖殿
[00:09:32.620 --> 00:09:35.620]  其實聖殿和城牆不是同一時間的
[00:09:35.620 --> 00:09:37.220]  如果你有看以斯拉記
[00:09:37.220 --> 00:09:38.820]  他們重建完聖殿
[00:09:38.820 --> 00:09:41.620]  經歷很漫長再七十年
[00:09:41.620 --> 00:09:45.620]  才再重建城牆
[00:09:45.620 --> 00:09:48.620]  秘魯得以歸回
[00:09:48.620 --> 00:09:52.620]  可以重建自己的聖殿和城牆
[00:09:52.620 --> 00:09:55.620]  重建城牆不是一種防衛的措施
[00:09:55.620 --> 00:09:56.620]  好像今天這樣
[00:09:56.620 --> 00:09:59.620]  大家都要不同的國家霸佔多些地圖
[00:09:59.620 --> 00:10:01.620]  佔領多些地圖
[00:10:01.620 --> 00:10:03.620]  然後建一個牆圍住自己
[00:10:03.620 --> 00:10:05.620]  就是一種政治活動
[00:10:05.620 --> 00:10:08.620]  當然都有這樣的功用
[00:10:08.620 --> 00:10:10.620]  但是在猶太人來說
[00:10:10.620 --> 00:10:13.620]  重建城牆不只是代表了
[00:10:13.620 --> 00:10:16.620]  保護自己的地圖
[00:10:16.620 --> 00:10:20.620]  更加是代表了以色列的家園重建
[00:10:20.620 --> 00:10:25.620]  也意味著整個猶太群體重建
[00:10:25.620 --> 00:10:28.620]  是一種宗教的復興
[00:10:28.620 --> 00:10:31.620]  當時好像外在的問題解決了
[00:10:31.620 --> 00:10:33.620]  可以回歸了
[00:10:33.620 --> 00:10:36.620]  聖殿、城牆都修好了
[00:10:36.620 --> 00:10:39.620]  但以色列百姓就知道
[00:10:39.620 --> 00:10:41.620]  不是城牆是否修好
[00:10:41.620 --> 00:10:44.620]  和聖殿是否建好
[00:10:44.620 --> 00:10:50.620]  而是他們有沒有將律法帶回他們中間
[00:10:50.620 --> 00:10:52.620]  他們終於意識到
[00:10:52.620 --> 00:10:56.620]  原來問題不在亡不亡國
[00:10:56.620 --> 00:10:59.620]  不是在有沒有地方去敬拜
[00:10:59.620 --> 00:11:02.620]  不是有沒有城牆的保護
[00:11:02.620 --> 00:11:04.620]  他們終於發現
[00:11:04.620 --> 00:11:07.620]  原來屬神的人沒有遵行神的吩咐
[00:11:07.620 --> 00:11:10.620]  這才是重點
[00:11:10.620 --> 00:11:13.620]  當人經歷國破家亡
[00:11:13.620 --> 00:11:15.620]  經歷聖殿都沒有了
[00:11:15.620 --> 00:11:17.620]  城牆都沒有了
[00:11:17.620 --> 00:11:24.620]  人才醒覺原來要回歸到神話語的重要
[00:11:24.620 --> 00:11:27.620]  神的子民再一次真正渴求
[00:11:27.620 --> 00:11:30.620]  渴求要聽神的話
[00:11:30.620 --> 00:11:35.620]  渴求要以斯拉文士去宣讀神的律法
[00:11:35.620 --> 00:11:40.620]  今天我們在好安書的教會裏
[00:11:40.620 --> 00:11:45.620]  我今天進來真的覺得教會特別舒服
[00:11:45.620 --> 00:11:47.620]  有瓦遮頭
[00:11:47.620 --> 00:11:49.620]  有很高質的音響
[00:11:49.620 --> 00:11:51.620]  很漂亮的powerpoint
[00:11:51.620 --> 00:11:53.620]  很舒服的暖氣
[00:11:53.620 --> 00:11:56.620]  很好的椅子
[00:11:56.620 --> 00:12:00.620]  但這些都不是值得我們驕傲的地方
[00:12:00.620 --> 00:12:04.620]  甚至容許我說這些不是焦點
[00:12:04.620 --> 00:12:07.620]  如果神的教會已經沒有了神的律法
[00:12:07.620 --> 00:12:11.620]  如果神的教會已經沒有了神的聖言
[00:12:11.620 --> 00:12:14.620]  如果神的教會已經從此沒有人
[00:12:14.620 --> 00:12:18.620]  再恆心遵守神的吩咐
[00:12:18.620 --> 00:12:21.620]  這只是一個普通聚會的場所
[00:12:21.620 --> 00:12:24.620]  求主幫助我們
[00:12:24.620 --> 00:12:27.620]  有這麼好的外在環境
[00:12:27.620 --> 00:12:31.620]  求主幫助我們重新去重建我們的心靈
[00:12:31.620 --> 00:12:35.620]  重建我們屬靈的生命
[00:12:35.620 --> 00:12:40.620]  再一次讓我們重視言讀神的話語
[00:12:40.620 --> 00:12:42.620]  在《尼西米記》
[00:12:42.620 --> 00:12:44.620]  在《以色列記》七章那裏曾經記載
[00:12:44.620 --> 00:12:48.620]  以色列立志考究要進行耶和華的律法
[00:12:48.620 --> 00:12:52.620]  有章律例典章要教導以色列人
[00:12:52.620 --> 00:12:55.620]  以色列立志考究
[00:12:55.620 --> 00:12:58.620]  立志考究的意思不是隨隨便便
[00:12:58.620 --> 00:13:01.620]  是敢於讀下
[00:13:01.620 --> 00:13:08.620]  立志考究是有研究、尋找、求問、調查
[00:13:08.620 --> 00:13:10.620]  甚至是鑽研
[00:13:10.620 --> 00:13:13.620]  它要鑽研神的律法
[00:13:13.620 --> 00:13:16.620]  今天當我們讀神的話語的時候
[00:13:16.620 --> 00:13:20.620]  我們難免很快就讀過了
[00:13:20.620 --> 00:13:24.620]  有時我們會說我們是水過鴨背識讀
[00:13:24.620 --> 00:13:28.620]  有些人會形容我們是金句式讀經
[00:13:28.620 --> 00:13:30.620]  但實在不是
[00:13:30.620 --> 00:13:35.620]  我們實在需要鑽研神的話語
[00:13:35.620 --> 00:13:39.620]  我們每一個人都帶著我們成長的背景
[00:13:39.620 --> 00:13:41.620]  帶著我們的文化
[00:13:41.620 --> 00:13:43.620]  帶著我們的經歷去讀聖經
[00:13:43.620 --> 00:13:45.620]  這是無可避免的
[00:13:45.620 --> 00:13:50.620]  我們都會帶著一定的主觀性去閱讀每一段聖經
[00:13:50.620 --> 00:13:55.620]  所以你會發現我們每一個人讀聖經都有少許不同
[00:13:55.620 --> 00:13:57.620]  對聖經的理解有少許不同
[00:13:57.620 --> 00:14:02.620]  甚至我們對怎樣用這段聖經都很不同
[00:14:02.620 --> 00:14:04.620]  這是很難避免的
[00:14:04.620 --> 00:14:06.620]  我們一定有我們的主觀性
[00:14:06.620 --> 00:14:10.620]  但是我可以挑戰各位
[00:14:10.620 --> 00:14:11.620]  挑戰我們的弟兄姊妹
[00:14:11.620 --> 00:14:12.620]  從今年開始
[00:14:12.620 --> 00:14:16.620]  不只是用你的感覺去讀聖經
[00:14:16.620 --> 00:14:20.620]  而是嘗試學習客觀一點去讀聖經
[00:14:20.620 --> 00:14:23.620]  那怎樣可以客觀一點去讀聖經呢?
[00:14:23.620 --> 00:14:26.620]  真的需要查經
[00:14:26.620 --> 00:14:28.620]  真的需要研經
[00:14:28.620 --> 00:14:30.620]  真的需要了解
[00:14:30.620 --> 00:14:32.620]  理解聖經的背景
[00:14:32.620 --> 00:14:35.620]  理解聖經當時的文字
[00:14:35.620 --> 00:14:38.620]  怎樣跟當時的人說
[00:14:38.620 --> 00:14:42.620]  真的要去嘗試了解聖經背後的意思
[00:14:42.620 --> 00:14:46.620]  而不是字面的意思
[00:14:46.620 --> 00:14:48.620]  求主幫助我們
[00:14:48.620 --> 00:14:51.620]  我們雖然帶著主觀去讀聖經是無可避免的
[00:14:51.620 --> 00:14:53.620]  但是都求神幫助我們
[00:14:53.620 --> 00:14:57.620]  所以為什麼我們經常鼓勵大家多點回來查經
[00:14:57.620 --> 00:14:59.620]  在團契上查經
[00:14:59.620 --> 00:15:01.620]  不要忽略這些客觀的分析
[00:15:01.620 --> 00:15:02.620]  研究
[00:15:02.620 --> 00:15:04.620]  對聖經的理解
[00:15:04.620 --> 00:15:08.620]  或者我們會鼓勵你們去參加一些研經課程
[00:15:08.620 --> 00:15:10.620]  網上現在很多
[00:15:10.620 --> 00:15:12.620]  外面的神學院很多都辦課程
[00:15:12.620 --> 00:15:17.620]  鼓勵大家不只是用自己的感覺去讀聖經
[00:15:17.620 --> 00:15:19.620]  更加挑戰你們
[00:15:19.620 --> 00:15:21.620]  立志考究
[00:15:21.620 --> 00:15:24.620]  知道我們不會容易誤解聖經
[00:15:24.620 --> 00:15:27.620]  甚至曲解聖經
[00:15:27.620 --> 00:15:29.620]  立志考究
[00:15:29.620 --> 00:15:32.620]  去認識神的話語
[00:15:32.620 --> 00:15:36.620]  認真地去學悟更多
[00:15:36.620 --> 00:15:38.620]  但同時
[00:15:38.620 --> 00:15:41.620]  我們也不欣賞我們知道很多知識
[00:15:41.620 --> 00:15:43.620]  有很多神學觀
[00:15:43.620 --> 00:15:44.620]  很多背景
[00:15:44.620 --> 00:15:46.620]  才知道我們自高自大
[00:15:46.620 --> 00:15:48.620]  而是越認識
[00:15:48.620 --> 00:15:50.620]  我們越謙卑
[00:15:50.620 --> 00:15:52.620]  越打開聖經
[00:15:52.620 --> 00:15:53.620]  你越知道得多
[00:15:53.620 --> 00:15:56.620]  你就會發現你越知道得少
[00:15:56.620 --> 00:15:58.620]  當你越打開聖經
[00:15:58.620 --> 00:15:59.620]  越研究它
[00:15:59.620 --> 00:16:01.620]  越認真地去考究它的時候
[00:16:01.620 --> 00:16:03.620]  你就會發現
[00:16:03.620 --> 00:16:05.620]  其實你知道的是超級少
[00:16:05.620 --> 00:16:07.620]  少到不得了
[00:16:07.620 --> 00:16:10.620]  所以我要再一次回到神的面前
[00:16:10.620 --> 00:16:11.620]  求聖靈幫助
[00:16:11.620 --> 00:16:13.620]  謙卑求神
[00:16:13.620 --> 00:16:17.620]  讓我們有悟性去明白
[00:16:17.620 --> 00:16:20.620]  以斯拉就是這樣去立志考究
[00:16:20.620 --> 00:16:21.620]  去進行
[00:16:21.620 --> 00:16:22.620]  又將律法
[00:16:22.620 --> 00:16:25.620]  律例典章去教導以色列人
[00:16:25.620 --> 00:16:26.620]  教導之後
[00:16:26.620 --> 00:16:28.620]  以色列人的感受是什麼呢?
[00:16:28.620 --> 00:16:30.620]  他的反應是什麼呢?
[00:16:30.620 --> 00:16:32.620]  當以斯拉站在上面
[00:16:32.620 --> 00:16:35.620]  去眾百姓面前剪開書卷
[00:16:35.620 --> 00:16:36.620]  一剪開
[00:16:36.620 --> 00:16:39.620]  眾百姓就站起來了
[00:16:39.620 --> 00:16:41.620]  當以斯拉去中讀
[00:16:41.620 --> 00:16:44.620]  去稱頌耶和華自大的神的時候
[00:16:44.620 --> 00:16:46.620]  眾百姓都舉手應聲說
[00:16:46.620 --> 00:16:48.620]  阿們 阿們
[00:16:48.620 --> 00:16:50.620]  他們低頭
[00:16:50.620 --> 00:16:51.620]  俯伏
[00:16:51.620 --> 00:16:52.620]  敬拜神
[00:16:52.620 --> 00:16:55.620]  當我看到這兩節的經文的時候
[00:16:55.620 --> 00:16:59.620]  我就覺得好像進了兒童主要學的課室
[00:16:59.620 --> 00:17:01.620]  我們主要學的校長
[00:17:01.620 --> 00:17:03.620]  我們主要學的老師
[00:17:03.620 --> 00:17:05.620]  特別是那些幼稚園級的那些
[00:17:05.620 --> 00:17:07.620]  很乖的
[00:17:07.620 --> 00:17:08.620]  坐定定
[00:17:08.620 --> 00:17:09.620]  你講
[00:17:09.620 --> 00:17:10.620]  講故事給他聽
[00:17:10.620 --> 00:17:12.620]  講聖經故事給他聽
[00:17:12.620 --> 00:17:13.620]  他就聽
[00:17:13.620 --> 00:17:14.620]  聽完你叫他唱詩歌
[00:17:14.620 --> 00:17:15.620]  他就聽
[00:17:15.620 --> 00:17:16.620]  你跟他祈禱
[00:17:16.620 --> 00:17:17.620]  他就阿們
[00:17:17.620 --> 00:17:18.620]  很乖的
[00:17:18.620 --> 00:17:19.620]  是
[00:17:19.620 --> 00:17:20.620]  很乖
[00:17:20.620 --> 00:17:21.620]  眼仔碌碌
[00:17:21.620 --> 00:17:24.620]  很認真地聽你講聖經
[00:17:24.620 --> 00:17:26.620]  他們就是這樣
[00:17:26.620 --> 00:17:30.620]  重新認定神的律法
[00:17:30.620 --> 00:17:32.620]  在神面前舉手應聲
[00:17:32.620 --> 00:17:34.620]  阿們 阿們
[00:17:34.620 --> 00:17:38.620]  要低頭再一次敬拜讚美神
[00:17:38.620 --> 00:17:39.620]  我們要知道
[00:17:39.620 --> 00:17:41.620]  當時的猶太人
[00:17:41.620 --> 00:17:44.620]  他們手上是沒有聖經的
[00:17:44.620 --> 00:17:48.620]  印刷術當時還沒有發明
[00:17:48.620 --> 00:17:50.620]  當時也還沒有流行
[00:17:50.620 --> 00:17:54.620]  人人手上有一卷抄寫的聖經
[00:17:54.620 --> 00:17:55.620]  沒有的
[00:17:55.620 --> 00:17:57.620]  他們要聽神的律法
[00:17:57.620 --> 00:17:59.620]  要讀神的律法
[00:17:59.620 --> 00:18:01.620]  只有一個方法
[00:18:01.620 --> 00:18:03.620]  就是回到聖殿裏面
[00:18:03.620 --> 00:18:05.620]  等候文士
[00:18:05.620 --> 00:18:08.620]  等候祭司去讀神的話語
[00:18:08.620 --> 00:18:11.620]  剪開那卷律法書一讀
[00:18:11.620 --> 00:18:14.620]  他們是靠耳朵聽的
[00:18:14.620 --> 00:18:16.620]  沒有我們今天這麼幸福
[00:18:16.620 --> 00:18:18.620]  隨時隨地
[00:18:18.620 --> 00:18:21.620]  打開Apps就可以看
[00:18:21.620 --> 00:18:23.620]  他們是靠每一個安息日
[00:18:23.620 --> 00:18:25.620]  回到聖殿裏面
[00:18:25.620 --> 00:18:29.620]  很專心地豎起耳朵聽
[00:18:29.620 --> 00:18:32.620]  聽完就要用心記住
[00:18:32.620 --> 00:18:35.620]  才有神的話在裏面
[00:18:35.620 --> 00:18:40.620]  他們是靠這樣聽神的話
[00:18:40.620 --> 00:18:42.620]  今天我們很幸福
[00:18:42.620 --> 00:18:44.620]  可以隨時隨地讀
[00:18:44.620 --> 00:18:48.620]  但我們有沒有珍惜這個幸福呢?
[00:18:48.620 --> 00:18:49.620]  過去兩個星期
[00:18:49.620 --> 00:18:51.620]  我進入不同的團契
[00:18:51.620 --> 00:18:52.620]  去聽弟兄姊妹
[00:18:52.620 --> 00:18:54.620]  我們都有新年立志
[00:18:54.620 --> 00:18:56.620]  聽大家的新年立志
[00:18:56.620 --> 00:18:59.620]  要今年怎樣追求
[00:18:59.620 --> 00:19:01.620]  我聽到不少弟兄姊妹都立志
[00:19:01.620 --> 00:19:04.620]  說2026年要好好讀聖經
[00:19:04.620 --> 00:19:05.620]  我聽完之後
[00:19:05.620 --> 00:19:06.620]  我真的覺得很感恩
[00:19:06.620 --> 00:19:07.620]  很激勵
[00:19:07.620 --> 00:19:09.620]  大家立志讀聖經的方法
[00:19:09.620 --> 00:19:11.620]  也很層出不窮
[00:19:11.620 --> 00:19:13.620]  我覺得大家都很有創意
[00:19:13.620 --> 00:19:17.620]  有人說我要一年讀一次聖經
[00:19:17.620 --> 00:19:19.620]  我今年一定要熱辣至2026年
[00:19:19.620 --> 00:19:20.620]  讀完一次聖經
[00:19:20.620 --> 00:19:22.620]  有人說
[00:19:22.620 --> 00:19:24.620]  我喜歡今年選一卷
[00:19:24.620 --> 00:19:25.620]  我很不熟悉的聖經
[00:19:25.620 --> 00:19:26.620]  讀完它
[00:19:26.620 --> 00:19:27.620]  有人說
[00:19:27.620 --> 00:19:30.620]  我今年很想讀熟寶羅書信
[00:19:30.620 --> 00:19:33.620]  讀完十幾卷寶羅書信
[00:19:33.620 --> 00:19:34.620]  有人說
[00:19:34.620 --> 00:19:37.620]  我今年想嘗試聽聖經
