
[00:00:00.000 --> 00:00:01.800]  主持人:平安 大家平安
[00:01:58.440 --> 00:02:00.800]  都能夠一起享受幸福美滿
[00:02:00.800 --> 00:02:07.000]  那這爸爸聽就說 好啊 對 聽女兒的 去請這個健康進來吧
[00:02:07.000 --> 00:02:10.800]  所以這個太太就出去請這個健康老先生進來
[00:02:10.800 --> 00:02:13.560]  結果這個健康老先生一站起來的時候呢
[00:02:13.560 --> 00:02:17.320]  旁邊兩個人 成功跟財富就跟著一起站起來
[00:02:17.320 --> 00:02:18.720]  就一起往他家走了
[00:02:19.200 --> 00:02:20.440]  這婦人就非常的驚訝
[00:02:20.440 --> 00:02:22.640]  她說你不是說只有一個人可以進來嗎
[00:02:22.640 --> 00:02:24.840]  結果這個兩個人就說
[00:02:24.840 --> 00:02:27.640]  她說我們跟健康是在一起的
[00:02:27.640 --> 00:02:31.200]  所以只要健康一進去 我們一定跟著他一起走
[00:02:31.200 --> 00:02:38.080]  如果今天你請我們中間的另外兩個人 中間的一個進去
[00:02:38.080 --> 00:02:41.000]  那我們進去之後沒有多久
[00:02:41.000 --> 00:02:44.680]  我們就會失去我們的活力 失去我們的力量
[00:02:44.680 --> 00:02:47.520]  所以這個故事跟我們講
[00:02:47.800 --> 00:02:51.000]  一個有智慧的人 把健康走在前面
[00:02:51.000 --> 00:02:53.880]  財富跟成功會一起跟著走
[00:02:53.880 --> 00:02:57.200]  但是弟兄姊妹 你聽這個故事
[00:02:57.200 --> 00:03:01.920]  這是一個屬世界的故事 屬肉體的故事 對不對
[00:03:01.920 --> 00:03:07.160]  但是 什麼叫做屬神的
[00:03:07.160 --> 00:03:11.480]  我們在主裡面 什麼是最重要的
[00:03:11.480 --> 00:03:13.480]  讓我們一起低頭禱告
[00:03:15.400 --> 00:03:18.800]  親愛的天父 主耶穌聖與保佑 使我們用感恩的心來到你面前
[00:03:18.800 --> 00:03:24.320]  主耶穌 我們常常不太明白
[00:03:24.320 --> 00:03:27.200]  你在我們身上的心意和帶領
[00:03:27.200 --> 00:03:30.040]  主耶穌 我們今天來到你面前的時候
[00:03:30.040 --> 00:03:32.760]  主我們求你開我們心中的眼睛
[00:03:32.760 --> 00:03:34.800]  讓我們能夠心中的耳朵
[00:03:34.800 --> 00:03:37.320]  讓我們看到你要我們看見的
[00:03:37.320 --> 00:03:40.080]  讓我們聽到你要我們聽見的
[00:03:40.080 --> 00:03:43.640]  親愛的天父 你是我們的阿爸天父
[00:03:44.000 --> 00:03:47.760]  你在我們的身上有美好的計劃 有美好的旨意
[00:03:47.760 --> 00:03:51.520]  主耶穌 我們知道只要我們活在你的旨意當中
[00:03:51.520 --> 00:03:53.840]  只要我們走進你的計劃裡面
[00:03:53.840 --> 00:03:55.920]  我們的生命就是豐盛的
[00:03:55.920 --> 00:03:58.680]  主耶穌 我們再一次的來到你面前
[00:03:58.680 --> 00:04:00.720]  求主你與我們同在
[00:04:00.720 --> 00:04:02.760]  保守我們的心思意念
[00:04:02.760 --> 00:04:04.760]  禱告奉耶穌基督的名
[00:04:04.760 --> 00:04:05.360]  Amen
[00:04:05.360 --> 00:04:10.360]  所以剛才這個小故事就是在講
[00:04:11.840 --> 00:04:14.240]  屬世的 我們的身體
[00:04:14.240 --> 00:04:16.880]  我們的肉體 肉體上的需要
[00:04:16.880 --> 00:04:19.520]  那我們屬靈的呢
[00:04:19.520 --> 00:04:23.800]  今天我們的講臺已經走到
[00:04:23.800 --> 00:04:26.120]  《格林多後書》第五章了
[00:04:26.120 --> 00:04:27.760]  那這一章裡面呢
[00:04:27.760 --> 00:04:29.440]  保羅要教導我們的是
[00:04:29.440 --> 00:04:32.000]  知道 福祀的盼望
[00:04:32.000 --> 00:04:34.760]  是為了將來能夠與主同在
[00:04:34.760 --> 00:04:38.920]  福祀的盼望是能夠將來與主同在
[00:04:40.480 --> 00:04:44.640]  那上個月我講到的時候
[00:04:44.640 --> 00:04:46.120]  我有講到一個重點
[00:04:46.120 --> 00:04:51.600]  就說看不見的是存留到永遠的
[00:04:51.600 --> 00:04:55.480]  看得見的都只是暫時的
[00:04:55.480 --> 00:04:58.680]  所以我再跟你們講一個故事
[00:04:58.680 --> 00:05:02.240]  有一對夫婦 年輕的夫婦
[00:05:02.240 --> 00:05:07.600]  那他們兩個人都是高薪的從業人員
[00:05:07.600 --> 00:05:09.480]  而且他們倆感情很好
[00:05:09.480 --> 00:05:11.240]  為什麼 因為他們沒有小孩
[00:05:11.240 --> 00:05:12.520]  他們沒有小孩
[00:05:12.520 --> 00:05:14.840]  所以他們彼此依靠
[00:05:14.840 --> 00:05:16.760]  兩個人也很會過日子
[00:05:16.760 --> 00:05:20.840]  那他們就計劃50歲他們就要退休了
[00:05:20.840 --> 00:05:22.600]  等到他們退休之後呢
[00:05:22.600 --> 00:05:24.480]  他們就可以海闊天空
[00:05:24.480 --> 00:05:27.280]  他們可以盡情地去享受人生
[00:05:27.280 --> 00:05:30.280]  那一切都非常地美好
[00:05:30.280 --> 00:05:31.800]  就有一天呢
[00:05:31.800 --> 00:05:33.720]  這個先生覺得身體不舒服
[00:05:33.720 --> 00:05:35.680]  那他就去檢查
[00:05:35.680 --> 00:05:39.000]  就一檢查 遲疑障礙
[00:05:39.880 --> 00:05:42.880]  那遺障癌這種病呢 很難發現
[00:05:42.880 --> 00:05:46.320]  你只要一診斷就是末期了
[00:05:46.320 --> 00:05:52.080]  那所以呢 從進醫院到這個先生過世
[00:05:52.080 --> 00:05:53.880]  短短的幾個月
[00:05:53.880 --> 00:05:55.360]  短短的幾個月
[00:05:55.360 --> 00:05:56.960]  那這個妻子呢
[00:05:56.960 --> 00:06:00.080]  從比翼雙飛到晴天霹靂
[00:06:00.080 --> 00:06:02.520]  你可以想像中她整個經歷
[00:06:02.520 --> 00:06:04.520]  所以她覺得她整個人生呢
[00:06:04.520 --> 00:06:06.040]  就失去了重心
[00:06:06.400 --> 00:06:11.120]  因為她丈夫呢 是她生命的全部
[00:06:11.120 --> 00:06:13.400]  但是在他們生病的時候
[00:06:13.400 --> 00:06:15.840]  在她丈夫得重病的時候呢
[00:06:15.840 --> 00:06:17.640]  有人來跟他們傳福音
[00:06:17.640 --> 00:06:19.640]  所以呢 兩個人都信了
[00:06:19.640 --> 00:06:22.400]  所以很快地他們在病床邊上呢
[00:06:22.400 --> 00:06:24.800]  就一起受洗歸入主的名下
[00:06:24.800 --> 00:06:27.760]  那這個丈夫過世之後呢
[00:06:27.760 --> 00:06:30.200]  太太心中非常地痛苦
[00:06:30.200 --> 00:06:32.600]  她覺得她的人生沒有目標了
[00:06:32.600 --> 00:06:35.000]  以前丈夫是她生命的全部
[00:06:35.320 --> 00:06:37.200]  那現在她不知道怎麼活了
[00:06:37.200 --> 00:06:38.560]  所以呢
[00:06:38.560 --> 00:06:42.760]  有人就開始帶她去教會
[00:06:42.760 --> 00:06:45.000]  那有人告訴她說
[00:06:45.000 --> 00:06:46.120]  不要擔心
[00:06:46.120 --> 00:06:49.360]  你將來還是會跟你丈夫在天上見面的
[00:06:49.360 --> 00:06:53.480]  可是她因為剛才信 她也不懂
[00:06:53.480 --> 00:06:55.920]  所以呢 她就跟神禱告
[00:06:55.920 --> 00:06:58.040]  她說 你讓我看見
[00:06:58.040 --> 00:07:00.000]  你讓我看見
[00:07:00.000 --> 00:07:01.200]  所以她有一天呢
[00:07:01.200 --> 00:07:02.480]  她在禱告的時候
[00:07:02.480 --> 00:07:05.280]  她就真的看到她的丈夫在天上
[00:07:05.880 --> 00:07:07.160]  她的丈夫在天上
[00:07:07.160 --> 00:07:09.400]  健健康康 快快樂樂的
[00:07:09.400 --> 00:07:12.000]  It's OK
[00:07:12.000 --> 00:07:14.280]  她是美國人
[00:07:14.280 --> 00:07:19.080]  那她丈夫健健康康 快快樂樂在天上
[00:07:19.080 --> 00:07:21.680]  那是一個安慰
[00:07:21.680 --> 00:07:23.280]  那是一份安慰
[00:07:23.280 --> 00:07:25.760]  而且是一份力量
[00:07:25.760 --> 00:07:28.000]  所以這個太太 這個妻子呢
[00:07:28.000 --> 00:07:31.400]  她就重新開始調整她人生的方向
[00:07:31.400 --> 00:07:34.080]  她就進入教會 學習服侍
[00:07:34.320 --> 00:07:36.280]  她活出不一樣的人生
[00:07:36.280 --> 00:07:39.280]  剛才我們在講有健康
[00:07:39.280 --> 00:07:43.600]  可是我看到很多很健康的人
[00:07:43.600 --> 00:07:45.160]  也是窮兮兮的
[00:07:45.160 --> 00:07:47.600]  很潦倒的過一輩子
[00:07:47.600 --> 00:07:51.240]  但是我們若知道我們的神
[00:07:51.240 --> 00:07:54.120]  是我們生命的意義和目標的時候
[00:07:54.120 --> 00:07:56.000]  那我們過的就不再一樣
[00:07:56.000 --> 00:07:57.600]  所以保羅呢
[00:07:57.600 --> 00:08:00.120]  他說到基督徒的侍奉的盼望
[00:08:00.120 --> 00:08:02.600]  是為了將來要與主同在
[00:08:03.240 --> 00:08:05.280]  那地上 他在聖經上面
[00:08:05.280 --> 00:08:07.160]  我們剛才讀經的時候就講到說
[00:08:07.160 --> 00:08:09.080]  地上的帳篷若毀了
[00:08:09.080 --> 00:08:13.360]  就必得到神所造天上永存的房屋
[00:08:13.360 --> 00:08:15.840]  你看這一對夫婦
[00:08:15.840 --> 00:08:19.120]  他們的故事好像是人間的悲劇
[00:08:19.120 --> 00:08:22.960]  但是當他們一回到神的家庭以後
[00:08:22.960 --> 00:08:25.360]  整件事情的結果就不一樣了
[00:08:25.360 --> 00:08:28.800]  整件事情就好像有一個新的開始
[00:08:28.800 --> 00:08:30.440]  一個新的轉機
[00:08:32.000 --> 00:08:34.600]  這位妻子從此她在教會裡面
[00:08:34.600 --> 00:08:37.000]  很認真的學習服侍
[00:08:37.000 --> 00:08:39.440]  這個故事其實跟我們
[00:08:39.440 --> 00:08:41.920]  契媽媽跟契伯伯的故事很像
[00:08:41.920 --> 00:08:46.640]  契伯伯跟契媽媽的故事的見證
[00:08:46.640 --> 00:08:48.560]  都在我們教會的網站裡面
[00:08:48.560 --> 00:08:51.320]  如果你有興趣要知道的話
[00:08:51.320 --> 00:08:54.160]  你可以自己上我們教會的網站去聽
[00:08:54.160 --> 00:08:56.520]  但是結果是一樣的
[00:08:56.520 --> 00:08:59.320]  你看我們的契媽媽在教會裡頭服侍
[00:08:59.320 --> 00:09:01.240]  她的生命就不再一樣
[00:09:01.680 --> 00:09:05.400]  所以基督徒的盼望是能夠將來跟主同在
[00:09:05.400 --> 00:09:10.680]  最近在比利時有一個雜誌
[00:09:10.680 --> 00:09:13.400]  它就做了問卷的調查
[00:09:13.400 --> 00:09:17.960]  它就問一些年長的人
[00:09:17.960 --> 00:09:19.320]  它說你們的一生
[00:09:19.320 --> 00:09:21.440]  你對你的一生你滿不滿意
[00:09:21.440 --> 00:09:22.680]  你滿不滿意
[00:09:22.680 --> 00:09:26.000]  你最後悔跟最遺憾的是什麼
[00:09:26.000 --> 00:09:27.760]  它做了一個這樣的調查
[00:09:27.760 --> 00:09:30.920]  有72%的人他說
[00:09:31.040 --> 00:09:32.720]  他說我覺得我自己不夠努力
[00:09:32.720 --> 00:09:34.560]  以至於我一事無成
[00:09:34.560 --> 00:09:37.880]  那有67%的人覺得說
[00:09:37.880 --> 00:09:39.520]  我選錯了職業
[00:09:39.520 --> 00:09:44.400]  那有63%的人覺得他對他兒女的教育不當
[00:09:44.400 --> 00:09:47.680]  那有58%的人覺得說
[00:09:47.680 --> 00:09:49.840]  他的身體鍛鍊得不夠
[00:09:49.840 --> 00:09:51.040]  所以不夠健康
[00:09:51.040 --> 00:09:54.480]  那這一些都是一些象徵性的例子
[00:09:54.480 --> 00:09:58.720]  都指這些象徵性的事情來跟我們講說
[00:09:58.960 --> 00:10:01.920]  我們人對生命的無奈跟不滿
[00:10:01.920 --> 00:10:04.600]  對我們基督徒來說
[00:10:04.600 --> 00:10:07.120]  你要怎麼樣才能夠活出
[00:10:07.120 --> 00:10:08.880]  你覺得你很精彩
[00:10:08.880 --> 00:10:10.400]  你很滿意的一生
[00:10:10.400 --> 00:10:14.520]  主耶穌說我來是為了使羊得生命
[00:10:14.520 --> 00:10:16.560]  而且得得更豐盛
[00:10:16.560 --> 00:10:19.120]  那保羅也是如我們剛才講的
[00:10:19.120 --> 00:10:21.000]  若有人在基督裡
[00:10:21.000 --> 00:10:22.760]  他就是新造的人
[00:10:22.760 --> 00:10:25.560]  舊事已過都變成新的了
[00:10:26.400 --> 00:10:29.240]  但是你有這種感覺嗎
[00:10:29.240 --> 00:10:32.480]  你有那種豐盛的感覺嗎
[00:10:32.480 --> 00:10:35.640]  你有那個你在基督裡面的新生命
[00:10:35.640 --> 00:10:38.240]  你每天都是用你的新生命在過日子嗎
[00:10:38.240 --> 00:10:40.320]  你有這種感覺嗎
[00:10:40.320 --> 00:10:45.240]  我覺得我們平常要生氣的照樣生氣
[00:10:45.240 --> 00:10:48.080]  要發脾氣的照樣發脾氣
[00:10:48.080 --> 00:10:51.080]  罵人 講閒話 造場
[00:10:51.080 --> 00:10:54.120]  我們不想行的惡
[00:10:54.120 --> 00:10:56.120]  我們時刻再犯
[00:10:56.560 --> 00:10:57.800]  我們想行的善
[00:10:57.800 --> 00:10:59.400]  我們一樣都活不出來
[00:10:59.400 --> 00:11:00.600]  為什麼
[00:11:00.600 --> 00:11:02.400]  為什麼是這樣子
[00:11:02.400 --> 00:11:05.360]  不是說一切都變成新的了嗎
[00:11:05.360 --> 00:11:07.200]  變成
[00:11:07.200 --> 00:11:08.800]  變成這兩個字
[00:11:08.800 --> 00:11:10.480]  變成是什麼意思
[00:11:10.480 --> 00:11:12.320]  是像變魔術嗎
[00:11:12.320 --> 00:11:13.320]  變成
[00:11:13.320 --> 00:11:15.760]  是一夜之間 轉瞬之間
[00:11:15.760 --> 00:11:17.320]  我們就有新生命嗎
[00:11:17.320 --> 00:11:20.880]  還是這個新生命是要慢慢的脫變
[00:11:20.880 --> 00:11:22.880]  一天一天的脫變
[00:11:22.880 --> 00:11:24.480]  才能夠得著
[00:11:24.680 --> 00:11:28.320]  像保羅所說的那份屬靈的新生命
[00:11:28.320 --> 00:11:31.760]  我今天就分成幾段
[00:11:31.760 --> 00:11:34.800]  弟兄姊妹我們
[00:11:34.800 --> 00:11:37.920]  每天 每個禮拜
[00:11:37.920 --> 00:11:41.720]  牧師都有給我們印那個獎章
[00:11:41.720 --> 00:11:43.720]  Bulletin
[00:11:43.720 --> 00:11:46.040]  Bulletin 有一些空的地方
[00:11:46.040 --> 00:11:47.320]  所以有一個空的地方
[00:11:47.320 --> 00:11:49.240]  你其實你在聽到的時候
[00:11:49.240 --> 00:11:51.120]  你可以一邊聽一邊記
[00:11:51.120 --> 00:11:53.160]  不然我可以跟你保證
[00:11:53.160 --> 00:11:54.440]  你聽完你就忘記了
[00:11:55.680 --> 00:11:56.920]  第一個我想要跟你講的
[00:11:56.920 --> 00:12:00.120]  就是在剛才保羅在《格林多後書》
[00:12:00.120 --> 00:12:01.840]  五章十八節裡面講
[00:12:01.840 --> 00:12:04.560]  他說我們要與神和好
[00:12:04.560 --> 00:12:06.720]  所以弟兄姊妹
[00:12:06.720 --> 00:12:10.360]  我們要怎麼樣才能夠使我們的生命豐盛
[00:12:10.360 --> 00:12:12.520]  我們要怎麼樣才能夠得到
[00:12:12.520 --> 00:12:14.840]  在這個屬神裡面
[00:12:14.840 --> 00:12:16.440]  屬基督裡面的新生命
[00:12:16.440 --> 00:12:19.240]  第一件事情就是我們要與神和好
[00:12:19.240 --> 00:12:20.960]  我們與神和好
[00:12:20.960 --> 00:12:23.960]  就要脫去殘類我們一切的罪
[00:12:24.480 --> 00:12:26.120]  脫去我們殘類我們的罪
[00:12:26.120 --> 00:12:28.440]  所以Technically
[00:12:28.440 --> 00:12:30.600]  照理來說
[00:12:30.600 --> 00:12:34.080]  當我們接受耶穌基督做我們個人救主的時候
[00:12:34.080 --> 00:12:36.600]  祂就接過去我們所有的罪
[00:12:36.600 --> 00:12:39.240]  那使我們在基督裡
[00:12:39.240 --> 00:12:41.040]  成為一個像祂那樣子
[00:12:41.040 --> 00:12:43.000]  聖潔無瑕疵的人
[00:12:43.000 --> 00:12:47.520]  事實上我們不但沒有得到豐盛的生命
[00:12:47.520 --> 00:12:50.000]  我們也一直經歷不到
[00:12:50.000 --> 00:12:51.880]  什麼叫做新造的
[00:12:52.800 --> 00:12:54.960]  常常有這種struggle在我們的裡面
[00:12:54.960 --> 00:12:58.080]  那我最近也一直在想
[00:12:58.080 --> 00:13:01.920]  那我們常常聽到遺傳的咒詛
[00:13:01.920 --> 00:13:04.640]  很多人有這個遺傳的咒詛
[00:13:04.640 --> 00:13:07.200]  那你就一代一代地去追
[00:13:07.200 --> 00:13:08.240]  一代一代地去追
[00:13:08.240 --> 00:13:08.880]  追到哪裡
[00:13:08.880 --> 00:13:09.920]  追到亞當
[00:13:09.920 --> 00:13:12.240]  所以一切的這個罪
[00:13:12.240 --> 00:13:14.920]  我們犯罪的原因是從亞當來的
[00:13:14.920 --> 00:13:16.680]  當亞當犯了罪以後
[00:13:16.680 --> 00:13:19.120]  生老病死到我們這個世界以後
[00:13:19.120 --> 00:13:22.640]  所以我們就常常地在struggle
[00:13:23.240 --> 00:13:26.040]  那最近我聽一個牧師講
[00:13:26.040 --> 00:13:27.680]  他講了一篇道
[00:13:27.680 --> 00:13:32.360]  他說我們信主的生命沒有成長
[00:13:32.360 --> 00:13:34.880]  是因為歸根在我們的基礎不好
[00:13:34.880 --> 00:13:36.400]  基礎不好
[00:13:36.400 --> 00:13:37.680]  因為我們信主的時候
[00:13:37.680 --> 00:13:41.280]  我們沒有把我們裡面的罪認乾淨
[00:13:41.280 --> 00:13:42.960]  你絕症的時候
[00:13:42.960 --> 00:13:44.080]  絕症的那一刻
[00:13:44.080 --> 00:13:47.600]  那個牧者代你求神赦免我們的罪
[00:13:47.600 --> 00:13:49.760]  都是帶過去
[00:13:49.760 --> 00:13:51.480]  輕輕地帶過去
[00:13:51.720 --> 00:13:54.920]  沒有真正地把自己的罪認清楚
[00:13:54.920 --> 00:13:59.280]  但是你到了要與神和好那一步的時候
[00:13:59.280 --> 00:14:02.480]  你就必須要很認真的來悔改
[00:14:02.480 --> 00:14:04.200]  親愛的弟兄姊妹
[00:14:04.200 --> 00:14:07.160]  你想神不知道我們的罪嗎
[00:14:07.160 --> 00:14:11.840]  其實攔阻我們到神面前來的
[00:14:11.840 --> 00:14:13.360]  不是我們的罪
[00:14:13.360 --> 00:14:16.120]  是我們對罪的態度
[00:14:16.120 --> 00:14:18.400]  我們對罪的態度
[00:14:18.400 --> 00:14:20.920]  我們常常是不肯認錯
[00:14:21.200 --> 00:14:22.440]  而且越走越遠
[00:14:22.440 --> 00:14:28.000]  但是其實就像父母管教兒女一樣的
[00:14:28.000 --> 00:14:30.640]  只要孩子認錯
[00:14:30.640 --> 00:14:33.840]  做父母的都是原諒接納
[00:14:33.840 --> 00:14:36.080]  都是原諒接納
[00:14:36.080 --> 00:14:39.640]  在舊約聖經裡面的大衛
[00:14:39.640 --> 00:14:42.680]  大家都知道他的故事
[00:14:42.680 --> 00:14:44.560]  他搶人家的妻子
[00:14:44.560 --> 00:14:46.040]  殺人家的丈夫
[00:14:46.040 --> 00:14:49.360]  所以當先知拿丹來見他的時候
[00:14:49.640 --> 00:14:51.760]  就指出大衛的罪狀來
[00:14:51.760 --> 00:14:54.040]  那大衛一聽
[00:14:54.040 --> 00:14:55.760]  他立刻對拿丹說
[00:14:55.760 --> 00:14:57.800]  我得罪耶和華了
[00:14:57.800 --> 00:14:59.240]  我得罪耶和華
[00:14:59.240 --> 00:14:59.960]  他認罪
[00:14:59.960 --> 00:15:01.200]  他認罪
[00:15:01.200 --> 00:15:04.520]  所以詩篇三十二篇第一節裡面講到說
[00:15:04.520 --> 00:15:06.280]  得赦免其過
[00:15:06.280 --> 00:15:08.280]  遮掩其罪的那個人
[00:15:08.280 --> 00:15:09.520]  是有福的
[00:15:09.520 --> 00:15:10.680]  是有福的
[00:15:10.680 --> 00:15:15.720]  大家讀過聖經故事的都知道
[00:15:15.720 --> 00:15:17.640]  後來大衛的家中
[00:15:17.640 --> 00:15:18.960]  刀光劍影
[00:15:19.120 --> 00:15:22.000]  很多的事情發生在他們家中
[00:15:22.000 --> 00:15:25.200]  而且那個處罰是很重的
[00:15:25.200 --> 00:15:26.120]  很重的
[00:15:26.120 --> 00:15:29.200]  但是聖經仍然稱
[00:15:29.200 --> 00:15:32.040]  大衛是合神心意的人
[00:15:32.040 --> 00:15:32.680]  為什麼
[00:15:32.680 --> 00:15:35.000]  因為大衛會認罪
[00:15:35.000 --> 00:15:36.400]  他認他的罪
[00:15:36.400 --> 00:15:39.840]  以前我們靈陽體系
[00:15:39.840 --> 00:15:42.000]  常常有這個經歷神的淫穢
[00:15:42.000 --> 00:15:45.120]  所以以前有一個姐妹
[00:15:45.120 --> 00:15:47.480]  她要去參加經歷神的淫穢
[00:15:47.480 --> 00:15:49.000]  她就跟我打電話
[00:15:49.320 --> 00:15:50.040]  她說玲玲
[00:15:50.040 --> 00:15:51.240]  我不想去
[00:15:51.240 --> 00:15:52.360]  我說為什麼
[00:15:52.360 --> 00:15:55.120]  她說我聽說
[00:15:55.120 --> 00:15:56.560]  經歷神淫穢
[00:15:56.560 --> 00:15:57.960]  大家坐在一起
[00:15:57.960 --> 00:16:01.120]  一開始第一堂課就先認罪
[00:16:01.120 --> 00:16:02.880]  這多難過啊
[00:16:02.880 --> 00:16:05.600]  在別人的面前認自己的罪
[00:16:05.600 --> 00:16:07.440]  這不是很丟臉的事情嗎
[00:16:07.440 --> 00:16:09.160]  我跟她講
[00:16:09.160 --> 00:16:10.280]  No No No
[00:16:10.280 --> 00:16:11.720]  你一定要去的
[00:16:11.720 --> 00:16:14.920]  你知道在別人面前認你自己的罪
[00:16:14.920 --> 00:16:17.280]  這不是你自己可以做得到的
[00:16:17.280 --> 00:16:18.800]  這是聖靈的工作
[00:16:19.080 --> 00:16:21.960]  你一定要去經歷聖靈的工作
[00:16:21.960 --> 00:16:24.360]  就她就去了
[00:16:24.360 --> 00:16:27.400]  而且她回來之後就跟我打電話
[00:16:27.400 --> 00:16:31.160]  她說玲玲你說得真的很對
[00:16:31.160 --> 00:16:33.520]  那天我們大家圍在一起的時候
[00:16:33.520 --> 00:16:36.440]  大家都一起流淚地認罪悔改
[00:16:36.440 --> 00:16:40.800]  然後我們都經歷到聖靈的更新
[00:16:40.800 --> 00:16:42.760]  主約珠寶雪的捷徑
[00:16:42.760 --> 00:16:44.440]  她說我一回到家
[00:16:44.440 --> 00:16:46.720]  就開始經歷上帝的祝福
[00:16:47.440 --> 00:16:49.400]  所以弟兄姊妹有時候我們認罪悔改
[00:16:49.400 --> 00:16:52.680]  好像聽起來很不舒服
[00:16:52.680 --> 00:16:57.920]  但是其實認罪悔改是蒙福的第一個管道
[00:16:57.920 --> 00:17:00.440]  蒙福管道的第一件工作
[00:17:00.440 --> 00:17:02.040]  因為神是聖傑的
[00:17:02.040 --> 00:17:05.560]  若是我們不能夠常常地認清自己的罪
[00:17:05.560 --> 00:17:07.360]  祂怎麼能夠祝福我們呢
[00:17:07.360 --> 00:17:12.120]  所以伊拉罕一書九節裡面說
[00:17:12.120 --> 00:17:14.240]  祂說我們若認自己的罪
[00:17:14.240 --> 00:17:17.120]  神是性死的 是公義的
[00:17:17.360 --> 00:17:19.000]  祂必要赦免我們的罪
[00:17:19.000 --> 00:17:21.480]  洗淨我們一切的不義
[00:17:21.480 --> 00:17:23.840]  所以絕對不要輕看罪
[00:17:23.840 --> 00:17:27.840]  認罪 不悔罪 不恨罪 不離罪
[00:17:27.840 --> 00:17:29.960]  那你一犯再犯
[00:17:29.960 --> 00:17:31.600]  你就會留下破口
[00:17:31.600 --> 00:17:32.960]  你就會留下破口
[00:17:32.960 --> 00:17:36.600]  有人說你再健康的身體
[00:17:36.600 --> 00:17:39.240]  你也經不起拉三天的肚子
[00:17:39.240 --> 00:17:40.560]  你聽得懂這句話嗎
[00:17:40.560 --> 00:17:42.960]  你身體再健康
[00:17:42.960 --> 00:17:44.760]  你拉三天你試試看
[00:17:44.760 --> 00:17:47.080]  我們身上裡面都是破口
[00:17:47.720 --> 00:17:49.640]  我們犯罪的破口在我們的身上
[00:17:49.640 --> 00:17:54.320]  那所有的祝福 資產都流光了
[00:17:54.320 --> 00:17:57.800]  所以認罪是我們一生的事情
[00:17:57.800 --> 00:18:01.200]  我們天天要在主的面前求神光照我們
[00:18:01.200 --> 00:18:02.240]  請察我們
[00:18:02.240 --> 00:18:05.360]  幫助我們 主耶穌的寶血來遮蓋我們
[00:18:05.360 --> 00:18:06.400]  為我們征戰
[00:18:06.400 --> 00:18:08.920]  讓我們能夠走在正路上
[00:18:08.920 --> 00:18:10.760]  堅持做對的事情
[00:18:10.760 --> 00:18:12.240]  我們就一生門徒
[00:18:12.240 --> 00:18:16.520]  上個禮拜五我們在貝利小組也談這樣的事
[00:18:16.800 --> 00:18:21.080]  說如果我們願意堅持遵守神的律律典章
[00:18:21.080 --> 00:18:22.760]  走在神的道路上
[00:18:22.760 --> 00:18:25.640]  神就不把那疾病加給我們
[00:18:25.640 --> 00:18:28.240]  而且神還要祝福我們 保守我們
[00:18:28.240 --> 00:18:30.680]  所以這是一件非常重要的事情
[00:18:30.680 --> 00:18:35.520]  那第二個我想跟大家談的就是說
