
[00:00:00.000 --> 00:00:04.000]  請問大家知不知道教會的祈禱會是何時舉行的嗎?
[00:02:23.000 --> 00:02:27.000]  大概公元前534年
[00:02:27.000 --> 00:02:30.000]  就是這個避老已經是完結的
[00:02:30.000 --> 00:02:33.000]  可以這樣說,70年的避老完結
[00:02:33.000 --> 00:02:36.000]  那避老的70年怎麼算呢?
[00:02:36.000 --> 00:02:39.000]  有些聖經學者就會這樣算
[00:02:39.000 --> 00:02:43.000]  就是由第一批的人比巴比倫
[00:02:43.000 --> 00:02:48.000]  是老去開始算,但是那時候是主前605年
[00:02:48.000 --> 00:02:52.000]  正正是彭義理是第一批人
[00:02:52.000 --> 00:02:54.000]  彭義理為什麼是第一批人呢?
[00:02:54.000 --> 00:02:57.000]  因為他是皇宮裏面貴族長大的
[00:02:57.000 --> 00:03:00.000]  你說官二代也好,富二代也好
[00:03:00.000 --> 00:03:07.000]  總之都是一些生在榮華富貴裏面的人物
[00:03:07.000 --> 00:03:11.000]  但是他自幼都很敬虔,很敬畏實
[00:03:11.000 --> 00:03:16.000]  這個主前605年就是約西雅王的時候
[00:03:16.000 --> 00:03:19.000]  我曾經說過這個皇帝是最好的皇帝
[00:03:19.000 --> 00:03:23.000]  在南國的時候,當然好景不常
[00:03:23.000 --> 00:03:26.000]  後來這個尼布卡利撒王
[00:03:26.000 --> 00:03:30.000]  就進占一個由薩蘭雅講錯了
[00:03:30.000 --> 00:03:33.000]  他出生在約西雅王的時代
[00:03:33.000 --> 00:03:35.000]  但是剛才說的是約瓦徑
[00:03:35.000 --> 00:03:37.000]  就是那個避老的時代
[00:03:37.000 --> 00:03:39.000]  他出生在一個好的時代裏面
[00:03:39.000 --> 00:03:43.000]  大家都聽聽好像曾經有一個先知
[00:03:43.000 --> 00:03:46.000]  就是以西傑也是這個時代
[00:03:46.000 --> 00:03:49.000]  其實他們兩個相差只是一兩歲
[00:03:49.000 --> 00:03:54.000]  但義理是第一批十六歲
[00:03:54.000 --> 00:03:56.000]  大概十六歲的時候
[00:03:56.000 --> 00:04:00.000]  少年期間避老了這個巴比律
[00:04:00.000 --> 00:04:02.000]  當然剛才我說70年
[00:04:02.000 --> 00:04:05.000]  可能就由605年開始算起70年
[00:04:05.000 --> 00:04:07.000]  所以過了70年
[00:04:07.000 --> 00:04:10.000]  大概是534年公元前
[00:04:10.000 --> 00:04:16.000]  而真正他們被亡國公元586年
[00:04:16.000 --> 00:04:19.000]  所以就是用避老
[00:04:19.000 --> 00:04:21.000]  用人的避老開始來算
[00:04:21.000 --> 00:04:23.000]  不是用亡國的時間來算
[00:04:23.000 --> 00:04:30.000]  一個的時候他們被巴比律選中了
[00:04:30.000 --> 00:04:32.000]  因為他們最需要那些年輕人
[00:04:32.000 --> 00:04:34.000]  需要那些有學識的
[00:04:34.000 --> 00:04:37.000]  有公平長大的最好
[00:04:37.000 --> 00:04:40.000]  有一個最好的教育
[00:04:40.000 --> 00:04:42.000]  有最好的醫食
[00:04:42.000 --> 00:04:45.000]  他們這班人養得肥肥白白
[00:04:45.000 --> 00:04:46.000]  這麼聰明
[00:04:46.000 --> 00:04:50.000]  最好就成為了這個巴比律
[00:04:50.000 --> 00:04:53.000]  他們去服侍他們的皇帝
[00:04:53.000 --> 00:04:58.000]  這個但義理可以這樣說
[00:04:58.000 --> 00:05:03.000]  他去到一個巴比律
[00:05:03.000 --> 00:05:09.000]  大家可能對但義理的一些事蹟都蠻喜歡的
[00:05:09.000 --> 00:05:13.000]  你記得他曾經在火藥裡面燒
[00:05:13.000 --> 00:05:14.000]  燒不死
[00:05:14.000 --> 00:05:16.000]  這幾個少年人
[00:05:16.000 --> 00:05:18.000]  他們不用黃的食物
[00:05:18.000 --> 00:05:20.000]  要自己吃清茶淡飯
[00:05:20.000 --> 00:05:24.000]  但還是長得英俊瀟灑等等
[00:05:24.000 --> 00:05:26.000]  我覺得很奇妙
[00:05:26.000 --> 00:05:27.000]  神的恩典
[00:05:27.000 --> 00:05:30.000]  又記得他曾經在獅子坑裡面
[00:05:30.000 --> 00:05:31.000]  被困了
[00:05:31.000 --> 00:05:35.000]  這個時代其實獅子坑的發生
[00:05:35.000 --> 00:05:37.000]  都是正正這段時間
[00:05:37.000 --> 00:05:40.000]  就是現在說的但義禱告的時間
[00:05:40.000 --> 00:05:41.000]  因為已經那個時代
[00:05:41.000 --> 00:05:43.000]  去到大利烏王
[00:05:43.000 --> 00:05:47.000]  或者說本修訂版叫大樓市
[00:05:47.000 --> 00:05:49.000]  就是看第一到第三節
[00:05:49.000 --> 00:05:51.000]  經文大家可以看到
[00:05:51.000 --> 00:05:55.000]  這個時代就是當時一個過渡期
[00:05:55.000 --> 00:05:57.000]  這個巴比律已經是
[00:05:57.000 --> 00:06:00.000]  已經開始慢慢崩潰了
[00:06:00.000 --> 00:06:03.000]  而起來就有古烈王
[00:06:03.000 --> 00:06:05.000]  古烈就是一個波斯的皇帝
[00:06:05.000 --> 00:06:08.000]  他甚至是把這個馬袋
[00:06:08.000 --> 00:06:10.000]  另外一個遠方的國家
[00:06:10.000 --> 00:06:11.000]  是佔據了
[00:06:11.000 --> 00:06:13.000]  所以馬袋波斯的意思
[00:06:13.000 --> 00:06:18.000]  後來他甚至是把馬袋拿去
[00:06:18.000 --> 00:06:21.000]  馬袋人就是這個大樓市
[00:06:21.000 --> 00:06:25.000]  他就安置了他做一個巴比律
[00:06:25.000 --> 00:06:27.000]  現在叫做加勒底元年
[00:06:27.000 --> 00:06:28.000]  統治加勒底
[00:06:28.000 --> 00:06:30.000]  為什麼又出現加勒底的字
[00:06:30.000 --> 00:06:31.000]  加勒底其實是巴比律的意思
[00:06:31.000 --> 00:06:32.000]  其實是一個地區
[00:06:32.000 --> 00:06:34.000]  在巴比律這個區裏面
[00:06:34.000 --> 00:06:37.000]  他就有這個大樓市王管理著
[00:06:37.000 --> 00:06:41.000]  但最終後來整個帝國出現了
[00:06:41.000 --> 00:06:42.000]  就是波斯帝國
[00:06:42.000 --> 00:06:46.000]  就是由古烈統領了整個帝國
[00:06:46.000 --> 00:06:49.000]  所以後來你看義禱
[00:06:49.000 --> 00:06:51.000]  就會有古烈王等等
[00:06:51.000 --> 00:06:55.000]  所以這個是那個過渡的時間裏面
[00:06:55.000 --> 00:07:00.000]  但你可以說他是由十六歲開始
[00:07:00.000 --> 00:07:03.000]  開始第一批避老
[00:07:03.000 --> 00:07:06.000]  去到七十年
[00:07:06.000 --> 00:07:08.000]  現在說五百三十四年
[00:07:08.000 --> 00:07:10.000]  他全期避老期間
[00:07:10.000 --> 00:07:12.000]  都是在巴比律這個地方
[00:07:12.000 --> 00:07:14.000]  都在中東這個地方
[00:07:14.000 --> 00:07:17.000]  甚至最後他都是死在這個地方
[00:07:17.000 --> 00:07:20.000]  後來就轉了波斯帝國
[00:07:20.000 --> 00:07:23.000]  他去到這個波斯帝國
[00:07:23.000 --> 00:07:26.000]  可以說仍然是一個高官
[00:07:26.000 --> 00:07:29.000]  是做到第三把交椅的
[00:07:29.000 --> 00:07:34.000]  最終是在公元五百三十年
[00:07:34.000 --> 00:07:36.000]  就離開世界
[00:07:36.000 --> 00:07:39.000]  甚至葬在當時的首都
[00:07:39.000 --> 00:07:41.000]  叫蘇薩這個地方
[00:07:41.000 --> 00:07:43.000]  今日伊朗的西邊
[00:07:43.000 --> 00:07:45.000]  就是考國家就說一個
[00:07:45.000 --> 00:07:48.000]  很華麗巨型的墓園裏面
[00:07:48.000 --> 00:07:49.000]  始終他是一個
[00:07:49.000 --> 00:07:52.000]  波斯帝國的重要的官員
[00:07:52.000 --> 00:07:57.000]  當時已經是五百三十年
[00:07:57.000 --> 00:07:59.000]  差不多九十歲
[00:07:59.000 --> 00:08:03.000]  所以你會看他一生的時候
[00:08:03.000 --> 00:08:06.000]  你看今日彈耳裏
[00:08:06.000 --> 00:08:09.000]  突然間我講到這個階段
[00:08:09.000 --> 00:08:10.000]  出現這個人物
[00:08:10.000 --> 00:08:12.000]  你說在避老時代
[00:08:12.000 --> 00:08:14.000]  那些百姓知不知道呢
[00:08:14.000 --> 00:08:16.000]  在耶路撒冷那些
[00:08:16.000 --> 00:08:17.000]  會不會彈耳裏呢
[00:08:17.000 --> 00:08:18.000]  十幾歲的少年人
[00:08:18.000 --> 00:08:19.000]  不是很熟悉他
[00:08:19.000 --> 00:08:21.000]  去到避老裏面
[00:08:21.000 --> 00:08:23.000]  一班以西傑跟他們一起避老
[00:08:23.000 --> 00:08:26.000]  住在嘉巴魯河附近的
[00:08:26.000 --> 00:08:28.000]  一班可以說是難民的人
[00:08:28.000 --> 00:08:29.000]  認不認識他呢
[00:08:29.000 --> 00:08:30.000]  就算認識他
[00:08:30.000 --> 00:08:31.000]  他會覺得
[00:08:31.000 --> 00:08:33.000]  我們每個際遇都不同
[00:08:33.000 --> 00:08:34.000]  你的際遇最好
[00:08:34.000 --> 00:08:36.000]  你去到皇宮裏面
[00:08:36.000 --> 00:08:38.000]  榮華富貴又有
[00:08:38.000 --> 00:08:40.000]  又有權又有勢
[00:08:40.000 --> 00:08:42.000]  這樣的情況
[00:08:42.000 --> 00:08:43.000]  今日來說
[00:08:43.000 --> 00:08:45.000]  我們可能很難接受這些人
[00:08:45.000 --> 00:08:48.000]  在一個民族主義裏面的情況
[00:08:48.000 --> 00:08:51.000]  就是不同
[00:08:51.000 --> 00:08:54.000]  但要看幾個先知
[00:08:54.000 --> 00:08:55.000]  彈耳裏、以西傑
[00:08:55.000 --> 00:08:57.000]  差不多同齡
[00:08:57.000 --> 00:09:01.000]  另外就是耶利米
[00:09:01.000 --> 00:09:03.000]  為什麼會提到耶利米呢
[00:09:03.000 --> 00:09:05.000]  因為耶利米曾經有預言
[00:09:05.000 --> 00:09:07.000]  說避老七十年
[00:09:07.000 --> 00:09:09.000]  他可能小時候聽過耶利米
[00:09:09.000 --> 00:09:11.000]  因為先知是很出名的
[00:09:11.000 --> 00:09:13.000]  耶利米年紀比較大
[00:09:13.000 --> 00:09:15.000]  但是耶利米沒有避老
[00:09:15.000 --> 00:09:19.000]  留在一個荒涼的地方
[00:09:19.000 --> 00:09:21.000]  但是耶利米的下場是很慘的
[00:09:21.000 --> 00:09:24.000]  因為軍王不相信他
[00:09:24.000 --> 00:09:29.000]  最後他相傳是被殺
[00:09:29.000 --> 00:09:32.000]  每個人的際遇都不同
[00:09:32.000 --> 00:09:35.000]  以西傑就在避老的裏面
[00:09:35.000 --> 00:09:40.000]  彈耳裏就在榮華富貴
[00:09:40.000 --> 00:09:43.000]  這樣看的時候
[00:09:43.000 --> 00:09:45.000]  有時候我們都會覺得
[00:09:45.000 --> 00:09:48.000]  究竟他應該怎樣做
[00:09:48.000 --> 00:09:51.000]  彈耳裏在這個情況裏面
[00:09:51.000 --> 00:09:54.000]  是不是人在江湖身不由己呢
[00:09:54.000 --> 00:09:56.000]  他是否被迫要做了
[00:09:56.000 --> 00:10:01.000]  巴比倫的神文呢
[00:10:01.000 --> 00:10:03.000]  甚至彈耳裏是被改名
[00:10:03.000 --> 00:10:04.000]  大家知不知道
[00:10:04.000 --> 00:10:06.000]  彈耳裏本身的名字是什麼意思
[00:10:06.000 --> 00:10:09.000]  神是我的審判者
[00:10:09.000 --> 00:10:13.000]  但是後來改名為「白提莎薩」
[00:10:13.000 --> 00:10:14.000]  什麼是「白提莎薩」呢
[00:10:14.000 --> 00:10:16.000]  這個就是巴比倫文的意思
[00:10:16.000 --> 00:10:17.000]  意思是什麼呢
[00:10:17.000 --> 00:10:19.000]  黃的保護者
[00:10:19.000 --> 00:10:21.000]  黃的保護者
[00:10:21.000 --> 00:10:23.000]  即是他變成是黃的人
[00:10:23.000 --> 00:10:25.000]  是屬於皇帝的人
[00:10:25.000 --> 00:10:27.000]  屬於巴比倫王的人
[00:10:27.000 --> 00:10:28.000]  黃的保護者
[00:10:28.000 --> 00:10:30.000]  改了這個名字
[00:10:30.000 --> 00:10:34.000]  所以他在宮廷裏面一生生活
[00:10:34.000 --> 00:10:36.000]  剛才說到死都在那裏
[00:10:36.000 --> 00:10:39.000]  甚至巴比倫帝國
[00:10:39.000 --> 00:10:41.000]  波斯帝國都縱容他
[00:10:41.000 --> 00:10:42.000]  那時候很老了
[00:10:42.000 --> 00:10:44.000]  都用了很多年的時間
[00:10:44.000 --> 00:10:48.000]  很榮耀地離開這個世界
[00:10:48.000 --> 00:10:51.000]  看來好像在體制裏面的人
[00:10:51.000 --> 00:10:52.000]  在建制裏面的人
[00:10:52.000 --> 00:10:55.000]  在大國裏面的人
[00:10:55.000 --> 00:10:58.000]  好像已經失去了信仰的動力
[00:10:58.000 --> 00:11:01.000]  好像根本活出不了信仰的空間
[00:11:01.000 --> 00:11:03.000]  沒有空間活出這個信仰
[00:11:03.000 --> 00:11:05.000]  是不是這樣呢
[00:11:05.000 --> 00:11:10.000]  既然是這樣
[00:11:10.000 --> 00:11:13.000]  我就將信仰拋開一邊
[00:11:13.000 --> 00:11:15.000]  好好地服侍皇帝
[00:11:15.000 --> 00:11:17.000]  成為黃的保護人
[00:11:17.000 --> 00:11:19.000]  但是你看到
[00:11:19.000 --> 00:11:21.000]  如果讀誕義理書
[00:11:21.000 --> 00:11:22.000]  他不是這樣的
[00:11:22.000 --> 00:11:24.000]  他經歷了很多艱難
[00:11:24.000 --> 00:11:26.000]  他可以夠膽說
[00:11:26.000 --> 00:11:28.000]  我不用皇帝的膳食
[00:11:28.000 --> 00:11:29.000]  試一下
[00:11:29.000 --> 00:11:32.000]  我用自己的清茶淡飯
[00:11:32.000 --> 00:11:34.000]  都可以有健壯的身體
[00:11:34.000 --> 00:11:35.000]  可以啊
[00:11:35.000 --> 00:11:36.000]  經常保守他
[00:11:36.000 --> 00:11:38.000]  當他敬拜神
[00:11:38.000 --> 00:11:41.000]  他不服從皇帝的命令的時候
[00:11:41.000 --> 00:11:42.000]  要死了
[00:11:42.000 --> 00:11:44.000]  要燒在火窯裏面
[00:11:44.000 --> 00:11:46.000]  他都能夠死不去
[00:11:46.000 --> 00:11:48.000]  後來到了波斯裏面
[00:11:48.000 --> 00:11:49.000]  他要敬拜神
[00:11:49.000 --> 00:11:51.000]  不去敬拜波斯
[00:11:51.000 --> 00:11:53.000]  當他神那樣拜
[00:11:53.000 --> 00:11:54.000]  他就是皇帝
[00:11:54.000 --> 00:11:56.000]  落在獅子坑裏面
[00:11:56.000 --> 00:11:57.000]  但是呢
[00:11:57.000 --> 00:11:59.000]  獅子好像一隻狗那樣
[00:11:59.000 --> 00:12:00.000]  很乖
[00:12:00.000 --> 00:12:01.000]  順服了
[00:12:01.000 --> 00:12:04.000]  就是誕義理又
[00:12:04.000 --> 00:12:06.000]  因為敬畏神的緣故
[00:12:06.000 --> 00:12:08.000]  每一次出死入生
[00:12:08.000 --> 00:12:10.000]  所以那個信仰
[00:12:10.000 --> 00:12:12.000]  對他來說是很重要
[00:12:12.000 --> 00:12:14.000]  雖然那個環境裏面
[00:12:14.000 --> 00:12:15.000]  周圍的人
[00:12:15.000 --> 00:12:17.000]  都沒有一個同路人在那裏
[00:12:17.000 --> 00:12:20.000]  但是他沒有自己放棄他的信仰
[00:12:20.000 --> 00:12:22.000]  這是很重要的事情
[00:12:22.000 --> 00:12:23.000]  整個環境的影響
[00:12:23.000 --> 00:12:25.000]  他都沒有放棄
[00:12:25.000 --> 00:12:28.000]  所以誕義理重要的是
[00:12:28.000 --> 00:12:29.000]  他是神的人
[00:12:29.000 --> 00:12:31.000]  他不是巴比倫王的人
[00:12:31.000 --> 00:12:33.000]  不是波斯王的人
[00:12:33.000 --> 00:12:35.000]  或者他不是
[00:12:35.000 --> 00:12:38.000]  舊有那個已經亡國的
[00:12:38.000 --> 00:12:39.000]  以色列王
[00:12:39.000 --> 00:12:41.000]  南國那個
[00:12:41.000 --> 00:12:44.000]  即是猶大國的人
[00:12:44.000 --> 00:12:45.000]  要這樣說
[00:12:45.000 --> 00:12:47.000]  當然民族是一個猶大的民族
[00:12:47.000 --> 00:12:48.000]  猶太的民族
[00:12:48.000 --> 00:12:49.000]  以色列的民族
[00:12:49.000 --> 00:12:51.000]  但是很重要的
[00:12:51.000 --> 00:12:53.000]  他的身份是在
[00:12:53.000 --> 00:12:57.000]  神那個位置裏面
[00:12:57.000 --> 00:12:59.000]  所以他自己是站在神的位置
[00:12:59.000 --> 00:13:01.000]  即是站在一個很正的位置
[00:13:01.000 --> 00:13:05.000]  無論這個世界的改變
[00:13:05.000 --> 00:13:06.000]  動盪
[00:13:06.000 --> 00:13:09.000]  國家都有興衰的時候
[00:13:09.000 --> 00:13:13.000]  甚至這個以色列國
[00:13:13.000 --> 00:13:15.000]  猶大國有亡國的時候
[00:13:15.000 --> 00:13:17.000]  他仍然是站在神的身份
[00:13:17.000 --> 00:13:19.000]  屬於神的選民
[00:13:19.000 --> 00:13:20.000]  屬於神的人
[00:13:20.000 --> 00:13:22.000]  他要知道
[00:13:22.000 --> 00:13:25.000]  這個神要站在什麼位置裏面
[00:13:25.000 --> 00:13:27.000]  更加讓他看到
[00:13:27.000 --> 00:13:31.000]  但以他自己更加清楚看到整個的局勢
[00:13:31.000 --> 00:13:34.000]  這些是神自己容許的
[00:13:34.000 --> 00:13:38.000]  既然一個耶利米有這樣的預言
[00:13:38.000 --> 00:13:39.000]  他會看到局勢
[00:13:39.000 --> 00:13:41.000]  是沒有辦法可以逆轉
[00:13:41.000 --> 00:13:44.000]  他知道他要按著神的心意
[00:13:44.000 --> 00:13:47.000]  神要安排他在皇宮
[00:13:47.000 --> 00:13:48.000]  在皇宮裏面生活
[00:13:48.000 --> 00:13:49.000]  神要安排
[00:13:49.000 --> 00:13:51.000]  你在一個難民裏面生活
[00:13:51.000 --> 00:13:54.000]  神要安排你在那個荒廢的地方
[00:13:54.000 --> 00:13:56.000]  耶路撒冷城
[00:13:56.000 --> 00:13:57.000]  生活你的生活
[00:13:57.000 --> 00:13:58.000]  就是耶利米
[00:13:58.000 --> 00:14:00.000]  就是以西結
[00:14:00.000 --> 00:14:01.000]  就是彈爾里
[00:14:01.000 --> 00:14:02.000]  大家都有不同的際遇
[00:14:02.000 --> 00:14:04.000]  但他們都是神的人
[00:14:04.000 --> 00:14:06.000]  但他們都是建立美好的見證出來
[00:14:06.000 --> 00:14:08.000]  到這個時候的時候
[00:14:08.000 --> 00:14:10.000]  這個就是避老就緣的時候
[00:14:10.000 --> 00:14:13.000]  這些先知的聲音就出來了
[00:14:13.000 --> 00:14:15.000]  人家記得耶利米所說的
[00:14:15.000 --> 00:14:18.000]  人家看到彈爾里的禱告
[00:14:18.000 --> 00:14:20.000]  他為什麼有一個禱告在那裏呢
[00:14:20.000 --> 00:14:22.000]  這個禱告不單止是自己的禱告
[00:14:22.000 --> 00:14:23.000]  是為民族禱告
[00:14:23.000 --> 00:14:26.000]  接著是流傳出來
[00:14:26.000 --> 00:14:28.000]  是讓當時的人
[00:14:28.000 --> 00:14:30.000]  可以同樣知道這個消息
[00:14:30.000 --> 00:14:32.000]  為這件事去禱告
[00:14:32.000 --> 00:14:34.000]  等一下我會講這個內容
[00:14:34.000 --> 00:14:36.000]  接著你看到
[00:14:36.000 --> 00:14:40.000]  二塞亞書的第二塞亞的信息出現了
[00:14:40.000 --> 00:14:45.000]  以西結的預言的事情又出現了
[00:14:45.000 --> 00:14:47.000]  這些先知的聲音
[00:14:47.000 --> 00:14:49.000]  就在同一時間就爆發出來了
[00:14:49.000 --> 00:14:51.000]  就讓這個民族
[00:14:51.000 --> 00:14:55.000]  能夠看到神自己的應許
[00:14:55.000 --> 00:15:05.000]  神自己對掌管世界宇宙的掌權的力量
[00:15:05.000 --> 00:15:08.000]  所以今天我們如果站在神的位置裏面
[00:15:08.000 --> 00:15:10.000]  我們所看到的東西是
[00:15:10.000 --> 00:15:12.000]  眼光更加闊更加多的
[00:15:12.000 --> 00:15:14.000]  不是看到眼前裏面
[00:15:14.000 --> 00:15:16.000]  看到可能現在疫情
[00:15:16.000 --> 00:15:17.000]  看到香港的環境
[00:15:17.000 --> 00:15:19.000]  看到股票跌到
[00:15:19.000 --> 00:15:21.000]  不知變成怎樣
[00:15:21.000 --> 00:15:23.000]  強積金已經沒有了一部分
[00:15:23.000 --> 00:15:26.000]  很多人說強積金已經沒有了
[00:15:26.000 --> 00:15:28.000]  沒有了多少個聲音
[00:15:28.000 --> 00:15:30.000]  怎樣怎樣情況
[00:15:30.000 --> 00:15:32.000]  我們是否在這些眼前的東西呢
[00:15:32.000 --> 00:15:34.000]  究竟我們的信任
[00:15:34.000 --> 00:15:36.000]  是否因為這些東西就影響到我們
[00:15:36.000 --> 00:15:38.000]  或者我們的信任是否因為政治的環境
[00:15:38.000 --> 00:15:40.000]  就已經凌駕了我們
[00:15:40.000 --> 00:15:43.000]  我們是屬於哪一種顏色的人
[00:15:43.000 --> 00:15:48.000]  我們是屬於一些政治取向的人
[00:15:48.000 --> 00:15:53.000]  我們是屬於哪一種生活一直堅持的人
[00:15:53.000 --> 00:15:57.000]  是否用一些外面的東西去
[00:15:57.000 --> 00:15:59.000]  怎樣說呢
[00:15:59.000 --> 00:16:02.000]  去塑造我們成為一個甚麼人呢
[00:16:02.000 --> 00:16:04.000]  還是我們始終
[00:16:04.000 --> 00:16:07.000]  這個信主的初心是沒有變過
[00:16:07.000 --> 00:16:09.000]  我們一直都是屬於神的人
[00:16:09.000 --> 00:16:13.000]  神讓我們這個世界變得亂亂亂都好
[00:16:13.000 --> 00:16:15.000]  神是掌管的你記住
[00:16:15.000 --> 00:16:17.000]  神是掌管
[00:16:17.000 --> 00:16:19.000]  但是最重要的是
[00:16:19.000 --> 00:16:23.000]  我們是否能夠在適當的時候
[00:16:23.000 --> 00:16:26.000]  或者我們知道神在甚麼時候
[00:16:26.000 --> 00:16:28.000]  他會有甚麼行動
[00:16:28.000 --> 00:16:30.000]  我們能夠掌握到呢
[00:16:30.000 --> 00:16:32.000]  這個禱告就是一個
[00:16:32.000 --> 00:16:34.000]  我可以說是時代的禱告
[00:16:34.000 --> 00:16:35.000]  大時代的禱告
[00:16:35.000 --> 00:16:40.000]  因為這個禱告是來自神的信息
[00:16:40.000 --> 00:16:43.000]  所以你看看他為甚麼會有一個禱告呢
[00:16:43.000 --> 00:16:48.000]  為甚麼會有禱告呢
[00:16:48.000 --> 00:16:51.000]  就是第二節
[00:16:51.000 --> 00:16:55.000]  他說我彈以你從書上得知
[00:16:55.000 --> 00:16:56.000]  第二節
[00:16:56.000 --> 00:16:58.000]  經文第二節
[00:16:58.000 --> 00:16:59.000]  從書上得知
[00:16:59.000 --> 00:17:01.000]  又說話臨到先知
[00:17:01.000 --> 00:17:03.000]  耶利米那裡
[00:17:03.000 --> 00:17:06.000]  原來他在聖經裡看到耶利米
[00:17:06.000 --> 00:17:09.000]  說耶路撒冷方良的時候
[00:17:09.000 --> 00:17:13.000]  這個大概是耶利米書25章的地方
[00:17:13.000 --> 00:17:15.000]  耶路撒25章的時候
[00:17:15.000 --> 00:17:18.000]  這個我不知道是他以前有沒有聽過
[00:17:18.000 --> 00:17:19.000]  可能小時候
[00:17:19.000 --> 00:17:22.000]  或者耶利米不是在七十年前說的
[00:17:22.000 --> 00:17:25.000]  七十年前再前一點說的情況
[00:17:25.000 --> 00:17:28.000]  所以那時候他是很小時候
[00:17:28.000 --> 00:17:30.000]  或者他聽過耶利米的人
[00:17:30.000 --> 00:17:33.000]  但是未必是親身聽到這些說話
[00:17:33.000 --> 00:17:34.000]  就算聽到
[00:17:34.000 --> 00:17:37.000]  當時全部這些說話是被禁的
[00:17:37.000 --> 00:17:39.000]  在聖經裡不准說這些說話
[00:17:39.000 --> 00:17:40.000]  怎會有這樣的情況呢
[00:17:40.000 --> 00:17:41.000]  祭司也好
[00:17:41.000 --> 00:17:42.000]  皇帝也好
[00:17:42.000 --> 00:17:43.000]  不可以說這些說話
[00:17:43.000 --> 00:17:44.000]  怎會呢
[00:17:44.000 --> 00:17:47.000]  我們怎麼會耶路撒冷城會攻陷呢
[00:17:47.000 --> 00:17:48.000]  有聖殿在那裡
[00:17:48.000 --> 00:17:50.000]  有神坐著圍皇
[00:17:50.000 --> 00:17:51.000]  怎會呢
[00:17:51.000 --> 00:17:55.000]  所以說也不可以說
[00:17:55.000 --> 00:17:59.000]  但是就算他當時沒有聽
[00:17:59.000 --> 00:18:02.000]  他看回聖經就知道
[00:18:02.000 --> 00:18:06.000]  後來耶利米也寫了一封信給被擄的人
[00:18:06.000 --> 00:18:10.000]  曾經有一個寫給被擄的人
[00:18:10.000 --> 00:18:13.000]  那邊就說為這個城投平安
[00:18:13.000 --> 00:18:16.000]  你們滿了七十年等等
[00:18:16.000 --> 00:18:18.000]  我相信彈耳你可能會知道
[00:18:18.000 --> 00:18:22.000]  因為他那時候在巴比倫做官員
