
[00:00:00.000 --> 00:00:05.820]  各位朋友 大兄姊妹 願主的平安與大家同在 祝福大家
[00:03:22.760 --> 00:03:25.760]  發現了一些地方腫起來
[00:03:25.760 --> 00:03:28.440]  一些指數不理想
[00:03:28.440 --> 00:03:31.000]  我不知道其實那個心情
[00:03:31.000 --> 00:03:33.520]  會不會都稍稍好像
[00:03:33.520 --> 00:03:36.160]  剛才我們見到那個畫面那樣
[00:03:36.160 --> 00:03:41.240]  就好像水一樣湧到自己的身上
[00:03:41.240 --> 00:03:44.440]  至周圍都沒有東西可以扶
[00:03:44.440 --> 00:03:47.040]  就掉了下海
[00:03:47.040 --> 00:03:49.040]  再叫都沒有人聽到
[00:03:49.040 --> 00:03:52.640]  剛才雖然聲量是較大聲
[00:03:52.640 --> 00:03:54.880]  但如果我們現場
[00:03:54.880 --> 00:03:58.080]  那個是令人很吃驚
[00:03:58.080 --> 00:04:04.000]  今天跟大家分享C篇46篇裏面的一些內容
[00:04:04.000 --> 00:04:07.960]  但是這個C篇裏面說的話
[00:04:07.960 --> 00:04:10.240]  其實令人覺得很奇怪
[00:04:10.240 --> 00:04:14.560]  不如我們看一下聖經裏面的內容
[00:04:14.560 --> 00:04:17.560]  我想跟大家一起去讀一讀
[00:04:17.560 --> 00:04:23.240]  C篇46篇一至三節
[00:04:23.240 --> 00:04:25.880]  就是這一段
[00:04:25.880 --> 00:04:27.640]  我們一起讀
[00:04:27.640 --> 00:04:30.600]  上帝是我們的避難所
[00:04:30.600 --> 00:04:32.000]  我們的力量
[00:04:32.000 --> 00:04:34.400]  我們患難中的幫助
[00:04:34.400 --> 00:04:36.960]  隨時隨地可得到的
[00:04:36.960 --> 00:04:39.680]  所以必須起了改變
[00:04:39.680 --> 00:04:41.440]  我們也不怕
[00:04:41.440 --> 00:04:43.960]  山須搖動到海深
[00:04:43.960 --> 00:04:45.800]  我們也不驚
[00:04:45.800 --> 00:04:48.120]  海須攀崩
[00:04:48.120 --> 00:04:50.120]  而海水翻騰
[00:04:50.120 --> 00:04:53.280]  山須因海漲而陣戰
[00:04:53.280 --> 00:04:55.760]  我們也不慌
[00:04:55.760 --> 00:05:00.120]  今天選了這個版本叫做呂鎮忠譯本
[00:05:00.120 --> 00:05:03.760]  呂牧師他譯得很好的
[00:05:03.760 --> 00:05:05.720]  所以你看字面那裏
[00:05:05.720 --> 00:05:09.360]  已經容易明白那個意思他想講什麼
[00:05:09.360 --> 00:05:12.120]  但這裏意思明白
[00:05:12.120 --> 00:05:17.240]  但是我們是很難體會到
[00:05:17.240 --> 00:05:20.120]  山起了改變
[00:05:20.120 --> 00:05:24.000]  山這樣搖動到海裏面
[00:05:24.000 --> 00:05:27.160]  還有那些翻騰的聲音
[00:05:27.160 --> 00:05:30.280]  海水也湧到自己身上
[00:05:30.280 --> 00:05:32.080]  但是他這裏說
[00:05:32.080 --> 00:05:35.280]  不怕 不驚 不慌
[00:05:35.280 --> 00:05:38.160]  其實大家覺得有沒有可能呢
[00:05:38.160 --> 00:05:44.120]  如果在2011年的八號風球裏面
[00:05:44.120 --> 00:05:46.040]  大家身處其中
[00:05:46.040 --> 00:05:49.120]  在東灣的欄杆上
[00:05:49.120 --> 00:05:52.800]  不知為何三秒鐘就掉下去
[00:05:52.800 --> 00:05:58.240]  其實當時我們幾個同學下去
[00:05:58.240 --> 00:06:03.440]  真的見到一個女孩掉下去
[00:06:03.440 --> 00:06:06.760]  不過後來她自己上得來
[00:06:06.760 --> 00:06:08.280]  她說不知道為什麼
[00:06:08.280 --> 00:06:11.920]  總之就是覺得從來都沒有見過
[00:06:11.920 --> 00:06:13.400]  那些浪那麼厲害
[00:06:13.400 --> 00:06:18.080]  浪有多少 應該是高過負塘
[00:06:18.080 --> 00:06:19.680]  想著去看看
[00:06:19.680 --> 00:06:23.280]  誰知道就好像被它吃掉了
[00:06:23.280 --> 00:06:26.280]  其實我們人生裏面都會有些經歷
[00:06:26.280 --> 00:06:28.960]  就好像這個詩篇裏面這樣講
[00:06:28.960 --> 00:06:30.240]  但是我們覺得
[00:06:30.240 --> 00:06:35.520]  其實是不是真的會不怕 不驚 不慌呢
[00:06:35.520 --> 00:06:38.280]  在我二十多歲的時候
[00:06:38.280 --> 00:06:44.120]  其實我有一個小小的發現
[00:06:44.120 --> 00:06:47.440]  某一天我發覺手這裏
[00:06:47.440 --> 00:06:53.640]  有生了十粒八粒的瘡
[00:06:53.640 --> 00:06:55.600]  大家知不知道我當時的反應是什麼
[00:06:55.600 --> 00:06:59.160]  我在家裏只有我一個人
[00:06:59.160 --> 00:07:00.120]  猜不猜得到我是
[00:07:00.120 --> 00:07:03.760]  我們當中有些兄弟姐妹可能認識我
[00:07:03.760 --> 00:07:07.880]  你覺得我會有什麼反應
[00:07:07.880 --> 00:07:08.920]  不要猜了
[00:07:08.920 --> 00:07:12.080]  我就爆哭
[00:07:12.080 --> 00:07:13.400]  爆哭
[00:07:13.400 --> 00:07:16.680]  就是失控地哭
[00:07:16.680 --> 00:07:21.040]  有些瘡在這個位置
[00:07:21.040 --> 00:07:26.120]  所以其實人之常情
[00:07:26.120 --> 00:07:28.880]  每個人的經歷不同
[00:07:28.880 --> 00:07:32.280]  我們在座有很多抗癌的勇士
[00:07:32.280 --> 00:07:35.280]  很多大英姐妹 很多朋友是抗癌勇士
[00:07:35.280 --> 00:07:38.840]  我不是經歷者
[00:07:38.840 --> 00:07:44.080]  但是在每個人其實都有些位置是害怕的
[00:07:44.080 --> 00:07:48.320]  不知為何就好像自然這樣就會哭
[00:07:48.320 --> 00:07:50.000]  自然就會害怕
[00:07:50.000 --> 00:07:52.000]  自然就會這樣慌
[00:07:52.000 --> 00:07:55.560]  所以我們今天在這個經文裏面
[00:07:55.560 --> 00:07:57.640]  其實這些是自然反應
[00:07:57.640 --> 00:08:01.240]  純有留給我們一些怎樣的說話
[00:08:01.240 --> 00:08:03.760]  是給我們有鼓勵的呢
[00:08:03.760 --> 00:08:05.000]  是不是就這樣說
[00:08:05.000 --> 00:08:06.200]  不用怕 不用怕
[00:08:06.200 --> 00:08:09.040]  就好像我兒生女兒小時候
[00:08:09.040 --> 00:08:11.040]  就帶她去商場這樣玩
[00:08:11.040 --> 00:08:14.640]  她很小 可能兩三歲
[00:08:14.640 --> 00:08:19.000]  商場其實就有些燈光這樣打下來
[00:08:19.000 --> 00:08:21.240]  她就見到自己的影
[00:08:21.240 --> 00:08:24.240]  她就很害怕 很害怕這樣
[00:08:24.240 --> 00:08:26.680]  因為在家裏是沒有見過影
[00:08:26.680 --> 00:08:30.240]  帶她去商場見到影 她就很害怕
[00:08:30.240 --> 00:08:34.640]  人之常情的很害怕 很慌 很怕
[00:08:34.640 --> 00:08:41.080]  是不是就是靠著上帝的幫助就可以不害怕呢
[00:08:41.080 --> 00:08:44.280]  我們會逐步在這個詩篇裏面
[00:08:44.280 --> 00:08:46.800]  去看看怎樣可以做到
[00:08:46.800 --> 00:08:49.600]  它這裏有個「因為」
[00:08:49.600 --> 00:08:50.920]  它這裏就說
[00:08:50.920 --> 00:08:54.240]  上帝是我們的避難所
[00:08:54.240 --> 00:08:55.880]  我們的力量
[00:08:55.880 --> 00:08:58.000]  我們患難中的幫助
[00:08:58.000 --> 00:09:01.400]  隨時隨地可得到的
[00:09:01.400 --> 00:09:02.400]  它這裏就說
[00:09:02.400 --> 00:09:05.680]  因為我們不用怕
[00:09:05.680 --> 00:09:08.880]  因為神會讓我們去避難的
[00:09:08.880 --> 00:09:10.160]  會有力量
[00:09:10.160 --> 00:09:11.840]  原來在這個經文裏面
[00:09:11.840 --> 00:09:19.400]  還有一個保障就是高麗
[00:09:19.400 --> 00:09:21.320]  這裏的詩篇
[00:09:21.320 --> 00:09:25.800]  其實是說一個類似打仗的場面
[00:09:25.800 --> 00:09:28.880]  又或者我們當中很多人
[00:09:28.880 --> 00:09:30.840]  未經過第二次世界大戰
[00:09:30.840 --> 00:09:32.080]  1940年代
[00:09:32.080 --> 00:09:35.440]  不是我們出生的年代
[00:09:35.440 --> 00:09:39.560]  但是我們有看過一些電影是說打仗的場面
[00:09:39.560 --> 00:09:42.000]  打仗有兩個攻勢
[00:09:42.000 --> 00:09:45.280]  又或者如果大家是喜歡踢球的
[00:09:45.280 --> 00:09:46.120]  有兩個攻勢
[00:09:46.120 --> 00:09:48.600]  那兩個攻勢是甚麼呢
[00:09:48.600 --> 00:09:50.960]  要有手 是不是
[00:09:50.960 --> 00:09:52.080]  要有防守
[00:09:52.080 --> 00:09:54.120]  亦都是有進攻的
[00:09:54.120 --> 00:09:56.880]  避難所 力量 高麗
[00:09:56.880 --> 00:10:01.000]  是說誰是用一個防守呢
[00:10:01.000 --> 00:10:04.680]  防守那個就是避難所
[00:10:04.680 --> 00:10:07.280]  神給了一個地方
[00:10:07.280 --> 00:10:09.520]  我們好像一個山洞
[00:10:09.520 --> 00:10:11.920]  一個避風塘
[00:10:11.920 --> 00:10:14.200]  周圍發生甚麼事
[00:10:14.200 --> 00:10:16.920]  都不會碰到我們
[00:10:16.920 --> 00:10:18.520]  這個是避難所
[00:10:18.520 --> 00:10:21.400]  有時候是用一個進攻的方式
[00:10:21.400 --> 00:10:24.560]  高麗 他這樣說就是一些堡壘
[00:10:24.560 --> 00:10:25.880]  如果我們要進攻的時候
[00:10:25.880 --> 00:10:29.800]  一些國家就會將一些城堡
[00:10:29.800 --> 00:10:31.400]  建在高的地方
[00:10:31.400 --> 00:10:33.880]  既然可以看到敵人
[00:10:33.880 --> 00:10:34.960]  亦都是可以
[00:10:34.960 --> 00:10:37.000]  如果是要發炮的時候
[00:10:37.000 --> 00:10:40.680]  就可以由高處這樣射下去
[00:10:40.680 --> 00:10:43.680]  神告訴我們
[00:10:43.680 --> 00:10:47.200]  人世間我們有弓有手
[00:10:47.200 --> 00:10:50.680]  神都有足夠給我們
[00:10:50.680 --> 00:10:55.760]  是我們的力量
[00:10:55.760 --> 00:10:58.760]  所以總結剛才一至三節
[00:10:58.760 --> 00:11:02.440]  我們可以不怕 不驚不慌
[00:11:02.440 --> 00:11:04.720]  因為上帝是我們的避難所
[00:11:04.720 --> 00:11:06.600]  力量和高麗
[00:11:06.600 --> 00:11:10.000]  甚麼是避難所和高麗呢
[00:11:10.000 --> 00:11:11.920]  神用的方法很不同
[00:11:11.920 --> 00:11:13.600]  在我人生當中
[00:11:13.600 --> 00:11:17.720]  神曾經給我
[00:11:17.720 --> 00:11:21.120]  有一個地鐵車票套
[00:11:21.120 --> 00:11:29.560]  當然當時不是那麼
[00:11:29.560 --> 00:11:33.040]  不是那麼有趣的
[00:11:33.040 --> 00:11:35.640]  不過在網上找到一些
[00:11:35.640 --> 00:11:37.280]  很有顏色的
[00:11:37.280 --> 00:11:39.160]  當時的車票套
[00:11:39.160 --> 00:11:44.640]  其實是粉紅色塑膠的車票套
[00:11:44.640 --> 00:11:46.880]  當時我有甚麼經歷呢
[00:11:46.880 --> 00:11:48.560]  剛才我有講過
[00:11:48.560 --> 00:11:52.640]  每個人去盛載的挑戰
[00:11:52.640 --> 00:11:54.120]  那類型很不同
[00:11:54.120 --> 00:11:56.280]  可能在座我們當中
[00:11:56.280 --> 00:11:59.800]  有不少癌病的病友
[00:11:59.800 --> 00:12:01.120]  對我來說
[00:12:01.120 --> 00:12:03.120]  我盛載不到
[00:12:03.120 --> 00:12:06.080]  就是在工作上
[00:12:06.080 --> 00:12:09.720]  在公司的環境裏面有不和
[00:12:09.720 --> 00:12:12.120]  我是很難接受到
[00:12:12.120 --> 00:12:14.160]  而最慘的一刻
[00:12:14.160 --> 00:12:15.800]  就不是在公司的環境
[00:12:15.800 --> 00:12:17.400]  而是在教會的環境
[00:12:17.400 --> 00:12:19.560]  我曾經有一段時間
[00:12:19.560 --> 00:12:20.640]  在一間教會裏面
[00:12:20.640 --> 00:12:22.160]  已經工作了一段日子
[00:12:22.160 --> 00:12:24.760]  但我發覺原來在教會裏面
[00:12:24.760 --> 00:12:28.040]  因為聚集了很多不開心
[00:12:28.040 --> 00:12:31.600]  於是弟兄姊妹之間
[00:12:31.600 --> 00:12:34.440]  有很大的嫌隙
[00:12:34.440 --> 00:12:35.120]  吵架
[00:12:35.120 --> 00:12:36.960]  甚至開會的時候
[00:12:36.960 --> 00:12:38.360]  是拍桌子
[00:12:38.360 --> 00:12:40.960]  我聽到為甚麼在教會裏面
[00:12:40.960 --> 00:12:42.960]  都會開會拍桌子
[00:12:42.960 --> 00:12:46.920]  即是本來教會是一個愛的地方
[00:12:46.920 --> 00:12:49.600]  但竟然會有這些事
[00:12:49.600 --> 00:12:52.560]  我當時有很大的困擾
[00:12:52.560 --> 00:12:56.600]  我不知道神會不會幫這間教會
[00:12:56.600 --> 00:13:00.320]  我不知道大家這樣的
[00:13:00.320 --> 00:13:01.680]  不單是爭執
[00:13:01.680 --> 00:13:04.440]  大家這樣互相的頂撞
[00:13:04.440 --> 00:13:07.160]  其實是否有完結
[00:13:07.160 --> 00:13:09.040]  於是我已經忘記
[00:13:09.040 --> 00:13:13.600]  當時為甚麼我會有一個地鐵車票圖
[00:13:13.600 --> 00:13:18.240]  內容是這樣寫的
[00:13:18.240 --> 00:13:20.800]  和大家一起讀好嗎
[00:13:20.800 --> 00:13:22.960]  你不要害怕
[00:13:22.960 --> 00:13:25.440]  因為我與你同在
[00:13:25.440 --> 00:13:26.800]  不要驚惶
[00:13:26.800 --> 00:13:29.000]  因為我是你的神
[00:13:29.000 --> 00:13:30.640]  我必兼顧你
[00:13:30.640 --> 00:13:32.360]  我必幫助你
[00:13:32.360 --> 00:13:36.320]  我必用我公義的右手扶持你
[00:13:36.320 --> 00:13:39.840]  我們當中有沒有朋友或弟兄姊妹聽過
[00:13:39.840 --> 00:13:40.800]  這一節的經文
[00:13:40.800 --> 00:13:42.800]  可不可以舉起你的手
[00:13:42.800 --> 00:13:45.280]  部分有聽過
[00:13:45.280 --> 00:13:50.560]  這個就是
[00:13:50.560 --> 00:13:53.600]  《以賽亞書》41章10節
[00:13:53.600 --> 00:13:55.120]  一般來說
[00:13:55.120 --> 00:13:58.640]  如果信耶穌看聖經
[00:13:58.640 --> 00:14:01.000]  很久都沒有看到《以賽亞書》
[00:14:01.000 --> 00:14:03.520]  因為是在說舊約時代
[00:14:03.520 --> 00:14:10.160]  舊約是在公元前八世紀
[00:14:10.160 --> 00:14:13.560]  我們現在是在說
[00:14:13.560 --> 00:14:15.880]  2898年前
[00:14:15.880 --> 00:14:19.200]  很少會看到這套經文
[00:14:19.200 --> 00:14:25.160]  但這套聖經神一告訴我的時候
[00:14:25.160 --> 00:14:27.440]  我的心就定下來
[00:14:27.440 --> 00:14:30.840]  不知道大家身邊有沒有一些朋友
[00:14:30.840 --> 00:14:33.560]  當你與他傾心事的時候
[00:14:33.560 --> 00:14:35.200]  你會覺得
[00:14:35.200 --> 00:14:37.880]  他們說的話真的明白我了
[00:14:37.880 --> 00:14:40.480]  他們說的話真的可以鼓勵到我
[00:14:40.480 --> 00:14:45.200]  有沒有這樣的朋友或弟兄姊妹
[00:14:45.200 --> 00:14:47.480]  少許吧
[00:14:47.480 --> 00:14:49.680]  但我想說
[00:14:49.680 --> 00:14:53.560]  當我一看到這條經文的時候
[00:14:53.560 --> 00:14:56.840]  整個說話不單是一個溫暖
[00:14:56.840 --> 00:14:59.240]  而是就像剛才我們看的那樣
[00:14:59.240 --> 00:15:02.520]  整個說話就是力量
[00:15:02.520 --> 00:15:05.520]  你不要害怕
[00:15:05.520 --> 00:15:07.880]  因為我與你同在
[00:15:07.880 --> 00:15:10.440]  我們今天在這個聚會裏
[00:15:10.440 --> 00:15:13.840]  有很多朋友都在一起
[00:15:13.840 --> 00:15:17.600]  或者前前後後都有人陪著你
[00:15:17.600 --> 00:15:19.640]  我們當中也有經歷過
[00:15:19.640 --> 00:15:22.480]  有時候我們要去看報告
[00:15:22.480 --> 00:15:23.880]  會有人陪我們
[00:15:23.880 --> 00:15:25.960]  或者去花療藥
[00:15:25.960 --> 00:15:27.280]  有人陪我們
[00:15:27.280 --> 00:15:33.760]  或者如果你在衙關的代討的網絡裏面
[00:15:33.760 --> 00:15:35.920]  臨打針之前的一兩天
[00:15:35.920 --> 00:15:42.040]  可能你會收到一些關心弟兄姊妹的電話
[00:15:42.040 --> 00:15:46.240]  但是人的關心
[00:15:46.240 --> 00:15:48.200]  是神藉著一個方式
[00:15:48.200 --> 00:15:50.200]  讓我們去體會
[00:15:50.200 --> 00:15:54.280]  我與你同在
[00:15:54.280 --> 00:16:00.560]  同在這個我們很多時候為身邊的人去祈禱
[00:16:00.560 --> 00:16:02.200]  都會這樣祈禱
[00:16:02.200 --> 00:16:09.920]  神同在對大家來說是一個怎樣的意思
[00:16:09.920 --> 00:16:13.160]  神同在 平安
[00:16:13.160 --> 00:16:15.720]  不是一個人孤零零的
[00:16:15.720 --> 00:16:18.160]  也不是在那裏叫
[00:16:18.160 --> 00:16:19.480]  沒有人聽到
[00:16:19.480 --> 00:16:23.640]  有沒有覺得神同在又代表甚麼
[00:16:23.640 --> 00:16:25.120]  愛
[00:16:25.120 --> 00:16:27.160]  神和我們是甚麼關係
[00:16:27.160 --> 00:16:32.560]  以致我們去看神與我同在是多麼重要
[00:16:32.560 --> 00:16:35.640]  我們身邊都會有一些朋友
[00:16:35.640 --> 00:16:37.960]  朋友陪著我們的時候
[00:16:37.960 --> 00:16:39.560]  我們覺得不孤單
[00:16:39.560 --> 00:16:45.560]  但是神與我們同在代表神認同我們
[00:16:45.560 --> 00:16:49.640]  在我們還未認識上帝
[00:16:49.640 --> 00:16:51.400]  未認識耶穌之前
[00:16:51.400 --> 00:16:56.440]  可能我們有想過這個世界有沒有神
[00:16:56.440 --> 00:16:57.960]  有沒有這樣想過
[00:16:57.960 --> 00:17:02.320]  這個世界應該有個造物主
[00:17:02.320 --> 00:17:03.800]  就好像我們小時候
[00:17:03.800 --> 00:17:08.600]  有沒有人怕行雷閃電
[00:17:08.600 --> 00:17:09.960]  有 是吧
[00:17:09.960 --> 00:17:11.920]  那些行雷閃電的時候
[00:17:11.920 --> 00:17:13.440]  可能自己會想
[00:17:13.440 --> 00:17:15.920]  或者不知道在哪裏聽回來
[00:17:15.920 --> 00:17:22.400]  小朋友要好好的在家裏 否則會被甚麼打
[00:17:22.400 --> 00:17:26.240]  被雷打 有沒有聽過被雷公打
[00:17:26.240 --> 00:17:28.360]  雷公是甚麼來的
[00:17:28.360 --> 00:17:33.320]  不是聖雷的伯伯阿公
[00:17:33.320 --> 00:17:35.760]  在我們生活中總之就是
[00:17:35.760 --> 00:17:38.200]  雷就有雷公
[00:17:38.200 --> 00:17:40.920]  又或者天有天神
[00:17:40.920 --> 00:17:43.640]  當我們還未認識耶穌的時候
[00:17:43.640 --> 00:17:47.840]  其實這個世界有個造物主宰
[00:17:47.840 --> 00:17:51.480]  就已經不知道為甚麼我們會聽到
[00:17:51.480 --> 00:17:53.200]  到我們慢慢尋找信仰的時候
[00:17:53.200 --> 00:17:56.400]  發覺原來這個神就是
[00:17:56.400 --> 00:17:59.840]  真神就是三一神 耶穌基督
[00:17:59.840 --> 00:18:01.400]  但是一般來說
[00:18:01.400 --> 00:18:03.880]  無論你是雷公 天神
[00:18:03.880 --> 00:18:07.560]  或者甚麼君的名字
[00:18:07.560 --> 00:18:12.080]  其實都會不會有一個觀念呢
[00:18:12.080 --> 00:18:16.360]  他們的要求很高
[00:18:16.360 --> 00:18:18.640]  他們的神
[00:18:18.640 --> 00:18:21.160]  譬如像行雷一樣
[00:18:21.160 --> 00:18:24.520]  行雷了 神發怒了
[00:18:24.520 --> 00:18:31.680]  我們要好好的拜祭祂
[00:18:31.680 --> 00:18:34.680]  其實在我們一些觀念上
[00:18:34.680 --> 00:18:39.240]  這些神明離我們很遠
[00:18:39.240 --> 00:18:41.240]  當祂一出現的時候
[00:18:41.240 --> 00:18:46.360]  祂是用一個讓我們很害怕的姿態
[00:18:46.360 --> 00:18:51.240]  又或者是當我們害怕的時候
[00:18:51.240 --> 00:18:54.120]  是害怕我們得罪了神明
[00:18:54.120 --> 00:18:56.560]  又害怕我們做了一些事
[00:18:56.560 --> 00:18:57.960]  祂不高興
[00:18:57.960 --> 00:19:01.640]  於是我們要做一些事
[00:19:01.640 --> 00:19:05.280]  神明你不要再生氣了
[00:19:05.280 --> 00:19:06.600]  我為甚麼會有這個病
[00:19:06.600 --> 00:19:09.680]  是不是這個天懲罰我
[00:19:09.680 --> 00:19:15.840]  其實這些觀念都成為了我們會害怕的原因
[00:19:15.840 --> 00:19:20.800]  而這些觀念也是撒旦魔鬼會用的方法
[00:19:20.800 --> 00:19:24.360]  令我們離開神更加遠
[00:19:24.360 --> 00:19:26.520]  但如聖經所說
[00:19:26.520 --> 00:19:32.120]  「我與你同在 神是在天上」
[00:19:32.120 --> 00:19:37.760]  但是祂願意和我們一起
[00:19:37.760 --> 00:19:44.600]  「堅離地」這個詞是甚麼時候流行的
[00:19:44.600 --> 00:19:46.920]  兩三年了
[00:19:46.920 --> 00:19:51.760]  「堅離地」是甚麼意思
[00:19:51.760 --> 00:19:52.840]  不是堅離地城
[00:19:52.840 --> 00:19:56.720]  「堅離地城」和「堅離地」在廣東話是不同的
[00:19:56.720 --> 00:20:04.400]  「堅離地」是指說話不貼比 不靠近
[00:20:04.400 --> 00:20:07.600]  除了「堅離地」
[00:20:07.600 --> 00:20:13.120]  其他神明也讓我們有一個「堅離身」
[00:20:13.120 --> 00:20:15.680]  就是要和祂有段距離
[00:20:15.680 --> 00:20:19.280]  祂也會和我們有段距離
[00:20:19.280 --> 00:20:24.400]  但是我相信基督教三一真神
[00:20:24.400 --> 00:20:28.280]  耶穌基督就是埋身的神
[00:20:28.280 --> 00:20:36.000]  祂願意和我們去面對各樣的困難
[00:20:36.000 --> 00:20:39.640]  幫助我們 堅固我們
[00:20:39.640 --> 00:20:47.360]  讓我們不要害怕 不要害怕
[00:20:47.360 --> 00:20:49.440]  這就是詩篇46篇
[00:20:49.440 --> 00:20:51.440]  剛才我們看了一至三節
[00:20:51.440 --> 00:20:57.400]  第七節和第十一節是完完全全重覆的
[00:20:57.400 --> 00:21:02.320]  詩篇一至三是一個段落
[00:21:02.320 --> 00:21:04.760]  四至七又是一個段落
[00:21:04.760 --> 00:21:06.600]  八至十一又是一個段落
[00:21:06.600 --> 00:21:08.920]  其實是想讓我們看到
[00:21:08.920 --> 00:21:12.280]  原來對於詩人來說
[00:21:12.280 --> 00:21:15.480]  「萬君之永恆主 和我們同在」
[00:21:15.480 --> 00:21:20.360]  是一個像每個段落的總結
[00:21:20.360 --> 00:21:25.920]  「神與我們同在」
[00:21:25.920 --> 00:21:27.480]  這裡是甚麼地方呢
[00:21:27.480 --> 00:21:28.280]  是不是港福堂
[00:21:28.280 --> 00:21:30.760]  有沒有人覺得是以前的港福堂
[00:21:30.760 --> 00:21:32.560]  可以舉手嗎
[00:21:32.560 --> 00:21:33.600]  不是港福堂
[00:21:33.600 --> 00:21:38.200]  其實只是我網上比較隨意找的一個地方
[00:21:38.200 --> 00:21:43.160]  類似我之前回教會的禮堂
[00:21:43.160 --> 00:21:47.480]  其實沒有這些的
[00:21:47.480 --> 00:21:50.160]  港台也好像港福堂這個
[00:21:50.160 --> 00:21:52.360]  是木啡色的 不是白色的
[00:21:52.360 --> 00:21:55.040]  但我想說就是這個地方
[00:21:55.040 --> 00:21:56.600]  我曾經有一段時間
[00:21:56.600 --> 00:22:00.080]  教會不是大奸的教會
[00:22:00.080 --> 00:22:07.280]  我是有鎖匙可以進去一個禮堂
[00:22:07.280 --> 00:22:10.520]  剛才我說在那個經歷裡面
[00:22:10.520 --> 00:22:12.920]  我好幾次放了工之後
[00:22:12.920 --> 00:22:17.360]  我就放工了 即是六點多鐘
[00:22:17.360 --> 00:22:23.000]  就去到教會跪在那裡去祈禱
[00:22:23.000 --> 00:22:27.200]  我們當中也有不少朋友有祈禱的
