
[00:00:00.000 --> 00:00:03.540]  聖靈是時常與我們同在的
[00:03:01.520 --> 00:03:03.820]  那但又沒有聊到天
[00:03:03.820 --> 00:03:07.580]  那第二天如常了,第三天如常了,第四天如常了
[00:03:07.580 --> 00:03:10.000]  但心裏面這個感動呢,又
[00:03:10.000 --> 00:03:13.300]  哇,真是很想,原來有感動來呢
[00:03:13.300 --> 00:03:14.680]  未必做得到的
[00:03:14.680 --> 00:03:19.200]  還有要做呢,有時要花點力
[00:03:19.200 --> 00:03:22.520]  特別一些事呢,好像你很久沒有做,或者是
[00:03:22.520 --> 00:03:24.840]  要做得好,要有力
[00:03:24.840 --> 00:03:27.920]  那就滴起心肝了,煮一下
[00:03:27.920 --> 00:03:31.400]  既然要跟他聊聊天,滴起心肝就做吧
[00:03:31.400 --> 00:03:34.440]  那我就沒甚麼懂的,只懂得
[00:03:34.440 --> 00:03:36.580]  我自己煮一兩道菜
[00:03:36.580 --> 00:03:39.240]  那我覺得好吃的,那就行了
[00:03:39.240 --> 00:03:43.200]  那就一晚回家了,煮了兩道好菜
[00:03:43.200 --> 00:03:45.640]  哎呀,你吃飯了,說明了
[00:03:45.640 --> 00:03:48.280]  吃飯的時候,我們要聊聊天
[00:03:48.280 --> 00:03:51.920]  那他不知道有沒有壓力
[00:03:52.240 --> 00:03:54.160]  那我說得很溫柔的
[00:03:54.160 --> 00:03:56.080]  那在吃飯的時候呢
[00:03:56.080 --> 00:03:57.720]  就真的聊天了
[00:03:57.720 --> 00:04:00.240]  那我也預備了一些
[00:04:00.240 --> 00:04:02.520]  即是講稿的
[00:04:02.520 --> 00:04:05.680]  兩點而已,兩大點而已
[00:04:05.680 --> 00:04:08.360]  一定要聊這兩個情況
[00:04:08.360 --> 00:04:11.000]  那他一邊吃,一邊吃,大家一邊吃的時候呢
[00:04:11.000 --> 00:04:12.840]  我也覺得聊得來
[00:04:12.840 --> 00:04:14.360]  他也有一些回應
[00:04:14.360 --> 00:04:17.520]  那我就覺得有一些反應,大家都有一些交流
[00:04:17.520 --> 00:04:20.200]  心裏面就很舒暢
[00:04:20.200 --> 00:04:22.360]  也很開心
[00:04:22.360 --> 00:04:24.800]  那也希望大家都有些改變
[00:04:24.800 --> 00:04:27.640]  不單是他,我也有一些改變
[00:04:27.640 --> 00:04:30.040]  那我就發現,原來
[00:04:30.040 --> 00:04:32.400]  聖靈會經常與我們同在
[00:04:32.400 --> 00:04:34.720]  是會感動我們的,真的
[00:04:34.720 --> 00:04:37.800]  特別是美善的事,是聖靈感動我們
[00:04:37.800 --> 00:04:40.360]  但是,做不做得出來呢
[00:04:40.360 --> 00:04:43.960]  就真的要考甚麼,都要考一下我們的力
[00:04:43.960 --> 00:04:47.840]  考一下我們的順服的程度
[00:04:48.080 --> 00:04:51.000]  而我猜,我們是
[00:04:51.000 --> 00:04:54.240]  很想做聖靈要我們做的事
[00:04:54.240 --> 00:04:57.480]  是不是,剛才妙兒有一句
[00:04:57.480 --> 00:04:59.640]  我們心裏面的美善
[00:04:59.640 --> 00:05:01.920]  是,其實是很想出來的
[00:05:01.920 --> 00:05:06.040]  做到呢,我們是很開心的,是不是
[00:05:06.040 --> 00:05:09.480]  所以,藉著這聖經,第一點我想講的就是
[00:05:09.480 --> 00:05:14.160]  我們原本,其實已經是決定要走聖靈的路了
[00:05:15.120 --> 00:05:18.320]  在聖經裏面,第24節和25節
[00:05:18.320 --> 00:05:20.920]  保羅這樣講,一起讀嘛
[00:05:20.920 --> 00:05:23.360]  如果你讀到,讀不到,我讀給你聽
[00:05:23.360 --> 00:05:25.800]  「凡屬基督耶穌的人
[00:05:25.800 --> 00:05:30.640]  是已經把肉體,連肉體的邪情私慾
[00:05:30.640 --> 00:05:33.080]  銅釘在十字架上
[00:05:33.080 --> 00:05:36.320]  我們若是靠聖靈得生
[00:05:36.320 --> 00:05:39.320]  就當靠聖靈行事」
[00:05:39.320 --> 00:05:40.920]  行,謝謝
[00:05:40.920 --> 00:05:42.840]  這裏說已經
[00:05:42.840 --> 00:05:45.720]  其實保羅在講一班弟兄姊妹
[00:05:45.720 --> 00:05:48.520]  是已經做了一個決定的了
[00:05:48.520 --> 00:05:52.520]  這個已經,相信是在他們受洗的時間
[00:05:52.520 --> 00:05:54.520]  信耶穌的時間
[00:05:54.520 --> 00:05:56.520]  已經做了這個決定的了
[00:05:56.520 --> 00:06:00.440]  就是要決定將自己的身體和邪情私慾
[00:06:00.440 --> 00:06:02.440]  說這個身體是好的
[00:06:02.440 --> 00:06:06.680]  他是在講那個罪的情慾
[00:06:06.680 --> 00:06:08.680]  那個敗壞的身體
[00:06:08.680 --> 00:06:14.040]  罪惡,原罪,罪惡整個人的情況
[00:06:14.040 --> 00:06:16.600]  已經釘在十字架上了
[00:06:16.600 --> 00:06:19.160]  釘的意思是一個否定
[00:06:19.160 --> 00:06:22.160]  就是說死了,否定,不要的了
[00:06:22.160 --> 00:06:23.160]  要改的了
[00:06:23.160 --> 00:06:25.160]  加上一個決定
[00:06:25.160 --> 00:06:29.160]  亦都願意降伏在釘上十字架的那位耶穌
[00:06:29.160 --> 00:06:33.960]  這些決定在信耶穌,在洗禮的時候是定了的了
[00:06:33.960 --> 00:06:36.960]  以致我們靠聖靈得生
[00:06:36.960 --> 00:06:41.960]  是明白聖靈是我們因信的時候
[00:06:41.960 --> 00:06:42.960]  是叫我們重生的
[00:06:42.960 --> 00:06:44.960]  而我們整個生命呢
[00:06:44.960 --> 00:06:46.960]  因著這個願意釘呢
[00:06:46.960 --> 00:06:48.960]  是有一個質的變化
[00:06:48.960 --> 00:06:50.960]  因為變了質嘛
[00:06:50.960 --> 00:06:52.960]  聖靈進來就變了質,多了一些質
[00:06:52.960 --> 00:06:54.960]  這個質的變化
[00:06:54.960 --> 00:06:56.960]  是內在我們裏面
[00:06:56.960 --> 00:06:58.960]  而我們都知道聖靈是在我們裏面
[00:06:58.960 --> 00:07:01.960]  維持我們生生命的那個聖靈
[00:07:01.960 --> 00:07:03.960]  一個新的生命
[00:07:03.960 --> 00:07:05.960]  是他在裏面維持我們的
[00:07:05.960 --> 00:07:07.960]  我們都很明白
[00:07:07.960 --> 00:07:10.960]  所以說,當靠聖靈行事
[00:07:10.960 --> 00:07:13.960]  既然是這樣相信,這樣決定,這樣願意呢
[00:07:13.960 --> 00:07:16.960]  就是當靠聖靈行事
[00:07:16.960 --> 00:07:18.960]  越做人越久呢,就很明白
[00:07:18.960 --> 00:07:20.960]  不是靠自己
[00:07:20.960 --> 00:07:22.960]  是要靠聖靈
[00:07:22.960 --> 00:07:26.960]  以致我們能夠做到心裏面很想做的事
[00:07:26.960 --> 00:07:29.960]  而保羅就說,凡屬於耶穌基督的人
[00:07:29.960 --> 00:07:33.960]  屬於是相信耶穌
[00:07:33.960 --> 00:07:35.960]  然後是跟隨耶穌
[00:07:35.960 --> 00:07:39.960]  有耶穌,有聖靈在本質裏面改變我們這個生命
[00:07:39.960 --> 00:07:42.960]  一個這樣的人呢,就會這樣了
[00:07:42.960 --> 00:07:44.960]  我們是這樣相信耶穌的嗎?
[00:07:44.960 --> 00:07:46.960]  是不是?
[00:07:46.960 --> 00:07:48.960]  我們洗禮的時候都是這樣洗禮的嘛
[00:07:48.960 --> 00:07:50.960]  一路信主,一路信主
[00:07:50.960 --> 00:07:52.960]  我們都是這樣認定的嘛
[00:07:52.960 --> 00:07:57.960]  其實我們是很想走在聖靈的路裏面的
[00:07:57.960 --> 00:07:59.960]  是不是?
[00:07:59.960 --> 00:08:01.960]  這是我們心裏面想的
[00:08:01.960 --> 00:08:03.960]  你去旁邊那裏講一下,問他想不想
[00:08:03.960 --> 00:08:05.960]  是不是?
[00:08:05.960 --> 00:08:07.960]  你說我很想,其實真的很想
[00:08:07.960 --> 00:08:09.960]  是不是?很想,很想
[00:08:09.960 --> 00:08:13.960]  我初信主的時候其實不是這樣的
[00:08:13.960 --> 00:08:15.960]  是想而已,上天堂而已
[00:08:15.960 --> 00:08:18.960]  以致剔了一個決字表
[00:08:18.960 --> 00:08:20.960]  不過主的恩典很好
[00:08:20.960 --> 00:08:22.960]  一路成長,成長
[00:08:22.960 --> 00:08:25.960]  咦,讓我發現這些經文的意思
[00:08:25.960 --> 00:08:27.960]  屬靈裏面就成長了
[00:08:27.960 --> 00:08:32.960]  我不知道大家信耶穌的想法是怎樣
[00:08:32.960 --> 00:08:34.960]  當然我們這裏是信耶穌很久了
[00:08:34.960 --> 00:08:37.960]  也有些是初信,或者信了沒多久
[00:08:37.960 --> 00:08:40.960]  我們一定是有一個這樣的決定,想法
[00:08:40.960 --> 00:08:42.960]  就是我信耶穌,我洗禮
[00:08:42.960 --> 00:08:44.960]  我繼續走在耶穌裏面
[00:08:44.960 --> 00:08:48.960]  我是很想跟聖靈
[00:08:48.960 --> 00:08:50.960]  這個決定是要有的
[00:08:50.960 --> 00:08:53.960]  如果我們未曾作過這樣的決定
[00:08:53.960 --> 00:08:55.960]  我們要作這個決定
[00:08:55.960 --> 00:08:57.960]  起碼在理性上,感性上,情感上
[00:08:57.960 --> 00:08:59.960]  在靈裏面先作這個決定
[00:08:59.960 --> 00:09:02.960]  以致到聖靈來的時候
[00:09:02.960 --> 00:09:05.960]  這個決定就是那個戒指
[00:09:05.960 --> 00:09:07.960]  一個納若的戒指
[00:09:07.960 --> 00:09:11.960]  在我們當中非常之重要
[00:09:11.960 --> 00:09:13.960]  但是呢
[00:09:13.960 --> 00:09:15.960]  整段聖經在說
[00:09:15.960 --> 00:09:17.960]  這個決定做了
[00:09:17.960 --> 00:09:19.960]  但是是不是一勞永逸
[00:09:19.960 --> 00:09:22.960]  我們就可以跟聖靈而走呢?
[00:09:22.960 --> 00:09:24.960]  大家都知道不是
[00:09:24.960 --> 00:09:26.960]  否則保羅也不需要這樣寫
[00:09:26.960 --> 00:09:29.960]  而當你要跟聖靈走的時候
[00:09:29.960 --> 00:09:33.960]  我們身體裏面的情慾
[00:09:33.960 --> 00:09:36.960]  必定會抓住你不放
[00:09:36.960 --> 00:09:37.960]  是不是?
[00:09:37.960 --> 00:09:39.960]  你說跟聖靈,OK
[00:09:39.960 --> 00:09:41.960]  好的,沒錯
[00:09:41.960 --> 00:09:43.960]  但是裏面的情慾
[00:09:43.960 --> 00:09:45.960]  整段聖經在說
[00:09:45.960 --> 00:09:47.960]  是會抓住你不放
[00:09:47.960 --> 00:09:50.960]  所以,當你要跟聖靈行的時候
[00:09:50.960 --> 00:09:55.960]  你必定要跟你的情慾爭鬥一下
[00:09:55.960 --> 00:09:57.960]  爭戰一下
[00:09:57.960 --> 00:09:59.960]  聖經提到,保羅提到
[00:09:59.960 --> 00:10:01.960]  第十七節
[00:10:01.960 --> 00:10:04.960]  情慾的事是顯然易見的
[00:10:04.960 --> 00:10:07.960]  是不是很顯然易見?
[00:10:07.960 --> 00:10:09.960]  也不是吧
[00:10:09.960 --> 00:10:11.960]  不能讓人看見的
[00:10:11.960 --> 00:10:13.960]  情慾是很闊的
[00:10:13.960 --> 00:10:17.960]  這裏提到有四個範疇
[00:10:17.960 --> 00:10:18.960]  講到情慾
[00:10:18.960 --> 00:10:20.960]  其實你會看到
[00:10:20.960 --> 00:10:23.960]  整個社會,其實這些是正在彰顯的
[00:10:23.960 --> 00:10:25.960]  整個社會,有人的地方
[00:10:25.960 --> 00:10:27.960]  正在彰顯
[00:10:27.960 --> 00:10:30.960]  第一,他提到性慾
[00:10:30.960 --> 00:10:32.960]  性的滿足
[00:10:32.960 --> 00:10:35.960]  他提到奸淫
[00:10:35.960 --> 00:10:39.960]  你看看這個社會是不是都很普遍
[00:10:39.960 --> 00:10:43.960]  婚外情,我們十幾二十年前說好像很特別
[00:10:43.960 --> 00:10:46.960]  但是現在已經很普遍
[00:10:46.960 --> 00:10:48.960]  好像在我們隔離左右
[00:10:48.960 --> 00:10:50.960]  工作間等等
[00:10:50.960 --> 00:10:52.960]  都很普遍
[00:10:52.960 --> 00:10:54.960]  這些是奸淫的事情
[00:10:54.960 --> 00:10:57.960]  另外,講到污穢
[00:10:57.960 --> 00:10:59.960]  如果講到性的上面
[00:10:59.960 --> 00:11:04.960]  很多種多元性的性關係都很普遍
[00:11:04.960 --> 00:11:05.960]  是不是
[00:11:05.960 --> 00:11:07.960]  不單止講男同男,女同女
[00:11:07.960 --> 00:11:09.960]  現在是講多個人
[00:11:09.960 --> 00:11:10.960]  是不是
[00:11:10.960 --> 00:11:13.960]  或者是很多性的扭曲等等
[00:11:13.960 --> 00:11:17.960]  希望立法可以確保這些事情
[00:11:17.960 --> 00:11:20.960]  是不會被歧視等等
[00:11:20.960 --> 00:11:22.960]  社會是這樣
[00:11:22.960 --> 00:11:23.960]  邪道
[00:11:23.960 --> 00:11:24.960]  怎麼想呢
[00:11:24.960 --> 00:11:26.960]  都可以很闊的
[00:11:26.960 --> 00:11:28.960]  整個的媒體
[00:11:28.960 --> 00:11:30.960]  情慾的媒體的氾濫
[00:11:30.960 --> 00:11:33.960]  其實你會見到很多這樣的事情
[00:11:33.960 --> 00:11:35.960]  社會讓我們見到
[00:11:35.960 --> 00:11:39.960]  情慾是無底線的
[00:11:39.960 --> 00:11:41.960]  可以真的無底線
[00:11:41.960 --> 00:11:43.960]  而且沒有人怪責
[00:11:43.960 --> 00:11:45.960]  另外第二種的範疇
[00:11:45.960 --> 00:11:48.960]  本來提到是一個宗教信仰
[00:11:48.960 --> 00:11:49.960]  拜偶像
[00:11:49.960 --> 00:11:51.960]  當時的文化
[00:11:51.960 --> 00:11:52.960]  拜偶像背後
[00:11:52.960 --> 00:11:54.960]  進去可能是有妙技
[00:11:54.960 --> 00:11:56.960]  要做一些性的關係再拜
[00:11:56.960 --> 00:11:59.960]  所以都是一種有淫亂的事情
[00:11:59.960 --> 00:12:01.960]  但是原來看到拜偶像
[00:12:01.960 --> 00:12:03.960]  拜另外一個神,假神
[00:12:03.960 --> 00:12:07.960]  都是和情感的欲念有關
[00:12:07.960 --> 00:12:09.960]  應該是拜真神
[00:12:09.960 --> 00:12:10.960]  人的情感是需要的
[00:12:10.960 --> 00:12:11.960]  在情操上是需要的
[00:12:11.960 --> 00:12:13.960]  不過找不到真神
[00:12:13.960 --> 00:12:14.960]  什麼都拜一下
[00:12:14.960 --> 00:12:17.960]  石頭,水,火,山都可以拜一下
[00:12:17.960 --> 00:12:20.960]  上個星期我走過紅磡
[00:12:20.960 --> 00:12:21.960]  坐車走過紅磡
[00:12:21.960 --> 00:12:23.960]  很塞車
[00:12:23.960 --> 00:12:24.960]  很多人
[00:12:24.960 --> 00:12:27.960]  原來當中有一間觀音廟
[00:12:27.960 --> 00:12:29.960]  剛剛叫做什麼
[00:12:29.960 --> 00:12:32.960]  觀音借庫,要開始借錢
[00:12:32.960 --> 00:12:34.960]  那些人又還錢,又借錢
[00:12:34.960 --> 00:12:36.960]  寫個人馬,又買東西,又燒
[00:12:36.960 --> 00:12:37.960]  很多人
[00:12:37.960 --> 00:12:39.960]  這裡是拜偶像
[00:12:39.960 --> 00:12:41.960]  另外邪術
[00:12:41.960 --> 00:12:43.960]  香港都很多占卜
[00:12:43.960 --> 00:12:45.960]  通靈,文迷
[00:12:45.960 --> 00:12:48.960]  這些事情都是很普遍
[00:12:48.960 --> 00:12:50.960]  異端
[00:12:50.960 --> 00:12:53.960]  很多異端陸續發生
[00:12:53.960 --> 00:12:57.960]  第三種就是人際關係的情慾
[00:12:57.960 --> 00:13:00.960]  這裡提到仇恨
[00:13:00.960 --> 00:13:02.960]  這個社會仇恨多不多
[00:13:02.960 --> 00:13:03.960]  你見到的
[00:13:03.960 --> 00:13:05.960]  國際性都有
[00:13:05.960 --> 00:13:07.960]  基督徒被人仇恨很厲害
[00:13:07.960 --> 00:13:09.960]  社會上都很多仇恨
[00:13:09.960 --> 00:13:10.960]  爭鬥
[00:13:10.960 --> 00:13:11.960]  爭勁呢
[00:13:11.960 --> 00:13:13.960]  多不多
[00:13:13.960 --> 00:13:14.960]  都很多
[00:13:14.960 --> 00:13:17.960]  現在講起爭勁
[00:13:17.960 --> 00:13:18.960]  講起我們的家庭
[00:13:18.960 --> 00:13:19.960]  我們小朋友讀書
[00:13:19.960 --> 00:13:21.960]  都很多爭勁
[00:13:21.960 --> 00:13:23.960]  贏在起跑線已經一條
[00:13:23.960 --> 00:13:25.960]  開始爭勁的路
[00:13:25.960 --> 00:13:27.960]  十幾二十年前開始
[00:13:27.960 --> 00:13:29.960]  爭到現在
[00:13:29.960 --> 00:13:31.960]  目標導向
[00:13:31.960 --> 00:13:34.960]  帶領著整個家庭
[00:13:34.960 --> 00:13:37.960]  小朋友兩歲就開始目標導向
[00:13:37.960 --> 00:13:39.960]  兩歲就要起跑
[00:13:39.960 --> 00:13:41.960]  其實這些都是講我們的爭勁
[00:13:41.960 --> 00:13:42.960]  顯然易見
[00:13:42.960 --> 00:13:44.960]  其實是反映出來的
[00:13:44.960 --> 00:13:45.960]  另外
[00:13:45.960 --> 00:13:47.960]  忌恨,惱怒,結黨
[00:13:47.960 --> 00:13:48.960]  很多
[00:13:48.960 --> 00:13:50.960]  圍標的事情
[00:13:50.960 --> 00:13:52.960]  欺凌的事情
[00:13:52.960 --> 00:13:53.960]  其實我們見到
[00:13:53.960 --> 00:13:54.960]  紛爭
[00:13:54.960 --> 00:13:56.960]  剛剛昨天立法會都通過
[00:13:56.960 --> 00:13:58.960]  前天還是昨天
[00:13:58.960 --> 00:14:00.960]  很混亂地通過
[00:14:00.960 --> 00:14:03.960]  追加高鐵169億的撥款
[00:14:03.960 --> 00:14:04.960]  是不是?
[00:14:04.960 --> 00:14:06.960]  很多紛爭在當中
[00:14:06.960 --> 00:14:07.960]  等等
[00:14:07.960 --> 00:14:09.960]  是不是顯然易見?
[00:14:09.960 --> 00:14:11.960]  其實想想真的顯然易見
[00:14:11.960 --> 00:14:13.960]  第四樣就是
[00:14:13.960 --> 00:14:15.960]  都顯然易見的
[00:14:15.960 --> 00:14:17.960]  和我和你都要面對的
[00:14:17.960 --> 00:14:18.960]  就是
[00:14:18.960 --> 00:14:20.960]  飲食的節制
[00:14:20.960 --> 00:14:24.960]  這裡提到醉酒和謊言
[00:14:24.960 --> 00:14:26.960]  醉酒謊言
[00:14:26.960 --> 00:14:30.960]  在香港社會是很普遍的事情
[00:14:30.960 --> 00:14:33.960]  不要以為這些是很虛無縹緲的事情
[00:14:33.960 --> 00:14:35.960]  整個社會的事情
[00:14:35.960 --> 00:14:37.960]  但其實想想在我們自己
[00:14:37.960 --> 00:14:38.960]  咦?
[00:14:38.960 --> 00:14:40.960]  其實都是和我們在講的
[00:14:40.960 --> 00:14:42.960]  和我們教會群體
[00:14:42.960 --> 00:14:44.960]  和我們個人
[00:14:44.960 --> 00:14:46.960]  在講這些事情
