
[00:00:00.000 --> 00:00:03.440]  保羅和爾弗所教會有特殊的關係
[00:06:22.360 --> 00:06:24.120]  你就不理那些人
[00:06:24.120 --> 00:06:26.880]  如果你的小朋友在煮飯的時候不舒服
[00:06:26.880 --> 00:06:27.960]  要送入醫院
[00:06:27.960 --> 00:06:30.840]  那你都應該會放棄那餐飯送他入醫院
[00:06:30.840 --> 00:06:32.440]  而不是說我現在煮飯
[00:06:32.440 --> 00:06:33.800]  我煮飯你不要騷擾我
[00:06:33.800 --> 00:06:35.960]  你有甚麼事你自己解決
[00:06:35.960 --> 00:06:38.120]  你要等我完成了我的責任
[00:06:38.120 --> 00:06:39.400]  你不會這樣的
[00:06:39.400 --> 00:06:41.000]  你煮一餐飯都是為了他好
[00:06:41.000 --> 00:06:41.880]  為了他要吃
[00:06:41.880 --> 00:06:42.880]  但是他吃不到
[00:06:42.880 --> 00:06:43.680]  他生病了
[00:06:43.680 --> 00:06:45.000]  他要入醫院
[00:06:45.000 --> 00:06:46.720]  那你當然要送他入醫院
[00:06:46.720 --> 00:06:49.760]  你不會將煮飯蓋過了
[00:06:49.760 --> 00:06:52.080]  你接受了這個使命或這個責任
[00:06:52.080 --> 00:06:54.400]  但你不會將這件事變成
[00:06:54.400 --> 00:06:58.160]  高於你對你家人的關心
[00:06:58.160 --> 00:06:59.520]  雖然在正常的情況下
[00:06:59.520 --> 00:07:02.480]  你的關心是透過你煮飯表達出來
[00:07:02.480 --> 00:07:03.920]  但是在特殊的情況下
[00:07:03.920 --> 00:07:05.200]  可能你送他入醫院
[00:07:05.200 --> 00:07:06.600]  是更加重要的時候
[00:07:06.600 --> 00:07:11.560]  你就可以放下你煮飯這個工作
[00:07:11.560 --> 00:07:15.200]  所以保羅認為他建立已婚所教會
[00:07:15.200 --> 00:07:16.800]  是上帝要他去做的
[00:07:16.800 --> 00:07:18.320]  他又很樂意去做的
[00:07:18.320 --> 00:07:20.080]  但是在適當的時候
[00:07:20.080 --> 00:07:21.640]  他又會走
[00:07:21.640 --> 00:07:22.800]  他又會放下
[00:07:22.800 --> 00:07:26.480]  因為他知道耶穌基督要他去耶路撒冷
[00:07:26.480 --> 00:07:28.960]  要他去做更加重要要做的事情
[00:07:28.960 --> 00:07:30.920]  他不是看不起這個教會
[00:07:30.920 --> 00:07:33.160]  他不是藐視這個教會
[00:07:33.160 --> 00:07:34.560]  他不是不關心這個教會
[00:07:34.560 --> 00:07:37.320]  要是他根本就不需要叫這些長老來
[00:07:37.320 --> 00:07:41.160]  跟他們講這一段臨別贈言
[00:07:41.160 --> 00:07:44.120]  但是他覺得這件事是需要的
[00:07:44.120 --> 00:07:46.040]  但是他有更需要的要去做
[00:07:46.040 --> 00:07:47.280]  今天的教會
[00:07:47.280 --> 00:07:51.440]  我們是要去順從耶穌的吩咐
[00:07:51.440 --> 00:07:55.200]  我們要常常來到神的面前去尋求
[00:07:55.200 --> 00:07:57.520]  不斷地重新去肯定
[00:07:57.520 --> 00:08:00.800]  我們在做的事情是不是耶穌的吩咐
[00:08:00.800 --> 00:08:02.800]  如果是的話我們繼續去做
[00:08:02.800 --> 00:08:04.320]  但是我們知道
[00:08:04.320 --> 00:08:05.560]  我們做這些事情
[00:08:05.560 --> 00:08:08.160]  是因為我們去順從耶穌的吩咐
[00:08:08.160 --> 00:08:10.320]  而不是因為這些事情是很大的
[00:08:10.320 --> 00:08:12.120]  這些事情是最重要的
[00:08:12.120 --> 00:08:14.520]  而是因為順從是最重要的
[00:08:14.520 --> 00:08:16.440]  而當我們願意順從的時候
[00:08:16.440 --> 00:08:17.400]  我們就繼續做
[00:08:17.400 --> 00:08:20.040]  但是如果上帝有新的引導
[00:08:20.040 --> 00:08:22.880]  有新的方向給我們的時候
[00:08:22.880 --> 00:08:25.320]  我們也是要順從的
[00:08:25.320 --> 00:08:30.040]  因為順從耶穌的引導是最重要的
[00:08:30.040 --> 00:08:31.840]  保羅所以他就走了
[00:08:31.840 --> 00:08:34.560]  他就將責任交給這些已忽所長老
[00:08:34.560 --> 00:08:36.040]  要他們做什麼呢?
[00:08:36.040 --> 00:08:39.640]  基本上只有他說要他們做的事情
[00:08:39.640 --> 00:08:40.920]  就是二十八節
[00:08:40.920 --> 00:08:43.160]  聖靈納你們做全群的監督
[00:08:43.160 --> 00:08:44.680]  你們就當為自己謹慎
[00:08:44.680 --> 00:08:47.960]  也要為全群謹慎
[00:08:47.960 --> 00:08:49.280]  牧養神的教會
[00:08:49.280 --> 00:08:51.800]  就是他用自己的血買來的
[00:08:51.800 --> 00:08:55.040]  所以保羅是將牧養教會的責任
[00:08:55.040 --> 00:08:58.480]  來交給這些長老
[00:08:58.480 --> 00:09:00.360]  意思是什麼呢?
[00:09:00.360 --> 00:09:02.360]  是不是將教會掃得乾淨一點
[00:09:02.360 --> 00:09:04.800]  將教會裝修得漂亮一點呢?
[00:09:04.800 --> 00:09:07.240]  保羅在這裡其實不斷地說
[00:09:07.240 --> 00:09:09.160]  牧養教會對他來說
[00:09:09.160 --> 00:09:11.760]  就是做教導的工作
[00:09:11.760 --> 00:09:14.200]  因為保羅自己在已忽所
[00:09:14.200 --> 00:09:15.520]  他在這裡最重視
[00:09:15.520 --> 00:09:16.960]  他不停地提到的
[00:09:16.960 --> 00:09:19.000]  就是做教導的工作
[00:09:19.000 --> 00:09:22.000]  包括在第二十節那裡說
[00:09:22.000 --> 00:09:24.000]  你們知道凡是你們有益的事情
[00:09:24.000 --> 00:09:26.280]  我沒有一樣避諱不說的
[00:09:26.280 --> 00:09:28.080]  在眾人面前或在個人家裡
[00:09:28.080 --> 00:09:30.120]  我都教導你們
[00:09:30.120 --> 00:09:32.280]  做教導的工作
[00:09:32.280 --> 00:09:38.200]  而且在第二十五節
[00:09:38.200 --> 00:09:40.240]  我素嘗在你們中間來往
[00:09:40.240 --> 00:09:43.400]  全港神國的道
[00:09:43.400 --> 00:09:44.480]  這是保羅做的
[00:09:44.480 --> 00:09:45.760]  教導的工作
[00:09:45.760 --> 00:09:48.800]  全港神國的道
[00:09:48.800 --> 00:09:50.440]  第二十七節再提
[00:09:50.440 --> 00:09:51.600]  因為神的旨意
[00:09:51.600 --> 00:09:55.240]  我沒有一樣避諱不傳給你們的
[00:09:55.240 --> 00:09:57.960]  將神的旨意傳給教會的人
[00:09:57.960 --> 00:10:00.320]  做教導的工作
[00:10:00.320 --> 00:10:03.040]  所以接著保羅就說
[00:10:03.040 --> 00:10:04.600]  三十一節那裡說
[00:10:04.600 --> 00:10:06.400]  你們應該紀念我三年之久
[00:10:06.400 --> 00:10:09.760]  就不住流淚勸戒你們國人
[00:10:09.760 --> 00:10:14.240]  勸戒教會的人做教導的工作
[00:10:14.240 --> 00:10:17.640]  如今我將你們交託神和祂恩惠的道
[00:10:17.640 --> 00:10:19.120]  這個道能夠建立你們
[00:10:19.120 --> 00:10:21.920]  叫你們一切和一切誠誠的人
[00:10:21.920 --> 00:10:23.440]  同德基業
[00:10:23.440 --> 00:10:25.040]  保羅在這裡不斷說
[00:10:25.040 --> 00:10:28.200]  他在二七所教會做的是教導的工作
[00:10:28.200 --> 00:10:29.560]  教導上帝的道
[00:10:29.560 --> 00:10:30.840]  將上帝的旨意
[00:10:30.840 --> 00:10:31.680]  將神的旨意
[00:10:31.680 --> 00:10:33.600]  將神的心意告訴別人
[00:10:33.600 --> 00:10:35.200]  這個就是教會
[00:10:35.200 --> 00:10:36.880]  或者我們說牧羊教會
[00:10:36.880 --> 00:10:39.760]  最重要要做的事情
[00:10:39.760 --> 00:10:41.400]  換句話說我們來到教會
[00:10:41.400 --> 00:10:43.720]  就是學習上帝的道
[00:10:43.720 --> 00:10:44.800]  我們來認識神
[00:10:44.800 --> 00:10:46.880]  我們要知道神的旨意
[00:10:46.880 --> 00:10:48.840]  我們要知道神是什麼
[00:10:48.840 --> 00:10:49.680]  雖然來到教會
[00:10:49.680 --> 00:10:51.920]  我們也有其他好處的
[00:10:51.920 --> 00:10:53.880]  例如我們有冷氣炭
[00:10:53.880 --> 00:10:55.880]  有些人會覺得冷了一點
[00:10:55.880 --> 00:10:57.080]  如果你冷你就舉手
[00:10:57.080 --> 00:10:59.200]  我們有披肩的
[00:10:59.200 --> 00:11:03.440]  因為人人對於氣溫的喜好不同
[00:11:03.440 --> 00:11:04.320]  有些人
[00:11:04.320 --> 00:11:06.280]  你開到任何的溫度
[00:11:06.280 --> 00:11:06.960]  都會有些人覺得冷
[00:11:06.960 --> 00:11:08.600]  有些人覺得熱
[00:11:08.600 --> 00:11:10.680]  所以我們會有披肩
[00:11:10.680 --> 00:11:12.960]  我們所以一定會較冷一點
[00:11:12.960 --> 00:11:15.080]  因為你冷可以給披肩來
[00:11:15.080 --> 00:11:17.520]  你熱我沒辦法叫你脫衣服
[00:11:17.520 --> 00:11:19.200]  所以還是較冷好一點
[00:11:19.200 --> 00:11:22.720]  可以幫到大部分的人
[00:11:22.720 --> 00:11:23.520]  我們來到教會
[00:11:23.520 --> 00:11:25.480]  可能我們有其他的好處
[00:11:25.480 --> 00:11:26.760]  我們有廁所用
[00:11:26.760 --> 00:11:28.560]  我們有披肩用
[00:11:28.560 --> 00:11:30.800]  我們來到有歌唱
[00:11:30.800 --> 00:11:32.600]  我們來到可以認識朋友
[00:11:32.600 --> 00:11:35.280]  我們來到可能有飯吃
[00:11:35.280 --> 00:11:38.080]  有外賢報告有說下個星期
[00:11:38.080 --> 00:11:40.160]  我們都有很多其他的好處
[00:11:40.160 --> 00:11:42.160]  但是如果我們只有那些東西
[00:11:42.160 --> 00:11:43.720]  這個不是教會
[00:11:43.720 --> 00:11:45.520]  這個只是一個俱樂部
[00:11:45.520 --> 00:11:47.120]  這個可能是一個同鄉會
[00:11:47.120 --> 00:11:51.760]  這個是一個會所
[00:11:51.760 --> 00:11:52.800]  都有很多設備
[00:11:52.800 --> 00:11:54.240]  都有很多好的東西
[00:11:54.240 --> 00:11:57.040]  我們來到這裡最重要是認識上帝
[00:11:57.040 --> 00:11:58.440]  了解祂的旨意
[00:11:58.440 --> 00:12:00.400]  了解祂的話語
[00:12:00.400 --> 00:12:02.840]  我們來到這裡學習上帝的道
[00:12:02.840 --> 00:12:05.800]  我們並且要將這個道告訴別人
[00:12:05.800 --> 00:12:10.840]  我們是去證明神恩惠的福音
[00:12:10.840 --> 00:12:12.520]  所以我們來到教會
[00:12:12.520 --> 00:12:14.520]  我們學習上帝的說話
[00:12:14.520 --> 00:12:16.400]  我們亦都要將上帝的說話
[00:12:16.400 --> 00:12:18.120]  教導其他人
[00:12:18.120 --> 00:12:20.200]  在我們教會我們做牧養
[00:12:20.200 --> 00:12:21.520]  我們做領袖的
[00:12:21.520 --> 00:12:23.000]  我們做監督的
[00:12:23.000 --> 00:12:25.360]  我們就是要去幫助別人
[00:12:25.360 --> 00:12:27.160]  認識上帝的說話
[00:12:27.160 --> 00:12:28.800]  認識神的心意
[00:12:28.800 --> 00:12:30.000]  透過上帝的說話
[00:12:30.000 --> 00:12:32.480]  我們建立和上帝的關係
[00:12:32.480 --> 00:12:35.240]  這個是我們最重要要做的
[00:12:35.240 --> 00:12:36.640]  這個也是教會的本質
[00:12:36.640 --> 00:12:38.360]  這個也是教會這個運動
[00:12:38.360 --> 00:12:40.040]  二千年來要做的事情
[00:12:40.040 --> 00:12:41.240]  無論我們在什麼地方
[00:12:41.240 --> 00:12:43.760]  用什麼形式 用什麼組織的方式
[00:12:43.760 --> 00:12:47.400]  我們都是幫助別人去認識上帝
[00:12:47.400 --> 00:12:48.720]  去認識神
[00:12:48.720 --> 00:12:50.120]  藉著神的說話
[00:12:50.120 --> 00:12:53.840]  來讓他們建立和神的關係
[00:12:53.840 --> 00:12:55.240]  但是做這件事
[00:12:55.240 --> 00:12:59.160]  是會有時不是很受歡迎的
[00:12:59.160 --> 00:13:00.560]  所以保羅兩次強調
[00:13:00.560 --> 00:13:03.040]  他沒有一樣避諱不說的
[00:13:03.040 --> 00:13:05.080]  其實可能有很多情況下
[00:13:05.080 --> 00:13:07.040]  他可能不是很想說
[00:13:07.040 --> 00:13:08.480]  或者不是很敢說
[00:13:08.480 --> 00:13:10.840]  或者他應該避諱不說的
[00:13:10.840 --> 00:13:12.160]  但是他都會說
[00:13:12.160 --> 00:13:13.680]  當我們將上帝的話語
[00:13:13.680 --> 00:13:15.880]  告訴這個世界的人聽的時候
[00:13:15.880 --> 00:13:19.000]  有些事情人們不是很喜歡聽的
[00:13:19.000 --> 00:13:21.040]  因為最基本的事情
[00:13:21.040 --> 00:13:24.440]  就是人不喜歡別人說他有罪
[00:13:24.440 --> 00:13:25.680]  所以保羅特別說
[00:13:25.680 --> 00:13:27.600]  當他避諱不說的時候
[00:13:27.600 --> 00:13:28.840]  他一天到晚會教導他們
[00:13:28.840 --> 00:13:29.720]  在21節講
[00:13:29.720 --> 00:13:32.800]  就要對猶太人和希尼人證明
[00:13:32.800 --> 00:13:34.200]  當向神悔改
[00:13:34.200 --> 00:13:37.120]  信靠我主耶穌基督
[00:13:37.120 --> 00:13:39.720]  這個就是神恩惠福音最基本的事情
[00:13:39.720 --> 00:13:41.360]  就是勸人悔改
[00:13:41.360 --> 00:13:43.240]  聖經記載傳福音
[00:13:43.240 --> 00:13:47.800]  就是去傳講悔改赦罪的道
[00:13:47.800 --> 00:13:49.280]  所以我們要告訴別人
[00:13:49.280 --> 00:13:51.560]  他是需要悔改的
[00:13:51.560 --> 00:13:53.120]  你說人要悔改
[00:13:53.120 --> 00:13:54.880]  就是因為他有罪
[00:13:54.880 --> 00:13:56.280]  如果你不說人有罪
[00:13:56.280 --> 00:13:58.360]  人怎麼需要悔改呢?
[00:13:58.360 --> 00:14:01.760]  但是今天人是不喜歡被人指責
[00:14:01.760 --> 00:14:04.720]  人不喜歡被人說他有罪
[00:14:04.720 --> 00:14:06.320]  人比較容易接受
[00:14:06.320 --> 00:14:08.840]  就是被人說他有病
[00:14:08.840 --> 00:14:11.600]  很多教會都開始不說罪了
[00:14:11.600 --> 00:14:13.520]  就說你有病
[00:14:13.520 --> 00:14:16.120]  你有病是需要被醫治的
[00:14:16.120 --> 00:14:18.440]  所以你來到教會就要被醫治
[00:14:18.440 --> 00:14:23.040]  我們能夠將你改變
[00:14:23.040 --> 00:14:26.120]  幫助你能夠好一點、舒服一點
[00:14:26.120 --> 00:14:29.480]  我們都是說人是有病的
[00:14:29.480 --> 00:14:31.000]  人是有缺點的
[00:14:31.000 --> 00:14:33.520]  人們就容易接受
[00:14:33.520 --> 00:14:35.120]  說有罪就是說錯了
[00:14:35.120 --> 00:14:37.440]  人們是不喜歡聽的
[00:14:37.440 --> 00:14:39.640]  我們越來越避諱
[00:14:39.640 --> 00:14:43.520]  我們就著人們的心情
[00:14:43.520 --> 00:14:45.640]  就著他們的反應
[00:14:45.640 --> 00:14:47.880]  我們來到講話
[00:14:47.880 --> 00:14:51.480]  希望人們不用有這麼激烈的反應
[00:14:51.480 --> 00:14:54.160]  我們就說你是有病的
[00:14:54.160 --> 00:14:58.160]  你來到上帝醫治你、幫助你
[00:14:58.160 --> 00:14:59.560]  但是福音不是這麼說的
[00:14:59.560 --> 00:15:03.880]  聖經說我們是傳講悔改赦罪的道
[00:15:03.880 --> 00:15:06.680]  我們是告訴別人他是有罪的
[00:15:06.680 --> 00:15:08.000]  當然他也有病的
[00:15:08.000 --> 00:15:09.080]  他也需要被醫治
[00:15:09.080 --> 00:15:11.360]  但是更加基本核心的問題
[00:15:11.360 --> 00:15:13.040]  他是有罪的
[00:15:13.040 --> 00:15:15.440]  人和上帝之間的阻隔
[00:15:15.440 --> 00:15:16.480]  是因為人的罪
[00:15:16.480 --> 00:15:18.600]  不是因為人的病
[00:15:18.600 --> 00:15:19.760]  人的病令他痛苦
[00:15:19.760 --> 00:15:23.400]  但是人的病不會阻隔他和上帝之間的關係
[00:15:23.400 --> 00:15:27.200]  但是人的罪是會阻隔他和上帝之間的關係
[00:15:27.200 --> 00:15:31.600]  我們是傳講悔改赦罪的道
[00:15:31.600 --> 00:15:33.560]  我們藉著我們的浸禮
[00:15:33.560 --> 00:15:36.280]  要告訴別人我們受浸是怎樣
[00:15:36.280 --> 00:15:38.680]  我們是認罪悔改
[00:15:38.680 --> 00:15:41.480]  我們是接受上帝的赦免和拯救
[00:15:41.480 --> 00:15:44.280]  我們是表明這件事我們是接受浸禮
[00:15:44.280 --> 00:15:46.080]  我們每個月守主餐是甚麼
[00:15:46.080 --> 00:15:47.280]  我們來到上帝面前
[00:15:47.280 --> 00:15:48.520]  審查我們的罪
[00:15:48.520 --> 00:15:50.120]  我們接受上帝的赦免
[00:15:50.120 --> 00:15:53.120]  我們才領受主餐
[00:15:53.120 --> 00:15:55.520]  所以我們是要小心
[00:15:55.520 --> 00:15:58.560]  因為我們是太過將就人
[00:15:58.560 --> 00:16:00.520]  因為現在這個社會的人也是的
[00:16:00.520 --> 00:16:03.920]  他們說他們的權、人權
[00:16:03.920 --> 00:16:06.920]  他們不喜歡別人說他們是有罪的
[00:16:06.920 --> 00:16:09.720]  他們不喜歡別人說他們錯的
[00:16:09.720 --> 00:16:14.720]  不單是個人層次的社會也是這樣的
[00:16:14.720 --> 00:16:17.120]  現在的人都覺得我們社會的問題
[00:16:17.120 --> 00:16:19.320]  是因為我們的制度不好
[00:16:19.320 --> 00:16:22.520]  我們有很多的瑕疵
[00:16:22.520 --> 00:16:24.920]  我們有很多缺點
[00:16:24.920 --> 00:16:28.320]  但我們忘記我們的社會也是有罪的
[00:16:28.320 --> 00:16:29.520]  如果人是有罪的
[00:16:29.520 --> 00:16:32.520]  人一起組成的社會怎會沒有罪呢
[00:16:32.520 --> 00:16:36.120]  我們的罪不單是在我們個人的決定會顯現出來
[00:16:36.120 --> 00:16:38.320]  我們會在社會的決定顯現出來
[00:16:38.320 --> 00:16:39.920]  我們會在社會的制度
[00:16:39.920 --> 00:16:43.120]  社會的政策上面顯現出來
[00:16:43.120 --> 00:16:46.120]  但這些都是不中聽的東西
[00:16:46.120 --> 00:16:49.320]  你可以說他們的決定
[00:16:49.320 --> 00:16:52.520]  他們的制度是有缺陷
[00:16:52.520 --> 00:16:54.520]  是有缺點
[00:16:54.520 --> 00:16:58.720]  但很少人會接受他們的決定是有罪的
[00:16:58.720 --> 00:17:02.720]  就算他們自己是沒有甚麼問題的人
[00:17:02.720 --> 00:17:07.720]  集體的決定是更加容易讓罪呈現出來
[00:17:07.720 --> 00:17:09.320]  很多年前有一本書叫做
[00:17:09.320 --> 00:17:12.720]  中文譯做《道德的人與不道德的社會》
[00:17:12.720 --> 00:17:14.920]  不知你有沒有印象 有這樣的書
[00:17:14.920 --> 00:17:16.720]  它主要想說
[00:17:16.720 --> 00:17:18.120]  就算個個是好人
[00:17:18.120 --> 00:17:21.320]  大家走在一起都可以做錯事
[00:17:21.320 --> 00:17:24.320]  罪不是除了一個人他自己彰顯
[00:17:24.320 --> 00:17:25.920]  我們不要以為多兩個人
[00:17:25.920 --> 00:17:29.320]  有一些罪可以互相抵消 而是更加擴大了
[00:17:29.320 --> 00:17:30.320]  它舉了一個例子
[00:17:30.320 --> 00:17:35.120]  就是如果一個人在街上遇到意外 受了傷
