
[00:00:00.000 --> 00:00:04.400]  在上個月我們來看一套《士堂傳》的記載
[00:02:10.700 --> 00:02:13.900]  或者我們用啟應的方式
[00:02:13.900 --> 00:02:14.600]  我讀一節
[00:02:14.600 --> 00:02:17.300]  請弟兄姊妹同聲讀一節
[00:02:17.300 --> 00:02:21.700]  我們輪流讀完這十七節的經文
[00:02:21.700 --> 00:02:26.500]  我們一起留心聖經
[00:02:26.500 --> 00:02:28.700]  有一座山名叫鑑嵐山
[00:02:28.700 --> 00:02:30.700]  離耶路撒冷不遠
[00:02:30.700 --> 00:02:33.100]  若有安息日可走的路程
[00:02:33.100 --> 00:02:36.900]  當下門徒從那裡回耶路撒冷去
[00:02:36.900 --> 00:02:37.700]  請讀
[00:02:37.700 --> 00:02:58.700]  (朗讀)
[00:02:58.700 --> 00:03:01.900]  這些人同著幾個婦人
[00:03:01.900 --> 00:03:04.100]  和耶穌的母親瑪利亞
[00:03:04.100 --> 00:03:09.700]  並耶穌的弟兄都同心合意地行切禱告
[00:03:09.700 --> 00:03:18.500]  (朗讀)
[00:03:18.500 --> 00:03:19.100]  說
[00:03:19.100 --> 00:03:19.900]  弟兄們
[00:03:19.900 --> 00:03:21.500]  聖靈藉大偉的口
[00:03:21.500 --> 00:03:23.900]  在聖經上預言
[00:03:23.900 --> 00:03:26.700]  令人捉拿耶穌的由大
[00:03:26.700 --> 00:03:29.900]  這話是必須應驗的
[00:03:29.900 --> 00:03:37.900]  (朗讀)
[00:03:37.900 --> 00:03:38.500]  十八節
[00:03:38.500 --> 00:03:48.500]  (朗讀)
[00:03:48.500 --> 00:04:03.500]  (朗讀)
[00:04:03.500 --> 00:04:05.700]  因為詩篇上寫著
[00:04:05.700 --> 00:04:06.300]  說
[00:04:06.300 --> 00:04:08.900]  願他的住處變為方長
[00:04:08.900 --> 00:04:10.700]  無人在內居住
[00:04:10.700 --> 00:04:11.100]  說
[00:04:11.100 --> 00:04:13.300]  願別人得他的積分
[00:04:13.300 --> 00:04:19.100]  (朗讀)
[00:04:19.100 --> 00:04:23.700]  就是從約翰斯在起直到主離開我們
[00:04:23.700 --> 00:04:25.700]  被接上升的日子為止
[00:04:25.700 --> 00:04:29.500]  必須從那常與我們作伴的人中
[00:04:29.500 --> 00:04:34.300]  立一位與我們同作耶穌復活的見證
[00:04:34.300 --> 00:04:47.500]  (朗讀)
[00:04:47.500 --> 00:04:49.100]  我們讀完這三節一起好嗎
[00:04:49.100 --> 00:04:51.100]  眾人就禱告說
[00:04:51.100 --> 00:04:51.700]  主啊
[00:04:51.700 --> 00:04:54.100]  祢知道萬人的心
[00:04:54.100 --> 00:04:56.900]  求祢從這兩個人中
[00:04:56.900 --> 00:05:00.100]  指明祢所揀選的是誰
[00:05:00.100 --> 00:05:03.500]  叫他得這仕途的位分
[00:05:03.500 --> 00:05:06.900]  這位分由大已經丟棄
[00:05:06.900 --> 00:05:09.900]  往自己的地方去了
[00:05:09.900 --> 00:05:10.700]  於是
[00:05:10.700 --> 00:05:13.100]  眾人為他們搖籤
[00:05:13.100 --> 00:05:15.900]  搖出馬蹄下來
[00:05:15.900 --> 00:05:20.500]  他就和十一個仕途同列
[00:05:20.500 --> 00:05:22.700]  所以我們明顯看見這段
[00:05:22.700 --> 00:05:24.900]  就是關乎仕途的記載
[00:05:24.900 --> 00:05:27.500]  關乎他們遵行耶穌的吩咐
[00:05:27.500 --> 00:05:31.300]  關乎他們教會的祈禱會
[00:05:31.300 --> 00:05:34.500]  和他們保選仕途的一些事蹟
[00:05:34.500 --> 00:05:38.700]  在這裏我們今天一起去思想
[00:05:38.700 --> 00:05:40.900]  並且去體會
[00:05:40.900 --> 00:05:43.300]  究竟我們怎樣來到學校
[00:05:43.300 --> 00:05:45.300]  仕途的榜樣
[00:05:45.300 --> 00:05:48.300]  他們真是活出這位復活主
[00:05:48.300 --> 00:05:50.300]  新的生命的開始
[00:05:50.300 --> 00:05:53.300]  上個星期我們也給予鼓勵
[00:05:53.300 --> 00:05:54.100]  我們的教會
[00:05:54.100 --> 00:05:55.700]  弟兄姊妹我們要活出
[00:05:55.700 --> 00:05:59.700]  在復活主裏面復活的新生命
[00:05:59.700 --> 00:06:02.300]  所以我們繼續來到學校
[00:06:02.300 --> 00:06:03.900]  仕途的榜樣
[00:06:03.900 --> 00:06:04.900]  今天我們看見
[00:06:04.900 --> 00:06:07.500]  仕途他們經歷過耶穌的復活之後
[00:06:07.500 --> 00:06:09.300]  有一個新的開始
[00:06:09.300 --> 00:06:11.300]  我們看見他們就
[00:06:11.300 --> 00:06:12.300]  順命
[00:06:12.300 --> 00:06:14.100]  照著耶穌的吩咐
[00:06:14.100 --> 00:06:14.700]  所以第一
[00:06:14.700 --> 00:06:16.500]  我們可以在這裏學習到
[00:06:16.500 --> 00:06:20.500]  他們是順著耶穌的教導
[00:06:20.500 --> 00:06:23.300]  做一個順命的門徒
[00:06:23.300 --> 00:06:24.100]  在這裏他説
[00:06:24.100 --> 00:06:26.500]  有一座山名叫「橄欖山」等等
[00:06:26.500 --> 00:06:30.300]  他們就回到耶路撒冷
[00:06:30.300 --> 00:06:32.300]  所以這是耶穌的吩咐
[00:06:32.300 --> 00:06:35.700]  叫他們留在耶路撒冷
[00:06:35.700 --> 00:06:37.700]  當時他們在橄欖山
[00:06:37.700 --> 00:06:39.100]  雖然不是很遠的地方
[00:06:39.100 --> 00:06:40.900]  只是在安息一天一天的路程
[00:06:40.900 --> 00:06:43.500]  所以是不夠一天的
[00:06:43.500 --> 00:06:47.900]  所以他們沒有馬上去做什麼
[00:06:47.900 --> 00:06:51.700]  但是他們就照著耶穌這位復活主
[00:06:51.700 --> 00:06:53.500]  升天之前對他們的吩咐
[00:06:53.500 --> 00:06:57.500]  回到耶路撒冷等候聖靈的降臨
[00:06:57.500 --> 00:06:59.700]  所以他們就進入一座城
[00:06:59.700 --> 00:07:01.700]  而且去到一個樓房
[00:07:01.700 --> 00:07:05.100]  在那裏有11個仕途
[00:07:05.100 --> 00:07:07.500]  列出來的名單
[00:07:07.500 --> 00:07:08.300]  所以我們看見
[00:07:08.300 --> 00:07:08.900]  第一個
[00:07:08.900 --> 00:07:10.300]  我們可以看見
[00:07:10.300 --> 00:07:11.900]  他們經歷復活主之後
[00:07:11.900 --> 00:07:13.100]  有一個新的開始
[00:07:13.100 --> 00:07:14.900]  他們就是很明顯
[00:07:14.900 --> 00:07:17.500]  這裏是一種信復的表現
[00:07:17.500 --> 00:07:19.700]  他們照著耶穌吩咐的順命
[00:07:19.700 --> 00:07:20.900]  照著他的吩咐
[00:07:20.900 --> 00:07:24.100]  去到他所指的地方耶路撒冷
[00:07:24.100 --> 00:07:27.100]  然後他們在那裏
[00:07:27.100 --> 00:07:28.500]  找到他們經常
[00:07:28.500 --> 00:07:30.100]  耶穌教導他們
[00:07:30.100 --> 00:07:32.300]  特別是在《約翰福音》記載的
[00:07:32.300 --> 00:07:34.100]  一段很長的教導
[00:07:34.100 --> 00:07:36.100]  就是在Upper Room
[00:07:36.100 --> 00:07:37.900]  馬可樓那裏
[00:07:37.900 --> 00:07:40.500]  他們再一次在那裏聚集
[00:07:40.500 --> 00:07:42.100]  在那裏禱告
[00:07:42.100 --> 00:07:48.300]  在那裏聽命耶穌所教導他們的吩咐
[00:07:48.300 --> 00:07:49.900]  所以求神幫助我們
[00:07:49.900 --> 00:07:53.500]  作為一個經歷過主復活
[00:07:53.500 --> 00:07:55.100]  有新生命的門徒
[00:07:55.100 --> 00:07:56.900]  我們看見仕途的榜樣
[00:07:56.900 --> 00:08:00.500]  他們就是來順命
[00:08:00.500 --> 00:08:03.100]  照著耶穌的吩咐
[00:08:03.100 --> 00:08:05.300]  這個真是一生學習
[00:08:05.300 --> 00:08:06.900]  我們都學不完的
[00:08:06.900 --> 00:08:07.900]  大家不知道覺得
[00:08:07.900 --> 00:08:10.300]  自己是一個很容易信服
[00:08:10.300 --> 00:08:11.700]  很容易順命的人
[00:08:11.700 --> 00:08:13.500]  還是聖經講的那些
[00:08:13.500 --> 00:08:16.700]  我們反應很慢的
[00:08:16.700 --> 00:08:20.700]  神講的那些我們總是猶疑不決的
[00:08:20.700 --> 00:08:23.500]  還是心很渴望
[00:08:23.500 --> 00:08:26.500]  神講什麼我們就樂意去遵行
[00:08:26.500 --> 00:08:29.700]  你覺得自己的程度去到哪裏
[00:08:29.700 --> 00:08:31.700]  是一個很願意信服
[00:08:31.700 --> 00:08:33.100]  很願意順命的人
[00:08:33.100 --> 00:08:35.700]  還是心很硬的
[00:08:35.700 --> 00:08:39.100]  你有你講 我有我做
[00:08:39.100 --> 00:08:42.100]  這個需要我們時常去
[00:08:42.100 --> 00:08:46.100]  求神幫助我們去檢討
[00:08:46.100 --> 00:08:47.300]  我們都知道
[00:08:47.300 --> 00:08:50.100]  我們都喜歡我們的子女
[00:08:50.100 --> 00:08:51.500]  聽我們的話 是不是
[00:08:51.500 --> 00:08:52.700]  你們是不是這樣
[00:08:52.700 --> 00:08:56.100]  就是希望他們聽我們的話
[00:08:56.100 --> 00:09:01.300]  但事實上有很多時候又不是的
[00:09:01.300 --> 00:09:05.500]  那為什麼我們希望他們聽我們的話
[00:09:05.500 --> 00:09:07.300]  我們作為父母就知道
[00:09:07.300 --> 00:09:10.500]  因為他們很多時候年幼的時候
[00:09:10.500 --> 00:09:11.900]  就是說他們不是很懂事
[00:09:11.900 --> 00:09:14.300]  希望他們聽著我們吩咐
[00:09:14.300 --> 00:09:16.300]  就不要撞板
[00:09:16.300 --> 00:09:18.900]  我們很多經驗自己撞了很多次板
[00:09:18.900 --> 00:09:23.300]  希望他們不要重蹈覆轍
[00:09:23.300 --> 00:09:26.300]  所以我們希望他們聽我們話
[00:09:26.300 --> 00:09:28.300]  就不用撞板
[00:09:28.300 --> 00:09:32.500]  而且希望他們能夠得到益處
[00:09:32.500 --> 00:09:36.100]  這個就是我們最大希望的地方
[00:09:36.100 --> 00:09:38.900]  所以想想如果我們來到天父面前
[00:09:38.900 --> 00:09:43.100]  天父很多時候在不同的場合
[00:09:43.100 --> 00:09:45.900]  在我們讀經 在崇拜 聽道
[00:09:45.900 --> 00:09:48.100]  或者我們禱告 或者其他
[00:09:48.100 --> 00:09:52.500]  我們自己一些的機會 神吩咐我們
[00:09:52.500 --> 00:09:55.500]  那究竟我們的反應是怎樣呢
[00:09:55.500 --> 00:09:59.300]  當時的門徒他們信服耶穌
[00:09:59.300 --> 00:10:01.700]  最大一個原因我相信就是
[00:10:01.700 --> 00:10:05.700]  他們已經經歷過耶穌所講的真實
[00:10:05.700 --> 00:10:06.900]  經過了三年多
[00:10:06.900 --> 00:10:08.900]  在這個學習的階段裡面
[00:10:08.900 --> 00:10:11.700]  不斷的有時候不是這麼聽耶穌講
[00:10:11.700 --> 00:10:15.500]  有時候有些懷疑 有時候有些反叛
[00:10:15.500 --> 00:10:19.100]  但是後來看到耶穌真正復活升天
[00:10:19.100 --> 00:10:21.500]  他們就差不多可以得到這個答案
[00:10:21.500 --> 00:10:24.700]  就是耶穌講的一定沒錯的
[00:10:24.700 --> 00:10:26.300]  所以他們就跟著耶穌
[00:10:26.300 --> 00:10:29.300]  其實他們不知道將會發生什麼事
[00:10:29.300 --> 00:10:31.500]  他們沒有經過我們今天讀過的聖經裡面
[00:10:31.500 --> 00:10:33.700]  知道聖靈降臨 教會開始
[00:10:33.700 --> 00:10:37.900]  他們在初頭的時候完全沒有這個印象
[00:10:37.900 --> 00:10:42.300]  他們純粹就是聽耶穌這樣講 我就這樣做
[00:10:42.300 --> 00:10:44.100]  事實上我們今天在人生當中
[00:10:44.100 --> 00:10:46.300]  我們多少人生經驗都好
[00:10:46.300 --> 00:10:48.500]  我們有很多東西仍然沒有見過
[00:10:48.500 --> 00:10:50.300]  仍然沒有經歷過
[00:10:50.300 --> 00:10:53.500]  不要說上帝屬靈的國度的事
[00:10:53.500 --> 00:10:56.100]  所以很多時候只要用我們的理性
[00:10:56.100 --> 00:10:57.500]  和我們的分析
[00:10:57.500 --> 00:11:00.900]  我們有時候不是這麼能夠看到
[00:11:00.900 --> 00:11:03.700]  神要給我們有的益處
[00:11:03.700 --> 00:11:05.300]  但是關鍵就是
[00:11:05.300 --> 00:11:07.300]  如果主這樣吩咐我
[00:11:07.300 --> 00:11:09.500]  我就盡力去遵行
[00:11:09.500 --> 00:11:10.900]  這樣我們就知道
[00:11:10.900 --> 00:11:12.500]  就好像有一個嬸嬸仔
[00:11:12.500 --> 00:11:13.500]  他不懂事
[00:11:13.500 --> 00:11:15.900]  不過他照著爸爸媽媽做的時候
[00:11:15.900 --> 00:11:18.700]  他就能夠避免了很多困難
[00:11:18.700 --> 00:11:22.700]  他就能夠可以得到很多的益處
[00:11:22.700 --> 00:11:25.700]  很多時候我們講信服
[00:11:25.700 --> 00:11:26.900]  其實最大的
[00:11:26.900 --> 00:11:29.500]  我們不是因為怕
[00:11:29.500 --> 00:11:30.700]  怕爸爸罵
[00:11:30.700 --> 00:11:32.700]  所以我聽他講
[00:11:32.700 --> 00:11:33.700]  現在我們慢慢長大了
[00:11:33.700 --> 00:11:37.700]  我們知道不是因為出於懼怕而信服
[00:11:37.700 --> 00:11:39.900]  也不是出於勉強
[00:11:39.900 --> 00:11:41.900]  沒辦法了
[00:11:41.900 --> 00:11:45.300]  不聽他講就慘了
[00:11:45.300 --> 00:11:47.500]  不是出於勉強
[00:11:47.500 --> 00:11:48.700]  是出於什麼呢
[00:11:48.700 --> 00:11:50.700]  是出於信心
[00:11:50.700 --> 00:11:51.700]  所以我們知道
[00:11:51.700 --> 00:11:55.500]  真是這個就是信服
[00:11:55.500 --> 00:11:57.500]  最大背後的原因
[00:11:57.500 --> 00:11:58.700]  就是我們出於信心
[00:11:58.700 --> 00:12:01.700]  當時的使徒是出於信心
[00:12:01.700 --> 00:12:04.900]  他們經歷過耶穌基督過往的教導
[00:12:04.900 --> 00:12:06.500]  和他的應驗
[00:12:06.500 --> 00:12:07.300]  他的真實
[00:12:07.300 --> 00:12:09.500]  他復活的大能的彰顯之後
[00:12:09.500 --> 00:12:11.100]  他們建基的
[00:12:11.100 --> 00:12:14.300]  就是對耶穌的信心
[00:12:14.300 --> 00:12:16.900]  對耶穌說話的信心
[00:12:16.900 --> 00:12:19.100]  對他應許的信心
[00:12:19.100 --> 00:12:20.300]  那麼弟兄姊妹
[00:12:20.300 --> 00:12:22.100]  我們要信服神
[00:12:22.100 --> 00:12:25.100]  最大的動機不是出於懼怕
[00:12:25.100 --> 00:12:27.100]  不要因為出於懼怕
[00:12:27.100 --> 00:12:28.700]  人家不要出於勉強
[00:12:28.700 --> 00:12:30.900]  就是勉強沒有幸福
[00:12:30.900 --> 00:12:33.100]  但是如果我們出於信心
[00:12:33.100 --> 00:12:33.900]  而有信服
[00:12:33.900 --> 00:12:37.700]  這個就是當時使徒給我們的榜樣
[00:12:37.700 --> 00:12:39.900]  所以弟兄姊妹求神幫助我們
[00:12:39.900 --> 00:12:40.900]  我們都是這樣
[00:12:40.900 --> 00:12:42.500]  有時候出於信心就是
[00:12:42.500 --> 00:12:45.500]  如果你看開那個醫生
[00:12:45.500 --> 00:12:46.500]  看了很多年
[00:12:46.500 --> 00:12:47.500]  十年八年
[00:12:47.500 --> 00:12:51.100]  結果他告訴我們那些東西都是好的
[00:12:51.100 --> 00:12:52.900]  所以後來他驗出你
[00:12:52.900 --> 00:12:55.700]  有些血驗血問題或者檢查
[00:12:55.700 --> 00:12:57.700]  他說你留醫這件事了
[00:12:57.700 --> 00:12:58.900]  那你聽不聽
[00:13:00.900 --> 00:13:02.700]  因為你對他有信心
[00:13:02.700 --> 00:13:03.700]  你對他有信心
[00:13:03.700 --> 00:13:05.700]  知道他為你的好處
[00:13:05.700 --> 00:13:08.500]  知道他這麼多年跟從我
[00:13:08.500 --> 00:13:09.300]  明白我的需要
[00:13:09.300 --> 00:13:11.300]  跟你久不久看過YouTube
[00:13:11.300 --> 00:13:12.900]  告訴你你要這樣做
[00:13:12.900 --> 00:13:14.300]  或者你要吃些什麼
[00:13:14.300 --> 00:13:15.500]  差很遠
[00:13:15.500 --> 00:13:17.900]  因為那個不認識你
[00:13:17.900 --> 00:13:19.500]  很多時候他們都跟你說
[00:13:19.500 --> 00:13:21.300]  你最好去討論一下
[00:13:21.300 --> 00:13:23.900]  你自己的醫生才可以跟進
[00:13:23.900 --> 00:13:26.500]  因為這些普遍的事情
[00:13:26.500 --> 00:13:28.300]  每個人的反應都不同
[00:13:28.300 --> 00:13:32.100]  所以如果我們今天就希望找些專家
[00:13:32.100 --> 00:13:33.500]  但是不單止找專家
[00:13:33.500 --> 00:13:36.700]  我們更希望那個人能夠認識我們
[00:13:36.700 --> 00:13:38.500]  而且他有專業的知識
[00:13:38.500 --> 00:13:41.100]  所以我們就會有信心
[00:13:41.100 --> 00:13:42.500]  我們就會聽他講
[00:13:42.500 --> 00:13:44.500]  就會照著他做
[00:13:44.500 --> 00:13:47.500]  今天我們都是在同樣的一個原因
[00:13:47.500 --> 00:13:51.900]  我們不是因為其他的原因
[00:13:51.900 --> 00:13:54.700]  主要是因為知道
[00:13:54.700 --> 00:13:56.900]  雖然我們自己的身份
[00:13:56.900 --> 00:13:58.500]  雖然我們不明白
[00:13:58.500 --> 00:13:59.500]  但是我們相信
[00:13:59.500 --> 00:14:00.900]  所以我們可以信服
[00:14:00.900 --> 00:14:02.500]  所以我們可以順利
[00:14:02.500 --> 00:14:05.900]  因為很多時候我們的眼光是很顯淺
[00:14:05.900 --> 00:14:07.700]  很狹窄
[00:14:07.700 --> 00:14:10.500]  唯有神能夠看全貌
[00:14:10.500 --> 00:14:12.500]  唯有很多時候在聖經裡面
[00:14:12.500 --> 00:14:15.900]  給我們的智慧能夠看得闊一些深一些
[00:14:15.900 --> 00:14:19.300]  所以我們雖然不能夠看通了
[00:14:19.300 --> 00:14:20.700]  但是我們跟著下去走
[00:14:20.700 --> 00:14:23.300]  一定能夠無縫
[00:14:23.300 --> 00:14:25.700]  有時候說信靠信服
[00:14:25.700 --> 00:14:30.500]  就說得好像很被動一樣
[00:14:30.500 --> 00:14:31.700]  就是我相信
[00:14:31.700 --> 00:14:33.100]  所以我信服
[00:14:33.100 --> 00:14:34.700]  現在神安排給我的東西
[00:14:34.700 --> 00:14:38.500]  好像很負面一樣
[00:14:38.500 --> 00:14:41.500]  但是其實信靠信服是積極的
[00:14:41.500 --> 00:14:45.100]  信靠信服是因為我信得過祂
[00:14:45.100 --> 00:14:46.500]  對祂有信心
[00:14:46.500 --> 00:14:48.700]  所以知道祂指引我的道路
[00:14:48.700 --> 00:14:51.700]  我願意去信服和跟從
[00:14:51.700 --> 00:14:53.900]  大兄姐妹 今天我們都聽了很多東西
[00:14:53.900 --> 00:14:56.300]  特別在教會裡面長久了
[00:14:56.300 --> 00:14:58.300]  在北美的教會更加
[00:14:58.300 --> 00:14:59.100]  我們聽了很多
[00:14:59.100 --> 00:15:00.900]  現在更加你不在哪裡都好
[00:15:00.900 --> 00:15:03.700]  隨時去到很遠很遠
[00:15:03.700 --> 00:15:06.300]  聽很多名人說話
[00:15:06.300 --> 00:15:07.900]  但是聽很多
[00:15:07.900 --> 00:15:10.100]  究竟我們遵行有多少
[00:15:10.100 --> 00:15:12.700]  這個是更加重要的
[00:15:12.700 --> 00:15:15.900]  究竟我們知道神的心意
[00:15:15.900 --> 00:15:19.300]  是不是都照著這樣去遵行
[00:15:19.300 --> 00:15:22.100]  這個是關鍵
[00:15:22.100 --> 00:15:24.300]  所以大兄姐妹我們今天在這裡看見
[00:15:24.300 --> 00:15:27.900]  這個就是試圖給我們榜樣
[00:15:27.900 --> 00:15:30.700]  他們對於這位復活主很肯定
[00:15:30.700 --> 00:15:33.100]  雖然他們之前面有很多東西
[00:15:33.100 --> 00:15:35.300]  完全未能夠掌握和明白
[00:15:35.300 --> 00:15:38.500]  但是他們就照著耶穌的吩咐照做
[00:15:38.500 --> 00:15:41.100]  求神也幫助我們有這樣的決心
[00:15:41.100 --> 00:15:44.300]  有這樣的愛慕
[00:15:44.300 --> 00:15:48.700]  以及對神的信心
[00:15:48.700 --> 00:15:53.700]  今早我讀到剛剛這個舊約的記載
[00:15:53.700 --> 00:15:54.500]  說到蘇勞
[00:15:54.500 --> 00:15:56.900]  其實我剛剛預備要說他
[00:15:56.900 --> 00:16:00.300]  我看他最初在舊約這位蘇勞
[00:16:00.300 --> 00:16:01.700]  很謙卑
[00:16:01.700 --> 00:16:03.900]  撒某義叫他做什麼他就做什麼
[00:16:03.900 --> 00:16:06.100]  神吩咐他他就照做
[00:16:06.100 --> 00:16:09.700]  結果他就被高立成為以色列的王
[00:16:09.700 --> 00:16:12.100]  但是很可惜到後期越來越
[00:16:12.100 --> 00:16:14.700]  當他慢慢慢慢越來越有經驗
[00:16:14.700 --> 00:16:17.100]  慢慢慢慢越來越有自己的主見
[00:16:17.100 --> 00:16:22.500]  慢慢慢慢越來越覺得是自視過高
[00:16:22.500 --> 00:16:24.700]  開始自把自為
[00:16:24.700 --> 00:16:27.300]  開始不聽吩咐
[00:16:27.300 --> 00:16:31.500]  明明很清楚很仔細的告訴他
[00:16:31.500 --> 00:16:35.100]  要殺光那些亞馬力人
[00:16:35.100 --> 00:16:38.100]  除掉所有屬於他們的東西
[00:16:38.100 --> 00:16:40.100]  神吩咐說得很吩咐
[00:16:40.100 --> 00:16:42.300]  撒某義解釋得很清楚
[00:16:42.300 --> 00:16:43.300]  但是怎樣呢
[00:16:43.300 --> 00:16:45.100]  但是他
[00:16:45.100 --> 00:16:48.100]  你有你講 你講吧 你就講吧
[00:16:48.100 --> 00:16:51.500]  我有我做 我照做
[00:16:51.500 --> 00:16:53.100]  哎呀 丁智梅
[00:16:53.100 --> 00:16:55.100]  這個就是可悲的事實
[00:16:55.100 --> 00:16:56.700]  結果我們看到蘇勞
[00:16:56.700 --> 00:16:58.500]  後來有一個悲慘的結局
[00:16:58.500 --> 00:17:02.300]  因為他沒有照著耶和華所吩咐的
[00:17:02.300 --> 00:17:03.500]  開頭的時候很興旺
[00:17:03.500 --> 00:17:04.300]  因為為什麼
[00:17:04.300 --> 00:17:06.500]  因為他信命
[00:17:06.500 --> 00:17:09.300]  所以後來撒某義說出一個很
[00:17:09.300 --> 00:17:13.300]  真的是經典的名句
[00:17:13.300 --> 00:17:17.100]  在這個蘇勞最後求他
[00:17:17.100 --> 00:17:19.300]  哎呀 我知道錯了
[00:17:19.300 --> 00:17:21.100]  但是其實他不是真的
[00:17:21.100 --> 00:17:23.300]  所以後來就顯出來了
[00:17:23.300 --> 00:17:24.100]  就是一個港字
[00:17:24.100 --> 00:17:28.100]  不是真的悔改轉向上帝
[00:17:28.100 --> 00:17:30.300]  他只不過是造作一下
[00:17:30.300 --> 00:17:33.100]  希望哄一下撒某義而已
[00:17:33.100 --> 00:17:34.300]  所以撒某義看通了他
[00:17:34.300 --> 00:17:36.700]  所以在這裡我們看到
[00:17:36.700 --> 00:17:38.700]  一句很經典的說話
[00:17:38.700 --> 00:17:41.100]  撒某義記上十五章二十二節
[00:17:41.100 --> 00:17:41.900]  我們一起讀
[00:17:41.900 --> 00:17:44.700]  這一半節的經文請讀
[00:17:44.700 --> 00:17:47.500]  聽命聖於憲制
[00:17:47.500 --> 00:17:51.900]  信從聖於公揚的自由
[00:17:51.900 --> 00:17:57.100]  哎呀 他說我要留下那些好的東西來獻祭給上帝
[00:17:57.100 --> 00:17:58.900]  偏是
[00:17:58.900 --> 00:18:01.500]  人心比萬物都詭詐
[00:18:01.500 --> 00:18:05.100]  我們看到很多時候那種詭詐
[00:18:05.100 --> 00:18:07.100]  用一個好的藉口
[00:18:07.100 --> 00:18:10.500]  其實內裡的一些動機
[00:18:10.500 --> 00:18:14.100]  卻是離棄上帝
[00:18:14.100 --> 00:18:15.500]  沒有聽他的吩咐
[00:18:15.500 --> 00:18:16.900]  對神沒有信心
[00:18:16.900 --> 00:18:19.700]  更加這種自高自大
[00:18:19.700 --> 00:18:20.900]  自把自為
[00:18:20.900 --> 00:18:24.300]  這種的心態
[00:18:24.300 --> 00:18:26.700]  所以撒某義說得很清楚
[00:18:26.700 --> 00:18:27.700]  他說不是
[00:18:27.700 --> 00:18:31.500]  不是在乎你獻那些公揚的自由
[00:18:31.500 --> 00:18:32.900]  神體重的
[00:18:32.900 --> 00:18:35.500]  是在乎我們有沒有聽命
[00:18:35.500 --> 00:18:37.300]  所以親愛的弟兄姊妹
[00:18:37.300 --> 00:18:39.700]  求神做一次謙卑我們的心
[00:18:39.700 --> 00:18:41.300]  無論你信了耶穌多久
[00:18:41.300 --> 00:18:42.700]  聽了多少
[00:18:42.700 --> 00:18:44.700]  了解了
