
[00:00:00.000 --> 00:00:03.000]  主要是在你的恩典中站立
[00:03:25.000 --> 00:03:27.000]  異象就是一間我會說的
[00:03:27.000 --> 00:03:29.000]  那兩位呼召出來的
[00:03:29.000 --> 00:03:32.000]  要做重建聖殿的工作
[00:03:32.000 --> 00:03:33.000]  然後再去那邊就說
[00:03:33.000 --> 00:03:35.000]  罪要除去
[00:03:35.000 --> 00:03:36.000]  什麼什麼之類
[00:03:36.000 --> 00:03:37.000]  整個表就是這樣
[00:03:37.000 --> 00:03:39.000]  那本書就在那裡寫了
[00:03:39.000 --> 00:03:40.000]  大家可以喜歡的
[00:03:40.000 --> 00:03:41.000]  你去買也好
[00:03:41.000 --> 00:03:42.000]  或者去圖書館借也好
[00:03:42.000 --> 00:03:44.000]  我說這裡就完了
[00:03:44.000 --> 00:03:45.000]  說了這裡之後
[00:03:45.000 --> 00:03:48.000]  開始正式說我今天要說的東西
[00:03:48.000 --> 00:03:50.000]  今天跟大家有兩方面看
[00:03:50.000 --> 00:03:52.000]  既然有兩個異象
[00:03:52.000 --> 00:03:54.000]  在這兩個異象裡面跟大家看
[00:03:54.000 --> 00:03:55.000]  第一個
[00:03:55.000 --> 00:03:57.000]  約書亞
[00:03:57.000 --> 00:03:59.000]  那個異象是關乎約書亞
[00:03:59.000 --> 00:04:00.000]  見到約書亞的
[00:04:00.000 --> 00:04:04.000]  這個約書亞不是當年帶領以色列人進迦蘭地那個
[00:04:04.000 --> 00:04:06.000]  那個不是那幾百年前已經死了
[00:04:06.000 --> 00:04:08.000]  一定不是那個約書亞
[00:04:08.000 --> 00:04:10.000]  是這個當時代的大祭司
[00:04:10.000 --> 00:04:12.000]  叫約書亞Joshua
[00:04:12.000 --> 00:04:14.000]  在異象當中
[00:04:15.000 --> 00:04:17.000]  經文不讀了
[00:04:17.000 --> 00:04:18.000]  我打了出來的
[00:04:18.000 --> 00:04:20.000]  可以我邊說邊掌握
[00:04:20.000 --> 00:04:22.000]  那個異象究竟是怎麼樣的
[00:04:22.000 --> 00:04:24.000]  在異象當中
[00:04:24.000 --> 00:04:27.000]  薩加尼亞先知見到一個法庭的setting
[00:04:27.000 --> 00:04:29.000]  有約書亞在
[00:04:29.000 --> 00:04:32.000]  然後有撒旦
[00:04:32.000 --> 00:04:37.000]  先知見到的情況描述給我們聽
[00:04:37.000 --> 00:04:41.000]  撒旦就敵黨或者是攻擊約書亞
[00:04:41.000 --> 00:04:42.000]  這些字眼大家都猜到的
[00:04:42.000 --> 00:04:44.000]  如果在法庭上就是指控
[00:04:44.000 --> 00:04:46.000]  指控官就是撒旦
[00:04:46.000 --> 00:04:49.000]  被指控的人就是大祭司約書亞
[00:04:49.000 --> 00:04:50.000]  站在那裡
[00:04:50.000 --> 00:04:54.000]  整件事沒有出聲
[00:04:54.000 --> 00:04:55.000]  沒有出聲
[00:04:55.000 --> 00:04:57.000]  撒旦說什麼也沒有說
[00:04:57.000 --> 00:04:59.000]  只知道他是指控
[00:04:59.000 --> 00:05:02.000]  約書亞有沒有什麼答辯也沒有提到
[00:05:02.000 --> 00:05:05.000]  有可能整件事關注的重點
[00:05:05.000 --> 00:05:07.000]  不是在說撒旦說什麼
[00:05:07.000 --> 00:05:09.000]  也不是重點在約書亞說什麼
[00:05:09.000 --> 00:05:13.000]  重點就是這裡唯一記載有說話的就是上帝
[00:05:13.000 --> 00:05:16.000]  上帝在這個意象當中說什麼呢?
[00:05:16.000 --> 00:05:19.000]  今天就會在這裡跟大家看
[00:05:19.000 --> 00:05:22.000]  上帝就很有趣
[00:05:22.000 --> 00:05:24.000]  整件事就是
[00:05:24.000 --> 00:05:27.000]  吩咐天使和大祭司約書亞
[00:05:27.000 --> 00:05:29.000]  穿著一件骯髒的衣服
[00:05:29.000 --> 00:05:31.000]  大家知道這是一個symbolic的意思
[00:05:31.000 --> 00:05:32.000]  不是說他沒有洗衣服
[00:05:32.000 --> 00:05:33.000]  衣服很骯髒
[00:05:33.000 --> 00:05:34.000]  不是這個意思
[00:05:34.000 --> 00:05:36.000]  代表了他有很多不配
[00:05:36.000 --> 00:05:38.000]  很多不完善的地方
[00:05:38.000 --> 00:05:40.000]  可能說罪有關等等
[00:05:40.000 --> 00:05:42.000]  很多這些意思可能包含在內
[00:05:42.000 --> 00:05:44.000]  這件不乾淨的衣服
[00:05:44.000 --> 00:05:47.000]  上帝叫天使脫掉
[00:05:47.000 --> 00:05:49.000]  穿上一件乾淨的衣服
[00:05:49.000 --> 00:05:52.000]  先知在旁邊就很快樂
[00:05:52.000 --> 00:05:54.000]  跟他戴上一頂冠冕
[00:05:54.000 --> 00:05:55.000]  這個先知也很有趣
[00:05:55.000 --> 00:05:56.000]  這麼多口
[00:05:56.000 --> 00:05:57.000]  戴上冠冕
[00:05:57.000 --> 00:06:01.000]  於是神就叫天使戴上冠冕給大祭司
[00:06:01.000 --> 00:06:03.000]  整個裝束就完備了
[00:06:03.000 --> 00:06:06.000]  整件事就是這樣
[00:06:06.000 --> 00:06:08.000]  值得大家留意的就是
[00:06:08.000 --> 00:06:11.000]  約書亞沒有答辯任何東西
[00:06:11.000 --> 00:06:15.000]  不要以為約書亞罪有應得
[00:06:15.000 --> 00:06:16.000]  所以沒有發聲
[00:06:16.000 --> 00:06:17.000]  不是這樣的
[00:06:17.000 --> 00:06:19.000]  其實在聖經裡所說
[00:06:19.000 --> 00:06:21.000]  在短短半年裡
[00:06:21.000 --> 00:06:22.000]  由六月
[00:06:22.000 --> 00:06:23.000]  大利烏王
[00:06:23.000 --> 00:06:27.000]  請回到前面那一張
[00:06:27.000 --> 00:06:29.000]  再前面
[00:06:29.000 --> 00:06:31.000]  對了,這裡
[00:06:31.000 --> 00:06:34.000]  大利烏王第二年六月初一
[00:06:34.000 --> 00:06:37.000]  是第一次上帝的說話
[00:06:37.000 --> 00:06:40.000]  臨到約書亞和所羅伯伯
[00:06:40.000 --> 00:06:43.000]  所羅伯伯是當時的省長
[00:06:43.000 --> 00:06:45.000]  臨到這兩位的領袖
[00:06:45.000 --> 00:06:47.000]  臨到那裡做什麼呢?
[00:06:47.000 --> 00:06:48.000]  就告訴他們
[00:06:48.000 --> 00:06:51.000]  現在建殿還沒有準備好
[00:06:51.000 --> 00:06:53.000]  現在還沒有準備好時候建殿
[00:06:53.000 --> 00:06:54.000]  不過你要預備
[00:06:54.000 --> 00:06:55.000]  要準備好了
[00:06:55.000 --> 00:06:57.000]  呼召這兩位出來
[00:06:57.000 --> 00:06:58.000]  不過現在還沒有
[00:06:58.000 --> 00:07:00.000]  接著到六月二十四日
[00:07:00.000 --> 00:07:02.000]  即是說三個星期之後
[00:07:02.000 --> 00:07:04.000]  神的說話就臨到他們了
[00:07:04.000 --> 00:07:05.000]  現在準備好了
[00:07:05.000 --> 00:07:07.000]  你們去鼓動他們的心
[00:07:07.000 --> 00:07:08.000]  鼓勵他們的心
[00:07:08.000 --> 00:07:10.000]  於是所羅伯伯和約書亞
[00:07:10.000 --> 00:07:12.000]  就說帶領百姓一起
[00:07:12.000 --> 00:07:13.000]  開始做事了
[00:07:13.000 --> 00:07:15.000]  為神建殿
[00:07:15.000 --> 00:07:17.000]  再到後面
[00:07:17.000 --> 00:07:18.000]  七月一日
[00:07:18.000 --> 00:07:19.000]  神再一次用肯定
[00:07:19.000 --> 00:07:21.000]  藉著哈該先知
[00:07:21.000 --> 00:07:22.000]  同時期的先知
[00:07:22.000 --> 00:07:24.000]  我的靈要住在你們中間
[00:07:24.000 --> 00:07:25.000]  你們不要害怕
[00:07:25.000 --> 00:07:26.000]  你們知道當然很害怕
[00:07:26.000 --> 00:07:27.000]  當然是很大件事
[00:07:27.000 --> 00:07:29.000]  所以說我的靈要住在你們中間
[00:07:29.000 --> 00:07:30.000]  你們不用害怕
[00:07:30.000 --> 00:07:31.000]  接著
[00:07:31.000 --> 00:07:32.000]  八月
[00:07:32.000 --> 00:07:34.000]  神的說話就臨到撒加尼亞先知
[00:07:34.000 --> 00:07:36.000]  我們今天要看的撒加尼亞先知
[00:07:36.000 --> 00:07:39.000]  然後去到十一月
[00:07:39.000 --> 00:07:40.000]  下一章
[00:07:40.000 --> 00:07:41.000]  九月二十四日
[00:07:41.000 --> 00:07:43.000]  就和所羅伯伯說
[00:07:43.000 --> 00:07:45.000]  我揀選了你
[00:07:45.000 --> 00:07:47.000]  做重建聖殿
[00:07:47.000 --> 00:07:48.000]  因為他是省長
[00:07:48.000 --> 00:07:50.000]  接著到十一月
[00:07:50.000 --> 00:07:52.000]  二十四日
[00:07:52.000 --> 00:07:54.000]  撒加尼亞先知就見到這八個異象
[00:07:54.000 --> 00:07:56.000]  一會兒說的異象
[00:07:56.000 --> 00:07:57.000]  就在這個環境裏面
[00:07:57.000 --> 00:08:00.000]  前面已經用了很多半年的時間
[00:08:00.000 --> 00:08:02.000]  準備好
[00:08:02.000 --> 00:08:04.000]  說約書亞
[00:08:04.000 --> 00:08:05.000]  所羅伯伯
[00:08:05.000 --> 00:08:07.000]  是上帝揀選他們
[00:08:07.000 --> 00:08:09.000]  叫他們來做重建聖殿
[00:08:09.000 --> 00:08:11.000]  很重要
[00:08:11.000 --> 00:08:13.000]  這兩個人是上帝揀選的
[00:08:13.000 --> 00:08:15.000]  但是在異象當中
[00:08:15.000 --> 00:08:17.000]  好像一聲也沒得出
[00:08:17.000 --> 00:08:19.000]  被撒旦戳到
[00:08:19.000 --> 00:08:21.000]  說都說不出話來
[00:08:21.000 --> 00:08:23.000]  我們好像覺得很不吻合
[00:08:23.000 --> 00:08:25.000]  我們再看一看
[00:08:25.000 --> 00:08:27.000]  其實在整件事裏面
[00:08:27.000 --> 00:08:29.000]  上帝有出聲
[00:08:29.000 --> 00:08:31.000]  重點在上帝那裏
[00:08:31.000 --> 00:08:33.000]  焦點在上帝那裏
[00:08:33.000 --> 00:08:35.000]  一會兒我會說
[00:08:35.000 --> 00:08:37.000]  這個重要的地方是什麼
[00:08:37.000 --> 00:08:39.000]  我看到這個聖經就覺得很奇怪
[00:08:39.000 --> 00:08:41.000]  約書亞是大個人
[00:08:41.000 --> 00:08:44.000]  為什麼脫衣服要叫天使幫他脫
[00:08:44.000 --> 00:08:46.000]  穿衣服又叫天使幫他穿
[00:08:46.000 --> 00:08:48.000]  他自己不會脫嗎
[00:08:48.000 --> 00:08:51.000]  上帝大可以幫他脫一件髒衣服
[00:08:51.000 --> 00:08:53.000]  穿一件乾淨的衣服
[00:08:53.000 --> 00:08:55.000]  我們都是這樣叫子女的
[00:08:55.000 --> 00:08:57.000]  你沒理由幫他又穿又脫
[00:08:57.000 --> 00:08:59.000]  除非他很小
[00:08:59.000 --> 00:09:00.000]  是大個人
[00:09:00.000 --> 00:09:02.000]  為什麼他自己不脫
[00:09:02.000 --> 00:09:04.000]  整件事就是要告訴他們
[00:09:04.000 --> 00:09:07.000]  約書亞是什麼都做不到的
[00:09:07.000 --> 00:09:09.000]  什麼都不用他做的
[00:09:09.000 --> 00:09:12.000]  整件事是上帝做的
[00:09:12.000 --> 00:09:14.000]  是上帝叫天使脫
[00:09:14.000 --> 00:09:16.000]  叫天使穿
[00:09:16.000 --> 00:09:18.000]  叫天使戴上冠冕
[00:09:18.000 --> 00:09:20.000]  主動的是上帝
[00:09:20.000 --> 00:09:21.000]  可以嗎
[00:09:21.000 --> 00:09:23.000]  再加上剛才在那裏舉了幾次
[00:09:23.000 --> 00:09:24.000]  是上帝的說話
[00:09:24.000 --> 00:09:26.000]  臨在我揀選
[00:09:26.000 --> 00:09:27.000]  我揀選的
[00:09:27.000 --> 00:09:29.000]  聖結的基礎
[00:09:29.000 --> 00:09:32.000]  原來不是在我們做到多少事上
[00:09:32.000 --> 00:09:35.000]  不是在我們這些信神的人身上
[00:09:35.000 --> 00:09:37.000]  大祭司又如何
[00:09:37.000 --> 00:09:40.000]  不是建基在他有多道德完美
[00:09:40.000 --> 00:09:42.000]  或者他有沒有行差踏錯
[00:09:42.000 --> 00:09:44.000]  都不是建基這些
[00:09:44.000 --> 00:09:46.000]  聖結的基礎建基
[00:09:46.000 --> 00:09:50.000]  就是建基在上帝自己親自恩典的揀選
[00:09:50.000 --> 00:09:53.000]  因為如果按照用人的標準
[00:09:53.000 --> 00:09:55.000]  人的成績
[00:09:55.000 --> 00:09:57.000]  是沒有一個人換取到聖結的
[00:09:57.000 --> 00:09:58.000]  對不對
[00:09:58.000 --> 00:10:01.000]  雖然聖結是我們一生追求的目標
[00:10:01.000 --> 00:10:03.000]  同福堂很重視聖結
[00:10:03.000 --> 00:10:05.000]  你看
[00:10:05.000 --> 00:10:07.000]  我們放了這麼大的字在這裏
[00:10:07.000 --> 00:10:10.000]  就告訴你我們要追求聖結
[00:10:10.000 --> 00:10:11.000]  但是我告訴你
[00:10:11.000 --> 00:10:13.000]  坦白地說
[00:10:13.000 --> 00:10:15.000]  我做牧師做了二十多年
[00:10:15.000 --> 00:10:17.000]  信耶穌信了四十多年
[00:10:17.000 --> 00:10:20.000]  聖結是我們一生追求的目標
[00:10:20.000 --> 00:10:23.000]  不過我快要退休了
[00:10:23.000 --> 00:10:26.000]  明年就六十五了
[00:10:26.000 --> 00:10:28.000]  到現在你問我
[00:10:28.000 --> 00:10:30.000]  李牧師
[00:10:30.000 --> 00:10:34.000]  你做不做到聖結?
[00:10:34.000 --> 00:10:36.000]  你想我怎樣回答你?
[00:10:36.000 --> 00:10:38.000]  你想怎樣回答?
[00:10:38.000 --> 00:10:40.000]  可以還是不可以?
[00:10:40.000 --> 00:10:42.000]  有時可以有時不可以
[00:10:42.000 --> 00:10:44.000]  是不是?
[00:10:44.000 --> 00:10:46.000]  大部份人都是這樣
[00:10:46.000 --> 00:10:47.000]  有時做到
[00:10:47.000 --> 00:10:49.000]  有時做不到
[00:10:49.000 --> 00:10:51.000]  多少時做到多少時做不到
[00:10:51.000 --> 00:10:52.000]  我不告訴你了
[00:10:52.000 --> 00:10:55.000]  這是私隱
[00:10:55.000 --> 00:10:57.000]  一定是的
[00:10:57.000 --> 00:10:59.000]  有誰可以大大聲聲說
[00:10:59.000 --> 00:11:01.000]  我做到了
[00:11:01.000 --> 00:11:04.000]  我沒有一次不聖結
[00:11:04.000 --> 00:11:06.000]  誰敢說?
[00:11:06.000 --> 00:11:08.000]  只有耶穌
[00:11:08.000 --> 00:11:09.000]  除了耶穌之外
[00:11:09.000 --> 00:11:11.000]  這個世界沒有一個人敢說
[00:11:11.000 --> 00:11:13.000]  我已經百分之百聖結
[00:11:13.000 --> 00:11:14.000]  我可以見到神
[00:11:14.000 --> 00:11:16.000]  什麼都沒有問題
[00:11:16.000 --> 00:11:18.000]  是不會有的
[00:11:18.000 --> 00:11:21.000]  就是說如果聖結的基礎是建立在人身上
[00:11:21.000 --> 00:11:23.000]  就沒有一個人會有聖結
[00:11:23.000 --> 00:11:26.000]  聖結一定是建基於神自己本身
[00:11:26.000 --> 00:11:28.000]  是祂自己選擇
[00:11:28.000 --> 00:11:29.000]  是祂的恩典
[00:11:29.000 --> 00:11:31.000]  聖結是恩典
[00:11:31.000 --> 00:11:33.000]  聖結不是我們很努力
[00:11:33.000 --> 00:11:35.000]  贊取一百分上帝
[00:11:35.000 --> 00:11:37.000]  哎呀你聖結了
[00:11:37.000 --> 00:11:38.000]  給你證書
[00:11:38.000 --> 00:11:39.000]  你是聖結了
[00:11:39.000 --> 00:11:40.000]  不是的
[00:11:40.000 --> 00:11:44.000]  聖結在耶穌基督為我們死的事上
[00:11:44.000 --> 00:11:45.000]  成就了
[00:11:45.000 --> 00:11:47.000]  也不是我們做的
[00:11:47.000 --> 00:11:48.000]  是耶穌釘十字架
[00:11:48.000 --> 00:11:50.000]  也不是我們釘十字架
[00:11:50.000 --> 00:11:52.000]  是耶穌為我們達到標準
[00:11:52.000 --> 00:11:55.000]  然後呼召我們進入在耶穌基督裡面
[00:11:55.000 --> 00:11:57.000]  預備的聖結
[00:11:57.000 --> 00:12:00.000]  聖結其中一個最重要的精神
[00:12:00.000 --> 00:12:02.000]  就是你單單屬於神
[00:12:02.000 --> 00:12:04.000]  單單跟從神
[00:12:04.000 --> 00:12:06.000]  不是你的道德有多高超
[00:12:06.000 --> 00:12:07.000]  可以嗎?
[00:12:07.000 --> 00:12:08.000]  可以吧?
[00:12:08.000 --> 00:12:11.000]  哎呀聽完之後大家很開心
[00:12:11.000 --> 00:12:12.000]  哎呀
[00:12:12.000 --> 00:12:15.000]  李牧師早點說呀
[00:12:15.000 --> 00:12:18.000]  我這麼多年在這裡醒來掙扎死了
[00:12:18.000 --> 00:12:19.000]  讀經又不夠
[00:12:19.000 --> 00:12:21.000]  祈禱又不夠
[00:12:21.000 --> 00:12:23.000]  愛主又不夠
[00:12:23.000 --> 00:12:24.000]  其實欺騙自己很多時候
[00:12:24.000 --> 00:12:25.000]  什麼叫夠?
[00:12:25.000 --> 00:12:27.000]  永遠都不夠
[00:12:27.000 --> 00:12:28.000]  我經常聽到祈禱
[00:12:28.000 --> 00:12:30.000]  哎呀主呀我愛你都不夠
[00:12:30.000 --> 00:12:32.000]  我心想浪費力氣
[00:12:32.000 --> 00:12:34.000]  省一點吧
[00:12:34.000 --> 00:12:37.000]  什麼叫夠?
[00:12:37.000 --> 00:12:38.000]  永遠不會夠的
[00:12:38.000 --> 00:12:39.000]  所以你說求主
[00:12:39.000 --> 00:12:40.000]  我這麼愛都不夠
[00:12:40.000 --> 00:12:41.000]  我都不用理他
[00:12:41.000 --> 00:12:43.000]  一定是我都不夠
[00:12:43.000 --> 00:12:45.000]  你明白嗎?
[00:12:45.000 --> 00:12:47.000]  整個基督徒生活的建基
[00:12:47.000 --> 00:12:48.000]  不是建基
[00:12:48.000 --> 00:12:49.000]  我們多努力
[00:12:49.000 --> 00:12:53.000]  去達至得到上帝這個批准或者標準
[00:12:53.000 --> 00:12:56.000]  而是我們已經有了這個基礎
[00:12:56.000 --> 00:12:59.000]  我們已經有了聖潔的基礎
[00:12:59.000 --> 00:13:03.000]  所以我們踩著這個基礎跟著路走
[00:13:03.000 --> 00:13:05.000]  不是我們做到多少才可以去到那裡
[00:13:05.000 --> 00:13:07.000]  而是我們已經到了那裡
[00:13:07.000 --> 00:13:09.000]  我們現在還在走去那裡
[00:13:09.000 --> 00:13:10.000]  可以嗎?
[00:13:10.000 --> 00:13:13.000]  你發覺整個人生很不一樣
[00:13:13.000 --> 00:13:15.000]  你不再是奴僕的兒女
[00:13:15.000 --> 00:13:16.000]  可以嗎?
[00:13:16.000 --> 00:13:17.000]  普羅講話
[00:13:17.000 --> 00:13:18.000]  你不再是奴僕
[00:13:18.000 --> 00:13:21.000]  奴僕就是怕主人說你做得不好
[00:13:21.000 --> 00:13:22.000]  做得不夠
[00:13:22.000 --> 00:13:24.000]  就是這種很奴僕的心
[00:13:24.000 --> 00:13:25.000]  不坦然
[00:13:25.000 --> 00:13:27.000]  不釋放
[00:13:27.000 --> 00:13:28.000]  兒女的心就是
[00:13:28.000 --> 00:13:30.000]  你做得不好
[00:13:30.000 --> 00:13:32.000]  你都不會怕的
[00:13:32.000 --> 00:13:33.000]  是嗎?
[00:13:33.000 --> 00:13:35.000]  我們經常都說
[00:13:35.000 --> 00:13:39.000]  最欺負我們的父母的就是我們的兒女
[00:13:39.000 --> 00:13:41.000]  說是你
[00:13:41.000 --> 00:13:42.000]  你做你的事吧
[00:13:42.000 --> 00:13:44.000]  是這樣的
[00:13:44.000 --> 00:13:45.000]  坦然無懼
[00:13:45.000 --> 00:13:46.000]  對他們來說
[00:13:46.000 --> 00:13:48.000]  很自由的
[00:13:48.000 --> 00:13:50.000]  所以兒女的心就是應用在這裡
[00:13:50.000 --> 00:13:52.000]  我們在聖潔的事上
[00:13:52.000 --> 00:13:53.000]  弟兄姊妹
[00:13:53.000 --> 00:13:55.000]  不是靠我們
[00:13:55.000 --> 00:13:57.000]  我們要追求聖潔
[00:13:57.000 --> 00:13:59.000]  我們要努力跟從神
[00:13:59.000 --> 00:14:00.000]  行神起羽的事
[00:14:00.000 --> 00:14:04.000]  不過那個不是我們的基礎
[00:14:04.000 --> 00:14:07.000]  不是要做到多少才可以聖潔
[00:14:07.000 --> 00:14:09.000]  而是你已經是聖潔
[00:14:09.000 --> 00:14:11.000]  繼續走去聖潔的目的地
[00:14:11.000 --> 00:14:12.000]  可以嗎?
[00:14:12.000 --> 00:14:13.000]  很重要吧?
[00:14:13.000 --> 00:14:16.000]  我用我自己的見證跟大家分享
[00:14:16.000 --> 00:14:17.000]  這個見證很熱的
[00:14:17.000 --> 00:14:19.000]  很熱就是很新鮮
[00:14:19.000 --> 00:14:21.000]  很新鮮
[00:14:21.000 --> 00:14:22.000]  很新鮮
[00:14:22.000 --> 00:14:25.000]  大概不夠兩個月之前
[00:14:25.000 --> 00:14:28.000]  大家知道林師傅有病
[00:14:28.000 --> 00:14:32.000]  我們九龍東堂曾經舉辦了一個嚴肅會
[00:14:32.000 --> 00:14:33.000]  在星期六早上
[00:14:33.000 --> 00:14:37.000]  有誰去過這個嚴肅會?
[00:14:37.000 --> 00:14:38.000]  很少吧
[00:14:38.000 --> 00:14:39.000]  因為大家要上班
[00:14:39.000 --> 00:14:40.000]  完全明白
[00:14:40.000 --> 00:14:44.000]  但我們這些作為教務童工的當然會出席
[00:14:44.000 --> 00:14:47.000]  當然要支持他們
[00:14:47.000 --> 00:14:50.000]  其實我心情很沉重
[00:14:50.000 --> 00:14:52.000]  我一直在逃避
[00:14:52.000 --> 00:14:55.000]  所以那天我是遲到的
[00:14:55.000 --> 00:14:56.000]  遲到不是塞車
