
[00:00:00.000 --> 00:00:02.180]  今天我們要跟大家講這個題目
[00:03:00.180 --> 00:03:04.220]  好讓我們能夠繼續持守真理、活出自由
[00:03:04.220 --> 00:03:08.820]  而影響別人在美國的社會當中
[00:03:08.820 --> 00:03:12.260]  在我們家庭、在我們國家、在我們鄰舍
[00:03:12.260 --> 00:03:14.980]  在我們教會、在我們周圍的環境
[00:03:14.980 --> 00:03:18.800]  能夠表彰主耶穌基督的生命和祂的美德
[00:03:19.760 --> 00:03:22.980]  我們《昏昏雜雜》上一次講到的時候
[00:03:22.980 --> 00:03:25.460]  是《撒姆爾記》上最後一段經文
[00:03:25.460 --> 00:03:27.320]  講到蘇羅之死
[00:03:27.320 --> 00:03:30.820]  我們在2-6節這裡請聽我讀出很快
[00:03:30.820 --> 00:03:32.900]  《昏昏雜雜》當時的情況
[00:03:32.900 --> 00:03:35.200]  因為和今天講的道是有關係的
[00:03:35.200 --> 00:03:39.140]  「菲利士人就緊追蘇羅和他的兒子們
[00:03:39.140 --> 00:03:44.960]  就殺了蘇羅的兒子約拿丹·阿比納達·麥基舒亞
[00:03:44.960 --> 00:03:46.700]  氣派甚大
[00:03:46.700 --> 00:03:49.100]  蘇羅被弓箭手追上
[00:03:49.100 --> 00:03:50.820]  射傷甚重
[00:03:50.820 --> 00:03:53.240]  就吩咐拿他兵器的人說
[00:03:53.240 --> 00:03:54.500]  你拔出刀來
[00:03:54.500 --> 00:03:55.780]  將我刺死
[00:03:55.780 --> 00:04:00.060]  免得那些未受割禮的人來刺我、凌辱我
[00:04:00.060 --> 00:04:02.900]  但拿兵器的人甚懼怕
[00:04:02.900 --> 00:04:03.960]  不肯刺他
[00:04:03.960 --> 00:04:06.700]  蘇羅自己伏在刀上死了
[00:04:06.700 --> 00:04:08.880]  拿兵器的人見蘇羅已死
[00:04:08.880 --> 00:04:10.880]  也伏在刀上死了
[00:04:10.880 --> 00:04:13.740]  這樣蘇羅和他三個兒子
[00:04:13.740 --> 00:04:16.020]  與拿他兵器的人
[00:04:16.020 --> 00:04:19.500]  以及跟隨他的人都一同死亡」
[00:04:19.500 --> 00:04:24.740]  這結束了《撒米爾記》上最後一章的經文
[00:04:24.740 --> 00:04:29.140]  在這裡見到蘇羅駕崩
[00:04:29.140 --> 00:04:32.520]  在戰禍中死了
[00:04:32.520 --> 00:04:34.040]  但他死的原因
[00:04:34.040 --> 00:04:36.580]  不是被敵人殺的
[00:04:36.580 --> 00:04:38.840]  雖然他被敵人追上射傷了
[00:04:38.840 --> 00:04:40.840]  但他最後死是怎樣死的?
[00:04:42.380 --> 00:04:46.760]  他自己伏在刀上而死
[00:04:46.760 --> 00:04:48.540]  為何要讀這段經文呢?
[00:04:48.540 --> 00:04:51.020]  因為我們跳到《撒米爾記》下一章時
[00:04:51.020 --> 00:04:55.680]  發覺當中有些記載是有出入的
[00:04:55.680 --> 00:05:00.880]  所以我們要看看事情的真相
[00:05:00.880 --> 00:05:02.560]  所以《撒米爾記》第一章
[00:05:02.560 --> 00:05:05.720]  我們用啟應經文讀出這十節
[00:05:05.720 --> 00:05:07.580]  由第一節到第十節
[00:05:07.580 --> 00:05:10.340]  我先讀,請每眾讀雙節
[00:05:11.420 --> 00:05:15.980]  第一節:蘇羅死後大衛擊殺阿瑪力人回來
[00:05:15.980 --> 00:05:19.680]  在洗格拉住了兩天
[00:05:19.680 --> 00:05:24.300]  第三節:蘇羅死後大衛擊殺阿瑪力人回來
[00:05:24.300 --> 00:05:27.540]  以我師兄弟,考驗我武夫精神
[00:05:27.540 --> 00:05:31.140]  到大衛的意志,我地阿瑪拉
[00:05:31.140 --> 00:05:34.980]  所以蘇羅死後就開始《撒米爾記》下這個經文
[00:05:34.980 --> 00:05:38.480]  其實原文上下是連在一起的
[00:05:38.480 --> 00:05:43.520]  所以我們見到大衛剛剛擊殺完阿瑪力人
[00:05:43.520 --> 00:05:45.980]  留意這是阿瑪力人,不是菲利斯人
[00:05:45.980 --> 00:05:48.560]  然後他們回來住了兩天
[00:05:48.560 --> 00:05:52.360]  第三天,有人從蘇羅的營中出來
[00:05:52.360 --> 00:05:55.340]  這個人的形容是什麼?
[00:05:55.340 --> 00:05:58.480]  衣服撕裂,頭蒙灰塵
[00:05:58.480 --> 00:06:00.480]  這代表什麼?
[00:06:00.480 --> 00:06:02.780]  代表很傷心
[00:06:02.780 --> 00:06:07.820]  代表他很難過地來到大衛面前苦服叩拜
[00:06:07.820 --> 00:06:09.100]  第三節,請聽我讀
[00:06:09.100 --> 00:06:10.940]  大衛問他說:你從哪裡來?
[00:06:10.940 --> 00:06:14.100]  他說:我從以色列的營裡逃來
[00:06:14.100 --> 00:06:15.420]  第四節,請讀
[00:06:15.420 --> 00:06:17.460]  大衛繼續問他說:
[00:06:17.460 --> 00:06:20.720]  此地同樣,請你告訴我
[00:06:20.720 --> 00:06:25.000]  阿瑪力人說,百姓從身上逃跑
[00:06:25.000 --> 00:06:28.080]  現在有很多人活到死亡
[00:06:28.080 --> 00:06:32.320]  蘇羅和他兒子約一萬八十四歲
[00:06:32.320 --> 00:06:34.760]  大衛問報信的少年人說:
[00:06:34.760 --> 00:06:39.660]  你怎麼知道蘇羅和他兒子約拿丹死了呢?
[00:06:39.660 --> 00:06:41.300]  第六節
[00:06:41.300 --> 00:06:46.360]  報信的少年人說,剛剛遇到幾名國產
[00:06:46.360 --> 00:06:50.080]  看見蘇羅伏在自己牆上
[00:06:50.080 --> 00:06:54.540]  有戰車駛進他們的牆上
[00:06:54.540 --> 00:06:57.660]  他回頭看見我,所以還沒死
[00:06:57.660 --> 00:06:59.480]  他回頭看見我
[00:06:59.480 --> 00:07:03.400]  就呼叫我,我說:我在這裏
[00:07:03.400 --> 00:07:04.320]  請讀
[00:07:04.320 --> 00:07:07.460]  阿瑪力人說,什麼時候才有人
[00:07:07.460 --> 00:07:10.160]  我說,我是阿瑪力人
[00:07:10.160 --> 00:07:11.720]  這個少年人是什麼人?
[00:07:11.720 --> 00:07:12.920]  阿瑪力人
[00:07:12.920 --> 00:07:15.480]  剛才大衛和阿瑪力人在打仗
[00:07:15.480 --> 00:07:19.200]  他不知道蘇羅在這裏發生什麼事
[00:07:19.200 --> 00:07:21.160]  第九節,請聽我讀
[00:07:21.160 --> 00:07:24.200]  他說:請你來,將我殺死
[00:07:24.200 --> 00:07:26.160]  這個他說的就是蘇羅
[00:07:26.160 --> 00:07:27.920]  蘇羅說:請你來,將我殺死
[00:07:27.920 --> 00:07:29.920]  因為痛苦抓住我
[00:07:29.920 --> 00:07:31.560]  我的生命尚存
[00:07:31.560 --> 00:07:32.960]  第十節,請讀
[00:07:32.960 --> 00:07:36.920]  我尋尋阿瑪力人的暗靈
[00:07:36.920 --> 00:07:39.260]  就要將他殺死
[00:07:39.260 --> 00:07:41.840]  阿瑪力人我尚要滿意
[00:07:41.840 --> 00:07:46.680]  你尚能夠阻止阿瑪力人我尋尋阿瑪力人的暗靈
[00:07:46.680 --> 00:07:49.720]  所以他跟大衛說,是說什麼?
[00:07:49.720 --> 00:07:51.520]  是他殺他的
[00:07:51.520 --> 00:07:54.880]  所以這個很明顯
[00:07:54.880 --> 00:07:57.760]  他不是說真話
[00:07:57.760 --> 00:08:03.080]  好了,第一方面我們看到,今天我們看到在這段記載裏面
[00:08:03.080 --> 00:08:06.280]  在《撒旻記》第一章這些記載裏面
[00:08:06.280 --> 00:08:09.080]  如何學校活出尊榮神的品格呢?
[00:08:09.080 --> 00:08:14.240]  第一個,我們看到就是拒絕不敬神的行徑
[00:08:14.240 --> 00:08:17.120]  拒絕這些不敬畏神的行徑
[00:08:17.120 --> 00:08:20.520]  這個少年人,阿瑪力人
[00:08:20.520 --> 00:08:25.400]  他是以以色列為敵的,在打仗
[00:08:25.400 --> 00:08:29.160]  所以他就來做一件事,想什麼呢?
[00:08:29.160 --> 00:08:31.400]  想討好大衛
[00:08:31.400 --> 00:08:34.160]  他想討好大衛,因為他知道
[00:08:34.160 --> 00:08:37.160]  蘇羅一直追殺大衛
[00:08:37.160 --> 00:08:43.560]  他知道大衛跟蘇羅是相處在一種衝突裏面
[00:08:43.560 --> 00:08:46.440]  所以如果他能夠去說
[00:08:46.440 --> 00:08:50.880]  大衛,現在我將蘇羅頭上的冠冕
[00:08:50.880 --> 00:08:55.520]  臂上的燭紙,即是他的代表
[00:08:55.520 --> 00:09:00.760]  現在拿到你面前,因為我將他殺了
[00:09:00.760 --> 00:09:03.120]  所以我要來做什麼?
[00:09:03.120 --> 00:09:05.680]  要來領功
[00:09:05.680 --> 00:09:09.600]  所以這個就是少年阿瑪力人
[00:09:09.600 --> 00:09:14.320]  他以為來討好大衛,所以編造一個故事出來
[00:09:14.320 --> 00:09:17.080]  來騙取大衛的歡心
[00:09:17.080 --> 00:09:24.760]  誰知道大衛不但正直,而且有神的智慧
[00:09:24.760 --> 00:09:28.280]  懂得分辨真假,這個很重要
[00:09:28.280 --> 00:09:30.560]  懂得分辨真假,有神的智慧
[00:09:30.560 --> 00:09:32.720]  知道這個人的虛假
[00:09:32.720 --> 00:09:37.320]  所以當他說自己殺了蘇羅
[00:09:37.320 --> 00:09:41.480]  你說的嘛,所以就將你殺了
[00:09:41.480 --> 00:09:45.320]  接著我們看見十四節,我們一起讀
[00:09:45.320 --> 00:09:50.640]  大衛說,你伸手殺害耶和華的受告者
[00:09:50.640 --> 00:09:53.920]  怎麼不畏懼呢?
[00:09:53.920 --> 00:09:59.200]  大衛叫了一個少年人來,說你去殺他吧
[00:09:59.200 --> 00:10:05.360]  大衛對他說,你流人血的罪歸到自己的頭上
[00:10:05.360 --> 00:10:08.360]  因為你親口作見證說
[00:10:08.360 --> 00:10:11.680]  我殺了耶和華的受告者
[00:10:11.680 --> 00:10:15.200]  少年人就把他殺了
[00:10:15.200 --> 00:10:20.880]  結果這個阿瑪力的少年人騙不了大衛
[00:10:20.880 --> 00:10:26.080]  不可以用一些虛言來討好大衛
[00:10:26.080 --> 00:10:33.120]  大衛非常明察秋毫,而且知道這是假的
[00:10:33.120 --> 00:10:37.920]  但是你留意一下,大衛殺這個少年人的原因在哪裡
[00:10:37.920 --> 00:10:40.040]  他不是說只是你騙我
[00:10:40.040 --> 00:10:45.160]  不是說豈有此理你捏造這些虛假
[00:10:45.160 --> 00:10:52.600]  最重要的是他當時不知道蘇萊真正死的事情
[00:10:52.600 --> 00:10:55.520]  在《撒末爾記》上記載,大衛當時正在打仗
[00:10:55.520 --> 00:10:57.720]  他不知道,只是聽這個少年人說
[00:10:57.720 --> 00:11:01.080]  他認為他說的是真的
[00:11:01.080 --> 00:11:04.160]  但是知道他來是想領功
[00:11:04.160 --> 00:11:09.760]  所以他就說,為何你不敬畏耶和華的受告者呢?
[00:11:09.760 --> 00:11:14.240]  所以這裡最大的原因是第十四節
[00:11:14.240 --> 00:11:20.360]  「你身首殺害耶和華的受告者,怎麼不畏懼呢?」
[00:11:20.360 --> 00:11:27.240]  所以我們看到大衛能夠有這種拒絕不敬畏神
[00:11:27.240 --> 00:11:34.160]  這種畏懼,即不敬畏神的行徑或提議
[00:11:34.160 --> 00:11:39.440]  我們看到其實這個心態大衛屢次表現出來
[00:11:39.440 --> 00:11:41.280]  我們再講在《撒末爾記》上
[00:11:41.280 --> 00:11:46.880]  第二十四章、第二十六章,兩次有機會他可以身首殺蘇羅
[00:11:46.880 --> 00:11:48.360]  但是他沒有做到
[00:11:48.360 --> 00:11:50.960]  很大的原因聖經清楚交代
[00:11:50.960 --> 00:11:55.320]  因為他不要殺耶和華的受告者
[00:11:55.320 --> 00:11:57.840]  這是他對神的敬畏
[00:11:57.840 --> 00:11:59.520]  不是因為那個人好不好
[00:11:59.520 --> 00:12:03.240]  而是因為他是神所立的以色列的君
[00:12:03.240 --> 00:12:05.360]  所以他不殺他
[00:12:05.360 --> 00:12:09.680]  這正是大衛的心裡面對神的尊敬的心
[00:12:09.680 --> 00:12:12.440]  這就是尊榮神的一種品格
[00:12:12.440 --> 00:12:16.520]  所以大衛不是因為自己的利益得失
[00:12:16.520 --> 00:12:23.400]  很多人行事為人就是看我自己的利益有沒有得與失
[00:12:23.400 --> 00:12:31.280]  有很多人行事的原則就是看別人認為我這件事是好還是不好
[00:12:31.280 --> 00:12:35.760]  或者別人來討好我、讚賞我
[00:12:35.760 --> 00:12:38.520]  我就照你的意思
[00:12:38.520 --> 00:12:42.960]  沒有去考慮這件事是否道德上有問題
[00:12:42.960 --> 00:12:47.000]  是否在行事為人上是神的心儀
[00:12:47.000 --> 00:12:49.920]  沒有考慮這些,只考慮自己有沒有得失
[00:12:49.920 --> 00:12:53.320]  只考慮別人怎麼看這件事
[00:12:53.320 --> 00:12:55.160]  別人有沒有給我好處
[00:12:55.160 --> 00:12:57.720]  別人有沒有來推崇我
[00:12:57.720 --> 00:12:59.400]  又或者反過來
[00:12:59.400 --> 00:13:03.600]  自己有沒有因為別人的看法
[00:13:03.600 --> 00:13:07.680]  改變了一些自己的做法本來是對的
[00:13:07.680 --> 00:13:10.720]  但卻是來遷就別人
[00:13:10.720 --> 00:13:12.360]  明知是不對的
[00:13:12.360 --> 00:13:14.360]  但卻遷就別人
[00:13:14.360 --> 00:13:16.320]  不分好歹
[00:13:16.320 --> 00:13:18.560]  吹捧你一下奉承你一下
[00:13:18.560 --> 00:13:20.880]  沒有分公義與正直
[00:13:20.880 --> 00:13:25.040]  這就是很多人今天沒有真理
[00:13:25.040 --> 00:13:27.240]  沒有敬畏神的心
[00:13:27.240 --> 00:13:31.200]  自己決定所有一切的原則
[00:13:31.200 --> 00:13:32.760]  所以很多時候看環境
[00:13:32.760 --> 00:13:34.000]  看自己的喜好
[00:13:34.000 --> 00:13:37.400]  看別人的認可與否來決定
[00:13:37.400 --> 00:13:38.680]  大衛不同的
[00:13:38.680 --> 00:13:42.880]  他就是縱使有利於自己
[00:13:42.880 --> 00:13:45.480]  剷除了訴羅
[00:13:45.480 --> 00:13:46.880]  這個人來報信
[00:13:46.880 --> 00:13:48.160]  拿他的冠冕來
[00:13:48.160 --> 00:13:50.840]  「冠冕看在我手上,哈哈哈哈」
[00:13:50.840 --> 00:13:51.960]  不是的
[00:13:51.960 --> 00:13:55.600]  大衛只是去賞善罰惡
[00:13:55.600 --> 00:13:59.280]  恨惡罪惡
[00:13:59.280 --> 00:14:03.760]  他竟然不敬畏上帝
[00:14:03.760 --> 00:14:06.520]  不去尊重耶和華所設立的
[00:14:06.520 --> 00:14:09.520]  來剷除了
[00:14:09.520 --> 00:14:13.040]  這就是他一種合神心意
[00:14:13.040 --> 00:14:16.040]  以神為心的一種表現
[00:14:16.040 --> 00:14:18.640]  所以他拒絕不敬畏神的行徑
[00:14:18.640 --> 00:14:20.400]  那些不敬畏神的
[00:14:20.400 --> 00:14:21.760]  我就不去做
[00:14:21.760 --> 00:14:24.240]  這就是他行事的原則
[00:14:24.240 --> 00:14:25.880]  不是那個人來
[00:14:25.880 --> 00:14:26.960]  吹捧你一下
[00:14:26.960 --> 00:14:29.720]  你就說「好,你殺了訴羅」
[00:14:29.720 --> 00:14:31.240]  高舉他
[00:14:31.240 --> 00:14:33.520]  又不是自己心裏想
[00:14:33.520 --> 00:14:36.680]  剷除了這個惡敵
[00:14:36.680 --> 00:14:38.040]  一直追逼我的
[00:14:38.040 --> 00:14:39.680]  現在自由了
[00:14:39.680 --> 00:14:41.520]  來到開心
[00:14:41.520 --> 00:14:45.440]  而他去想究竟這個做法
[00:14:45.440 --> 00:14:47.640]  是否敬畏上帝
[00:14:47.640 --> 00:14:49.280]  在這裏我們看到
[00:14:49.280 --> 00:14:50.920]  在一篇文章
[00:14:50.920 --> 00:14:53.600]  John Brevy所寫的
[00:14:53.600 --> 00:14:55.200]  《The Hour of God》
[00:14:55.200 --> 00:14:58.080]  講到對神的驚懼
[00:14:58.080 --> 00:14:59.240]  作者提到
[00:14:59.240 --> 00:15:01.560]  有些綜合有幾方面
[00:15:01.560 --> 00:15:04.240]  第一,對神的驚懼有什麼表現呢?
[00:15:04.240 --> 00:15:07.160]  當我們敬畏上帝的時候
[00:15:07.160 --> 00:15:10.280]  我們就會承載祂的心
[00:15:10.280 --> 00:15:12.400]  所以那個心是上帝的心
[00:15:12.400 --> 00:15:14.160]  原意是我們的心
[00:15:14.160 --> 00:15:16.000]  與神的心一樣
[00:15:16.000 --> 00:15:18.840]  合神心意就是這個意思
[00:15:18.840 --> 00:15:20.880]  Heart after God's heart
[00:15:20.880 --> 00:15:23.400]  所以這個心去合神心意
[00:15:23.400 --> 00:15:24.840]  我們敬畏神的時候
[00:15:24.840 --> 00:15:25.520]  就會想一下
[00:15:25.520 --> 00:15:28.920]  這是否我們承載了上帝的心呢?
[00:15:28.920 --> 00:15:34.240]  第二,當我們愛祂所愛的時候
[00:15:34.240 --> 00:15:36.520]  我們就會恨祂所恨
[00:15:36.520 --> 00:15:38.000]  一個敬畏神的心
[00:15:38.000 --> 00:15:39.880]  就會愛神所愛的
[00:15:39.880 --> 00:15:41.080]  神所愛的
[00:15:41.080 --> 00:15:41.800]  我們就愛
[00:15:41.800 --> 00:15:43.400]  雖然我們自己不是很愛
[00:15:43.400 --> 00:15:45.840]  大衛很難很愛蘇羅
[00:15:45.840 --> 00:15:46.960]  但是因為神愛
[00:15:46.960 --> 00:15:49.640]  所以他就改變了他的心
[00:15:49.640 --> 00:15:51.040]  那些恨
[00:15:51.040 --> 00:15:53.240]  本來他值得恨的
[00:15:53.240 --> 00:15:54.360]  他就想一下
[00:15:54.360 --> 00:15:56.200]  究竟是否神所恨的
[00:15:56.200 --> 00:15:57.400]  他就恨
[00:15:57.400 --> 00:16:00.320]  有些罪惡的他就恨
[00:16:00.320 --> 00:16:02.440]  那些不合神心意的他就恨
[00:16:02.440 --> 00:16:05.200]  所以他與亞瑪利人爭戰
[00:16:05.200 --> 00:16:07.800]  因為他是屬肉體的人
[00:16:07.800 --> 00:16:09.960]  神說要世世代代與他們爭戰
[00:16:09.960 --> 00:16:12.920]  所以他就愛神所愛的
[00:16:12.920 --> 00:16:14.920]  恨神所恨的
[00:16:14.920 --> 00:16:17.840]  一個敬畏神的人
[00:16:17.840 --> 00:16:21.880]  他會對看重那些重要的事
[00:16:21.880 --> 00:16:23.160]  神看重那些事
[00:16:23.160 --> 00:16:25.640]  對他來說就覺得很重要
[00:16:25.640 --> 00:16:26.480]  所以弟兄姊妹
[00:16:26.480 --> 00:16:28.280]  神看重那些事
[00:16:28.280 --> 00:16:31.160]  是否我們放下其他的事
[00:16:31.160 --> 00:16:33.440]  最重要是將神放在我們手上
[00:16:33.440 --> 00:16:36.160]  主日的時候要回來敬拜上帝
[00:16:36.160 --> 00:16:40.280]  我們的人生要以上帝為主來活著
[00:16:40.280 --> 00:16:42.120]  我們的金錢、我們的時間
[00:16:42.120 --> 00:16:44.640]  讓神作我們的主來管理
[00:16:44.640 --> 00:16:46.800]  有些什麼是神看重重要的
[00:16:46.800 --> 00:16:49.000]  我們覺得重要
[00:16:49.000 --> 00:16:51.160]  有些神覺得不是很重要的
[00:16:51.160 --> 00:16:53.040]  相反就是這個
[00:16:53.040 --> 00:16:54.840]  如果敬畏神的
[00:16:54.840 --> 00:16:57.200]  對他來說不是很重要的
[00:16:57.200 --> 00:17:00.280]  對我們來說也變得不是很重要
[00:17:00.280 --> 00:17:03.080]  所以我們看透了
[00:17:03.080 --> 00:17:05.080]  明明利利等等
[00:17:05.080 --> 00:17:08.760]  我們看透了那些物質的享受
[00:17:08.760 --> 00:17:12.000]  勝過了我們屬靈的追求
[00:17:12.000 --> 00:17:13.560]  我們看透了
[00:17:13.560 --> 00:17:16.320]  最重要的就是來敬拜神
[00:17:16.320 --> 00:17:18.120]  以我們的金錢、我們的禱告
[00:17:18.120 --> 00:17:21.000]  我們的人生來奉獻給神
[00:17:21.000 --> 00:17:21.920]  勝過了
[00:17:21.920 --> 00:17:23.040]  星期天去喝茶
[00:17:23.040 --> 00:17:24.960]  星期天我們去公司
[00:17:24.960 --> 00:17:27.640]  我們不理會回來教會
[00:17:27.640 --> 00:17:30.360]  神要我們看重什麼
[00:17:30.360 --> 00:17:31.200]  我們就看重
[00:17:31.200 --> 00:17:34.320]  神覺得那些不是很重要的
[00:17:34.320 --> 00:17:37.160]  我們也覺得不是很重要
[00:17:37.160 --> 00:17:40.520]  所以這就是他對神的敬畏的心
[00:17:40.520 --> 00:17:44.960]  敬畏神就是憎惡罪惡的事
[00:17:44.960 --> 00:17:50.320]  敬畏神就是恨惡、不公平、不公義的行為
[00:17:50.320 --> 00:17:53.000]  所以什麼是追求良善、公義、正直
[00:17:53.000 --> 00:17:54.760]  這些我們去追求
[00:17:54.760 --> 00:17:59.720]  那些恨惡、邪惡、不公平、不公正的
[00:17:59.720 --> 00:18:02.920]  我們就以神的心來恨惡
[00:18:02.920 --> 00:18:08.120]  這也是很重要的一種敬畏神的表現
[00:18:08.120 --> 00:18:08.920]  再下來
[00:18:08.920 --> 00:18:13.920]  敬畏上帝就是在思想、言語和行動上
[00:18:13.920 --> 00:18:17.280]  在各方面追求聖潔、遠離邪惡
[00:18:17.280 --> 00:18:18.920]  所以敬畏上帝
[00:18:18.920 --> 00:18:21.720]  在我們思想上是否夠敬畏神
[00:18:21.720 --> 00:18:25.640]  我們在言語上是否有敬畏神、見證神
[00:18:25.640 --> 00:18:27.320]  在我們行動上
[00:18:27.320 --> 00:18:30.480]  我們是否遠離這些罪惡
[00:18:30.480 --> 00:18:35.240]  最後敬畏上帝就是避免虛荒
[00:18:35.240 --> 00:18:36.640]  就好像我們見到
[00:18:36.640 --> 00:18:40.160]  大衛和亞馬力的少年人很不同
[00:18:40.160 --> 00:18:42.720]  亞馬力的少年人就是虛荒
[00:18:42.720 --> 00:18:46.120]  大衛就是活出正直
[00:18:46.120 --> 00:18:49.160]  所以我們見到敬畏上帝避免虛荒
[00:18:49.160 --> 00:18:50.160]  這裡就說到
[00:18:50.160 --> 00:18:54.840]  不會說一些或呈現一些不合乎內心想法的外表
[00:18:54.840 --> 00:18:55.760]  意思是甚麼?
[00:18:55.760 --> 00:18:57.600]  即是他裡面是真的
[00:18:57.600 --> 00:18:59.880]  說出來、表現出來就是這樣的
[00:18:59.880 --> 00:19:01.200]  是真誠的
[00:19:01.200 --> 00:19:04.360]  就是他外面的行為和裡面的思想
[00:19:04.360 --> 00:19:06.760]  是表裡一致的
[00:19:06.760 --> 00:19:10.160]  這是一種純正的動機
[00:19:10.160 --> 00:19:12.680]  引致我們正確的行為
[00:19:12.680 --> 00:19:16.760]  所以不是說一套心裡有想另外一套
[00:19:16.760 --> 00:19:20.800]  也是真正的追求這種切實在神面前
[00:19:20.800 --> 00:19:23.120]  我們神啊,我不行,求你幫助我
[00:19:23.120 --> 00:19:24.440]  這種都是真實
[00:19:24.440 --> 00:19:28.600]  但是真正的我們的想法、我們的動機
[00:19:28.600 --> 00:19:32.080]  是保持愛和內一致
[00:19:32.080 --> 00:19:33.560]  這個裡外一致
[00:19:33.560 --> 00:19:36.960]  今天有一個經常用的名詞
[00:19:36.960 --> 00:19:38.440]  就是這個字
[00:19:38.440 --> 00:19:39.920]  就是誠信這個字
[00:19:39.920 --> 00:19:41.480]  Integrity
[00:19:41.480 --> 00:19:44.480]  所以就是追求一種誠實
[00:19:44.480 --> 00:19:45.640]  一種令人信任的
[00:19:45.640 --> 00:19:49.440]  因為它是一種wholeness
[00:19:49.440 --> 00:19:51.880]  即是說它是一種完整的人格
[00:19:51.880 --> 00:19:54.480]  即是它不會在這裡做一個不同的人
[00:19:54.480 --> 00:19:56.200]  在那裡又做一個不同的人
[00:19:56.200 --> 00:19:57.600]  它是一種完整的人格
[00:19:57.600 --> 00:20:00.520]  它活出的生命就是它自己真實的生命
[00:20:00.520 --> 00:20:05.360]  這種就是它那種表裡一致的Integrity
[00:20:05.360 --> 00:20:11.880]  Integrity這個英文的拉丁文字根都是一樣的
[00:20:11.880 --> 00:20:13.760]  就是integer這個字
[00:20:13.760 --> 00:20:15.040]  如果大家數學知道
[00:20:15.040 --> 00:20:17.240]  integer就是整數的意思
