
[00:00:00.000 --> 00:00:01.880]  讓我們一起讀兩節的聖經
[00:04:24.680 --> 00:04:26.480]  那是個必須的
[00:04:26.480 --> 00:04:29.200]  只要他看見自己裡面的缺乏
[00:04:29.200 --> 00:04:31.880]  只要他看見能夠滿足他這個水源
[00:04:31.880 --> 00:04:34.120]  他就勇往直前
[00:04:34.120 --> 00:04:37.440]  同樣弟兄姊妹一個人如果要渴慕神
[00:04:37.440 --> 00:04:39.440]  同樣有這兩個條件
[00:04:39.440 --> 00:04:43.080]  他必須要先看見自己的缺乏
[00:04:43.080 --> 00:04:45.960]  如果一個人毫無缺乏感
[00:04:45.960 --> 00:04:48.320]  他就不可能有渴慕
[00:04:48.320 --> 00:04:50.960]  他不能要看見自己的缺乏
[00:04:50.960 --> 00:04:53.240]  他需要看見神的豐富
[00:04:53.240 --> 00:04:55.440]  他需要看見答案在哪裡
[00:04:55.440 --> 00:04:57.440]  他要看見滿足在哪裡
[00:04:57.440 --> 00:05:00.160]  否則他也不會渴慕
[00:05:00.160 --> 00:05:01.880]  在聖經當中我們看見
[00:05:01.880 --> 00:05:03.760]  耶穌的母親
[00:05:03.760 --> 00:05:05.400]  在婚宴當中
[00:05:05.400 --> 00:05:07.520]  他看見一個缺乏
[00:05:07.520 --> 00:05:09.360]  他們沒有酒了
[00:05:09.360 --> 00:05:11.320]  所以他來到耶穌面前
[00:05:11.320 --> 00:05:12.360]  為什麼
[00:05:12.360 --> 00:05:16.400]  因為他相信耶穌有答案嘛
[00:05:16.400 --> 00:05:19.440]  那個管會堂的雅魯
[00:05:19.440 --> 00:05:22.080]  他看見他家中有一個缺乏
[00:05:22.080 --> 00:05:24.920]  因為他女兒生病快要死了
[00:05:24.920 --> 00:05:26.880]  抬到耶穌的面前
[00:05:26.880 --> 00:05:28.040]  為什麼
[00:05:28.040 --> 00:05:31.920]  因為他相信耶穌能夠醫治嘛
[00:05:31.920 --> 00:05:33.960]  那個血肉的婦人
[00:05:33.960 --> 00:05:37.760]  看見在他身上有個缺乏
[00:05:37.760 --> 00:05:40.520]  他那個血肉已經好久了
[00:05:40.520 --> 00:05:44.320]  用盡一生的積蓄都無法得醫治
[00:05:44.320 --> 00:05:46.120]  他有個缺乏
[00:05:46.120 --> 00:05:48.040]  他來到耶穌面前
[00:05:48.040 --> 00:05:49.160]  為什麼
[00:05:49.160 --> 00:05:50.280]  因為他相信
[00:05:50.280 --> 00:05:54.400]  耶穌是唯一能夠帶給他盼望的神
[00:05:54.400 --> 00:05:57.680]  今天你的心渴慕嗎
[00:05:57.680 --> 00:06:00.160]  很多時候我們就是不渴慕
[00:06:00.160 --> 00:06:03.000]  所以我們看不見我們自己的需要
[00:06:03.000 --> 00:06:06.400]  多少時候我們覺得自己很有辦法
[00:06:06.400 --> 00:06:08.920]  我們覺得自己很富足
[00:06:08.920 --> 00:06:10.720]  自以為聰明
[00:06:10.720 --> 00:06:13.080]  我們自以為擁有很多
[00:06:13.080 --> 00:06:16.880]  我們不覺得我們有需要
[00:06:16.880 --> 00:06:18.440]  就像啟示錄裡面
[00:06:18.440 --> 00:06:20.840]  那個老李家的教會一樣
[00:06:20.840 --> 00:06:22.440]  老李家的教會
[00:06:22.440 --> 00:06:24.400]  也是自以為很豐富
[00:06:24.400 --> 00:06:26.800]  一樣都不缺他們說
[00:06:26.800 --> 00:06:31.720]  所以主才對他們是要去買個眼藥擦擦眼睛啦
[00:06:31.720 --> 00:06:34.520]  你看不見自己的需要
[00:06:34.520 --> 00:06:35.840]  這為什麼主對他們說
[00:06:35.840 --> 00:06:39.440]  你既如溫水既不冷也不熱
[00:06:39.440 --> 00:06:41.840]  換句話說一點渴慕的心都沒有
[00:06:41.840 --> 00:06:45.280]  溫水沒有渴慕的心
[00:06:45.280 --> 00:06:46.160]  神就對他說
[00:06:46.160 --> 00:06:50.320]  我就要把你們從我口中吐出去啊
[00:06:50.320 --> 00:06:54.000]  我聽到很多時候我們今天不認識自己的缺乏
[00:06:54.000 --> 00:06:55.560]  不但我們看不見自己的缺乏
[00:06:55.560 --> 00:06:59.200]  我們更看不見神的豐富
[00:06:59.200 --> 00:07:00.880]  我們不確定
[00:07:00.880 --> 00:07:04.680]  神是不是真的擁有我們生命的答案
[00:07:04.680 --> 00:07:06.360]  所以常常我們還是覺得
[00:07:06.360 --> 00:07:09.400]  還是依靠我們自己的聰明才智
[00:07:09.400 --> 00:07:12.600]  來解決問題比較可靠吧
[00:07:12.600 --> 00:07:16.200]  第二點 多少時候我們必須要承認一件事情
[00:07:16.200 --> 00:07:20.960]  我們之所以沒辦法經歷聖靈的工作
[00:07:20.960 --> 00:07:26.640]  乃是因為我們裡面根本沒有一個渴慕的心啦
[00:07:26.640 --> 00:07:28.040]  前陣子我讀到一篇經文
[00:07:28.040 --> 00:07:30.320]  我覺得很有感觸
[00:07:30.320 --> 00:07:33.640]  以細節書36章第26節
[00:07:33.640 --> 00:07:36.600]  神在這時我要賜給你們一個心心
[00:07:36.600 --> 00:07:38.880]  將心靈放在你們裡面
[00:07:38.880 --> 00:07:41.880]  又從你們肉體中除掉實心
[00:07:41.880 --> 00:07:44.840]  賜給你們肉心
[00:07:44.840 --> 00:07:47.200]  我好喜歡這個比喻
[00:07:47.200 --> 00:07:49.960]  用肉心來做比喻
[00:07:49.960 --> 00:07:53.200]  我們在神的眼前真的需要一個柔軟的心
[00:07:53.200 --> 00:07:55.520]  像肉心一樣
[00:07:55.520 --> 00:07:58.560]  我相信那才是一個恢復的起點
[00:07:58.560 --> 00:08:01.560]  我們的心要像肉心一樣
[00:08:01.560 --> 00:08:03.920]  我們才會有渴慕神的恩典
[00:08:03.920 --> 00:08:07.360]  否則我們的心像石頭一樣
[00:08:07.360 --> 00:08:12.160]  我們就無法經歷上帝的恩典跟作為
[00:08:12.160 --> 00:08:13.840]  我還記得很多年前
[00:08:13.840 --> 00:08:16.720]  我有一次去 Atlanta
[00:08:16.720 --> 00:08:20.040]  當坐飛機去要降落的時候
[00:08:20.040 --> 00:08:21.760]  哇 發現
[00:08:21.760 --> 00:08:24.880]  在 Atlanta 上空看見下面真的是
[00:08:24.880 --> 00:08:26.960]  一片都是樹木
[00:08:26.960 --> 00:08:28.200]  綠綠的樹木
[00:08:28.200 --> 00:08:29.640]  看不到任何房子
[00:08:29.640 --> 00:08:33.280]  所有的房子都是好像藏在樹叢當中
[00:08:33.280 --> 00:08:35.120]  我當時感覺蠻興奮的
[00:08:35.120 --> 00:08:37.200]  因為這跟加州的景象不同
[00:08:37.200 --> 00:08:39.320]  如果你坐飛機要在加州降落
[00:08:39.320 --> 00:08:41.680]  一降落到處都黃土一片
[00:08:41.680 --> 00:08:42.800]  完全不一樣
[00:08:42.800 --> 00:08:46.840]  所以我還蠻興奮的到 Atlanta 的時候
[00:08:46.840 --> 00:08:48.760]  可是跟他們在一起之後
[00:08:48.760 --> 00:08:50.120]  同工們跟我說
[00:08:50.120 --> 00:08:51.800]  在 Atlanta 有個名勝
[00:08:51.800 --> 00:08:53.200]  我說真的嗎
[00:08:53.200 --> 00:08:54.160]  它的名勝叫什麼
[00:08:54.160 --> 00:08:56.960]  叫做石頭山
[00:08:56.960 --> 00:08:58.760]  我說我到處看見綠樹
[00:08:58.760 --> 00:09:00.600]  怎麼會有個石頭山
[00:09:00.600 --> 00:09:01.600]  還是名勝
[00:09:01.600 --> 00:09:03.560]  對 這個名勝石頭山
[00:09:03.560 --> 00:09:05.840]  去看看
[00:09:05.840 --> 00:09:07.400]  我們就去了
[00:09:07.400 --> 00:09:08.920]  到那裡真的一看
[00:09:08.920 --> 00:09:12.760]  真的是一個光禿禿的石頭山
[00:09:12.760 --> 00:09:14.800]  我們爬到山頂
[00:09:14.800 --> 00:09:19.840]  真的就看見四圍都是綠綠的樹木
[00:09:19.840 --> 00:09:22.760]  只有這個石頭山是光禿禿的
[00:09:22.760 --> 00:09:25.520]  什麼都沒有 寸草不生
[00:09:25.520 --> 00:09:26.840]  我心中就在
[00:09:26.840 --> 00:09:30.440]  難道在這個石頭山上沒有雨下來嗎
[00:09:30.440 --> 00:09:31.360]  No No No
[00:09:31.360 --> 00:09:33.240]  雨水是很豐富的
[00:09:33.240 --> 00:09:36.160]  都在這個地區都擁有
[00:09:36.160 --> 00:09:39.760]  只是因為這是石頭山
[00:09:39.760 --> 00:09:43.360]  以至於不能吸收任何的水分
[00:09:43.360 --> 00:09:46.480]  沒有辦法長出任何的植物出來
[00:09:46.480 --> 00:09:48.480]  別的當中都是綠的
[00:09:48.480 --> 00:09:52.640]  只有這裡光禿禿什麼都長不出來
[00:09:52.640 --> 00:09:55.520]  你知道那天我站在那裡
[00:09:55.520 --> 00:09:57.960]  感觸很深
[00:09:57.960 --> 00:10:00.320]  主就提醒我
[00:10:00.320 --> 00:10:03.480]  會不會今天我們的心
[00:10:03.480 --> 00:10:06.080]  就像這個石頭山一樣
[00:10:06.080 --> 00:10:08.200]  這麼剛硬
[00:10:08.200 --> 00:10:12.840]  以至於我們根本沒有辦法經歷神的恩典作為
[00:10:12.840 --> 00:10:14.840]  不是沒有雨水
[00:10:14.840 --> 00:10:17.040]  不是神不願意施恩
[00:10:17.040 --> 00:10:19.320]  不是神沒有憐憫
[00:10:19.320 --> 00:10:23.160]  而在我們裡面心像石頭一樣剛硬
[00:10:23.160 --> 00:10:26.480]  我們無法領受神的恩典
[00:10:26.480 --> 00:10:30.800]  今天我們真的需要重新來可悟神
[00:10:30.800 --> 00:10:34.240]  重新可悟聖靈的作為
[00:10:34.240 --> 00:10:37.440]  就像舊約時代的伊麗莎一樣
[00:10:37.440 --> 00:10:41.720]  當她知道她老師伊麗莎要被接升天的時候
[00:10:41.720 --> 00:10:45.680]  她知道她沒辦法靠自己的力量
[00:10:45.680 --> 00:10:49.920]  沒辦法靠自己的聰明才智來面對仇敵的攻擊
[00:10:49.920 --> 00:10:53.640]  來面對當時這種敗偶像的環境
[00:10:53.640 --> 00:10:58.000]  她必須要得到她老師身上的聖靈
[00:10:58.000 --> 00:11:00.560]  所以聖經你看她一路跟隨
[00:11:00.560 --> 00:11:02.840]  當準備伊麗莎準備升天的時候
[00:11:02.840 --> 00:11:05.800]  她一路跟隨伊麗莎
[00:11:05.800 --> 00:11:08.200]  從吉角到伯特利
[00:11:08.200 --> 00:11:10.240]  從伯特利到耶利哥
[00:11:10.240 --> 00:11:12.480]  從耶利哥到約旦河邊
[00:11:12.480 --> 00:11:14.120]  一路跟啊
[00:11:14.120 --> 00:11:15.600]  為什麼?
[00:11:15.600 --> 00:11:18.000]  我告訴你因為她可悟啊
[00:11:18.000 --> 00:11:22.440]  她知道她必須要擁有聖靈的能力
[00:11:22.440 --> 00:11:25.160]  否則她無法生活
[00:11:25.160 --> 00:11:29.040]  否則她無法有效來侍奉
[00:11:29.040 --> 00:11:31.080]  所以當伊麗莎問她說
[00:11:31.080 --> 00:11:33.400]  妳要我為妳做什麼
[00:11:33.400 --> 00:11:36.000]  她馬上回答不是嗎
[00:11:36.000 --> 00:11:37.560]  她馬上回答
[00:11:37.560 --> 00:11:41.800]  願那感動妳的靈加倍感動我
[00:11:41.800 --> 00:11:44.760]  不只是在伊麗莎身上的聖靈
[00:11:44.760 --> 00:11:49.080]  而是加倍的恩高要臨到在她身上
[00:11:49.080 --> 00:11:52.800]  你知道我們常常只是看見
[00:11:52.800 --> 00:11:56.480]  伊麗莎在尋求加倍的恩高
[00:11:56.480 --> 00:11:58.600]  可是我告訴你我們很少看見
[00:11:58.600 --> 00:12:02.680]  在她裡面是因為有加倍的可悟
[00:12:02.680 --> 00:12:07.040]  所以她裡面的可悟是一種加倍的可悟
[00:12:07.040 --> 00:12:10.440]  所以她要求那加倍的恩高
[00:12:10.440 --> 00:12:14.840]  弟兄姊今天當我們面對這樣一個充滿危機的世代
[00:12:14.840 --> 00:12:18.760]  我們不是更需要向神來呼求嗎
[00:12:18.760 --> 00:12:21.720]  我們需要聖靈再次來充滿我們
[00:12:21.720 --> 00:12:27.160]  我們需要聖靈的恩高能能力在我們生命當中來面對每一天的生活
[00:12:27.160 --> 00:12:28.520]  Amen
[00:12:28.520 --> 00:12:32.640]  因為只有聖靈的恩高能夠斷開沉重惡
[00:12:32.640 --> 00:12:37.880]  只有聖靈的恩高在我們人生困境當中親自為我們開道路
[00:12:37.880 --> 00:12:42.440]  只有聖靈的恩高能夠幫助我們勝過一切黑暗全世
[00:12:42.440 --> 00:12:44.080]  神要給我們得勝的權柄
[00:12:44.080 --> 00:12:45.920]  Hallelujah
[00:12:45.920 --> 00:12:50.400]  所以聖經裡面教導我們說要大大張口
[00:12:50.400 --> 00:12:52.480]  神就大大充滿我們
[00:12:52.480 --> 00:12:53.600]  Hallelujah
[00:12:53.600 --> 00:12:56.600]  今天我們是要向神大大張口
[00:12:56.600 --> 00:12:59.360]  我常常說如果你小小張口
[00:12:59.360 --> 00:13:01.400]  那神只能小小充滿
[00:13:01.400 --> 00:13:02.920]  如果你不張口
[00:13:02.920 --> 00:13:04.840]  神就不充滿
[00:13:04.840 --> 00:13:07.400]  你一定要大大張口
[00:13:07.400 --> 00:13:11.000]  神就按祂所應許的大大來充滿你
[00:13:11.000 --> 00:13:12.160]  Hallelujah
[00:13:12.160 --> 00:13:14.240]  今天我們要渴慕
[00:13:14.240 --> 00:13:16.280]  你如果想經歷聖靈
[00:13:16.280 --> 00:13:17.840]  你一定要渴慕
[00:13:17.840 --> 00:13:18.960]  渴慕祂
[00:13:18.960 --> 00:13:20.480]  渴慕祂的作為
[00:13:20.480 --> 00:13:21.600]  Amen
[00:13:21.600 --> 00:13:23.120]  第二
[00:13:23.120 --> 00:13:25.800]  我們就要依靠聖靈
[00:13:25.800 --> 00:13:28.280]  要依靠聖靈
[00:13:28.280 --> 00:13:31.520]  撒加利亞書第四章第六節
[00:13:31.520 --> 00:13:35.200]  它對我說這是耶和華子嗣所羅八博的
[00:13:35.200 --> 00:13:36.440]  萬鈞修華說
[00:13:36.440 --> 00:13:38.760]  不是依靠勢力
[00:13:38.760 --> 00:13:40.800]  不是依靠才能
[00:13:40.800 --> 00:13:44.880]  乃是依靠我的靈方能成事
[00:13:44.880 --> 00:13:47.240]  這裡很清楚告訴我們
[00:13:47.240 --> 00:13:49.440]  在我們每天的生活當中
[00:13:49.440 --> 00:13:51.120]  我們一定要學習
[00:13:51.120 --> 00:13:53.720]  依靠神的這種
[00:13:53.720 --> 00:13:55.920]  不是依靠勢力
[00:13:55.920 --> 00:13:57.520]  不是依靠才能
[00:13:57.520 --> 00:14:01.480]  是依靠神的靈方能成事
[00:14:01.480 --> 00:14:04.080]  什麼是勢力跟才能
[00:14:04.080 --> 00:14:06.640]  我告訴你勢力才能
[00:14:06.640 --> 00:14:10.200]  就是人所以為成功的要素
[00:14:10.200 --> 00:14:11.720]  不是嗎
[00:14:11.720 --> 00:14:13.760]  人所以為成功的要素
[00:14:13.760 --> 00:14:16.400]  所以當你在做每一件事情的時候
[00:14:16.400 --> 00:14:17.520]  你都會想
[00:14:17.520 --> 00:14:19.800]  我能不能夠做呢
[00:14:19.800 --> 00:14:21.920]  我的關係
[00:14:21.920 --> 00:14:24.160]  我的交情夠不夠呢
[00:14:24.160 --> 00:14:26.040]  我有多少資源
[00:14:26.040 --> 00:14:28.440]  我有多少本錢
[00:14:28.440 --> 00:14:31.600]  這就是勢力跟才能
[00:14:31.600 --> 00:14:32.760]  但聖經告訴我們
[00:14:32.760 --> 00:14:37.120]  神的道路跟人的道路是截然不同
[00:14:37.120 --> 00:14:38.600]  事實上神的道路
[00:14:38.600 --> 00:14:41.120]  遠遠高過我們人的道路
[00:14:41.120 --> 00:14:45.680]  人以為依靠勢力才能就能夠成功
[00:14:45.680 --> 00:14:47.760]  但是神說錯了
[00:14:47.760 --> 00:14:49.760]  既不是依靠勢力
[00:14:49.760 --> 00:14:51.480]  也不是依靠才能
[00:14:51.480 --> 00:14:55.400]  是依靠神的靈方能成事
[00:14:55.400 --> 00:14:57.760]  什麼是依靠神的靈
[00:14:57.760 --> 00:15:00.640]  但是當你在做每一件事情的時候
[00:15:00.640 --> 00:15:02.960]  你所問的問題是說
[00:15:02.960 --> 00:15:03.920]  主啊
[00:15:03.920 --> 00:15:06.440]  你的心意是什麼
[00:15:06.440 --> 00:15:07.040]  主啊
[00:15:07.040 --> 00:15:09.600]  你要我做什麼
[00:15:09.600 --> 00:15:12.720]  所以問題不再是我要做什麼
[00:15:12.720 --> 00:15:14.680]  我能做什麼
[00:15:14.680 --> 00:15:15.760]  問題是變成
[00:15:15.760 --> 00:15:17.880]  主你要我做什麼
[00:15:17.880 --> 00:15:20.240]  主你要做什麼
[00:15:20.240 --> 00:15:24.920]  這是兩種截然不同的生活型態
[00:15:24.920 --> 00:15:27.680]  而這兩種不同的生活型態
[00:15:27.680 --> 00:15:31.560]  會帶來截然不同的結果的
[00:15:31.560 --> 00:15:36.280]  一個活在勢力跟才能裡面的人
[00:15:36.280 --> 00:15:40.320]  永遠會受到自我的限制的
[00:15:40.320 --> 00:15:41.640]  因為我們看見
[00:15:41.640 --> 00:15:44.440]  人所依靠的勢力跟才能
[00:15:44.440 --> 00:15:49.440]  自終是帶給我們最大的攔阻跟限制
[00:15:49.440 --> 00:15:52.240]  但一個依靠聖靈的人
[00:15:52.240 --> 00:15:55.040]  卻永遠能夠超過自我的限制
[00:15:55.040 --> 00:15:58.000]  而成就神偉大奇妙的工作
[00:15:58.000 --> 00:15:59.720]  Hallelujah
[00:15:59.720 --> 00:16:00.360]  第二個原因是為什麼
[00:16:00.360 --> 00:16:03.320]  我們需要每一天的生活當中
[00:16:03.320 --> 00:16:05.440]  我們來依靠聖靈
[00:16:05.440 --> 00:16:08.360]  尋求聖靈的引導
[00:16:08.360 --> 00:16:10.640]  因為當我們在面對人生的困境
[00:16:10.640 --> 00:16:12.480]  跟是縫的關口的時候
[00:16:12.480 --> 00:16:14.640]  只有聖靈的引導
[00:16:14.640 --> 00:16:17.920]  才能夠帶給我們突破
[00:16:17.920 --> 00:16:21.400]  這就好像在五品二育的神蹟當中
[00:16:21.400 --> 00:16:23.560]  你要記得當時的門徒們
[00:16:23.560 --> 00:16:25.840]  他們面對五千人的會眾
[00:16:25.840 --> 00:16:28.120]  又聽見主耶穌的吩咐說
[00:16:28.120 --> 00:16:30.400]  你們給他們吃吧
[00:16:30.400 --> 00:16:32.440]  對當時的門徒來講
[00:16:32.440 --> 00:16:34.840]  真的有點一籌莫展不是嗎
[00:16:34.840 --> 00:16:36.480]  我們看見門徒們
[00:16:36.480 --> 00:16:39.840]  用盡自己的勢力跟才能
[00:16:39.840 --> 00:16:42.480]  無解就是無解
[00:16:42.480 --> 00:16:44.120]  你看菲利不是說嗎
[00:16:44.120 --> 00:16:46.080]  啊這是野地啊
[00:16:46.080 --> 00:16:47.960]  就算有二十兩銀子
[00:16:47.960 --> 00:16:48.960]  去哪裡買東西
[00:16:48.960 --> 00:16:52.360]  更何況我們連二十兩銀子都沒有
[00:16:52.360 --> 00:16:53.880]  沒有錢
[00:16:53.880 --> 00:16:55.440]  沒有食物
[00:16:55.440 --> 00:16:57.400]  沒有商店
[00:16:57.400 --> 00:17:00.840]  不可能
[00:17:00.840 --> 00:17:03.720]  可是我們看見約翰福音第六章第六節
[00:17:03.720 --> 00:17:05.240]  主怎麼說呢
[00:17:05.240 --> 00:17:09.360]  第六章就有他說這話是要試驗菲利
[00:17:09.360 --> 00:17:10.920]  接下來怎麼說
[00:17:10.920 --> 00:17:15.160]  他自己原知道要怎樣行
[00:17:15.160 --> 00:17:17.480]  我好喜歡這句話
[00:17:17.480 --> 00:17:22.000]  主自己原知道要如何行
[00:17:22.000 --> 00:17:23.400]  第二你可知道
[00:17:23.400 --> 00:17:25.520]  今天無論你在人生的道路當中
[00:17:25.520 --> 00:17:28.240]  遇到怎麼樣的難處跟困難
[00:17:28.240 --> 00:17:31.160]  其實神都早已經知道
[00:17:31.160 --> 00:17:34.080]  神早有答案
[00:17:34.080 --> 00:17:36.280]  你不需要絞盡自己的腦子
[00:17:36.280 --> 00:17:38.440]  想盡自己的辦法
[00:17:38.440 --> 00:17:40.200]  你最需要做的
[00:17:40.200 --> 00:17:42.920]  就是來尋求祂的指引
[00:17:42.920 --> 00:17:45.920]  依靠祂的帶領
[00:17:45.920 --> 00:17:49.120]  你知道特別在這次的疫情當中
[00:17:49.120 --> 00:17:51.400]  我真的看見神在我們整個教會的
[00:17:51.400 --> 00:17:53.600]  事工的發展上
[00:17:53.600 --> 00:17:55.880]  神早已經知道
[00:17:55.880 --> 00:17:58.720]  神也早有答案
[00:17:58.720 --> 00:18:02.200]  就拿我們教會今年的主題來說
[00:18:02.200 --> 00:18:03.600]  我相信可能很多人在我們中間
[00:18:03.600 --> 00:18:05.160]  你根本不大清楚
[00:18:05.160 --> 00:18:07.640]  我們教會今年的主題是什麼
[00:18:07.640 --> 00:18:10.440]  因為我還沒開始講疫情就發生了
[00:18:10.440 --> 00:18:12.520]  所以很多人恐怕還沒有機會
[00:18:12.520 --> 00:18:14.760]  聽到我講這個主題
[00:18:14.760 --> 00:18:18.320]  但你要知道今年我們教會的主題
[00:18:18.320 --> 00:18:21.040]  是跟過去的主題都很不一樣
[00:18:21.040 --> 00:18:25.400]  一點沒有像過去的主題那麼響亮
[00:18:25.400 --> 00:18:27.120]  以前我們的主題都很響亮
[00:18:27.120 --> 00:18:29.040]  什麼活出神的榮耀
[00:18:29.040 --> 00:18:32.000]  擴張帳目 左右開掌
[00:18:32.000 --> 00:18:35.000]  可是今年的主題是很平凡的
[00:18:35.000 --> 00:18:36.640]  我們今年的主題是
[00:18:36.640 --> 00:18:40.040]  更新 連結 擴展
[00:18:40.040 --> 00:18:43.560]  既不響亮也無創意
[00:18:43.560 --> 00:18:47.720]  那為什麼會訂出這種主題出來呢
[00:18:47.720 --> 00:18:51.480]  我還記得在去年年度計畫會議的時候
