
[00:00:00.000 --> 00:00:06.360]  大兄姐妹 有閘門和寬門 你選擇了哪個門呢
[00:05:01.340 --> 00:05:05.420]  閘門是通往新明 但是路是少的
[00:05:05.420 --> 00:05:11.020]  找到的人都少 因為要付代價
[00:05:11.020 --> 00:05:15.420]  最近有一幅警世圖 關於教會的
[00:05:15.420 --> 00:05:23.580]  這幅警世圖是說 教會正在邁向死亡的七個徵兆
[00:05:23.580 --> 00:05:26.180]  第一個徵兆是甚麼呢
[00:05:26.180 --> 00:05:30.740]  崇拜已經變成一個表演 而非參與
[00:05:30.740 --> 00:05:34.180]  即是人回到這裏已經不是一個敬拜者
[00:05:34.180 --> 00:05:37.980]  而是只是作為一個旁觀者去觀望
[00:05:37.980 --> 00:05:44.340]  所以回到這裏 我們不會透過唱歌去讚美神
[00:05:44.340 --> 00:05:46.540]  我們回來會留意些甚麼呢
[00:05:46.540 --> 00:05:49.140]  留意一下國賢剛才有沒有走音
[00:05:49.140 --> 00:05:54.820]  他剛剛是否拍子入 有沒有唱慢了
[00:05:54.820 --> 00:06:02.340]  然後伴唱有沒有走音 打鼓是否正確拍子
[00:06:02.340 --> 00:06:07.620]  Powerpoint有沒有打慢了 音控有沒有控制不好
[00:06:07.620 --> 00:06:11.140]  主席祈禱有沒有甩甩咳咳等等
[00:06:11.140 --> 00:06:16.220]  我們回來崇拜就變成一個看表演的人
[00:06:16.220 --> 00:06:20.500]  但我們每一次回來教會去敬拜其實很簡單
[00:06:20.500 --> 00:06:22.500]  我們都是用心靈承受去敬拜
[00:06:22.500 --> 00:06:26.660]  透過詩歌唱出的歌詞來讚美我們的主 我們的神
[00:06:26.660 --> 00:06:28.180]  這才是最重要的
[00:06:28.180 --> 00:06:34.260]  所以第一個徵兆就是當崇拜變成表演而非參與
[00:06:34.260 --> 00:06:41.260]  第二件事就是那些訪客來了一次之後就消失了
[00:06:41.260 --> 00:06:48.740]  我記得早前我們在那紅團形容教會很有邊界感
[00:06:48.740 --> 00:06:54.620]  我們對那些新朋友很有邊界感就是我們都不會怎樣理會他們
[00:06:54.620 --> 00:06:56.620]  所以很有邊界感
[00:06:56.620 --> 00:07:01.460]  所以很多新朋友來了一次之後就消失了
[00:07:01.460 --> 00:07:07.380]  第三個徵兆就是同一班人坐在同一個位置上
[00:07:07.380 --> 00:07:10.180]  有十年已經不變了
[00:07:10.180 --> 00:07:14.420]  你幫我看看你旁邊那個是否已經坐了十年不變的位置
[00:07:14.420 --> 00:07:19.540]  我覺得炳雄和兆娟應該是超過十年了
[00:07:19.540 --> 00:07:21.780]  我每次都好像看見你們坐在那裡
[00:07:21.780 --> 00:07:24.580]  Patrick都好像是
[00:07:24.580 --> 00:07:28.700]  你們坐在那個位置上很詳情
[00:07:28.700 --> 00:07:34.340]  這些人回來就是用一種安逸取代了穩定
[00:07:34.340 --> 00:07:39.980]  教會一選擇安逸我們就會停滯 不會向前
[00:07:39.980 --> 00:07:44.700]  第四就是逃避衝突就變成了一種新的文化
[00:07:44.700 --> 00:07:46.700]  因為我們都很怕衝突
[00:07:46.700 --> 00:07:50.700]  特別是回來教會都要衝突我們是很不喜歡的
[00:07:50.700 --> 00:07:55.980]  有兩方面 一方面就是因為怕衝突我們就客氣氣
[00:07:55.980 --> 00:07:57.620]  我們不會講真話
[00:07:57.620 --> 00:08:00.340]  但另一邊就是因為我們太喜歡講真話了
[00:08:00.340 --> 00:08:02.940]  所以就打死了很多人
[00:08:02.940 --> 00:08:05.620]  有時候我們都不知道應該怎樣去處理
[00:08:05.620 --> 00:08:10.020]  但當我們逃避衝突變成一個新文化的時候
[00:08:10.020 --> 00:08:12.260]  就缺乏了一種真實性的合一
[00:08:12.260 --> 00:08:14.860]  就並不是一種真正的聯合
[00:08:14.860 --> 00:08:18.140]  我們心裏就失去了一個真正的交流
[00:08:18.140 --> 00:08:20.900]  第五樣的徵兆就是下一代正在流失
[00:08:20.900 --> 00:08:23.940]  如果沒有了年輕的一代 教會就沒有未來
[00:08:23.940 --> 00:08:27.660]  弟兄姊妹 我針對的不只是年輕的一代
[00:08:27.660 --> 00:08:30.100]  譬如年輕人 教會沒有下一代
[00:08:30.100 --> 00:08:33.540]  不是說年輕人會流失 或者兒童會流失
[00:08:33.540 --> 00:08:37.580]  我更加在講的是我們其他的年齡層的人
[00:08:37.580 --> 00:08:42.100]  我們都沒有了下一代去承接
[00:08:42.100 --> 00:08:46.060]  我們有資深的基督徒 究竟有沒有新加入的基督徒呢
[00:08:46.060 --> 00:08:48.260]  這個都是下一代
[00:08:48.260 --> 00:08:49.980]  第六樣的徵兆就是什麼
[00:08:49.980 --> 00:08:52.980]  只是有士工卻失去了使命
[00:08:52.980 --> 00:08:54.740]  我們可能很喜歡搞很多士工
[00:08:54.740 --> 00:08:56.540]  士工一個接一個 一個接一個
[00:08:56.540 --> 00:08:58.580]  但其實我們不知道做來做什麼
[00:08:58.580 --> 00:09:01.820]  然後可能都是為做而做
[00:09:01.820 --> 00:09:05.940]  究竟我們做這個工具
[00:09:05.940 --> 00:09:07.660]  究竟我們最終的目標是什麼呢
[00:09:07.660 --> 00:09:11.020]  其實我們是不是要去祝福這些群體呢
[00:09:11.020 --> 00:09:13.860]  祝福年輕人 祝福長者等等
[00:09:13.860 --> 00:09:15.860]  我們要找回一個使命
[00:09:15.860 --> 00:09:19.900]  第七個徵兆就是追求舒適勝過馴服
[00:09:19.900 --> 00:09:22.500]  特別是當我們信奈了
[00:09:22.500 --> 00:09:25.620]  其實我們都希望安安樂樂
[00:09:25.620 --> 00:09:28.060]  回來教會開開心心
[00:09:28.060 --> 00:09:32.460]  有團契 有主一學 有崇拜 就很舒服
[00:09:32.460 --> 00:09:34.500]  當我們說要付代價
[00:09:34.500 --> 00:09:36.460]  我們的生命要去毀身的時候
[00:09:36.460 --> 00:09:39.300]  我們就會感到很困難
[00:09:39.300 --> 00:09:43.460]  回來崇拜的椅子坐得舒服都很重要
[00:09:43.460 --> 00:09:47.860]  昨天我們在轉浸舉行婚禮
[00:09:47.860 --> 00:09:52.620]  李生理太回來了 我們給她們掌聲恭賀
[00:09:52.620 --> 00:09:56.180]  昨天在婚禮裡面 我坐在台上
[00:09:56.180 --> 00:10:02.860]  轉浸那張椅子 比土浸那張椅子更舒服
[00:10:02.860 --> 00:10:04.900]  這裡其實很重要 說的是什麼呢
[00:10:04.900 --> 00:10:10.180]  我們會不會回來教會慢慢追求安逸
[00:10:10.180 --> 00:10:13.260]  多於想要去馴服 要去毀身呢
[00:10:13.260 --> 00:10:15.380]  等下我和你分享這幅警世圖
[00:10:15.380 --> 00:10:18.380]  我不是要和大家分享
[00:10:18.380 --> 00:10:20.180]  我們一起去檢查土浸
[00:10:20.180 --> 00:10:23.140]  究竟我們是否都有齊這七個徵兆
[00:10:23.140 --> 00:10:24.980]  我們是否教會都要邁向死亡
[00:10:24.980 --> 00:10:26.580]  我不是在說這件事
[00:10:26.580 --> 00:10:28.780]  我很想告訴大家的是
[00:10:28.780 --> 00:10:30.460]  當我去看見土浸的時候
[00:10:30.460 --> 00:10:35.380]  我看見到三件事
[00:10:35.380 --> 00:10:37.580]  有一部份的人可能真是
[00:10:37.580 --> 00:10:42.380]  我們會享受安逸 享受穩定
[00:10:42.380 --> 00:10:44.380]  因為可能人生都去到某個階段
[00:10:44.380 --> 00:10:50.700]  我們都希望穩穩定定 開開心心的去回教會
[00:10:50.700 --> 00:10:55.780]  另一群人我看見的是很疲累 很疲乏
[00:10:55.780 --> 00:10:58.580]  有很多的侍奉
[00:10:58.580 --> 00:11:02.980]  已經不斷地做 不斷地做
[00:11:02.980 --> 00:11:05.860]  很疲乏 很疲累
[00:11:05.860 --> 00:11:13.660]  第三類是一班可能已經很挫敗 很失望的
[00:11:13.660 --> 00:11:16.940]  可能過去曾經參與過很多的服侍
[00:11:16.940 --> 00:11:19.620]  在侍奉裡都很賣力
[00:11:19.620 --> 00:11:22.940]  但可能遇到挫敗
[00:11:22.940 --> 00:11:25.940]  可能又受到一些批評
[00:11:25.940 --> 00:11:30.260]  可能對教會會有失望等等
[00:11:30.260 --> 00:11:32.260]  我最近聽了一段對話
[00:11:32.260 --> 00:11:36.620]  是一個以前回土浸的年青人
[00:11:36.620 --> 00:11:38.300]  現在已經不再年輕了
[00:11:38.300 --> 00:11:40.340]  已經結婚 有小朋友
[00:11:40.340 --> 00:11:43.100]  但他沒有再回來土浸
[00:11:43.100 --> 00:11:45.020]  他分享的是
[00:11:45.020 --> 00:11:47.780]  為什麼現在不再回教會
[00:11:47.780 --> 00:11:49.780]  因為過去的日子
[00:11:49.780 --> 00:11:52.580]  每次回來教會都是工作
[00:11:52.580 --> 00:11:54.500]  工作完又繼續工作
[00:11:54.500 --> 00:11:56.580]  工作完又繼續工作
[00:11:56.580 --> 00:11:57.700]  工作都不是問題
[00:11:57.700 --> 00:12:04.020]  但最後他覺得很沒有被務養
[00:12:04.020 --> 00:12:06.580]  回來教會工作是重要的
[00:12:06.580 --> 00:12:11.660]  但會中你們有被務養 都是很重要的
[00:12:11.660 --> 00:12:14.500]  所以今天我們看見的是
[00:12:14.500 --> 00:12:18.900]  究竟我們是否正在進一個閘門
[00:12:18.900 --> 00:12:21.860]  我們是否正在順服天父的旨意
[00:12:21.860 --> 00:12:24.140]  我們是否好好侍奉
[00:12:24.140 --> 00:12:26.780]  是否好好做好務養的工作
[00:12:26.780 --> 00:12:31.020]  這是我們今天需要認真去面對
[00:12:31.020 --> 00:12:34.260]  所以基督教的一位作家C.S.Lewis
[00:12:34.260 --> 00:12:37.260]  他說過一番話
[00:12:37.260 --> 00:12:40.340]  我們進閘門是真的要去付代價
[00:12:40.340 --> 00:12:45.060]  他說我選擇宗教不是為了讓自己開心
[00:12:45.060 --> 00:12:48.220]  他說我知道一瓶波多爾紅酒
[00:12:48.220 --> 00:12:50.780]  就能令到他開心
[00:12:50.780 --> 00:12:54.620]  如果你想找一個讓你感到舒服的宗教
[00:12:54.620 --> 00:12:58.780]  他絕對不會推薦基督教
[00:12:58.780 --> 00:13:00.180]  因為他要表達的就是
[00:13:00.180 --> 00:13:03.380]  其實我們的信仰就是一份的委身
[00:13:03.380 --> 00:13:05.540]  是要付代價
[00:13:05.540 --> 00:13:08.020]  當你要去進行天父的旨意
[00:13:08.020 --> 00:13:10.460]  你就是要去付代價
[00:13:10.460 --> 00:13:14.260]  主耶穌吩咐跟從他的人要進閘門
[00:13:14.260 --> 00:13:16.340]  是要付代價
[00:13:16.340 --> 00:13:18.380]  是要委身
[00:13:18.380 --> 00:13:23.620]  這是一個必然會出現的事情
[00:13:23.620 --> 00:13:27.500]  但是這一道門是通往生命的
[00:13:27.500 --> 00:13:28.540]  所以去到這裏弟兄姊妹
[00:13:28.540 --> 00:13:30.660]  我想再問大家一次
[00:13:30.660 --> 00:13:32.100]  弟兄姊妹
[00:13:32.100 --> 00:13:34.740]  你究竟選擇了哪一道門
[00:13:34.740 --> 00:13:37.380]  你選擇了閘門
[00:13:37.380 --> 00:13:40.740]  還是寬門
[00:13:40.740 --> 00:13:42.500]  你選擇了進閘門
[00:13:42.500 --> 00:13:45.460]  你去進行天父的旨意
[00:13:45.460 --> 00:13:48.900]  還是你選擇了一道寬門
[00:13:48.900 --> 00:13:52.260]  沒有去聽從天父的旨意呢
[00:13:52.260 --> 00:13:54.020]  然後接著
[00:13:54.020 --> 00:13:55.060]  再進一步
[00:13:55.060 --> 00:13:56.140]  主耶穌就提醒我們
[00:13:56.140 --> 00:13:58.660]  他說要防備假先知
[00:13:58.660 --> 00:14:00.020]  他們的外表是怎樣呢
[00:14:00.020 --> 00:14:01.740]  是很像一隻羊的
[00:14:01.740 --> 00:14:03.140]  裏面是怎樣呢
[00:14:03.140 --> 00:14:04.180]  殘暴的狼
[00:14:04.180 --> 00:14:06.420]  等一會你幫我看一下你過來的那個人
[00:14:06.420 --> 00:14:11.700]  他像一隻羊還是像一隻狼
[00:14:11.700 --> 00:14:14.220]  我經常說在教會裏面
[00:14:14.220 --> 00:14:16.700]  我們有兩類人
[00:14:16.700 --> 00:14:17.740]  有兩類假先知
[00:14:17.740 --> 00:14:19.540]  一類假先知是甚麼呢
[00:14:19.540 --> 00:14:21.660]  就是他處心積慮的假先知
[00:14:21.660 --> 00:14:25.740]  他真是錯誤的引導人走向寬門
[00:14:25.740 --> 00:14:26.700]  另一類是甚麼呢
[00:14:26.700 --> 00:14:30.340]  我們不知不覺會成為了假先知
[00:14:30.340 --> 00:14:32.420]  我每次說很多人都接受不了
[00:14:32.420 --> 00:14:33.740]  因為甚麼呢
[00:14:33.740 --> 00:14:38.460]  你有誰可以接受得到你旁邊那麼可愛的弟兄姊妹是一隻狼呢
[00:14:38.460 --> 00:14:41.940]  你再看一下她是不是很可愛
[00:14:41.940 --> 00:14:42.860]  弟兄姊妹
[00:14:42.860 --> 00:14:43.900]  當我們回到教會
[00:14:43.900 --> 00:14:46.500]  我們就很容易怎樣
[00:14:46.500 --> 00:14:50.180]  很容易不知不覺就變成了一個假先知
[00:14:50.180 --> 00:14:51.660]  假先知最大的問題是甚麼呢
[00:14:51.660 --> 00:14:54.740]  就是將人帶離去閘門
[00:14:54.740 --> 00:14:56.820]  帶離開了去閘門
[00:14:56.820 --> 00:14:58.700]  沒有去聽從天父的旨意
[00:14:58.700 --> 00:15:00.580]  走向寬門
[00:15:00.580 --> 00:15:03.940]  說一些令人聽了很舒服的說話
[00:15:03.940 --> 00:15:05.380]  告訴別人不需要悔改
[00:15:05.380 --> 00:15:07.260]  不需要改變生命
[00:15:07.260 --> 00:15:09.940]  信仰只停留在一個表面的上面
[00:15:09.940 --> 00:15:11.540]  很容易的弟兄姊妹
[00:15:11.540 --> 00:15:13.460]  我們是不知不覺可能會做了假先知
[00:15:13.460 --> 00:15:14.620]  是甚麼時候呢
[00:15:14.620 --> 00:15:17.660]  當你很愛心的時候
[00:15:17.660 --> 00:15:21.900]  當你有過份的包容的時候
[00:15:21.900 --> 00:15:24.500]  當你可能過份體諒的時候
[00:15:24.500 --> 00:15:26.180]  我們就會怎樣呢
[00:15:26.180 --> 00:15:32.700]  不小心的引領人走向寬門
[00:15:32.700 --> 00:15:37.900]  譬如當有人說
[00:15:37.900 --> 00:15:39.460]  他不想十一奉獻
[00:15:39.460 --> 00:15:41.380]  我們會跟他說甚麼
[00:15:41.380 --> 00:15:43.700]  我不用十一奉獻的
[00:15:43.700 --> 00:15:46.300]  教會也有錢的
[00:15:46.300 --> 00:15:47.860]  多你那幾千元不多
[00:15:47.860 --> 00:15:50.420]  少你那幾千元不少
[00:15:50.420 --> 00:15:52.100]  教會沒有錢也沒有問題的
[00:15:52.100 --> 00:15:56.700]  天父有很多錢的你放心
[00:15:56.700 --> 00:15:58.980]  又或者可能有時
[00:15:58.980 --> 00:16:03.020]  當我們說你要彼此相愛
[00:16:03.020 --> 00:16:05.140]  不要緊的
[00:16:05.140 --> 00:16:06.140]  你愛不下那個人
[00:16:06.140 --> 00:16:07.700]  你就不要跟他坐
[00:16:07.700 --> 00:16:09.700]  不要坐在他旁邊
[00:16:09.700 --> 00:16:12.380]  愛不到就愛不到
[00:16:12.380 --> 00:16:13.780]  不要勉強自己
[00:16:13.780 --> 00:16:16.780]  愛別人吧
[00:16:16.780 --> 00:16:18.740]  又或者可能叫人去傳福音
[00:16:18.740 --> 00:16:21.540]  你不用傳的
[00:16:21.540 --> 00:16:22.540]  你不傳福音而已
[00:16:22.540 --> 00:16:23.540]  你不傳
[00:16:23.540 --> 00:16:25.140]  最重要是天父要他相信
[00:16:25.140 --> 00:16:28.180]  天父要他相信他就會相信的
[00:16:28.180 --> 00:16:29.900]  你不傳還有很多人會傳
[00:16:29.900 --> 00:16:32.060]  放心不用傳的
[00:16:32.060 --> 00:16:33.060]  各位姐妹
[00:16:33.060 --> 00:16:35.180]  可能有時我們都不知不覺
[00:16:35.180 --> 00:16:38.020]  因為我們可能有過份的愛心
[00:16:38.020 --> 00:16:39.100]  有過份的體諒
[00:16:39.100 --> 00:16:40.100]  有過份的包容
[00:16:40.100 --> 00:16:43.180]  我們會不會都變成一個假先知
[00:16:43.180 --> 00:16:44.860]  引導人走向寬門
[00:16:44.860 --> 00:16:48.900]  沒有去聽從天父的旨意呢
[00:16:48.900 --> 00:16:52.260]  接著主耶穌就說
[00:16:52.260 --> 00:16:54.580]  荊棘上不能摘到葡萄
[00:16:54.580 --> 00:16:57.300]  摘泥裡豈能摘到無花果
[00:16:57.300 --> 00:17:00.140]  其實荊棘和摘泥
[00:17:00.140 --> 00:17:02.340]  這些都是一些沒用的植物
[00:17:02.340 --> 00:17:06.100]  如果當它生長在葡萄樹裏面也好
[00:17:06.100 --> 00:17:08.420]  無花果樹那裏也好
[00:17:08.420 --> 00:17:11.700]  就會阻礙了那些樹的成長
[00:17:11.700 --> 00:17:13.540]  影響它們的收成
[00:17:13.540 --> 00:17:15.380]  同樣的是
[00:17:15.380 --> 00:17:18.420]  主耶穌在這裏要引用荊棘和摘泥
[00:17:18.420 --> 00:17:19.740]  就是要比喻
[00:17:19.740 --> 00:17:21.500]  在我們生命裏的假先知
[00:17:21.500 --> 00:17:24.940]  引領我們離開那個閘門
[00:17:24.940 --> 00:17:26.140]  走向寬門
[00:17:26.140 --> 00:17:29.820]  不去聽從天父的旨意的時候
[00:17:29.820 --> 00:17:32.820]  就會影響我們成長
[00:17:32.820 --> 00:17:37.340]  影響我們的收成
[00:17:37.340 --> 00:17:42.500]  所以主耶穌接著用了四句話
[00:17:42.500 --> 00:17:46.140]  說完和沒說好像沒什麼分別
[00:17:46.140 --> 00:17:48.780]  好樹就結好果子
[00:17:48.780 --> 00:17:51.780]  壞樹就結壞果子
[00:17:51.780 --> 00:17:54.860]  好樹就不能結壞果子
[00:17:54.860 --> 00:17:57.140]  壞樹就不能結好果子
[00:17:57.140 --> 00:17:59.820]  是不是你們聽完也懂的
[00:17:59.820 --> 00:18:02.380]  對不對
[00:18:02.380 --> 00:18:03.860]  很簡單 其實要說什麼
[00:18:03.860 --> 00:18:05.780]  如果你是好樹的
[00:18:05.780 --> 00:18:08.580]  你就會結到好果子
[00:18:08.580 --> 00:18:09.980]  如果你是壞樹的
[00:18:09.980 --> 00:18:13.300]  你只能夠結出壞果子
[00:18:13.300 --> 00:18:14.460]  所以他告訴我們
[00:18:14.460 --> 00:18:18.100]  好樹結好果子就是真正跟從主的人
[00:18:18.100 --> 00:18:19.660]  他的生命慢慢流露出
[00:18:19.660 --> 00:18:24.580]  有愛 有溫柔 有聖潔 有馴服 有憐憫和忠心
[00:18:24.580 --> 00:18:27.500]  這是一個真實的生命的改變
[00:18:27.500 --> 00:18:29.860]  不是一個表面化的信仰
[00:18:29.860 --> 00:18:31.740]  而壞樹結壞果子就是
[00:18:31.740 --> 00:18:34.340]  生命沒有真正被主去改變
[00:18:34.340 --> 00:18:37.220]  即使他外表表現得很淑靈
[00:18:37.220 --> 00:18:40.180]  也無法結出神所喜悅的果子
[00:18:40.180 --> 00:18:41.180]  果子是怎樣
[00:18:41.180 --> 00:18:44.020]  是生命真實的流露
[00:18:44.020 --> 00:18:46.060]  不能夠長期地去假扮
[00:18:46.060 --> 00:18:48.140]  假扮不出來
[00:18:48.140 --> 00:18:48.940]  但是鄧小姐
[00:18:48.940 --> 00:18:52.540]  這裡最重要的問題是什麼
[00:18:52.540 --> 00:18:55.740]  這些壞樹會結壞果子的樹
[00:18:55.740 --> 00:18:57.580]  最終是要怎樣
[00:18:57.580 --> 00:18:59.020]  撞下來
[00:18:59.020 --> 00:19:00.660]  凋在火裡
[00:19:00.660 --> 00:19:01.340]  如果鄧小姐
[00:19:01.340 --> 00:19:04.500]  今天當你走向寬門
[00:19:04.500 --> 00:19:07.220]  當你的生命成為一棵壞樹
[00:19:07.220 --> 00:19:08.620]  你結壞果子
[00:19:08.620 --> 00:19:10.380]  最終樹是要怎樣
[00:19:10.380 --> 00:19:11.980]  就是撞下來
[00:19:11.980 --> 00:19:14.580]  凋在火裡
[00:19:14.580 --> 00:19:16.260]  所以耶穌進一步說
[00:19:16.260 --> 00:19:20.500]  憑他的果子就可以認出這些假先知
[00:19:20.500 --> 00:19:22.180]  耶穌說憑著他們的果子
[00:19:22.180 --> 00:19:23.940]  就可以認出他們來
[00:19:23.940 --> 00:19:25.620]  果子不是表面的敬填
[00:19:25.620 --> 00:19:33.300]  而是一種持續生命的見證
[00:19:33.300 --> 00:19:36.380]  所以當我們看見我們的生命有改變
[00:19:36.380 --> 00:19:38.660]  我們就知道它真正有悔改
[00:19:38.660 --> 00:19:40.980]  鄧小姐這裡要留心
[00:19:40.980 --> 00:19:42.740]  其實我們回教會越久
[00:19:42.740 --> 00:19:44.420]  我們會越容易出現一個問題
[00:19:44.420 --> 00:19:47.860]  就是我們生命越來越少改變
[00:19:47.860 --> 00:19:51.380]  生命越來越少成長
[00:19:51.380 --> 00:19:54.260]  通常說生命會成長會改變
[00:19:54.260 --> 00:19:57.700]  通常在什麼時候你見到最多
[00:19:57.700 --> 00:19:59.620]  初信
[00:19:59.620 --> 00:20:02.340]  朕禮寫見證的時候
[00:20:02.340 --> 00:20:06.900]  當你過了初信和朕禮的時候
[00:20:06.900 --> 00:20:09.460]  你就很少再說自己生命有什麼成長
[00:20:09.460 --> 00:20:11.620]  有什麼更新有什麼改變
[00:20:11.620 --> 00:20:15.340]  越來越少的
[00:20:15.340 --> 00:20:19.060]  你問問你旁邊那個最近生命有什麼成長
[00:20:19.060 --> 00:20:22.940]  他最多會告訴你老了一歲
[00:20:22.940 --> 00:20:25.420]  最近膝蓋有點痛
[00:20:25.420 --> 00:20:28.420]  腰骨有點不舒服
[00:20:28.420 --> 00:20:31.940]  睡得不太好
[00:20:31.940 --> 00:20:36.060]  我們會越來越少說生命有什麼成長
[00:20:36.060 --> 00:20:38.660]  我們很容易變成一群
[00:20:38.660 --> 00:20:42.340]  只是講信仰的人
[00:20:42.340 --> 00:20:44.380]  但真正的門徒是要怎樣
[00:20:44.380 --> 00:20:46.740]  不單止是懂得講信仰
[00:20:46.740 --> 00:20:49.940]  更加是要活出信仰
[00:20:49.940 --> 00:20:52.540]  你的生命是真的經歷了悔改
[00:20:52.540 --> 00:20:54.220]  你生命真的有改變
[00:20:54.220 --> 00:20:56.740]  真的有成長
