
[00:00:00.000 --> 00:00:07.200]  今天早上我們要回到約翰福音的系列裡面
[00:01:53.420 --> 00:01:58.580]  就認為你參選原來只是為了一種打工的心態
[00:01:58.580 --> 00:02:01.300]  他說原來參選只是一種打工的心態
[00:02:01.300 --> 00:02:02.980]  對香港沒有承擔的
[00:02:02.980 --> 00:02:04.420]  對香港是沒有承擔的
[00:02:04.420 --> 00:02:07.000]  事後這位候選人當然有出來澄清
[00:02:07.000 --> 00:02:10.820]  當然這個候選人之後有出來澄清
[00:02:10.820 --> 00:02:14.020]  他說其實原意是竭盡全力
[00:02:14.020 --> 00:02:16.800]  原來他的原意是竭盡他的全力
[00:02:16.800 --> 00:02:19.160]  履行特區首長的職位
[00:02:19.160 --> 00:02:21.540]  履行特區首長這個職位
[00:02:21.540 --> 00:02:23.660]  去服務香港市民
[00:02:23.660 --> 00:02:28.860]  但是這句口號就成為幾年裏面給人的一個話柄
[00:02:28.860 --> 00:02:33.220]  但是這句口號就成為了幾年當中的一個話柄
[00:02:33.220 --> 00:02:41.840]  近來教會就密鑼緊鼓去接見不同的主任牧師的應聘者
[00:02:41.840 --> 00:02:50.100]  最近教會一直很緊張的去接見一些主任牧師的應聘者
[00:02:50.100 --> 00:02:51.820]  面談的時候
[00:02:51.820 --> 00:02:54.300]  聘務委員會一定會問那些候選人
[00:02:54.300 --> 00:02:56.920]  為甚麼你會申請這個職位呢
[00:02:56.920 --> 00:03:01.100]  當然就是聘務委員會他見候選人的時候
[00:03:01.100 --> 00:03:04.220]  他就問為甚麼你會選擇去讓聘這個職位
[00:03:04.220 --> 00:03:06.900]  你對這個侍奉崗位有甚麼理想呢
[00:03:06.900 --> 00:03:09.300]  你對這個侍奉崗位崗位有甚麼理想
[00:03:09.300 --> 00:03:10.760]  對崗位有甚麼承擔呢
[00:03:10.760 --> 00:03:12.060]  對教會有甚麼承擔呢
[00:03:12.060 --> 00:03:14.660]  你想想如果那個候選人這樣去回應
[00:03:14.660 --> 00:03:16.520]  要說那個候選人是這樣回應的話
[00:03:16.520 --> 00:03:17.960]  沒有甚麼理想的
[00:03:17.960 --> 00:03:19.400]  我是沒有甚麼理想
[00:03:19.400 --> 00:03:20.900]  主要是那份工作來的
[00:03:20.900 --> 00:03:21.900]  只是打份工而已
[00:03:21.900 --> 00:03:23.160]  可以維持生活
[00:03:23.160 --> 00:03:24.320]  能夠維持生活
[00:03:24.320 --> 00:03:25.120]  養妻活兒
[00:03:25.120 --> 00:03:27.560]  我極其量做好這份工作
[00:03:27.560 --> 00:03:31.060]  我盡量極其量去做好這個工作
[00:03:31.060 --> 00:03:33.900]  那如果你是聘務委員會你會不會請這個候選人呢
[00:03:33.900 --> 00:03:37.460]  要說你是聘務委員會你會否請這個候選人呢
[00:03:37.460 --> 00:03:39.160]  講起打工心態呢
[00:03:39.160 --> 00:03:41.100]  我們說起打工的心態
[00:03:41.100 --> 00:03:44.200]  坊間流傳很多經典的句子
[00:03:44.200 --> 00:03:47.060]  坊間裡面流傳很多很經典的話
[00:03:47.060 --> 00:03:50.960]  以前國內很多的企業都是一種國企的
[00:03:50.960 --> 00:03:54.060]  以前國內的企業大部份都是國企來的
[00:03:54.060 --> 00:03:58.460]  所以當時在國企工作的人心態有一句非常出名的口號
[00:03:58.460 --> 00:04:01.960]  以前就是在國內人打工的心態非常出名
[00:04:01.960 --> 00:04:03.860]  他說做也36不做也36
[00:04:03.860 --> 00:04:06.060]  國內做也是36不做也是36
[00:04:06.060 --> 00:04:07.460]  反正哪有出那麼多工資呢
[00:04:07.460 --> 00:04:08.660]  反正薪水就那麼多而已
[00:04:08.660 --> 00:04:10.960]  他使用不求上進的心態
[00:04:10.960 --> 00:04:12.760]  所以就有不求上進的心態
[00:04:12.760 --> 00:04:15.460]  香港也有一些人形容打工的心態的
[00:04:15.460 --> 00:04:17.560]  香港也有一些人形容打工的心態
[00:04:17.560 --> 00:04:18.860]  他說找煩事而已
[00:04:18.860 --> 00:04:20.060]  說不好而已
[00:04:20.060 --> 00:04:22.160]  他說打工苦口而已
[00:04:22.160 --> 00:04:24.960]  每次偷懶被人捉到偷懶
[00:04:24.960 --> 00:04:26.660]  每次被人抓到他偷懶的時候
[00:04:26.660 --> 00:04:29.160]  他就領旨起一種大大聲的回應
[00:04:29.160 --> 00:04:31.660]  他就立即氣壯壯的大大聲的回應
[00:04:31.660 --> 00:04:33.260]  他說打份工穩存而已
[00:04:33.260 --> 00:04:34.960]  他說打工苦口而已
[00:04:34.960 --> 00:04:36.260]  想不想認真啊
[00:04:36.260 --> 00:04:37.260]  不用那麼認真吧
[00:04:37.260 --> 00:04:38.560]  認真你就輸了
[00:04:38.560 --> 00:04:39.560]  認真你就輸了
[00:04:39.560 --> 00:04:40.860]  公家不打打世家
[00:04:40.860 --> 00:04:42.260]  公家不打就打世家
[00:04:42.260 --> 00:04:43.460]  明白了 只要我打份工
[00:04:43.460 --> 00:04:44.960]  我不需要擺那麼多真感情
[00:04:44.960 --> 00:04:46.660]  所以就言殺之意就是打工而已
[00:04:46.660 --> 00:04:48.460]  沒有需要放太多的感情
[00:04:48.460 --> 00:04:52.460]  近年內地熱烈討論一個叫躺平主義
[00:04:52.460 --> 00:04:55.560]  最近內地就很熱烈的在討論一個躺平主義
[00:04:55.560 --> 00:04:58.460]  甚至政府要大力禁止這種思想
[00:04:58.460 --> 00:05:01.260]  甚至政府要大力的去禁止這個思想
[00:05:01.260 --> 00:05:05.460]  其實這個文化現象的興起
[00:05:05.460 --> 00:05:07.260]  實際上一個文化一個現象
[00:05:07.260 --> 00:05:09.560]  是年輕人認為工資低
[00:05:09.560 --> 00:05:11.260]  是年輕人認為工資低
[00:05:11.260 --> 00:05:12.160]  時間長
[00:05:12.160 --> 00:05:12.760]  時間長
[00:05:12.760 --> 00:05:13.760]  精神激烈
[00:05:13.760 --> 00:05:16.560]  精神又只要缺乏向上流動的機會
[00:05:16.560 --> 00:05:18.560]  又缺乏那種向上流動的機會
[00:05:18.560 --> 00:05:19.260]  我幾個星期那麼辛苦
[00:05:19.260 --> 00:05:20.560]  不如躺在那裏不要做
[00:05:20.560 --> 00:05:21.560]  與其他辛苦
[00:05:21.560 --> 00:05:23.060]  倒不如躺在那邊不用動
[00:05:23.060 --> 00:05:26.860]  其實這種思潮總是在日本和香港出現的
[00:05:26.860 --> 00:05:29.060]  其實這種思潮早就在日本和香港出現
[00:05:29.060 --> 00:05:30.360]  只不過不同名稱而已
[00:05:30.360 --> 00:05:31.160]  只是名稱不一樣
[00:05:31.160 --> 00:05:32.860]  當時我們叫做隱蔽青年
[00:05:32.860 --> 00:05:34.860]  我們那個時候叫隱蔽青年
[00:05:34.860 --> 00:05:39.760]  近日就真是有人按著躺平主義這個躺平
[00:05:39.760 --> 00:05:42.560]  最近就有人用這種躺平主義的躺平
[00:05:42.560 --> 00:05:45.160]  在地鐵公共場所躺在地下
[00:05:45.160 --> 00:05:47.660]  在地鐵那些公共場所躺在那邊
[00:05:47.660 --> 00:05:50.160]  到底躺平主義是甚麼
[00:05:50.160 --> 00:05:51.560]  到底躺平主義是甚麼
[00:05:51.560 --> 00:05:53.660]  我不知道大家有沒有讀過躺平主義
[00:05:53.660 --> 00:05:54.960]  不曉得大家有沒有讀過
[00:05:54.960 --> 00:05:59.160]  原來這個詞是來自內地一位網民一篇的短文
[00:05:59.160 --> 00:06:02.660]  原來這個詞是來自內地網民的一篇短文
[00:06:02.660 --> 00:06:04.660]  他說躺平即是正義
[00:06:04.660 --> 00:06:06.460]  他說躺平只是正義
[00:06:06.460 --> 00:06:08.160]  部分內容我引述
[00:06:08.160 --> 00:06:09.660]  部分的內容我引述
[00:06:09.660 --> 00:06:11.460]  他說我兩年多沒有做事了
[00:06:11.460 --> 00:06:13.460]  他說我兩年多沒有工作
[00:06:13.460 --> 00:06:14.960]  都是一種行為
[00:06:14.960 --> 00:06:16.660]  去玩都沒有甚麼不對
[00:06:16.660 --> 00:06:19.260]  我是到處去玩沒甚麼不對
[00:06:19.260 --> 00:06:22.460]  壓力主要是來自身邊的人互相比較
[00:06:22.460 --> 00:06:24.760]  壓力只是來自身邊的人互相比較
[00:06:24.760 --> 00:06:26.860]  或者你長輩傳統的觀念
[00:06:26.860 --> 00:06:28.760]  或者一些長輩傳統的觀念
[00:06:28.760 --> 00:06:30.960]  他無時無刻在你身邊出現
[00:06:30.960 --> 00:06:32.860]  他無時無刻的在你身邊出現
[00:06:32.860 --> 00:06:35.560]  我這時候看了坊間的新聞
[00:06:35.560 --> 00:06:37.260]  又上網看看坊間的一些新聞
[00:06:37.260 --> 00:06:39.460]  都是明星跟誰戀愛
[00:06:39.460 --> 00:06:40.960]  都是明星跟誰
[00:06:40.960 --> 00:06:44.160]  某某人懷孕之類的身族周邊計劃
[00:06:44.160 --> 00:06:45.860]  某某人懷孕之邊
[00:06:45.860 --> 00:06:47.460]  懷孕的一些生活周邊
[00:06:47.460 --> 00:06:48.960]  這些看不見的生物
[00:06:48.960 --> 00:06:51.760]  好像在鼓的力量周圍壓制你
[00:06:51.760 --> 00:06:54.960]  其實新聞就是一個看不見的力量去壓向你
[00:06:54.960 --> 00:06:57.460]  他說做人大可不必如此
[00:06:57.460 --> 00:06:59.460]  他說做人大可不必如此
[00:06:59.460 --> 00:07:02.960]  他說有隻歐里根
[00:07:02.960 --> 00:07:04.960]  睡在自己的木桶裏面曬太陽
[00:07:04.960 --> 00:07:08.660]  好像歐里根睡在自己木桶裏面曬太陽
[00:07:08.660 --> 00:07:13.460]  也可以像克拉克利群在山洞裏面思考Logos
[00:07:13.460 --> 00:07:18.460]  也可以像克拉克利群躺在山洞裏面思考Logos
[00:07:18.460 --> 00:07:22.660]  他說基於土地沒有那麼多人有轉體性的思想
[00:07:22.660 --> 00:07:25.160]  他說這個土地既然沒有那麼多人有主體性
[00:07:25.160 --> 00:07:26.960]  我們可以自己製造給自己
[00:07:26.960 --> 00:07:28.960]  我們就可以自己製造給自己
[00:07:28.960 --> 00:07:31.460]  躺平就是我們這些智者的運動
[00:07:31.460 --> 00:07:33.760]  躺平就是我們這些智者的運動
[00:07:33.760 --> 00:07:35.760]  只有躺平 只有躺平
[00:07:35.760 --> 00:07:37.760]  人才是萬物的尺度
[00:07:37.760 --> 00:07:39.760]  人才是萬物的尺度
[00:07:39.760 --> 00:07:41.760]  短短二百多個字的文章
[00:07:41.760 --> 00:07:43.760]  短短兩百多字的文章
[00:07:43.760 --> 00:07:46.760]  這個人引用至少兩個希臘哲學家的思想
[00:07:46.760 --> 00:07:49.760]  至少引用了兩個希臘哲學家的思想
[00:07:49.760 --> 00:07:51.760]  某程度上他也不是包含巫術的
[00:07:51.760 --> 00:07:53.760]  某程度上他也不是包含巫術的
[00:07:53.760 --> 00:07:56.760]  你可以說他聽了某一種的看法極端化
[00:07:56.760 --> 00:07:58.760]  把某一些看法極端化
[00:07:58.760 --> 00:08:02.760]  其實這本文是拒絕主流的價值
[00:08:02.760 --> 00:08:05.760]  其實這本文是拒絕一些主流的價值
[00:08:05.760 --> 00:08:08.760]  主流社會的價值就是你要結婚生子
[00:08:08.760 --> 00:08:11.760]  你要向上奮鬥 買樓之類的
[00:08:11.760 --> 00:08:14.760]  你要結婚生子 你要向上奮鬥 你要買樓
[00:08:14.760 --> 00:08:16.760]  特別是我們中國人的傳統文化
[00:08:16.760 --> 00:08:18.760]  特別是我們中國人的傳統文化
[00:08:18.760 --> 00:08:19.760]  我們要克勤克儉
[00:08:19.760 --> 00:08:21.760]  我們要克勤克儉
[00:08:21.760 --> 00:08:24.760]  這種躺平主義就是說我一種無為而治
[00:08:24.760 --> 00:08:27.760]  我這個躺平主義就是無為而治
[00:08:27.760 --> 00:08:28.760]  做人那麼辛苦做什麼呢
[00:08:28.760 --> 00:08:29.760]  做人那麼辛苦幹什麼
[00:08:29.760 --> 00:08:30.760]  我休息一下就好了
[00:08:30.760 --> 00:08:32.760]  就是省一點不就行了
[00:08:32.760 --> 00:08:37.760]  這種主張就延伸成為不買樓不買車
[00:08:37.760 --> 00:08:40.760]  這個主義就是延伸成不買樓不買車
[00:08:40.760 --> 00:08:42.760]  不結婚不生小孩
[00:08:42.760 --> 00:08:43.760]  不結婚不生小孩
[00:08:43.760 --> 00:08:44.760]  不消費
[00:08:44.760 --> 00:08:45.760]  不消費
[00:08:45.760 --> 00:08:47.760]  保持一個最低的生活水準
[00:08:47.760 --> 00:08:49.760]  保持一個最低的生活水準
[00:08:49.760 --> 00:08:51.760]  拒絕成為別人賺錢的工具
[00:08:51.760 --> 00:08:53.760]  拒絕成為別人賺錢的工具
[00:08:53.760 --> 00:08:54.760]  或者被剝削的奴隸
[00:08:54.760 --> 00:08:56.760]  或者是被剝削的奴隸
[00:08:56.760 --> 00:09:00.760]  當然這種思想在我們中國的社會一定引起矛盾
[00:09:00.760 --> 00:09:03.760]  當然這種思想在我們中國的社會一定引起矛盾
[00:09:03.760 --> 00:09:07.760]  其實這種風氣在國內非常盛行
[00:09:07.760 --> 00:09:09.760]  其實這種風氣在國內非常盛行
[00:09:09.760 --> 00:09:12.760]  現在有一種新興的職業叫YouTuber
[00:09:12.760 --> 00:09:15.760]  現在有一個新興的職業是叫YouTuber
[00:09:15.760 --> 00:09:19.760]  我在網上看到一位國內的一個女孩
[00:09:19.760 --> 00:09:20.760]  我看到國內一個女孩
[00:09:20.760 --> 00:09:23.760]  她已經三年在全世界去旅行
[00:09:23.760 --> 00:09:25.760]  她已經三年在全世界去旅行
[00:09:25.760 --> 00:09:28.760]  她將她旅行的片段上載在網絡裏面
[00:09:28.760 --> 00:09:30.760]  她將她旅行的片段上載在網絡裏面
[00:09:30.760 --> 00:09:31.760]  她將她旅行的片段上載在網絡裏面
[00:09:31.760 --> 00:09:34.760]  她說她只要每天可以賺取100元
[00:09:34.760 --> 00:09:38.760]  就是別人看的那個流量收到的費用
[00:09:38.760 --> 00:09:40.760]  她說她一天只要賺取100塊錢
[00:09:40.760 --> 00:09:43.760]  大家上去看的那個流量的費用
[00:09:43.760 --> 00:09:46.760]  我就可以應付我的總共的生活
[00:09:46.760 --> 00:09:48.760]  她就可以能付她自己的生活
[00:09:48.760 --> 00:09:51.760]  所以他們不選擇在傳統的工作崗位裏面去奮鬥
[00:09:51.760 --> 00:09:54.760]  所以他們不選擇在傳統的工作崗位裏面去奮鬥
[00:09:54.760 --> 00:09:57.760]  所以無謂做好這份工作都不是一件容易的事
[00:09:57.760 --> 00:09:59.760]  所以無謂做好這份工作都不是一件容易的事
[00:09:59.760 --> 00:10:01.760]  是需要付出心力、體力
[00:10:01.760 --> 00:10:03.760]  是需要付出心力、體力
[00:10:03.760 --> 00:10:05.760]  如果從這個角度呢
[00:10:05.760 --> 00:10:06.760]  如果從這個角度
[00:10:06.760 --> 00:10:10.760]  大家就明白耶穌在《約翰福音》裏面講到第四個自我啟示
[00:10:10.760 --> 00:10:14.760]  所以就是看到耶穌在《約翰福音》第四個啟示
[00:10:14.760 --> 00:10:18.760]  祂說我是好牧人為羊捨命這麼的偉大
[00:10:18.760 --> 00:10:22.760]  祂說我是好牧人為羊捨命這麼的偉大
[00:10:22.760 --> 00:10:28.760]  好牧人為羊捨命在猶太人聽上來是一些很刺耳的說話
[00:10:28.760 --> 00:10:33.760]  祂說好牧人為羊捨命這個在猶太人聽到是一個非常刺耳的
[00:10:33.760 --> 00:10:34.760]  或者令他們很吃驚的
[00:10:34.760 --> 00:10:35.760]  也讓他們非常刺激
[00:10:35.760 --> 00:10:39.760]  犧牲這個只能是一些獻祭和袋鼠的用詞
[00:10:39.760 --> 00:10:41.760]  犧牲這個是一個先知的一個袋鼠的一個用詞
[00:10:41.760 --> 00:10:43.760]  一個牧羊人面對困難
[00:10:43.760 --> 00:10:45.760]  一個牧羊人面對困難
[00:10:45.760 --> 00:10:47.760]  竟然挺身為羊來犧牲自己
[00:10:47.760 --> 00:10:50.760]  竟然是挺身為羊犧牲自己
[00:10:50.760 --> 00:10:53.760]  這個世間哪有牧人會做這種事情的
[00:10:53.760 --> 00:10:55.760]  這個世界哪有牧羊人會做這種事情的
[00:10:55.760 --> 00:10:57.760]  用來獻祭應該是那些羊吧
[00:10:57.760 --> 00:11:00.760]  用來悲悲獻祭的應該是這個
[00:11:00.760 --> 00:11:02.760]  我養這些羊的目的都是用來獻祭的
[00:11:02.760 --> 00:11:04.760]  我養這些羊的目的就是獻祭
[00:11:04.760 --> 00:11:06.760]  為什麼自己變成一個祭品
[00:11:06.760 --> 00:11:08.760]  他會為羊自己做懲罰
[00:11:08.760 --> 00:11:11.760]  所以說的是他將要在十字架上面的犧牲
[00:11:11.760 --> 00:11:15.760]  當然耶穌在講他要自己在十字架上面的犧牲
[00:11:15.760 --> 00:11:17.760]  對比牧羊人那些叫故宮
[00:11:17.760 --> 00:11:19.760]  對比牧羊人犧牲的故宮
[00:11:19.760 --> 00:11:21.760]  原來巴勒斯坦有兩種的牧羊人
[00:11:21.760 --> 00:11:23.760]  原來在巴勒斯坦有兩種的牧羊人
[00:11:23.760 --> 00:11:26.760]  一種就說我自己擁有自己的羊我去照顧
[00:11:26.760 --> 00:11:29.760]  一種是他自己擁有自己的羊他自己去照顧
[00:11:29.760 --> 00:11:32.760]  那些心態就比較像父母照顧自己的子女
[00:11:32.760 --> 00:11:34.760]  這樣的心態就比較像父母照顧自己的子女
[00:11:34.760 --> 00:11:36.760]  另一種就是打工的
[00:11:36.760 --> 00:11:37.760]  另外一個是打工而已
[00:11:37.760 --> 00:11:38.760]  或者只是打個臨時工
[00:11:38.760 --> 00:11:40.760]  或者只是一些臨時工而已
[00:11:40.760 --> 00:11:44.760]  因為羊人要經常要露宿野外
[00:11:44.760 --> 00:11:46.760]  因為牧羊經常要露宿野外
[00:11:46.760 --> 00:11:48.760]  日曬雨淋
[00:11:48.760 --> 00:11:50.760]  加上猶太人一些絕症的禮儀
[00:11:50.760 --> 00:11:52.760]  還有一些猶太人一些捷徑的禮儀
[00:11:52.760 --> 00:11:54.760]  如果你接觸了一些傷殘的動物
[00:11:54.760 --> 00:11:56.760]  就是說你接觸一些傷殘的動物
[00:11:56.760 --> 00:11:57.760]  你不能參加一些宗教活動
[00:11:57.760 --> 00:11:59.760]  你就不能參加宗教活動
[00:11:59.760 --> 00:12:01.760]  但是猶太人就有點不願意
[00:12:01.760 --> 00:12:04.760]  如果生活有條件就不願意從事這個行業
[00:12:04.760 --> 00:12:06.760]  所以猶太人他就是說生活有條件
[00:12:06.760 --> 00:12:08.760]  他就不願意從事這個行業
[00:12:08.760 --> 00:12:09.760]  用根本的說法
[00:12:09.760 --> 00:12:11.760]  人家是一點點厭惡性的行業
[00:12:11.760 --> 00:12:12.760]  可能用今天的語言來說
[00:12:12.760 --> 00:12:14.760]  就是一個厭惡性的行業
[00:12:14.760 --> 00:12:15.760]  但是又為了利潤
[00:12:15.760 --> 00:12:16.760]  那麼就請人來打工去做
[00:12:16.760 --> 00:12:18.760]  但是為了利潤他就請人來做這個事情
[00:12:18.760 --> 00:12:21.760]  現實中為羊捨命
[00:12:21.760 --> 00:12:24.760]  牧羊人為羊捨命是非常之少有的
[00:12:24.760 --> 00:12:27.760]  現實裡面牧羊人為羊捨命是非常少有的
[00:12:27.760 --> 00:12:30.760]  因為人的生命一定比羊重要的
[00:12:30.760 --> 00:12:32.760]  因為人的生命一定比羊貴重
[00:12:32.760 --> 00:12:35.760]  但是你可能有時出於意外
[00:12:35.760 --> 00:12:36.760]  但是有些時候出於意外
[00:12:36.760 --> 00:12:38.760]  或者盜賊來到
[00:12:38.760 --> 00:12:39.760]  或者有盜賊來到
[00:12:39.760 --> 00:12:40.760]  誤傷了那個牧羊人
[00:12:40.760 --> 00:12:41.760]  誤傷了牧羊人
[00:12:41.760 --> 00:12:43.760]  或者有野獸跑出來的時候
[00:12:43.760 --> 00:12:45.760]  或者是有野獸跑出來的時候
[00:12:45.760 --> 00:12:46.760]  傷及那個牧羊人
[00:12:46.760 --> 00:12:47.760]  傷到那個牧羊人
[00:12:47.760 --> 00:12:49.760]  你就算是打工
[00:12:49.760 --> 00:12:50.760]  就算你是打工
[00:12:50.760 --> 00:12:55.760]  那個主人都沒有權要求那個故宮要為羊捨命的
[00:12:55.760 --> 00:12:59.760]  那個主人也沒辦法要求那個牧羊人要為羊捨命
[00:12:59.760 --> 00:13:01.760]  因為律法的要求
[00:13:01.760 --> 00:13:02.760]  因為律法的要求
[00:13:02.760 --> 00:13:04.760]  假如真的出了意外
[00:13:04.760 --> 00:13:05.760]  假如真的是有意外
[00:13:05.760 --> 00:13:09.760]  故主要求那個故宮
[00:13:09.760 --> 00:13:13.760]  將那個羊的遺骸拿回來作證就可以了
[00:13:13.760 --> 00:13:16.760]  只要那個故主只是要求那個牧羊人
[00:13:16.760 --> 00:13:17.760]  萬一有意外
[00:13:17.760 --> 00:13:20.760]  就是把那個羊的骸骨拿回來就好
[00:13:20.760 --> 00:13:23.760]  牧羊人不需要為羊負上生命
[00:13:23.760 --> 00:13:25.760]  牧羊人不需要為羊負上生命
[00:13:25.760 --> 00:13:27.760]  但是面對野獸或者盜賊
[00:13:27.760 --> 00:13:29.760]  保護羊是天經地義的事
[00:13:29.760 --> 00:13:31.760]  但是面對那個盜賊
[00:13:31.760 --> 00:13:32.760]  還是狼去保護羊
[00:13:32.760 --> 00:13:33.760]  是天經地義的事
[00:13:33.760 --> 00:13:35.760]  當然這個是一個安全的大前提
[00:13:35.760 --> 00:13:37.760]  當然這個是一個安全的大前提
[00:13:37.760 --> 00:13:40.760]  請您形容這個故宮的這個特色
[00:13:40.760 --> 00:13:43.760]  請您形容這個故宮的這個特色
[00:13:43.760 --> 00:13:45.760]  羊不是牠自己的
[00:13:45.760 --> 00:13:46.760]  羊不是牠自己的
[00:13:46.760 --> 00:13:48.760]  那就是代表牠是打工的
[00:13:48.760 --> 00:13:49.760]  那就是代表牠是打工的
[00:13:49.760 --> 00:13:50.760]  為什麼那麼著緊
[00:13:50.760 --> 00:13:51.760]  不用那麼著急
[00:13:51.760 --> 00:13:54.760]  那個飯碗是自己的命
[00:13:54.760 --> 00:13:59.760]  另外一個漢堅羊來就撇下羊頭走
[00:13:59.760 --> 00:14:02.760]  另外牠是看見羊就撇下羊頭走
[00:14:02.760 --> 00:14:04.760]  這個用詞是漢堅的
[00:14:04.760 --> 00:14:06.760]  這邊的用詞留意一下
[00:14:06.760 --> 00:14:09.760]  這個故宮連嘗試反抗的意願都沒有
[00:14:09.760 --> 00:14:12.760]  這個故宮連嘗試反抗的意願都沒有
[00:14:12.760 --> 00:14:14.760]  大家如果有看discovery channel
[00:14:14.760 --> 00:14:17.760]  就是說大家有看那個discovery channel
[00:14:17.760 --> 00:14:21.760]  你就會見過其實狼在獵食裏面
[00:14:21.760 --> 00:14:23.760]  是有一些動物的雜性
[00:14:23.760 --> 00:14:26.760]  就是說狼去獵食的時候有一些習慣
[00:14:26.760 --> 00:14:29.760]  那些狼會發出一些嚎叫
[00:14:29.760 --> 00:14:31.760]  狼會發出一些嚎叫聲
[00:14:31.760 --> 00:14:34.760]  牠就讓那些動物驚慌四處的逃跑
[00:14:34.760 --> 00:14:37.760]  然後就讓那些動物驚慌的四處逃跑
[00:14:37.760 --> 00:14:39.760]  然後牠就看哪一隻落單
[00:14:39.760 --> 00:14:43.760]  牠們就會把牠們追成為獵物
[00:14:43.760 --> 00:14:47.760]  然後哪一隻落單就讓牠去追牠
[00:14:47.760 --> 00:14:50.760]  這邊的牧羊人是有一些基本的裝備
[00:14:50.760 --> 00:14:53.760]  一些牧羊人基本上有一些裝備
[00:14:53.760 --> 00:14:55.760]  牠會拿著一支杖
[00:14:55.760 --> 00:14:56.760]  牠會拿著一支杖
[00:14:56.760 --> 00:14:58.760]  那支杖是有一個勾的
[00:14:58.760 --> 00:14:59.760]  杖前面有一個勾子
[00:14:59.760 --> 00:15:01.760]  這樣作為勾羊回來
[00:15:01.760 --> 00:15:03.760]  那個勾是用勾牠那個羊回來
[00:15:03.760 --> 00:15:05.760]  另外牠會拿一條短棍
[00:15:05.760 --> 00:15:07.760]  牠會拿一支短的棍子
[00:15:07.760 --> 00:15:11.760]  那個短棍上面是有一些尖的釘在那裏
[00:15:11.760 --> 00:15:13.760]  然後棍子上面有尖的一些釘子
[00:15:13.760 --> 00:15:15.760]  所以如果離遠見到一些
[00:15:15.760 --> 00:15:17.760]  譬如狼那些野獸
[00:15:17.760 --> 00:15:21.760]  牠就說遠遠看到一些狼或一些別的野獸
[00:15:21.760 --> 00:15:23.760]  牧羊人就會將這兩個工具
[00:15:23.760 --> 00:15:25.760]  在那裏敲擊發出一些聲響
[00:15:25.760 --> 00:15:27.760]  然後牧羊人就用這兩個工具
[00:15:27.760 --> 00:15:29.760]  把牠敲起來發出一些聲音
[00:15:29.760 --> 00:15:30.760]  作為一種警告
[00:15:30.760 --> 00:15:31.760]  作為一些警告
[00:15:31.760 --> 00:15:34.760]  就是說牧羊人不是完全沒有抵抗能力
[00:15:34.760 --> 00:15:37.760]  就是說牧羊人並不是完全沒有抵抗能力
[00:15:37.760 --> 00:15:39.760]  但明顯這裏形容這位故宮
[00:15:39.760 --> 00:15:41.760]  但這邊形容這位故宮
[00:15:41.760 --> 00:15:43.760]  稍微見到
[00:15:43.760 --> 00:15:44.760]  稍微見到
[00:15:44.760 --> 00:15:45.760]  稍微sense到
[00:15:45.760 --> 00:15:46.760]  稍微感覺到
