
[00:00:00.000 --> 00:00:01.920]  各位影子妹,平安!
[00:02:47.680 --> 00:02:52.840]  當我們說我們很想去尋求上帝的旨意、準確性的時候
[00:02:52.840 --> 00:02:58.040]  其實是跟一個人的屬靈的質素是有關的
[00:02:58.040 --> 00:03:01.360]  而不是在於他用什麼方法
[00:03:01.360 --> 00:03:04.680]  所以今天很想跟大家去想這兩樣東西
[00:03:04.680 --> 00:03:10.040]  第一,就是我們怎樣去辨識神引導的屬靈的心法
[00:03:10.040 --> 00:03:13.800]  就好像阿寶一樣,不是教你什麼武功招式
[00:03:13.800 --> 00:03:16.120]  先從心法開始
[00:03:16.120 --> 00:03:22.200]  第二方面,我們怎樣去遵從神在我們生活中的引導呢?
[00:03:22.200 --> 00:03:25.480]  所以第一樣東西我們很想你去看
[00:03:25.480 --> 00:03:28.080]  辨識神引導的屬靈心法
[00:03:28.080 --> 00:03:30.880]  其實在剛才的詩篇二十五篇
[00:03:30.880 --> 00:03:34.960]  其實在裡面都帶給我們一些很寶貴的訊息
[00:03:34.960 --> 00:03:40.800]  如果你有閱讀過詩篇二十五篇,其實就是大衛的一篇祈禱詩
[00:03:40.800 --> 00:03:43.480]  其實是一篇個人的哀求詩
[00:03:43.480 --> 00:03:50.480]  從內容來看,大衛當時正可能面對著很多逼迫、敵人的攻擊
[00:03:50.480 --> 00:03:52.880]  生命都受到很大的威脅
[00:03:52.880 --> 00:03:59.200]  在外在的環境裡面,甚或乎可能遇到一些危險、困境
[00:03:59.200 --> 00:04:04.880]  在他的內心其實都帶著很多的羞愧和罪的重擔
[00:04:04.880 --> 00:04:07.600]  所以大衛就來到神的面前
[00:04:07.600 --> 00:04:10.880]  一方面求神保護他、拯救他
[00:04:10.880 --> 00:04:16.000]  另一方面他都求神指教他當行的路
[00:04:16.000 --> 00:04:18.800]  所以心法的第一
[00:04:18.800 --> 00:04:24.600]  我們需要從一個起點開始,我們怎樣去轉向神
[00:04:24.600 --> 00:04:28.040]  剛才Eliza都為我們讀出這五節
[00:04:28.040 --> 00:04:33.080]  大衛一開始的時候其實不是要去分析目前的形勢
[00:04:33.080 --> 00:04:35.760]  也不是要去衡量得與失
[00:04:35.760 --> 00:04:39.240]  也不是要依賴過去自己的經驗
[00:04:39.240 --> 00:04:46.600]  他做的第一件事,他就是提到我的心仰望神
[00:04:46.600 --> 00:04:50.120]  換句話說,真正的屬靈的分辨
[00:04:50.120 --> 00:04:56.000]  是要由我們的心先轉向神來開始
[00:04:56.000 --> 00:04:59.280]  很多時候我們都會祈禱
[00:04:59.280 --> 00:05:03.200]  我們都會有很多代討的清單
[00:05:03.200 --> 00:05:07.880]  好像品神一樣,陰一陣,一直在說
[00:05:07.880 --> 00:05:10.960]  其實我們是不是在尋求神的帶領呢?
[00:05:10.960 --> 00:05:14.800]  還是其實是在尋求神的承諾
[00:05:14.800 --> 00:05:17.280]  給你一個印,神啊,給你一個印
[00:05:17.280 --> 00:05:23.000]  拜託你跟著這個我想的方法去應許
[00:05:23.000 --> 00:05:28.080]  我們不是求問神,究竟你的路是什麼
[00:05:28.080 --> 00:05:29.800]  而是我們不斷地在想
[00:05:29.800 --> 00:05:32.560]  神啊,求你祝福我的路
[00:05:32.560 --> 00:05:35.240]  祝福自己心裡面所想
[00:05:35.240 --> 00:05:40.000]  大衛在這五節裡面,不單止他的心轉向神
[00:05:40.000 --> 00:05:42.520]  同樣一路看他的禱告的時候
[00:05:42.520 --> 00:05:44.440]  他講了這幾樣東西
[00:05:44.440 --> 00:05:49.120]  他說求神指教我,指示我,引導我
[00:05:49.120 --> 00:05:54.080]  我整天等候你
[00:05:54.080 --> 00:05:56.880]  大衛不是先有自己的答案
[00:05:56.880 --> 00:06:00.120]  然後去找神去同意自己
[00:06:00.120 --> 00:06:05.000]  而是他願意先放下自己的想法
[00:06:05.000 --> 00:06:09.760]  讓神一步一步帶領他走前面的路
[00:06:09.760 --> 00:06:11.480]  有很多時候我們開車
[00:06:11.480 --> 00:06:14.040]  我們都很依賴GPS的,是不是?
[00:06:14.040 --> 00:06:16.040]  即是我自己還是,OK
[00:06:16.040 --> 00:06:19.280]  GPS有時候它帶你走一條
[00:06:19.280 --> 00:06:22.440]  可能你覺得,嘩,為什麼繞這麼大的彎
[00:06:22.440 --> 00:06:23.520]  這樣,是不是?
[00:06:23.520 --> 00:06:25.160]  即是比較迂迴,是不是?
[00:06:25.160 --> 00:06:26.800]  當有時候看的時候,是不是?
[00:06:26.800 --> 00:06:27.960]  你心裡面可能都會想
[00:06:27.960 --> 00:06:31.760]  唉,走這條不是更快嗎?這樣,是不是?
[00:06:31.760 --> 00:06:35.160]  於是乎我們很多時候都會,唉,不太相信它
[00:06:35.160 --> 00:06:37.520]  就走我心目中想走的路
[00:06:37.520 --> 00:06:39.280]  這條所謂的捷徑
[00:06:39.280 --> 00:06:41.720]  不過可能你開車的時候就會發現
[00:06:41.720 --> 00:06:45.360]  咦,原來前面又塞車,又收路
[00:06:45.360 --> 00:06:47.960]  根本就像封了路,是不是?
[00:06:47.960 --> 00:06:49.680]  那時候可能你才明白
[00:06:49.680 --> 00:06:51.920]  原來這個GPS導航
[00:06:51.920 --> 00:06:53.960]  其實已經一早考慮了
[00:06:53.960 --> 00:06:57.720]  一些我們可能預計不到的情況
[00:06:57.720 --> 00:07:00.200]  所以我們的生命其實都好像是這樣的,是不是?
[00:07:00.200 --> 00:07:02.480]  我們其實都很想神
[00:07:02.480 --> 00:07:05.240]  唉,你給我一條捷徑就好了,是不是?
[00:07:05.240 --> 00:07:11.080]  你帶我走一條最快、最容易、最順利的路
[00:07:11.080 --> 00:07:13.920]  不過很多時候,神的帶領
[00:07:13.920 --> 00:07:15.720]  往往都是一條比較
[00:07:15.720 --> 00:07:17.600]  走得比較遠一點點
[00:07:17.600 --> 00:07:21.360]  在人的角度看,為什麼要這樣走,是不是?
[00:07:21.360 --> 00:07:23.280]  當神的道路
[00:07:23.280 --> 00:07:28.080]  跟我們心目中的捷徑不一樣的時候
[00:07:28.080 --> 00:07:30.880]  不知道你會怎樣選擇呢?
[00:07:30.880 --> 00:07:34.560]  我們是否相信自己的判斷
[00:07:34.560 --> 00:07:36.480]  還是我們的心
[00:07:36.480 --> 00:07:37.920]  好像大衛一樣
[00:07:37.920 --> 00:07:39.280]  轉向神
[00:07:39.280 --> 00:07:42.480]  定義的跟隨神的帶領
[00:07:42.480 --> 00:07:43.680]  神的引導
[00:07:43.680 --> 00:07:47.040]  不只是讓我們知道方向
[00:07:47.040 --> 00:07:50.320]  神的引導更加需要一件事情
[00:07:50.320 --> 00:07:52.280]  就是我們願意
[00:07:52.280 --> 00:07:55.520]  交出這個方向盤
[00:07:55.520 --> 00:07:56.680]  今天
[00:07:56.680 --> 00:07:58.960]  第一件事我們要去問的
[00:07:58.960 --> 00:08:00.280]  就是我們的心
[00:08:00.280 --> 00:08:03.560]  是不是真正地仰望神
[00:08:03.560 --> 00:08:05.240]  第二方面
[00:08:05.240 --> 00:08:07.360]  就是屬靈分辨
[00:08:07.360 --> 00:08:08.800]  一個的基礎
[00:08:08.800 --> 00:08:11.160]  就是親近神
[00:08:11.160 --> 00:08:12.200]  如果我們一直看
[00:08:12.200 --> 00:08:15.000]  再看詩篇第八節和第九節的時候
[00:08:15.000 --> 00:08:15.800]  我們一起讀出來,好嗎?
[00:08:15.800 --> 00:08:17.360]  預備,一二三
[00:08:17.360 --> 00:08:20.600]  耶和華是良善正直的
[00:08:20.600 --> 00:08:24.640]  因此他必教導罪人走正路
[00:08:24.640 --> 00:08:28.240]  他要按公平引領謙卑人
[00:08:28.240 --> 00:08:31.120]  將他的道指教他們
[00:08:31.120 --> 00:08:34.520]  這兩節提醒我們一件很重要的事情
[00:08:34.520 --> 00:08:37.320]  神不是隨便將祂的道路
[00:08:37.320 --> 00:08:39.240]  顯明給所有人
[00:08:39.240 --> 00:08:41.920]  神得必引導的是誰呢?
[00:08:41.920 --> 00:08:43.360]  不是那些最聰明的
[00:08:43.360 --> 00:08:44.600]  不是那些最有經驗
[00:08:44.600 --> 00:08:46.520]  也不是最有能力
[00:08:46.520 --> 00:08:47.760]  而是甚麼?
[00:08:47.760 --> 00:08:50.400]  而是謙卑的人
[00:08:50.400 --> 00:08:51.640]  為甚麼?
[00:08:51.640 --> 00:08:53.480]  因為謙卑的人
[00:08:53.480 --> 00:08:54.360]  我們都知道
[00:08:54.360 --> 00:08:55.240]  如果你是謙卑的人
[00:08:55.240 --> 00:08:56.480]  你都知道的
[00:08:56.480 --> 00:08:58.440]  你有些特質
[00:08:58.440 --> 00:08:59.640]  你的特質是甚麼呢?
[00:08:59.640 --> 00:09:02.480]  你是有一個願意受教的心
[00:09:02.480 --> 00:09:04.040]  只有謙卑的人
[00:09:04.040 --> 00:09:08.040]  才會承認自己未必知道所有東西
[00:09:08.040 --> 00:09:09.080]  只有謙卑的人
[00:09:09.080 --> 00:09:12.120]  他不會將自己的想法
[00:09:12.120 --> 00:09:14.520]  當作是真理
[00:09:14.520 --> 00:09:16.400]  今天我們最大的困難
[00:09:16.400 --> 00:09:19.280]  往往不是我們知不知道
[00:09:19.280 --> 00:09:22.360]  而是我們很多時候都不肯放下
[00:09:22.360 --> 00:09:24.040]  很多時候我們
[00:09:24.040 --> 00:09:26.640]  其實都隱約知道神的心意
[00:09:26.640 --> 00:09:27.760]  或許我們都知道
[00:09:27.760 --> 00:09:30.480]  某一段的關係需要修補
[00:09:30.480 --> 00:09:33.120]  某一個的態度需要去修改
[00:09:33.120 --> 00:09:34.600]  某一個的決定
[00:09:34.600 --> 00:09:36.920]  可能其實是出於自己的私慾
[00:09:36.920 --> 00:09:39.640]  或者某一步應該要停一停
[00:09:39.640 --> 00:09:40.880]  去想一想
[00:09:40.880 --> 00:09:42.320]  再去禱告
[00:09:42.320 --> 00:09:44.080]  但很多時候我們都不聽
[00:09:44.080 --> 00:09:45.400]  因為神的路
[00:09:45.400 --> 00:09:48.000]  有時候未必是我們所想的
[00:09:48.000 --> 00:09:50.280]  所以謙卑的意思
[00:09:50.280 --> 00:09:52.080]  就是要承認
[00:09:52.080 --> 00:09:53.120]  承認甚麼?
[00:09:53.120 --> 00:09:56.040]  承認神比我們更加清楚
[00:09:56.040 --> 00:09:58.040]  神比我們看得更加遠
[00:09:58.040 --> 00:09:59.680]  神的道路
[00:09:59.680 --> 00:10:00.920]  神的意念
[00:10:00.920 --> 00:10:02.760]  都是高過我們的道路
[00:10:02.760 --> 00:10:04.840]  和我們的意念
[00:10:04.840 --> 00:10:08.920]  詩篇在二十五篇繼續看的時候
[00:10:08.920 --> 00:10:11.240]  第十二和第十四節這樣說
[00:10:11.240 --> 00:10:13.840]  它說「遂經威耶和華」
[00:10:13.840 --> 00:10:17.920]  「耶和華必指示他當選擇的道路」
[00:10:17.920 --> 00:10:20.800]  「耶和華予敬畏他的人親密」
[00:10:20.800 --> 00:10:24.800]  「他必將自己的弱指示他們」
[00:10:24.800 --> 00:10:26.840]  我們這兩節經文又再一次看到
[00:10:26.840 --> 00:10:28.640]  神的引導
[00:10:28.640 --> 00:10:30.840]  其實是有一個關係的
[00:10:30.840 --> 00:10:33.000]  不是一個指令式的
[00:10:33.000 --> 00:10:34.880]  很多時候我們以為神的大令
[00:10:34.880 --> 00:10:36.680]  就是要給我一個答案
[00:10:36.680 --> 00:10:38.040]  去還是不去
[00:10:38.040 --> 00:10:39.160]  應該不應該
[00:10:39.160 --> 00:10:41.160]  做還是不做
[00:10:41.160 --> 00:10:42.640]  其實神更加關心的
[00:10:42.640 --> 00:10:46.400]  很多時候不是要你才知道的答案
[00:10:46.400 --> 00:10:53.440]  而是要你不是和祂建立一個緊密的關係
[00:10:53.440 --> 00:10:55.480]  十四節這裡說
[00:10:55.480 --> 00:10:58.600]  「耶和華予敬畏他的人親密」
[00:10:58.600 --> 00:11:02.200]  原文有一種很深的意思
[00:11:02.200 --> 00:11:04.200]  好像朋友之間
[00:11:04.200 --> 00:11:05.000]  一個你想想
[00:11:05.000 --> 00:11:06.920]  一個你很熟悉的人
[00:11:06.920 --> 00:11:09.120]  那種親密的對談
[00:11:09.120 --> 00:11:11.960]  那種沒有防衛的
[00:11:11.960 --> 00:11:15.840]  很坦誠的去分享
[00:11:15.840 --> 00:11:17.240]  換句話說
[00:11:17.240 --> 00:11:20.800]  神不單止要給我們一個方向
[00:11:20.800 --> 00:11:26.200]  神更加很想我們和祂一起去同行
[00:11:26.200 --> 00:11:29.480]  我們固自然當然很想知道神的旨意
[00:11:29.480 --> 00:11:35.960]  但是有時候原來我們其實都不太想花時間去親近神
[00:11:35.960 --> 00:11:38.400]  我們很想神帶領我們前面的道路
[00:11:38.400 --> 00:11:41.920]  不過我們又不太想和神一起去同行
[00:11:41.920 --> 00:11:46.000]  我不知道你會如何形容此刻你和神的關係
[00:11:46.000 --> 00:11:47.800]  你覺得它是否很親密
[00:11:47.800 --> 00:11:52.080]  你和上帝的關係是否親密
[00:11:52.080 --> 00:11:54.800]  因為你對神其實都很冷淡
[00:11:54.800 --> 00:11:58.680]  有事就忠無厭
[00:11:58.680 --> 00:12:02.920]  究竟你會如何形容你和上帝的關係呢
[00:12:02.920 --> 00:12:05.280]  就是很親密
[00:12:05.280 --> 00:12:06.960]  如膠似漆
[00:12:06.960 --> 00:12:11.000]  每天沒有祂就不行
[00:12:11.000 --> 00:12:12.680]  我一直在想
[00:12:12.680 --> 00:12:14.720]  其實今天你和什麼最親密
[00:12:14.720 --> 00:12:16.480]  你知不知道
[00:12:16.480 --> 00:12:19.360]  有沒有想過
[00:12:19.360 --> 00:12:20.960]  你和你的電話最親密
[00:12:20.960 --> 00:12:22.600]  我告訴你
[00:12:22.600 --> 00:12:25.320]  基本上你每天都機不離手
[00:12:25.320 --> 00:12:26.880]  當你離開了電話
[00:12:26.880 --> 00:12:28.600]  你就周身不聚財
[00:12:28.600 --> 00:12:31.000]  好像那天吸毒那樣
[00:12:31.000 --> 00:12:33.120]  心都在亂了
[00:12:33.120 --> 00:12:35.000]  我不知道這是不是
[00:12:35.000 --> 00:12:39.800]  我也覺得這是事實
[00:12:39.800 --> 00:12:42.360]  當然我們不只是電話
[00:12:42.360 --> 00:12:43.920]  當然現在有很多用途
[00:12:43.920 --> 00:12:45.240]  現在智能電話
[00:12:45.240 --> 00:12:48.440]  的確有很多很重要的東西在
[00:12:48.440 --> 00:12:51.400]  但是其實我們又有多少時間
[00:12:51.400 --> 00:12:54.000]  與神親近呢
[00:12:54.000 --> 00:12:56.120]  透過你的智能電話
[00:12:56.120 --> 00:12:59.520]  其實我們提供了很多的零售材料
[00:12:59.520 --> 00:13:00.960]  在Church App裡面
[00:13:00.960 --> 00:13:03.560]  你有多可按下去看看
[00:13:03.560 --> 00:13:05.400]  按下去聽聽
[00:13:05.400 --> 00:13:08.800]  透過這個方式來親近神呢
[00:13:08.800 --> 00:13:14.440]  或許你和某一個頻道的YouTuber比較熟悉
[00:13:14.440 --> 00:13:16.200]  所以我希望
[00:13:16.200 --> 00:13:19.000]  透過聖經裡面再一次提醒我們
[00:13:19.000 --> 00:13:22.080]  回到一個基本功
[00:13:22.080 --> 00:13:23.360]  今天
[00:13:23.360 --> 00:13:25.160]  我們和上帝的關係
[00:13:25.160 --> 00:13:27.080]  有多接近
[00:13:27.080 --> 00:13:29.320]  真正明白神道路的人
[00:13:29.320 --> 00:13:31.120]  聖經裡面說得很清楚
[00:13:31.120 --> 00:13:33.040]  就是那些敬畏神
[00:13:33.040 --> 00:13:34.880]  親近神的人
[00:13:34.880 --> 00:13:36.440]  就好像
[00:13:36.440 --> 00:13:39.000]  和你的配偶一樣
[00:13:39.000 --> 00:13:40.440]  很多時候其實你還沒說完
[00:13:40.440 --> 00:13:43.080]  他已經明白你在說什麼
[00:13:43.080 --> 00:13:44.080]  很多時候師母
[00:13:44.080 --> 00:13:46.000]  當我和她對話的時候
[00:13:46.000 --> 00:13:48.800]  有時候我說一兩個字
[00:13:48.800 --> 00:13:50.760]  她已經知道
[00:13:50.760 --> 00:13:52.880]  不是說她懂得什麼讀心術
[00:13:52.880 --> 00:13:54.760]  什麼特別的技巧
[00:13:54.760 --> 00:13:55.840]  而是因為
[00:13:55.840 --> 00:13:58.000]  當我們相處越久
[00:13:58.000 --> 00:13:58.840]  溝通越多
[00:13:58.840 --> 00:14:00.680]  關係越親密的時候
[00:14:00.680 --> 00:14:03.600]  就越來越熟悉對方的心意
[00:14:03.600 --> 00:14:05.320]  數靈的分辨都是一樣
[00:14:05.320 --> 00:14:06.880]  當我們越親近神的時候
[00:14:06.880 --> 00:14:09.920]  其實就會越容易去認出
[00:14:09.920 --> 00:14:11.800]  上帝的聲音
[00:14:11.800 --> 00:14:14.480]  就好像這幅操場一樣
[00:14:14.480 --> 00:14:16.600]  很多小朋友
[00:14:16.600 --> 00:14:18.400]  媽媽在魂魂裡面叫
[00:14:18.400 --> 00:14:20.160]  「林小明」
[00:14:20.160 --> 00:14:21.960]  在座有沒有「林小明」?
[00:14:21.960 --> 00:14:23.880]  沒有
[00:14:23.880 --> 00:14:26.360]  純粹去求而已
[00:14:26.360 --> 00:14:28.000]  「林小明」
[00:14:28.000 --> 00:14:31.640]  那個小孩
[00:14:31.640 --> 00:14:33.480]  當那個是他的兒子的時候
[00:14:33.480 --> 00:14:36.360]  很快他就認出這是我媽媽的聲音
[00:14:36.360 --> 00:14:38.200]  又要叫我走
[00:14:38.200 --> 00:14:40.760]  很多很不情願
[00:14:40.760 --> 00:14:43.480]  為什麼他能夠在這麼吵的環境裡面
[00:14:43.480 --> 00:14:46.280]  都能夠認出他媽媽的聲音呢?
[00:14:46.280 --> 00:14:49.000]  因為很熟悉
[00:14:49.000 --> 00:14:49.960]  很多時候
[00:14:49.960 --> 00:14:52.520]  為什麼我們聽不清楚神的聲音?
[00:14:52.520 --> 00:14:54.760]  其實不是神沒有和我們說話
[00:14:54.760 --> 00:14:57.320]  只不過我們不熟悉祂而已
[00:14:57.320 --> 00:14:59.000]  我們聽了很多
[00:14:59.000 --> 00:14:59.760]  剛才所說的
[00:14:59.760 --> 00:15:01.160]  很多不同的頻道
[00:15:01.160 --> 00:15:02.080]  不同的聲音
[00:15:02.080 --> 00:15:04.000]  那些你也很清楚祂在說什麼
[00:15:04.000 --> 00:15:06.600]  這個星期這個YouTuber又說這句話
[00:15:06.600 --> 00:15:08.200]  真棒
[00:15:08.200 --> 00:15:09.360]  但是很多時候
[00:15:09.360 --> 00:15:11.400]  我們卻是聽不到
[00:15:11.400 --> 00:15:14.120]  原來神已經在和我們說話了
[00:15:14.120 --> 00:15:15.760]  這種的熟悉
[00:15:15.760 --> 00:15:18.000]  不是一朝一夕的建立
[00:15:18.000 --> 00:15:20.000]  而是很需要每天
[00:15:20.000 --> 00:15:22.000]  我們如何與神同行
[00:15:22.000 --> 00:15:24.600]  慢慢的建立
[00:15:24.600 --> 00:15:25.400]  送靈的分辨
[00:15:25.400 --> 00:15:28.320]  也都需要一件很重要的事
[00:15:28.320 --> 00:15:29.720]  就是我們的生命
[00:15:29.720 --> 00:15:31.640]  需要被結織
[00:15:31.640 --> 00:15:34.400]  在這篇詩篇裡面
[00:15:34.400 --> 00:15:37.560]  大衛其實多次這樣
[00:15:37.560 --> 00:15:40.920]  求神赦免自己的罪
[00:15:40.920 --> 00:15:44.080]  大衛不要假裝自己沒有問題
[00:15:44.080 --> 00:15:45.440]  聖人不是
[00:15:45.440 --> 00:15:47.160]  當他一路去尋求神的時候
[00:15:47.160 --> 00:15:48.440]  他自知
[00:15:48.440 --> 00:15:50.920]  他需要來到神的面前
[00:15:50.920 --> 00:15:53.240]  去認罪悔改
[00:15:53.240 --> 00:15:54.920]  在這裡也給我們提醒一件事情
[00:15:54.920 --> 00:15:57.320]  有時候我們分辨不了神的帶領
[00:15:57.320 --> 00:16:00.400]  不單止是方向的問題
[00:16:00.400 --> 00:16:01.720]  其實更加關鍵就是
[00:16:01.720 --> 00:16:04.200]  我們生命裡面的問題
[00:16:04.200 --> 00:16:07.200]  可能是裡面一些的驕傲
[00:16:07.200 --> 00:16:08.400]  苦毒
[00:16:08.400 --> 00:16:09.760]  自我忠心
[00:16:09.760 --> 00:16:11.200]  隱藏了的罪
[00:16:11.200 --> 00:16:12.600]  不願意去饒恕
[00:16:12.600 --> 00:16:14.160]  不肯去馴服
[00:16:14.160 --> 00:16:16.080]  其實這些都會影響我們
[00:16:16.080 --> 00:16:18.760]  那個屬靈的敏銳度
[00:16:18.760 --> 00:16:19.920]  罪我們知道
[00:16:19.920 --> 00:16:21.760]  上帝是聖潔的
[00:16:21.760 --> 00:16:24.680]  當我們有一些污穢的時候
[00:16:24.680 --> 00:16:27.640]  其實是會難了我們去親近神
[00:16:27.640 --> 00:16:32.720]  罪會使我們屬靈的感官變得遲鈍
[00:16:32.720 --> 00:16:35.320]  就好像這一幅鏡子一樣
[00:16:35.320 --> 00:16:38.360]  如果鏡子的面積滿了灰塵
[00:16:38.360 --> 00:16:40.320]  固知人當然看不清楚
[00:16:40.320 --> 00:16:42.480]  是不是這塊鏡子失去了功能呢
[00:16:42.480 --> 00:16:43.560]  不是
[00:16:43.560 --> 00:16:45.440]  而是它的表面
[00:16:45.440 --> 00:16:47.760]  被那些塵遮住了
[00:16:47.760 --> 00:16:49.800]  同樣如果我們的心被罪
[00:16:49.800 --> 00:16:53.520]  被施辱或者苦毒遮蓋的時候
[00:16:53.520 --> 00:16:56.400]  往往都會令到我們很難去看清楚
[00:16:56.400 --> 00:16:58.920]  神的道路
[00:16:58.920 --> 00:17:00.400]  最後
[00:17:00.400 --> 00:17:02.600]  辨識神引導的屬靈心法
[00:17:02.600 --> 00:17:04.400]  我們怎樣去實踐呢
[00:17:04.400 --> 00:17:06.640]  我們需要去依靠神
[00:17:06.640 --> 00:17:08.200]  很多時候我們都很希望
[00:17:08.200 --> 00:17:10.520]  神向我們顯明祂的道路
[00:17:10.520 --> 00:17:12.800]  在人生的旅程裡面
[00:17:12.800 --> 00:17:16.280]  不一定每一步都很清楚
[00:17:16.280 --> 00:17:20.400]  所以屬靈的分別不單止是尋找答案
[00:17:20.400 --> 00:17:23.680]  更加重要就是要在一個不確定的裡面
[00:17:23.680 --> 00:17:26.600]  持續地學習去依靠神
[00:17:26.600 --> 00:17:29.080]  真正的關鍵不是我們知道多少
[00:17:29.080 --> 00:17:31.320]  而是我們願不願意
[00:17:31.320 --> 00:17:34.640]  將生命交給神
[00:17:34.640 --> 00:17:36.760]  讓祂來帶領
[00:17:36.760 --> 00:17:40.040]  詩人在二十五篇第十節裡面說
[00:17:40.040 --> 00:17:41.680]  凡遵守祂的約和
[00:17:41.680 --> 00:17:43.560]  祂法度的人
[00:17:43.560 --> 00:17:47.440]  也和華都以慈愛信實待他
[00:17:47.440 --> 00:17:48.840]  這次的經文提醒我們
[00:17:48.840 --> 00:17:52.880]  神帶領與人的信實
[00:17:52.880 --> 00:17:55.080]  是息息相關
[00:17:55.080 --> 00:17:58.880]  當我們願意照著神的話語去生活的時候
[00:17:58.880 --> 00:18:00.920]  神就以經文說
[00:18:00.920 --> 00:18:04.440]  以慈愛信實與我們同行
[00:18:04.440 --> 00:18:06.240]  在第十五節裡面又說
[00:18:06.240 --> 00:18:08.760]  我的眼目是上仰望耶和華
[00:18:08.760 --> 00:18:13.880]  因祂必將我的腳從網裡拉出來
[00:18:13.880 --> 00:18:15.160]  人生的道路
[00:18:15.160 --> 00:18:18.920]  其實都充滿著很多的網絡和陷阱
[00:18:18.920 --> 00:18:20.040]  大衛在這裡提醒我們
[00:18:20.040 --> 00:18:22.160]  屬靈的分別是需要一種
[00:18:22.160 --> 00:18:24.000]  持續的態度
[00:18:24.000 --> 00:18:26.400]  事事仰望神
[00:18:26.400 --> 00:18:29.040]  尤其是當我們面對一些困惑
[00:18:29.040 --> 00:18:30.240]  一些選擇
[00:18:30.240 --> 00:18:32.080]  十字路口裡面
[00:18:32.080 --> 00:18:34.160]  我們更加需要不斷地
[00:18:34.160 --> 00:18:36.720]  將目光轉向神
[00:18:36.720 --> 00:18:39.000]  經文裡面提到
[00:18:39.000 --> 00:18:42.880]  神就會在我們看不見的地方裡面
[00:18:42.880 --> 00:18:46.320]  去保守我們的腳步
[00:18:46.320 --> 00:18:48.920]  另外在二十和二十一節裡面
[00:18:48.920 --> 00:18:50.880]  祂說求你保護我的性命
[00:18:50.880 --> 00:18:52.120]  你答救我
[00:18:52.120 --> 00:18:53.600]  使我不自羞愧
[00:18:53.600 --> 00:18:55.440]  因為我投靠你
[00:18:55.440 --> 00:18:57.440]  願純全正直保護我
[00:18:57.440 --> 00:19:00.160]  因為我等候你
[00:19:00.160 --> 00:19:03.840]  在這裡也描繪了一種屬靈心靈的態度
[00:19:03.840 --> 00:19:05.280]  投靠神
