
[00:00:00.000 --> 00:00:01.160]  各位弟子姊妹
[00:03:21.920 --> 00:03:24.520]  志堅和教部都在宣傳
[00:03:24.520 --> 00:03:28.920]  我們盼望透過祈禱、讀經、靈修、影音、聽道
[00:03:28.920 --> 00:03:32.120]  每日與耶穌復活的主同行
[00:03:32.120 --> 00:03:34.360]  求主幫助我們
[00:03:34.360 --> 00:03:36.120]  在這個七個我事裏面
[00:03:36.120 --> 00:03:40.400]  是靈命進修運動的主題之一
[00:03:40.400 --> 00:03:41.520]  為甚麼用我事呢?
[00:03:41.520 --> 00:03:45.160]  其實與今天講道有息息相關的
[00:03:45.160 --> 00:03:48.520]  這個我事其實出自《出埃及記》三章十四節
[00:03:48.520 --> 00:03:49.880]  神對摩西說:
[00:03:49.880 --> 00:03:51.640]  「我是自有永有的」
[00:03:51.640 --> 00:03:55.040]  又說:「你要對以色列人這樣說
[00:03:55.040 --> 00:03:59.560]  那自有永有的差派我到這裏來」
[00:03:59.560 --> 00:04:01.440]  這裏提醒了我們一件事
[00:04:01.440 --> 00:04:02.920]  原來這個我事
[00:04:02.920 --> 00:04:05.320]  這個我們的主耶穌基督
[00:04:05.320 --> 00:04:09.440]  就好像昔日摩西見到的上主一樣
[00:04:09.440 --> 00:04:14.000]  祂的我事是很有權柄的
[00:04:14.000 --> 00:04:15.760]  這個我事即是「我是」
[00:04:15.760 --> 00:04:16.960]  「我就是」
[00:04:16.960 --> 00:04:18.400]  「我在這裏」
[00:04:18.400 --> 00:04:21.160]  讓我們知道我們的上主
[00:04:21.160 --> 00:04:23.520]  就是那位自有永有
[00:04:23.520 --> 00:04:26.440]  而且是充滿權柄、大能的主
[00:04:26.440 --> 00:04:29.920]  再沒有任何的描述可以說得到
[00:04:29.920 --> 00:04:32.520]  因為我們的上帝就是所有
[00:04:32.520 --> 00:04:34.480]  而在這件事裏面
[00:04:34.480 --> 00:04:38.600]  耶穌約翰透過七個我事
[00:04:38.600 --> 00:04:41.960]  去將耶穌這個神聖的身份表達出來
[00:04:41.960 --> 00:04:43.640]  在接下來連續七個星期
[00:04:43.640 --> 00:04:44.880]  我們會說到
[00:04:44.880 --> 00:04:47.760]  譬如今天就是「我是生命的糧」
[00:04:47.760 --> 00:04:50.200]  下星期我們許禮智牧師會說
[00:04:50.200 --> 00:04:52.120]  「我是世界的光」
[00:04:52.120 --> 00:04:53.120]  大家都會看到
[00:04:53.120 --> 00:04:56.200]  希望大家都可以專心
[00:04:56.200 --> 00:04:58.720]  以及去行上帝
[00:04:58.720 --> 00:05:01.200]  去每個星期參加網上崇拜
[00:05:01.200 --> 00:05:03.240]  一起去認識主耶穌基督
[00:05:03.240 --> 00:05:07.040]  這個「我是」這個神的身份
[00:05:07.040 --> 00:05:11.000]  讓我們進入「我是生命的糧」的時候
[00:05:11.000 --> 00:05:13.960]  我們再有一個禱告
[00:05:13.960 --> 00:05:14.920]  全能全知的主
[00:05:14.920 --> 00:05:16.200]  我們仰望祢
[00:05:16.200 --> 00:05:19.200]  求上帝用祢的話語去提醒我們
[00:05:19.200 --> 00:05:21.840]  在一個疫情、一個難關
[00:05:21.840 --> 00:05:24.920]  一個不容易的世代裏面
[00:05:24.920 --> 00:05:28.440]  我們追求可能是地上的食物
[00:05:28.440 --> 00:05:30.600]  追求地上的平安
[00:05:30.600 --> 00:05:33.920]  但求主祢幫助我們見到天上的食物
[00:05:33.920 --> 00:05:35.360]  天上的平安
[00:05:35.360 --> 00:05:37.360]  就是從主耶穌基督而來
[00:05:37.360 --> 00:05:38.840]  求聖靈開我們的心
[00:05:38.840 --> 00:05:42.720]  讓我們現在好這樣去聆聽上帝的話語
[00:05:42.720 --> 00:05:45.320]  避神祢的話語去更新我們的生命
[00:05:45.320 --> 00:05:48.720]  讓祢的話語成為我們的力量
[00:05:48.720 --> 00:05:51.480]  讓我們得著靈裏面的能力
[00:05:51.480 --> 00:05:53.960]  繼續在這個世代裏面見證榮耀祢
[00:05:53.960 --> 00:05:55.280]  奉耶穌基督名求
[00:05:55.280 --> 00:05:57.280]  阿們
[00:05:57.280 --> 00:06:02.360]  其實我看新聞都見到
[00:06:02.360 --> 00:06:06.040]  現在我們可能有很多的食肆要關閉
[00:06:06.040 --> 00:06:11.280]  我們都見到很多超級市場都好像搶購一空
[00:06:11.280 --> 00:06:14.880]  其實人真是為了食物而奔波勞碌
[00:06:14.880 --> 00:06:17.280]  因為人每天都是需要食物的
[00:06:17.280 --> 00:06:19.480]  沒有食物我們怎麼辦呢?
[00:06:19.480 --> 00:06:24.640]  但今日我們要透過耶穌基督的教導
[00:06:24.640 --> 00:06:25.800]  讓我們知道
[00:06:25.800 --> 00:06:30.160]  原來天上的靈量都同樣這麼重要
[00:06:30.160 --> 00:06:32.840]  回想其實現在我和師母都是很感恩
[00:06:32.840 --> 00:06:35.360]  因為我們雖然在隔壁酒店
[00:06:35.360 --> 00:06:37.040]  每天都有三餐供應
[00:06:37.040 --> 00:06:39.360]  定時定候就會有人按門鈴
[00:06:39.360 --> 00:06:41.880]  叫我們出去拿東西吃
[00:06:41.880 --> 00:06:43.840]  不過記得要戴口罩
[00:06:43.840 --> 00:06:46.600]  每天的食物都是差不多的
[00:06:46.600 --> 00:06:48.600]  還有些辣的
[00:06:48.600 --> 00:06:51.080]  所以師母就打電話給服務員
[00:06:51.080 --> 00:06:52.720]  說我們不想這麼辣
[00:06:52.720 --> 00:06:55.080]  還有為什麼食物都是一樣的
[00:06:55.080 --> 00:06:57.560]  這樣才知道原來是可以選擇的
[00:06:57.560 --> 00:07:00.160]  每天都有四款食物給我們選擇
[00:07:00.160 --> 00:07:02.320]  每天三餐有十二款食物給我們選擇
[00:07:02.320 --> 00:07:03.720]  還要我們可以
[00:07:03.720 --> 00:07:06.000]  我又不同 師母又不同
[00:07:06.000 --> 00:07:08.320]  才發覺原來我們在隔壁酒店
[00:07:08.320 --> 00:07:10.760]  這樣都是一個因應來的
[00:07:10.760 --> 00:07:13.080]  我們借飯祈禱去感恩
[00:07:13.080 --> 00:07:15.880]  上帝給我們食物供應的時候
[00:07:15.880 --> 00:07:21.240]  都紀念在街外的香港人
[00:07:21.240 --> 00:07:23.560]  他們面對著每天的飲食
[00:07:23.560 --> 00:07:25.560]  都是很緊張
[00:07:25.560 --> 00:07:27.240]  都要求主供應
[00:07:27.240 --> 00:07:28.240]  提醒我們
[00:07:28.240 --> 00:07:33.960]  我們基督徒真正的糧食是甚麼呢?
[00:07:33.960 --> 00:07:36.800]  今天我們看《約翰福音》第六章
[00:07:36.800 --> 00:07:37.920]  基文的背景
[00:07:37.920 --> 00:07:40.120]  都想和大家先認識一下
[00:07:40.120 --> 00:07:41.720]  在整個第六章裏面
[00:07:41.720 --> 00:07:42.920]  一至十五節
[00:07:42.920 --> 00:07:44.760]  記載了在《約翰福音》裏面
[00:07:44.760 --> 00:07:46.440]  七個神蹟的第四個神蹟
[00:07:46.440 --> 00:07:47.800]  五餅二魚的神蹟
[00:07:47.800 --> 00:07:49.520]  也都大家很熟悉的了
[00:07:49.520 --> 00:07:52.160]  而第二段的段落是在十六節二十一節
[00:07:52.160 --> 00:07:53.440]  第五個神蹟
[00:07:53.440 --> 00:07:55.000]  就是耶穌離海
[00:07:55.000 --> 00:07:56.720]  就是耶穌在水面上行走
[00:07:56.720 --> 00:07:58.840]  亦都是大家很熟悉的片段
[00:07:58.840 --> 00:08:00.360]  四福音裏面有記載
[00:08:00.360 --> 00:08:02.040]  而《約翰福音》都有記載
[00:08:02.040 --> 00:08:06.040]  但《約翰福音》的記載是有些不同的
[00:08:06.040 --> 00:08:07.120]  在二十二差一節
[00:08:07.120 --> 00:08:10.080]  就是我們今天要集中看的經文
[00:08:10.080 --> 00:08:11.640]  是第一個「我是」
[00:08:11.640 --> 00:08:14.360]  「我是生命的糧」
[00:08:14.360 --> 00:08:16.760]  《約翰福音》其中一個特色就是
[00:08:16.760 --> 00:08:19.160]  將這個第六章
[00:08:19.160 --> 00:08:24.680]  放在一個猶太人的如月節這個背景裏面
[00:08:24.680 --> 00:08:27.880]  這兩個神蹟和第一個「我是」
[00:08:27.880 --> 00:08:30.560]  發生在如月節的前夕
[00:08:30.560 --> 00:08:34.600]  帶給我們一些甚麼神學的意義呢?
[00:08:34.600 --> 00:08:36.640]  其中一個就是想告訴我們
[00:08:36.640 --> 00:08:39.600]  耶穌基督就是那個舊約的預表
[00:08:39.600 --> 00:08:42.160]  而且祂是超越摩西
[00:08:42.160 --> 00:08:43.240]  超越瑪那
[00:08:43.240 --> 00:08:45.160]  和超越如月節的羔羊
[00:08:45.160 --> 00:08:46.640]  為甚麼這樣說呢?
[00:08:46.640 --> 00:08:50.640]  如果你回想《昌一及記》兩個很重要的神蹟
[00:08:50.640 --> 00:08:52.240]  一個就是瑪那
[00:08:52.240 --> 00:08:53.960]  一個就是過紅海
[00:08:53.960 --> 00:08:58.000]  就正正是和伍秉儀如耶穌理海的
[00:08:58.000 --> 00:09:02.680]  好像有一個近似和相對的關係
[00:09:02.680 --> 00:09:07.440]  昔日摩西供應瑪那給以色列人
[00:09:07.440 --> 00:09:10.440]  摩西帶領以色列人過紅海
[00:09:10.440 --> 00:09:12.640]  而在耶穌的時代
[00:09:12.640 --> 00:09:19.040]  耶穌能夠讓伍秉儀如餵飽五千多人
[00:09:19.040 --> 00:09:22.480]  甚至乎耶穌自己在海面上能夠行走
[00:09:22.480 --> 00:09:25.720]  我們看到耶穌就是超越摩西
[00:09:25.720 --> 00:09:27.080]  超越瑪那
[00:09:27.080 --> 00:09:29.080]  超越如月節的羔羊
[00:09:29.080 --> 00:09:36.760]  我們就看看耶穌「我是生命的糧」是甚麼意思
[00:09:36.760 --> 00:09:38.160]  因為經文也太多了
[00:09:38.160 --> 00:09:39.880]  所以我們也不會逐節讀
[00:09:39.880 --> 00:09:45.160]  我們先看25至34字的這個段落
[00:09:45.160 --> 00:09:48.280]  我會讀出粗體的字
[00:09:48.280 --> 00:09:51.720]  當時猶太人去追著耶穌
[00:09:51.720 --> 00:09:54.280]  因為祂能夠餵飽五千人
[00:09:54.280 --> 00:09:58.560]  耶穌對這班猶太人回答
[00:09:58.560 --> 00:10:00.280]  「我實實在在地告訴你們
[00:10:00.280 --> 00:10:02.520]  在第26節後
[00:10:02.520 --> 00:10:06.360]  你們找我並不是因見了神蹟
[00:10:06.360 --> 00:10:09.240]  而是因吃餅吃飽了
[00:10:09.240 --> 00:10:12.400]  不要為那毀壞的食物操勞
[00:10:12.400 --> 00:10:15.960]  而是為那傳到永生的食物操勞
[00:10:15.960 --> 00:10:20.040]  這食物是人子要賜給你們的
[00:10:20.040 --> 00:10:24.200]  因為父神已印證了」
[00:10:24.200 --> 00:10:26.080]  這裡要留意
[00:10:26.080 --> 00:10:30.600]  耶穌教導我們不要為毀壞的
[00:10:30.600 --> 00:10:36.440]  不要為眼前的食物操勞
[00:10:36.440 --> 00:10:39.040]  而是為能夠傳到永生的食物操勞
[00:10:39.040 --> 00:10:41.480]  這是甚麼呢?
[00:10:41.480 --> 00:10:43.720]  紅色的字提醒了我們
[00:10:43.720 --> 00:10:46.040]  父神已經印證了
[00:10:46.040 --> 00:10:49.520]  人子就是那個能夠傳到永生的食物
[00:10:49.520 --> 00:10:51.160]  而且是得到父神的印證
[00:10:51.160 --> 00:10:55.120]  這個印證就像是帕什確認了是真的
[00:10:55.120 --> 00:10:59.040]  所以第一個段落25至34提醒我們
[00:10:59.040 --> 00:11:04.640]  耶穌是真糧
[00:11:04.640 --> 00:11:08.440]  我們繼續讀經文28至31節
[00:11:08.440 --> 00:11:11.280]  特別我們留意紅色的字
[00:11:11.280 --> 00:11:12.480]  猶太人在想
[00:11:12.480 --> 00:11:16.440]  我們怎樣才能夠算是做了神的工作
[00:11:16.440 --> 00:11:18.120]  得到真正的糧
[00:11:18.120 --> 00:11:20.720]  他們就覺得要做很多事情才可以
[00:11:20.720 --> 00:11:23.200]  但是耶穌提醒這群猶太人
[00:11:23.200 --> 00:11:25.400]  不是做而是要信
[00:11:25.400 --> 00:11:27.360]  信神差來的
[00:11:27.360 --> 00:11:30.560]  我們就好像覺得要得到上帝的祝福
[00:11:30.560 --> 00:11:32.240]  就要做很多事情
[00:11:32.240 --> 00:11:34.880]  要捐很多錢
[00:11:34.880 --> 00:11:36.840]  要擔頭住鄉
[00:11:36.840 --> 00:11:38.760]  要做很多好行為
[00:11:38.760 --> 00:11:44.640]  但其實信才是我們整個福音舊音裡面的核心
[00:11:44.640 --> 00:11:46.480]  信甚麼呢?
[00:11:46.480 --> 00:11:47.960]  這群猶太人都是不明白的
[00:11:47.960 --> 00:11:50.320]  所以他們就挑戰耶穌
[00:11:50.320 --> 00:11:51.960]  他說經上寫的
[00:11:51.960 --> 00:11:55.480]  「他從天上賜下糧食來給他們吃」
[00:11:55.480 --> 00:11:58.000]  這句話是甚麼意思呢?
[00:11:58.000 --> 00:12:03.760]  這成為了耶穌接著在加伯隆講道的題目
[00:12:03.760 --> 00:12:04.960]  我稍後會再補充
[00:12:04.960 --> 00:12:09.280]  我們再看剩下的32至34節
[00:12:09.280 --> 00:12:12.880]  耶穌就回答這群猶太人
[00:12:12.880 --> 00:12:17.280]  其實天上來的糧不是摩西賜的
[00:12:17.280 --> 00:12:19.120]  是無可賦賜的
[00:12:19.120 --> 00:12:21.160]  是天上賦賜的
[00:12:21.160 --> 00:12:23.560]  天上賜的是天上來的真糧
[00:12:23.560 --> 00:12:27.000]  這個天上來的真糧就是耶穌基督
[00:12:27.000 --> 00:12:31.280]  但似乎猶太人都不太明白
[00:12:31.280 --> 00:12:33.920]  在剛才的段落裡我們看到
[00:12:33.920 --> 00:12:36.600]  「天上降下來的糧食」
[00:12:36.600 --> 00:12:40.320]  其實這句話是出自《出埃及記》的16章第4節
[00:12:40.320 --> 00:12:41.920]  耶和對摩西說
[00:12:41.920 --> 00:12:45.000]  「汗啊我要從天降食物給你們」
[00:12:45.000 --> 00:12:46.440]  「百姓可以出去」
[00:12:46.440 --> 00:12:48.440]  「每天收集當天的份量」
[00:12:48.440 --> 00:12:50.840]  「這樣我就可以考驗」
[00:12:50.840 --> 00:12:53.360]  「他們是否遵行我的指示」
[00:12:53.360 --> 00:12:57.560]  當時這群離開了埃及的以色列民
[00:12:57.560 --> 00:13:00.040]  他們在曠野埋怨沒有東西吃
[00:13:00.040 --> 00:13:02.440]  經常說「我基督咕嚕」
[00:13:02.440 --> 00:13:03.840]  「摩西都很煩」
[00:13:03.840 --> 00:13:07.000]  而耶和華就吩咐摩西
[00:13:07.000 --> 00:13:08.120]  不是摩西賜
[00:13:08.120 --> 00:13:12.440]  是耶和華要從天上降食物給這群以色列人
[00:13:12.440 --> 00:13:14.360]  目的不是餵飽他們
[00:13:14.360 --> 00:13:18.200]  而是要他們會否遵行上帝的吩咐
[00:13:18.200 --> 00:13:20.680]  每天收集當天的份量
[00:13:20.680 --> 00:13:24.640]  去考驗他們是否願意聽神的話
[00:13:24.640 --> 00:13:26.920]  主耶穌就藉著這句話
[00:13:26.920 --> 00:13:29.040]  從天上降下來的糧食
[00:13:29.040 --> 00:13:31.720]  在加伯倫那個地方說了一篇道
[00:13:31.720 --> 00:13:38.640]  就是我們今天要看的25至60節的經文
[00:13:38.640 --> 00:13:40.720]  耶穌在這篇道裡
[00:13:40.720 --> 00:13:43.560]  不斷和這群百姓在那裡做了爭論
[00:13:43.560 --> 00:13:44.640]  為什麼呢?
[00:13:44.640 --> 00:13:45.920]  因為百姓很特別
[00:13:45.920 --> 00:13:47.880]  當他們經歷了五餅二魚
[00:13:47.880 --> 00:13:49.520]  耶穌餵飽五千人
[00:13:49.520 --> 00:13:53.000]  和耶穌能夠在海面上行走這兩個神蹟之後
[00:13:53.000 --> 00:13:58.040]  他們要強迫耶穌成為他們的王
[00:13:58.040 --> 00:14:00.400]  而耶穌要逃避他們
[00:14:00.400 --> 00:14:02.280]  獨自退到山上去
[00:14:02.280 --> 00:14:03.760]  很奇妙吧?
[00:14:03.760 --> 00:14:06.680]  耶穌很想百姓能夠跟從祂
[00:14:06.680 --> 00:14:09.320]  現在的百姓反過來
[00:14:09.320 --> 00:14:10.960]  強迫耶穌要做王
[00:14:10.960 --> 00:14:13.240]  其實不是百姓要跟從耶穌
[00:14:13.240 --> 00:14:16.840]  而是要耶穌跟從百姓的心意走
[00:14:16.840 --> 00:14:18.520]  所以耶穌抗拒
[00:14:18.520 --> 00:14:19.640]  祂要退到山上
[00:14:19.640 --> 00:14:22.280]  不想和這群百姓在一起
[00:14:22.280 --> 00:14:23.800]  但這群百姓要追著祂
[00:14:23.800 --> 00:14:25.400]  所以耶穌要教訓他們
[00:14:25.400 --> 00:14:27.440]  告訴他們不要為眼前
[00:14:27.440 --> 00:14:29.920]  會壞的事物操勞
[00:14:29.920 --> 00:14:32.800]  不是要做或者要行神蹟
[00:14:32.800 --> 00:14:34.920]  才能夠得到這個真糧
[00:14:34.920 --> 00:14:36.600]  而是相信
[00:14:36.600 --> 00:14:39.240]  相信耶穌和遵行神的旨意
[00:14:39.240 --> 00:14:42.120]  才能夠得到天上的真糧
[00:14:42.120 --> 00:14:44.880]  而這個真糧不是由摩西所賜的
[00:14:44.880 --> 00:14:47.800]  而是由天上的父神所賜
[00:14:47.800 --> 00:14:49.080]  讓百姓知道
[00:14:49.080 --> 00:14:52.280]  真糧就是從天父而來
[00:14:52.280 --> 00:14:54.200]  而這個真糧就是你眼前
[00:14:54.200 --> 00:15:02.280]  要認識的主耶穌基督
[00:15:02.280 --> 00:15:05.600]  在此讓我們有甚麼學習和教導呢?
[00:15:05.600 --> 00:15:06.360]  讓我們知道
[00:15:06.360 --> 00:15:07.560]  原來我們那時候
[00:15:07.560 --> 00:15:11.240]  好像我們祈禱或者去求神
[00:15:11.240 --> 00:15:13.360]  都是按著自己的心意去做的
[00:15:13.360 --> 00:15:15.280]  我記得我自己初信的時候
[00:15:15.280 --> 00:15:17.760]  我都覺得神很聽我的祈禱
[00:15:17.760 --> 00:15:19.400]  我的心意是怎樣呢?
[00:15:19.400 --> 00:15:21.160]  上帝都會聽的
[00:15:21.160 --> 00:15:23.360]  譬如我不見了東西
[00:15:23.360 --> 00:15:25.440]  祈完禱就會找回的
[00:15:25.440 --> 00:15:27.800]  或者我趕著乘車回教會
[00:15:27.800 --> 00:15:28.880]  祈完禱之後
[00:15:28.880 --> 00:15:31.200]  那輛車就會很快到達
[00:15:31.200 --> 00:15:32.640]  但當我信了越久的時候
[00:15:32.640 --> 00:15:33.600]  我就發覺
[00:15:33.600 --> 00:15:36.120]  神好像開始不聽我自己的祈禱
[00:15:36.120 --> 00:15:38.000]  我的心意
[00:15:38.000 --> 00:15:42.440]  上帝都不是按著我的心意去回應的
[00:15:42.440 --> 00:15:46.120]  我是不是這樣就不信主呢?
[00:15:46.120 --> 00:15:47.920]  我記得在這次的旅程裏
[00:15:47.920 --> 00:15:49.320]  真的很特別
[00:15:49.320 --> 00:15:52.040]  我們很多時候為我們的行程去祈禱
[00:15:52.040 --> 00:15:53.760]  都不靈的
[00:15:53.760 --> 00:15:55.120]  都有很多意外的
[00:15:55.120 --> 00:15:57.760]  我們想順利都不順利的
[00:15:57.760 --> 00:15:59.080]  但在這些意外裏面
[00:15:59.080 --> 00:16:00.960]  它有很多的因點
[00:16:00.960 --> 00:16:03.680]  我用最近的一個去和大家分享
[00:16:03.680 --> 00:16:06.600]  就是我們本來不是26日回來香港的
[00:16:06.600 --> 00:16:09.520]  我們本來想21日就可以回來香港
[00:16:09.520 --> 00:16:12.760]  誰知21日回來香港的那班飛機
[00:16:12.760 --> 00:16:13.760]  被熔斷了
[00:16:13.760 --> 00:16:14.760]  熔斷的意思就是說
[00:16:14.760 --> 00:16:19.760]  只要那班航班連續有4個是染了確診的
[00:16:19.760 --> 00:16:21.000]  在一個星期之內
[00:16:21.000 --> 00:16:24.280]  那班航班就要被取消兩個星期
[00:16:24.280 --> 00:16:27.640]  這個是香港政府很嚴厲的措施
[00:16:27.640 --> 00:16:31.680]  我們21日訂了兩次的飛機都被取消了
[00:16:31.680 --> 00:16:32.720]  所以我都很失望
[00:16:32.720 --> 00:16:34.720]  不能夠提早回來香港
[00:16:34.720 --> 00:16:40.760]  要去到26日去到那個航班被取消了之後
[00:16:40.760 --> 00:16:41.960]  復航的第一班
[00:16:41.960 --> 00:16:43.280]  那就應該不會被取消了吧
[00:16:43.280 --> 00:16:46.040]  因為全部人都是剛剛重新開始
[00:16:46.040 --> 00:16:47.440]  所以我們都唯有
[00:16:47.440 --> 00:16:49.200]  好了 等5天了
[00:16:49.200 --> 00:16:50.920]  26日才回來
[00:16:50.920 --> 00:16:53.000]  到我們近些日子了
[00:16:53.000 --> 00:16:56.400]  我們就想著坐定那顆鹿可以回來
[00:16:56.400 --> 00:16:57.360]  上帝真是
[00:16:57.360 --> 00:16:59.600]  好了 雖然我們上帝不安排
[00:16:59.600 --> 00:17:01.840]  給我們26日我們回來
[00:17:01.840 --> 00:17:04.760]  但是其實回來香港除了要有航班之外
[00:17:04.760 --> 00:17:06.440]  要有隔離酒店的
[00:17:06.440 --> 00:17:07.280]  我們很感恩
[00:17:07.280 --> 00:17:10.200]  原本21日那個隔離酒店
[00:17:10.200 --> 00:17:12.760]  都可以退到26日
[00:17:12.760 --> 00:17:15.120]  但是怎知道在21、22日
[00:17:15.120 --> 00:17:17.520]  我就突然間收到網上的消息說
[00:17:17.520 --> 00:17:20.800]  我們原本住的隔離酒店被政府徵用了
[00:17:20.800 --> 00:17:22.120]  突然間沒有了隔離酒店
[00:17:22.120 --> 00:17:23.400]  那我26日有航班
[00:17:23.400 --> 00:17:25.240]  我回來沒有地方住怎麼辦?
[00:17:25.240 --> 00:17:27.440]  所以就馬上打電話
[00:17:27.440 --> 00:17:30.520]  確認了我們那個隔離酒店真的被取消
[00:17:30.520 --> 00:17:33.920]  很短時間之內找到一間新的隔離酒店
[00:17:33.920 --> 00:17:35.360]  就是現在我們住的東涌
[00:17:35.360 --> 00:17:37.280]  原本我們打算在何文田那邊住
[00:17:37.280 --> 00:17:38.760]  靠近自己的家
[00:17:38.760 --> 00:17:41.320]  來到東涌這間隔離酒店真的很感恩
[00:17:41.320 --> 00:17:42.880]  我們原本打算是一間
[00:17:42.880 --> 00:17:47.680]  看著市區、城景、城市的景貌
[00:17:47.680 --> 00:17:49.480]  我們也看到有一些正在建屋村
[00:17:49.480 --> 00:17:51.800]  但是也看到一些海景
[00:17:51.800 --> 00:17:53.360]  又看到飛機的升降
[00:17:53.360 --> 00:17:55.200]  看到一些船的航行
[00:17:55.200 --> 00:17:58.360]  看到一些海景 而且飲食都不差的
[00:17:58.360 --> 00:18:02.800]  所以原來上帝不是按照我們的心意去做事
[00:18:02.800 --> 00:18:05.120]  上帝祂有祂的心意安排
