
[00:00:00.000 --> 00:00:02.600]  弟兄姊妹們,新年快樂!
[00:01:28.420 --> 00:01:31.460]  那今天我要跟大家分享詩篇的經文
[00:01:31.460 --> 00:01:33.300]  它就是在講以色列人
[00:01:33.300 --> 00:01:36.700]  他從走在路上去到聖殿
[00:01:36.700 --> 00:01:38.800]  這一段路上有關的
[00:01:38.800 --> 00:01:41.480]  今天我們講詩篇裡面的一段經文
[00:01:41.480 --> 00:01:48.380]  就是講他們一路上去過節的時候是怎樣
[00:01:48.380 --> 00:01:52.220]  我想大家我們可以一起來讀這一篇的詩篇
[00:01:52.220 --> 00:01:54.220]  它其實不長只有八節
[00:01:54.220 --> 00:01:58.020]  我們大家可以用自己熟悉的語言來讀
[00:01:58.020 --> 00:02:00.960]  我們可以一起讀這幾節經文
[00:02:00.960 --> 00:02:02.300]  有八節的經文
[00:02:02.300 --> 00:02:03.500]  我們用廣東話也可以
[00:02:03.500 --> 00:02:04.700]  用國語也可以
[00:02:04.700 --> 00:02:07.200]  用英文也可以
[00:02:07.200 --> 00:02:08.240]  好我們一起來
[00:02:08.240 --> 00:02:09.740]  詩篇一百二十一篇
[00:02:09.740 --> 00:02:12.800]  我要向山舉目
[00:02:12.800 --> 00:02:15.340]  我的幫助從何而來
[00:02:15.340 --> 00:02:20.040]  我的幫助從遂天地的耶和華而來
[00:02:20.040 --> 00:02:22.720]  祂必叫你的腳動搖
[00:02:22.720 --> 00:02:25.180]  保護你的必不打頓
[00:02:25.180 --> 00:02:28.020]  保護以色列的也不打頓
[00:02:28.020 --> 00:02:29.560]  也不睡覺
[00:02:29.560 --> 00:02:31.620]  保護你的是耶和華
[00:02:31.620 --> 00:02:34.760]  耶和華在你右邊任被你
[00:02:34.760 --> 00:02:37.400]  白日太陽必不傷你
[00:02:37.400 --> 00:02:40.040]  夜間月亮必不害你
[00:02:40.040 --> 00:02:41.940]  耶和華要保護你
[00:02:41.940 --> 00:02:44.300]  免受一切的災害
[00:02:44.300 --> 00:02:46.640]  祂要保護你的性命
[00:02:46.640 --> 00:02:47.880]  你出你入
[00:02:47.880 --> 00:02:49.840]  耶和華要保護你
[00:02:49.840 --> 00:02:53.340]  從今時直到永遠
[00:02:53.340 --> 00:02:55.880]  大家有沒有hiking的經驗
[00:02:55.880 --> 00:02:58.080]  大家有沒有行山的經驗呢
[00:02:58.080 --> 00:03:00.560]  我有一次參加我們教會小組
[00:03:00.560 --> 00:03:03.220]  姐妹們的hiking小組
[00:03:03.220 --> 00:03:05.220]  然後她們很厲害
[00:03:05.220 --> 00:03:08.160]  她們輕輕鬆鬆就走了五六個mile
[00:03:08.160 --> 00:03:10.660]  有一次我參加一個姐妹的hiking
[00:03:10.660 --> 00:03:11.400]  她們很厲害
[00:03:11.400 --> 00:03:13.700]  輕輕鬆鬆就走了五六個mile
[00:03:13.700 --> 00:03:14.960]  但是我去了那一次以後
[00:03:14.960 --> 00:03:16.760]  就不敢再去了
[00:03:16.760 --> 00:03:18.800]  去了那一次之後我不敢再去了
[00:03:18.800 --> 00:03:19.940]  因為我去了以後
[00:03:19.940 --> 00:03:23.340]  走完那一次我回家躺了兩天
[00:03:23.340 --> 00:03:24.340]  去了那一次之後
[00:03:24.340 --> 00:03:26.340]  我回家睡了兩天
[00:03:26.340 --> 00:03:27.580]  其實大家知道嗎
[00:03:27.580 --> 00:03:31.720]  以色列人他們從自己家走到聖殿
[00:03:31.720 --> 00:03:34.220]  以色列人由自己家走到聖殿
[00:03:34.220 --> 00:03:36.060]  其實是一條很遠的路
[00:03:36.060 --> 00:03:38.060]  其實是一條很長很長的路
[00:03:38.060 --> 00:03:40.720]  大家可以看到地圖上面
[00:03:40.720 --> 00:03:44.160]  如果你住在加利利
[00:03:44.160 --> 00:03:45.100]  在加利利
[00:03:45.100 --> 00:03:47.000]  對 最北邊的地方
[00:03:47.000 --> 00:03:48.900]  你要走到耶路撒冷
[00:03:48.900 --> 00:03:50.800]  要走到耶路撒冷
[00:03:50.800 --> 00:03:52.340]  大家看到很多黃色的
[00:03:52.340 --> 00:03:53.940]  那應該就是山
[00:03:53.940 --> 00:03:55.080]  都是山路
[00:03:55.080 --> 00:03:57.380]  黃色的應該都是山路
[00:03:57.380 --> 00:03:58.140]  然後你想想
[00:03:58.140 --> 00:03:59.580]  她們在走這段路的時候
[00:03:59.580 --> 00:04:01.640]  她還帶著她的家人
[00:04:01.640 --> 00:04:03.380]  走這段路上面
[00:04:03.380 --> 00:04:05.880]  還要帶著家人 一家大小
[00:04:05.880 --> 00:04:09.320]  她還要帶上她獻祭給神的東西
[00:04:09.320 --> 00:04:12.060]  還要帶上獻祭的東西
[00:04:12.060 --> 00:04:13.100]  獻墨
[00:04:13.100 --> 00:04:15.600]  大家想一想那個場景
[00:04:15.600 --> 00:04:17.100]  古代的時候那個路
[00:04:17.100 --> 00:04:18.300]  不像我們現在的路
[00:04:18.300 --> 00:04:19.840]  沒有那麼好走
[00:04:19.840 --> 00:04:21.800]  想像一下那個場景
[00:04:21.800 --> 00:04:24.200]  以前的路沒那麼好走
[00:04:24.200 --> 00:04:27.500]  很多時候她們只有11路公車
[00:04:27.500 --> 00:04:29.040]  大家知道是什麼嗎
[00:04:29.040 --> 00:04:30.980]  很多時候只有11路公車
[00:04:30.980 --> 00:04:32.480]  大家知不知道是什麼
[00:04:32.480 --> 00:04:33.940]  她的兩隻腳只能靠腳走
[00:04:33.940 --> 00:04:37.080]  就是兩隻腳11路公車
[00:04:37.080 --> 00:04:40.880]  剛剛看到說耶路撒冷這一段路都是山
[00:04:40.880 --> 00:04:43.060]  所以她們其實走的這一段路
[00:04:43.060 --> 00:04:45.720]  是一條翻山越嶺的路
[00:04:45.720 --> 00:04:46.820]  所以她們走這條路
[00:04:46.820 --> 00:04:49.660]  是一段翻山越嶺的路
[00:04:49.660 --> 00:04:52.340]  我們剛才讀這個詩篇的時候
[00:04:52.340 --> 00:04:54.140]  它有四個字
[00:04:54.140 --> 00:04:56.200]  讀這個詩篇的時候有四個字
[00:04:56.200 --> 00:04:58.080]  它寫上行之詩
[00:04:58.080 --> 00:04:59.980]  上行之詩
[00:04:59.980 --> 00:05:02.840]  詩篇裏面其實有15篇的詩歌
[00:05:02.840 --> 00:05:05.320]  它都標誌了上行之詩
[00:05:05.320 --> 00:05:07.320]  詩篇裏面15首的詩篇
[00:05:07.320 --> 00:05:09.880]  都有上行之詩這個title
[00:05:09.880 --> 00:05:13.520]  這15篇是專門用在
[00:05:13.520 --> 00:05:16.420]  以色列人從家裏
[00:05:16.420 --> 00:05:19.560]  往耶路撒冷聖殿去朝聖的路上
[00:05:19.560 --> 00:05:20.800]  這15篇都是講
[00:05:20.800 --> 00:05:25.500]  由他們家裏去到聖殿裏面朝聖的路
[00:05:25.500 --> 00:05:30.000]  他們藉著詩歌互相鼓勵
[00:05:30.000 --> 00:05:33.940]  他們一路走一路唱
[00:05:33.940 --> 00:05:35.840]  一路藉著詩歌
[00:05:35.840 --> 00:05:39.380]  來準備好自己走向神
[00:05:39.380 --> 00:05:42.120]  一路準備自己去走向神
[00:05:42.120 --> 00:05:44.060]  以色列人朝聖的目的地
[00:05:44.060 --> 00:05:46.260]  他知道就是在聖殿
[00:05:46.260 --> 00:05:48.760]  他知道目的地是朝向聖殿
[00:05:48.760 --> 00:05:51.900]  聖殿就代表著神的同在
[00:05:51.900 --> 00:05:54.200]  聖殿就代表著神同在
[00:05:54.200 --> 00:05:56.300]  那是他們嚮往的目標
[00:05:56.300 --> 00:05:59.400]  這個是他們向上的一個目標
[00:05:59.400 --> 00:06:02.400]  不管他們在山下過著什麼樣的生活
[00:06:02.400 --> 00:06:05.480]  也不管一路走來遇到多少的難處
[00:06:05.480 --> 00:06:08.440]  不論他們在山下過著什麼樣的生活
[00:06:08.440 --> 00:06:12.280]  也不管向上有多少的難處
[00:06:12.280 --> 00:06:14.980]  他們一路向著那個目標前進
[00:06:14.980 --> 00:06:19.020]  一路就向上這個目標前進
[00:06:19.020 --> 00:06:22.560]  弟兄姊妹們
[00:06:22.560 --> 00:06:24.900]  我們的一生是不是就像這樣
[00:06:24.900 --> 00:06:27.200]  我們一生是不是都像這樣
[00:06:27.200 --> 00:06:30.260]  我們一生是在走向神
[00:06:30.260 --> 00:06:32.140]  我們一生都是走向神
[00:06:32.140 --> 00:06:35.200]  我們一生走向神的這個過程
[00:06:35.200 --> 00:06:38.740]  很像以色列人他們行路走向聖殿
[00:06:38.740 --> 00:06:40.700]  我們一生走向神的這個道路
[00:06:40.700 --> 00:06:43.440]  就好像以色列人走向聖殿
[00:06:43.440 --> 00:06:45.780]  有時候我們會路上有青苔
[00:06:45.780 --> 00:06:47.280]  容易打滑
[00:06:47.280 --> 00:06:50.220]  有時候路上有青苔容易劃傷
[00:06:50.220 --> 00:06:52.720]  有的時候有尖銳的石頭
[00:06:52.720 --> 00:06:54.380]  有時候有尖銳的石頭
[00:06:54.380 --> 00:06:55.960]  有時候雜草叢生
[00:06:55.960 --> 00:06:58.300]  沒有路要開出一條路來
[00:06:58.300 --> 00:07:01.500]  有時候很多雜草沒有路要開路
[00:07:01.500 --> 00:07:03.160]  有時候在我們走的路上
[00:07:03.160 --> 00:07:07.000]  會碰到毒蛇蚊蟲野獸的攻擊
[00:07:07.000 --> 00:07:11.800]  有時候有毒蛇蟲有野獸的攻擊
[00:07:11.800 --> 00:07:15.940]  有時候走路的人會覺得累口渴了
[00:07:15.940 --> 00:07:20.820]  有時候人會覺得疲累口渴
[00:07:20.820 --> 00:07:22.480]  去年的七月份
[00:07:22.480 --> 00:07:25.920]  我們一家人有去拉森的國家公園
[00:07:25.920 --> 00:07:30.120]  上年七月份我們一家人去了國家公園
[00:07:30.120 --> 00:07:31.760]  那個公園它有一條Trail
[00:07:31.760 --> 00:07:35.000]  是一年只開放很短的時間
[00:07:35.000 --> 00:07:38.500]  剛好我們到的那一天它就開放了
[00:07:38.500 --> 00:07:39.840]  在那裏有一個Trail
[00:07:39.840 --> 00:07:41.100]  是一年才開始
[00:07:41.100 --> 00:07:43.480]  剛好我們去到就開
[00:07:43.480 --> 00:07:44.940]  那我們就很開心
[00:07:44.940 --> 00:07:46.600]  我們想挑戰一下自己
[00:07:46.600 --> 00:07:49.100]  我們很開心想挑戰一下自己
[00:07:49.100 --> 00:07:51.580]  可是我們是高估了自己
[00:07:51.580 --> 00:07:53.080]  我們高估了自己
[00:07:53.080 --> 00:07:55.280]  然後我們低估了那個路的狀況
[00:07:55.280 --> 00:07:57.420]  也低估了那條路的狀況
[00:07:57.420 --> 00:07:58.720]  走到一半的時候
[00:07:58.720 --> 00:07:59.880]  走了一半的時候
[00:07:59.880 --> 00:08:01.820]  我們家小朋友他不想走了
[00:08:01.820 --> 00:08:04.060]  我們家的小朋友不想再走
[00:08:04.060 --> 00:08:06.260]  他們一直說我的腳好痛
[00:08:06.260 --> 00:08:07.900]  哎呀我的腳好痛
[00:08:07.900 --> 00:08:11.640]  因為那條路開始走的時候還挺寬的
[00:08:11.640 --> 00:08:14.960]  因為那條路開始走的時候很寬闊的
[00:08:14.960 --> 00:08:17.280]  但是走著走著非常的窄
[00:08:17.280 --> 00:08:19.340]  但慢慢走的時候越來越窄
[00:08:19.340 --> 00:08:21.000]  它一邊是山
[00:08:21.000 --> 00:08:22.140]  一邊是山
[00:08:22.140 --> 00:08:23.920]  一邊它是一個懸崖
[00:08:23.920 --> 00:08:25.320]  一邊是懸崖
[00:08:25.320 --> 00:08:27.640]  然後那條路只能走一個人
[00:08:27.640 --> 00:08:29.820]  那條路只可以走一個人
[00:08:29.820 --> 00:08:32.420]  走的時候你還累了不能停下來
[00:08:32.420 --> 00:08:34.220]  因為沒有地方可以坐下
[00:08:34.220 --> 00:08:36.820]  一路走的時候累到不可以停下
[00:08:36.820 --> 00:08:39.060]  因為沒有路可以坐下
[00:08:39.060 --> 00:08:41.820]  然後我們路上遇到一個年輕人
[00:08:41.820 --> 00:08:43.840]  在路上遇到一個年輕人
[00:08:43.840 --> 00:08:46.160]  他走到一半在路邊哭
[00:08:46.160 --> 00:08:48.740]  走到一半的時候他在路上哭
[00:08:48.740 --> 00:08:49.800]  一個女孩子
[00:08:49.800 --> 00:08:51.100]  一個女孩子
[00:08:51.100 --> 00:08:52.400]  他說他不要走了
[00:08:52.400 --> 00:08:54.800]  他說不要走了不要走了
[00:08:54.800 --> 00:08:56.240]  我們當時也很為難
[00:08:56.240 --> 00:08:57.780]  因為孩子走不動了
[00:08:57.780 --> 00:08:58.840]  那時候也很為難
[00:08:58.840 --> 00:09:01.080]  因為我們的孩子也走不動了
[00:09:01.080 --> 00:09:03.680]  那時候就對面來了一群
[00:09:03.680 --> 00:09:06.780]  他們是從終點往回走的人
[00:09:06.780 --> 00:09:10.560]  只是那個時候已經有人回頭了
[00:09:10.560 --> 00:09:12.600]  他們就跟我們說加油
[00:09:12.600 --> 00:09:13.960]  他跟我們說加油
[00:09:13.960 --> 00:09:14.960]  Almost there
[00:09:14.960 --> 00:09:16.460]  Almost there
[00:09:16.460 --> 00:09:17.760]  我們一聽
[00:09:17.760 --> 00:09:18.760]  Almost there
[00:09:18.760 --> 00:09:20.560]  我們一聽的時候
[00:09:20.560 --> 00:09:21.660]  哇就到了
[00:09:21.660 --> 00:09:23.240]  我們就鼓起勇氣
[00:09:23.240 --> 00:09:24.880]  再往前走一走就到了
[00:09:24.880 --> 00:09:26.580]  鼓起勇氣立刻再走
[00:09:26.580 --> 00:09:28.680]  結果還走了一個多小時
[00:09:28.680 --> 00:09:31.640]  結果還走了一個多小時
[00:09:31.640 --> 00:09:33.740]  但是到了以後我們就說
[00:09:33.740 --> 00:09:36.120]  還好他騙了我們
[00:09:36.120 --> 00:09:39.580]  到了之後幸好他騙了我們
[00:09:39.580 --> 00:09:41.480]  不是被騙他是鼓勵了我們
[00:09:41.480 --> 00:09:43.080]  他們鼓勵我們
[00:09:43.080 --> 00:09:44.360]  不然我們可能錯過了
[00:09:44.360 --> 00:09:46.960]  那個很美的火山的風景
[00:09:46.960 --> 00:09:48.160]  如果不是我們就錯過了
[00:09:48.160 --> 00:09:50.400]  那個很美的火山的風景
[00:09:50.400 --> 00:09:53.500]  以色列人在登山走向聖殿的過程
[00:09:53.500 --> 00:09:56.560]  以色列人在登山走向聖殿的過程裡面
[00:09:56.560 --> 00:09:58.800]  他們也是有時候會覺得累
[00:09:58.800 --> 00:10:01.300]  他們也是有時候會覺得累
[00:10:01.300 --> 00:10:02.940]  或者覺得很艱難
[00:10:02.940 --> 00:10:04.380]  或者覺得很艱難
[00:10:04.380 --> 00:10:06.940]  或者也覺得困惑什麼時候才到
[00:10:06.940 --> 00:10:10.440]  或者覺得困惑什麼時候到
[00:10:10.440 --> 00:10:13.560]  那這些師哥就鼓勵和提醒他們
[00:10:13.560 --> 00:10:16.080]  這些師哥就鼓勵提醒他們
[00:10:16.080 --> 00:10:19.260]  什麼情況下腳都要抬起來
[00:10:19.260 --> 00:10:21.860]  什麼情況下腳都要抬起來
[00:10:21.860 --> 00:10:23.000]  一直向前
[00:10:23.000 --> 00:10:24.320]  一直向前
[00:10:24.320 --> 00:10:25.660]  向上走
[00:10:25.660 --> 00:10:27.060]  向山走
[00:10:27.060 --> 00:10:28.200]  直到目的地
[00:10:28.200 --> 00:10:31.060]  直到目的地
[00:10:31.060 --> 00:10:34.200]  我們的信仰是一個行走的信仰
[00:10:34.200 --> 00:10:36.540]  我們的信仰是行走的信仰
[00:10:36.540 --> 00:10:37.640]  從舊約當中
[00:10:37.640 --> 00:10:42.240]  神就要亞伯拉罕離開你的本地本族本家
[00:10:42.240 --> 00:10:43.140]  從舊約當中
[00:10:43.140 --> 00:10:49.080]  神就要亞伯拉罕離開你的本地本族本家
[00:10:49.080 --> 00:10:52.160]  那我們看到這些經文當中
[00:10:52.160 --> 00:10:53.260]  看到經文裡面
[00:10:53.260 --> 00:10:56.920]  在以色列這個民族一直壯大的過程中
[00:10:56.920 --> 00:11:00.500]  在以色列這個民族一直壯大的過程中
[00:11:00.500 --> 00:11:02.700]  神不斷地提醒祂的子民
[00:11:02.700 --> 00:11:04.300]  神不斷地提醒祂的子民
[00:11:04.300 --> 00:11:05.740]  祢是寄居的
[00:11:05.740 --> 00:11:07.400]  祢是寄居的
[00:11:07.400 --> 00:11:08.580]  祢要起來走
[00:11:08.580 --> 00:11:12.100]  祢要起來要走
[00:11:12.100 --> 00:11:15.780]  我們之前有一段時間教會的主題
[00:11:15.780 --> 00:11:16.620]  講到的主題
[00:11:16.620 --> 00:11:20.220]  大家對馬太福音這一段經文也會很熟
[00:11:20.220 --> 00:11:24.820]  大家對馬太福音這一段經文也會很熟
[00:11:24.820 --> 00:11:26.980]  在希伯來書也提醒我們
[00:11:26.980 --> 00:11:28.260]  我們是客旅
[00:11:28.260 --> 00:11:29.620]  是寄居的
[00:11:29.620 --> 00:11:30.860]  希伯來書也提醒我們
[00:11:30.860 --> 00:11:31.760]  我們是客旅
[00:11:31.760 --> 00:11:32.900]  是寄居的
[00:11:32.900 --> 00:11:35.060]  我們的家不在這個世界上
[00:11:35.060 --> 00:11:36.940]  我們的家不在這個世界上
[00:11:36.940 --> 00:11:37.940]  而是在天上
[00:11:37.940 --> 00:11:39.440]  而是在天上
[00:11:39.440 --> 00:11:41.440]  我們這一生的過程
[00:11:41.440 --> 00:11:43.280]  是走向神的過程
[00:11:43.280 --> 00:11:44.200]  我們這一生的過程
[00:11:44.200 --> 00:11:45.980]  都是走向神的過程
[00:11:45.980 --> 00:11:48.480]  我們的目的地是在神那裡
[00:11:48.480 --> 00:11:51.520]  我們的目的地是走向神那裡
[00:11:51.520 --> 00:11:53.580]  神要亞伯拉罕走的時候
[00:11:53.580 --> 00:11:55.280]  神要亞伯拉罕走的時候
[00:11:55.280 --> 00:11:58.280]  祂一步一步的提醒指示他
[00:11:58.280 --> 00:12:01.260]  一步一步的提醒指示他
[00:12:01.260 --> 00:12:03.060]  今天神也要我們知道
[00:12:03.060 --> 00:12:04.620]  今天神也要我們知道
[00:12:04.620 --> 00:12:06.600]  我們的家鄉在天上
[00:12:06.600 --> 00:12:08.800]  我們的家鄉在天上
[00:12:08.800 --> 00:12:13.260]  我們不要被這路上看到的東西所影響和干擾
[00:12:13.260 --> 00:12:17.380]  我們不要被路上見到的東西去干擾我們
[00:12:17.380 --> 00:12:19.480]  我們這一生的目標
[00:12:19.480 --> 00:12:21.980]  是離開世界走向神
[00:12:21.980 --> 00:12:22.780]  我們這一生的目標
[00:12:22.780 --> 00:12:25.720]  都是離開世界走向神
[00:12:25.720 --> 00:12:27.520]  我們過去的一年
[00:12:27.520 --> 00:12:29.660]  不知道弟兄姊妹們過得好嗎?
[00:12:29.660 --> 00:12:32.280]  過去一年大家過得好嗎?
[00:12:32.280 --> 00:12:33.360]  可能你這一年
[00:12:33.360 --> 00:12:36.260]  經歷了非常有紀念意義的事
[00:12:36.260 --> 00:12:40.160]  可能今年你過得很有意義的事情
[00:12:40.160 --> 00:12:43.300]  也有可能你經歷了很難忘的傷痛
[00:12:43.300 --> 00:12:46.300]  又或者你經歷了一些很難忘的傷痛
[00:12:46.300 --> 00:12:50.240]  我知道我們當中有的家庭有新生的寶寶
[00:12:50.240 --> 00:12:53.440]  我們當中有新的嬰孩出世
[00:12:53.440 --> 00:12:56.380]  也有人換了工作升職加薪
[00:12:56.380 --> 00:12:58.940]  有人換了工作升職加薪
[00:12:58.940 --> 00:13:02.480]  也有人經歷了失去親人和朋友的傷痛
[00:13:02.480 --> 00:13:06.020]  有人經歷了失去家人朋友的傷痛
[00:13:06.020 --> 00:13:07.500]  有人經歷病痛
[00:13:07.500 --> 00:13:09.520]  有人經歷病痛
[00:13:09.520 --> 00:13:10.860]  有人失去工作
[00:13:10.860 --> 00:13:12.760]  有人失去工作
[00:13:12.760 --> 00:13:14.300]  但不管是怎樣
[00:13:14.300 --> 00:13:17.040]  但不管是怎樣
[00:13:17.040 --> 00:13:18.900]  當我們回顧自己的這一年
[00:13:18.900 --> 00:13:20.500]  我們問自己
[00:13:20.500 --> 00:13:21.640]  當我們回顧的時候
[00:13:21.640 --> 00:13:23.580]  我們問自己
[00:13:23.580 --> 00:13:25.280]  我們的腳步走在哪裡?
[00:13:25.280 --> 00:13:27.580]  我們的腳步走在哪裡?
[00:13:27.580 --> 00:13:29.980]  我們的腳步是走在上行
[00:13:29.980 --> 00:13:33.180]  要去見神、向往神的路上嗎?
[00:13:33.180 --> 00:13:35.180]  我們的腳步是走向上行
[00:13:35.180 --> 00:13:36.320]  要朝見神
[00:13:36.320 --> 00:13:38.760]  是向神的路上嗎?
[00:13:38.760 --> 00:13:40.360]  還是我們在向下走
[00:13:40.360 --> 00:13:41.560]  走世界的路?
[00:13:41.560 --> 00:13:43.360]  還是我們只是向下走
[00:13:43.360 --> 00:13:45.460]  走向世界的路?
[00:13:45.460 --> 00:13:48.860]  我們這一年走過人生的一個一個小目標
[00:13:48.860 --> 00:13:52.300]  我們這一年走過人生的一個一個小目標
[00:13:52.300 --> 00:13:56.340]  這些目標和將來永恆有沒有關係呢?
[00:13:56.340 --> 00:14:00.340]  這些目標和將來的永恆有沒有關係呢?
[00:14:00.340 --> 00:14:02.480]  在過去的這一年當中
[00:14:02.480 --> 00:14:05.280]  我們的心裡有沒有嚮往過
[00:14:05.280 --> 00:14:07.680]  我們人生最終的目標?
[00:14:07.680 --> 00:14:08.680]  在過去一年裡面
[00:14:08.680 --> 00:14:12.720]  我們有沒有嚮往過那個最終的人生目標?
[00:14:12.720 --> 00:14:14.960]  當我們新的一年開始的時候
[00:14:14.960 --> 00:14:16.900]  新的一年開始的時候
[00:14:16.900 --> 00:14:19.760]  我們會做很多新的計劃和目標
[00:14:19.760 --> 00:14:22.700]  我們有很多新的計劃、新的目標
[00:14:22.700 --> 00:14:24.460]  我們也來問一問自己
[00:14:24.460 --> 00:14:26.840]  我們也來問一問自己
[00:14:26.840 --> 00:14:28.740]  在這新的一年當中
[00:14:28.740 --> 00:14:30.980]  我的屬靈目標是什麼?
[00:14:30.980 --> 00:14:34.280]  新一年裡面我們的屬靈目標是什麼呢?
[00:14:34.280 --> 00:14:37.380]  這裡有一些問題可以給大家一些思考
[00:14:37.380 --> 00:14:40.480]  有一些問題可以給大家一起思考一下
[00:14:40.480 --> 00:14:44.880]  這一年我每天要花多少時間安靜和神獨處?
[00:14:44.880 --> 00:14:48.520]  這一年我每天要花多少時間安靜和神獨處?
[00:14:48.520 --> 00:14:51.000]  我要看完幾本屬靈的書籍?
[00:14:51.000 --> 00:14:53.660]  我要看完幾本屬靈的書籍?
[00:14:53.660 --> 00:14:55.300]  我要讀多少聖經?
[00:14:55.300 --> 00:14:57.040]  我要讀多少聖經?
[00:14:57.040 --> 00:15:00.360]  我怎麼去關心和愛身邊的弟兄姊妹?
[00:15:00.360 --> 00:15:03.480]  我怎麼去關心和愛身邊的弟兄姊妹?
[00:15:03.480 --> 00:15:06.240]  我在教會的服事有什麼需要改變的?
[00:15:06.240 --> 00:15:09.340]  我在教會的服事有什麼需要改變的?
[00:15:09.340 --> 00:15:12.720]  在家庭裡、在工作上,我要怎麼榮耀神?
[00:15:12.720 --> 00:15:16.520]  在家庭裡、在工作上,我要怎麼榮耀神?
[00:15:16.520 --> 00:15:19.820]  這些問題值得我們去好好地思考一下
[00:15:19.820 --> 00:15:22.160]  這些問題值得我們好好地思考一下
[00:15:22.160 --> 00:15:25.760]  把它們放在我們新一年的目標和方向
[00:15:25.760 --> 00:15:29.860]  放在我們新一年的目標和方向
[00:15:29.860 --> 00:15:33.360]  在這首詩歌裡面,詩人說
[00:15:33.360 --> 00:15:34.940]  這句很熟,對不對?
[00:15:34.940 --> 00:15:37.140]  我要向山舉目
[00:15:37.140 --> 00:15:39.200]  這首詩歌裡面一句很熟的說話
[00:15:39.200 --> 00:15:40.800]  我要向山舉目
[00:15:40.800 --> 00:15:42.500]  為什麼要向山舉目?
[00:15:42.500 --> 00:15:44.480]  為什麼要向山舉目?
[00:15:44.480 --> 00:15:47.080]  在現代中文譯本裡面
[00:15:47.080 --> 00:15:50.280]  它是說我要向群山觀望
[00:15:50.280 --> 00:15:53.120]  在現代中文譯本裡面
[00:15:53.120 --> 00:15:56.480]  它說我要向群山舉目
[00:15:56.480 --> 00:15:59.920]  舉目觀望群山
[00:15:59.920 --> 00:16:02.720]  大家覺得山給你什麼樣的感覺?
[00:16:02.720 --> 00:16:06.360]  大家覺得山有什麼感覺呢?
[00:16:06.360 --> 00:16:07.860]  很壯觀
[00:16:07.860 --> 00:16:08.660]  很壯觀
[00:16:08.660 --> 00:16:10.300]  有人點頭
[00:16:10.300 --> 00:16:12.600]  有人跟我一樣覺得山很可怕嗎?
[00:16:12.600 --> 00:16:14.600]  有人覺得山很可怕嗎?
[00:16:14.600 --> 00:16:16.700]  其實站在那個很多的山
[00:16:16.700 --> 00:16:19.140]  黑色一片的時候
[00:16:19.140 --> 00:16:20.840]  黑色一片的時候
[00:16:20.840 --> 00:16:22.320]  是很可怕的場景
[00:16:22.320 --> 00:16:24.240]  覺得很可怕嗎?
[00:16:24.240 --> 00:16:26.620]  當以色列人他們在走的時候
[00:16:26.620 --> 00:16:28.860]  當以色列人他們在走的時候
[00:16:28.860 --> 00:16:30.860]  他看到黑黑的一片山
[00:16:30.860 --> 00:16:33.460]  他看到黑黑的一片山
[00:16:33.460 --> 00:16:36.120]  大家可以想像一下他的感受是怎樣的
