
[00:00:00.000 --> 00:00:03.800]  有一位居住在澳洲的女士
[00:02:25.160 --> 00:02:31.320]  她在原本人生最燦爛豐盛的時期
[00:02:31.320 --> 00:02:32.280]  那10年
[00:02:32.280 --> 00:02:35.200]  生了四個小孩子
[00:02:35.200 --> 00:02:40.080]  但又先後失去她所有的兒女
[00:02:40.080 --> 00:02:42.880]  並且婚姻也破裂
[00:02:42.880 --> 00:02:44.480]  不僅如此
[00:02:44.480 --> 00:02:47.840]  還白白地坐了20年牢
[00:02:47.840 --> 00:02:51.200]  她出獄的時候已經是人老珠黃
[00:02:51.920 --> 00:02:56.800]  這個女士的生命遇遇真的很坎坷
[00:02:56.800 --> 00:02:59.600]  她的遭遇也告訴我們
[00:02:59.600 --> 00:03:01.360]  生命無常
[00:03:01.360 --> 00:03:05.040]  人生有時真的會無緣無故
[00:03:05.040 --> 00:03:06.840]  禍從天降
[00:03:06.840 --> 00:03:09.960]  我們無緣無故會陷入困境
[00:03:09.960 --> 00:03:14.600]  就好像這個月初在荷里活廣場
[00:03:14.600 --> 00:03:17.440]  發生的斬人事件
[00:03:17.760 --> 00:03:22.680]  兩個少女、兩個風華正茂的女生
[00:03:22.680 --> 00:03:25.840]  無緣無故就這樣失去生命
[00:03:25.840 --> 00:03:30.840]  還有近期也有多宗當街斬人的事件
[00:03:30.840 --> 00:03:34.360]  對於當事人來說這些都是飛來橫禍
[00:03:34.360 --> 00:03:37.400]  剛才我們一起讀的那段經文
[00:03:37.400 --> 00:03:43.720]  裏面的寶羅其實也是被屈含冤去坐牢的
[00:03:45.520 --> 00:03:49.200]  在經文一開始的時候說到
[00:03:49.200 --> 00:03:51.360]  寶羅去了羅馬
[00:03:51.360 --> 00:03:58.120]  他獲准跟一個看守他的兵丁住在一個地方
[00:03:58.120 --> 00:04:00.480]  如果我們再看下去
[00:04:00.480 --> 00:04:02.760]  差不多到結尾第三十節
[00:04:02.760 --> 00:04:06.320]  寶羅原來當時不是被關在監牢裏面
[00:04:06.320 --> 00:04:09.600]  他是住在自己租住的地方
[00:04:09.600 --> 00:04:10.840]  足足有兩年
[00:04:10.840 --> 00:04:13.760]  換句話說他是被軟禁的
[00:04:14.160 --> 00:04:17.600]  他被軟禁,有兵丁看守著他
[00:04:17.600 --> 00:04:21.440]  到底為甚麼寶羅會被軟禁呢?
[00:04:21.440 --> 00:04:25.640]  我們可以看回這段經文的第十七至十九節
[00:04:25.640 --> 00:04:26.640]  我們一起讀吧
[00:04:26.640 --> 00:04:31.960]  「過了三天,寶羅請猶太人的首領來」
[00:04:31.960 --> 00:04:35.160]  「他們來了,就對他們說」
[00:04:35.160 --> 00:04:43.640]  「弟兄們,我雖沒有做甚麼事干犯本國的百姓和我們祖宗的規條」
[00:04:43.920 --> 00:04:49.960]  「卻被鎖綁,從耶路撒冷解在羅馬人的手裏」
[00:04:49.960 --> 00:04:54.320]  「他們審問了我,就願意釋放我」
[00:04:54.320 --> 00:04:58.680]  「因為在我身上,並沒有該死的罪」
[00:04:58.680 --> 00:05:05.240]  「無奈猶太人不服,我不得已,只好上告於凱撒」
[00:05:05.240 --> 00:05:10.320]  「並非有甚麼事,要控告我本國的百姓」
[00:05:11.240 --> 00:05:18.800]  寶羅說他沒有做過甚麼干犯本國百姓的事
[00:05:18.800 --> 00:05:21.800]  即是他沒有做過傷害自己的同胞的事
[00:05:21.800 --> 00:05:26.080]  亦沒有違背祖宗的律法
[00:05:26.080 --> 00:05:34.080]  但他被鎖綁,由耶路撒冷壓界到羅馬
[00:05:34.080 --> 00:05:40.200]  在幾次審訊中,都找不到他有甚麼該死的罪
[00:05:40.200 --> 00:05:41.960]  本來可以釋放的
[00:05:41.960 --> 00:05:48.120]  但因為猶太人不服無罪的判決,不斷咬著不釋放
[00:05:48.120 --> 00:05:55.200]  於是寶羅唯有上訴去羅馬帝國最高領導人
[00:05:55.200 --> 00:05:56.320]  「該殺」
[00:05:56.320 --> 00:05:59.840]  其實該殺是「凱撒大帝」
[00:05:59.840 --> 00:06:02.080]  另一個譯名就是「凱撒」
[00:06:02.080 --> 00:06:07.720]  如果大家還記得,兩個星期前陳姑娘所說的
[00:06:07.720 --> 00:06:12.120]  寶羅被壓界到羅馬
[00:06:12.120 --> 00:06:16.080]  他承擔甚麼交通工具?
[00:06:16.080 --> 00:06:17.160]  船
[00:06:17.160 --> 00:06:21.160]  他乘船到羅馬
[00:06:21.160 --> 00:06:24.200]  而在途中遇到大風浪
[00:06:24.200 --> 00:06:27.680]  船幾乎要沉,他們差點沒命
[00:06:27.680 --> 00:06:31.000]  後來他們流落到一個荒島
[00:06:31.000 --> 00:06:33.200]  也不是荒島,有土人在那裡居住
[00:06:33.200 --> 00:06:34.880]  土人接待他們
[00:06:34.880 --> 00:06:37.960]  輾轉來到羅馬
[00:06:37.960 --> 00:06:44.680]  到底為甚麼猶太人和寶羅有這麼大的仇口?
[00:06:44.680 --> 00:06:49.240]  到底是甚麼深仇大恨,令他們咬著不釋放?
[00:06:49.240 --> 00:06:54.520]  其實這件事可以追溯到《仕途行傳》第21章
[00:06:54.520 --> 00:06:59.320]  寶羅到達耶路撒冷
[00:06:59.320 --> 00:07:04.160]  他帶著由各地收集的捐獻
[00:07:04.160 --> 00:07:09.080]  加上一些援助的物資帶到耶路撒冷
[00:07:09.080 --> 00:07:12.440]  到達耶路撒冷教會的領袖接見他
[00:07:12.440 --> 00:07:16.280]  並聽取他的工作報告
[00:07:16.280 --> 00:07:20.200]  在過程中有人反映
[00:07:20.200 --> 00:07:22.320]  他們聽見人說
[00:07:22.320 --> 00:07:27.440]  你教訓一切在外邦的猶太人離棄摩西
[00:07:27.440 --> 00:07:28.640]  對他們說
[00:07:28.640 --> 00:07:35.760]  「不要給孩子行割禮,也不要遵行條規」
[00:07:35.760 --> 00:07:39.520]  這個「他們」是指誰?
[00:07:39.520 --> 00:07:42.280]  就是猶太人
[00:07:42.280 --> 00:07:47.040]  猶太人當時聽見人說寶羅的壞話
[00:07:47.040 --> 00:07:52.080]  說寶羅是教唆猶太人不要遵守摩西律法
[00:07:52.080 --> 00:07:53.840]  不要守割禮
[00:07:53.840 --> 00:07:55.800]  但其實寶羅有沒有這樣做?
[00:07:55.800 --> 00:07:57.400]  寶羅沒有
[00:07:57.400 --> 00:07:59.720]  他的確叫人不要守割禮
[00:07:59.720 --> 00:08:01.640]  但叫那些人?
[00:08:01.640 --> 00:08:07.080]  是外邦那些歸信耶穌的信徒
[00:08:07.080 --> 00:08:08.080]  即是外邦人
[00:08:08.080 --> 00:08:10.040]  本來就不用守割禮
[00:08:10.040 --> 00:08:12.920]  寶羅教導他們「你相信耶穌就行」
[00:08:12.920 --> 00:08:16.400]  不需要像猶太人那樣守割禮
[00:08:16.400 --> 00:08:21.680]  所以這些猶太人誤解了寶羅
[00:08:21.680 --> 00:08:24.240]  這只是一個原因
[00:08:24.240 --> 00:08:28.920]  而觸發寶羅被拘捕的「導火線」
[00:08:28.920 --> 00:08:32.920]  就是在第21章第27至30節
[00:08:32.920 --> 00:08:34.080]  那七日將完
[00:08:34.080 --> 00:08:38.000]  從亞西亞來的猶太人看見寶羅在殿裡
[00:08:38.000 --> 00:08:39.600]  就聳動了眾人
[00:08:39.600 --> 00:08:42.080]  下手拿他喊叫說
[00:08:42.080 --> 00:08:44.080]  以色列人來幫助
[00:08:44.080 --> 00:08:46.520]  這就是在各處教訓眾人
[00:08:46.520 --> 00:08:49.400]  租錢我們百姓和律法
[00:08:49.400 --> 00:08:50.920]  並且地方的
[00:08:50.920 --> 00:08:53.720]  他又帶著希臘人進殿
[00:08:53.720 --> 00:08:55.560]  污衞了這聖地
[00:08:55.560 --> 00:08:57.960]  者說是因他們曾看見
[00:08:57.960 --> 00:09:02.120]  已忽所人特羅飛摩和寶羅在城裡
[00:09:02.120 --> 00:09:04.840]  以為寶羅帶他進了殿
[00:09:04.840 --> 00:09:06.600]  合成都震動
[00:09:06.600 --> 00:09:08.080]  百姓一齊跑來
[00:09:08.080 --> 00:09:10.480]  拿著寶羅拉他出殿
[00:09:10.480 --> 00:09:13.600]  殿門立刻都關了
[00:09:13.600 --> 00:09:18.080]  當時有一些從亞西亞來的猶太人
[00:09:18.080 --> 00:09:22.800]  他們就煽動群眾來攻擊寶羅
[00:09:22.800 --> 00:09:27.960]  他們以為寶羅帶那些外邦人進入聖殿裡
[00:09:27.960 --> 00:09:34.200]  一些只准猶太人在那裡出現的範圍
[00:09:34.200 --> 00:09:37.760]  無形中褻瀆聖殿
[00:09:37.760 --> 00:09:42.720]  這些猶太人以為寶羅真的褻瀆
[00:09:42.720 --> 00:09:45.040]  做了這些褻瀆的事
[00:09:45.040 --> 00:09:47.760]  所以就群起攻之
[00:09:47.760 --> 00:09:53.120]  結果勞動到當時的千夫長去平亂
[00:09:53.120 --> 00:09:58.560]  寶羅就在這樣的情況下被拘捕
[00:09:58.560 --> 00:10:01.200]  他經過多番審訊
[00:10:01.200 --> 00:10:04.800]  其實那些官都找不到他有什麼該死的罪
[00:10:04.800 --> 00:10:06.520]  其實是可以釋放的
[00:10:06.520 --> 00:10:10.240]  只是猶太人不肯
[00:10:10.240 --> 00:10:12.680]  咬著他不放
[00:10:12.680 --> 00:10:17.360]  寶羅就在這樣的情況下坐牢
[00:10:17.360 --> 00:10:19.520]  雖然他沒有罪
[00:10:19.520 --> 00:10:24.160]  但是他也要受苦坐牢
[00:10:24.160 --> 00:10:29.960]  但是其實他的經歷都沒有白費
[00:10:29.960 --> 00:10:33.320]  神就是在這個過程中大大地使用他
[00:10:33.320 --> 00:10:35.040]  那怎樣使用呢?
[00:10:35.040 --> 00:10:39.600]  我們可以看看整卷《仕道行傳》的結構
[00:10:39.600 --> 00:10:42.960]  我們從那個結構來看
[00:10:42.960 --> 00:10:47.920]  這裡就說到《仕道行傳》有多少章
[00:10:47.920 --> 00:10:50.520]  今天我們說的那章是28章
[00:10:50.520 --> 00:10:51.320]  就是最後一章
[00:10:51.320 --> 00:10:55.520]  其實《仕道行傳》有28章
[00:10:55.520 --> 00:11:01.360]  頭七章其實都是說到聖靈如何帶領教會
[00:11:01.360 --> 00:11:03.480]  如何建立教會
[00:11:03.480 --> 00:11:07.040]  接著第8至12章
[00:11:07.040 --> 00:11:10.160]  就說到教會受到逼迫
[00:11:10.160 --> 00:11:13.360]  接著第13至20章
[00:11:13.360 --> 00:11:17.120]  就是寶羅那三次的宣教旅程
[00:11:17.120 --> 00:11:18.720]  在這個過程中
[00:11:18.720 --> 00:11:22.760]  福音就被傳到外邦
[00:11:22.760 --> 00:11:24.840]  接著第21至28章
[00:11:24.840 --> 00:11:27.040]  就說到寶羅受審
[00:11:27.040 --> 00:11:29.600]  就是被拘捕、受審
[00:11:29.600 --> 00:11:34.040]  為自己辯解的過程
[00:11:34.040 --> 00:11:38.440]  我們看看由第21至23章
[00:11:38.440 --> 00:11:42.680]  其實都是說到寶羅在千夫長和猶太人的面前
[00:11:42.680 --> 00:11:45.800]  為自己辯護
[00:11:45.800 --> 00:11:48.880]  接著第24至28章
[00:11:48.880 --> 00:11:52.720]  就說到他在三次的受審
[00:11:52.720 --> 00:11:54.400]  在什麼人面前受審呢?
[00:11:54.400 --> 00:11:57.880]  就是在兩任的巡撫面前
[00:11:57.880 --> 00:12:00.520]  還要加上一個分封的王
[00:12:00.520 --> 00:12:02.760]  當時巴勒斯坦地
[00:12:02.760 --> 00:12:08.320]  其實是由巡撫和分封王來管治的
[00:12:08.320 --> 00:12:11.000]  寶羅就在這個過程中
[00:12:11.000 --> 00:12:15.160]  向當地的統治、管治的官員
[00:12:15.160 --> 00:12:19.520]  為自己辯護
[00:12:19.520 --> 00:12:23.880]  大家看《仕途人傳》這部份的時候
[00:12:23.880 --> 00:12:26.200]  我不知道你會不會覺得奇怪
[00:12:26.200 --> 00:12:32.320]  就是由第21至26章
[00:12:32.320 --> 00:12:35.520]  都是說到他如何受審
[00:12:35.520 --> 00:12:37.480]  如何自辯
[00:12:37.480 --> 00:12:40.240]  為什麼《仕途人傳》的作者
[00:12:40.240 --> 00:12:45.840]  要那麼詳細地去解釋呢?
[00:12:45.840 --> 00:12:48.200]  在這幾章裡面
[00:12:48.200 --> 00:12:50.560]  作者詳細地去記載
[00:12:50.560 --> 00:12:52.720]  寶羅如何自辯
[00:12:52.720 --> 00:12:55.120]  他講的內容是什麼?
[00:12:55.120 --> 00:13:00.480]  講他如何在大馬式的路上遇到主耶穌
[00:13:00.480 --> 00:13:01.960]  子楊書向他顯現
[00:13:01.960 --> 00:13:03.840]  他如何信耶穌
[00:13:03.840 --> 00:13:09.680]  接著又講神如何呼召他
[00:13:09.680 --> 00:13:12.960]  向外邦人來宣教
[00:13:12.960 --> 00:13:17.480]  還有耶穌是神的兒子
[00:13:17.480 --> 00:13:20.200]  他就是從死裡復活的神
[00:13:20.200 --> 00:13:23.480]  他說這些其實是什麼?
[00:13:23.480 --> 00:13:25.160]  是福音
[00:13:25.160 --> 00:13:27.600]  就是我們信仰的核心
[00:13:27.600 --> 00:13:30.200]  他就是這樣講自己的見證
[00:13:30.200 --> 00:13:34.600]  向這些官員講自己信主的見證
[00:13:34.600 --> 00:13:36.000]  講福音
[00:13:36.000 --> 00:13:40.560]  其實這是一個很特別的時機
[00:13:40.560 --> 00:13:41.440]  換句話說
[00:13:41.440 --> 00:13:44.400]  寶羅雖然是成為階下囚
[00:13:44.400 --> 00:13:48.200]  他是有機會在這些高官的面前
[00:13:48.200 --> 00:13:50.480]  去講見證、講福音
[00:13:50.480 --> 00:13:54.000]  這是一個很難得的機會
[00:13:54.000 --> 00:13:55.720]  這件事就令我想起
[00:13:55.720 --> 00:13:57.800]  前一陣子其實
[00:13:57.800 --> 00:14:04.320]  香港有一位前傳媒機構的負責人
[00:14:04.320 --> 00:14:05.840]  接受審訊
[00:14:05.840 --> 00:14:08.240]  超過五十天的審訊
[00:14:08.240 --> 00:14:09.440]  我一邊看的時候
[00:14:09.440 --> 00:14:12.240]  看控辯雙方的陳詞
[00:14:12.240 --> 00:14:13.440]  他們說的話
[00:14:13.440 --> 00:14:19.440]  我發覺我好像上了一堂新聞的倫理課一樣
[00:14:19.440 --> 00:14:21.960]  在過程中讓我看到
[00:14:21.960 --> 00:14:27.000]  專業的新聞工作者的操守應該是怎樣
[00:14:27.000 --> 00:14:30.720]  我想如果不是因為這場公開的審訊
[00:14:30.720 --> 00:14:32.320]  那些傳媒工作者
[00:14:32.320 --> 00:14:35.240]  其實很難有機會那麼完整
[00:14:35.240 --> 00:14:37.240]  又那麼詳盡地
[00:14:37.240 --> 00:14:41.040]  來向公眾傳達這些信息
[00:14:41.040 --> 00:14:45.120]  類似的情況也發生在寶羅身上
[00:14:45.120 --> 00:14:47.600]  寶羅雖然含冤受屈
[00:14:47.600 --> 00:14:53.320]  但是神卻是藉著他在審訊過程
[00:14:53.320 --> 00:15:01.880]  他的辯解來向政府官員見證神的道
[00:15:01.880 --> 00:15:05.000]  向他們傳講福音
[00:15:05.000 --> 00:15:08.640]  這些就是他向高層官員說的
[00:15:08.640 --> 00:15:12.720]  他有沒有向猶太人說呢
[00:15:12.720 --> 00:15:17.080]  寶羅有沒有機會向猶太人傳講福音呢
[00:15:17.080 --> 00:15:19.200]  我們來看看
[00:15:19.200 --> 00:15:20.920]  剛才那裡說到
[00:15:20.920 --> 00:15:23.840]  「他們和寶羅約定了日子
[00:15:23.840 --> 00:15:27.360]  就有許多人到他的御處來
[00:15:27.360 --> 00:15:30.400]  寶羅從早到晚對他們講論者時
[00:15:30.400 --> 00:15:31.720]  證明神國的道
[00:15:31.720 --> 00:15:34.200]  引摩西的律法和先知的書
[00:15:34.200 --> 00:15:36.240]  以耶穌的事勸勉他們」
[00:15:36.240 --> 00:15:39.200]  這裡是在二十八章裡說到的
[00:15:39.200 --> 00:15:42.600]  寶羅跟那些人約定
[00:15:42.600 --> 00:15:46.880]  「他們」是指誰
[00:15:46.880 --> 00:15:49.880]  就是那些猶太人
[00:15:49.880 --> 00:15:53.280]  根據前少許第十七節裡說到
[00:15:53.280 --> 00:15:55.680]  寶羅到達羅馬三天之後
[00:15:55.680 --> 00:15:59.800]  就立即約見當地的猶太人領袖
[00:15:59.800 --> 00:16:02.200]  跟他們講解
[00:16:02.200 --> 00:16:05.760]  自己為什麼會來到羅馬
[00:16:05.760 --> 00:16:07.920]  所以這裡所說的「他們」
[00:16:07.920 --> 00:16:10.800]  就是來見寶羅的就是那些猶太人
[00:16:10.800 --> 00:16:11.800]  在這裡我們看到
[00:16:11.800 --> 00:16:13.560]  寶羅雖然被軟禁
[00:16:13.560 --> 00:16:14.560]  但是在過程裡
[00:16:14.560 --> 00:16:17.680]  其實他沒有放棄過傳福音
[00:16:17.680 --> 00:16:21.480]  他繼續去傳廣臣的道
[00:16:21.480 --> 00:16:23.000]  他沒有放過任何機會
[00:16:23.000 --> 00:16:25.120]  還由早到晚
[00:16:25.120 --> 00:16:25.800]  真是挺勤奮的
[00:16:25.800 --> 00:16:28.680]  你們有沒有由早到晚講福音
[00:16:28.680 --> 00:16:30.720]  還有就是
[00:16:30.720 --> 00:16:33.560]  足足有兩年這麼久
[00:16:33.560 --> 00:16:37.440]  寶羅是來者不拒
[00:16:37.440 --> 00:16:38.160]  有人地
[00:16:38.160 --> 00:16:39.960]  總之他就去講
[00:16:39.960 --> 00:16:40.880]  我想問一下
[00:16:40.880 --> 00:16:47.680]  他這樣傳福音的效果是怎樣
[00:16:47.680 --> 00:16:50.640]  是否很多人相信
[00:16:50.640 --> 00:16:52.680]  我們來看看
[00:16:52.680 --> 00:16:54.320]  他所說的話
[00:16:54.320 --> 00:16:55.680]  有信的
[00:16:55.680 --> 00:16:57.200]  有不信的
[00:16:57.200 --> 00:16:58.480]  即是有信有不信
[00:16:58.480 --> 00:16:59.800]  我們想問一下
[00:16:59.800 --> 00:17:02.480]  你覺得那些人是信的多
[00:17:02.480 --> 00:17:08.160]  還是不信的多
[00:17:08.160 --> 00:17:09.440]  不信的多你覺得是嗎
[00:17:09.440 --> 00:17:11.400]  我們來看看
[00:17:11.400 --> 00:17:13.120]  接著看下去
[00:17:13.120 --> 00:17:14.320]  這裡說到
[00:17:14.320 --> 00:17:16.680]  他們彼此不合就散了
[00:17:16.680 --> 00:17:17.520]  未散已先
[00:17:17.520 --> 00:17:18.800]  寶羅說了一句話
[00:17:18.800 --> 00:17:19.880]  其實也不止一句
[00:17:19.880 --> 00:17:20.840]  他說
[00:17:20.840 --> 00:17:23.200]  聖靈直先知以塞亞
[00:17:23.200 --> 00:17:25.280]  向你們祖宗所說的話
[00:17:25.280 --> 00:17:26.480]  是不錯的
[00:17:26.480 --> 00:17:27.280]  他說
[00:17:27.280 --> 00:17:29.280]  你去告訴這百姓說
[00:17:29.280 --> 00:17:31.200]  你們聽是要聽見
[00:17:31.200 --> 00:17:32.480]  卻不明白
[00:17:32.480 --> 00:17:34.160]  看是要看見
[00:17:34.160 --> 00:17:35.520]  卻不曉得
[00:17:35.520 --> 00:17:38.040]  因為這百姓由蒙了心
[00:17:38.040 --> 00:17:39.680]  耳朵發沉
[00:17:39.680 --> 00:17:41.000]  眼睛閉著
[00:17:41.000 --> 00:17:42.600]  恐怕眼睛看見
[00:17:42.600 --> 00:17:43.720]  耳朵聽見
[00:17:43.720 --> 00:17:44.960]  心裡明白
[00:17:44.960 --> 00:17:46.160]  回轉過來
[00:17:46.160 --> 00:17:48.160]  我就醫治他們
[00:17:48.160 --> 00:17:50.040]  所以你們當知道
[00:17:50.040 --> 00:17:51.440]  聖者救恩
[00:17:51.440 --> 00:17:53.440]  如今傳給外邦人
[00:17:53.440 --> 00:17:56.240]  他們也必聽受
[00:17:56.240 --> 00:17:59.080]  大家聽的時候
[00:17:59.080 --> 00:18:01.000]  有沒有覺得耳熟能詳
[00:18:01.000 --> 00:18:03.240]  他引用以塞亞那段說話
[00:18:03.240 --> 00:18:03.760]  有吧
[00:18:03.760 --> 00:18:04.200]  為甚麼
[00:18:04.200 --> 00:18:05.960]  在哪裡見過
[00:18:05.960 --> 00:18:08.480]  耶穌也曾經引用
[00:18:08.480 --> 00:18:09.840]  以塞亞那段說話
[00:18:09.840 --> 00:18:14.320]  去說那些猶太人
[00:18:14.320 --> 00:18:17.760]  這裡說到由蒙了心
[00:18:17.760 --> 00:18:19.920]  由蒙了心的意思是
[00:18:19.920 --> 00:18:22.560]  心裡充斥著很多的脂油
[00:18:22.560 --> 00:18:24.240]  那些膏
[00:18:24.240 --> 00:18:25.680]  即是肥膏
[00:18:25.680 --> 00:18:27.720]  弄得塞滿了
[00:18:27.720 --> 00:18:28.960]  或者是
[00:18:28.960 --> 00:18:32.000]  使得心變得厚了
[00:18:32.000 --> 00:18:35.560]  不知道是否我們現在說的心臟發大
[00:18:35.560 --> 00:18:40.640]  弄得心遲鈍了
[00:18:40.640 --> 00:18:42.880]  沒有反應
[00:18:42.880 --> 00:18:45.280]  還有耳朵發沉是甚麼意思呢
[00:18:45.280 --> 00:18:49.560]  就是耳朵變得很沉重
[00:18:49.560 --> 00:18:51.240]  掉下來了
[00:18:51.240 --> 00:18:53.280]  聽不到東西
[00:18:53.280 --> 00:18:57.760]  還要眼睛緊閉著
[00:18:57.760 --> 00:18:58.920]  心又鈍
[00:18:58.920 --> 00:19:00.360]  眼又看不到
[00:19:00.360 --> 00:19:01.240]  耳又聽不到
[00:19:01.240 --> 00:19:04.120]  沒有甚麼反應
[00:19:04.120 --> 00:19:06.080]  雖然是這樣
[00:19:06.080 --> 00:19:09.640]  但是如果他們願意回轉的話
[00:19:09.640 --> 00:19:14.560]  其實他們仍然可以得到醫治
[00:19:14.560 --> 00:19:17.520]  只不過他們卻拒絕這樣做
[00:19:17.520 --> 00:19:23.680]  所以神就將救恩傳給外邦人
[00:19:23.680 --> 00:19:27.280]  大家覺得保羅在這裡引用以塞亞的話
[00:19:27.280 --> 00:19:29.200]  對猶太人來說
[00:19:29.200 --> 00:19:32.000]  是稱讚他們還是貶低他們
[00:19:32.000 --> 00:19:35.280]  是貶低他們
[00:19:35.280 --> 00:19:36.800]  為甚麼呢
[00:19:36.800 --> 00:19:39.600]  保羅說他們心硬
[00:19:39.600 --> 00:19:41.600]  眼又蒙耳又聾
[00:19:41.600 --> 00:19:46.280]  根本不願意接受神的話
[00:19:46.280 --> 00:19:49.800]  這裡分明是他們不信的居多
[00:19:49.800 --> 00:19:50.520]  有人相信的
[00:19:50.520 --> 00:19:52.960]  不過心硬的仍然佔多數
[00:19:52.960 --> 00:19:55.960]  保羅在這裡是貶低他們的
[00:19:55.960 --> 00:19:59.680]  正因為他們對神的話聽不入耳
[00:19:59.680 --> 00:20:01.320]  或者這麼少人相信
[00:20:01.320 --> 00:20:04.120]  所以神就大條道理
[00:20:04.120 --> 00:20:08.320]  將救恩傳給外邦人
[00:20:08.320 --> 00:20:11.320]  猶太人不懂得珍惜
[00:20:11.320 --> 00:20:15.160]  外邦人卻視之為珍寶
[00:20:15.160 --> 00:20:18.200]  願意接受
[00:20:18.200 --> 00:20:19.680]  從這裡來看
[00:20:19.680 --> 00:20:24.920]  保羅沒有因為受苦放棄神的工作
[00:20:24.920 --> 00:20:27.560]  他亦沒有放棄任何機會
[00:20:27.560 --> 00:20:29.920]  繼續傳福音
[00:20:29.920 --> 00:20:33.800]  所以就算猶太人是很心硬
[00:20:33.800 --> 00:20:40.960]  但亦不能攔阻神的道被傳開
[00:20:40.960 --> 00:20:45.360]  神的道繼續向更遠的地方傳開
[00:20:45.360 --> 00:20:49.560]  其實這正正是配合《仕途行傳》的主題
[00:20:49.560 --> 00:20:52.120]  大家記不記得《仕途行傳》的主題
[00:20:52.120 --> 00:20:53.000]  在哪裏有說
[00:20:53.000 --> 00:20:59.040]  哪一章出現
[00:20:59.040 --> 00:21:01.120]  就是第一章八節
[00:21:01.120 --> 00:21:02.560]  大家一起讀
[00:21:02.560 --> 00:21:06.080]  「但聖靈降臨在你們身上」
[00:21:06.080 --> 00:21:08.480]  「你們就必得著能力」
[00:21:08.480 --> 00:21:11.920]  「並要在耶路撒冷、猶太傳地」
[00:21:11.920 --> 00:21:14.840]  「和撒瑪利亞直到地極」
[00:21:14.840 --> 00:21:16.720]  「作我的見證」
[00:21:16.720 --> 00:21:19.520]  神的道其實就是這樣
[00:21:19.520 --> 00:21:22.920]  逐個階段這樣擴散開去
[00:21:22.920 --> 00:21:24.280]  就好像這個地圖
[00:21:24.280 --> 00:21:26.480]  我之前也給過大家看
[00:21:26.480 --> 00:21:32.440]  耶路撒冷、猶太傳地、撒瑪利亞直到地極
[00:21:32.440 --> 00:21:35.760]  我們今天說的第二十八章
[00:21:35.760 --> 00:21:39.080]  福音傳到哪裏
[00:21:39.080 --> 00:21:39.960]  去到羅馬
[00:21:39.960 --> 00:21:45.320]  接著就去到地極
