
[00:00:00.000 --> 00:00:04.480]  感恩節當然是數算主因的日子
[00:02:16.280 --> 00:02:25.600]  說到錢的時候就會導致會友和會友之間的關係疏遠
[00:02:25.600 --> 00:02:27.400]  最可惜的是
[00:02:27.400 --> 00:02:35.760]  說到錢的時候信徒和神的關係就會疏遠
[00:02:35.760 --> 00:02:40.040]  有一個真實的故事是這樣的
[00:02:40.040 --> 00:02:42.360]  有一位黑人的牧師
[00:02:42.360 --> 00:02:46.840]  他轉到另一間教會做牧會
[00:02:46.840 --> 00:02:51.760]  他發覺這間教會的會友非常友善
[00:02:51.760 --> 00:03:02.000]  會友之間都很能夠表達彼此相愛的行為
[00:03:02.000 --> 00:03:05.400]  他們的敬拜也很令人雀躍
[00:03:05.400 --> 00:03:09.320]  大家在敬拜的時候唱詩歌是很喜樂的
[00:03:09.320 --> 00:03:13.920]  很覺得有聖靈的充滿
[00:03:13.920 --> 00:03:21.480]  這位牧師很慶幸能夠來到這間教會做牧師
[00:03:21.480 --> 00:03:23.600]  過了不久之後
[00:03:23.600 --> 00:03:29.280]  他開始說到「十一奉獻」這個題目
[00:03:29.280 --> 00:03:33.520]  在他第一次說這個題目的時候
[00:03:33.520 --> 00:03:40.840]  那天他說完之後,他發覺氣氛很不同
[00:03:40.840 --> 00:03:44.880]  平日說完之後,大家唱回應詩歌的時候
[00:03:44.880 --> 00:03:50.320]  很開心,很雀躍
[00:03:50.320 --> 00:03:56.320]  那天說完之後,大家很沉靜
[00:03:56.320 --> 00:04:01.480]  臉色沉重,甚至有些人拉起臉
[00:04:01.480 --> 00:04:03.880]  他發覺當他走出走廊的時候
[00:04:03.880 --> 00:04:09.400]  平日有很多小朋友來擁抱他,叫他的名字
[00:04:09.400 --> 00:04:12.960]  那天少了很多
[00:04:12.960 --> 00:04:19.280]  他的心突然間從裡面寒出來
[00:04:19.280 --> 00:04:27.640]  他形容說有一個切骨的寒冷冰冷的感覺
[00:04:27.640 --> 00:04:32.280]  由裡面開始發出來蔓延全身
[00:04:32.280 --> 00:04:35.960]  就好像鐵達尼號這個郵輪
[00:04:35.960 --> 00:04:46.520]  和他一起沉了到北冰洋的冰海裡面
[00:04:46.520 --> 00:04:50.040]  他說這個感受令他很難受
[00:04:50.040 --> 00:04:54.440]  他知道他的回眾很享受唱歌
[00:04:54.440 --> 00:04:59.960]  很雀躍,很喜歡一起敬拜
[00:04:59.960 --> 00:05:05.640]  但是他們不是很樂意做十一奉獻
[00:05:05.640 --> 00:05:09.280]  他覺得很難過
[00:05:09.280 --> 00:05:12.200]  這個故事已經說完了
[00:05:12.200 --> 00:05:16.640]  我希望我們今天聽完講道之後
[00:05:16.640 --> 00:05:19.240]  透過聖經對十一奉獻的教導之後
[00:05:19.240 --> 00:05:22.280]  我們大家突然唱回應詩歌的時候
[00:05:22.280 --> 00:05:29.120]  是會很喜樂雀躍,會很大聲很奔放
[00:05:29.120 --> 00:05:33.560]  我們現在一起看看今天要講的經文
[00:05:33.560 --> 00:05:38.160]  我們看《創世紀》二十八章第十節
[00:05:38.160 --> 00:05:44.160]  雅各出了別氏巴,向哈蘭走去
[00:05:44.160 --> 00:05:49.240]  雅各和他哥哥以素是孿生兄弟
[00:05:49.240 --> 00:05:53.000]  他們的父親是以薩
[00:05:53.000 --> 00:05:58.320]  別氏巴是他們一家人住的地方
[00:05:58.320 --> 00:06:07.600]  而哈蘭離他家很遠,是他舅父的家鄉
[00:06:07.600 --> 00:06:14.160]  雅各用詭計來騙取了長子的祝福
[00:06:14.160 --> 00:06:19.320]  作為長子的哥哥以素知道之後當然很憤怒
[00:06:19.320 --> 00:06:22.080]  就要追殺雅各
[00:06:22.080 --> 00:06:29.320]  雅各不得已就要離家出走逃亡
[00:06:29.320 --> 00:06:40.480]  就要走到北部很遠的哈蘭去投靠他的舅父
[00:06:40.480 --> 00:06:45.480]  背景就是這樣
[00:06:45.480 --> 00:06:51.880]  哈蘭這個字的意思是十字路口
[00:06:51.880 --> 00:06:57.880]  如果你熟悉雅各的故事就會覺得很有意思
[00:06:57.880 --> 00:07:03.200]  雅各正正走到人生的十字路口
[00:07:03.200 --> 00:07:10.720]  在哈蘭徘徊了二十年
[00:07:10.720 --> 00:07:16.280]  最後他選擇回到家鄉
[00:07:16.280 --> 00:07:18.480]  雖然他選擇回到家鄉
[00:07:18.480 --> 00:07:26.000]  但他的人生經歷很特別,已經很不同
[00:07:26.000 --> 00:07:33.720]  回到這裏,他出走的第一天,走了一整天,走到傍晚時天黑了
[00:07:33.720 --> 00:07:39.600]  走到一處山頭的時候,要在那裏住宿
[00:07:39.600 --> 00:07:47.160]  那裏沒有酒店,也不是露營,是露宿
[00:07:47.160 --> 00:07:53.840]  是露天睡在那裏,只有石頭做枕頭
[00:07:53.840 --> 00:08:01.960]  但很奇怪,在這麼不舒服的環境裏面,他竟然發了一個好夢
[00:08:01.960 --> 00:08:05.120]  在夢中他見到異象
[00:08:05.120 --> 00:08:09.040]  在異象裏面,神跟他說話
[00:08:09.040 --> 00:08:15.400]  我們看第十二節
[00:08:15.400 --> 00:08:20.120]  雅各夢見一個梯子立在地上,梯子的頭頂著天
[00:08:20.120 --> 00:08:24.160]  有神的使者在梯子上,上去下來
[00:08:24.160 --> 00:08:28.440]  第十三節,耶和華站在梯子上說
[00:08:28.440 --> 00:08:33.280]  我是耶和華李祖阿伯拉罕的神,也是以撒的神
[00:08:33.280 --> 00:08:44.240]  我要將你現在所躺案之地賜給你和你的後裔
[00:08:44.240 --> 00:08:50.520]  第十四節,你的後裔必像地上的塵沙那樣多
[00:08:50.520 --> 00:08:53.520]  必向東西南北開展
[00:08:53.520 --> 00:08:56.720]  地上萬族必因你和你的後裔得福
[00:08:56.720 --> 00:08:59.440]  第十五節,我也與你同在
[00:08:59.440 --> 00:09:02.520]  你無論往那裏去,我必保佑你
[00:09:02.520 --> 00:09:05.720]  領你歸回這地,總不離棄你
[00:09:05.720 --> 00:09:12.920]  直到我成全了向你所應許的
[00:09:12.920 --> 00:09:16.320]  這幾節聖經所說的
[00:09:16.320 --> 00:09:22.640]  是神自願來應許賜福給雅各
[00:09:22.640 --> 00:09:24.440]  這幾節所說的福氣
[00:09:24.440 --> 00:09:29.320]  其實正正就是雅各用詭計
[00:09:29.320 --> 00:09:40.040]  來騙取到長子的祝福的主要內容
[00:09:40.040 --> 00:09:52.040]  但是現在神親自,是自願來賜這個福氣給他
[00:09:52.040 --> 00:09:56.120]  你想想是不是很諷刺?
[00:09:56.120 --> 00:09:57.640]  雅各他會想
[00:09:57.640 --> 00:10:01.040]  早知你會賜給我,我就不用搞這麼多事
[00:10:01.040 --> 00:10:07.440]  而不用搞到現在這麼慘要逃亡
[00:10:07.440 --> 00:10:10.440]  但是其實神在這個時候
[00:10:10.440 --> 00:10:16.640]  應許賜福給他,是還有一個心意
[00:10:16.640 --> 00:10:19.040]  神要讓雅各知道
[00:10:19.040 --> 00:10:21.640]  從此以後他一生所遭遇的
[00:10:21.640 --> 00:10:26.640]  他的得失、他的成就、他的平安
[00:10:26.640 --> 00:10:31.840]  不是因為他騙取到長子的祝福
[00:10:31.840 --> 00:10:33.640]  而是什麼?
[00:10:33.640 --> 00:10:38.240]  而是因為神親自應許賜福給他
[00:10:38.240 --> 00:10:42.040]  親自應許會保佑他
[00:10:42.040 --> 00:10:46.840]  這一點很重要
[00:10:46.840 --> 00:10:49.440]  我們的經歷、經驗
[00:10:49.440 --> 00:10:52.640]  和神所說的話去比較的時候要小心
[00:10:52.640 --> 00:10:56.240]  我們不要用我們的經驗來蓋過神的話
[00:10:56.240 --> 00:10:59.040]  我們在人生裡面有很多遭遇、經歷
[00:10:59.040 --> 00:11:00.640]  其實可能不是很合聖經原則
[00:11:00.640 --> 00:11:03.440]  不過結果很好的時候
[00:11:03.440 --> 00:11:05.040]  我們教人家可以這樣做
[00:11:05.040 --> 00:11:06.840]  千萬不要
[00:11:06.840 --> 00:11:07.840]  你的經歷雖然好
[00:11:07.840 --> 00:11:10.440]  如果不符合聖經、不符合神的話
[00:11:10.440 --> 00:11:12.840]  你不要用你的經驗去教人
[00:11:12.840 --> 00:11:15.840]  你要用神的話去教人
[00:11:15.840 --> 00:11:19.440]  當然如果你經歷是很符合神的話
[00:11:19.440 --> 00:11:29.240]  那你可以兩樣一起去教人
[00:11:29.240 --> 00:11:31.640]  第20節
[00:11:31.640 --> 00:11:34.040]  雅各他就許願說
[00:11:34.040 --> 00:11:35.640]  神若與我同行
[00:11:35.640 --> 00:11:37.640]  在我所行的路上保佑我
[00:11:37.640 --> 00:11:40.440]  又給我食物吃衣服穿
[00:11:40.440 --> 00:11:41.240]  21節
[00:11:41.240 --> 00:11:44.440]  使我平平安安地回到我父親的家
[00:11:44.440 --> 00:11:47.440]  我就必以耶和華為我的神
[00:11:47.440 --> 00:11:48.240]  22節
[00:11:48.240 --> 00:11:52.640]  我所立為柱子的石頭也必作神的墊
[00:11:52.640 --> 00:11:54.040]  這個意思就是說
[00:11:54.040 --> 00:11:59.840]  神的墊的石頭立出來就是紀念和證據
[00:11:59.840 --> 00:12:01.640]  凡你所賜給我的
[00:12:01.640 --> 00:12:09.240]  我必將十分之一獻給你
[00:12:09.240 --> 00:12:13.440]  神母命令雅各要作十一奉獻
[00:12:13.440 --> 00:12:17.840]  來去換取神的祝福
[00:12:17.840 --> 00:12:24.440]  十一奉獻不是神要求作為賜福的交換條件
[00:12:24.440 --> 00:12:31.040]  這是雅各心甘情願向神來許願
[00:12:31.040 --> 00:12:36.040]  作為感恩的表示
[00:12:36.040 --> 00:12:40.440]  驅使他作十一奉獻的回應這個決定
[00:12:40.440 --> 00:12:42.440]  不只是因為感恩
[00:12:42.440 --> 00:12:46.440]  也是因為他敬畏神
[00:12:46.440 --> 00:12:47.440]  怎麼可以知道呢?
[00:12:47.440 --> 00:12:50.640]  我們回頭看第16節
[00:12:50.640 --> 00:12:52.840]  雅各遂醒了說
[00:12:52.840 --> 00:12:54.840]  耶和華真在這裏
[00:12:54.840 --> 00:12:56.640]  我竟不知道
[00:12:56.640 --> 00:12:58.240]  17節
[00:12:58.240 --> 00:13:00.640]  就懼怕說
[00:13:00.640 --> 00:13:03.440]  這地方何等可畏
[00:13:03.440 --> 00:13:04.640]  這不是別的
[00:13:04.640 --> 00:13:06.040]  乃是神的墊
[00:13:06.040 --> 00:13:09.840]  也是天的門
[00:13:09.840 --> 00:13:16.840]  留意這裡所說的懼怕的字和可畏的字
[00:13:16.840 --> 00:13:20.840]  這兩個字都是同一個字
[00:13:20.840 --> 00:13:27.640]  這個字可以解釋為帶驚喜的畏懼
[00:13:27.640 --> 00:13:32.040]  或者簡單說我們常用的就是敬畏
[00:13:32.040 --> 00:13:34.840]  和真言裏面所說的敬畏
[00:13:34.840 --> 00:13:39.040]  耶和華是智慧的開端裏面所說的智慧
[00:13:39.040 --> 00:13:43.640]  是同一個字根
[00:13:43.640 --> 00:13:49.840]  雅各是因為對神的敬畏和感恩
[00:13:49.840 --> 00:14:00.840]  而自願向神作十一奉獻
[00:14:00.840 --> 00:14:01.840]  剛才我們說了
[00:14:01.840 --> 00:14:07.840]  十一奉獻會引起一些爭論
[00:14:07.840 --> 00:14:10.840]  爭論當然是有人贊成十一奉獻
[00:14:10.840 --> 00:14:14.840]  有人就贊成不需要十一奉獻
[00:14:14.840 --> 00:14:17.840]  有一位學者說
[00:14:17.840 --> 00:14:19.640]  不贊成十一奉獻的人
[00:14:19.640 --> 00:14:23.840]  最常用的理由是有兩個
[00:14:23.840 --> 00:14:24.840]  當然不止兩個
[00:14:24.840 --> 00:14:26.840]  起碼有這兩個
[00:14:26.840 --> 00:14:29.840]  看看你有沒有聽過這兩個的理由
[00:14:29.840 --> 00:14:33.840]  或者你是正在用這個理由
[00:14:33.840 --> 00:14:36.840]  第一個理由
[00:14:36.840 --> 00:14:38.840]  不贊成十一奉獻的人說
[00:14:38.840 --> 00:14:42.840]  十一奉獻是舊約律法規定
[00:14:42.840 --> 00:14:46.840]  叫以色列人向神做十一奉獻
[00:14:46.840 --> 00:14:49.840]  我們是新約的信徒
[00:14:49.840 --> 00:14:53.840]  是耶穌基督施恩給我們
[00:14:53.840 --> 00:14:55.840]  是恩信稱義
[00:14:55.840 --> 00:14:58.840]  我們不是靠守律法稱義
[00:14:58.840 --> 00:15:00.840]  所以現代的信徒
[00:15:00.840 --> 00:15:06.840]  是不需要守十一奉獻的
[00:15:06.840 --> 00:15:07.840]  聽清楚了嗎?
[00:15:07.840 --> 00:15:10.840]  你覺得這個理由合理嗎?
[00:15:10.840 --> 00:15:14.840]  這個理由對不對呢?
[00:15:14.840 --> 00:15:16.840]  我告訴大家
[00:15:16.840 --> 00:15:19.840]  這個理由是不能夠成立的
[00:15:19.840 --> 00:15:23.840]  因為我們剛剛才說完
[00:15:23.840 --> 00:15:25.840]  在沒有律法之前
[00:15:25.840 --> 00:15:30.840]  雅各阿伯拉罕這段時間是沒有律法
[00:15:30.840 --> 00:15:32.840]  律法是再過
[00:15:32.840 --> 00:15:33.840]  多少啊?
[00:15:33.840 --> 00:15:37.840]  起碼差不多
[00:15:37.840 --> 00:15:39.840]  四百加差不多一百
[00:15:39.840 --> 00:15:43.840]  起碼是五百年後的事
[00:15:43.840 --> 00:15:45.840]  在沒有律法之前
[00:15:45.840 --> 00:15:47.840]  雅各已經曉得
[00:15:47.840 --> 00:15:52.840]  因著感恩而敬畏向神做十一奉獻
[00:15:52.840 --> 00:16:00.840]  十一奉獻不是因為有律法之後才做的
[00:16:00.840 --> 00:16:05.840]  這是一個很重要的聖經啟示
[00:16:05.840 --> 00:16:10.840]  是教導信徒十一奉獻的基礎和目的
[00:16:10.840 --> 00:16:13.840]  這個教導就是說
[00:16:13.840 --> 00:16:15.840]  如果我們對神的拯救感恩
[00:16:15.840 --> 00:16:19.840]  如果我們對耶穌的待贖待死感恩
[00:16:19.840 --> 00:16:22.840]  如果我們敬畏神
[00:16:22.840 --> 00:16:27.840]  我們就應該以十一奉獻來作表示
[00:16:27.840 --> 00:16:32.840]  這是聖經的教導
[00:16:32.840 --> 00:16:36.840]  第二個不贊成十一奉獻的理由
[00:16:36.840 --> 00:16:38.840]  不贊成十一奉獻的人
[00:16:38.840 --> 00:16:41.840]  第二個理由他們通常說
[00:16:41.840 --> 00:16:43.840]  新約聖經裏面
[00:16:43.840 --> 00:16:47.840]  沒有直接吩咐信徒要作十一奉獻
[00:16:47.840 --> 00:16:50.840]  連福音書裏面
[00:16:50.840 --> 00:16:53.840]  主耶穌也沒有親自直接吩咐
[00:16:53.840 --> 00:16:57.840]  他的門徒要作十一奉獻
[00:16:57.840 --> 00:17:05.840]  你會找不到這些字眼和字句
[00:17:05.840 --> 00:17:10.840]  我們是恩典的時代
[00:17:10.840 --> 00:17:15.840]  耶穌已經代我們一次過獻出
[00:17:15.840 --> 00:17:17.840]  獻救贖罪祭
[00:17:17.840 --> 00:17:20.840]  所以我們不需要再獻祭
[00:17:20.840 --> 00:17:27.840]  現代的信徒不再需要十一奉獻
[00:17:27.840 --> 00:17:31.840]  大家覺得這個理由合理嗎?
[00:17:31.840 --> 00:17:36.840]  我告訴大家
[00:17:36.840 --> 00:17:40.840]  這個理由更加不能夠成立
[00:17:40.840 --> 00:17:45.840]  因為雖然新約聖經沒有直接吩咐
[00:17:45.840 --> 00:17:46.840]  要十一奉獻
[00:17:46.840 --> 00:17:50.840]  主耶穌也沒有親自吩咐要十一奉獻
[00:17:50.840 --> 00:17:56.840]  但是聖經和主耶穌也沒有親自吩咐
[00:17:56.840 --> 00:17:58.840]  我們不用十一奉獻
[00:17:58.840 --> 00:18:01.840]  大家小心聽這句話
[00:18:01.840 --> 00:18:07.840]  聖經沒有吩咐要十一奉獻
[00:18:07.840 --> 00:18:13.840]  但是聖經新約也沒有吩咐信徒不用十一奉獻
[00:18:13.840 --> 00:18:17.840]  所以我們不要想自動結論
[00:18:17.840 --> 00:18:19.840]  就說不用十一奉獻
[00:18:19.840 --> 00:18:20.840]  這是很危險的
[00:18:20.840 --> 00:18:22.840]  舊約有很多吩咐誡命
[00:18:22.840 --> 00:18:24.840]  新約仍然採用
[00:18:24.840 --> 00:18:31.840]  所以我們不要以為舊約一筆勾銷
[00:18:31.840 --> 00:18:33.840]  不是的
[00:18:33.840 --> 00:18:35.840]  這個有機會在慢慢
[00:18:35.840 --> 00:18:36.840]  或者在諸學裏面才可以說
[00:18:36.840 --> 00:18:43.840]  我們現在其實在很多的爭論裏面
[00:18:43.840 --> 00:18:46.840]  為什麼這些又可以繼續用呢?
[00:18:46.840 --> 00:18:49.840]  為什麼這些舊約的律法我們現在又不用呢?
[00:18:49.840 --> 00:19:00.840]  這些其實是一個不容易討論的題目
[00:19:00.840 --> 00:19:05.840]  包惠坤博士在一個專題講座之中
[00:19:05.840 --> 00:19:11.840]  他提過關於解釋聖經的其中一個特別要留意的地方
[00:19:11.840 --> 00:19:13.840]  他就說很多聖經裏面
[00:19:13.840 --> 00:19:16.840]  他當時好像在說羅馬書
[00:19:16.840 --> 00:19:22.840]  他說當時的人
[00:19:22.840 --> 00:19:26.840]  他對某一些事情或者某一些行為
[00:19:26.840 --> 00:19:28.840]  他們的判斷是必然的
[00:19:28.840 --> 00:19:31.840]  就是說人人見到就知道是這樣的
[00:19:31.840 --> 00:19:38.840]  聖經就不會再特別去詳細去提及去討論
[00:19:38.840 --> 00:19:42.840]  特別是對一些罪的判斷
[00:19:42.840 --> 00:19:46.840]  我自己聽完之後
[00:19:46.840 --> 00:19:49.840]  他講的那個題目不是我們今天要講的
[00:19:49.840 --> 00:19:52.840]  但是我就在這裏舉例
[00:19:52.840 --> 00:19:55.840]  譬如當時的猶太人
[00:19:55.840 --> 00:19:58.840]  人人都知道行淫姦淫是罪
[00:19:58.840 --> 00:20:00.840]  你不用去解釋了
[00:20:00.840 --> 00:20:06.840]  所以耶穌對當時的人去講的時候
[00:20:06.840 --> 00:20:07.840]  他說什麼呢?
[00:20:07.840 --> 00:20:15.840]  凡看見婦女就動淫念的 她就是心裡犯姦淫了
[00:20:15.840 --> 00:20:19.840]  這個是馬太福音五章二十八節所講
[00:20:19.840 --> 00:20:25.840]  大家都知道行淫就是罪
[00:20:25.840 --> 00:20:29.840]  所以耶穌基督他都不在那裏詳細討論姦淫行淫是不是罪
[00:20:29.840 --> 00:20:33.840]  大家都知道想當然一定是
[00:20:33.840 --> 00:20:40.840]  同樣當時的猶太人個個都知道要受一奉獻
[00:20:40.840 --> 00:20:42.840]  不需要討論
[00:20:42.840 --> 00:20:44.840]  不需要講明
[00:20:44.840 --> 00:20:51.840]  耶穌自己是一個絕對虔誠守法的猶太人
[00:20:51.840 --> 00:20:54.840]  他當然會認同受一奉獻
[00:20:54.840 --> 00:20:59.840]  所以當他教訓有關奉獻的時候
[00:20:59.840 --> 00:21:03.840]  他只是提醒當時的人說
[00:21:03.840 --> 00:21:07.840]  這個是馬太福音二十二章二十一節所講
[00:21:07.840 --> 00:21:08.840]  他說
[00:21:08.840 --> 00:21:11.840]  凱撒的物歸給凱撒
[00:21:11.840 --> 00:21:14.840]  神的物歸給神
[00:21:14.840 --> 00:21:16.840]  是提醒他
[00:21:16.840 --> 00:21:24.840]  你記得納粹和奉獻都應該要做
[00:21:24.840 --> 00:21:31.840]  所以我們千萬不要因為聖經或者新約聖經或者是耶穌
[00:21:31.840 --> 00:21:34.840]  他沒有直接吩咐人做受一奉獻
[00:21:34.840 --> 00:21:39.840]  我們就想當然以為
[00:21:39.840 --> 00:21:41.840]  結論就是不用受一奉獻
[00:21:41.840 --> 00:21:48.840]  千萬不要這樣想
[00:21:48.840 --> 00:21:53.840]  在未有律法之前
[00:21:53.840 --> 00:22:00.840]  人已經曉得甘心樂意地向神作誓一奉獻
[00:22:00.840 --> 00:22:02.840]  這樣做的人
[00:22:02.840 --> 00:22:05.840]  雅各不是第一個
[00:22:05.840 --> 00:22:07.840]  是誰呢?
[00:22:07.840 --> 00:22:13.840]  相信有些人對創世紀熟悉的
[00:22:13.840 --> 00:22:15.840]  馬上會想到是誰
[00:22:15.840 --> 00:22:20.840]  是雅各的祖父阿伯拉罕
[00:22:20.840 --> 00:22:22.840]  根據聖經的記載
[00:22:22.840 --> 00:22:25.840]  阿伯拉罕是第一個實一奉獻的人
[00:22:25.840 --> 00:22:32.840]  我們看看創世紀十四章十七節
[00:22:32.840 --> 00:22:35.840]  阿伯蘭即是阿伯拉罕
[00:22:35.840 --> 00:22:41.840]  撒拜基大老馬和與他同盟的王回來的時候
[00:22:41.840 --> 00:22:42.840]  我們跳到十八節
[00:22:42.840 --> 00:22:47.840]  有撒冷王麥基使德帶著餅和酒出來迎接
[00:22:47.840 --> 00:22:50.840]  他是至高神的祭司
[00:22:50.840 --> 00:22:51.840]  十九節
[00:22:51.840 --> 00:22:53.840]  他為阿伯蘭祝福說
[00:22:53.840 --> 00:22:58.840]  願天地的主至高的神賜福於阿伯蘭
[00:22:58.840 --> 00:22:59.840]  二十節
[00:22:59.840 --> 00:23:02.840]  至高的神把敵人交在你手裡
[00:23:02.840 --> 00:23:04.840]  是應當稱重的
[00:23:04.840 --> 00:23:08.840]  阿伯蘭就把所得的拿出十分之一來
[00:23:08.840 --> 00:23:10.840]  給麥基使德
[00:23:10.840 --> 00:23:20.840]  阿伯拉罕在那場仗裡大敗敵人
[00:23:20.840 --> 00:23:27.840]  以前打勝仗當然是把所有敵人的金銀財物
[00:23:27.840 --> 00:23:31.840]  全部叫做掠物
[00:23:31.840 --> 00:23:33.840]  全部拿回來
[00:23:33.840 --> 00:23:36.840]  一定是很多的
[00:23:36.840 --> 00:23:44.840]  阿伯拉罕他認同自己的勝利是因為神的恩典
[00:23:44.840 --> 00:23:47.840]  他敬畏神
[00:23:47.840 --> 00:23:52.840]  他也承認神是創造天地的主宰
[00:23:52.840 --> 00:23:58.840]  天地的主的字其實是天地的創造主
[00:23:58.840 --> 00:24:06.840]  因此他甘心樂意自願獻出十分之一
[00:24:06.840 --> 00:24:12.840]  十分之一的所有掠物和財物獻給神
[00:24:12.840 --> 00:24:16.840]  由神的祭司代收
[00:24:16.840 --> 00:24:21.840]  以前我們很多時候以為
[00:24:21.840 --> 00:24:25.840]  舊約裡的人十一奉獻只是去獻梵祭
[00:24:25.840 --> 00:24:27.840]  就是把牛羊燒了
[00:24:27.840 --> 00:24:29.840]  你發覺這裡不是
[00:24:29.840 --> 00:24:34.840]  是真金白銀獻出十分之一給祭司
[00:24:34.840 --> 00:24:43.840]  阿伯拉罕是由於感恩和敬畏神
[00:24:43.840 --> 00:24:47.840]  而自願向神作十一奉獻
[00:24:47.840 --> 00:24:57.840]  R.T. Kendall
[00:24:57.840 --> 00:25:01.840]  他的一本書裡這樣說
[00:25:01.840 --> 00:25:04.840]  他說有些基督徒
[00:25:04.840 --> 00:25:07.840]  他不十一奉獻是有三個原因
[00:25:07.840 --> 00:25:09.840]  第一
[00:25:09.840 --> 00:25:12.840]  是因為從來沒有人教導他
[00:25:12.840 --> 00:25:15.840]  第二
[00:25:15.840 --> 00:25:20.840]  是因為他們誤解了聖經裡的律法
[00:25:20.840 --> 00:25:23.840]  關於十一奉獻
[00:25:23.840 --> 00:25:28.840]  他們誤解了律法的教導
[00:25:28.840 --> 00:25:34.840]  這兩點我剛剛解釋完
[00:25:34.840 --> 00:25:37.840]  大家應該明白這兩點
[00:25:37.840 --> 00:25:39.840]  有人教導了你
[00:25:39.840 --> 00:25:42.840]  你也明白律法的意思
[00:25:42.840 --> 00:25:47.840]  我的意思是
[00:25:47.840 --> 00:25:50.840]  十一奉獻不是律法規定
[00:25:50.840 --> 00:25:53.840]  不一定是律法規定
[00:25:53.840 --> 00:26:00.840]  第三點
[00:26:00.840 --> 00:26:02.840]  Kendall他繼續說
[00:26:02.840 --> 00:26:07.840]  他們不奉獻是因為他們雖然聽到教導
[00:26:07.840 --> 00:26:09.840]  知道了
[00:26:09.840 --> 00:26:13.840]  但是他們選擇拒絕去做十一奉獻
[00:26:13.840 --> 00:26:22.840]  現在我們大家聽到教導了
[00:26:22.840 --> 00:26:24.840]  我們知道了
[00:26:24.840 --> 00:26:28.840]  我們會選擇怎樣做呢
[00:26:28.840 --> 00:26:34.840]  這是我們每一個信徒要向神交代
[00:26:34.840 --> 00:26:39.840]  這是我們每一個人要面對神
[00:26:39.840 --> 00:26:42.840]  希望我們每一個人
[00:26:42.840 --> 00:26:47.840]  有智慧地去作出選擇、決定
[00:26:47.840 --> 00:26:51.840]  弟兄姊妹
[00:26:51.840 --> 00:26:54.840]  十一奉獻不只是講原則的問題
[00:26:54.840 --> 00:26:57.840]  其實是講錢的問題
[00:26:57.840 --> 00:27:01.840]  是講錢講這個很實際的問題
[00:27:01.840 --> 00:27:03.840]  很貼身的問題
[00:27:03.840 --> 00:27:06.840]  有一個學者說
[00:27:06.840 --> 00:27:08.840]  當講到錢的時候
[00:27:08.840 --> 00:27:12.840]  每一個宗教信仰都是一樣
[00:27:12.840 --> 00:27:16.840]  我想了很久這句話是什麼意思呢
[00:27:16.840 --> 00:27:18.840]  為什麼每一個信仰都是一樣呢
[00:27:18.840 --> 00:27:22.840]  講到錢的時候
[00:27:22.840 --> 00:27:25.840]  當我看多一點的時候和想多一點的時候
[00:27:25.840 --> 00:27:27.840]  我就明白
[00:27:27.840 --> 00:27:29.840]  每一個宗教信仰
[00:27:29.840 --> 00:27:31.840]  就是無論你信什麼都好
[00:27:31.840 --> 00:27:35.840]  你肯給錢就是真心信那件事
