
[00:00:00.000 --> 00:00:02.000]  在今日我們看的經文當中
[00:01:57.000 --> 00:01:58.000]  知道
[00:01:58.000 --> 00:02:01.000]  經歷到主耶穌基督被釘十字架的時候
[00:02:01.000 --> 00:02:02.000]  他們就很害怕起來
[00:02:02.000 --> 00:02:04.000]  躲藏起來
[00:02:04.000 --> 00:02:05.000]  在等候
[00:02:05.000 --> 00:02:08.000]  等候主耶穌基督回來的時候
[00:02:08.000 --> 00:02:09.000]  在第一章
[00:02:09.000 --> 00:02:11.000]  路加
[00:02:11.000 --> 00:02:13.000]  路德醫生
[00:02:13.000 --> 00:02:15.000]  路加福音
[00:02:15.000 --> 00:02:17.000]  路加醫生提到
[00:02:17.000 --> 00:02:20.000]  寫這個仕途行傳的時候
[00:02:20.000 --> 00:02:21.000]  提到一件事
[00:02:21.000 --> 00:02:22.000]  他開頭的信
[00:02:22.000 --> 00:02:23.000]  一寫就寫說
[00:02:23.000 --> 00:02:26.000]  這班的門徒
[00:02:26.000 --> 00:02:28.000]  在聖靈降臨的身上
[00:02:28.000 --> 00:02:31.000]  必會得著能力
[00:02:31.000 --> 00:02:33.000]  要在耶路撒冷
[00:02:33.000 --> 00:02:35.000]  猶太傳遞和撒瑪利亞
[00:02:35.000 --> 00:02:36.000]  直到地極
[00:02:36.000 --> 00:02:39.000]  作主耶穌基督的見證
[00:02:39.000 --> 00:02:43.000]  這個是承接大使命的命令當中
[00:02:43.000 --> 00:02:46.000]  他們要被聖靈幫助他們得著能力
[00:02:46.000 --> 00:02:50.000]  使他們能夠為主耶穌基督做見證
[00:02:50.000 --> 00:02:51.000]  之後
[00:02:51.000 --> 00:02:54.000]  這班門徒就去到馬可樓房
[00:02:54.000 --> 00:02:56.000]  大約有120人的門
[00:02:56.000 --> 00:02:57.000]  120人的
[00:02:57.000 --> 00:02:59.000]  一幫門徒
[00:02:59.000 --> 00:03:00.000]  有婦女
[00:03:00.000 --> 00:03:02.000]  去到樓房當中
[00:03:02.000 --> 00:03:03.000]  在祈禱
[00:03:03.000 --> 00:03:04.000]  在祈禱當中
[00:03:04.000 --> 00:03:06.000]  他們是同心合意
[00:03:06.000 --> 00:03:09.000]  恆切地在禱告
[00:03:09.000 --> 00:03:11.000]  在滿城節期間
[00:03:11.000 --> 00:03:13.000]  他們就被聖靈充滿
[00:03:13.000 --> 00:03:14.000]  我們看到
[00:03:14.000 --> 00:03:17.000]  當他們被聖靈充滿的時候
[00:03:17.000 --> 00:03:19.000]  在第二章提到
[00:03:19.000 --> 00:03:20.000]  他們有
[00:03:20.000 --> 00:03:23.000]  聖靈賜了他們的口才
[00:03:23.000 --> 00:03:26.000]  能夠說出別國的語言當中
[00:03:26.000 --> 00:03:28.000]  當時耶路撒冷
[00:03:28.000 --> 00:03:30.000]  有很多的
[00:03:30.000 --> 00:03:33.000]  回想當時的羅馬帝國當中
[00:03:33.000 --> 00:03:37.000]  有不同地區的國民
[00:03:37.000 --> 00:03:39.000]  來到耶路撒冷
[00:03:39.000 --> 00:03:43.000]  當中會說不同的語言
[00:03:43.000 --> 00:03:45.000]  但是聖靈賜了他們
[00:03:45.000 --> 00:03:46.000]  有他們的能力
[00:03:46.000 --> 00:03:47.000]  他們有他們的口才
[00:03:47.000 --> 00:03:49.000]  說出不同的語言
[00:03:49.000 --> 00:03:51.000]  使他們能夠明白
[00:03:51.000 --> 00:03:54.000]  能夠分享的見證
[00:03:54.000 --> 00:03:56.000]  跟他們分享的廣度
[00:03:56.000 --> 00:03:58.000]  包括阿拉伯
[00:03:58.000 --> 00:03:59.000]  加拿大
[00:03:59.000 --> 00:04:00.000]  阿拉伯的人
[00:04:00.000 --> 00:04:01.000]  都能夠聽到
[00:04:01.000 --> 00:04:04.000]  他們用他們自己的鄉談
[00:04:04.000 --> 00:04:07.000]  他們俗語所說的
[00:04:07.000 --> 00:04:08.000]  地方的語言
[00:04:08.000 --> 00:04:09.000]  鄉下話
[00:04:09.000 --> 00:04:10.000]  或者地方的語言
[00:04:10.000 --> 00:04:13.000]  能夠聽到
[00:04:13.000 --> 00:04:16.000]  彼得所傳的
[00:04:16.000 --> 00:04:18.000]  所述說的神大靈的作為
[00:04:18.000 --> 00:04:20.000]  他們當時就有第一次
[00:04:20.000 --> 00:04:21.000]  這次的廣度當中
[00:04:21.000 --> 00:04:23.000]  聖靈降臨當中
[00:04:23.000 --> 00:04:24.000]  這次的廣度
[00:04:24.000 --> 00:04:27.000]  有三千人
[00:04:27.000 --> 00:04:29.000]  能夠決志信主
[00:04:29.000 --> 00:04:30.000]  而朕禮
[00:04:30.000 --> 00:04:31.000]  我們看到詩篇
[00:04:31.000 --> 00:04:33.000]  第十六篇的時候
[00:04:33.000 --> 00:04:35.000]  彼得用了這篇經文
[00:04:35.000 --> 00:04:37.000]  去告訴原來
[00:04:37.000 --> 00:04:38.000]  主耶穌基督的身份
[00:04:38.000 --> 00:04:41.000]  他的救主的身份是怎樣
[00:04:41.000 --> 00:04:43.000]  是一個賜生命的主
[00:04:43.000 --> 00:04:45.000]  我們再看下去的時候
[00:04:45.000 --> 00:04:49.000]  看到第三十二節的時候
[00:04:49.000 --> 00:04:51.000]  這個就是復活的主
[00:04:51.000 --> 00:04:52.000]  即是復活的大靈
[00:04:52.000 --> 00:04:55.000]  他們為主而作見證
[00:04:55.000 --> 00:04:57.000]  故此這班的以色列民
[00:04:57.000 --> 00:05:00.000]  他們就知道原來他們是
[00:05:00.000 --> 00:05:02.000]  主耶穌基督是彼得十字架
[00:05:02.000 --> 00:05:04.000]  就是那個救主
[00:05:04.000 --> 00:05:05.000]  他們就問
[00:05:05.000 --> 00:05:06.000]  究竟有什麼
[00:05:06.000 --> 00:05:08.000]  他們覺得責心
[00:05:08.000 --> 00:05:09.000]  他們怎樣可以回應呢
[00:05:09.000 --> 00:05:10.000]  這就是第一次
[00:05:10.000 --> 00:05:13.000]  彼得在廣度的時候
[00:05:13.000 --> 00:05:16.000]  他們說你們要悔改
[00:05:16.000 --> 00:05:17.000]  罪但得到赦免
[00:05:17.000 --> 00:05:22.000]  領受了聖靈的禮物
[00:05:22.000 --> 00:05:24.000]  來到第三章的時候
[00:05:24.000 --> 00:05:30.000]  彼得有第二次機會去廣度
[00:05:30.000 --> 00:05:32.000]  去講這場的見證出來
[00:05:32.000 --> 00:05:44.000]  當時他們去到聖殿禁拜
[00:05:44.000 --> 00:05:46.000]  去禱告的時候
[00:05:46.000 --> 00:05:47.000]  如果我們看史徒行傳
[00:05:47.000 --> 00:05:50.000]  第三章一開始的時候
[00:05:50.000 --> 00:05:54.000]  就看到他們進入聖殿
[00:05:54.000 --> 00:05:57.000]  這個聖殿的平面圖
[00:05:57.000 --> 00:06:00.000]  當時聖殿的時候
[00:06:00.000 --> 00:06:03.000]  聖殿大約是這樣的情況
[00:06:03.000 --> 00:06:07.000]  平面圖是這樣的
[00:06:07.000 --> 00:06:09.000]  聖殿在主後七十年的時候
[00:06:09.000 --> 00:06:12.000]  羅馬兵就進入耶路撒冷
[00:06:12.000 --> 00:06:14.000]  將這個聖殿拆毀了
[00:06:14.000 --> 00:06:18.000]  但是當時彼得進入聖殿的時候
[00:06:18.000 --> 00:06:20.000]  他們就在外面
[00:06:20.000 --> 00:06:23.000]  經過那個叫美門
[00:06:23.000 --> 00:06:26.000]  那個門是聖殿的正門
[00:06:26.000 --> 00:06:27.000]  外面有外邦人員
[00:06:27.000 --> 00:06:28.000]  這個就是聖牆
[00:06:28.000 --> 00:06:30.000]  進入美門的時候
[00:06:30.000 --> 00:06:31.000]  那個門是非常美的
[00:06:31.000 --> 00:06:35.000]  根據歷史學家約瑟夫的記載
[00:06:35.000 --> 00:06:41.000]  那個門是用銀和金來封閉的
[00:06:41.000 --> 00:06:44.000]  所以那個門是聖殿的正門當中
[00:06:44.000 --> 00:06:55.000]  正門有一個天生出來跛腳的騎腿的猶太人
[00:06:55.000 --> 00:06:56.000]  他當時大約四十歲
[00:06:56.000 --> 00:06:58.000]  你幻想一下我們這些小朋友
[00:06:58.000 --> 00:07:00.000]  下雪的時候都會去玩
[00:07:00.000 --> 00:07:04.000]  都會在後院裡滑雪
[00:07:04.000 --> 00:07:06.000]  但是這個猶太人
[00:07:06.000 --> 00:07:08.000]  新來的時候
[00:07:08.000 --> 00:07:09.000]  出生的時候
[00:07:09.000 --> 00:07:11.000]  已經跛腳了
[00:07:11.000 --> 00:07:14.000]  跛腳一直都是每天的時候
[00:07:14.000 --> 00:07:17.000]  就會去到這個美門
[00:07:17.000 --> 00:07:18.000]  這個聖殿的門口
[00:07:18.000 --> 00:07:21.000]  在那裡想得到這個東西
[00:07:21.000 --> 00:07:26.000]  周祭
[00:07:26.000 --> 00:07:27.000]  他來到聖殿的門口
[00:07:27.000 --> 00:07:28.000]  被人抬到那裡
[00:07:28.000 --> 00:07:32.000]  希望能夠討到一些物件
[00:07:32.000 --> 00:07:36.000]  或者能夠得到過活
[00:07:36.000 --> 00:07:41.000]  但是當彼得和約翰見到他的時候
[00:07:41.000 --> 00:07:44.000]  他就伸出手
[00:07:44.000 --> 00:07:50.000]  牽著這個騎腿的猶太人扶著他
[00:07:50.000 --> 00:07:54.000]  他就起來了
[00:07:54.000 --> 00:07:57.000]  四十多年
[00:07:57.000 --> 00:08:02.000]  一直都沒有人能夠醫治他的病痛
[00:08:02.000 --> 00:08:08.000]  但是主耶穌基督直著彼得
[00:08:08.000 --> 00:08:10.000]  就拖起他起來
[00:08:10.000 --> 00:08:12.000]  又可以走又可以跳
[00:08:12.000 --> 00:08:14.000]  心情非常興奮
[00:08:14.000 --> 00:08:15.000]  因為信心的緣故
[00:08:15.000 --> 00:08:16.000]  他說你看著我
[00:08:16.000 --> 00:08:17.000]  你看著我
[00:08:17.000 --> 00:08:19.000]  他就拉了他上來
[00:08:19.000 --> 00:08:21.000]  叫他定睛地看著彼得
[00:08:21.000 --> 00:08:23.000]  彼得就拉了他起來
[00:08:23.000 --> 00:08:25.000]  這個歡喜快樂的情景
[00:08:25.000 --> 00:08:26.000]  就可以看到
[00:08:26.000 --> 00:08:31.000]  在《仕途行傳》第三章一至十節提出
[00:08:31.000 --> 00:08:36.000]  他就憑著信心起來了
[00:08:36.000 --> 00:08:39.000]  我們今天看到第十一節的時候
[00:08:39.000 --> 00:08:41.000]  看到這個神蹟的時候
[00:08:41.000 --> 00:08:43.000]  這個的確是一個神蹟
[00:08:43.000 --> 00:08:47.000]  我們不會否認這個天生跛了的猶太人
[00:08:47.000 --> 00:08:50.000]  能夠起來是一個神蹟
[00:08:50.000 --> 00:08:51.000]  當我們看到這個神蹟的時候
[00:08:51.000 --> 00:08:53.000]  我們就聯想到當時
[00:08:53.000 --> 00:08:56.000]  回想起《勞加福音》第五章的時候
[00:08:56.000 --> 00:08:58.000]  耶穌在加勒里加伯隆的地區
[00:08:58.000 --> 00:09:01.000]  都有這個神蹟的發生
[00:09:01.000 --> 00:09:03.000]  當時他趕到的時候
[00:09:03.000 --> 00:09:05.000]  他有一個天花板
[00:09:05.000 --> 00:09:09.000]  吊了一個跛腳的猶太人下來
[00:09:09.000 --> 00:09:12.000]  他能夠得到醫治
[00:09:12.000 --> 00:09:15.000]  他就因為看到這群朋友
[00:09:15.000 --> 00:09:16.000]  這群人的信心
[00:09:16.000 --> 00:09:19.000]  就將這個鏟子能夠赦免了他的罪
[00:09:19.000 --> 00:09:22.000]  能夠令他再次起來
[00:09:22.000 --> 00:09:26.000]  這兩個神蹟都可以同時看到一個信心的功課
[00:09:26.000 --> 00:09:28.000]  因為信心的緣故
[00:09:28.000 --> 00:09:29.000]  他們有信心的緣故
[00:09:29.000 --> 00:09:32.000]  使他們能夠得到醫治
[00:09:32.000 --> 00:09:34.000]  傳言得到醫治
[00:09:34.000 --> 00:09:36.000]  不是身體上的醫治這麼簡單
[00:09:36.000 --> 00:09:40.000]  是他們的罪得到赦免
[00:09:40.000 --> 00:09:42.000]  在這兩個神蹟當中
[00:09:42.000 --> 00:09:45.000]  神就藉著這個醫治
[00:09:45.000 --> 00:09:50.000]  能夠體內定精於他們心靈上的醫治
[00:09:50.000 --> 00:09:51.000]  得到他們的罪
[00:09:51.000 --> 00:09:52.000]  得到赦免
[00:09:52.000 --> 00:09:54.000]  究竟這個身份是什麼?
[00:09:54.000 --> 00:09:59.000]  誰能夠赦免人的罪呢?
[00:09:59.000 --> 00:10:02.000]  難道主耶穌基督就是那位的神?
[00:10:02.000 --> 00:10:06.000]  這就是所提出的問題當中
[00:10:06.000 --> 00:10:07.000]  在思想裡問
[00:10:07.000 --> 00:10:10.000]  究竟主耶穌基督
[00:10:10.000 --> 00:10:12.000]  是不是有這樣的權柄呢?
[00:10:12.000 --> 00:10:14.000]  究竟能夠給予權柄
[00:10:14.000 --> 00:10:16.000]  這個能力是從哪裡來的呢?
[00:10:16.000 --> 00:10:19.000]  看到第三章的主題經文
[00:10:19.000 --> 00:10:21.000]  今天的主題經文就看到
[00:10:21.000 --> 00:10:22.000]  第十一節就說
[00:10:22.000 --> 00:10:23.000]  這個人
[00:10:23.000 --> 00:10:25.000]  這個人剛好是個癱子
[00:10:25.000 --> 00:10:26.000]  被醫治
[00:10:26.000 --> 00:10:27.000]  拖去起身
[00:10:27.000 --> 00:10:29.000]  能夠奔奔跳跳在周圍
[00:10:29.000 --> 00:10:31.000]  你看到
[00:10:31.000 --> 00:10:33.000]  這是極大的興奮
[00:10:33.000 --> 00:10:34.000]  歡喜快樂
[00:10:34.000 --> 00:10:36.000]  他就拉著彼得
[00:10:36.000 --> 00:10:40.000]  他就走出這個聖殿
[00:10:40.000 --> 00:10:42.000]  走出這個聖殿
[00:10:42.000 --> 00:10:43.000]  走出尾門
[00:10:43.000 --> 00:10:45.000]  剛才所說的
[00:10:45.000 --> 00:10:46.000]  提到的
[00:10:46.000 --> 00:10:47.000]  這個
[00:10:47.000 --> 00:10:49.000]  去到所羅門的廊
[00:10:49.000 --> 00:10:50.000]  旁邊的圍牆
[00:10:50.000 --> 00:10:51.000]  你見不見到
[00:10:51.000 --> 00:10:52.000]  對上那裡
[00:10:52.000 --> 00:10:53.000]  出了聖殿
[00:10:53.000 --> 00:10:54.000]  出回尾門
[00:10:54.000 --> 00:10:55.000]  祈完禱了
[00:10:55.000 --> 00:10:58.000]  當時猶太的習俗就是
[00:10:58.000 --> 00:10:59.000]  祈禱的時候
[00:10:59.000 --> 00:11:01.000]  他們早上
[00:11:01.000 --> 00:11:02.000]  中午
[00:11:02.000 --> 00:11:03.000]  晚上祈禱
[00:11:03.000 --> 00:11:04.000]  接著
[00:11:04.000 --> 00:11:05.000]  早上晚上又獻祭
[00:11:05.000 --> 00:11:07.000]  當時彼得
[00:11:07.000 --> 00:11:08.000]  約翰進去的時候
[00:11:08.000 --> 00:11:11.000]  大約兩三點的時候
[00:11:11.000 --> 00:11:12.000]  祈完禱
[00:11:12.000 --> 00:11:13.000]  拉了起來
[00:11:13.000 --> 00:11:14.000]  祈完禱
[00:11:14.000 --> 00:11:15.000]  出來的時候
[00:11:15.000 --> 00:11:16.000]  去到所羅門廊的地方
[00:11:16.000 --> 00:11:17.000]  一路走
[00:11:17.000 --> 00:11:18.000]  出回聖殿
[00:11:18.000 --> 00:11:20.000]  越來越多人跟著他
[00:11:20.000 --> 00:11:21.000]  因為個個都知道
[00:11:21.000 --> 00:11:24.000]  那個騎腿的坦子
[00:11:24.000 --> 00:11:27.000]  他一路都在那裏
[00:11:27.000 --> 00:11:28.000]  求人救濟了
[00:11:28.000 --> 00:11:29.000]  一年一日
[00:11:29.000 --> 00:11:31.000]  年年日日這樣去做
[00:11:31.000 --> 00:11:33.000]  明明見到這個人
[00:11:33.000 --> 00:11:34.000]  嘩
[00:11:34.000 --> 00:11:35.000]  走不到
[00:11:35.000 --> 00:11:36.000]  進去
[00:11:36.000 --> 00:11:37.000]  奔奔跳跳一起祈禱
[00:11:37.000 --> 00:11:38.000]  祈禱完出來
[00:11:38.000 --> 00:11:39.000]  一路走
[00:11:39.000 --> 00:11:40.000]  走到所羅門廊那裡
[00:11:40.000 --> 00:11:42.000]  越來越多人
[00:11:42.000 --> 00:11:43.000]  想究竟發生這個
[00:11:43.000 --> 00:11:45.000]  覺得這件事非常稀奇
[00:11:45.000 --> 00:11:47.000]  究竟發生什麼事呢
[00:11:47.000 --> 00:11:49.000]  這個神蹟的背後
[00:11:49.000 --> 00:11:51.000]  究竟有什麼原因呢
[00:11:51.000 --> 00:11:53.000]  所以就去到第十一節
[00:11:53.000 --> 00:11:55.000]  這個人就指那個
[00:11:55.000 --> 00:11:58.000]  坦子的騎腿的那位猶太人
[00:11:58.000 --> 00:12:02.000]  就拉著彼得和約翰
[00:12:02.000 --> 00:12:05.000]  眾人一起跑著跟著他
[00:12:05.000 --> 00:12:08.000]  因為覺得這件事情非常稀奇
[00:12:08.000 --> 00:12:10.000]  我們很多時候
[00:12:10.000 --> 00:12:11.000]  就算是
[00:12:11.000 --> 00:12:16.000]  這個是無可爭拗的一個神蹟
[00:12:16.000 --> 00:12:19.000]  彼得看見這個情景
[00:12:19.000 --> 00:12:22.000]  越來越多人跟著他的時候
[00:12:22.000 --> 00:12:24.000]  你們為什麼覺得這件事
[00:12:24.000 --> 00:12:27.000]  當作是一件稀奇的事情呢
[00:12:27.000 --> 00:12:28.000]  你們應該定徵
[00:12:28.000 --> 00:12:31.000]  是不是定徵於我們呢
[00:12:31.000 --> 00:12:34.000]  剛才他正是和那個騎子
[00:12:34.000 --> 00:12:35.000]  低腳的說
[00:12:35.000 --> 00:12:36.000]  你看著我吧
[00:12:36.000 --> 00:12:38.000]  就對他說話就拉了起來
[00:12:38.000 --> 00:12:40.000]  現在那些人就看著他
[00:12:40.000 --> 00:12:41.000]  究竟發生什麼事呢
[00:12:41.000 --> 00:12:42.000]  你叫我定徵他
[00:12:42.000 --> 00:12:44.000]  現在就看著他
[00:12:44.000 --> 00:12:46.000]  看著彼得和約翰
[00:12:46.000 --> 00:12:47.000]  以為
[00:12:47.000 --> 00:12:48.000]  他就反問他
[00:12:48.000 --> 00:12:51.000]  以為我憑著自己的能力和虔誠
[00:12:51.000 --> 00:12:52.000]  我去祈禱
[00:12:52.000 --> 00:12:54.000]  我們經常回教會
[00:12:54.000 --> 00:12:59.000]  我們又見到為弟兄姊妹祈禱
[00:12:59.000 --> 00:13:03.000]  難道是靠著我們自己的能力嗎
[00:13:03.000 --> 00:13:10.000]  剛剛過去了一次的感恩節
[00:13:10.000 --> 00:13:11.000]  感恩節那一星期
[00:13:11.000 --> 00:13:12.000]  我就收到一個電話
[00:13:12.000 --> 00:13:14.000]  當中的弟兄姊妹說
[00:13:14.000 --> 00:13:16.000]  有一個以前在我們教會當中
[00:13:16.000 --> 00:13:18.000]  經常來的弟兄
[00:13:18.000 --> 00:13:19.000]  就進了醫院
[00:13:19.000 --> 00:13:20.000]  腦部爆血管
[00:13:20.000 --> 00:13:22.000]  腦部就出血了
[00:13:22.000 --> 00:13:27.000]  然後又有七歲之覺
[00:13:27.000 --> 00:13:29.000]  又說話說得不清楚
[00:13:29.000 --> 00:13:31.000]  我們想著他真的會
[00:13:31.000 --> 00:13:34.000]  在ICU要想想禪宗服務
[00:13:34.000 --> 00:13:36.000]  怎樣把他搬出去
[00:13:36.000 --> 00:13:37.000]  ICU意外
[00:13:37.000 --> 00:13:38.000]  感謝主於我們
[00:13:38.000 --> 00:13:40.000]  感謝大家的禱告當中
[00:13:40.000 --> 00:13:41.000]  為他禱告
[00:13:41.000 --> 00:13:43.000]  結果出來
[00:13:43.000 --> 00:13:44.000]  一次又一次
[00:13:44.000 --> 00:13:45.000]  又說胃出血
[00:13:45.000 --> 00:13:47.000]  又說想著他捱不了
[00:13:47.000 --> 00:13:49.000]  結果又沒事
[00:13:49.000 --> 00:13:51.000]  這些是不是神蹟呢
[00:13:51.000 --> 00:13:53.000]  當然是神蹟
[00:13:53.000 --> 00:13:54.000]  出來
[00:13:54.000 --> 00:13:55.000]  但是這個能力
[00:13:55.000 --> 00:13:57.000]  難道是我們自己
[00:13:57.000 --> 00:13:59.000]  因為我們的虔誠
[00:13:59.000 --> 00:14:01.000]  因為我們的能力
[00:14:01.000 --> 00:14:02.000]  我們個人的能力
[00:14:02.000 --> 00:14:05.000]  使得有些神蹟出現嗎
[00:14:05.000 --> 00:14:07.000]  彼得就說
[00:14:07.000 --> 00:14:08.000]  當然不是
[00:14:08.000 --> 00:14:10.000]  他反問他們
[00:14:10.000 --> 00:14:12.000]  你們這班阿巴拉罕
[00:14:12.000 --> 00:14:13.000]  就說出背後
[00:14:13.000 --> 00:14:17.000]  真正我們要定精於的目標
[00:14:17.000 --> 00:14:19.000]  就是主耶穌基督
[00:14:19.000 --> 00:14:23.000]  因為他們猶太人的真神
[00:14:23.000 --> 00:14:26.000]  已經猜派了他的僕人
[00:14:26.000 --> 00:14:27.000]  在《以塞俠書》提到
[00:14:27.000 --> 00:14:30.000]  在預表52章提到
[00:14:30.000 --> 00:14:32.000]  是神猜派了他的僕人
[00:14:32.000 --> 00:14:34.000]  來到他們當中
[00:14:34.000 --> 00:14:38.000]  但是你們這班猶太人
[00:14:38.000 --> 00:14:41.000]  你們居然將他的僕人
[00:14:41.000 --> 00:14:43.000]  我們的主耶穌基督
[00:14:43.000 --> 00:14:44.000]  交了給彼拉多
[00:14:44.000 --> 00:14:47.000]  彼拉多明明想釋放他
[00:14:47.000 --> 00:14:50.000]  結果你們這班猶太人
[00:14:50.000 --> 00:14:53.000]  拒絕了這個要求
[00:14:53.000 --> 00:14:56.000]  反而釘死了主耶穌基督
[00:14:56.000 --> 00:14:58.000]  這個不只是一個神的僕人
[00:14:58.000 --> 00:15:00.000]  他本身是一個聖潔的
[00:15:00.000 --> 00:15:03.000]  公義的人的神
[00:15:03.000 --> 00:15:06.000]  這個是賜生命的主
[00:15:06.000 --> 00:15:09.000]  你們反而用這個兇手
[00:15:09.000 --> 00:15:12.000]  來搶奪生命的兇手
[00:15:12.000 --> 00:15:14.000]  來取代了
[00:15:14.000 --> 00:15:16.000]  要將這個賜生命的主
[00:15:16.000 --> 00:15:20.000]  活活地釘死十字架上
[00:15:20.000 --> 00:15:22.000]  但是神叫他死裡復活
[00:15:22.000 --> 00:15:24.000]  你們我們這班門徒
[00:15:24.000 --> 00:15:27.000]  都可以做親眼的見證
[00:15:27.000 --> 00:15:28.000]  他們真摯見證到
[00:15:28.000 --> 00:15:31.000]  所以看到這個主耶穌基督
[00:15:31.000 --> 00:15:34.000]  有三個所謂我們讀神學
[00:15:34.000 --> 00:15:36.000]  或者大家說基督論
[00:15:36.000 --> 00:15:38.000]  就看到主耶穌基督的身份
[00:15:38.000 --> 00:15:39.000]  我們的重點
[00:15:39.000 --> 00:15:42.000]  我們定精於主耶穌基督的身份
[00:15:42.000 --> 00:15:43.000]  他的能力權柄
[00:15:43.000 --> 00:15:46.000]  就因為他是神的僕人
[00:15:46.000 --> 00:15:47.000]  第一 第二
[00:15:47.000 --> 00:15:48.000]  他是聖潔公義者
[00:15:48.000 --> 00:15:50.000]  他完全沒有犯罪
[00:15:50.000 --> 00:15:52.000]  他是公義的神
[00:15:52.000 --> 00:15:53.000]  公義的主耶穌基督
[00:15:53.000 --> 00:15:55.000]  他又是賜生命的主
[00:15:55.000 --> 00:15:57.000]  我們看到主耶穌基督的身份
[00:15:57.000 --> 00:16:02.000]  原來他就是被釘在十字架上
[00:16:02.000 --> 00:16:07.000]  用一個最殘酷的方法
[00:16:07.000 --> 00:16:10.000]  最被人鄙視的方法
[00:16:10.000 --> 00:16:14.000]  而被釘在十字架上而死
[00:16:14.000 --> 00:16:16.000]  但是這個復活的主
[00:16:16.000 --> 00:16:18.000]  是滿有大能
[00:16:18.000 --> 00:16:20.000]  他的能力使得
[00:16:20.000 --> 00:16:24.000]  主耶穌基督能夠有這個神蹟的出現
[00:16:24.000 --> 00:16:28.000]  我們恩著信
[00:16:28.000 --> 00:16:30.000]  主耶穌基督的命
[00:16:30.000 --> 00:16:31.000]  憑著信心
[00:16:31.000 --> 00:16:35.000]  使得這個騎腿的
[00:16:35.000 --> 00:16:38.000]  能夠走起來
[00:16:38.000 --> 00:16:41.000]  以及他的罪得到赦免
[00:16:41.000 --> 00:16:43.000]  接受了主耶穌基督
[00:16:43.000 --> 00:16:45.000]  為他來救主
[00:16:45.000 --> 00:16:47.000]  所以我們看到這個神蹟的背後
[00:16:47.000 --> 00:16:49.000]  所帶出的主題
