
[00:00:00.000 --> 00:00:02.840]  我哋嘅題目係延續上一個月嘅
[00:03:59.080 --> 00:04:01.040]  係每個禮拜
[00:04:01.040 --> 00:04:02.920]  我哋都俾主一個機會
[00:04:02.920 --> 00:04:05.160]  同我哋集體講說話
[00:04:05.160 --> 00:04:06.400]  得唔得呀
[00:04:06.400 --> 00:04:07.000]  OK
[00:04:07.000 --> 00:04:08.080]  咁呢個呢
[00:04:08.080 --> 00:04:10.080]  唔違反主可唔可以
[00:04:10.080 --> 00:04:12.560]  每一日同你個別講說話
[00:04:12.560 --> 00:04:13.600]  可唔可以呀
[00:04:13.600 --> 00:04:14.160]  當然啦
[00:04:14.160 --> 00:04:15.640]  你願意聽佢咪講囉
[00:04:15.640 --> 00:04:16.720]  你唔願意聽呢
[00:04:16.720 --> 00:04:17.800]  其實佢有時要救你
[00:04:17.800 --> 00:04:19.320]  佢都講㗎喎
[00:04:19.320 --> 00:04:20.480]  你同唔同意呀
[00:04:20.480 --> 00:04:21.480]  你唔願意聽
[00:04:21.480 --> 00:04:23.640]  但係主真係格硬逼你聽㗎
[00:04:23.640 --> 00:04:25.000]  即係你有危險啦
[00:04:25.000 --> 00:04:25.600]  逼你聽㗎
[00:04:25.600 --> 00:04:26.840]  有冇試過
[00:04:26.840 --> 00:04:27.880]  有冇
[00:04:27.880 --> 00:04:29.040]  有嘅舉一隻手
[00:04:29.040 --> 00:04:30.000]  嘩好勇敢喎
[00:04:30.000 --> 00:04:32.280]  咁多人承認自己唔願意聽㗎喎
[00:04:32.280 --> 00:04:32.840]  係咪
[00:04:32.840 --> 00:04:34.560]  但係主都同我哋講嘢
[00:04:34.560 --> 00:04:35.440]  我都係咁樣
[00:04:35.440 --> 00:04:36.600]  我唔願意聽
[00:04:36.600 --> 00:04:38.160]  佢就逼我聽
[00:04:38.160 --> 00:04:40.040]  咁然後就救我啦
[00:04:40.040 --> 00:04:41.680]  嘩呢個好緊要喎
[00:04:41.680 --> 00:04:43.760]  即係話有時主係主動
[00:04:43.760 --> 00:04:45.520]  但係有時主係咩呀
[00:04:45.520 --> 00:04:47.040]  被動㗎
[00:04:47.040 --> 00:04:48.400]  等我哋乜嘢呀
[00:04:48.400 --> 00:04:50.200]  嚟親緊佢
[00:04:50.200 --> 00:04:52.120]  咁佢就同我哋講一啲乜嘢呀
[00:04:52.120 --> 00:04:54.520]  唔係關乎救你命嘅嘢
[00:04:54.520 --> 00:04:56.640]  但係關乎你同佢更親密嘅嘢
[00:04:56.640 --> 00:04:58.160]  你覺得好冇呀
[00:04:58.160 --> 00:04:59.120]  好冇呀
[00:04:59.120 --> 00:04:59.920]  好喎
[00:04:59.920 --> 00:05:00.680]  一救你命呢
[00:05:00.680 --> 00:05:02.400]  你唔聽都要逼你呀嘛
[00:05:02.400 --> 00:05:04.760]  咁如果係親密嘅嘢就點呀
[00:05:04.760 --> 00:05:05.720]  喂
[00:05:05.720 --> 00:05:06.640]  你嚟追求我
[00:05:06.640 --> 00:05:08.520]  我先會同你講乜嘢呀
[00:05:08.520 --> 00:05:10.760]  心事㗎嘛
[00:05:10.760 --> 00:05:12.720]  你都唔追求我講咩心事呀
[00:05:12.720 --> 00:05:13.760]  啱唔啱呀
[00:05:13.760 --> 00:05:15.240]  你同隔離個講
[00:05:15.240 --> 00:05:18.400]  我哋家庭人應該明呢回事嘅
[00:05:18.400 --> 00:05:21.520]  談戀愛嘅時候咪成日有心事講囉
[00:05:21.520 --> 00:05:23.680]  依家就衰啦
[00:05:23.680 --> 00:05:26.120]  一結左婚好似冇乜心事講呀
[00:05:26.120 --> 00:05:26.880]  係咪呀
[00:05:26.880 --> 00:05:29.280]  嘩幾多夫妻聽完我咁講之後
[00:05:29.280 --> 00:05:30.920]  要開始咪悔改啦
[00:05:30.920 --> 00:05:33.240]  我哋應該搵啲親密嘅時間
[00:05:33.240 --> 00:05:34.680]  講乜嘢呀
[00:05:34.680 --> 00:05:35.560]  講心事
[00:05:35.560 --> 00:05:36.760]  撞吓你隔離嗰個人
[00:05:36.760 --> 00:05:39.360]  係咪呢
[00:05:39.360 --> 00:05:41.040]  都話咗㗎啦
[00:05:41.040 --> 00:05:42.160]  都話咗㗎啦
[00:05:42.160 --> 00:05:43.920]  要親密㗎啦
[00:05:43.920 --> 00:05:44.480]  好
[00:05:44.480 --> 00:05:46.400]  仲有第三
[00:05:46.400 --> 00:05:47.920]  第三就係乜嘢呢
[00:05:47.920 --> 00:05:51.000]  當我哋喺埋一齊我哋集體聆聽嘅時候呢
[00:05:51.000 --> 00:05:52.480]  其實呢
[00:05:52.480 --> 00:05:56.200]  係我哋中間有啲人可能喺困苦裏面
[00:05:56.200 --> 00:05:58.760]  佢被嗰個困苦綁住呢
[00:05:58.760 --> 00:06:01.760]  佢有時候係辛苦到乜嘢呀
[00:06:01.760 --> 00:06:04.440]  又聽唔到主嘅聲音
[00:06:04.440 --> 00:06:06.040]  又自己冇力去求民主
[00:06:06.040 --> 00:06:07.480]  或者
[00:06:07.480 --> 00:06:09.120]  佢都聽到主嘅聲音
[00:06:09.120 --> 00:06:13.320]  又或者佢都有少少力去求民主
[00:06:13.320 --> 00:06:15.760]  不過就係唔夠力去爭斷佢
[00:06:15.760 --> 00:06:17.760]  你覺得有冇可能呀
[00:06:17.760 --> 00:06:18.920]  有冇可能呀
[00:06:18.920 --> 00:06:20.120]  有
[00:06:20.120 --> 00:06:22.120]  佢需要個乜嘢呀
[00:06:22.120 --> 00:06:23.600]  個群體
[00:06:23.600 --> 00:06:26.480]  嚟幫一幫佢
[00:06:26.480 --> 00:06:27.440]  嚟乜嘢呀
[00:06:27.440 --> 00:06:29.160]  爭斷嗰啲繩索
[00:06:29.160 --> 00:06:31.160]  爭斷嗰啲捆綁
[00:06:31.160 --> 00:06:31.920]  頭先呢
[00:06:31.920 --> 00:06:33.720]  Julie 係有個領袖
[00:06:33.720 --> 00:06:34.960]  就係乜嘢呀
[00:06:34.960 --> 00:06:37.000]  主話我哋中間
[00:06:37.000 --> 00:06:38.080]  有啲人
[00:06:38.080 --> 00:06:39.520]  有人呀
[00:06:39.520 --> 00:06:41.280]  即係沉溺呀
[00:06:41.280 --> 00:06:42.720]  可能係十年
[00:06:42.720 --> 00:06:44.240]  可能係二十年
[00:06:44.240 --> 00:06:45.480]  可能係三十年
[00:06:45.480 --> 00:06:46.480]  講輕咗啦
[00:06:46.480 --> 00:06:49.400]  我哋中間可能有啲人係五六十年呀
[00:06:49.400 --> 00:06:51.880]  因為你好細個就開始沉溺啦
[00:06:51.880 --> 00:06:52.680]  喂
[00:06:52.680 --> 00:06:54.120]  你要突破呢個沉溺
[00:06:54.120 --> 00:06:55.680]  你估容唔容易呀
[00:06:55.680 --> 00:06:56.640]  容唔容易呀
[00:06:56.640 --> 00:06:59.880]  容易嘅請彈起身
[00:06:59.880 --> 00:07:00.880]  我話畀你聽
[00:07:00.880 --> 00:07:03.080]  彈得起身嘅就唔係叫沉溺啦嘛
[00:07:03.080 --> 00:07:03.960]  你明唔明呀
[00:07:03.960 --> 00:07:05.440]  因為係沉溺啦嘛
[00:07:05.440 --> 00:07:06.480]  沉溺你係
[00:07:06.480 --> 00:07:08.280]  有一種叫不能自拔
[00:07:08.280 --> 00:07:10.760]  即係如果你讀三福有個好好嘅例子
[00:07:10.760 --> 00:07:13.360]  就係你唔可以稱自己嘅頭髮
[00:07:13.360 --> 00:07:14.000]  係咪呀
[00:07:14.000 --> 00:07:17.360]  即係叫自己從個水裏面預溺得拯救
[00:07:17.360 --> 00:07:19.320]  呢個就叫做沉溺啦
[00:07:19.320 --> 00:07:19.960]  係咪呀
[00:07:19.960 --> 00:07:20.840]  咁你要突破
[00:07:20.840 --> 00:07:22.200]  點樣突破呀
[00:07:22.200 --> 00:07:24.080]  我成日都講呢個例子嘅
[00:07:24.080 --> 00:07:25.560]  就係呢一個得救呢
[00:07:25.560 --> 00:07:28.160]  需要有他力嘅乜嘢介入
[00:07:28.160 --> 00:07:30.760]  就係有人去拯起你把頭髮
[00:07:30.760 --> 00:07:32.080]  或者有人去乜嘢呀
[00:07:32.080 --> 00:07:33.160]  托起你
[00:07:33.160 --> 00:07:33.960]  嗰個就係乜嘢呀
[00:07:33.960 --> 00:07:34.560]  拯溺完
[00:07:34.560 --> 00:07:35.360]  啱唔啱呀
[00:07:35.360 --> 00:07:36.360]  因為你預溺啦
[00:07:36.360 --> 00:07:38.040]  喂 弟兄姊妹
[00:07:38.040 --> 00:07:40.520]  喺你同埋我沉溺嘅裏面呢
[00:07:40.520 --> 00:07:42.520]  你想唔想有人呢
[00:07:42.520 --> 00:07:43.520]  幫一幫忙
[00:07:43.520 --> 00:07:45.120]  請下力呀
[00:07:45.120 --> 00:07:47.040]  你想唔想有他力呀
[00:07:47.040 --> 00:07:48.240]  想呀
[00:07:48.240 --> 00:07:50.200]  我覺得
[00:07:50.200 --> 00:07:51.880]  我哋要回應主
[00:07:51.880 --> 00:07:53.320]  本來我頭先同韋成講呀
[00:07:53.320 --> 00:07:54.800]  一於唔講呢個
[00:07:54.800 --> 00:07:56.280]  前面呢個
[00:07:56.280 --> 00:07:57.960]  領袖嗰啲嘢㗎啦
[00:07:57.960 --> 00:07:59.600]  但都忍唔住要講一口
[00:07:59.600 --> 00:08:00.640]  即係
[00:08:00.640 --> 00:08:01.880]  你
[00:08:01.880 --> 00:08:03.040]  聽到啦
[00:08:03.040 --> 00:08:04.040]  主話
[00:08:04.040 --> 00:08:05.200]  我哋中間
[00:08:05.200 --> 00:08:06.240]  有人
[00:08:06.240 --> 00:08:08.600]  係喺一個沉溺嘅裏面
[00:08:08.600 --> 00:08:10.000]  你覺得你係
[00:08:10.000 --> 00:08:11.880]  而家我哋大家匿埋眼
[00:08:11.880 --> 00:08:13.400]  你覺得你係
[00:08:13.400 --> 00:08:14.240]  你匿埋眼
[00:08:14.240 --> 00:08:15.520]  唔好睇喎
[00:08:15.520 --> 00:08:16.920]  唔好睇喎
[00:08:16.920 --> 00:08:18.080]  唔好睇喎
[00:08:18.080 --> 00:08:19.600]  個個都匿埋眼
[00:08:19.600 --> 00:08:21.800]  呢個匿埋眼呢就唔係虔誠啦
[00:08:21.800 --> 00:08:24.520]  呢個匿埋眼係尊重別人嘅乜嘢呀
[00:08:24.520 --> 00:08:25.240]  私隱
[00:08:25.240 --> 00:08:25.880]  好唔好
[00:08:25.880 --> 00:08:26.760]  匿埋眼
[00:08:26.760 --> 00:08:28.480]  好 你覺得
[00:08:28.480 --> 00:08:29.920]  你係嘅
[00:08:29.920 --> 00:08:31.320]  你係嘅
[00:08:31.320 --> 00:08:32.680]  我都費事你企起身呀
[00:08:32.680 --> 00:08:35.120]  因為驚住你騷擾隔離嗰個人佢知道
[00:08:35.120 --> 00:08:35.880]  係咪呀
[00:08:35.880 --> 00:08:36.680]  你呢
[00:08:36.680 --> 00:08:39.200]  輕輕舉起你嘅手
[00:08:39.200 --> 00:08:39.720]  係呀
[00:08:39.720 --> 00:08:40.360]  舉高啲
[00:08:40.360 --> 00:08:41.240]  舉定定
[00:08:41.240 --> 00:08:42.480]  舉定定
[00:08:42.480 --> 00:08:44.400]  我要為你祈禱
[00:08:44.400 --> 00:08:45.800]  你嘅心呢
[00:08:45.800 --> 00:08:49.120]  都默默嘅跟我咁樣祈禱
[00:08:49.120 --> 00:08:51.480]  天父呀
[00:08:51.480 --> 00:08:53.840]  我嘅事情
[00:08:53.840 --> 00:08:56.920]  我尋溺嘅事情
[00:08:56.920 --> 00:09:00.080]  你係知道嘅
[00:09:00.080 --> 00:09:03.200]  我都知你知
[00:09:03.200 --> 00:09:05.280]  但係今日
[00:09:05.280 --> 00:09:08.240]  喺敬拜嘅呢個時刻
[00:09:08.240 --> 00:09:11.880]  你透過姊妹
[00:09:11.880 --> 00:09:14.200]  話畀我知
[00:09:14.200 --> 00:09:17.840]  你知道我嘅困難
[00:09:17.840 --> 00:09:19.520]  天父呀
[00:09:19.520 --> 00:09:22.160]  我向你承認
[00:09:22.160 --> 00:09:24.920]  真係我嘅困難
[00:09:24.920 --> 00:09:26.920]  係我嘅罪
[00:09:26.920 --> 00:09:28.680]  係我嘅軟弱
[00:09:28.680 --> 00:09:31.800]  係我嘅慣性
[00:09:31.800 --> 00:09:33.680]  但係天父呀
[00:09:33.680 --> 00:09:35.240]  我承認
[00:09:35.240 --> 00:09:37.360]  呢一個墮落
[00:09:37.360 --> 00:09:40.360]  嚟到今時今日
[00:09:40.360 --> 00:09:42.680]  我無能為力
[00:09:42.680 --> 00:09:46.600]  我已經下沉好心
[00:09:46.600 --> 00:09:48.440]  天父呀
[00:09:48.440 --> 00:09:51.240]  你藉住耶穌基督
[00:09:51.240 --> 00:09:53.920]  羔羊嘅補血
[00:09:53.920 --> 00:09:56.200]  要拯救我
[00:09:56.200 --> 00:09:58.560]  我而家向你承認
[00:09:58.560 --> 00:10:01.880]  我需要你嘅拯救
[00:10:01.880 --> 00:10:03.600]  救命呀
[00:10:03.600 --> 00:10:05.120]  救命呀
[00:10:05.120 --> 00:10:06.640]  救命呀
[00:10:06.640 --> 00:10:08.000]  主耶穌
[00:10:08.000 --> 00:10:09.760]  拯救我
[00:10:09.760 --> 00:10:12.120]  拯救我
[00:10:12.120 --> 00:10:13.720]  主呀
[00:10:13.720 --> 00:10:15.480]  多謝你
[00:10:15.480 --> 00:10:17.840]  當我咁樣呼喊嘅時候
[00:10:17.840 --> 00:10:20.000]  我就奉你嘅命
[00:10:20.000 --> 00:10:23.760]  砍斷呢個沉溺嘅根源
[00:10:23.760 --> 00:10:25.600]  我宣告
[00:10:25.600 --> 00:10:28.640]  我從呢一個餘溺嘅裏面
[00:10:28.640 --> 00:10:32.040]  得蒙救贖
[00:10:32.040 --> 00:10:34.560]  主呀作喺我身上
[00:10:34.560 --> 00:10:38.960]  成就一件新事
[00:10:38.960 --> 00:10:41.360]  我將一切嘅榮耀
[00:10:41.360 --> 00:10:44.680]  重讚歸比你
[00:10:44.680 --> 00:10:46.960]  我將一切嘅羞辱
[00:10:46.960 --> 00:10:49.000]  將一切嘅污穢
[00:10:49.000 --> 00:10:50.800]  將一切嘅墮落
[00:10:50.800 --> 00:10:52.760]  歸比撒旦
[00:10:52.760 --> 00:10:54.040]  主呀
[00:10:54.040 --> 00:10:55.360]  今日
[00:10:55.360 --> 00:10:58.360]  我單單屬於你
[00:10:58.360 --> 00:11:00.960]  我從今以後
[00:11:00.960 --> 00:11:02.320]  跟隨你
[00:11:02.320 --> 00:11:05.560]  唔再跟隨嗰個
[00:11:05.560 --> 00:11:07.560]  又帶畀我快樂
[00:11:07.560 --> 00:11:09.560]  又帶畀我安全感
[00:11:09.560 --> 00:11:11.320]  又帶畀我滿足
[00:11:11.320 --> 00:11:13.560]  但同時帶畀我空虛
[00:11:13.560 --> 00:11:15.160]  帶畀我絕望
[00:11:15.160 --> 00:11:16.680]  帶畀我不安
[00:11:16.680 --> 00:11:18.280]  帶畀我痛苦
[00:11:18.280 --> 00:11:21.080]  帶畀我更加嘅無助
[00:11:21.080 --> 00:11:21.960]  嘅
[00:11:21.960 --> 00:11:24.480]  嗰個沉溺嘅慣性裏面
[00:11:24.480 --> 00:11:26.080]  主呀多謝你
[00:11:26.080 --> 00:11:27.560]  我要脫離佢
[00:11:27.560 --> 00:11:29.480]  奉耶穌基督嘅命
[00:11:29.480 --> 00:11:30.760]  吩咐佢
[00:11:30.760 --> 00:11:32.880]  離開我嘅慣性
[00:11:32.880 --> 00:11:35.280]  離開我
[00:11:35.280 --> 00:11:37.080]  性格裏面
[00:11:37.080 --> 00:11:38.880]  嗰種嘅孤著
[00:11:38.880 --> 00:11:40.160]  嘅捆綁
[00:11:40.160 --> 00:11:41.880]  因為主嘅令
[00:11:41.880 --> 00:11:43.560]  喺我嘅性格裏面
[00:11:43.560 --> 00:11:44.880]  我嘅性格
[00:11:44.880 --> 00:11:46.960]  就得自由
[00:11:46.960 --> 00:11:49.560]  奉耶穌基督嘅命
[00:11:49.560 --> 00:11:50.560]  阿們
[00:11:50.560 --> 00:11:51.880]  阿們
[00:11:51.880 --> 00:11:53.360]  阿們
[00:11:53.360 --> 00:11:54.760]  弟兄姊妹
[00:11:54.760 --> 00:11:56.360]  幾十年前
[00:11:56.360 --> 00:11:58.160]  我有個沉溺
[00:11:58.160 --> 00:11:59.360]  但係
[00:11:59.360 --> 00:12:02.360]  嗰個禱告比呢個更加簡單
[00:12:02.360 --> 00:12:03.480]  然後
[00:12:03.480 --> 00:12:04.880]  呢個沉溺
[00:12:04.880 --> 00:12:07.560]  喺第二日就解除咗
[00:12:07.560 --> 00:12:08.960]  嗰個沉溺
[00:12:08.960 --> 00:12:10.880]  好似唔係一個沉溺
[00:12:10.880 --> 00:12:13.480]  但係只有沉溺嘅人先知道
[00:12:13.480 --> 00:12:14.880]  嗰個係沉溺
[00:12:14.880 --> 00:12:18.680]  就係飲奶茶嘅沉溺
[00:12:18.680 --> 00:12:20.360]  唔飲唔得
[00:12:20.360 --> 00:12:22.080]  唔飲會死
[00:12:22.080 --> 00:12:23.880]  唔飲會頭痛
[00:12:23.880 --> 00:12:25.760]  唔飲會漏鼻涕
[00:12:25.760 --> 00:12:27.280]  漏口水
[00:12:27.280 --> 00:12:28.280]  然後
[00:12:28.280 --> 00:12:30.080]  眼嘅瞳孔
[00:12:30.080 --> 00:12:31.680]  會改變
[00:12:31.680 --> 00:12:33.960]  因為明明有陽光
[00:12:33.960 --> 00:12:36.280]  點解我會見到陰天
[00:12:36.280 --> 00:12:37.960]  四肢無力
[00:12:37.960 --> 00:12:39.880]  了無生趣
[00:12:39.880 --> 00:12:41.480]  好嚴重
[00:12:41.480 --> 00:12:42.880]  我撈尾
[00:12:42.880 --> 00:12:45.080]  識得嗰啲吸毒嘅人
[00:12:45.080 --> 00:12:46.560]  我先知道
[00:12:46.560 --> 00:12:48.880]  原來戒毒都係咁樣
[00:12:48.880 --> 00:12:49.680]  即係話呢
[00:12:49.680 --> 00:12:51.160]  吸毒上癮呢
[00:12:51.160 --> 00:12:52.960]  喺調癮嘅時候呢
[00:12:52.960 --> 00:12:54.280]  都係咁樣
[00:12:54.280 --> 00:12:55.760]  你同隔離講
[00:12:55.760 --> 00:13:01.280]  唔好睇少一杯奶茶
[00:13:01.280 --> 00:13:03.560]  其實我驚訝嘅
[00:13:03.560 --> 00:13:07.280]  點解人唔想犯癮嘅呢
[00:13:07.280 --> 00:13:08.680]  係咪呀
[00:13:08.680 --> 00:13:10.280]  好奇妙
[00:13:10.280 --> 00:13:11.880]  撒旦
[00:13:11.880 --> 00:13:14.280]  係無孔不入
[00:13:14.280 --> 00:13:17.080]  嗰一晚
[00:13:17.080 --> 00:13:19.880]  我只係好急咁樣企咗一個肚
[00:13:19.880 --> 00:13:22.680]  因為我唔想阻住我睇話劇
[00:13:22.680 --> 00:13:24.080]  我企咗一個肚
[00:13:24.080 --> 00:13:25.480]  主呀
[00:13:25.480 --> 00:13:27.160]  如果奶茶
[00:13:27.160 --> 00:13:28.880]  係阻住我嘅
[00:13:28.880 --> 00:13:31.080]  係令到我咁唔快樂嘅
[00:13:31.080 --> 00:13:32.680]  主呀我應承你
[00:13:32.680 --> 00:13:34.080]  我真係唔想飲呀
[00:13:34.080 --> 00:13:35.480]  不離諸我唔得呀
[00:13:35.480 --> 00:13:36.480]  好啦
[00:13:36.480 --> 00:13:37.680]  由明日開始
