
[00:00:00.000 --> 00:00:05.840]  因此每早晨很高興能夠在這個復活節的節期期間
[00:05:03.960 --> 00:05:07.760]  就向所有百姓發出一個這樣的公告
[00:05:07.760 --> 00:05:14.560]  就張貼了這樣 他說「本州依例放火三天」
[00:05:14.560 --> 00:05:18.760]  所以後來有些人看見一個這樣的公告
[00:05:18.760 --> 00:05:24.080]  就挖苦這個州的州官
[00:05:24.080 --> 00:05:30.560]  就說他「只許州官放火 不准百姓點燈」
[00:05:30.560 --> 00:05:35.960]  就用來去引誘在上位者任意妄為
[00:05:35.960 --> 00:05:39.120]  但是就怎樣 限制所有其他人
[00:05:39.120 --> 00:05:43.160]  進行一些合法自由的活動
[00:05:43.160 --> 00:05:48.160]  所以這句話後來就形容為一些統治者
[00:05:48.160 --> 00:05:51.840]  他們為所欲為 互作非為
[00:05:51.840 --> 00:05:57.960]  而人民在正當的言行卻受到種種的限制
[00:05:57.960 --> 00:06:02.640]  凡知道一個人他很喜歡怎樣做就怎樣做
[00:06:02.640 --> 00:06:06.000]  但是別人就不准做的 做同樣的事情
[00:06:06.000 --> 00:06:09.200]  在這個陳述裏面
[00:06:09.200 --> 00:06:12.840]  很適合今天我去解釋這段經文
[00:06:12.840 --> 00:06:14.640]  一會大家可以留意一下
[00:06:14.640 --> 00:06:19.480]  這個「只許州官放火 不許百姓點燈」
[00:06:19.480 --> 00:06:22.800]  是怎樣在今天這段經文裏面用得著
[00:06:22.800 --> 00:06:28.080]  因為今天我們來到這個復活節節期的崇拜
[00:06:28.080 --> 00:06:32.960]  很多時候談到復活一定要不離開耶穌
[00:06:32.960 --> 00:06:38.000]  你知道說到耶穌 基督徒就很著重於傳福音
[00:06:38.000 --> 00:06:42.760]  你知道很多傳道人、牧者、信徒
[00:06:42.760 --> 00:06:48.040]  真是發開口夢 經常都說要傳福音 要傳福音的
[00:06:48.040 --> 00:06:51.800]  但是我就想問一下大家一條問題
[00:06:51.800 --> 00:06:55.520]  在耶穌死了之後
[00:06:55.520 --> 00:06:58.200]  第一個去傳福音的那個
[00:06:58.200 --> 00:06:59.480]  究竟是哪一個呢?
[00:06:59.480 --> 00:07:04.680]  那個福音就是說耶穌死後三日復活這個信息
[00:07:04.680 --> 00:07:08.520]  究竟是哪一個是第一個去傳這個信息的呢?
[00:07:08.520 --> 00:07:10.600]  今天我就想和大家一起
[00:07:10.600 --> 00:07:13.080]  去藉著這個成為開頭
[00:07:13.080 --> 00:07:17.240]  去思想復活節節期的意義
[00:07:17.240 --> 00:07:19.840]  我也都希望藉著這個題目
[00:07:19.840 --> 00:07:22.760]  可以和大家一起更認識到
[00:07:22.760 --> 00:07:26.760]  我們怎樣做一個不折不扣的基督徒
[00:07:26.760 --> 00:07:29.240]  我們先回到這段經文看一看
[00:07:29.240 --> 00:07:36.800]  這段經文《馬太福音》第27章第62節至到第66節
[00:07:36.800 --> 00:07:40.920]  Today the passage is from the Gospel of Matthew
[00:07:40.920 --> 00:07:44.800]  from chapter 27 verse 62 to 66
[00:07:44.800 --> 00:07:48.640]  大家如果有聖經的話 也可以一起打開
[00:07:48.640 --> 00:07:51.160]  和我一起去讀 我們先讀中文一次
[00:07:51.160 --> 00:07:53.920]  你可以用廣東話、普通話讀
[00:07:53.920 --> 00:07:57.680]  台山話都可以的 你如果懂 我就不懂了
[00:07:57.680 --> 00:08:00.760]  然後我會為大家讀出英文的版本
[00:08:00.760 --> 00:08:02.520]  New English Translation
[00:08:02.520 --> 00:08:03.240]  OK?
[00:08:03.240 --> 00:08:07.120]  好 我們一起打開《馬太福音》
[00:08:07.120 --> 00:08:10.680]  第27章62至66節
[00:08:10.680 --> 00:08:12.360]  好 我們一起讀
[00:08:12.360 --> 00:08:17.120]  「此日就是預備日的第二天
[00:08:17.120 --> 00:08:21.920]  祭司長和法尼塞人聚集來見彼拉多
[00:08:21.920 --> 00:08:29.160]  說:大人我們記得那誘惑人的還活著的時候曾說
[00:08:29.160 --> 00:08:31.920]  三日後我要復活
[00:08:31.920 --> 00:08:37.280]  因此請吩咐人將墳墓把守妥當
[00:08:37.280 --> 00:08:43.480]  直到第三日恐怕他的門徒來把他偷了去
[00:08:43.480 --> 00:08:48.360]  就告訴百姓說:他從死裡復活了
[00:08:48.360 --> 00:08:53.920]  這樣了後來的迷惑比先前的更厲害了
[00:08:53.920 --> 00:08:57.360]  彼拉多說:你們有看守的兵
[00:08:57.360 --> 00:09:02.040]  去吧 盡你們所能的把守妥當
[00:09:02.040 --> 00:09:07.800]  他們就帶著看守的兵和他瘋了之後
[00:09:07.800 --> 00:09:12.360]  將墳墓把守妥當」
[00:09:12.360 --> 00:09:15.040]  New English Translation
[00:09:15.040 --> 00:09:19.680]  The next day, which is after the day of preparation
[00:09:19.680 --> 00:09:24.440]  the chief priests and the Pharisees
[00:09:24.440 --> 00:09:29.160]  assembled before the palate and said
[00:09:29.160 --> 00:09:34.800]  Sir, we remember that while that deceiver was still alive
[00:09:34.800 --> 00:09:39.600]  he said after three days I will raise again
[00:09:39.600 --> 00:09:45.160]  so give orders to secure the tomb until the third day
[00:09:45.160 --> 00:09:50.320]  otherwise his disciples may come and steal his body
[00:09:50.320 --> 00:09:56.240]  and say to the people he has been raised from the dead
[00:09:56.240 --> 00:10:01.400]  and the last deception will be worse than the first
[00:10:01.400 --> 00:10:06.000]  Palate said to them, take a guard of soldiers
[00:10:06.000 --> 00:10:11.800]  go and make it as secure as you can
[00:10:11.800 --> 00:10:15.280]  So they went with the soldiers of the guard
[00:10:15.280 --> 00:10:20.840]  and made the tomb secure by sealing the stone
[00:10:20.840 --> 00:10:22.880]  很有趣的一段經文
[00:10:22.880 --> 00:10:24.760]  這段經文有趣在什麼呢?
[00:10:24.760 --> 00:10:26.680]  其實如果大家去讀聖經
[00:10:26.680 --> 00:10:29.760]  我都強調要看上文下理
[00:10:29.760 --> 00:10:31.920]  在這段聖經之前
[00:10:31.920 --> 00:10:38.680]  首先我們可以在第27章第45至第56節裏面
[00:10:38.680 --> 00:10:41.520]  讀到有關於耶穌基督
[00:10:41.520 --> 00:10:46.440]  怎樣死在十字架上的最後一幕的情景
[00:10:46.440 --> 00:10:50.560]  而在這個記載當中
[00:10:50.560 --> 00:10:52.520]  特別有兩節經文
[00:10:52.520 --> 00:10:57.600]  就是第27章52及53節
[00:10:57.600 --> 00:11:00.640]  插入了馬太福音的作者
[00:11:00.640 --> 00:11:03.720]  馬太落下了一個註腳
[00:11:03.720 --> 00:11:05.440]  是一個很特別的註腳
[00:11:05.440 --> 00:11:07.960]  有時候我們讀經可能會漏掉
[00:11:07.960 --> 00:11:09.640]  這個註腳說什麼呢?
[00:11:09.640 --> 00:11:13.000]  「墳墓也開了
[00:11:13.000 --> 00:11:17.240]  以遂聖徒的身體多有起來的
[00:11:17.240 --> 00:11:19.400]  到耶穌復活以後
[00:11:19.400 --> 00:11:22.440]  他們從墳墓裏出來
[00:11:22.440 --> 00:11:24.400]  遵了聖神
[00:11:24.400 --> 00:11:27.400]  向許多人顯現」
[00:11:27.400 --> 00:11:32.840]  所以有個註腳在這段經文裏
[00:11:32.840 --> 00:11:37.400]  第27章第45至56節
[00:11:37.400 --> 00:11:40.360]  特別是第52及53節
[00:11:40.360 --> 00:11:41.760]  有這句說話
[00:11:41.760 --> 00:11:44.240]  「墳墓也開了
[00:11:44.240 --> 00:11:47.760]  以遂聖徒的身體多有起來的
[00:11:47.760 --> 00:11:49.720]  到耶穌復活以後
[00:11:49.720 --> 00:11:52.440]  他們從墳墓裏出來
[00:11:52.440 --> 00:11:55.240]  遵了聖神
[00:11:55.240 --> 00:12:00.480]  向許多人顯現」
[00:12:00.480 --> 00:12:02.840]  就是等同於什麼呢?
[00:12:02.840 --> 00:12:05.320]  原來當耶穌死的時候
[00:12:05.320 --> 00:12:07.640]  最後我們知道耶穌說
[00:12:07.640 --> 00:12:08.840]  成了之後
[00:12:08.840 --> 00:12:11.720]  接著天地都大地震
[00:12:11.720 --> 00:12:15.240]  然後聖殿的會幕
[00:12:15.240 --> 00:12:17.560]  那個幕都破開
[00:12:17.560 --> 00:12:21.920]  然後很多時候發現那些墳墓
[00:12:21.920 --> 00:12:23.400]  他們已經葬了很多
[00:12:23.400 --> 00:12:27.680]  已經是為主殉道的聖徒
[00:12:27.680 --> 00:12:29.760]  在耶穌基督復活以後
[00:12:29.760 --> 00:12:31.640]  同時都走了出來
[00:12:31.640 --> 00:12:33.680]  去到耶路撒冷聖城
[00:12:33.680 --> 00:12:36.000]  然後向許多人顯現
[00:12:36.000 --> 00:12:38.040]  換句話來說
[00:12:38.040 --> 00:12:39.920]  在耶穌死了之後
[00:12:39.920 --> 00:12:41.880]  今天我們讀這段經文
[00:12:41.880 --> 00:12:45.400]  因為已經是耶穌死了之後的第一天
[00:12:45.400 --> 00:12:48.240]  耶穌死了之後的第二天
[00:12:48.240 --> 00:12:51.360]  然後還有一天多的時間
[00:12:51.360 --> 00:12:52.440]  耶穌就會復活了
[00:12:52.440 --> 00:12:54.280]  當耶穌復活的時候
[00:12:54.280 --> 00:12:58.080]  街上就看到有許多死了很久的信徒
[00:12:58.080 --> 00:13:00.880]  然後就走出來見人
[00:13:00.880 --> 00:13:02.640]  很特別的一個記載
[00:13:02.640 --> 00:13:04.920]  但是因為這樣的註腳
[00:13:04.920 --> 00:13:07.520]  然後加上接下來
[00:13:07.520 --> 00:13:12.760]  在《馬太福音》第27章57至61節
[00:13:12.760 --> 00:13:13.840]  這段又說什麼呢?
[00:13:13.840 --> 00:13:16.080]  正正是我們今天說的經文前面
[00:13:16.080 --> 00:13:19.400]  就說到有一位財主
[00:13:19.400 --> 00:13:21.080]  叫做約瑟
[00:13:21.080 --> 00:13:23.720]  他就向比拉多
[00:13:23.720 --> 00:13:28.520]  然後就去領了耶穌基督的身體
[00:13:28.520 --> 00:13:32.640]  然後就用一些新的果絲布
[00:13:32.640 --> 00:13:33.680]  把它包好了
[00:13:33.680 --> 00:13:35.400]  然後拿去埋葬
[00:13:35.400 --> 00:13:39.680]  在等等這些事件的前因
[00:13:39.680 --> 00:13:41.480]  和發展裏面
[00:13:41.480 --> 00:13:44.920]  就引申到今天我們所看的這段聖經
[00:13:44.920 --> 00:13:47.720]  馬上我們就在這裏見到
[00:13:47.720 --> 00:13:49.720]  經文介紹告訴他知道
[00:13:49.720 --> 00:13:52.960]  祭司長和法尼塞人
[00:13:52.960 --> 00:13:55.400]  就在預備日的第二天
[00:13:55.400 --> 00:13:57.000]  預備日就是耶穌
[00:13:57.000 --> 00:13:59.240]  如果正式來講
[00:13:59.240 --> 00:14:03.240]  預備日就是在這個逾越節的前一晚
[00:14:03.240 --> 00:14:08.200]  應該就是逾越節的禮拜五
[00:14:08.200 --> 00:14:12.280]  然後就在接著的逾越節
[00:14:12.280 --> 00:14:15.080]  就是禮拜五晚上到禮拜六
[00:14:15.080 --> 00:14:17.680]  就是安息日就是這個逾越節的日子
[00:14:17.680 --> 00:14:19.760]  在那個時候耶穌就死了
[00:14:19.760 --> 00:14:22.440]  然後這幫人接著第二天
[00:14:22.440 --> 00:14:24.760]  就是說就是今天的日子
[00:14:24.760 --> 00:14:26.640]  就是耶穌死了之後第二天
[00:14:26.640 --> 00:14:31.200]  就是禮拜五晚上到禮拜六的日子
[00:14:31.200 --> 00:14:32.720]  我們今天是禮拜日
[00:14:32.720 --> 00:14:34.640]  今天是主復活日子 是不是?
[00:14:34.640 --> 00:14:40.920]  在這個時間他們很心急
[00:14:40.920 --> 00:14:49.880]  馬上就去找當時管巴勒斯坦地
[00:14:49.880 --> 00:14:53.520]  猶大地的官叫比拉多
[00:14:53.520 --> 00:14:55.280]  馬上就去見他
[00:14:55.280 --> 00:14:57.880]  這個就是我們第62節所講的
[00:14:57.880 --> 00:15:00.520]  就在預備日的第二天
[00:15:00.520 --> 00:15:06.280]  由祭司長和法尼塞人聚集來見比拉多
[00:15:06.280 --> 00:15:10.280]  其實按照猶太人的傳統
[00:15:10.280 --> 00:15:13.200]  預備日就是預備逾越節
[00:15:13.200 --> 00:15:15.360]  接著預備日 耶穌死了
[00:15:15.360 --> 00:15:18.200]  第二天那個就是逾越節正日來的
[00:15:18.200 --> 00:15:23.000]  正日他們不應該去打擾做事的
[00:15:23.000 --> 00:15:25.000]  走路都有限制的
[00:15:25.000 --> 00:15:27.280]  就是祭司其實更加知道
[00:15:27.280 --> 00:15:30.840]  因為在安息日不可以多走幾多步路的
[00:15:30.840 --> 00:15:33.320]  是不是? 多遠的路 他們知道
[00:15:33.320 --> 00:15:36.960]  而且還有那個來的 還有法尼塞人
[00:15:36.960 --> 00:15:38.720]  他們真是熟讀舊約
[00:15:38.720 --> 00:15:42.720]  曾經很好的當時的教授級人馬
[00:15:42.720 --> 00:15:49.120]  竟然他們在耶穌死了第二天早上就走去
[00:15:49.120 --> 00:15:51.560]  就是埋葬完之後就走去
[00:15:51.560 --> 00:15:53.560]  同時就走去說
[00:15:53.560 --> 00:15:55.560]  喂 比拉多
[00:15:55.560 --> 00:15:58.120]  有些事我們要跟你說 說什麼呢?
[00:15:58.120 --> 00:15:59.640]  我們看看吧
[00:15:59.640 --> 00:16:02.120]  63節就告訴我們知道了
[00:16:02.120 --> 00:16:06.720]  原來這幫人馬上走去就和比拉多說
[00:16:06.720 --> 00:16:09.120]  大人 英文聖經說Sir
[00:16:09.120 --> 00:16:11.120]  很尊重他
[00:16:11.120 --> 00:16:13.560]  Sir 好像英國人那樣
[00:16:13.560 --> 00:16:15.720]  叫Sir都不方便
[00:16:15.720 --> 00:16:17.000]  就是低級了 是不是?
[00:16:17.000 --> 00:16:19.320]  就是一些爵士級的了 是不是?
[00:16:19.320 --> 00:16:22.880]  的而且確 比拉多是當時羅馬
[00:16:22.880 --> 00:16:26.800]  駐在猶大地最高的官員
[00:16:26.800 --> 00:16:30.760]  他就說 我們記得那個有惑人的
[00:16:30.760 --> 00:16:33.560]  其實有惑人的就是指耶穌基督
[00:16:33.560 --> 00:16:36.800]  他活生生再生的時候曾經說過
[00:16:36.800 --> 00:16:39.600]  三天後我就要復活了
[00:16:39.600 --> 00:16:43.160]  原來這幫人很寄聖
[00:16:43.160 --> 00:16:46.240]  他們第一樣東西記起耶穌基督
[00:16:46.240 --> 00:16:48.000]  他說過些什麼呢?
[00:16:48.000 --> 00:16:50.000]  不過從這段聖經裡面
[00:16:50.000 --> 00:16:54.680]  我們首先簡單的最快的答案解答今天的講道題目
[00:16:54.680 --> 00:16:58.600]  究竟第一位首位去報告耶穌基督
[00:16:58.600 --> 00:17:02.600]  宣告耶穌復活的人是誰呢?
[00:17:02.600 --> 00:17:04.600]  不是基督徒
[00:17:04.600 --> 00:17:11.440]  原來是耶穌基督一直針對著耶穌基督很久的對頭人
[00:17:11.440 --> 00:17:16.560]  就是祭司和法尼塞人
[00:17:16.560 --> 00:17:21.400]  而且不是一般祭司 而是祭司長和法尼塞人
[00:17:21.400 --> 00:17:24.280]  他們對耶穌基督的印象是什麼呢?
[00:17:24.280 --> 00:17:26.960]  第一個在這段聖經就介紹給我們知道
[00:17:26.960 --> 00:17:31.840]  他認為耶穌基督是一個有惑人的
[00:17:31.840 --> 00:17:35.280]  英文聖經就翻譯為Deceiver
[00:17:35.280 --> 00:17:39.440]  希臘文就說Hoplanos
[00:17:39.440 --> 00:17:40.680]  就是說什麼呢?
[00:17:40.680 --> 00:17:43.680]  坤人的人 很喜歡坤人的
[00:17:43.680 --> 00:17:46.000]  騙人的人來的
[00:17:46.000 --> 00:17:49.880]  哦 原來這個坤人的形容
[00:17:49.880 --> 00:17:52.360]  坤人的人 就是欺騙人的人
[00:17:52.360 --> 00:17:53.880]  有惑人的人
[00:17:53.880 --> 00:17:55.280]  在聖經只用過五次
[00:17:55.280 --> 00:17:57.280]  除了這裡 另外四次
[00:17:57.280 --> 00:18:01.840]  就在保羅的書信 哥倫多後書第六章第八節
[00:18:01.840 --> 00:18:05.240]  哥倫多前書的第四章第一節
[00:18:05.240 --> 00:18:11.040]  和在約翰二書的第七和第八節裏面用過
[00:18:11.040 --> 00:18:14.920]  總共有五次用過
[00:18:14.920 --> 00:18:19.640]  每一次都形容到那些是負面的人來欺騙人
[00:18:19.640 --> 00:18:26.560]  但原來在祭司長和法尼塞人的心裏面
[00:18:26.560 --> 00:18:28.600]  他們對耶穌基督的印象
[00:18:28.600 --> 00:18:32.960]  就好像這些欺騙人的人去坤人的人來的
[00:18:32.960 --> 00:18:35.880]  不過可憐的事情就在這裏發生了
[00:18:35.880 --> 00:18:39.160]  那你說牧師有什麼可憐呢?
[00:18:39.160 --> 00:18:40.840]  可憐的就是
[00:18:40.840 --> 00:18:44.120]  原來他們在報告的那個福音
[00:18:44.120 --> 00:18:46.840]  三天後耶穌基督要復活的那個福音
[00:18:46.840 --> 00:18:49.360]  原來報給彼拉多
[00:18:49.360 --> 00:18:52.880]  他動機不是想彼拉多信的
[00:18:52.880 --> 00:18:54.520]  其實他自己已經信了
[00:18:54.520 --> 00:18:55.840]  為什麼我這樣說呢?
[00:18:55.840 --> 00:19:00.120]  如果大家熟悉這個猶太人的
[00:19:00.120 --> 00:19:03.880]  他們的神學基本概念
[00:19:03.880 --> 00:19:07.600]  我們知道猶太人的群眾在猶大地
[00:19:07.600 --> 00:19:12.480]  基本上可以分為三大類的
[00:19:12.480 --> 00:19:15.200]  其中一類我們就叫做法尼塞人
[00:19:15.200 --> 00:19:16.560]  我們最熟悉的
[00:19:16.560 --> 00:19:19.920]  另一類就叫做薩都該人
[00:19:19.920 --> 00:19:23.520]  另外一類就叫做愛悉尼人
[00:19:23.520 --> 00:19:27.040]  那些是死開骨卷的
[00:19:27.040 --> 00:19:29.120]  在聖經裏面
[00:19:29.120 --> 00:19:31.120]  特別是在《馬太福音》
[00:19:31.120 --> 00:19:34.480]  第22章、第23節裏面
[00:19:34.480 --> 00:19:37.400]  就很清楚告訴我們知道
[00:19:37.400 --> 00:19:41.280]  在這三類的猶太人的神學裏面
[00:19:41.280 --> 00:19:43.760]  只有一類就不信耶穌基督
[00:19:43.760 --> 00:19:45.440]  就不信有復活這回事
[00:19:45.440 --> 00:19:47.440]  那就是薩都該人
[00:19:47.440 --> 00:19:52.120]  法尼塞人和愛悉尼人
[00:19:52.120 --> 00:19:57.400]  他們都相信有復活這回事的
[00:19:57.400 --> 00:20:01.360]  但是如果我們更仔細去看一下
[00:20:01.360 --> 00:20:03.600]  法尼塞人不單止相信
[00:20:03.600 --> 00:20:05.600]  並且他曾經試過
[00:20:05.600 --> 00:20:07.880]  去為這件事有復活的事情
[00:20:07.880 --> 00:20:11.640]  和這些薩都該人又發生爭執
[00:20:11.640 --> 00:20:12.640]  發生在哪裏呢?
[00:20:12.640 --> 00:20:13.960]  我們很熟悉的
[00:20:13.960 --> 00:20:16.440]  《仕途行傳》第23章
[00:20:16.440 --> 00:20:17.960]  第6至第8節
[00:20:17.960 --> 00:20:21.520]  Acts 23:6-8
[00:20:21.520 --> 00:20:25.720]  他們在談論法尼塞人和耶穌基督
[00:20:25.720 --> 00:20:29.880]  對復活的衝突
[00:20:29.880 --> 00:20:35.480]  法尼塞人就信有復活的事
[00:20:35.480 --> 00:20:39.880]  但是他來到向彼拉多講
[00:20:39.880 --> 00:20:43.200]  他就說我聽說過
[00:20:43.200 --> 00:20:45.000]  那個騙人的人
[00:20:45.000 --> 00:20:46.000]  昆仁的那個
[00:20:46.000 --> 00:20:47.480]  就是耶穌他們說的
[00:20:47.480 --> 00:20:49.000]  他在生的時候
[00:20:49.000 --> 00:20:51.880]  說我三天後就會復活了
[00:20:51.880 --> 00:20:55.840]  他去和彼拉多報傳福音
[00:20:55.840 --> 00:20:58.720]  傳耶穌基督三天後復活
[00:20:58.720 --> 00:21:01.720]  他怕什麼呢?
[00:21:01.720 --> 00:21:04.600]  他怕的就是在這個時候
[00:21:04.600 --> 00:21:07.320]  耶穌真是復活了
[00:21:07.320 --> 00:21:08.320]  對不對?
[00:21:08.320 --> 00:21:09.600]  但是在這裏
[00:21:09.600 --> 00:21:13.320]  他又似乎想告訴彼拉多
[00:21:13.320 --> 00:21:17.760]  其實我根本也不想耶穌基督真是復活了
[00:21:17.760 --> 00:21:19.760]  我們來到這裏
[00:21:19.760 --> 00:21:22.800]  見到可憐的情況就是這樣
[00:21:22.800 --> 00:21:24.600]  法尼塞人
[00:21:24.600 --> 00:21:26.600]  他自己本身神學上面
[00:21:26.600 --> 00:21:28.600]  是相信有復活的事情的
[00:21:28.600 --> 00:21:30.600]  耶穌基督說他三天復活了
[00:21:30.600 --> 00:21:32.200]  是很正常的事情
[00:21:32.200 --> 00:21:33.480]  他應該高興
[00:21:33.480 --> 00:21:35.680]  因為他的神學被肯定了
[00:21:35.680 --> 00:21:39.000]  但是因為他們不喜歡耶穌
[00:21:39.000 --> 00:21:41.680]  耶穌阻礙了他們發達
[00:21:41.680 --> 00:21:47.080]  耶穌差不多好像想搶了他們的飯碗一樣
[00:21:47.080 --> 00:21:50.080]  於是他在這樣的情況之下
[00:21:50.080 --> 00:21:52.880]  他要走去找彼拉多
[00:21:52.880 --> 00:21:55.160]  希望和彼拉多說
[00:21:55.160 --> 00:21:58.680]  其實這件事根本不是一件真的事情
[00:21:58.680 --> 00:22:01.680]  免得造成一個局面
[00:22:01.680 --> 00:22:05.680]  他真是復活了造成一個更大的矛盾
[00:22:05.680 --> 00:22:07.280]  或者欺詐
[00:22:07.280 --> 00:22:09.680]  這個我們後面一定會繼續說
[00:22:09.680 --> 00:22:12.680]  不過我們來到這裏我們去看一下
[00:22:12.680 --> 00:22:15.680]  可憐就可憐在這一點
[00:22:15.680 --> 00:22:20.080]  他們從哪裏知道耶穌基督三天後會復活呢?
[00:22:20.080 --> 00:22:23.680]  我就查過在《馬太福音》裏面
[00:22:23.680 --> 00:22:27.680]  主要都是耶穌基督向他自己的門徒
[00:22:27.680 --> 00:22:31.680]  去介紹到耶穌基督是三天
