
[00:00:00.000 --> 00:00:03.720]  剛才主席也幫我們說了今天的題目
[00:02:50.000 --> 00:02:51.400]  城門被火焚燒
[00:02:51.400 --> 00:02:54.520]  自己的心裡像被火燒一樣焦急
[00:02:54.520 --> 00:02:57.360]  憂慮、著急哀愁
[00:02:57.360 --> 00:02:59.520]  他很想回到以色列磨一磨
[00:02:59.520 --> 00:03:03.240]  他很想有機會參與重建城牆的工作
[00:03:03.240 --> 00:03:04.200]  對於他來說
[00:03:04.200 --> 00:03:07.920]  重建城牆不單只是一個地方上的重建
[00:03:07.920 --> 00:03:11.720]  更加是神給離棄米的意象和使命
[00:03:11.720 --> 00:03:15.920]  象徵著猶太人的民族尊嚴的重建
[00:03:15.920 --> 00:03:19.160]  象徵著猶太人自己的宗教
[00:03:19.160 --> 00:03:21.920]  聖潔的生活、敬拜中心的重建
[00:03:21.920 --> 00:03:23.320]  更加重要的是
[00:03:23.320 --> 00:03:29.760]  要重建猶太人和耶和華上帝的關係
[00:03:29.760 --> 00:03:32.080]  他們是上帝的百姓
[00:03:32.080 --> 00:03:35.680]  是同神納約的子民
[00:03:35.680 --> 00:03:38.000]  在上一次的第一集
[00:03:38.000 --> 00:03:40.240]  即是重建城牆一
[00:03:40.240 --> 00:03:42.200]  由祈禱開始
[00:03:42.200 --> 00:03:44.080]  離棄米第一章的禱告
[00:03:44.080 --> 00:03:46.920]  教導了我們一個愛國的情懷
[00:03:46.920 --> 00:03:50.760]  祈禱連結了我們和身邊的人的關係
[00:03:50.760 --> 00:03:53.400]  和我們民族國家的關係
[00:03:53.400 --> 00:03:58.760]  離棄米的禱告帶著了一份承擔感和志氣
[00:03:58.760 --> 00:04:04.760]  為了自己、為了民族認罪悔改流淚禱告
[00:04:04.760 --> 00:04:07.640]  離棄米的祈禱也充滿了上帝的話語
[00:04:07.640 --> 00:04:09.640]  和看到他對上帝的認識
[00:04:09.640 --> 00:04:15.120]  祈禱教導我們如何做一個合神心意的祈禱
[00:04:15.120 --> 00:04:16.560]  回看我們今天
[00:04:16.560 --> 00:04:19.240]  我們的國家
[00:04:19.240 --> 00:04:20.840]  我們的城市
[00:04:20.840 --> 00:04:22.160]  充滿著罪惡
[00:04:22.160 --> 00:04:24.680]  充滿著不公義
[00:04:24.680 --> 00:04:28.960]  訪問那四個候選特首的候選人都說
[00:04:28.960 --> 00:04:32.480]  我們香港人之間充滿著什麼?
[00:04:32.480 --> 00:04:35.880]  撕裂和矛盾
[00:04:35.880 --> 00:04:37.680]  教會
[00:04:37.680 --> 00:04:39.400]  不單止是土瓜人浸信會
[00:04:39.400 --> 00:04:41.840]  普遍的香港教會
[00:04:41.840 --> 00:04:43.760]  都被指責離地
[00:04:43.760 --> 00:04:45.440]  脫離現實
[00:04:45.440 --> 00:04:47.920]  而我們信徒的生活又如何呢?
[00:04:47.920 --> 00:04:52.680]  我們的敬拜、祈禱、靈修、讀經如何呢?
[00:04:52.680 --> 00:04:54.440]  可能是軟弱無力
[00:04:54.440 --> 00:04:58.680]  所以其實在我們身邊周圍都是危機處處的
[00:04:58.680 --> 00:05:01.440]  今天我們再看離棄米的第二章的時候
[00:05:01.440 --> 00:05:02.720]  我們要看看
[00:05:02.720 --> 00:05:06.760]  在這個驚濤駭浪的危機處處的情況下
[00:05:06.760 --> 00:05:12.320]  幾乎連離棄米自己都要惹上殺身之禍的危險
[00:05:12.320 --> 00:05:16.840]  他短期內的祈禱能夠轉危為機
[00:05:16.840 --> 00:05:18.200]  離棄米的禱告
[00:05:18.200 --> 00:05:20.920]  由一個個人情懷的祈禱
[00:05:20.920 --> 00:05:22.840]  從神而來的意象
[00:05:22.840 --> 00:05:27.320]  化成了一個能夠實際落地的行動和使命
[00:05:27.320 --> 00:05:30.680]  我們就看看第二章一至十節
[00:05:30.680 --> 00:05:33.040]  上帝給我們有什麼教導
[00:05:33.040 --> 00:05:36.600]  我們在讀經之前作一個禱告
[00:05:36.600 --> 00:05:40.080]  聽著我們為著預備去聽你的話語
[00:05:40.080 --> 00:05:42.280]  獻上我們祈禱的心
[00:05:42.280 --> 00:05:46.200]  願聖靈現在在我們心裡親自作供
[00:05:46.200 --> 00:05:48.600]  以致我們的耳朵、我們的心靈
[00:05:48.600 --> 00:05:51.680]  在聆聽聖靈神祢的話語
[00:05:51.680 --> 00:05:54.280]  又讓孩子成為你流通的管子
[00:05:54.280 --> 00:05:57.280]  以致我所說的道不是出於個人自己
[00:05:57.280 --> 00:05:59.280]  而是出於聖靈的心意
[00:05:59.280 --> 00:06:01.400]  求主祢就帶領我們在這一刻
[00:06:01.400 --> 00:06:03.800]  成為一個專一的聽道者
[00:06:03.800 --> 00:06:06.840]  在敬拜當中以一個聽道的侍奉
[00:06:06.840 --> 00:06:08.600]  去聆聽祢的話語
[00:06:08.600 --> 00:06:10.920]  讓祢的話語轉化生命
[00:06:10.920 --> 00:06:14.040]  更新我們以致我們更加明白神祢的心意
[00:06:14.040 --> 00:06:15.240]  求主祢幫助
[00:06:15.240 --> 00:06:17.000]  帶領奉耶穌基督命求
[00:06:17.000 --> 00:06:17.680]  阿門
[00:06:17.680 --> 00:06:19.640]  《利物語記》的第二章第一節
[00:06:19.640 --> 00:06:22.480]  告訴我們當時的時間
[00:06:22.480 --> 00:06:26.960]  除了是主前的四四五年之外
[00:06:26.960 --> 00:06:30.920]  其實距離第一章之間的時間有四個月
[00:06:30.920 --> 00:06:33.440]  在第一章說的是基斯留月
[00:06:33.440 --> 00:06:35.640]  即是楊曆十一、十二月
[00:06:35.640 --> 00:06:38.440]  而在現在的彌撒月
[00:06:38.440 --> 00:06:40.680]  是在說楊曆三至四月
[00:06:40.680 --> 00:06:43.040]  所以大約之間有四個月
[00:06:43.040 --> 00:06:44.280]  相信這四個月的時間
[00:06:44.280 --> 00:06:48.160]  尼西米不斷地禁食祈禱
[00:06:48.160 --> 00:06:52.520]  為著自己的國家、民族哭泣流淚禱告
[00:06:52.520 --> 00:06:56.640]  在神面前跪下禱告祈求
[00:06:56.640 --> 00:06:57.800]  但在這段時間
[00:06:57.800 --> 00:07:00.720]  尼西米並不會躲起來祈禱
[00:07:00.720 --> 00:07:01.640]  甚麼都不管
[00:07:01.640 --> 00:07:04.120]  他仍然謹守自己的工作崗位
[00:07:04.120 --> 00:07:06.320]  你看到在第一節後面說
[00:07:06.320 --> 00:07:09.760]  「我素來在王面前是沒有仇容的」
[00:07:09.760 --> 00:07:11.160]  「素來」的意思是
[00:07:11.160 --> 00:07:14.640]  他保持著酒精的專業身份
[00:07:14.640 --> 00:07:16.560]  他要為皇帝斟酒
[00:07:16.560 --> 00:07:18.320]  要哄皇帝開心
[00:07:18.320 --> 00:07:20.040]  不可以有仇容
[00:07:20.040 --> 00:07:24.000]  所以尼西米的祈禱也帶出了很重要的東西
[00:07:24.000 --> 00:07:25.560]  祈禱並不是甚麼都不管
[00:07:25.560 --> 00:07:26.720]  推卸責任
[00:07:26.720 --> 00:07:27.600]  相反
[00:07:27.600 --> 00:07:30.200]  祈禱能加重我們的承擔感
[00:07:30.200 --> 00:07:33.560]  我們更願意接受更大的責任
[00:07:33.560 --> 00:07:34.640]  在這四個月
[00:07:34.640 --> 00:07:35.960]  一百天之內
[00:07:35.960 --> 00:07:37.880]  尼西米除了祈禱之外
[00:07:37.880 --> 00:07:41.640]  他正在等候神為他預備一個最佳的時機
[00:07:41.640 --> 00:07:43.520]  現在已追一節
[00:07:43.520 --> 00:07:44.680]  尼三月
[00:07:44.680 --> 00:07:47.080]  在王面前擺酒
[00:07:47.080 --> 00:07:52.080]  這可能就是神為尼西米預備的最佳時刻
[00:07:52.080 --> 00:07:53.520]  擺酒
[00:07:53.520 --> 00:07:54.320]  甚麼時候擺酒?
[00:07:54.320 --> 00:07:55.600]  我們中文最喜歡的
[00:07:55.600 --> 00:07:57.080]  喜慶場合
[00:07:57.080 --> 00:07:57.840]  大宴親朋
[00:07:57.840 --> 00:07:58.400]  結婚
[00:07:58.400 --> 00:07:59.640]  或者嫁女
[00:07:59.640 --> 00:08:02.640]  或者生日宴等等
[00:08:02.640 --> 00:08:03.600]  阿達舍西王
[00:08:03.600 --> 00:08:04.800]  更加經常擺酒
[00:08:04.800 --> 00:08:06.720]  誰想像誰
[00:08:06.720 --> 00:08:09.680]  可能這就是尼西米一個好的時刻
[00:08:09.680 --> 00:08:11.360]  他去求問皇帝的時候
[00:08:11.360 --> 00:08:13.440]  可能皇帝就會恩准他
[00:08:13.440 --> 00:08:14.240]  在這個情況
[00:08:14.240 --> 00:08:15.920]  其實在《新約聖經》也出現過
[00:08:15.920 --> 00:08:17.160]  如果你記得的話
[00:08:17.160 --> 00:08:18.400]  有一位希律王
[00:08:18.400 --> 00:08:19.960]  他在他的生日宴裡面
[00:08:19.960 --> 00:08:20.960]  看到一個女兒跳舞
[00:08:20.960 --> 00:08:21.800]  很開心
[00:08:21.800 --> 00:08:24.280]  女兒你喜歡甚麼我都給你
[00:08:24.280 --> 00:08:26.640]  竟然女兒聽了母后的說話
[00:08:26.640 --> 00:08:29.600]  就要施浸藥行的頭顱
[00:08:29.600 --> 00:08:31.400]  所以
[00:08:31.400 --> 00:08:32.560]  希律王
[00:08:32.560 --> 00:08:33.360]  金口一開
[00:08:33.360 --> 00:08:34.800]  不能退回頭
[00:08:34.800 --> 00:08:37.720]  所以就施了浸藥行
[00:08:37.720 --> 00:08:39.120]  除了擺酒時刻
[00:08:39.120 --> 00:08:41.680]  是尼西米一個好的時機之外
[00:08:41.680 --> 00:08:42.320]  很特別
[00:08:42.320 --> 00:08:45.080]  你看到皇帝主動關心他的神僕
[00:08:45.080 --> 00:08:46.200]  他說
[00:08:46.200 --> 00:08:47.080]  你既沒有病
[00:08:47.080 --> 00:08:47.720]  第二節說
[00:08:47.720 --> 00:08:49.720]  為甚麼面帶愁容呢?
[00:08:49.720 --> 00:08:50.600]  這不是別的
[00:08:50.600 --> 00:08:52.440]  必是你心中受煩
[00:08:52.440 --> 00:08:53.640]  皇帝很明白
[00:08:53.640 --> 00:08:55.480]  尼西米是一個專業的酒精
[00:08:55.480 --> 00:08:57.920]  不會隨便顯示愁容的
[00:08:57.920 --> 00:08:59.280]  所以他愁容
[00:08:59.280 --> 00:09:02.200]  一定是背後有一個很深厚的原因
[00:09:02.200 --> 00:09:02.680]  沒錯
[00:09:02.680 --> 00:09:05.000]  尼西米四個月的禁食祈禱
[00:09:05.000 --> 00:09:06.960]  的確有少許疲態
[00:09:06.960 --> 00:09:10.360]  他心中反覆的掙扎和思想就是
[00:09:10.360 --> 00:09:13.680]  他很掛念他的家鄉耶路撒冷的光景
[00:09:13.680 --> 00:09:16.440]  他可否參與重建城鄉的工作呢?
[00:09:16.440 --> 00:09:18.720]  但又擔心向皇帝請假
[00:09:18.720 --> 00:09:20.360]  或者求問的時候
[00:09:20.360 --> 00:09:22.800]  皇帝給不給呢?
[00:09:22.800 --> 00:09:24.200]  如果給的話
[00:09:24.200 --> 00:09:28.400]  他就要離開了在皇宮舒適的環境
[00:09:28.400 --> 00:09:29.720]  高身厚祿
[00:09:29.720 --> 00:09:32.800]  去到耶路撒冷這麼荒僻的地方
[00:09:32.800 --> 00:09:35.280]  踏石仔建城牆
[00:09:35.280 --> 00:09:37.320]  在他盤旋之間
[00:09:37.320 --> 00:09:42.320]  亞特薩西王就主動關心尼西米的情況
[00:09:42.320 --> 00:09:43.400]  第三個
[00:09:43.400 --> 00:09:45.320]  可能是最佳時機的
[00:09:45.320 --> 00:09:47.520]  我們看到第六節
[00:09:47.520 --> 00:09:50.520]  「那時皇后坐在皇帝旁邊」
[00:09:50.520 --> 00:09:51.520]  你讀的時候會發覺
[00:09:51.520 --> 00:09:54.720]  和前行文下里好像格格不入
[00:09:54.720 --> 00:09:55.640]  但我們知道
[00:09:55.640 --> 00:09:59.320]  聖經的說話每一句都不能廢去
[00:09:59.320 --> 00:10:02.960]  他放在這裏一定有他的意思
[00:10:02.960 --> 00:10:04.880]  聖經家有兩個看法
[00:10:04.880 --> 00:10:06.800]  第一個看法就是
[00:10:06.800 --> 00:10:08.040]  亞特薩西王
[00:10:08.040 --> 00:10:11.240]  是一個很喜歡在女人面前
[00:10:11.240 --> 00:10:15.560]  顯示慷慨和仁慈的模範
[00:10:15.560 --> 00:10:21.520]  皇后自然是亞特薩西王最寵愛的女人
[00:10:21.520 --> 00:10:25.480]  所以自然有臣子求問他需要的時候
[00:10:25.480 --> 00:10:28.360]  當然要在女人面前顯示慷慨
[00:10:28.360 --> 00:10:30.200]  所以就容易應承
[00:10:30.200 --> 00:10:32.160]  而第二批的聖經家說
[00:10:32.160 --> 00:10:33.880]  這個皇后
[00:10:33.880 --> 00:10:35.360]  我有一幅照片
[00:10:35.360 --> 00:10:36.560]  這些不是照片
[00:10:36.560 --> 00:10:39.120]  這些是人畫的圖
[00:10:39.120 --> 00:10:41.120]  你見到一個女人
[00:10:41.120 --> 00:10:42.840]  你覺得是甚麼年紀
[00:10:42.840 --> 00:10:44.080]  我們不揣測了
[00:10:44.080 --> 00:10:45.680]  有些聖經家說
[00:10:45.680 --> 00:10:48.440]  這個不是今天的皇后
[00:10:48.440 --> 00:10:50.080]  是前朝的皇后
[00:10:50.080 --> 00:10:51.480]  即是皇太后
[00:10:51.480 --> 00:10:54.920]  即是說是亞特薩西王的母后級
[00:10:54.920 --> 00:10:56.520]  母后級未必是親生的
[00:10:56.520 --> 00:10:59.600]  不過都是前皇太后
[00:10:59.600 --> 00:11:02.320]  可能就是以斯帖皇后
[00:11:02.320 --> 00:11:04.200]  如果你熟悉以斯帖就知道了
[00:11:04.200 --> 00:11:06.600]  以斯帖皇后都是猶太人
[00:11:06.600 --> 00:11:08.920]  所以有皇太后在身邊
[00:11:08.920 --> 00:11:11.080]  說關於耶路撒冷的需要
[00:11:11.080 --> 00:11:14.240]  皇帝的應承機會率又再提高
[00:11:14.240 --> 00:11:16.040]  所以
[00:11:16.040 --> 00:11:19.640]  尼西米在這四個月裡的祈禱
[00:11:19.640 --> 00:11:21.000]  等候的時機
[00:11:21.000 --> 00:11:24.000]  原來上帝就在這一刻為她預備
[00:11:24.000 --> 00:11:25.440]  而且這四個月
[00:11:25.440 --> 00:11:29.680]  也是操練著尼西米對上帝的信心考驗
[00:11:29.680 --> 00:11:32.600]  她在這四個月裡更加親近上帝
[00:11:32.600 --> 00:11:34.520]  反覆默想上帝的話語
[00:11:34.520 --> 00:11:37.840]  去靜心思想上帝的心意
[00:11:37.840 --> 00:11:38.720]  兄弟姐妹
[00:11:38.720 --> 00:11:40.920]  你會否試過為了一件事去祈禱
[00:11:40.920 --> 00:11:42.320]  祈禱了很久
[00:11:42.320 --> 00:11:44.320]  上帝還沒有答應呢?
[00:11:44.320 --> 00:11:46.480]  我就為了自己的家人信主
[00:11:46.480 --> 00:11:47.520]  我媽媽也在這裡
[00:11:47.520 --> 00:11:50.000]  為她信主十年了
[00:11:50.000 --> 00:11:53.840]  上帝才有她的工作
[00:11:53.840 --> 00:11:55.560]  可能有些人
[00:11:55.560 --> 00:11:59.360]  為了尋求一份合神生命的工作
[00:11:59.360 --> 00:12:00.160]  辭了工作
[00:12:00.160 --> 00:12:01.480]  祈禱了很久
[00:12:01.480 --> 00:12:03.520]  上帝也沒有特別的安排
[00:12:03.520 --> 00:12:04.440]  然後就覺得
[00:12:04.440 --> 00:12:05.560]  上帝啊 為什麼你這樣
[00:12:05.560 --> 00:12:06.640]  叫我辭了工作
[00:12:06.640 --> 00:12:08.960]  但是又沒有安排怎麼辦呢?
[00:12:08.960 --> 00:12:10.960]  其中一個人叫做卜威廉
[00:12:10.960 --> 00:12:12.680]  他是英國人
[00:12:12.680 --> 00:12:20.200]  他是在十九世紀的時候的一個男子
[00:12:20.200 --> 00:12:22.320]  他家庭家道中落
[00:12:22.320 --> 00:12:24.840]  到了十三歲的時候就要絕學
[00:12:24.840 --> 00:12:28.560]  到了貧民窟的一個當舖裡做學徒
[00:12:28.560 --> 00:12:29.480]  在十四歲的時候
[00:12:29.480 --> 00:12:30.880]  他爸爸也過世了
[00:12:30.880 --> 00:12:32.800]  他要獨力撫養他的媽媽
[00:12:32.800 --> 00:12:35.640]  還有他的姐姐和妹妹
[00:12:35.640 --> 00:12:38.400]  後來卜威廉上了耶穌
[00:12:38.400 --> 00:12:41.800]  他不想再留在當舖工作
[00:12:41.800 --> 00:12:43.880]  一方面在當舖工作
[00:12:43.880 --> 00:12:45.840]  影響了他禮拜日的教會
[00:12:45.840 --> 00:12:46.760]  另外一件事
[00:12:46.760 --> 00:12:48.720]  就是當舖老闆很刻薄的
[00:12:48.720 --> 00:12:50.160]  你知道當舖老闆做什麼的
[00:12:50.160 --> 00:12:51.560]  就是那些人走投無路
[00:12:51.560 --> 00:12:54.160]  那些貧窮人去當舖做事
[00:12:54.160 --> 00:12:55.440]  已經需要金錢了
[00:12:55.440 --> 00:12:56.800]  當舖老闆當然要怎麼做呢?
[00:12:56.800 --> 00:12:58.400]  壓他價
[00:12:58.400 --> 00:12:59.760]  所以他就不值得
[00:12:59.760 --> 00:13:00.920]  就決定辭了工作
[00:13:00.920 --> 00:13:03.000]  找一份新的工作
[00:13:03.000 --> 00:13:06.680]  卜威廉祈禱了一年
[00:13:06.680 --> 00:13:08.120]  都找不到工作
[00:13:08.120 --> 00:13:10.280]  他不明白為什麼神要這樣
[00:13:10.280 --> 00:13:13.040]  辭了工作又不安排新的工作給他
[00:13:13.040 --> 00:13:15.280]  他在這一年裡面
[00:13:15.280 --> 00:13:17.400]  很專一的去看聖經
[00:13:17.400 --> 00:13:19.080]  看很多熟悉的書籍
[00:13:19.080 --> 00:13:24.520]  包括當時著名的約翰·衛斯理的書籍和港道集
[00:13:24.520 --> 00:13:26.920]  而在這一年裡面
[00:13:26.920 --> 00:13:31.400]  卜威廉也深切的明白貧窮人的苦況
[00:13:31.400 --> 00:13:35.840]  所以上帝給了一個意象和使命卜威廉
[00:13:35.840 --> 00:13:39.680]  就是他要後來成立了救世軍
[00:13:39.680 --> 00:13:42.000]  就是今天的救世軍
[00:13:42.000 --> 00:13:43.600]  救世軍的核心價值
[00:13:43.600 --> 00:13:45.520]  就是要去到最低層
[00:13:45.520 --> 00:13:48.320]  最貧窮的人當中去服侍他們
[00:13:48.320 --> 00:13:49.960]  將福音帶給他們
[00:13:49.960 --> 00:13:52.920]  這也成為了卜威廉在這段時間
[00:13:52.920 --> 00:13:57.680]  領受從上帝而來的意象和使命
[00:13:57.680 --> 00:13:58.880]  尼西米的祈禱
[00:13:58.880 --> 00:14:00.600]  這四個月裡面
[00:14:00.600 --> 00:14:03.600]  肯定不單單只是祈禱什麼都不做
[00:14:03.600 --> 00:14:05.360]  你在稍後再看
[00:14:05.360 --> 00:14:07.240]  在二章五至八節裡面
[00:14:07.240 --> 00:14:10.400]  他向皇帝提出的訴求的內容
[00:14:10.400 --> 00:14:12.560]  你就知道在這四個月裡面
[00:14:12.560 --> 00:14:14.560]  是有充足的準備
[00:14:14.560 --> 00:14:16.560]  收集了很多的情報
[00:14:16.560 --> 00:14:18.360]  做了很多詳細的計劃
[00:14:18.360 --> 00:14:20.720]  這個我們一會兒就會看到
[00:14:20.720 --> 00:14:21.760]  在今天下午
[00:14:21.760 --> 00:14:23.760]  我們有全民諮詢大會
[00:14:23.760 --> 00:14:27.280]  我們要介紹教會接下來的五年計劃
[00:14:27.280 --> 00:14:30.400]  這個也是我們做了很多周詳的計劃
[00:14:30.400 --> 00:14:31.680]  但是在之前
[00:14:31.680 --> 00:14:35.000]  我們弟兄姊妹用了很多時間
[00:14:35.000 --> 00:14:39.640]  心機圍著這個意象去禱告去祈求
[00:14:39.640 --> 00:14:43.400]  我還記得在上年的五月十五號
[00:14:43.400 --> 00:14:44.960]  聖靈降臨節那天
[00:14:44.960 --> 00:14:46.120]  上帝感動我
[00:14:46.120 --> 00:14:47.640]  要去邀請一些弟兄姊妹
[00:14:47.640 --> 00:14:49.520]  為了教會復興去祈禱
[00:14:49.520 --> 00:14:52.840]  當時有大約幾位弟兄姊妹回應
[00:14:52.840 --> 00:14:54.840]  到一路去增加
[00:14:54.840 --> 00:14:57.800]  去到我們一六年的十月三十日
[00:14:57.800 --> 00:15:00.560]  我們連續二百天為了教會復興祈禱
[00:15:00.560 --> 00:15:01.800]  已經有二十位弟兄姊妹
[00:15:01.800 --> 00:15:03.920]  參加了這個復興禱告運動
[00:15:03.920 --> 00:15:06.200]  而在一七年的一月一日
[00:15:06.200 --> 00:15:07.040]  感謝主
[00:15:07.040 --> 00:15:08.400]  已經有三十位弟兄姊妹
[00:15:08.400 --> 00:15:11.400]  和我們一起為了教會復興去禱告祈求
[00:15:11.400 --> 00:15:14.800]  所以教會復興要有周詳的計劃
[00:15:14.800 --> 00:15:18.840]  同樣也必須要有祈禱等候神的時機
[00:15:18.840 --> 00:15:20.240]  弟兄姊妹
[00:15:20.240 --> 00:15:23.240]  你的祈禱生活如何呢?
[00:15:23.240 --> 00:15:26.120]  你有沒有等候神的回應呢?
[00:15:26.120 --> 00:15:27.200]  我鼓勵你
[00:15:27.200 --> 00:15:29.160]  去學習尼西米的信心
[00:15:29.160 --> 00:15:30.520]  等候時機
[00:15:30.520 --> 00:15:33.280]  可能神正在你等候的時間裡
[00:15:33.280 --> 00:15:34.880]  準備著你的心智
[00:15:34.880 --> 00:15:40.800]  去承擔一個更大的意象和使命
[00:15:40.800 --> 00:15:44.320]  我們看回經文在第二章的二節下
[00:15:44.320 --> 00:15:45.560]  尼西米說
[00:15:45.560 --> 00:15:48.360]  當皇帝主動問候他的心情時
[00:15:48.360 --> 00:15:49.120]  他說
[00:15:49.120 --> 00:15:51.680]  「於是我甚懼怕」
[00:15:51.680 --> 00:15:55.040]  這個懼怕的原文翻譯
[00:15:55.040 --> 00:15:58.680]  是說跌入了一個懼怕的深谷裡
[00:15:58.680 --> 00:16:01.360]  一個鋪天蓋地的懼怕
[00:16:01.360 --> 00:16:03.480]  蓋在尼西米當中
[00:16:03.480 --> 00:16:05.200]  哇 尼西米你這麼
[00:16:05.200 --> 00:16:06.560]  這麼愚蠢 這麼膽小
[00:16:06.560 --> 00:16:08.400]  皇帝問候一下你的近況而已
[00:16:08.400 --> 00:16:09.600]  問一下你的心情而已
[00:16:09.600 --> 00:16:12.280]  何必害怕得這麼誇張
[00:16:12.280 --> 00:16:14.840]  其實尼西米絕對不是一個膽小之徒
[00:16:14.840 --> 00:16:18.120]  如果你看回聖經後來那幾章的記載
[00:16:18.120 --> 00:16:19.720]  尼西米是極有膽識
[00:16:19.720 --> 00:16:22.840]  遇到敵人的陰險攻擊
[00:16:22.840 --> 00:16:25.000]  他處處不會讓步
[00:16:25.000 --> 00:16:28.840]  分分鐘還有他的反擊
[00:16:28.840 --> 00:16:30.320]  越多困難的時候
[00:16:30.320 --> 00:16:32.440]  尼西米越勇敢越不退縮
[00:16:32.440 --> 00:16:34.120]  所以我們要明白
[00:16:34.120 --> 00:16:38.440]  尼西米為什麼要面對這麼大的恐懼呢?
[00:16:38.440 --> 00:16:40.480]  其實他這個恐懼是有理由的
[00:16:40.480 --> 00:16:43.240]  分分鐘他要面對殺身之禍
[00:16:43.240 --> 00:16:44.480]  為什麼呢?
[00:16:44.480 --> 00:16:47.000]  因為做酒精的專業
[00:16:47.000 --> 00:16:49.600]  就是幫皇帝喝酒作樂
