
[00:00:00.000 --> 00:00:04.520]  這個主題叫化靈為靜
[00:03:03.720 --> 00:03:06.120]  即是你的親生父母未有離異的情況之下
[00:03:06.120 --> 00:03:08.800]  能夠長大進入到17歲
[00:03:08.800 --> 00:03:11.160]  你知不知道有多少人
[00:03:11.160 --> 00:03:12.200]  白人呢
[00:03:12.200 --> 00:03:15.840]  只有54%
[00:03:15.840 --> 00:03:17.280]  黑人
[00:03:17.280 --> 00:03:18.680]  只有17%
[00:03:18.680 --> 00:03:21.640]  即是說你完完整整能夠進入到17歲的時候
[00:03:21.640 --> 00:03:23.680]  你的父母沒有破裂的
[00:03:23.680 --> 00:03:24.600]  只有17%
[00:03:24.600 --> 00:03:26.240]  知不知道
[00:03:26.240 --> 00:03:27.120]  好笑
[00:03:27.120 --> 00:03:29.880]  即是說整個社會
[00:03:29.880 --> 00:03:32.400]  很畸形
[00:03:32.400 --> 00:03:36.800]  確實這個世界是一個很破碎的世界
[00:03:36.800 --> 00:03:38.320]  剛才看的那些例子
[00:03:38.320 --> 00:03:39.600]  在這個世界裏面
[00:03:39.600 --> 00:03:43.200]  如果那些東西破壞了
[00:03:43.200 --> 00:03:47.080]  那些人覺得沒用就會拿去扔
[00:03:47.080 --> 00:03:49.360]  破壞了的東西
[00:03:49.360 --> 00:03:51.520]  你一定不會買回來用
[00:03:51.520 --> 00:03:53.640]  人的關係都一樣
[00:03:53.640 --> 00:03:55.320]  即是婚姻的關係
[00:03:55.320 --> 00:03:56.280]  親人的關係
[00:03:56.280 --> 00:03:59.440]  如果破裂了的時候
[00:03:59.440 --> 00:04:02.600]  人通常的情況都是盡量不要提
[00:04:02.600 --> 00:04:04.240]  以及不要修補
[00:04:04.240 --> 00:04:05.400]  最好就馬上駁
[00:04:05.400 --> 00:04:06.600]  大家不要理就算了
[00:04:06.600 --> 00:04:09.240]  這個是人本身選擇去做
[00:04:09.240 --> 00:04:11.520]  就是放棄了那個關係
[00:04:11.520 --> 00:04:14.040]  然後就過回自己
[00:04:14.040 --> 00:04:18.240]  那種不要和人建立關係的生活裏面
[00:04:18.240 --> 00:04:20.240]  所以破碎的心靈
[00:04:20.240 --> 00:04:21.840]  破裂的關係
[00:04:21.840 --> 00:04:27.640]  就令到我們今天這個社會有這麼多畸形的情況出現
[00:04:27.640 --> 00:04:30.520]  有一個
[00:04:30.520 --> 00:04:31.280]  是不是呢
[00:04:31.280 --> 00:04:32.280]  80年代
[00:04:32.280 --> 00:04:33.760]  80年代
[00:04:33.760 --> 00:04:37.840]  有一個無線的演員叫李嘉欣
[00:04:37.840 --> 00:04:39.160]  李嘉欣就是
[00:04:39.160 --> 00:04:40.440]  我不知道你認不認識她
[00:04:40.440 --> 00:04:41.840]  有個圖片看一下她
[00:04:41.840 --> 00:04:44.000]  給大家認識一下
[00:04:44.000 --> 00:04:45.680]  認不認識她
[00:04:45.680 --> 00:04:47.200]  很久了
[00:04:47.200 --> 00:04:48.760]  她其實不是這麼出名的
[00:04:48.760 --> 00:04:50.600]  她是一個二線
[00:04:50.600 --> 00:04:51.760]  紙紙相
[00:04:51.760 --> 00:04:52.880]  幫不到
[00:04:52.880 --> 00:04:53.760]  下面那個不要看
[00:04:53.760 --> 00:04:54.920]  那個中文字幕
[00:04:54.920 --> 00:04:57.360]  她說她是一個二線的演員
[00:04:57.360 --> 00:04:58.080]  當時很出名
[00:04:58.080 --> 00:05:01.920]  她很多早戲是會拍的
[00:05:01.920 --> 00:05:05.880]  但是她來自一個很破碎的家庭
[00:05:05.880 --> 00:05:07.960]  她有父母
[00:05:07.960 --> 00:05:09.880]  她自己家是最大的
[00:05:09.880 --> 00:05:13.480]  她有個弟弟和一個妹妹
[00:05:13.480 --> 00:05:16.600]  但是她爸爸媽媽的關係是很差的
[00:05:16.600 --> 00:05:19.960]  由早到晚都在吵架
[00:05:19.960 --> 00:05:21.760]  她和弟弟妹妹的關係也不好
[00:05:21.760 --> 00:05:26.760]  所以她大部分時間是和整個家庭沒有溝通的
[00:05:26.760 --> 00:05:30.320]  加上她自己是一個很內向和很怕事的人
[00:05:30.320 --> 00:05:33.280]  於是她就形成了自己
[00:05:33.280 --> 00:05:34.680]  整天躲起來
[00:05:34.680 --> 00:05:38.680]  她不敢受到她在這個家庭裡面有什麼的愛
[00:05:38.680 --> 00:05:43.600]  有一次她的妹妹無端端被她爸爸
[00:05:43.600 --> 00:05:45.400]  她十三歲的時候的妹妹
[00:05:45.400 --> 00:05:47.600]  被她爸爸趕走了之後
[00:05:47.600 --> 00:05:49.920]  她就不知道怎樣幫她妹妹
[00:05:49.920 --> 00:05:52.840]  她很無奈
[00:05:52.840 --> 00:05:55.240]  她中學畢業就去讀商科
[00:05:55.240 --> 00:05:57.960]  就想著考商科
[00:05:57.960 --> 00:06:00.480]  結果就沒什麼工請她
[00:06:00.480 --> 00:06:03.960]  於是她就考警察
[00:06:03.960 --> 00:06:05.920]  考警察就嫌她矮
[00:06:05.920 --> 00:06:07.120]  所以就不收她
[00:06:07.120 --> 00:06:10.240]  因為當時的女警員不是很多的職位
[00:06:10.240 --> 00:06:12.560]  據我講沒有請到她
[00:06:12.560 --> 00:06:16.800]  於是就去考藝園訓練班就收了她
[00:06:16.800 --> 00:06:19.000]  收了她之後就成功了
[00:06:19.000 --> 00:06:22.680]  於是她就進了藝園訓練班裡面
[00:06:22.680 --> 00:06:23.960]  開始她的工作
[00:06:23.960 --> 00:06:27.200]  但是她其實仍然沒有改變她自己
[00:06:27.200 --> 00:06:30.240]  她仍然帶著一種傷痕
[00:06:30.240 --> 00:06:32.240]  她的自我形象很低
[00:06:32.240 --> 00:06:33.760]  雖然她的樣子也不錯
[00:06:33.760 --> 00:06:36.240]  其實她自卑
[00:06:36.240 --> 00:06:39.120]  她又覺得自己很沒用
[00:06:39.120 --> 00:06:41.680]  往往在別人講一兩句話
[00:06:41.680 --> 00:06:44.960]  就會覺得別人在映射她
[00:06:44.960 --> 00:06:47.680]  奇怪的是她很喜歡演戲
[00:06:47.680 --> 00:06:50.320]  她說她演戲的原因是什麼呢?
[00:06:50.320 --> 00:06:52.120]  原來她說她演戲的時候
[00:06:52.120 --> 00:06:55.400]  我就可以將我自己的自我
[00:06:55.400 --> 00:06:57.720]  投入到角色裡面
[00:06:57.720 --> 00:07:01.000]  就可以遮掩了自己那種自卑
[00:07:01.000 --> 00:07:02.200]  和自憐的情緒
[00:07:02.200 --> 00:07:05.080]  別人就看不到原來我這麼自卑
[00:07:05.080 --> 00:07:08.800]  和一個這麼自卑的人
[00:07:08.800 --> 00:07:10.800]  但是她和人際的關係很差
[00:07:10.800 --> 00:07:12.400]  她演完戲之後就不和別人聊天
[00:07:12.400 --> 00:07:15.200]  所以別人覺得她是一個病人
[00:07:15.200 --> 00:07:19.520]  沒多久她的父母就離婚了
[00:07:19.520 --> 00:07:21.720]  沒多久她就拍拖
[00:07:21.720 --> 00:07:23.000]  拍拖認識了一個男生
[00:07:23.000 --> 00:07:25.480]  那個男生想著很好的
[00:07:25.480 --> 00:07:28.800]  沒多久那個男生就甩了她
[00:07:28.800 --> 00:07:30.680]  甩了她之後她就很傷心
[00:07:30.680 --> 00:07:32.200]  就回家了
[00:07:32.200 --> 00:07:35.960]  哭了幾個小時很長
[00:07:35.960 --> 00:07:38.480]  到最後她想自殺
[00:07:38.480 --> 00:07:39.960]  自殺的原因很奇怪
[00:07:39.960 --> 00:07:43.960]  她不是因為這個男生甩她而自殺
[00:07:43.960 --> 00:07:45.880]  她說她自殺是看她的心情
[00:07:45.880 --> 00:07:48.800]  她說我自殺是因為
[00:07:48.800 --> 00:07:51.440]  我從小到大都得不到愛
[00:07:51.440 --> 00:07:53.000]  我沒有父親的愛
[00:07:53.000 --> 00:07:54.760]  我沒有母親的愛
[00:07:54.760 --> 00:07:57.920]  我和兄弟姐妹的關係都沒有愛
[00:07:57.920 --> 00:08:00.760]  現在剛剛讓我找到一個男人
[00:08:00.760 --> 00:08:04.280]  我可以依附他一生
[00:08:04.280 --> 00:08:06.440]  誰知那個男人也甩了我
[00:08:06.440 --> 00:08:11.160]  我人生還有什麼希望生存下去呢?
[00:08:11.160 --> 00:08:15.360]  於是她在絕望之下想自殺想死
[00:08:15.360 --> 00:08:18.000]  她的夢想幻滅了
[00:08:18.000 --> 00:08:21.000]  今天想和大家從這些故事裏面
[00:08:21.000 --> 00:08:25.840]  去看看我們怎樣從一個很破碎的環境裏面
[00:08:25.840 --> 00:08:28.520]  去找一些出路出來
[00:08:28.520 --> 00:08:32.480]  有兩方面想和大家探討一下
[00:08:32.480 --> 00:08:36.240]  一方面是從一個消極的方面
[00:08:36.240 --> 00:08:38.400]  消極的意思不是你不做
[00:08:38.400 --> 00:08:40.760]  就是說我們等破碎的人
[00:08:40.760 --> 00:08:42.440]  很想別人去安慰
[00:08:42.440 --> 00:08:45.000]  很想別人去扶持和幫助
[00:08:45.000 --> 00:08:49.120]  消極的意思是很被動地等別人去幫助
[00:08:49.120 --> 00:08:51.440]  第二就是從另一個角度
[00:08:51.440 --> 00:08:55.360]  就是從一個主動的方法我們去改變
[00:08:55.360 --> 00:09:00.040]  我們看看經文是怎樣看的
[00:09:00.040 --> 00:09:02.760]  在看經文之前
[00:09:02.760 --> 00:09:12.200]  我們都知道每一個人都希望自己能夠在破碎的關係裏得到別人的安慰
[00:09:12.200 --> 00:09:16.800]  有一個爸爸很疼他的兒子
[00:09:16.800 --> 00:09:19.280]  但是這個兒子很不長進
[00:09:19.280 --> 00:09:21.600]  經常去玩耍
[00:09:21.600 --> 00:09:24.360]  十幾歲就認識了一班壞的人
[00:09:24.360 --> 00:09:27.000]  在壞的又形成一些壞習慣
[00:09:27.000 --> 00:09:29.680]  喝酒又吸毒
[00:09:29.680 --> 00:09:31.800]  有一次就被人整蠱
[00:09:31.800 --> 00:09:33.640]  整蠱回去之後就騙了錢
[00:09:33.640 --> 00:09:34.640]  就很傷心
[00:09:34.640 --> 00:09:38.320]  回到家喝醉酒就吐到滿地都是
[00:09:38.320 --> 00:09:42.600]  吐完滿地之後爸爸就覺得這個人真是壞人
[00:09:42.600 --> 00:09:44.200]  回來之後又認識了一些壞人
[00:09:44.200 --> 00:09:47.720]  現在回來又搞到家裏烏煙瘴氣
[00:09:47.720 --> 00:09:49.000]  似乎就是
[00:09:49.000 --> 00:09:51.240]  中國人的方法就是怎樣
[00:09:51.240 --> 00:09:52.520]  罵
[00:09:52.520 --> 00:09:55.480]  用這些方法去責怪他
[00:09:55.480 --> 00:09:58.600]  但是他並沒有看到這個兒子
[00:09:58.600 --> 00:10:04.080]  其實在當時的情況下需要別人去安慰和慰藉他
[00:10:04.080 --> 00:10:07.080]  聖經怎樣提醒我們有出路呢
[00:10:07.080 --> 00:10:08.840]  在心靈最破碎的時候
[00:10:08.840 --> 00:10:11.680]  你如果跑到天父的面前
[00:10:11.680 --> 00:10:13.600]  跑到聖經的面前
[00:10:13.600 --> 00:10:16.360]  你得到一些安慰
[00:10:16.360 --> 00:10:21.440]  剛才我們在101課程裏面和大英哲輩分享的時候
[00:10:21.440 --> 00:10:23.840]  很多道理我們都明白
[00:10:23.840 --> 00:10:26.640]  但是神說過祂自己
[00:10:26.640 --> 00:10:28.760]  我們活著不是單靠食物
[00:10:28.760 --> 00:10:31.080]  是靠神考慮一切的說話
[00:10:31.080 --> 00:10:32.880]  我相信透過這些說話
[00:10:32.880 --> 00:10:34.280]  我希望能夠幫助我們
[00:10:34.280 --> 00:10:40.440]  怎樣從一個破碎的心理裏面去找回一種安慰
[00:10:40.440 --> 00:10:42.400]  看看第一個
[00:10:42.400 --> 00:10:44.440]  第一個經文
[00:10:44.440 --> 00:10:45.840]  剛才那首歌也有講
[00:10:45.840 --> 00:10:50.040]  它說壓傷的爐位不會截斷
[00:10:50.040 --> 00:10:52.440]  將滅的燈火
[00:10:52.440 --> 00:10:55.040]  將熄滅的燈火祂不會熄滅
[00:10:55.040 --> 00:10:58.400]  將殘的燈火祂不會熄滅
[00:10:58.400 --> 00:11:00.960]  祂忠實地傳出祂的公義
[00:11:00.960 --> 00:11:06.880]  這裏提到一個上帝是一個這麼體貼和溫柔的上帝
[00:11:06.880 --> 00:11:09.280]  當你自己很受傷的時候
[00:11:09.280 --> 00:11:10.320]  如果有個人走過來
[00:11:10.320 --> 00:11:12.080]  拍你肩膀安慰你的時候
[00:11:12.080 --> 00:11:14.680]  你有什麼感覺
[00:11:14.680 --> 00:11:19.120]  你很自然得到上帝給你的那種安慰
[00:11:19.120 --> 00:11:21.520]  還有你感覺很不同
[00:11:21.520 --> 00:11:23.280]  說起來
[00:11:23.280 --> 00:11:25.920]  我們從小在香港長大
[00:11:25.920 --> 00:11:29.320]  我們香港人有一種不好的習慣
[00:11:29.320 --> 00:11:33.000]  很喜歡扎人
[00:11:33.000 --> 00:11:34.080]  說人壞話
[00:11:34.080 --> 00:11:37.080]  不是說人壞話
[00:11:37.080 --> 00:11:38.880]  改花名
[00:11:38.880 --> 00:11:44.480]  這些等等的習慣都會影響到我們
[00:11:44.480 --> 00:11:48.800]  去幫助這個人從一個破碎的心理裏面走出來
[00:11:48.800 --> 00:11:50.880]  特別我們今天做基督徒
[00:11:50.880 --> 00:11:53.320]  要很留意我們的說話
[00:11:53.320 --> 00:11:54.480]  神透過我們的說話
[00:11:54.480 --> 00:11:57.200]  將一些安慰的說話走出來
[00:11:57.200 --> 00:11:59.200]  有沒有好像這個感受
[00:11:59.200 --> 00:12:01.120]  你想想這個經文說
[00:12:01.120 --> 00:12:03.400]  路位這麼軟弱
[00:12:03.400 --> 00:12:05.560]  神都不會壓傷它
[00:12:05.560 --> 00:12:07.640]  那顆火快要熄滅的時候
[00:12:07.640 --> 00:12:09.520]  祂都不會禁熄它
[00:12:09.520 --> 00:12:12.200]  上帝是一個這麼溫柔的上帝
[00:12:12.200 --> 00:12:13.440]  看看第二節經文
[00:12:13.440 --> 00:12:17.920]  詩篇三十四十八到三十四到十八節
[00:12:17.920 --> 00:12:20.200]  耶和華靠近傷心的人
[00:12:20.200 --> 00:12:23.920]  拯救屬靈痛悔的人
[00:12:23.920 --> 00:12:26.120]  剛剛說過一個男孩子
[00:12:26.120 --> 00:12:29.640]  被爸爸在他最失意的時候
[00:12:29.640 --> 00:12:32.160]  回到家裡爸爸不接納他
[00:12:32.160 --> 00:12:35.600]  誰知想爸爸去找爸爸安慰
[00:12:35.600 --> 00:12:36.920]  爸爸就繼續罵他
[00:12:36.920 --> 00:12:38.720]  但是我們的神是怎麼樣呢?
[00:12:38.720 --> 00:12:42.400]  我們的神是願意去靠近那些傷心的人
[00:12:42.400 --> 00:12:46.240]  拯救那些靈性上痛悔的人
[00:12:46.240 --> 00:12:48.720]  當你今天回到家裡
[00:12:48.720 --> 00:12:50.680]  得不到你的家人
[00:12:50.680 --> 00:12:51.920]  你的朋友接納的時候
[00:12:51.920 --> 00:12:53.800]  打開聖經看看
[00:12:53.800 --> 00:12:54.960]  聖經有很多的話語
[00:12:54.960 --> 00:12:56.920]  原來這個上帝是會親近你
[00:12:56.920 --> 00:12:59.440]  這些話語就成為一些很甘甜的說話
[00:12:59.440 --> 00:13:01.360]  去幫助我們走出來
[00:13:01.360 --> 00:13:03.720]  第三
[00:13:03.720 --> 00:13:04.880]  神會醫治人的
[00:13:04.880 --> 00:13:06.680]  詩篇一四七三節
[00:13:06.680 --> 00:13:09.840]  祂說醫治傷心的人
[00:13:09.840 --> 00:13:14.280]  裹好他的傷處
[00:13:14.280 --> 00:13:18.240]  有時候想想詩人說話
[00:13:18.240 --> 00:13:19.360]  其實是不是真的這樣呢?
[00:13:19.360 --> 00:13:20.920]  如果我們看經文的時候
[00:13:20.920 --> 00:13:23.080]  我們發覺
[00:13:23.080 --> 00:13:25.040]  詩人形容得很貼切
[00:13:25.040 --> 00:13:28.600]  將你的傷口醫治好之後
[00:13:28.600 --> 00:13:33.320]  還要找紗布幫你紮好
[00:13:33.320 --> 00:13:35.200]  你嘗試一下形容
[00:13:35.200 --> 00:13:36.480]  嘗試一下去感受
[00:13:36.480 --> 00:13:37.400]  上帝在你的心裡面
[00:13:37.400 --> 00:13:38.560]  怎樣去療傷
[00:13:38.560 --> 00:13:40.720]  幫你紮傷口
[00:13:40.720 --> 00:13:42.200]  我小時候
[00:13:42.200 --> 00:13:44.400]  我家庭都算是完整的
[00:13:44.400 --> 00:13:47.680]  所以我都算是60%以上的人
[00:13:47.680 --> 00:13:49.480]  但是我認識一個朋友
[00:13:49.480 --> 00:13:51.600]  他的家庭很破碎
[00:13:51.600 --> 00:13:53.320]  這個人叫做成仔
[00:13:53.320 --> 00:13:55.160]  他小時候經常來我家
[00:13:55.160 --> 00:13:57.000]  因為他爸爸媽媽不理他
[00:13:57.000 --> 00:14:00.520]  有一次他赤腳走來我家
[00:14:00.520 --> 00:14:03.240]  整隻腳都是血
[00:14:03.240 --> 00:14:05.320]  原來他刺了一條刺之後
[00:14:05.320 --> 00:14:06.120]  很小的時候
[00:14:06.120 --> 00:14:09.440]  成仔那時候是七八歲左右
[00:14:09.440 --> 00:14:10.760]  他走來我家
[00:14:10.760 --> 00:14:12.240]  他找我媽媽
[00:14:12.240 --> 00:14:13.080]  我姓胡
[00:14:13.080 --> 00:14:15.240]  他叫胡思拉你要幫我
[00:14:15.240 --> 00:14:16.560]  他說我很痛
[00:14:16.560 --> 00:14:17.120]  為什麼不痛
[00:14:17.120 --> 00:14:19.120]  原來他刺了一條刺
[00:14:19.120 --> 00:14:19.920]  刺了一條刺之後
[00:14:19.920 --> 00:14:22.600]  原來他爸爸媽媽不在家
[00:14:22.600 --> 00:14:24.640]  沒有人幫他把那條刺拔出來
[00:14:24.640 --> 00:14:28.080]  他走過來找我媽媽幫他
[00:14:28.080 --> 00:14:29.160]  你知不知道有多少人
[00:14:29.160 --> 00:14:30.840]  在這個世界裡面
[00:14:30.840 --> 00:14:32.960]  活在一種破碎的心靈裡面
[00:14:32.960 --> 00:14:35.200]  他需要別人去醫治
[00:14:35.200 --> 00:14:39.240]  和包紮他的傷口
[00:14:39.240 --> 00:14:40.440]  第二方面
[00:14:40.440 --> 00:14:45.280]  我想和大家進入去看積極方面
[00:14:45.280 --> 00:14:46.360]  第二個層面
[00:14:46.360 --> 00:14:47.680]  積極的層面就是說
[00:14:47.680 --> 00:14:51.320]  我們剛才等別人去醫治
[00:14:51.320 --> 00:14:53.360]  現在我們在傷痛的裡面
[00:14:53.360 --> 00:14:58.560]  我怎樣能夠主動去改變和去建立
[00:14:58.560 --> 00:15:01.880]  另一方面我想大家去明白
[00:15:01.880 --> 00:15:04.400]  破碎有沒有想過
[00:15:04.400 --> 00:15:06.720]  為什麼你要經歷破碎
[00:15:06.720 --> 00:15:09.480]  有人說最好不要破碎
[00:15:09.480 --> 00:15:12.160]  最好不要經歷這些破碎
[00:15:12.160 --> 00:15:14.880]  但是你知不知道其實破碎是上帝
[00:15:14.880 --> 00:15:19.120]  在我們生命中的一個計劃
[00:15:19.120 --> 00:15:22.600]  是幫助我們在破碎的生命裡面
[00:15:22.600 --> 00:15:26.200]  去成長的一個機會
[00:15:26.200 --> 00:15:30.240]  在初信的栽培班裡面
[00:15:30.240 --> 00:15:34.160]  我第一課的時候問大家一個問題
[00:15:34.160 --> 00:15:37.240]  那本書有一個大題目
[00:15:37.240 --> 00:15:43.160]  我問他們新生命新方向
[00:15:43.160 --> 00:15:44.960]  我問他們
[00:15:44.960 --> 00:15:47.400]  「新」兩個「新」字是怎樣解釋呢?
[00:15:47.400 --> 00:15:50.440]  怎樣理解這件事呢?
[00:15:50.440 --> 00:15:51.320]  我問
[00:15:51.320 --> 00:15:53.840]  如果我們今天都活在這個世界幾十年了
[00:15:53.840 --> 00:15:58.120]  怎樣還有一個新的生命呢?
[00:15:58.120 --> 00:15:59.960]  其中一個學員就很醒目了
[00:15:59.960 --> 00:16:03.560]  他說「Changes」
[00:16:03.560 --> 00:16:05.040]  為什麼要Changes?
[00:16:05.040 --> 00:16:07.640]  當我realize我在這個生命裡面
[00:16:07.640 --> 00:16:10.760]  有些東西不妥當的時候
[00:16:10.760 --> 00:16:13.160]  破碎其實就是一個indication
[00:16:13.160 --> 00:16:15.400]  破碎其實就是一個mark
[00:16:15.400 --> 00:16:18.360]  告訴你你在一個關位的時候
[00:16:18.360 --> 00:16:19.880]  你要走出來
[00:16:19.880 --> 00:16:21.720]  你要從一個舊的生命裡面
[00:16:21.720 --> 00:16:24.160]  走出一個新的生命
[00:16:24.160 --> 00:16:25.080]  換句話說
[00:16:25.080 --> 00:16:29.880]  你過往的生活是有些問題
[00:16:29.880 --> 00:16:34.600]  你過往的生活方式是錯的
[00:16:34.600 --> 00:16:36.600]  你要從一個舊的生活方式
[00:16:36.600 --> 00:16:39.440]  和這種價值觀裡面走出來
[00:16:39.440 --> 00:16:41.360]  你過往的態度
[00:16:41.360 --> 00:16:44.520]  你過往的想法
[00:16:44.520 --> 00:16:50.040]  以致你今天落在一個失敗和傷痛的裡面
[00:16:50.040 --> 00:16:52.120]  如果你慢慢成長你就會明白
[00:16:52.120 --> 00:16:53.880]  今天很多的痛苦
[00:16:53.880 --> 00:16:56.880]  是因為來自我們離開這個上帝
[00:16:56.880 --> 00:16:58.160]  來到這一步的時候
[00:16:58.160 --> 00:16:59.520]  你發覺自己破碎
[00:16:59.520 --> 00:17:01.560]  心靈不開心
[00:17:01.560 --> 00:17:03.240]  我很想重新來過
[00:17:03.240 --> 00:17:04.600]  我要改變
[00:17:04.600 --> 00:17:10.440]  於是乎我需要放棄我過往這些思想價值和習慣
[00:17:10.440 --> 00:17:13.800]  在聖經的解釋
[00:17:13.800 --> 00:17:16.240]  這些就叫做破碎
[00:17:16.240 --> 00:17:23.200]  神要破了你以前那些錯誤的價值觀
[00:17:23.200 --> 00:17:26.480]  有誰是信耶穌的時候
[00:17:26.480 --> 00:17:31.320]  是經歷了一些困難才信耶穌的?
[00:17:31.320 --> 00:17:32.400]  有吧?
[00:17:32.400 --> 00:17:33.760]  我自己也是
[00:17:33.760 --> 00:17:35.960]  我不是走到絕路的時候
[00:17:35.960 --> 00:17:37.000]  也不會走出來
[00:17:37.000 --> 00:17:40.080]  我的心靈要破碎到一個階段的時候
[00:17:40.080 --> 00:17:42.960]  才看到神的存在
[00:17:42.960 --> 00:17:44.440]  才能走出來
[00:17:44.440 --> 00:17:45.800]  當然不是每個人都是這樣
[00:17:45.800 --> 00:17:47.440]  有些人的經歷不同
[00:17:47.440 --> 00:17:49.240]  但上帝是透過破碎
[00:17:49.240 --> 00:17:50.840]  將人喚醒過來
[00:17:50.840 --> 00:17:52.760]  告訴你你要走出來
[00:17:52.760 --> 00:17:56.000]  但破碎舒不舒服?
[00:17:56.000 --> 00:17:57.640]  不舒服,一點都不舒服
[00:17:57.640 --> 00:17:59.240]  破碎令我們很痛
[00:17:59.240 --> 00:18:01.400]  很不開心
