
[00:00:00.000 --> 00:00:06.000]  領召會 午安 新年快樂
[00:02:44.000 --> 00:02:48.000]  繼續不斷提醒我們
[00:02:48.000 --> 00:02:50.000]  為甚麼要這樣呢 因為很簡單
[00:02:50.000 --> 00:02:54.000]  因為信和行是不可以分開的
[00:02:54.000 --> 00:02:57.000]  是一個銀的兩面
[00:02:57.000 --> 00:03:00.000]  只有信沒有行 這種是死的信
[00:03:00.000 --> 00:03:02.000]  聖經裏面講得很清楚
[00:03:02.000 --> 00:03:06.000]  唯有一個有行動 有行為的信心
[00:03:06.000 --> 00:03:10.000]  這種信心就是活的信心
[00:03:10.000 --> 00:03:13.000]  我們看到希伯來書由一章到十二章
[00:03:13.000 --> 00:03:17.000]  主要講及到兩方面的教義
[00:03:17.000 --> 00:03:21.000]  一個是基督論 第二個是舊因論
[00:03:21.000 --> 00:03:26.000]  基督論方面 多次多方告訴我們
[00:03:26.000 --> 00:03:29.000]  耶穌基督是無可比擬的救主
[00:03:29.000 --> 00:03:34.000]  無可比擬的神 無可比擬的基督
[00:03:34.000 --> 00:03:40.000]  祂是不可以和一般的先知相提並論
[00:03:40.000 --> 00:03:42.000]  祂是遠超過先知
[00:03:42.000 --> 00:03:45.000]  第二 祂不可以和天使相提並論
[00:03:45.000 --> 00:03:47.000]  祂是遠超過天使
[00:03:47.000 --> 00:03:52.000]  第三 祂是不可以和任何的信心委人
[00:03:52.000 --> 00:03:55.000]  甚至宗教領袖相提並論
[00:03:55.000 --> 00:03:58.000]  因為祂是遠超過摩西
[00:03:58.000 --> 00:04:01.000]  好像一切宗教的教旨一樣
[00:04:01.000 --> 00:04:02.000]  是無可比擬的
[00:04:02.000 --> 00:04:07.000]  第四方面 祂甚至不可以和一切的祭司相提並論
[00:04:07.000 --> 00:04:11.000]  祂是遠超過一切的祭司
[00:04:11.000 --> 00:04:15.000]  而實際上 祂是君王祭司先知的總結
[00:04:15.000 --> 00:04:17.000]  這就叫做基督
[00:04:17.000 --> 00:04:21.000]  聖經從各方面 多面的 完整的
[00:04:21.000 --> 00:04:24.000]  來建立了一種這樣的基督論
[00:04:24.000 --> 00:04:25.000]  為什麼呢
[00:04:25.000 --> 00:04:31.000]  因為祂是實實在在的創造主
[00:04:31.000 --> 00:04:35.000]  祂是運行整個世界和宇宙的掌管者
[00:04:35.000 --> 00:04:39.000]  第三 祂自己本身到成為肉身來到這個世界
[00:04:39.000 --> 00:04:45.000]  祂是唯一一個能夠透過祂一次過獻上的活祭
[00:04:45.000 --> 00:04:48.000]  能夠叫所有人的罪一筆勾銷
[00:04:48.000 --> 00:04:50.000]  所以這樣的緣故
[00:04:50.000 --> 00:04:54.000]  祂就能夠將我們的罪全然的除去
[00:04:54.000 --> 00:04:57.000]  而一般的祭司自己都有罪
[00:04:57.000 --> 00:04:59.000]  自己都要為自己的罪獻祭
[00:04:59.000 --> 00:05:02.000]  而祂是一次過搞定了
[00:05:02.000 --> 00:05:05.000]  當基督論搞定了
[00:05:05.000 --> 00:05:08.000]  成立了 讓我們明白了之後
[00:05:08.000 --> 00:05:11.000]  聖經第二部分的教義就是救恩論
[00:05:11.000 --> 00:05:16.000]  而救恩論裡面連續用了五次主要的經文
[00:05:16.000 --> 00:05:18.000]  是一種警告的經文
[00:05:18.000 --> 00:05:22.000]  是警告信徒的本身不要離棄這個真道
[00:05:22.000 --> 00:05:24.000]  但我們看一方面
[00:05:24.000 --> 00:05:26.000]  聖經非常清楚
[00:05:26.000 --> 00:05:28.000]  講到一次得救 永遠得救
[00:05:28.000 --> 00:05:31.000]  這個救恩是不會失落的
[00:05:31.000 --> 00:05:32.000]  但是另一方面
[00:05:32.000 --> 00:05:35.000]  如果信徒離棄這個真道的時候
[00:05:35.000 --> 00:05:37.000]  他們會得著神的管教
[00:05:37.000 --> 00:05:40.000]  而這個管教是不是等於救恩會失落呢?
[00:05:40.000 --> 00:05:42.000]  從聖經裡面很清楚
[00:05:42.000 --> 00:05:44.000]  不是
[00:05:44.000 --> 00:05:46.000]  反而是什麼呢?
[00:05:46.000 --> 00:05:48.000]  就好像以色列人
[00:05:48.000 --> 00:05:51.000]  當他們離開埃及
[00:05:51.000 --> 00:05:55.000]  要進流奶與麥這種境界
[00:05:55.000 --> 00:05:57.000]  但是就在曠野期間
[00:05:57.000 --> 00:06:00.000]  是因為他們多次多方的不馴服
[00:06:00.000 --> 00:06:02.000]  頸硬 口硬 心硬
[00:06:02.000 --> 00:06:04.000]  因為這樣的緣故
[00:06:04.000 --> 00:06:09.000]  他們是沒有辦法得著流奶與麥的境界
[00:06:09.000 --> 00:06:10.000]  換句話來說
[00:06:10.000 --> 00:06:12.000]  得救是一回事
[00:06:12.000 --> 00:06:13.000]  他們過了紅海
[00:06:13.000 --> 00:06:14.000]  是一回事
[00:06:14.000 --> 00:06:15.000]  但是呢
[00:06:15.000 --> 00:06:18.000]  豐盛的人生是另一回事
[00:06:18.000 --> 00:06:22.000]  如果他們不用信心來信服神的教導的時候
[00:06:22.000 --> 00:06:26.000]  他們也沒有辦法過著一個豐盛的人生
[00:06:26.000 --> 00:06:27.000]  第二種方法
[00:06:27.000 --> 00:06:30.000]  大六章更加清楚地告訴我們
[00:06:30.000 --> 00:06:34.000]  離棄真道的人就好像一塊田
[00:06:34.000 --> 00:06:38.000]  得到各種不同的養分與水的供應
[00:06:38.000 --> 00:06:42.000]  但是反而長出很多荊棘擲泥的時候
[00:06:42.000 --> 00:06:44.000]  結局會是怎樣呢?
[00:06:44.000 --> 00:06:48.000]  結局就是焚燒
[00:06:48.000 --> 00:06:50.000]  焚燒什麼呢?
[00:06:50.000 --> 00:06:55.000]  是焚燒這塊田上面的荊棘和擲泥
[00:06:55.000 --> 00:06:56.000]  換句話來說
[00:06:56.000 --> 00:06:59.000]  我們這個人就好像那塊田一樣
[00:06:59.000 --> 00:07:02.000]  如果我們自己離棄真道
[00:07:02.000 --> 00:07:04.000]  不長進
[00:07:04.000 --> 00:07:06.000]  不按主的話來行
[00:07:06.000 --> 00:07:09.000]  長滿我們身上有很多的荊棘擲泥
[00:07:09.000 --> 00:07:11.000]  很多問題出來的時候
[00:07:11.000 --> 00:07:15.000]  神會焚燒那些荊棘和擲泥
[00:07:15.000 --> 00:07:16.000]  換句話來說
[00:07:16.000 --> 00:07:18.000]  將我們身上那些三尖八角
[00:07:18.000 --> 00:07:20.000]  傷害人的那些東西
[00:07:20.000 --> 00:07:21.000]  他會管教我們
[00:07:21.000 --> 00:07:22.000]  琢磨我們
[00:07:22.000 --> 00:07:26.000]  是讓這些渣滓在我們身上一刀兩斷
[00:07:26.000 --> 00:07:28.000]  這個就是神的方法
[00:07:28.000 --> 00:07:29.000]  目的是什麼呢?
[00:07:29.000 --> 00:07:33.000]  好讓這塊田是更加肥沃
[00:07:33.000 --> 00:07:35.000]  能夠合乎耕種的人用
[00:07:35.000 --> 00:07:38.000]  這個就是神自己給我們的心意
[00:07:38.000 --> 00:07:39.000]  好了
[00:07:39.000 --> 00:07:42.000]  當這個教義的部分搞清楚
[00:07:42.000 --> 00:07:45.000]  救恩是上帝為我們持守的
[00:07:45.000 --> 00:07:47.000]  是耶穌基督為我們持守的
[00:07:47.000 --> 00:07:50.000]  凡是他裡面那些得救了的人
[00:07:50.000 --> 00:07:56.000]  天父絕對會負責來保守他們的救恩
[00:07:56.000 --> 00:07:59.000]  而耶穌基督也很清楚說
[00:07:59.000 --> 00:08:02.000]  誰也不能從我的手中將他們奪去
[00:08:02.000 --> 00:08:04.000]  說完之後
[00:08:04.000 --> 00:08:06.000]  接著他就告訴我們
[00:08:06.000 --> 00:08:09.000]  既然神是一個這麼偉大的神
[00:08:09.000 --> 00:08:10.000]  創天造地的主
[00:08:10.000 --> 00:08:12.000]  成為我們的救主
[00:08:12.000 --> 00:08:15.000]  他也是讓我們的救恩有一個永恆的保障
[00:08:15.000 --> 00:08:19.000]  我們今天應該有一個怎樣的回應呢?
[00:08:19.000 --> 00:08:26.000]  我就很想在今天用駕車來跟大家來個比喻
[00:08:26.000 --> 00:08:30.000]  最近
[00:08:30.000 --> 00:08:35.000]  有一件令人心悶
[00:08:35.000 --> 00:08:38.000]  很難過的新聞
[00:08:38.000 --> 00:08:41.000]  一家人趁著有假期
[00:08:41.000 --> 00:08:47.000]  就去了紐西蘭駕車遊
[00:08:48.000 --> 00:08:50.000]  主要是因為他們的子女
[00:08:50.000 --> 00:08:51.000]  一個在美國讀
[00:08:51.000 --> 00:08:53.000]  一個在澳洲讀
[00:08:53.000 --> 00:08:55.000]  趁著假期期間
[00:08:55.000 --> 00:08:56.000]  一家四口
[00:08:56.000 --> 00:08:58.000]  父母和兒子和女兒
[00:08:58.000 --> 00:09:00.000]  兩個都在讀大學
[00:09:00.000 --> 00:09:04.000]  就去紐西蘭遊覽
[00:09:04.000 --> 00:09:05.000]  遊的時候
[00:09:05.000 --> 00:09:07.000]  女兒駕車
[00:09:07.000 --> 00:09:14.000]  很想通過前面的車
[00:09:16.000 --> 00:09:18.000]  走快一點
[00:09:18.000 --> 00:09:22.000]  誰知道當她想越過這輛車的時候
[00:09:22.000 --> 00:09:25.000]  迎面有一個大貨車迎面而來
[00:09:25.000 --> 00:09:28.000]  非常快速的大貨車
[00:09:28.000 --> 00:09:32.000]  結果迎頭相撞
[00:09:32.000 --> 00:09:34.000]  撞的結果
[00:09:34.000 --> 00:09:39.000]  父母和女兒駕車的女兒
[00:09:39.000 --> 00:09:41.000]  當場死亡
[00:09:43.000 --> 00:09:46.000]  二十歲的兒子重傷
[00:09:46.000 --> 00:09:48.000]  送到醫院
[00:09:48.000 --> 00:09:52.000]  以前我看這些新聞的時候
[00:09:52.000 --> 00:09:55.000]  我很擔心
[00:09:55.000 --> 00:09:57.000]  和我們恩福
[00:09:57.000 --> 00:10:00.000]  頂姊妹有沒有關係
[00:10:00.000 --> 00:10:03.000]  我發覺到
[00:10:03.000 --> 00:10:06.000]  過去的經驗告訴我
[00:10:06.000 --> 00:10:08.000]  原來十個人當中
[00:10:08.000 --> 00:10:10.000]  起碼有三四個
[00:10:10.000 --> 00:10:14.000]  和恩福人都有關係
[00:10:14.000 --> 00:10:16.000]  而這次
[00:10:16.000 --> 00:10:19.000]  也是有頂姊妹
[00:10:19.000 --> 00:10:21.000]  來到港島
[00:10:21.000 --> 00:10:26.000]  是他們很熟很熟的朋友
[00:10:26.000 --> 00:10:30.000]  心難過到不得了
[00:10:30.000 --> 00:10:33.000]  各位頂姊妹
[00:10:33.000 --> 00:10:35.000]  想一想
[00:10:35.000 --> 00:10:37.000]  恩福人
[00:10:37.000 --> 00:10:40.000]  現在會眾大概一萬二千
[00:10:40.000 --> 00:10:42.000]  加上我們兩個分堂
[00:10:42.000 --> 00:10:44.000]  連同他們的家人
[00:10:44.000 --> 00:10:47.000]  大概三四萬
[00:10:47.000 --> 00:10:51.000]  如果再加上我們很熟的親友
[00:10:51.000 --> 00:10:54.000]  我想起碼
[00:10:54.000 --> 00:10:57.000]  大大話話起碼十幾二十萬
[00:10:57.000 --> 00:10:59.000]  原來平均
[00:10:59.000 --> 00:11:01.000]  有可能二十個人當中
[00:11:01.000 --> 00:11:03.000]  在香港
[00:11:03.000 --> 00:11:05.000]  有一個人
[00:11:05.000 --> 00:11:08.000]  多多少少有關係
[00:11:08.000 --> 00:11:10.000]  這些新聞來到的時候
[00:11:10.000 --> 00:11:13.000]  心裡非常難過
[00:11:13.000 --> 00:11:15.000]  但今天
[00:11:15.000 --> 00:11:17.000]  除了邀請大家
[00:11:17.000 --> 00:11:21.000]  繼續為這個仍然生存的兒子
[00:11:21.000 --> 00:11:23.000]  二十歲
[00:11:23.000 --> 00:11:25.000]  大學生
[00:11:25.000 --> 00:11:27.000]  來禱告以外
[00:11:27.000 --> 00:11:29.000]  我也希望大家
[00:11:29.000 --> 00:11:31.000]  來看看聖經
[00:11:31.000 --> 00:11:35.000]  對我們一些的教導
[00:11:35.000 --> 00:11:37.000]  放假期間
[00:11:37.000 --> 00:11:39.000]  我看到有些車的下方
[00:11:39.000 --> 00:11:40.000]  Bumper
[00:11:40.000 --> 00:11:42.000]  大大隻
[00:11:42.000 --> 00:11:43.000]  八個字
[00:11:43.000 --> 00:11:46.000]  我看有些人有看過
[00:11:46.000 --> 00:11:49.000]  Sticker 寫著什麼呢
[00:11:49.000 --> 00:11:51.000]  喝得醉醉
[00:11:51.000 --> 00:11:53.000]  撞得碎碎
[00:11:53.000 --> 00:11:55.000]  有沒有看過
[00:11:55.000 --> 00:11:56.000]  有些人有看過的
[00:11:56.000 --> 00:11:57.000]  舉手好不好
[00:11:57.000 --> 00:11:59.000]  是小巴的後面
[00:11:59.000 --> 00:12:01.000]  寫著喝得醉醉
[00:12:01.000 --> 00:12:03.000]  撞得碎碎
[00:12:03.000 --> 00:12:05.000]  醉駕在今天的香港
[00:12:05.000 --> 00:12:07.000]  是非常危險的事
[00:12:07.000 --> 00:12:09.000]  他提醒我們
[00:12:09.000 --> 00:12:13.000]  開車大膽
[00:12:13.000 --> 00:12:16.000]  也可以告訴我們
[00:12:16.000 --> 00:12:18.000]  接著
[00:12:18.000 --> 00:12:20.000]  那些問題
[00:12:20.000 --> 00:12:22.000]  會有很多
[00:12:22.000 --> 00:12:24.000]  我今天很想用紅綠燈
[00:12:24.000 --> 00:12:26.000]  和一些禁區煞車制
[00:12:26.000 --> 00:12:29.000]  和大家做一些比喻
[00:12:29.000 --> 00:12:31.000]  在我們的車上面
[00:12:31.000 --> 00:12:33.000]  有油門
[00:12:33.000 --> 00:12:34.000]  油門就是你要加速
[00:12:34.000 --> 00:12:35.000]  要向前行的時候
[00:12:35.000 --> 00:12:37.000]  你要踩油門
[00:12:37.000 --> 00:12:38.000]  但另一方面
[00:12:38.000 --> 00:12:40.000]  當去到一些要停紅燈的時候
[00:12:40.000 --> 00:12:42.000]  你要踩油門
[00:12:42.000 --> 00:12:44.000]  那個是煞車
[00:12:44.000 --> 00:12:46.000]  如果車上只有油門
[00:12:46.000 --> 00:12:47.000]  沒有煞車
[00:12:47.000 --> 00:12:50.000]  這個就是肯定有問題
[00:12:50.000 --> 00:12:52.000]  意外就一定會發生
[00:12:52.000 --> 00:12:54.000]  但如果只有煞車
[00:12:54.000 --> 00:12:55.000]  沒有油門
[00:12:55.000 --> 00:12:57.000]  這個車就等於廢的
[00:12:57.000 --> 00:12:59.000]  你不如走路好了
[00:12:59.000 --> 00:13:00.000]  所以我們今天
[00:13:00.000 --> 00:13:01.000]  是要有油門
[00:13:01.000 --> 00:13:02.000]  可以去得到
[00:13:02.000 --> 00:13:04.000]  當然是健全的引擎
[00:13:04.000 --> 00:13:05.000]  但另一方面
[00:13:05.000 --> 00:13:06.000]  一定要有煞車
[00:13:06.000 --> 00:13:08.000]  你沒有煞車制的時候
[00:13:08.000 --> 00:13:10.000]  同樣危險
[00:13:10.000 --> 00:13:11.000]  另一方面
[00:13:11.000 --> 00:13:12.000]  沒有油門的時候
[00:13:12.000 --> 00:13:13.000]  要加油
[00:13:13.000 --> 00:13:14.000]  沒有電
[00:13:14.000 --> 00:13:15.000]  你要充電
[00:13:15.000 --> 00:13:16.000]  這個就是我們今天
[00:13:16.000 --> 00:13:18.000]  一定要考慮的東西
[00:13:18.000 --> 00:13:19.000]  希伯來書
[00:13:19.000 --> 00:13:20.000]  十三章
[00:13:20.000 --> 00:13:22.000]  一到八節
[00:13:22.000 --> 00:13:26.000]  將這些提醒告訴我們
[00:13:26.000 --> 00:13:28.000]  首先第一個提醒
[00:13:28.000 --> 00:13:30.000]  有些情形下
[00:13:30.000 --> 00:13:32.000]  是開了綠燈
[00:13:32.000 --> 00:13:33.000]  我們要踩油門
[00:13:33.000 --> 00:13:35.000]  是要去的
[00:13:35.000 --> 00:13:36.000]  而要去的
[00:13:36.000 --> 00:13:38.000]  是包括什麼呢
[00:13:38.000 --> 00:13:40.000]  是第一節到第三節
[00:13:40.000 --> 00:13:41.000]  大家找到的時候
[00:13:41.000 --> 00:13:44.000]  我們一起讀這三節聖經
[00:13:44.000 --> 00:13:48.000]  你們務要常存弟兄相愛的心
[00:13:48.000 --> 00:13:51.000]  不可忘記用愛心接待客人
[00:13:51.000 --> 00:13:53.000]  因為曾有接待客女的
[00:13:53.000 --> 00:13:56.000]  不知不覺就接待了天使
[00:13:56.000 --> 00:13:59.000]  你們要紀念被捆綁的人
[00:13:59.000 --> 00:14:02.000]  好像與他們同受捆綁
[00:14:02.000 --> 00:14:04.000]  也要紀念遭苦害的人
[00:14:04.000 --> 00:14:09.000]  想到自己也在肉身之內
[00:14:09.000 --> 00:14:11.000]  這三節的聖經
[00:14:11.000 --> 00:14:13.000]  是講到明
[00:14:13.000 --> 00:14:14.000]  告訴我們
[00:14:14.000 --> 00:14:17.000]  你們務要常存
[00:14:17.000 --> 00:14:18.000]  這是一個命令
[00:14:18.000 --> 00:14:20.000]  常存這個字
[00:14:20.000 --> 00:14:22.000]  menetho
[00:14:22.000 --> 00:14:26.000]  這個字是要持續不斷地進行
[00:14:26.000 --> 00:14:29.000]  持續不斷地要去
[00:14:29.000 --> 00:14:30.000]  不要停留
[00:14:30.000 --> 00:14:31.000]  不要離開
[00:14:31.000 --> 00:14:33.000]  是要繼續的
[00:14:33.000 --> 00:14:35.000]  這些是油門
[00:14:35.000 --> 00:14:38.000]  持續不斷地做什麼呢
[00:14:38.000 --> 00:14:41.000]  就是弟兄相愛
[00:14:41.000 --> 00:14:43.000]  原來聖經告訴我們
[00:14:43.000 --> 00:14:44.000]  我們對弟兄
[00:14:44.000 --> 00:14:51.000]  我們要常存這種愛他們彼此相愛的心
[00:14:51.000 --> 00:14:52.000]  這個很重要
[00:14:52.000 --> 00:14:54.000]  各位弟兄姐妹
[00:14:54.000 --> 00:14:56.000]  裡面所講到什麼叫常存呢
[00:14:56.000 --> 00:15:00.000]  就是不會因為任何弟兄
[00:15:00.000 --> 00:15:02.000]  做了什麼傷害我們
[00:15:02.000 --> 00:15:04.000]  做了什麼我們不同意
[00:15:04.000 --> 00:15:06.000]  做了什麼令我們失望
[00:15:06.000 --> 00:15:08.000]  我們就不再愛他了
[00:15:08.000 --> 00:15:10.000]  這個不是神的心意
[00:15:10.000 --> 00:15:12.000]  神的心意就是
[00:15:12.000 --> 00:15:17.000]  你要繼續不斷地仍然要愛他
[00:15:17.000 --> 00:15:20.000]  有人曾經問我
[00:15:20.000 --> 00:15:22.000]  宋牧師
[00:15:22.000 --> 00:15:24.000]  我看了他那麼多的行為
[00:15:24.000 --> 00:15:26.000]  這個是假弟兄
[00:15:26.000 --> 00:15:28.000]  我看了那麼多
[00:15:28.000 --> 00:15:31.000]  這個人是不值得我們信的
[00:15:31.000 --> 00:15:33.000]  這個人是未得救的
[00:15:33.000 --> 00:15:34.000]  是沒有生命的
[00:15:34.000 --> 00:15:37.000]  是要進入地獄的
[00:15:37.000 --> 00:15:39.000]  我聽完之後
[00:15:39.000 --> 00:15:42.000]  我心裡面我禱告神
[00:15:42.000 --> 00:15:43.000]  我怎樣回應他呢
[00:15:43.000 --> 00:15:46.000]  他真是受了很多傷害
[00:15:46.000 --> 00:15:48.000]  可能被人傷害過他
[00:15:48.000 --> 00:15:52.000]  感情傷害過他
[00:15:52.000 --> 00:15:55.000]  我很感恩
[00:15:55.000 --> 00:15:57.000]  接著我就說
[00:15:57.000 --> 00:16:00.000]  弟兄你就假設
[00:16:00.000 --> 00:16:03.000]  他是未得救的
[00:16:03.000 --> 00:16:05.000]  姐妹你就假設
[00:16:05.000 --> 00:16:07.000]  他未有生命
[00:16:07.000 --> 00:16:09.000]  對著未得救未有生命的人
[00:16:09.000 --> 00:16:11.000]  你怎樣對他呢
[00:16:11.000 --> 00:16:12.000]  我想問大家
[00:16:12.000 --> 00:16:13.000]  弟兄姐妹
[00:16:13.000 --> 00:16:15.000]  我們對著一個未有生命的人
[00:16:15.000 --> 00:16:16.000]  未得救的人
[00:16:16.000 --> 00:16:18.000]  我們應該怎樣對他
[00:16:18.000 --> 00:16:20.000]  甚至對仇敵
[00:16:20.000 --> 00:16:22.000]  我們怎樣對他
[00:16:22.000 --> 00:16:24.000]  有沒有人知道
[00:16:24.000 --> 00:16:25.000]  耶穌說
[00:16:25.000 --> 00:16:27.000]  你的仇敵渴了
[00:16:27.000 --> 00:16:29.000]  就怎樣
[00:16:29.000 --> 00:16:31.000]  給他吃
[00:16:31.000 --> 00:16:33.000]  給他喝
[00:16:33.000 --> 00:16:34.000]  餓了給他吃
[00:16:34.000 --> 00:16:35.000]  渴了給他喝
[00:16:35.000 --> 00:16:37.000]  他叫你行一禮
[00:16:37.000 --> 00:16:38.000]  你行二禮
[00:16:38.000 --> 00:16:39.000]  他拿你外衣
[00:16:39.000 --> 00:16:42.000]  你給他內衣
[00:16:42.000 --> 00:16:44.000]  這是對仇敵
[00:16:44.000 --> 00:16:45.000]  另外
[00:16:45.000 --> 00:16:47.000]  不要以惡報惡
[00:16:47.000 --> 00:16:48.000]  要怎樣
[00:16:48.000 --> 00:16:52.000]  以善來報惡
[00:16:52.000 --> 00:16:54.000]  一句污穢的言語
[00:16:54.000 --> 00:16:56.000]  不可出口
[00:16:56.000 --> 00:16:59.000]  凡事說造就人的好話
[00:16:59.000 --> 00:17:00.000]  建立他
[00:17:00.000 --> 00:17:02.000]  如果他未得救
[00:17:02.000 --> 00:17:05.000]  我們更加要加倍努力
[00:17:05.000 --> 00:17:08.000]  來將他帶回救恩的裡面
[00:17:08.000 --> 00:17:10.000]  這就是我們今天要做的事
[00:17:10.000 --> 00:17:11.000]  所以我們說
[00:17:11.000 --> 00:17:13.000]  我們今天很重要的事
[00:17:13.000 --> 00:17:15.000]  我們的使命
[00:17:15.000 --> 00:17:17.000]  你無論當它是什麼都好
[00:17:17.000 --> 00:17:21.000]  我們不可以停止弟兄
[00:17:21.000 --> 00:17:23.000]  這種傷害的心
[00:17:23.000 --> 00:17:24.000]  甚至對仇敵
[00:17:24.000 --> 00:17:26.000]  我們都要這樣
[00:17:26.000 --> 00:17:28.000]  我絕對相信
[00:17:28.000 --> 00:17:31.000]  如果我們不是這樣的時候
[00:17:31.000 --> 00:17:34.000]  世界遲早會變成好像現在
[00:17:34.000 --> 00:17:40.000]  伊斯蘭國那種兇殘的報復
[00:17:40.000 --> 00:17:44.000]  然後西方國家有些人忍不住又報復
[00:17:44.000 --> 00:17:46.000]  然後伊斯蘭國又反報復
[00:17:46.000 --> 00:17:48.000]  而帶來的結果
[00:17:48.000 --> 00:17:52.000]  是越來越多無辜受害的人
[00:17:52.000 --> 00:17:56.000]  會枉死
[00:17:56.000 --> 00:17:59.000]  當我們看到最近
[00:17:59.000 --> 00:18:03.000]  人們因為忍不住伊斯蘭國的肆虐
[00:18:03.000 --> 00:18:05.000]  所以對著幾個伊斯蘭教徒
[00:18:05.000 --> 00:18:07.000]  殺死了他們
[00:18:07.000 --> 00:18:08.000]  殺死了的結果
[00:18:08.000 --> 00:18:11.000]  是更加多無辜的人受害
[00:18:11.000 --> 00:18:12.000]  在埃及
[00:18:12.000 --> 00:18:17.000]  21個基督徒被斬頭
[00:18:17.000 --> 00:18:21.000]  另外40多個是回教徒
[00:18:21.000 --> 00:18:26.000]  但他們是因為幫美軍去改變
[00:18:26.000 --> 00:18:28.000]  所以被活活地燒死
[00:18:28.000 --> 00:18:31.000]  越來越多兇殘的人
[00:18:31.000 --> 00:18:36.000]  在這個世界接二連三地發生
[00:18:36.000 --> 00:18:38.000]  我們看得很清楚
[00:18:38.000 --> 00:18:40.000]  以牙還牙
[00:18:40.000 --> 00:18:41.000]  以眼還牙
[00:18:41.000 --> 00:18:42.000]  冤冤相報
[00:18:42.000 --> 00:18:43.000]  你可以看得清楚
[00:18:43.000 --> 00:18:46.000]  這個世界上是永無寧日
[00:18:46.000 --> 00:18:48.000]  唯獨是用愛
[00:18:48.000 --> 00:18:54.000]  你會發覺到這是唯一化解仇恨的方法
[00:18:54.000 --> 00:18:56.000]  我不知道大家從來有沒有試過
[00:18:56.000 --> 00:18:58.000]  你祝福一個人
[00:18:58.000 --> 00:19:00.000]  那些人會咒你
[00:19:00.000 --> 00:19:02.000]  會不會啊
[00:19:02.000 --> 00:19:04.000]  你恭祝他身體健康
[00:19:04.000 --> 00:19:06.000]  平安
[00:19:06.000 --> 00:19:07.000]  祝福你
[00:19:07.000 --> 00:19:08.000]  然後呢
[00:19:08.000 --> 00:19:12.000]  我還預備了很多福音單張的利是
[00:19:12.000 --> 00:19:14.000]  很厚的
[00:19:14.000 --> 00:19:16.000]  其實就是趁機
[00:19:16.000 --> 00:19:18.000]  你透過派利是
