
[00:00:00.000 --> 00:00:08.840]  早安,兄弟姊妹,父母,祖父母,孩子,年輕人,所有人!
[00:01:58.500 --> 00:02:02.100]  我們今天也會再次一起去這樣做。
[00:02:02.100 --> 00:02:05.400]  You see that this is not a 禮事。
[00:02:05.400 --> 00:02:08.200]  所以你看到這個不是一個紅包,不是一個禮事。
[00:02:08.200 --> 00:02:10.000]  But you know, I am a children pastor.
[00:02:10.000 --> 00:02:14.100]  I've got all the props and everything here.
[00:02:14.100 --> 00:02:18.700]  但是我是一個傳道人,所以我一向都有齊這些法寶在裡面。
[00:02:18.700 --> 00:02:21.500]  Yeah, that is 法寶, you know.
[00:02:21.500 --> 00:02:24.500]  Traditious stuff.
[00:02:24.500 --> 00:02:26.700]  有很多不同的種類的東西。
[00:02:26.700 --> 00:02:31.500]  So before we worship God together, let's bow down to have a word of prayer.
[00:02:31.500 --> 00:02:34.100]  讓我們一起祈禱。
[00:02:34.100 --> 00:02:36.800]  Dear Father God, you are worthy to be praised.
[00:02:36.800 --> 00:02:39.100]  稱為天父,我們讚美你。
[00:02:39.100 --> 00:02:43.000]  Thank you for giving us a church, that community,
[00:02:43.000 --> 00:02:46.000]  so that we can learn to love and support one another.
[00:02:46.000 --> 00:02:48.300]  多謝你給到我們這個教會的群體,
[00:02:48.300 --> 00:02:51.300]  讓我們學習去愛,去愛你,去愛人。
[00:02:51.300 --> 00:02:55.500]  And we could worship together like a big, big family in Christ.
[00:02:55.500 --> 00:03:00.100]  實在很感恩,在基督裡我們就是一個大家庭一起去敬拜你。
[00:03:00.100 --> 00:03:05.000]  As we open the Bible, please let us learn more of your teaching.
[00:03:05.000 --> 00:03:10.000]  當我們打開你自己給我們的話語,聖經的時候,讓我們學習。
[00:03:10.000 --> 00:03:12.200]  And follow you more closely.
[00:03:12.200 --> 00:03:15.200]  我們亦都可以緊緊地去跟隨你。
[00:03:15.200 --> 00:03:18.400]  We ask for your presence to be with us this morning.
[00:03:18.400 --> 00:03:22.400]  我求你將你的祝福臨下到我們每一個人身上。
[00:03:22.400 --> 00:03:24.800]  Let us worship you with a humble heart.
[00:03:24.800 --> 00:03:27.400]  讓我們用一個謙卑的心去敬拜你。
[00:03:27.400 --> 00:03:31.700]  May you open our heart, our eyes, our ears to receive your precious word.
[00:03:31.700 --> 00:03:36.200]  讓你開我們的心,開我們的眼,開我們的耳朵,
[00:03:36.200 --> 00:03:38.200]  去接受你自己給我們的話語。
[00:03:38.200 --> 00:03:40.000]  We pray in the name of our Lord Jesus Christ.
[00:03:40.000 --> 00:03:41.700]  奉主耶穌基督,聖名以祈求。
[00:03:41.700 --> 00:03:45.700]  We say together, Amen.
[00:03:45.700 --> 00:03:50.200]  When was the last time that you received a personal letter?
[00:03:50.200 --> 00:03:55.200]  你記不記得上一次你什麼時候收到一份真的給你的一封信呢?
[00:03:55.200 --> 00:03:59.800]  These days, we use a lot of email, WhatsApp, WeChat, and all that.
[00:03:59.800 --> 00:04:04.800]  We almost forget the feeling to have a letter, a real letter in our hand.
[00:04:04.800 --> 00:04:09.200]  因為你知道我們很用短信、email,各樣種類,
[00:04:09.200 --> 00:04:13.000]  很久都沒有收到一封有信封寄給你的信了。
[00:04:13.000 --> 00:04:18.500]  I remember the first letter that I got in my hand when I was young.
[00:04:18.500 --> 00:04:21.500]  我記得我小時候,我真的收到一封信,
[00:04:21.500 --> 00:04:23.500]  當我第一封信收到的時候,
[00:04:23.500 --> 00:04:24.500]  I was so happy.
[00:04:24.500 --> 00:04:26.000]  我真的很開心。
[00:04:26.000 --> 00:04:31.000]  So that's why after I became a children pastor at my church, R3C,
[00:04:31.000 --> 00:04:37.000]  當我在成北華基做兒童傳道人的時候,
[00:04:37.000 --> 00:04:41.000]  even though we have around 900 children on our list,
[00:04:41.000 --> 00:04:44.500]  我大概有900個小朋友在我們的list。
[00:04:44.500 --> 00:04:50.500]  But I decided every month I'm going to write down a birthday card
[00:04:50.500 --> 00:04:54.000]  for each one of the students that was having birthday that month.
[00:04:54.000 --> 00:04:56.000]  我當時下定決心,
[00:04:56.000 --> 00:05:01.000]  我就要親自寫一封生日卡給每一個小朋友的。
[00:05:01.000 --> 00:05:07.000]  So that's the birthday card for that birthday boy or girl of the month.
[00:05:07.000 --> 00:05:12.000]  I wrote a note, a handwritten note for them.
[00:05:12.000 --> 00:05:13.500]  這個就是其中一張的卡。
[00:05:13.500 --> 00:05:18.000]  在每一張卡裡面,我真的親手寫上祝福他的說話。
[00:05:18.000 --> 00:05:21.500]  And I put on beautiful stickers on each one of them.
[00:05:21.500 --> 00:05:24.000]  當然,小朋友喜歡貼紙的,
[00:05:24.000 --> 00:05:26.000]  我都把貼紙放在裡面。
[00:05:26.000 --> 00:05:29.000]  And then I put it in the envelope.
[00:05:29.000 --> 00:05:31.000]  然後我就放在信封裡面了。
[00:05:31.000 --> 00:05:35.000]  It was good, I have a helper that helped me at least to print the address.
[00:05:35.000 --> 00:05:39.500]  當然,我又同工幫手把一些地址放上去。
[00:05:39.500 --> 00:05:43.000]  We put the stamp on it and put it in the postage mail.
[00:05:43.000 --> 00:05:46.000]  然後就寄了。
[00:05:46.000 --> 00:05:51.000]  Well, you may ask, why board? Why didn't I give it to them on Sunday?
[00:05:51.000 --> 00:05:56.000]  或者你會問我,為什麼你不簡單,禮拜天就直接給他們呢?
[00:05:56.000 --> 00:06:01.000]  So at least it will save the effort and the money for putting it in the postage mail.
[00:06:01.000 --> 00:06:04.000]  那你又可以省一筆,不用放郵票嗎?
[00:06:04.000 --> 00:06:07.000]  But then, the parents are telling me.
[00:06:07.000 --> 00:06:09.000]  但這些父母他會這樣跟我說。
[00:06:09.000 --> 00:06:16.000]  Every time when the kids are receiving the letter in the postage mail, they were so happy.
[00:06:16.000 --> 00:06:22.000]  每一次他們真的在郵箱裡拿到一封給他們的信,他們真的超開心。
[00:06:22.000 --> 00:06:27.000]  They open it and they read each of the notes that I have handwritten on them.
[00:06:27.000 --> 00:06:32.000]  他們就開來看,然後慢慢逐粒字這樣去讀出來。
[00:06:32.000 --> 00:06:36.000]  It shows them that the children pastor love them.
[00:06:36.000 --> 00:06:42.000]  讓他們知道,他們的兒童傳道人是很愛他們的。
[00:06:42.000 --> 00:06:44.000]  And also God loves them too.
[00:06:44.000 --> 00:06:46.000]  還有神是很愛他們的。
[00:06:46.000 --> 00:06:49.000]  So, how about you?
[00:06:49.000 --> 00:06:51.000]  或者你又怎樣呢?
[00:06:51.000 --> 00:06:56.000]  Do you know that every day we are also receiving a letter?
[00:06:56.000 --> 00:07:00.000]  其實你知不知道我們每一天都收到一封信?
[00:07:00.000 --> 00:07:02.000]  What's that?
[00:07:02.000 --> 00:07:05.000]  That is a letter from God because it is in the Bible.
[00:07:05.000 --> 00:07:10.000]  這個就是神給我們的一封信,就是祂的聖經。
[00:07:10.000 --> 00:07:14.000]  This is God's letter to us every day, every moment.
[00:07:14.000 --> 00:07:20.000]  這個聖經就是神給我們的一封信,給我們每一天的一封信,每一刻的一封信。
[00:07:20.000 --> 00:07:27.000]  Just then we have seen the skit, it is saying that when God is praising us in the Bible,
[00:07:27.000 --> 00:07:30.000]  He always say, "Oh, it is for me."
[00:07:30.000 --> 00:07:35.000]  這個短劇都知道了,當我們看的時候,其實對我們說的說話。
[00:07:35.000 --> 00:07:42.000]  That is for me, but when the Bible is rebuking us and say, "It is for Pastor Ada."
[00:07:42.000 --> 00:07:46.000]  當我們見到一些好的說話,就當然是跟我說了,天父。
[00:07:46.000 --> 00:07:50.000]  但當我們見到一些好像責備人的說話,就當然是跟旁邊的人說了。
[00:07:50.000 --> 00:07:51.000]  For her, not for me.
[00:07:51.000 --> 00:07:53.000]  就是給她的,不是我的。
[00:07:53.000 --> 00:07:58.000]  But in fact, God is the whole Bible, every word is for each one of us.
[00:07:58.000 --> 00:08:06.000]  但如果我們深信聖經是神給我們一封完全的信的時候,其實每一個字都是對我們每一個人說話。
[00:08:06.000 --> 00:08:10.000]  Let me going to tell you a story.
[00:08:10.000 --> 00:08:13.000]  我現在很想跟你們分享一個故事。
[00:08:13.000 --> 00:08:17.000]  That story is called "Sydney and Norman".
[00:08:17.000 --> 00:08:22.000]  這個故事就叫做"Sydney and Norman".
[00:08:22.000 --> 00:08:26.000]  Because one day, they are also receiving a letter from God.
[00:08:26.000 --> 00:08:32.000]  因為這兩個朋友有一天收到神給他們的一封信。
[00:08:32.000 --> 00:08:39.000]  You see, the one that is on the left, that you can see, that is Sydney.
[00:08:39.000 --> 00:08:43.000]  在左邊那位朋友就叫做Sydney。
[00:08:43.000 --> 00:08:47.000]  And the one on the right, that little pig, is called Norman.
[00:08:47.000 --> 00:08:50.000]  右邊那位豬朋友就叫做Norman。
[00:08:50.000 --> 00:08:54.000]  豬朋友,不是豬朋友,是狗友。
[00:08:54.000 --> 00:08:57.000]  So I am going to tell you the story from here.
[00:08:57.000 --> 00:08:59.000]  我很想跟你分享這個故事。
[00:08:59.000 --> 00:09:04.000]  Once, there were two pigs living on the same street.
[00:09:04.000 --> 00:09:09.000]  從前,在這條街裡面住了兩隻豬。
[00:09:09.000 --> 00:09:13.000]  They lived next to each other, but they don't know each other's name.
[00:09:13.000 --> 00:09:16.000]  他們是鄰居,但是他們不知道彼此的名字。
[00:09:16.000 --> 00:09:17.000]  Why?
[00:09:17.000 --> 00:09:18.000]  為什麼呢?
[00:09:18.000 --> 00:09:25.000]  Because the one that is on the right, Norman, always get up early for work.
[00:09:25.000 --> 00:09:30.000]  因為右邊那位Norman,他經常都很早起床就去上班。
[00:09:30.000 --> 00:09:34.000]  But you see, the one on the left, even always have the ketchup mark on the tie,
[00:09:34.000 --> 00:09:37.000]  that is Sydney, always getting up late.
[00:09:37.000 --> 00:09:40.000]  但是左邊那位Sydney,就經常都很晚起床的,
[00:09:40.000 --> 00:09:42.000]  就把衣服弄得很髒。
[00:09:42.000 --> 00:09:44.000]  Norman is a very good pig.
[00:09:44.000 --> 00:09:46.000]  Norman實在是很豬。
[00:09:46.000 --> 00:09:48.000]  Niche and tidy.
[00:09:48.000 --> 00:09:50.000]  很整齊,很清潔。
[00:09:50.000 --> 00:09:55.000]  He always follow all the different rules when he was young at school.
[00:09:55.000 --> 00:10:00.000]  他小時候在學校的時候,就會守秩序。
[00:10:00.000 --> 00:10:02.000]  Get all the awards from school.
[00:10:02.000 --> 00:10:04.000]  在學校是很用功的。
[00:10:04.000 --> 00:10:07.000]  And when he grew up,當他長大的時候,
[00:10:07.000 --> 00:10:12.000]  The boss always pat on his shoulder and say, "Good job, Norman."
[00:10:12.000 --> 00:10:17.000]  他的老闆都跟他說, "好,做得好呀,做得好呀,Norman."
[00:10:17.000 --> 00:10:19.000]  And that's why he thought that,
[00:10:19.000 --> 00:10:23.000]  God must be also very pleased of me, because I am such a good pig.
[00:10:23.000 --> 00:10:27.000]  Norman就覺得,神應該對我都十分驕傲,
[00:10:27.000 --> 00:10:29.000]  我這麼好的豬,對不對?
[00:10:29.000 --> 00:10:32.000]  And then he look down on all the other pigs.
[00:10:32.000 --> 00:10:34.000]  They are not doing well.
[00:10:34.000 --> 00:10:37.000]  其他那些小豬,真的沒有我這麼好的。
[00:10:37.000 --> 00:10:40.000]  Wondering why it is so hard for them to be good.
[00:10:40.000 --> 00:10:43.000]  其實也不是有多難,做好豬,對不對?
[00:10:43.000 --> 00:10:44.000]  不是。
[00:10:44.000 --> 00:10:45.000]  Yes, that's it.
[00:10:45.000 --> 00:10:47.000]  And then there is Sidney.
[00:10:47.000 --> 00:10:49.000]  有這隻豬,Sidney了。
[00:10:49.000 --> 00:10:52.000]  He is such a messy pig.
[00:10:52.000 --> 00:10:54.000]  Sidney真是鬧那麼久。
[00:10:54.000 --> 00:10:58.000]  He always cannot follow any rules, whether it is at school or at work.
[00:10:58.000 --> 00:11:04.000]  或者他在學校,在上班,他都不可以順從,守秩序的。
[00:11:04.000 --> 00:11:05.000]  Always late.
[00:11:05.000 --> 00:11:07.000]  經常都遲到的。
[00:11:07.000 --> 00:11:10.000]  In school, always get sent to the principal office.
[00:11:10.000 --> 00:11:15.000]  在學校,又經常都要被老師send到校長室。
[00:11:15.000 --> 00:11:18.000]  And his boss always complain about him as well.
[00:11:18.000 --> 00:11:21.000]  他的老闆又經常投訴他。
[00:11:21.000 --> 00:11:25.000]  And that's why he thought, oh, I was such a messy and bad pig.
[00:11:25.000 --> 00:11:30.000]  Sidney就說,我真是鬧那麼久,我真是一隻頑皮的豬。
[00:11:30.000 --> 00:11:33.000]  God must be very frustrated with me and rejected me.
[00:11:33.000 --> 00:11:37.000]  神當然對我很失望,祂當然不要我了。
[00:11:37.000 --> 00:11:40.000]  He was very sad and thought that he was a total failure.
[00:11:40.000 --> 00:11:44.000]  其實他自己都很傷心,他覺得自己是一個失敗。
[00:11:44.000 --> 00:11:49.000]  One day, both of them received a mail in the mailbox.
[00:11:49.000 --> 00:11:53.000]  有一日,兩隻豬仔都同樣在信箱收到一封信。
[00:11:53.000 --> 00:11:54.000]  What is it?
[00:11:54.000 --> 00:11:55.000]  是什麼來的呢?
[00:11:55.000 --> 00:11:58.000]  It was an invitation from God.
[00:11:58.000 --> 00:12:01.000]  原來是神發出一個邀請信。
[00:12:01.000 --> 00:12:06.000]  He invited both of them to go to his house at 77 M Street.
[00:12:06.000 --> 00:12:13.000]  原來神邀請他們來到神的自己的家,77號M Street。
[00:12:13.000 --> 00:12:18.000]  Yes, want to talk to each one of them individually.
[00:12:18.000 --> 00:12:23.000]  因為神想對著他們,親自跟他們說些話。
[00:12:23.000 --> 00:12:28.000]  Oh, Sidney was panicking.
[00:12:28.000 --> 00:12:31.000]  Sidney簡直是手抖腳抖。
[00:12:31.000 --> 00:12:33.000]  You have to do this.
[00:12:33.000 --> 00:12:36.000]  He was so panic.
[00:12:36.000 --> 00:12:38.000]  真的很緊張,很害怕。
[00:12:38.000 --> 00:12:43.000]  He thought that it must be God that wants to punish me
[00:12:43.000 --> 00:12:47.000]  and tell me that it's the same thing as I was sent
[00:12:47.000 --> 00:12:50.000]  to the principal's office when I was young.
[00:12:50.000 --> 00:12:54.000]  他心裡只想著,糟糕了,神當然有事要罵我了。
[00:12:54.000 --> 00:12:57.000]  就好像我小時候,老師經常都罵我、投訴我,
[00:12:57.000 --> 00:13:00.000]  send me to the principal's office.
[00:13:00.000 --> 00:13:02.000]  God must be saying that he wants to discipline me
[00:13:02.000 --> 00:13:04.000]  because of my messy life.
[00:13:04.000 --> 00:13:08.000]  糟糕,我這麼吵,他一定要罰我了。
[00:13:08.000 --> 00:13:12.000]  But on the other hand, Norman was so excited, yeah!
[00:13:12.000 --> 00:13:15.000]  但在第二方面,Norman就極興奮。
[00:13:15.000 --> 00:13:19.000]  Because he said, wow, God must be giving me some award
[00:13:19.000 --> 00:13:22.000]  and giving me praises, I'm doing so well.
[00:13:22.000 --> 00:13:27.000]  哇,神啊,我知道啦,一定要頒個獎給我啦,我做得這麼好。
[00:13:27.000 --> 00:13:29.000]  He was so proud.
[00:13:29.000 --> 00:13:32.000]  我真是,啊,me.
[00:13:32.000 --> 00:13:36.000]  So that night, both of them could not sleep well.
[00:13:36.000 --> 00:13:39.000]  唉,那晚,他們兩個都睡得不好。
[00:13:39.000 --> 00:13:41.000]  Sydney was very scared.
[00:13:41.000 --> 00:13:43.000]  Sydney就好驚啦。
[00:13:43.000 --> 00:13:45.000]  Norman was very excited.
[00:13:45.000 --> 00:13:47.000]  Norman就太興奮啦。
[00:13:47.000 --> 00:13:49.000]  And then the next day,
[00:13:49.000 --> 00:13:50.000]  然後第二天了。
[00:13:50.000 --> 00:13:53.000]  Norman woke up really early and dressed well.
[00:13:53.000 --> 00:13:56.000]  Norman就好早起身啦,就打扮得好企理。
[00:13:56.000 --> 00:13:59.000]  And he went to God's house.
[00:13:59.000 --> 00:14:02.000]  咁佢呢,就去到神嘅屋企嗰度。
[00:14:02.000 --> 00:14:04.000]  When he was on the way going to God's house,
[00:14:04.000 --> 00:14:05.000]  he saw people around,
[00:14:05.000 --> 00:14:09.000]  哎呀,they are of such low standard pick.
[00:14:09.000 --> 00:14:11.000]  咁Norman一路去緊神嘅屋企嘅時候,
[00:14:11.000 --> 00:14:13.000]  佢見到其他嘅豬,
[00:14:13.000 --> 00:14:17.000]  唉,不屑呀,真係,嚟睇下都唔想呀。
[00:14:17.000 --> 00:14:21.000]  God must be really pleased as I compare to the rest of these pigs.
[00:14:21.000 --> 00:14:25.000]  大神對我,睇我梗係唔同啲嘅,
[00:14:25.000 --> 00:14:26.000]  即係高豬一等嘅。
[00:14:26.000 --> 00:14:28.000]  So when he arrived,
[00:14:28.000 --> 00:14:30.000]  咁呀,佢就去啦。
[00:14:30.000 --> 00:14:33.000]  咁呀,去到門口就敲門啦。
[00:14:33.000 --> 00:14:36.000]  God opened the door and welcomed him in.
[00:14:36.000 --> 00:14:39.000]  神呢,就打開門,就歡迎佢入嚟啦。
[00:14:39.000 --> 00:14:41.000]  God smiled to him and said,
[00:14:41.000 --> 00:14:44.000]  神呢,就對住佢笑,就同佢講,
[00:14:44.000 --> 00:14:47.000]  I have a thing I want to tell you.
[00:14:47.000 --> 00:14:48.000]  我有嘢想同你講呀。
[00:14:48.000 --> 00:14:51.000]  First of all, I love you.
[00:14:51.000 --> 00:14:54.000]  第一樣嘢係,我好愛你呀。
[00:14:54.000 --> 00:14:57.000]  Norman smiled, but in his heart he said,
[00:14:57.000 --> 00:14:59.000]  哎呀,I know it, love.
[00:14:59.000 --> 00:15:02.000]  咁Norman呢,就笑笑嘴啦,
[00:15:02.000 --> 00:15:04.000]  咁但係內心就係,我知道啦。
[00:15:04.000 --> 00:15:07.000]  Because I'm such a good pig, of course God loves me.
[00:15:07.000 --> 00:15:12.000]  咁呀諗,梗係啦,我咁乖隻豬,梗係愛我啦。
[00:15:12.000 --> 00:15:14.000]  But then God continued to say,
[00:15:14.000 --> 00:15:16.000]  咁但係神繼續講啦喎。
[00:15:16.000 --> 00:15:20.000]  But I love you is not because of the good things that you have done.
[00:15:20.000 --> 00:15:25.000]  我愛你呢,並唔係因為你所做嘅好事呀。
[00:15:25.000 --> 00:15:28.000]  Norman was surprised.
[00:15:28.000 --> 00:15:32.000]  Norman,Norman就有啲,吓,真係?
[00:15:32.000 --> 00:15:34.000]  And then God continued to say,
[00:15:34.000 --> 00:15:36.000]  咁神又繼續講啦。
[00:15:36.000 --> 00:15:39.000]  Actually you are not as good as you thought.
[00:15:39.000 --> 00:15:41.000]  神就話啦,你知唔知呀,
[00:15:41.000 --> 00:15:44.000]  其實你唔係比你自己想像中咁好㗎咋。
[00:15:44.000 --> 00:15:46.000]  You are proud, you are selfish,
[00:15:46.000 --> 00:15:49.000]  and you look down on other people.
[00:15:49.000 --> 00:15:51.000]  其實你都幾驕傲啦,
[00:15:51.000 --> 00:15:53.000]  你都幾自我忠心啦,
[00:15:53.000 --> 00:15:55.000]  同埋你會睇低別人喎。
[00:15:55.000 --> 00:15:57.000]  Now I tell you,
[00:15:57.000 --> 00:16:01.000]  I love those people as much as I love you.
[00:16:01.000 --> 00:16:03.000]  我想同你講嘅就係,
[00:16:03.000 --> 00:16:07.000]  我愛佢哋好似我愛你咁多。
[00:16:07.000 --> 00:16:11.000]  So from now on, don't look down on anyone of those that I love.
[00:16:11.000 --> 00:16:13.000]  所以由而家開始,
[00:16:13.000 --> 00:16:17.000]  千祈唔好睇低一啲我所愛嘅人呀。
[00:16:17.000 --> 00:16:19.000]  So Norman was sad and confused.
[00:16:19.000 --> 00:16:22.000]  Norman,直情心裡沉一沉,
[00:16:22.000 --> 00:16:24.000]  有啲失望,有啲傷心。
[00:16:24.000 --> 00:16:28.000]  What? I'm not getting any praises or any award from God
[00:16:28.000 --> 00:16:30.000]  and just send home like this?
[00:16:30.000 --> 00:16:32.000]  吓,我以為我今日嚟,
[00:16:32.000 --> 00:16:36.000]  係神會讚我啦,頒個獎畀我啦,
[00:16:36.000 --> 00:16:37.000]  冇㗎咩?
[00:16:37.000 --> 00:16:40.000]  So he walked home very sadly.
[00:16:40.000 --> 00:16:43.000]  咁佢呢,就一路帶住沉重嘅腳步,
[00:16:43.000 --> 00:16:45.000]  好唔開心諗返屋企啦。
[00:16:45.000 --> 00:16:46.000]  And as he was on the street,
[00:16:46.000 --> 00:16:49.000]  as he looked around the people around him,
[00:16:49.000 --> 00:16:51.000]  咁當佢又喺條街上面,
[00:16:51.000 --> 00:16:54.000]  左顧右盼又見到其他嘅朋友嘅時候,
[00:16:54.000 --> 00:16:57.000]  and for the first time he noticed that he was really proud
[00:16:57.000 --> 00:17:00.000]  because he looked down on those people all the time.
[00:17:00.000 --> 00:17:02.000]  第一次呢,佢發現自己呢,
[00:17:02.000 --> 00:17:05.000]  真係佢就睇低其他人,
[00:17:05.000 --> 00:17:07.000]  自己係真係好驕傲啦。
[00:17:07.000 --> 00:17:09.000]  He felt so shameful about himself,
[00:17:09.000 --> 00:17:11.000]  and the tears rolled down his face.
[00:17:11.000 --> 00:17:14.000]  佢呢,覺得自己真係好慚愧呀,
[00:17:14.000 --> 00:17:16.000]  咁佢就喊起上嚟呀。
[00:17:16.000 --> 00:17:20.000]  Sidney was watching his neighbor at the window seat.
[00:17:20.000 --> 00:17:23.000]  咁呢,Sidney呢,就喺屋裏面呀,
[00:17:23.000 --> 00:17:26.000]  喺個窗度裝啦,就見到佢鄰居喎。
[00:17:26.000 --> 00:17:30.000]  Oh my goodness, award-winning Norman even came home.
[00:17:30.000 --> 00:17:33.000]  He was such a good man, now he came home in tears.
[00:17:33.000 --> 00:17:36.000]  哎呀,點解呀,Norman好豬嚟㗎,
[00:17:36.000 --> 00:17:39.000]  點解佢返嚟嘅時候,哭曬嘅,咁我點呀?
[00:17:39.000 --> 00:17:43.000]  What happened to me when I go to see God?
[00:17:43.000 --> 00:17:48.000]  So when he walked down the street going to God's house,
[00:17:48.000 --> 00:17:52.000]  he walked so slowly because just like he was going to the principal office,
[00:17:52.000 --> 00:17:54.000]  he was so nervous and sad.
[00:17:54.000 --> 00:17:57.000]  佢真係每一步都覺得好重咁樣呢,
[00:17:57.000 --> 00:18:01.000]  就要行去神奇屋企,就好似以前行去校長室一樣呀。
[00:18:01.000 --> 00:18:04.000]  So when he arrived there,
[00:18:04.000 --> 00:18:07.000]  咁佢又去到神奇屋企啦,佢就敲門啦。
[00:18:07.000 --> 00:18:10.000]  and God opened the door, smiled to him.
[00:18:10.000 --> 00:18:13.000]  咁神呢,就打開門同佢笑笑啦。
[00:18:13.000 --> 00:18:17.000]  Unexpectedly, God said, "I want to tell you something."
[00:18:17.000 --> 00:18:20.000]  神呢,就話,我有嘢想同你講呀。
[00:18:20.000 --> 00:18:23.000]  First of all, Sidney, I love you.
[00:18:23.000 --> 00:18:25.000]  Sidney,我愛你。
[00:18:25.000 --> 00:18:29.000]  Sidney said, "Really? You love me even when I was such a bad pig?"
[00:18:29.000 --> 00:18:33.000]  Sidney said, "What? Me? Such a bad pig? Love me?"
[00:18:33.000 --> 00:18:38.000]  And then God continued to say, "Secondly, I love you."
[00:18:38.000 --> 00:18:42.000]  第二,我想同你講係,我愛你呀。
[00:18:42.000 --> 00:18:44.000]  Sidney was even more surprised.
[00:18:44.000 --> 00:18:47.000]  Really, God loved me and repeated it twice?
[00:18:47.000 --> 00:18:51.000]  Sidney said, "What? Really? You said it twice?"
[00:18:51.000 --> 00:18:54.000]  And then thirdly, I love you.
[00:18:54.000 --> 00:18:58.000]  神又話啦,我要再同你講,第三就係,我愛你呀。
[00:18:58.000 --> 00:19:04.000]  So Sidney was very surprised and stepped out of God's house.
[00:19:04.000 --> 00:19:08.000]  Sidney就話啦, "蛤?我?神愛我?"
[00:19:08.000 --> 00:19:10.000]  咁佢就離開啦。
[00:19:10.000 --> 00:19:13.000]  It must be, I dress up really well today.
[00:19:13.000 --> 00:19:16.000]  或者我今日係咪比較企理咗少少呢?
[00:19:16.000 --> 00:19:23.000]  And when he was walking pass by a store at the window, he looked at the reflection.
[00:19:23.000 --> 00:19:26.000]  咁佢就行過呢,喺條街度行過一間鋪頭,
[00:19:26.000 --> 00:19:30.000]  有個窗就見到自己嘅倒影,佢就望一望自己喎。
[00:19:30.000 --> 00:19:33.000]  Oh, not really, the ketchup mark is still on my tie.
[00:19:33.000 --> 00:19:37.000]  哎呀,其實真係好污糟,好撈教呀,仲見到啲ketchup喺度嘅。
[00:19:37.000 --> 00:19:40.000]  So how come God say he loves me three times?
[00:19:40.000 --> 00:19:45.000]  點解神咁重要嘅事情講三次要同我講,我愛你呢?
[00:19:45.000 --> 00:19:48.000]  但我真係好唔值得被愛喎。
[00:19:48.000 --> 00:19:51.000]  That's only one possibility.
[00:19:51.000 --> 00:20:00.000]  God loves me, even though I made many mistakes, he still loves me the way I am.
[00:20:00.000 --> 00:20:07.000]  個可能性就係,就算我有幾多嘅錯,神一樣咁愛我。
[00:20:07.000 --> 00:20:11.000]  Suddenly he remembered the warmth he saw in God's eyes.
[00:20:11.000 --> 00:20:18.000]  佢突然之間,佢就記得啦,當佢望住神嘅時候,見到神嘅眼其實係充滿咗溫暖。
[00:20:18.000 --> 00:20:20.000]  So tears also rolled down his face.
[00:20:20.000 --> 00:20:25.000]  而佢亦都係咁樣流淚咁樣行返屋企。
[00:20:25.000 --> 00:20:30.000]  So the next day, the two pigs came off the house almost at the same time.
[00:20:30.000 --> 00:20:36.000]  咁第二日啦,終於見面啦,兩個豬仔喺門口度就見到啦。
[00:20:36.000 --> 00:20:38.000]  As they smiled, they greeted.
