
[00:00:00.000 --> 00:00:02.000]  鳳子明問一下電影節目平安
[00:02:00.560 --> 00:02:04.560]  剛才李太幫我讀我今天的經文呢
[00:02:04.560 --> 00:02:07.560]  就是今天剛才李太幫我們讀的經文
[00:02:07.560 --> 00:02:10.560]  我這本聖經有一個好處就是
[00:02:10.560 --> 00:02:12.560]  我看第一到第九節
[00:02:12.560 --> 00:02:15.560]  它的篇幅是一個poetry
[00:02:15.560 --> 00:02:19.560]  就是這個篇幅一到第九節
[00:02:19.560 --> 00:02:21.560]  是一個詩歌題材
[00:02:21.560 --> 00:02:23.560]  是一個詩歌題材
[00:02:23.560 --> 00:02:24.560]  第十節呢
[00:02:24.560 --> 00:02:25.560]  第十節
[00:02:25.560 --> 00:02:27.560]  只是一個序文來的
[00:02:27.560 --> 00:02:29.560]  是一個序文
[00:02:29.560 --> 00:02:31.560]  頂姐妹當你讀聖經的時候
[00:02:31.560 --> 00:02:33.560]  頂姐妹當你讀聖經的時候
[00:02:33.560 --> 00:02:35.560]  讀文章的題材
[00:02:35.560 --> 00:02:36.560]  讀文章的題材
[00:02:36.560 --> 00:02:37.560]  是非常重要的
[00:02:37.560 --> 00:02:38.560]  是非常重要的
[00:02:38.560 --> 00:02:41.560]  我不知道你們的國文老師有沒有這樣教你
[00:02:41.560 --> 00:02:43.560]  我不知道你們的語言老師有沒有這樣教你
[00:02:43.560 --> 00:02:44.560]  我不知道你們的語言老師有沒有這樣教我
[00:02:44.560 --> 00:02:46.560]  我不知道你們的語言老師有沒有這樣教我
[00:02:46.560 --> 00:02:47.560]  看任何的文章呢
[00:02:47.560 --> 00:02:48.560]  看任何的文章
[00:02:48.560 --> 00:02:49.560]  作者
[00:02:49.560 --> 00:02:50.560]  作者
[00:02:50.560 --> 00:02:51.560]  作者背景
[00:02:51.560 --> 00:02:52.560]  作者背景
[00:02:52.560 --> 00:02:53.560]  然後看題材
[00:02:53.560 --> 00:02:54.560]  然後看題材
[00:02:54.560 --> 00:02:55.560]  那你知道他想講什麼
[00:02:55.560 --> 00:02:57.560]  你知道他想講什麼
[00:02:57.560 --> 00:03:02.560]  於是我就想到我的經文
[00:03:02.560 --> 00:03:04.560]  於是我就想到我的經文
[00:03:04.560 --> 00:03:06.560]  我在講耶利米書
[00:03:06.560 --> 00:03:07.560]  我在講耶利米書
[00:03:07.560 --> 00:03:09.560]  在耶利米時代
[00:03:09.560 --> 00:03:11.560]  在耶利米時代
[00:03:11.560 --> 00:03:13.560]  有幾個末代的君王
[00:03:13.560 --> 00:03:15.560]  有幾個末代的君王
[00:03:15.560 --> 00:03:18.560]  好的皇帝就是約西亞
[00:03:18.560 --> 00:03:19.560]  好的皇帝就是約西亞
[00:03:19.560 --> 00:03:20.560]  最好的君王是約西亞
[00:03:20.560 --> 00:03:21.560]  最好的君王是約西亞
[00:03:21.560 --> 00:03:23.560]  耶利米是在這個時代興起的
[00:03:23.560 --> 00:03:24.560]  耶利米是在這個時代興起的
[00:03:24.560 --> 00:03:25.560]  耶利米是在這個時代興起的
[00:03:25.560 --> 00:03:26.560]  但是約西亞
[00:03:26.560 --> 00:03:27.560]  約西亞之後呢
[00:03:27.560 --> 00:03:28.560]  約西亞之後呢
[00:03:28.560 --> 00:03:29.560]  有四個王
[00:03:29.560 --> 00:03:30.560]  有四個王
[00:03:30.560 --> 00:03:31.560]  有一、二、三
[00:03:31.560 --> 00:03:32.560]  有一、二、三
[00:03:32.560 --> 00:03:33.560]  四個王都是偽的
[00:03:33.560 --> 00:03:34.560]  四個王都是偽的
[00:03:34.560 --> 00:03:35.560]  四個王都是偽的
[00:03:35.560 --> 00:03:36.560]  約阿斯
[00:03:36.560 --> 00:03:37.560]  約阿斯
[00:03:37.560 --> 00:03:38.560]  約阿經
[00:03:38.560 --> 00:03:39.560]  約阿經
[00:03:39.560 --> 00:03:40.560]  約阿根
[00:03:40.560 --> 00:03:41.560]  約阿根
[00:03:41.560 --> 00:03:42.560]  西帝加
[00:03:42.560 --> 00:03:43.560]  西帝加
[00:03:43.560 --> 00:03:44.560]  這四個王呢
[00:03:44.560 --> 00:03:45.560]  統治三十一年左右
[00:03:45.560 --> 00:03:46.560]  統治三十一年左右
[00:03:46.560 --> 00:03:47.560]  統治三十二年
[00:03:47.560 --> 00:03:48.560]  那麼呢
[00:03:48.560 --> 00:03:50.560]  如果這些王
[00:03:50.560 --> 00:03:51.560]  如果這些王
[00:03:51.560 --> 00:03:53.560]  肯聽耶利米
[00:03:53.560 --> 00:03:55.560]  肯聽耶利米
[00:03:55.560 --> 00:03:57.560]  不好聽的訊息
[00:03:57.560 --> 00:03:58.560]  不好聽的訊息
[00:03:58.560 --> 00:03:59.560]  聽清楚
[00:03:59.560 --> 00:04:00.560]  我用了兩個
[00:04:00.560 --> 00:04:02.560]  聽不好聽的訊息
[00:04:02.560 --> 00:04:03.560]  聽不好聽的訊息
[00:04:03.560 --> 00:04:06.560]  如果他願意聽耶利米講的不好聽的訊息
[00:04:06.560 --> 00:04:07.560]  如果他願意聽耶利米講的不好聽的訊息
[00:04:07.560 --> 00:04:09.560]  猶大可能不會滅亡
[00:04:09.560 --> 00:04:11.560]  猶大有可能不會滅亡
[00:04:14.560 --> 00:04:15.560]  那麼這個原則呢
[00:04:15.560 --> 00:04:16.560]  這個原則
[00:04:16.560 --> 00:04:18.560]  和今天的世人有關係
[00:04:18.560 --> 00:04:20.560]  和今天世人有關係
[00:04:20.560 --> 00:04:21.560]  如果今天世人
[00:04:21.560 --> 00:04:22.560]  如果今天世人
[00:04:22.560 --> 00:04:24.560]  肯聽到耶穌基督
[00:04:24.560 --> 00:04:25.560]  肯聽到耶穌基督
[00:04:25.560 --> 00:04:27.560]  那些不好聽的訊息
[00:04:27.560 --> 00:04:29.560]  如果不好聽的訊息
[00:04:29.560 --> 00:04:30.560]  耶穌基督什麼訊息啊
[00:04:30.560 --> 00:04:31.560]  耶穌基督什麼訊息啊
[00:04:31.560 --> 00:04:32.560]  你是一個罪人啊
[00:04:32.560 --> 00:04:33.560]  你是一個罪人
[00:04:33.560 --> 00:04:34.560]  你需要救主啊
[00:04:34.560 --> 00:04:35.560]  你需要救主
[00:04:35.560 --> 00:04:36.560]  好不好聽啊
[00:04:36.560 --> 00:04:37.560]  好不好聽
[00:04:37.560 --> 00:04:39.560]  說我罪人
[00:04:39.560 --> 00:04:40.560]  說我罪人
[00:04:40.560 --> 00:04:42.560]  法官都沒判我嘛
[00:04:42.560 --> 00:04:43.560]  法官都沒判我
[00:04:43.560 --> 00:04:45.560]  耶穌你說我罪人嘛
[00:04:45.560 --> 00:04:46.560]  好不好聽啊
[00:04:46.560 --> 00:04:47.560]  好不好聽
[00:04:47.560 --> 00:04:48.560]  不好聽啊
[00:04:48.560 --> 00:04:50.560]  所以為什麼這麼多人
[00:04:50.560 --> 00:04:51.560]  不喜歡信耶穌啊
[00:04:51.560 --> 00:04:52.560]  不喜歡耶穌
[00:04:52.560 --> 00:04:53.560]  不好聽啊
[00:04:53.560 --> 00:04:54.560]  不好聽
[00:04:54.560 --> 00:04:55.560]  說我罪人啊
[00:04:55.560 --> 00:04:56.560]  說我罪人
[00:04:56.560 --> 00:04:57.560]  OK
[00:04:57.560 --> 00:05:00.560]  我們需要救主啊
[00:05:00.560 --> 00:05:02.560]  我們需要救主
[00:05:02.560 --> 00:05:05.560]  如果我們肯接受這個不好聽的訊息呢
[00:05:05.560 --> 00:05:07.560]  如果我們喜歡聽這個不好聽的訊息
[00:05:07.560 --> 00:05:08.560]  相信耶穌
[00:05:08.560 --> 00:05:09.560]  相信耶穌
[00:05:09.560 --> 00:05:10.560]  你知道耶穌怎麼說嗎
[00:05:10.560 --> 00:05:11.560]  耶穌怎麼說
[00:05:11.560 --> 00:05:13.560]  祢會不致滅亡
[00:05:13.560 --> 00:05:14.560]  祢就不致滅亡
[00:05:14.560 --> 00:05:15.560]  下面那句呢
[00:05:15.560 --> 00:05:16.560]  下面那句
[00:05:16.560 --> 00:05:17.560]  反德永生
[00:05:17.560 --> 00:05:18.560]  反德永生
[00:05:18.560 --> 00:05:19.560]  知道從哪裡出來的嗎
[00:05:19.560 --> 00:05:20.560]  知道從哪裡出來的嗎
[00:05:20.560 --> 00:05:21.560]  約翰福音
[00:05:21.560 --> 00:05:22.560]  約翰福音
[00:05:22.560 --> 00:05:23.560]  三章十六節
[00:05:23.560 --> 00:05:24.560]  三章十六節
[00:05:24.560 --> 00:05:25.560]  OK
[00:05:25.560 --> 00:05:28.560]  所以我們今天在本文呢
[00:05:28.560 --> 00:05:29.560]  所以今天在本文
[00:05:29.560 --> 00:05:32.560]  就聽一聽耶利文發出
[00:05:32.560 --> 00:05:35.560]  我叫做最後悔改的呼聲
[00:05:35.560 --> 00:05:38.560]  我這裡是講耶利文發出最後悔改的呼聲
[00:05:38.560 --> 00:05:40.560]  那是不是真的不好聽啊
[00:05:40.560 --> 00:05:42.560]  真是不好聽啊
[00:05:42.560 --> 00:05:44.560]  英文有一句說話叫
[00:05:44.560 --> 00:05:47.560]  Beauty is in the eyes of the beholder
[00:05:47.560 --> 00:05:48.560]  就是說呢
[00:05:48.560 --> 00:05:50.560]  美麗呢
[00:05:50.560 --> 00:05:51.560]  美麗
[00:05:51.560 --> 00:05:53.560]  是在那個看東西的人的眼中
[00:05:53.560 --> 00:05:55.560]  就是在那看人的眼中
[00:05:55.560 --> 00:05:58.560]  那我們如果是青年男女都會知道一句
[00:05:58.560 --> 00:06:00.560]  情人眼裡啊
[00:06:00.560 --> 00:06:01.560]  就青年男女會知道
[00:06:01.560 --> 00:06:02.560]  情人眼裡
[00:06:02.560 --> 00:06:03.560]  下面都會明白
[00:06:03.560 --> 00:06:05.560]  一個明明很醜的女孩子嘛
[00:06:05.560 --> 00:06:06.560]  明明是個很漂亮的女孩子
[00:06:06.560 --> 00:06:08.560]  你看見她醜樣嘛
[00:06:08.560 --> 00:06:09.560]  但是她的情人呢
[00:06:09.560 --> 00:06:11.560]  她是西施啊
[00:06:11.560 --> 00:06:14.560]  弟兄姊妹
[00:06:14.560 --> 00:06:15.560]  弟兄姊妹
[00:06:15.560 --> 00:06:16.560]  耶穌基督的說話
[00:06:16.560 --> 00:06:17.560]  耶穌基督的說話
[00:06:17.560 --> 00:06:18.560]  先知的說話
[00:06:18.560 --> 00:06:19.560]  先知的說話
[00:06:19.560 --> 00:06:20.560]  好不好聽啊
[00:06:20.560 --> 00:06:21.560]  好不好聽
[00:06:21.560 --> 00:06:22.560]  我用多一句
[00:06:22.560 --> 00:06:24.560]  It depends on the hearer
[00:06:24.560 --> 00:06:26.560]  就是聽那個人呢
[00:06:26.560 --> 00:06:27.560]  聽那個人
[00:06:27.560 --> 00:06:28.560]  他是什麼心態
[00:06:28.560 --> 00:06:30.560]  所取的心態
[00:06:30.560 --> 00:06:31.560]  這個心態很重要啊
[00:06:31.560 --> 00:06:33.560]  這個心態很重要
[00:06:33.560 --> 00:06:35.560]  這個心態是決定你
[00:06:35.560 --> 00:06:36.560]  這個心態決定你
[00:06:36.560 --> 00:06:37.560]  得不得救
[00:06:37.560 --> 00:06:38.560]  得不得救
[00:06:38.560 --> 00:06:40.560]  文翠珊
[00:06:40.560 --> 00:06:41.560]  文翠珊
[00:06:41.560 --> 00:06:43.560]  她的心態是什麼啊
[00:06:43.560 --> 00:06:44.560]  不好聽啊
[00:06:44.560 --> 00:06:45.560]  她心態不好聽
[00:06:45.560 --> 00:06:46.560]  她就不聽了
[00:06:46.560 --> 00:06:47.560]  她就不聽
[00:06:47.560 --> 00:06:48.560]  結果她現在這一鋪呢
[00:06:48.560 --> 00:06:50.560]  她現在這一選
[00:06:50.560 --> 00:06:51.560]  這一鋪啊
[00:06:51.560 --> 00:06:52.560]  好賭啊
[00:06:52.560 --> 00:06:53.560]  這次好賭
[00:06:53.560 --> 00:06:54.560]  是不是輸啊
[00:06:54.560 --> 00:06:55.560]  是不是輸了
[00:06:55.560 --> 00:06:56.560]  弟兄姊妹
[00:06:56.560 --> 00:06:57.560]  弟兄姊妹
[00:06:57.560 --> 00:06:59.560]  真是很漂亮的信息啊
[00:06:59.560 --> 00:07:00.560]  真是很漂亮的信息
[00:07:00.560 --> 00:07:01.560]  不好聽的東西啊
[00:07:01.560 --> 00:07:02.560]  好聽的
[00:07:02.560 --> 00:07:03.560]  不好聽的東西啊
[00:07:03.560 --> 00:07:04.560]  不好聽的
[00:07:04.560 --> 00:07:05.560]  可能最需要聽啊
[00:07:05.560 --> 00:07:07.560]  可能最需要聽
[00:07:07.560 --> 00:07:09.560]  是不是很難領啊
[00:07:09.560 --> 00:07:11.560]  是不是很難受啊
[00:07:11.560 --> 00:07:12.560]  所以做父母呢
[00:07:12.560 --> 00:07:13.560]  所以做父母
[00:07:13.560 --> 00:07:15.560]  你整天都教我罵兒子啊
[00:07:15.560 --> 00:07:16.560]  整天去說這些
[00:07:16.560 --> 00:07:17.560]  整天罵
[00:07:17.560 --> 00:07:18.560]  經常都暗我啊
[00:07:18.560 --> 00:07:20.560]  不好聽啊
[00:07:20.560 --> 00:07:22.560]  你知道最疼愛你是誰嗎
[00:07:22.560 --> 00:07:23.560]  最愛你是什麼
[00:07:23.560 --> 00:07:25.560]  就是你的爸爸媽媽
[00:07:25.560 --> 00:07:26.560]  就是你爸爸媽媽
[00:07:26.560 --> 00:07:27.560]  OK
[00:07:27.560 --> 00:07:29.560]  好了我現在回到我們的大綱
[00:07:29.560 --> 00:07:30.560]  第一點呢
[00:07:30.560 --> 00:07:32.560]  回到我們大綱第一點
[00:07:32.560 --> 00:07:33.560]  最後的悔改呼聲
[00:07:33.560 --> 00:07:34.560]  大家手上應該有大綱啊
[00:07:34.560 --> 00:07:36.560]  最後悔改呼聲
[00:07:36.560 --> 00:07:37.560]  四章一到四節
[00:07:37.560 --> 00:07:39.560]  一到四節
[00:07:39.560 --> 00:07:41.560]  那這裡我有ABC啊
[00:07:41.560 --> 00:07:43.560]  我在ABC
[00:07:43.560 --> 00:07:45.560]  以色列必須有悔改的行動啊
[00:07:45.560 --> 00:07:48.560]  以色列必須有悔改的行動
[00:07:48.560 --> 00:07:50.560]  一節到二章上
[00:07:50.560 --> 00:07:52.560]  一節到二節上
[00:07:52.560 --> 00:07:53.560]  那其實呢
[00:07:53.560 --> 00:07:57.560]  在三章二十二節下至到二十五節呢
[00:07:57.560 --> 00:08:01.560]  就三章的二十二到二十五節
[00:08:01.560 --> 00:08:04.560]  上帝已知以色列痛苦的聲音啊
[00:08:04.560 --> 00:08:07.560]  上帝已知以色列痛苦的聲音
[00:08:07.560 --> 00:08:09.560]  就讓耶利米轉告啊
[00:08:09.560 --> 00:08:11.560]  就讓耶利米轉告
[00:08:11.560 --> 00:08:13.560]  好了
[00:08:13.560 --> 00:08:14.560]  那現在呢
[00:08:14.560 --> 00:08:16.560]  在這個四章一節呢
[00:08:16.560 --> 00:08:18.560]  四章一節怎麼說呢
[00:08:18.560 --> 00:08:19.560]  轉告耶和說
[00:08:19.560 --> 00:08:20.560]  以色列啊
[00:08:20.560 --> 00:08:21.560]  以色列啊
[00:08:21.560 --> 00:08:23.560]  你若果回來歸我
[00:08:23.560 --> 00:08:25.560]  你若果回來歸向我
[00:08:25.560 --> 00:08:27.560]  若從我眼前
[00:08:27.560 --> 00:08:31.560]  除掉你可憎的偶像
[00:08:31.560 --> 00:08:33.560]  若從我眼前除掉你可憎我的眼
[00:08:33.560 --> 00:08:35.560]  那我提過一樣東西啊
[00:08:35.560 --> 00:08:36.560]  記不記得
[00:08:36.560 --> 00:08:37.560]  凡是偶像呢
[00:08:37.560 --> 00:08:38.560]  凡是偶像
[00:08:38.560 --> 00:08:39.560]  前面那個形容詞呢
[00:08:39.560 --> 00:08:40.560]  前面那個形容詞呢
[00:08:40.560 --> 00:08:42.560]  可憎的
[00:08:42.560 --> 00:08:43.560]  可憎的
[00:08:43.560 --> 00:08:44.560]  有沒有留意啊
[00:08:44.560 --> 00:08:46.560]  大家有沒有留意
[00:08:46.560 --> 00:08:48.560]  偶像上帝是硬的
[00:08:48.560 --> 00:08:49.560]  上帝是硬的
[00:08:49.560 --> 00:08:50.560]  刺硬的
[00:08:50.560 --> 00:08:51.560]  刺硬的
[00:08:51.560 --> 00:08:52.560]  就是說這個是
[00:08:52.560 --> 00:08:54.560]  以色列人都認為可愛的啊
[00:08:54.560 --> 00:08:55.560]  是
[00:08:55.560 --> 00:08:56.560]  以色列人就可愛
[00:08:56.560 --> 00:08:57.560]  那為什麼拜偶像啊
[00:08:57.560 --> 00:08:58.560]  為什麼拜偶像呢
[00:08:58.560 --> 00:09:01.560]  你就不被遷移
[00:09:01.560 --> 00:09:02.560]  你就不被遷移
[00:09:02.560 --> 00:09:05.560]  你必要憑誠實
[00:09:05.560 --> 00:09:06.560]  你必要憑誠實
[00:09:06.560 --> 00:09:07.560]  公平
[00:09:07.560 --> 00:09:08.560]  公平
[00:09:08.560 --> 00:09:09.560]  公義
[00:09:09.560 --> 00:09:10.560]  公義
[00:09:10.560 --> 00:09:12.560]  祇著永生的耶和華氣勢
[00:09:12.560 --> 00:09:15.560]  祇著永生的耶和華氣勢
[00:09:15.560 --> 00:09:17.560]  那其實這個時候的背景呢
[00:09:17.560 --> 00:09:21.560]  是約西亞的宗教改革時期來的
[00:09:21.560 --> 00:09:25.560]  這個時候背景是約西亞宗教改革時期
[00:09:25.560 --> 00:09:27.560]  是表面上
[00:09:27.560 --> 00:09:28.560]  是表面上
[00:09:28.560 --> 00:09:29.560]  宗教改革
[00:09:29.560 --> 00:09:30.560]  宗教改革
[00:09:30.560 --> 00:09:32.560]  表面上你看到是不是呢
[00:09:32.560 --> 00:09:33.560]  他們這個改革
[00:09:33.560 --> 00:09:34.560]  他們這個悔改呢
[00:09:34.560 --> 00:09:35.560]  他這個改革
[00:09:35.560 --> 00:09:36.560]  這個悔改
[00:09:36.560 --> 00:09:38.560]  是苟且的
[00:09:38.560 --> 00:09:39.560]  是苟且的
[00:09:39.560 --> 00:09:40.560]  是很隨便的
[00:09:40.560 --> 00:09:41.560]  是很隨便的
[00:09:41.560 --> 00:09:42.560]  doesn't mean it的
[00:09:42.560 --> 00:09:44.560]  沒有什麼實際意義的
[00:09:44.560 --> 00:09:46.560]  不是從心而發的
[00:09:46.560 --> 00:09:47.560]  不是從心而發的
[00:09:47.560 --> 00:09:49.560]  但是真正的悔改要從心而發
[00:09:49.560 --> 00:09:50.560]  真正的悔改要從心而發
[00:09:50.560 --> 00:09:51.560]  所以這個時候
[00:09:51.560 --> 00:09:52.560]  以色列啊
[00:09:52.560 --> 00:09:53.560]  以色列啊
[00:09:53.560 --> 00:09:54.560]  這個時候
[00:09:54.560 --> 00:09:55.560]  這個以色列是指猶大了
[00:09:55.560 --> 00:09:57.560]  這個以色列是指猶大
[00:09:57.560 --> 00:10:00.560]  猶大如果真是
[00:10:00.560 --> 00:10:01.560]  真心的悔改呢
[00:10:01.560 --> 00:10:03.560]  如果猶大真心悔改呢
[00:10:03.560 --> 00:10:04.560]  就必須要
[00:10:04.560 --> 00:10:07.560]  單單敬畏上帝
[00:10:07.560 --> 00:10:09.560]  就必須單單敬畏上帝
[00:10:09.560 --> 00:10:10.560]  這個行動
[00:10:10.560 --> 00:10:12.560]  除掉你可憎的偶像
[00:10:12.560 --> 00:10:14.560]  除掉你可憎的偶像
[00:10:14.560 --> 00:10:15.560]  不被遷移
[00:10:15.560 --> 00:10:16.560]  不被遷移
[00:10:16.560 --> 00:10:17.560]  就是不要被人煽動的
[00:10:17.560 --> 00:10:18.560]  不會走回頭的
[00:10:18.560 --> 00:10:20.560]  不會被煽動的
[00:10:20.560 --> 00:10:21.560]  不會回頭的
[00:10:21.560 --> 00:10:22.560]  不會走回頭
[00:10:22.560 --> 00:10:23.560]  就是說
[00:10:23.560 --> 00:10:24.560]  這裡有很多人
[00:10:24.560 --> 00:10:25.560]  這裡舉手
[00:10:25.560 --> 00:10:27.560]  一會兒回去
[00:10:27.560 --> 00:10:29.560]  然後禮拜一上班的時候
[00:10:29.560 --> 00:10:32.560]  就做回平時做的事一樣
[00:10:32.560 --> 00:10:33.560]  比如說
[00:10:33.560 --> 00:10:34.560]  剛才舉手
[00:10:34.560 --> 00:10:35.560]  這個姓耶穌
[00:10:35.560 --> 00:10:36.560]  到了週一
[00:10:36.560 --> 00:10:37.560]  又和平常一樣
[00:10:37.560 --> 00:10:38.560]  這個悔改沒用的
[00:10:38.560 --> 00:10:39.560]  這個悔改沒用
[00:10:39.560 --> 00:10:42.560]  顯然在約西亞
[00:10:42.560 --> 00:10:46.560]  大力推動的宗教改革之下
[00:10:46.560 --> 00:10:49.560]  在大力宗教改革的推動之下
[00:10:49.560 --> 00:10:51.560]  猶大人仍然保留了偶像
[00:10:51.560 --> 00:10:54.560]  猶大人寧願沒有了偶像
[00:10:54.560 --> 00:10:55.560]  雖然暫時不賣
[00:10:55.560 --> 00:10:57.560]  雖然暫時不賣
[00:10:57.560 --> 00:10:58.560]  但是沒人敲的時候
[00:10:58.560 --> 00:10:59.560]  就回頭了
[00:10:59.560 --> 00:11:00.560]  就是說
[00:11:00.560 --> 00:11:02.560]  到隨時又走回頭
[00:11:02.560 --> 00:11:04.560]  以上這個
[00:11:04.560 --> 00:11:06.560]  悔改只是消極的
[00:11:06.560 --> 00:11:07.560]  悔改是消極的
[00:11:07.560 --> 00:11:09.560]  上帝積極的悔改是什麼呢?
[00:11:09.560 --> 00:11:11.560]  上帝積極的悔改是什麼呢?
[00:11:11.560 --> 00:11:14.560]  行動指著永生上帝的
[00:11:14.560 --> 00:11:16.560]  永生耶和華起誓
[00:11:16.560 --> 00:11:18.560]  要指著永生耶和華起誓
[00:11:18.560 --> 00:11:20.560]  那我怎麼演繹這句呢?
[00:11:20.560 --> 00:11:22.560]  就保持對上帝的敬重
[00:11:22.560 --> 00:11:25.560]  保持對上帝的真誠
[00:11:25.560 --> 00:11:27.560]  就等於一個男人
[00:11:27.560 --> 00:11:28.560]  相當於一個男人
[00:11:28.560 --> 00:11:30.560]  如果你愛你太太的話呢?
[00:11:30.560 --> 00:11:32.560]  如果你愛你太太的話
[00:11:32.560 --> 00:11:33.560]  你怎麼敬重啊?
[00:11:33.560 --> 00:11:34.560]  你怎麼真誠呢?
[00:11:34.560 --> 00:11:35.560]  你見到第二個女人
[00:11:35.560 --> 00:11:36.560]  一眼都不眨的嘛
[00:11:36.560 --> 00:11:37.560]  有第二個女人
[00:11:37.560 --> 00:11:39.560]  眼都不願看一眼
[00:11:39.560 --> 00:11:41.560]  你知不知道有些女人
[00:11:41.560 --> 00:11:42.560]  有些太太見到女人
[00:11:42.560 --> 00:11:44.560]  在帳篷上看見第二個女人
[00:11:44.560 --> 00:11:45.560]  你說太太發現
[00:11:45.560 --> 00:11:46.560]  你去望第二個女人的時候
[00:11:46.560 --> 00:11:47.560]  有什麼感受啊?
[00:11:47.560 --> 00:11:48.560]  有什麼感受?
[00:11:48.560 --> 00:11:49.560]  不用我說了
[00:11:49.560 --> 00:11:50.560]  不需要我講
[00:11:50.560 --> 00:11:53.560]  厲害一點,一巴掃過來的嘛
[00:11:53.560 --> 00:11:55.560]  你也離巴拿過來了
[00:11:55.560 --> 00:11:56.560]  有色情的那些
[00:11:56.560 --> 00:11:57.560]  她就不理你了
[00:11:57.560 --> 00:11:59.560]  有一陣子就不理你了嘛
[00:11:59.560 --> 00:12:01.560]  如果有色情的
[00:12:01.560 --> 00:12:03.560]  女士都要尊重她的老公啊
[00:12:03.560 --> 00:12:05.560]  女士都需要她老公
[00:12:05.560 --> 00:12:06.560]  對他什麼啊?
[00:12:06.560 --> 00:12:07.560]  對他怎麼樣?
[00:12:07.560 --> 00:12:08.560]  專一啊
[00:12:08.560 --> 00:12:09.560]  對他專一
[00:12:09.560 --> 00:12:10.560]  那上帝要不要求啊?
[00:12:10.560 --> 00:12:11.560]  上帝有沒有要求呢?
[00:12:11.560 --> 00:12:12.560]  有要求上帝啊
[00:12:12.560 --> 00:12:14.560]  有要求上帝
[00:12:14.560 --> 00:12:15.560]  今天很多人疑點
[00:12:15.560 --> 00:12:16.560]  說上帝很大方啊
[00:12:16.560 --> 00:12:17.560]  所以以為上帝很大方
[00:12:17.560 --> 00:12:19.560]  疑點是上帝不大方的
[00:12:19.560 --> 00:12:21.560]  上帝可不大方
[00:12:21.560 --> 00:12:25.560]  上帝不可以容許你心中有第二個神啊
[00:12:25.560 --> 00:12:27.560]  要是上帝不允許
[00:12:27.560 --> 00:12:29.560]  他心中有別的神
[00:12:29.560 --> 00:12:30.560]  那呢?
[00:12:30.560 --> 00:12:31.560]  那接著呢
[00:12:31.560 --> 00:12:32.560]  你要憑什麼呢?
[00:12:32.560 --> 00:12:34.560]  這三樣東西是上帝的屬性來的
[00:12:34.560 --> 00:12:36.560]  這三樣是上帝的屬性
[00:12:36.560 --> 00:12:37.560]  老實說
[00:12:37.560 --> 00:12:38.560]  如果解這段聖經
[00:12:38.560 --> 00:12:39.560]  只是解這段聖經
[00:12:39.560 --> 00:12:40.560]  我已經有一堂了
[00:12:40.560 --> 00:12:42.560]  解釋這段
[00:12:42.560 --> 00:12:43.560]  需要一堂時間
[00:12:43.560 --> 00:12:44.560]  誠實
[00:12:44.560 --> 00:12:45.560]  誠實
