
[00:00:00.000 --> 00:00:02.960]  今日我的講題是「中流砥柱」
[00:09:53.520 --> 00:09:59.120]  只有耶穌基督才能解決
[00:09:59.120 --> 00:10:01.840]  這位主除了是聖潔
[00:10:01.840 --> 00:10:02.720]  是真實之外
[00:10:02.720 --> 00:10:06.160]  他也是拿著大衛的鑰匙
[00:10:06.160 --> 00:10:08.080]  他就是舊約當中
[00:10:08.080 --> 00:10:10.400]  應許的尼賽亞救世主
[00:10:10.400 --> 00:10:12.160]  他是世人的救主
[00:10:12.160 --> 00:10:13.680]  他也是掌權的
[00:10:13.680 --> 00:10:16.080]  《馬太福音》第28章18節說
[00:10:16.080 --> 00:10:19.040]  天上地下所有的權柄都賜給我了
[00:10:19.040 --> 00:10:21.280]  所以祂可以吩咐我們去
[00:10:21.280 --> 00:10:22.800]  為祂的名作見證
[00:10:22.800 --> 00:10:25.200]  使萬民作祂的門徒
[00:10:25.200 --> 00:10:26.320]  我們要信服祂
[00:10:26.320 --> 00:10:27.680]  讓祂掌管一切
[00:10:27.680 --> 00:10:30.640]  掌管我們的生命
[00:10:30.640 --> 00:10:32.320]  主也是有能力的
[00:10:32.320 --> 00:10:34.720]  祂可以開門和關門
[00:10:34.720 --> 00:10:36.800]  祂開了的門沒有人能夠關
[00:10:36.800 --> 00:10:38.640]  祂關了的門沒有人能夠開
[00:10:38.640 --> 00:10:40.400]  門是代表出路
[00:10:40.400 --> 00:10:42.320]  譬如我們說求助無門
[00:10:42.320 --> 00:10:45.200]  就是沒有出路了
[00:10:45.200 --> 00:10:50.080]  這個闖開的門是主給你機會去侍奉祂
[00:10:50.080 --> 00:10:52.240]  你有沒有把握這個機會呢
[00:10:52.240 --> 00:10:54.000]  不要等到門關了
[00:10:54.000 --> 00:10:56.080]  你想侍奉都沒有機會
[00:10:56.080 --> 00:10:58.400]  可能到時你體力不支
[00:10:58.400 --> 00:11:01.600]  可能你到時精神不足
[00:11:01.600 --> 00:11:03.920]  或者你想傳福音的對象
[00:11:03.920 --> 00:11:06.880]  已經不在世界上
[00:11:06.880 --> 00:11:08.400]  主也是全知的
[00:11:08.400 --> 00:11:12.320]  祂知道一切
[00:11:12.320 --> 00:11:17.200]  經文也說「我知道祢的奴婦略有一點力量」
[00:11:17.200 --> 00:11:18.960]  知道祢的行為
[00:11:18.960 --> 00:11:20.080]  主是知道的
[00:11:20.080 --> 00:11:25.600]  祂知道我們的奴婦忠心盡力
[00:11:25.600 --> 00:11:28.160]  在《哥倫多前書15:58》說
[00:11:28.160 --> 00:11:29.920]  「所以我親愛的弟兄們
[00:11:29.920 --> 00:11:32.160]  你們務要堅固不可搖動
[00:11:32.160 --> 00:11:34.000]  常常竭力多作主公
[00:11:34.000 --> 00:11:37.680]  因為知道你們的奴婦在主裡面不是徒然的」
[00:11:37.680 --> 00:11:39.600]  在主裡面的奴婦不會是徒然
[00:11:39.600 --> 00:11:43.680]  主知道一切
[00:11:43.680 --> 00:11:48.880]  第8節說「我知道祢的行為略有一點力量」
[00:11:48.880 --> 00:11:51.440]  主知道祢有多少實力
[00:11:51.440 --> 00:11:54.080]  在菲拉鐵飛基督徒只是少數
[00:11:54.080 --> 00:11:56.640]  對整個城市的影響不大
[00:11:56.640 --> 00:11:58.880]  但他們仍然持守主道
[00:11:58.880 --> 00:12:01.040]  主是知道的
[00:12:01.040 --> 00:12:04.240]  祂也知道我們的行為和動機
[00:12:04.240 --> 00:12:07.680]  包括我們侍奉的動機
[00:12:07.680 --> 00:12:11.760]  我在文章裡看過一個神學院教授的見證
[00:12:11.760 --> 00:12:13.440]  他在香港讀完大學後
[00:12:13.440 --> 00:12:18.720]  去了美國著名的呼羅神學院讀神學
[00:12:18.720 --> 00:12:22.160]  是全世界最大的神學院
[00:12:22.160 --> 00:12:25.760]  他讀書時跟同學分享
[00:12:25.760 --> 00:12:31.120]  將來讀完書要返回香港服侍基層的工人
[00:12:31.120 --> 00:12:33.440]  當時他的同學也說
[00:12:33.440 --> 00:12:35.520]  「你真是很好 很有心 很謙卑
[00:12:35.520 --> 00:12:37.440]  你讀那麼多書 受那麼多教育
[00:12:37.440 --> 00:12:41.600]  願意服侍那些被人遺忘的基層工人
[00:12:41.600 --> 00:12:44.400]  他也覺得自己是這樣的一個人
[00:12:44.400 --> 00:12:47.360]  但他的老師提醒他
[00:12:47.360 --> 00:12:49.440]  要小心自己內裡的驕傲
[00:12:49.440 --> 00:12:52.400]  原來他表現出來的謙卑
[00:12:52.400 --> 00:12:56.160]  正正是隱藏了他內裡驕傲的動機
[00:12:56.160 --> 00:13:00.000]  讓人覺得他願意為主捨棄那麼多東西
[00:13:00.000 --> 00:13:02.080]  得到那麼多東西 那麼好的教育
[00:13:02.080 --> 00:13:04.400]  那麼好的待遇的時候
[00:13:04.400 --> 00:13:05.360]  他願意放下
[00:13:05.360 --> 00:13:07.360]  他願意服侍基層
[00:13:07.360 --> 00:13:10.080]  被人遺忘 忘記的人
[00:13:10.080 --> 00:13:12.160]  原來他表現的謙卑
[00:13:12.160 --> 00:13:16.240]  正正是他內裡的驕傲
[00:13:16.240 --> 00:13:18.560]  其他人未必知道
[00:13:18.560 --> 00:13:19.680]  我們的主會知道
[00:13:19.680 --> 00:13:22.560]  知道我們侍奉的動機
[00:13:22.560 --> 00:13:27.040]  主也知道那些說謊話的猶太人
[00:13:27.040 --> 00:13:29.680]  他們棄絕了主的命
[00:13:29.680 --> 00:13:32.080]  聖經說他們自稱是猶太人
[00:13:32.080 --> 00:13:33.600]  其實不是猶太人
[00:13:33.600 --> 00:13:34.960]  可能在國籍上
[00:13:34.960 --> 00:13:38.880]  或者那時是羅馬帝國在統治
[00:13:38.880 --> 00:13:40.880]  可能在民族上是猶太人
[00:13:40.880 --> 00:13:43.280]  但主說他們不是
[00:13:43.280 --> 00:13:44.480]  他們說謊話
[00:13:44.480 --> 00:13:47.360]  因為他們沒有實踐在舊約中
[00:13:47.360 --> 00:13:51.520]  神和祂的祖先阿伯拉罕所立的約
[00:13:51.520 --> 00:13:53.280]  在摩西的時候
[00:13:53.280 --> 00:13:54.160]  頒布的十誡
[00:13:54.160 --> 00:13:58.000]  他們沒有遵守這些律法 這些條例
[00:13:58.000 --> 00:14:00.800]  所以主說他們棄絕主的命
[00:14:00.800 --> 00:14:02.800]  他們沒有實踐律法
[00:14:02.800 --> 00:14:04.720]  所以神也棄絕了他們
[00:14:04.720 --> 00:14:09.360]  神興起了外邦人去服侍他們
[00:14:09.360 --> 00:14:12.240]  講到這裡 跟大家先溫習一下
[00:14:12.240 --> 00:14:15.200]  我講了主的命令要求只有一個
[00:14:15.200 --> 00:14:17.120]  就是持守所有
[00:14:17.120 --> 00:14:20.000]  對我們發命令的主是真實的
[00:14:20.000 --> 00:14:21.440]  是聖潔
[00:14:21.440 --> 00:14:23.520]  也是拿著大衛的約事
[00:14:23.520 --> 00:14:28.080]  他是有能力 是全知的
[00:14:28.080 --> 00:14:29.840]  這位主除了是這樣之外
[00:14:29.840 --> 00:14:33.520]  我也知道當我們去進行他的命令
[00:14:33.520 --> 00:14:34.960]  我們持守所有的時候
[00:14:34.960 --> 00:14:37.760]  他給我們有應許
[00:14:37.760 --> 00:14:41.360]  首先他說給我們有一個敞開的門
[00:14:41.360 --> 00:14:43.680]  門或敞開的門
[00:14:43.680 --> 00:14:46.320]  通常都是講到一個傳福音的機會
[00:14:46.320 --> 00:14:49.520]  譬如在哥倫多前書十六章第九節
[00:14:49.520 --> 00:14:51.600]  哥倫多後書二章十二節
[00:14:51.600 --> 00:14:53.360]  哥羅西書四章三節
[00:14:53.360 --> 00:14:55.120]  來到保羅華
[00:14:55.120 --> 00:14:56.560]  神給他有敞開的門
[00:14:56.560 --> 00:14:58.400]  可以傳福音
[00:14:58.400 --> 00:15:00.480]  還有敞開的門
[00:15:00.480 --> 00:15:03.360]  是給我們有更多侍奉主的機會
[00:15:03.360 --> 00:15:07.520]  在馬太福音十三章十二節說
[00:15:07.520 --> 00:15:09.520]  凡有的還要加給他
[00:15:09.520 --> 00:15:11.040]  叫他有餘
[00:15:11.040 --> 00:15:12.160]  凡沒有的
[00:15:12.160 --> 00:15:16.000]  連他所有的也要奪去
[00:15:16.000 --> 00:15:17.280]  當你去侍奉神的時候
[00:15:17.280 --> 00:15:18.720]  神給你有機會去侍奉他
[00:15:18.720 --> 00:15:21.760]  神又給你更多的機會去侍奉
[00:15:21.760 --> 00:15:24.640]  所以有的還要加給他
[00:15:24.640 --> 00:15:27.680]  有些人覺得這樣好像講到神很不公平
[00:15:27.680 --> 00:15:28.960]  有的就要加給他
[00:15:28.960 --> 00:15:31.280]  沒有的連他有的都拿走
[00:15:31.280 --> 00:15:34.640]  我用一個比喻去解釋一下
[00:15:34.640 --> 00:15:37.920]  就好像一個學生去參加比賽
[00:15:37.920 --> 00:15:39.440]  起初參加初賽
[00:15:39.440 --> 00:15:40.720]  他做得很好
[00:15:40.720 --> 00:15:42.240]  入圍了初賽之後
[00:15:42.240 --> 00:15:43.920]  他去參加復賽
[00:15:43.920 --> 00:15:45.280]  復賽之後又做得很好
[00:15:45.280 --> 00:15:46.000]  又入圍
[00:15:46.000 --> 00:15:48.160]  於是他就可以參加準決賽
[00:15:48.160 --> 00:15:50.560]  最後可以晉身決賽
[00:15:50.560 --> 00:15:53.440]  這個就是有的還要加給他
[00:15:53.440 --> 00:15:54.800]  當我們努力侍奉的時候
[00:15:54.800 --> 00:15:56.960]  神開一個敞開的門
[00:15:56.960 --> 00:16:00.640]  給我們更多機會去服侍他
[00:16:00.640 --> 00:16:05.200]  第二個應許就是仇敵下拜
[00:16:05.200 --> 00:16:10.800]  在第九節說到
[00:16:10.800 --> 00:16:16.720]  主說「我要使他們來在你腳前下拜
[00:16:16.720 --> 00:16:21.600]  也使他們知道我已經愛你了」
[00:16:21.600 --> 00:16:23.200]  有人解釋說
[00:16:23.200 --> 00:16:27.200]  這個是仇敵在基督徒面前跪下來
[00:16:27.200 --> 00:16:28.560]  敬拜神的意思
[00:16:28.560 --> 00:16:31.120]  因為人是不應該向人下拜的
[00:16:31.120 --> 00:16:32.960]  這個解釋是合理的
[00:16:32.960 --> 00:16:35.040]  但有更重要的意思
[00:16:35.040 --> 00:16:38.400]  應該是指神要讓非拉鐵非的信徒
[00:16:38.400 --> 00:16:41.520]  在仇敵面前得到榮耀
[00:16:41.520 --> 00:16:44.880]  就是說證明這些信徒是對的
[00:16:44.880 --> 00:16:47.600]  他的敵人是錯的
[00:16:47.600 --> 00:16:49.360]  這些自稱是猶太人
[00:16:49.360 --> 00:16:51.600]  其實不是猶太人
[00:16:51.600 --> 00:16:53.600]  並且要讓他們知道
[00:16:53.600 --> 00:16:56.080]  主是多麼愛他們
[00:16:56.080 --> 00:16:58.880]  就好像約伯在經過試煉之後
[00:16:58.880 --> 00:17:02.640]  神責備他的三個朋友
[00:17:02.640 --> 00:17:06.960]  在約伯記第四十二章七至八節說
[00:17:06.960 --> 00:17:10.240]  「我的怒氣向你和你兩個朋友發作
[00:17:10.240 --> 00:17:12.320]  因為你們議論我
[00:17:12.320 --> 00:17:15.600]  不如我的僕人約伯說的事
[00:17:15.600 --> 00:17:20.000]  現在你們要娶七隻公牛、七隻公羊
[00:17:20.000 --> 00:17:22.480]  到我僕人約伯那裡去
[00:17:22.480 --> 00:17:24.880]  為自己獻上繁祭」
[00:17:24.880 --> 00:17:27.920]  這句話是神跟約伯的三個朋友說
[00:17:27.920 --> 00:17:29.920]  其中是跟緹曼人以理法說
[00:17:29.920 --> 00:17:32.960]  所以說「你和你兩個朋友」
[00:17:32.960 --> 00:17:36.480]  然後叫他們帶七隻公牛、七隻公羊
[00:17:36.480 --> 00:17:38.480]  去約伯那裡獻祭
[00:17:38.480 --> 00:17:40.080]  當然不是獻祭給約伯
[00:17:40.080 --> 00:17:41.200]  是獻祭給神
[00:17:41.200 --> 00:17:45.600]  但這讓我們知道神是這樣做的
[00:17:45.600 --> 00:17:46.960]  然後說
[00:17:46.960 --> 00:17:49.600]  「我的僕人約伯就為你們祈禱
[00:17:49.600 --> 00:17:50.720]  我因越立他
[00:17:50.720 --> 00:17:53.840]  就不按你們的慾望扮你們
[00:17:53.840 --> 00:17:57.440]  你們議論我不如我的僕人約伯說的事」
[00:17:57.440 --> 00:18:00.240]  約伯的三個朋友在約伯受苦時
[00:18:00.240 --> 00:18:02.640]  說了很多關於神的事、議論的事
[00:18:02.640 --> 00:18:05.920]  但神說「約伯說得對
[00:18:05.920 --> 00:18:08.160]  你們說的是錯的」
[00:18:08.160 --> 00:18:10.560]  這就是神洗到受敵
[00:18:10.560 --> 00:18:13.760]  在信徒面前下敗的意思
[00:18:13.760 --> 00:18:16.480]  讓他們在敵人面前得到榮譽
[00:18:16.480 --> 00:18:20.000]  因為證明他們是對的
[00:18:20.000 --> 00:18:26.560]  第三個應許在第十節說到
[00:18:26.560 --> 00:18:28.000]  三章十節
[00:18:28.000 --> 00:18:29.760]  「你既遵守我忍耐的道
[00:18:29.760 --> 00:18:32.800]  我必在普天下人受試煉的時候
[00:18:32.800 --> 00:18:35.200]  保守你免去試煉」
