
[00:00:00.000 --> 00:00:03.400]  主,我們感謝祢透過聖經的話語
[00:05:08.400 --> 00:05:12.400]  雖然我們不是要在地上建立天國
[00:05:12.400 --> 00:05:15.400]  但是我們也不應該拱手相讓
[00:05:15.400 --> 00:05:17.400]  將它讓給撒旦
[00:05:17.400 --> 00:05:19.400]  敗壞了這個世界
[00:05:19.400 --> 00:05:21.400]  因為整串的福音
[00:05:21.400 --> 00:05:23.400]  耶穌在出道的時候
[00:05:23.400 --> 00:05:25.400]  祂曾經很清楚的宣告
[00:05:25.400 --> 00:05:27.400]  祂要使彼路得釋放
[00:05:27.400 --> 00:05:29.400]  受壓制的得到自由
[00:05:29.400 --> 00:05:35.400]  其實有很多事是遠比靈魂得救更加
[00:05:35.400 --> 00:05:37.400]  當然靈魂得救是很重要
[00:05:37.400 --> 00:05:42.400]  也有些事比靈魂得救更加深和廣
[00:05:42.400 --> 00:05:44.400]  我們今天關心的政治
[00:05:44.400 --> 00:05:46.400]  我們不是為了趕時髦
[00:05:46.400 --> 00:05:49.400]  不是為了因為不同的議題
[00:05:49.400 --> 00:05:50.400]  逼了入教會
[00:05:50.400 --> 00:05:53.400]  令到教目不可以回應不得
[00:05:53.400 --> 00:05:56.400]  我們也不是因為人在江湖身不由己
[00:05:56.400 --> 00:05:59.400]  我們被催逼去做一些什麼的決定
[00:05:59.400 --> 00:06:01.400]  什麼的表態
[00:06:01.400 --> 00:06:05.400]  而是主對我們教會的使命
[00:06:05.400 --> 00:06:07.400]  今天我的講題是
[00:06:07.400 --> 00:06:10.400]  人在江湖如何是好
[00:06:10.400 --> 00:06:12.400]  我想首先從聖經的角度
[00:06:12.400 --> 00:06:16.400]  我們了解彼得究竟在講什麼
[00:06:16.400 --> 00:06:18.400]  而再思想我們設身
[00:06:18.400 --> 00:06:23.400]  在世界的一些重要的觀念或者關係
[00:06:23.400 --> 00:06:25.400]  我們先讀今天的經文
[00:06:25.400 --> 00:06:30.400]  彼得前書二章十一至十二節
[00:06:30.400 --> 00:06:34.400]  彼得前書二章十一至十二節
[00:06:34.400 --> 00:06:37.400]  找到的時候我們一起讀出來
[00:06:37.400 --> 00:06:40.400]  預備起
[00:06:40.400 --> 00:06:42.400]  親愛的弟兄
[00:06:42.400 --> 00:06:45.400]  你們是客裡是寄居的
[00:06:45.400 --> 00:06:49.400]  我勸你們要禁戒肉體的私慾
[00:06:49.400 --> 00:06:52.400]  這私慾是與靈魂爭戰
[00:06:52.400 --> 00:06:56.400]  你們在外邦人中應當品行端正
[00:06:56.400 --> 00:06:59.400]  叫那誹謗你是作惡的
[00:06:59.400 --> 00:07:02.400]  因看見你們的好行為
[00:07:02.400 --> 00:07:07.400]  便在監察的日子歸榮耀給臣
[00:07:07.400 --> 00:07:09.400]  我們暫時讀到這裡
[00:07:09.400 --> 00:07:13.400]  彼得在這裡稱呼收信的弟兄為
[00:07:13.400 --> 00:07:15.400]  如果我看過一些新漢語
[00:07:15.400 --> 00:07:17.400]  日本是用僑民
[00:07:17.400 --> 00:07:20.400]  客裡是用僑民這個字
[00:07:20.400 --> 00:07:21.400]  是一些寄居的人
[00:07:21.400 --> 00:07:23.400]  其實這是什麼意思呢
[00:07:23.400 --> 00:07:27.400]  我們通常很快就會按靈異去解釋
[00:07:27.400 --> 00:07:29.400]  或者按比喻去解釋
[00:07:29.400 --> 00:07:32.400]  彼得在說我們信徒在世界生活
[00:07:32.400 --> 00:07:36.400]  就好像一種僑民或寄居者去理解
[00:07:36.400 --> 00:07:38.400]  這是可以的
[00:07:38.400 --> 00:07:42.400]  但我們也可以從一個更多層面去理解
[00:07:42.400 --> 00:07:46.400]  其實彼得對這群信徒的身份
[00:07:46.400 --> 00:07:49.400]  是實際處境的一種描述
[00:07:49.400 --> 00:07:50.400]  為什麼呢
[00:07:50.400 --> 00:07:53.400]  因為我們在彼得前書第一章第一節
[00:07:53.400 --> 00:07:55.400]  已經告訴我們
[00:07:55.400 --> 00:07:59.400]  耶穌基督的使徒彼得寫信給那些
[00:07:59.400 --> 00:08:03.400]  分散在本都 加拉太 加伯多加 亞西亞
[00:08:03.400 --> 00:08:06.400]  和比推尼寄居的
[00:08:06.400 --> 00:08:11.400]  這些信徒其實真的分散和寄居在
[00:08:11.400 --> 00:08:14.400]  當時的亞西亞省份的北部
[00:08:14.400 --> 00:08:19.400]  其實很多研究彼得前書的作者 學者
[00:08:19.400 --> 00:08:26.400]  他們都會說這部聖經的書信
[00:08:26.400 --> 00:08:30.400]  是在主後64年的時候的一個作品
[00:08:30.400 --> 00:08:36.400]  而這些信徒不少是當時被尼祿王所迫害
[00:08:36.400 --> 00:08:39.400]  所以他們分散到這些地方
[00:08:39.400 --> 00:08:43.400]  如果大家對歷史有些資訊知道的時候
[00:08:43.400 --> 00:08:48.400]  你就知道尼祿王曾經在羅馬城放了一個大火
[00:08:48.400 --> 00:08:52.400]  拿了當時一些富戶的金銀財寶
[00:08:52.400 --> 00:08:54.400]  再嫁禍基督徒放火
[00:08:54.400 --> 00:08:58.400]  所以當時很多是因為被這種毀謗
[00:08:58.400 --> 00:09:04.400]  而來到分散在逃避政治的迫害
[00:09:04.400 --> 00:09:08.400]  所以來到亞西亞北部的地方
[00:09:08.400 --> 00:09:10.400]  我們在經文的十二節也說
[00:09:10.400 --> 00:09:13.400]  他們雖然毀謗你們是作惡的
[00:09:13.400 --> 00:09:16.400]  這句也是非常清楚的
[00:09:16.400 --> 00:09:19.400]  我們看到他們受到毀謗
[00:09:19.400 --> 00:09:23.400]  而走進這種逃難的光景
[00:09:23.400 --> 00:09:26.400]  他們不是一群居住在當地的原居民
[00:09:26.400 --> 00:09:28.400]  他們是一群僑民
[00:09:28.400 --> 00:09:32.400]  或者可以說是當時一群邊緣的群體
[00:09:32.400 --> 00:09:35.400]  他們的地位是低人一等
[00:09:35.400 --> 00:09:38.400]  不少也是在社會的低下階層
[00:09:38.400 --> 00:09:42.400]  因為他們不是屬於這個地方原住的居民
[00:09:42.400 --> 00:09:48.400]  他們可能也受到很多排擠和歧視
[00:09:48.400 --> 00:09:50.400]  當地也有其他的外邦人
[00:09:50.400 --> 00:09:52.400]  因著他們的信仰不同
[00:09:52.400 --> 00:09:55.400]  而進行迫害和毀謗
[00:09:55.400 --> 00:09:57.400]  或者就好像香港的上一代
[00:09:57.400 --> 00:10:00.400]  到現在也有很多大陸的移民
[00:10:00.400 --> 00:10:03.400]  因著戰亂、政治、經濟
[00:10:03.400 --> 00:10:05.400]  就好像我爸爸一樣
[00:10:05.400 --> 00:10:09.400]  從大陸逃難到香港的一群人
[00:10:09.400 --> 00:10:12.400]  其實就借用了這個相關的身份
[00:10:12.400 --> 00:10:15.400]  去表達我們基督徒在信仰上
[00:10:15.400 --> 00:10:17.400]  一個很偉大的觀念
[00:10:17.400 --> 00:10:22.400]  我們在世界上原來只是一個寄居者和一個過客
[00:10:22.400 --> 00:10:26.400]  相對於我們真實的永恆的身份
[00:10:26.400 --> 00:10:29.400]  就是我們是一個天上的國民
[00:10:29.400 --> 00:10:33.400]  其實這樣說是不是代表我們人生如夢
[00:10:33.400 --> 00:10:35.400]  有些人說人生如客旅
[00:10:35.400 --> 00:10:38.400]  就很容易聯想起人生如夢
[00:10:38.400 --> 00:10:40.400]  很喜歡旅遊的現代人
[00:10:40.400 --> 00:10:43.400]  經常會將夢和旅遊混為一談
[00:10:43.400 --> 00:10:46.400]  因為我們去旅遊就像做夢一樣
[00:10:46.400 --> 00:10:49.400]  我們不需要再困在每天工作
[00:10:49.400 --> 00:10:51.400]  日夜不分的辦公室
[00:10:51.400 --> 00:10:54.400]  我們終於可以見到雲上的太陽
[00:10:54.400 --> 00:10:57.400]  廣告也有說未出發會先興奮
[00:10:57.400 --> 00:10:59.400]  我的體驗也是一樣
[00:10:59.400 --> 00:11:02.400]  旅行最開心不是去到旅行的時候
[00:11:02.400 --> 00:11:05.400]  是旅行出發前做的白日夢
[00:11:05.400 --> 00:11:08.400]  到你真的去到旅行的時候
[00:11:08.400 --> 00:11:11.400]  一天一早六點多還比上班早起
[00:11:11.400 --> 00:11:15.400]  我相信你已經沒有任何的興趣
[00:11:15.400 --> 00:11:20.400]  又聽到那些強迫你買首飾買藥的導遊跟你說
[00:11:20.400 --> 00:11:22.400]  我給你吃我給你住
[00:11:22.400 --> 00:11:24.400]  但你不付出
[00:11:24.400 --> 00:11:26.400]  你這輩子不還
[00:11:26.400 --> 00:11:28.400]  下輩子也要還出來
[00:11:28.400 --> 00:11:29.400]  當我們聽到的時候
[00:11:29.400 --> 00:11:31.400]  似乎我們一切的夢都會幻滅
[00:11:31.400 --> 00:11:34.400]  其實當你看旅遊書的時候
[00:11:34.400 --> 00:11:37.400]  你去發揮你的想像的時候
[00:11:37.400 --> 00:11:39.400]  你想到水清沙幼
[00:11:39.400 --> 00:11:40.400]  椰林樹影
[00:11:40.400 --> 00:11:44.400]  那時候你夢幻的假期正開始
[00:11:44.400 --> 00:11:48.400]  所以夢有時跟旅行是編織在一起
[00:11:48.400 --> 00:11:51.400]  同樣彼得說我們人生活
[00:11:51.400 --> 00:11:55.400]  在世界是一個客旅是寄居的時候
[00:11:55.400 --> 00:11:58.400]  彼得不是說人生如夢
[00:11:58.400 --> 00:12:00.400]  夢幻是會醒來的
[00:12:00.400 --> 00:12:01.400]  會一切成空
[00:12:01.400 --> 00:12:05.400]  但旅客寄居的人的生活不是這樣
[00:12:05.400 --> 00:12:08.400]  人生的一切都是真實
[00:12:08.400 --> 00:12:12.400]  我們在當中所經跨的快樂痛苦掙扎
[00:12:12.400 --> 00:12:14.400]  都是真實的
[00:12:14.400 --> 00:12:17.400]  世界不是沒有價值的
[00:12:17.400 --> 00:12:20.400]  所以彼得說這番
[00:12:20.400 --> 00:12:24.400]  彼得的觀念也是針對當時希羅的文化
[00:12:24.400 --> 00:12:28.400]  當時有一種派別稱為靈智派
[00:12:28.400 --> 00:12:30.400]  或者諾斯底的主義
[00:12:30.400 --> 00:12:35.400]  他們認為人的靈魂和肉體是分開的
[00:12:35.400 --> 00:12:37.400]  靈魂是最重要的
[00:12:37.400 --> 00:12:39.400]  這種二分的方法
[00:12:39.400 --> 00:12:43.400]  去輕視現世一切的事物
[00:12:43.400 --> 00:12:46.400]  認為現世肉體這些事物都是次一等的
[00:12:46.400 --> 00:12:49.400]  只有人的靈魂是最重要的
[00:12:49.400 --> 00:12:51.400]  所以也發展後來
[00:12:51.400 --> 00:12:53.400]  在基督教的信仰裏面
[00:12:53.400 --> 00:12:55.400]  有一些疑端
[00:12:55.400 --> 00:12:59.400]  會覺得只是關心人的靈魂得救的問題
[00:12:59.400 --> 00:13:01.400]  其實這種二分的方法
[00:13:01.400 --> 00:13:03.400]  這種所謂的幽靈
[00:13:03.400 --> 00:13:08.400]  今天仍然影響著很多華人的教會和不同的教會
[00:13:08.400 --> 00:13:10.400]  我們要非常小心
[00:13:10.400 --> 00:13:14.400]  彼得說我們是客旅和寄居的
[00:13:14.400 --> 00:13:18.400]  這個身份我想說三件很重要
[00:13:18.400 --> 00:13:20.400]  其實他想我們知道的事
[00:13:20.400 --> 00:13:21.400]  第一
[00:13:21.400 --> 00:13:24.400]  我們不能寄望別人善待
[00:13:24.400 --> 00:13:27.400]  因為按當時的風俗我們知道
[00:13:27.400 --> 00:13:29.400]  寄居是沒有社會地位
[00:13:29.400 --> 00:13:31.400]  不能享有合法的權利
[00:13:31.400 --> 00:13:34.400]  也不能期望別人一定會善待我們
[00:13:34.400 --> 00:13:36.400]  所以我們得到善待
[00:13:36.400 --> 00:13:38.400]  是bonus 是紅利
[00:13:38.400 --> 00:13:41.400]  我們是一群生活在社會邊緣的人
[00:13:41.400 --> 00:13:43.400]  我們受到不公平的對待
[00:13:43.400 --> 00:13:45.400]  其實也是無可奈何
[00:13:45.400 --> 00:13:48.400]  彼得這樣勸解我們作為基督徒的身份
[00:13:48.400 --> 00:13:50.400]  應該有這種觀念
[00:13:50.400 --> 00:13:51.400]  第二
[00:13:51.400 --> 00:13:55.400]  我們不能無止境的追求金銀和財物
[00:13:55.400 --> 00:13:57.400]  作為一個客旅
[00:13:57.400 --> 00:14:01.400]  我們知道一切對我們而言都是很短暫
[00:14:01.400 --> 00:14:04.400]  就算你住的酒店有五星級
[00:14:04.400 --> 00:14:07.400]  有一天你也要回到自己家裡的狗窩
[00:14:07.400 --> 00:14:10.400]  不是因為世界不真實
[00:14:10.400 --> 00:14:12.400]  而是我們的時間有限
[00:14:12.400 --> 00:14:15.400]  世界不是我們最終的目的地
[00:14:15.400 --> 00:14:17.400]  我們是有一個更美的家鄉
[00:14:17.400 --> 00:14:19.400]  任何我們在地上的追求
[00:14:19.400 --> 00:14:22.400]  都會減弱我們對天家的羨慕
[00:14:22.400 --> 00:14:25.400]  所以彼得其實是叫我們定精在基督的身上
[00:14:25.400 --> 00:14:28.400]  叫我們不要負擔太重的行諾
[00:14:28.400 --> 00:14:29.400]  第三
[00:14:29.400 --> 00:14:33.400]  我們的言行最終歸榮耀彼神
[00:14:33.400 --> 00:14:34.400]  作為一個客旅
[00:14:34.400 --> 00:14:38.400]  我們知道我們有另一重不一樣的身份
[00:14:38.400 --> 00:14:42.400]  我們的言行反映了我們對信仰的狀況
[00:14:42.400 --> 00:14:45.400]  世人也會用這個來推斷
[00:14:45.400 --> 00:14:47.400]  去估計我們所信的
[00:14:47.400 --> 00:14:51.400]  因此彼得勸解我們要禁戒肉體的私慾
[00:14:51.400 --> 00:14:54.400]  一切和我們靈魂有損的
[00:14:54.400 --> 00:14:55.400]  德屬的
[00:14:55.400 --> 00:14:57.400]  靈魂有損和我們德屬有關的
[00:14:57.400 --> 00:14:59.400]  都是私慾
[00:14:59.400 --> 00:15:03.400]  最終這場奮戰要
[00:15:03.400 --> 00:15:06.400]  最終我們這場奮戰不是為了我們自己
[00:15:06.400 --> 00:15:08.400]  而是為著神的榮耀
[00:15:08.400 --> 00:15:12.400]  就算迫害我們那些外邦的人
[00:15:12.400 --> 00:15:14.400]  他們見到我們的好行為
[00:15:14.400 --> 00:15:18.400]  最終能夠佩服五體投地
[00:15:18.400 --> 00:15:20.400]  有一天在主在來的日子
[00:15:20.400 --> 00:15:23.400]  我們的主會得著榮耀和稱讚
[00:15:23.400 --> 00:15:26.400]  這就是彼得想我們所知道的事
[00:15:26.400 --> 00:15:28.400]  我們看第二段經文
[00:15:28.400 --> 00:15:32.400]  彼得前書二章十三至十七節
[00:15:32.400 --> 00:15:37.400]  彼得前書二章十三至十七節
[00:15:37.400 --> 00:15:45.400]  找到我們一起讀出
[00:15:45.400 --> 00:15:48.400]  我們一起讀
[00:15:48.400 --> 00:15:51.400]  你們為主的緣故
[00:15:51.400 --> 00:15:53.400]  要順服人的一切制度
[00:15:53.400 --> 00:15:56.400]  或是上上的君王
[00:15:56.400 --> 00:16:00.400]  或是君王所派佛岳上善的臣宰
[00:16:00.400 --> 00:16:02.400]  因為神的旨意
[00:16:02.400 --> 00:16:04.400]  願使你們行善
[00:16:04.400 --> 00:16:08.400]  可以堵住那糊塗無知人的口
[00:16:08.400 --> 00:16:10.400]  你們須是自由的
[00:16:10.400 --> 00:16:14.400]  卻不可藉著自由的來去
[00:16:14.400 --> 00:16:19.400]  總要作神的僕人 務要尊敬眾人
[00:16:19.400 --> 00:16:25.400]  神愛教弟兄 愛神 尊敬君王
[00:16:25.400 --> 00:16:28.400]  當讀了這段經文的時候
[00:16:28.400 --> 00:16:31.400]  彼得其實在這裡呼籲信徒
[00:16:31.400 --> 00:16:34.400]  要為主的緣故做一個好的公民
[00:16:34.400 --> 00:16:38.400]  這裡包括要順服人的一切制度
[00:16:38.400 --> 00:16:40.400]  以及掌權的君王
[00:16:40.400 --> 00:16:43.400]  甚至他派來上善佛岳的官員
[00:16:43.400 --> 00:16:45.400]  這樣做有兩個好處
[00:16:45.400 --> 00:16:48.400]  行善本身就是主的心意
[00:16:48.400 --> 00:16:51.400]  也可以避免人的攻擊
[00:16:51.400 --> 00:16:54.400]  那是不是說其實基督徒對政府的政權
[00:16:54.400 --> 00:16:57.400]  應該無條件的順服呢
[00:16:57.400 --> 00:17:00.400]  在這段經文或許不是太明顯
[00:17:00.400 --> 00:17:03.400]  但其實也確實有指到
[00:17:03.400 --> 00:17:06.400]  另一個我們順服的理由
[00:17:06.400 --> 00:17:08.400]  聖經告訴我們
[00:17:08.400 --> 00:17:10.400]  是因為神的旨意
[00:17:10.400 --> 00:17:12.400]  願使要你們行善
[00:17:12.400 --> 00:17:14.400]  這個因為非常重要
[00:17:14.400 --> 00:17:17.400]  因為他指出我們行善的理由
[00:17:17.400 --> 00:17:19.400]  是因為神的旨意
[00:17:19.400 --> 00:17:23.400]  神的旨意相合了行善的心
[00:17:23.400 --> 00:17:25.400]  才是我們順服政權
[00:17:25.400 --> 00:17:28.400]  一個歸根究底的基礎和原因
[00:17:28.400 --> 00:17:30.400]  再者從背景來看
[00:17:30.400 --> 00:17:32.400]  剛才我都跟大家說
[00:17:32.400 --> 00:17:34.400]  他們是一群逃避政府
[00:17:34.400 --> 00:17:37.400]  誣告 毀謗的一群人
[00:17:37.400 --> 00:17:39.400]  如果按照我們剛才的邏輯
[00:17:39.400 --> 00:17:41.400]  說他一定要順服的時候
[00:17:41.400 --> 00:17:44.400]  是不是要走出來自首才對
[00:17:44.400 --> 00:17:46.400]  彼得是不是這樣說呢
[00:17:46.400 --> 00:17:49.400]  最後我們都看到
[00:17:49.400 --> 00:17:52.400]  賞善罰惡的神載一個詞語
[00:17:52.400 --> 00:17:54.400]  也都透露了或暗示了
[00:17:54.400 --> 00:17:58.400]  這些神載是履行公平公義的原則
[00:17:58.400 --> 00:18:03.400]  這些也是配合上帝公平公義的本性的工作
[00:18:03.400 --> 00:18:05.400]  在這些基礎之下
[00:18:05.400 --> 00:18:09.400]  我們就應該順服那些神載
[00:18:09.400 --> 00:18:12.400]  或者可能他們不知道
[00:18:12.400 --> 00:18:16.400]  但其實他們也是履行上帝所授予的權柄
[00:18:16.400 --> 00:18:19.400]  以公平公義管治人民
[00:18:19.400 --> 00:18:21.400]  但是我想問
[00:18:21.400 --> 00:18:25.400]  假如人間的權柄超越了上帝的旨意
[00:18:25.400 --> 00:18:28.400]  正如彼得和眾使徒
[00:18:28.400 --> 00:18:32.400]  曾經在猶太的公會裡面受審的時候
[00:18:32.400 --> 00:18:36.400]  他回答祭司曾經說過一句非常重要的話
[00:18:36.400 --> 00:18:41.400]  因為當時的猶太領袖不准他們傳揚主的名
[00:18:41.400 --> 00:18:43.400]  他們理直氣壯地說
[00:18:43.400 --> 00:18:47.400]  信從神,不信從人,是應當的
[00:18:47.400 --> 00:18:50.400]  因此我們知道
[00:18:50.400 --> 00:18:52.400]  我們確信
[00:18:52.400 --> 00:18:58.400]  我們知道每一種人間的權柄是來自神
[00:18:58.400 --> 00:19:02.400]  但是聖經可以說是很吊詭地說
[00:19:02.400 --> 00:19:07.400]  從來也沒有一種人間的權柄是神聖或無誤的
[00:19:07.400 --> 00:19:12.400]  沒有一種權柄是完全神聖或無誤的
[00:19:12.400 --> 00:19:15.400]  甚至連以色列的君王制度
[00:19:15.400 --> 00:19:18.400]  也不是由神主動的設立
[00:19:18.400 --> 00:19:22.400]  之所以設立是基於神一個非常傷痛的理由
[00:19:22.400 --> 00:19:25.400]  就是以色列人要脫離神的管治
[00:19:25.400 --> 00:19:26.400]  厭棄神
[00:19:26.400 --> 00:19:29.400]  人要以王來代替神的管治
[00:19:29.400 --> 00:19:33.400]  神才容許人去設立君王的制度
[00:19:33.400 --> 00:19:38.400]  這裡是聖經一個非常重要對政權的定性和典範
[00:19:38.400 --> 00:19:44.400]  所以即使羅馬帝國曾經稱自己為神聖羅馬帝國
[00:19:44.400 --> 00:19:49.400]  甚至羅馬帝國在君士坦丁的皇帝
[00:19:49.400 --> 00:19:52.400]  在公元313年曾經下令
[00:19:52.400 --> 00:19:54.400]  下一個叫米蘭詔令
[00:19:54.400 --> 00:19:56.400]  將基督教改成國教
[00:19:56.400 --> 00:20:01.400]  但是它其實也不是真正的神聖
[00:20:01.400 --> 00:20:04.400]  甚至在宗教改革家馬丁路德
[00:20:04.400 --> 00:20:08.400]  曾經形容這是教會被擄到巴比倫
[00:20:08.400 --> 00:20:11.400]  一個罪惡之城的意思
[00:20:11.400 --> 00:20:15.400]  其實就是教會或者基督教會的信仰
[00:20:15.400 --> 00:20:17.400]  是被政權所挾持
[00:20:17.400 --> 00:20:22.400]  甚至可以說是教會進入一個最黑暗年代的開始
[00:20:22.400 --> 00:20:26.400]  所以我們知道在這些論點之後
[00:20:26.400 --> 00:20:30.400]  當彼得提出尊君這個很重要的論點之後
[00:20:30.400 --> 00:20:36.400]  彼得也更加關心我們怎樣去運用我們基督徒所擁有的自由
[00:20:36.400 --> 00:20:39.400]  他告訴我們這個自由是用來信服神
[00:20:39.400 --> 00:20:41.400]  不是用來掩飾邪惡的
[00:20:41.400 --> 00:20:43.400]  我們雖然是自由人
