
[00:00:00.000 --> 00:00:03.500]  粵語堂的各位弟兄姊妹們 主內平安
[00:03:53.000 --> 00:03:55.000]  你設身處地的想一想
[00:03:55.000 --> 00:03:57.000]  多麼不容易的旅程
[00:03:57.000 --> 00:04:01.000]  這讓人多困惑 多沮喪
[00:04:01.000 --> 00:04:04.000]  只等到保羅他們繞了一大圈
[00:04:04.000 --> 00:04:07.000]  就這樣白走了朝東北
[00:04:07.000 --> 00:04:08.000]  白走了一大圈的時候
[00:04:08.000 --> 00:04:12.000]  他們原本也許可以直接朝西北走
[00:04:12.000 --> 00:04:15.000]  他們朝東北走了一大圈
[00:04:15.000 --> 00:04:18.000]  只等到他們來到特洛亞
[00:04:18.000 --> 00:04:21.000]  神的第三步指示才領導
[00:04:21.000 --> 00:04:24.000]  說夜間有異象陷於保羅
[00:04:24.000 --> 00:04:27.000]  有一個馬其頓人站着求他說
[00:04:27.000 --> 00:04:30.000]  請你過到馬其頓來幫助我們
[00:04:30.000 --> 00:04:35.000]  保羅即看見這異象就隨即往馬其頓去
[00:04:35.000 --> 00:04:39.000]  以爲神召我們傳福音給那裏的人聽
[00:04:39.000 --> 00:04:43.000]  終於神的這個清晰的異象臨到了
[00:04:43.000 --> 00:04:46.000]  然後保羅他們就立刻調整方向
[00:04:46.000 --> 00:04:48.000]  然後他們就
[00:04:48.000 --> 00:04:49.000]  我們再看這張圖
[00:04:49.000 --> 00:04:52.000]  可能大家也不是特別的能看清楚
[00:04:52.000 --> 00:04:54.000]  於是他們就朝西北
[00:04:54.000 --> 00:04:57.000]  有幾個非常非常小的城市
[00:04:57.000 --> 00:04:59.000]  都是海邊的港口城市
[00:04:59.000 --> 00:05:03.000]  第一天到了薩摩特拉
[00:05:03.000 --> 00:05:06.000]  然後第二天到了尼泊利亞
[00:05:06.000 --> 00:05:08.000]  然後從那裏來到了菲利比
[00:05:08.000 --> 00:05:11.000]  菲利比是一個什麼城市呢
[00:05:11.000 --> 00:05:15.000]  菲利比是一個羅馬的駐防城
[00:05:15.000 --> 00:05:17.000]  什麼叫做駐防城
[00:05:17.000 --> 00:05:19.000]  就是是一個軍事要塞
[00:05:19.000 --> 00:05:21.000]  然後這裏面
[00:05:21.000 --> 00:05:26.000]  住了很多很多的羅馬的退伍的軍官
[00:05:26.000 --> 00:05:31.000]  那麼保羅他們每到一個地方
[00:05:31.000 --> 00:05:34.000]  最開始雖然他們是去給外邦人傳福音
[00:05:34.000 --> 00:05:37.000]  但是你想保羅他必須有一個支點
[00:05:37.000 --> 00:05:40.000]  他的這個支點還是先到安息日
[00:05:40.000 --> 00:05:44.000]  到猶太人的會堂去給
[00:05:44.000 --> 00:05:49.000]  在會堂中守安息日的這些猶太人去傳福音
[00:05:49.000 --> 00:05:51.000]  作爲一個切入點
[00:05:51.000 --> 00:05:54.000]  但是到了菲利比這個城市
[00:05:54.000 --> 00:05:57.000]  是完全沒有猶太人的
[00:05:57.000 --> 00:05:59.000]  保羅他們就經過了一番打聽
[00:05:59.000 --> 00:06:01.000]  知道雖然沒有猶太人
[00:06:01.000 --> 00:06:03.000]  但是有一羣敬畏神的人
[00:06:03.000 --> 00:06:06.000]  這些人還是外邦人
[00:06:06.000 --> 00:06:08.000]  他們可能在生活當中
[00:06:08.000 --> 00:06:10.000]  耳聞或者接觸到了猶太人
[00:06:10.000 --> 00:06:13.000]  知道了猶太人的這個神
[00:06:13.000 --> 00:06:17.000]  他們對神就產生了一種由衷的敬畏
[00:06:17.000 --> 00:06:19.000]  一種渴望
[00:06:19.000 --> 00:06:22.000]  他們就渴望去敬拜這位神
[00:06:22.000 --> 00:06:24.000]  他們就自己組織在安息日
[00:06:24.000 --> 00:06:26.000]  他們還挑了安息日
[00:06:26.000 --> 00:06:27.000]  他們專門在安息日
[00:06:27.000 --> 00:06:31.000]  來到城外的一個河邊來聚集禱告
[00:06:31.000 --> 00:06:34.000]  所以這就是我來說的第二個問題
[00:06:34.000 --> 00:06:38.000]  叫做打開的門和想不到的人
[00:06:38.000 --> 00:06:40.000]  所以說爲什麼是想不到
[00:06:40.000 --> 00:06:43.000]  這些人聚集在河邊禱告的這羣人
[00:06:43.000 --> 00:06:45.000]  他們是外邦人
[00:06:45.000 --> 00:06:47.000]  他們是一羣婦女
[00:06:47.000 --> 00:06:49.000]  因爲這個城市的男人在安息日
[00:06:49.000 --> 00:06:52.000]  外邦人肯定都不會守安息日的
[00:06:52.000 --> 00:06:53.000]  都是該幹嘛幹嘛
[00:06:53.000 --> 00:06:56.000]  工作呀 種地呀
[00:06:56.000 --> 00:07:00.000]  有好多住房城 有很多軍人
[00:07:00.000 --> 00:07:02.000]  然後來到這兒
[00:07:02.000 --> 00:07:03.000]  聖經說
[00:07:03.000 --> 00:07:07.000]  有一位婦人她叫呂帝雅
[00:07:07.000 --> 00:07:14.000]  她是一個賣紫色布匹的人
[00:07:14.000 --> 00:07:17.000]  然後神就開啓她的心
[00:07:17.000 --> 00:07:22.000]  叫她留心聽保羅的講話
[00:07:22.000 --> 00:07:26.000]  這是一個很讓人感動的畫面
[00:07:26.000 --> 00:07:30.000]  前面說到了神兩次關門
[00:07:30.000 --> 00:07:33.000]  終於這回神開門了
[00:07:33.000 --> 00:07:37.000]  神的開門是開了一個人的心門
[00:07:37.000 --> 00:07:40.000]  聖經就兩次地強調說
[00:07:40.000 --> 00:07:42.000]  神讓開導她的心
[00:07:42.000 --> 00:07:47.000]  叫她留心聽保羅所講的話
[00:07:47.000 --> 00:07:48.000]  所以你看
[00:07:48.000 --> 00:07:52.000]  聽和留心聽是兩回事
[00:07:52.000 --> 00:07:54.000]  很多人真理是聽進去了
[00:07:54.000 --> 00:07:55.000]  但是呢
[00:07:55.000 --> 00:07:58.000]  首先可能並沒有用心
[00:07:58.000 --> 00:07:59.000]  第二可能她的心
[00:07:59.000 --> 00:08:02.000]  還被很多的糊塗的東西
[00:08:02.000 --> 00:08:04.000]  錯誤的東西
[00:08:04.000 --> 00:08:09.000]  以及屬世的驕傲所迷惑
[00:08:09.000 --> 00:08:11.000]  所以雖然信息講出去了
[00:08:11.000 --> 00:08:13.000]  但是她聽不懂
[00:08:13.000 --> 00:08:14.000]  聽不明白
[00:08:14.000 --> 00:08:16.000]  所以我就經常會
[00:08:16.000 --> 00:08:17.000]  我覺得很讓人安慰的
[00:08:17.000 --> 00:08:20.000]  經歷的一些和弟兄姊妹的互動
[00:08:20.000 --> 00:08:23.000]  就是比如說有人就會說
[00:08:23.000 --> 00:08:27.000]  我曾經也聽過這個信息幾十年前
[00:08:27.000 --> 00:08:31.000]  但是我真的沒聽進去
[00:08:31.000 --> 00:08:32.000]  他說兜兜轉轉
[00:08:32.000 --> 00:08:36.000]  經過這麼多的人生的苦難
[00:08:36.000 --> 00:08:38.000]  走了這麼多的錯路之後
[00:08:38.000 --> 00:08:40.000]  我今天再聽這個信息
[00:08:40.000 --> 00:08:42.000]  扎人扎住我的心
[00:08:42.000 --> 00:08:44.000]  所以這就是聽
[00:08:44.000 --> 00:08:45.000]  聽見
[00:08:45.000 --> 00:08:48.000]  但是和心完全不一樣
[00:08:48.000 --> 00:08:49.000]  留心了
[00:08:49.000 --> 00:08:50.000]  用心了
[00:08:50.000 --> 00:08:55.000]  這個道理才能真正的被聽進去
[00:08:55.000 --> 00:08:58.000]  所以當呂迪亞聽
[00:08:58.000 --> 00:09:00.000]  聽進去了之後
[00:09:00.000 --> 00:09:03.000]  就很神奇的一件事又發生了
[00:09:03.000 --> 00:09:06.000]  聖靈立刻讓他做了決定
[00:09:06.000 --> 00:09:08.000]  讓他相信了主
[00:09:08.000 --> 00:09:13.000]  而且他和他的一家當下就受了喜
[00:09:13.000 --> 00:09:15.000]  更重要的是
[00:09:15.000 --> 00:09:17.000]  當他一受喜
[00:09:17.000 --> 00:09:19.000]  他就對保羅他們說
[00:09:19.000 --> 00:09:22.000]  你若以我是真信主的
[00:09:22.000 --> 00:09:24.000]  就請到我家裏來住
[00:09:24.000 --> 00:09:26.000]  於是強留我們
[00:09:26.000 --> 00:09:28.000]  呂迪亞是一個商人
[00:09:28.000 --> 00:09:30.000]  他做的是布匹生意
[00:09:30.000 --> 00:09:32.000]  他專門賣紫色的布
[00:09:32.000 --> 00:09:34.000]  你知道紫色的布
[00:09:34.000 --> 00:09:35.000]  他們當時是用什麼
[00:09:35.000 --> 00:09:39.000]  是一種在海里提取的特殊的貝殼
[00:09:39.000 --> 00:09:42.000]  研磨之後提取的紫色
[00:09:42.000 --> 00:09:47.000]  所以這個顏色染料造價非常昂貴
[00:09:47.000 --> 00:09:50.000]  只有羅馬的貴族皇家的人
[00:09:50.000 --> 00:09:52.000]  非常有錢有地位的人
[00:09:52.000 --> 00:09:54.000]  纔可以穿紫色
[00:09:54.000 --> 00:09:56.000]  所以你就想象一下
[00:09:56.000 --> 00:10:00.000]  你知道呂迪亞的經濟實力
[00:10:00.000 --> 00:10:02.000]  他是高端客戶
[00:10:02.000 --> 00:10:05.000]  他的客戶都是高端有錢有地位的人
[00:10:05.000 --> 00:10:08.000]  所以呂迪亞是不僅有心
[00:10:08.000 --> 00:10:09.000]  也有經濟實力
[00:10:09.000 --> 00:10:14.000]  所以他能夠爲這個團隊提供住宿
[00:10:14.000 --> 00:10:18.000]  其實從另外一個側面也是說明
[00:10:18.000 --> 00:10:21.000]  上帝打開他的心
[00:10:21.000 --> 00:10:23.000]  讓他成爲基督徒之後
[00:10:23.000 --> 00:10:27.000]  呂迪亞立刻就投入了一個重要的侍奉
[00:10:27.000 --> 00:10:29.000]  這個侍奉就是什麼侍奉
[00:10:29.000 --> 00:10:32.000]  Hospitality 接待
[00:10:32.000 --> 00:10:34.000]  接待的侍奉
[00:10:34.000 --> 00:10:36.000]  Hospitality
[00:10:36.000 --> 00:10:38.000]  你知道在初代教會
[00:10:38.000 --> 00:10:40.000]  兩千多年前的人
[00:10:40.000 --> 00:10:42.000]  人家要傳福音
[00:10:42.000 --> 00:10:45.000]  可真的是用兩條腿和一張嘴
[00:10:45.000 --> 00:10:48.000]  實實在在的這幾千公里的路
[00:10:48.000 --> 00:10:50.000]  是這麼走過來的
[00:10:50.000 --> 00:10:54.000]  要長途旅行到達一個地方
[00:10:54.000 --> 00:10:57.000]  才能夠把福音傳給當地的人
[00:10:57.000 --> 00:10:59.000]  才能夠建立教會
[00:10:59.000 --> 00:11:01.000]  兼顧信徒
[00:11:01.000 --> 00:11:04.000]  當年傳福音是一件非常不容易的事情
[00:11:04.000 --> 00:11:07.000]  所以接待真的不像我們今天
[00:11:07.000 --> 00:11:09.000]  一起到一宿下一個館子
[00:11:09.000 --> 00:11:10.000]  或者把你的家敞開
[00:11:10.000 --> 00:11:11.000]  做兩個菜
[00:11:11.000 --> 00:11:13.000]  邀請大家
[00:11:13.000 --> 00:11:15.000]  我覺得在今天這樣的人來說
[00:11:15.000 --> 00:11:17.000]  做到這一點已經都不容易了
[00:11:17.000 --> 00:11:20.000]  能夠願意大家一起把家敞開
[00:11:20.000 --> 00:11:21.000]  接待弟兄姊妹的人
[00:11:21.000 --> 00:11:23.000]  都慢慢變得越來越少了
[00:11:23.000 --> 00:11:29.000]  因爲我們越來在自媒體的世界當中
[00:11:29.000 --> 00:11:33.000]  人們越來越來越封閉自我
[00:11:33.000 --> 00:11:37.000]  非常滿足於沉浸在自己的小圈子裏
[00:11:37.000 --> 00:11:41.000]  因爲所有的廉價的娛樂活動
[00:11:41.000 --> 00:11:43.000]  唾手可得
[00:11:43.000 --> 00:11:45.000]  不停地刷手機
[00:11:45.000 --> 00:11:46.000]  像上癮一樣
[00:11:46.000 --> 00:11:49.000]  所以讓我們特別的封閉
[00:11:49.000 --> 00:11:51.000]  但是兩千年前的人
[00:11:51.000 --> 00:11:54.000]  接待這件事情多麼的重要
[00:11:54.000 --> 00:11:55.000]  你看這些宣教士
[00:11:55.000 --> 00:11:58.000]  風塵僕僕地來到了這個地方
[00:11:58.000 --> 00:12:00.000]  無親無故
[00:12:00.000 --> 00:12:03.000]  完全對這個地方一無所知
[00:12:03.000 --> 00:12:07.000]  他們的腳落在的這家人
[00:12:07.000 --> 00:12:10.000]  那就是他們真正的親人
[00:12:10.000 --> 00:12:12.000]  有人說
[00:12:12.000 --> 00:12:14.000]  你的家人在哪裏
[00:12:14.000 --> 00:12:16.000]  你的家就在哪裏
[00:12:16.000 --> 00:12:19.000]  但是在初代教會真是這樣
[00:12:19.000 --> 00:12:21.000]  能夠敞開心接納他們
[00:12:21.000 --> 00:12:25.000]  爲他們提供衣食住行的人
[00:12:25.000 --> 00:12:27.000]  就是他們的家人
[00:12:27.000 --> 00:12:30.000]  這個情誼是非常深厚的
[00:12:30.000 --> 00:12:33.000]  你知道不光是提供喫住這麼簡單
[00:12:33.000 --> 00:12:35.000]  我給你一個樓上的房間客房
[00:12:35.000 --> 00:12:36.000]  你去住吧
[00:12:36.000 --> 00:12:37.000]  不是
[00:12:37.000 --> 00:12:39.000]  這些接待家庭
[00:12:39.000 --> 00:12:42.000]  是要爲他們提供真正的
[00:12:42.000 --> 00:12:44.000]  最強烈的情感的支持
[00:12:44.000 --> 00:12:47.000]  屬靈的支持
[00:12:47.000 --> 00:12:49.000]  家人還重要
[00:12:49.000 --> 00:12:51.000]  你要知道宣教士
[00:12:51.000 --> 00:12:55.000]  面對多麼挑戰性的文化衝突
[00:12:55.000 --> 00:12:58.000]  和各種各樣的
[00:12:58.000 --> 00:13:00.000]  甚至是巨大的逼迫
[00:13:00.000 --> 00:13:02.000]  如果沒有這些人
[00:13:02.000 --> 00:13:05.000]  他們的施工是做不下去的
[00:13:05.000 --> 00:13:08.000]  所以在彼得眼裏
[00:13:08.000 --> 00:13:09.000]  彼得有一段話說
[00:13:09.000 --> 00:13:11.000]  彼得後書說
[00:13:11.000 --> 00:13:14.000]  他說所以你們要互相款待
[00:13:14.000 --> 00:13:16.000]  互相接待
[00:13:16.000 --> 00:13:19.000]  要不發怨言
[00:13:19.000 --> 00:13:25.000]  每個人要把神所賜的恩賜活出來
[00:13:25.000 --> 00:13:27.000]  做百般恩賜的好管家
[00:13:27.000 --> 00:13:29.000]  所以在彼得眼中
[00:13:29.000 --> 00:13:30.000]  Hospitality
[00:13:30.000 --> 00:13:34.000]  接待是一個重要的屬靈恩賜
[00:13:34.000 --> 00:13:35.000]  保羅也提醒教會說
[00:13:35.000 --> 00:13:37.000]  聖徒缺乏要幫補
[00:13:37.000 --> 00:13:40.000]  客要一味的款待
[00:13:40.000 --> 00:13:41.000]  所以你看
[00:13:41.000 --> 00:13:43.000]  呂地亞一成爲基督徒
[00:13:43.000 --> 00:13:48.000]  他就開始做了一件很重要的事
[00:13:48.000 --> 00:13:51.000]  運用自己的接待這個恩賜
[00:13:51.000 --> 00:13:52.000]  上帝給他錢
[00:13:52.000 --> 00:13:54.000]  經濟實力
[00:13:54.000 --> 00:13:55.000]  給他這一份心
[00:13:55.000 --> 00:13:57.000]  給他這一份熱情的能力
[00:13:57.000 --> 00:13:59.000]  不是白給的
[00:13:59.000 --> 00:14:03.000]  用就要用在這個最關鍵的時刻
[00:14:03.000 --> 00:14:06.000]  你想這個時機也是相當的好
[00:14:06.000 --> 00:14:08.000]  相當的巧妙
[00:14:08.000 --> 00:14:10.000]  我剛纔說了保羅之前
[00:14:10.000 --> 00:14:11.000]  他們繞了一大圈
[00:14:11.000 --> 00:14:13.000]  800多公里的路
[00:14:13.000 --> 00:14:14.000]  白走了
[00:14:14.000 --> 00:14:16.000]  你想想他們有多沮喪
[00:14:16.000 --> 00:14:17.000]  多疲憊
[00:14:17.000 --> 00:14:19.000]  然後你知道這件事情之後嗎
[00:14:19.000 --> 00:14:21.000]  他們在菲律賓這個城市
[00:14:21.000 --> 00:14:24.000]  之後就遇到了牢獄之災
[00:14:24.000 --> 00:14:26.000]  因爲他們給一個
[00:14:26.000 --> 00:14:29.000]  被鬼附着的使女傳福音
[00:14:29.000 --> 00:14:32.000]  結果被那家人給誣陷
[00:14:32.000 --> 00:14:34.000]  關到監獄裏
[00:14:34.000 --> 00:14:36.000]  還受了鞭打
[00:14:36.000 --> 00:14:38.000]  在這中間
[00:14:38.000 --> 00:14:41.000]  上帝讓他們見到了呂迪亞
[00:14:41.000 --> 00:14:44.000]  也就是說上帝知道前面有危險
[00:14:44.000 --> 00:14:45.000]  後面有危險
[00:14:45.000 --> 00:14:49.000]  中間給你一個好好休息的時間
[00:14:49.000 --> 00:14:51.000]  給你一個特別能夠愛你
[00:14:51.000 --> 00:14:55.000]  關懷你的蜀靈的家人來陪伴你
[00:14:55.000 --> 00:14:58.000]  真的我們感慨上帝的美意
[00:14:58.000 --> 00:14:59.000]  是不是
[00:14:59.000 --> 00:15:03.000]  所以這就是我們今天講到的第16章
[00:15:03.000 --> 00:15:04.000]  非常的短
[00:15:04.000 --> 00:15:07.000]  我們也把這個故事梳理完了
[00:15:07.000 --> 00:15:08.000]  那麼下面我們就要進入一個
[00:15:08.000 --> 00:15:10.000]  特別重要的環節
[00:15:10.000 --> 00:15:14.000]  就是2000年前古人的生命
[00:15:14.000 --> 00:15:17.000]  對於我們今天有什麼提醒呢
[00:15:17.000 --> 00:15:19.000]  跟我們今天有什麼關係呢
[00:15:19.000 --> 00:15:24.000]  我想要說的第一個重要的關係就是
[00:15:24.000 --> 00:15:26.000]  關於走彎路的時候
[00:15:26.000 --> 00:15:28.000]  其實我們人生當中
[00:15:28.000 --> 00:15:30.000]  不是你特別倒黴
[00:15:30.000 --> 00:15:31.000]  神不愛你
[00:15:31.000 --> 00:15:33.000]  所以你經歷了關門
[00:15:33.000 --> 00:15:34.000]  你繞了路
[00:15:34.000 --> 00:15:36.000]  你有沮喪的時刻
[00:15:36.000 --> 00:15:39.000]  其實每一個人
[00:15:39.000 --> 00:15:41.000]  我們生在這個世界
[00:15:41.000 --> 00:15:43.000]  我們來到這個世界
[00:15:43.000 --> 00:15:46.000]  我們必定遲早
[00:15:46.000 --> 00:15:50.000]  不是今天明天就是後天都有可能
[00:15:50.000 --> 00:15:55.000]  一定的不是有可能都必然經過苦難
[00:15:55.000 --> 00:15:57.000]  每一個人都經過
[00:15:57.000 --> 00:16:01.000]  並不是說我就特別的倒黴
[00:16:01.000 --> 00:16:02.000]  這是第一點
[00:16:02.000 --> 00:16:04.000]  第二點
[00:16:04.000 --> 00:16:06.000]  我就想問大家
[00:16:06.000 --> 00:16:08.000]  爲什麼當我們經歷苦難的時候
[00:16:08.000 --> 00:16:10.000]  經歷彎路的時候
[00:16:10.000 --> 00:16:14.000]  我們首先第一個想法就是去埋怨神
[00:16:14.000 --> 00:16:17.000]  爲什麼你不給我清晰的帶領
[00:16:17.000 --> 00:16:19.000]  爲什麼呢
[00:16:19.000 --> 00:16:21.000]  其實產生這種沮喪情緒的
[00:16:21.000 --> 00:16:23.000]  第一個特別關鍵的問題就是
[00:16:23.000 --> 00:16:26.000]  我們都有一種錯覺
[00:16:26.000 --> 00:16:27.000]  本能的錯覺
[00:16:27.000 --> 00:16:31.000]  我們都認爲我就是這個世界的中心
[00:16:31.000 --> 00:16:33.000]  說這句話可能很可笑
[00:16:33.000 --> 00:16:35.000]  因爲常識就是顯然了
[00:16:35.000 --> 00:16:39.000]  你我不過如飛逝去的一個生命
[00:16:39.000 --> 00:16:42.000]  怎麼可能是這個世界的中心
[00:16:42.000 --> 00:16:43.000]  但是確實啊
[00:16:43.000 --> 00:16:45.000]  我們這個主體這個人
[00:16:45.000 --> 00:16:46.000]  我們都是通過自己的
[00:16:46.000 --> 00:16:48.000]  作爲自己作爲一箇中心
[00:16:48.000 --> 00:16:51.000]  來感知這個周圍的世界的
[00:16:51.000 --> 00:16:55.000]  所以在我們所感知到的這個世界當中
[00:16:55.000 --> 00:16:58.000]  我們肯定是中心
[00:16:58.000 --> 00:16:59.000]  就是這個中心
[00:16:59.000 --> 00:17:02.000]  所以我們就有一個錯覺
[00:17:02.000 --> 00:17:05.000]  我們就覺得我們周圍的環境啊
[00:17:05.000 --> 00:17:06.000]  其他的人啊
[00:17:06.000 --> 00:17:09.000]  事情都應該圍繞着我轉
[00:17:09.000 --> 00:17:11.000]  如果別人upside我一點點
[00:17:11.000 --> 00:17:13.000]  或者說一件事情發生
[00:17:13.000 --> 00:17:15.000]  沒有按照我的意願
[00:17:15.000 --> 00:17:17.000]  不管是對人還是對神
[00:17:17.000 --> 00:17:19.000]  我們都要埋怨
[00:17:19.000 --> 00:17:21.000]  其實這個埋怨本身
[00:17:21.000 --> 00:17:25.000]  就是我們的一種錯覺和驕傲
[00:17:25.000 --> 00:17:27.000]  我們覺得我本應該如此
[00:17:27.000 --> 00:17:30.000]  這個世界就應該圍繞着我轉
[00:17:30.000 --> 00:17:32.000]  其實我們的孩子
[00:17:32.000 --> 00:17:34.000]  哪怕他們去上幼兒園
[00:17:34.000 --> 00:17:36.000]  他們走入社會的第一天
[00:17:36.000 --> 00:17:38.000]  可能就是他們去幼兒園
[00:17:38.000 --> 00:17:41.000]  他們要學的一個重要的功課
[00:17:41.000 --> 00:17:43.000]  一個五歲的孩子就是要知道
[00:17:43.000 --> 00:17:46.000]  這個世界不是應該圍繞着我轉
[00:17:46.000 --> 00:17:48.000]  我不是這個世界的中心
[00:17:48.000 --> 00:17:50.000]  我可能在家裏是
[00:17:50.000 --> 00:17:52.000]  但是我來到這個外面的世界
[00:17:52.000 --> 00:17:53.000]  我就不是了
[00:17:53.000 --> 00:17:55.000]  我在家裏都不應該是
[00:17:55.000 --> 00:17:57.000]  如果爺爺奶奶或者爸爸媽媽
[00:17:57.000 --> 00:18:00.000]  讓孩子以爲自己就是這個家的中心的話
[00:18:00.000 --> 00:18:04.000]  那可能你們的教導是有問題了
[00:18:04.000 --> 00:18:07.000]  所以當我們成年之後
[00:18:07.000 --> 00:18:09.000]  我們就有一種理所當然說
[00:18:09.000 --> 00:18:11.000]  神必須爲我開路
[00:18:11.000 --> 00:18:13.000]  神不能允許我繞路
[00:18:13.000 --> 00:18:15.000]  神不許給我關門
[00:18:15.000 --> 00:18:17.000]  神不許給我靜默
[00:18:17.000 --> 00:18:21.000]  我祈求你就必須給我一個答案
[00:18:21.000 --> 00:18:25.000]  其實這都是我們身爲人的一個錯覺
[00:18:25.000 --> 00:18:27.000]  我們也不是這個世界的中心
[00:18:27.000 --> 00:18:29.000]  我們也不是特別的倒黴
[00:18:29.000 --> 00:18:31.000]  所以我們繞彎路
[00:18:31.000 --> 00:18:34.000]  每個家庭每一個人都會這樣
[00:18:34.000 --> 00:18:37.000]  生活本來就如此
[00:18:37.000 --> 00:18:38.000]  爲什麼
[00:18:38.000 --> 00:18:42.000]  因爲我們來到了一個破碎的世界
[00:18:42.000 --> 00:18:45.000]  我們來到了一個墮落有罪遠離神的世界
[00:18:45.000 --> 00:18:51.000]  因爲我們本身我們自己也是破碎充滿瑕疵的
[00:18:51.000 --> 00:18:55.000]  所以在這樣一個充滿摩擦和張力的世界
[00:18:55.000 --> 00:19:01.000]  你覺得有可能生活永遠一帆風順嗎
[00:19:01.000 --> 00:19:04.000]  就算偉大如保羅
[00:19:04.000 --> 00:19:07.000]  保羅他可不是遊山玩水去的
[00:19:07.000 --> 00:19:11.000]  保羅可不是爲了自私地滿足自己的人生的願望
