
[00:00:00.000 --> 00:00:06.880]  眨眼2017年都差不多到尾聲
[00:01:53.400 --> 00:01:54.760]  讓我們在神的裏面
[00:01:54.760 --> 00:01:57.200]  在基督的裏面有成長
[00:01:57.200 --> 00:01:59.080]  這個是最禁忌的
[00:01:59.080 --> 00:02:02.640]  所以你和我都要好好地去親近神
[00:02:02.640 --> 00:02:04.080]  好好地靈修
[00:02:04.080 --> 00:02:05.520]  好好地回來崇拜
[00:02:05.520 --> 00:02:08.200]  好好地能夠在聚會中一起成長
[00:02:08.200 --> 00:02:09.520]  沒有這些
[00:02:09.520 --> 00:02:12.360]  一切都是虛假
[00:02:12.360 --> 00:02:14.720]  所以這是第一方面我們彼此的勉勵
[00:02:14.720 --> 00:02:16.000]  不單止這樣
[00:02:16.000 --> 00:02:20.520]  我們更加要在我們人生的路上學習一個功課
[00:02:20.520 --> 00:02:23.080]  而且這個我相信是一個一生的功課
[00:02:23.080 --> 00:02:25.600]  但是在我們個人的心智上
[00:02:25.600 --> 00:02:27.640]  要有一個很重要的操練
[00:02:27.640 --> 00:02:31.600]  我們可以歸納為八個字
[00:02:31.600 --> 00:02:33.760]  就是心意更新
[00:02:33.760 --> 00:02:36.800]  明白神智
[00:02:36.800 --> 00:02:38.440]  我們要更新
[00:02:38.440 --> 00:02:40.080]  初信第一年
[00:02:40.080 --> 00:02:41.160]  去到第三年
[00:02:41.160 --> 00:02:42.040]  去到第十年
[00:02:42.040 --> 00:02:43.320]  去到二十年
[00:02:43.320 --> 00:02:46.120]  不要停留在早期
[00:02:46.120 --> 00:02:47.160]  繼續更新
[00:02:47.160 --> 00:02:50.000]  我們信主四十年就有四十年的生命
[00:02:50.000 --> 00:02:51.960]  信主五十年就有五十年的生命
[00:02:51.960 --> 00:02:53.400]  繼續的豐富
[00:02:53.400 --> 00:02:55.680]  繼續的明白神智
[00:02:55.680 --> 00:02:58.680]  向著神為我們所定的標竿直白
[00:02:58.680 --> 00:03:00.360]  我們要更新
[00:03:00.360 --> 00:03:02.080]  我們不要墨守成規
[00:03:02.080 --> 00:03:04.240]  我們不要自我滿足
[00:03:04.240 --> 00:03:07.520]  我們願意來到去按著神的心意
[00:03:07.520 --> 00:03:08.680]  向高處行
[00:03:08.680 --> 00:03:09.760]  這個很重要的
[00:03:09.760 --> 00:03:12.640]  如果每一個頂尖每一個心智都是這樣
[00:03:12.640 --> 00:03:15.280]  這間教會會越來越健康
[00:03:15.280 --> 00:03:16.680]  這是第二層面
[00:03:16.680 --> 00:03:19.680]  第三層面我們要怎樣做呢
[00:03:19.680 --> 00:03:24.160]  第三層面我們要學習和人建立一個美好的關係
[00:03:24.160 --> 00:03:25.960]  讓我們在人群的中間的時候
[00:03:25.960 --> 00:03:28.800]  讓人覺得我們真的很好
[00:03:28.800 --> 00:03:30.400]  原來基督徒的生命
[00:03:30.400 --> 00:03:32.400]  品性品格是不錯的
[00:03:32.400 --> 00:03:34.680]  叫人羨慕做基督徒
[00:03:34.680 --> 00:03:37.520]  所以我們過去曾經彼此的勉勵
[00:03:37.520 --> 00:03:39.800]  就是我們需要有一種很好的態度
[00:03:39.800 --> 00:03:42.240]  這種態度叫甚麼態度呢
[00:03:42.240 --> 00:03:45.720]  就是對人良善
[00:03:45.720 --> 00:03:47.920]  英文是good
[00:03:47.920 --> 00:03:50.520]  好
[00:03:50.520 --> 00:03:51.680]  這個很重要的
[00:03:51.680 --> 00:03:53.520]  當我們能夠對人好的時候
[00:03:53.520 --> 00:03:54.640]  主給我們很多恩典
[00:03:54.640 --> 00:03:55.800]  我們和人分享
[00:03:55.800 --> 00:03:58.640]  我們將我們所有的去祝福別人
[00:03:58.640 --> 00:04:00.840]  當我們能夠彼此這樣相待
[00:04:00.840 --> 00:04:02.200]  對人好的時候
[00:04:02.200 --> 00:04:03.520]  良善一點的時候
[00:04:03.520 --> 00:04:04.600]  無論是對基督徒
[00:04:04.600 --> 00:04:07.080]  我們頂尖的亦都對外面的人都是
[00:04:07.080 --> 00:04:09.760]  大家就發現這個群體很不同
[00:04:09.760 --> 00:04:11.960]  而我們那種關係就會美好
[00:04:11.960 --> 00:04:14.280]  就不會以惡報惡
[00:04:14.280 --> 00:04:17.560]  反而以良善來相待
[00:04:17.560 --> 00:04:20.000]  這個是健康
[00:04:20.000 --> 00:04:21.520]  第四方面
[00:04:21.520 --> 00:04:22.960]  我們也分享到
[00:04:22.960 --> 00:04:26.640]  我們的群體不只是看待這個階段
[00:04:26.640 --> 00:04:28.520]  我們的群體是向前邁進的
[00:04:28.520 --> 00:04:31.520]  神為我們有預備一個美好的計劃
[00:04:31.520 --> 00:04:33.000]  所以當我們要想一下
[00:04:33.000 --> 00:04:35.040]  我們教會向前邁進的時候
[00:04:35.040 --> 00:04:37.000]  要做些甚麼的時候
[00:04:37.000 --> 00:04:38.680]  我們需要有意象
[00:04:38.680 --> 00:04:40.600]  我們需要在神面前有靈受意象
[00:04:40.600 --> 00:04:42.280]  就是神給我們未來這幾年
[00:04:42.280 --> 00:04:44.200]  我們可以做些甚麼
[00:04:44.200 --> 00:04:46.200]  我們彷彿在信心的眼睛裏面
[00:04:46.200 --> 00:04:47.120]  已經看得到
[00:04:47.120 --> 00:04:48.360]  在靈裏面是感覺得到
[00:04:48.360 --> 00:04:49.400]  神要我們做這些事
[00:04:49.400 --> 00:04:51.080]  而且不是一兩個人看到
[00:04:51.080 --> 00:04:53.000]  是一個群體看到的時候
[00:04:53.000 --> 00:04:55.640]  我們就發現一起去邁進的時候
[00:04:55.640 --> 00:04:57.280]  是很美好的
[00:04:57.280 --> 00:04:59.840]  這個就是第四個層面
[00:04:59.840 --> 00:05:02.760]  我們需要好好去洞悉
[00:05:02.760 --> 00:05:04.680]  神在我們這個信仰群體
[00:05:04.680 --> 00:05:07.560]  這個門徒群體裏面的心意
[00:05:07.560 --> 00:05:08.720]  弟兄姊妹
[00:05:08.720 --> 00:05:11.840]  這個是我們需要彼此勉勵和學習
[00:05:11.840 --> 00:05:12.760]  而第五方面
[00:05:12.760 --> 00:05:15.120]  亦都是上一個月份所講到的
[00:05:15.120 --> 00:05:18.760]  就是不單止我們個人有心意的更新
[00:05:18.760 --> 00:05:20.440]  原來神都提醒我們
[00:05:20.440 --> 00:05:22.200]  特別耶穌基督提醒我們
[00:05:22.200 --> 00:05:25.440]  我們教會這個組織架構
[00:05:25.440 --> 00:05:27.640]  都需要更新
[00:05:27.640 --> 00:05:28.600]  如果你還記得
[00:05:28.600 --> 00:05:30.400]  耶穌提醒我們怎樣
[00:05:30.400 --> 00:05:33.640]  我們不要將舊皮袋
[00:05:33.640 --> 00:05:36.760]  來去承載新走
[00:05:36.760 --> 00:05:38.360]  新走要用新皮袋
[00:05:38.360 --> 00:05:40.800]  或者將這個舊皮袋要更新過來
[00:05:40.800 --> 00:05:42.240]  帶有彈性活力
[00:05:42.240 --> 00:05:44.040]  去承載這些新走
[00:05:44.040 --> 00:05:45.760]  這樣就很美好
[00:05:45.760 --> 00:05:47.240]  所以這個是表達出
[00:05:47.240 --> 00:05:49.480]  教會要有組織的更新
[00:05:49.480 --> 00:05:50.720]  要改變
[00:05:50.720 --> 00:05:52.560]  我們願意推陳出新
[00:05:52.560 --> 00:05:54.560]  我們不需要懼怕
[00:05:54.560 --> 00:05:55.560]  因為我們知道
[00:05:55.560 --> 00:05:57.760]  當我們的架構是更新
[00:05:57.760 --> 00:06:00.680]  是承載一個新的動力的時候
[00:06:00.680 --> 00:06:02.920]  原來是可以行得動的
[00:06:02.920 --> 00:06:03.880]  大家還記不記得
[00:06:03.880 --> 00:06:05.840]  一開始的時候分享的那幅圖
[00:06:05.840 --> 00:06:08.320]  圓形輪的單車
[00:06:08.320 --> 00:06:11.160]  和方形的單車輪
[00:06:11.160 --> 00:06:12.720]  應該這樣說
[00:06:12.720 --> 00:06:14.240]  很不同
[00:06:14.240 --> 00:06:16.040]  所以這五方面
[00:06:16.040 --> 00:06:17.920]  當我們能夠這樣去配合的時候
[00:06:17.920 --> 00:06:19.440]  我們就邁向健康
[00:06:19.440 --> 00:06:20.880]  就會越來越健康
[00:06:20.880 --> 00:06:21.440]  好了
[00:06:21.440 --> 00:06:23.800]  這個就是過去我們分享過的
[00:06:23.800 --> 00:06:24.800]  五個方向
[00:06:24.800 --> 00:06:25.880]  而今天
[00:06:25.880 --> 00:06:28.440]  我們是想說到第六方面
[00:06:28.440 --> 00:06:31.160]  我們要有健康的教會的時候
[00:06:31.160 --> 00:06:33.800]  我們需要彼此勉勵和學習一樣東西
[00:06:33.800 --> 00:06:36.120]  而特別這方面就更加關乎到
[00:06:36.120 --> 00:06:37.680]  你和我
[00:06:37.680 --> 00:06:39.040]  是什麼呢?
[00:06:39.040 --> 00:06:40.520]  就是今天的題目
[00:06:40.520 --> 00:06:42.200]  就是今天的題目
[00:06:42.200 --> 00:06:44.960]  善用恩賜
[00:06:44.960 --> 00:06:47.720]  恩勤服侍
[00:06:47.720 --> 00:06:49.160]  而當我們這樣做的時候
[00:06:49.160 --> 00:06:51.680]  就是將教會的事工
[00:06:51.680 --> 00:06:54.560]  推得更廣更深遠
[00:06:54.560 --> 00:06:56.120]  更能夠開拓
[00:06:56.120 --> 00:06:58.840]  更能夠多元化
[00:06:58.840 --> 00:07:02.320]  只要我們都肯善用恩賜
[00:07:02.320 --> 00:07:03.480]  恩勤服侍
[00:07:03.480 --> 00:07:04.840]  就可以了
[00:07:04.840 --> 00:07:05.600]  所以
[00:07:05.600 --> 00:07:06.640]  是回到很根源的
[00:07:06.640 --> 00:07:07.360]  就是你和我
[00:07:07.360 --> 00:07:09.560]  肯不肯為此來擺上呢?
[00:07:09.560 --> 00:07:10.160]  你和我
[00:07:10.160 --> 00:07:12.840]  是不是已經知道我們有什麼恩賜呢?
[00:07:12.840 --> 00:07:14.360]  你和我是不是都很願意
[00:07:14.360 --> 00:07:17.440]  很殷勤的來擺上呢?
[00:07:17.440 --> 00:07:19.200]  還是說我們只是
[00:07:19.200 --> 00:07:20.080]  坐在這裡
[00:07:20.080 --> 00:07:20.880]  等
[00:07:20.880 --> 00:07:22.400]  等別人來服侍呢?
[00:07:22.400 --> 00:07:25.320]  這個就是健康與不健康的教會
[00:07:25.320 --> 00:07:26.240]  其中一個
[00:07:26.240 --> 00:07:28.080]  很明顯的分別
[00:07:28.080 --> 00:07:30.000]  所以當說到這方面的時候
[00:07:30.000 --> 00:07:30.920]  神的工作
[00:07:30.920 --> 00:07:32.480]  教會事工的發展
[00:07:32.480 --> 00:07:34.880]  和我們怎樣去運用恩賜
[00:07:34.880 --> 00:07:36.560]  來彼此服侍的時候
[00:07:36.560 --> 00:07:37.760]  我們就發現
[00:07:37.760 --> 00:07:39.560]  彼得和保羅
[00:07:39.560 --> 00:07:41.840]  就有很好的說話去提醒我們
[00:07:41.840 --> 00:07:43.640]  而今天我們就是嘗試
[00:07:43.640 --> 00:07:46.080]  透過他們的一番說話
[00:07:46.080 --> 00:07:48.200]  來給我們有勉勵
[00:07:48.200 --> 00:07:49.280]  有提醒
[00:07:49.280 --> 00:07:52.360]  剛才我們都一路讀過了兩段經文
[00:07:52.360 --> 00:07:53.800]  大家都體會到
[00:07:53.800 --> 00:07:57.160]  彼得前書的第四章的第九第十節
[00:07:57.160 --> 00:07:59.080]  當然就是彼得所說
[00:07:59.080 --> 00:08:00.600]  是神所使用的僕人
[00:08:00.600 --> 00:08:01.760]  在新約的時代
[00:08:01.760 --> 00:08:03.280]  神要啟示他的心意
[00:08:03.280 --> 00:08:04.280]  透過他的僕人
[00:08:04.280 --> 00:08:05.240]  說出一些番話
[00:08:05.240 --> 00:08:06.760]  然後記載在聖經裡面
[00:08:06.760 --> 00:08:08.480]  提醒當日的教會
[00:08:08.480 --> 00:08:10.720]  但是同樣的超越時空
[00:08:10.720 --> 00:08:13.440]  提醒今天我們屬主的教會
[00:08:13.440 --> 00:08:15.960]  我們都要聽從這個吩咐
[00:08:15.960 --> 00:08:17.160]  在這裡彼得就說
[00:08:17.160 --> 00:08:20.040]  你們要互相的款待不發怨言
[00:08:20.040 --> 00:08:22.960]  各人要照所得的恩賜彼此服侍
[00:08:22.960 --> 00:08:26.800]  作臣百般恩賜的好管家
[00:08:26.800 --> 00:08:29.520]  彼得提醒我們要互相的款待
[00:08:29.520 --> 00:08:30.640]  就是互相的接納
[00:08:30.640 --> 00:08:31.800]  互相的接待
[00:08:31.800 --> 00:08:33.160]  互相的幫忙
[00:08:33.160 --> 00:08:35.080]  我們要好好在這方面去做
[00:08:35.080 --> 00:08:37.120]  而且不單只是表面做
[00:08:37.120 --> 00:08:38.680]  心裡面也是這樣
[00:08:38.680 --> 00:08:40.440]  所以就不會發怨言
[00:08:40.440 --> 00:08:41.680]  如果我們只是表面做
[00:08:41.680 --> 00:08:42.680]  心裡面不是這樣想
[00:08:42.680 --> 00:08:45.440]  很容易我們心裡面就會發怨言
[00:08:45.440 --> 00:08:47.520]  所以是我們在心底裡
[00:08:47.520 --> 00:08:50.800]  很想彼此接待彼此服侍
[00:08:50.800 --> 00:08:51.440]  好了
[00:08:51.440 --> 00:08:53.200]  當說完這裡之後
[00:08:53.200 --> 00:08:55.840]  彼得更加擴大一點去說
[00:08:55.840 --> 00:08:56.840]  是說什麼呢?
[00:08:56.840 --> 00:09:01.440]  他說要照所得的恩賜彼此服侍
[00:09:01.440 --> 00:09:02.840]  不單只是接待
[00:09:02.840 --> 00:09:04.680]  這個表達的模式
[00:09:04.680 --> 00:09:07.200]  並且在彼此服侍的時候
[00:09:07.200 --> 00:09:09.080]  是說到更加的擴大
[00:09:09.080 --> 00:09:11.120]  我們要透過不同的模式
[00:09:11.120 --> 00:09:12.400]  透過不同的途徑
[00:09:12.400 --> 00:09:13.880]  透過不同的場合
[00:09:13.880 --> 00:09:16.320]  透過不同的形態彼此服侍
[00:09:16.320 --> 00:09:18.720]  而且你怎樣可以彼此服侍呢?
[00:09:18.720 --> 00:09:20.520]  不同的恩賜
[00:09:20.520 --> 00:09:22.720]  你要照所得的恩賜
[00:09:22.720 --> 00:09:24.720]  原來我們基督徒屬主的人
[00:09:24.720 --> 00:09:27.160]  都有所得的恩賜
[00:09:27.160 --> 00:09:29.160]  你知不知道你有什麼恩賜?
[00:09:29.160 --> 00:09:32.000]  我們要照所得的恩賜來服侍
[00:09:32.000 --> 00:09:33.400]  當我們肯這樣做的時候
[00:09:33.400 --> 00:09:37.400]  其實我們正在做恩賜的好管家
[00:09:37.400 --> 00:09:38.680]  好管家
[00:09:38.680 --> 00:09:41.560]  是神百般恩賜的好管家
[00:09:41.560 --> 00:09:42.400]  彼得特別提醒
[00:09:42.400 --> 00:09:45.680]  即是說原來恩賜不是只有三兩項這麼少
[00:09:45.680 --> 00:09:46.520]  是很多的
[00:09:46.520 --> 00:09:47.360]  用到「百」字
[00:09:47.360 --> 00:09:49.120]  即是說很多元化的
[00:09:49.120 --> 00:09:52.280]  神給我們很豐富的
[00:09:52.280 --> 00:09:53.600]  神不是說叫我們去做事
[00:09:53.600 --> 00:09:55.520]  又不給我們去很多恩賜
[00:09:55.520 --> 00:09:56.400]  不會的
[00:09:56.400 --> 00:09:57.680]  正如我們中國人所說
[00:09:57.680 --> 00:09:58.640]  又要買而好
[00:09:58.640 --> 00:09:59.680]  又要買而不吃草
[00:09:59.680 --> 00:10:01.080]  是不可以的
[00:10:01.080 --> 00:10:02.520]  神要鼓勵我們去做事
[00:10:02.520 --> 00:10:04.920]  承擔使命做些有大有小的事
[00:10:04.920 --> 00:10:06.920]  但是神同樣給我們很多屬靈的資源
[00:10:06.920 --> 00:10:08.320]  給我們很多恩賜去做
[00:10:08.320 --> 00:10:11.400]  問題是我們有沒有好好地做管家
[00:10:11.400 --> 00:10:12.960]  去運用這些恩賜
[00:10:12.960 --> 00:10:14.800]  做管家的意思不是管著
[00:10:14.800 --> 00:10:16.280]  就這樣擺著不動
[00:10:16.280 --> 00:10:17.280]  是運用
[00:10:17.280 --> 00:10:19.280]  是百般的運用的時候
[00:10:19.280 --> 00:10:20.320]  這樣就很美好了
[00:10:20.320 --> 00:10:21.680]  所以彼得就在這裡
[00:10:21.680 --> 00:10:24.120]  這樣來鼓勵我們
[00:10:24.120 --> 00:10:26.440]  每一個鼓勵教會
[00:10:26.440 --> 00:10:27.960]  而在這段經文裡面
[00:10:27.960 --> 00:10:29.960]  我體會到有三件事
[00:10:29.960 --> 00:10:31.520]  我們特別要留意
[00:10:31.520 --> 00:10:33.520]  透過這兩節經文
[00:10:33.520 --> 00:10:35.520]  我們可以體會到
[00:10:35.520 --> 00:10:39.040]  原來恩賜是很重要的
[00:10:39.040 --> 00:10:40.840]  所以我們來了教會久了
[00:10:40.840 --> 00:10:43.320]  我們不單要聽不同的講題
[00:10:43.320 --> 00:10:44.600]  不同的課題
[00:10:44.600 --> 00:10:46.920]  特別當我們想起教會要建立的時候
[00:10:46.920 --> 00:10:49.280]  我們要想起恩賜
[00:10:49.280 --> 00:10:55.320]  因為恩賜正是建立教會很重要的元素
[00:10:55.320 --> 00:10:57.160]  所以我們要關心這件事
[00:10:57.160 --> 00:11:00.640]  在團契、在小組、在主學、在閱讀
[00:11:00.640 --> 00:11:02.200]  我們要看多一點這方面的書
[00:11:02.200 --> 00:11:04.000]  要彼此交流多一點
[00:11:04.000 --> 00:11:04.480]  很重要
[00:11:04.480 --> 00:11:06.120]  第一我們要肯定
[00:11:06.120 --> 00:11:07.320]  不單這樣
[00:11:07.320 --> 00:11:10.960]  我們更加要問一個很重要的問題
[00:11:10.960 --> 00:11:15.160]  你知不知道自己有什麼屬靈恩賜
[00:11:15.160 --> 00:11:16.560]  既然這麼重要
[00:11:16.560 --> 00:11:18.600]  運用恩賜來建立教會
[00:11:18.600 --> 00:11:19.800]  推動教會工作的時候
[00:11:19.800 --> 00:11:22.400]  那你知不知道你有什麼恩賜呢
[00:11:22.400 --> 00:11:24.000]  這是很重要的問題
[00:11:24.000 --> 00:11:24.680]  要服侍
[00:11:24.680 --> 00:11:27.560]  但不是出兇權
[00:11:27.560 --> 00:11:30.600]  一定要知道自己怎樣來發力
[00:11:30.600 --> 00:11:31.960]  所以很重要的
[00:11:31.960 --> 00:11:33.320]  我們愛主、愛教會的人
[00:11:33.320 --> 00:11:34.280]  一定會問這個問題
[00:11:34.280 --> 00:11:36.560]  主啊,祢給了我有什麼恩賜
[00:11:36.560 --> 00:11:40.680]  以致我可以善用這個恩賜來服侍
[00:11:40.680 --> 00:11:42.440]  而且殷勤地服侍
[00:11:42.440 --> 00:11:45.320]  所以彼得這番說話提醒我們
[00:11:45.320 --> 00:11:47.120]  我們有什麼恩賜呢
[00:11:47.120 --> 00:11:48.520]  而第三
[00:11:48.520 --> 00:11:50.400]  一講到屬靈恩賜的時候
[00:11:50.400 --> 00:11:52.680]  頂梓梅讓我們記得
[00:11:52.680 --> 00:11:55.520]  一定是行動來的
[00:11:55.520 --> 00:11:56.680]  你恩賜這樣抱著
[00:11:56.680 --> 00:11:58.080]  那些沒有什麼恩賜
[00:11:58.080 --> 00:11:59.920]  恩賜是要來運用的
[00:11:59.920 --> 00:12:01.200]  恩賜是要來做的
[00:12:01.200 --> 00:12:03.120]  要來實踐的
[00:12:03.120 --> 00:12:05.880]  我最怕一些口惠而實不至的人
[00:12:05.880 --> 00:12:08.120]  講就講得天花亂墜
[00:12:08.120 --> 00:12:10.560]  但一見他做就沒什麼可以做
[00:12:10.560 --> 00:12:12.440]  因為只有嘴巴
[00:12:12.440 --> 00:12:14.240]  所以一講到恩賜就不是了
[00:12:14.240 --> 00:12:15.800]  就是我們去運用
[00:12:15.800 --> 00:12:16.720]  我們去實踐
[00:12:16.720 --> 00:12:19.240]  只是透過不同的類型模式
[00:12:19.240 --> 00:12:21.200]  彼得就說我們作百般恩賜
[00:12:21.200 --> 00:12:21.640]  好管家
[00:12:21.640 --> 00:12:23.640]  就是講到我們彼此的服侍
[00:12:23.640 --> 00:12:26.520]  真是來實踐、來擺上
[00:12:26.520 --> 00:12:28.040]  自然我們就發現
[00:12:28.040 --> 00:12:28.800]  教會是基督徒
[00:12:28.800 --> 00:12:29.840]  如果我們這樣做
[00:12:29.840 --> 00:12:30.480]  我們是怎樣?
[00:12:30.480 --> 00:12:32.840]  很有熱誠去幹勁動力去做事
[00:12:32.840 --> 00:12:33.760]  教會就建立
[00:12:33.760 --> 00:12:35.600]  事工就得發展
[00:12:35.600 --> 00:12:37.160]  而問題就是人的身上
[00:12:37.160 --> 00:12:38.160]  我們信徒
[00:12:38.160 --> 00:12:41.840]  是不是都願意將他落實出來
[00:12:41.840 --> 00:12:46.040]  以行動來表明我們所相信的事
[00:12:46.040 --> 00:12:47.320]  這個就很重要
[00:12:47.320 --> 00:12:48.600]  所以求神幫助我們
[00:12:48.600 --> 00:12:50.520]  透過彼得這一番說話
[00:12:50.520 --> 00:12:55.080]  提醒我們真是好好地去善用恩賜
[00:12:55.080 --> 00:12:56.920]  體重恩賜的重要性
[00:12:56.920 --> 00:12:58.920]  知道自己有什麼恩賜
[00:12:58.920 --> 00:13:01.480]  然後我們就好好地擺上
[00:13:01.480 --> 00:13:02.720]  不是只有一張嘴
[00:13:02.720 --> 00:13:06.360]  是真是用行動來證明
[00:13:06.360 --> 00:13:09.000]  英文的西方言語有一句說話
[00:13:09.000 --> 00:13:13.600]  是叫做行動往往比言語更加大聲
[00:13:13.600 --> 00:13:15.320]  不知道大家聽過沒有
[00:13:15.320 --> 00:13:16.040]  因為是英文
[00:13:16.040 --> 00:13:17.200]  所以我要講英文
[00:13:17.200 --> 00:13:19.120]  我們翻譯了出來
[00:13:19.120 --> 00:13:24.360]  Action speaks louder than words
[00:13:24.360 --> 00:13:24.920]  Action
[00:13:24.920 --> 00:13:25.920]  所以頂天會
[00:13:25.920 --> 00:13:26.760]  如果我們透過行動
[00:13:26.760 --> 00:13:29.120]  要告訴他我是運用我的恩賜
[00:13:29.120 --> 00:13:31.120]  不是講是做
[00:13:31.120 --> 00:13:32.000]  是做出來
[00:13:32.000 --> 00:13:33.080]  這個很重要
[00:13:33.080 --> 00:13:36.720]  當我們聽完彼得的一些提醒
[00:13:36.720 --> 00:13:39.520]  我們要聽聽使徒寶來的說話
[00:13:39.520 --> 00:13:41.600]  同樣他都有心聲
[00:13:41.600 --> 00:13:42.840]  向教會來說
[00:13:42.840 --> 00:13:44.520]  也都今天向我們來說
[00:13:44.520 --> 00:13:46.760]  我們會看回剛才我們讀過的
[00:13:46.760 --> 00:13:47.960]  另一節的經文
[00:13:47.960 --> 00:13:51.880]  就是羅馬書的十二章十一節
[00:13:51.880 --> 00:13:53.360]  這些是金句
[00:13:53.360 --> 00:13:55.880]  可以的話大家不如記下來
[00:13:55.880 --> 00:13:58.040]  日後自己可以去勉勵自己
[00:13:58.040 --> 00:13:59.880]  也可以去勉勵別人
[00:13:59.880 --> 00:14:01.120]  羅馬書的十二章十一節
[00:14:01.120 --> 00:14:01.840]  保羅說甚麼
[00:14:01.840 --> 00:14:03.680]  因勤不可懶惰
[00:14:03.680 --> 00:14:05.240]  要心裡火熱
[00:14:05.240 --> 00:14:08.440]  上上服侍主
[00:14:08.440 --> 00:14:10.400]  是不是很好
[00:14:10.400 --> 00:14:14.480]  如果你喜歡服侍的人就會覺得很好
[00:14:14.480 --> 00:14:16.000]  因勤不可懶惰
[00:14:16.000 --> 00:14:16.920]  要心裡火熱
[00:14:16.920 --> 00:14:18.720]  上上服侍主
[00:14:18.720 --> 00:14:24.160]  原來我們不只是願意服侍這麼簡單
[00:14:24.160 --> 00:14:26.080]  彼得已經提醒我們
[00:14:26.080 --> 00:14:27.360]  我們要運用恩賜
[00:14:27.360 --> 00:14:29.400]  彼此建立彼此服侍
[00:14:29.400 --> 00:14:32.560]  但是我們更加要向高處行
[00:14:32.560 --> 00:14:33.800]  我們不單止服侍
[00:14:33.800 --> 00:14:36.440]  我們是因勤的服侍
[00:14:36.440 --> 00:14:38.640]  是火熱的服侍
[00:14:38.640 --> 00:14:40.560]  不是點蕩式的服侍
[00:14:40.560 --> 00:14:42.560]  不是敷衍式的服侍
[00:14:42.560 --> 00:14:46.080]  不是毫無準備的服侍
[00:14:46.080 --> 00:14:48.920]  我們不只是停留在那個水平
[00:14:48.920 --> 00:14:50.480]  服侍固然要有
[00:14:50.480 --> 00:14:53.080]  但是我們更加是心裡火熱
[00:14:53.080 --> 00:14:54.920]  是因勤的,是勤奮的
[00:14:54.920 --> 00:14:58.520]  可以的話,我也願意來到擺上
[00:14:58.520 --> 00:15:01.680]  有些神的僕人真的拼得很盡
[00:15:01.680 --> 00:15:02.600]  如果你還熟悉的
[00:15:02.600 --> 00:15:05.840]  我們有一位很尊崇的神的僕人
[00:15:05.840 --> 00:15:07.960]  也是影響了我的成長
[00:15:07.960 --> 00:15:09.360]  我的生命的神的僕人
[00:15:09.360 --> 00:15:11.000]  叫做宋尚哲博士
[00:15:11.000 --> 00:15:15.840]  昨晚這位博士也有提到
[00:15:15.840 --> 00:15:18.120]  宋尚哲博士有人形容他是怎樣
[00:15:18.120 --> 00:15:19.640]  很勤力為主作供
[00:15:19.640 --> 00:15:21.840]  禱告、讀經、傳福音
[00:15:21.840 --> 00:15:23.160]  所以有人形容他是怎樣
[00:15:23.160 --> 00:15:25.560]  蠟燭兩頭燒
[00:15:25.560 --> 00:15:28.240]  兩頭燒很快燒盡
[00:15:28.240 --> 00:15:30.960]  但是他真的很拼搏為主
[00:15:30.960 --> 00:15:32.520]  很拼命的擺上
